funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
dee	دي	dee	دِي		
sprzeczne	متضاربة	sprzeczny	مُتَضَارِب		ADJ;NOM;INDF;FEM;SG
sprzeczne	المتضاربة	sprzeczny	مُتَضَارِب		ADJ;NOM;DEF;FEM;SG
renata	ريناتا	renata	ريناتا	PROPN;NOM;FEM;SG	
asystenta	مساعد	asystent	مُسَاعِد	N;ACC;MASC;SG	N;NOM;INDF;SG
asystenta	المساعد	asystent	مُسَاعِد	N;ACC;MASC;SG	N;NOM;DEF;SG
rodzeństwa	اشقاء	rodzeństwo	شُقو	N;NOM;NEUT;SG	N;NOM;INDF;PL
rodzeństwa	الاشقاء	rodzeństwo	شَقِيق	N;NOM;NEUT;SG	N;NOM;DEF;PL
zniszczyć	تدمير	zniszczyć	تَدمِير	V;PFV;NFIN;ACT	N;NOM;INDF;SG
zniszczyć	تدمر	zniszczyć	دَمَّر	V;PFV;NFIN;ACT	
dialogu	حوار	dialog	حِوَار	N;GEN;MASC;SG	N;NOM;INDF;SG
dialogu	الحوار	dialog	حِوَار	N;GEN;MASC;SG	N;NOM;DEF;SG
missisipi	ميسيسيبي	missisipa	ميسيسيبي		
missisipi	مسيسيبي	missisipa	مسيسيبي		
powodując	تسبب	powodować	تَسَبَّب	V;IPFV;PRS;V.CVB;ACT	V;PFV;MASC;SG;3;ACT
powodując	مسببا	powodować	مُسبِب	V;IPFV;PRS;V.CVB;ACT	ADJ;ACC;INDF;MASC;SG
powodując	التسبب	powodować	تَسَبُّب	V;IPFV;PRS;V.CVB;ACT	N;NOM;DEF;SG
historycznie	تاريخيا	historycznie	تَارِيخِيّ	ADV	ADJ;ACC;INDF;MASC;SG
christine	كرستين	christiny	كَرسَة	N;NOM;FEM;SG	N;NOM;INDF;DU
christine	كريستين	christiny	كرِيسَة	N;NOM;FEM;SG	
marynarka	بحرية	marynarka	بَحرِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
stężenia	تركيزات	stężyć	تَركِيز	N;NOM;NEUT;SG	N;NOM;INDF;PL
wyjaśnienie	شرح	wyjaśnić	شَرح	N;NOM;NEUT;SG	
wyjaśnienie	توضيحات	wyjaśnić	تَوضِيح	N;NOM;NEUT;SG	N;NOM;INDF;PL
wyjaśnienie	ايضاح	wyjaśnić	إِيضَاح	N;NOM;NEUT;SG	
polo	بولو	polo	بُولُو		
czynne	النشطة	czynny	نَشَاط	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
odbiór	تلقي	odbiór	تلقي	N;NOM;MASC;SG	
represji	قمع	represja	قَمع	N;GEN;FEM;SG	N;NOM;INDF;SG
represji	القمع	represja	قَمع	N;GEN;FEM;SG	N;NOM;DEF;SG
czeskie	التشيك	czeski	تشِيكِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;PL
czeskie	التشيكية	czeski	التشيكية	ADJ;NOM;NEUT;SG	
ashley	اشلي	ashley	اشلي	PROPN;NOM;FEM;SG	
obywatele	مواطن	obywatele	مُوَاطِن	N;NOM;MASC;PL	N;NOM;INDF;SG
obywatele	مواطنة	obywatele	مُوَاطِنَة	N;NOM;MASC;PL	N;NOM;INDF;SG
obywatele	المواطن	obywatele	مُوَاطِن	N;NOM;MASC;PL	N;NOM;DEF;SG
piętro	ارضية	piętro	أَرضِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
piętro	الارضية	piętro	أَرضِيّ	N;NOM;NEUT;SG	
ain	عين	ain	عين	PROPN;NOM;MASC;SG	
mięsa	اللحم	mięso	لَحم	N;GEN;NEUT;SG	N;NOM;DEF;SG
mięsa	لحوم	mięso	لَحم	N;GEN;NEUT;SG	N;NOM;INDF;PL
mięsa	اللحوم	mięso	لَحم	N;GEN;NEUT;SG	N;NOM;DEF;PL
mięsa	لحم	mięso	لَحم	N;GEN;NEUT;SG	N;NOM;INDF;SG
mechaniczne	الميكانيكية	mechaniczny	مِيكَانِيكِيَّة	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
wasilij	فاسيلي	wasilać	فاسيلي	PROPN;NOM;MASC;SG	
mauzoleum	ضريح	mauzoleum	ضَرِيح		N;NOM;INDF;SG
mauzoleum	الضريح	mauzoleum	ضَرِيح		N;NOM;DEF;SG
butler	باتلر	butler	باتلر		
liczebności	وفرة	liczebność	وَفرَة	N;GEN;FEM;SG	N;NOM;INDF;SG
liczebności	الوفرة	liczebność	وَفرَة	N;GEN;FEM;SG	N;NOM;DEF;SG
obserwuje	مشاهدة	obserwować	مُشَاهَدَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
tunezji	التونسية	tunezja	تُونِسِيّ	PROPN;GEN;FEM;SG	ADJ;NOM;DEF;FEM;SG
tunezji	تونس	tunezja	تُونِس	PROPN;GEN;FEM;SG	N;NOM;INDF;SG
tunezji	التونسي	tunezja	تُونِسِيّ	PROPN;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
samuela	سامويل	samuel	سامويل	N;GEN;MASC;SG	
samuela	صامويل	samuel	صامويل	N;GEN;MASC;SG	
skuteczności	فعالية	skuteczność	فَعَّالِيَّة	N;GEN;FEM;SG	N;NOM;INDF;SG
skuteczności	الفعالية	skuteczność	فَعَّالِيَّة	N;GEN;FEM;SG	N;NOM;DEF;SG
skuteczności	فعالية	skuteczność	فَعَّالِيَّة	N;GEN;FEM;SG	N;NOM;INDF;SG
skuteczności	الفعالية	skuteczność	فَعَّالِيَّة	N;GEN;FEM;SG	N;NOM;DEF;SG
zatrudnienia	العمالة	zatrudnienie	عَمَالَة	N;GEN;NEUT;SG	N;NOM;DEF;SG
zatrudnienia	التوظيف	zatrudnienie	تَوظِيف	N;GEN;NEUT;SG	N;NOM;DEF;SG
zatrudnienia	عمالة	zatrudnienie	عَمَالَة	N;GEN;NEUT;SG	N;NOM;INDF;SG
ren	الراين	ren	رَايِن		
grey	غراي	grać	غِرَاي		
grey	رمادي	grać	رمادي		
tokyo	طوكيو	tokyo	طُوكِيُو		
odzyskać	استرداد	odzyskać	اِستِردَاد	V;PFV;NFIN;ACT	N;NOM;INDF;SG
odzyskać	استعادة	odzyskać	اِستِعَادَة	V;PFV;NFIN;ACT	N;NOM;INDF;SG
odzyskać	استرجاع	odzyskać	اِستِرجَاع	V;PFV;NFIN;ACT	N;NOM;INDF;SG
kolumbia	كولومبيا	kolumbia	كُولُومبِيَا	V;IPFV;IND;SG;PRS;FIN;ACT	
kolumbia	كولومبيا	kolumbia	كُولُومبِيَا	V;IPFV;IND;SG;PRS;FIN;ACT	
cameron	كاميرون	cameron	كاميرون	PROPN;NOM;MASC;SG	
germain	جيرمان	germain	جِيرَمَان		
glenn	جلين	glenny	جلين	PROPN;NOM;MASC;SG	
treningi	التدريب	trening	تَدرِيب	N;NOM;MASC;PL	N;NOM;DEF;SG
treningi	تدريب	trening	تَدرِيب	N;NOM;MASC;PL	N;NOM;INDF;SG
leeds	ليدز	leeds	ليدز	PROPN;NOM;MASC;SG	
kwiat	زهر	kwiat	زَهر	N;NOM;MASC;SG	
wieki	اعمار	wiek	اعمار	N;ACC;MASC;PL	
wieki	عصور	wiek	عُصُور	N;ACC;MASC;PL	N;NOM;INDF;PL
wieki	العصور	wiek	عَصر	N;ACC;MASC;PL	N;NOM;DEF;PL
wieki	الاعمار	wiek	الاعمار	N;ACC;MASC;PL	
wieki	القرون	wiek	قَرن	N;ACC;MASC;PL	N;NOM;DEF;PL
wieki	قرون	wiek	قَرن	N;ACC;MASC;PL	N;NOM;INDF;PL
aaron	هارون	aaron	هارون	PROPN;NOM;MASC;SG	
aaron	ارون	aaron	أَرُون	PROPN;NOM;MASC;SG	
aaron	ايرون	aaron	إِيرُون	PROPN;NOM;MASC;SG	
operacyjnych	التشغيل	operacyjny	تَشغِيل	ADJ;GEN;MASC;PL	N;NOM;DEF;SG
council	مجلس	council	مَجلِس		N;NOM;INDF;SG
council	المجلس	council	مَجلِس		N;NOM;DEF;SG
camp	كامب	campa	كَامب		
camp	المخيم	campa	مُخَيَّم		N;NOM;DEF;SG
camp	مخيم	campa	مُخَيَّم		N;NOM;INDF;SG
camp	معسكر	campa	مُعَسكَر		N;NOM;INDF;SG
camp	المعسكر	campa	مُعَسكَر		N;NOM;DEF;SG
fabio	فابيو	fabio	فابيو	PROPN;NOM;MASC;SG	
komiksów	كوميكس	komiks	كوميكس	N;GEN;MASC;PL	
mann	مان	mann	مَان	PROPN;NOM;MASC;SG	
misje	المهمة	misja	مَهَمَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
misje	مهمة	misja	مَهَمَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
misje	بعثة	misja	بَعثَة	N;NOM;FEM;PL	N;NOM;INDF;SG
misje	البعثة	misja	بَعثَة	N;NOM;FEM;PL	N;NOM;DEF;SG
demokratów	الديمقراطيين	demokrat	دِيمُقرَاطِيّ	N;ACC;MASC;PL	ADJ;NOM;DEF;MASC;PL
demokratów	ديمقراطي	demokrat	دِيمُقرَاطِيّ	N;ACC;MASC;PL	ADJ;NOM;INDF;MASC;SG
demokratów	الديمقراطي	demokrat	دِيمُقرَاطِيّ	N;ACC;MASC;PL	N;NOM;DEF;SG
pokonany	هزم	pokonać	هَزم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
pokonany	هزمت	pokonać	هَزم	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
norm	معايير	norma	مِعيَار		N;NOM;INDF;PL
norm	المقاييس	norma	مِقيَاس		N;NOM;DEF;PL
norm	المعايير	norma	مِعيَار		N;NOM;DEF;PL
norm	معيار	norma	مُعِير		N;NOM;INDF;SG
peugeot	بيجو	peugeot	بِيجُو		
węgiel	الكربون	węgiel	الكربون	N;NOM;MASC;SG	
węgiel	كربون	węgiel	كربون	N;NOM;MASC;SG	
węgiel	الكربوني	węgiel	الكربوني	N;NOM;MASC;SG	
bass	الباس	bass	بَاس		
bass	باس	bass	بَاس		
automatyczna	اليا	automatyczny	إِلَى	ADJ;NOM;FEM;SG	
automatyczna	تلقائي	automatyczny	تلقائي	ADJ;NOM;FEM;SG	
automatyczna	تلقائيا	automatyczny	تِلقَائِيّ	ADJ;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
aspekty	جانب	aspekt	جَانِب	N;NOM;MASC;PL	N;NOM;INDF;SG
aspekty	الجانب	aspekt	جَانِب	N;NOM;MASC;PL	N;NOM;DEF;SG
prosto	مباشرة	prosto	مُبَاشَرَة		N;NOM;INDF;SG
prosto	مستقيم	prosto	مُستَقِيم		
prezentacji	التقديم	prezentacja	تَقدِيم	N;GEN;FEM;SG	N;NOM;DEF;SG
prezentacji	عرض	prezentacja	عَرض	N;GEN;FEM;SG	N;NOM;INDF;SG
prezentacji	العرض	prezentacja	عَرض	N;GEN;FEM;SG	N;NOM;DEF;SG
prezentacji	عروض	prezentacja	عَرض	N;GEN;FEM;SG	N;NOM;INDF;PL
prezentacji	العروض	prezentacja	عَرض	N;GEN;FEM;SG	N;NOM;DEF;PL
domeny	المجالات	domen	مَجَال		N;NOM;DEF;PL
domeny	الميادين	domen	مَيدَان		N;NOM;DEF;PL
domeny	مجالات	domen	مَجَال		N;NOM;INDF;PL
domeny	النطاقات	domen	نِطَاقَة		N;NOM;DEF;PL
domeny	النطاق	domen	نِطَاق		N;NOM;DEF;SG
domeny	مجال	domen	مَجَال		N;NOM;INDF;SG
domeny	المجال	domen	مَجَال		N;NOM;DEF;SG
pracujący	يعمل	pracować	عَمِل	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
pracujący	اعمل	pracować	عَمَل	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	
wzory	موديلات	wzór	مُودِيل	N;NOM;MASC;PL	
wzory	صيغ	wzór	صَيغ	N;NOM;MASC;PL	N;NOM;INDF;SG
joel	جويل	joel	جويل	PROPN;NOM;MASC;SG	
joel	جول	joel	جول	PROPN;NOM;MASC;SG	
porównanie	مقارنة	porównać	مُقَارَنَة	N;NOM;NEUT;SG	N;ACC;INDF;SG
porównanie	مقارنة	porównać	مُقَارَنَة	N;NOM;NEUT;SG	N;ACC;INDF;SG
porównanie	تقارن	porównać	تَقَارُن	N;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
porównanie	قارن	porównać	قَارِن	N;NOM;NEUT;SG	
dell	ديل	dell	دَيلَ		
ewy	عشية	ewy	عَشِيَّة		N;NOM;INDF;SG
ewy	حواء	ewy	حَوَاء		
ewy	ايف	ewy	ايف		
fra	fra	frać	ذِيَا		
osobisty	شخصيه	osobisty	شخصيه	ADJ;NOM;MASC;SG	
osobisty	شخصية	osobisty	شَخصِيَّة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
carmen	كارمن	carmen	كارمن	PROPN;NOM;MASC;SG	
montgomery	مونتغمري	montgomer	مونتغمري	N;ACC;MASC;SG	
kompozytorów	الملحنين	kompozytor	مُلحِن	N;GEN;MASC;PL	ADJ;ACC;DEF;MASC;PL
oun	c	oun	هُوَ		
jądro	النواة	jądro	نَوَاة		N;NOM;DEF;SG
jądro	نواة	jądro	نَوَاة		N;NOM;INDF;SG
jądro	النواة	jądro	نَوَاة		N;NOM;DEF;SG
jądro	نواة	jądro	نَوَاة		N;NOM;INDF;SG
jądro	خصية	jądro	خَصِيَّة		N;NOM;INDF;SG
jądro	النواة	jądro	نَوَاة		N;NOM;DEF;SG
jądro	اساسي	jądro	أَسَاسِيّ		ADJ;NOM;INDF;MASC;SG
jądro	الصميم	jądro	صَمِيم		N;NOM;DEF;SG
następcę	خليفة	następca	خليفة	N;ACC;MASC;SG	
salomona	سليمان	salomon	سليمان		
pearl	اللؤلؤ	pearl	اللؤلؤ		N;NOM;DEF;SG
pearl	بيرل	pearl	بِيرل		
pearl	اللؤلؤة	pearl	لَؤلِئ		N;NOM;DEF;SG
wiktoria	فكتوريا	wiktoria	فكتوريا	PROPN;NOM;FEM;SG	
wiktoria	فيكتوريا	wiktoria	فيكتوريا	PROPN;NOM;FEM;SG	
przodków	الاجداد	przodek	الاجداد	N;ACC;MASC;PL	N;NOM;DEF;PL
chińskie	الصينيون	chiński	صِينِيّ	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;PL
lodu	ثلج	lód	ثُلج	N;GEN;MASC;SG	
lodu	الجليد	lód	جَلِيد	N;GEN;MASC;SG	
lodu	الثلج	lód	ثَلج	N;GEN;MASC;SG	N;NOM;DEF;SG
lodu	جليد	lód	جليد	N;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
przydatne	المفيد	przydatny	مُفِيد	ADJ;NOM;NEUT;SG	
jowisza	المشتري	jowiszo	مُشتَرَى	N;ACC;MASC;SG	
jowisza	جوبيتر	jowiszo	جوبيتر	N;ACC;MASC;SG	
rzemiosła	حرف	rzemieść	حَرف	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;INDF;SG
rzemiosła	الحرف	rzemieść	حَرف	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;DEF;SG
kompetencji	الاختصاص	kompetencja	اِختِصَاص	N;GEN;FEM;SG	N;NOM;DEF;SG
kompetencji	الكفاءة	kompetencja	كَفَاءَة	N;GEN;FEM;SG	N;NOM;DEF;SG
kompetencji	الاختصاصات	kompetencja	اِختِصَاص	N;GEN;FEM;SG	N;NOM;DEF;PL
kompetencji	الصلاحيات	kompetencja	صَلَاحِيَّة	N;GEN;FEM;SG	N;NOM;DEF;PL
kompetencji	الكفاءات	kompetencja	كَفَاءَة	N;GEN;FEM;SG	N;NOM;DEF;PL
kompetencji	اختصاصات	kompetencja	اِختِصَاص	N;GEN;FEM;SG	N;NOM;INDF;PL
zapach	شم	zapach	شم	N;NOM;MASC;SG	
żyjący	المعيشة	żyć	مَعِيشَة	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;DEF;SG
żyjący	العيش	żyć	عَيش	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;DEF;SG
mercury	الزئبق	mercura	زَئبَق		N;NOM;DEF;SG
turków	تركس	turek	رَكَس	N;ACC;MASC;PL	
turków	الاتراك	turek	تُرك	N;ACC;MASC;PL	N;NOM;DEF;PL
kazań	كازان	kazanie	كَازَان	N;GEN;NEUT;PL	
uroczyste	احتفالية	uroczysty	احتفالية	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
venus	الزهرة	venus	زُهرَة		N;NOM;DEF;SG
armata	كانون	armat	كَانُون	N;NOM;FEM;SG	N;GEN;INDF;SG
herbie	هيربي	herba	هِيربِي	V;IPFV;IND;SG;1;PRS;FIN;ACT	
bergen	بيرجن	bergen	بِيرجِن	PROPN;NOM;MASC;SG	
bergen	برغن	bergen	برغن	PROPN;NOM;MASC;SG	
bergen	بيرغن	bergen	بِيرغِن	PROPN;NOM;MASC;SG	
ciemne	ظلام	ciemny	ظَلَام	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
ciemne	الظلام	ciemny	ظَلَام	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
lokalnie	محليا	lokalnie	مَحَلِّيّ	ADV	ADJ;ACC;INDF;MASC;SG
zawarty	احتواء	zawarty	اِحتِوَاء	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
metry	متر	metr	مِتر	N;ACC;MASC;SG	N;NOM;INDF;SG
metry	امتار	metr	مِتر	N;ACC;MASC;SG	N;NOM;INDF;PL
metry	متر	metr	مِتر	N;ACC;MASC;SG	N;NOM;INDF;SG
metry	امتار	metr	مِتر	N;ACC;MASC;SG	N;NOM;INDF;PL
bit	عض	bit	عَضّ		
toma	توما	toma	تُومَا		
bomba	قنبلة	bomba	قُنبُلَة		N;NOM;INDF;SG
bomba	بله	bomba	بَلَه		
bomba	القنبلة	bomba	قُنبُلَة		N;NOM;DEF;SG
tunelu	نفق	tunel	نَفَق	N;GEN;MASC;SG	N;NOM;INDF;SG
tunelu	النفق	tunel	نَفَق	N;GEN;MASC;SG	N;NOM;DEF;SG
ekspertów	خبراء	ekspert	خَبِير	N;ACC;MASC;PL	N;NOM;INDF;PL
ekspertów	الخبراء	ekspert	خَبِير	N;ACC;MASC;PL	N;NOM;DEF;PL
ekspertów	خبير	ekspert	خَبِير	N;ACC;MASC;PL	N;NOM;INDF;SG
ekspertów	الخبير	ekspert	خَبِير	N;ACC;MASC;PL	N;NOM;DEF;SG
ekspertów	خبيرة	ekspert	خَبِيرَة	N;ACC;MASC;PL	ADJ;NOM;INDF;FEM;SG
ekspertów	الخبيرة	ekspert	خَبِيرَة	N;ACC;MASC;PL	N;NOM;DEF;SG
sparta	سبارتا	sparty	سَبَار		
misjonarz	التبشيرية	misjonarz	تَبشِيرِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
ziemskiego	الدنيوية	ziemski	دَنِيُوِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
dorosłe	البالغين	dorosły	بَالِغ	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL
dorosłe	الكبار	dorosły	كَبِير	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL
dorosłe	بالغين	dorosły	بَالِغ	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;NOM;INDF;PL
dorosłe	البالغون	dorosły	بَالِغ	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;MASC;PL
ściana	وول	ściana	وُول	N;NOM;FEM;SG	
konstytucyjnego	الدستورية	konstytucyjny	دُستُورِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
konstytucyjnego	دستورية	konstytucyjny	دُستُورِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
konstytucyjnego	دستوري	konstytucyjny	دُستُورِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
newton	نيوتن	newton	نيوتن	PROPN;NOM;MASC;SG	
pzl	pz	pzl	مَثّ		
personelu	الموظفين	personel	مُوَظَّف	N;GEN;MASC;SG	N;NOM;DEF;PL
personelu	الموظفون	personel	مُوَظَّف	N;GEN;MASC;SG	N;NOM;DEF;PL
personelu	الافراد	personel	فَرد	N;GEN;MASC;SG	N;NOM;DEF;PL
personelu	التوظيف	personel	تَوظِيف	N;GEN;MASC;SG	N;NOM;DEF;SG
personelu	الموظفون	personel	مُوَظَّف	N;GEN;MASC;SG	N;NOM;DEF;PL
personelu	موظفون	personel	مُوَظَّف	N;GEN;MASC;SG	N;NOM;INDF;PL
personelu	الموظفين	personel	مُوَظَّف	N;GEN;MASC;SG	N;NOM;DEF;PL
con	يخدع	con	خَدَع		V;IPFV;MASC;IND;SG;3;FIN;ACT
kandydaturę	ترشيح	kandydatura	تَرشِيح	N;ACC;FEM;SG	N;NOM;INDF;SG
kandydaturę	الترشيح	kandydatura	تَرشِيح	N;ACC;FEM;SG	N;NOM;DEF;SG
wiązanie	ملزم	wiązanie	مُلزَم	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;MASC;SG
wiązanie	ملزمة	wiązanie	مُلزِم	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;FEM;SG
wiązanie	ملزما	wiązanie	مُلزَم	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;ACC;INDF;MASC;SG
wiązanie	بوند	wiązanie	بوند	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
liverpool	ليفربول	liverpool	لِيفِربُول	N;NOM;MASC;SG	
emanuel	ايمانويل	emanuel	إِيمَانُوِيل	PROPN;NOM;MASC;SG	
dublin	دوبلن	dublina	دُوبلِن	PROPN;NOM;MASC;SG	
dublin	دوبلين	dublina	دُوبلِين	PROPN;NOM;MASC;SG	N;ACC;INDF;PL
dublin	دبلن	dublina	دبلن	PROPN;NOM;MASC;SG	
przeglądu	المراجعة	przegląd	مُرَاجَعَة	N;GEN;MASC;SG	N;NOM;DEF;SG
przeglądu	استعراض	przegląd	اِستِعرَاض	N;GEN;MASC;SG	N;NOM;INDF;SG
przeglądu	الاستعراض	przegląd	اِستِعرَاض	N;GEN;MASC;SG	N;NOM;DEF;SG
przeglądu	مراجعة	przegląd	مُرَاجَعَة	N;GEN;MASC;SG	N;NOM;INDF;SG
andre	اندريه	andra	اندريه	PROPN;NOM;MASC;SG	
niebie	النعيم	niebo	النعيم	N;DAT;NEUT;SG	N;NOM;DEF;SG
niebie	الجنة	niebo	جَنَّة	N;DAT;NEUT;SG	N;NOM;DEF;SG
niebie	السماء	niebo	سَمَاء	N;DAT;NEUT;SG	N;NOM;DEF;SG
niebie	السما	niebo	سَمَا	N;DAT;NEUT;SG	N;NOM;DEF;SG
niebie	سماء	niebo	سَمَاء	N;DAT;NEUT;SG	N;NOM;INDF;SG
niebie	سكاي	niebo	سَاكِي	N;DAT;NEUT;SG	
niebie	السماء	niebo	سَمَاء	N;DAT;NEUT;SG	N;NOM;DEF;SG
nocny	ليلا	nocny	ليلا	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
nocny	الليل	nocny	لَيل	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
nocny	ليلة	nocny	لَيلَة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
nocny	ليل	nocny	لَيل	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
gleb	التربة	gleb	تَرَبَّة		N;NOM;DEF;SG
umysłu	البال	umysł	بَال	N;GEN;MASC;SG	N;NOM;DEF;SG
umysłu	مانع	umysł	مَانِع	N;GEN;MASC;SG	N;NOM;INDF;SG
umysłu	العقل	umysł	عَقل	N;GEN;MASC;SG	N;NOM;DEF;SG
umysłu	عقل	umysł	عَقَل	N;GEN;MASC;SG	
josh	جوش	josh	جُوش	PROPN;NOM;MASC;SG	
gwatemali	غواتيمالا	gwatemać	غُوَاتِيمَالَا	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
gwatemali	غواتيمالا	gwatemać	غُوَاتِيمَالَا	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
gwatemali	الغواتيمالي	gwatemać	غُوَاتِيمَالِيّ	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
gwatemali	الغواتيمالية	gwatemać	غُوَاتِيمَالِيّ	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
sądy	القضاء	sąd	قَضَاء	N;NOM;MASC;PL	N;NOM;DEF;SG
jasności	الوضوح	jasność	وُضُوح	N;GEN;FEM;SG	N;NOM;DEF;SG
jasności	وضوح	jasność	وُضُوح	N;GEN;FEM;SG	N;NOM;INDF;SG
jasności	السطوع	jasność	سُطُوع	N;GEN;FEM;SG	N;NOM;DEF;SG
sobota	سبت	sobota	سَبت		N;NOM;INDF;SG
sobota	السبت	sobota	سَبت		N;NOM;DEF;SG
zajęte	مشغولا	zajęty	مَشغُول		ADJ;ACC;INDF;MASC;SG
zajęte	مشغول	zajęty	مَشغُول		ADJ;NOM;INDF;MASC;SG
zajęte	مشغولين	zajęty	مَشغُول		ADJ;NOM;INDF;MASC;PL
zajęte	مشغولة	zajęty	مَشغُول		ADJ;NOM;INDF;FEM;SG
zajęte	محتلة	zajęty	مُحتَلّ		ADJ;NOM;INDF;FEM;SG
zajęte	المحتلة	zajęty	مُحتَلّ		ADJ;NOM;DEF;FEM;SG
zajęte	المحتل	zajęty	مُحتَلّ		ADJ;NOM;DEF;MASC;SG
wrogów	الاعداء	wróg	عَدُوّ	N;ACC;MASC;PL	N;NOM;DEF;PL
wrogów	اعداء	wróg	اعداء	N;ACC;MASC;PL	
chirurgii	الجراحة	chirurgia	جِرَاحَة	N;GEN;FEM;SG	N;NOM;DEF;SG
chirurgii	جراحة	chirurgia	جِرَاحَة	N;GEN;FEM;SG	N;NOM;INDF;SG
chirurgii	جراحي	chirurgia	جراحي	N;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
chirurgii	جراحية	chirurgia	جِرَاحِيّ	N;GEN;FEM;SG	ADJ;NOM;INDF;FEM;SG
rolnej	زراعي	rolny	زِرَاعِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
elektronów	الالكترون	elektron	اَلكتِرَون	N;GEN;MASC;PL	N;NOM;DEF;SG
nintendo	نينتندو	nintendo	نينتندو		
filozoficzne	الفلسفية	filozoficzny	فِلَسفِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
armstrong	ارمسترونغ	armstrong	ارمسترونغ		
cezar	القيصر	cezar	قَيصَر	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
cezar	قيصر	cezar	قَيصَر	V;IPFV;IND;SG;PRS;FIN;ACT	
zainteresowań	الاهتمامات	zainteresowanie	اِهتِمَام	N;GEN;NEUT;PL	N;NOM;DEF;PL
zainteresowań	المصالح	zainteresowanie	مَصلَحَة	N;GEN;NEUT;PL	N;NOM;DEF;PL
zainteresowań	مصالح	zainteresowanie	مَصلَحَة	N;GEN;NEUT;PL	N;NOM;INDF;PL
zainteresowań	اهتمامات	zainteresowanie	اِهتِمَام	N;GEN;NEUT;PL	N;NOM;INDF;PL
klasycznego	الكلاسيكي	klasyczny	كلَاسِيكِيّ	ADJ;ACC;MASC;SG	
klasycznego	كلاسيكي	klasyczny	كلَاسِيكِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
