から	от	から	от	CONJ	ADP
レッド	червено	レッド	червено	N	ADV
ジュニア	младши	ジュニア	младш	N	PROPN;INDF;MASC;SG
朝鮮	корея	朝鮮	корей	N	PROPN;INDF;FEM;SG
自動	автоматично	自動	автоматично	N	ADV
自動	автоматична	自動	автоматичен	N	ADJ;INDF;FEM;SG
自動	автоматични	自動	автоматичен	N	ADJ;INDF;PL
自動	автоматично	自動	автоматично	N	ADV
自動	автоматичен	自動	автоматичен	N	ADJ;INDF;MASC;SG
認定	признание	認定	признание	V	N;INDF;NEUT;SG
認定	признаване	認定	признаване	V	N;INDF;NEUT;SG
認定	разпознаване	認定	разпознаване	V	N;INDF;NEUT;SG
認定	акредитация	認定	акредитация	V	N;INDF;FEM;SG
分離	разделение	分離	разделение	V	N;INDF;NEUT;SG
分離	раздяла	分離	раздяла	V	N;INDF;FEM;SG
分離	отделяне	分離	отделяне	V	N;INDF;NEUT;SG
分離	разделяне	分離	разделяне	V	N;INDF;NEUT;SG
挑戦	предизвикателствата	挑戦	предизвикателство	V	N;DEF;NEUT;PL
挑戦	предизвикателства	挑戦	предизвикателство	V	N;INDF;NEUT;PL
挑戦	предизвикателство	挑戦	предизвикателство	V	N;INDF;NEUT;SG
挑戦	предизвикателството	挑戦	предизвикателство	V	N;DEF;NEUT;SG
改革	реформи	改革	реформа	V	N;INDF;FEM;PL
改革	реформите	改革	реформа	V	N;DEF;FEM;PL
改革	реформата	改革	реформа	V	N;DEF;FEM;SG
改革	реформиране	改革	реформиране	V	N;INDF;NEUT;SG
改革	реформи	改革	реформа	V	N;INDF;FEM;PL
改革	реформа	改革	реформа	V	N;INDF;FEM;SG
集団	групово	集団	групово	N	ADV
集団	групова	集団	групов	N	ADJ;INDF;FEM;SG
修正	поправка	修正	поправка	V	N;INDF;FEM;SG
修正	корекция	修正	корекция	V	N;INDF;FEM;SG
修正	коригиране	修正	коригиране	V	N;INDF;NEUT;SG
修正	оправяне	修正	оправяне	V	N;INDF;NEUT;SG
継続	продължение	継続	продължение	V	N;INDF;NEUT;SG
継続	продължаване	継続	продължаване	V	N;INDF;NEUT;SG
継続	продължение	継続	продължение	V	N;INDF;NEUT;SG
継続	продължаване	継続	продължаване	V	N;INDF;NEUT;SG
継続	продължаване	継続	продължаване	V	N;INDF;NEUT;SG
地下鉄	подземен	地下鉄	подземен	N	ADJ;INDF;MASC;SG
地下鉄	подземно	地下鉄	подземно	N	ADV
地下鉄	подземни	地下鉄	подземен	N	ADJ;INDF;PL
東部	източно	東部	източно	PROPN	ADV
東部	изток	東部	изток	PROPN	N;INDF;MASC;SG
東部	източна	東部	източен	PROPN	ADJ;INDF;FEM;SG
東部	източно	東部	източно	PROPN	ADV
東部	източни	東部	източен	PROPN	ADJ;INDF;PL
東部	изток	東部	изток	PROPN	N;INDF;MASC;SG
東部	източен	東部	източа-(се)	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
合計	sum	合計	sum	N	PROPN;INDF;MASC;SG
合計	сум	合計	сум	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
合計	общо	合計	общо	N	ADV
合計	общ	合計	общ	N	ADJ;INDF;MASC;SG
合計	обща	合計	общ	N	ADJ;INDF;FEM;SG
貢献	вноски	貢献	вноска	V	N;INDF;FEM;PL
貢献	вноска	貢献	вноска	V	N;INDF;FEM;SG
貢献	принос	貢献	принос	V	N;INDF;MASC;SG
貢献	вноски	貢献	вноска	V	N;INDF;FEM;PL
古代	древни	古代	древен	N	ADJ;INDF;PL
古代	древно	古代	древно	N	ADV
古代	древна	古代	древен	N	ADJ;INDF;FEM;SG
ユーザー	потребителски	ユーザー	потребителски	N	ADJ;INDF;MASC;SG
バン	микробус	バン	микробус	PROPN	N;INDF;MASC;SG
バン	бус	バン	бус	PROPN	N;INDF;MASC;SG
バン	van	バン	van	PROPN	PROPN;INDF;MASC;SG
バン	ван	バン	ван	PROPN	PROPN
バン	вана	バン	вана	PROPN	N;INDF;FEM;SG
批判	критиката	批判	критика	V	N;DEF;FEM;SG
批判	критика	批判	критика	V	N;INDF;FEM;SG
批判	критики	批判	критика	V	N;INDF;FEM;PL
批判	критики	批判	критика	V	N;INDF;FEM;PL
植物	растителна	植物	растителен	N	ADJ;INDF;FEM;SG
ショー	покажи	ショー	покажа-(се)	N	V;PFV;IMP;SG;2;FIN
毎週	седмични	毎週	седмичен	N	ADJ;INDF;PL
毎週	седмично	毎週	седмичен	N	ADV
毎週	седмична	毎週	седмичен	N	ADJ;INDF;FEM;SG
毎週	седмичен	毎週	седмичен	N	ADJ;INDF;MASC;SG
エネルギー	energy	エネルギー	energy	N	INTJ
未来	бъдещ	未来	бъдещ	N	ADJ;INDF;MASC;SG
未来	бъдещи	未来	бъдещ	N	ADJ;INDF;PL
未来	бъдеща	未来	бъдещ	N	ADJ;INDF;FEM;SG
未来	футуристични	未来	футуристичен	N	ADJ;INDF;PL
移行	миграцията	移行	миграция	V	N;DEF;FEM;SG
移行	миграция	移行	миграция	V	N;INDF;FEM;SG
移行	миграции	移行	миграция	V	N;INDF;FEM;PL
三菱	мицубиши	三菱	мицубиш	PROPN	N;INDF;MASC;SG
週刊	седмични	週刊	седмичен	N	ADJ;INDF;PL
週刊	седмично	週刊	седмичен	N	ADV
週刊	седмична	週刊	седмичен	N	ADJ;INDF;FEM;SG
週刊	седмичен	週刊	седмичен	N	ADJ;INDF;MASC;SG
乗車	пансион	乗車	пансион	V	N;INDF;MASC;SG
処理	преработване	処理	преработване	V	N;INDF;NEUT;SG
処理	преработка	処理	преработка	V	N;INDF;FEM;SG
処理	обработване	処理	обработване	V	N;INDF;NEUT;SG
処理	обработка	処理	обработка	V	N;INDF;FEM;SG
エリア	илия	エリア	илия	N	PROPN;INDF;MASC;SG
派遣	изпращане	派遣	изпращане	V	N;INDF;NEUT;SG
派遣	диспечер	派遣	диспечер	V	N;INDF;MASC;SG
ポーランド	полша	ポーランド	полша	PROPN	PROPN;INDF;FEM;SG
日付	среща	日付	среща	V	N;INDF;FEM;SG
日付	дата	日付	дата	V	N;INDF;FEM;SG
日付	срещи	日付	среща	V	N;INDF;FEM;PL
日付	дати	日付	датя	V	N;INDF;FEM;PL
スタート	начало	スタート	начало	V	N;INDF;NEUT;SG
スタート	старт	スタート	старт	V	N;INDF;MASC;SG
スタート	стартиране	スタート	стартиране	V	N;INDF;NEUT;SG
範囲	варира	範囲	варир	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
宣伝	гласност	宣伝	гласност	V	N;INDF;FEM;SG
宣伝	публичност	宣伝	публичност	V	N;INDF;FEM;SG
宣伝	известност	宣伝	известност	V	N;INDF;FEM;SG
宣伝	промоция	宣伝	промоция	V	N;INDF;FEM;SG
宣伝	насърчаване	宣伝	насърчаване	V	N;INDF;NEUT;SG
宣伝	повишение	宣伝	повишение	V	N;INDF;NEUT;SG
宣伝	популяризиране	宣伝	популяризиране	V	N;INDF;NEUT;SG
宣伝	насърчаване	宣伝	насърчаване	V	N;INDF;NEUT;SG
宣伝	популяризиране	宣伝	популяризиране	V	N;INDF;NEUT;SG
宣伝	тласък	宣伝	тласък	V	N;INDF;MASC;SG
宣伝	подсилване	宣伝	подсилване	V	N;INDF;NEUT;SG
反応	реакция	反応	реакция	V	N;INDF;FEM;SG
住宅	жилищна	住宅	жилищен	N	ADJ;INDF;FEM;SG
住宅	жилищни	住宅	жилищен	N	ADJ;INDF;PL
住宅	жилищен	住宅	жилищен	N	ADJ;INDF;MASC;SG
保存	спасяване	保存	спасяване	V	N;INDF;NEUT;SG
保存	запис	保存	запис	V	N;INDF;MASC;SG
保存	спасяване	保存	спасяване	V	N;INDF;NEUT;SG
保存	спасяването	保存	спасяване	V	N;DEF;NEUT;SG
保存	спестяване	保存	спестяване	V	N;INDF;NEUT;SG
保存	запазване	保存	запазване	V	N;INDF;NEUT;SG
保存	съхранение	保存	съхранение	V	N;INDF;NEUT;SG
保存	опазване	保存	опазване	V	N;INDF;NEUT;SG
岩手	ивате	岩手	ива	PROPN	N;DEF;MASC;PL
辞典	речници	辞典	речник	PROPN	N;INDF;MASC;PL
辞典	речник	辞典	речник	PROPN	N;INDF;MASC;SG
緊急	спешно	緊急	спешно	ADJ	ADV
緊急	спешно	緊急	спешно	ADJ	ADV
地下	подземен	地下	подземен	N	ADJ;INDF;MASC;SG
地下	подземно	地下	подземно	N	ADV
地下	подземни	地下	подземен	N	ADJ;INDF;PL
連絡	свръзка	連絡	свръзка	V	N;INDF;FEM;SG
ウィキペディア	уикипедия	ウィキペディア	уикипедия	PROPN	N;INDF;FEM;SG
連結	конкатенация	連結	конкатенация	V	N;INDF;FEM;SG
レン	рен	レン	рен	PROPN	PROPN;INDF;MASC;SG
交換	обмяна	交換	обмяна	V	N;INDF;FEM;SG
交換	замяна	交換	замяна	V	N;INDF;FEM;SG
交換	размяна	交換	размяна	V	N;INDF;FEM;SG
交換	обмен	交換	обмен	V	N;INDF;MASC;SG
交換	борса	交換	борса	V	N;INDF;FEM;SG
制限	ограничения	制限	ограничение	V	N;INDF;NEUT;PL
制限	ограниченията	制限	ограничение	V	N;DEF;NEUT;PL
制限	ограничения	制限	ограничение	V	N;INDF;NEUT;PL
制限	граници	制限	граница	V	N;INDF;FEM;PL
制限	ограничения	制限	ограничение	V	N;INDF;NEUT;PL
制限	предел	制限	предел	V	N;INDF;MASC;SG
制限	ограничение	制限	ограничение	V	N;INDF;NEUT;SG
制限	ограничаване	制限	ограничаване	V	N;INDF;NEUT;SG
制限	лимит	制限	лимит	V	N;INDF;MASC;SG
制限	граница	制限	граница	V	N;INDF;FEM;SG
制限	ограничаване	制限	ограничаване	V	N;INDF;NEUT;SG
制限	ограничение	制限	ограничение	V	N;INDF;NEUT;SG
栃木	точиги	栃木	точига	PROPN	N;INDF;FEM;PL
群馬	гунма	群馬	гунма	PROPN	N;INDF;FEM;SG
フル	пълна	フル	пълен	N	ADJ;INDF;FEM;SG
フル	пълни	フル	пълен	N	ADJ;INDF;PL
フル	пълен	フル	пълен	N	ADJ;INDF;MASC;SG
フル	пълно	フル	пълен	N	ADV
急行	експресна	急行	експресен	N	ADJ;INDF;FEM;SG
医学	медицински	医学	медицински	N	ADJ;INDF;MASC;SG
医学	медицинска	医学	медицински	N	ADJ;INDF;FEM;SG
所有	собственост	所有	собственост	V	N;INDF;FEM;SG
ブラック	черни	ブラック	черен	PROPN	ADJ;INDF;PL
ブラック	черно	ブラック	черен	PROPN	ADV
ブラック	черна	ブラック	чер	PROPN	ADJ;INDF;FEM;SG
ブラック	черен	ブラック	черен	PROPN	ADJ;INDF;MASC;SG
支店	бранч	支店	бранч	N	PROPN;INDF;MASC;SG
鳥取	тотори	鳥取	тотор	PROPN	N;INDF;MASC;SG
ロン	рон	ロン	рон	PROPN	PROPN;INDF;MASC;SG
田村	тамура	田村	тамура	PROPN	N;INDF;FEM;SG
カリフォルニア	калифорния	カリフォルニア	калифорния	PROPN	ADJ;DEF;MASC;SG
カリフォルニア	калифорнийски	カリフォルニア	калифорнийски	PROPN	ADJ;INDF;MASC;SG
取引	сделка	取引	сделка	V	N;INDF;FEM;SG
取引	транзакция	取引	транзакция	V	N;INDF;FEM;SG
取引	търгуване	取引	търгуване	V	N;INDF;NEUT;SG
取引	търговия	取引	търговия	V	N;INDF;FEM;SG
取引	транзакции	取引	транзакция	V	N;INDF;FEM;PL
取引	операции	取引	операция	V	N;INDF;FEM;PL
取引	трансакции	取引	трансакция	V	N;INDF;FEM;PL
取引	сделки	取引	сделка	V	N;INDF;FEM;PL
取引	търговия	取引	търговия	V	N;INDF;FEM;SG
取引	търговско	取引	търговски	V	ADV
長い	дълго	長い	дълго	ADJ	ADV
長い	лонг	長い	лонг	ADJ	PROPN;INDF;MASC;SG
禁止	забрана	禁止	забрана	V	N;INDF;FEM;SG
フォー	четири	フォー	четири	N	NUM;INDF;PL
フォー	четирима	フォー	четирима	N	NUM;INDF;PL
フォー	фо	フォー	фо	N	PROPN;INDF;MASC;SG
強化	засилване	強化	засилване	V	N;INDF;NEUT;SG
強化	укрепване	強化	укрепване	V	N;INDF;NEUT;SG
強化	засилване	強化	засилване	V	N;INDF;NEUT;SG
強化	укрепване	強化	укрепване	V	N;INDF;NEUT;SG
強化	засилване	強化	засилване	V	N;INDF;NEUT;SG
強化	укрепване	強化	укрепване	V	N;INDF;NEUT;SG
強化	подсилване	強化	подсилване	V	N;INDF;NEUT;SG
物理	физическо	物理	физически	N	ADV
物理	физически	物理	физически	N	ADJ;INDF;MASC;SG
物理	физическа	物理	физически	N	ADJ;INDF;FEM;SG
管轄	компетентност	管轄	компетентност	V	N;INDF;FEM;SG
管轄	юрисдикция	管轄	юрисдикция	V	N;INDF;FEM;SG
回避	укриване	回避	укриване	V	N;INDF;NEUT;SG
藤原	фудживара	藤原	фудживар	PROPN	N;DEF;MASC;SG
パーク	park	パーク	park	N	ADJ
アフリカ	африка	アフリカ	африка	PROPN	N;INDF;FEM;SG
アフリカ	африканска	アフリカ	африкански	PROPN	ADJ;INDF;FEM;SG
アフリカ	африкански	アフリカ	африкански	PROPN	ADJ;INDF;MASC;SG
訓練	тренировки	訓練	тренировка	V	N;INDF;FEM;PL
訓練	обучение	訓練	обучение	V	N;INDF;NEUT;SG
訓練	тренировка	訓練	тренировка	V	N;INDF;FEM;SG
展示	изложба	展示	изложба	V	N;INDF;FEM;SG
展示	експонат	展示	експонат	V	N;INDF;MASC;SG
展示	изложение	展示	изложение	V	N;INDF;NEUT;SG
展示	изложба	展示	изложба	V	N;INDF;FEM;SG
展示	експонати	展示	експонат	V	N;INDF;MASC;PL
展示	експозиции	展示	експозиция	V	N;INDF;FEM;PL
展示	изложби	展示	изложба	V	N;INDF;FEM;PL
展示	изложения	展示	изложение	V	N;INDF;NEUT;PL
徳川	токугава	徳川	токугав	PROPN	N;DEF;MASC;SG
月刊	месечна	月刊	месечен	N	ADJ;INDF;FEM;SG
月刊	месечно	月刊	месечно	N	ADV
月刊	месечни	月刊	месечен	N	ADJ;INDF;PL
月刊	месечен	月刊	месечен	N	ADJ;INDF;MASC;SG
検索	търсене	検索	търсене	V	N;INDF;NEUT;SG
池田	икеда	池田	икед	PROPN	N;INDF;FEM;SG
ポール	паул	ポール	паул	N	PROPN;INDF;MASC;SG
リスト	списък	リスト	списък	V	N;INDF;MASC;SG
リスト	списъци	リスト	списък	V	N;INDF;MASC;PL
共通	обща	共通	общ	V	ADJ;INDF;FEM;SG
共通	общ	共通	общ	V	ADJ;INDF;MASC;SG
共通	общи	共通	общ	V	ADJ;INDF;PL
共通	чести	共通	честя-(се)	V	N;INDF;FEM;PL
ケン	кен	ケン	кен	PROPN	PROPN;INDF;MASC;SG
内部	вътрешна	内部	вътрешен	N	ADJ;INDF;FEM;SG
内部	вътрешно	内部	вътрешен	N	ADV
内部	вътрешен	内部	вътрешен	N	ADJ;INDF;MASC;SG
内部	вътрешна	内部	вътрешен	N	ADJ;INDF;FEM;SG
内部	вътрешно	内部	вътрешен	N	ADV
内部	вътрешни	内部	вътрешен	N	ADJ;INDF;PL
内部	вътрешен	内部	вътрешен	N	ADJ;INDF;MASC;SG
グリーン	грийн	グリーン	грийн	N	PROPN;INDF;MASC;SG
グリーン	зелено	グリーン	зелено	N	ADV
グリーン	зелен	グリーン	зелен	N	ADJ;INDF;MASC;SG
グリーン	зелена	グリーン	зелен	N	ADJ;INDF;FEM;SG
グリーン	зелени	グリーン	зелен	N	ADJ;INDF;PL
