nie	no	nie	no	PART;NEG	ADV;NEG
lasy	bosc	las	bosc	N;NOM;MASC;PL	N;MASC;SG
polityka	política	polityka	polític	N;NOM;FEM;SG	ADJ;FEM;SG
polityka	política	polityka	polític	N;NOM;FEM;SG	ADJ;FEM;SG
polityka	polític	polityka	polític	N;NOM;FEM;SG	ADJ;MASC;SG
stworzył	creades	stworzyć	creat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
stworzył	creats	stworzyć	creat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
stworzył	creat	stworzyć	creat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
pieśni	cançons	pieśń	cançó		N;FEM;PL
pieśni	songs	pieśń	songs		N;SG
sprawiedliwości	justicia	sprawiedliwość	justicia	N;GEN;FEM;SG	
czerwony	red	czerwony	red	ADJ;NOM;MASC;SG	
wojskowe	militars	wojskowy	militar	ADJ;NOM;NEUT;SG	ADJ;PL
centralnego	centrals	centralny	central	ADJ;ACC;MASC;SG	ADJ;PL
rośnie	creixent	rosnąć	créixer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
stali	acer	stać	acer	V;IPFV;MASC;IND;PL;PST;FIN;ACT	N;MASC;SG
drzewa	arbre	drzewo	arbre	N;NOM;NEUT;PL	N;MASC;SG
drzewa	arbrat	drzewo	arbrat	N;NOM;NEUT;PL	ADJ;MASC;SG;V.PTCP
play	reprodueix	pla	reproduir		V;IND;SG;3;PRS;FIN
estonii	estonià	estonia	estonià		ADJ;MASC;SG
estonii	estònia	estonia	estònia		ADJ;FEM;SG
miejskich	urban	miejski	urban	ADJ;GEN;MASC;PL	
island	illa	island	illa		N;FEM;SG
łukasz	wayne	łukasz	wayne	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN
łukasz	lucas	łukasz	lucas	V;IPFV;IND;SG;2;PRS;FIN;ACT	
łukasz	lukas	łukasz	lukas	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN
museum	museum	museum	museum		N;MASC;SG
museum	museu	museum	museu		N;MASC;SG
szczecin	szczecin	szczecin	szczecre		PROPN
agnieszka	agnieszka	agnieszka	agnieszkar	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM;SG
agnieszka	agnès	agnieszka	agnes	V;IPFV;IND;SG;2;PRS;FIN;ACT	
agnieszka	agnes	agnieszka	agna	V;IPFV;IND;SG;2;PRS;FIN;ACT	
rola	rol	rola	rol	N;NOM;FEM;SG	
skok	salta	skok	saltar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
skok	saltant	skok	saltar	N;NOM;MASC;SG	V;V.MSDR
skok	heist	skok	heist	N;NOM;MASC;SG	
zmarła	causant	zemrzeć	causar	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;V.MSDR
zmarła	difunts	zemrzeć	difunt	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;MASC;PL
mieszkał	vivia	mieszkać	viure	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
mieszkał	viscut	mieszkać	viure	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
społeczny	socials	społeczny	social	ADJ;NOM;MASC;SG	ADJ;PL
godziny	hores	godzina	hora	N;NOM;FEM;PL	
godziny	hora	godzina	hora	N;NOM;FEM;PL	N;FEM;SG
siedmiu	set	siedem	set		NUM;PL
biuro	bureau	biuro	bureau		
biuro	despatx	biuro	despatx		N;MASC;SG
biuro	oficina	biuro	oficina		N;FEM;SG
zdania	frase	zdanie	frase	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
element	component	element	component	N;NOM;MASC;SG	
całość	sencer	całość	sencer	N;NOM;FEM;SG	ADJ;MASC;SG
całość	sencera	całość	sencer	N;NOM;FEM;SG	ADJ;FEM;SG
par	parelles	par	parella		ADJ;FEM;PL
par	parelles	par	parella		ADJ;FEM;PL
podróży	viatges	podróż	viatge	N;GEN;FEM;SG	N;MASC;PL
zdecydował	decidit	zdecydować	decidir	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
włączono	habilitat	włączyć	habilitat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
włączono	matriculats	włączyć	matriculat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
ptaków	aus	ptak	au	N;ACC;MASC;PL	
umiejętności	aptituds	umiejętność	aptitud	N;ACC;FEM;SG	N;FEM;PL
umiejętności	habilitats	umiejętność	habilitat	N;ACC;FEM;SG	ADJ;FEM;PL;V.PTCP
umiejętności	competències	umiejętność	competència	N;ACC;FEM;SG	N;FEM;PL
umiejętności	habilitat	umiejętność	habilitat	N;ACC;FEM;SG	ADJ;FEM;SG;V.PTCP
wybrana	triats	wybrać	triat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
wybrana	seleccionats	wybrać	seleccionat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
chile	xile	chily	xile	PROPN;NOM;MASC;SG	
ukryj	oculta	ukryj	ocultar	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
ukryj	amaga	ukryj	amagar	V;PFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
skali	escala	skala	escala		N;FEM;SG
zmieniono	canviades	zmienić	canviat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
zmieniono	canviat	zmienić	canviar	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
zmieniono	canviada	zmienić	canviada	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
zmieniono	alterades	zmienić	alterat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
lokalnych	local	lokalny	local	ADJ;GEN;MASC;PL	ADJ;SG
stoi	casetes	stać	caseta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
biał	white	biać	white	PROPN;NOM;MASC;SG	PROPN
biał	blanc	biać	blanc	PROPN;NOM;MASC;SG	ADJ;MASC;SG
dolinie	vall	dolin	vall		N;FEM;SG
długo	llarga	długo	llarg	ADV	ADJ;FEM;SG
długo	llarg	długo	llarg	ADV	ADJ;MASC;SG
długo	long	długo	long	ADV	
przedsiębiorstwa	empreses	przedsiębiorstwa	empresa	N;NOM;NEUT;SG	N;FEM;PL
przedsiębiorstwa	companyies	przedsiębiorstwa	companyia	N;NOM;NEUT;SG	N;FEM;PL
alfred	alfred	alfred	alfred	PROPN;NOM;MASC;SG	PROPN
rankingu	ranking	ranking	ranking	N;DAT;MASC;SG	
osiem	vuit	osiem	vuit		NUM;PL
szkocji	scotland	szkocja	scotland	PROPN;GEN;FEM;SG	PROPN
szkocji	escòcia	szkocja	escòcia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
inna	diferents	inny	diferent	ADJ;NOM;FEM;SG	ADJ;PL
inna	inna	inny	inna	ADJ;NOM;FEM;SG	
małżeństwa	matrimonis	małżeństwo	matrimoni	N;NOM;NEUT;SG	N;MASC;PL
kolegium	college	kolegium	college	N;NOM;NEUT;SG	
brytyjska	british	brytyjski	british	ADJ;NOM;FEM;SG	
spółki	empreses	spółka	empresa		N;FEM;PL
spółki	companyies	spółka	companyia		N;FEM;PL
nam	nam	my	nam	PRO;DAT;MASC;PL;1	PROPN
instytucji	institucions	instytucja	institució	N;GEN;FEM;SG	N;FEM;PL
indywidualnie	individu	indywidualnie	individu	ADV	N;MASC;SG
indywidualnie	individuals	indywidualnie	individual	ADV	ADJ;PL
indywidualnie	individual	indywidualnie	individual	ADV	ADJ;SG
east	est	east	est	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
front	front	front	front	N;NOM;MASC;SG	
opublikował	publicat	opublikować	publicat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
trwa	continua	trwać	continuar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
paulo	paulo	paulo	paulo	PROPN;NOM;MASC;SG	PROPN
granicę	vores	granica	vora	N;ACC;FEM;SG	
granicę	vora	granica	vora	N;ACC;FEM;SG	
rosja	rússia	rosja	rússia		ADJ;FEM;SG
para	parella	para	parella		N;FEM;SG
para	vapor	para	vapor		N;MASC;SG
czarne	black	czarny	black	ADJ;NOM;NEUT;SG	
czarne	negre	czarny	negre	ADJ;NOM;NEUT;SG	
strefy	zona	strefa	zona	N;ACC;FEM;PL	N;FEM;SG
godz	hora	godzić	hora		N;FEM;SG
specjalne	especials	specjalny	especial	ADJ;NOM;NEUT;SG	ADJ;PL
wokalista	singer	wokalista	singer	N;NOM;MASC;SG	PROPN
artystyczny	artístics	artystyczny	artístic	ADJ;NOM;MASC;SG	ADJ;MASC;PL
wzór	patró	wzór	patró	N;NOM;MASC;SG	
wzór	fórmula	wzór	fórmula	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
urządzenia	dispositiu	urządzenie	dispositiu	N;NOM;NEUT;PL	N;MASC;SG
leszek	leszek	leszka	leszek	N;NOM;MASC;SG	
przeciwieństwie	contrast	przeciwieństwo	contrast	N;DAT;NEUT;SG	
pismo	escrivint	pismo	escriure	N;NOM;NEUT;SG	V;V.MSDR
mocno	ajustat	mocno	ajustat	ADV	ADJ;MASC;SG;V.PTCP
królowa	queen	królowa	quear	N;NOM;FEM;SG	
królowa	reina	królowa	reina	N;NOM;FEM;SG	
off	apagat	off	apagat		ADJ;MASC;SG;V.PTCP
off	off	off	off		
can	can	can	can		
fazy	fase	faza	fase	N;ACC;FEM;PL	N;FEM;SG
długi	deute	długi	deute		N;MASC;SG
długi	deutes	długi	deute		N;MASC;PL
długi	llarga	długi	llarg		ADJ;FEM;SG
długi	llarg	długi	llarg		ADJ;MASC;SG
filip	phillip	filip	phillip	PROPN;NOM;MASC;SG	
filip	felip	filip	felip	PROPN;NOM;MASC;SG	
filip	philippe	filip	philippe	PROPN;NOM;MASC;SG	
filip	filip	filip	filip	PROPN;NOM;MASC;SG	
ściany	paret	ściana	paret	N;ACC;FEM;PL	
ściany	mur	ściana	mur	N;ACC;FEM;PL	
pop	pop	pop	pop		N;MASC;SG
kilkanaście	diversos	kilkanaście	divers	DET;ACC;MASC;PL	PRO;MASC;PL
kilkanaście	diverses	kilkanaście	divers	DET;ACC;MASC;PL	ADJ;FEM;PL
uzbrojenie	armes	uzbrojenie	arma	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;FEM;PL
night	nit	night	nit		
własny	propis	własny	propi	ADJ;NOM;MASC;SG	ADJ;MASC;PL
własny	custom	własny	custom	ADJ;NOM;MASC;SG	
toruń	toruń	toruń	toruar	N;NOM;MASC;SG	
toruń	torun	toruń	torun	N;NOM;MASC;SG	
reakcji	reaccions	reakcja	reacció	N;GEN;FEM;SG	N;FEM;PL
krajowa	domèstics	krajowy	domèstic	ADJ;NOM;FEM;SG	ADJ;MASC;PL
podstawowej	primària	podstawowy	primària	ADJ;GEN;FEM;SG	
odznaka	distintiu	odznak	distintiu		ADJ;MASC;SG
brown	brown	browna	brown		PROPN
usunięte	retirats	usunąć	retirat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
union	union	union	unió		
union	unió	union	unió		N;FEM;SG
łatwo	fàcil	łatwo	fàcil	ADV	ADJ;SG
królestwo	regne	królestwo	regne	N;NOM;NEUT;SG	
społeczeństwa	societats	społeczeństwo	societat	N;GEN;NEUT;SG	N;FEM;PL
ferrari	ferrari	ferrary	ferrari		N;MASC;SG
żonaty	casats	żonaty	casat	ADJ;NOM;MASC;SG	ADJ;MASC;PL;V.PTCP
utworzony	creades	utworzyć	creat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
utworzony	creats	utworzyć	creat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
talk	talc	talk	talc		N;MASC;SG
opinii	dictàmens	opinia	dictamen	N;GEN;FEM;SG	ADJ;MASC;PL
kanady	canadà	kanada	canadà		ADJ;MASC;SG
kanady	canadenc	kanada	canadenc		ADJ;MASC;SG
zrezygnował	renunciat	zrezygnować	renunciar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
zrezygnował	dimitit	zrezygnować	dimitir	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
pilot	remot	pilot	remot	N;NOM;MASC;SG	ADJ;MASC;SG
pilot	remota	pilot	remot	N;NOM;MASC;SG	ADJ;FEM;SG
pilot	remots	pilot	remot	N;NOM;MASC;SG	ADJ;MASC;PL
bohater	heroi	bohater	heroi	N;NOM;MASC;SG	
przerwy	descansos	przerwa	descans		N;MASC;PL
kwestii	qüestions	kwestia	qüestió	N;GEN;FEM;SG	N;FEM;PL
fryderyk	friedrich	fryderyk	friedrich	N;NOM;MASC;SG	ADJ;MASC;SG
fryderyk	frederick	fryderyk	frederick	N;NOM;MASC;SG	ADJ;MASC;SG
fryderyk	fryderyk	fryderyk	fryderyk	N;NOM;MASC;SG	
prus	prus	prus	prus	PROPN;NOM;MASC;SG	PROPN
odkrycia	descobriments	odkrycie	descobriment	N;NOM;NEUT;SG	N;MASC;PL
współczesnej	contemporani	współczesny	contemporani		ADJ;MASC;SG
współczesnej	contemporània	współczesny	contemporani		ADJ;FEM;SG
mariusz	mariusz	mariusz	mariusz	PROPN;NOM;MASC;SG	
mariusz	marius	mariusz	mariu	PROPN;NOM;MASC;SG	
spółka	companyia	spółka	companyia		N;FEM;SG
spółka	empresa	spółka	empresa		N;FEM;SG
wielkopolski	wielkopolski	wielkopolski	wielkopolski	ADJ;NOM;MASC;SG	
mix	barreja	mix	barrejar		V;IND;SG;3;PRS;FIN
władca	overlord	władca	overlord	N;NOM;MASC;SG	ADJ;SG
władca	governant	władca	governar	N;NOM;MASC;SG	V;V.MSDR
majątek	actius	majątek	actiu	N;ACC;MASC;SG	N;MASC;PL
podróż	viatges	podróż	viatge	N;NOM;FEM;SG	N;MASC;PL
net	net	net	net		ADJ;MASC;SG
młody	joves	młody	jove	ADJ;NOM;MASC;SG	N;PL
młody	young	młody	young	ADJ;NOM;MASC;SG	PROPN
młody	jove	młody	jove	ADJ;NOM;MASC;SG	N;SG
hill	turó	hill	turó		N;MASC;SG
korony	corones	korona	corona	N;ACC;FEM;SG	
wydane	estrenats	wydać	estrenar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
granica	vores	granica	vora	N;NOM;FEM;SG	
granica	vora	granica	vora	N;NOM;FEM;SG	
johann	johann	johanny	johann	PROPN;NOM;MASC;SG	
tabeli	taula	tabel	taula		V;IND;SG;3;PRS;FIN
pułkownik	coronel	pułkownik	coronel	N;NOM;MASC;SG	
forum	fòrums	forum	fòrum		N;MASC;PL
forum	fòrum	forum	fòrum		N;MASC;SG
lot	vol	lot	voler	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
ołtarz	altar	ołtarz	altar	N;NOM;MASC;SG	
użycie	utilitzant	użyć	utilitzar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
użycie	usant	użyć	usar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
starszy	elder	stary	elder	ADJ;NOM;CMPR;MASC;SG	PROPN
starszy	sènior	stary	sènior	ADJ;NOM;CMPR;MASC;SG	
high	alta	high	alt		ADJ;FEM;SG
high	high	high	high		N;SG
high	alt	high	alt		ADJ;MASC;SG
osady	assentament	osada	assentament		N;MASC;SG
osady	sediments	osada	sediment		N;MASC;PL
uczył	imparteix	uczyć	impartir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
uczył	impartit	uczyć	impartir	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
roger	roger	roger	roger	N;NOM;MASC;SG	
uefa	uefa	uefa	uefa		N;FEM;SG
braki	deficiències	brak	deficiència	V;IPFV;IND;PL;PRS;FIN;ACT	N;FEM;PL
braki	mancances	brak	mancança	V;IPFV;IND;PL;PRS;FIN;ACT	N;FEM;PL
braki	deficiències	brak	deficiència	V;IPFV;IND;PL;PRS;FIN;ACT	N;FEM;PL
serie	sèries	serie	sèrie		N;FEM;PL
serie	sèrie	serie	sèrie		
krajowych	national	krajowy	national	ADJ;GEN;MASC;PL	ADJ;SG
krajowych	nacional	krajowy	nacional	ADJ;GEN;MASC;PL	ADJ;SG
symbol	símbol	symbol	símbol	N;NOM;MASC;SG	
symbol	simbòlica	symbol	simbòlic	N;NOM;MASC;SG	ADJ;FEM;SG
symbol	simbòlics	symbol	simbòlic	N;NOM;MASC;SG	ADJ;MASC;PL
symbol	simbòlic	symbol	simbòlic	N;NOM;MASC;SG	ADJ;MASC;SG
friedrich	friedrich	friedrica	friedrich	PROPN;NOM;MASC;SG	ADJ;MASC;SG
stopniowo	gradual	stopniowo	gradual	ADV	ADJ;SG
bernard	bernard	bernard	bernard	PROPN;NOM;MASC;SG	
bernard	bernat	bernard	bernar	PROPN;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
złoto	or	złoto	or		N;MASC;SG
złoto	gold	złoto	gold		
single	singles	singło	single		N;MASC;PL
single	senzills	singło	senzill		ADJ;MASC;PL
single	single	singło	single		N;MASC;SG
wyboru	selecció	wybór	selecció		N;FEM;SG
wyboru	elecció	wybór	elecció		N;FEM;SG
granice	frontera	granica	frontera	N;NOM;FEM;PL	N;FEM;SG
granice	vores	granica	vora	N;NOM;FEM;PL	
granice	vora	granica	vora	N;NOM;FEM;PL	
houten	houten	houten	houtar		N;PL
słabo	dèbil	słabo	dèbil	ADV	ADJ;SG
słabo	feble	słabo	feble	ADV	ADJ;SG
banku	bank	bank	bank	N;GEN;MASC;SG	ADJ;MASC;SG
mercedes	mercedes	mercedes	merceda		N;PL
swe	swe	swój	swe	DET;ACC;NEUT;SG;REFL	PROPN
buenos	buenos	buenos	buè	PROPN;NOM;MASC;SG	
następne	next	następny	next	ADJ;NOM;NEUT;SG	
zbrodni	crims	zbrodnia	crim		N;MASC;PL
zbrodni	delictes	zbrodnia	delicte		N;MASC;PL
zbrodni	crim	zbrodnia	crim		N;MASC;SG
pociągi	tren	pociąg	tren	N;NOM;MASC;PL	N;MASC;SG
pociągi	entrena	pociąg	entrenar	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
otto	otto	otto	otto	PROPN;NOM;MASC;SG	PROPN
gazeta	periòdic	gazeta	periòdic	N;NOM;FEM;SG	ADJ;MASC;SG
gazeta	periódico	gazeta	periódico	N;NOM;FEM;SG	ADJ;MASC;SG
odpowiedz	resposta	odpowiedzieć	resposta		N;FEM;SG
odpowiedz	respon	odpowiedzieć	respondre		V;IND;SG;3;PRS;FIN
dodać	afegir	dodać	afegir	V;PFV;NFIN;ACT	V;NFIN
akt	act	akt	act	N;NOM;MASC;SG	PROPN
sportowe	esports	sportowy	esport	ADJ;NOM;NEUT;SG	N;MASC;PL
gwiazda	estel	gwiazda	estel	N;NOM;FEM;SG	
racing	racing	racing	racing		N;MASC;SG
aires	aires	aires	aira	PROPN;NOM;MASC;SG	
miejska	urban	miejski	urban	ADJ;NOM;FEM;SG	
indywidualne	individu	indywidualny	individu	ADJ;NOM;NEUT;SG	N;MASC;SG
indywidualne	individuals	indywidualny	individual	ADJ;NOM;NEUT;SG	ADJ;PL
anglia	anglia	anglia	anglir		ADJ;FEM;SG
zofia	sophie	zofia	sophie	PROPN;NOM;FEM;SG	PROPN
zofia	sofia	zofia	sofia	PROPN;NOM;FEM;SG	
zofia	sophia	zofia	sophiar	PROPN;NOM;FEM;SG	
austria	àustria	austria	àustria	PROPN;NOM;FEM;SG	N;FEM;SG
wyróżnienia	distincions	wyróżnienie	distinció	N;NOM;NEUT;SG	N;FEM;PL
istniała	existia	istnieć	existir	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
istniała	existit	istnieć	existir	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
istniała	existien	istnieć	existir	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
maszyny	màquina	maszyna	màquina	N;ACC;FEM;PL	N;FEM;SG
maszyny	maquinària	maszyna	maquinària	N;ACC;FEM;PL	N;FEM;SG
ducha	esperit	duch	esperit		N;MASC;SG
czesław	czesław	czesław	czesław	PROPN;NOM;MASC;SG	ADJ;SG
wagi	peses	waga	pesar	N;ACC;FEM;SG	
wagi	pesos	waga	pes	N;ACC;FEM;SG	
wagi	pes	waga	pes	N;ACC;FEM;SG	
wagi	barems	waga	barem	N;ACC;FEM;SG	N;MASC;PL
wagi	escales	waga	escala	N;ACC;FEM;SG	N;FEM;PL
wagi	escates	waga	escata	N;ACC;FEM;SG	N;FEM;PL
wagi	bàscula	waga	bàscula	N;ACC;FEM;SG	
mickiewicza	mickiewicz	mickiewiczy	mickiewicz		N;MASC;SG
dariusz	dariusz	dariusz	dariusz	PROPN;NOM;MASC;SG	PROPN
siostra	sister	siostra	sister	N;NOM;FEM;SG	
kontynuacja	continuant	kontynuacja	continuar	N;NOM;FEM;SG	V;V.MSDR
kontynuacja	continuat	kontynuacja	continuat	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
kontynuacja	continuada	kontynuacja	continuat	N;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
relacji	relacions	relacja	relació	N;GEN;FEM;SG	N;FEM;PL
poprzednik	predecessor	poprzednik	predecessor	N;NOM;MASC;SG	
mój	mina	mój	mina	DET;NOM;MASC;SG;1	N;FEM;SG
zachowania	conductes	zachowanie	conducta	N;NOM;NEUT;SG	N;FEM;PL
zachowania	comportaments	zachowanie	comportament	N;NOM;NEUT;SG	N;MASC;PL
podobny	similars	podobny	similar	ADJ;NOM;MASC;SG	ADJ;PL
podobny	semblants	podobny	semblant	ADJ;NOM;MASC;SG	ADJ;PL
poezji	poesia	poezja	poesia		N;FEM;SG
pracowała	treballat	pracować	treballat	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
pracowała	treballats	pracować	treballar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
ziemia	earth	ziemia	earth	N;NOM;FEM;SG	
ziemia	terra	ziemia	terra	N;NOM;FEM;SG	
ziemia	land	ziemia	land	N;NOM;FEM;SG	PROPN
konstrukcja	estructura	konstrukcja	estructurar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ignacy	ignacy	ignacy	ignacy	N;NOM;MASC;SG	ADJ;MASC;SG
zakładów	apostant	zakład	apostar	N;GEN;MASC;PL	V;V.MSDR
bohaterów	heroes	bohater	heroa	N;ACC;MASC;PL	PROPN
urodzony	born	urodzić	born	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
sukcesów	èxit	sukces	èxit	N;GEN;MASC;PL	N;MASC;SG
zawodowych	professional	zawodowy	professional	ADJ;GEN;MASC;PL	ADJ;SG
zawodowych	professionals	zawodowy	professional	ADJ;GEN;MASC;PL	N;PL
komunistycznej	comunista	komunistyczny	comunista	ADJ;GEN;FEM;SG	N;SG
temperatury	temperatures	temperatura	temperatura	N;GEN;FEM;SG	N;FEM;PL
kevin	kevin	kevin	kevir	PROPN;NOM;MASC;SG	PROPN
julian	julian	julianin	julir	PROPN;NOM;MASC;SG	
julian	julián	julianin	julián	PROPN;NOM;MASC;SG	
julian	julià	julianin	julià	PROPN;NOM;MASC;SG	ADJ;MASC;SG
war	guerra	war	guerra		
piłka	pilota	piłka	pilotar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
wzmianka	menció	wzmianka	menció	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
sebastian	sebastian	sebastianin	sebastiar	N;NOM;MASC;SG	
sebastian	sebastián	sebastianin	sebastiáo	N;NOM;MASC;SG	
pzpr	pzpr	pzpr	pzpr	PROPN;NOM;MASC;SG	ADJ;MASC;SG
stephen	esteve	stephen	esteve	V;IPFV;IND;SG;PRS;FIN;ACT	
stephen	stephen	stephen	stephar	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
rafał	rafael	rafać	rafael	PROPN;NOM;MASC;SG	
rafał	rafał	rafać	rafał	PROPN;NOM;MASC;SG	PROPN
andy	andy	andy	andy	PROPN;NOM;MASC;SG	PROPN
anthony	anthony	anthon	anthony	PROPN;NOM;MASC;SG	PROPN
prawda	cert	prawda	cert	N;NOM;FEM;SG	ADJ;MASC;SG
prawda	true	prawda	true	N;NOM;FEM;SG	
society	societat	societa	societat		N;FEM;SG
chan	khan	chan	khan	PROPN;NOM;MASC;SG	N;MASC;SG
chan	chan	chan	chan	PROPN;NOM;MASC;SG	PROPN
gdańska	gdańsk	gdański	gdańsk	ADJ;NOM;FEM;SG	PROPN
gdańska	gdansk	gdański	gdansk	ADJ;NOM;FEM;SG	
gdańska	danzig	gdański	danzig	ADJ;NOM;FEM;SG	PROPN
czasopisma	diaris	czasopismo	diari	N;ACC;MASC;SG	N;MASC;PL
czasopisma	revistes	czasopismo	revista	N;ACC;MASC;SG	N;FEM;PL
komentarz	comenta	komentarz	comentar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
napastnika	assaltant	napastnik	assaltar	N;ACC;MASC;SG	V;V.MSDR
festival	festival	festival	festival		N;MASC;SG
podstawy	base	podstawa	base	N;ACC;FEM;PL	
obronie	defensa	obrona	defensar	N;DAT;FEM;SG	V;IND;SG;3;PRS;FIN
ptaki	aus	ptak	au	N;NOM;MASC;PL	
własna	propis	własny	propi	ADJ;NOM;FEM;SG	ADJ;MASC;PL
polacy	polonesos	polak	polonès	N;NOM;MASC;PL	ADJ;MASC;PL
carl	carl	carla	carl	PROPN;NOM;MASC;SG	PROPN
spowodowało	causat	spowodować	causat	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodowało	ocasionat	spowodować	ocasionar	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
spowodowało	provocada	spowodować	provocat	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
masy	masses	masa	massa	N;GEN;FEM;SG	N;FEM;PL
masy	massa	masa	massa	N;GEN;FEM;SG	ADV
ryb	peixos	ryb	peix		N;MASC;PL
ryb	peix	ryb	peix		N;MASC;SG
wisły	vístula	wisła	vístula		ADJ;MASC;SG
hms	hms	hmsieć	hms		N;MASC;SG
car	cotxe	car	cotxe		N;MASC;SG
car	tsar	car	tsar		N;MASC;SG
wojsko	militars	wojsko	militar	N;NOM;NEUT;SG	ADJ;PL
wojsko	militar	wojsko	militar	N;NOM;NEUT;SG	ADJ;SG
who	qui	who	qui		PRO
who	who	who	who		PROPN
przeniesiono	moguda	przenieść	moguda	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
przeniesiono	transferit	przenieść	transferir	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
line	línia	liny	línia		
utworzona	creades	utworzyć	creat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
