les	را	le	را	DET;DEF;PL	PART
fleurs	فلاور	fleur	فلاور	N;FEM;PL	N;SG
côtes	دنده	côte	دنده	N;FEM;PL	N;SG
côtes	دنده	côte	دنده	N;FEM;PL	N;SG
amateurs	آماتور	amateur	آماتور	N;MASC;PL	N;SG
turquie	ترکیه	turquie	ترکیه	PROPN	N;SG
turquie	ترکی	turquie	ترکی	PROPN	N;SG
turquie	بوقلمون	turquie	بوقلمون	PROPN	N;SG
origines	خاستگاه	origine	None	N;FEM;PL	N;SG
origines	مبدأ	origine	None	N;FEM;PL	N;SG
origines	منشأ	origine	منشأ	N;FEM;PL	N;SG
origines	مبدا	origine	مبدا	N;FEM;PL	N;SG
commercial	الاهلی	commercial	الاهلی	ADJ;MASC;SG	N;SG
commercial	تجاری	commercial	تجاری	ADJ;MASC;SG	N;SG
bat	چماق	battre	چماق	V;IND;SG;3;PRS;FIN	N;SG
bat	خفاش	battre	خفاش	V;IND;SG;3;PRS;FIN	N;SG
bat	تپش	battre	None	V;IND;SG;3;PRS;FIN	N;SG
suédois	سوئدی	suédois	سوئدی	ADJ;MASC;SG	N;SG
suédois	سوید	suédois	سوید	ADJ;MASC;SG	N;SG
mille	mille	mille	mille	NUM	N;SG
direct	دایرکت	direct	دایرکت	ADJ;MASC;SG	N;SG
direct	direct	direct	None	ADJ;MASC;SG	N;SG
dames	خانما	dame	خانما	N;FEM;PL	N;SG
privé	خلوت	privé	None	ADJ;MASC;SG	N;SG
privé	شخصی	privé	شخص	ADJ;MASC;SG	N;SG
privé	سرباز	privé	سرباز	ADJ;MASC;SG	N;SG
privé	private	privé	private	ADJ;MASC;SG	N;SG
privé	خصوصی	privé	خصوصی	ADJ;MASC;SG	N;SG
appareil	دستگاهها	appareil	دستگاه	N;MASC;SG	N;PL
commons	عوام	commons	عامه	N;MASC;SG	N;PL
outils	ابزار	outil	ابزار	N;MASC;PL	N;SG
complet	پر	complet	پر	ADJ;MASC;SG	N;SG
complet	کاملش	complet	کاملش	ADJ;MASC;SG	N;SG
complet	فول	complet	فول	ADJ;MASC;SG	N;SG
complet	پره	complet	پره	ADJ;MASC;SG	N;SG
complet	تکمیل	complet	تکمیل	ADJ;MASC;SG	N;SG
finlande	فنلاند	finlande	None	ADJ;FEM;SG	N;SG
paroles	شعر	parole	شعر	N;FEM;PL	N;SG
sinon	وگرنه	sinon	وگرنه	CONJ	
envoyé	ارسالی	envoyer	ارسالی	V;MASC;SG;PST;V.PTCP	N;SG
tôt	پگاه	tôt	None	ADV	N;SG
tôt	اوایل	tôt	اول	ADV	N;PL
rares	نادره	rare	نادره	ADJ;MASC;PL	N;SG
rares	کمیاب	rare	کمیاب	ADJ;MASC;PL	N;SG
rares	نادر	rare	نادر	ADJ;MASC;PL	N;SG
rares	نادری	rare	نادری	ADJ;MASC;PL	N;SG
humain	انسان	humain	انسان	ADJ;MASC;SG	N;SG
humain	انسانی	humain	انسانی	ADJ;MASC;SG	N;SG
humain	بشر	humain	بشر	ADJ;MASC;SG	N;SG
info	اطلاعات	info	اطلاع	N;MASC;SG	N;PL
signé	امضا	signer	None	V;MASC;SG;PST;V.PTCP	N;SG
russes	روس	russe	روس	ADJ;MASC;PL	N;SG
russes	روسیه	russe	روسیه	ADJ;MASC;PL	N;SG
russes	روسی	russe	روسی	ADJ;MASC;PL	N;SG
russes	روسها	russe	روس	ADJ;MASC;PL	N;PL
septième	هفتمین	septième	هفتمین	ADJ;MASC;SG	NUM
sélections	گزینش	sélection	گزینش	N;FEM;PL	N;SG
pascal	پاسکال	pascal	پاسکال	PROPN	N;SG
vois	see	vois	see	V;IND;SG;2;PRS;FIN	
vois	دیدن	vois	دیدن	V;IND;SG;2;PRS;FIN	N;SG
développer	توسعه	développer	توسعه	V;NFIN	N;SG
interieur	داخل	interieur	داخل	ADJ;MASC;SG	ADP
interieur	درون	interieur	درون	ADJ;MASC;SG	N;SG
interieur	درونت	interieur	درونت	ADJ;MASC;SG	PRO;SG;2
interieur	interior	interieur	None	ADJ;MASC;SG	N;SG
murs	دیوار	mur	دیوار	N;MASC;PL	N;SG
norvège	نروژ	norvège	نروژ	ADJ;MASC;SG	N;SG
corse	کورسیکا	corse	کورسیکا	PROPN	N;SG
mario	ماریو	mario	ماریو	PROPN	N;SG
prises	گرفته	prendre	گرفت#گیر	V;FEM;PL;PST;V.PTCP	V;SG;3;V.PTCP
déroulant	dropdown	dérouler	dropdown	V;PRS;V.PTCP	N;SG
autonome	خودگردان	autonome	خودگرد	ADJ;MASC;SG	N;SG
autonome	خودمختار	autonome	خودمختار	ADJ;MASC;SG	N;SG
cup	فنجان	cup	None	PROPN	N;SG
cup	جامی	cup	جام	PROPN	N;SG
cup	کاپ	cup	کاپ	PROPN	N;SG
cup	جام	cup	جام	PROPN	N;SG
mathématiques	ریاضی	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	ریاضی	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	ریاضیات	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	ریاضیات	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	ریاضی	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	ریاضیات	mathématique	ریاضی	N;FEM;PL	N;SG
mathématiques	math	mathématique	math	N;FEM;PL	N;SG
brown	قهوهای	brown	قهو	PROPN	N;PL
brown	براون	brown	براون	PROPN	N;SG
améliorer	بهبود	améliorer	بهبود	V;NFIN	N;SG
améliorer	ارتقاء	améliorer	ارتقاءء	V;NFIN	N;SG
améliorer	ارتقا	améliorer	ارتقا	V;NFIN	N;SG
améliorer	اصلاحات	améliorer	اصلاح	V;NFIN	N;PL
améliorer	بهبود	améliorer	بهبود	V;NFIN	N;SG
solo	سولو	solo	سولو	ADJ;MASC;SG	N;SG
morte	درگذشت	mourir	در#گذشت#گذر	V;FEM;SG;PST;V.PTCP	N;SG
morte	مرده	mourir	مرده	V;FEM;SG;PST;V.PTCP	N;SG
morte	مردن	mourir	مردن	V;FEM;SG;PST;V.PTCP	N;SG
morte	مُرده	mourir	مُرده	V;FEM;SG;PST;V.PTCP	ADJ
morte	مردگان	mourir	مرده	V;FEM;SG;PST;V.PTCP	N;PL
serge	سرگئی	serge	سرگئی	PROPN	N;SG
serge	سرگی	serge	سرگی	PROPN	N;SG
serge	سرژ	serge	سرژ	PROPN	N;SG
partage	سهام	partage	سهم	N;MASC;SG	N;PL
changer	تغییر	changer	تغییر	V;NFIN	N;SG
changer	تغییر	changer	تغییر	V;NFIN	N;SG
interne	انترن	interne	انترن	ADJ;MASC;SG	N;SG
interne	کارآموز	interne	کارآموز	ADJ;MASC;SG	N;SG
portugais	پرتغال	portugais	پرتغال	ADJ;MASC;SG	N;SG
portugais	پرتغالی	portugais	پرتغالی	ADJ;MASC;SG	N;SG
portugais	پرتقالی	portugais	پرتقالی	ADJ;MASC;SG	N;SG
hans	هانس	hans	هانس	PROPN	N;SG
maximum	max	maximum	max	ADJ;MASC;SG	N;SG
maximum	مکس	maximum	مکس	ADJ;MASC;SG	N;SG
maximum	ماکس	maximum	None	ADJ;MASC;SG	N;SG
maximum	بیشینه	maximum	بیشینه	ADJ;MASC;SG	N;SG
maximum	بیشینه	maximum	بیشینه	ADJ;MASC;SG	N;SG
toi	شما	soi	شما	PRO;SG;2	PRO;PL;2
thierry	رابرت	thierry	None	PROPN	N;SG
thierry	روبرت	thierry	روبرت	PROPN	N;SG
thierry	robert	thierry	None	PROPN	N;SG
thierry	روبر	thierry	روبر	PROPN	N;SG
thierry	تیری	thierry	تیری	PROPN	N;SG
avais	had	avoir	had	V;IND;SG;1;IPFV;FIN	
ère	age	ère	age	N;FEM;SG	
voyageurs	مسافر	voyageur	مسافر	N;MASC;PL	N;SG
alexander	اسکندر	alexander	اسکندر	PROPN	N;SG
alexander	الکساندر	alexander	الکساندر	PROPN	N;SG
metz	متز	metz	متز	PROPN	N;SG
forêts	جنگلداری	forêt	جنگلداری	N;FEM;PL	N;SG
forêts	فارست	forêt	فارست	N;FEM;PL	N;SG
forêts	جنگل	forêt	جنگل	N;FEM;PL	N;SG
forêts	جنگلی	forêt	جنگلی	N;FEM;PL	N;SG
impériale	impériale	impérial	impériale	ADJ;FEM;SG	N;SG
impériale	امپراطوری	impérial	امپراطوری	ADJ;FEM;SG	N;SG
impériale	سلطنتی	impérial	سلطنت	ADJ;FEM;SG	N;SG
impériale	امپراتوری	impérial	امپراتوری	ADJ;FEM;SG	N;SG
contenant	حاوی	contenir	حاوی	V;PRS;V.PTCP	ADJ
modifier	ویرایش	modifier	ویرایش	V;NFIN	N;SG
modifier	تغییر	modifier	تغییر	V;NFIN	N;SG
modifier	تغییر	modifier	تغییر	V;NFIN	N;SG
dehors	برون	dehors	برون	ADV	N;SG
servir	خدمت	servir	خدمت	V;NFIN	N;SG
servir	خدمت	servir	خدمت	V;NFIN	N;SG
servir	سرو	servir	سرو	V;NFIN	N;SG
protéger	محافظت	protéger	محافظت	V;NFIN	N;SG
protéger	محافظت	protéger	محافظت	V;NFIN	N;SG
pacifique	pacifique	pacifique	pacifique	ADJ;MASC;SG	N;SG
pacifique	آرام	pacifique	آرام	ADJ;MASC;SG	ADV
grecque	یونان	grec	یونان	ADJ;FEM;SG	N;SG
grecque	یونانی	grec	یونانی	ADJ;FEM;SG	N;SG
fédérale	فدرال	fédéral	فدرال	ADJ;FEM;SG	N;SG
agricole	کشاورزی	agricole	کشاورزی	ADJ;MASC;SG	N;SG
agricole	زراعتی	agricole	زراعت	ADJ;MASC;SG	N;SG
défenseur	مدافع	défenseur	مدفعه	N;MASC;SG	N;PL
diplôme	زینه	diplôme	زینه	N;MASC;SG	INTJ
lié	مقید	lier	None	V;MASC;SG;PST;V.PTCP	N;SG
lié	متعهد	lier	None	V;MASC;SG;PST;V.PTCP	ADJ
lié	مربوط	lier	مربوط	V;MASC;SG;PST;V.PTCP	ADJ
lié	مرتبط	lier	مرتبط	V;MASC;SG;PST;V.PTCP	N;SG
lié	پیوند	lier	پیوند	V;MASC;SG;PST;V.PTCP	N;SG
nucléaire	هسته	nucléaire	هسته	ADJ;MASC;SG	N;SG
nucléaire	nucléaire	nucléaire	nucléaire	ADJ;MASC;SG	N;SG
chevaux	اسب	cheval	اسب	N;MASC;PL	N;SG
chevaux	اسب	cheval	اسب	N;MASC;PL	N;SG
partis	رفت	partir	رفت#رو	V;MASC;PL;PST;V.PTCP	V;SG;3;PST
partis	رفتن	partir	رفتن	V;MASC;PL;PST;V.PTCP	N;SG
partis	رفته	partir	رفت#رو	V;MASC;PL;PST;V.PTCP	V;SG;3;V.PTCP
représentants	پرس	représentant	پرس	N;MASC;PL	N;SG
caractères	نویسه	caractère	نویسه	N;MASC;PL	N;SG
secondaire	ثانویه	secondaire	ثانویه	ADJ;MASC;SG	N;SG
secondaire	ثانوی	secondaire	ثانوی	ADJ;MASC;SG	N;SG
trains	قطاری	train	قطاری	N;MASC;PL	N;SG
trains	قطار	train	قطار	N;MASC;PL	N;SG
grenoble	گرونوبل	grenoble	گرونوبل	ADJ;MASC;SG	N;SG
animal	حیوانات	animal	حیوان	N;MASC;SG	N;PL
animal	جانوران	animal	جانور	N;MASC;SG	N;PL
reconnu	تصدیق	reconnaître	تصدیق	V;MASC;SG;PST;V.PTCP	N;SG
rues	خیابان	rue	خیابان	N;FEM;PL	N;SG
rues	استریت	rue	استریت	N;FEM;PL	N;SG
rues	خیابانی	rue	خیابانی	N;FEM;PL	N;SG
rues	خیابان	rue	خیابان	N;FEM;PL	N;SG
rues	خیابون	rue	خیابون	N;FEM;PL	N;SG
proposé	پیشنهاد	proposer	پیشنهاد	V;MASC;SG;PST;V.PTCP	N;SG
proposé	خواستگاری	proposer	None	V;MASC;SG;PST;V.PTCP	N;SG
proposé	پیشنهادی	proposer	پیشنهادی	V;MASC;SG;PST;V.PTCP	N;SG
gray	خاکستری	gray	خاکستری	PROPN	N;SG
interdit	ممنوعه	interdire	ممنوعه	V;MASC;SG;PST;V.PTCP	N;SG
interdit	ممنوع	interdire	ممنوع	V;MASC;SG;PST;V.PTCP	ADJ
interdit	حرام	interdire	None	V;MASC;SG;PST;V.PTCP	N;SG
interdit	نهی	interdire	نهی	V;MASC;SG;PST;V.PTCP	N;SG
interdit	ممنوع	interdire	ممنوع	V;MASC;SG;PST;V.PTCP	ADJ
interdit	حرام	interdire	None	V;MASC;SG;PST;V.PTCP	N;SG
interdit	ممنوع	interdire	ممنوع	V;MASC;SG;PST;V.PTCP	ADJ
contemporain	معاصر	contemporain	معاصر	ADJ;MASC;SG	N;SG
preuve	شواهد	preuve	شاهد	N;FEM;SG	N;PL
preuve	مدارک	preuve	مدرک	N;FEM;SG	N;PL
immédiatement	فورا	immédiatement	فورا	ADV	
immédiatement	فوری	immédiatement	فوری	ADV	N;SG
anvers	آنتورپ	anvers	آنتورپ	PROPN	N;SG
giovanni	جیووانی	giovanni	جیووانی	PROPN	N;SG
giovanni	جووانی	giovanni	جووانی	PROPN	N;SG
courses	مسابقه	course	مسابقه	N;FEM;PL	N;SG
présents	هدیه	présent	هدیه	ADJ;MASC;PL	N;SG
courte	کوتاهی	court	کوتاه	ADJ;FEM;SG	N;SG
aime	دوست	aimer	دوست	V;IND;SG;3;PRS;FIN	N;SG
aime	عشق	aimer	عشق	V;IND;SG;3;PRS;FIN	N;SG
aime	عشقی	aimer	None	V;IND;SG;3;PRS;FIN	N;SG
aime	عاشق	aimer	عاشق	V;IND;SG;3;PRS;FIN	N;SG
aime	شبیه	aimer	شبیه	V;IND;SG;3;PRS;FIN	ADJ
aime	لایک	aimer	لایک	V;IND;SG;3;PRS;FIN	N;SG
aime	مثل	aimer	مثل	V;IND;SG;3;PRS;FIN	ADV
aime	like	aimer	like	V;IND;SG;3;PRS;FIN	
aime	مانند	aimer	مانند	V;IND;SG;3;PRS;FIN	ADV
aime	loves	aimer	loves	V;IND;SG;3;PRS;FIN	N;SG
aime	لایک	aimer	لایک	V;IND;SG;3;PRS;FIN	N;SG
routes	بزرگراه	route	بزرگراه	N;FEM;PL	N;SG
orientale	اورینتال	oriental	اورینتال	ADJ;FEM;SG	N;SG
orientale	شرق	oriental	شرق	ADJ;FEM;SG	N;SG
orientale	شرقی	oriental	شرقی	ADJ;FEM;SG	N;SG
orientale	خاوری	oriental	خاوری	ADJ;FEM;SG	N;SG
orientale	شرقی	oriental	شرقی	ADJ;FEM;SG	N;SG
orientale	شرق	oriental	شرق	ADJ;FEM;SG	N;SG
orientale	شرقی	oriental	شرقی	ADJ;FEM;SG	N;SG
noblesse	گرامی	noblesse	گرامی	N;FEM;SG	ADJ
précise	دقیقی	précis	دقیقی	ADJ;FEM;SG	N;SG
précise	دقیق	précis	دقیق	ADJ;FEM;SG	ADV
secondaires	ثانویه	secondaire	ثانویه	ADJ;MASC;PL	N;SG
secondaires	ثانوی	secondaire	ثانوی	ADJ;MASC;PL	N;SG
inspiré	الهام	inspirer	None	V;MASC;SG;PST;V.PTCP	N;SG
chercher	جستجو	chercher	None	V;NFIN	N;SG
chacune	هرکدوم	chacun	هرکدوم	PRO;FEM;SG	N;SG
chacune	هریک	chacun	هریک	PRO;FEM;SG	N;SG
échec	مردود	échec	مردود	N;MASC;SG	ADJ
serveur	سرورهای	serveur	سرور	N;MASC;SG	N;PL
serveur	کارساز	serveur	کارساز	N;MASC;SG	ADJ
liée	پیوند	lier	پیوند	V;FEM;SG;PST;V.PTCP	N;SG
oise	اواز	oise	آخاز	N;MASC;SG	N;PL
chien	سگهای	chien	سگ	N;MASC;SG	N;PL
chien	سگها	chien	سگ	N;MASC;SG	N;PL
urss	urss	urss	urss	PROPN	N;SG
correspondant	خبرنگار	correspondre	خبرنگار	V;PRS;V.PTCP	N;SG
correspondant	متناظر	correspondre	متناظر	V;PRS;V.PTCP	N;SG
correspondant	تطابق	correspondre	تطابق	V;PRS;V.PTCP	N;SG
nul	پوچ	nul	پوچ	PRO	N;SG
traverse	پیمودن	traverser	پیمودن	V;IND;SG;3;PRS;FIN	N;SG
nationaux	نشنال	national	نشنال	ADJ;MASC;PL	N;SG
nationaux	اتباع	national	اتباع	ADJ;MASC;PL	N;PL
secondes	ثانیه	seconde	ثانیه	N;FEM;PL	N;SG
publiques	همگانی	public	همگانی	ADJ;FEM;PL	N;SG
publiques	public	public	public	ADJ;FEM;PL	N;SG
connus	دانسته	connaître	دانست#دان	V;MASC;PL;PST;V.PTCP	V;SG;3;V.PTCP
connus	معلوم	connaître	معلوم	V;MASC;PL;PST;V.PTCP	ADJ
remplacer	جایگزینی	remplacer	جایگزینی	V;NFIN	N;SG
remplacer	جایگزینی	remplacer	جایگزینی	V;NFIN	N;SG
remplacer	جایگزین	remplacer	جایگزین	V;NFIN	ADJ
org	org	org	org		N;SG
françoise	فرانسواز	françois	فرانسواز	ADJ;FEM;SG	N;SG
spécial	مخصوص	spécial	مخصوص	ADJ;MASC;SG	N;SG
spécial	خاص	spécial	خاص	ADJ;MASC;SG	N;SG
spécial	استثنایی	spécial	استثنایی	ADJ;MASC;SG	N;SG
spécial	خاصه	spécial	خاصه	ADJ;MASC;SG	N;SG
professionnels	حرفهای	professionnel	حرف	ADJ;MASC;PL	N;PL
récemment	تازگی	récemment	تازگی	ADV	N;SG
munich	مونیخ	munich	مونیخ	PROPN	N;SG
voici	اینجا	voici	اینجا	V	ADV;ESS
vii	هفتم	vii	هفتم	NUM	ADJ
complètement	کلا	complètement	None	ADV	
alger	الجزیره	alger	الجزیره	PROPN	N;SG
alger	آلگر	alger	آلگر	PROPN	N;SG
prisonniers	اسیری	prisonnier	اسیری	N;MASC;PL	N;SG
tir	tir	tir	tir	N;MASC;SG	
puits	خب	puits	خب	N;MASC;SG	ADV
puits	خوب	puits	خوب	N;MASC;SG	ADV
salles	اتاق	salle	None	N;FEM;PL	N;SG
unies	یونایتد	uni	یونایت#یونا	ADJ;FEM;PL	N;SG
unies	متحد	uni	None	ADJ;FEM;PL	N;SG
européennes	جاده	européen	جاده	ADJ;FEM;PL	N;SG
européennes	اروپایی	européen	اروپایی	ADJ;FEM;PL	N;SG
souhaite	آرزو	souhaiter	آرزو	V;IND;SG;3;PRS;FIN	N;SG
souhaite	کاش	souhaiter	کاش	V;IND;SG;3;PRS;FIN	ADV
souhaite	ارزو	souhaiter	ارزو	V;IND;SG;3;PRS;FIN	N;SG
souhaite	ارزوی	souhaiter	ارزوی	V;IND;SG;3;PRS;FIN	N;SG
souhaite	آرزوها	souhaiter	آرزو	V;IND;SG;3;PRS;FIN	N;PL
end	sne	end	sne	N;MASC;SG	
coups	طوفانی	coup	طوفانی	N;MASC;PL	N;SG
hongrois	مجاری	hongrois	مجاری	ADJ;MASC;SG	N;SG
hongrois	مجارستانی	hongrois	مجارستانی	ADJ;MASC;SG	N;SG
hongrois	مجارستان	hongrois	مجارستان	ADJ;MASC;SG	N;SG
rois	کینگز	roi	کینگز	N;MASC;PL	N;SG
mineures	خردسال	mineur	خردسال	ADJ;FEM;PL	N;SG
mineures	کوچکی	mineur	کوچک	ADJ;FEM;PL	N;SG
pieds	پایی	pied	پا	N;MASC;PL	N;SG
pieds	پای	pied	پا	N;MASC;PL	N;SG
pieds	فوت	pied	فوت	N;MASC;PL	N;SG
pieds	پیاده	pied	پیاده	N;MASC;PL	N;SG
pieds	پا	pied	پا	N;MASC;PL	N;SG
phénomène	پدیدهای	phénomène	پدید	N;MASC;SG	N;PL
vaste	پهناور	vaste	پهناور	ADJ;MASC;SG	N;SG
vaste	پهنا	vaste	پهنا	ADJ;MASC;SG	N;SG
vaste	وسیع	vaste	وسیع	ADJ;MASC;SG	N;SG
vaste	وسیع	vaste	وسیع	ADJ;MASC;SG	N;SG
vaste	پهناور	vaste	پهناور	ADJ;MASC;SG	N;SG
vaste	بیکران	vaste	بیکر	ADJ;MASC;SG	N;SG
roy	روی	roy	رو	PROPN	ADP
établir	برپا	établir	برپا	V;NFIN	N;SG
marins	ملوان	marin	ملوان	N;MASC;PL	N;SG
marins	دریایی	marin	دریا	N;MASC;PL	N;SG
marins	مارین	marin	مارین	N;MASC;PL	N;SG
poèmes	poèmes	poème	poèmes	N;MASC;PL	
poèmes	شعری	poème	شعر	N;MASC;PL	N;SG
poèmes	شعر	poème	شعر	N;MASC;PL	N;SG
tendance	ترند	tendance	ترند	N;FEM;SG	V;PL;3;PRS
tendance	پرطرفدار	tendance	پرطرفدار	N;FEM;SG	ADJ
libéral	لیبرال	libéral	لیبرال	ADJ;MASC;SG	N;SG
libéral	آزادیخواه	libéral	آزادیخواه	ADJ;MASC;SG	N;SG
libéral	لیبرالها	libéral	لیبرال	ADJ;MASC;SG	N;PL
orientation	جهت	orientation	جهت	N;FEM;SG	ADP
xxx	xxx	xxx	xxx		N;SG
street	استریت	street	استریت	PROPN	N;SG
street	خیابانی	street	خیابانی	PROPN	N;SG
street	خیابان	street	خیابان	PROPN	N;SG
street	خیابون	street	خیابون	PROPN	N;SG
moselle	مسل	moselle	مسل	N;FEM;SG	
indien	سرخپوست	indien	سرخپوست	ADJ;MASC;SG	N;SG
indien	هندی	indien	هندی	ADJ;MASC;SG	N;SG
avenir	اینده	avenir	اینده	N;MASC;SG	
mécanique	مکانیک	mécanique	مکانیک	ADJ;MASC;SG	N;SG
mécanique	مکانیک	mécanique	مکانیک	ADJ;MASC;SG	N;SG
mécanique	mechanical	mécanique	mechanical	ADJ;MASC;SG	N;SG
mécanique	مکانیکی	mécanique	مکانیکی	ADJ;MASC;SG	N;SG
jérusalem	اورشلیم	jérusalem	اورشلیم	ADJ;MASC;SG	N;SG
jérusalem	قدس	jérusalem	None	ADJ;MASC;SG	N;SG
étrangers	غریبه	étranger	غریبه	ADJ;MASC;PL	N;SG
étrangers	بیگانگان	étranger	بیگانه	ADJ;MASC;PL	N;PL
réel	رئال	réel	رئال	ADJ;MASC;SG	N;SG
réel	حقیقی	réel	حقیقی	ADJ;MASC;SG	N;SG
cavalerie	سواران	cavalerie	سوار	N;FEM;SG	N;PL
concerts	کنسرت	concert	کنسرت	N;MASC;PL	N;SG
jim	جیم	jim	None	PROPN	N;SG
industriel	صنعتی	industriel	صنعتی	ADJ;MASC;SG	N;SG
rester	موندن	rester	موندن	V;NFIN	N;SG
rester	ماندن	rester	ماندن	V;NFIN	N;SG
rester	اقامت	rester	اقامت	V;NFIN	N;SG
rester	ماندن	rester	ماندن	V;NFIN	N;SG
mauvais	b	mauvais	b	ADJ;MASC;SG	N;SG
brian	براین	brian	براین	PROPN	ADP
brian	برایان	brian	برایان	PROPN	N;SG
condition	شرایط	condition	شرایط	N;FEM;SG	N;PL
plaine	ساده	plaine	ساده	N;FEM;SG	ADJ
plaine	دشتهای	plaine	دشت	N;FEM;SG	N;PL
aires	آیرس	aire	آیرس	N;FEM;PL	N;SG
intégral	انتگرال	intégral	انتگرال	ADJ;MASC;SG	N;SG
candidats	کاندید	candidat	کاند#کان	N;MASC;PL	N;SG
candidats	نامزد	candidat	نامزد	N;MASC;PL	N;SG
candidats	کاندیدای	candidat	کاندیدا	N;MASC;PL	N;SG
victoria	ویکتوریا	victoria	ویکتوریا	PROPN	N;SG
classes	کلاس	classe	کلاس	N;FEM;PL	N;SG
portée	دامنه	porter	None	V;FEM;SG;PST;V.PTCP	N;SG
portée	گستره	porter	گستره	V;FEM;SG;PST;V.PTCP	N;SG
portée	گسترۀ	porter	گسترۀ	V;FEM;SG;PST;V.PTCP	
portée	لیتر	porter	None	V;FEM;SG;PST;V.PTCP	N;SG
quitter	رها	quitter	رها	V;NFIN	N;SG
quitter	برار	quitter	برار	V;NFIN	
quitter	ترک	quitter	ترک	V;NFIN	N;SG
quitter	استعفا	quitter	استعفا	V;NFIN	N;SG
quitter	انصراف	quitter	انصراف	V;NFIN	N;SG
quitter	ترک	quitter	ترک	V;NFIN	N;SG
quitter	خروج	quitter	خروج	V;NFIN	N;SG
quitter	ترک	quitter	ترک	V;NFIN	N;SG
romains	رومیها	romain	رومی	ADJ;MASC;PL	N;PL
romains	رومان	romain	رومان	ADJ;MASC;PL	N;SG
romains	رومی	romain	رومی	ADJ;MASC;PL	N;SG
romains	رومن	romain	رومن	ADJ;MASC;PL	N;SG
romains	روم	romain	None	ADJ;MASC;PL	
établi	تمکین	établir	تمکین	V;MASC;SG;PST;V.PTCP	N;SG
compose	نگارش	composer	نگارش	V;IND;SG;3;PRS;FIN	N;SG
compose	سرودن	composer	سرودن	V;IND;SG;3;PRS;FIN	N;SG
collectif	اشتراکی	collectif	اشتراک	ADJ;MASC;SG	N;SG
collectif	جمعی	collectif	جمع	ADJ;MASC;SG	N;SG
versailles	ورسای	versailles	ورسا	PROPN	N;SG
destiné	قصد	destiner	قصد	V;MASC;SG;PST;V.PTCP	N;SG
destiné	مقدر	destiner	مقدر	V;MASC;SG;PST;V.PTCP	N;SG
niveaux	سطح	niveau	سطح	N;MASC;PL	N;SG
alex	زاندر	alex	زاندر	PROPN	ADJ;CMPR
alex	الکس	alex	الکس	PROPN	N;SG
alex	آلکس	alex	آلکس	PROPN	N;SG
capable	توانا	capable	None	ADJ;MASC;SG	N;SG
capable	توانایی	capable	توانایی	ADJ;MASC;SG	N;SG
capable	لایق	capable	لایق	ADJ;MASC;SG	N;SG
capable	توانا	capable	None	ADJ;MASC;SG	N;SG
internationaux	اینترنشنال	international	اینترنشنال	ADJ;MASC;PL	N;SG
internationaux	بینالمللی	international	بینالمللی	ADJ;MASC;PL	N;SG
internationaux	جهانی	international	جهانی	ADJ;MASC;PL	N;SG
arbres	درخت	arbre	درخت	N;MASC;PL	N;SG
arbres	درختی	arbre	درخت	N;MASC;PL	N;SG
arbres	درخت	arbre	درخت	N;MASC;PL	N;SG
émissions	مخابره	émission	None	N;FEM;PL	N;SG
émissions	انتشار	émission	انتشار	N;FEM;PL	N;SG
humains	انسانها	humain	انسان	ADJ;MASC;PL	N;PL
humains	بشر	humain	بشر	ADJ;MASC;PL	N;SG
humains	انسان	humain	انسان	ADJ;MASC;PL	N;SG
humains	انسانی	humain	انسانی	ADJ;MASC;PL	N;SG
humains	بشر	humain	بشر	ADJ;MASC;PL	N;SG
donnant	دادن	donner	دادن	V;PRS;V.PTCP	N;SG
ray	پرتو	ray	None	PROPN	N;SG
milliards	میلیارد	milliard	میلیارد	N;MASC;PL	N;SG
milliards	بیلیون	milliard	بیلیون	N;MASC;PL	N;SG
milliards	میلیارد	milliard	میلیارد	N;MASC;PL	N;SG
bertrand	برترند	bertrand	رست#رس	PROPN	V;SBJV;PL;3;NEG;PRS
bertrand	برتراند	bertrand	رسترد#رسان	PROPN	N;SG
modernes	مدرن	moderne	مدرن	ADJ;MASC;PL	N;SG
modernes	امروزی	moderne	امروزی	ADJ;MASC;PL	N;SG
modernes	modern	moderne	modern	ADJ;MASC;PL	N;SG
réseaux	شبکه	réseau	شبکه	N;MASC;PL	N;SG
réseaux	شبکه	réseau	شبکه	N;MASC;PL	N;SG
réseaux	network	réseau	network	N;MASC;PL	N;SG
alliés	متحد	allié	None	N;MASC;PL	N;SG
alliés	متحدین	allié	None	N;MASC;PL	N;SG
progressivement	تدریج	progressivement	تدریج	ADV	N;SG
canons	کانن	canon	کانن	N;MASC;PL	N;SG
difficultés	دشواری	difficulté	دشوار	N;FEM;PL	N;SG
difficultés	سختی	difficulté	سختی	N;FEM;PL	N;SG
