категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
принцип	zásady	принцип	zásada	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
анна	anne	анна	anne	PROPN;ANIM;NOM;FEM;SG	PROPN;FEM;SG;POS
анна	anna	анна	anna	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
анна	annu	анна	anna	PROPN;ANIM;NOM;FEM;SG	N;ACC;FEM;SG;POS
анна	anna	анна	anna	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
англійська	česky	англійський	česky	ADJ;NOM;FEM;SG	ADV;POS
англійська	angličtina	англійський	angličtina	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;POS
англійська	anglicky	англійський	anglicky	ADJ;NOM;FEM;SG	ADV;POS
увійшов	zadali	увійти	zadat	V;PFV;MASC;IND;SG;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
увійшов	zadané	увійти	zadaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;POS
увійшов	vstoupila	увійти	vstoupit	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
намагався	zkusil	намагатися	zkusit	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
намагався	zkoušela	намагатися	zkoušet	V;IPFV;MASC;IND;SG;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
намагався	zkusila	намагатися	zkusit	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
намагався	zkoušeli	намагатися	zkoušet	V;IPFV;MASC;IND;SG;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
надзвичайно	nevšední	надзвичайно	všední	ADV	ADJ;NOM;MASC;SG;NEG
надзвичайно	pozoruhodný	надзвичайно	pozoruhodný	ADV	ADJ;INAN;NOM;MASC;SG;POS
надзвичайно	pozoruhodná	надзвичайно	pozoruhodný	ADV	ADJ;NOM;FEM;SG;POS
надзвичайно	pozoruhodné	надзвичайно	pozoruhodný	ADV	ADJ;NOM;NEUT;SG;POS
мужність	odvahu	мужність	odvaha	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
молдови	moldavské	молдова	moldavský	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
молдови	moldavsko	молдова	moldavský	PROPN;INAN;NOM;FEM;SG	ADJ;POS
спроби	pokusů	спроба	pokus	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
спроби	zkouší	спроба	zkoušit	N;INAN;NOM;FEM;PL	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
спроби	zkouším	спроба	zkoušit	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
причиною	příčina	причина	příčina	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
солдат	vojáku	солдат	voják	N;INAN;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
солдат	voják	солдат	voják	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
відкрита	otevřít	відкритий	otevřít	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;POS;NFIN
повний	dokončit	повний	dokončit	ADJ;NOM;MASC;SG	V;PFV;POS;NFIN
кошти	nahromaděné	кошти	nahromaděný	N;INAN;NOM	ADJ;NOM;NEUT;SG;POS
кошти	nákladů	кошти	náklad	N;INAN;NOM	N;INAN;GEN;MASC;PL;POS
кошти	náklady	кошти	náklad	N;INAN;NOM	N;INAN;NOM;MASC;PL;POS
випуску	uvolnění	випуск	uvolnění	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
випуску	propustit	випуск	propustit	N;INAN;GEN;MASC;SG	V;PFV;POS;NFIN
випуску	uvolnit	випуск	uvolnit	N;INAN;GEN;MASC;SG	V;PFV;POS;NFIN
випуску	propuštění	випуск	propuštění	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
написання	píšu	написання	psát	N;INAN;NOM;NEUT;SG	V;IND;SG;1;POS;PRS;FIN;ACT
ситуації	situaci	ситуація	situace	N;INAN;ACC;FEM;PL	N;ACC;FEM;SG;POS
ситуації	situace	ситуація	situace	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG;POS
основою	základna	основа	základna	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
основою	základ	основа	základ	N;INAN;INS;FEM;SG	N;INAN;NOM;MASC;SG;POS
основою	báze	основа	báze	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
основою	základnu	основа	základna	N;INAN;INS;FEM;SG	N;ACC;FEM;SG;POS
пройшов	prošla	пройти	projít	V;PFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
родин	domácností	родина	domácnost	N;INAN;ACC;FEM;PL	N;GEN;FEM;PL;POS
родин	domácnosti	родина	domácnost	N;INAN;ACC;FEM;PL	N;NOM;FEM;PL;POS
родин	rodiny	родина	rodina	N;INAN;ACC;FEM;PL	N;NOM;FEM;PL;POS
жодного	žádný	жодний	žádný	DET;GEN;MASC;SG	DET;NOM;MASC;SG
жодного	žádná	жодний	žádný	DET;GEN;MASC;SG	DET;NOM;FEM;SG
жодного	žádné	жодний	žádný	DET;GEN;MASC;SG	DET;NOM;FEM;PL
надалі	porad	надалі	porada	ADV	N;NOM;FEM;SG;POS
народ	lidí	народ	člověk	N;INAN;NOM;MASC;SG	N;ANIM;GEN;MASC;PL;POS
народ	lidi	народ	člověk	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;PL;POS
народ	lidé	народ	člověk	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;PL;POS
народ	lidem	народ	člověk	N;INAN;NOM;MASC;SG	N;ANIM;DAT;MASC;PL;POS
герої	hrdinů	герой	hrdina	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
герої	hrdiny	герой	hrdina	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
збірка	sbírky	збірка	sbírka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
прі	prix	про	prix		PROPN;FEM;POS
леонід	leonid	леонід	leonid	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
спостереження	monitorovat	спостереження	monitorovat	N;INAN;NOM;NEUT;SG	V;IPFV;POS;NFIN
спостереження	postřehy	спостереження	postřeh	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
спостереження	připomínky	спостереження	připomínka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
спостереження	pozorovací	спостереження	pozorovací	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
сторінок	stránky	сторінка	stránka	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
сторінок	stránkách	сторінка	stránka	N;INAN;GEN;FEM;PL	N;DAT;FEM;PL;POS
санта	santo	санта	santo	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
санта	ježíšek	санта	ježíšek	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
санта	santa	санта	santus	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
остання	posledni	останній	posledný	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;POS
остання	naposledy	останній	naposledy	ADJ;NOM;FEM;SG	ADV
остання	naposled	останній	naposled	ADJ;NOM;FEM;SG	ADV
остання	nejnovější	останній	nový	ADJ;NOM;FEM;SG	ADJ;NOM;RL;MASC;SG;POS
гравців	hráčů	гравець	hráč	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
гравців	hráči	гравець	hráč	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
гравців	přehrávače	гравець	přehrávač	N;ANIM;ACC;MASC;PL	N;INAN;NOM;MASC;PL;POS
найбільший	největší	найбільший	velký	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;MASC;SG;POS
найбільший	nadměrná	найбільший	nadměrný	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG;POS
морі	mori	море	more	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
зміст	obsahu	зміст	obsah	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
зміст	toc	зміст	toc	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
нам	nam	ми	nam	PRO;ANIM;DAT;PL;1	PROPN;NOM;MASC;SG;POS
високий	vysoko	високий	vysoko	ADJ;NOM;MASC;SG	ADV;POS
високий	vysoké	високий	vysoký	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
обробки	obrábění	обробка	obrábění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
обробки	zpracovávání	обробка	zpracovávání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
обробки	zpracování	обробка	zpracování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
обробки	přepracování	обробка	přepracování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
використовували	nasazen	використовувати	nasazený	V;IPFV;IND;PL;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
силами	powers	сила	powers	N;INAN;INS;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
силами	pravomoci	сила	pravomoc	N;INAN;INS;FEM;PL	N;NOM;FEM;PL;POS
польські	polák	польський	polák	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
польські	polský	польський	polský	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
польські	polská	польський	polský	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
вірменії	arménie	вірменія	arménie	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
архів	archivované	архів	archivovaný	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
архів	archivu	архів	archiv	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
банк	banku	банк	banka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
банк	bankovní	банк	bankovní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
банк	banky	банк	banka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
банк	bank	банк	banka	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL;POS
світло	lehké	світло	lehký	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
світло	světla	світло	světlo	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL;POS
популярність	popularitu	популярність	popularita	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
естонії	estonsko	естонія	estonský	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
грузії	gruzie	грузія	gruzie	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
чехії	czechia	чехія	czechia	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
виграв	vyhrála	виграти	vyhrát	V;PFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
виграв	vyhráli	виграти	vyhrát	V;PFV;MASC;IND;SG;PST;FIN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
дорівнює	rovni	дорівнювати	rovný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;ANIM;MASC;PL;POS
дорівнює	rovný	дорівнювати	rovný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS
дорівнює	rovné	дорівнювати	rovný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG;POS
будучи	bytí	бути	bytí	V;IPFV;PRS;V.CVB	N;NOM;NEUT;SG;POS
будучи	být	бути	být	V;IPFV;PRS;V.CVB	V;POS;NFIN
авторів	autory	автор	autor	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
авторів	autorů	автор	autor	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
авіації	letecká	авіація	letecký	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG;POS
авіації	letectví	авіація	letectví	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
федір	fedor	федір	fedor	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
телебачення	televizní	телебачення	televizní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
найкращі	nejlepší	найкращий	dobrý	ADJ;NOM;RL;PL	ADJ;NOM;RL;MASC;SG;POS
найкращі	nejlépe	найкращий	dobře	ADJ;NOM;RL;PL	ADV;RL;POS
найкращі	nej	найкращий	nej	ADJ;NOM;RL;PL	N;NOM;MASC;SG;POS
найкращі	best	найкращий	good	ADJ;NOM;RL;PL	PROPN;NOM;MASC;SG;POS
найкращі	nejlepsi	найкращий	lepsi	ADJ;NOM;RL;PL	ADJ;NOM;RL;MASC;SG;POS
японія	japonsko	японія	japonský	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
зміна	měním	зміна	měnit	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
зміна	pozměnit	зміна	pozměnit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
зміна	upravit	зміна	upravit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
зміна	změnit	зміна	změnit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
зміна	změny	зміна	změna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
хтось	nekdo	хтось	nekdo	PRO;ANIM;NOM	PROPN;ANIM;NOM;MASC;SG;POS
хтось	někoho	хтось	někdo	PRO;ANIM;NOM	PRO;ANIM;ACC;MASC
хтось	nekdo	хтось	nekdo	PRO;ANIM;NOM	PROPN;ANIM;NOM;MASC;SG;POS
залишки	zůstává	залишки	zůstávat	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
бригада	brigády	бригада	brigáda	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
риб	ryby	риба	ryba	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL;POS
риб	ryba	риба	ryba	N;ANIM;ACC;FEM;PL	N;NOM;FEM;SG;POS
риб	fish	риба	fish	N;ANIM;ACC;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
риб	rybí	риба	rybí	N;ANIM;ACC;FEM;PL	ADJ;NOM;FEM;SG;POS
риб	rybičky	риба	rybička	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL;POS
підписав	podepsána	підписати	podepsaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;POS;V.PTCP;PASS
підписав	podepsáno	підписати	podepsaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
підписав	podepsaná	підписати	podepsaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;POS
підписав	podepsán	підписати	podepsaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
підписав	podepsané	підписати	podepsaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;POS
випадків	bedny	випадок	bedna	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
випадків	pouzdra	випадок	pouzdro	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL;POS
випадків	případy	випадок	případ	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
автори	autory	автор	autor	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
автори	autorů	автор	autor	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
тетяна	tatiana	тетяний	tatiana	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
тетяна	taťána	тетяний	taťán	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
технічні	technický	технічний	technický	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
технічні	technické	технічний	technický	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
технічні	technická	технічний	technický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
характеру	závazek	характер	závazek	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
характеру	odhodlání	характер	odhodlání	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
метал	kovy	метал	kov	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
ситуація	situaci	ситуація	situace	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
будівель	budovy	будівля	budova	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
будівель	stavby	будівля	stavba	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
музичний	muzikál	музичний	muzikál	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
стоїть	stojící	стояти	stojící	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
стоїть	stání	стояти	stání	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
стоїть	stánky	стояти	stánek	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL;POS
середнього	průměrný	середній	průměrný	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
середнього	průměrné	середній	průměrný	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG;POS
середнього	průměrná	середній	průměrný	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
середнього	průměr	середній	průměr	ADJ;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
зустрічі	setkání	зустріч	setkání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
зустрічі	schůzka	зустріч	schůzka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зустрічі	schůze	зустріч	schůze	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зустрічі	zasedání	зустріч	zasedání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
зустрічі	porada	зустріч	porada	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зустрічі	setkání	зустріч	setkání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
зустрічі	schůze	зустріч	schůze	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зустрічі	zasedání	зустріч	zasedání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
зустрічі	jmenování	зустріч	jmenování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
залишився	zůstala	залишитися	zůstat	V;PFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
могила	hrobky	могила	hrobka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
могила	hrobku	могила	hrobka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
могила	hrobu	могила	hrob	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
малий	malé	малий	malý	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
малий	mali	малий	mít	ADJ;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
румуни	rumuni	румун	rumuna	N;ANIM;NOM;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
птахи	ptáky	птах	pták	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
птахи	ptáků	птах	pták	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
птахи	pták	птах	pták	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
птахи	ptáček	птах	ptáček	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
птахи	bird	птах	bird	N;ANIM;NOM;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
птахи	ptačí	птах	ptačí	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG;POS
перехід	skočit	перехід	skočit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
китаї	čína	китай	čína	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
китаї	číně	китай	čína	PROPN;INAN;NOM;MASC;SG	PROPN;DAT;FEM;SG;POS
міжнародна	international	міжнародний	international	ADJ;NOM;FEM;SG	PROPN;FEM;POS
функція	funkci	функція	funkce	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
функція	funkcí	функція	funkce	N;INAN;NOM;FEM;SG	N;INS;FEM;SG;POS
гармати	dělo	гармати	dít	N;INAN;NOM;FEM;PL	V;NEUT;SG;POS;PST;V.PTCP;ACT
гармати	kanón	гармати	kanón	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
гармати	děla	гармати	dělo	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
тур	tour	тур	tour	N;INAN;NOM;MASC;SG	PROPN;FEM;POS
військо	armádní	військо	armádní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
військо	armádu	військо	armáda	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
військо	army	військо	arma	N;INAN;NOM;NEUT;SG	PROPN;FEM;POS
селяни	sedlák	селянин	sedlák	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
селяни	zemědělce	селянин	zemědělec	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
селяни	zemědělců	селянин	zemědělec	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
китай	čína	китай	čína	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
китай	číně	китай	čína	PROPN;INAN;NOM;MASC;SG	PROPN;DAT;FEM;SG;POS
тернопіль	ternopil	тернопіль	ternopit	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
богдана	bohdan	богдан	bohdan	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
пер	pere	пер	prát		V;IND;SG;3;POS;PRS;FIN;ACT
пер	per	пер	per		PROPN;MASC;SG;POS
розміри	dimenze	розмір	dimenze	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
розміри	velikosti	розмір	velikost	N;INAN;NOM;MASC;PL	N;GEN;FEM;SG;POS
реформи	reformu	реформа	reforma	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
реформи	reformovat	реформа	reformovat	N;INAN;NOM;FEM;PL	V;PFV;POS;NFIN
реформи	reforma	реформа	reforma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зовнішні	externí	зовнішній	externí	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
зовнішні	externích	зовнішній	externí	ADJ;NOM;PL	ADJ;GEN;MASC;PL;POS
зовнішні	vnější	зовнішній	vnější	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
тривала	vydržel	тривалий	vydržet	ADJ;NOM;FEM;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
тривала	vydrželo	тривалий	vydržet	ADJ;NOM;FEM;SG	V;NEUT;SG;POS;PST;V.PTCP;ACT
дороги	silnice	дорога	silnice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
срібний	stříbro	срібний	stříbro	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
срібний	silver	срібний	silver	ADJ;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
стор	stor	стор	stor		PROPN;NOM;MASC;SG;POS
дель	dela	дель	dela		N;NOM;MASC;SG;POS
дель	dele	дель	dele		PROPN;NOM;MASC;SG;POS
дель	del	дель	del		PROPN;NOM;MASC;SG;POS
ринок	tržní	ринок	tržní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
каталог	katalogu	каталий	katalog	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
каталог	katalogu	каталий	katalog	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
власний	zvyk	власний	zvyk	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
власний	sebe	власний	se	ADJ;NOM;MASC;SG	PRO;ACC;REFL
власний	vlastni	власний	vlastní	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
власний	vlastnit	власний	vlastnit	ADJ;NOM;MASC;SG	V;IPFV;POS;NFIN
оператор	operátor	оператор	operátor	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
джордж	jiřího	джордж	jiří	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
джордж	jiří	джордж	jiřit	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
джордж	george	джордж	george	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
більша	větší	більший	velký	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;MASC;SG;POS
фінляндії	finsko	фінляндія	finský	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG;POS
хімічний	chemikálie	хімічний	chemikálie	ADJ;NOM;MASC;SG	N;NOM;FEM;PL;POS
хорватії	chorvatsko	хорватія	chorvatský	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG;POS
хорватії	chorvatska	хорватія	chorvatsko	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG;POS
трав	bylinky	трава	bylinka		N;NOM;FEM;PL;POS
трав	byliny	трава	býlina		N;NOM;FEM;PL;POS
списки	seznamů	список	seznam	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
значний	významné	значний	významný	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
безліч	četné	безліч	četný	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
дисертацію	teze	дисертація	teze	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
технічного	technologický	технічний	technologický	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
технічного	technologická	технічний	technologický	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
технічного	technologické	технічний	technologický	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;PL;POS
договору	smlouvu	договір	smlouva	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG;POS
договору	smlouva	договір	smlouva	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
глядачів	diváci	глядач	divák	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
глядачів	diváků	глядач	divák	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
сказав	řekla	сказати	říci	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
сказав	říkal	сказати	říkat	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
