per	za	per	za	ADP	
britànica	briti	britànic	brit	ADJ;FEM;SG	N;ANIM;NOM;MASC;PL
britànica	british	britànic	britis	ADJ;FEM;SG	N;NOM;FEM;SG
ciència	vedy	ciència	veda	N;FEM;SG	N;NOM;FEM;PL
filosofia	filozofie	filosofia	filozofie	N;FEM;SG	N;NOM;FEM;PL
capità	kapitánom	capità	kapitán		N;ANIM;INS;MASC;SG
capità	kapitan	capità	kapitan		N;ANIM;NOM;MASC;SG
capità	kapitán	capità	kapitán		N;ANIM;NOM;MASC;SG
bosc	lesy	bosc	les	N;MASC;SG	N;INAN;NOM;MASC;PL
bosc	lesov	bosc	les	N;MASC;SG	N;INAN;GEN;MASC;PL
bosc	woods	bosc	woods	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bosc	lesný	bosc	lesný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
bosc	forest	bosc	forest	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bosc	lesná	bosc	lesný	N;MASC;SG	ADJ;NOM;FEM;SG
bosc	lesné	bosc	lesný	N;MASC;SG	ADJ;NOM;NEUT;SG
fórmula	vzorec	fórmula	vzorec	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
fórmula	vzorca	fórmula	vzorca	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
verd	green	verd	green		PROPN;ANIM;NOM;MASC;SG
verd	zelený	verd	zelený		ADJ;ANIM;NOM;MASC;SG
verd	zelené	verd	zelený		ADJ;NOM;NEUT;SG
verd	zelenú	verd	zelený		N;ACC;FEM;SG
verd	zelená	verd	zelený		ADJ;NOM;FEM;SG
pressió	tlaková	pressió	tlakový	N;FEM;SG	ADJ;NOM;FEM;SG
urgell	urgell	urgell	urgell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
viena	viedeň	viè	viedeň		N;INAN;NOM;MASC;SG
viena	vienna	viè	vienny		N;NOM;FEM;SG
joseph	jozef	joseph	jozef		PROPN;ANIM;NOM;MASC;SG
joseph	joseph	joseph	joseph		PROPN;ANIM;NOM;MASC;SG
joseph	jozefa	joseph	jozef		PROPN;ANIM;ACC;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor		N;NOM;MASC;SG
concentració	koncentrácie	concentració	koncentrácia	N;FEM;SG	N;NOM;FEM;PL
sortida	výstupný	sortida	výstupný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
sortida	ukončiť	sortida	ukončiť	N;FEM;SG	V;PFV;POS;NFIN
thomas	thomas	thomas	thomas	PROPN	N;ANIM;NOM;MASC;SG
thomas	tomáš	thomas	tomať	PROPN	N;ANIM;NOM;MASC;SG
colònia	kolín	colònia	kolina	N;FEM;SG	PROPN;NOM;MASC;SG
colònia	kolónie	colònia	kolónia	N;FEM;SG	N;NOM;FEM;PL
fulles	odchádza	fulla	odchádzať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
conflicte	konflikty	conflicte	konflikt	N;MASC;SG	N;INAN;NOM;MASC;PL
pedro	pedro	pedro	pedro		PROPN;ANIM;NOM;MASC;SG
assemblea	zhromaždenia	assemblea	zhromaždenie	N;FEM;SG	N;NOM;NEUT;PL
poesia	poézie	poesia	poézia	N;FEM;SG	N;NOM;FEM;PL
ferran	ferdinand	ferr	ferdinand		N;ANIM;NOM;MASC;SG
peter	petrom	peter	peter		N;ANIM;INS;MASC;SG
peter	peter	peter	peter		N;ANIM;NOM;MASC;SG
peter	petra	peter	petra		PROPN;ANIM;ACC;MASC;SG
alfons	alfonso	alfó	alfonso	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vint	dvadsať	vint	dvadsať	NUM;PL	NUM;NOM;NEUT;SG
vint	twenty	vint	twent	NUM;PL	N;INAN;NOM;MASC;SG
mil	tisíc	mil	tisíc	NUM;PL	NUM;NOM;NEUT;SG
mil	mil	mil	mil	NUM;PL	
catòlica	katolík	catòlic	katolík	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
naturals	prirodzený	natural	prirodzený	ADJ;PL	ADJ;INAN;NOM;MASC;SG
naturals	prírodný	natural	prírodný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
naturals	prirodzené	natural	prirodzený	ADJ;PL	ADJ;NOM;NEUT;SG
naturals	prírodné	natural	prírodný	ADJ;PL	ADJ;NOM;NEUT;SG
naturals	prírodná	natural	prírodný	ADJ;PL	ADJ;NOM;FEM;SG
mont	pripojiť	mont	pripojiť		V;PFV;POS;NFIN
mont	mount	mont	mount		PROPN;ANIM;NOM;MASC;SG
mont	mont	mont	mont		PROPN;ANIM;NOM;MASC;SG
irlanda	írska	irlanda	írsko		N;NOM;FEM;SG
irlanda	írsko	irlanda	írsko		PROPN;INAN;NOM;MASC;SG
contacte	kontaktovať	contacte	kontaktovať		V;IPFV;POS;NFIN
contacte	kontakt	contacte	kontakt		N;INAN;NOM;MASC;SG
contacte	kontaktujte	contacte	kontaktovať		V;IPFV;IMP;PL;2;POS;FIN
louis	louis	loui	louis		PROPN;ANIM;NOM;MASC;SG
louis	louisom	loui	louis		N;ANIM;INS;MASC;SG
seguit	nasledovala	seguit	nasledovať	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
seguit	sledovaní	seguit	sledovanie	ADJ;MASC;SG;V.PTCP	N;NOM;NEUT;PL
seguit	nasledovalo	seguit	nasledovať	ADJ;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
seguit	nasledovali	seguit	nasledovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
seguit	sledoval	seguit	sledovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
minuts	zápisnica	minut	zápisnica	N;MASC;PL	N;NOM;FEM;SG
cert	pravda	cert	pravda	ADJ;MASC;SG	N;NOM;FEM;SG
cert	true	cert	true	ADJ;MASC;SG	
bronze	bronz	bronze	bronz		N;INAN;NOM;MASC;SG
actiu	aktívne	actiu	aktívne	ADJ;MASC;SG	ADV
actiu	aktívni	actiu	aktívny	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;PL
dalt	hore	dalt	hore		ADV
dalt	poschodie	dalt	poschodie		N;NOM;NEUT;SG
revolta	nepokoje	revoltar	nepokoj	N;FEM;SG	N;INAN;NOM;MASC;PL
revolta	riot	revoltar	riot	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
medicina	lieky	medicina	liek	N;FEM;SG	N;INAN;NOM;MASC;PL
abu	abu	abu	aba		PROPN;ANIM;NOM;MASC;SG
taller	workshopy	taller	workshopy	N;MASC;SG	N;INAN;NOM;MASC;PL
polònia	poľsko	polònia	poľsko	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
combat	bojové	combat	bojový		ADJ;NOM;NEUT;SG
combat	boj	combat	boj		N;INAN;NOM;MASC;SG
líder	leader	líder	leader	N;SG	PROPN;ANIM;NOM;MASC;SG
afegir	pridaj	afegir	pridaj	V;NFIN	V;PFV;IMP;SG;2;POS;FIN
afegir	pridať	afegir	pridať	V;NFIN	V;PFV;POS;NFIN
bèlgica	belgicko	bèlgic	belgicko	ADJ;FEM;SG	ADV
corrent	súčasné	corrent	súčasný		ADJ;NOM;NEUT;SG
corrent	aktuálna	corrent	aktuálny		ADJ;NOM;FEM;SG
corrent	súčasný	corrent	súčasný		ADJ;ANIM;NOM;MASC;SG
corrent	aktuálne	corrent	aktuálny		ADV
corrent	aktuálny	corrent	aktuálny		ADJ;INAN;NOM;MASC;SG
sola	samé	sol	samý	ADJ;FEM;SG	DET;NOM;NEUT;SG
sola	sama	sol	sám	ADJ;FEM;SG	DET;NOM;FEM;SG
sola	samostatne	sol	samostatne	ADJ;FEM;SG	ADV
sola	sami	sol	sám	ADJ;FEM;SG	DET;ANIM;NOM;MASC;PL
sola	sám	sol	sám	ADJ;FEM;SG	DET;ANIM;NOM;MASC;SG
vermell	červenú	vermell	červený	ADJ;MASC;SG	N;ACC;FEM;SG
film	filmová	film	filmový	N;MASC;SG	ADJ;NOM;FEM;SG
humà	ľudských	humà	ľudský	ADJ;MASC;SG	ADJ;GEN;MASC;PL
humà	človek	humà	človek	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
coneguts	známych	conegut	známy	ADJ;MASC;PL;V.PTCP	N;ANIM;GEN;MASC;PL
coneguts	známi	conegut	známy	ADJ;MASC;PL;V.PTCP	N;ANIM;NOM;MASC;PL
límit	obmedziť	límit	obmedziť	N;MASC;SG	V;PFV;POS;NFIN
galeria	galérie	galeria	galéria	N;FEM;SG	N;NOM;FEM;PL
https	https	https	https	V;IND;PL;1;PRS;FIN	N;INAN;NOM;MASC;SG
acte	act	acte	act	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
acte	konať	acte	konať	N;MASC;SG	V;IPFV;POS;NFIN
mal	mal	mal	mať		V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
coses	všeličo	cosa	všeličo	N;FEM;PL	PRO;NOM;NEUT;SG
coneixement	znalosti	coneixement	znalosť	N;MASC;SG	N;NOM;FEM;PL
coneixement	poznatky	coneixement	poznatok	N;MASC;SG	N;INAN;NOM;MASC;PL
coneixement	vedomosti	coneixement	vedomosť	N;MASC;SG	N;NOM;FEM;PL
coneixement	vedomostí	coneixement	vedomosť	N;MASC;SG	N;GEN;FEM;PL
totalment	plne	totalment	plný	ADV	
totalment	uplne	totalment	uplne	ADV	INTJ
seguint	nasledujúci	seguir	nasledujúci	V;V.MSDR	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
tribu	kmeňa	tribu	kmeň		N;INAN;GEN;MASC;SG
tribu	kmeň	tribu	kmeň		N;INAN;NOM;MASC;SG
estrella	star	estrella	star	N;FEM;SG	
estrella	hviezdny	estrella	hviezdny	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
germana	sister	germana	sister	N;FEM;SG	
comuna	obci	comú	obec	ADJ;FEM;SG	N;DAT;FEM;SG
comuna	obec	comú	obec	ADJ;FEM;SG	N;NOM;FEM;SG
llevant	levante	llevant	levant		N;INAN;NOM;MASC;SG
nov	nov	nov	on		INTJ
nov	november	nov	november		N;INAN;NOM;MASC;SG
alemanys	nemcov	alemany	nemec	ADJ;MASC;PL	N;INAN;GEN;MASC;PL
alemanys	nemci	alemany	nemec	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
finestres	windows	finestra	windows	N;FEM;PL	N;NOM;MASC;SG
ronda	ronda	rondar	ronda	V;IND;SG;3;PRS;FIN	
ronda	okrúhle	rondar	okrúhle	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;PL
ronda	kolo	rondar	kolo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
ronda	okrúhly	rondar	okrúhly	V;IND;SG;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG
ronda	kola	rondar	kolo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
morts	mŕtve	mort	mŕtvy	N;MASC;PL	N;NOM;NEUT;SG
morts	mŕtva	mort	mŕtvy	N;MASC;PL	ADJ;NOM;FEM;SG
morts	mŕtvi	mort	mŕtvy	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
morts	mŕtvy	mort	mŕtvy	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
morts	dead	mort	dead	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
pista	koľaje	pista	koľať	N;FEM;SG	N;NOM;FEM;PL
pista	sledovať	pista	sledovať	N;FEM;SG	V;IPFV;POS;NFIN
don	don	don	don		PROPN;ANIM;NOM;MASC;SG
reconeixement	uznania	reconeixement	uznanie	N;MASC;SG	N;NOM;NEUT;PL
palma	palma	palma	palma		N;NOM;FEM;SG
miguel	miguel	miguel	miguel		PROPN;ANIM;NOM;MASC;SG
santiago	santiago	santiago	santiago		N;NOM;NEUT;SG
suècia	švédsko	suèciar	švédsko		PROPN;NOM;NEUT;SG
suècia	švédska	suèciar	švédsky		PROPN;NOM;FEM;SG
washington	washingtonu	washington	washington		N;INAN;GEN;MASC;SG
washington	washington	washington	washington		PROPN;ANIM;NOM;MASC;SG
rosa	pink	rosa	pink		PROPN;ANIM;NOM;MASC;SG
rosa	ružovú	rosa	ružový		N;ACC;FEM;SG
rosa	ružové	rosa	ružový		ADJ;NOM;NEUT;SG
rosa	ružový	rosa	ružový		ADJ;ANIM;NOM;MASC;SG
rosa	ružová	rosa	ružový		ADJ;NOM;FEM;SG
rosa	ruža	rosa	ruža		N;NOM;FEM;SG
rosa	rose	rosa	ros		PROPN;NOM;FEM;SG
rosa	rosa	rosa	rosa		N;NOM;FEM;SG
park	parku	park	park		N;INAN;GEN;MASC;SG
park	park	park	park		N;INAN;NOM;MASC;SG
park	parkovať	park	parkovať		V;IPFV;POS;NFIN
religió	náboženstva	religió	náboženstvo	N;FEM;SG	N;NOM;NEUT;PL
continuació	pokračovania	continuació	pokračovanie	N;FEM;SG	N;NOM;NEUT;PL
enllaç	spojiť	enllaç	spojiť	N;MASC;SG	V;PFV;POS;NFIN
enllaç	prepojiť	enllaç	prepojiť	N;MASC;SG	V;PFV;POS;NFIN
tasca	úlohy	tasca	úloha	N;FEM;SG	N;NOM;FEM;PL
obert	open	obert	open	ADJ;MASC;SG;V.PTCP	
obert	otvoriť	obert	otvoriť	ADJ;MASC;SG;V.PTCP	V;PFV;POS;NFIN
policia	polície	policia	polícia	N;SG	N;NOM;FEM;PL
policia	policajný	policia	policajný	N;SG	ADJ;ANIM;NOM;MASC;SG
oposició	opozície	oposició	opozícia	N;FEM;SG	N;NOM;FEM;PL
tècniques	techniky	tècnic	technika	ADJ;FEM;PL	N;NOM;FEM;PL
tècniques	techník	tècnic	techník	ADJ;FEM;PL	N;GEN;FEM;PL
anònim	anonymný	anònim	anonymný		ADJ;ANIM;NOM;MASC;SG
anònim	anonymných	anònim	anonymný		ADJ;ANIM;GEN;MASC;PL
anònim	anonymne	anònim	anonymne		ADV
anònim	anonymné	anònim	anonymný		ADJ;NOM;NEUT;SG
predecessor	predchodcu	predecessor	predchodca		N;ANIM;ACC;MASC;SG
predecessor	predchodca	predecessor	predchodca		N;ANIM;NOM;MASC;SG
org	org	org	org		
milà	milan	milà	milan		PROPN;ANIM;NOM;MASC;SG
milà	miláno	milà	miláno		PROPN;ANIM;NOM;MASC;SG
quadre	stôl	quadre	stôl		N;INAN;NOM;MASC;SG
quadre	tabuľke	quadre	tabuľka		N;DAT;FEM;SG
quadre	tabuľka	quadre	tabuľka		N;NOM;FEM;SG
loneos	loneos	lonèo	loneos		N;NOM;NEUT;SG
completament	uplne	completament	uplne	ADV	INTJ
peça	koľaje	peça	koľať	N;SG	N;NOM;FEM;PL
peça	sledovať	peça	sledovať	N;SG	V;IPFV;POS;NFIN
tecnologia	technológie	tecnologia	technológia	N;FEM;SG	N;NOM;FEM;PL
lópez	lopez	lópez	lopez	PROPN	PROPN;NOM;FEM;SG
porto	porto	portar	porto	INTJ	PROPN;INAN;NOM;MASC;SG
projectes	projektom	projecte	projekt	N;MASC;PL	N;INAN;INS;MASC;SG
lliures	voľné	lliure	voľný	ADJ;PL	ADJ;NOM;NEUT;SG
lliures	slobodný	lliure	slobodný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
lliures	volne	lliure	volna	ADJ;PL	N;NOM;FEM;SG
lliures	free	lliure	free	ADJ;PL	
lliures	voľný	lliure	voľný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
lliures	libier	lliure	libier	ADJ;PL	N;NOM;FEM;SG
dit	prstom	dit	prst	ADJ;MASC;SG;V.PTCP	N;INAN;INS;MASC;SG
dit	prst	dit	prst	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
clau	kľúčová	clau	kľúčový		ADJ;NOM;FEM;SG
clau	kľúč	clau	kľúč		N;INAN;NOM;MASC;SG
clau	kľúčové	clau	kľúčový		ADJ;NOM;NEUT;SG
agricultura	poľnohospodárstva	agricultura	poľnohospodárstvo	N;FEM;SG	N;NOM;NEUT;PL
relacionats	súvisiaci	relacionat	súvisiaci	ADJ;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
espasa	meč	espasa	meč	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
pèrdua	straty	pèrdua	strata	N;FEM;SG	N;NOM;FEM;PL
colspan	colspan	colspan	colspan		N;INAN;NOM;MASC;SG
extensió	rozšírenia	extensió	rozšírenie	N;FEM;SG	N;NOM;NEUT;PL
varietat	odrody	varietat	odroda	N;FEM;SG	N;INAN;NOM;MASC;PL
alexandre	alexandre	alexandre	alexandra		N;ANIM;NOM;MASC;SG
alexandre	alexander	alexandre	alexander		N;ANIM;NOM;MASC;SG
sang	krvi	sang	krv	N;FEM;SG	N;NOM;FEM;PL
guinea	guinea	guinea	guinea	PROPN	N;NOM;FEM;SG
guinea	guiney	guinea	guiney	PROPN	N;NOM;FEM;PL
guinea	guinei	guinea	guine	PROPN	N;DAT;FEM;SG
venècia	benátkach	venècia	benátka	ADJ;FEM;SG	N;INS;FEM;PL
venècia	venice	venècia	venica	ADJ;FEM;SG	N;NOM;FEM;SG
internet	internetová	internet	internetový	N;SG	ADJ;NOM;FEM;SG
sevilla	sevilla	sevilla	sevillo		N;NOM;FEM;SG
sevilla	seville	sevilla	seville		N;NOM;FEM;SG
oct	október	oct	október		N;INAN;NOM;MASC;SG
valls	valls	vall	valls		PROPN;ANIM;NOM;MASC;SG
simon	šimon	simon	šimon	PROPN	N;ANIM;NOM;MASC;SG
simon	simon	simon	simon	PROPN	PROPN;ANIM;NOM;MASC;SG
simon	simona	simon	simon	PROPN	PROPN;NOM;FEM;SG
anàlisi	analýzy	anàlisi	analýza	N;FEM;SG	N;NOM;FEM;PL
abr	apr	abr	apr		INTJ
abr	apríl	abr	aprila		N;INAN;NOM;MASC;SG
resposta	odpovedať	resposta	odpovedať	N;FEM;SG	V;IPFV;POS;NFIN
feta	made	fet	made	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;SG
hàbitat	biotopov	hàbitat	biotop	N;MASC;SG	N;INAN;GEN;MASC;PL
hàbitat	biotopy	hàbitat	biotop	N;MASC;SG	N;INAN;NOM;MASC;PL
moscou	moskve	moscou	moskva		N;INAN;NOM;MASC;SG
moscou	moskvy	moscou	moskva		N;NOM;FEM;PL
moscou	moskva	moscou	moskvo		N;INAN;NOM;MASC;SG
festes	dovolenka	festa	dovolenka	N;FEM;PL	N;NOM;FEM;SG
terreny	terénu	terreny	terén		N;INAN;GEN;MASC;SG
terreny	teréne	terreny	terén		N;INAN;ESS;MASC;SG
terreny	terén	terreny	terén		N;INAN;NOM;MASC;SG
terreny	mleté	terreny	mletý		N;NOM;FEM;PL
terreny	pozemné	terreny	pozemný		ADJ;NOM;NEUT;SG
terreny	zemi	terreny	zem		N;DAT;FEM;SG
terreny	zem	terreny	zem		N;NOM;FEM;SG
terreny	pozemný	terreny	pozemný		ADJ;ANIM;NOM;MASC;SG
operació	operácie	operació	operácia	N;FEM;SG	N;NOM;FEM;PL
pirineus	pyreneje	pirineu	pyrený	ADJ;MASC;PL	N;NOM;FEM;SG
internacionals	international	internacional	internationať	ADJ;PL	N;INAN;NOM;MASC;SG
internacionals	medzinárodný	internacional	medzinárodný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
internacionals	medzinárodná	internacional	medzinárodný	ADJ;PL	ADJ;NOM;FEM;SG
internacionals	medzinárodné	internacional	medzinárodný	ADJ;PL	ADJ;NOM;NEUT;SG
blau	blue	blau	blue		PROPN;ANIM;NOM;MASC;SG
blau	modrý	blau	modrý		ADJ;ANIM;NOM;MASC;SG
blau	modré	blau	modrý		ADJ;NOM;NEUT;SG
blau	modrá	blau	modrý		ADJ;NOM;FEM;SG
blau	modra	blau	modra		N;NOM;FEM;SG
roig	červenú	roig	červený	ADJ;MASC;SG	N;ACC;FEM;SG
difícil	ťažko	difícil	ťažko	ADJ;SG	ADV
històrica	historicky	històric	historicky	ADJ;FEM;SG	ADV
metge	doctor	metge	doctor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cadena	reťazce	cadena	reťazec	N;FEM;SG	N;INAN;NOM;MASC;PL
cadena	reťaze	cadena	reťaz	N;FEM;SG	N;NOM;FEM;PL
aliança	aliancie	aliança	aliancia	N;FEM;SG	N;NOM;FEM;PL
lletra	textov	lletra	text	N;FEM;SG	N;INAN;GEN;MASC;PL
lletra	texty	lletra	text	N;FEM;SG	N;INAN;NOM;MASC;PL
rafael	raphael	rafael	raphael		N;ANIM;NOM;MASC;SG
presó	väzenia	presó	väzenie	N;FEM;SG	N;NOM;NEUT;PL
operacions	prevádzka	operació	prevádzka	N;FEM;PL	N;NOM;FEM;SG
royal	kráľovská	royal	kráľovský		ADJ;NOM;FEM;SG
royal	royal	royal	royať		PROPN;ANIM;NOM;MASC;SG
royal	kráľovský	royal	kráľovský		ADJ;ANIM;NOM;MASC;SG
royal	kráľovské	royal	kráľovský		ADJ;NOM;NEUT;SG
vist	videli	vist	vidieť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
vist	videla	vist	vidieť	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
vist	videl	vist	vidieť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
localitat	lokalite	localitat	lokaliť	N;FEM;SG	N;DAT;FEM;PL
localitat	lokality	localitat	lokalita	N;FEM;SG	N;NOM;FEM;PL
aplicació	aplikácie	aplicació	aplikácia	N;FEM;SG	N;NOM;FEM;PL
obertura	otvára	obertura	otvár	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
premsa	stlačiť	premsa	stlačiť	N;FEM;SG	V;PFV;POS;NFIN
premsa	stlačte	premsa	stlačiť	N;FEM;SG	V;PFV;IMP;PL;2;POS;FIN
premsa	tlače	premsa	tlič	N;FEM;SG	N;NOM;FEM;PL
turó	hill	turó	hill	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
parella	pár	parella	pár	N;FEM;SG	NUM;NOM;NEUT;SG
israel	izraela	israel	izrael	ADJ;SG	N;NOM;FEM;SG
israel	izrael	israel	izrael	ADJ;SG	N;INAN;NOM;MASC;SG
israel	izraelom	israel	izrael	ADJ;SG	N;INAN;INS;MASC;SG
black	čierne	black	čierny		ADJ;NOM;NEUT;SG
black	čiernu	black	čierny		N;ACC;FEM;SG
black	black	black	black		PROPN;ANIM;NOM;MASC;SG
black	čierny	black	čierny		ADJ;ANIM;NOM;MASC;SG
black	čierna	black	čierny		ADJ;NOM;FEM;SG
reforma	reformovať	reforma	reformovať	N;FEM;SG	V;IPFV;POS;NFIN
simple	jednoduche	simple	jednoduch	ADJ;SG	
und	und	und	und		PROPN;ANIM;NOM;MASC;SG
comunista	komunistická	comunista	komunistický	N;SG	ADJ;NOM;FEM;SG
reserva	rezervácie	reservar	rezervácia	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
reserva	rezerváciu	reservar	rezervácia	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
reserva	rezervácia	reservar	rezervácia	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
reserva	rezerva	reservar	rezerva	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
reserva	rezervy	reservar	rezerva	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
reserva	rezerve	reservar	rezerva	V;IND;SG;3;PRS;FIN	N;DAT;FEM;SG
oli	oleja	oli	olej		N;INAN;GEN;MASC;SG
oli	ropa	oli	rop		N;NOM;FEM;SG
oli	olej	oli	olej		N;INAN;NOM;MASC;SG
oli	oil	oli	oil		
compost	zlúčenina	compost	zlúčenina	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
forta	silní	fort	silný	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;PL
destacats	zdôrazňuje	destacat	zdôrazňovať	ADJ;MASC;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
destacats	najdôležitejšie	destacat	dôležitý	ADJ;MASC;PL;V.PTCP	ADV;RL
darrera	naposledy	darrer	naposledy	ADJ;FEM;SG	ADV
darrera	posledná	darrer	posledný	ADJ;FEM;SG	N;NOM;FEM;SG
imperial	cisársky	imperial	cisársky		ADJ;ANIM;NOM;MASC;SG
imperial	imperial	imperial	imperiať		N;ANIM;NOM;MASC;SG
càrrega	nabiť	càrrega	nabiť	N;FEM;SG	V;PFV;POS;NFIN
càrrega	načítať	càrrega	načítať	N;FEM;SG	V;PFV;POS;NFIN
henry	henryho	henry	henryho	PROPN	N;ANIM;ACC;MASC;SG
henry	henry	henry	henry	PROPN	PROPN;ANIM;NOM;MASC;SG
para	para	para	para		N;NOM;FEM;SG
feb	feb	feb	feb		INTJ
feb	február	feb	február		N;INAN;NOM;MASC;SG
abd	abd	abd	abd	PROPN	PROPN;ANIM;NOM;MASC;SG
atenció	pozor	atenció	pozor	N;FEM;SG	INTJ
cavall	kona	cavall	kona		N;INAN;NOM;MASC;SG
cavall	koňa	cavall	kôň		N;ANIM;ACC;MASC;SG
cavall	kôň	cavall	kôň		N;ANIM;NOM;MASC;SG
rectangular	pravouhlých	rectangular	pravouhlý		ADJ;GEN;MASC;PL
justícia	spravodlivosti	justícia	spravodlivosť	N;FEM;SG	N;NOM;FEM;PL
volia	chcelo	voler	chcieť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
volia	chcela	voler	chcieť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
volia	chcel	voler	chcieť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
volia	hľadaný	voler	hľadaný	V;IND;SG;3;IPFV;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
luxemburg	luxembursko	luxemburg	luxembursko		N;NOM;NEUT;SG
fernando	fernando	fernando	fernando		PROPN;ANIM;NOM;MASC;SG
diners	money	diner	money	N;MASC;PL	N;INAN;NOM;MASC;SG
béns	tovaru	bé	tovar	N;MASC;PL	N;INAN;GEN;MASC;SG
béns	tovar	bé	tovar	N;MASC;PL	N;INAN;NOM;MASC;SG
presa	dam	presa	dam		
presa	priehrada	presa	priehrada		N;NOM;FEM;SG
presa	koristi	presa	korista		N;DAT;FEM;PL
presa	korisť	presa	korisť		N;NOM;FEM;SG
populars	populárny	popular	populárny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
populars	obľúbené	popular	obľúbený	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
populars	populárne	popular	populárne	ADJ;PL	ADV
populars	populárna	popular	populárny	ADJ;PL	ADJ;NOM;FEM;SG
completa	vyplniť	complet	vyplniť	ADJ;FEM;SG	V;PFV;POS;NFIN
completa	dokončiť	complet	dokončiť	ADJ;FEM;SG	V;PFV;POS;NFIN
flota	flotily	flota	flotil	N;FEM;SG	N;NOM;FEM;PL
branca	konár	branca	konár		N;INAN;NOM;MASC;SG
branca	pobočka	branca	pobočka		N;NOM;FEM;SG
branca	branch	branca	brana		PROPN;ANIM;NOM;MASC;SG
red	červenú	red	červený		N;ACC;FEM;SG
red	červené	red	červený		ADJ;NOM;NEUT;SG
red	červená	red	červený		ADJ;NOM;FEM;SG
red	červenej	red	červený		ADJ;GEN;FEM;SG
red	červený	red	červený		ADJ;ANIM;NOM;MASC;SG
paris	paris	pari	paris		
paris	paríž	pari	paríž		PROPN;INAN;NOM;MASC;SG
paris	paríža	pari	paríž		N;INAN;GEN;MASC;SG
