gestapo	الجستابو	gestapo	جِستَابُو	N;INDF;NEUT;SG	
østlig	الشرقية	østlig	شَرقِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
østlig	شرق	østlig	شَرق	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
grupperne	مجموعات	gruppe	مَجمُوعَة	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
sejlads	الملاحة	sejlads	مِلَاحَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sejlads	تبحر	sejlads	بَحَر	N;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
sejlads	الابحار	sejlads	إِبحَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sejlads	ابحر	sejlads	بَحر	N;INDF;MASC+FEM;SG	
oplyst	مضاءة	oplyse	مُضَاء	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
gemme	حفظ	gemme	حِفظ	V;NFIN;ACT	
gemme	انقاذ	gemme	إِنقَاذ	V;NFIN;ACT	N;NOM;INDF;SG
gemme	احفظ	gemme	أَحفَظ	V;NFIN;ACT	
serv	يخدم	serv	خَدَم	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
serv	تخدم	serv	خَدَم	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
skovene	غابات	skov	غَابَة	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
mon	عجب	mon	عَجَب	ADV	
lily	ليلي	lily	لَيلِيّ		
lily	ليلى	lily	ليلى		
medie	الاعلام	medie	إِعلَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
medie	متوسط	medie	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
medie	متوسطة	medie	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
medie	المتوسط	medie	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
gene	الجين	gene	جِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fisher	فيشر	fishe	فيشر	N;INDF;MASC+FEM;SG	
fester	الاطراف	fest	طَرَف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fester	الحفلات	fest	حَفلَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fester	الاحزاب	fest	حِزب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
boks	مربع	boks	مُرَبَّع	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
boks	بوكس	boks	بوكس	N;INDF;MASC+FEM;SG	
boks	الصندوق	boks	صُندُوق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
muhammad	محمد	muhammad	محمد	N;INDF;MASC+FEM;SG	
bøde	الغرامات	bøde	غَرَامَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
bøde	غرامات	bøde	غَرَامَة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
beholder	حاوية	beholde	حَاوِيَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
beholder	الحاوية	beholde	حَاوِيَة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
beholder	حاويات	beholde	حَاوِيَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
relief	الاغاثة	relief	إِغَاثَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fejre	احتفال	fejre	اِحتِفَال	V;NFIN;ACT	N;NOM;INDF;SG
fejre	الاحتفال	fejre	اِحتِفَال	V;NFIN;ACT	N;NOM;DEF;SG
fejre	الاحتفال	fejre	اِحتِفَال	V;NFIN;ACT	N;NOM;DEF;SG
dimensioner	الابعاد	dimension	بُعد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
dimensioner	ابعاد	dimension	ابعاد	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
mediawiki	m	mediawiki	فَ	N;INDF;NEUT;SG	
journalisten	صحفية	journalist	صُحُفِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
journalisten	صحفي	journalist	صُحُفِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
radioen	راديو	radio	راديو	N;DEF;MASC+FEM;SG	
radioen	اذاعة	radio	إِذَاعَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
madonna	مادونا	madonna	مادونا		
skinner	سكينر	skinne	سكينر	V;IND;PRS;FIN;ACT	
skinner	قضبان	skinne	قَضِيب	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
hjort	غزال	hjort	غزال		
hjort	ايل	hjort	ايل		
hjort	الغزال	hjort	غَزَال		N;NOM;DEF;SG
hjort	الغزلان	hjort	غُزلَان		N;NOM;DEF;SG
katrine	كاترين	katrin	كَاتِر	N;INDF;MASC+FEM;SG	
organisere	تنظيم	organisere	تَنظِيم	V;NFIN;ACT	N;NOM;INDF;SG
gaderne	شوارع	gade	شَارِع	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
udnyttelse	الاستغلال	udnyttelse	اِستِغلَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udnyttelse	الانتفاع	udnyttelse	اِنتِفَاع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udnyttelse	الاستفادة	udnyttelse	اِستِفَادَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
annie	اني	annie	اني	N;INDF;MASC+FEM;SG	
annie	انى	annie	إِنَى	N;INDF;MASC+FEM;SG	
stabile	مستقر	stabil	مُستَقِرّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
stabile	مستقرة	stabil	مُستَقِرّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
kamera	الكاميرا	kamera	كَامِيرَا	N;INDF;NEUT;SG	N;NOM;DEF;SG
kamera	كاميرا	kamera	كَامِيرَا	N;INDF;NEUT;SG	
regnede	احسب	regne	أَحسَب	V;IND;PST;FIN;ACT	
internt	الداخلية	internt	دَاخِلِيّ	ADV	ADJ;NOM;DEF;FEM;SG
internt	داخلي	internt	دَاخِلِيّ	ADV	ADJ;NOM;INDF;MASC;SG
internt	داخلية	internt	دَاخِلِيّ	ADV	ADJ;NOM;INDF;FEM;SG
internt	داخليا	internt	دَاخِلِيّ	ADV	ADJ;ACC;INDF;MASC;SG
internt	داخليا	internt	دَاخِلِيّ	ADV	ADJ;ACC;INDF;MASC;SG
betjent	الشرطي	betjene	شَرطِيّ	ADJ;INDF;SG	N;NOM;DEF;SG
betjent	شرطي	betjene	شَرطِيّ	ADJ;INDF;SG	N;NOM;INDF;SG
betjent	الضابط	betjene	ضَابِط	ADJ;INDF;SG	N;NOM;DEF;SG
betjent	ضابط	betjene	ضَابِط	ADJ;INDF;SG	N;NOM;INDF;SG
flash	الوميض	flash	وَمِيض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flash	وميض	flash	وميض	N;INDF;MASC+FEM;SG	
flash	فلاش	flash	فلاش	N;INDF;MASC+FEM;SG	
identiske	مماثل	identisk	مُمَاثِل	ADJ;PL	ADJ;NOM;INDF;MASC;SG
identiske	متطابقة	identisk	مُتَطَابِق	ADJ;PL	ADJ;NOM;INDF;FEM;SG
husk	تتذكر	husk	تَذَكَّر	V;IMP	V;IPFV;MASC;IND;SG;3;FIN;ACT
husk	تذكر	husk	ذَكَر	V;IMP	V;IPFV;MASC;IND;SG;3;FIN;ACT
rotterdam	روتردام	rotterdam	رُورِدَام	N;INDF;MASC+FEM;SG	
hvile	ارتاح	hvile	رُتَّاح	V;NFIN;ACT	
hvile	الراحة	hvile	رَاحَة	V;NFIN;ACT	N;NOM;DEF;SG
hvile	راحة	hvile	رَاحَة	V;NFIN;ACT	N;NOM;INDF;SG
hvile	استراحة	hvile	اِستِرَاحَة	V;NFIN;ACT	N;NOM;INDF;SG
challenge	التحدي	challenge	تَحَدِّي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
challenge	تحد	challenge	أَحَدّ	N;INDF;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
challenge	تحدى	challenge	تَحَدِّي	N;INDF;MASC+FEM;SG	
metaller	المعدن	metal	مَعدِن	N;INDF;NEUT;PL	N;NOM;DEF;SG
metaller	معدني	metal	معدني	N;INDF;NEUT;PL	ADJ;NOM;INDF;MASC;SG
metaller	معدن	metal	مَعدِن	N;INDF;NEUT;PL	N;NOM;INDF;SG
metaller	المعادن	metal	مَعدِن	N;INDF;NEUT;PL	N;NOM;DEF;PL
metaller	الفلزات	metal	فَلزَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
metaller	المعادن	metal	مَعدِن	N;INDF;NEUT;PL	N;NOM;DEF;PL
søjler	الاركان	søjle	رُكن	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
søjler	الركائز	søjle	رَكِيزَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
søjler	الاعمدة	søjle	الاعمدة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
søjler	اعمدة	søjle	اعمدة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
søjler	الاعمدة	søjle	الاعمدة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
tilskud	المنح	tilskud	مِنحَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
tilskud	منح	tilskud	مَنَح	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
tilskud	منح	tilskud	مَنَح	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
tilskud	جرانت	tilskud	جرَان	N;INDF;NEUT;SG	
tilskud	غرانت	tilskud	غرَان	N;INDF;NEUT;SG	
beskydning	القصف	beskydning	قَصف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
alla	alla	alla	شَضِيض	N;INDF;MASC+FEM;SG	
maskinen	الة	maskine	آلَة	N;DEF;MASC+FEM;SG	
maskinen	ماكينة	maskine	مَاكِينَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
maskinen	ماكنة	maskine	مَاكِن	N;DEF;MASC+FEM;SG	
bern	برن	bern	برِن	N;INDF;MASC+FEM;SG	
bern	بيرن	bern	بِيرن	N;INDF;MASC+FEM;SG	
bern	برن	bern	برِن	N;INDF;MASC+FEM;SG	
bern	بيرن	bern	بِيرن	N;INDF;MASC+FEM;SG	
tynd	نحيل	tynd	نحيل	ADJ;INDF;MASC+FEM;SG	
cook	الطباخ	cook	طَبِيخ		N;NOM;DEF;SG
cook	طباخ	cook	طباخ		N;NOM;INDF;SG
cook	كوك	cook	كُوك		
somalia	الصومال	somalia	صُومَال		N;NOM;DEF;SG
kære	الغالي	kære	الغالي	ADJ;DEF;SG	
kære	عزيزي	kære	عزيزي	ADJ;DEF;SG	
kære	عزيز	kære	عزيز	ADJ;DEF;SG	
kære	عزيزتي	kære	عزيزتي	ADJ;DEF;SG	
styrmand	الطيار	styrmand	طَيَّار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
styrmand	التجريبية	styrmand	تَجرِيبِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
koncentration	التركيز	koncentration	تَركِيز	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
motivet	دافع	motiv	دَافَع	N;DEF;NEUT;SG	V;PFV;MASC;SG;3;ACT
kunstige	اصطناعية	kunstig	اِصطِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
kunstige	اصطناعي	kunstig	اِصطِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
kunstige	الاصطناعي	kunstig	اِصطِنَاعِيّ	ADJ;PL	N;NOM;DEF;SG
katolikker	الكاثوليك	katolik	الكاثوليك	N;INDF;MASC+FEM;PL	
fangerne	سجناء	fange	سَجِين	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
fangerne	اسرى	fange	أَسِير	N;DEF;MASC+FEM;PL	
udviser	المعارض	udvise	مَعرِض	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
udviser	معارض	udvise	مَعرِض	V;IND;PRS;FIN;ACT	N;NOM;INDF;PL
konventionen	اتفاقية	konvention	اِتِّفَاقِيَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
guddommelige	الالهي	guddommelig	إِلٰهِيّ	ADJ;PL	
guddommelige	الالهية	guddommelig	أَلهِيّ	ADJ;PL	N;NOM;DEF;SG
nabo	الجار	nabo	جَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nabo	الجار	nabo	جَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nabo	جار	nabo	جَار	N;INDF;MASC+FEM;SG	
forsinket	اواخر	forsinke	آخِر	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;PL
forsinket	تاخر	forsinke	تَأَخُّر	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
forsinket	متاخرة	forsinke	مُتَاخِر	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
forsinket	متاخر	forsinke	مُتَأَخِّر	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
forsinket	متاخرة	forsinke	مُتَاخِر	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
baltimore	بالتمور	baltimor	بالتمور		N;NOM;DEF;SG
baltimore	بالتيمور	baltimor	بِ		
franco	فرانكو	franco	فرانكو		
artister	للفنانين	artist	لِ	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
artister	الفنانين	artist	فَنَّان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
jag	jag	jag	ثَصَث	N;INDF;MASC+FEM;SG	
pokémon	بوكيمون	pokémon	بوكيمون	N;INDF;MASC+FEM;SG	
innovation	الابداع	innovation	بَدَع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
innovation	الابتكار	innovation	اِبتِكَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
innovation	التجديد	innovation	تَجدِيد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
godkendelse	الموافقة	godkendelse	مُوَافَقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vogn	العربة	vogn	عَرَبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vogn	العربة	vogn	عَرَبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vogn	الشاحنة	vogn	شَاحِنَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ski	تزلج	ski	زَلَّج	N;INDF;NEUT;SG	
ski	سكي	ski	سَكَى	N;INDF;NEUT;SG	
ski	تزلج	ski	زَلَّج	N;INDF;NEUT;SG	
ski	التزحلق	ski	تَزَحُّل	N;INDF;NEUT;SG	N;NOM;DEF;SG
ski	التزلج	ski	تَزَلُّج	N;INDF;NEUT;SG	N;NOM;DEF;SG
doktorgrad	الدكتوراه	doktorgrad	الدكتوراه	N;INDF;MASC+FEM;SG	
doktorgrad	دكتوراه	doktorgrad	دكتوراه	N;INDF;MASC+FEM;SG	
doktorgrad	الدكتوراة	doktorgrad	دُكتُورَائ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
atomer	الذرات	atome	ذِرَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hjemby	مسقط	hjemby	مَسقَط	N;INDF;MASC+FEM;SG	
gear	العتاد	gear	عِتَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gear	التروس	gear	تَرَوُّس	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vega	فيغا	vega	فِيغَا	N;INDF;MASC+FEM;SG	
vega	فيجا	vega	فَيج	N;INDF;MASC+FEM;SG	
jordskælvet	زلزال	jordskælv	زِلزَال	N;DEF;NEUT;SG	N;NOM;INDF;SG
engineering	الهندسة	engineering	هَندَسَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udsendelse	البث	udsendelse	بَثّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
porte	البوابات	porte	بَوَّابَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
porte	غيتس	porte	غيتس	N;INDF;MASC+FEM;PL	
porte	الموانئ	porte	مِينَاء	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
udlændinge	الاجانب	udlænding	أَجنَبِيّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
udlændinge	الاجانب	udlænding	أَجنَبِيّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
modellerne	موديلات	model	مُودِيل	N;DEF;NEUT;PL	
modellerne	نماذج	model	نَمُوذَج	N;DEF;NEUT;PL	N;NOM;INDF;PL
gregor	جريجور	gregor	جريجور	N;INDF;MASC+FEM;SG	
gregor	جريجوري	gregor	جريجوري	N;INDF;MASC+FEM;SG	
gregor	غريغوري	gregor	غريغوري	N;INDF;MASC+FEM;SG	
nordlig	الشمالية	nordlig	شَمَالِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
nordlig	شمال	nordlig	شَمَال	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
nordlig	الشمالي	nordlig	شَمَالِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
nordlig	شمالي	nordlig	شمالي	ADJ;INDF;MASC+FEM;SG	
aston	استون	aston	استون	N;INDF;MASC+FEM;SG	
benene	ارجل	ben	أَرجَل	N;DEF;NEUT;PL	
benene	سيقان	ben	سِيقَان	N;DEF;NEUT;PL	N;NOM;INDF;PL
benene	الارجل	ben	أَرجَل	N;DEF;NEUT;PL	N;NOM;DEF;SG
benene	السيقان	ben	سِيقَان	N;DEF;NEUT;PL	
benene	الساقين	ben	سَاقِين	N;DEF;NEUT;PL	N;NOM;DEF;DU
advarsel	التحذير	advarsel	تَحذِير	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kollegium	المسكن	kollegium	مَسكَن	N;INDF;NEUT;SG	N;NOM;DEF;SG
kollegium	الكلية	kollegium	كُلِّيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
kollegium	الجامعة	kollegium	جَامِعَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
westminster	ويستمنستر	westminst	ويستمنستر	N;INDF;MASC+FEM;SG	
doctor	الدكتور	doctor	دُكتُور		N;NOM;DEF;SG
doctor	طبيب	doctor	طبيب		N;NOM;INDF;SG
doctor	دكتور	doctor	دُكتُور		
doctor	الطبيب	doctor	طَبِيب		N;NOM;DEF;SG
doctor	دكتورة	doctor	دُكتُورَة		
bistand	المعونات	bistand	مَعُونَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
bistand	المعونة	bistand	مَعُونَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bistand	المساعدات	bistand	مُسَاعِدَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
bistand	المساعدات	bistand	مُسَاعِدَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
casino	الكازينو	casino	الكازينو	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;PL
casino	كازينو	casino	كازينو	N;INDF;MASC+FEM;SG	
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC+FEM;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC+FEM;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
telefon	هاتف	telefon	هَاتِف	N;INDF;MASC+FEM;SG	
telefon	تلفون	telefon	تَلَفَّن	N;INDF;MASC+FEM;SG	
telefon	تليفون	telefon	تليفون	N;INDF;MASC+FEM;SG	
telefon	الهاتف	telefon	هَاتِف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dæmningen	دام	dæmning	دَام	N;DEF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
dæmningen	سد	dæmning	سَدّ	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
dæmningen	سدا	dæmning	سُدّ	N;DEF;MASC+FEM;SG	N;ACC;INDF;SG
retningslinjer	التوجيهات	retningslinje	تَوجِيه	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
brænde	الحطب	brænde	حَطب	V;NFIN;ACT	N;NOM;DEF;SG
brænde	حرق	brænde	حَرق	V;NFIN;ACT	
brænde	بحرق	brænde	بحرق	V;NFIN;ACT	
brænde	الحرق	brænde	حَرِيق	V;NFIN;ACT	N;NOM;DEF;SG
brænde	احتراق	brænde	اِحتِرَاق	V;NFIN;ACT	N;NOM;INDF;SG
brænde	حرق	brænde	حَرق	V;NFIN;ACT	
brænde	الحرق	brænde	حَرِيق	V;NFIN;ACT	N;NOM;DEF;SG
grækerne	اليونانيون	græker	يُونَانِيّ	N;DEF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
utc	u	utc	!	N;INDF;MASC+FEM;SG	
mercury	الزئبق	mercury	زَئبَق		N;NOM;DEF;SG
masters	الماجستير	mast	الماجستير	N;GEN;INDF;MASC+FEM;PL	N;NOM;DEF;SG
moralsk	اخلاقي	moralsk	إِخلَاقِيّ	ADV	ADJ;NOM;INDF;MASC;SG
moralsk	الاخلاقية	moralsk	أَخلَاقِيّ	ADV	ADJ;NOM;DEF;FEM;SG
moralsk	اخلاقية	moralsk	إِخلَاقِيّ	ADV	ADJ;NOM;INDF;FEM;SG
intern	الداخلية	intern	دَاخِلِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
husstande	الاسر	husstand	أُسرَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
søværnet	بحرية	søværn	بَحرِيّ	N;DEF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
afrikansk	الافريقي	afrikansk	الافريقي	ADJ;INDF;SG	
afrikansk	الافريقية	afrikansk	أَفرِيقِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
afrikansk	افريقيا	afrikansk	افريقيا	ADJ;INDF;SG	
parms	pa	parm	هُوَ		
givne	نظرا	givn	نَظَر	ADJ;PL	N;ACC;INDF;SG
efterår	الخريف	efterår	خَرِيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
efterår	اسقط	efterår	أَسقَط	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
efterår	السقوط	efterår	سُقُوط	N;INDF;NEUT;SG	N;NOM;DEF;SG
efterår	الخريف	efterår	خَرِيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
reserveret	محفوظة	reservere	مَحفُوظ	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
reserveret	محجوز	reservere	محجوز	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
reserveret	محجوزة	reservere	مَحجُوز	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
helikopter	المروحية	helikopter	المروحية	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
helikopter	هليكوبتر	helikopter	هليكوبتر	N;INDF;MASC+FEM;SG	
helikopter	المروحيات	helikopter	مِروَحِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;PL
helikopter	مروحيات	helikopter	مِروَحِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;PL
udvist	ترحيل	udvise	تَرحِيل	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
pigerne	بنات	pige	بِنَة	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
pigerne	فتيات	pige	فَتَاة	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
pigerne	لبنات	pige	لِبنَات	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
hindre	عرقلة	hindre	عَرقَلَة	V;NFIN;ACT	N;NOM;INDF;SG
fugtig	رطب	fugtig	رَطَب	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
stanford	ستانفورد	stanford	ستانفورد	N;INDF;MASC+FEM;SG	
afstande	المسافات	afstand	المسافات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
emily	اميلي	emily	أَمِيلِيّ		
emily	ايميلي	emily	أَيمِيلِي		
hukommelse	الذاكرة	hukommelse	الذاكرة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hukommelse	الذكرى	hukommelse	ذِكرَى	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
exchange	تبادل	exchange	تَبَادُل		N;NOM;INDF;SG
exchange	التبادل	exchange	تَبَادُل		N;NOM;DEF;SG
stormen	عاصفة	stor	عَاصِفَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
stormen	ستورم	stor	ستورم	N;DEF;MASC+FEM;SG	
phillips	فيليبس	phillips	فِيلِيبس	N;INDF;MASC+FEM;SG	
beverly	بيفرلي	beverly	بِيفِرلِي		
said	قالت	said	قَال		V;PFV;FEM;SG;3;ACT
said	قال	said	قَال		V;PFV;MASC;SG;3;ACT
said	قالو	said	قَالُو		V;PFV;MASC;SG;3;ACT
living	المعيشة	living	مَعِيشَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
living	العيش	living	عَيش	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
løkke	الحلقة	løkke	حَلقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kolleger	الزملاء	kollega	زَمِيل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
relativ	النسبي	relativ	نِسبِيّ	ADV	ADJ;NOM;DEF;MASC;SG
relativ	نسبيا	relativ	نِسبِيّ	ADV	ADJ;ACC;INDF;MASC;SG
relativ	نسبية	relativ	نِسبِيّ	ADV	ADJ;NOM;INDF;FEM;SG
relativ	نسبي	relativ	نِسبِيّ	ADV	ADJ;NOM;INDF;MASC;SG
klippe	كليف	klippe	كليف	V;NFIN;ACT	
klippe	المنحدر	klippe	مُنحَدِر	V;NFIN;ACT	N;NOM;DEF;SG
klippe	منحدر	klippe	مُنحَدَر	V;NFIN;ACT	N;NOM;INDF;SG
klippe	الصخرة	klippe	صُخرَة	V;NFIN;ACT	N;NOM;DEF;SG
klippe	روك	klippe	رُوك	V;NFIN;ACT	
klippe	صخرة	klippe	صُخرَة	V;NFIN;ACT	N;NOM;INDF;SG
klippe	الروك	klippe	رُوك	V;NFIN;ACT	
rovers	r	rove	لَ	N;GEN;INDF;MASC+FEM;PL	
publikationer	المطبوعات	publikation	مَطبُوع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
publikationer	المنشورات	publikation	مَنشُور	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kup	الانقلاب	kup	اِنقِلَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
foster	يتبنى	foste	تَبَنَّى	N;INDF;MASC+FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
foster	الجنين	foste	جُنَين	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
foster	جنين	foste	جِنِين	N;INDF;MASC+FEM;PL	
forudgående	مسبق	forudgående	مُسبَق	ADJ	N;NOM;INDF;SG
forudgående	سابقة	forudgående	سَابِقَة	ADJ	N;NOM;INDF;SG
forudgående	السابق	forudgående	سَابِق	ADJ	N;NOM;DEF;SG
hedenske	الوثنية	hedensk	وَثَنِيّ	ADJ;PL	N;NOM;DEF;SG
hedenske	الوثنية	hedensk	وَثَنِيّ	ADJ;PL	N;NOM;DEF;SG
hedenske	باغان	hedensk	باغان	ADJ;PL	
stød	الصدمة	stød	صَدمَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
stød	الصدمات	stød	صِدمَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
stød	صدمات	stød	صِدمَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
