fundamentala	fundamentales	fundamental	fundamental	ADJ;DEF;FEM;SG	ADJ;PL
caracteristic	característico	caracteristic	característico	ADV	ADJ;MASC;SG
dobandit	adquiridos	dobandi	adquirido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dobandit	adquirió	dobandi	adquirir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dobandit	adquiridas	dobandi	adquirido	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
onorific	honorario	onorific	honorario	N;INDF;MASC;SG	ADJ;MASC;SG
onorific	honorarios	onorific	honorario	N;INDF;MASC;SG	N;MASC;PL
combinat	combinadas	combina	combinado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
combinat	combinados	combina	combinado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
grey	gris	grey	gris	PROPN	
grey	grey	grey	grey	PROPN	N
grey	grises	grey	gris	PROPN	N;PL
stand	stand	sta	stand		N;MASC;SG
stand	sentado	sta	sentado		ADJ;MASC;SG;V.PTCP
stand	sentadas	sta	sentada		ADJ;FEM;PL;V.PTCP
stand	sentada	sta	sentado		ADJ;FEM;SG;V.PTCP
stand	sentados	sta	sentado		ADJ;MASC;PL;V.PTCP
sanse	chances	sansă	chance		N;FEM;PL
sanse	casualidad	sansă	casualidad		N;FEM;SG
sanse	chance	sansă	chance		N;FEM;SG
sanse	oportunidad	sansă	oportunidad		N;FEM;SG
sanse	chances	sansă	chance		N;FEM;PL
sanse	casualidad	sansă	casualidad		N;FEM;SG
sanse	chance	sansă	chance		N;FEM;SG
sanse	oportunidad	sansă	oportunidad		N;FEM;SG
sanse	probabilidades	sansă	probabilidad		N;FEM;PL
sanse	impares	sansă	impar		N;MASC;PL
ward	ward	ward	ward	PROPN	PROPN
ward	pabellón	ward	pabellón	PROPN	N;MASC;SG
localnicilor	locales	localnic	local	N;DEF;MASC;PL	ADJ;PL
nevada	nevada	nevada	nevada	PROPN	N;FEM;SG
iarba	pasto	iarbă	pasto	N;DEF;FEM;SG	
iarba	pasto	iarbă	pasto	N;DEF;FEM;SG	
completat	completadas	completa	completado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
completat	completados	completa	completado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
capabila	capaces	capabilă	capaz	ADJ;DEF;FEM;SG	ADJ;PL
capabila	capaces	capabilă	capaz	ADJ;DEF;FEM;SG	ADJ;PL
masiva	massive	masivă	massivir	ADJ;DEF;FEM;SG	N
celtic	celta	celtic	celta	ADJ;INDF;MASC;SG	N;SG
celtic	celtic	celtic	celtic	ADJ;INDF;MASC;SG	N;MASC;SG
celtic	celtas	celtic	celta	ADJ;INDF;MASC;SG	N;PL
arestarea	deteniendo	arestare	detener	N;DEF;FEM;SG	V;V.MSDR
arestarea	detenciones	arestare	detención	N;DEF;FEM;SG	N;FEM;PL
hart	hart	hart	hart	PROPN	N
vanzarea	rebajas	vanzare	rebaja	N;DEF;FEM;SG	N;FEM;PL
bella	bella	bella	bello	N;DEF;FEM;SG	ADJ;FEM;SG
daily	diarios	daily	diario	N;INDF;MASC;SG	N;MASC;PL
daily	diariamente	daily	diariamente	N;INDF;MASC;SG	ADV
daily	cotidiano	daily	cotidiano	N;INDF;MASC;SG	ADJ;MASC;SG
daily	diaria	daily	diario	N;INDF;MASC;SG	ADJ;FEM;SG
variabila	variable	variabilă	variable	N;DEF;FEM;SG	ADJ;SG
variabila	variables	variabilă	variable	N;DEF;FEM;SG	N;FEM;PL
variabila	variable	variabilă	variable	N;DEF;FEM;SG	ADJ;SG
variabila	variables	variabilă	variable	N;DEF;FEM;SG	N;FEM;PL
antrenat	entrenados	antrenat	entrenar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
divine	divino	diven	divino	ADJ;INDF;FEM;PL	ADJ;MASC;SG
divine	divina	diven	divino	ADJ;INDF;FEM;PL	ADJ;FEM;SG
grecesc	griego	grecesc	griego	ADJ;INDF;MASC;SG	N;MASC;SG
grecesc	griegos	grecesc	griego	ADJ;INDF;MASC;SG	N;MASC;PL
existent	existentes	existent	existente	ADJ;INDF;MASC;SG	ADJ;PL
instalarea	instalando	instalare	instalar	N;DEF;FEM;SG	V;V.MSDR
instalarea	instalar	instalare	instalar	N;DEF;FEM;SG	V;NFIN
afectata	afectados	afectată	afectado	N;DEF;FEM;SG	N;MASC;PL
afectata	afectado	afectată	afectado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
afectata	afectó	afectată	afectar	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
afectata	afectada	afectată	afectado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
afectata	afectadas	afectată	afectado	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
afectata	afectados	afectată	afectado	N;DEF;FEM;SG	N;MASC;PL
afectata	afectado	afectată	afectado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
afectata	afectó	afectată	afectar	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
afectata	afectada	afectată	afectado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
afectata	afectadas	afectată	afectado	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
tropicale	tropical	tropical	tropical	ADJ;INDF;FEM;PL	ADJ;SG
tropicale	trópico	tropical	trópico	ADJ;INDF;FEM;PL	N;MASC;SG
kane	kane	kane	kaner	PROPN	N;SG
cheltuielile	gasto	cheltuială	gasto	N;DEF;FEM;PL	N;MASC;SG
costurile	coste	cost	coste	N;DEF;FEM;PL	N;MASC;SG
costurile	costo	cost	costo	N;DEF;FEM;PL	N;MASC;SG
tehnologic	tecnológico	tehnologic	tecnológico	ADV	ADJ;MASC;SG
tehnologic	tecnológicas	tehnologic	tecnológico	ADV	ADJ;FEM;PL
tehnologic	tecnológicos	tehnologic	tecnológico	ADV	ADJ;MASC;PL
tehnologic	tecnológica	tehnologic	tecnológico	ADV	ADJ;FEM;SG
semnate	firmado	semnat	firmado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
semnate	firmada	semnat	firmado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
vai	valles	vai	valle		N;MASC;PL
dallas	dallas	dallas	dalla	PROPN	N;FEM;PL
opune	oponerse	opune	oponerse	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;IPFV;FIN
atingand	aprovechar	atinga	aprovechar	N;INDF;MASC;SG	V;NFIN
calde	cálido	cald	cálido	ADJ;INDF;FEM;PL	ADJ;MASC;SG
calde	caliente	cald	caliente	ADJ;INDF;FEM;PL	ADJ;SG
calde	tibio	cald	tibio	ADJ;INDF;FEM;PL	ADJ;MASC;SG
calde	cálida	cald	cálido	ADJ;INDF;FEM;PL	ADJ;FEM;SG
clienti	clientela	client	clientela	N;INDF;MASC;PL	N;FEM;SG
clienti	clientela	client	clientela	N;INDF;MASC;PL	N;FEM;SG
calul	caballos	cal	caballo	N;DEF;MASC;SG	N;MASC;PL
abuz	abusos	abuz	abuso	N;INDF;MASC;SG	N;MASC;PL
piacenza	piacenza	piacenză	piacenza	PROPN	N;MASC;SG
relativa	pariente	relativa	pariente	ADJ;DEF;FEM;SG	N;SG
examenul	exámenes	examen	examen	N;DEF;MASC;SG	N;MASC;PL
permitand	permitir	permita	permitir	N;INDF;MASC;SG	V;NFIN
permitand	permitiendo	permita	permitir	N;INDF;MASC;SG	V;V.MSDR
operatie	cirugías	operatie	cirugía	N;INDF;FEM;SG	N;FEM;PL
voivodina	vojvodina	voivodină	vojvodino	N;DEF;FEM;SG	ADJ;FEM;SG
peisajul	paisajes	peisaj	paisaje	N;DEF;MASC;SG	N;MASC;PL
urs	osos	urs	ose	N;INDF;MASC;SG	N;MASC;PL
divortat	divorciados	divorta	divorciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
divortat	divorciadas	divorta	divorciado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
divortat	divorciados	divorta	divorciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
divortat	divorciadas	divorta	divorciado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
stratul	capas	strat	capa	N;DEF;MASC;SG	N;FEM;PL
plantele	planta	plantă	planta	N;DEF;FEM;PL	N;FEM;SG
orientala	orientales	orientală	oriental	ADJ;DEF;FEM;SG	ADJ;PL
rick	rick	rick	rick	PROPN	PROPN
politist	cop	politist	cop	N;INDF;MASC;SG	
politist	cp	politist	cp	N;INDF;MASC;SG	
politist	cop	politist	cop	N;INDF;MASC;SG	
politist	cp	politist	cp	N;INDF;MASC;SG	
jeremy	jeremy	jeremy	jeremy	PROPN	PROPN
locuitor	residentes	locuitor	residente	N;INDF;MASC;SG	N;PL
ueda	ueda	ueda	ueda		PROPN
cafea	cafetera	cafea	cafetero	N;DEF;FEM;SG	ADJ;FEM;SG
profesional	profesionalidad	profesional	profesionalidad	ADJ;INDF;MASC;SG	N;FEM;SG
profesional	profesionales	profesional	profesional	ADJ;INDF;MASC;SG	N;PL
profesional	profesionalmente	profesional	profesionalmente	ADJ;INDF;MASC;SG	ADV
weber	weber	weber	weber	PROPN	N;SG
ofiterii	oficiales	ofiteriu	oficial	N;DEF;MASC;PL	ADJ;PL
teoretice	teórica	teoretic	teórico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
teoretice	teórico	teoretic	teórico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
teoretice	teóricos	teoretic	teórico	ADJ;INDF;FEM;PL	N;MASC;PL
urmate	seguido	urma	seguido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
urmate	seguí	urma	seguir	ADJ;INDF;FEM;PL	V;IND;SG;1;PST;FIN
urmate	siguió	urma	seguir	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
urmate	seguida	urma	seguido	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
nacional	nacional	nacional	nacional	PROPN	ADJ;SG
munchen	múnich	munchen	múnich	PROPN	N;MASC;SG
munchen	munich	munchen	munich	PROPN	N;MASC;SG
urmarirea	rastreando	urmarire	rastrear	N;DEF;FEM;SG	V;V.MSDR
groza	groza	groză	groza	N;DEF;FEM;SG	
echipaj	tripulantes	echipaj	tripulante	N;INDF;MASC;SG	N;PL
rachel	raquel	rachel	raquel	PROPN	PROPN
rachel	rachel	rachel	rachel	PROPN	N;FEM;SG
vecini	vecinas	vecin	vecino	N;INDF;MASC;PL	ADJ;FEM;PL
vecini	vecinas	vecin	vecino	N;INDF;MASC;PL	ADJ;FEM;PL
click	clic	click	clic	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
click	click	click	click	N;INDF;MASC;SG	INTJ
iris	iris	iris	iris		N;MASC;SG
interzise	prohibida	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
interzise	prohibido	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
interzise	prohibidas	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
interzise	prohibidos	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
interzise	prohibida	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
interzise	prohibido	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
interzise	prohibidas	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
interzise	prohibidos	interzice	prohibido	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
miles	miles	miles	mil	PROPN	NUM;PL
miles	millas	miles	milla	PROPN	N;FEM;PL
miles	kilómetros	miles	kilómetro	PROPN	N;MASC;PL
sfinte	santísimo	sfânt	santísimo		N;MASC;SG
sfinte	holy	sfânt	holy		N
sfinte	santa	sfânt	santo		ADJ;FEM;SG
tolstoi	tolstoi	tolstoi	tolstoi	PROPN	N;MASC;SG
impactul	impact	impact	impact	N;DEF;MASC;SG	PROPN
impactul	alcances	impact	alcanze	N;DEF;MASC;SG	N;MASC;PL
designer	diseñadores	designer	diseñador	N;INDF;MASC;SG	N;MASC;PL
southern	sureña	southern	sureño	PROPN	ADJ;FEM;SG
southern	southern	southern	southern	PROPN	N
southern	sur	southern	sur	PROPN	N;MASC;SG
southern	meridional	southern	meridional	PROPN	ADJ;SG
southern	sureño	southern	sureño	PROPN	ADJ;MASC;SG
cultivarea	cultivando	cultivare	cultivar	N;DEF;FEM;SG	V;V.MSDR
demografice	demografía	demografic	demografía	ADJ;INDF;FEM;PL	N;FEM;SG
demografice	demográfica	demografic	demográfico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
demografice	demográfico	demografic	demográfico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
inlocui	sustituya	inlocui	sustituir	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
inlocui	reemplazo	inlocui	reemplazo	V;IND;SG;3;IPFV;FIN	N;MASC;SG
botezat	bautizados	boteza	bautizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
botezat	bautizados	boteza	bautizado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
adeseori	menudo	adeseori	menudo	ADV	N
walckenaeria	walckenaeria	walckenaeria	walckenaeria	PROPN	N;FEM;SG
living	vivir	living	vivir	N;INDF;MASC;SG	V;NFIN
living	viviendo	living	vivir	N;INDF;MASC;SG	V;V.MSDR
metz	metz	metz	metz	PROPN	PROPN
stefano	stefano	stefano	stefano	PROPN	N;MASC;SG
modificate	modificada	modificat	modificado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
modificate	modificado	modificat	modificado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
difuzate	difundido	difuzat	difundido	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
difuzate	divulgado	difuzat	divulgado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
difuzate	difundida	difuzat	difundido	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
vorbim	habla	vorbi	hablar	V;IND;PL;1;PRS;FIN	V;IND;SG;3;PRS;FIN
vorbim	hable	vorbi	hablar	V;IND;PL;1;PRS;FIN	V;IMP;SG;3;FIN
vorbim	talk	vorbi	talk	V;IND;PL;1;PRS;FIN	N
vorbim	charla	vorbi	charla	V;IND;PL;1;PRS;FIN	N;FEM;SG
intarit	reforzados	intarit	reforzado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
intarit	reforzadas	intarit	reforzado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
