hugh	hugh	hugh	hugh		
waters	waters	waters	water		N;INDF;MASC+FEM;SG
waters	farvande	waters	farvand		N;INDF;NEUT;PL
waters	vandområder	waters	vandområde		N;INDF;NEUT;PL
waters	farvand	waters	farvand		N;INDF;NEUT;SG
jeremy	jeremy	jeremy	jeremy		
atın	afgivne	at	afgive		ADJ;PL
atın	kast	at	kast		N;INDF;NEUT;SG
atın	støbt	at	støbe		V;INDF;SG;PST;V.PTCP
atın	støbte	at	støbte		V;PL;PST;V.PTCP
atın	smider	at	smide		V;IND;PRS;FIN;ACT
atın	kast	at	kast		N;INDF;NEUT;SG
atın	kaste	at	kaste		V;NFIN;ACT
atın	smide	at	smide		V;NFIN;ACT
atın	smid	at	smid		V;IMP
kopyası	kopiering	kopya	kopiering		N;INDF;MASC+FEM;SG
kopyası	kopi	kopya	kopi		N;INDF;MASC+FEM;SG
kopyası	kopier	kopya	kopie		N;INDF;MASC+FEM;PL
bennett	bennett	bennett	bennett		PROPN
bennett	bennet	bennett	benne		N;INDF;NEUT;SG
tanı	diagnostiske	tan	diagnostisk	N;NOM;SG;3	ADJ;PL
tanı	diagnostisk	tan	diagnostisk	N;NOM;SG;3	ADV
tanı	diagnoser	tan	diagnos	N;NOM;SG;3	N;INDF;MASC+FEM;PL
sirius	sirius	sirius	sirius		N;INDF;MASC+FEM;SG
nakliye	gods	nakil	gods		N;INDF;NEUT;SG
nakliye	fragt	nakil	fringe		N;INDF;MASC+FEM;SG
nakliye	søfart	nakil	søfart		N;INDF;MASC+FEM;SG
nakliye	skibsfart	nakil	skibsfart		N;INDF;MASC+FEM;SG
nakliye	fragt	nakil	fringe		N;INDF;MASC+FEM;SG
nakliye	shipping	nakil	shipping		N;INDF;MASC+FEM;SG
nakliye	forsendelse	nakil	forsendelse		N;INDF;MASC+FEM;SG
nakliye	befordring	nakil	befordring		N;INDF;MASC+FEM;SG
nakliye	transporten	nakil	transport		N;DEF;MASC+FEM;SG
nakliye	transport	nakil	transport		N;INDF;MASC+FEM;SG
sektör	sektor	sektör	sektor		N;INDF;MASC+FEM;SG
sektör	sektoren	sektör	sektor		N;DEF;MASC+FEM;SG
sektör	industri	sektör	industri		N;INDF;MASC+FEM;SG
sektör	erhverv	sektör	erhverv		N;INDF;NEUT;SG
sektör	industrien	sektör	industri		N;DEF;MASC+FEM;SG
büyüklük	str	büyüklük	str	N;NOM;SG;3	
kıyamet	dommedag	kıyamet	dommedag		N;INDF;MASC+FEM;SG
kıyamet	armageddon	kıyamet	armageddon		N;INDF;MASC+FEM;SG
kıyamet	dommedag	kıyamet	dommedag		N;INDF;MASC+FEM;SG
kıyamet	ragnarok	kıyamet	ragnarok		N;INDF;MASC+FEM;SG
kıyamet	dommedag	kıyamet	dommedag		N;INDF;MASC+FEM;SG
toros	toros	toros	toros		
yem	feed	ye	feed		N;INDF;NEUT;SG
yem	foder	ye	foder		N;INDF;MASC+FEM;SG
yem	foderstoffer	ye	foderstof		N;INDF;NEUT;PL
yem	afledning	ye	afledning		N;INDF;MASC+FEM;SG
yem	lokkedue	ye	lokkedue		N;INDF;MASC+FEM;SG
yem	foderplanter	ye	foderplante		N;INDF;MASC+FEM;PL
yem	foder	ye	foder		N;INDF;MASC+FEM;SG
yem	agn	ye	agn		N;INDF;MASC+FEM;SG
yem	lokkemad	ye	lokkemad		N;INDF;MASC+FEM;SG
yem	madding	ye	madding		N;INDF;MASC+FEM;SG
yem	foderplanter	ye	foderplante		N;INDF;MASC+FEM;PL
yem	foder	ye	foder		N;INDF;MASC+FEM;SG
terörist	terrorist	terörist	terrorist		N;INDF;MASC+FEM;SG
terörist	terrorister	terörist	terrorist		N;INDF;MASC+FEM;PL
terörist	terroristerne	terörist	terrorist		N;DEF;MASC+FEM;PL
ahlaki	moral	ahlaki	moral		N;INDF;MASC+FEM;SG
ahlaki	moralsk	ahlaki	moralsk		ADV
ahlaki	moralske	ahlaki	moralsk		ADJ;PL
tabur	bataljon	tabur	bataljon		N;INDF;MASC+FEM;SG
bulgular	fund	bulgu	fund	N;NOM;PL;3	N;INDF;NEUT;SG
senfonik	symfonisk	senfonik	symfonisk		ADJ;INDF;SG
ormanlar	skov	orman	skov	N;NOM;PL;3	N;INDF;MASC+FEM;SG
kostüm	kostumet	kostüm	kostum		N;DEF;NEUT;SG
kostüm	dragt	kostüm	drinke		N;INDF;MASC+FEM;SG
kostüm	udklædning	kostüm	udklædning		N;INDF;MASC+FEM;SG
kostüm	kostume	kostüm	kostum		N;INDF;NEUT;SG
kostüm	udklædning	kostüm	udklædning		N;INDF;MASC+FEM;SG
kostüm	kostumer	kostüm	kostum		N;INDF;NEUT;PL
weber	weber	weber	weber		N;INDF;MASC+FEM;SG
tavır	indstilling	tavır	indstilling		N;INDF;MASC+FEM;SG
tavır	holdning	tavır	holdning		N;INDF;MASC+FEM;SG
tavır	attitude	tavır	attitude		N;INDF;MASC+FEM;SG
pasif	passiv	pasif	passiv		ADJ;INDF;MASC+FEM;SG
pasif	passive	pasif	passive		ADJ;PL
pasif	passivt	pasif	passivt		ADV
pasif	inaktivt	pasif	inaktivt		ADJ;INDF;NEUT;SG
pasif	inaktive	pasif	inaktiv		N;INDF;NEUT;SG
pasif	inaktiv	pasif	inaktiv		ADJ;INDF;MASC+FEM;SG
anlık	instant	anlık	instant		
anlık	øjeblikkelig	anlık	øjeblikkelig		ADJ;INDF;MASC+FEM;SG
anlık	øjeblikkeligt	anlık	øjeblikkelig		ADV
anlık	øjeblikkelig	anlık	øjeblikkelig		ADJ;INDF;MASC+FEM;SG
anlık	øjeblikkelige	anlık	øjeblikkelig		ADJ;PL
solist	solist	solist	solist		N;INDF;MASC+FEM;SG
mode	tilstand	mode	tilstand		N;INDF;MASC+FEM;SG
mode	mode	mode	mode		N;INDF;MASC+FEM;SG
gür	frodige	gür	frodig		ADJ;PL
fourier	fourier	fourier	fourie		N;INDF;MASC+FEM;PL
buyuk	big	buyuk	big		
buyuk	store	buyuk	stor		ADJ;PL
buyuk	stor	buyuk	stor		ADJ;INDF;MASC+FEM;SG
buyuk	stort	buyuk	stor		ADJ;INDF;NEUT;SG
oturum	session	oturum	session		N;INDF;MASC+FEM;SG
oturum	sessionen	oturum	session		N;DEF;MASC+FEM;SG
oymak	snitte	oy	snitte		V;NFIN;ACT
arkası	bag	arka	bag	N;NOM;SG;3	ADV
arkası	bagved	arka	bagved	N;NOM;SG;3	ADV
harper	harper	harper	harpe		N;INDF;MASC+FEM;SG
tamamıyla	helt	tamam	helt	ADJ;INS;SG;3	ADV
tamamıyla	fuldstændigt	tamam	fuldstændigt	ADJ;INS;SG;3	ADV
tamamıyla	fuldstændig	tamam	fuldstændig	ADJ;INS;SG;3	ADV
tamamıyla	totalt	tamam	totalt	ADJ;INS;SG;3	ADV
result	blob	result	blob		N;INDF;NEUT;SG
teatro	teatro	teatro	teatro	PROPN;NOM;SG;3	
yaratıcısı	opretter	yaratıcı	oprette	N;NOM;SG;3	V;IND;PRS;FIN;ACT
yaratıcısı	skaber	yaratıcı	skabe	N;NOM;SG;3	V;IND;PRS;FIN;ACT
maiden	jomfru	maiden	jomfru		ADJ;INDF;MASC+FEM;SG
maiden	mø	maiden	møtte		N;INDF;MASC+FEM;SG
şikago	chicago	şikago	chicago		
curtis	curtis	curtis	curtis		
alba	alba	alba	alba	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
louisiana	louisiana	loui	louisiana	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
kabileler	stammer	kabile	stamme	N;NOM;PL;3	V;IND;PRS;FIN;ACT
thomson	dupont	thomson	dupont		N;INDF;MASC+FEM;SG
thomson	thomson	thomson	thomson		
döngü	roterende	döngü	rotere		V;PRS;V.PTCP
döngü	løkke	döngü	løkke		N;INDF;MASC+FEM;SG
döngü	sløjfe	döngü	sløjfe		N;INDF;MASC+FEM;SG
döngü	loop	döngü	loop		
döngü	løkken	döngü	løkke		N;DEF;MASC+FEM;SG
döngü	cyklus	döngü	cyklus		N;INDF;MASC+FEM;SG
döngü	cycle	döngü	cycle		
uçaklar	fly	uçak	fly	N;NOM;PL;3	N;INDF;NEUT;SG
uçaklar	luftfartøj	uçak	luftfartøj	N;NOM;PL;3	N;INDF;NEUT;SG
uçaklar	fly	uçak	fly	N;NOM;PL;3	N;INDF;NEUT;SG
atılmış	kasserede	at	kassere	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PL;PST;V.PTCP
atılmış	smides	at	smide	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PRS;FIN;PASS
atılmış	dumpede	at	dumpe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
atılmış	droppede	at	droppe	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
vurgu	fremhævelse	vurgu	fremhævelse		N;INDF;MASC+FEM;SG
vurgu	understregning	vurgu	understregning		N;INDF;MASC+FEM;SG
lucius	lucius	lucius	lucius		N;INDF;MASC+FEM;SG
lynch	lynch	lynch	lynch		
odaları	rum	oda	rum	N;ACC;PL;3	N;INDF;NEUT;SG
sergei	sergei	sergei	sergei		
tekne	lystsejlads	tekne	lystsejlads		N;INDF;MASC+FEM;SG
tekne	båden	tekne	båd		N;DEF;MASC+FEM;SG
tekne	båd	tekne	båd		N;INDF;MASC+FEM;SG
aus	aus	aus	aus		
klein	klein	kle	klein		N;INDF;MASC+FEM;SG
sıralı	fortløbende	sıralı	fortløbende		ADJ
sıralı	sekventiel	sıralı	sekventiel		N;INDF;MASC+FEM;SG
sıralı	sekvens	sıralı	sekvens		N;INDF;MASC+FEM;SG
sıralı	rækkefølge	sıralı	rækkefølg		N;INDF;MASC+FEM;SG
ita	ita	ita	ita		
komşuları	naboer	komşu	nabo	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
komşuları	naboerne	komşu	nabo	ADJ;NOM;PL;3	N;DEF;MASC+FEM;PL
komşuları	naboer	komşu	nabo	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
komşuları	naboerne	komşu	nabo	ADJ;NOM;PL;3	N;DEF;MASC+FEM;PL
komşuları	nabolande	komşu	naboland	ADJ;NOM;PL;3	N;INDF;NEUT;PL
gezgin	rejsende	gezgin	rejse	N;NOM;SG;3	V;PRS;V.PTCP
gezgin	rejsende	gezgin	rejse	N;NOM;SG;3	V;PRS;V.PTCP
gezgin	vandrer	gezgin	vandre	N;NOM;SG;3	V;IND;PRS;FIN;ACT
tuzlu	sprød	tuzlu	sprød		ADJ;INDF;MASC+FEM;SG
tuzlu	salt	tuzlu	salt		ADJ;INDF;SG
tuzlu	saltede	tuzlu	salte		V;PL;PST;V.PTCP
tuzlu	saltet	tuzlu	salt		N;DEF;NEUT;SG
adayları	nominerede	aday	nominere	N;NOM;PL;3	V;PL;PST;V.PTCP
mesele	udstedelse	mesele	udstedelse		N;INDF;MASC+FEM;SG
oğul	søn	oğul	søn		N;INDF;MASC+FEM;SG
nine	nana	nine	nana		
nine	bedstemor	nine	bedstemor		N;INDF;MASC+FEM;SG
nine	farmor	nine	farmor		N;INDF;MASC+FEM;SG
nine	mormor	nine	mormor		N;INDF;MASC+FEM;SG
elmalı	æble	el	æble		N;INDF;NEUT;SG
elmalı	apple	el	apple		N;INDF;MASC+FEM;SG
sınırlar	afgrænsning	sınır	afgrænsning	N;NOM;PL;3	N;INDF;MASC+FEM;SG
zeka	efterretning	zeka	efterretning		N;INDF;MASC+FEM;SG
zeka	efterretninger	zeka	efterretning		N;INDF;MASC+FEM;PL
zeka	intelligens	zeka	intellig		N;GEN;INDF;MASC+FEM;SG
zeka	efterretningstjenesten	zeka	efterretningstjeneste		N;DEF;MASC+FEM;SG
zeka	efterretningstjeneste	zeka	efterretningstjeneste		N;INDF;MASC+FEM;SG
yıldönümü	mærkedage	yıldönüm	mærkedage	N;ACC;SG;3	N;INDF;MASC+FEM;PL
gibson	gibson	gibson	gibson		N;INDF;MASC+FEM;SG
porter	porter	porter	port		N;INDF;MASC+FEM;SG
batum	batumi	batum	batumi		
nantes	nantes	nantes	nante	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
musevi	jøde	musevi	jøde		N;INDF;MASC+FEM;SG
musevi	jødisk	musevi	jødisk		ADJ;INDF;SG
musevi	jøder	musevi	jøde		N;INDF;MASC+FEM;PL
musevi	jødiske	musevi	jødisk		ADJ;PL
nat	nat	nat	nat		N;INDF;MASC+FEM;SG
antonius	antony	antonius	antony		
antonius	antonius	antonius	antonius		N;INDF;MASC+FEM;SG
spider	edderkoppen	spider	edderkoppe		N;DEF;MASC+FEM;SG
spider	spider	spider	spide		N;INDF;MASC+FEM;SG
spider	edderkop	spider	edderkop		N;INDF;MASC+FEM;SG
flüt	fløjte	flüt	fløjte		N;INDF;MASC+FEM;SG
flüt	fløjten	flüt	fløjt		N;DEF;MASC+FEM;SG
flüt	fløjter	flüt	fløjte		N;INDF;MASC+FEM;PL
harap	forfaldent	harap	forfaldent		ADJ;INDF;NEUT;SG
harap	sønderknust	harap	sønderknust		N;INDF;MASC+FEM;SG
harap	hærget	harap	hærget		V;INDF;SG;PST;V.PTCP
harap	smadret	harap	smadret		V;INDF;SG;PST;V.PTCP
salı	tirsdag	salı	tirsdag		N;INDF;MASC+FEM;SG
salı	tue	salı	tue		
bölük	eskadrille	bölük	eskadrille		N;INDF;MASC+FEM;SG
bölük	selskab	bölük	selskab		N;INDF;NEUT;SG
bölük	firma	bölük	firma		N;INDF;NEUT;SG
bölük	kompagni	bölük	kompagni		N;INDF;NEUT;SG
bölük	virksomhed	bölük	virksomhed		N;INDF;MASC+FEM;SG
bölük	trup	bölük	trup		N;INDF;MASC+FEM;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
manet	manet	manet	mane		N;DEF;NEUT;SG
tohum	frø	tohum	frø	N;NOM;SG;3	N;INDF;NEUT;PL
tohum	seed	tohum	seed	N;NOM;SG;3	
tohum	frø	tohum	frø	N;NOM;SG;3	N;INDF;NEUT;PL
tohum	fro	tohum	fro	N;NOM;SG;3	
tayfun	tyfon	tayfun	tyfon		N;INDF;MASC+FEM;SG
molekül	molekyler	molekül	molekyle	N;NOM;SG;3	N;INDF;MASC+FEM;PL
madencilik	minearbejdere	madencilik	minearbejder	N;NOM;SG;3	N;INDF;MASC+FEM;PL
papaz	præst	papaz	præst		N;INDF;MASC+FEM;SG
papaz	præst	papaz	præst		N;INDF;MASC+FEM;SG
papaz	pastor	papaz	pastor		N;INDF;MASC+FEM;SG
con	con	con	con	INTJ	
edwin	edwin	et	edwin		
queens	dronninger	queens	dronning	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
queens	queens	queens	que	PROPN;NOM;SG;3	N;GEN;DEF;MASC+FEM;SG
yayıldı	spred	yay	spred	V;PFV;IND;SG;3;POS;PST;PASS	V;IMP
yayıldı	spredning	yay	spredning	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;MASC+FEM;SG
terminal	terminal	terminal	terminal		N;INDF;MASC+FEM;SG
terminal	terminalen	terminal	terminale		N;DEF;MASC+FEM;SG
terminal	terminaler	terminal	terminale		N;INDF;NEUT;PL
bilişsel	kognitiv	bilişsel	kognitiv		N;INDF;MASC+FEM;SG
bilişsel	kognitive	bilişsel	kognitiv		ADJ;PL
yanma	brænding	yan	brænding		N;INDF;MASC+FEM;SG
yanma	forbrænding	yan	forbrænding		N;INDF;MASC+FEM;SG
yanma	forbrændingen	yan	forbrænding		N;DEF;MASC+FEM;SG
yanma	brænding	yan	brænding		N;INDF;MASC+FEM;SG
yanma	brændende	yan	brænde		V;PRS;V.PTCP
yanma	brænder	yan	brænde		V;IND;PRS;FIN;ACT
yanma	brænde	yan	brænde		V;NFIN;ACT
diger	andre	diger	anden		PRO;PL
diger	andet	diger	anden		PRO;NEUT;SG
diger	andre	diger	anden		PRO;PL
fiil	verbum	fiil	verbum		N;INDF;NEUT;SG
sakatlık	skader	sakatlık	skade	N;NOM;SG;3	N;INDF;MASC+FEM;PL
ima	ima	ima	ima		
ima	antyde	ima	antyde		V;NFIN;ACT
ima	underforstået	ima	underforstå		V;INDF;SG;PST;V.PTCP
ima	indebar	ima	indebar		V;IND;PST;FIN;ACT
ima	antydet	ima	antyde		V;INDF;SG;PST;V.PTCP
ima	stiltiende	ima	stiltie		ADJ
ima	implicit	ima	implicit		N;INDF;MASC+FEM;SG
owen	owen	owen	owen	PROPN;NOM;SG;3	
sophie	sophie	sophie	sophie		N;INDF;MASC+FEM;SG
yayılması	spreder	yay	spred	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;IND;PRS;FIN;ACT
yayılması	spredning	yay	spredning	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;INDF;MASC+FEM;SG
muazzam	fab	muazzam	fab		
magazin	bladet	magazin	blad		N;DEF;NEUT;SG
magazin	tidsskrift	magazin	tidsskrift		N;INDF;NEUT;SG
magazin	blad	magazin	blad		N;INDF;NEUT;SG
magazin	magasin	magazin	magasin		N;INDF;NEUT;SG
magazin	tidsskrifter	magazin	tidsskrift		N;INDF;NEUT;PL
magazin	blade	magazin	blad		N;INDF;NEUT;PL
magazin	magasiner	magazin	magasin		N;INDF;NEUT;PL
tüketim	konsum	tüket	konsum		N;INDF;NEUT;SG
tüketim	forbrug	tüket	forbrug		N;INDF;NEUT;SG
tüketim	forbruget	tüket	forbrug		N;DEF;NEUT;SG
fener	lanterne	fener	lant	N;NOM;SG;3	N;DEF;MASC+FEM;PL
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	
değerlendirilir	evalueret	değerlen	evaluere	V;IPFV;IND;SG;3;POS;PASS	V;INDF;SG;PST;V.PTCP
değerlendirilir	vurderet	değerlen	vurdere	V;IPFV;IND;SG;3;POS;PASS	V;INDF;SG;PST;V.PTCP
değerlendirilir	evaluerede	değerlen	evaluere	V;IPFV;IND;SG;3;POS;PASS	V;PL;PST;V.PTCP
azalma	reduktion	azal	reduktion		N;INDF;MASC+FEM;SG
azalma	nedbringelse	azal	nedbringelse		N;INDF;MASC+FEM;SG
azalma	nedsættelse	azal	nedsættelse		N;INDF;MASC+FEM;SG
azalma	nedgang	azal	nedgang		N;INDF;MASC+FEM;SG
azalma	fald	azal	fald		N;INDF;NEUT;SG
patent	patenter	patent	patent	N;NOM;SG;3	N;INDF;MASC+FEM;PL
patent	patenter	patent	patent	N;NOM;SG;3	N;INDF;MASC+FEM;PL
tara	tara	tara	tara		
tara	scanning	tara	scanning		N;INDF;MASC+FEM;SG
tara	skanning	tara	skanning		N;INDF;MASC+FEM;SG
tara	scanner	tara	scanne		N;INDF;MASC+FEM;SG
tara	scan	tara	scan		
oya	afstemninger	oya	afstemning		N;INDF;MASC+FEM;PL
oya	afstemning	oya	afstemning		N;INDF;MASC+FEM;SG
oya	stemmer	oya	stemme		N;INDF;MASC+FEM;PL
gauss	gauss	gauss	gaus		N;INDF;MASC+FEM;SG
lori	lori	None	lori		
basılı	printet	basılı	print		V;INDF;SG;PST;V.PTCP
basılı	trykte	basılı	trykte		V;PL;PST;V.PTCP
basılı	trykt	basılı	trykke		V;INDF;SG;PST;V.PTCP
mercimek	linser	mercimek	linse	N;NOM;SG;3	N;INDF;MASC+FEM;PL
jam	syltetøj	jam	syltetøj		N;INDF;NEUT;SG
jam	jam	jam	jam		
jam	marmelade	jam	marmelade		N;INDF;MASC+FEM;SG
düzenle	redigere	düzen	redig	N;INS;SG;3	V;NFIN;ACT
düzenle	rediger	düzen	redig	N;INS;SG;3	V;IND;PRS;FIN;ACT
düzenle	redigér	düzen	redigér	N;INS;SG;3	V;IND;PRS;FIN;ACT
düzenle	ændr	düzen	ændr	N;INS;SG;3	V;IMP
dağıstan	dagestan	dağıs	dagestan		N;INDF;MASC+FEM;SG
mantıksal	logik	mantıksal	logik	ADJ	N;INDF;MASC+FEM;SG
morrison	morrisons	morrison	morrison		N;GEN;INDF;MASC+FEM;SG
morrison	morrison	morrison	morrison		N;INDF;MASC+FEM;SG
atomik	atomare	atomik	atomar	ADJ	N;INDF;MASC+FEM;SG
tuzla	tuzla	tuz	tuzla		PROPN
telekomünikasyon	telecom	telekomünikasyon	telecom	N;NOM;SG;3	
telekomünikasyon	telekom	telekomünikasyon	telekom	N;NOM;SG;3	
yannis	yannis	yannis	yannis	PROPN;NOM;SG;3	
bölünmüş	flækker	böl	flække	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;IND;PRS;FIN;ACT
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	
crown	crown	crown	crown		
crown	kronen	crown	kron		N;DEF;MASC+FEM;SG
crown	krone	crown	krone		N;INDF;MASC+FEM;SG
crown	kongehuset	crown	kongehus		N;DEF;NEUT;SG
mineral	mineralske	mineral	mineralsk		ADJ;PL
mineral	mineral	mineral	mineral		N;INDF;NEUT;SG
mineral	mineraler	mineral	mineral		N;INDF;NEUT;PL
eşdeğer	ækvivalent	eşdeğer	ækvivalent		ADJ;INDF;NEUT;SG
eşdeğer	ligestillet	eşdeğer	ligestillet		V;INDF;SG;PST;V.PTCP
eşdeğer	tilsvarende	eşdeğer	tilsvarende		ADJ
tuğla	mursten	tuğ	mursten		N;DEF;MASC+FEM;SG
tuğla	klodser	tuğ	klods		N;INDF;MASC+FEM;PL
tuğla	brick	tuğ	brick		
tuğla	mursten	tuğ	mursten		N;DEF;MASC+FEM;SG
ekşi	surt	ekşi	surt		ADJ;INDF;NEUT;SG
ekşi	sure	ekşi	sure		ADJ;PL
ekşi	sur	ekşi	sur		ADJ;INDF;MASC+FEM;SG
bitişik	tilstødende	bitişik	tilstødende		ADJ
bitişik	sammenhængende	bitişik	sammenhængende		ADJ
bitişik	tilstødende	bitişik	tilstødende		ADJ
bitişik	tilstødende	bitişik	tilstødende		ADJ
bitişik	tilgrænsende	bitişik	tilgrænsende		V;PRS;V.PTCP
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;SG;3	N;DEF;MASC+FEM;SG
milton	milton	milton	milton	PROPN;NOM;SG;3	
kap	grib	kap	grib		V;IMP
kap	containere	kap	containere		N;INDF;MASC+FEM;PL
kap	beholder	kap	beholde		V;IND;PRS;FIN;ACT
kap	container	kap	contain		N;INDF;MASC+FEM;SG
lois	lois	lois	lois		
saçma	vrøvl	saç	vrøvl		N;INDF;NEUT;SG
saçma	sludder	saç	sludder		N;INDF;MASC+FEM;SG
saçma	pjat	saç	pjat		ADJ;INDF;NEUT;SG
saçma	latterligt	saç	latterligt		ADJ;INDF;NEUT;SG
saçma	latterlige	saç	latterlig		ADJ;PL
saçma	latterlig	saç	latterlig		ADJ;INDF;MASC+FEM;SG
saçma	tåbeligt	saç	tåbeligt		ADJ;INDF;NEUT;SG
saçma	absurde	saç	absurde		ADJ;PL
saçma	absurd	saç	absurd		ADJ;INDF;SG
tate	tate	tate	tate		
bakkal	købmanden	bakkal	købmand		N;DEF;MASC+FEM;SG
bakkal	købmand	bakkal	købmand		N;INDF;MASC+FEM;SG
bakkal	dagligvarer	bakkal	dagligvare		N;INDF;MASC+FEM;PL
idrar	tisser	idrar	tisse	N;NOM;SG;3	V;IND;PRS;FIN;ACT
finaller	finale	final	finale	N;NOM;PL;3	N;INDF;MASC+FEM;SG
finaller	finalen	final	finale	N;NOM;PL;3	N;DEF;MASC+FEM;SG
maliyet	omkostninger	maliyet	omkostning	N;NOM;SG;3	N;INDF;MASC+FEM;PL
maliyet	omkostninger	maliyet	omkostning	N;NOM;SG;3	N;INDF;MASC+FEM;PL
maliyet	udgifter	maliyet	udgift	N;NOM;SG;3	N;INDF;MASC+FEM;PL
maliyet	sagsomkostninger	maliyet	sagsomkostning	N;NOM;SG;3	N;INDF;MASC+FEM;PL
maliyet	omkostningerne	maliyet	omkostning	N;NOM;SG;3	N;DEF;MASC+FEM;PL
muhasebe	regnskabsføring	muhasebe	regnskabsføring		N;INDF;MASC+FEM;SG
muhasebe	regnskab	muhasebe	regnskab		N;INDF;NEUT;SG
muhasebe	regnskaber	muhasebe	regnskab		N;INDF;NEUT;PL
muhasebe	regnskabsmæssige	muhasebe	regnskabsmæssig		ADJ;PL
muhasebe	bogføring	muhasebe	bogføring		N;INDF;MASC+FEM;SG
muhasebe	revisor	muhasebe	revisor		N;INDF;MASC+FEM;SG
muhasebe	regnskabsfører	muhasebe	regnskabsfører		N;INDF;MASC+FEM;SG
muhasebe	bogholder	muhasebe	bogholde		N;INDF;MASC+FEM;SG
muhasebe	regnskabsvæsen	muhasebe	regnskabsvæse		N;INDF;NEUT;SG
muhasebe	bogholderi	muhasebe	bogholderi		N;INDF;NEUT;SG
muhasebe	regnskab	muhasebe	regnskab		N;INDF;NEUT;SG
muhasebe	regnskabsføring	muhasebe	regnskabsføring		N;INDF;MASC+FEM;SG
muhasebe	regnskabsmæssige	muhasebe	regnskabsmæssig		ADJ;PL
paylaştı	udstationerede	paylaş	udstationere	V;PFV;IND;SG;3;POS;PST	V;PL;PST;V.PTCP
leopold	leopold	leopold	leopold	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
eleştirmeni	kritiker	eleştir	kritik	V;PFV;ACC;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
sindirim	fordøjelse	sindir	fordøjelse		N;INDF;MASC+FEM;SG
tüccar	merchant	tüccar	merchant		N;INDF;MASC+FEM;SG
tüccar	købmand	tüccar	købmand		N;INDF;MASC+FEM;SG
tüccar	handlende	tüccar	handle		V;PRS;V.PTCP
tüccar	erhvervsdrivende	tüccar	erhvervsdrivende		ADJ
tüccar	forhandler	tüccar	forhandle		V;IND;PRS;FIN;ACT
tüccar	handlende	tüccar	handle		V;PRS;V.PTCP
motorlar	motors	motor	motors	N;NOM;PL;3	
pancar	rødbeder	pancar	rødbed		N;INDF;MASC+FEM;PL
pancar	sukkerroer	pancar	sukkerroe		N;INDF;MASC+FEM;PL
pancar	roer	pancar	roe		N;INDF;MASC+FEM;PL
pancar	rødbeder	pancar	rødbed		N;INDF;MASC+FEM;PL
tacikistan	tadsjikistan	tacikistan	tadsjikistan	PROPN;NOM;SG;3	
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	
dolgu	polstring	dolgu	polstring		N;INDF;MASC+FEM;SG
dolgu	fyldning	dolgu	fyldning		N;INDF;MASC+FEM;SG
dolgu	påfyldning	dolgu	påfyldning		N;INDF;MASC+FEM;SG
dolgu	opfyldning	dolgu	opfyldning		N;INDF;MASC+FEM;SG
dolgu	udfyldning	dolgu	udfyldning		N;INDF;MASC+FEM;SG
dolgu	fylder	dolgu	fylde		V;IND;PRS;FIN;ACT
dolgu	vat	dolgu	vat		N;INDF;NEUT;SG
tba	tba	tba	tba		N;INDF;NEUT;SG
solar	sol	solar	sol		N;INDF;MASC+FEM;SG
solar	solceller	solar	solcel		N;INDF;NEUT;PL
solar	solenergi	solar	solenergi		
aydınlatma	belysning	aydınlat	belysning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
aydınlatma	belysningen	aydınlat	belysning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC+FEM;SG
aydınlatma	belysning	aydınlat	belysning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
aydınlatma	lettelse	aydınlat	lettelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
soprano	sopran	soprano	sopran		N;INDF;MASC+FEM;SG
atık	affald	atık	affald		N;INDF;NEUT;SG
