الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
طلعت	talat	طَلَع	talat	V;PFV;FEM;SG;3;ACT	N;INDF;MASC;SG
ميغيل	miguel	مِيغِيل	miguel		PROPN
المتقدم	avansează	مُتَقَدِّم	avansa	ADJ;NOM;DEF;MASC;SG	V;IND;3;PRS;FIN
المتقدم	avans	مُتَقَدِّم	avans	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
المتقدم	avansată	مُتَقَدِّم	avansa	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المتقدم	avansate	مُتَقَدِّم	avansat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
المتقدم	avansat	مُتَقَدِّم	avansa	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
لوحظ	observate	لَاحَظ	observat	V;PFV;MASC;SG;3;PASS	ADJ;INDF;FEM;PL
لوحظ	observat	لَاحَظ	observa	V;PFV;MASC;SG;3;PASS	ADJ;INDF;MASC;SG
لوحظ	observată	لَاحَظ	observat	V;PFV;MASC;SG;3;PASS	ADJ;INDF;FEM;SG
لوحظ	notat	لَاحَظ	nota	V;PFV;MASC;SG;3;PASS	ADJ;INDF;MASC;SG
لوحظ	remarcat	لَاحَظ	remarca	V;PFV;MASC;SG;3;PASS	ADJ;INDF;MASC;SG
مسحوق	pulbere	مَسحُوق	pulbere	N;NOM;INDF;SG	N;INDF;FEM;SG
مسحوق	pudră	مَسحُوق	pudru	N;NOM;INDF;SG	N;INDF;FEM;SG
موجه	regia	مُوَجَّه	regie	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
موجه	vectorul	مُوَجَّه	vector	ADJ;NOM;INDF;MASC;SG	N;DEF;MASC;SG
موجه	vector	مُوَجَّه	vector	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
بطن	burtă	بَطن	burtă		N;INDF;FEM;SG
بطن	burta	بَطن	burtă		N;DEF;FEM;SG
بطن	belly	بَطن	belly		ADJ
بطن	abdomenul	بَطن	abdomen		N;DEF;MASC;SG
بطن	abdomen	بَطن	abdomen		N;INDF;MASC;SG
السعر	pret	سِعر	pret	N;NOM;DEF;SG	
السعر	prețul	سِعر	preț	N;NOM;DEF;SG	N;DEF;MASC;SG
السعر	pretul	سِعر	pret	N;NOM;DEF;SG	N;DEF;MASC;SG
السعر	preț	سِعر	preț	N;NOM;DEF;SG	N;INDF;MASC;SG
المهرة	priceput	مُهرَة	pricepe	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
تصفية	filtrare	تَصفِيَة	filtrare	N;NOM;INDF;SG	N;INDF;FEM;SG
تصفية	filtrează	تَصفِيَة	filtra	N;NOM;INDF;SG	V;IND;3;PRS;FIN
تصفية	filtrul	تَصفِيَة	filtru	N;NOM;INDF;SG	N;DEF;MASC;SG
تصفية	lichidare	تَصفِيَة	lichidare	N;NOM;INDF;SG	N;INDF;FEM;SG
تصفية	lichidarea	تَصفِيَة	lichidare	N;NOM;INDF;SG	N;DEF;FEM;SG
التذاكر	bilete	تَذَاكُر	bilet	N;NOM;DEF;SG	N;INDF;FEM;PL
التذاكر	biletele	تَذَاكُر	bilet	N;NOM;DEF;SG	N;DEF;FEM;PL
التذاكر	tichet	تَذَاكُر	tichet	N;NOM;DEF;SG	N;INDF;MASC;SG
التذاكر	bilet	تَذَاكُر	bilet	N;NOM;DEF;SG	N;INDF;MASC;SG
التذاكر	biletul	تَذَاكُر	bilet	N;NOM;DEF;SG	N;DEF;MASC;SG
الكتيبة	batalion	الكتيبة	batalion	N;NOM;DEF;SG	N;INDF;MASC;SG
الكتيبة	batalionul	الكتيبة	batalion	N;NOM;DEF;SG	N;DEF;MASC;SG
المشاهير	celebritate	مَشهُور	celebritate	N;NOM;DEF;PL	N;INDF;FEM;SG
المشاهير	celebritatea	مَشهُور	celebritate	N;NOM;DEF;PL	N;DEF;FEM;SG
المشاهير	vedete	مَشهُور	vedet	N;NOM;DEF;PL	N;INDF;FEM;PL
التفتيش	inspecția	تَفتِيش	inspecție	N;NOM;DEF;SG	N;DEF;FEM;SG
التفتيش	inspecție	تَفتِيش	inspecție	N;NOM;DEF;SG	N;INDF;FEM;SG
تكشف	dezvălui	كَشَف	dezvălui	V;IPFV;FEM;IND;SG;3;FIN;ACT	
نيلسون	nelson	نيلسون	nelson		PROPN
المحاولات	tentative	مُحَاوَلَة	tentativă	N;NOM;DEF;PL	N;INDF;FEM;PL
الزنك	zinc	الزنك	zinc	N;NOM;DEF;SG	N;INDF;MASC;SG
استيعاب	absorbție	اِستِيعَاب	absorbție	N;NOM;INDF;SG	N;INDF;FEM;SG
استيعاب	asimilare	اِستِيعَاب	asimilare	N;NOM;INDF;SG	N;INDF;FEM;SG
سحر	magice	سِحر	magic	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
سحر	magie	سِحر	magie	N;NOM;INDF;SG	N;INDF;FEM;SG
سحر	magic	سِحر	magic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
سحر	magică	سِحر	magic	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
سحر	magia	سِحر	magie	N;NOM;INDF;SG	N;DEF;FEM;SG
تنشيط	activare	تَنشِيط	activare	N;NOM;INDF;SG	N;INDF;FEM;SG
تنشيط	activarea	تَنشِيط	activare	N;NOM;INDF;SG	N;DEF;FEM;SG
تنشيط	activează	تَنشِيط	activa	N;NOM;INDF;SG	V;IND;3;PRS;FIN
الورقة	hârtie	وَرَقَة	hârtie	N;NOM;DEF;SG	N;INDF;FEM;SG
الورقة	hîrtie	وَرَقَة	hîrtie	N;NOM;DEF;SG	N;INDF;FEM;SG
الورقة	hartie	وَرَقَة	hartie	N;NOM;DEF;SG	
الورقة	foaie	وَرَقَة	foaie	N;NOM;DEF;SG	N;INDF;FEM;SG
السوقية	vulgaritate	سُوقِيّ	vulgaritate	N;NOM;DEF;SG	N;INDF;FEM;SG
لوثر	luther	لوثر	luther		PROPN
شطرنج	sah	شطرنج	sah		
شطرنج	șah	شطرنج	șah		
شطرنج	şah	شطرنج	şah		N;INDF;MASC;SG
متجر	shop	مَتجَر	shop		N;INDF;MASC;SG
متجر	magazin	مَتجَر	magazin		N;INDF;MASC;SG
متجر	magazin	مَتجَر	magazin		N;INDF;MASC;SG
متجر	magazinul	مَتجَر	magazin		N;DEF;MASC;SG
متجر	store	مَتجَر	stură		
متجر	stochează	مَتجَر	stoca		V;IND;3;PRS;FIN
التنس	tenisul	تَنسّ	tenis		N;DEF;MASC;SG
التنس	tenis	تَنسّ	tenis		N;INDF;MASC;SG
المتطلبات	cerințe	مُتَطَلَّبَات	cerință	N;NOM;DEF;PL	N;INDF;FEM;PL
المتطلبات	cerinte	مُتَطَلَّبَات	cerint	N;NOM;DEF;PL	
المتطلبات	cerințele	مُتَطَلَّبَات	cerință	N;NOM;DEF;PL	N;DEF;FEM;PL
النسر	eagle	النسر	eaglă	N;NOM;DEF;SG	
النسر	vultur	النسر	vultur	N;NOM;DEF;SG	N;INDF;MASC;SG
النسر	vulturul	النسر	vultur	N;NOM;DEF;SG	N;DEF;MASC;SG
فرعي	filială	فَرعِيّ	filial	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
فرعي	submarin	فَرعِيّ	submarin	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
استئصال	eradicare	اِستِئصَال	eradicare	N;NOM;INDF;SG	N;INDF;FEM;SG
استئصال	eradicarea	اِستِئصَال	eradicare	N;NOM;INDF;SG	N;DEF;FEM;SG
جوني	johnny	جُونِيّ	johnny		PROPN
ضفدع	broască	ضفدع	broască		N;INDF;FEM;SG
ضفدع	broasca	ضفدع	broască		N;DEF;FEM;SG
ضفدع	broască	ضفدع	broască		N;INDF;FEM;SG
جزئية	parțiale	جُزئِيّ	parțial	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
جزئية	parțială	جُزئِيّ	parțial	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جزئية	parţială	جُزئِيّ	pargial	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
جزئية	parțial	جُزئِيّ	parțial	ADJ;NOM;INDF;FEM;SG	ADV
المتطوعين	voluntari	مُتَطَوِّع	voluntar	ADJ;NOM;DEF;MASC;PL	N;INDF;MASC;PL
المتطوعين	voluntarii	مُتَطَوِّع	voluntar	ADJ;NOM;DEF;MASC;PL	N;DEF;MASC;PL
المشاركون	participanti	مُشَارِك	participant	N;NOM;DEF;PL	N;INDF;MASC;PL
المشاركون	participanți	مُشَارِك	participant	N;NOM;DEF;PL	N;INDF;MASC;PL
المشاركون	participanții	مُشَارِك	participant	N;NOM;DEF;PL	N;DEF;MASC;PL
تذكارية	comemorative	تَذكَارِيّ	comemorativ	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
فضيلة	virtutea	فَضِيلَة	virtute	N;NOM;INDF;SG	N;DEF;FEM;SG
فضيلة	virtute	فَضِيلَة	virte	N;NOM;INDF;SG	N;INDF;FEM;SG
التغلب	depășirea	تَغَلُّب	depășire	N;NOM;DEF;SG	N;DEF;FEM;SG
منهجية	metodologie	مُنهَجِيّ	metodologie	N;NOM;INDF;SG	N;INDF;FEM;SG
منهجية	metodologia	مُنهَجِيّ	metodologie	N;NOM;INDF;SG	N;DEF;FEM;SG
منهجية	sistematice	مُنهَجِيّ	sistematic	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
منهجية	sistematică	مُنهَجِيّ	sistematic	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
منهجية	sistematic	مُنهَجِيّ	sistematic	N;NOM;INDF;SG	ADV
منهجية	metodic	مُنهَجِيّ	metodic	N;NOM;INDF;SG	ADV
البلطيق	baltică	بُلط	baltic		ADJ;INDF;FEM;SG
البلطيق	baltice	بُلط	baltic		ADJ;INDF;FEM;PL
تحفيز	stimula	تحفيز	stimula	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تحفيز	stimulează	تحفيز	stimula	N;NOM;INDF;SG	V;IND;3;PRS;FIN
السويسرية	elvețiană	سُوِيسرِيَّة	elvețian	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
زائد	plus	زَائِد	plus	ADJ;NOM;INDF;MASC;SG	ADV
خشب	lemnul	خشب	lemn	N;NOM;INDF;SG	N;DEF;MASC;SG
خشب	wood	خشب	wood	N;NOM;INDF;SG	PROPN
خشب	lemne	خشب	lemn	N;NOM;INDF;SG	N;INDF;FEM;PL
خشب	cherestea	خشب	chereste	N;NOM;INDF;SG	N;DEF;FEM;SG
تشييد	construcții	تَشيِيد	construcție	N;NOM;INDF;SG	N;INDF;FEM;PL
تشييد	constructie	تَشيِيد	constructie	N;NOM;INDF;SG	N;INDF;FEM;SG
تشييد	construcție	تَشيِيد	construcție	N;NOM;INDF;SG	N;INDF;FEM;SG
تشييد	constructii	تَشيِيد	construct	N;NOM;INDF;SG	N;INDF;FEM;PL
المساحات	spatii	مَسَّاحَة	spate	N;NOM;DEF;PL	N;INDF;FEM;PL
المساحات	spațiile	مَسَّاحَة	spațiu	N;NOM;DEF;PL	N;DEF;FEM;PL
المساحات	spații	مَسَّاحَة	spațiu	N;NOM;DEF;PL	N;INDF;FEM;PL
ضيقة	strans	ضيقة	strans	ADJ;NOM;INDF;FEM;SG	
ضيقة	strâns	ضيقة	strâns	ADJ;NOM;INDF;FEM;SG	ADV
الحوت	pesti	حُوت	pesti	N;NOM;DEF;SG	N;INDF;MASC;PL
الحوت	balenă	حُوت	balenă	N;NOM;DEF;SG	N;INDF;FEM;SG
الحوت	balena	حُوت	balenă	N;NOM;DEF;SG	N;DEF;FEM;SG
ياسمين	iasomie	ياسمين	iasomie	N;ACC;INDF;DU	ADJ;INDF;FEM;PL
ياسمين	jasmine	ياسمين	jasmin	N;ACC;INDF;DU	
مفتي	muftiu	مفتي	muftiu		N;INDF;MASC;SG
لوبيز	lopez	لوبيز	lopez		PROPN
ادعى	pretins	اِدَّعَى	pretinge	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
ادعى	revendicat	اِدَّعَى	revendica	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
المساء	seară	مَسَاء	seară	N;NOM;DEF;SG	N;INDF;FEM;SG
المساء	seara	مَسَاء	seară	N;NOM;DEF;SG	N;DEF;FEM;SG
بسام	bassam	بسام	bassam		
جوليا	iulia	جوليا	iulie		N;DEF;FEM;SG
جوليا	julia	جوليا	julie		N;DEF;FEM;SG
الكل	toti	كُلّ	toti		
الكل	toți	كُلّ	tot		PRO;MASC;PL;3
الكل	toate	كُلّ	tot		PRO;FEM;PL;3
الكل	tot	كُلّ	tot		PRO;MASC;SG;3
المعاملة	tranzacția	مُعَامَلَة	tranzacție	N;NOM;DEF;SG	N;DEF;FEM;SG
المعاملة	tranzacție	مُعَامَلَة	tranzacție	N;NOM;DEF;SG	N;INDF;FEM;SG
المعاملة	tratamentul	مُعَامَلَة	tratament	N;NOM;DEF;SG	N;DEF;MASC;SG
المعاملة	tratamentului	مُعَامَلَة	tratament	N;NOM;DEF;SG	N;DEF;MASC;SG
المعاملة	tratament	مُعَامَلَة	tratament	N;NOM;DEF;SG	N;INDF;MASC;SG
شريان	artera	شِريَان	arteră	N;NOM;INDF;SG	N;DEF;FEM;SG
شريان	arteră	شِريَان	arteră	N;NOM;INDF;SG	N;INDF;FEM;SG
المتغير	variabil	مُتَغَيِّر	variabil	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المتغير	variabilă	مُتَغَيِّر	variabilă	N;NOM;DEF;SG	N;INDF;FEM;SG
المتغير	variabile	مُتَغَيِّر	variabilă	N;NOM;DEF;SG	N;INDF;FEM;PL
المتغير	variabila	مُتَغَيِّر	variabilă	N;NOM;DEF;SG	N;DEF;FEM;SG
شارلوت	charlotte	شَارَل	charlotte		PROPN
ديانا	diana	دِيَانَا	diană		N;DEF;FEM;SG
منتزه	park	منتزه	park		N;INDF;MASC;SG
منتزه	parc	منتزه	parc		N;INDF;MASC;SG
منتزه	parcul	منتزه	parc		N;DEF;MASC;SG
حمادة	hamada	حمادة	hamadă		N;DEF;FEM;SG
الوفاء	îndeplinirea	وَفَاء	îndeplinire	N;NOM;DEF;SG	N;DEF;FEM;SG
الوفاء	îndeplini	وَفَاء	îndeplini	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN
الوفاء	fidelitate	وَفَاء	fidelitate	N;NOM;DEF;SG	N;INDF;FEM;SG
الوفاء	fidelitatea	وَفَاء	fidelitate	N;NOM;DEF;SG	N;DEF;FEM;SG
الوفاء	împliniri	وَفَاء	împlinire	N;NOM;DEF;SG	N;INDF;FEM;PL
الوفاء	împlinirea	وَفَاء	împlinire	N;NOM;DEF;SG	N;DEF;FEM;SG
الوفاء	împlinire	وَفَاء	împlinire	N;NOM;DEF;SG	N;INDF;FEM;SG
تسهيل	facilitarea	تَسهِيل	facilitare	N;NOM;INDF;SG	N;DEF;FEM;SG
تسهيل	facilitarea	تَسهِيل	facilitare	N;NOM;INDF;SG	N;DEF;FEM;SG
تسهيل	facilitează	تَسهِيل	facilita	N;NOM;INDF;SG	V;IND;3;PRS;FIN
تسهيل	facilita	تَسهِيل	facilita	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
انتقد	criticat	اِنتَقَد	criticat	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
انتقد	criticată	اِنتَقَد	critica	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
انتقد	criticat	اِنتَقَد	criticat	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
انتقد	criticată	اِنتَقَد	critica	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
فرعون	faraonul	فرعون	faraon		N;DEF;MASC;SG
فرعون	faraonului	فرعون	faraon		N;DEF;MASC;SG
فرعون	faraon	فرعون	faraon		N;INDF;MASC;SG
شكر	mersi	شَكَر	mersi		
شكر	multumesc	شَكَر	multumi		V;IND;SG;3;PRS;FIN
شكر	multumim	شَكَر	multumim		
شكر	mulțumesc	شَكَر	mulțumi		V;IND;PL;3;PRS;FIN
شكر	mulțumesc	شَكَر	mulțumi		V;IND;PL;3;PRS;FIN
تلقائيا	automată	تِلقَائِيّ	automat	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;SG
تلقائيا	automatic	تِلقَائِيّ	automatic	ADJ;ACC;INDF;MASC;SG	N;INDF;MASC;SG
تلقائيا	automate	تِلقَائِيّ	automat	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;PL
تلقائيا	automat	تِلقَائِيّ	automat	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	automat	تِلقَائِيّ	automat	ADJ;ACC;INDF;MASC;SG	ADV
زائر	vizitatorul	زَائِر	vizitator		N;DEF;MASC;SG
زائر	vizitator	زَائِر	vizitator		N;INDF;MASC;SG
معتمد	acreditate	معتمد	acredita	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
معتمد	certificată	معتمد	certificat	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
معتمد	certificat	معتمد	certificat	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
معتمد	certificate	معتمد	certificat	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
الكوارث	dezastre	كَارِثَة	dezastre	N;NOM;DEF;PL	N;INDF;FEM;PL
الكوارث	dezastrele	كَارِثَة	dezastru	N;NOM;DEF;PL	N;DEF;FEM;PL
الكوارث	dezastrul	كَارِثَة	dezastru	N;NOM;DEF;PL	N;DEF;MASC;SG
الكوارث	dezastru	كَارِثَة	dezastru	N;NOM;DEF;PL	N;INDF;MASC;SG
ميديا	medea	مِيدِيَا	medea		N;DEF;FEM;SG
تلسكوب	telescopul	تَلَسكُوب	telescop		N;DEF;MASC;SG
تلسكوب	telescop	تَلَسكُوب	telescop		N;INDF;MASC;SG
التنقل	mobilitatea	تَنَقُّل	mobilitate	N;NOM;DEF;SG	N;DEF;FEM;SG
التنقل	mobilitate	تَنَقُّل	mobilitate	N;NOM;DEF;SG	N;INDF;FEM;SG
سمعة	reputație	سُمعَة	reputație	N;NOM;INDF;SG	N;INDF;FEM;SG
سمعة	reputația	سُمعَة	reputație	N;NOM;INDF;SG	N;DEF;FEM;SG
سمعة	reputatie	سُمعَة	reputatie	N;NOM;INDF;SG	N;INDF;FEM;SG
هانز	hans	هانز	hans		PROPN
جسيم	particule	جَسِيم	particulă	N;NOM;INDF;SG	N;INDF;FEM;PL
جسيم	particula	جَسِيم	particulă	N;NOM;INDF;SG	N;DEF;FEM;SG
جسيم	particulă	جَسِيم	particulă	N;NOM;INDF;SG	N;INDF;FEM;SG
حنا	hanna	حنا	hannă		N;DEF;FEM;SG
فدان	hectare	فَدَّان	hectare	N;NOM;INDF;SG	N;INDF;FEM;SG
فدان	acri	فَدَّان	acru	N;NOM;INDF;SG	N;INDF;MASC;PL
فدان	acre	فَدَّان	acru	N;NOM;INDF;SG	
فدان	acru	فَدَّان	acru	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تامر	tamer	تَامر	tamer		
الاعلى	top	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	N;INDF;MASC;SG
الاعلى	topul	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	N;DEF;MASC;SG
تفقد	verificare	فَقَد	verificare	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;FEM;SG
تفقد	bifat	فَقَد	bifa	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;MASC;SG
العماني	omani	العماني	oman	N;NOM;DEF;SG	ADJ;INDF;MASC;PL
امبراطورية	imperiul	امبراطورية	imperiu	N;NOM;INDF;SG	N;DEF;MASC;SG
امبراطورية	imperiului	امبراطورية	imperiu	N;NOM;INDF;SG	N;DEF;MASC;SG
بخار	vapori	بخار	vapori	N;NOM;INDF;SG	N;INDF;MASC;PL
بخار	aburi	بخار	abur	N;NOM;INDF;SG	N;INDF;MASC;PL
الاصابة	accidentare	إِصَابَة	accidentare	N;NOM;DEF;SG	N;INDF;FEM;SG
الاصابة	prejudiciu	إِصَابَة	prejudiciu	N;NOM;DEF;SG	N;INDF;MASC;SG
الاصابة	vătămare	إِصَابَة	vătămare	N;NOM;DEF;SG	N;INDF;FEM;SG
وضعية	pozează	وَضعِيَّة	poza	N;NOM;INDF;SG	V;IND;3;PRS;FIN
العلمانية	seculare	عِلمَانِيَّة	secular	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
العلمانية	secularismului	عِلمَانِيَّة	secularism	N;NOM;DEF;SG	N;DEF;MASC;SG
دائري	circulare	دَائِرِيّ	circular	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
دائري	circulară	دَائِرِيّ	circular	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
دائري	circulara	دَائِرِيّ	circulară	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
التدقيق	verific	تَدقِيق	verifica	N;NOM;DEF;SG	V;IND;SG;1;PRS;FIN
التدقيق	verificarea	تَدقِيق	verificare	N;NOM;DEF;SG	N;DEF;FEM;SG
الاراضي	terenuri	أَرض	teren	N;NOM;DEF;PL	N;INDF;FEM;PL
الاراضي	pământurile	أَرض	pământ	N;NOM;DEF;PL	N;DEF;FEM;PL
الاراضي	meleaguri	أَرض	meleag	N;NOM;DEF;PL	N;INDF;FEM;PL
الاراضي	pământuri	أَرض	pământ	N;NOM;DEF;PL	N;INDF;FEM;PL
الاراضي	teritoriile	أَرض	teritoriu	N;NOM;DEF;PL	N;DEF;FEM;PL
الاراضي	teritorii	أَرض	teritoriu	N;NOM;DEF;PL	N;INDF;FEM;PL
الاراضي	teren	أَرض	teren	N;NOM;DEF;PL	N;INDF;MASC;SG
الاراضي	terenuri	أَرض	teren	N;NOM;DEF;PL	N;INDF;FEM;PL
الاراضي	land	أَرض	land	N;NOM;DEF;PL	N;INDF;MASC;SG
الاراضي	pământ	أَرض	pământ	N;NOM;DEF;PL	N;INDF;MASC;SG
المكسيكي	mexicana	مَكسِيكِيّ	mexicana	N;NOM;DEF;SG	ADJ;DEF;FEM;SG
المكسيكي	mexicani	مَكسِيكِيّ	mexican	N;NOM;DEF;SG	N;INDF;MASC;PL
المكسيكي	mexicană	مَكسِيكِيّ	mexican	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المكسيكي	mexicane	مَكسِيكِيّ	mexican	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
المكسيكي	mexican	مَكسِيكِيّ	mexican	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
العينات	probe	عِينَة	probă	N;NOM;DEF;PL	N;INDF;FEM;PL
العينات	mostre	عِينَة	mostru	N;NOM;DEF;PL	N;INDF;FEM;PL
العينات	eșantioane	عِينَة	eșantion	N;NOM;DEF;PL	N;INDF;FEM;PL
عادات	obiceiurile	عَادَة	obicei	N;NOM;INDF;PL	N;DEF;FEM;PL
مدرعة	blindată	مُدَرَّع	blindată	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
مدرعة	blindate	مُدَرَّع	blinda	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
مدرعة	blindată	مُدَرَّع	blindată	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
مدرعة	blindate	مُدَرَّع	blinda	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
مطلوب	nevoie	مَطلُوب	nevoie	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
مطلوب	obligatoriu	مَطلُوب	obligatoriu	ADJ;NOM;INDF;MASC;SG	ADV
مطلوب	necesare	مَطلُوب	necesar	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
مطلوب	necesară	مَطلُوب	necesar	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مطلوب	necesar	مَطلُوب	necesar	ADJ;NOM;INDF;MASC;SG	ADV
مطلوب	dorită	مَطلُوب	dorit	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مطلوب	vrut	مَطلُوب	vrea	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP
جدوى	fezabilitate	جَدوَى	fezabilitate	N;NOM;INDF;SG	N;INDF;FEM;SG
هارت	hart	هَار	hart		PROPN
الحبشة	abisinia	حَبشَة	abisinie	N;NOM;DEF;SG	N;DEF;FEM;SG
التزلج	ski	تَزَلُّج	ski	N;NOM;DEF;SG	
التزلج	schi	تَزَلُّج	schi	N;NOM;DEF;SG	N;INDF;MASC;SG
الكمال	perfect	كَمَال	perfect	N;NOM;DEF;SG	ADV
الكمال	perfecte	كَمَال	perfect	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
الكمال	perfecta	كَمَال	perfecta	N;NOM;DEF;SG	
الكمال	perfectă	كَمَال	perfect	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
الجسور	podurile	جِسر	pod	N;NOM;DEF;PL	N;DEF;FEM;PL
الجسور	poduri	جِسر	pod	N;NOM;DEF;PL	N;INDF;FEM;PL
اللاهوت	teologie	لَاهُوت	teologie	N;NOM;DEF;SG	N;INDF;FEM;SG
مهن	carierele	مهن	carieră	N;NOM;INDF;PL	N;DEF;FEM;PL
بيتش	plajă	بيتش	plajă		N;INDF;FEM;SG
بيتش	plaja	بيتش	plajă		N;DEF;FEM;SG
بيتش	beach	بيتش	beach		N;INDF;MASC;SG
بيتش	piersici	بيتش	piersice		
بيتش	piersica	بيتش	piersică		N;DEF;FEM;SG
بيتش	piersică	بيتش	piersică		N;INDF;FEM;SG
بيتش	peach	بيتش	peach		N;INDF;MASC;SG
مترجمة	tradus	مُتَرَجِّم	traduce	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
مترجمة	traduse	مُتَرَجِّم	traduce	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
الجين	gene	جِين	geană	N;NOM;DEF;SG	N;INDF;FEM;PL
الجين	genă	جِين	genă	N;NOM;DEF;SG	N;INDF;FEM;SG
الجين	gena	جِين	genă	N;NOM;DEF;SG	N;DEF;FEM;SG
الوصل	conectare	وَصَل	conectare	N;NOM;DEF;SG	N;INDF;FEM;SG
الوصل	conectarea	وَصَل	conectare	N;NOM;DEF;SG	N;DEF;FEM;SG
الوالدين	parinti	الدالدين	parinti	N;NOM;DEF;PL	
الوالدين	părinți	الدالدين	părinte	N;NOM;DEF;PL	N;INDF;MASC;PL
الوالدين	parintii	الدالدين	parinte	N;NOM;DEF;PL	N;DEF;MASC;PL
الوالدين	părinții	الدالدين	părinte	N;NOM;DEF;PL	N;DEF;MASC;PL
وعاء	navă	وَعَاءَ	navă	N;NOM;INDF;SG	N;INDF;FEM;SG
وعاء	potul	وَعَاءَ	pot	N;NOM;INDF;SG	N;DEF;MASC;SG
وعاء	oala	وَعَاءَ	oală	N;NOM;INDF;SG	N;DEF;FEM;SG
وعاء	oală	وَعَاءَ	oală	N;NOM;INDF;SG	N;INDF;FEM;SG
ميرزا	mirza	ميرزا	mirză		PROPN
المفصل	detaliat	مُفَصَّل	detaliat	N;NOM;DEF;SG	ADJ;INDF;MASC;SG
المفصل	detaliată	مُفَصَّل	detaliat	N;NOM;DEF;SG	ADJ;INDF;FEM;SG
المفصل	detaliate	مُفَصَّل	detalia	N;NOM;DEF;SG	ADJ;INDF;FEM;PL
المفصل	balamale	مُفَصَّل	balamal	N;NOM;DEF;SG	N;INDF;FEM;PL
المفصل	balama	مُفَصَّل	balamă	N;NOM;DEF;SG	N;DEF;FEM;SG
جيبوتي	djibouti	جِيبُوتِي	djibout		PROPN
