hovards	howard	hovards	howard	PROPN;NOM;MASC;SG	N;MASC;SG
pelēkās	grey	pelēka	grey	ADJ;NOM;FEM;PL	N;MASC;SG
pelēkās	cinzentos	pelēka	cinzento	ADJ;NOM;FEM;PL	N;MASC;PL
skaitās	condes	skaitīties	conde	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;MASC;PL
skaitās	contagens	skaitīties	contagem	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;PL
lūkas	escotilha	lūka	escotilha	N;NOM;FEM;PL	N;FEM;SG
lūkas	alçapão	lūka	alçapão	N;NOM;FEM;PL	N;MASC;SG
lūkas	hatch	lūka	hatch	N;NOM;FEM;PL	N;MASC;SG
tipiska	típicas	tipiska	típico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
tipiska	típicos	tipiska	típico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
viedokļi	vistas	viedoklis	vestir	N;NOM;MASC;PL	V;FEM;PL;V.PTCP
ternopiļas	ternopil	ternopila	ternopil	N;NOM;FEM;PL	N;MASC;SG
pole	pólo	pole	pólo	PROPN;NOM;FEM;SG	N;MASC;SG
pole	pole	pole	pole	PROPN;NOM;FEM;SG	N;MASC;SG
pole	polo	pole	polo	PROPN;NOM;FEM;SG	N;MASC;SG
pole	poste	pole	poste	PROPN;NOM;FEM;SG	N;MASC;SG
pole	varão	pole	varão	PROPN;NOM;FEM;SG	N;MASC;SG
spējīgi	capaz	spējīgs	capaz	ADJ;NOM;MASC;PL	ADJ;MASC;SG
jaunība	jovens	jaunība	jovem	N;NOM;FEM;SG	N;MASC;PL
sat	sab	sat	sab		N;MASC;SG
sat	sentei	sat	sentar		V;IND;SG;1;PST;FIN
sat	sentado	sat	sentar		V;MASC;SG;V.PTCP
sat	sáb	sat	sábado		N;MASC;SG
sat	sat	sat	sat		N;MASC;SG
emi	ime	emīt	ime		N;MASC;SG
emi	emi	emīt	eme		N;MASC;SG
rezervē	reserva	rezerve	reserva	V;FH;IND;SG;2;POS;PRS;FIN;ACT	N;FEM;SG
rezervē	reserve	rezerve	reserver	V;FH;IND;SG;2;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
pārvarēt	superação	pārvarēt	superação	V;POS;NFIN	N;FEM;SG
apvienots	combinadas	apvienot	combinar	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
apvienots	combinados	apvienot	combinado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
apvienots	fundidos	apvienot	fundido	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
viesis	convidado	viesis	convidar	N;NOM;MASC;SG	V;MASC;SG;V.PTCP
viesis	convidados	viesis	convidado	N;NOM;MASC;SG	N;MASC;PL
viesis	convidada	viesis	convidar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
limited	limitado	limited	limitar		V;MASC;SG;V.PTCP
limited	limitados	limited	limitar		V;MASC;PL;V.PTCP
limited	limitadas	limited	limitar		V;FEM;PL;V.PTCP
limited	limited	limited	limited		N;MASC;SG
limited	limitada	limited	limitar		V;FEM;SG;V.PTCP
aristotelis	aristóteles	aristotelis	aristótele	N;NOM;MASC;SG	N;MASC;PL
panama	panamá	panams	panamá	PROPN;NOM;FEM;SG	N;MASC;SG
migrācija	migrações	migrācija	migração	N;NOM;FEM;SG	N;FEM;PL
atkarīgi	dependentes	atkarīgi	dependente	ADV	N;MASC;PL
atkarīgi	dependente	atkarīgi	dependente	ADV	ADJ;MASC;SG
atkarīgi	viciado	atkarīgi	viciar	ADV	V;MASC;SG;V.PTCP
atkarīgi	viciados	atkarīgi	viciar	ADV	V;MASC;PL;V.PTCP
atkarīgi	viciada	atkarīgi	viciar	ADV	V;FEM;SG;V.PTCP
tvaiku	vapores	tvaika	vapor	N;ACC;MASC;SG	N;MASC;PL
fidži	fiji	fidži	fijir		N;FEM;SG
goes	goes	goes	goes		N;MASC;SG
pārliecināts	claro	pārliecināt	claro	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADV
pārliecināts	convencidos	pārliecināt	convencer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
pārliecināts	convencidas	pārliecināt	convencer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
pārliecināts	convicto	pārliecināt	convicto	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;MASC;SG
astotais	oitava	astots	oitavo	ADJ;NOM;DEF;MASC;SG	N;FEM;SG
inovāciju	inovações	inovācija	inovação	N;ACC;FEM;SG	N;FEM;PL
uzbrucēji	ofensa	uzbrucēt	ofenso	N;NOM;MASC;PL	N;FEM;SG
tumšs	dark	tumšs	dark	ADJ;NOM;MASC;SG	N;MASC;SG
investīcijas	investimento	investīcija	investimento	N;NOM;FEM;PL	N;MASC;SG
investīcijas	investimento	investīcija	investimento	N;NOM;FEM;PL	N;MASC;SG
pārbauda	verificação	pārbaudīt	verificação	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
pārbauda	verifique	pārbaudīt	verificar	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
pārbauda	verifique	pārbaudīt	verificar	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
pārbauda	confira	pārbaudīt	confirar	V;FH;IND;3;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
pārbauda	verificação	pārbaudīt	verificação	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
ženēvā	genebra	ženēvs	genebra	PROPN;ESS;FEM;SG	N;FEM;SG
patiesība	verdadeiro	patiesība	verdadeiro	N;NOM;FEM;SG	ADJ;MASC;SG
patiesība	verdadeira	patiesība	verdadeiro	N;NOM;FEM;SG	ADJ;FEM;SG
ieņēmumi	renda	ieņēmums	renda	N;NOM;MASC;PL	N;FEM;SG
ieņēmumi	rendimento	ieņēmums	rendimento	N;NOM;MASC;PL	N;MASC;SG
ieņēmumi	receita	ieņēmums	receita	N;NOM;MASC;PL	N;FEM;SG
iegūšana	adquirindo	iegūšana	adquirir	N;NOM;FEM;SG	V;V.MSDR
iegūšana	aquisições	iegūšana	aquisição	N;NOM;FEM;SG	N;FEM;PL
bordo	bordeaux	bords	bordeaux	PROPN	N;FEM;SG
bordo	bordéus	bords	bordéu	PROPN	N;MASC;SG
bordo	burgundy	bords	burgundy	PROPN	N;MASC;SG
bordo	borgonha	bords	borgonha	PROPN	N;FEM;SG
atļauta	autorizadas	atļaut	autorizar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
atļauta	autorizados	atļaut	autorizar	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
atļauta	permitidos	atļaut	permitir	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
atļauta	permitidas	atļaut	permitir	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
atļauta	permitidos	atļaut	permitir	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
trešdaļas	terços	trešdaļa	terço	N;NOM;FEM;PL	ADJ;MASC;PL
atkarīgas	dependentes	atkarīga	dependente	ADJ;NOM;FEM;PL	N;MASC;PL
atkarīgas	dependente	atkarīga	dependente	ADJ;NOM;FEM;PL	ADJ;MASC;SG
lada	lada	ladīt	lada	PROPN;NOM;FEM;SG	N;MASC;SG
saņemšanas	recebimento	saņemšana	recebimento	N;NOM;FEM;PL	N;MASC;SG
saņemšanas	recepção	saņemšana	recepção	N;NOM;FEM;PL	N;FEM;SG
saņemšanas	recibo	saņemšana	recibo	N;NOM;FEM;PL	N;MASC;SG
zinu	conheça	zināt	conhecer	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
zinu	saiba	zināt	saber	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
zinu	sabe	zināt	saber	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
zinu	zee	zināt	zee	V;FH;IND;SG;1;POS;PRS;FIN;ACT	N;FEM;SG
taizemes	tailandesa	taizeme	tailandês	N;NOM;FEM;PL	N;FEM;SG
taizemes	tailandês	taizeme	tailandês	N;NOM;FEM;PL	N;MASC;SG
taizemes	thai	taizeme	thai	N;NOM;FEM;PL	N;MASC;SG
aizstāt	substituição	aizstāt	substituição	V;POS;NFIN	N;FEM;SG
apvienošanos	concentrações	apvienošanās	concentração	N;ACC;FEM;SG	N;FEM;PL
apvienošanos	fusões	apvienošanās	fusão	N;ACC;FEM;SG	N;FEM;PL
pārbaudi	verificar	pārbaude	verificar	N;ACC;FEM;SG	V;NFIN
pārbaudi	verifique	pārbaude	verificar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
pārbaudi	confira	pārbaude	confirar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
slavenais	famosas	slavenais	famoso	ADJ;NOM;MASC;SG	ADJ;FEM;PL
slavenais	famosos	slavenais	famoso	ADJ;NOM;MASC;SG	N;MASC;PL
testa	testar	tests	testar	N;NOM;MASC;SG	V;NFIN
gatavi	pronto	gatavs	pronto	ADJ;NOM;MASC;PL	ADJ;MASC;SG
gatavi	preparados	gatavs	preparar	ADJ;NOM;MASC;PL	V;MASC;PL;V.PTCP
gatavi	pronta	gatavs	pronto	ADJ;NOM;MASC;PL	ADJ;FEM;SG
gatavi	preparado	gatavs	preparar	ADJ;NOM;MASC;PL	V;MASC;SG;V.PTCP
kirils	kirill	kirils	kirill	PROPN;NOM;MASC;SG	N;MASC;SG
kirils	cirilo	kirils	cirilo	PROPN;NOM;MASC;SG	N;MASC;SG
amerika	américas	amerika	américo	N;NOM;FEM;SG	N;FEM;PL
vērtīga	valiosas	vērtīga	valioso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
vērtīga	valiosos	vērtīga	valioso	ADJ;NOM;FEM;SG	ADJ;MASC;PL
toni	tons	tonis	tom	N;ACC;MASC;SG	N;MASC;PL
sabrukšanas	decaimento	sabrukšana	decaimento	N;NOM;FEM;PL	N;MASC;SG
sabrukšanas	decadência	sabrukšana	decadência	N;NOM;FEM;PL	N;FEM;SG
emocijas	emoção	emocija	emoção	N;NOM;FEM;PL	N;FEM;SG
audzināšanas	paternidade	audzināšana	paternidade	N;NOM;FEM;PL	N;FEM;SG
palestīnā	palestina	palestīna	palestina	PROPN;ESS;FEM;SG	N;FEM;SG
rezidences	residência	rezidence	residência	N;NOM;FEM;PL	N;FEM;SG
izlaist	skip	izlaist	skip	V;POS;NFIN	N;MASC;SG
bezkrāsains	incolor	bezkrāsains	incolor	ADJ;NOM;MASC;SG	N;MASC;SG
bezkrāsains	incolor	bezkrāsains	incolor	ADJ;NOM;MASC;SG	N;MASC;SG
atklājumi	descobertas	atklājums	descobrir	N;NOM;MASC;PL	V;FEM;PL;V.PTCP
zilonis	elefantes	zilonis	elefante	N;NOM;MASC;SG	N;MASC;PL
misūri	missouri	misūri	missouri	PROPN;NOM;FEM;SG	N;MASC;SG
gatava	preparados	gatava	preparar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
gatava	prontos	gatava	pronto	ADJ;NOM;FEM;SG	ADJ;MASC;PL
gatava	preparado	gatava	preparar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
odzes	vipers	odze	viper	N;NOM;FEM;PL	N;MASC;SG
apstrāde	processando	apstrāde	processar	N;NOM;FEM;SG	V;V.MSDR
apstrāde	tratamentos	apstrāde	tratamento	N;NOM;FEM;SG	N;MASC;PL
profesionālais	professional	profesionāls	professional	ADJ;NOM;MASC;SG	N;MASC;SG
profesionālais	profissionais	profesionāls	profissional	ADJ;NOM;MASC;SG	N;MASC;PL
profesionālais	profissional	profesionāls	profissional	ADJ;NOM;MASC;SG	N;MASC;SG
ķirurģijas	cirúrgica	ķirurģija	cirúrgico	N;NOM;FEM;PL	N;FEM;SG
ķirurģijas	cirúrgico	ķirurģija	cirúrgico	N;NOM;FEM;PL	N;MASC;SG
silva	silva	silva	silva	PROPN;NOM;FEM;SG	N;MASC;SG
novērojamas	observável	novērot	observável	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS	ADJ;MASC;SG
novērojamas	observáveis	novērot	observável	V;NOM;INDF;FEM;PL;PRS;V.PTCP;PASS	ADJ;MASC;PL
traucē	obstrução	traucēt	obstrução	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
fib	fbi	fib	ser	PROPN	N;MASC;SG
ziņots	comunicados	ziņot	comunicado	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
zināja	sabia	zināt	saber	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
zināja	conhecia	zināt	conhecer	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
zināja	sabiam	zināt	saber	V;FH;IND;3;POS;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
galerijas	galeria	galerija	galeria	N;NOM;FEM;PL	N;FEM;SG
cukuru	açúcares	cukurs	açúcar	N;ACC;MASC	N;MASC;PL
cukuru	açúcar	cukurs	açúcar	N;ACC;MASC	N;MASC;SG
cukuru	sugar	cukurs	sugar	N;ACC;MASC	V;NFIN
cukuru	açucar	cukurs	açucar	N;ACC;MASC	N;MASC;SG
bojājumi	lesão	bojājums	lesão	N;NOM;MASC;PL	N;FEM;SG
uzlabojumi	melhoramento	uzlabojums	melhoramento	N;NOM;MASC;PL	N;MASC;SG
uzlabojumi	aperfeiçoamento	uzlabojums	aperfeiçoamento	N;NOM;MASC;PL	N;MASC;SG
uzlabojumi	melhoria	uzlabojums	melhoria	N;NOM;MASC;PL	N;FEM;SG
bruņas	blindagem	bruņas	blindagem	N;NOM;FEM	N;FEM;SG
bruņas	armadura	bruņas	armadura	N;NOM;FEM	N;FEM;SG
bruņas	armaduras	bruņas	armadura	N;NOM;FEM	N;FEM;PL
bruņas	blindagem	bruņas	blindagem	N;NOM;FEM	N;FEM;SG
bruņas	armadura	bruņas	armadura	N;NOM;FEM	N;FEM;SG
bruņas	armaduras	bruņas	armadura	N;NOM;FEM	N;FEM;PL
eksports	exporta	eksports	exportar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
eksports	exportações	eksports	exportação	N;NOM;MASC;SG	N;FEM;PL
eksports	exporta	eksports	exportar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
eksports	exportações	eksports	exportação	N;NOM;MASC;SG	N;FEM;PL
eksports	exportar	eksports	exportar	N;NOM;MASC;SG	V;NFIN
src	src	src	src		N;MASC;SG
melodija	melodias	melodija	melodia	N;NOM;FEM;SG	N;FEM;PL
čīle	chile	čīle	chile	PROPN;NOM;FEM;SG	N;MASC;SG
atļaujas	permissões	atļauties	permissão	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;FEM;PL
zosu	gansos	zoss	ganso	N;ACC;MASC;SG	N;MASC;PL
studio	estudio	studio	estudio		N;MASC;SG
studio	ateliê	studio	ateliê		N;MASC;SG
studio	studio	studio	studio		N;MASC;SG
studio	estúdio	studio	estúdio		N;MASC;SG
studio	estúdios	studio	estúdio		N;MASC;PL
sventokšiskas	świętokrzyskie	sventokšiska	świętokrzyskie	ADJ;NOM;FEM;PL	N;MASC;PL
dūmu	fumar	dūmi	fumar	N;ACC;MASC;SG	V;NFIN
dūmu	fumos	dūmi	ser	N;ACC;MASC;SG	N;MASC;PL
dūmu	fuma	dūmi	fumar	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
pensijā	aposentado	pensija	aposentar	N;ESS;FEM;SG	V;MASC;SG;V.PTCP
pensijā	reformado	pensija	reformado	N;ESS;FEM;SG	V;MASC;SG;V.PTCP
pensijā	reformados	pensija	reformar	N;ESS;FEM;SG	V;MASC;PL;V.PTCP
pensijā	aposentados	pensija	aposentado	N;ESS;FEM;SG	N;MASC;PL
pensijā	aposentar	pensija	aposentar	N;ESS;FEM;SG	V;NFIN
polis	polis	polis	poli	PROPN;NOM;MASC;SG	N;FEM;SG
polis	pólo	polis	pólo	PROPN;NOM;MASC;SG	N;MASC;SG
polis	pole	polis	pole	PROPN;NOM;MASC;SG	N;MASC;SG
polis	polo	polis	polo	PROPN;NOM;MASC;SG	N;MASC;SG
polis	poste	polis	poste	PROPN;NOM;MASC;SG	N;MASC;SG
polis	varão	polis	varão	PROPN;NOM;MASC;SG	N;MASC;SG
taivānas	taiwan	taivāna	taiwan	PROPN;NOM;FEM;PL	N;MASC;SG
taivānas	formosa	taivāna	formoso	PROPN;NOM;FEM;PL	N;FEM;SG
neue	neue	neuet	neue		N;MASC;SG
klīniskā	clínico	klīnisks	clínico	ADJ;NOM;FEM;SG	N;MASC;SG
klīniskā	clínicas	klīnisks	clínica	ADJ;NOM;FEM;SG	N;FEM;PL
klīniskā	clínica	klīnisks	clínica	ADJ;NOM;FEM;SG	N;FEM;SG
zunda	sunda	zunds	sunda	PROPN;NOM;FEM;SG	N;MASC;SG
mogiļevas	mogilev	mogiļeva	mogilev	N;NOM;FEM;PL	N;MASC;SG
