और	och	और	och		CONJ
भीतर	insidan	भीतर	insida	ADV;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
भीतर	inuti	भीतर	inuti	ADV;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
भीतर	inom	भीतर	inom	ADV;NOM;MASC;SG;3	ADP
मौजूद	existerar	मौजूद	existera	ADJ	V;IND;PRS;FIN;ACT
मौजूद	existera	मौजूद	existera	ADJ	V;IMP;FIN;ACT
मौजूद	närvarande	मौजूद	närvarande	ADJ	N;NOM;INDF;NEUT;SG
मौजूद	present	मौजूद	present	ADJ	N;NOM;INDF;MASC+FEM;SG
मौजूद	nutid	मौजूद	nutid	ADJ	N;NOM;INDF;MASC+FEM;SG
कांग्रेस	kongressen	कांग्रेस	kongress	PROPN;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
कांग्रेस	congress	कांग्रेस	congress	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कांग्रेस	kongress	कांग्रेस	kongress	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
सम्मान	respekterar	सम्मान	respektera	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
सम्मान	respektera	सम्मान	respektera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
सम्मान	hedra	सम्मान	hedra	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
नृत्य	dansa	नृत्य	dansa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
नृत्य	dansar	नृत्य	dansa	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
सामूहिक	kollektiv	सामूहिक	kollektiv	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
स्रोत	källor	स्रोत	källa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लगे	lage	लग	lage	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;NOM
एकल	enda	एकल	enda	N;NOM;MASC;SG;3	ADJ;NOM
एकल	ensamstående	एकल	ensamstående	N;NOM;MASC;SG;3	ADJ;NOM
एकल	enstaka	एकल	enstaka	N;NOM;MASC;SG;3	ADJ;NOM
संकेत	omgående	संकेत	omgående	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
संकेत	signalera	संकेत	signalera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
संकेत	antydningar	संकेत	antydning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मानक	standarden	मानक	standard		N;NOM;DEF;MASC+FEM;SG
मानक	standard	मानक	standard		N;NOM;INDF;MASC+FEM;SG
बताया	berättat	बता	berätta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
स्वतंत्रता	liberty	स्वतन्त्रता	liberty	N;NOM;FEM;SG;3	PROPN;NOM
स्वतंत्रता	oberoende	स्वतन्त्रता	oberoende	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
स्वतंत्रता	självständigt	स्वतन्त्रता	självständig	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
स्वतंत्रता	independence	स्वतन्त्रता	independence	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
यौगिक	sammansatt	यौगिक	sammansatt	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
विकि	wiki	विकि	wiki		N;NOM;INDF;MASC+FEM;SG
विद्यालय	skolor	विद्यालय	skola	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विद्यालय	skolorna	विद्यालय	skola	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
अंतर्राष्ट्रीय	internationalen	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
अंतर्राष्ट्रीय	internationell	अंतर्राष्ट्रीय	internationell	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
अंतर्राष्ट्रीय	internationella	अंतर्राष्ट्रीय	internationell	PROPN;NOM;SG;3	ADJ;NOM;PL
अंतर्राष्ट्रीय	internationellt	अंतर्राष्ट्रीय	internationell	PROPN;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
विशाल	enormt	विशाल	enorm	ADJ;NOM	ADV
विशाल	enormt	विशाल	enorm	ADJ;NOM	ADV
विशाल	large	विशाल	large	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
विशाल	massive	विशाल	massive	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
गैर	icke	गैर	icke		PART;NEG
गैर	non	गैर	non		N;NOM;INDF;NEUT;SG
बंगाल	bengal	बंगाल	bengal	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
कानून	lagar	कानून	lag	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
महान	jättebra	महान	jättebra	ADJ	N;NOM;INDF;NEUT;SG
महान	toppen	महान	topp	ADJ	N;NOM;DEF;MASC+FEM;SG
बल	tvinga	बल	tving	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
तहत	under	तहत	under	CONJ	ADP
उपचार	åtgärda	उपचार	åtgärda	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
उपचार	avhjälpa	उपचार	avhjälpa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
उपचार	behandlingsmetoder	उपचार	behandlingsmetod	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
उपचार	behandlingar	उपचार	behandling	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
केन्द्र	centrum	केंद्र	centrum	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
केन्द्र	center	केंद्र	cent	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
केन्द्र	mitten	केंद्र	mitt	PROPN;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;SG
केन्द्र	centrumet	केंद्र	centrum	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
केन्द्र	centrum	केंद्र	centrum	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
केन्द्र	centre	केंद्र	cena	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
अवस्था	statliga	अवस्था	statlig	N;NOM;FEM;SG;3	ADJ;NOM;PL
अवस्था	statligt	अवस्था	statlig	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
लागू	tillämpad	लागू	tillämpad	ADJ	N;NOM;INDF;MASC+FEM;SG
लागू	tillämpas	लागू	tillämpa	ADJ	V;IND;PRS;FIN;PASS
लागू	tillämpa	लागू	tillämpa	ADJ	V;IMP;FIN;ACT
लागू	applicera	लागू	applicera	ADJ	V;IMP;FIN;ACT
निजी	basse	निजी	basse	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
निर्णय	omdöme	निर्णय	omdöme	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
निर्णय	omdöme	निर्णय	omdöme	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
निर्णय	avgöranden	निर्णय	avgörande	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
जॉन	johannes	जॉन	johan	PROPN;NOM;MASC;SG;3	PROPN;NOM
जॉन	john	जॉन	john	PROPN;NOM;MASC;SG;3	PROPN;NOM
जॉन	johan	जॉन	joha	PROPN;NOM;MASC;SG;3	PROPN;NOM
मिला	funnen	मिल	finna	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
मिला	hittad	मिल	hittad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
मिला	hittades	मिल	hitta	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
मिला	hittas	मिल	hitta	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;PASS
मिला	hittat	मिल	hitta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
मिला	got	मिल	got	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
मिला	mila	मिल	mila	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
घंटे	timmar	घंटा	timme	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
घंटे	öppettider	घंटा	öppettid	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
वंश	dynastin	वंश	dynastin	N;NOM;MASC;SG;3	ADJ;NOM;DEF;RL
प्रारंभिक	initial	प्रारंभिक	initial	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
प्रारंभिक	preliminärt	प्रारंभिक	preliminär	ADJ;NOM	ADV
मुक्त	free	मुक्त	free	ADJ	V;IMP;FIN;ACT
मुक्त	fritt	मुक्त	fri	ADJ	ADV
बल्कि	aye	बल्कि	aye	CONJ	N;NOM;INDF;NEUT;SG
बल्कि	snarare	बल्कि	snarare	CONJ	ADJ;NOM;CMPR
बल्कि	hellre	बल्कि	gärna	CONJ	ADV;CMPR
परन्तु	men	परन्तु	men		CONJ
मनुष्य	mänskliga	मनुष्य	mänsklig	N;NOM;MASC;SG;3	ADJ;NOM;PL
मनुष्य	mänsklig	मनुष्य	mänsklig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
मनुष्य	mänskligt	मनुष्य	mänsklig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मनुष्य	man	मनुष्य	man	N;NOM;MASC;SG;3	PRO;NOM;INDF;MASC+FEM;SG
उपकरण	verktyget	उपकरण	verktyg	N;NOM;MASC;PL;3	N;NOM;DEF;NEUT;SG
उपकरण	verktyg	उपकरण	verktyg	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
उपकरण	utrustning	उपकरण	utrustning	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
उपकरण	anordning	उपकरण	anordning	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
उपकरण	enhet	उपकरण	enhet	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
उपकरण	enheten	उपकरण	enhet	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;SG
उपकरण	verktyg	उपकरण	verktyg	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
नेपाल	nepal	नेपाल	nepal	PROPN;NOM;MASC;SG;3	PROPN;NOM
बदलाव	ändra	बदलाव	ändra	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
बदलाव	byt	बदलाव	byta	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
बदलाव	byta	बदलाव	byta	N;NOM;MASC;SG;3	V;NFIN;ACT
अनुमति	behörigheter	अनुमति	behörighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
अनुमति	tillåts	अनुमति	tillåta	N;NOM;FEM;SG;3	V;IND;PRS;FIN;PASS
अनुमति	tillåtet	अनुमति	tillåtet	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
अनुमति	tillåten	अनुमति	tillåten	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
वापस	tillbaks	वापस	tillbaks	ADJ	ADV
वापस	tillbaka	वापस	tillbaka	ADJ	ADV
वापस	bakåt	वापस	bakåt	ADJ	ADV
वापस	rygg	वापस	rygg	ADJ	N;NOM;INDF;MASC+FEM;SG
वापस	backa	वापस	backa	ADJ	V;IMP;FIN;ACT
यूरोपीय	eu	यूरोपीय	eu	PROPN;NOM;SG;3	PROPN;NOM
यूरोपीय	europe	यूरोपीय	europe	PROPN;NOM;SG;3	N;NOM
यूरोपीय	europa	यूरोपीय	europa	PROPN;NOM;SG;3	PROPN;NOM
यूरोपीय	europeisk	यूरोपीय	europeisk	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
यूरोपीय	europeiskt	यूरोपीय	europeisk	PROPN;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
यूरोपीय	europeiska	यूरोपीय	europeisk	PROPN;NOM;SG;3	ADJ;NOM;PL
यूरोपीय	europé	यूरोपीय	europé	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
पटना	patna	पटना	patna	PROPN;NOM;MASC;SG;3	PROPN;NOM
साधारण	enkla	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
साधारण	enkelt	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
साधारण	enkel	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
साधारण	trivialt	साधारण	trivial	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
साधारण	medelmåttig	साधारण	medelmåttig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
साधारण	medioker	साधारण	mediok	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
साधारण	allmän	साधारण	allmän	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
साधारण	allmänna	साधारण	allmän	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
साधारण	allmänt	साधारण	allmän	PROPN;NOM;MASC;SG;3	ADV
देखने	visning	देख	visning	V;ACC;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
पंजाब	punjab	पंजाब	punjab	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दक्षिणी	sydlig	दक्षिणी	sydlig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
दक्षिणी	södra	दक्षिणी	södra	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;SG
दक्षिणी	syd	दक्षिणी	syd	PROPN;NOM;MASC;SG;3	PROPN;NOM
दक्षिणी	söderut	दक्षिणी	söderut	PROPN;NOM;MASC;SG;3	ADV
दक्षिणी	söder	दक्षिणी	söder	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दक्षिणी	södra	दक्षिणी	södra	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;SG
नया	nyhet	नया	nyhet	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
नया	nya	नया	ny	ADJ;NOM;MASC;SG	ADJ;NOM;PL
अनुवाद	översätta	अनुवाद	översätta	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
अनुवाद	översätt	अनुवाद	översätt	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
अनुवाद	översättningar	अनुवाद	översättning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
समुदाय	gemenskaperna	समुदाय	gemenskap	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
समुदाय	samhällen	समुदाय	samhälle	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
समुदाय	gemenskaper	समुदाय	gemenskap	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मान	värdena	मान	värde	V;SG;FIN;ACT	N;NOM;DEF;NEUT;PL
मान	värden	मान	värde	V;SG;FIN;ACT	N;NOM;INDF;NEUT;PL
मान	värderingar	मान	värdering	V;SG;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
मान	värde	मान	värde	V;SG;FIN;ACT	N;NOM;INDF;NEUT;SG
हाल	senaste	हाल	sen	N;NOM;MASC;SG;3	ADJ;NOM;DEF;RL
हाल	nyligen	हाल	nyligen	N;NOM;MASC;SG;3	ADV
चला	run	चल	run	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
चला	spring	चल	spring	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
पक्ष	gynna	पक्ष	gynna	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पक्ष	side	पक्ष	side	N;NOM;MASC;SG;3	PROPN;NOM
दृश्य	visningar	दृश्य	visning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दृश्य	vyer	दृश्य	vyr	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दृश्य	åsikter	दृश्य	åsikt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
दृश्य	synlig	दृश्य	synlig	N;NOM;MASC;SG;3	ADJ;NOM;DEF;SG
दृश्य	synligt	दृश्य	synlig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
दृश्य	synliga	दृश्य	synlig	N;NOM;MASC;SG;3	ADJ;NOM;PL
दृश्य	visa	दृश्य	visa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
भोजन	måltider	भोजन	måltid	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
शिव	shiva	शिव	shiva	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
मॉडल	modeller	मॉडल	modell	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मॉडल	modellerna	मॉडल	modell	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
मॉडल	förlagor	मॉडल	förlaga	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मुंबई	bombay	मुंबई	bombay	PROPN;NOM;FEM;SG;3	PROPN;NOM
मुंबई	mumbai	मुंबई	mumbai	PROPN;NOM;FEM;SG;3	PROPN;NOM
आयोजित	innehas	आयोजित	inneha	ADJ	V;IND;PRS;FIN;PASS
आयोजित	höll	आयोजित	hålla	ADJ	V;IND;PST;FIN;ACT
आयोजित	hölls	आयोजित	hålla	ADJ	V;IND;FIN;PASS
आयोजित	hålls	आयोजित	hålla	ADJ	V;IND;PRS;FIN;PASS
प्रकाशन	publicera	प्रकाशन	publicera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
प्रकाशन	publicerar	प्रकाशन	publicera	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अतः	alltså	अतः	alltså		ADV
अतः	därför	अतः	därför		ADV
मिलियन	milan	मिलियन	milan		PROPN;NOM
मिलियन	milano	मिलियन	milano		PROPN;NOM
मिलियन	miljon	मिलियन	miljon		N;NOM;INDF;MASC+FEM;SG
मिलियन	miljoner	मिलियन	miljon		N;NOM;INDF;MASC+FEM;PL
मिलियन	miljontals	मिलियन	miljontal		N;GEN;INDF;NEUT;PL
मिलियन	miljoner	मिलियन	miljon		N;NOM;INDF;MASC+FEM;PL
पांच	five	पांच	five	NUM	N;NOM;INDF;NEUT;SG
संचालित	brukas	संचालित	bruka	ADJ	V;IND;PRS;FIN;PASS
संचालित	drivs	संचालित	driva	ADJ	V;IND;PRS;FIN;PASS
उससे	honom	वह	han	PRO;SG;3	PRO;ACC;DEF;MASC+FEM;SG
वहां	där	वहाँ	där	PRO;NOM	ADV
मन	mann	मन	mann	N;NOM;MASC;SG;3	PROPN;NOM
ऑस्ट्रेलिया	australien	ऑस्ट्रेलिया	australien	PROPN;NOM;MASC;SG;3	PROPN;NOM
सागर	sagar	सागर	sag	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सागर	sea	सागर	se	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सागर	sjö	सागर	sjö	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सागर	hav	सागर	hav	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
सागर	havet	सागर	hav	PROPN;NOM;MASC;SG;3	N;NOM;DEF;NEUT;SG
सक्रिय	adjektiv	सक्रिय	adjektiv	ADJ	N;NOM;INDF;NEUT;PL
सक्रिय	aktivt	सक्रिय	aktiv	ADJ	ADV
आया	aya	आ	ay	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
निश्चित	vissa	निश्चित	vissa	ADJ;NOM	PRO;INDF;PL
छोड़	ledighet	छोड	ledighet	V;ACT	N;NOM;INDF;MASC+FEM;SG
कृपया	snälla	कृपया	snälla	V;SG;FIN;ACT	ADJ;NOM;PL
कृपया	vänligen	कृपया	vänligen	V;SG;FIN;ACT	ADV
जर्मनी	tyska	जर्मनी	tysk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
जर्मनी	tysk	जर्मनी	tysk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
जर्मनी	tyskt	जर्मनी	tysk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
जर्मनी	tyskland	जर्मनी	tyskland	PROPN;NOM;MASC;SG;3	PROPN;NOM
हासिल	uppnådde	हासिल	uppnå	ADJ	V;IND;PST;FIN;ACT
लंदन	london	लंदन	london	PROPN;NOM;MASC;SG;3	PROPN;NOM
जापान	japan	जापान	japa	PROPN;NOM;MASC;SG;3	PROPN;NOM
वस्तु	materiellt	वस्तु	materiell	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
स्वरूप	formatera	स्वरूप	formatera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
जीत	vinna	जीत	vinna	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
जीत	vinn	जीत	vinna	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
जीत	vinner	जीत	vinna	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
जीत	vinster	जीत	vinst	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
जीत	segrar	जीत	segra	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
अध्यक्ष	högtalare	अध्यक्ष	högtalare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
अध्यक्ष	talare	अध्यक्ष	talare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
राज्यों	staterna	राज्य	stat	N;ACC;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
राज्यों	stater	राज्य	stat	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
राज्यों	delstater	राज्य	delstat	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
मामले	fall	मामला	fall	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
विजेता	vinnarna	विजेता	vinna	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
बाजार	basar	बाजार	basa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
बाजार	marknaderna	बाजार	marknad	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
बाजार	marknader	बाजार	marknad	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लीग	ligor	लीग	liga	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
मिलती	umgänge	मिल	umgänge	V;IPFV;FEM;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
कविता	dikt	कविता	dikt	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
कविता	poesi	कविता	poesi	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
तरफ	sidan	तरफ	sida	ADV;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;SG
तरफ	side	तरफ	side	ADV;NOM;FEM;SG;3	PROPN;NOM
तरफ	sido	तरफ	sido	ADV;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
दिसंबर	december	दिसंबर	december	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दिसंबर	dec	दिसंबर	de	PROPN;NOM;MASC;SG;3	N
खान	khan	खान	khan	PROPN;NOM;MASC;SG;3	PROPN;NOM
वास्तविक	real	वास्तविक	real	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
वास्तविक	riktigt	वास्तविक	riktig	ADJ;NOM	ADV
इलाहाबाद	allahabad	इलाहाबाद	allahabad	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चैनल	kanaler	चैनल	kanal	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
चैनल	chanel	चैनल	chanel	N;NOM;MASC;SG;3	PROPN;NOM
उत्पाद	produkterna	उत्पाद	produkt	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
उत्पाद	produkter	उत्पाद	produkt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
राज	raj	राज	raj	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
सात	sjua	सात	sjua	NUM	N;NOM;INDF;MASC+FEM;SG
सात	seven	सात	sev	NUM	N;NOM;INDF;MASC+FEM;SG
आरंभ	börja	आरम्भ	börja		V;IMP;FIN;ACT
आरंभ	start	आरम्भ	star		N;NOM;INDF;MASC+FEM;SG
आरंभ	startar	आरम्भ	starta		V;IND;PRS;FIN;ACT
आरंभ	starta	आरम्भ	starta		V;IMP;NFIN;ACT
आरंभ	start	आरम्भ	star		N;NOM;INDF;MASC+FEM;SG
प्रारंभ	påbörjade	प्रारंभ	påbörja	N;NOM;MASC;SG;3	V;IND;PST;V.PTCP;ACT
प्रारंभ	började	प्रारंभ	börja	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
प्रारंभ	startat	प्रारंभ	starta	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
प्रारंभ	påbörjad	प्रारंभ	påbörjad	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
प्रारंभ	startad	प्रारंभ	starta	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
प्रारंभ	startade	प्रारंभ	starta	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
प्रारंभ	börja	प्रारंभ	börja	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
प्रारंभ	startar	प्रारंभ	starta	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
प्रारंभ	starta	प्रारंभ	starta	N;NOM;MASC;SG;3	V;IMP;NFIN;ACT
प्रारंभ	starter	प्रारंभ	start	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
समाचार	nyheter	समाचार	nyhet	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
समाचार	nyheterna	समाचार	nyhet	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
समस्या	problem	समस्या	problem	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
समस्या	problematiskt	समस्या	problematisk	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
समस्या	utfärdande	समस्या	utfärdande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
वीडियो	videor	वीडियो	videa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
वीडियो	videos	वीडियो	vidéa	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
नही	inte	नही	inte		PART;NEG
नही	ej	नही	ej		PART;NEG
