月	μουν	月	μουν	N	
南方	νότιος	南方	νότιος	PROPN	ADJ;NOM;MASC;SG
南方	νότια	南方	νότιος	PROPN	ADV
南方	νότιο	南方	νότιος	PROPN	ADJ;NOM;NEUT;SG
南方	νοτια	南方	νοτίος	PROPN	N;NOM;FEM;SG
南方	νότια	南方	νότιος	PROPN	ADV
南方	νότος	南方	νότος	PROPN	N;NOM;MASC;SG
洋	ωκεανός	洋	ωκεανός	N	PROPN;NOM;MASC;SG
燕	κατάπιε	燕	κατάπιω	PROPN	V;IPFV;IND;SG;3;PST;FIN;ACT
燕	καταπιεί	燕	καταπιαίνω	PROPN	V;PFV;NFIN;ACT
改善	βελτίωση	改善	βελτίωση	V	N;ACC;FEM;SG
改善	βελτιώσεις	改善	βελτίωση	V	N;NOM;FEM;PL
改善	βελτίωση	改善	βελτίωση	V	N;ACC;FEM;SG
改善	βελτίωση	改善	βελτίωση	V	N;ACC;FEM;SG
改善	βελτίωση	改善	βελτίωση	V	N;ACC;FEM;SG
鐵道	σιδηροδρομικός	鐵道	σιδηροδρομικός	N	ADJ;NOM;MASC;SG
蘇聯	εσσδ	蘇聯	εσσδ	PROPN	N
製造	κατασκευή	製造	κατασκευή	V	N;NOM;FEM;SG
製造	μεταποίηση	製造	μεταποίηση	V	N;NOM;FEM;SG
敏	μιν	敏	μιν	PROPN	
敏	min	敏	min	PROPN	
網路	web	網路	web	N	
網路	ιστός	網路	ιστός	N	ADJ;NOM;MASC;SG
網路	ίντερνετ	網路	ίντερνετ	N	
網路	internet	網路	internet	N	
岩	rock	岩	rock	N	
岩	ροκ	岩	ροκ	N	
朋友	friends	朋友	friends	N	
朋友	φιλε	朋友	φίλομαι	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
離開	φύγε	離開	φύγω	V	PRO;NOM;MASC;SG;1
十六	xvi	十六	xvi	PROPN	N
十六	sixteen	十六	sixteen	PROPN	
十六	δεκαέξι	十六	δεκαέξι	PROPN	NUM;NOM;MASC;PL
十六	δεκάξι	十六	δεκάξι	PROPN	ADV
有	κάποιος	有	κάποιος	V	PRO;NOM;MASC;SG;3
有	κάποιον	有	κάποιος	V	PRO;ACC;MASC;SG;3
生命	life	生命	life	N	
十五	fifteen	十五	fifteen	NUM	
狀態	status	狀態	status	N	
調	μελωδία	調	μελωδία		N;NOM;FEM;SG
賢	χιουν	賢	χίομαι	PROPN	N
更	ενημερώθηκε	更	ενημερώνω	ADV	V;PFV;IND;SG;3;PST;FIN;PASS
更	ενημερώνεται	更	ενημερώνω	ADV	V;IPFV;IND;SG;3;PRS;FIN;PASS
更	ενημερώθηκαν	更	ενημερώνω	ADV	V;PFV;IND;PL;3;PST;FIN;PASS
更	ενημερωμένος	更	ενημερωμένος	ADV	V;PFV;NOM;MASC;SG;V.PTCP;PASS
更	ενημέρωση	更	ενημέρωση	ADV	N;ACC;FEM;SG
更	επικαιροποίηση	更	επικαιροποίηση	ADV	N;ACC;FEM;SG
更	επικαιροποίηση	更	επικαιροποίηση	ADV	N;ACC;FEM;SG
更	ενημερώσεις	更	ενημέρωση	ADV	N;NOM;FEM;PL
降	κατεβαίνει	降	κατεβαίνω		V;IPFV;IND;SG;3;PRS;FIN;ACT
降	φθίνουσα	降	φθίνων		ADV
彈	play	彈	play	N	
彈	παίξε	彈	παίζω	N	V;PFV;IND;PL;2;PST;FIN;ACT
彈	παίξουμε	彈	παίζω	N	V;PFV;IND;PL;1;FIN;ACT
返回	επιστροφή	返回	επιστροφή	V	N;ACC;FEM;SG
宇宙	κοσμικές	宇宙	κοσμικός	N	ADJ;NOM;FEM;PL
宇宙	κοσμικό	宇宙	κοσμικός	N	ADJ;NOM;NEUT;SG
宇宙	κοσμική	宇宙	κοσμικός	N	ADJ;NOM;FEM;SG
批准	εγκρίσεις	批准	έγκριση	V	N;NOM;FEM;PL
批准	κύρωση	批准	κύρωση	V	N;NOM;FEM;SG
批准	επικύρωση	批准	επικύρωση	V	N;ACC;FEM;SG
批准	έγκριση	批准	έγκριση	V	N;ACC;FEM;SG
瑞士	ελβετία	瑞士	ελβετία	PROPN	PROPN;ACC;FEM;SG
大道	avenue	大道	avenue	N	
酒店	hotel	酒店	hotel	N	
順	σουν	順	σε		N
西方	δυτικά	西方	δυτικά	PROPN	ADV
西方	δυτική	西方	δυτικός	PROPN	ADJ;NOM;FEM;SG
西方	γουέστ	西方	γουέστ	PROPN	
西方	δύση	西方	δύση	PROPN	N;ACC;FEM;SG
西方	δυτικά	西方	δυτικά	PROPN	ADV
西方	γουέστερν	西方	γουέστερν	PROPN	
西方	δυτικό	西方	δυτικός	PROPN	N;NOM;NEUT;SG
西方	δυτική	西方	δυτικός	PROPN	ADJ;NOM;FEM;SG
西方	western	西方	western	PROPN	
現代	σύγχρονο	現代	σύγχρονο	N	ADJ;NOM;NEUT;SG
現代	σύγχρονη	現代	σύγχρονος	N	ADJ;NOM;FEM;SG
現代	μοντέρνος	現代	μοντέρνος	N	PROPN;NOM;MASC;SG
未來	μελλοντικός	未來	μελλοντικός	N	ADJ;NOM;MASC;SG
營	καμπ	營	καμπ	N	
芳	φανγκ	芳	φανγκ	PROPN	
著	γραφές	著	γραφή	PART;PROG	N;NOM;FEM;PL
著	γραπτά	著	γραπτός	PART;PROG	N;NOM;NEUT;PL
商業	εμπορική	商業	εμπορικός	N	ADJ;NOM;FEM;SG
商業	business	商業	business	N	
空間	space	空間	space	N	
零	μηδενικό	零	μηδενικός	NUM	ADJ;NOM;NEUT;SG
零	μηδέν	零	μηδέν	NUM	N;NOM;NEUT;SG
巨	γίγαντας	巨	γίγα		N;NOM;MASC;SG
巨	γιγάντια	巨	γιγάντια		ADV
巨	γίγαντα	巨	γίγαντα		N;ACC;MASC;SG
巨	γιγαντιαίο	巨	γιγαντιαίος		ADJ;NOM;NEUT;SG
過去	περασμένες	過去	περασμένος	N	ADJ;NOM;FEM;PL
過去	περασμένα	過去	περασμένος	N	ADJ;NOM;NEUT;PL
董	τουνγκ	董	τουνγκ	PROPN	
董	ντονγκ	董	ντονγκ	PROPN	
國民	εθνικοί	國民	εθνικός	N	ADJ;NOM;MASC;PL
存	κατάθεση	存	κατάθεση	V	N;ACC;FEM;SG
存	προκαταβολή	存	προκαταβολή	V	N;ACC;FEM;SG
提高	αύξηση	提高	αύξηση	V	N;NOM;FEM;SG
俊	τζουν	俊	τζω	PROPN	
訓練	επιμόρφωση	訓練	επιμόρφωση	V	N;ACC;FEM;SG
訓練	εκπαίδευση	訓練	εκπαίδευση	V	N;ACC;FEM;SG
訓練	κατάρτισης	訓練	κατάρτιση	V	N;GEN;FEM;SG
訓練	κατάρτιση	訓練	κατάρτιση	V	N;ACC;FEM;SG
訓練	προπόνηση	訓練	προπόνηση	V	N;ACC;FEM;SG
熙	χι	熙	χι	PROPN	N
葡萄牙	πορτογαλική	葡萄牙	πορτογαλικός	PROPN	ADJ;NOM;FEM;SG
葡萄牙	πορτογαλικά	葡萄牙	πορτογαλικά	PROPN	ADV
葡萄牙	πορτογαλικό	葡萄牙	πορτογαλικό	PROPN	ADJ;NOM;NEUT;SG
葡萄牙	πορτογάλοι	葡萄牙	πορτογάλος	PROPN	PROPN;NOM;MASC;PL
葡萄牙	πορτογαλία	葡萄牙	πορτογαλία	PROPN	PROPN;ACC;FEM;SG
喬	τζο	喬	τζο	PROPN	PROPN;NOM;MASC;SG
喬	joe	喬	joe	PROPN	
朝鮮	κορέας	朝鮮	κορέας	PROPN	PROPN;GEN;FEM;SG
朝鮮	κορέα	朝鮮	κορέας	PROPN	PROPN;ACC;FEM;SG
工業	βιομηχανική	工業	βιομηχανικός	N	ADJ;NOM;FEM;SG
工業	βιομηχανικό	工業	βιομηχανικός	N	ADJ;NOM;NEUT;SG
工業	βιομηχανικός	工業	βιομηχανικός	N	ADJ;NOM;MASC;SG
坦克	τανκ	坦克	τανκ	N	
坦克	τανκ	坦克	τανκ	N	
坦克	τανκς	坦克	τανκς	N	
授予	απονομή	授予	απονομή	V	N;ACC;FEM;SG
授予	βραβείο	授予	βραβείο	V	N;NOM;NEUT;SG
水域	γουότερς	水域	γουότερ	N	ADJ;NOM;CMPR;MASC;SG
茂	mau	茂	mau	PROPN	
參考	αναφοράς	參考	αναφορά	V	N;GEN;FEM;SG
參考	παραπομπή	參考	παραπομπή	V	N;NOM;FEM;SG
參考	αναφορά	參考	αναφορά	V	N;NOM;FEM;SG
韓	χαν	韓	χαν	PROPN	N
韓	han	韓	han	PROPN	
台北	ταϊπέι	台北	ταϊπέι	PROPN	
珍	τζέιν	珍	τζέιν	PROPN	
珍	jane	珍	jane	PROPN	
珍	τζέην	珍	τζέην	PROPN	
盛	sheng	盛	sheng	PROPN	
古代	αρχαίος	古代	αρχαίος	N	ADJ;NOM;MASC;SG
古代	αρχαίο	古代	αρχαίος	N	ADJ;NOM;NEUT;SG
古代	αρχαία	古代	αρχαίος	N	ADJ;NOM;FEM;SG
灰	γκρέι	灰	γκρέι	N	
灰	γκρέι	灰	γκρέι	N	
灰	grey	灰	grey	N	
寬	πλάτος	寬	πλάτος	PART	N;ACC;NEUT;SG
寬	ευρεία	寬	ευρεία	PART	ADJ;NOM;FEM;SG
寬	πλατύ	寬	πλατύ	PART	ADV
寬	ευρύ	寬	ευρύς	PART	N;NOM;NEUT;SG
寬	πλατιά	寬	πλατιά	PART	ADJ;NOM;FEM;PL
提升	αναβάθμιση	提升	αναβάθμιση	V	N;ACC;FEM;SG
提升	αναβάθμιση	提升	αναβάθμιση	V	N;ACC;FEM;SG
提升	ανύψωση	提升	ανύψωση	V	N;ACC;FEM;SG
提升	ασανσέρ	提升	ασανσέρ	V	N;NOM;NEUT;SG
提升	ανελκυστήρας	提升	ανελκυστήρας	V	N;NOM;MASC;SG
楚	τσου	楚	τσου	PROPN	N
退	υποχώρηση	退	υποχώρηση	V	N;ACC;FEM;SG
退	οπισθοχώρηση	退	οπισθοχώρηση	V	N;ACC;FEM;SG
十八	eighteen	十八	eighteen	NUM	
持續	δεκτή	持續	δεκτός	V	ADJ;NOM;FEM;SG
持續	συνεχείς	持續	συνεχής	V	ADJ;NOM;FEM;PL
持續	συνεχές	持續	συνεχής	V	ADJ;NOM;NEUT;SG
持續	συνεχόμενη	持續	συνεχόμενος	V	ADJ;NOM;FEM;SG
持續	συνεχής	持續	συνεχής	V	ADJ;NOM;FEM;SG
持續	συνεχή	持續	συνεχής	V	ADJ;NOM;FEM;SG
翻譯	μεταφράσεις	翻譯	μεταφράση	V	N;NOM;FEM;PL
翻譯	translators	翻譯	translators	V	
翻譯	μετάφραση	翻譯	μετάφραση	V	N;ACC;FEM;SG
目標	γκολ	目標	γκολ	N	
目標	γκολ	目標	γκολ	N	
目標	target	目標	target	N	
自動	auto	自動	auto	N	
自動	αυτόματη	自動	αυτόματος	N	ADJ;NOM;FEM;SG
自動	αυτόματη	自動	αυτόματος	N	ADJ;NOM;FEM;SG
自動	αυτόματος	自動	αύτομα	N	ADJ;NOM;MASC;SG
自動	αυτόματες	自動	αυτόματος	N	ADJ;NOM;FEM;PL
自動	αυτόματα	自動	αυτόματα	N	ADV
自動	αυτομάτως	自動	αυτομάτως	N	ADV
自動	αυτόματα	自動	αυτόματα	N	ADV
自動	αυτοματοποιημένη	自動	αυτοματοποιώ	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
群島	νήσοι	群島	νήσος	N	
注意	προσοχή	注意	προσοχή	V	N;NOM;FEM;SG
注意	προσοχη	注意	προσόχος	V	
關於	περίπου	關於	περίπου	ADP	ADV
海外	υπεράκτιες	海外	υπεράκτιος	N	ADJ;NOM;FEM;PL
高速	αυτοκινητόδρομος	高速	αυτοκινητόδρομος	ADJ	N;NOM;MASC;SG
高速	αυτοκινητόδρομο	高速	αυτοκινητόδρομος	ADJ	N;NOM;MASC;SG
高速	λεωφόρους	高速	λεωφόρος	ADJ	N;NOM;FEM;PL
高速	αυτοκινητόδρομος	高速	αυτοκινητόδρομος	ADJ	N;NOM;MASC;SG
高速	λεωφόρος	高速	λεωφόρος	ADJ	N;NOM;FEM;SG
高速	αυτοκινητόδρομο	高速	αυτοκινητόδρομος	ADJ	N;NOM;MASC;SG
畫	επιστήσω	畫	εφιστώ	N	V;PFV;IND;SG;1;FIN;ACT
畫	ζωγραφική	畫	ζωγραφικός	N	ADJ;NOM;FEM;SG
舞	χόρεψε	舞	χορώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
舞	dance	舞	dance	N	
荷蘭	ολλανδία	荷蘭	ολλανδία	PROPN	PROPN;ACC;FEM;SG
汽車	car	汽車	car	N	
宏	μακροεντολές	宏	μακροεντολή	PROPN	N;NOM;FEM;PL
避免	αποφυγή	避免	αποφυγή	V	N;DAT;FEM;SG
避免	αποφυγή	避免	αποφυγή	V	N;DAT;FEM;SG
命令	εντολές	命令	εντολή	V	N;NOM;FEM;PL
命令	διοίκηση	命令	διοίκηση	V	N;ACC;FEM;SG
命令	εντολή	命令	εντολή	V	N;ACC;FEM;SG
命令	τάξη	命令	τάξη	V	N;NOM;FEM;SG
命令	παραγγελία	命令	παραγγελία	V	N;NOM;FEM;SG
命令	σειρά	命令	σειρά	V	N;ACC;FEM;SG
命令	διαταγή	命令	διαταγή	V	N;ACC;FEM;SG
命令	παραγγελίες	命令	παραγγελία	V	N;NOM;FEM;PL
命令	διαταγές	命令	διαταγή	V	N;NOM;FEM;PL
命令	εντολές	命令	εντολή	V	N;NOM;FEM;PL
結構	αρχιτεκτονική	結構	αρχιτεκτονικός	N	ADJ;NOM;FEM;SG
結構	διαρθρωτικά	結構	διαρθρωτικά	N	ADJ;NOM;NEUT;PL
埃及	αίγυπτος	埃及	αίγυπτος	PROPN	PROPN;NOM;NEUT;SG
埃及	αίγυπτο	埃及	αίγυπτος	PROPN	PROPN;ACC;FEM;SG
大陸	ηπειρωτική	大陸	ηπειρωτικός	N	ADJ;NOM;FEM;SG
大陸	ηπειρωτική	大陸	ηπειρωτικός	N	ADJ;NOM;FEM;SG
大陸	ήπειρος	大陸	ήπειρος	N	PROPN;NOM;FEM;SG
大陸	ηπείρου	大陸	Ήπειρος	N	PROPN;GEN;FEM;SG
大陸	ηπείρους	大陸	ήπειρος	N	NUM;NOM;FEM;PL
可	κοκό	可	κοκός	V	N;VOC;FEM;SG
可	κόκο	可	κόκος	V	
可	κακάο	可	κακάο	V	N;NOM;NEUT;SG
海岸	σορ	海岸	σορ	N	
海岸	ακτη	海岸	ακτός	N	PROPN;NOM;FEM;SG
海岸	ακτές	海岸	ακτός	N	ADV
海岸	ακτη	海岸	ακτός	N	PROPN;NOM;FEM;SG
水平	οριζόντιο	水平	οριζόντιος	N	ADJ;NOM;NEUT;SG
水平	οριζόντιες	水平	οριζόντιος	N	ADJ;NOM;FEM;PL
水平	οριζόντια	水平	οριζόντια	N	ADV
輝	fai	輝	fai	PROPN	
墨西哥	μεξικό	墨西哥	μεξικό	PROPN	PROPN;NOM;NEUT;SG
學習	μελέτη	學習	μελέτη	V	N;NOM;FEM;SG
學習	εκμάθηση	學習	εκμάθηση	V	N;ACC;FEM;SG
學習	μάθηση	學習	μάθηση	V	N;ACC;FEM;SG
學習	μάθησης	學習	μάθηση	V	N;GEN;FEM;SG
賴	λάι	賴	λαι	PROPN	
阮	νγκουγιέν	阮	νγκουγιέν	PROPN	
阮	nguyen	阮	nguyen	PROPN	
阮	ρουάν	阮	ρουάν	PROPN	
動	μετακινήστε	動	μετακινώ	N	V;PFV;IND;PL;2;PST;FIN;PASS
以後	αργότερα	以後	αργά	N	ADV;CMPR
以後	αργοτερα	以後	αργά	N	ADV
容易	εύκολη	容易	εύκολος	ADV	ADJ;NOM;FEM;SG
容易	εύκολο	容易	εύκολος	ADV	ADJ;NOM;NEUT;SG
魔法	μαγική	魔法	μαγικός	N	ADJ;NOM;FEM;SG
魔法	μαγικά	魔法	μαγικά	N	ADV
魔法	μαγικό	魔法	μαγικός	N	ADJ;NOM;NEUT;SG
彼得	πέτρος	彼得	πέτρος	PROPN	PROPN;NOM;MASC;SG
彼得	πέτρο	彼得	πέτρο	PROPN	PROPN;ACC;MASC;SG
彼得	peter	彼得	peter	PROPN	
彼得	πίτερ	彼得	πίτερ	PROPN	
彼得	πήτερ	彼得	πήτερ	PROPN	
大阪	οσάκα	大阪	οσάκα	PROPN	
代理	πράκτορας	代理	πράκτορας	V	N;NOM;MASC;SG
代理	πράκτορα	代理	πράκτορα	V	N;ACC;MASC;SG
代理	ηθοποιία	代理	ηθοποιία	V	N;NOM;FEM;SG
代理	υποκριτική	代理	υποκριτικός	V	N;NOM;FEM;SG
代理	πληρεξούσιος	代理	πληρεξούσιος	V	ADJ;NOM;MASC;SG
代理	διαμεσολαβητή	代理	διαμεσολαβητής	V	N;VOC;MASC;SG
正常	φυσιολογικός	正常	φυσιολογικός	N	ADJ;NOM;MASC;SG
正常	κανονικό	正常	κανονικός	N	ADJ;NOM;NEUT;SG
正常	φυσιολογική	正常	φυσιολογικός	N	ADJ;NOM;FEM;SG
正常	φυσιολογικό	正常	φυσιολογικός	N	ADJ;NOM;NEUT;SG
正常	κανονική	正常	κανονικός	N	ADJ;NOM;FEM;SG
北京	πεκίνο	北京	πεκίνο	PROPN	
王子	πρινς	王子	πρινς	N	
王子	prince	王子	prince	N	
禁止	απαγόρευση	禁止	απαγόρευση	V	N;ACC;FEM;SG
禁止	αποκλεισμός	禁止	αποκλεισμός	V	N;NOM;MASC;SG
禁止	μπαν	禁止	μπαν	V	
禁止	απαγόρευση	禁止	απαγόρευση	V	N;ACC;FEM;SG
重播	αναπαραγωγή	重播	αναπαραγωγή	V	N;NOM;FEM;SG
克拉	καράτια	克拉	καράτιος	PROPN	N;NOM;NEUT;PL
完整	full	完整	full	N	
完整	πλήρη	完整	πλήρης	N	ADJ;NOM;FEM;SG
完整	πλήρης	完整	πλήρης	N	ADJ;NOM;FEM;SG
完整	πλήρη	完整	πλήρης	N	ADJ;NOM;FEM;SG
完整	πλήρης	完整	πλήρης	N	ADJ;NOM;FEM;SG
完整	ολοκληρώθηκε	完整	ολοκληρώνω	N	V;PFV;IND;SG;3;PST;FIN;PASS
爆	ριπή	爆	ριπή	V	ADP
爆	έκρηξη	爆	έκρηξη	V	N;ACC;FEM;SG
德里	δελχί	德里	δελχί	PROPN	
介紹	προσκόμιση	介紹	προσκόμιση	V	N;ACC;FEM;SG
介紹	παρουσίαση	介紹	παρουσίαση	V	N;NOM;FEM;SG
白色	λευκός	白色	λευκός	N	ADJ;NOM;MASC;SG
白色	λευκή	白色	λευκός	N	ADJ;NOM;FEM;SG
晚上	καλησπέρα	晚上	καλησπέρα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
國王	κινγκ	國王	κινγκ	N	
國王	king	國王	king	N	
袁	γουάν	袁	γουάν	PROPN	
袁	γιουάν	袁	γιουάν	PROPN	
欣	ζιν	欣	ζιν	PROPN	
改變	αλλαγή	改變	αλλαγή	V	N;ACC;FEM;SG
改變	μεταβολή	改變	μεταβολή	V	N;NOM;FEM;SG
改變	ρέστα	改變	ρέστα	V	N;NOM;NEUT;PL
廣場	piazza	廣場	piazza	N	
廣場	plaza	廣場	plaza	N	
廣場	πλάζα	廣場	πλάζα	N	
大西	atlantic	大西	atlantic	PROPN	
大西	ατλαντικού	大西	ατλαντικός	PROPN	ADJ;GEN;NEUT;SG
大西	ατλάντικ	大西	ατλάντικ	PROPN	
大西	ατλαντικός	大西	ατλαντικός	PROPN	ADJ;NOM;MASC;SG
大西	ατλαντικό	大西	ατλαντικός	PROPN	N;NOM;MASC;SG
聯邦	ομοσπονδιακός	聯邦	ομοσπονδιακός	N	ADJ;NOM;MASC;SG
聯邦	ομοσπονδιακό	聯邦	ομοσπονδιακός	N	ADJ;NOM;NEUT;SG
土耳其	γαλοπούλα	土耳其	γαλοπούλα	PROPN	N;NOM;FEM;SG
土耳其	τουρκία	土耳其	τουρκία	PROPN	PROPN;ACC;FEM;SG
酸	οξυ	酸	οξυ	N	
外交	διπλωματική	外交	διπλωματικός	N	ADJ;NOM;FEM;SG
外交	διπλωματικά	外交	διπλωματικά	N	ADV
外交	διπλωματικό	外交	διπλωματικός	N	ADJ;NOM;NEUT;SG
效果	εφέ	效果	εφέ	N	
效果	εφέ	效果	εφέ	N	
說明	περιγραφή	說明	περιγραφή	V	N;NOM;FEM;SG
連續	συνεχόμενες	連續	συνεχόμενος	ADV	ADJ;NOM;FEM;PL
連續	συνεχείς	連續	συνεχής	ADV	ADJ;NOM;FEM;PL
連續	συνεχές	連續	συνεχής	ADV	ADJ;NOM;NEUT;SG
連續	συνεχόμενη	連續	συνεχόμενος	ADV	ADJ;NOM;FEM;SG
連續	συνεχής	連續	συνεχής	ADV	ADJ;NOM;FEM;SG
連續	συνεχή	連續	συνεχής	ADV	ADJ;NOM;FEM;SG
連續	συνεχές	連續	συνεχής	ADV	ADJ;NOM;NEUT;SG
晚	αργά	晚	αργά	N	ADV
輪	στρογγυλή	輪	στρογγυλή	N	ADJ;NOM;FEM;SG
記錄	εγγραφή	記錄	εγγραφή	V	N;NOM;FEM;SG
記錄	καταγραφή	記錄	καταγραφή	V	N;ACC;FEM;SG
記錄	ηχογράφηση	記錄	ηχογράφηση	V	N;ACC;FEM;SG
記錄	ρεκόρ	記錄	ρεκόρ	V	
記錄	αρχεία	記錄	αρχείο	V	N;NOM;NEUT;PL
記錄	δίσκοι	記錄	δίσκος	V	N;NOM;MASC;PL
作戰	μαχη	作戰	μαχη	V	N;ACC;FEM;SG
作戰	μάχη	作戰	μάχη	V	N;ACC;FEM;SG
寫	συγγραφή	寫	συγγραφή	V	N;NOM;FEM;SG
寫	γραφή	寫	γραφή	V	N;NOM;FEM;SG
寫	γράψιμο	寫	γράψιμο	V	N;NOM;NEUT;SG
地理	γεωγραφικό	地理	γεωγραφικός	N	ADJ;NOM;NEUT;SG
地理	γεωγραφικά	地理	γεωγραφικά	N	ADV
孝	χιο	孝	χιο	PROPN	N;FEM;SG
姜	κανγκ	姜	κανγκ	PROPN	N
姜	jiang	姜	jiang	PROPN	
姜	τζίντζερ	姜	τζίντζερ	PROPN	
最近	τελευταία	最近	τελευταία	N	ADV
最近	πρόσφατα	最近	πρόσφατα	N	ADV
最近	προσφάτως	最近	προσφάτως	N	ADV
最近	πρόσφατα	最近	πρόσφατα	N	ADV
最近	πρόσφατη	最近	πρόσφατος	N	ADJ;NOM;FEM;SG
最近	πρόσφατες	最近	πρόσφατα	N	ADJ;NOM;FEM;PL
咸	αλμυρό	咸	αλμυρός	PROPN	N;NOM;NEUT;SG
網頁	website	網頁	website	N	
秘密	μυστικός	秘密	μυστικός	N	ADJ;NOM;MASC;SG
秘密	μυστική	秘密	μυστικός	N	ADJ;NOM;FEM;SG
變	αλλαγή	變	αλλαγή	V	N;ACC;FEM;SG
變	μεταβολή	變	μεταβολή	V	N;NOM;FEM;SG
變	ρέστα	變	ρέστα	V	N;NOM;NEUT;PL
開放	ανοιχτά	開放	ανοικτά	V	ADV
開放	ανοιχτό	開放	ανοιχτός	V	N;NOM;NEUT;SG
開放	άνοιγμα	開放	άνοιγμα	V	N;NOM;NEUT;SG
開放	ανοικτό	開放	ανοιχτός	V	ADJ;NOM;NEUT;SG
主持	συντονιστής	主持	συντονιστής	V	N;NOM;MASC;SG
主持	συντονιστή	主持	συντονιστής	V	N;VOC;MASC;SG
主持	ξενιστής	主持	ξενιστής	V	N;NOM;MASC;SG
主持	υποδοχής	主持	υποδοχή	V	N;GEN;FEM;SG
主持	παρουσιαστής	主持	παρουσιαστής	V	N;NOM;MASC;SG
主持	οικοδεσπότης	主持	οικοδεσπότης	V	N;NOM;MASC;SG
主持	διαμεσολαβητής	主持	διαμεσολαβητής	V	N;NOM;MASC;SG
移民	μετανάστες	移民	μετανάστης	V	N;NOM;MASC;PL
移民	μετανάστευση	移民	μετανάστευση	V	N;NOM;FEM;SG
移民	μεταναστών	移民	μεταναστής	V	N;GEN;MASC;PL
移民	μετανάστες	移民	μετανάστης	V	N;NOM;MASC;PL
