категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
більша	isommat	більший	iso	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;PL
більша	isompia	більший	iso	ADJ;NOM;RL;FEM;SG	ADJ;PRT;CMPR;PL
більша	suurempi	більший	suuri	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;SG
більша	isompi	більший	iso	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;SG
фінляндії	suomi	фінляндія	suomi	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG
фінляндії	finland	фінляндія	finland	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
фінляндії	suomea	фінляндія	suomi	PROPN;INAN;GEN;FEM;SG	N;PRT;SG
династія	dynastian	династія	dynastia	N;INAN;NOM;FEM;SG	N;GEN;SG
хімічний	kemikaali	хімічний	kemikaali	ADJ;NOM;MASC;SG	N;NOM;SG
хімічний	kemialliset	хімічний	kemiallinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
хорватії	kroatia	хорватія	kroati	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
хорватії	kroatian	хорватія	kroatia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
трав	yrttejä	трава	yrtti		N;PRT;PL
списки	listoja	список	lista	N;INAN;NOM;MASC;PL	N;PRT;PL
значний	merkittävät	значний	merkittävä	ADJ;NOM;MASC;SG	ADJ;NOM;PL
значний	merkittäviä	значний	merkittävä	ADJ;NOM;MASC;SG	ADJ;PRT;PL
значний	merkittävää	значний	merkittävä	ADJ;NOM;MASC;SG	ADJ;PRT;SG
безліч	lukuisat	безліч	lukuisa	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
безліч	lukuisia	безліч	lukuinen	N;INAN;NOM;FEM;SG	ADJ;PRT;PL
технічного	teknologinen	технічний	teknologinen	ADJ;GEN;MASC;SG	ADJ;NOM;SG
договору	perustamissopimus	договір	perustaa#sopimus	N;INAN;GEN;MASC;SG	N;NOM;SG
договору	sopimus	договір	sopimus	N;INAN;GEN;MASC;SG	N;NOM;SG
глядачів	katsojat	глядач	katsoja	N;ANIM;ACC;MASC;PL	N;NOM;PL
глядачів	katsojia	глядач	katsoja	N;ANIM;ACC;MASC;PL	N;PRT;PL
командуванням	komentajat	командування	komentaja	N;INAN;INS;NEUT;SG	N;NOM;PL
чоловіки	miehiä	чоловік	mies	N;ANIM;NOM;MASC;PL	N;PRT;PL
чоловіки	miesten	чоловік	mies	N;ANIM;NOM;MASC;PL	N;GEN;PL
падіння	downs	падіння	downs	N;INAN;NOM;NEUT;SG	
падіння	pudota	падіння	pudota	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;NFIN;ACT
падіння	kaatuu	падіння	kaatua	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
падіння	kaadu	падіння	kaatua	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
охорона	vartijoita	охорона	vartija	N;INAN;NOM;FEM;SG	N;PRT;PL
охорона	vartijat	охорона	vartija	N;INAN;NOM;FEM;SG	N;NOM;PL
охорона	vartioi	охорона	vartioida	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
охорона	vartioida	охорона	vartioida	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
єгипту	egypti	єгипт	egypti	PROPN;INAN;GEN;MASC;SG	N;NOM;SG
єгипту	egyptin	єгипт	egypti	PROPN;INAN;GEN;MASC;SG	N;GEN;SG
єгипту	egyptissä	єгипт	egypti	PROPN;INAN;GEN;MASC;SG	N;IN+ESS;SG
єгипту	egyptiin	єгипт	egypti	PROPN;INAN;GEN;MASC;SG	N;IN+ALL;SG
ярослав	jaroslav	ярослати	jaroslava	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
міжнародні	kansainvälisen	міжнародний	kansain#välinen	ADJ;NOM;PL	ADJ;GEN;SG
міжнародні	kansainvälinen	міжнародний	kansain#välinen	ADJ;NOM;PL	ADJ;NOM;SG
дія	toimintaa	дія	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
дія	toimi	дія	toimia	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
дія	toimia	дія	toimia	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
дія	toimintaa	дія	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
девід	david	девід	david	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мер	mer	мер.	mer	N;ANIM;NOM;MASC;SG	INTJ
взаємодії	vuorovaikutusta	взаємодія	vuoro#vaikutus	N;INAN;NOM;FEM;SG	N;PRT;SG
взаємодії	yhteisvaikutuksia	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;PRT;PL
взаємодії	yhteisvaikutukset	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;NOM;PL
взаємодії	vuorovaikutuksessa	взаємодія	vuoro#vaikutus	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
взаємодії	yhteisvaikutuksia	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;PRT;PL
взаємодії	yhteisvaikutukset	взаємодія	yhteis#vaikutus	N;INAN;NOM;FEM;SG	N;NOM;PL
видно	näkyvä	видно	näkyä	ADV	V;NOM;SG;V.PTCP;ACT
видно	näkyvissä	видно	näkyä	ADV	V;IN+ESS;PL;V.PTCP;ACT
видно	näkyy	видно	näkyä	ADV	V;IND;SG;3;PRS;FIN;ACT
видно	näkyvät	видно	näkyä	ADV	V;IND;PL;3;PRS;FIN;ACT
обидві	molemmat	обидва	molemmat	NUM;NOM;FEM	PRO;NOM;PL
обидві	molempia	обидва	molemmat	NUM;NOM;FEM	PRO;PRT;PL
обидві	kumpikin	обидва	kumpikin	NUM;NOM;FEM	PRO;NOM;SG
взяти	ottaminen	взяти	ottaminen	V;PFV;NFIN	N;NOM;SG
години	tunteja	година	tunti	N;INAN;NOM;FEM;PL	N;PRT;PL
години	tuntia	година	tunti	N;INAN;NOM;FEM;PL	N;PRT;SG
години	tunti	година	tunti	N;INAN;NOM;FEM;PL	N;NOM;SG
години	tunnin	година	tunti	N;INAN;NOM;FEM;PL	N;GEN;SG
знань	osaaminen	знання	osaaminen	N;INAN;GEN;NEUT;PL	N;NOM;SG
знань	tieto	знання	tieto	N;INAN;GEN;NEUT;PL	N;NOM;SG
знань	tietämys	знання	tietämys	N;INAN;GEN;NEUT;PL	N;NOM;SG
знань	tietoa	знання	tieto	N;INAN;GEN;NEUT;PL	N;PRT;SG
простору	tila	простір	tila	N;INAN;GEN;MASC;SG	N;NOM;SG
простору	avaruus	простір	avaruus	N;INAN;GEN;MASC;SG	N;NOM;SG
простору	tilaa	простір	tila	N;INAN;GEN;MASC;SG	N;PRT;SG
простору	space	простір	space	N;INAN;GEN;MASC;SG	
дякую	kiitos	дякувати	kiitos	V;IPFV;IND;SG;1;PRS;FIN	N;NOM;SG
дякую	kiitti	дякувати	kiittää	V;IPFV;IND;SG;1;PRS;FIN	V;IND;SG;3;PST;FIN;ACT
бажання	halua	бажання	haluta	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
бажання	halun	бажання	halu	N;INAN;NOM;NEUT;SG	N;GEN;SG
бажання	halut	бажання	halu	N;INAN;NOM;NEUT;SG	N;NOM;PL
бажання	toivottaa	бажання	toivottaa	N;INAN;NOM;NEUT;SG	V;IND;SG;2;PRS;FIN;ACT
бажання	kunpa	бажання	kunpa	N;INAN;NOM;NEUT;SG	INTJ
фортепіано	pianoa	фортепіано	piano	N;INAN;NOM;FEM;SG	N;PRT;SG
фортепіано	pianon	фортепіано	piano	N;INAN;NOM;FEM;SG	N;GEN;SG
інтер	inter	інтер	inter		PROPN;NOM;SG
цикл	syklin	цикло	syklin	N;INAN;NOM;MASC;SG	N;GEN;SG
вирішення	ratkaisua	вирішення	ratkaisu	N;INAN;NOM;NEUT;SG	N;PRT;SG
вирішення	ratkaisuista	вирішення	ratkaisu	N;INAN;NOM;NEUT;SG	N;IN+ABL;PL
вирішення	ratkaisut	вирішення	ratkaisu	N;INAN;NOM;NEUT;SG	N;NOM;PL
вирішення	ratkaisuja	вирішення	ratkaisu	N;INAN;NOM;NEUT;SG	N;PRT;PL
олімпійський	olympic	олімпійський	olympic	ADJ;NOM;MASC;SG	N;NOM;SG
огляд	tarkistaa	огляд	tarkistaa	N;INAN;NOM;MASC;SG	V;IND;SG;FIN;ACT
огляд	tutkia	огляд	tutkia	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
огляд	tutustu	огляд	tutustua	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
огляд	tutki	огляд	tutkia	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
загальне	yleiset	загальний	yleinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
загальне	kenraali	загальний	kenraali	ADJ;NOM;NEUT;SG	N;NOM;SG
загальне	yleistä	загальний	yleinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
єпархії	hiippakunta	єпархія	hiippa#kunta	N;INAN;NOM;FEM;PL	N;NOM;SG
національну	etninen	національний	etninen	ADJ;ACC;FEM;SG	ADJ;NOM;SG
національну	etnistä	національний	etninen	ADJ;ACC;FEM;SG	N;PRT;SG
національну	etniset	національний	etninen	ADJ;ACC;FEM;SG	ADJ;NOM;PL
національну	etnisten	національний	etninen	ADJ;ACC;FEM;SG	ADJ;GEN;PL
бізнес	liiketoiminnan	бізнути	liike#toiminta	N;INAN;NOM;MASC;SG	N;GEN;SG
французька	ranska	французький	ranska	ADJ;NOM;FEM;SG	PROPN;NOM;SG
французька	ranskan	французький	ranska	ADJ;NOM;FEM;SG	N;GEN;SG
французька	ranskalaiset	французький	ranska#lainen	ADJ;NOM;FEM;SG	N;NOM;PL
французька	ranskalaisia	французький	ranska#lainen	ADJ;NOM;FEM;SG	N;PRT;PL
аніме	anime	аніме	anime	N;INAN;NOM;NEUT;SG	
рим	roomaa	рима	rooma	PROPN;INAN;NOM;MASC;SG	N;PRT;SG
рим	roomaan	рима	rooma	PROPN;INAN;NOM;MASC;SG	N;IN+ALL;SG
рим	rooman	рима	rooma	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
рим	rooma	рима	rooma	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG
каналу	kanava	канал	kanava	N;INAN;GEN;MASC;SG	N;NOM;SG
каналу	kanavaa	канал	kanava	N;INAN;GEN;MASC;SG	N;PRT;SG
каналу	kanavalla	канал	kanava	N;INAN;GEN;MASC;SG	N;AT+ESS
;SG
каналу	channel	канал	channel	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
футбол	jalkapalloa	футбол	jalka#pallo	N;INAN;NOM;MASC;SG	N;PRT;SG
футбол	jalkapallon	футбол	jalka#pallo	N;INAN;NOM;MASC;SG	N;GEN;SG
футбол	jalkapalloa	футбол	jalka#pallo	N;INAN;NOM;MASC;SG	N;PRT;SG
джона	jonah	джон	jonah	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
околиці	lähiöissä	околиця	lähiö	N;INAN;NOM;FEM;PL	N;IN+ESS;PL
наталія	natalja	наталія	natalja	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
наталія	natalia	наталія	natala	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG
західний	western	західний	western	ADJ;NOM;MASC;SG	
західний	länsi	західний	länteä	ADJ;NOM;MASC;SG	N;NOM;SG
тонн	tonnia	тонн	tonni	INTJ	N;PRT;SG
співачка	singer	співачка	singer	N;ANIM;NOM;FEM;SG	
успіх	menestystä	успіх	menestys	N;INAN;NOM;MASC;SG	N;PRT;SG
проекти	hankkeiden	проект	hanke	N;INAN;NOM;MASC;PL	N;GEN;PL
проекти	hankkeita	проект	hanke	N;INAN;NOM;MASC;PL	N;PRT;PL
найбільші	suurin	найбільший	suuri	ADJ;NOM;RL;PL	ADJ;NOM;RL;SG
найбільші	isoin	найбільший	iso#i	ADJ;NOM;RL;PL	ADJ;NOM;RL;SG
найбільші	suurimpia	найбільший	suuri	ADJ;NOM;RL;PL	ADJ;PRT;RL;PL
найбільші	suurinta	найбільший	suuri	ADJ;NOM;RL;PL	ADJ;PRT;RL;SG
найбільші	suurin	найбільший	suuri	ADJ;NOM;RL;PL	ADJ;NOM;RL;SG
навпаки	vastakohta	навпаки	vasta#kohta	ADV	N;NOM;SG
навпаки	päinvastainen	навпаки	päinvastainen	ADV	ADJ;NOM;SG
навпаки	vastapäätä	навпаки	vasta#pää	ADV	N;PRT;SG
широта	leveyttä	широта	leveys	N;INAN;NOM;FEM;SG	N;PRT;SG
українець	ukrainan	українець	ukraina	N;ANIM;NOM;MASC;SG	N;GEN;SG
дерево	puuta	дерево	puu	N;INAN;NOM;NEUT;SG	N;PRT;SG
дерево	puun	дерево	puu	N;INAN;NOM;NEUT;SG	N;GEN;SG
померла	kuolivat	померти	kuolla	V;PFV;FEM;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
померла	kuolleet	померти	kuolla	V;PFV;FEM;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;ACT
мешканці	asukkaita	мешканець	asukas	N;ANIM;NOM;MASC;PL	N;PRT;PL
мешканці	asukasta	мешканець	asukas	N;ANIM;NOM;MASC;PL	N;PRT;SG
мешканці	asukkaille	мешканець	asukas	N;ANIM;NOM;MASC;PL	N;AT+ALL;PL
мешканці	asukkaita	мешканець	asukas	N;ANIM;NOM;MASC;PL	N;PRT;PL
грати	play	грати	play	V;IPFV;NFIN	
нім	nîmes	він	nîmes		PROPN;NOM;SG
очок	pisteet	очок	piste	N;INAN;GEN;FEM;PL	N;NOM;PL
очок	pisteitä	очок	piste	N;INAN;GEN;FEM;PL	N;PRT;PL
очок	pistettä	очок	piste	N;INAN;GEN;FEM;PL	N;PRT;SG
очок	kohdat	очок	kohta	N;INAN;GEN;FEM;PL	N;NOM;PL
подібні	samanlaisia	подібний	samanlainen	ADJ;NOM;PL	ADJ;PRT;PL
подібні	samankaltaista	подібний	samankaltainen	ADJ;NOM;PL	ADJ;PRT;SG
подібні	samanlainen	подібний	samanlainen	ADJ;NOM;PL	ADJ;NOM;SG
подібні	samankaltainen	подібний	samankaltainen	ADJ;NOM;PL	ADJ;NOM;SG
покриття	kattavuutta	покриття	kattavuus	N;INAN;NOM;NEUT;SG	N;PRT;SG
покриття	kattavuuden	покриття	kattavuus	N;INAN;NOM;NEUT;SG	N;GEN;SG
реакції	reaktioita	реакція	reaktio	N;INAN;NOM;FEM;PL	N;PRT;PL
заслуги	ansaitsevat	заслуга	ansaita	N;INAN;NOM;MASC;PL	V;IND;PL;3;PRS;FIN;ACT
заслуги	ansioiden	заслуга	ansio	N;INAN;NOM;MASC;PL	N;GEN;PL
покровитель	suojelija	покровитель	suojelija	V;PFV;IMP;SG;2;FIN	N;NOM;SG
нідерландів	alankomaat	нідерландіти	alan#komaat	PROPN;INAN;GEN	N;NOM;SG
мета	tarkoituksena	мета	tarkoitus	N;INAN;NOM;FEM;SG	N;FRML;SG
мета	tavoitteen	мета	tavoite	N;INAN;NOM;FEM;SG	N;GEN;SG
статі	sukupuoli	стать	suku#puoli	N;INAN;NOM;FEM;PL	N;NOM;SG
місцевість	ympäristössä	місцевість	ympäristö	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
місцевість	maastossa	місцевість	maasto	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
обмеження	rajoitukset	обмеження	rajoitus	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	rajoitteet	обмеження	rajoite	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	rajoituksia	обмеження	rajoitus	N;INAN;NOM;NEUT;SG	N;PRT;PL
обмеження	rajoitukset	обмеження	rajoitus	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	rajoituksia	обмеження	rajoitus	N;INAN;NOM;NEUT;SG	N;PRT;PL
обмеження	rajoitukset	обмеження	rajoitus	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	rajat	обмеження	raja	N;INAN;NOM;NEUT;SG	N;NOM;PL
обмеження	rajaa	обмеження	raja	N;INAN;NOM;NEUT;SG	N;PRT;SG
обмеження	rajoita	обмеження	rajoittaa	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
обмеження	rajoitteet	обмеження	rajoite	N;INAN;NOM;NEUT;SG	N;NOM;PL
кола	ympyrää	коло	ympyrä	N;INAN;NOM;NEUT;SG	N;PRT;SG
кола	piireissä	коло	piireä	N;INAN;NOM;NEUT;SG	N;IN+ESS;PL
кола	kokaiinia	коло	kokaiini	N;INAN;NOM;NEUT;SG	N;PRT;SG
кола	kuolan	коло	kuola	N;INAN;NOM;NEUT;SG	N;GEN;SG
очевидно	ilmiselvä	очевидно	ilmi#selvä	ADV	ADJ;NOM;SG
очевидно	ilmeinen	очевидно	ilmeinen	ADV	ADJ;NOM;SG
очевидно	ilmeistä	очевидно	ilmeinen	ADV	ADJ;PRT;SG
знищення	tuhoavat	знищення	tuhota	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN;ACT
знищення	tuhoaa	знищення	tuhota	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
знищення	tuhoa	знищення	tuho	N;INAN;NOM;NEUT;SG	N;PRT;SG
співак	singer	співак	singer	N;ANIM;NOM;MASC;SG	
мир	rauhaa	мир	rauha	N;INAN;NOM;MASC;SG	N;PRT;SG
мир	peace	мир	peace	N;INAN;NOM;MASC;SG	
італійський	italialaiset	італійський	italia#lainen	ADJ;NOM;MASC;SG	N;NOM;PL
італійський	italiaksi	італійський	italia	ADJ;NOM;MASC;SG	N;TRANS;SG
італійський	italia	італійський	itali	ADJ;NOM;MASC;SG	N;NOM;SG
італійський	italian	італійський	italia	ADJ;NOM;MASC;SG	N;GEN;SG
ват	watin	ват	watin		N;GEN;SG
ват	wat	ват	wat		PROPN;NOM;SG
представлена	esiteltiin	представлений	esitellä	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
представлена	esitellyt	представлений	esitellä	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
представлена	esitelty	представлений	esitellä	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
представлена	esitti	представлений	esittää	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
породи	rotua	порода	rottu	N;INAN;NOM;FEM;PL	N;PRT;SG
породи	rotu	порода	rotu	N;INAN;NOM;FEM;PL	N;NOM;SG
данії	tanska	данія	tanska	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS	PROPN;NOM;SG
наступ	loukkaava	наступ	loukkata	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
наступ	loukkaavaa	наступ	loukkaava	N;INAN;NOM;MASC;SG	V;PRT;SG;V.PTCP;ACT
композиції	jälkiä	композиція	jälki	N;INAN;NOM;FEM;PL	N;PRT;PL
композиції	rataa	композиція	rata	N;INAN;NOM;FEM;PL	N;PRT;SG
композиції	kappaleita	композиція	kappale	N;INAN;NOM;FEM;PL	N;PRT;PL
оцінки	ranking	оцінка	ranking	N;INAN;NOM;FEM;PL	N;NOM;SG
оцінки	arvio	оцінка	arvio	N;INAN;NOM;FEM;PL	N;NOM;SG
оцінки	arvioi	оцінка	arvioida	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
оцінки	arvion	оцінка	arvio	N;INAN;NOM;FEM;PL	N;GEN;SG
запису	kirjoittaminen	запис	kirjoittaminen	N;INAN;GEN;MASC;SG	N;NOM;SG
запису	kirjoitus	запис	kirjoitus	N;INAN;GEN;MASC;SG	N;NOM;SG
запису	kirjoittaa	запис	kirjoittaa	N;INAN;GEN;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
запису	kirjoitusta	запис	kirjoitus	N;INAN;GEN;MASC;SG	N;PRT;SG
святий	pyhä	святий	pyhä	ADJ;NOM;MASC;SG	N;NOM;SG
святий	saint	святий	saada	ADJ;NOM;MASC;SG	
святий	pyhimys	святий	pyhimys	ADJ;NOM;MASC;SG	N;NOM;SG
святий	pyhä	святий	pyhä	ADJ;NOM;MASC;SG	N;NOM;SG
святий	pyhät	святий	pyhät	ADJ;NOM;MASC;SG	N;NOM;PL
сторін	osapuolet	сторона	osa#puoli	N;INAN;GEN;FEM;PL	N;NOM;PL
міністерство	ministeriön	міністерство	ministeriö	N;INAN;NOM;NEUT;SG	N;GEN;SG
національні	kansallinen	національний	kansallinen	ADJ;NOM;PL	ADJ;NOM;SG
національні	kansallisten	національний	kansallinen	ADJ;NOM;PL	ADJ;GEN;PL
щорічно	vuosittaiset	щорічно	vuosittainen	ADV	ADJ;NOM;PL
щорічно	vuosittainen	щорічно	vuosittainen	ADV	ADJ;NOM;SG
могла	vois	могти	voida	V;IPFV;FEM;IND;SG;PST;FIN	V;COND;SG;3;FIN;ACT
могла	voisi	могти	voida	V;IPFV;FEM;IND;SG;PST;FIN	V;COND;SG;3;FIN;ACT
конфлікт	konfliktin	конфлікт	konflikti	N;INAN;NOM;MASC;SG	N;GEN;SG
конфлікт	konfliktit	конфлікт	konflikti	N;INAN;NOM;MASC;SG	N;NOM;PL
зроблено	ottaa	зробити	ottaa	V;PFV;IND;0;FIN	V;IND;SG;3;PRS;FIN;ACT
зроблено	done	зробити	done	V;PFV;IND;0;FIN	
зброя	aseita	зброя	ase	N;INAN;NOM;FEM;SG	N;PRT;PL
зброя	aseet	зброя	ase	N;INAN;NOM;FEM;SG	N;NOM;PL
зброя	aseita	зброя	ase	N;INAN;NOM;FEM;SG	N;PRT;PL
зброя	tykit	зброя	tykki	N;INAN;NOM;FEM;SG	N;NOM;PL
зброя	aseet	зброя	ase	N;INAN;NOM;FEM;SG	N;NOM;PL
розробка	kehitystä	розробка	kehitys	N;INAN;NOM;FEM;SG	N;PRT;SG
розробка	kehittyy	розробка	kehittyä	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
розробка	kehittää	розробка	kehittää	N;INAN;NOM;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
розробка	kehittyä	розробка	kehittyä	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
розробка	suunnitella	розробка	suunnitella	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
крила	siipien	крило	siipi	N;INAN;NOM;NEUT;PL	N;GEN;PL
музику	musiikkia	музика	musiikki	N;INAN;ACC;FEM;SG	N;PRT;SG
музику	musiikin	музика	musiikki	N;INAN;ACC;FEM;SG	N;GEN;SG
музику	music	музика	music	N;INAN;ACC;FEM;SG	PROPN;NOM;SG
музику	musiikki	музика	musiikki	N;INAN;ACC;FEM;SG	N;NOM;SG
техніка	koneet	техніка	kone	N;INAN;NOM;FEM;SG	N;NOM;PL
техніка	koneiden	техніка	kone	N;INAN;NOM;FEM;SG	N;GEN;PL
дохід	tuotot	дохід	tuotto	N;INAN;NOM;MASC;SG	N;NOM;PL
дохід	tulot	дохід	tulo	N;INAN;NOM;MASC;SG	N;NOM;PL
дохід	tuotot	дохід	tuotto	N;INAN;NOM;MASC;SG	N;NOM;PL
дохід	tulot	дохід	tulo	N;INAN;NOM;MASC;SG	N;NOM;PL
одружений	naimisissa	одружений	naimisissa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADV
спеціальні	erityinen	спеціальний	erityinen	ADJ;NOM;PL	ADJ;NOM;SG
спеціальні	erityistä	спеціальний	erityinen	ADJ;NOM;PL	ADJ;PRT;SG
спеціальні	special	спеціальний	special	ADJ;NOM;PL	N;NOM;SG
спеціальні	erikoinen	спеціальний	erikoinen	ADJ;NOM;PL	ADJ;NOM;SG
іноземних	ulkomaan	іноземний	ulko#maa	ADJ;ACC;PL	N;GEN;SG
іноземних	ulkomaalainen	іноземний	ulko#maalainen	ADJ;ACC;PL	ADJ;NOM;SG
іноземних	ulkomainen	іноземний	ulko#mainen	ADJ;ACC;PL	ADJ;NOM;SG
іноземних	ulkomaiset	іноземний	ulko#mainen	ADJ;ACC;PL	ADJ;NOM;PL
координати	koordinaatteja	координати	koordinaatti	N;INAN;NOM;FEM;PL	N;PRT;PL
майкл	mikko	майкл	mikko	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
майкл	mikael	майкл	mikael	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
майкл	michael	майкл	michael	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
блок	kehykset	блок	kehys	N;INAN;NOM;MASC;SG	N;NOM;PL
блок	estä	блок	estää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
блок	korttelin	блок	kortteli	N;INAN;NOM;MASC;SG	V;IND;SG;1;PST;FIN;ACT
генрі	henrik	генрі	henrik	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
генрі	henry	генрі	henry	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
подальшому	perustettu	подальший	perustaa	ADJ;DAT;MASC;SG	V;NOM;SG;V.PTCP;PASS
томас	tomas	томас	tomas	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
томас	thomas	томас	thomas	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
томас	tuomas	томас	tuomas	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
вод	vesillä	вода	vesi	N;INAN;GEN;FEM;PL	N;AT+ESS
;PL
вод	vedet	вода	vesi	N;INAN;GEN;FEM;PL	N;NOM;PL
станіслав	stanislav	станіслати	stanislav	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
норвегії	norjan	норвегія	norja	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
норвегії	norja	норвегія	norja	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
лондон	lontoon	лондон	lonto	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
лондон	lontooseen	лондон	lontoo	PROPN;INAN;NOM;MASC;SG	N;IN+ALL;SG
