algeriet	algeria	algeri	algeria	N;DEF;NEUT;SG	PROPN
soldaterne	soldati	soldat	soldat	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
soldaterne	soldati	soldat	soldat	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
oplevelse	experienta	oplevelse	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
oplevelse	experienta	oplevelse	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
oplevelse	experienta	oplevelse	experient	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mystiske	misterioasa	mystisk	misterios	ADJ;PL	ADJ;DEF;FEM;SG
mystiske	misterioasa	mystisk	misterios	ADJ;PL	ADJ;DEF;FEM;SG
mystiske	misterios	mystisk	misterios	ADJ;PL	ADJ;INDF;MASC;SG
mystiske	mistic	mystisk	mistic	ADJ;PL	ADJ;INDF;MASC;SG
mystiske	mistica	mystisk	mistic	ADJ;PL	N;DEF;FEM;SG
mystiske	mistic	mystisk	mistic	ADJ;PL	ADJ;INDF;MASC;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	N;INDF;MASC;SG
massakren	masacru	massakr	masacru	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
paradise	paradisul	paradis	paradis	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
paradise	paradise	paradis	paradis	N;INDF;MASC+FEM;SG	PROPN
sri	sri	sri	sru	PROPN	N
filosofisk	filozofice	filosofisk	filozofic	ADV	ADJ;INDF;FEM;PL
glade	fericita	glad	fericita	ADJ;PL	ADJ;DEF;FEM;SG
glade	fericita	glad	fericita	ADJ;PL	ADJ;DEF;FEM;SG
glade	happy	glad	happy	ADJ;PL	
glade	fericit	glad	fericit	ADJ;PL	ADJ;INDF;MASC;SG
krater	craterul	krate	crater	N;INDF;NEUT;SG	N;DEF;MASC;SG
bestilt	comandat	bestille	comanda	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
bestilt	rezervat	bestille	rezervat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
bestilt	comandat	bestille	comanda	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
bestilt	ordonat	bestille	ordonat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
cola	cocs	cola	cocs		N;INDF;MASC;SG
cola	cocaina	cola	cocaina		N;DEF;FEM;SG
cola	cola	cola	cola		
cola	cola	cola	cola		
overlay	suprapune	overlay	suprapune		V;IND;SG;3;PRS;FIN
overlay	suprapunere	overlay	suprapunere		N;INDF;FEM;SG
queens	reginele	que	regină	N;GEN;DEF;MASC+FEM;SG	N;DEF;FEM;PL
queens	regine	que	regine	N;GEN;DEF;MASC+FEM;SG	N;INDF;FEM;PL
queens	queens	que	queens	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
moser	moser	mose	moser	N;INDF;MASC+FEM;PL	PROPN
afsluttende	terminand	afslutte	termina	V;PRS;V.PTCP	N;INDF;MASC;SG
afsluttende	finisare	afslutte	finisare	V;PRS;V.PTCP	N;INDF;FEM;SG
afsluttende	inchidere	afslutte	inchidere	V;PRS;V.PTCP	N;INDF;FEM;SG
afsluttende	inchidere	afslutte	inchidere	V;PRS;V.PTCP	N;INDF;FEM;SG
afsluttende	finala	afslutte	finală	V;PRS;V.PTCP	N;DEF;FEM;SG
afsluttende	final	afslutte	final	V;PRS;V.PTCP	N;INDF;MASC;SG
afsluttende	finala	afslutte	finală	V;PRS;V.PTCP	N;DEF;FEM;SG
emilie	emilie	emilie	emilie		PROPN
utah	utah	utah	utah		PROPN
profession	profesia	profession	profesie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
karakterer	notele	karakter	notă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
karakterer	gradele	karakter	grad	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
karakterer	caracterele	karakter	caracter	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
karakterer	personajele	karakter	personaj	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
provinserne	provincii	provins	provincie	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
joint	comune	joint	comun		ADJ;INDF;FEM;PL
joint	joint	joint	joint		N;INDF;MASC;SG
ondt	malefic	ondt	malefic	ADV	ADJ;INDF;MASC;SG
ondt	raul	ondt	raul	ADV	N;DEF;MASC;SG
ondt	rautate	ondt	rauta	ADV	N;INDF;FEM;SG
ondt	ranit	ondt	ranit	ADV	ADJ;INDF;MASC;SG
ondt	ranit	ondt	ranit	ADV	ADJ;INDF;MASC;SG
ondt	crude	ondt	crudă	ADV	ADJ;INDF;FEM;PL
ondt	crud	ondt	crud	ADV	ADJ;INDF;MASC;SG
ondt	cruda	ondt	crudă	ADV	ADJ;DEF;FEM;SG
fattig	saracul	fattig	sarac	ADJ;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fattig	saraci	fattig	sarac	ADJ;INDF;MASC+FEM;SG	
fattig	saraca	fattig	saracă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
funktionen	functie	funktion	functie	N;DEF;MASC+FEM;SG	
funktionen	functie	funktion	functie	N;DEF;MASC+FEM;SG	
mainsnak	mainsnak	mainsnak	mainsnak		
dagmar	dagmar	dagmar	dagmar	N;INDF;MASC+FEM;SG	PROPN
avanceret	avansata	avanceret	avansat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
avanceret	avansate	avanceret	avansat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
avanceret	avansat	avanceret	avansa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
fauna	fauna	fauna	faună	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
udsatte	amanata	udsat	amanat	ADJ;PL	N;DEF;FEM;SG
udsatte	amanat	udsat	amana	ADJ;PL	ADJ;INDF;MASC;SG
udsatte	amanata	udsat	amanat	ADJ;PL	N;DEF;FEM;SG
udsatte	amanat	udsat	amana	ADJ;PL	ADJ;INDF;MASC;SG
udsatte	vulnerabila	udsat	vulnerabil	ADJ;PL	ADJ;DEF;FEM;SG
udsatte	vulnerabil	udsat	vulnerabil	ADJ;PL	ADJ;INDF;MASC;SG
craig	craig	craig	craig		PROPN
beregninger	calculele	beregning	calcul	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
varieret	variat	variere	variat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
varieret	variate	variere	variat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
varieret	variata	variere	variat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
stjernen	stea	stjerne	sta	N;DEF;MASC+FEM;SG	V;IND;3;PRS;FIN
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	
håndværkere	artizani	håndværker	artizan	N;INDF;NEUT;PL	ADJ;INDF;MASC;PL
kalk	var	kalk	var	N;INDF;NEUT;SG	
kalk	tei	kalk	tei	N;INDF;NEUT;SG	
distribution	distributia	distribution	distributie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
distribution	distributia	distribution	distributie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bonn	bonn	bonn	bonn	PROPN	PROPN
smal	inguste	smal	ingust	ADJ;INDF;MASC+FEM;SG	
smal	ingusta	smal	ingusta	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
smal	restrange	smal	restrange	ADJ;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
mekaniske	mecanic	mekanisk	mecanic	ADJ;PL	ADJ;INDF;MASC;SG
mekaniske	mecanica	mekanisk	mecanică	ADJ;PL	N;DEF;FEM;SG
litterær	literara	litterær	literar	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
litterær	literare	litterær	literar	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
fylde	umple	fylde	umple	V;NFIN;ACT	
fylde	umplere	fylde	umplere	V;NFIN;ACT	N;INDF;FEM;SG
dokumentar	documentare	dokumentar	documentare	N;INDF;NEUT;SG	N;INDF;FEM;PL
dokumentar	documentarul	dokumentar	documentar	N;INDF;NEUT;SG	N;DEF;MASC;SG
farvande	apele	farvand	apă	N;INDF;NEUT;PL	N;DEF;FEM;PL
farvande	apelor	farvand	apă	N;INDF;NEUT;PL	N;DEF;FEM;PL
farvande	waters	farvand	waters	N;INDF;NEUT;PL	PROPN
platforme	platformele	platform	platformă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gener	pacoste	gen	pacoste	N;INDF;NEUT;PL	N;INDF;FEM;SG
gener	genele	gen	genă	N;INDF;NEUT;PL	N;DEF;FEM;PL
generaler	generalii	general	generaliu	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
generaler	generalilor	general	general	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
understøtter	sprijina	understøtte	sprijină	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
understøtter	suporturi	understøtte	suport	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
flytning	mutarea	flytning	mutare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flytning	miscarea	flytning	miscare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flytning	miscarea	flytning	miscare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
flytning	miscarea	flytning	miscare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
munke	calugarii	munke	calugarie	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
undersøgte	anchetat	undersøge	ancheta	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
undersøgte	investigate	undersøge	investigat	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
undersøgte	investigata	undersøge	investigat	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
undersøgte	investigat	undersøge	investiga	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
undersøgte	examinate	undersøge	examina	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
undersøgte	examinat	undersøge	examina	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
undersøgte	examinata	undersøge	examinat	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
mexicansk	mexicana	mexicansk	mexicana	ADJ;INDF;SG	ADJ;DEF;FEM;SG
mexicansk	mexicani	mexicansk	mexican	ADJ;INDF;SG	N;INDF;MASC;PL
mexicansk	mexicana	mexicansk	mexicana	ADJ;INDF;SG	ADJ;DEF;FEM;SG
mexicansk	mexicane	mexicansk	mexican	ADJ;INDF;SG	ADJ;INDF;FEM;PL
gottlieb	gottlieb	gottlie	gottlieb	N;INDF;MASC+FEM;SG	PROPN
jung	jung	jung	jung		PROPN
sheffield	sheffield	sheffield	sheffield		N;INDF;MASC;SG
offensiven	ofensator	offensiv	ofensator	N;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
offensiven	ofensiv	offensiv	ofensiv	N;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
offensiven	jignitor	offensiv	jignitor	N;DEF;MASC+FEM;SG	ADJ;INDF;MASC;SG
truman	truman	truman	truman		N;INDF;MASC;SG
harbor	harbor	harbor	harbor		PROPN
elektroner	electronii	elektrone	electron	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
riges	reich	rig	reich	ADJ;GEN	N;INDF;MASC;SG
kigger	privind	kigge	privind	V;IND;PRS;FIN;ACT	ADP;ACC
kigger	vizionarea	kigge	vizionare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
wisconsin	wisconsin	wisconsin	wisconsin	N;INDF;NEUT;SG	PROPN
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	PROPN
crystal	cristalul	crystal	cristal		N;DEF;MASC;SG
crystal	cristal	crystal	cristal		N;INDF;MASC;SG
crystal	cristale	crystal	cristale		N;INDF;FEM;PL
crystal	crystal	crystal	crystal		N;INDF;MASC;SG
vedligeholdelse	intretinerea	vedligeholdelse	intretinere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
homo	homo	homo	homo		N;INDF;MASC;SG
malcolm	malcolm	malcolm	malcolm		PROPN
malcolm	malcom	malcolm	malcom		PROPN
perfekt	perfect	perfekt	perfect	ADJ;INDF;SG	ADV
perfekt	perfecte	perfekt	perfect	ADJ;INDF;SG	ADJ;INDF;FEM;PL
perfekt	perfecta	perfekt	perfecta	ADJ;INDF;SG	
perfekt	perfecta	perfekt	perfecta	ADJ;INDF;SG	
fugtige	umed	fugtig	umed	ADJ;PL	ADJ;INDF;MASC;SG
fugtige	umeda	fugtig	umeda	ADJ;PL	ADJ;INDF;FEM;SG
cat	pisica	cat	pisică		N;DEF;FEM;SG
cat	pisica	cat	pisică		N;DEF;FEM;SG
cat	cat	cat	cat		
seere	telespectatorii	seer	telespectator	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
sild	hering	sild	hering	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
persisk	persana	persisk	persană	ADJ;INDF;SG	N;DEF;FEM;SG
forudsætning	premisa	forudsætning	premisă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hovedperson	protagonistul	hovedperson	protagonist	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
wanderers	wanderers	wandere	wanderers	N;INDF;MASC+FEM;SG	PROPN
kunstig	artificiale	kunstig	artificial	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
kunstig	artificiala	kunstig	artificială	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
kunstig	artificiala	kunstig	artificială	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
kunstig	artificial	kunstig	artificial	ADJ;INDF;MASC+FEM;SG	ADV
dos	dos	dos	dos		
spørge	intreband	spørge	intreband	V;NFIN;ACT	
oregon	oregon	oregon	oregon		PROPN
bordeaux	bordeaux	bordeaux	bordeaux		PROPN
fænomenet	fenomen	fænomene	fenomen	N;DEF;NEUT;SG	N;INDF;MASC;SG
earl	earl	earl	earl		PROPN
bæres	purtata	bære	purtat	V;IND;PRS;FIN;PASS	N;DEF;FEM;SG
bæres	purtat	bære	purta	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
bæres	uzate	bære	uza	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
bæres	uzat	bære	uzat	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
bæres	purtate	bære	purta	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
fotos	fotografiile	fotos	fotografie	N;INDF;NEUT;PL	N;DEF;FEM;PL
stage	etapa	stage	etapă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stage	etapa	stage	etapă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
stage	stadiul	stage	stadiu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
mistanke	suspiciuni	mistanke	suspiciune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
mistanke	suspiciunile	mistanke	suspiciune	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
mistanke	suspecta	mistanke	suspecta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mistanke	suspectul	mistanke	suspect	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
mistanke	suspect	mistanke	suspect	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
mistanke	suspectate	mistanke	suspectat	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
mistanke	suspectat	mistanke	suspectat	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
mistanke	suspectata	mistanke	suspectat	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mistanke	suspiciunea	mistanke	suspiciune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
mistanke	suspiciuni	mistanke	suspiciune	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
digitalt	digitala	digitalt	digitală	ADJ;INDF;NEUT;SG	N;DEF;FEM;SG
digitalt	digitale	digitalt	digital	ADJ;INDF;NEUT;SG	ADJ;INDF;FEM;PL
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
antager	presupunand	antage	presupune	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
paradis	paradisul	paradis	paradis	N;INDF;NEUT;SG	N;DEF;MASC;SG
paradis	paradise	paradis	paradis	N;INDF;NEUT;SG	PROPN
dinesen	dinesen	dinesen	dinesen	N;DEF;MASC+FEM;SG	
svømmer	inot	svømme	inot	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
svømmer	inot	svømme	inot	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
svømmer	inotand	svømme	inota	V;IND;PRS;FIN;ACT	
svømmer	inotul	svømme	inot	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
svømmer	inotatoare	svømme	inotator	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
svømmer	inotator	svømme	inotator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
maine	maine	maine	maină	N;INDF;MASC+FEM;SG	
helikoptere	elicopterele	helikopter	elicoptere	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
afgrænset	definite	afgrænse	definit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
afgrænset	definita	afgrænse	definita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
afgrænset	definit	afgrænse	definit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afgrænset	delimitate	afgrænse	delimitate	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
afgrænset	delimitata	afgrænse	delimitata	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
moderat	moderate	moderat	moderat	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
moderat	moderata	moderat	moderată	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
malling	malling	malling	malling		
brændende	ardere	brænde	ardere	V;PRS;V.PTCP	N;INDF;FEM;SG
brændende	arzand	brænde	arzand	V;PRS;V.PTCP	ADJ;INDF;MASC;SG
friends	prietenii	friends	prietenie	V;PRS;V.PTCP	N;DEF;MASC;PL
friends	prieteni	friends	prieten	V;PRS;V.PTCP	N;INDF;MASC;PL
købmænd	negustorii	købmand	negustor	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
dedikeret	dedicata	dedikere	dedicat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
dedikeret	dedicate	dedikere	dedica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
dedikeret	dedicat	dedikere	dedica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kontinent	continentul	kontinent	continent	N;INDF;NEUT;SG	N;DEF;MASC;SG
baser	bazele	base	bază	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gemt	ascunsa	gemme	ascunsa	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
gemt	ascuns	gemme	ascuns	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
gemt	ascunsa	gemme	ascunsa	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
gemt	ascunse	gemme	ascuns	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
gemt	salvate	gemme	salva	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
gemt	salvata	gemme	salva	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
gemt	salvat	gemme	salva	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
oplyste	aprinsa	oplyse	aprinsa	V;IND;PST;FIN;ACT	ADJ;DEF;FEM;SG
oplyste	aprins	oplyse	aprins	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
oplyste	iluminat	oplyse	iluminat	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
oplyste	luminat	oplyse	luminat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tang	tang	tang	tang	N;INDF;MASC+FEM;SG	PROPN
opretter	creeaza	oprette	creează	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
opretter	creeaza	oprette	creează	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
opretter	creare	oprette	creare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
opretter	crearea	oprette	creare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
opretter	creare	oprette	creare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
opretter	creand	oprette	creand	V;IND;PRS;FIN;ACT	
opretter	creatorul	oprette	creator	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
opretter	creator	oprette	creator	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
midterste	mijloc	midter	mijloc	ADJ;DEF;RL	N;INDF;MASC;SG
forkerte	gresit	forkert	gresit	ADJ;PL	ADJ;INDF;MASC;SG
forkerte	gresit	forkert	gresit	ADJ;PL	ADJ;INDF;MASC;SG
affald	deseuri	affald	deseu	N;INDF;NEUT;SG	N;INDF;FEM;PL
affald	deseuri	affald	deseu	N;INDF;NEUT;SG	N;INDF;FEM;PL
affald	risipa	affald	risipă	N;INDF;NEUT;SG	N;DEF;FEM;SG
affald	deseuri	affald	deseu	N;INDF;NEUT;SG	N;INDF;FEM;PL
suzuki	suzuki	suzuki	suzuki		PROPN
jelena	jelena	jelena	jelena		PROPN
positioner	pozitiile	position	pozitie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
lægen	doctore	læge	doctore	N;DEF;MASC+FEM;SG	
lægen	doctor	læge	doctor	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
taktik	tactica	taktik	tactică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
taktik	tactica	taktik	tactică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
taktik	tactici	taktik	tactic	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
taktik	tactica	taktik	tactică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
taktik	tactica	taktik	tactică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
medina	medina	medina	medină		N;DEF;FEM;SG
konrad	konrad	konrad	konrad		PROPN
kæmpet	luptat	kæmpe	lupta	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
filmet	filmata	film	filmata	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
filmet	filmat	film	filmat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
arkiveret	arhivat	arkivere	arhiva	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
arkiveret	arhivate	arkivere	arhiva	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
demonstrationer	protestele	demonstration	protest	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
rocky	rocky	rocky	rocky	N;INDF;MASC+FEM;SG	PROPN
larsson	larsson	larsson	larsson		PROPN
bemærkede	notat	bemærket	nota	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
bemærkede	remarcat	bemærket	remarca	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
sorg	jale	sorg	jale	N;INDF;MASC+FEM;SG	
edith	edith	edith	edith	N;INDF;MASC+FEM;SG	PROPN
olof	olof	olof	olof	PROPN	PROPN
anseelse	reputatia	anseelse	reputatie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
smed	fierarul	smide	fierar	V;IND;PST;FIN;ACT	N;DEF;MASC;SG
smed	fierar	smide	fierar	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
absolutte	absoluta	absolutte	absolut	ADJ;PL	ADJ;DEF;FEM;SG
aske	cenusa	aske	cenusa	N;INDF;NEUT;SG	N;DEF;FEM;SG
aske	cenusa	aske	cenusa	N;INDF;NEUT;SG	N;DEF;FEM;SG
aske	cenusa	aske	cenusa	N;INDF;NEUT;SG	N;DEF;FEM;SG
davies	davies	davie	davies		PROPN
kardinal	cardinale	kardinal	cardinal	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
kardinal	cardinalul	kardinal	cardinal	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
sår	rana	sår	rană	N;INDF;NEUT;SG	N;DEF;FEM;SG
sår	rana	sår	rană	N;INDF;NEUT;SG	N;DEF;FEM;SG
sår	rani	sår	rană	N;INDF;NEUT;SG	
sår	ranile	sår	rană	N;INDF;NEUT;SG	N;DEF;FEM;PL
sår	rani	sår	rană	N;INDF;NEUT;SG	
kulturarv	patrimoniului	kulturarv	patrimoniu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kulturarv	patrimoniul	kulturarv	patrimoniu	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
trine	trine	trine	trine		
trine	kate	trine	kate		
regime	regimul	regime	regim	N;INDF;NEUT;SG	N;DEF;MASC;SG
identificeret	identificate	identificere	identificat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
identificeret	identificat	identificere	identifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
identificeret	identificata	identificere	identificat	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
afskediget	externat	afskedige	externa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
afskediget	evacuate	afskedige	evacua	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
afskediget	respins	afskedige	respinge	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
money	banii	money	ban		N;DEF;MASC;PL
money	bani	money	ban		N;INDF;MASC;PL
knut	knut	knut	knut		N;INDF;MASC;SG
udfordringer	provocarile	udfordring	provocare	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
leeds	leeds	leeds	leeds		PROPN
protein	proteinele	protein	proteină	N;INDF;NEUT;SG	N;DEF;FEM;PL
protein	proteine	protein	proteină	N;INDF;NEUT;SG	N;INDF;FEM;PL
protein	proteina	protein	proteină	N;INDF;NEUT;SG	N;DEF;FEM;SG
protein	proteina	protein	proteină	N;INDF;NEUT;SG	N;DEF;FEM;SG
protein	proteinele	protein	proteină	N;INDF;NEUT;SG	N;DEF;FEM;PL
protein	proteine	protein	proteină	N;INDF;NEUT;SG	N;INDF;FEM;PL
netværket	network	netværk	network	N;DEF;NEUT;SG	N;INDF;MASC;SG
klipper	stanci	klippe	stancă	N;INDF;MASC+FEM;PL	
klipper	stanci	klippe	stancă	N;INDF;MASC+FEM;PL	
roberto	roberto	roberto	roberto		PROPN
ekspansion	extinderea	ekspansion	extindere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ekspansion	expansiunea	ekspansion	expansiune	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
genetisk	genetica	genetisk	genetică	ADJ;INDF;SG	N;DEF;FEM;SG
genetisk	genetice	genetisk	genetic	ADJ;INDF;SG	ADJ;INDF;FEM;PL
tømmer	cherestea	tømme	chereste	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
tømmer	cherestea	tømme	chereste	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
intellektuelle	intelectuali	intellektuel	intelectual	ADJ;PL	N;INDF;MASC;PL
intellektuelle	intelectuali	intellektuel	intelectual	ADJ;PL	N;INDF;MASC;PL
intellektuelle	intelectual	intellektuel	intelectual	ADJ;PL	ADJ;INDF;MASC;SG
intellektuelle	intelectuala	intellektuel	intelectual	ADJ;PL	ADJ;DEF;FEM;SG
hellig	sacre	hellig	sacru	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
hellig	sacra	hellig	sacră	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
