австралийский	australiska	австралийский	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
мюзикл	musikalisk	мюзикл	musikalisk	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
резерв	reserver	резерв	reserv	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
резерв	reservera	резерв	reservera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
репрессий	repression	репрессия	repression	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
репрессий	förtryck	репрессия	förtryck	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
репрессий	repressalier	репрессия	repressalie	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
прозвища	smeknamn	прозвище	smeknamn	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
поняли	förstått	понять	förstå	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
поняли	uppfattat	понять	uppfatta	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
интересный	intressanta	интересный	intressant	ADJ;NOM;MASC;SG	ADJ;NOM;PL
реальные	real	реальный	real	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
реальные	verklig	реальный	verklig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
реальные	riktigt	реальный	riktig	ADJ;NOM;PL	ADV
реальные	verkligt	реальный	verklig	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
реальные	riktig	реальный	riktig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
ключи	keys	ключ	key	N;INAN;NOM;MASC;PL	PROPN;NOM
лавры	lagrar	лавр	lagra	N;INAN;NOM;MASC;PL	V;IND;PRS;FIN;ACT
сделанные	made	делать	made	V;PFV;NOM;PL;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
сделанные	tillverkad	делать	tillverkad	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
сделанные	tillverkade	делать	tillverkad	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
сделанные	tillverkat	делать	tillverkad	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
сделанные	gjorda	делать	göra	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
банды	gäng	банда	gäng	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
духовное	andliga	духовный	andlig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
славу	berömmelse	слава	berömmelse	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
славу	fame	слава	fam	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
славу	ära	слава	ära	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
славу	härlighet	слава	härlighet	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
славу	glory	слава	glory	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
таиланд	thailand	таиланд	thailand	N;INAN;NOM;MASC;SG	PROPN;NOM
финансирование	finanser	финансирование	finans	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
финансирование	finansiera	финансирование	finansiera	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
финансирование	finansierar	финансирование	finansiera	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
младшая	yngsta	младший	ung	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL
младшая	yngste	младший	ung	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;RL;MASC
младшая	yngre	младший	ung	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR
глазго	glasgow	глазго	glasgow	N;INAN;NOM;MASC;SG	PROPN;NOM
соперников	rivaler	соперник	rival	N;ANIM;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
пакистан	pakistan	пакистан	pakistan	N;INAN;NOM;MASC;SG	PROPN;NOM
пакистан	pakistanska	пакистан	pakistansk	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
робин	robin	робин	robin	N;ANIM;NOM;MASC;SG	PROPN;NOM
робин	robyn	робин	robyn	N;ANIM;NOM;MASC;SG	PROPN;NOM
библиотек	biblioteken	библиотека	bibliotek	N;INAN;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;SG
библиотек	bibliotek	библиотека	bibliotek	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
мтс	mts	мтс	mts	N;INAN;NOM;MASC;SG	NUM;NOM
подростков	tonåringar	подросток	tonåring	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
подростков	tonåringar	подросток	tonåring	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
демо	demo	демо	demo	ADV	N;NOM;INDF;MASC+FEM;SG
демо	demonstration	демо	demonstration	ADV	N;NOM;INDF;MASC+FEM;SG
демо	demos	демо	demoa	ADV	N;NOM;INDF;NEUT;PL
военнопленных	krigsfångar	военнопленный	krigsfång	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
трагедия	tragisk	трагедия	tragisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
трагедия	tragiskt	трагедия	tragisk	N;INAN;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG
трагедия	tragiska	трагедия	tragisk	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
трагедия	tragedier	трагедия	tragedi	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ушла	borta	уйти	borta	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADV
теоретик	teoretiker	теоретик	teoretik	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
луки	luca	лук	luca	N;INAN;NOM;MASC;PL	PROPN;NOM
луки	luka	лук	luka	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
таиланда	thailand	таиланд	thailand	N;INAN;GEN;MASC;SG	PROPN;NOM
таиланда	thailändsk	таиланд	thailändsk	N;INAN;GEN;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
таиланда	thai	таиланд	thai	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
таиланда	thailändska	таиланд	thailändsk	N;INAN;GEN;MASC;SG	ADJ;NOM;PL
пройдя	förbipasserande	пройти	förbipassera	V;PFV;PST;V.CVB;ACT	ADJ;NOM;PRS;V.PTCP
пройдя	passerar	пройти	passera	V;PFV;PST;V.CVB;ACT	V;IND;PRS;FIN;ACT
отправили	transporteras	отправить	transportera	V;PFV;IND;PL;PST;FIN;ACT	V;IND;PRS;FIN;PASS
отправили	levererad	отправить	levererad	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
отправили	fraktas	отправить	frakta	V;PFV;IND;PL;PST;FIN;ACT	V;IND;NFIN;PASS
отправили	levereras	отправить	leverera	V;PFV;IND;PL;PST;FIN;ACT	V;IND;FIN;PASS
отправили	skickas	отправить	skicka	V;PFV;IND;PL;PST;FIN;ACT	V;IND;PRS;FIN;PASS
отправили	skickat	отправить	skicka	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
отправили	skickad	отправить	skicka	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
гитлер	hitlers	гитлер	hitler	N;ANIM;NOM;MASC;SG	PROPN;GEN
гитлер	hitler	гитлер	hitler	N;ANIM;NOM;MASC;SG	PROPN;NOM
связанный	länkade	связать	länka	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
связанный	kopplade	связать	koppla	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
связанный	länkat	связать	länka	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
связанный	länkad	связать	länkad	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
оплаты	avbetalning	оплата	avbetalning	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оплаты	betalning	оплата	betalning	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
оплаты	utbetalning	оплата	utbetalning	N;INAN;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
организмов	organismer	организм	organism	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
хьюстон	houston	хьюстон	houston	N;INAN;NOM;MASC;SG	PROPN;NOM
домашнее	hemmagjorda	домашний	hemmagjorda	ADJ;NOM;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
лесных	skog	лесной	skog	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
лесных	skogs	лесной	skoga	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
лесных	skogen	лесной	skog	ADJ;GEN;PL	N;NOM;DEF;MASC+FEM;SG
лесных	forest	лесной	forest	ADJ;GEN;PL	N;NOM;INDF;NEUT;SG
поколений	generationerna	поколение	generation	N;INAN;GEN;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
поколений	generationer	поколение	generation	N;INAN;GEN;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
македония	makedonien	македония	makedoni	N;INAN;NOM;FEM;SG	PROPN;NOM
утверждено	godkända	утвердить	godkänna	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
утверждено	godkänt	утвердить	godkänna	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
утверждено	godkänd	утвердить	godkänd	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
волос	hair	волос	hai	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
волос	hår	волос	hår	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;SG
волос	håret	волос	hår	N;INAN;GEN;FEM;PL	N;NOM;DEF;NEUT;SG
покрытия	täcka	покрытие	täcka	N;INAN;NOM;NEUT;PL	V;IMP;FIN;ACT
покрытия	omslag	покрытие	omslag	N;INAN;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
произносится	uttalade	произносить	uttala	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;PL;PST;V.PTCP
произносится	uttalat	произносить	uttala	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
произносится	uttalad	произносить	uttala	V;IPFV;IND;SG;3;PRS;FIN;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
произносится	uttalas	произносить	uttala	V;IPFV;IND;SG;3;PRS;FIN;MID	V;NFIN;PASS
грозный	groznyj	грозный	groznyj	ADJ;NOM;MASC;SG	PROPN;NOM
условие	villkor	условие	villkor	N;INAN;NOM;NEUT;SG	N;NOM;INDF;NEUT;PL
португальский	portugisiska	португальский	portugisisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
низкий	låga	низкий	låg	ADJ;NOM;MASC;SG	ADJ;NOM;PL
низкий	low	низкий	low	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
низкий	låg	низкий	låg	ADJ;NOM;MASC;SG	INTJ
никуда	ingenstans	никуда	ingenstans	ADV	N;NOM;INDF;MASC+FEM;SG
древесины	ved	древесина	ved	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
древесины	trä	древесина	trä	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
древесины	virke	древесина	virken	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
уменьшить	sänkning	уменьшить	sänkning	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
уменьшить	minskning	уменьшить	minskning	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
уменьшить	psykolog	уменьшить	psykolog	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
типичный	typiska	типичный	typisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
мобильных	rörlig	мобильный	rörlig	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
мобильных	mobil	мобильный	mobil	ADJ;GEN;PL	N;NOM;INDF;MASC+FEM;SG
мобильных	mobila	мобильный	mobil	ADJ;GEN;PL	ADJ;NOM;PL
получены	fått	получить	få	V;PFV;PL;PST;V.PTCP;PASS	V;V.CVB;ACT
получены	mottaget	получить	mottagen	V;PFV;PL;PST;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
получены	fick	получить	få	V;PFV;PL;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
получены	mottagen	получить	mottag	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
получены	mottagna	получить	motta	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
азота	kväve	азот	kväve	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
усовершенствования	förbättring	усовершенствование	förbättring	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
мозг	hjärnor	мозг	hjärna	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
поднял	uppfostrade	поднять	uppfostra	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
поднял	uppfostrad	поднять	uppfostrad	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
поднял	uppväxt	поднять	uppväxt	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
поднял	höjt	поднять	höja	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
поднял	uppvuxen	поднять	uppvuxen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
бред	brad	бред	brad	N;INAN;NOM;MASC;SG	PROPN;NOM
бред	vanföreställningar	бред	vanföreställning	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
дэнни	danny	дэнный	danny	N;ANIM;NOM;MASC;SG	PROPN;NOM
дэнни	denny	дэнный	denny	N;ANIM;NOM;MASC;SG	PROPN;NOM
десятка	tio	десяток	tio	N;INAN;NOM;MASC;SG	NUM;NOM
нацистской	nazistiska	нацистский	navistisk	ADJ;INS;FEM;SG	ADJ;NOM;PL
нацистской	nazist	нацистский	nazist	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
господин	dominus	господин	dominus	N;ANIM;NOM;MASC;SG	PROPN;NOM
богатых	rikt	богатый	rik	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG
богатых	rik	богатый	rik	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
богатых	rich	богатый	rich	ADJ;GEN;PL	PROPN;NOM
богатых	rika	богатый	rik	ADJ;GEN;PL	ADJ;NOM;PL
богатых	förmögen	богатый	förmög	ADJ;GEN;PL	ADJ;NOM;INDF;MASC+FEM;SG
богатых	förmögna	богатый	förmögen	ADJ;GEN;PL	ADJ;NOM;PL
богатых	rika	богатый	rik	ADJ;GEN;PL	ADJ;NOM;PL
акулы	haj	акула	haj	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
акулы	shark	акула	shark	N;ANIM;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
диалектов	dialekter	диалект	dialekt	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
сложность	svårigheter	сложность	svårighet	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
прибытия	ankomst	прибытие	ankomst	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
осло	oslo	осло	oslo	N;INAN;NOM;MASC;SG	PROPN;NOM
введено	introducerade	ввести	introducerad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PST;V.PTCP;ACT
введено	presenterade	ввести	presentera	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
введено	infört	ввести	införa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
квантовой	quantum	квантовый	quantum	ADJ;INS;FEM;SG	N;NOM;INDF;NEUT;SG
оперативного	omgående	оперативный	omgående	ADJ;GEN;MASC;SG	ADJ;NOM;PRS;V.PTCP
разрыв	brista	разрыв	brist	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
пошла	åkte	пойти	åka	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IMP;PST;FIN;ACT
греки	grekiskt	грек	grekisk	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
греки	grek	грек	grek	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
греки	grekisk	грек	grekisk	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
греки	grekiska	грек	grekisk	N;ANIM;NOM;MASC;PL	ADJ;NOM;PL
проявления	manifestation	проявление	manifestation	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
подписания	undertecknar	подписание	undertecknar	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN;ACT
подписания	signering	подписание	signering	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
подписания	undertecknande	подписание	undertecknande	N;INAN;NOM;NEUT;PL	ADJ;NOM;PRS;V.PTCP
подписания	signatur	подписание	signatur	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
подписания	underskrift	подписание	underskrift	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
подписания	namnteckning	подписание	namnteckning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
подписания	undertecknande	подписание	undertecknande	N;INAN;NOM;NEUT;PL	ADJ;NOM;PRS;V.PTCP
дипольный	dipol	дипольный	dipol	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
сеньор	senor	сеньор	sena	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
водитель	förare	водитель	förare	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
постоянная	permanenta	постоянный	permanent	ADJ;NOM;FEM;SG	ADJ;NOM;PL
постоянная	konstanta	постоянный	konstant	ADJ;NOM;FEM;SG	ADJ;NOM;PL
постоянная	konstant	постоянный	konstant	ADJ;NOM;FEM;SG	ADV
монахов	munkarna	монах	munke	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
монахов	munkar	монах	munk	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
паоло	paolo	пайть	paolo	N;INAN;NOM;MASC;SG	PROPN;NOM
вино	viner	вино	vina	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
бокс	boxas	бокс	box	N;INAN;NOM;MASC;SG	V;NFIN;PASS
рабов	slavarna	раб	slav	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
рабов	slavar	раб	slava	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
формируется	bildar	формироваться	bilda	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;ACT
формируется	bildas	формироваться	bilda	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;FIN;PASS
боливии	bolivianska	боливия	boliviansk	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
боливии	bolivia	боливия	bolivi	N;INAN;NOM;FEM;PL	PROPN;NOM
популярная	popular	популярный	popul	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
популярная	populära	популярный	populär	ADJ;NOM;FEM;SG	ADJ;NOM;PL
шейх	sheikh	шейх	sheikh	N;ANIM;NOM;MASC;SG	PROPN;NOM
охлаждения	kylning	охлаждение	kylning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
охлаждения	kyla	охлаждение	kyla	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
охлаждения	nedkylning	охлаждение	nedkylning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
охлаждения	kylning	охлаждение	kylning	N;INAN;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
путешественник	resenärer	путешественник	resenär	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
заменена	ersatta	заменить	ersätta	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
заменена	ersätts	заменить	ersätta	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
заменена	ersatte	заменить	ersätta	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
заменена	ersatt	заменить	ersatt	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
заменена	utbytt	заменить	utbytt	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
автономии	självständighet	автономия	självständighet	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
автономии	självbestämmande	автономия	självbestämmande	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
автономии	autonomi	автономия	autonomi	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
автономии	självstyre	автономия	självstyre	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	N;NOM;INDF;MASC+FEM;SG
мадам	frun	мада	fru	N;ANIM;DAT;FEM;PL	N;NOM;DEF;MASC+FEM;SG
мадам	madam	мада	madam	N;ANIM;DAT;FEM;PL	N;NOM;INDF;MASC+FEM;SG
мадам	madame	мада	madam	N;ANIM;DAT;FEM;PL	N;NOM;INDF;MASC+FEM;SG
молока	mjölk	молоко	mjölk	N;INAN;GEN;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
специалиста	specialist	специалист	specialist	N;ANIM;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
словари	lexikon	словарь	lexikon	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
окончательный	slutliga	окончательный	slutlig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
окончательный	final	окончательный	final	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
окончательный	slutligt	окончательный	slutlig	ADJ;NOM;MASC;SG	ADV
окончательный	sista	окончательный	sista	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;RL
окончательный	slutgiltigt	окончательный	slutgiltig	ADJ;NOM;MASC;SG	ADV
мера	mäta	мера	mäta	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
мера	mät	мера	mät	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
новичков	nybörjare	новичок	nybörjare	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
новичков	nyanlända	новичок	nyanlända	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
новичков	nykomlingar	новичок	nykomling	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
рекорды	records	рекорд	records	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
рекорды	register	рекорд	regist	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
меню	menyerna	меню	meny	N;INAN;NOM;NEUT;SG	N;NOM;DEF;MASC+FEM;PL
меню	menyer	меню	meny	N;INAN;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
вилли	willy	вилль	willy	N;ANIM;NOM;MASC;SG	PROPN;NOM
вилли	willi	вилль	willi	N;ANIM;NOM;MASC;SG	PROPN;NOM
вилли	wille	вилль	wille	N;ANIM;NOM;MASC;SG	INTJ
вилли	willie	вилль	willie	N;ANIM;NOM;MASC;SG	PROPN;NOM
хлеба	bröd	хлеб	bröd	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
владельцев	ägare	владелец	gg	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
владельцев	ägarna	владелец	ägare	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
кислот	syror	кислота	syra	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
дословно	ordagrant	дословно	ordagrant	ADV	N;NOM;INDF;MASC+FEM;SG
археологических	arkeologiska	археологический	arkeologisk	ADJ;GEN;PL	ADJ;NOM;PL
сорока	forty	сорок	forty	NUM;NOM	N;NOM;INDF;NEUT;SG
сорока	skata	сорок	skata	NUM;NOM	N;NOM;INDF;MASC+FEM;SG
сорока	magpie	сорок	magpie	NUM;NOM	PROPN;NOM
наталия	natalia	наталия	natali	N;ANIM;NOM;FEM;SG	PROPN;NOM
инициатором	initiativtagare	инициатор	initiativtagare	N;ANIM;INS;MASC;SG	N;NOM;INDF;MASC+FEM;PL
голода	svält	голод	svält	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
голода	svält	голод	svält	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
голода	hungern	голод	hung	N;INAN;GEN;MASC;SG	N;NOM;DEF;MASC+FEM;SG
голода	hunger	голод	hung	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
испанию	spanien	испание	spani	N;INAN;ACC;NEUT;SG	PROPN;NOM
ассамблеи	montering	ассамблея	montering	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
