right	prawo	righta	prawo		N;NOM;NEUT;SG
enot	jednostki	enota	jednostka	N;GEN;FEM;PL	N;NOM;FEM;PL
enot	agregaty	enota	agregat	N;GEN;FEM;PL	N;NOM;MASC;SG
ameriška	american	ameriški	american	ADJ;NOM;FEM;SG	
ameriška	amerykanin	ameriški	amerykanin	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
les	wood	les	wood	N;NOM;MASC;SG	
les	drewna	les	drewna	N;NOM;MASC;SG	
les	les	les	les	N;NOM;MASC;SG	
les	drewna	les	drewna	N;NOM;MASC;SG	
pomen	rozumieniu	pomen	rozumienie	N;NOM;MASC;SG	N;IPFV;DAT;NEUT;SG
energije	energię	energija	energia	N;NOM;FEM;PL	N;ACC;FEM;SG
energije	energia	energija	energia	N;NOM;FEM;PL	N;NOM;FEM;SG
energije	energii	energija	energia	N;NOM;FEM;PL	
energije	energy	energija	energy	N;NOM;FEM;PL	
niti	nitki	niti	nitki	PART	
niti	wątki	niti	wątek	PART	N;NOM;MASC;PL
niti	nici	niti	nić	PART	
naslednji	następnym	naslednji	następny	ADJ;NOM;DEF;MASC;SG	ADJ;INS;MASC;SG
naslednji	następna	naslednji	następny	ADJ;NOM;DEF;MASC;SG	
mark	znak	marka	znak	N;GEN;FEM;PL	N;NOM;MASC;SG
mark	oznacz	marka	oznaczyć	N;GEN;FEM;PL	V;PFV;IMP;SG;2;FIN;ACT
mark	zaznacz	marka	zaznaczyć	N;GEN;FEM;PL	V;PFV;IMP;SG;2;FIN;ACT
mark	marka	marka	marka	N;GEN;FEM;PL	
mark	mark	marka	mark	N;GEN;FEM;PL	PROPN;NOM;MASC;SG
reka	rzeki	reka	rzeka	N;NOM;FEM;SG	
reka	river	reka	river	N;NOM;FEM;SG	
joseph	józefie	joseph	józefia	PROPN;NOM;MASC;SG	N;VOC;MASC;SG
joseph	joseph	joseph	joseph	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
joseph	józef	joseph	józef	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
joseph	józefa	joseph	józef	PROPN;NOM;MASC;SG	
aleksander	aleksandr	aleksander	aleksandr	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
aleksander	aleksandra	aleksander	aleksandra	N;NOM;MASC;SG	
louis	ludwik	louis	ludwik	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
louis	louis	louis	louis	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
louis	ludwika	louis	ludwik	PROPN;NOM;MASC;SG	
znano	znani	znan	znany	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;MASC;PL
znano	znany	znan	znany	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
znano	znana	znan	znany	ADJ;NOM;NEUT;SG;V.PTCP	V;IPFV;IND;SG;PRS;FIN;ACT
znano	znajome	znan	znajomy	ADJ;NOM;NEUT;SG;V.PTCP	
znano	znajomy	znan	znajomy	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;MASC;SG
skupini	grup	skupina	grupa	N;NOM;FEM;DU	
skupini	grupy	skupina	grupa	N;NOM;FEM;DU	N;ACC;FEM;SG
skupini	grupach	skupina	grupa	N;NOM;FEM;DU	N;GEN;MASC;PL
družbe	korporacji	družba	korporacja	N;NOM;FEM;PL	N;GEN;FEM;SG
družbe	spółki	družba	spółka	N;NOM;FEM;PL	
družbe	przedsiębiorstw	družba	przedsiębiorstwo	N;NOM;FEM;PL	
družbe	przedsiębiorstwa	družba	przedsiębiorstwa	N;NOM;FEM;PL	N;NOM;NEUT;SG
družbe	firm	družba	firma	N;NOM;FEM;PL	
družbe	społeczeństw	družba	społeczeństwo	N;NOM;FEM;PL	N;GEN;NEUT;PL
družbe	społeczeństwa	družba	społeczeństwo	N;NOM;FEM;PL	N;GEN;NEUT;SG
vojaško	wojsko	vojaški	wojsko	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
vojaško	wojska	vojaški	wojsko	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
stari	koleś	star	koleś	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
stari	stary	star	stary	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
stari	stare	star	stary	ADJ;NOM;MASC;PL	
stari	stary	star	stary	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;SG
stari	old	star	old	ADJ;NOM;MASC;PL	
stari	stara	star	stary	ADJ;NOM;MASC;PL	
stari	stari	star	stary	ADJ;NOM;MASC;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
pojavi	zjawiska	pojaviti	zjawisko	V;PFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
pojavi	fenomen	pojaviti	fenomen	V;PFV;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
pojavi	zjawisk	pojaviti	zjawisko	V;PFV;IND;SG;3;PRS;FIN	N;GEN;NEUT;PL
pojavi	zjawisko	pojaviti	zjawisko	V;PFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
doma	domu	doma	dom	ADV	N;GEN;MASC;SG
doma	dom	doma	dom	ADV	N;NOM;MASC;SG
albuma	album	album	album	N;GEN;MASC;SG	N;NOM;MASC;SG
albuma	albumu	album	album	N;GEN;MASC;SG	
albuma	płyta	album	płyta	N;GEN;MASC;SG	N;NOM;FEM;SG
otok	wyspy	otok	wyspa	N;NOM;MASC;SG	
otok	island	otok	island	N;NOM;MASC;SG	
zmanjšanje	zmniejszyć	zmanjšanje	zmniejszyć	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
zmanjšanje	zmniejszenia	zmanjšanje	zmniejszyć	N;NOM;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
zmanjšanje	zredukować	zmanjšanje	zredukować	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
zmanjšanje	zmniejszyć	zmanjšanje	zmniejszyć	N;NOM;NEUT;SG	V;PFV;NFIN;ACT
zbirka	kolekcji	zbirka	kolekcja	N;NOM;FEM;SG	N;GEN;FEM;SG
vrednosti	wartości	vrednost	wartość	N;NOM;FEM;PL	N;GEN;FEM;SG
vrednosti	wartości	vrednost	wartość	N;NOM;FEM;PL	N;GEN;FEM;SG
vrednosti	wartość	vrednost	wartość	N;NOM;FEM;PL	N;NOM;FEM;SG
člani	członkom	član	członek	N;NOM;MASC;PL	N;DAT;MASC;PL
člani	członków	član	członek	N;NOM;MASC;PL	N;ACC;MASC;PL
člani	członkami	član	członek	N;NOM;MASC;PL	N;INS;MASC;PL
oba	obydwa	oba	obydwa	DET;NOM;MASC;DU	V;IPFV;IND;SG;PST;FIN;ACT
oba	oboje	oba	obój	DET;NOM;MASC;DU	
oba	obie	oba	oba	DET;NOM;MASC;DU	NUM;ACC;FEM;PL
oba	oba	oba	oba	DET;NOM;MASC;DU	
mali	mał	mali	mała	ADJ;NOM;DEF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
mali	little	mali	littl	ADJ;NOM;DEF;MASC;SG	
mali	mało	mali	mało	ADJ;NOM;DEF;MASC;SG	ADV
mali	mała	mali	mały	ADJ;NOM;DEF;MASC;SG	
mali	mali	mali	mala	ADJ;NOM;DEF;MASC;SG	
različica	wersji	različica	wersja	N;NOM;FEM;SG	N;GEN;FEM;SG
različica	wersję	različica	wersja	N;NOM;FEM;SG	N;ACC;FEM;SG
znanstveno	naukowo	znanstven	naukowo	ADJ;NOM;NEUT;SG	ADV
znanstveno	naukowa	znanstven	naukowy	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
motor	silnika	motor	silnik	N;NOM;MASC;SG	N;GEN;MASC;SG
motor	silniki	motor	silnik	N;NOM;MASC;SG	N;NOM;MASC;PL
motor	rowerem	motor	rower	N;NOM;MASC;SG	N;INS;MASC;SG
motor	rower	motor	rower	N;NOM;MASC;SG	N;ACC;MASC;SG
motor	motor	motor	motor	N;NOM;MASC;SG	
motor	motocykl	motor	motocykl	N;NOM;MASC;SG	N;ACC;MASC;SG
motor	motor	motor	motor	N;NOM;MASC;SG	
motor	motocykle	motor	motocykl	N;NOM;MASC;SG	N;NOM;MASC;PL
motor	motocykl	motor	motocykl	N;NOM;MASC;SG	N;ACC;MASC;SG
motor	motocykla	motor	motocykla	N;NOM;MASC;SG	N;GEN;MASC;SG
motor	motor	motor	motor	N;NOM;MASC;SG	
hans	hans	hans	hans	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
hans	hansa	hans	hansa	PROPN;NOM;MASC;SG	
pomemben	wazne	pomemben	wazny	ADJ;NOM;INDF;MASC;SG	
marija	maryjo	marija	maryć	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
marija	maria	marija	maria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
marija	maryja	marija	maryj	N;NOM;FEM;SG	
marija	mary	marija	mary	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
marija	maryi	marija	mary	N;NOM;FEM;SG	
marija	mario	marija	mario	N;NOM;FEM;SG	
marija	marii	marija	maria	N;NOM;FEM;SG	
marija	maria	marija	maria	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
značilnosti	charakterystyka	značilnost	charakterystyka	N;NOM;FEM;PL	N;NOM;FEM;SG
značilnosti	właściwości	značilnost	właściwość	N;NOM;FEM;PL	N;ACC;FEM;PL
značilnosti	właściwości	značilnost	właściwość	N;NOM;FEM;PL	N;ACC;FEM;PL
cesarstvo	imperium	cesarstvo	imperium	N;NOM;NEUT;SG	
cesarstvo	empire	cesarstvo	empir	N;NOM;NEUT;SG	
grof	liczyć	grof	liczyć	N;NOM;MASC;SG	V;IPFV;NFIN;ACT
grof	licz	grof	liczyć	N;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
vodja	leader	vodja	leader	N;NOM;MASC;SG	
južno	południowa	južen	południowy	ADV	ADJ;NOM;FEM;SG
južno	południowej	južen	południowy	ADV	ADJ;GEN;FEM;SG
južno	southern	južen	southerny	ADV	N;NOM;MASC;SG
južno	południowe	južen	południowy	ADV	ADJ;NOM;NEUT;SG
južno	południe	južen	południe	ADV	N;NOM;NEUT;SG
sil	sil	sila	sil	N;GEN;FEM;PL	
besedilo	text	besedilo	text	N;NOM;NEUT;SG	
besedilo	tekstowe	besedilo	tekstowy	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
besedilo	teksty	besedilo	tekst	N;NOM;NEUT;SG	N;NOM;MASC;PL
svg	svg	svg	svg	N;NOM;MASC;SG	
dobi	zdobywa	dobiti	zdobywać	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
dobi	dostaje	dobiti	dostawać	V;PFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
študiral	zbadane	študirati	zbadać	V;IPFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
študiral	badane	študirati	badać	V;IPFV;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
študiral	badany	študirati	badany	V;IPFV;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
uspelo	zarządzane	uspeti	zarządzać	V;PFV;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uspelo	zarządzany	uspeti	zarządzać	V;PFV;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
elst	elst	elst	elst	N;NOM;MASC;SG	
richard	ryszarda	richard	ryszardać	N;NOM;MASC;SG	N;ACC;MASC;SG
razred	zajęcia	razred	zajęcia	N;NOM;MASC;SG	N;NOM;NEUT;PL
razred	klasy	razred	klasa	N;NOM;MASC;SG	N;GEN;FEM;SG
razred	klasa	razred	klasa	N;NOM;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
zgodovino	historia	zgodovina	historia	N;ACC;FEM;SG	N;NOM;FEM;SG
zgodovino	historii	zgodovina	historia	N;ACC;FEM;SG	N;GEN;FEM;SG
ozemlje	terytoria	ozemlje	terytoria	N;NOM;NEUT;SG	N;NOM;NEUT;PL
ozemlje	terytorium	ozemlje	terytorium	N;NOM;NEUT;SG	N;ACC;NEUT;SG
kadar	kiedy	kadar	kiedy	CONJ	ADV
jezero	jeziora	jezero	jezioro	N;NOM;NEUT;SG	N;ACC;NEUT;SG
jezero	lake	jezero	raka	N;NOM;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
dirka	rasy	dirka	rasa	N;NOM;FEM;SG	N;ACC;FEM;PL
dirka	race	dirka	raka	N;NOM;FEM;SG	
divizije	przegrody	divizija	przegroda	N;NOM;FEM;PL	N;ACC;FEM;SG
divizije	działy	divizija	dziać	N;NOM;FEM;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
človek	man	človek	mana	N;NOM;MASC;SG	
kitara	gitary	kitara	gitar	N;NOM;FEM;SG	
kitara	gitarze	kitara	gitarz	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
dom	domu	dom	dom	N;NOM;MASC;SG	N;GEN;MASC;SG
uspešno	udanych	uspešno	udać	ADV	ADJ;GEN;MASC;PL
uspešno	udane	uspešno	udać	ADV	ADJ;NOM;NEUT;SG
uspešno	udany	uspešno	udany	ADV	
uspešno	udana	uspešno	udać	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
znak	podpisz	znak	podpić	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
mati	matko	mati	matko	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
celje	celje	celje	celja	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
univerza	uniwersytety	univerza	uniwersytet	N;NOM;FEM;SG	N;NOM;MASC;PL
univerza	uniwersytetu	univerza	uniwersytet	N;NOM;FEM;SG	N;GEN;MASC;SG
univerza	university	univerza	universit	N;NOM;FEM;SG	
alt	alt	alt	alt	N;NOM;MASC;SG	
objavil	wysłany	objaviti	wysłać	V;PFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
objavil	opublikowane	objaviti	opublikować	V;PFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
objavil	zamieszczone	objaviti	zamieścić	V;PFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zgrajena	zbudowano	zgrajen	zbudować	ADJ;NOM;FEM;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
knjižnica	bibliotekę	knjižnica	biblioteka	N;NOM;FEM;SG	N;ACC;FEM;SG
knjižnica	biblioteki	knjižnica	biblioteka	N;NOM;FEM;SG	N;GEN;FEM;SG
knjižnica	bibliotece	knjižnica	biblioteka	N;NOM;FEM;SG	N;DAT;FEM;SG
odkril	odkryte	odkriti	odkryć	V;PFV;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vlade	rządowe	vlada	rządowy	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
vlade	rząd	vlada	rząd	N;NOM;FEM;PL	N;NOM;MASC;SG
vlade	rządowy	vlada	rządowy	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
vlade	rządów	vlada	rząd	N;NOM;FEM;PL	N;GEN;MASC;PL
trije	trzy	trije	trzy	NUM;NOM;MASC;PL	NUM;ACC;MASC;PL
slikar	malarza	slikar	malarz	N;NOM;MASC;SG	N;ACC;MASC;SG
zbor	chóru	zbor	chór	N;NOM;MASC;SG	
zbor	chóru	zbor	chór	N;NOM;MASC;SG	
pomembna	wazne	pomemben	wazny	ADJ;NOM;FEM;SG	
zlato	złote	zlat	złoty	ADJ;NOM;NEUT;SG	
zlato	golden	zlat	golden	ADJ;NOM;NEUT;SG	
zlato	złoty	zlat	złoty	ADJ;NOM;NEUT;SG	
zlato	złota	zlat	złoty	ADJ;NOM;NEUT;SG	
zlato	złota	zlat	złoty	ADJ;NOM;NEUT;SG	
zlato	złoto	zlat	złoto	ADJ;NOM;NEUT;SG	
zlato	gold	zlat	gold	ADJ;NOM;NEUT;SG	
zlato	złoty	zlat	złoty	ADJ;NOM;NEUT;SG	
pravice	prawa	pravica	prawo	N;NOM;FEM;PL	
pravice	praw	pravica	prawo	N;NOM;FEM;PL	
namen	zamiarów	namen	zamiar	N;NOM;MASC;SG	N;GEN;MASC;PL
namen	zamiar	namen	zamiar	N;NOM;MASC;SG	V;PFV;IND;PRS;FIN;ACT
namen	zamiary	namen	zamiar	N;NOM;MASC;SG	N;NOM;MASC;PL
namen	intencje	namen	intencja	N;NOM;MASC;SG	N;NOM;FEM;PL
namen	celu	namen	cel	N;NOM;MASC;SG	N;GEN;MASC;SG
kriegsmarine	kriegsmarine	kriegsmarina	kriegsmariny	N;NOM;FEM;SG	
polje	pola	polje	pole	N;NOM;NEUT;SG	
polje	field	polje	field	N;NOM;NEUT;SG	
polje	polje	polje	polj	N;NOM;NEUT;SG	
začetek	start	začetek	start	N;NOM;MASC;SG	
začetek	zacznij	začetek	zacząć	N;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
začetek	początku	začetek	początek	N;NOM;MASC;SG	N;GEN;MASC;SG
začetek	poczatek	začetek	poczatek	N;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
eni	eni	en	eni	NUM;NOM;MASC;SG	
sama	samotnie	sam	samotnie	ADJ;NOM;FEM;SG	ADV
točk	punkty	točka	punkt	N;GEN;FEM;PL	N;NOM;MASC;PL
odprto	otwórz	odprt	otwórzyć	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
odprto	otwarto	odprt	otwarto	ADJ;NOM;NEUT;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
spremembe	poprawki	sprememba	poprawka	N;NOM;FEM;PL	N;ACC;FEM;PL
spremembe	zmiany	sprememba	zmiana	N;NOM;FEM;PL	N;ACC;FEM;PL
spremembe	zmian	sprememba	zmiana	N;NOM;FEM;PL	
spremembe	modyfikacji	sprememba	modyfikacja	N;NOM;FEM;PL	N;GEN;FEM;SG
spremembe	zmiana	sprememba	zmiana	N;NOM;FEM;PL	N;NOM;FEM;SG
spremembe	zmiany	sprememba	zmiana	N;NOM;FEM;PL	N;ACC;FEM;PL
spremembe	zmienić	sprememba	zmienić	N;NOM;FEM;PL	V;PFV;NFIN;ACT
spremembe	zmień	sprememba	zmień	N;NOM;FEM;PL	V;PFV;IMP;SG;2;FIN;ACT
naziv	tytuł	naziv	tytuł	N;NOM;MASC;SG	N;ACC;MASC;SG
naziv	tytuł	naziv	tytuł	N;NOM;MASC;SG	N;ACC;MASC;SG
nič	nic	nič	nic	PRO;NOM;NEUT;SG	PRO;GEN;NEUT;SG
race	kaczki	raca	kaczka	N;NOM;MASC;SG	N;ACC;FEM;PL
race	kaczek	raca	kaczka	N;NOM;MASC;SG	N;GEN;MASC;PL
moški	męskie	moški	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
moški	men	moški	men	N;NOM;MASC;PL	
moški	samiec	moški	samiec	N;NOM;MASC;PL	N;NOM;MASC;SG
moški	męskie	moški	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
moški	męska	moški	męski	N;NOM;MASC;PL	
moški	męski	moški	męski	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
moški	mężczyzna	moški	mężczyzna	N;NOM;MASC;PL	N;NOM;MASC;SG
moški	mężczyzna	moški	mężczyzna	N;NOM;MASC;PL	N;NOM;MASC;SG
moški	człowiek	moški	człowiek	N;NOM;MASC;PL	N;NOM;MASC;SG
moški	man	moški	mana	N;NOM;MASC;PL	
srednji	środek	srednji	środek	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
sestavi	komponować	sestava	komponować	N;DAT;FEM;SG	V;IPFV;NFIN;ACT
sestavi	skład	sestava	skład	N;DAT;FEM;SG	N;NOM;MASC;SG
rim	rzym	rim	rzym	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
alfa	alpha	alfa	alpha	N;NOM;MASC;SG	
alfa	alfa	alfa	alfa	N;NOM;MASC;SG	
alfa	alfa	alfa	alfa	N;NOM;MASC;SG	
stanje	statusu	stanje	status	N;NOM;NEUT;SG	N;GEN;MASC;SG
stanje	sytuacje	stanje	sytuacja	N;NOM;NEUT;SG	N;NOM;FEM;PL
stanje	sytuacji	stanje	sytuacja	N;NOM;NEUT;SG	N;DAT;FEM;SG
stanje	state	stanje	staty	N;NOM;NEUT;SG	
stanje	warunek	stanje	warunek	N;NOM;NEUT;SG	N;ACC;MASC;SG
rusija	rosja	rusija	rosja	N;NOM;FEM;SG	
obdobja	okresów	obdobje	okres	N;NOM;NEUT;PL	N;GEN;MASC;PL
anglija	anglia	anglija	anglia	N;NOM;FEM;SG	
anglija	anglii	anglija	anglia	N;NOM;FEM;SG	
anglija	england	anglija	england	N;NOM;FEM;SG	
republika	republiki	republika	republika	N;NOM;FEM;SG	
glasbo	muzyka	glasba	muzyka	N;ACC;FEM;SG	N;NOM;FEM;SG
glasbo	music	glasba	musieć	N;ACC;FEM;SG	
glasbo	muzyki	glasba	muzyka	N;ACC;FEM;SG	
komet	komety	komet	kometa	N;NOM;MASC;SG	
kratica	akronim	kratica	akronić	N;NOM;FEM;SG	N;ACC;MASC;SG
raziskave	ankiety	raziskava	ankieta	N;NOM;FEM;PL	N;ACC;MASC;SG
bitka	bitwa	bitka	bitwo	N;NOM;FEM;SG	
bitka	battle	bitka	battla	N;NOM;FEM;SG	
bitka	bitwie	bitka	bitwo	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bitka	bitwy	bitka	bitwa	N;NOM;FEM;SG	
avstrijski	austrii	avstrijski	austria	ADJ;NOM;DEF;MASC;SG	PROPN;GEN;FEM;SG
brat	bracie	brat	brat	N;NOM;MASC;SG	N;VOC;MASC;SG
moči	uprawnień	moč	uprawnienie	N;NOM;FEM;PL	N;GEN;NEUT;PL
moči	powers	moč	powers	N;NOM;FEM;PL	
petra	piotra	peter	piotr	N;NOM;MASC;SG	
petra	peter	peter	peter	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
petra	piotrze	peter	piotr	N;NOM;MASC;SG	N;VOC;MASC;SG
petra	piotr	peter	piotr	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
petra	petra	peter	petr	N;NOM;MASC;SG	PROPN;NOM;FEM;SG
marko	marko	marka	marko	N;ACC;FEM;SG	PROPN;NOM;MASC;SG
bas	bass	bas	bass	N;NOM;MASC;SG	
bas	bas	bas	bas	N;NOM;MASC;SG	
bas	bas	bas	bas	N;NOM;MASC;SG	
njihove	ich	njihov	on	DET;NOM;FEM;SG;3	PRO;GEN;MASC;PL;3
bolezen	choroby	bolezen	choroba	N;NOM;FEM;SG	N;ACC;FEM;PL
bolezen	choroby	bolezen	choroba	N;NOM;FEM;SG	N;ACC;FEM;PL
bolezen	choroby	bolezen	choroba	N;NOM;FEM;SG	N;ACC;FEM;PL
poročilo	zgłoś	poročilo	zgłosić	N;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN;ACT
področje	domeny	področje	domen	N;NOM;NEUT;SG	
področje	obszarze	področje	obszarz	N;NOM;NEUT;SG	N;ACC;MASC;SG
šest	szóstka	šest	szóstka	NUM;NOM;PL	N;NOM;FEM;SG
šest	six	šest	six	NUM;NOM;PL	
šest	sześć	šest	sześć	NUM;NOM;PL	
opis	opis	opis	opis	N;NOM;MASC;SG	
podregijo	podregionu	podregiti	podregić	N;ACC;FEM;SG	V;PFV;IND;SG;PST;FIN;ACT
zmago	win	zmaga	wina	N;ACC;FEM;SG	
zmago	wygrana	zmaga	wygrać	N;ACC;FEM;SG	N;NOM;FEM;SG
zmago	wygraj	zmaga	wygraić	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
zmago	wygrać	zmaga	wygrać	N;ACC;FEM;SG	V;PFV;NFIN;ACT
zmago	zwycięstwa	zmaga	zwycięstwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
zmago	zwycięstwo	zmaga	zwycięstwo	N;ACC;FEM;SG	N;NOM;NEUT;SG
fakulteta	studia	fakulteta	studia	N;NOM;FEM;SG	N;NOM;NEUT;PL
delal	zadziałało	delati	zadziałać	V;IPFV;MASC;SG;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
območja	stref	območje	stref	N;NOM;NEUT;PL	
območja	strefy	območje	strefa	N;NOM;NEUT;PL	N;ACC;FEM;PL
območja	obszarach	območje	obszary	N;NOM;NEUT;PL	N;GEN;MASC;PL
zdravnik	medyk	zdravnik	medyk	N;NOM;MASC;SG	
zdravnik	lekarza	zdravnik	lekarz	N;NOM;MASC;SG	N;ACC;MASC;SG
zdravnik	doktorze	zdravnik	doktor	N;NOM;MASC;SG	
okrožja	dzielnice	okrožje	dzielnica	N;NOM;NEUT;SG	N;NOM;FEM;PL
okrožja	okręgi	okrožje	okręga	N;NOM;NEUT;SG	N;NOM;MASC;PL
okrožja	okręgów	okrožje	okręg	N;NOM;NEUT;SG	N;GEN;MASC;PL
okrožja	okręgi	okrožje	okręga	N;NOM;NEUT;SG	N;NOM;MASC;PL
okrožja	hrabstwa	okrožje	hrabstwo	N;NOM;NEUT;SG	N;ACC;NEUT;SG
dolini	doliny	dolina	dolina	N;DAT;FEM;SG	
dolini	valley	dolina	valley	N;DAT;FEM;SG	
dolini	dolina	dolina	dolinać	N;DAT;FEM;SG	
dolini	dolinie	dolina	dolin	N;DAT;FEM;SG	
največje	największych	velik	duży	ADJ;NOM;RL;NEUT;SG	ADJ;GEN;CMPR;MASC;PL
največje	największa	velik	duży	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;FEM;SG
največje	największe	velik	duży	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
največje	największy	velik	duży	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;CMPR;MASC;SG
točke	punktów	točka	punkt	N;NOM;FEM;PL	N;GEN;MASC;PL
podmornica	podwodna	podmornica	podwodny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
podmornica	podwodne	podmornica	podwodny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
kategorija	kategorii	kategorija	kategoria	N;NOM;FEM;SG	N;GEN;FEM;SG
težko	heavy	težek	heav	ADJ;NOM;NEUT;SG	
težko	twardy	težek	twardy	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
težko	hard	težek	hard	ADJ;NOM;NEUT;SG	
težko	ciężko	težek	ciężko	ADJ;NOM;NEUT;SG	ADV
težko	twarde	težek	twardy	ADJ;NOM;NEUT;SG	
težko	twarda	težek	twarda	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
težko	twardziel	težek	twardziel	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
težko	twardy	težek	twardy	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
težko	twarda	težek	twarda	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
težko	trudne	težek	trudny	ADJ;NOM;NEUT;SG	
glasbeni	musical	glasben	musical	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
rock	skały	rock	skała	N;NOM;MASC;SG	N;ACC;FEM;PL
rock	rock	rock	rock	N;NOM;MASC;SG	
hotel	hotel	hoteti	hotel	V;IPFV;MASC;SG;V.PTCP	N;NOM;MASC;SG
sledi	follow	slediti	follow	V;IPFV;IND;SG;3;PRS;FIN	
sledi	obserwuj	slediti	obserwować	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
