maurice	maurice	maurizar	maurice	PROPN	
útiles	nyttig	útil	nyttig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
útiles	nyttigt	útil	nyttigt	ADJ;PL	ADJ;INDF;NEUT;SG
mixto	blandede	mixto	blande	ADJ;MASC;SG	V;PL;PST;V.PTCP
mixto	blandet	mixto	blande	ADJ;MASC;SG	V;INDF;SG;PST;V.PTCP
interino	foreløbigt	interino	foreløbigt	N;MASC;SG	ADV
interino	mellemliggende	interino	mellemliggende	N;MASC;SG	ADJ
estimación	skøn	estimación	skøn	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
estimación	skønnet	estimación	skønne	N;FEM;SG	V;INDF;SG;PST;V.PTCP
estimación	anslået	estimación	anslå	N;FEM;SG	V;INDF;SG;PST;V.PTCP
estimación	skøn	estimación	skøn	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
estimación	skønnet	estimación	skønne	N;FEM;SG	V;INDF;SG;PST;V.PTCP
estimación	skønnet	estimación	skønne	N;FEM;SG	V;INDF;SG;PST;V.PTCP
estimación	anslået	estimación	anslå	N;FEM;SG	V;INDF;SG;PST;V.PTCP
estimación	estimeret	estimación	estimere	N;FEM;SG	V;INDF;SG;PST;V.PTCP
luigi	luigi	luigi	luigi	PROPN	
afc	afc	afc	afc	N;FEM;SG	PROPN
albania	albanien	albania	albanie	N;FEM;SG	PROPN
dieciséis	sixteen	dieciséis	sixteen	NUM;PL	
ucraniano	ukrainske	ucraniano	ukrainsk	ADJ;MASC;SG	ADJ;PL
detenidos	indsatte	detenido	indsætte	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	fængslede	detenido	fængsel	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	tilbageholdte	detenido	tilbageholde	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	fanger	detenido	fange	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
detenidos	arresterede	detenido	arrestere	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	anholdte	detenido	anholde	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	anholdt	detenido	anholde	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
detenidos	arresteret	detenido	arrestere	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
detenidos	tilbageholdte	detenido	tilbageholde	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
detenidos	tilbageholdt	detenido	tilbageholde	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
seúl	seoul	seúl	seoul	N;MASC;SG	
percepción	opfattelser	percepción	opfattelse	N;FEM;SG	N;INDF;MASC+FEM;PL
fijo	fastsat	fijo	fastsætte	ADJ;MASC;SG	V;INDF;SG;PST;V.PTCP
fijo	faste	fijo	fast	ADJ;MASC;SG	ADJ;PL
fijo	fast	fijo	fast	ADJ;MASC;SG	ADV
fijo	fikseret	fijo	fiksere	ADJ;MASC;SG	V;INDF;SG;PST;V.PTCP
fundar	grundlæggelse	fundar	grundlæggelse	V;NFIN	N;INDF;MASC+FEM;SG
cuadrada	firkant	cuadrado	firkant	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
cuadrada	square	cuadrado	square	ADJ;FEM;SG	
cuadrada	kvadrat	cuadrado	kvadrat	ADJ;FEM;SG	N;INDF;NEUT;SG
cuadrada	torv	cuadrado	torv	ADJ;FEM;SG	N;INDF;NEUT;SG
artísticos	kunstnerisk	artístico	kunstnerisk	ADJ;MASC;PL	ADV
full	mæt	full	mæt	INTJ	ADJ;INDF;SG
full	fuld	full	fuld	INTJ	ADJ;INDF;MASC+FEM;SG
full	fuldt	full	fuldt	INTJ	ADV
full	fulde	full	fuld	INTJ	ADJ;DEF;SG
full	full	full	full	INTJ	
excavaciones	udgravning	excavación	udgravning	N;FEM;PL	N;INDF;MASC+FEM;SG
wii	wii	wii	wii	N;SG	
pila	stable	pila	stable	N;FEM;SG	V;NFIN;ACT
pila	stak	pila	stikke	N;FEM;SG	V;IND;PST;FIN;ACT
regularmente	regelmæssig	regularmente	regelmæssig	ADV	ADJ;INDF;MASC+FEM;SG
eslovenia	slovenske	eslovenia	slovensk	N;FEM;SG	ADJ;PL
soccerway	soccerway	soccerway	soccerway	N;MASC;SG	
turcos	tyrker	turco	tyrke	N;MASC;PL	N;INDF;MASC+FEM;SG
turcos	tyrkisk	turco	tyrkisk	N;MASC;PL	ADJ;INDF;SG
turcos	tyrkiske	turco	tyrkisk	N;MASC;PL	ADJ;PL
sedes	hovedkontor	sede	hovedkontor	N;FEM;PL	N;INDF;NEUT;SG
sedes	hovedkvarteret	sede	hovedkvarter	N;FEM;PL	N;DEF;NEUT;SG
sedes	hovedkvarter	sede	hovedkvarter	N;FEM;PL	N;INDF;NEUT;SG
sedes	hovedsædet	sede	hovedsæde	N;FEM;PL	N;DEF;NEUT;SG
sedes	hovedsæde	sede	hovedsæde	N;FEM;PL	N;INDF;NEUT;SG
prohibido	forbudte	prohibido	forbudte	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
prohibido	forbudte	prohibido	forbudte	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
prohibido	forbudte	prohibido	forbudte	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
noruego	norske	noruego	norsk	N;MASC;SG	ADJ;PL
consistente	overensstemmende	consistente	overensstemmende	ADJ;SG	V;PRS;V.PTCP
rítmica	rytmisk	rítmica	rytmisk	ADJ;FEM;SG	ADV
rítmica	rytme	rítmica	rytme	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
dulces	sweets	dulce	sw	N;MASC;PL	
dulces	slik	dulce	slik	N;MASC;PL	N;INDF;NEUT;SG
dulces	slik	dulce	slik	N;MASC;PL	N;INDF;NEUT;SG
dulces	candy	dulce	candy	N;MASC;PL	
dulces	guf	dulce	guf	N;MASC;PL	N;INDF;MASC+FEM;SG
dulces	sød	dulce	sød	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
dulces	søde	dulce	sød	N;MASC;PL	ADJ;PL
dulces	sødt	dulce	sød	N;MASC;PL	ADJ;INDF;NEUT;SG
dulces	sweet	dulce	swe	N;MASC;PL	
watson	watsons	watson	watson	N;MASC;SG	
watson	watson	watson	watson	N;MASC;SG	
cantó	sang	cantar	sang	V;IND;SG;3;PST;FIN	N;INDF;MASC+FEM;SG
euskera	baskiske	euskera	baskisk	N;MASC;SG	ADJ;PL
anglo	anglo	anglo	anglo	N;MASC;SG	
grueso	bulk	grueso	bulk	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
grueso	størstedelen	grueso	størstedel	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
grueso	tykt	grueso	tyk	ADJ;MASC;SG	ADV
grueso	tykke	grueso	tyk	ADJ;MASC;SG	ADJ;PL
exceso	overskydende	exceso	overskydende	N;MASC;SG	ADJ
clero	præster	clero	præste	N;MASC;SG	N;INDF;MASC+FEM;PL
clero	gejstlige	clero	gejstlig	N;MASC;SG	ADJ;PL
relativo	relativ	relativo	relativ	ADJ;MASC;SG	ADV
eficaz	effektive	eficaz	effektiv	ADJ;SG	ADJ;PL
eficaz	effektive	eficaz	effektiv	ADJ;SG	ADJ;PL
comenta	bemærkning	comentar	bemærkning	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
comenta	kommentar	comentar	kommentar	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
comenta	bemærkninger	comentar	bemærkning	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
comenta	kommentarer	comentar	kommentar	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
terminando	færdiggørelse	terminar	færdiggørelse	V;V.MSDR	N;INDF;MASC+FEM;SG
terminando	efterbehandling	terminar	efterbehandling	V;V.MSDR	N;INDF;MASC+FEM;SG
terminando	slutning	terminar	slutning	V;V.MSDR	N;INDF;MASC+FEM;SG
piedad	skam	piedad	skam	N;FEM;SG	ADJ;INDF;SG
piedad	mercy	piedad	mercy	N;FEM;SG	
camilo	camillo	camilo	camillo	PROPN	N;INDF;MASC+FEM;SG
camilo	camilo	camilo	camilo	PROPN	
ram	ram	ram	ram	N;FEM;SG	
michoacán	michoacán	michoacán	michoacán	N;MASC;SG	
espinosa	espinosa	espinoso	espinosa	ADJ;FEM;SG	
subespecie	underarter	subespecie	underart	N;FEM;SG	N;INDF;MASC+FEM;PL
dante	dante	dante	dante		N;INDF;MASC+FEM;SG
pionero	pioneer	pionero	pione	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
pionero	pioner	pionero	pion	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
espinas	thorn	espina	thorn	N;FEM;PL	
espinas	torn	espina	torn	N;FEM;PL	N;INDF;MASC+FEM;SG
espinas	rygrad	espina	rygrad	N;FEM;PL	N;INDF;MASC+FEM;SG
cretácico	kridttiden	cretácico	kridttid	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
ted	ted	ted	ted	PROPN	
habitaciones	rum	habitación	rum	N;FEM;PL	N;INDF;NEUT;SG
constituida	udgjorde	constituido	udgjorde	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
ambientales	miljømæssig	ambiental	miljømæssig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
ambientales	miljømæssigt	ambiental	miljømæssigt	ADJ;PL	ADJ;INDF;NEUT;SG
arbustos	busk	arbusto	busk	N;MASC;PL	N;INDF;MASC+FEM;SG
aeropuertos	lufthavnen	aeropuerto	lufthavn	N;MASC;PL	N;DEF;MASC+FEM;SG
aeropuertos	airport	aeropuerto	airport	N;MASC;PL	N;INDF;MASC+FEM;SG
aeropuertos	lufthavn	aeropuerto	lufthavn	N;MASC;PL	N;INDF;MASC+FEM;SG
mencionados	nævnt	mencionado	nævnt	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
mencionados	omtalt	mencionado	omtale	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
mencionados	nævnte	mencionado	nævne	ADJ;MASC;PL;V.PTCP	V;DEF;SG;PST;V.PTCP
utc+	utc+	utco	utc+		N;INDF;NEUT;SG
adjunto	assisterende	adjunto	assistere	N;MASC;SG	V;PRS;V.PTCP
adjunto	vicesherif	adjunto	vicesherif	N;MASC;SG	
adjunto	stedfortrædende	adjunto	stedfortrædende	N;MASC;SG	ADJ
adjunto	vedlagt	adjunto	vedlægge	N;MASC;SG	V;INDF;SG;PST;V.PTCP
adjunto	vedhæftet	adjunto	vedhæfte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
adjunto	tilknyttet	adjunto	tilknytte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
adjunto	knyttet	adjunto	knytte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
adjunto	fastgjort	adjunto	fastgøre	N;MASC;SG	V;INDF;SG;PST;V.PTCP
adjunto	vedhæftet	adjunto	vedhæfte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
pistola	gun	pistola	gun	N;FEM;SG	
pistola	våben	pistola	våben	N;FEM;SG	N;INDF;NEUT;PL
cover	dække	cover	dække	N	V;NFIN;ACT
dennis	dennis	denni	dennis	PROPN	
migración	vandrende	migración	vandre	N;FEM;SG	V;PRS;V.PTCP
migración	migrerende	migración	migrere	N;FEM;SG	V;PRS;V.PTCP
migración	vandringer	migración	vandring	N;FEM;SG	N;INDF;MASC+FEM;PL
migración	migration	migración	migration	N;FEM;SG	
migración	folkevandringer	migración	folkevandring	N;FEM;SG	N;INDF;MASC+FEM;PL
box	box	box	box	N	
noventa	ninety	noventa	ninety	N;MASC;PL	
conveniente	belejligt	conveniente	belejligt	ADJ;SG	ADV
honoris	honoris	honoris	honoris	N;SG	
ola	ola	ola	ola	N;FEM;SG	
adición	tilføjer	adición	tilføje	N;FEM;SG	V;IND;PRS;FIN;ACT
limpieza	rene	limpieza	ren	N;FEM;SG	ADJ;PL
limpieza	rens	limpieza	rense	N;FEM;SG	V;IMP
limpieza	ren	limpieza	ren	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
limpieza	rent	limpieza	ren	N;FEM;SG	ADJ;INDF;NEUT;SG
limpieza	clean	limpieza	clean	N;FEM;SG	
explorer	explorer	explorer	explore	N;MASC;SG	N;INDF;MASC+FEM;PL
explorer	opdagelsesrejsende	explorer	opdagelsesrejsende	N;MASC;SG	ADJ
marcar	marker	marcar	mark	V;NFIN	N;INDF;MASC+FEM;PL
marcar	mark	marcar	mark	V;NFIN	N;INDF;MASC+FEM;SG
teatrales	teatralsk	teatral	teatralsk	ADJ;PL	ADV
oceanía	oceanien	oceanía	oceanie	N;FEM;SG	
cáucaso	kaukasus	cáucaso	kaukasus	ADJ;MASC;SG	
solicitar	forespørgsel	solicitar	forespørgsel	V;NFIN	N;INDF;MASC+FEM;SG
solicitar	anmodning	solicitar	anmodning	V;NFIN	N;INDF;MASC+FEM;SG
after	efter	after	efter	N	ADV
varela	varela	varela	varela	PROPN	
wang	wang	wang	wang	PROPN	
revolucionaria	revolutionerende	revolucionario	revolutionere	ADJ;FEM;SG	V;PRS;V.PTCP
revolucionaria	revolutionære	revolucionario	revolutionær	ADJ;FEM;SG	ADJ;PL
policías	politiet	policía	politi	N;PL	N;DEF;NEUT;SG
policías	politi	policía	politi	N;PL	N;INDF;NEUT;SG
policías	politiet	policía	politi	N;PL	N;DEF;NEUT;SG
policías	police	policía	police	N;PL	N;INDF;MASC+FEM;SG
arcade	arcade	arcade	arcade	N;FEM;SG	
púrpura	lilla	púrpura	lilla	N;FEM;SG	
eclesiástica	kirkelige	eclesiástico	kirkelig	ADJ;FEM;SG	ADJ;PL
tecnológica	teknologien	tecnológico	teknologi	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
tecnológica	teknologi	tecnológico	teknologi	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
tecnológica	teknologisk	tecnológico	teknologisk	ADJ;FEM;SG	ADV
expresar	ekspres	expresar	ekspre	V;NFIN	N;INDF;NEUT;SG
expresar	express	expresar	express	V;NFIN	
jacinto	jacinto	jacinto	jacinto	N;MASC;SG	
qui	qui	qui	qui	INTJ	
minoría	minoriteter	minoría	minoritet	N;FEM;SG	N;INDF;MASC+FEM;PL
minoría	mindretallene	minoría	mindretal	N;FEM;SG	N;DEF;MASC+FEM;PL
medicamentos	narko	medicamento	narko	N;MASC;PL	N;INDF;MASC+FEM;SG
medicamentos	narkotika	medicamento	narkotika	N;MASC;PL	N;INDF;NEUT;SG
medicamentos	medicin	medicamento	medicin	N;MASC;PL	N;INDF;MASC+FEM;SG
medicamentos	medicin	medicamento	medicin	N;MASC;PL	N;INDF;MASC+FEM;SG
crean	opret	crear	opre	V;IND;PL;3;PRS;FIN	V;IMP
bebida	drukket	bebida	drikke	N;FEM;SG	V;INDF;SG;PST;V.PTCP
bebida	drikker	bebida	drikke	N;FEM;SG	V;IND;PRS;FIN;ACT
bebida	drikke	bebida	drikke	N;FEM;SG	V;NFIN;ACT
bebida	drikker	bebida	drikke	N;FEM;SG	V;IND;PRS;FIN;ACT
bebida	drikke	bebida	drikke	N;FEM;SG	V;NFIN;ACT
bebida	drikkevarer	bebida	drikkevarer	N;FEM;SG	N;INDF;MASC+FEM;PL
bebida	drikkevarer	bebida	drikkevarer	N;FEM;SG	N;INDF;MASC+FEM;PL
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	
rascacielos	skyskraber	rascacielos	skyskrab	N;MASC;PL	N;INDF;MASC+FEM;SG
aceptada	accepteret	aceptado	acceptere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aceptada	accepterede	aceptado	acceptere	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
aceptada	godtaget	aceptado	godtage	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
favorito	yndlings	favorito	yndling	ADJ;MASC;SG	
favorito	favorit	favorito	favorit	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
favorito	yndlings	favorito	yndling	ADJ;MASC;SG	
favorito	yndlings	favorito	yndling	ADJ;MASC;SG	
favorito	favorit	favorito	favorit	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
conjunta	joint	conjunto	joint	ADJ;FEM;SG	
futuros	futures	futuro	future	ADJ;MASC;PL	V;NFIN;PASS
pagina	siden	pagina	siden	N;FEM;SG	ADV
pagina	page	pagina	page	N;FEM;SG	
ncaa	ncaa	ncaa	ncaa	N;SG	N;INDF;MASC+FEM;PL
negativo	negativt	negativo	negativt	ADJ;MASC;SG	ADV
negativo	negative	negativo	negativ	ADJ;MASC;SG	ADJ;PL
cordero	lamb	cordero	lamb	N;MASC;SG	
cordero	fåre	cordero	fåre	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
cordero	cordero	cordero	cordero	N;MASC;SG	
andaluz	andalusiske	andaluz	andalusisk	N;MASC;SG	ADJ;PL
leonard	leonard	leonard	leonard	PROPN	
austral	austral	austral	austral	ADJ;SG	
coma	koma	coma	koma		N;INDF;MASC+FEM;SG
coma	komma	coma	komma		N;INDF;NEUT;SG
coma	spis	coma	spise		V;IMP
coma	spiser	coma	spise		V;IND;PRS;FIN;ACT
coma	æd	coma	æd		V;IMP
coma	spise	coma	spise		V;NFIN;ACT
oscuridad	dark	oscuridad	dark	N;FEM;SG	
oscuridad	mørkt	oscuridad	mørk	N;FEM;SG	ADJ;INDF;NEUT;SG
oscuridad	mørk	oscuridad	mørk	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
malos	slemt	malo	slemme	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
malos	skidt	malo	skidt	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
malos	bad	malo	bede	ADJ;MASC;PL	V;IND;PST;FIN;ACT
malos	dårligt	malo	dårligt	ADJ;MASC;PL	ADV
malos	dårlig	malo	dårlig	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
cazadores	jægeren	cazador	jæger	N;MASC;PL	N;DEF;MASC+FEM;SG
cazadores	jæger	cazador	jæge	N;MASC;PL	N;INDF;MASC+FEM;SG
temple	temple	temple	templ	N;MASC;SG	
castellanos	castellanos	castellano	castellano	N;MASC;PL	N;INDF;MASC+FEM;SG
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	
vendidos	solgte	vendido	sælge	ADJ;MASC;PL;V.PTCP	V;PST;FIN;ACT
vendidos	sælges	vendido	sælge	ADJ;MASC;PL;V.PTCP	V;IND;PRS;FIN;PASS
vendidos	solgt	vendido	sælge	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
hércules	hercules	hércul	hercule	N;MASC;SG	
trastorno	uroligheder	trastorno	urolighed	N;MASC;SG	N;INDF;MASC+FEM;PL
restricciones	begrænsning	restricción	begrænsning	N;FEM;PL	N;INDF;MASC+FEM;SG
restricciones	restriktion	restricción	restriktion	N;FEM;PL	N;INDF;MASC+FEM;SG
heredia	heredia	heredia	heredia	N;FEM;SG	
sentir	føl	sentir	føl	V;NFIN	N;INDF;NEUT;SG
sentir	feel	sentir	feel	V;NFIN	
residencial	beboelse	residencial	beboelse	ADJ;SG	N;INDF;MASC+FEM;SG
territoriales	territorial	territorial	territorial	ADJ;PL	N;INDF;MASC+FEM;SG
territoriales	territorialt	territorial	territorialt	ADJ;PL	ADJ;INDF;NEUT;SG
herzegovina	hercegovina	herzegovina	hercegovina	ADJ;FEM;SG	
herzegovina	bih	herzegovina	bih	ADJ;FEM;SG	
abel	abel	abel	abel	PROPN	N;INDF;MASC+FEM;SG
armonía	harmony	armonía	harmony	N;FEM;SG	
amo	mester	amar	mester	V;IND;SG;1;PRS;FIN	N;INDF;MASC+FEM;SG
amo	master	amar	mast	V;IND;SG;1;PRS;FIN	N;INDF;MASC+FEM;PL
amo	herre	amar	herre	V;IND;SG;1;PRS;FIN	N;INDF;MASC+FEM;SG
cadáver	body	cadáver	body	N;MASC;SG	
inter	inter	inter	inter	N	
sweet	sød	sweet	sød	N	ADJ;INDF;MASC+FEM;SG
sweet	søde	sweet	sød	N	ADJ;PL
sweet	sødt	sweet	sød	N	ADJ;INDF;NEUT;SG
sweet	sweet	sweet	swe	N	
distancias	distance	distancia	distance	N;FEM;PL	N;INDF;MASC+FEM;SG
distancias	afstand	distancia	afstand	N;FEM;PL	N;INDF;MASC+FEM;SG
cintas	bånd	cinta	bånd	N;FEM;PL	N;INDF;NEUT;SG
kenia	kenya	kenia	kenya	N;FEM;SG	PROPN
kenia	kenyanske	kenia	kenyansk	N;FEM;SG	ADJ;PL
homosexualidad	homoseksuel	homosexualidad	homoseksuel	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
homosexualidad	homoseksuelle	homosexualidad	homoseksuel	N;FEM;SG	ADJ;PL
allende	allende	allende	allende	PROPN	
joão	joão	joão	joão	N;MASC;SG	
picos	spidser	pico	spids	N;MASC;PL	V;IND;PRS;FIN;ACT
picos	næb	pico	næb	N;MASC;PL	N;INDF;NEUT;SG
aníbal	hannibal	aníbal	hannibal	ADJ;SG	N;INDF;MASC+FEM;SG
aníbal	aníbal	aníbal	aníbal	ADJ;SG	
defensas	forsvar	defensa	forsvar	N;PL	N;INDF;NEUT;SG
defensas	forsvaret	defensa	forsvar	N;PL	N;DEF;NEUT;SG
defensas	forsvar	defensa	forsvar	N;PL	N;INDF;NEUT;SG
orquídeas	orkide	orquídea	orkide	N;FEM;PL	N;INDF;MASC+FEM;SG
agrega	add	agregar	add	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
agrega	tilføj	agregar	tilføj	V;IND;SG;3;PRS;FIN	V;IMP
agrega	føj	agregar	fyj	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
agrega	tilføjelser	agregar	tilføjelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
invitación	inviterer	invitación	invitere	N;FEM;SG	V;IND;PRS;FIN;ACT
invitación	inviterede	invitación	invitere	N;FEM;SG	V;IND;PST;FIN;ACT
invitación	invitere	invitación	inviter	N;FEM;SG	V;NFIN;ACT
cívica	borgerlige	cívico	borgerlig	ADJ;FEM;SG	ADJ;PL
terra	terra	terra	terra	N;FEM;SG	
presentando	introduktion	presentar	introduktion	V;V.MSDR	N;INDF;MASC+FEM;SG
mágico	magi	mágico	magi	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
mágico	trylleri	mágico	trylleri	ADJ;MASC;SG	N;INDF;NEUT;SG
mágico	magic	mágico	magic	ADJ;MASC;SG	
mágico	magiske	mágico	magisk	ADJ;MASC;SG	ADJ;PL
mágico	magiske	mágico	magisk	ADJ;MASC;SG	ADJ;PL
ritual	ritual	ritual	ritual	ADJ;SG	N;INDF;NEUT;SG
ritual	ritualer	ritual	ritual	ADJ;SG	N;INDF;NEUT;PL
corpus	corpus	corpus	corpus	N;MASC;SG	
exclusivo	eksklusive	exclusivo	eksklusiv	ADJ;MASC;SG	ADJ;PL
exclusivo	eneret	exclusivo	eneret	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
round	rundt	round	rundt	N;MASC;SG	ADV
round	rund	round	rund	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
pete	pete	pete	pete	PROPN	PROPN
pete	sorteper	pete	sortep	PROPN	N;INDF;MASC+FEM;SG
muerta	døde	muerto	død	ADJ;FEM;SG;V.PTCP	ADJ;PL
muerta	død	muerto	død	ADJ;FEM;SG;V.PTCP	N;INDF;MASC+FEM;SG
muerta	dead	muerto	dead	ADJ;FEM;SG;V.PTCP	
ritmos	slår	ritmo	slå	N;MASC;PL	V;IND;PRS;FIN;ACT
menéndez	menéndez	menéndez	menknde	N;MASC;SG	V;PRS;V.PTCP
bebidas	drikkevare	bebida	drikkevare	N;FEM;PL	N;INDF;MASC+FEM;SG
bebidas	drinks	bebida	drinks	N;FEM;PL	N;INDF;MASC+FEM;SG
llanos	sletter	llano	slette	N;MASC;PL	V;IND;PRS;FIN;ACT
tallo	stamceller	tallo	stamcel	N;MASC;SG	N;INDF;MASC+FEM;PL
newton	newton	newton	newton	N;FEM;SG	
dell	dell	dell	dell	N	
wikipedistas	wikipedians	wikipedistas	wikipedian	N;PL	N;INDF;MASC+FEM;SG
expuesto	udstillet	expuesto	udstille	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
expuesto	blottet	expuesto	blotte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
expuesto	eksponerede	expuesto	eksponere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
expuesto	udsat	expuesto	udsætte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
expuesto	afsløret	expuesto	afsløre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
expuesto	eksponeret	expuesto	eksponere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
ion	ion	ion	ion	N;MASC;SG	
aparatos	apparat	aparato	apparat	N;MASC;PL	N;INDF;NEUT;SG
aparatos	apparatur	aparato	apparatur	N;MASC;PL	N;INDF;NEUT;SG
aparatos	gadgets	aparato	gadg	N;MASC;PL	N;INDF;MASC+FEM;SG
aparatos	apparatur	aparato	apparatur	N;MASC;PL	N;INDF;NEUT;SG
leon	leon	leer	leon	N	
greg	greg	greg	greg	PROPN	
arañas	edderkoppen	araña	edderkoppe	N;FEM;PL	N;DEF;MASC+FEM;SG
arañas	spider	araña	spide	N;FEM;PL	N;INDF;MASC+FEM;SG
arañas	edderkop	araña	edderkop	N;FEM;PL	N;INDF;MASC+FEM;SG
bush	busk	bush	busk	PROPN	N;INDF;MASC+FEM;SG
bush	bush	bush	bush	PROPN	PROPN
bush	bushs	bush	bushs	PROPN	N;GEN;INDF;MASC+FEM;SG
bush	busken	bush	busk	PROPN	N;DEF;MASC+FEM;SG
automática	automatiske	automático	automatisk	ADJ;FEM;SG	ADJ;PL
automática	automatgear	automático	automatgear	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
consciente	bevidste	consciente	bevidst	ADJ;SG	ADJ;PL
consciente	bevidsthed	consciente	bevidsthed	ADJ;SG	N;INDF;MASC+FEM;SG
lola	lola	lola	lola	N;FEM;SG	
honores	udmærkelse	honor	udmærkelse	N;MASC;PL	N;INDF;MASC+FEM;SG
monje	monk	monje	monk	N;MASC;SG	
monje	munke	monje	munke	N;MASC;SG	N;INDF;MASC+FEM;PL
monje	munkene	monje	munk	N;MASC;SG	N;DEF;MASC+FEM;PL
fragmento	skåret	fragmento	skære	N;MASC;SG	V;INDF;SG;PST;V.PTCP
químicas	kemisk	químico	kemisk	ADJ;FEM;PL	ADJ;INDF;SG
químicas	kemikalie	químico	kemikalie	ADJ;FEM;PL	N;INDF;NEUT;SG
anales	anal	anales	anal	N;MASC;PL	
anales	analsex	anales	analsex	N;MASC;PL	N;INDF;MASC+FEM;SG
claustro	fakulteter	claustro	fakulteter	N;MASC;SG	N;INDF;MASC+FEM;PL
choque	chokere	choque	chok	N;MASC;SG	V;NFIN;ACT
choque	shock	choque	shock	N;MASC;SG	
azerbaiyán	aserbajdsjan	azerbaiyán	aserbajdsjan	ADJ;FEM;SG	
azerbaiyán	aserbajdsjanske	azerbaiyán	aserbajdsjansk	ADJ;FEM;SG	ADJ;PL
sierras	save	sierra	save	N;FEM;PL	V;IMP
comprender	forståelse	comprender	forståelse	V;NFIN	N;INDF;MASC+FEM;SG
comprender	forstående	comprender	forstående	V;NFIN	ADJ
exacta	nøjagtige	exacto	nøjagtig	ADJ;FEM;SG	ADJ;PL
exacta	præcis	exacto	præcis	ADJ;FEM;SG	ADV
