château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
popularitate	δημοτικότητα	popularitate	δημοτικότητα	N;INDF;FEM;SG	N;ACC;FEM;SG
gândit	σκέψη	gândi	σκέψη	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
homo	γκέι	homo	γκέι	N;INDF;MASC;SG	
homo	ομοφυλόφιλος	homo	ομοφυλόφιλος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
homo	gay	homo	gay	N;INDF;MASC;SG	
castle	κάστρο	castle	κάστρο	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
castle	castle	castle	castle	N;INDF;MASC;SG	
droguri	ναρκωτικά	drog	ναρκωτικά	N;INDF;FEM;PL	ADV
droguri	πρέζα	drog	πρέζα	N;INDF;FEM;PL	N;NOM;FEM;SG
droguri	φάρμακο	drog	φάρμακο	N;INDF;FEM;PL	N;NOM;NEUT;SG
droguri	ναρκωτικό	drog	ναρκωτικός	N;INDF;FEM;PL	N;NOM;NEUT;SG
willem	willem	willem	willem	PROPN	
execuție	εκτέλεση	execuție	εκτέλεση	N;INDF;FEM;SG	N;ACC;FEM;SG
jucând	παίξιμο	juca	παίξιμο	V;V.MSDR	N;NOM;NEUT;SG
intervenit	παρενέβη	interveni	παρεναβαίνω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
generat	παραγόμενα	genera	παραγόμενος	ADJ;INDF;MASC;SG	ADV
generat	παράγεται	genera	παράγω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
succese	επιτυχής	succes	επιτυχής	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
succese	επιτυχία	succes	επιτυχία	N;INDF;FEM;PL	N;NOM;FEM;SG
bratislava	μπρατισλάβα	bratislavă	μπρατισλάβος	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
damasc	δαμασκό	damasc	δαμασκός	N;INDF;MASC;SG	PROPN;ACC;FEM;SG
nuvelă	μυθιστόρημα	nuvelă	μυθιστόρημα	N;INDF;FEM;SG	N;NOM;NEUT;SG
nuvelă	νουβέλα	nuvelă	νουβέλα	N;INDF;FEM;SG	N;NOM;FEM;SG
nuvelă	novella	nuvelă	novella	N;INDF;FEM;SG	
publica	δημοσιεύει	publica	δημοσιεύω	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
publica	δημοσίευση	publica	δημοσίευση	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
reformei	μεταρρύθμιση	reformă	μεταρρύθμιση	N;DEF;FEM;SG	N;NOM;FEM;SG
reformei	αναμόρφωση	reformă	αναμόρφωση	N;DEF;FEM;SG	N;ACC;FEM;SG
reformei	μεταρρυθμίσεις	reformă	μεταρρύθμιση	N;DEF;FEM;SG	N;NOM;FEM;PL
necunoscute	άγνωστη	necunoscut	άγνωστος	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
necunoscute	άγνωστα	necunoscut	άγνωστος	ADJ;INDF;FEM;PL	ADV
necunoscute	άγνωστος	necunoscut	άγνωστος	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
necunoscute	άγνωστο	necunoscut	άγνωστος	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
filipine	φιλιππίνες	filipine	φιλιππίνα	N;INDF;FEM;SG	PROPN;NOM;FEM;PL
secundară	δευτερεύον	secundar	δευτερεύω	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
secundară	δευτεροβάθμια	secundar	δευτεροβάθμιος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
secundară	δευτερεύουσα	secundar	δευτερεύουσα	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
carabus	carabus	carabus	carabus	N;INDF;MASC;SG	
rin	ρήνο	rin	ρήνο	N;INDF;MASC;SG	PROPN;ACC;MASC;SG
semnificația	σημασία	semnificație	σημασία	N;DEF;FEM;SG	N;NOM;FEM;SG
plecare	αποχώρηση	plecare	αποχώρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
plecare	αναχώρηση	plecare	αναχώρηση	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN;ACT
gândire	σκέψης	gândire	σκέψη	N;INDF;FEM;SG	N;GEN;FEM;SG
gândire	σκέψη	gândire	σκέψη	N;INDF;FEM;SG	N;NOM;FEM;SG
identificate	αναγνωρίστηκε	identificat	αναγνωρίζω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;PASS
vladimirescu	βλαντιμιρέσκου	vladimirescu	βλαντιμίρεσκος	PROPN	N;SG
anatomia	ανατομία	anatomie	ανατομία	N;DEF;FEM;SG	N;NOM;FEM;SG
farmacie	φαρμακείο	farmacie	φαρμακείο	N;INDF;FEM;SG	N;NOM;NEUT;SG
farmacie	φαρμακείο	farmacie	φαρμακείο	N;INDF;FEM;SG	N;NOM;NEUT;SG
biți	bit	bit	bit	N;INDF;MASC;PL	
rightarm	rightarm	rightarm	rightarm	N;INDF;MASC;SG	
mexican	μεξικάνος	mexican	μεξικάνος	ADJ;INDF;MASC;SG	ADV
five	five	fiv	five	N;INDF;MASC;SG	
five	πεντε	fiv	πεντε	N;INDF;MASC;SG	NUM
five	πέντε	fiv	πέντε	N;INDF;MASC;SG	NUM;NOM;MASC;PL
pictate	βαμμένα	picta	βαμμένα	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
pictate	βαμμένη	picta	βάμμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pictate	ζωγράφισε	picta	ζωγραφίζω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
aleksandr	αλεξάντρ	aleksandr	αλεξάντρ	PROPN	
parcuri	παρκς	parc	παρκς	N;INDF;FEM;PL	
pozitivă	θετικές	pozitiv	θετικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
pozitivă	θετικά	pozitiv	θετικός	ADJ;INDF;FEM;SG	ADV
pozitivă	θετικός	pozitiv	θετικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
pozitivă	θετικό	pozitiv	θετικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
pozitivă	θετική	pozitiv	θετικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
tipărit	τυπωμένο	tipări	τυπωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
tipărit	τυπωμένα	tipări	τυπωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
sângele	αίμα	sânge	αίμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
sângele	blood	sânge	blood	N;DEF;MASC;SG	
marchiz	μαρκήσιος	marchiz	μαρκήσιος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
yemen	υεμένης	yemen	Υεμένη	PROPN	PROPN;GEN;FEM;SG
yemen	υεμένη	yemen	Υεμένη	PROPN	PROPN;NOM;FEM;SG
cântând	τραγούδι	cânta	τραγούδι	V;V.MSDR	N;NOM;NEUT;SG
stiluri	στυλ	stil	στυλ	N;INDF;FEM;PL	N;NOM;NEUT;SG
stiluri	στάιλς	stil	στάιλς	N;INDF;FEM;PL	
norvegian	νορβηγικές	norvegian	νορβηγικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
norvegian	νορβηγικά	norvegian	νορβηγικός	ADJ;INDF;MASC;SG	ADV
împușcat	βολή	împușca	βολή	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
împușcat	πυροβόλησε	împușca	πυροβολώ	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
împușcat	σουτ	împușca	σουτ	ADJ;INDF;MASC;SG	
împușcat	πυροβολήθηκε	împușca	πυροβολώ	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
împușcat	πυροβολισμός	împușca	πυροβολισμός	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
sălbatică	αγρια	sălbatic	αγρια	ADJ;INDF;FEM;SG	N
sălbatică	άγρια	sălbatic	άγρια	ADJ;INDF;FEM;SG	N;NOM;NEUT;PL
sălbatică	άγριος	sălbatic	άγριος	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
sălbatică	άγριο	sălbatic	άγριο	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
sălbatică	άγριες	sălbatic	άγριος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
teamă	φόβος	teamă	φόβος	N;INDF;FEM;SG	N;NOM;MASC;SG
teamă	φόβο	teamă	φόβος	N;INDF;FEM;SG	N;ACC;MASC;SG
sâmbătă	σάββατο	sâmbătă	σάββατος	N;INDF;FEM;SG	N;ACC;NEUT;SG
profesioniști	επαγγελματίες	profesionist	επαγγελματίας	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
irlandez	ιρλανδικά	irlandez	ιρλανδικά	ADJ;INDF;MASC;SG	ADV
irlandez	ιρλανδοί	irlandez	ιρλανδός	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;PL
irlandez	irish	irlandez	irish	ADJ;INDF;MASC;SG	
irlandez	ιρλανδός	irlandez	ιρλανδός	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
bunica	γιαγιά	bunică	γιαγιά	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	γιαγιά	bunică	γιαγιά	N;DEF;FEM;SG	N;NOM;FEM;SG
bunica	γιαγιά	bunică	γιαγιά	N;DEF;FEM;SG	N;NOM;FEM;SG
lituaniei	λιθουανίας	lituanie	λιθουανία	PROPN;DEF;FEM;SG	PROPN;GEN;FEM;SG
lituaniei	λιθουανία	lituanie	λιθουανία	PROPN;DEF;FEM;SG	PROPN;ACC;FEM;SG
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	
limitate	περιορισμένη	limitat	περιορίζω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
limitate	περιορισμένα	limitat	περιορίζω	ADJ;INDF;FEM;PL	ADV
limitate	περιορισμένο	limitat	περιορίζω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
limitate	περιορισμένος	limitat	περιορισμένος	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
sándor	sándor	sándor	sándor	PROPN	
perry	πέρρυ	perry	πέρρυ	PROPN	N
perry	perry	perry	perry	PROPN	
perry	πέρι	perry	πέρι	PROPN	
sept	διάφραγμα	sept	διάφραγμα		N;NOM;NEUT;SG
sept	σεπτ	sept	σεπτ		NUM
distincție	διάκριση	distincție	διάκριση	N;INDF;FEM;SG	N;ACC;FEM;SG
platformă	πλατφόρμα	platformă	πλατφόρμα	N;INDF;FEM;SG	N;NOM;FEM;SG
platformă	εξέδρα	platformă	εξέδρα	N;INDF;FEM;SG	N;NOM;FEM;SG
platformă	αποβάθρα	platformă	αποβάθρα	N;INDF;FEM;SG	N;NOM;FEM;SG
cronici	χρονικά	cronică	χρονικά	N;INDF;FEM;PL	ADV
rugăciune	προσευχή	rugăciune	προσευχής	N;INDF;FEM;SG	N;NOM;FEM;SG
luther	λούθερ	luther	λούθερ	PROPN	
personalitatea	προσωπικότητα	personalitate	προσωπικότητα	N;DEF;FEM;SG	N;ACC;FEM;SG
atelierul	ημερίδα	atelier	ημερίδα	N;DEF;MASC;SG	PROPN;ACC;FEM;SG
atelierul	εργαστήριο	atelier	εργαστήριο	N;DEF;MASC;SG	N;NOM;NEUT;SG
atelierul	εργαστήρι	atelier	εργαστήρι	N;DEF;MASC;SG	N;NOM;NEUT;SG
cook	μάγειρα	cook	μάγειρα	PROPN	N;NOM;NEUT;SG
cook	μαγείρισσα	cook	μαγείρισσα	PROPN	N;NOM;FEM;SG
cook	μάγειρας	cook	μάγειρα	PROPN	N;NOM;MASC;SG
cook	κουκ	cook	κουκ	PROPN	
cook	μαγείρεμα	cook	μαγείρεμα	PROPN	N;NOM;NEUT;SG
tara	χωρα	tară	χωρα	N;DEF;FEM;SG	N;ACC;FEM;SG
tara	χώρα	tară	χώρα	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	τάρα	tară	τάρα	N;DEF;FEM;SG	
blois	μπλουά	blois	μπλουά	PROPN	
oleg	όλεγκ	oleg	όλεγκ	PROPN	
respectarea	συμμόρφωσης	respectare	συμμόρφωση	N;DEF;FEM;SG	N;GEN;FEM;SG
respectarea	συμμόρφωση	respectare	συμμόρφωση	N;DEF;FEM;SG	N;ACC;FEM;SG
vama	τελωνείο	vamă	τελωνείο	N;DEF;FEM;SG	N;NOM;NEUT;SG
vama	τελωνειακές	vamă	τελωνειακός	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
vama	τελωνεία	vamă	τελωνεία	N;DEF;FEM;SG	N;NOM;NEUT;PL
interimar	προσωρινός	interimar	προσωρινός	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
interimar	ενδιάμεσες	interimar	ενδιάμεσα	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
adult	ενήλικο	adult	ενήλικος	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
adult	ενήλικας	adult	ενήλικα	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
adult	ενήλικα	adult	ενήλικος	N;INDF;MASC;SG	ADV
adult	ενήλικος	adult	ενήλικος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
adult	ενήλικες	adult	ενήλικος	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
adult	ενηλίκων	adult	ενήλικος	N;INDF;MASC;SG	N;GEN;NEUT;PL
împarte	διαχωρισμός	împărți	διαχωρισμός	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
împarte	διάσπαση	împărți	διάσπαση	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
împarte	σπλιτ	împărți	σπλιτ	V;IND;SG;3;PRS;FIN	
împarte	διαίρεση	împărți	διαίρεση	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
împarte	μοιρασιά	împărți	μοιρασία	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
experimental	πειραματικά	experimental	πειραματικά	ADJ;INDF;MASC;SG	ADV
experimental	πειραματικές	experimental	πειραματικός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
logica	λογική	logică	λογικός	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
helsinki	ελσίνκι	helsinki	ελσίνκι	PROPN	PROPN;NOM;NEUT;SG
julia	τζούλια	julie	τζούλιο	N;DEF;FEM;SG	N;NOM;FEM;SG
julia	χούλια	julie	χούλιο	N;DEF;FEM;SG	N;NOM;NEUT;PL
julia	julia	julie	julia	N;DEF;FEM;SG	
mussolini	μουσολίνι	mussolină	μουσολίνι	N;INDF;MASC;PL	N;NOM;MASC;SG
scooby	σκούμπι	scooby	σκούμπι	N;INDF;MASC;SG	
faimos	διάσημο	faimos	διάσημος	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
faimos	διάσημος	faimos	διάσημος	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
faimos	διάσημοι	faimos	διάσημος	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
nuntă	γάμο	nuntă	γάμος	N;INDF;FEM;SG	N;NOM;NEUT;SG
nuntă	γάμος	nuntă	γάμος	N;INDF;FEM;SG	N;NOM;MASC;SG
magdalena	magdalena	magdalenă	magdalena	N;DEF;FEM;SG	
anastasia	αναστασία	anastasie	αναστασία	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
studiourile	στούντιο	studio	στούντιος	N;DEF;FEM;PL	N;NOM;NEUT;SG
posterior	οπίσθια	posterior	οπίσθια	ADJ;INDF;MASC;SG	N;NOM;NEUT;PL
bat	νυχτερίδα	bate	νυχτερίδα	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
bat	ρόπαλο	bate	ρόπαλο	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
bat	μπατ	bate	μπατ	V;IND;PL;3;PRS;FIN	
mintea	νου	minte	νου	N;DEF;FEM;SG	N;NOM;NEUT;SG
mintea	μυαλό	minte	μυαλός	N;DEF;FEM;SG	N;NOM;NEUT;SG
dmitri	ντιμίτρι	dmitru	ντιμίτρι	PROPN	
americanii	αμερικάνοι	american	Αμερικάνος	N;DEF;MASC;PL	PROPN;NOM;MASC;PL
americanii	αμερικανοί	american	Αμερικανός	N;DEF;MASC;PL	PROPN;NOM;MASC;PL
alexei	αλεξέι	alexe	αλεξέι	PROPN;DEF;FEM;SG	PROPN;NOM;MASC;SG
sârb	σέρβος	sârb	σέρβος	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG
sârb	σέρβο	sârb	σέρβος	ADJ;INDF;MASC;SG	N
sârb	σερβικά	sârb	σερβικά	ADJ;INDF;MASC;SG	ADV
sârb	σέρβος	sârb	σέρβος	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG
documentul	έγγραφο	document	έγγραφο	N;DEF;MASC;SG	N;NOM;NEUT;SG
baba	μπάμπα	babă	μπάμπα	N;DEF;FEM;SG	
codreanu	κοντρεάνου	codreanu	κοντρέανο	N;INDF;MASC;SG	
brusc	ξαφνικό	brusc	ξαφνικός	ADV	ADJ;NOM;NEUT;SG
brusc	ξαφνική	brusc	ξαφνικός	ADV	ADJ;NOM;FEM;SG
brusc	αιφνίδια	brusc	αιφνίδιο	ADV	N;NOM;FEM;SG
debehogne	ντεμπεόν	debehogne	ντεμπεόν		N
japonezi	γιαπωνέζικα	japonez	γιαπωνέζικος	N;INDF;MASC;PL	ADV
japonezi	ιαπωνικά	japonez	ιαπωνικά	N;INDF;MASC;PL	ADV
japonezi	γιαπωνέζικο	japonez	γιαπωνέζικος	N;INDF;MASC;PL	ADJ;NOM;NEUT;SG
inspirată	εμπνευσμένη	inspira	εμπνεύω	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
inspirată	εμπνευσμένο	inspira	εμπνεύω	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
inspirată	ενέπνευσε	inspira	ενδνεύδω	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
paraguay	παραγουάη	paraguay	παραγουάος	PROPN	PROPN;ACC;FEM;SG
jennifer	τζένιφερ	jennifer	τζένιφερ	PROPN	
jennifer	jennifer	jennifer	jennifer	PROPN	
facto	facto	facto	facto		
izolat	μόνωση	izolat	μόνωση	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
izolat	απομονωμένος	izolat	απομονωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
izolat	απομονωμένο	izolat	απομονωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
izolat	απομονωμένα	izolat	απομονωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
izolat	απομονωμένη	izolat	απομονωμένος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
berg	μπεργκ	berg	μπεργκ	PROPN	
anulat	ακυρώθηκε	anula	ακυρώνω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
anulat	ακυρώνεται	anula	ακυρώνω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
anulat	ακυρώθηκε	anula	ακυρώνω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
anulat	ακυρώνεται	anula	ακυρώνω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
evaluare	βαθμολογία	evaluare	βαθμολογία	N;INDF;FEM;SG	N;ACC;FEM;SG
evaluare	αξιολόγηση	evaluare	αξιολόγηση	N;INDF;FEM;SG	N;ACC;FEM;SG
evaluare	εκτίμηση	evaluare	εκτίμηση	N;INDF;FEM;SG	N;ACC;FEM;SG
evaluare	αξιολόγηση	evaluare	αξιολόγηση	N;INDF;FEM;SG	N;ACC;FEM;SG
evaluare	αποτίμησης	evaluare	αποτίμηση	N;INDF;FEM;SG	N;GEN;FEM;SG
evaluare	αποτίμηση	evaluare	αποτίμηση	N;INDF;FEM;SG	N;ACC;FEM;SG
divizat	διαιρεμένη	diviza	διαιρέμω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divizat	διχασμένη	diviza	διχάζω	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
divizat	διαιρείται	diviza	διαιρώ	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
divizat	διαχωρισμός	diviza	διαχωρισμός	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
divizat	διάσπαση	diviza	διάσπαση	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
divizat	σπλιτ	diviza	σπλιτ	ADJ;INDF;MASC;SG	
divizat	διαίρεση	diviza	διαίρεση	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
divizat	μοιρασιά	diviza	μοιρασία	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
bergamo	bergamo	bergamo	bergamo	PROPN	
novo	novo	novo	novo	N;INDF;MASC;SG	
încurajat	ενθαρρυνθεί	încuraja	ενθαρρύνω	ADJ;INDF;MASC;SG	V;PFV;NFIN;PASS
încurajat	ενθάρρυνε	încuraja	ενθαρρύνω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
încurajat	ενθαρρύνεται	încuraja	ενθαρρύνω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
enterprise	εντερπράιζ	enterpri	εντερπράιζ		N
enterprise	επιχείρηση	enterpri	επιχείρηση		N;ACC;FEM;SG
botanică	βοτανολογία	botanic	βοτανολογία	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
botanică	βοτανική	botanic	βοτανικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
arma	όπλο	armă	όπλο	N;DEF;FEM;SG	N;NOM;NEUT;SG
arma	όπλο	armă	όπλο	N;DEF;FEM;SG	N;NOM;NEUT;SG
arma	πιστόλι	armă	πιστόλι	N;DEF;FEM;SG	N;NOM;NEUT;SG
diferențele	διαφορές	diferență	διαφορά	N;DEF;FEM;PL	N;NOM;FEM;PL
servi	υπηρετώ	serv	υπηρετώ	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
hanul	inn	han	inn	N;DEF;MASC;SG	
hanul	ιν	han	ιν	N;DEF;MASC;SG	
hanul	πανδοχείο	han	πανδοχείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
presupus	υποτίθεται	presupune	υποτίθεμαι	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
presupus	υποθετικά	presupune	υποθετικά	ADJ;INDF;MASC;SG	ADV
presupus	υποτιθέμενη	presupune	υποτιθέμενος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
presupus	εικάζεται	presupune	εικάζω	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
nagy	nagy	nagy	nagy	PROPN	
musulmane	μουσουλμανική	musulman	μουσουλμανικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
musulmane	μουσουλμάνος	musulman	μουσουλμάνος	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
musulmane	μουσουλμάνοι	musulman	μουσουλμάνος	ADJ;INDF;FEM;PL	N;NOM;MASC;PL
modificată	τροποποιημένο	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
modificată	τροποποιημένα	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modificată	τροποποιήθηκε	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
modificată	τροποποιημένη	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
modificată	τροποποιημένος	modifica	τροποποιημένος	ADJ;INDF;FEM;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
modificată	τροποποιηθεί	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NFIN;PASS
modificată	τροποποιημένο	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
modificată	τροποποιείται	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
modificată	τροποποιημένα	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
modificată	τροποποιήθηκε	modifica	τροποποιώ	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;PST;FIN;PASS
definitivă	οριστικές	definitiv	οριστικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
definitivă	οριστικά	definitiv	οριστικά	ADJ;INDF;FEM;SG	ADV
definitivă	οριστική	definitiv	οριστικός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
definitivă	οριστικός	definitiv	οριστικός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
definitivă	οριστικό	definitiv	οριστικός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
rasa	ράτσα	rasă	ράτσα	N;DEF;FEM;SG	N;NOM;FEM;SG
rasa	κούρσα	rasă	κούρσα	N;DEF;FEM;SG	N;NOM;FEM;SG
rasa	φυλή	rasă	φυλή	N;DEF;FEM;SG	N;NOM;FEM;SG
rasa	αγώνα	rasă	αγώνας	N;DEF;FEM;SG	N;ACC;MASC;SG
rasa	race	rasă	race	N;DEF;FEM;SG	
rasa	αγώνας	rasă	αγώνας	N;DEF;FEM;SG	N;NOM;MASC;SG
restaurarea	αποκατάσταση	restaurare	αποκατάσταση	N;DEF;FEM;SG	N;ACC;FEM;SG
emerit	ομότιμος	emeri	ομότιμος	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
cafenea	καφετέρια	cafene	καφετέρια	N;DEF;FEM;SG	N;NOM;NEUT;SG
cafenea	cafe	cafene	cafe	N;DEF;FEM;SG	
cafenea	καφενείο	cafene	καφενείο	N;DEF;FEM;SG	N;NOM;NEUT;SG
cafenea	cafe	cafene	cafe	N;DEF;FEM;SG	
permanente	μόνιμο	permanent	μόνιμο	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
permanente	μόνιμος	permanent	μόνιμος	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
permanente	μόνιμη	permanent	μόνιμος	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
permanente	μόνιμα	permanent	μόνιμα	ADJ;INDF;FEM;PL	ADV
vizibilă	ορατό	vizibil	ορατός	ADJ;INDF;FEM;SG	N;ACC;MASC;SG
vizibilă	ορατά	vizibil	ορατός	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;PL
vizibilă	ορατή	vizibil	ορατός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
vizibilă	ορατός	vizibil	ορατός	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
vizibilă	ορατές	vizibil	ορατός	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
asociație	σύνδεσης	asociație	σύνδεση	N;INDF;FEM;SG	N;GEN;FEM;SG
asociație	ένωση	asociație	ένωση	N;INDF;FEM;SG	N;NOM;FEM;SG
