del	del	di	del	ADJ;SG	ADP;MASC;SG
vedi	see	vedere	ser	V;IMP;SG;2;PRS;FIN	
vedi	vea	vedere	ver	V;IMP;SG;2;PRS;FIN	V;IMP;SG;3;FIN
one	una	ona	uno	N;SG	DET;INDF;FEM;SG
one	uno	ona	uno	N;SG	PRO;MASC;SG
cinese	chinos	cinese	chino	ADJ;SG	N;MASC;PL
cinese	chino	cinese	chino	ADJ;SG	N;MASC;SG
svizzera	suiza	svizzero	suiza	ADJ;FEM;SG	N;FEM;SG
tardi	tardía	tardi	tarder	ADV	ADJ;FEM;SG
blu	azules	blu	azul	ADJ;SG	ADJ;PL
blu	blue	blu	blue	ADJ;SG	N
blu	blu	blu	blu	ADJ;SG	
nobile	nobles	nobile	noble	ADJ;SG	N;PL
nobile	nobile	nobile	nobile	ADJ;SG	N;SG
trattato	tratado	trattare	tratar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trattato	tratado	trattare	tratar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
american	american	americano	americar	ADJ;FEM;SG	N;FEM;SG
american	americanos	americano	americano	ADJ;FEM;SG	N;MASC;PL
eletto	elegidas	eleggere	elegido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
eletto	elegidos	eleggere	elegido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
eletto	electo	eleggere	electo	V;MASC;SG;PST;V.PTCP	N;MASC;SG
eletto	elegido	eleggere	elegido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
eletto	elegida	eleggere	elegido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
eletto	electo	eleggere	electo	V;MASC;SG;PST;V.PTCP	N;MASC;SG
soldati	soldado	soldato	soldado	N;MASC;PL	ADJ;MASC;SG;V.PTCP
perchè	porque	perché	porque	ADV	CONJ
perchè	porqué	perché	porqué	ADV	
perchè	why	perché	why	ADV	
off	off	off	off	ADJ;SG	N
ottenuto	obtenida	ottenere	obtenido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ottenuto	obtenidos	ottenere	obtenido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ottenuto	obtenidas	ottenere	obtenido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ottenuto	obtenido	ottenere	obtenido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
male	malas	male	malo	ADV	ADJ;FEM;PL
male	malos	male	malo	ADV	ADJ;MASC;PL
male	malo	male	malo	ADV	ADJ;MASC;SG
male	bad	male	bad	ADV	N;MASC;SG
male	mala	male	malo	ADV	ADJ;FEM;SG
male	malvado	male	malvar	ADV	ADJ;MASC;SG;V.PTCP
male	maldad	male	maldad	ADV	N;FEM;SG
male	evil	male	evil	ADV	N
male	malvada	male	malvado	ADV	ADJ;FEM;SG;V.PTCP
rossi	rossi	rosso	rossi	ADJ;MASC;PL	PROPN
dedicata	dedicada	dedicare	dedicado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
dedicata	dedicados	dedicare	dedicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
dedicata	dedicado	dedicare	dedicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bottom	inferior	bottom	inferior	N	ADJ;SG
angeles	angeles	angeles	angel	N;MASC;SG	N;MASC;PL
soggetto	asignatura	soggetto	asignatura	ADJ;MASC;SG	N;FEM;SG
soggetto	asunto	soggetto	asunto	ADJ;MASC;SG	N;MASC;SG
soggetto	súbdito	soggetto	súbdito	ADJ;MASC;SG	N;MASC;SG
soggetto	tema	soggetto	tema	ADJ;MASC;SG	N;MASC;SG
nomination	nominados	nomination	nominado	N;FEM;PL	ADJ;MASC;PL;V.PTCP
nomination	candidatura	nomination	candidatura	N;FEM;PL	N;FEM;SG
nomination	nominación	nomination	nominación	N;FEM;PL	N;FEM;SG
nomination	nombramiento	nomination	nombramiento	N;FEM;PL	N;MASC;SG
nomination	nominados	nomination	nominado	N;FEM;PL	ADJ;MASC;PL;V.PTCP
nomination	nominado	nomination	nominar	N;FEM;PL	ADJ;MASC;SG;V.PTCP
nomination	nominada	nomination	nominado	N;FEM;PL	ADJ;FEM;SG;V.PTCP
ucciso	asesinado	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ucciso	asesinados	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ucciso	asesinada	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ucciso	asesinados	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ucciso	asesinada	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ucciso	asesinado	uccidere	asesinado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ucciso	matado	uccidere	matar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vincitore	ganadora	vincitore	ganador	N;MASC;SG	ADJ;FEM;SG
lee	lee	leo	leer	N	V;IND;SG;3;PRS;FIN
giornata	day	giornata	day	N;FEM;SG	
passo	passo	passo	passo	N;MASC;SG	
passo	pase	passo	pasar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
passo	pasar	passo	pasar	N;MASC;SG	V;NFIN
passo	pasa	passo	pasar	N;MASC;SG	V;IND;SG;3;PRS;FIN
passo	pasen	passo	pasar	N;MASC;SG	V;IMP;PL;3;FIN
xvi	xvi	sedicesimo	xvi	ADJ;SG	N
biblioteca	bibliotecas	biblioteca	biblioteca	N;FEM;SG	N;FEM;PL
significa	medios	significare	medio	V;IND;SG;3;PRS;FIN	N;MASC;PL
settentrionale	norte	settentrionale	norte	ADJ;SG	N;MASC;SG
settentrionale	northern	settentrionale	northern	ADJ;SG	N
simili	parecido	simile	parecido	ADJ;PL	ADJ;MASC;SG;V.PTCP
simili	similar	simile	similar	ADJ;PL	ADJ;SG
necessario	necesitó	necessario	necesitar	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
necessario	necesitaba	necessario	necesitar	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
necessario	necesarias	necessario	necesario	ADJ;MASC;SG	ADJ;FEM;PL
necessario	necesarios	necessario	necesario	ADJ;MASC;SG	ADJ;MASC;PL
attorno	around	attorno	around	ADV	N
under	debajo	undere	debajo	N;MASC	ADV
under	bajo	undere	bajo	N;MASC	ADP
under	under	undere	under	N;MASC	PROPN
punteggio	anotando	punteggio	anotar	N;MASC;SG	V;V.MSDR
punteggio	anotar	punteggio	anotar	N;MASC;SG	V;NFIN
punteggio	anotar	punteggio	anotar	N;MASC;SG	V;NFIN
punteggio	partituras	punteggio	partitura	N;MASC;SG	N;FEM;PL
punteggio	puntuaciones	punteggio	puntuación	N;MASC;SG	N;FEM;PL
piccole	small	piccolo	small	ADJ;FEM;PL	N
piccole	pequeño	piccolo	pequeño	ADJ;FEM;PL	ADJ;MASC;SG
piccole	pequeña	piccolo	pequeño	ADJ;FEM;PL	ADJ;FEM;SG
olandese	neerlandés	olandese	neerlandés	ADJ;SG	N;MASC;SG
olandese	holandés	olandese	holandés	ADJ;SG	N;MASC;SG
olandese	holandeses	olandese	holandés	ADJ;SG	N;MASC;PL
caccia	hunt	caccia	hunt	N;FEM;SG	PROPN
caccia	cazar	caccia	cazar	N;FEM;SG	V;NFIN
caccia	cazar	caccia	cazar	N;FEM;SG	V;NFIN
caccia	cazando	caccia	cazar	N;FEM;SG	V;V.MSDR
creazione	crear	creazione	crear	N;FEM;SG	V;NFIN
creazione	creando	creazione	crear	N;FEM;SG	V;V.MSDR
nasce	nacidos	nascere	nacido	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL;V.PTCP
nasce	born	nascere	born	V;IND;SG;3;PRS;FIN	N
nasce	nacido	nascere	nacido	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG;V.PTCP
utilizzo	usar	utilizzo	usar	N;MASC;SG	V;NFIN
utilizzo	utilizar	utilizzo	utilizar	N;MASC;SG	V;NFIN
noi	noi	noi	noi	PRO;PL;1	
cesare	cesare	cesare	cesare	N;MASC;SG	V;NFIN
cesare	cesar	cesare	cesar	N;MASC;SG	V;NFIN
cesare	césar	cesare	césar	N;MASC;SG	PROPN
cesare	cesar	cesare	cesar	N;MASC;SG	V;NFIN
cesare	césar	cesare	césar	N;MASC;SG	PROPN
colori	color	colore	color	N;MASC;PL	N;MASC;SG
diff	diferenciar	diff	diferenciar	N;MASC	V;NFIN
stampa	imprime	stampa	imprimir	N;FEM;SG	V;IND;SG;3;PRS;FIN
stampa	impresos	stampa	impreso	N;FEM;SG	N;MASC;PL
stampa	imprimir	stampa	imprimir	N;FEM;SG	V;NFIN
stampa	presione	stampa	presionar	N;FEM;SG	V;SBJV;SG;3;FIN
stampa	prensas	stampa	prensa	N;FEM;SG	N;FEM;PL
stampa	imprimir	stampa	imprimir	N;FEM;SG	V;NFIN
stampa	imprimiendo	stampa	imprimir	N;FEM;SG	V;V.MSDR
messo	pon	mettere	pon	V;MASC;SG;PST;V.PTCP	V;IND;SG;2;PRS;FIN
messo	ponga	mettere	poner	V;MASC;SG;PST;V.PTCP	V;SBJV;SG;3;PRS;FIN
arti	arte	arte	arte	N;FEM;PL	N;SG
mosca	moscú	mosca	moscú	N;FEM;SG	PROPN
storica	históricas	storico	histórico	ADJ;FEM;SG	ADJ;FEM;PL
storica	históricos	storico	histórico	ADJ;FEM;SG	ADJ;MASC;PL
storica	históricas	storico	histórico	ADJ;FEM;SG	ADJ;FEM;PL
storica	históricos	storico	histórico	ADJ;FEM;SG	ADJ;MASC;PL
messa	masas	messa	masa	N;FEM;SG	N;FEM;PL
messa	misas	messa	misa	N;FEM;SG	N;FEM;PL
esistono	existo	esistere	existir	V;IND;PL;3;PRS;FIN	V;IND;SG;1;PRS;FIN
libera	libres	libero	libre	ADJ;FEM;SG	ADJ;PL
libera	gratis	libero	gratis	ADJ;FEM;SG	
libera	free	libero	freer	ADJ;FEM;SG	N
singolare	singles	singolare	single	ADJ;SG	N;MASC;PL
singolare	sencillos	singolare	sencillo	ADJ;SG	ADJ;MASC;PL
singolare	solteros	singolare	soltero	ADJ;SG	N;MASC;PL
singolare	individuales	singolare	individual	ADJ;SG	ADJ;PL
singolare	singulares	singolare	singular	ADJ;SG	ADJ;PL
pos	pos	pos	pos	N	
daniel	daniel	daniel	daniel	N;MASC;SG	PROPN
giulio	jules	giulio	jul	N;MASC;SG	PROPN
pubblicazione	publicaciones	pubblicazione	publicación	N;FEM;SG	N;FEM;PL
pubblicazione	publicar	pubblicazione	publicar	N;FEM;SG	V;NFIN
pubblicazione	publicando	pubblicazione	publicar	N;FEM;SG	V;V.MSDR
fatta	hecha	fare	hecho	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
fatta	made	fare	mader	V;FEM;SG;PST;V.PTCP	N
fatta	hecho	fare	hecho	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
postale	postal	postale	postal	ADJ;SG	N;MASC;SG
postale	postales	postale	postal	ADJ;SG	N;PL
super	super	super	super	ADJ	
super	súper	super	súper	ADJ	
conoscenza	conocimientos	conoscenza	conocimiento	N;FEM;SG	N;MASC;PL
aperto	abrir	aperto	abrir	ADJ;MASC;SG	V;NFIN
aperto	abre	aperto	abrir	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
aperto	abra	aperto	abrir	ADJ;MASC;SG	V;IMP;SG;3;FIN
aperto	abrió	aperto	abrir	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
blocco	bloqueando	blocco	bloquear	N;MASC;SG	V;V.MSDR
blocco	bloquear	blocco	bloquear	N;MASC;SG	V;NFIN
blocco	bloquear	blocco	bloquear	N;MASC;SG	V;NFIN
maglia	mallas	maglia	malla	N;FEM;SG	N;FEM;PL
pratica	práctico	pratica	práctico	N;FEM;SG	ADJ;MASC;SG
pratica	prácticos	pratica	práctico	N;FEM;SG	ADJ;MASC;PL
pratica	practico	pratica	practico	N;FEM;SG	ADJ;MASC;SG
pratica	practica	pratica	practicar	N;FEM;SG	V;IND;SG;3;PRS;FIN
pratica	practicas	pratica	practica	N;FEM;SG	N;FEM;PL
pratica	practicar	pratica	practicar	N;FEM;SG	V;NFIN
caratterizzata	caracterizada	caratterizzare	caracterizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
caratterizzata	caracterizado	caratterizzare	caracterizar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
caratterizzata	caracterizados	caratterizzare	caracterizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pubblicata	publicados	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pubblicata	publicado	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
pubblicata	publicada	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pubblicata	publicados	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
pubblicata	publicadas	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
pubblicata	publicada	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
pubblicata	publicado	pubblicare	publicado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
domenico	dominique	domenico	dominicar	ADJ;MASC;SG	PROPN
domenico	dominic	domenico	dominic	ADJ;MASC;SG	PROPN
domenico	domenico	domenico	domenico	ADJ;MASC;SG	N;MASC;SG
origini	procedencia	origine	procedencia	N;FEM;PL	N;FEM;SG
origini	origen	origine	origen	N;FEM;PL	N;MASC;SG
origini	origen	origine	origen	N;FEM;PL	N;MASC;SG
abbastanza	suficiente	abbastanza	suficiente	ADV	ADJ;SG
abbastanza	basta	abbastanza	bastar	ADV	V;IND;SG;3;PRS;FIN
abbastanza	suficientes	abbastanza	suficiente	ADV	ADJ;PL
bob	bob	bob	bob	N;MASC	PROPN
tedeschi	alemán	tedesco	alemán	N;MASC;PL	N;MASC;SG
tedeschi	alemana	tedesco	alemán	N;MASC;PL	ADJ;FEM;SG
tedeschi	aleman	tedesco	alemar	N;MASC;PL	N;MASC;SG
resistenza	aguante	resistenza	aguante	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
resistenza	aguante	resistenza	aguante	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
resistenza	resistencias	resistenza	resistencia	N;FEM;SG	N;FEM;PL
tentativo	intento	tentativo	intentar	N;MASC;SG	V;IND;SG;1;PRS;FIN
intera	enteras	intero	entero	ADJ;FEM;SG	ADJ;FEM;PL
intera	enteros	intero	entero	ADJ;FEM;SG	ADJ;MASC;PL
josé	jose	josé	jose	N;MASC;SG	
josé	josé	josé	josé	N;MASC;SG	PROPN
xix	xix	diciannovesimo	xix	ADJ;SG	N;MASC;SG
west	occidental	west	occidental	N;MASC	ADJ;SG
scala	escalar	scala	escalar	N;FEM;SG	V;NFIN
censimento	censos	censimento	censo	N;MASC;SG	N;MASC;PL
chris	chris	chris	chris	N	PROPN
chris	cris	chris	cris	N	PROPN
die	die	die	die	N;MASC;SG	PROPN
die	morir	die	morir	N;MASC;SG	V;NFIN
die	mueren	die	morir	N;MASC;SG	V;IND;PL;3;PRS;FIN
die	muera	die	morir	N;MASC;SG	V;IMP;SG;3;FIN
die	muere	die	morir	N;MASC;SG	V;IND;SG;3;PRS;FIN
contrario	contrariamente	contrario	contrariamente	ADJ;MASC;SG	ADV
partecipazione	asistentes	partecipazione	asistente	N;FEM;SG	N;PL
mike	mike	mike	mike	N	PROPN
mike	miguel	mike	miguel	N	PROPN
vincenzo	valery	vincenzo	valery	N;MASC;SG	PROPN
modifiche	edita	modifica	editar	N;FEM;PL	V;IND;SG;3;PRS;FIN
modifiche	cambia	modifica	cambiar	N;FEM;PL	V;IND;SG;3;PRS;FIN
omonimo	tocayo	omonimo	tocayo	ADJ;MASC;SG	N;MASC;SG
canadese	canadienses	canadese	canadiense	N;SG	N;PL
scalemajor	scalemajor	scalemajor	scalemajor	N;MASC;SG	PROPN
imagesize	imagesize	imagesizo	imagesizar	N;FEM;SG	
famiglie	familia	famiglia	familia	N;FEM;PL	N;FEM;SG
svedese	suecos	svedese	sueco	ADJ;SG	N;MASC;PL
svedese	suecia	svedese	suecia	ADJ;SG	N;FEM;SG
svedese	sueca	svedese	sueca	ADJ;SG	N;FEM;SG
match	coincidir	match	coincidir	N;MASC	V;NFIN
best	mejores	best	mejor	N	ADJ;PL
best	mejor	best	mejor	N	ADV
grand	gran	grand	gran	N;MASC	ADJ;SG
esterno	fuera	esterno	fuera	ADJ;MASC;SG	ADV
esterno	afuera	esterno	afuera	ADJ;MASC;SG	
esterno	externos	esterno	externo	ADJ;MASC;SG	ADJ;MASC;PL
esterno	exteriores	esterno	exterior	ADJ;MASC;SG	ADJ;PL
dateformat	dateformat	dateformat	dateformat	ADJ;FEM;PL	PROPN
traduzione	traducciones	traduzione	traducción	N;FEM;SG	N;FEM;PL
ricevuto	recibidas	ricevere	recibido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ricevuto	recibida	ricevere	recibido	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ricevuto	recibidos	ricevere	recibido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ricevuto	recibido	ricevere	recibido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
intero	enteras	intero	entero	ADJ;MASC;SG	ADJ;FEM;PL
intero	enteros	intero	entero	ADJ;MASC;SG	ADJ;MASC;PL
intero	enteras	intero	entero	ADJ;MASC;SG	ADJ;FEM;PL
intero	enteros	intero	entero	ADJ;MASC;SG	ADJ;MASC;PL
intero	enteras	intero	entero	ADJ;MASC;SG	ADJ;FEM;PL
intero	enteros	intero	entero	ADJ;MASC;SG	ADJ;MASC;PL
pierre	pierre	pierre	perre	N;MASC;SG	PROPN
chiaro	claro	chiaro	claro	ADJ;MASC;SG	ADV
trovato	encontrada	trovare	encontrado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
trovato	encontradas	trovare	encontrado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
trovato	encontrados	trovare	encontrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
trovato	hallado	trovare	hallado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trovato	encontrado	trovare	encontrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sino	sino	sino	sino	ADV	CONJ
alignbars	alignbars	alignbars	alignbar		V;NFIN
scaleminor	scaleminor	scaleminor	scaleminor	V;COND;PL;3;PRS;FIN	
difficile	duros	difficile	duro	ADJ;SG	ADJ;MASC;PL
difficile	hard	difficile	hard	ADJ;SG	N;SG
difficile	difíciles	difficile	difícil	ADJ;SG	ADJ;PL
voto	votaciones	voto	votación	N;MASC;SG	N;FEM;PL
voto	votando	voto	votar	N;MASC;SG	V;V.MSDR
voto	votaciones	voto	votación	N;MASC;SG	N;FEM;PL
voto	votar	voto	votar	N;MASC;SG	V;NFIN
lotta	luchar	lotta	luchar	N;FEM;SG	V;NFIN
india	india	india	india	PROPN	N;FEM;SG
misura	mediciones	misura	medición	N;FEM;SG	N;FEM;PL
misura	mide	misura	medir	N;FEM;SG	V;IND;SG;3;PRS;FIN
misura	medir	misura	medir	N;FEM;SG	V;NFIN
pianta	plantas	pianta	planta	N;FEM;SG	N;FEM;PL
pianta	vegetal	pianta	vegetal	N;FEM;SG	ADJ;SG
termini	termini	termine	termini	N;MASC;PL	N;FEM;SG
bianca	bianca	bianco	bianco	ADJ;FEM;SG	N;FEM;SG
bianca	blanche	bianco	blanche	ADJ;FEM;SG	N;FEM;SG
bianca	blancas	bianco	blanco	ADJ;FEM;SG	ADJ;FEM;PL
bianca	white	bianco	white	ADJ;FEM;SG	N
bianca	blancos	bianco	blanco	ADJ;FEM;SG	N;MASC;PL
spacewatch	spacewatch	spacewatch	spacewatch	N;MASC	
costruita	construidos	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
costruita	construido	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
costruita	construida	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
costruita	construidos	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
costruita	construido	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
costruita	construida	costruire	construido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
spettatori	espectador	spettatore	espectador	N;MASC;PL	N;MASC;SG
spettatori	espectador	spettatore	espectador	N;MASC;PL	N;MASC;SG
premi	prensa	premio	prensa	N;MASC;PL	N;FEM;SG
premi	presione	premio	presionar	N;MASC;PL	V;SBJV;SG;3;FIN
risposta	contestar	risposta	contestar	N;FEM;SG	V;NFIN
risposta	contesta	risposta	contestar	N;FEM;SG	V;IND;SG;3;PRS;FIN
risposta	responder	risposta	responder	N;FEM;SG	V;NFIN
risposta	contestar	risposta	contestar	N;FEM;SG	V;NFIN
risposta	responder	risposta	responder	N;FEM;SG	V;NFIN
inserito	entrado	inserire	entrar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inserito	introducido	inserire	introducir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inserito	ingresado	inserire	ingresado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inserito	insertado	inserire	insertar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
medio	middle	medio	middle	ADJ;MASC;SG	N
medio	promedio	medio	promedio	ADJ;MASC;SG	N;MASC;SG
medio	media	medio	media	ADJ;MASC;SG	N;FEM;SG
medio	medium	medio	medium	ADJ;MASC;SG	N
medio	medianas	medio	mediano	ADJ;MASC;SG	ADJ;FEM;PL
medio	medio	medio	medio	ADJ;MASC;SG	NUM;MASC;SG
medio	médium	medio	médium	ADJ;MASC;SG	N;MASC;SG
commenta	comenten	commentare	comentar	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
commenta	comentario	commentare	comentario	V;IND;SG;3;PRS;FIN	N;MASC;SG
soli	soles	solo	sol	ADJ;MASC;PL	N;MASC;PL
culturale	culturales	culturale	cultural	ADJ;SG	ADJ;PL
culturale	cultura	culturale	cultura	ADJ;SG	N;FEM;SG
entrambe	ambos	entrambi	ambos	DET;FEM;PL	NUM;MASC;PL
entrambe	ambas	entrambi	ambos	DET;FEM;PL	NUM;FEM;PL
entrambe	tanto	entrambi	tanto	DET;FEM;PL	ADV
secondi	segunda	secondo	segundo	N;MASC;PL	ADJ;FEM;SG
secondi	segundas	secondo	segundo	N;MASC;PL	ADJ;FEM;PL
secondi	segundo	secondo	segundo	N;MASC;PL	ADJ;MASC;SG
utilizzata	utilizada	utilizzare	utilizado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utilizzata	usada	utilizzare	usado	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utilizzata	usado	utilizzare	usado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utilizzata	utilizado	utilizzare	utilizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utilizzata	utilizados	utilizzare	utilizado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
utilizzata	usados	utilizzare	usado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
auto	automático	auto	automático	N;FEM	ADJ;MASC;SG
sesso	sexuales	sesso	sexual	N;MASC;SG	ADJ;PL
sesso	sexos	sesso	sexo	N;MASC;SG	N;MASC;PL
steve	steve	steva	steve	N;SG	PROPN
contenuto	contenidos	contenuto	contenido	N;MASC;SG	N;MASC;PL
contenuto	contenidos	contenuto	contenido	N;MASC;SG	N;MASC;PL
famoso	famosas	famoso	famoso	ADJ;MASC;SG	ADJ;FEM;PL
famoso	famosos	famoso	famoso	ADJ;MASC;SG	ADJ;MASC;PL
terreno	suelos	terreno	suelo	N;MASC;SG	N;MASC;PL
terreno	terrenos	terreno	terreno	N;MASC;SG	N;MASC;PL
piedi	pié	piede	pié	N;MASC;PL	
piedi	pie	piede	pie	N;MASC;PL	N;MASC;SG
notevole	impresionantes	notevole	impresionante	ADJ;SG	ADJ;PL
notevole	notables	notevole	notable	ADJ;SG	ADJ;PL
notevole	considerables	notevole	considerable	ADJ;SG	ADJ;PL
rossa	pelirroja	rosso	pelirroja	ADJ;FEM;SG	N;FEM;SG
rossa	rojo	rosso	rojo	ADJ;FEM;SG	N;MASC;SG
rossa	rojas	rosso	rojo	ADJ;FEM;SG	ADJ;FEM;PL
rossa	red	rosso	red	ADJ;FEM;SG	N;FEM;SG
xiii	xiii	xiii	xiii	ADJ;SG	N
teatrale	teatrales	teatrale	teatral	ADJ;SG	ADJ;PL
maggioranza	mayoritaria	maggioranza	mayoritario	N;FEM;SG	ADJ;FEM;SG
maggioranza	mayorías	maggioranza	mayoría	N;FEM;SG	N;FEM;PL
maggioranza	mayoritario	maggioranza	mayoritario	N;FEM;SG	ADJ;MASC;SG
tempio	templos	tempio	templo	N;MASC;SG	N;MASC;PL
joe	joe	joe	joe	N;MASC	PROPN
sera	sueros	sera	suero	N;FEM;SG	N;MASC;PL
sera	sera	sera	ser	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
sera	tardes	sera	tarde	N;FEM;SG	N;FEM;PL
sera	tarde	sera	tarde	N;FEM;SG	ADV
concerto	conciertos	concerto	concierto	N;MASC;SG	N;MASC;PL
mani	mani	mano	mani	N;FEM;PL	
jones	jones	jones	jon	N;MASC;SG	PROPN
minori	menor	minore	menor	ADJ;CMPR;PL	ADJ;SG
minori	minor	minore	minor	ADJ;CMPR;PL	N
vive	vidas	vivere	vida	V;IND;SG;3;PRS;FIN	N;FEM;PL
austriaco	austriaco	austriaco	austriaco	ADJ;MASC;SG	N;MASC;SG
austriaco	austríaco	austriaco	austríaco	ADJ;MASC;SG	N;MASC;SG
williams	williams	williams	williams	N;FEM;SG	PROPN
natale	navidad	natale	navidad	ADJ;SG	N;FEM;SG
natale	navidades	natale	navidad	ADJ;SG	N;FEM;PL
natale	navidad	natale	navidad	ADJ;SG	N;FEM;SG
discussioni	debate	discussione	debate	N;FEM;PL	N;MASC;SG
discussioni	discusión	discussione	discusión	N;FEM;PL	N;FEM;SG
discussioni	debate	discussione	debate	N;FEM;PL	N;MASC;SG
aggiunta	adición	aggiungere	adición	V;FEM;SG;PST;V.PTCP	N;FEM;SG
aggiunta	adición	aggiungere	adición	V;FEM;SG;PST;V.PTCP	N;FEM;SG
aggiunta	añadido	aggiungere	añadido	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
aggiunta	agregados	aggiungere	agregado	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
aggiunta	añadida	aggiungere	añadido	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
aggiunta	agregado	aggiungere	agregar	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
