for	varten	for	varten	ADP	ADV
forenede	yhdistynyt	forene	yhdistyä	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
forenede	united	forene	united	V;PL;PST;V.PTCP	N;NOM;SG
forenede	yhtenäinen	forene	yhtenäinen	V;PL;PST;V.PTCP	ADJ;NOM;SG
henning	henning	henning	henning		N;NOM;SG
heinrich	heinrich	heinrich	heinrich		PROPN;NOM;SG
angriber	iskujen	angriber	isku	N;INDF;MASC+FEM;SG	N;GEN;PL
angriber	hyökkäykset	angriber	hyökkäys	N;INDF;MASC+FEM;SG	N;NOM;PL
angriber	iskut	angriber	isku	N;INDF;MASC+FEM;SG	N;NOM;PL
axel	axel	axel	axel		PROPN;NOM;SG
lukket	kiinni	lukke	kiinni	V;INDF;SG;PST;V.PTCP	ADV
fordelt	jaetut	fordele	jakaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
oversættelse	käännökset	oversættelse	käännös	N;INDF;MASC+FEM;SG	N;NOM;PL
falder	putoaminen	falde	putoaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
falder	falls	falde	falls	V;IND;PRS;FIN;ACT	
falder	pudota	falde	pudota	V;IND;PRS;FIN;ACT	V;IMP;SG;2;NFIN;ACT
falder	syksy	falde	syksy	V;IND;PRS;FIN;ACT	N;NOM;SG
falder	kaadu	falde	kaatua	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
kender	tiedä	kende	tietää	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
major	majuri	major	majuri		N;NOM;SG
major	major	major	major		
natten	öitä	nat	yö	N;DEF;MASC+FEM;SG	N;PRT;PL
natten	night	nat	nightä	N;DEF;MASC+FEM;SG	
romersk	roman	romersk	roma	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
romersk	roomalainen	romersk	roomalainen	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
funktion	toimiva	funktion	toimia	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;ACT
indsats	toimi	indsats	toimia	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
indsats	toimia	indsats	toimia	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
indsats	ponnisteluja	indsats	ponnistelu	N;INDF;MASC+FEM;SG	N;PRT;PL
indsats	pyrkimykset	indsats	pyrkimys	N;INDF;MASC+FEM;SG	N;NOM;PL
indsats	ponnistelut	indsats	ponnistelu	N;INDF;MASC+FEM;SG	N;NOM;PL
indsats	ponnisteluja	indsats	ponnistelu	N;INDF;MASC+FEM;SG	N;PRT;PL
madrid	madrid	madrid	madrid	PROPN	PROPN;NOM;SG
madrid	madridin	madrid	madridi	PROPN	N;GEN;SG
madrid	madridissa	madrid	madridi	PROPN	N;IN+ESS;SG
finske	suomeksi	finsk	suomi	ADJ;PL	N;TRANS;SG
finske	suomalainen	finsk	suomalainen	ADJ;PL	ADJ;NOM;SG
finske	suomen	finsk	suomi	ADJ;PL	N;GEN;SG
finske	suomalaista	finsk	suomalainen	ADJ;PL	N;PRT;SG
udlandet	ulkomailla	udland	ulko#maa	N;DEF;NEUT;SG	N;AT+ESS
;PL
udlandet	ulkomaille	udland	ulko#maa	N;DEF;NEUT;SG	N;AT+ALL;PL
rum	tilat	rum	tila	N;INDF;NEUT;SG	N;NOM;PL
rum	huoneita	rum	huone	N;INDF;NEUT;SG	N;PRT;PL
rum	huoneet	rum	huone	N;INDF;NEUT;SG	N;NOM;PL
rum	eläkkeet	rum	eläke	N;INDF;NEUT;SG	N;NOM;PL
rum	space	rum	space	N;INDF;NEUT;SG	
relativt	suhteellisen	relativt	suhteellinen	ADV	ADJ;GEN;SG
omfattede	sisällytetty	omfatte	sisällyttää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
omfattede	sisältyy	omfatte	sisältyä	V;IND;PST;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
jesper	jesper	jesp	jesper	PROPN	PROPN;NOM;SG
parken	park	park	park	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
johann	johann	johann	joha		PROPN;NOM;SG
anvendelse	käyttää	anvendelse	käyttää	N;INDF;MASC+FEM;SG	V;IND;SG;PRS;FIN;ACT
anvendelse	käytä	anvendelse	käyttää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
anvendelse	käytettävä	anvendelse	käyttää	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
farver	väriä	farve	väri	N;INDF;MASC+FEM;PL	N;PRT;SG
farver	väri	farve	väri	N;INDF;MASC+FEM;PL	N;NOM;SG
farver	väriä	farve	väri	N;INDF;MASC+FEM;PL	N;PRT;SG
farver	väri	farve	väri	N;INDF;MASC+FEM;PL	N;NOM;SG
stærke	vahva	stærk	vahva	ADJ;PL	ADJ;NOM;SG
stærke	vahvaa	stærk	vahva	ADJ;PL	ADJ;PRT;SG
stærke	voimakas	stærk	voimakas	ADJ;PL	ADJ;NOM;SG
emil	emil	emil	emil		N;NOM;SG
emil	eemeli	emil	eemeli		N;NOM;SG
ydre	ulompi	ydre	ulompi	ADJ	N;NOM;SG
toppen	top	top	top	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
toppen	suosituimmat	top	suosittu	N;DEF;MASC+FEM;SG	ADJ;NOM;RL;PL
udvalg	valiokunnat	udvalg	valio#kunta	N;INDF;NEUT;SG	N;NOM;PL
udvalg	valiokuntien	udvalg	valio#kunta	N;INDF;NEUT;SG	N;GEN;PL
udvalg	komiteat	udvalg	komitea	N;INDF;NEUT;SG	N;NOM;PL
kærlighed	rakastaa	kærlighed	rakastaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
kærlighed	love	kærlighed	love	N;INDF;MASC+FEM;SG	
internationalt	kansainväliset	international	kansain#välinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
internationalt	kansainvälisesti	international	kansain#välisesti	ADJ;INDF;NEUT;SG	ADV
opfattelse	käsitykset	opfattelse	käsitys	N;INDF;MASC+FEM;SG	N;NOM;PL
ringe	kutsu	ringe	kutsu	V;NFIN;ACT	N;NOM;SG
ringe	puhelu	ringe	puhelu	V;NFIN;ACT	N;NOM;SG
ringe	rengas	ringe	rengas	V;NFIN;ACT	N;NOM;SG
ringe	sormus	ringe	sormus	V;NFIN;ACT	N;NOM;SG
ringe	kehä	ringe	kehä	V;NFIN;ACT	N;NOM;SG
ringe	renkaat	ringe	rengas	V;NFIN;ACT	N;NOM;PL
ringe	sormukset	ringe	sormus	V;NFIN;ACT	N;NOM;PL
portugal	portugalissa	portugal	portugali		N;IN+ESS;SG
portugal	portugali	portugal	portugali		N;NOM;SG
portugal	portugalin	portugal	portugali		N;GEN;SG
professionelle	ammattilaisille	professionel	ammattilainen	ADJ;PL	N;AT+ALL;PL
professionelle	ammattilaiset	professionel	ammattilainen	ADJ;PL	N;NOM;PL
professionelle	ammattilaisia	professionel	ammattilainen	ADJ;PL	N;PRT;PL
professionelle	ammattilaiset	professionel	ammattilainen	ADJ;PL	N;NOM;PL
professionelle	ammattilaisia	professionel	ammattilainen	ADJ;PL	N;PRT;PL
professionelle	ammatti	professionel	ammatti	ADJ;PL	N;NOM;SG
professionelle	ammattimainen	professionel	ammattimainen	ADJ;PL	ADJ;NOM;SG
professionelle	ammatillinen	professionel	ammatillinen	ADJ;PL	ADJ;NOM;SG
professionelle	ammattilainen	professionel	ammattilainen	ADJ;PL	N;NOM;SG
ødelagt	pilalla	ødelægge	pila	V;INDF;SG;PST;V.PTCP	ADV
ødelagt	rikkinäinen	ødelægge	rikki#näinen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
ødelagt	rikki	ødelægge	rikki	V;INDF;SG;PST;V.PTCP	N;NOM;SG
jøder	juutalaista	jøde	juutalainen	N;INDF;MASC+FEM;PL	N;PRT;SG
jøder	juutalainen	jøde	juutalainen	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
rasmus	rasmus	rasmus	rasmus		N;NOM;SG
leje	palkata	leje	palkata	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
leje	vuokrataan	leje	vuokrata	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
leje	vuokraa	leje	vuokrata	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
etc	jne	etc	jne.		ADV
varer	tavara	vare	tavara	N;INDF;MASC+FEM;PL	N;NOM;SG
varer	tavaran	vare	tavara	N;INDF;MASC+FEM;PL	N;GEN;SG
politiet	poliisit	politi	poliisi	N;DEF;NEUT;SG	N;NOM;PL
politiet	poliiseja	politi	poliisi	N;DEF;NEUT;SG	N;PRT;PL
politiet	poliisit	politi	poliisi	N;DEF;NEUT;SG	N;NOM;PL
grønne	vihreä	grøn	vihreä	ADJ;PL	ADJ;NOM;SG
grønne	vihreää	grøn	vihreä	ADJ;PL	ADJ;PRT;SG
burde	pitäisi	burde	pitää	V;IND;PST;FIN;ACT	V;COND;SG;3;FIN;ACT
burde	pitäis	burde	pitää	V;IND;PST;FIN;ACT	V;COND;SG;3;FIN;ACT
burde	pitäisikö	burde	pitää	V;IND;PST;FIN;ACT	V;COND;SG;3;FIN;ACT
forbund	liittojen	forbund	liitto	N;INDF;NEUT;SG	N;GEN;PL
forbund	liitot	forbund	liitto	N;INDF;NEUT;SG	N;NOM;PL
starter	aloitetaan	starte	aloittaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
starter	alkaen	starte	alkaen	V;IND;PRS;FIN;ACT	ADV
starter	aloittaminen	starte	aloittaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
starter	aloitus	starte	aloitus	V;IND;PRS;FIN;ACT	N;NOM;SG
starter	startti	starte	startti	V;IND;PRS;FIN;ACT	N;NOM;SG
starter	alku	starte	alku	V;IND;PRS;FIN;ACT	N;NOM;SG
starter	aloita	starte	ala	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
starter	käynnistä	starte	käynti	V;IND;PRS;FIN;ACT	N;IN+ABL;SG
norges	norjalainen	norgen	norjalainen	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;SG
norges	norjaksi	norgen	norja	N;GEN;INDF;MASC+FEM;SG	N;TRANS;SG
norges	norja	norgen	norja	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
norges	norja	norgen	norja	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;SG
masse	massat	masse	massa	N;INDF;MASC+FEM;SG	N;NOM;PL
årtier	vuosikymmen	årti	vuosi#kymmen	N;INDF;NEUT;PL	N;NOM;SG
youtube	youtubessa	youtube	youtube	N;INDF;MASC+FEM;SG	PROPN;IN+ESS;SG
youtube	youtube	youtube	youtube	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
claus	claus	claus	claus		PROPN;NOM;SG
aktiviteter	toiminta	aktivitet	toiminta	N;INDF;MASC+FEM;PL	N;NOM;SG
aktiviteter	toimintaa	aktivitet	toiminta	N;INDF;MASC+FEM;PL	N;PRT;SG
williams	williamsin	william	williami		N;GEN;SG
williams	williams	william	williams		PROPN;NOM;SG
kanoner	tykki	kanon	tykki	N;INDF;MASC+FEM;PL	N;NOM;SG
populær	suosittuja	populær	suosittu	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
populær	suositut	populær	suosittu	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
studerende	opiskelijat	studere	opiskelija	V;PRS;V.PTCP	N;NOM;PL
studerende	opiskelijoille	studere	opiskelija	V;PRS;V.PTCP	N;AT+ALL;PL
studerende	oppilaat	studere	oppilas	V;PRS;V.PTCP	N;NOM;PL
studerende	oppilaita	studere	oppilas	V;PRS;V.PTCP	N;PRT;PL
studerende	opiskelijoita	studere	opiskelija	V;PRS;V.PTCP	N;PRT;PL
studerende	opiskelijan	studere	opiskelija	V;PRS;V.PTCP	N;GEN;SG
studerende	opiskelija	studere	opiskelija	V;PRS;V.PTCP	N;NOM;SG
studerende	ylioppilas	studere	yli#oppilas	V;PRS;V.PTCP	N;NOM;SG
studerende	oppilas	studere	oppilas	V;PRS;V.PTCP	N;NOM;SG
kloster	abbey	kloste	abbey	N;INDF;NEUT;SG	PROPN;NOM;SG
blue	sininen	blue	sininen		ADJ;NOM;SG
blue	siniset	blue	sininen		ADJ;NOM;PL
blue	sinistä	blue	sininen		ADJ;PRT;SG
blue	sini	blue	sini		N;NOM;SG
etablerede	perustettu	etablere	perustaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
asien	aasian	asien	aasia	PROPN	N;GEN;SG
asien	aasia	asien	aasia	PROPN	N;NOM;SG
hollandske	hollannin	hollandsk	hollanti	ADJ;PL	N;GEN;SG
hollandske	hollantilainen	hollandsk	hollantilainen	ADJ;PL	ADJ;NOM;SG
hollandske	alankomaiden	hollandsk	alan#komaa	ADJ;PL	N;GEN;PL
hollandske	hollanti	hollandsk	hollanti	ADJ;PL	N;NOM;SG
kinesisk	kiinalaiset	kinesisk	kiina#lainen	ADJ;INDF;SG	N;NOM;PL
kinesisk	kiinan	kinesisk	kiina	ADJ;INDF;SG	N;GEN;SG
kinesisk	kiina	kinesisk	kiina	ADJ;INDF;SG	N;NOM;SG
kinesisk	kiinalaista	kinesisk	kiinalainen	ADJ;INDF;SG	N;PRT;SG
ens	ekt	ens	ekt	ADJ	N;NOM;SG
ens	esa	ens	esa	ADJ	PROPN;NOM;SG
trådte	syötetty	træde	syöttää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
war	sodan	war	sota		N;GEN;SG
war	sotaa	war	sota		N;PRT;SG
war	sota	war	sota		N;NOM;SG
årligt	vuosittaiset	årligt	vuosittainen	ADV	ADJ;NOM;PL
årligt	vuosittainen	årligt	vuosittainen	ADV	ADJ;NOM;SG
årligt	vuotuinen	årligt	vuotuinen	ADV	ADJ;NOM;SG
årligt	vuosittaiset	årligt	vuosittainen	ADV	ADJ;NOM;PL
årligt	vuosittainen	årligt	vuosittainen	ADV	ADJ;NOM;SG
offentlig	julkiset	offentlig	julkinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
pige	girl	pige	girl	N;INDF;MASC+FEM;SG	
ramt	osuma	ramme	osuma	V;INDF;SG;PST;V.PTCP	N;NOM;SG
ramt	osuu	ramme	osua	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
grundlæggende	perusteet	grundlæggende	peruste	ADJ	N;NOM;PL
grundlæggende	perusteet	grundlæggende	peruste	ADJ	N;NOM;PL
grundlæggende	perustietoja	grundlæggende	perus#tieto	ADJ	N;PRT;PL
grundlæggende	perus	grundlæggende	perus	ADJ	N;NOM;SG
lavere	alemmas	lav	alemmas	ADJ;CMPR	ADV
lavere	alempi	lav	alempi	ADJ;CMPR	ADJ;NOM;SG
linjer	riviä	linje	rivi	N;INDF;MASC+FEM;PL	N;PRT;SG
ønske	halua	ønske	haluta	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
ønske	halut	ønske	halu	N;INDF;NEUT;SG	N;NOM;PL
ønske	toivottaa	ønske	toivottaa	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN;ACT
ønske	kunpa	ønske	kunpa	N;INDF;NEUT;SG	INTJ
ønske	toivoo	ønske	toivoa	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
jackson	jacksonia	jackson	jacksoni		N;PRT;SG
jackson	jackson	jackson	jackso		
oprette	luo	oprette	luo	V;NFIN;ACT	ADV
oprette	luominen	oprette	luominen	V;NFIN;ACT	N;NOM;SG
oprette	luodaan	oprette	luoda	V;NFIN;ACT	V;IND;PRS;FIN;PASS
oprettede	luotu	oprette	luoda	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
oprettede	luodut	oprette	luoda	V;IND;PST;FIN;ACT	V;NOM;PL;V.PTCP;PASS
oprettede	luotiin	oprette	luoda	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
mads	mads	mads	mads		PROPN;NOM;SG
ophold	jää	ophold	jäädä	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
ophold	pysy	ophold	pysyä	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
charlotte	charlotte	charlotte	charlotte	N;INDF;MASC+FEM;SG	
bro	bro	bro	bro	N;INDF;MASC+FEM;SG	INTJ
bro	bridge	bro	bridge	N;INDF;MASC+FEM;SG	
bro	komentosilta	bro	komento	N;INDF;MASC+FEM;SG	N;AT+ABL;PL
kinesiske	kiinalainen	kinesisk	kiina#lainen	ADJ;PL	ADJ;NOM;SG
kinesiske	kiinalaiset	kinesisk	kiina#lainen	ADJ;PL	N;NOM;PL
kinesiske	kiinan	kinesisk	kiina	ADJ;PL	N;GEN;SG
kinesiske	kiina	kinesisk	kiina	ADJ;PL	N;NOM;SG
kinesiske	kiinalaista	kinesisk	kiinalainen	ADJ;PL	N;PRT;SG
champions	mestarit	champions	mestari	N;INDF;MASC+FEM;SG	N;NOM;PL
champions	mestareita	champions	mestari	N;INDF;MASC+FEM;SG	N;PRT;PL
tidlig	aikaisin	tidlig	aikaisin	ADJ;INDF;MASC+FEM;SG	ADV
diverse	sekalaiset	diverse	sekalainen	ADJ	N;NOM;PL
primære	ensisijainen	primær	ensisijainen	ADJ;PL	ADJ;NOM;SG
les	les	les	les	N;INDF;MASC+FEM;SG	INTJ
egypten	egypti	egypt	egypti	PROPN	N;NOM;SG
egypten	egyptin	egypt	egypti	PROPN	N;GEN;SG
egypten	egyptissä	egypt	egypti	PROPN	N;IN+ESS;SG
egypten	egyptiin	egypt	egypti	PROPN	N;IN+ALL;SG
kraftigt	vahvat	kraftigt	vahva	ADV	ADJ;NOM;PL
kraftigt	vahva	kraftigt	vahva	ADV	ADJ;NOM;SG
kraftigt	vahvaa	kraftigt	vahva	ADV	ADJ;PRT;SG
kraftigt	voimakas	kraftigt	voimakas	ADV	ADJ;NOM;SG
kraftigt	voimakasta	kraftigt	voimakas	ADV	ADJ;PRT;SG
kraftigt	voimakkaita	kraftigt	voimakas	ADV	ADJ;PRT;PL
kraftigt	voimakas	kraftigt	voimakas	ADV	ADJ;NOM;SG
mogens	mogens	mogens	mogens	N;GEN;DEF;MASC+FEM;SG	N;NOM;SG
jødiske	juutalaista	jødisk	juutalainen	ADJ;PL	N;PRT;SG
jødiske	juutalaiset	jødisk	juutalainen	ADJ;PL	N;NOM;PL
jødiske	juutalainen	jødisk	juutalainen	ADJ;PL	ADJ;NOM;SG
holm	holm	holm	holm		PROPN;NOM;SG
fjernet	poistetut	fjerne	poistaa	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
vokser	kasva	vokse	kasva	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
vokser	kasvata	vokse	kasvattaa	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
grader	astetta	grad	aste	N;INDF;MASC+FEM;PL	N;PRT;SG
mad	elintarvikkeet	mad	elin#tarvike	N;INDF;MASC+FEM;SG	N;NOM;PL
medier	media	medie	media	N;INDF;NEUT;PL	N;NOM;SG
medier	mediaa	medie	media	N;INDF;NEUT;PL	N;PRT;SG
medier	medialle	medie	media	N;INDF;NEUT;PL	N;AT+ALL;SG
real	real	real	real		
real	todellinen	real	todellinen		ADJ;NOM;SG
real	oikea	real	oikea		ADJ;NOM;SG
real	aito	real	aito		ADJ;NOM;SG
real	todellista	real	todellinen		ADJ;PRT;SG
lav	make	lav	make	V;IMP	
lav	matala	lav	matala	V;IMP	ADJ;NOM;SG
lav	matalalla	lav	matala	V;IMP	ADJ;AT+ESS
;SG
lav	vähä	lav	vähän	V;IMP	ADV
lav	alhainen	lav	alhainen	V;IMP	ADJ;NOM;SG
kysten	shore	kyste	shore	N;DEF;MASC+FEM;SG	
flytte	muutto	flytte	muutto	V;NFIN;ACT	N;NOM;SG
flytte	liikkeellä	flytte	liike	V;NFIN;ACT	N;AT+ESS
;SG
deltager	osallistujaa	deltage	osallistuja	V;IND;PRS;FIN;ACT	N;PRT;SG
deltager	osallistujan	deltage	osallistuja	V;IND;PRS;FIN;ACT	N;GEN;SG
deltager	osallistuja	deltage	osallistuja	V;IND;PRS;FIN;ACT	N;NOM;SG
deltager	osallistujat	deltage	osallistuja	V;IND;PRS;FIN;ACT	N;NOM;PL
deltager	osallistu	deltage	osallistua	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
deltager	kilpailija	deltage	kilpailija	V;IND;PRS;FIN;ACT	N;NOM;SG
frit	ilmaista	frit	ilmaista	ADV	N;PRT;SG
frit	ilmainen	frit	ilmainen	ADV	ADJ;NOM;SG
frit	vapaa	frit	vapaa	ADV	ADJ;NOM;SG
frit	free	frit	free	ADV	N;NOM;SG
frit	ilmaiseksi	frit	ilmainen	ADV	ADJ;TRANS;SG
repræsenteret	edustettuina	repræsentere	edustaa	V;INDF;SG;PST;V.PTCP	V;FRML;PL;V.PTCP;PASS
designet	suunnitellut	designe	suunnitella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
tabt	hukassa	tabe	hukassa	V;INDF;SG;PST;V.PTCP	ADV
faste	paasto	fast	paasto	ADJ;PL	N;NOM;SG
faste	korjattu	fast	korjata	ADJ;PL	V;NOM;SG;V.PTCP;PASS
faste	kiinteän	fast	kiinteä	ADJ;PL	ADJ;GEN;SG
faste	kiinteä	fast	kiinteä	ADJ;PL	ADJ;NOM;SG
sygdom	taudit	sygdom	tauti	N;INDF;MASC+FEM;SG	N;NOM;PL
argentina	argentiina	argentina	argentiina	PROPN	N;IN+ALL;SG
argentina	argentiinan	argentina	argentiina	PROPN	N;GEN;SG
argentina	argentiina	argentina	argentiina	PROPN	N;IN+ALL;SG
argentina	argentiinan	argentina	argentiina	PROPN	N;GEN;SG
procent	prosenttiosuus	procent	prosentti#osuus	N;INDF;MASC+FEM;PL	N;NOM;SG
procent	prosentti	procent	prosentti	N;INDF;MASC+FEM;PL	N;NOM;SG
procent	prosenttia	procent	prosentti	N;INDF;MASC+FEM;PL	N;PRT;SG
læse	luettu	læse	lukea	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
læse	lukema	læse	lukema	V;NFIN;ACT	N;NOM;SG
læse	käsittelyssä	læse	käsittely	V;NFIN;ACT	N;IN+ESS;SG
læse	lukeminen	læse	lukeminen	V;NFIN;ACT	N;NOM;SG
læse	lukemista	læse	lukema	V;NFIN;ACT	N;PRT;SG
menes	uskoivat	mene	uskoa	V;IND;PRS;FIN;PASS	V;IND;PL;3;PST;FIN;ACT
menes	uskoi	mene	uskoa	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN;ACT
lag	kerroksia	lag	kerros	N;INDF;NEUT;SG	N;PRT;PL
lag	lag	lag	lag	N;INDF;NEUT;SG	
fjerne	poistetaan	fjerne	poistaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
klassisk	classic	klassisk	classic	ADJ;INDF;SG	N;NOM;SG
klassisk	klassikko	klassisk	klassikko	ADJ;INDF;SG	N;NOM;SG
gennemført	päätökseen	gennemføre	päätös	V;INDF;SG;PST;V.PTCP	N;IN+ALL;SG
gennemført	täytäntöön	gennemføre	täytäntöön	V;INDF;SG;PST;V.PTCP	ADV
tyrkiet	kalkkuna	tyrki	kalkku	PROPN	N;NOM;SG
tyrkiet	kalkkunaa	tyrki	kalkkuna	PROPN	N;PRT;SG
tyrkiet	turkin	tyrki	turkki	PROPN	N;GEN;SG
tyrkiet	turkki	tyrki	turkki	PROPN	N;NOM;SG
serier	sarja	serie	sarja	N;INDF;MASC+FEM;PL	N;NOM;SG
pave	pope	pave	pope	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
hellige	pyhä	hellig	pyhä	ADJ;PL	N;NOM;SG
hellige	pyhitetty	hellig	pyhittää	ADJ;PL	V;NOM;SG;V.PTCP;PASS
fort	fort	fort	fort	N;INDF;MASC+FEM;SG	
tilsyneladende	ilmeistä	tilsyneladende	ilmeinen	ADV	ADJ;PRT;SG
tilsyneladende	ilmeinen	tilsyneladende	ilmeinen	ADV	ADJ;NOM;SG
windows	windows	windows	windows	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
windows	ikkunat	windows	ikkuna	N;INDF;MASC+FEM;SG	N;NOM;PL
herning	herning	herning	herning		
forholdet	suhteet	forhold	suhde	N;DEF;NEUT;SG	N;NOM;PL
basis	tukikohta	basis	tuki#kohta		N;NOM;SG
basis	pohja	basis	pohja		N;NOM;SG
basis	perusta	basis	perusta		N;NOM;SG
basis	perusta	basis	perusta		N;NOM;SG
ordre	tilata	ordre	tilata	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
ordre	tilaukset	ordre	tilaus	N;INDF;MASC+FEM;SG	N;NOM;PL
ordre	määräykset	ordre	määräys	N;INDF;MASC+FEM;SG	N;NOM;PL
ordre	käskyjä	ordre	käsky	N;INDF;MASC+FEM;SG	N;PRT;PL
ordre	tilauksia	ordre	tilaus	N;INDF;MASC+FEM;SG	N;PRT;PL
transport	vaunut	transport	vaunu	N;INDF;MASC+FEM;SG	N;NOM;PL
transport	kuljetukset	transport	kuljetus	N;INDF;MASC+FEM;SG	N;NOM;PL
transport	kuljetukset	transport	kuljetus	N;INDF;MASC+FEM;SG	N;NOM;PL
sætter	sarjat	sætte	sarja	V;IND;PRS;FIN;ACT	N;NOM;PL
vælge	valitseminen	vælge	valitseminen	V;NFIN;ACT	N;NOM;SG
køre	ajettu	køre	ajaa	V;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
køre	ajaminen	køre	ajaminen	V;NFIN;ACT	N;NOM;SG
køre	ajo	køre	ajo	V;NFIN;ACT	N;NOM;SG
musikken	music	musik	music	N;DEF;MASC+FEM;SG	PROPN;NOM;SG
væsentlig	huomattavat	væsentlig	huomattava	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
væsentlig	huomattavia	væsentlig	huomattava	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
væsentlig	merkittävät	væsentlig	merkittävä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
væsentlig	merkittäviä	væsentlig	merkittävä	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
sir	herra	sige	herra		N;NOM;SG
planlagt	suunnitteilla	planlægge	suunnitteilla	V;INDF;SG;PST;V.PTCP	ADV
planlagt	suunnitellut	planlægge	suunnitella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
ændrede	muutettu	ændre	muuttaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
ændrede	muuttunut	ændre	muuttua	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;ACT
ændrede	muutti	ændre	muuttaa	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
ændrede	vaihdettu	ændre	vaihtaa	V;PL;PST;V.PTCP	V;NOM;SG;V.PTCP;PASS
svar	vastauksia	svar	vastaus	N;INDF;NEUT;SG	N;PRT;PL
svar	vastaukset	svar	vastaus	N;INDF;NEUT;SG	N;NOM;PL
svar	vastauksia	svar	vastaus	N;INDF;NEUT;SG	N;PRT;PL
svar	vastaukset	svar	vastaus	N;INDF;NEUT;SG	N;NOM;PL
svar	vastaa	svar	vastata	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
svar	vastata	svar	vastata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
svar	vastaa	svar	vastata	N;INDF;NEUT;SG	V;IMP;SG;2;FIN;ACT
svar	vastata	svar	vastata	N;INDF;NEUT;SG	V;SG;NFIN;ACT
green	vihreä	gre	vihreä		ADJ;NOM;SG
