और	és	और	és		CONJ
विरोध	ellenzéki	विरोध	ellenzéki	N;NOM;MASC;SG;3	ADJ;NOM;SG
विरोध	konfliktusok	विरोध	konfliktus	N;NOM;MASC;SG;3	N;NOM;PL
विरोध	konfliktusok	विरोध	konfliktus	N;NOM;MASC;SG;3	N;NOM;PL
ज्ञात	ismertek	ज्ञात	ismer		V;INDF;IND;PL;3;PST;FIN;ACT
नेतृत्व	vezetői	नेतृत्व	vezető	N;NOM;MASC;SG;3	N;NOM;PL
अंतर	különbség	अंतर	különbség		N;NOM;SG
अंतर	hézag	अंतर	hézag		N;NOM;SG
अंतर	rés	अंतर	rés		N;NOM;SG
अनुभव	tapasztalatok	अनुभव	tapasztalat	N;NOM;MASC;SG;3	N;NOM;PL
अनुभव	élmények	अनुभव	élmény	N;NOM;MASC;SG;3	N;NOM;PL
अनुभव	tapasztalatok	अनुभव	tapasztalat	N;NOM;MASC;SG;3	N;NOM;PL
अनुभव	tapasztalattal	अनुभव	tapasztalat	N;NOM;MASC;SG;3	N;INS;SG
निर्धारित	eltökélt	निर्धारित	eltökélt	ADJ;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
निर्धारित	határozott	निर्धारित	határoz	ADJ;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
निर्धारित	meghatározott	निर्धारित	meghatározott	ADJ;NOM	V;INDF;IND;SG;3;PST;FIN;ACT
निर्धारित	meghatározva	निर्धारित	meghatározva	ADJ;NOM	ADV;V.CVB
सीमित	korlátozzák	सीमित	korlátoz	ADJ	V;DEF;IND;PL;3;PRS;FIN;ACT
सीमित	limited	सीमित	limited	ADJ	
सीमित	limitált	सीमित	limitál	ADJ	
सीमित	korlátozott	सीमित	korlátozott	ADJ	
सीमित	korlátolt	सीमित	korlátolt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
सीमित	keskeny	सीमित	keskeny	ADJ	
पत्रिका	lapjában	पत्रिका	lap	N;NOM;FEM;SG;3	N;IN+ESS;SG
तेल	olajjal	तेल	olajjal	N;NOM;MASC;SG;3	N;INS;SG
तेल	olajat	तेल	olajat	N;NOM;MASC;SG;3	N;ACC;SG
छोटा	kicsik	छोटा	kicsik	ADJ;NOM;MASC;SG	
छोटा	kicsi	छोटा	kicsi	ADJ;NOM;MASC;SG	
छोटा	kicsi	छोटा	kicsi	ADJ;NOM;MASC;SG	
छोटा	kevés	छोटा	kevés	ADJ;NOM;MASC;SG	
छोटा	rövid	छोटा	rövid	ADJ;NOM;MASC;SG	
छोटा	röviden	छोटा	röviden	ADJ;NOM;MASC;SG	
छोटा	kicsi	छोटा	kicsi	ADJ;NOM;MASC;SG	
छोटा	pici	छोटा	pici	ADJ;NOM;MASC;SG	
छोटा	apró	छोटा	apró	ADJ;NOM;MASC;SG	
संपादन	szerkesztés	संपादन	szerkesztés	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
संपादन	módosítások	संपादन	módosítás	N;NOM;MASC;SG;3	N;NOM;PL
संपादन	módosításai	संपादन	módosítás	N;NOM;MASC;SG;3	N;NOM;PL
संपादन	módosításokkal	संपादन	módosítás	N;NOM;MASC;SG;3	N;INS;PL
संपादन	szerkesztés	संपादन	szerkesztés	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
संपादन	vágó	संपादन	vágó	N;NOM;MASC;SG;3	
औसत	átlagos	औसत	átlagos	N;NOM;MASC;SG;3	ADJ;NOM;SG
औसत	átlagosan	औसत	átlagos	N;NOM;MASC;SG;3	ADJ;FRML;SG
औसत	átlag	औसत	átlag	N;NOM;MASC;SG;3	
औसत	középszerű	औसत	középszerű	N;NOM;MASC;SG;3	ADJ;NOM;SG
औसत	aljas	औसत	aljas	N;NOM;MASC;SG;3	
अफ्रीका	afrikai	अफ्रीका	afrikai	PROPN;NOM;MASC;SG;3	
अफ्रीका	afrika	अफ्रीका	afrika	PROPN;NOM;MASC;SG;3	
विश्वास	faith	विश्वास	faith	N;NOM;MASC;SG;3	
विश्वास	hittel	विश्वास	hit	N;NOM;MASC;SG;3	N;INS;SG
विश्वास	hitet	विश्वास	hít	N;NOM;MASC;SG;3	N;ACC;SG
विश्वास	hiszem	विश्वास	hisz	N;NOM;MASC;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
विश्वास	higgy	विश्वास	higgy	N;NOM;MASC;SG;3	V;INDF;IND;SG;1;PRS;FIN;ACT
रक्षा	megvédeni	रक्षा	megvéd	N;NOM;FEM;SG;3	V;NFIN;ACT
रक्षा	védelmi	रक्षा	védelmi	N;NOM;FEM;SG;3	
रक्षा	védelmi	रक्षा	védelmi	N;NOM;FEM;SG;3	
जर्मन	németül	जर्मन	németül	PROPN;NOM;MASC;SG;3	
जर्मन	német	जर्मन	német	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
विपरीत	fordítva	विपरीत	fordítva		ADV;V.CVB
विपरीत	fordított	विपरीत	fordított		V;INDF;IND;SG;3;PST;FIN;ACT
खुद	magam	खुद	maga	PRO;NOM	
निर्माता	gyártói	निर्माता	gyártói	N;NOM;MASC;SG;3	N;NOM;PL
निर्माता	gyártók	निर्माता	gyártó	N;NOM;MASC;SG;3	N;NOM;PL
निर्माता	producerek	निर्माता	producer	N;NOM;MASC;SG;3	N;NOM;PL
निर्माता	termelők	निर्माता	termelő	N;NOM;MASC;SG;3	N;NOM;PL
निर्माता	gyártó	निर्माता	gyártó	N;NOM;MASC;SG;3	ADJ;NOM;SG
निर्माता	gyártó	निर्माता	gyártó	N;NOM;MASC;SG;3	ADJ;NOM;SG
निर्माता	termelő	निर्माता	termelő	N;NOM;MASC;SG;3	
निर्माता	termelői	निर्माता	termelő	N;NOM;MASC;SG;3	N;NOM;PL
निर्माता	alkotó	निर्माता	alkotó	N;NOM;MASC;SG;3	
निर्माता	teremtő	निर्माता	teremtő	N;NOM;MASC;SG;3	
विद्युत	elektromos	विद्युत	elektromos	N;NOM;FEM;SG;3	
विद्युत	elektromos	विद्युत	elektromos	N;NOM;FEM;SG;3	
वायु	air	वायु	air	N;NOM;FEM;SG;3	
निर्भर	eltartott	निर्भर	eltartott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
निर्भर	függő	निर्भर	függő	ADJ	
आसपास	közelben	आसपास	közel	ADV;NOM;MASC;SG;3	N;IN+ESS;SG
आसपास	közeli	आसपास	közeli	ADV;NOM;MASC;SG;3	
लिखे	írj	लिख	írj	V;PFV;MASC;PL;V.PTCP;ACT	
लिखे	írjon	लिख	ír	V;PFV;MASC;PL;V.PTCP;ACT	V;INDF;IMP;SG;3;PRS;FIN;ACT
रूस	oroszország	रूस	oroszország	PROPN;NOM;MASC;SG;3	N;NOM;SG
विजय	győzelem	विजय	győzelem	PROPN;NOM;MASC;SG;3	N;NOM;SG
बस	busszal	बस	busszú	N;NOM;FEM;SG;3	N;ON+ESS;SG
बस	egyszerűen	बस	egyszerű	N;NOM;FEM;SG;3	ADJ;FRML;SG
बस	csak	बस	csak	N;NOM;FEM;SG;3	ADV
गुरु	guru	गुरु	guru	N;NOM;MASC;SG;3	
महिलाओं	hölgyek	महिला	hölyy	N;ACC;FEM;PL;3	N;NOM;PL
महिलाओं	hölgyeim	महिला	hölgyeim	N;ACC;FEM;PL;3	N;NOM;PL
महिलाओं	nőstények	महिला	nőstény	N;ACC;FEM;PL;3	N;NOM;PL
महिलाओं	nők	महिला	nő	N;ACC;FEM;PL;3	N;NOM;PL
महिलाओं	asszonyok	महिला	asszony	N;ACC;FEM;PL;3	N;NOM;PL
महिलाओं	női	महिला	női	N;ACC;FEM;PL;3	
महिलाओं	nő	महिला	nő	N;ACC;FEM;PL;3	N;NOM;SG
फ्रांस	franciaország	फ्रांस	franciaország	PROPN;NOM;MASC;SG;3	N;NOM;SG
फ्रांस	france	फ्रांस	france	PROPN;NOM;MASC;SG;3	
धारा	jelenlegi	धारा	jelenlegi	N;NOM;FEM;SG;3	
धारा	aktuális	धारा	aktuális	N;NOM;FEM;SG;3	ADJ;NOM;SG
प्रेम	prem	प्रेम	prem	N;NOM;MASC;SG;3	
प्रेम	szeretettel	प्रेम	szeretet	N;NOM;MASC;SG;3	N;INS;SG
प्रेम	love	प्रेम	love	N;NOM;MASC;SG;3	
इंजन	hajtóművek	इंजन	hajtómű	N;NOM;MASC;SG;3	N;NOM;PL
इंजन	motorok	इंजन	motor	N;NOM;MASC;SG;3	N;NOM;PL
अंतरराष्ट्रीय	international	अंतरराष्ट्रीय	international	PROPN;NOM;SG;3	
अंतरराष्ट्रीय	nemzetközi	अंतरराष्ट्रीय	nemzetközi	PROPN;NOM;SG;3	ADJ;NOM;SG
कृष्णा	krishna	कृष्णा	krishna	PROPN;NOM;FEM;SG;3	
सफलता	sikeres	सफलता	sikeres	N;NOM;FEM;SG;3	
विधान	jogalkotási	विधान	jogalkotási	N;NOM;MASC;SG;3	ADJ;NOM;SG
विधान	jogszabályok	विधान	jogszabály	N;NOM;MASC;SG;3	N;NOM;PL
विधान	jogszabály	विधान	jogszabály	N;NOM;MASC;SG;3	
कृष्ण	krishna	कृष्ण	krishna	PROPN;NOM;MASC;SG;3	
डॉलर	dollárban	डॉलर	dollár	N;NOM;MASC;SG;3	N;IN+ESS;SG
बच्चे	gyermek	बच्चा	gyermek	N;NOM;MASC;PL;3	N;NOM;SG
बच्चे	gyermeke	बच्चा	gyermeke	N;NOM;MASC;PL;3	N;NOM;SG
बच्चे	gyermekem	बच्चा	gyermekem	N;NOM;MASC;PL;3	N;NOM;SG
बच्चे	gyerek	बच्चा	gyerek	N;NOM;MASC;PL;3	N;NOM;SG
मन्दिर	temple	मन्दिर	temple	N;NOM;MASC;SG;3	
पर्याप्त	elég	पर्याप्त	elég	CONJ	
मसीह	krisztus	मसीह	krisztus	PROPN;NOM;MASC;SG;3	
पूजा	puja	पूजा	puja	N;NOM;FEM;SG;3	
भारी	heavy	भारी	heavy	ADJ;NOM	
भारी	súlyos	भारी	súlyos	ADJ;NOM	
भारी	nehéz	भारी	nehéz	ADJ;NOM	
मान्यता	érvényességi	मान्यता	érvényességi	N;NOM;FEM;SG;3	ADJ;NOM;SG
इंडिया	india	इंडिया	india	PROPN;NOM;FEM;SG;3	
कप	kupa	कप	kupa	PROPN;NOM;MASC;SG;3	N;NOM;SG
कप	csésze	कप	csésze	PROPN;NOM;MASC;SG;3	N;NOM;SG
कप	cup	कप	cup	PROPN;NOM;MASC;SG;3	
कप	pohár	कप	pohár	PROPN;NOM;MASC;SG;3	N;NOM;SG
कप	bögre	कप	bögre	PROPN;NOM;MASC;SG;3	N;NOM;SG
कपूर	kapoor	कपूर	kapoor	PROPN;NOM;SG;3	
अत्यंत	rendkívül	अत्यन्त	rendkívül	CONJ	
उचित	vásár	उचित	vásár	ADJ;NOM	N;NOM;SG
उचित	korrekt	उचित	korrekt	ADJ;NOM	
उचित	fair	उचित	fair	ADJ;NOM	
उचित	igazságos	उचित	igazságos	ADJ;NOM	
उचित	megfelelő	उचित	megfelelő	ADJ;NOM	
उचित	méltányos	उचित	méltányos	ADJ;NOM	N;NOM;SG
उचित	ésszerű	उचित	ésszerű	ADJ;NOM	
उचित	megfelelő	उचित	megfelelő	ADJ;NOM	
सड़क	uton	सड़क	ut	N;NOM;FEM;SG;3	
रात	éj	रात	éj	N;NOM;FEM;SG;3	
रात	este	रात	este	N;NOM;FEM;SG;3	ADV
रात	éjjel	रात	éjjel	N;NOM;FEM;SG;3	
विदेशी	tengerentúli	विदेशी	tengerentúli	N;NOM;MASC;SG;3	ADJ;NOM;SG
विदेशी	külföldi	विदेशी	külföldi	N;NOM;MASC;SG;3	ADJ;NOM;SG
विदेशी	kül	विदेशी	kül	N;NOM;MASC;SG;3	
विदेशी	külföldiek	विदेशी	külföldi	N;NOM;MASC;SG;3	N;NOM;PL
सूत्र	képlet	सूत्र	képlet	N;NOM;MASC;PL;3	N;NOM;SG
सूत्र	formula	सूत्र	formula	N;NOM;MASC;PL;3	
जीव	teremtmények	जीव	teremtmény	N;NOM;MASC;SG;3	N;NOM;PL
जीव	lények	जीव	lény	N;NOM;MASC;SG;3	N;NOM;PL
डिग्री	fokban	डिग्री	fok	N;NOM;FEM;SG;3	N;IN+ESS;SG
झील	tavi	झील	tavi	N;NOM;FEM;SG;3	
झील	tavon	झील	tavon	N;NOM;FEM;SG;3	N;ON+ESS;SG
मामलों	ügyek	मामला	ügy	N;ACC;MASC;PL;3	N;NOM;PL
मामलों	esetekben	मामला	eset	N;ACC;MASC;PL;3	N;IN+ESS;PL
मामलों	esetek	मामला	eset	N;ACC;MASC;PL;3	N;NOM;PL
यद्यपि	habár	यद्यपि	habár		CONJ
यद्यपि	bár	यद्यपि	bár		CONJ
स्वामी	tulaj	स्वामी	tulaj	PROPN;NOM;MASC;SG;3	N;NOM;SG
स्वामी	tulajdonos	स्वामी	tulajdonos	PROPN;NOM;MASC;SG;3	N;NOM;SG
स्वामी	tulajdonosa	स्वामी	tulajdonos	PROPN;NOM;MASC;SG;3	N;NOM;SG
स्वामी	swami	स्वामी	swami	PROPN;NOM;MASC;SG;3	
स्वामी	tulajdonosok	स्वामी	tulajdonos	PROPN;NOM;MASC;SG;3	N;NOM;PL
स्वामी	tulajdonosai	स्वामी	tulajdonos	PROPN;NOM;MASC;SG;3	N;NOM;PL
सिर्फ	csak	सिर्फ	csak	PART	ADV
सिर्फ	kizárólag	सिर्फ	kizárólag	PART	
सिर्फ	csak	सिर्फ	csak	PART	ADV
कश्मीर	kashmir	कश्मीर	kashmir	PROPN;NOM;MASC;SG;3	
कश्मीर	kasmír	कश्मीर	kasmír	PROPN;NOM;MASC;SG;3	
पिछले	előző	पिछला	előző	ADJ;ACC;MASC;PL	
पिछले	korábbi	पिछला	korábbi	ADJ;ACC;MASC;PL	ADJ;NOM;CMPR;SG
प्रचार	promóciós	प्रचार	promóciós	N;NOM;MASC;SG;3	ADJ;NOM;SG
प्रचार	propaganda	प्रचार	propaganda	N;NOM;MASC;SG;3	
प्रशिक्षण	képzési	प्रशिक्षण	képzési	N;NOM;MASC;SG;3	ADJ;NOM;SG
फ़रवरी	februárban	फ़रवरी	február	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
फ़रवरी	februári	फ़रवरी	februári	PROPN;NOM;FEM;SG;3	ADJ;NOM;SG
फ़रवरी	február	फ़रवरी	február	PROPN;NOM;FEM;SG;3	N;NOM;SG
रेडियो	rádiós	रेडियो	rádiós	N;NOM;MASC;SG;3	
रेडियो	radio	रेडियो	radio	N;NOM;MASC;SG;3	
डिजाइन	terveket	डिजाइन	terv	N;NOM;MASC;SG;3	N;ACC;PL
डिजाइन	tervek	डिजाइन	terv	N;NOM;MASC;SG;3	N;NOM;PL
डिजाइन	tervezési	डिजाइन	tervezési	N;NOM;MASC;SG;3	ADJ;NOM;SG
डिजाइन	design	डिजाइन	design	N;NOM;MASC;SG;3	
कंप्यूटर	komputer	कंप्यूटर	komputer	N;NOM;MASC;SG;3	
कंप्यूटर	computer	कंप्यूटर	computer	N;NOM;MASC;SG;3	
कंप्यूटर	számítógépek	कंप्यूटर	számítógép	N;NOM;MASC;SG;3	N;NOM;PL
मंत्री	miniszterek	मंत्री	miniszter	N;NOM;MASC;SG;3	N;NOM;PL
सम्बन्ध	kapcsolatok	संबन्ध	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
आबादी	lakott	आबादी	lakott	N;NOM;FEM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
तत्व	elemei	तत्व	elem	N;NOM;MASC;SG;3	N;NOM;PL
तत्व	elemek	तत्व	elem	N;NOM;MASC;SG;3	N;NOM;PL
तत्व	elemet	तत्व	elem	N;NOM;MASC;SG;3	N;ACC;SG
आगरा	agra	आगरा	agra	PROPN;NOM;MASC;SG;3	N;NOM;SG
जिन	jin	जो	jin	DET;ACC;PL;3	
जिन	gin	जो	gin	DET;ACC;PL;3	
जिन	gint	जो	gint	DET;ACC;PL;3	
आपको	te	आप	te	PRO;SG;2;FORM	V;DEF;IND;SG;1;PRS;FIN;ACT
वी	wii	वी	wii		N;NOM;SG
राय	vélemény	राय	vélemény	PROPN;NOM;SG;3	
राय	véleményt	राय	vélemény	PROPN;NOM;SG;3	N;ACC;SG
राय	vélemények	राय	vélemény	PROPN;NOM;SG;3	N;NOM;PL
राय	vélemény	राय	vélemény	PROPN;NOM;SG;3	
राय	vélemények	राय	vélemény	PROPN;NOM;SG;3	N;NOM;PL
राय	roy	राय	roy	PROPN;NOM;SG;3	PROPN;NOM;SG
कनाडा	kanada	कनाडा	kanada	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
कनाडा	kanadai	कनाडा	kanadai	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
व्यक्तियों	személyek	व्यक्ति	személy	N;ACC;MASC;PL;3	N;NOM;PL
विश्लेषण	elemzések	विश्लेषण	elemzés	N;NOM;MASC;SG;3	N;NOM;PL
विश्लेषण	elemzők	विश्लेषण	elemző	N;NOM;MASC;SG;3	N;NOM;PL
लक्ष्य	célkitűzések	लक्ष्य	célkitűzés	N;NOM;MASC;SG;3	N;NOM;PL
लक्ष्य	célpontok	लक्ष्य	célpont	N;NOM;MASC;SG;3	N;NOM;PL
लक्ष्य	célok	लक्ष्य	cél	N;NOM;MASC;SG;3	N;NOM;PL
लक्ष्य	célkitűzések	लक्ष्य	célkitűzés	N;NOM;MASC;SG;3	N;NOM;PL
लक्ष्य	célokat	लक्ष्य	cél	N;NOM;MASC;SG;3	N;ACC;PL
लक्ष्य	célok	लक्ष्य	cél	N;NOM;MASC;SG;3	N;NOM;PL
न्यायालय	court	न्यायालय	cour	N;NOM;MASC;SG;3	
तमिल	tamil	तमिल	tamil	PROPN;NOM;MASC;SG;3	
अधिकतर	leginkább	अधिकतर	inkább	N;NOM;MASC;SG;3	ADV
अधिकतर	főleg	अधिकतर	főleg	N;NOM;MASC;SG;3	
अधिकतर	főként	अधिकतर	főként	N;NOM;MASC;SG;3	
अधिकतर	többnyire	अधिकतर	többnyir	N;NOM;MASC;SG;3	
मीडिया	media	मीडिया	media	N;NOM;MASC;SG;3	
जूलियन	julian	जूलियन	julian	ADJ	
पार्क	parkok	पार्क	park	N;NOM;MASC;SG;3	N;NOM;PL
पार्क	parks	पार्क	parks	N;NOM;MASC;SG;3	
अधिकारी	hivatalos	अधिकारी	hivatalos	N;NOM;MASC;PL;3	ADJ;NOM;SG
अधिकारी	tisztviselő	अधिकारी	tisztviselő	N;NOM;MASC;PL;3	N;NOM;SG
मिट्टी	clay	मिट्टी	clay	N;NOM;FEM;SG;3	
तंत्र	system	तंत्र	system	N;NOM;MASC;SG;3	
सितम्बर	szeptemberben	सितंबर	szeptember	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
सितम्बर	szeptember	सितंबर	szeptember	PROPN;NOM;MASC;SG;3	N;NOM;SG
सितम्बर	szeptemberi	सितंबर	szeptemberi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
सितम्बर	sep	सितंबर	sep	PROPN;NOM;MASC;SG;3	
सप्ताह	héten	सप्ताह	hét	N;NOM;MASC;SG;3	N;ON+ESS;SG
सप्ताह	hetekig	सप्ताह	het	N;NOM;MASC;SG;3	N;PL
निकट	küszöbön	निकट	küszöb	ADV;NOM;MASC;SG;3	
निकट	közelgő	निकट	közelgő	ADV;NOM;MASC;SG;3	ADJ;NOM;SG
निकट	közel	निकट	közel	ADV;NOM;MASC;SG;3	
भवन	épületek	भवन	épület	N;NOM;MASC;SG;3	N;NOM;PL
ग्राम	gram	ग्राम	gram	N;NOM;MASC;SG;3	
शायद	valószínű	शायद	valószínű	ADV	
शायद	valószínűleg	शायद	valószínűleg	ADV	
देख	lásd	देख	lásd	V;ACT	
लिंक	link	लिंक	link	N;NOM;MASC;SG;3	
लिंक	linket	लिंक	link	N;NOM;MASC;SG;3	
लिंक	hivatkozást	लिंक	hivatkozás	N;NOM;MASC;SG;3	N;ACC;SG
लिंक	linkek	लिंक	link	N;NOM;MASC;SG;3	N;NOM;PL
लिंक	hivatkozások	लिंक	hivatkozás	N;NOM;MASC;SG;3	N;NOM;PL
लिंक	kapcsolatok	लिंक	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
पाँच	öt	पाँच	öt	NUM	
पाँच	öten	पाँच	öten	NUM	PRO;NOM;PL;3
लक्षण	tünetei	लक्षण	tünet	N;NOM;MASC;SG;3	N;NOM;PL
लक्षण	tünetek	लक्षण	tűnet	N;NOM;MASC;SG;3	N;NOM;PL
लक्षण	tünetek	लक्षण	tűnet	N;NOM;MASC;SG;3	N;NOM;PL
लक्षण	jelek	लक्षण	jelek	N;NOM;MASC;SG;3	N;NOM;PL
लक्षण	jelzések	लक्षण	jelzés	N;NOM;MASC;SG;3	N;NOM;PL
लक्षण	táblák	लक्षण	táblák	N;NOM;MASC;SG;3	N;NOM;PL
संपर्क	kontakt	संपर्क	kontakt	N;NOM;MASC;SG;3	
संपर्क	kapcsolatba	संपर्क	kapcsolat	N;NOM;MASC;SG;3	N;IN+ALL;SG
संपर्क	kapcsolatok	संपर्क	kapcsolat	N;NOM;MASC;SG;3	N;NOM;PL
गंगा	ganga	गंगा	ganga	PROPN;NOM;FEM;SG;3	
गंगा	gangesz	गंगा	gangesz	PROPN;NOM;FEM;SG;3	N;NOM;SG
महीने	hónapokig	महीना	hónap	N;NOM;MASC;SG;3	N;PL
महीने	hónapok	महीना	hónap	N;NOM;MASC;SG;3	N;NOM;PL
शर्मा	sharma	शर्मा	sharma	PROPN;NOM;SG;3	
सुरक्षित	védett	सुरक्षित	védett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
सुरक्षित	biztonságban	सुरक्षित	biztonság	ADJ	N;IN+ESS;SG
सुरक्षित	széf	सुरक्षित	széf	ADJ	N;NOM;SG
सुरक्षित	biztonság	सुरक्षित	biztonság	ADJ	N;NOM;SG
सुरक्षित	fenntartva	सुरक्षित	fenntartva	ADJ	N;NOM;SG
सुरक्षित	foglalt	सुरक्षित	foglal	ADJ	
सुरक्षित	fenntartott	सुरक्षित	fenntartott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
लगातार	folyamatos	लगातार	folyamatos	ADV	
लगातार	folytonos	लगातार	folytonos	ADV	
लगातार	folyamatosan	लगातार	folyamatos	ADV	ADJ;FRML;SG
पद्म	padma	पद्म	padma	PROPN;NOM;MASC;SG;3	N;NOM;SG
अत्यधिक	nehezebb	अत्यधिक	nehéz		ADJ;NOM;CMPR;SG
अत्यधिक	súlyosabb	अत्यधिक	súlyos		ADJ;NOM;CMPR;SG
बेहतर	jobban	बेहतर	jól	ADJ	ADV
लिपि	abc	लिपि	abc	N;NOM;FEM;SG;3	
लिपि	forgatókönyv	लिपि	forgatókönyv	N;NOM;FEM;SG;3	N;NOM;PL
