oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
järjestetty	aranjată	järjestää	aranja	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
järjestetty	aranjate	järjestää	aranja	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
järjestetty	aranjat	järjestää	aranja	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
järjestetty	organizat	järjestää	organiza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
järjestetty	organizată	järjestää	organizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
järjestetty	organizate	järjestää	organizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
järjestetty	organizat	järjestää	organiza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
järjestetty	organizată	järjestää	organizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
järjestetty	organizate	järjestää	organizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
joukkueet	echipele	joukkue	echipă	N;NOM;PL	N;DEF;FEM;PL
pakeni	evadat	paeta	evada	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
järjestelmän	scheme	järjestelmä	schemă	N;GEN;SG	N;INDF;FEM;PL
järjestelmän	schemă	järjestelmä	schemă	N;GEN;SG	N;INDF;FEM;SG
järjestelmän	schema	järjestelmä	schemă	N;GEN;SG	N;DEF;FEM;SG
järjestelmän	sistemul	järjestelmä	sistem	N;GEN;SG	N;DEF;MASC;SG
vanhempi	elder	vanha	elder	ADJ;NOM;CMPR;SG	N;INDF;MASC;SG
vanhempi	senior	vanha	senior	ADJ;NOM;CMPR;SG	N;INDF;MASC;SG
vanhempi	seniori	vanha	senior	ADJ;NOM;CMPR;SG	N;INDF;MASC;PL
vanhempi	seniorul	vanha	senior	ADJ;NOM;CMPR;SG	N;DEF;MASC;SG
vanhempi	părinte	vanha	părinte	ADJ;NOM;CMPR;SG	
vanhempi	parinte	vanha	parinte	ADJ;NOM;CMPR;SG	
carlos	carlos	carlos	carlos	PROPN;NOM;SG	PROPN
päätettiin	decisă	päättää	decide	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
päätettiin	decis	päättää	decide	V;IND;PST;FIN;PASS	N;INDF;MASC;SG
päätettiin	hotărât	päättää	hotărî	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
asiat	lucrurile	asia	lucru	N;NOM;PL	N;DEF;FEM;PL
lewis	lewis	lewis	lewis	PROPN;NOM;SG	PROPN
johanna	johanna	johanna	johanna	PROPN;NOM;SG	N;DEF;FEM;SG
johanna	joan	johanna	joan	PROPN;NOM;SG	PROPN
johanna	ioana	johanna	ioană	PROPN;NOM;SG	N;DEF;FEM;SG
liiga	ligii	liiga	ligă	N;NOM;SG	N;DEF;FEM;SG
liiga	liga	liiga	ligă	N;NOM;SG	N;DEF;FEM;SG
liiga	ligă	liiga	ligă	N;NOM;SG	N;INDF;FEM;SG
hallinto	gestionare	hallinto	gestionare	N;NOM;SG	N;INDF;FEM;SG
hallinto	conducerea	hallinto	conducere	N;NOM;SG	N;DEF;FEM;SG
hallinto	managementul	hallinto	management	N;NOM;SG	N;DEF;MASC;SG
hallinto	gestionarea	hallinto	gestionare	N;NOM;SG	N;DEF;FEM;SG
hallinto	administrația	hallinto	administrație	N;NOM;SG	N;DEF;FEM;SG
hallinto	administrarea	hallinto	administrare	N;NOM;SG	N;DEF;FEM;SG
hallinto	administrare	hallinto	administrare	N;NOM;SG	N;INDF;FEM;SG
hallinto	administrație	hallinto	administrație	N;NOM;SG	N;INDF;FEM;SG
hallinto	guvernarea	hallinto	guvernare	N;NOM;SG	N;DEF;FEM;SG
hallinto	guvernanță	hallinto	guvernanță	N;NOM;SG	N;INDF;FEM;SG
hallinto	guvernare	hallinto	guvernare	N;NOM;SG	N;INDF;FEM;SG
valtatie	autostrada	valta#tie	autostradă	N;NOM;SG	N;DEF;FEM;SG
valtatie	autostradă	valta#tie	autostradă	N;NOM;SG	N;INDF;FEM;SG
valtatie	highway	valta#tie	highway	N;NOM;SG	PROPN
yhteistyössä	cooperare	yhteis#työ	cooperare	N;IN+ESS;SG	N;INDF;FEM;SG
yhteistyössä	cooperarea	yhteis#työ	cooperare	N;IN+ESS;SG	N;DEF;FEM;SG
remix	remix	remix	remix	N;NOM;SG	
miljardia	miliarde	miljardi	miliard	N;PRT;SG	NUM;INDF;FEM;PL
kuolema	moartea	kuolema	moarte	N;NOM;SG	N;DEF;FEM;SG
kuolema	moarte	kuolema	moarte	N;NOM;SG	N;INDF;FEM;SG
vanhoja	bătrân	vanha	bătrân	ADJ;PRT;PL	ADJ;INDF;MASC;SG
vanhoja	vechi	vanha	vechi	ADJ;PRT;PL	ADJ;INDF;MASC;SG
vanhoja	old	vanha	old	ADJ;PRT;PL	N;INDF;MASC;SG
vanhoja	veche	vanha	vechi	ADJ;PRT;PL	ADJ;INDF;FEM;SG
irlannin	irlandezi	irlanti	irlandez	N;GEN;SG	ADJ;INDF;MASC;PL
irlannin	irlandez	irlanti	irlandez	N;GEN;SG	ADJ;INDF;MASC;SG
irlannin	irlandeză	irlanti	irlandez	N;GEN;SG	ADJ;INDF;FEM;SG
irlannin	irlanda	irlanti	irlanda	N;GEN;SG	PROPN
irlannin	irlandei	irlanti	irlandă	N;GEN;SG	PROPN;DEF;FEM;SG
ennätys	înregistrare	ennätys	înregistrare	N;NOM;SG	N;INDF;FEM;SG
ennätys	înregistrează	ennätys	înregistra	N;NOM;SG	V;IND;3;PRS;FIN
hallinnollinen	administrativă	hallinnollinen	administrativ	ADJ;NOM;SG	ADJ;INDF;FEM;SG
hallinnollinen	administrative	hallinnollinen	administrativ	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tilaa	subscribe	tila	subscrib	N;PRT;SG	
tilaa	comanda	tila	comandă	N;PRT;SG	N;DEF;FEM;SG
tilaa	ordinea	tila	ordine	N;PRT;SG	N;DEF;FEM;SG
tilaa	comandă	tila	comandă	N;PRT;SG	N;INDF;FEM;SG
tilaa	ordine	tila	ordine	N;PRT;SG	N;INDF;FEM;SG
tilaa	spaţiul	tila	spagiu	N;PRT;SG	N;DEF;MASC;SG
tilaa	spațiul	tila	spațiu	N;PRT;SG	N;DEF;MASC;SG
maat	ţările	maa	gară	N;NOM;PL	N;DEF;FEM;PL
maat	țările	maa	țară	N;NOM;PL	N;DEF;FEM;PL
ali	ali	ali	al	N;NOM;SG	PROPN
tutkija	cercetătorul	tutkija	cercetător	N;NOM;SG	N;DEF;MASC;SG
pyysi	întrebat	pyytää	întreba	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
pyysi	intrebat	pyytää	intreba	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
pyysi	întrebată	pyytää	întreba	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
sininen	albastră	sininen	albastru	ADJ;NOM;SG	ADJ;INDF;FEM;SG
voittoa	profitul	voitto	profit	N;PRT;SG	N;DEF;MASC;SG
voittoa	victorie	voitto	victorie	N;PRT;SG	N;INDF;FEM;SG
tehtaan	fabrică	tehdas	fabrică	N;GEN;SG	N;INDF;FEM;SG
tehtaan	fabrica	tehdas	fabrică	N;GEN;SG	N;DEF;FEM;SG
leveä	larg	leveä	larg	ADJ;NOM;SG	ADV
leveä	largă	leveä	larg	ADJ;NOM;SG	ADJ;INDF;FEM;SG
sam	sam	sam	sam	PROPN;NOM;SG	
antonio	antonio	antonio	antonio	N;NOM;SG	PROPN
valmis	gata	valmis	gata	ADJ;NOM;SG	ADV
georg	georg	georg	georg	PROPN;NOM;SG	PROPN
norja	norvegiană	norja	norvegian	PROPN;NOM;SG	ADJ;INDF;FEM;SG
norja	norvegiene	norja	norvegian	PROPN;NOM;SG	ADJ;INDF;FEM;PL
norja	norvegian	norja	norvegian	PROPN;NOM;SG	ADJ;INDF;MASC;SG
norja	norvegia	norja	norvegie	PROPN;NOM;SG	N;DEF;FEM;SG
muutos	modificarea	muutos	modificare	N;NOM;SG	N;DEF;FEM;SG
muutos	modificare	muutos	modificare	N;NOM;SG	N;INDF;FEM;SG
muutos	amendamentul	muutos	amendament	N;NOM;SG	N;DEF;MASC;SG
muutos	schimba	muutos	schimba	N;NOM;SG	V;IND;SG;3;IPFV;FIN
muutos	schimbare	muutos	schimbare	N;NOM;SG	N;INDF;FEM;SG
muutos	schimbă	muutos	schimba	N;NOM;SG	V;IND;SG;3;PST;FIN
muutos	schimbarea	muutos	schimbare	N;NOM;SG	N;DEF;FEM;SG
ulkopuolelle	afara	ulko#puoli	afara	N;AT+ALL;SG	ADV
ulkopuolelle	afară	ulko#puoli	afară	N;AT+ALL;SG	ADV
ulkopuolelle	exclus	ulko#puoli	exclude	N;AT+ALL;SG	ADJ;INDF;MASC;SG
ulkopuolelle	excluse	ulko#puoli	exclude	N;AT+ALL;SG	V;IND;PL;3;PST;FIN
ulkopuolelle	exclusă	ulko#puoli	exclus	N;AT+ALL;SG	ADJ;INDF;FEM;SG
annetaan	dați	antaa	da	V;IND;PRS;FIN;PASS	V;IND;PL;2;IPFV;FIN
tekstin	textul	teksti	text	N;GEN;SG	N;DEF;MASC;SG
julisti	declarată	julistaa	declarat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
julisti	declarate	julistaa	declara	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
julisti	declarat	julistaa	declara	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
vaasa	vaasa	vaasa	vaasă	N;NOM;SG	PROPN
kenttä	câmpul	kenttä	câmp	N;NOM;SG	N;DEF;MASC;SG
dan	dan	dan	dan	PROPN;NOM;SG	PROPN
emil	emil	emil	emil	N;NOM;SG	PROPN
määräsi	comandat	määrätä	comanda	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
määräsi	ordonat	määrätä	ordonat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
järjestelmä	scheme	järjestelmä	schemă	N;NOM;SG	N;INDF;FEM;PL
järjestelmä	schemă	järjestelmä	schemă	N;NOM;SG	N;INDF;FEM;SG
järjestelmä	schema	järjestelmä	schemă	N;NOM;SG	N;DEF;FEM;SG
järjestelmä	sistemul	järjestelmä	sistem	N;NOM;SG	N;DEF;MASC;SG
taylor	taylor	taylor	tay	PROPN;NOM;SG	PROPN
talous	economie	talous	economie	N;NOM;SG	N;INDF;FEM;SG
talous	economia	talous	economie	N;NOM;SG	N;DEF;FEM;SG
talous	economie	talous	economie	N;NOM;SG	N;INDF;FEM;SG
vastaavasti	similar	vastaavasti	similar	ADV	ADJ;INDF;MASC;SG
patrick	patrick	patrick	patrick	N;NOM;SG	PROPN
oikeudet	privilegiile	oikeus	privilegiu	N;NOM;PL	N;DEF;FEM;PL
oikeudet	permisiunile	oikeus	permisiune	N;NOM;PL	N;DEF;FEM;PL
oikeudet	drepturile	oikeus	drept	N;NOM;PL	N;DEF;FEM;PL
albumit	albumele	albumi	album	N;NOM;PL	N;DEF;FEM;PL
who	cine	who	cine	N;NOM;SG	PRO;3
who	care	who	care	N;NOM;SG	PRO;3
kertoja	naratorul	kerta	narator	N;PRT;PL	N;DEF;MASC;SG
tärkeimmät	principala	tärkeä	principal	ADJ;NOM;RL;PL	ADJ;DEF;FEM;SG
tärkeimmät	main	tärkeä	main	ADJ;NOM;RL;PL	N
tärkeimmät	principale	tärkeä	principal	ADJ;NOM;RL;PL	ADJ;INDF;FEM;PL
tärkeimmät	principală	tärkeä	principal	ADJ;NOM;RL;PL	ADJ;INDF;FEM;SG
tärkeimmät	principal	tärkeä	principal	ADJ;NOM;RL;PL	N;INDF;MASC;SG
aleksandr	aleksandr	aleksandr	aleksandr	N;NOM;SG	PROPN
ari	ari	ari	avea	PROPN;NOM;SG	
keskustelun	conversatie	keskustelu	conversatie	N;GEN;SG	N;INDF;FEM;SG
keskustelun	conversație	keskustelu	conversație	N;GEN;SG	N;INDF;FEM;SG
keskustelun	discuții	keskustelu	discuție	N;GEN;SG	N;INDF;FEM;PL
keskustelun	discutie	keskustelu	discutie	N;GEN;SG	N;INDF;FEM;SG
keskustelun	discuţie	keskustelu	discuţie	N;GEN;SG	N;INDF;FEM;SG
keskustelun	discutii	keskustelu	discut	N;GEN;SG	N;INDF;FEM;PL
keskustelun	discuție	keskustelu	discuție	N;GEN;SG	N;INDF;FEM;SG
kutsui	invitată	kutsua	invita	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
kutsui	invitat	kutsua	invita	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
lämpötila	temperatura	lämmö#tila	temperatură	N;NOM;SG	N;DEF;FEM;SG
lämpötila	temperatură	lämmö#tila	temperatură	N;NOM;SG	N;INDF;FEM;SG
koulutus	antrenamente	koulutus	antrenament	N;NOM;SG	N;INDF;FEM;PL
koulutus	pregătire	koulutus	pregătire	N;NOM;SG	N;INDF;FEM;SG
koulutus	formare	koulutus	formare	N;NOM;SG	N;INDF;FEM;SG
koulutus	educație	koulutus	educație	N;NOM;SG	N;INDF;FEM;SG
koulutus	educația	koulutus	educație	N;NOM;SG	N;DEF;FEM;SG
koulutus	educatie	koulutus	educatie	N;NOM;SG	N;INDF;FEM;SG
voimakas	puternica	voimakas	puternic	ADJ;NOM;SG	ADJ;DEF;FEM;SG
voimakas	strong	voimakas	strong	ADJ;NOM;SG	
voimakas	puternică	voimakas	puternic	ADJ;NOM;SG	ADJ;INDF;FEM;SG
voimakas	puternica	voimakas	puternic	ADJ;NOM;SG	ADJ;DEF;FEM;SG
voimakas	intensa	voimakas	intensa	ADJ;NOM;SG	ADJ;DEF;FEM;SG
voimakas	intens	voimakas	intens	ADJ;NOM;SG	ADV
voimakas	intense	voimakas	intens	ADJ;NOM;SG	ADJ;INDF;FEM;PL
voimakas	intensă	voimakas	intens	ADJ;NOM;SG	ADJ;INDF;FEM;SG
alku	începe	alku	începe	N;NOM;SG	V;IND;SG;3;PRS;FIN
alku	pornire	alku	pornire	N;NOM;SG	N;INDF;FEM;SG
arkkipiispa	arhiepiscopul	arkki#piispa	arhiepiscop	N;NOM;SG	N;DEF;MASC;SG
kasvanut	cultivate	kasvaa	cultivat	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
kasvanut	crescut	kasvaa	crescut	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
kasvanut	crescută	kasvaa	crescut	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
kasvanut	ridicată	kasvaa	ridicat	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
kasvanut	crescut	kasvaa	crescut	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
työskentelee	lucrări	työskennellä	lucrare	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
työskentelee	lucrari	työskennellä	lucrar	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
kuopio	kuopio	kuopio	kuopio	N;NOM;SG	PROPN
tuottanut	produs	tuottaa	produs	V;NOM;SG;V.PTCP;ACT	N;INDF;MASC;SG
kansallinen	națională	kansallinen	național	ADJ;NOM;SG	ADJ;INDF;FEM;SG
kansallinen	nationala	kansallinen	national	ADJ;NOM;SG	N;DEF;FEM;SG
kukin	fiecare	kukin	fiecare	PRO;NOM;SG	PRO;SG;3
vesa	vesa	vesa	vesa	PROPN;NOM;SG	N;DEF;FEM;SG
lähelle	lângă	lähelle	lângă	ADV	ADP;ACC
esiteltiin	prezentat	esitellä	prezenta	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
esiteltiin	prezentată	esitellä	prezentat	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
esiteltiin	prezentate	esitellä	prezentat	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
lasketaan	calcula	laskea	calcula	V;IND;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
lasketaan	calculată	laskea	calculat	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;SG
lasketaan	calculat	laskea	calcula	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
lasketaan	calculate	laskea	calcula	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
keskeinen	cheie	keskeinen	cheie	ADJ;NOM;SG	N;INDF;FEM;SG
keskeinen	tasta	keskeinen	tasta	ADJ;NOM;SG	N;DEF;FEM;SG
keskeinen	cheia	keskeinen	cheie	ADJ;NOM;SG	N;DEF;FEM;SG
ohjelmaa	programul	ohjelma	program	N;PRT;SG	N;DEF;MASC;SG
ajatus	gândit	ajatus	gândi	N;NOM;SG	ADJ;INDF;MASC;SG
ajatus	crezut	ajatus	crede	N;NOM;SG	ADJ;INDF;MASC;SG
ajatus	idee	ajatus	idee	N;NOM;SG	N;INDF;FEM;SG
ajatus	ideea	ajatus	idee	N;NOM;SG	N;DEF;FEM;SG
ajatus	idea	ajatus	idee	N;NOM;SG	N;DEF;FEM;SG
valta	putere	valta	putere	N;NOM;SG	N;INDF;FEM;SG
valta	puterea	valta	putere	N;NOM;SG	N;DEF;FEM;SG
julkaisut	postările	julkaisu	postare	N;NOM;PL	N;DEF;FEM;PL
down	jos	down	jos		ADV
hyväksyi	adoptat	hyväksyä	adopta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
hyväksyi	adoptată	hyväksyä	adopta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
heart	inima	heart	inimă		N;DEF;FEM;SG
heart	inimă	heart	inimă		N;INDF;FEM;SG
heart	heart	heart	heart		
hyökkäsi	invadată	hyökätä	invadată	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
hyökkäsi	invadat	hyökätä	invada	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
hyökkäsi	atacată	hyökätä	ataca	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
hyökkäsi	atacat	hyökätä	ataca	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
georgian	georgia	georgia	georgie	N;GEN;SG	PROPN
naaras	femeie	naaras	femeie	N;NOM;SG	N;INDF;FEM;SG
naaras	feminin	naaras	feminin	N;NOM;SG	ADJ;INDF;MASC;SG
naaras	femelă	naaras	femelă	N;NOM;SG	N;INDF;FEM;SG
naaras	femela	naaras	femelă	N;NOM;SG	N;DEF;FEM;SG
alex	alex	alex	alex	N;NOM;SG	PROPN
kiina	china	kiina	chină	N;NOM;SG	PROPN
kiina	chineza	kiina	chineza	N;NOM;SG	N;DEF;FEM;SG
kiina	chineză	kiina	chinez	N;NOM;SG	ADJ;INDF;FEM;SG
kiina	chinezesc	kiina	chinezesc	N;NOM;SG	ADJ;INDF;MASC;SG
kiina	chinez	kiina	chinez	N;NOM;SG	ADJ;INDF;MASC;SG
kiina	chinezi	kiina	chinez	N;NOM;SG	ADJ;INDF;MASC;PL
selvisi	supraviețuit	selvitä	supraviețui	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
selvisi	supravietuit	selvitä	supravietui	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
alkanut	început	alkaa	început	V;NOM;SG;V.PTCP;ACT	N;INDF;MASC;SG
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	PROPN
erilaiset	diferit	erilainen	diferit	ADJ;NOM;PL	ADJ;INDF;MASC;SG
erilaiset	diferită	erilainen	diferit	ADJ;NOM;PL	ADJ;INDF;FEM;SG
erilaiset	diferita	erilainen	diferita	ADJ;NOM;PL	ADJ;DEF;FEM;SG
espanjassa	spania	espanja	spanie	N;IN+ESS;SG	PROPN
venäläiset	rusă	venäläinen	rus	N;NOM;PL	ADJ;INDF;FEM;SG
venäläiset	rusesc	venäläinen	rusesc	N;NOM;PL	ADV
venäläiset	rusa	venäläinen	rusa	N;NOM;PL	N;DEF;FEM;SG
venäläiset	rus	venäläinen	rus	N;NOM;PL	ADJ;INDF;MASC;SG
venäläiset	rusii	venäläinen	rus	N;NOM;PL	N;DEF;MASC;PL
termi	termenul	termi	termen	N;NOM;SG	N;DEF;MASC;SG
termi	mențiune	termi	mențiune	N;NOM;SG	N;INDF;FEM;SG
helena	helena	helena	helenă	N;NOM;SG	N;DEF;FEM;SG
helena	helen	helena	helen	N;NOM;SG	PROPN
väärin	incorecte	väärin	incorect	ADV	ADJ;INDF;FEM;PL
väärin	incorectă	väärin	incorect	ADV	ADJ;INDF;FEM;SG
väärin	gresit	väärin	gresit	ADV	ADJ;INDF;MASC;SG
väärin	greșit	väärin	greși	ADV	ADJ;INDF;MASC;SG
herätti	trezit	herättää	trezi	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
esillä	recomandate	esillä	recomandat	ADV	ADJ;INDF;FEM;PL
uss	uss	uss	uss	N;NOM;SG	PROPN
käsite	conceptul	käsite	concept	N;NOM;SG	N;DEF;MASC;SG
poistettu	șters	poistaa	șters	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
poistettu	sters	poistaa	sters	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
poistettu	îndepărtat	poistaa	îndepărtat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
poistettu	eliminat	poistaa	elimina	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
poistettu	scos	poistaa	scoate	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
voimassa	valabil	voimassa	valabil	ADV	ADJ;INDF;MASC;SG
voimassa	valabile	voimassa	valabil	ADV	ADJ;INDF;FEM;PL
voimassa	valid	voimassa	valid	ADV	ADJ;INDF;MASC;SG
voimassa	valabilă	voimassa	valabil	ADV	ADJ;INDF;FEM;SG
voimassa	validă	voimassa	valid	ADV	ADJ;INDF;FEM;SG
suomalaista	finlandez	suomalainen	finlandez	N;PRT;SG	ADJ;INDF;MASC;SG
suomalaista	finlandeză	suomalainen	finlandez	N;PRT;SG	ADJ;INDF;FEM;SG
maantiede	geografie	maan#tiede	geografie	N;NOM;SG	N;INDF;FEM;SG
maantiede	geografia	maan#tiede	geografie	N;NOM;SG	N;DEF;FEM;SG
band	trupă	band	trupă	N;NOM;SG	N;INDF;FEM;SG
band	trupa	band	trupă	N;NOM;SG	N;DEF;FEM;SG
band	formație	band	formație	N;NOM;SG	N;INDF;FEM;SG
band	formatie	band	formatie	N;NOM;SG	N;INDF;FEM;SG
gabriel	gabriel	gabriel	gabriel	N;NOM;SG	PROPN
ohi	peste	ohi	peste	ADV	ADP;ACC
ohi	over	ohi	over	ADV	N;INDF;MASC;SG
ohi	trecutul	ohi	trecut	ADV	N;DEF;MASC;SG
ohi	trecut	ohi	trecut	ADV	ADJ;INDF;MASC;SG
ohi	trece	ohi	trece	ADV	V;IND;SG;3;PRS;FIN
ohi	pass	ohi	pass	ADV	N;INDF;MASC;SG
ohi	pasa	ohi	pasă	ADV	N;DEF;FEM;SG
ohi	pasă	ohi	pasa	ADV	V;IND;SG;3;PST;FIN
hyökkäys	invazia	hyökkäys	invazie	N;NOM;SG	N;DEF;FEM;SG
hyökkäys	invazie	hyökkäys	invazie	N;NOM;SG	N;INDF;FEM;SG
perustuva	bazat	perustua	baza	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
huomaa	notificare	huomata	notificare	V;IMP;SG;2;FIN;ACT	N;INDF;FEM;SG
päätoimittaja	editorul	pää#toimittaja	editor	N;NOM;SG	N;DEF;MASC;SG
sisäisen	internă	sisäinen	intern	ADJ;GEN;SG	ADJ;INDF;FEM;SG
sisäisen	interne	sisäinen	intern	ADJ;GEN;SG	ADJ;INDF;FEM;PL
manchester	manchester	manchester	manchester		PROPN
voima	putere	voima	putere	N;NOM;SG	N;INDF;FEM;SG
voima	puterea	voima	putere	N;NOM;SG	N;DEF;FEM;SG
voima	forta	voima	forta	N;NOM;SG	N;DEF;FEM;SG
voima	forța	voima	forță	N;NOM;SG	N;DEF;FEM;SG
voima	forță	voima	forță	N;NOM;SG	N;INDF;FEM;SG
voima	forta	voima	forta	N;NOM;SG	N;DEF;FEM;SG
voima	putere	voima	putere	N;NOM;SG	N;INDF;FEM;SG
voima	puterea	voima	putere	N;NOM;SG	N;DEF;FEM;SG
juoksi	ran	juosta	ran	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
projekti	proiectului	projekti	proiect	N;NOM;SG	N;DEF;MASC;SG
projekti	proiectul	projekti	proiect	N;NOM;SG	N;DEF;MASC;SG
kirjaa	cartii	kirja	carte	N;PRT;SG	N;DEF;FEM;SG
kirjaa	cartea	kirja	carte	N;PRT;SG	N;DEF;FEM;SG
kirjaa	carte	kirja	carte	N;PRT;SG	N;INDF;FEM;SG
road	drumul	road	drum	N;NOM;SG	N;DEF;MASC;SG
andy	andy	andy	andy	N;NOM;SG	PROPN
tuntematon	necunoscute	tuntematon	necunoscut	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tuntematon	necunoscută	tuntematon	necunoscut	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tapaus	case	tapaus	casă	N;NOM;SG	N;INDF;FEM;PL
tapaus	cazul	tapaus	caz	N;NOM;SG	N;DEF;MASC;SG
dark	dark	dark	dark		N;INDF;MASC;SG
dark	întuneric	dark	întuneric		ADV
dark	intuneric	dark	intuneric		N;INDF;MASC;SG
dark	întunecat	dark	întuneca		ADJ;INDF;MASC;SG
espoo	espoo	espoa	espoo	N;NOM;SG	PROPN
nimitti	numiți	nimittää	numi	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;2;IPFV;FIN
suorittaa	efectuarea	suorittaa	efectuare	V;SG;NFIN;ACT	N;DEF;FEM;SG
ominaisuudet	caracteristicile	ominaisuus	caracteristică	N;NOM;PL	N;DEF;FEM;PL
ääntä	sunetul	ääni	sunet	N;PRT;SG	N;DEF;MASC;SG
ääntä	voce	ääni	voce	N;PRT;SG	N;INDF;FEM;SG
ääntä	vocea	ääni	voce	N;PRT;SG	N;DEF;FEM;SG
huono	rău	huono	rău	ADJ;NOM;SG	ADV
huono	bad	huono	bad	ADJ;NOM;SG	N;INDF;MASC;SG
huono	rau	huono	rau	ADJ;NOM;SG	
huono	rea	huono	rău	ADJ;NOM;SG	ADJ;INDF;FEM;SG
school	scoala	school	scoală	N;NOM;SG	N;DEF;FEM;SG
school	școala	school	școală	N;NOM;SG	N;DEF;FEM;SG
school	şcoala	school	pcoală	N;NOM;SG	N;DEF;FEM;SG
school	școală	school	școală	N;NOM;SG	N;INDF;FEM;SG
school	şcoală	school	şcoală	N;NOM;SG	N;INDF;FEM;SG
vaikuttanut	influentat	vaikuttaa	influenta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
vaikuttanut	influențat	vaikuttaa	influența	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
vaikuttanut	afectate	vaikuttaa	afectat	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
vaikuttanut	afectat	vaikuttaa	afecta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
vaikuttanut	afectata	vaikuttaa	afectată	V;NOM;SG;V.PTCP;ACT	N;DEF;FEM;SG
vaikuttanut	afectată	vaikuttaa	afecta	V;NOM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
kuvat	imaginile	kuva	imagine	N;NOM;PL	N;DEF;FEM;PL
kuvat	fotografiile	kuva	fotografie	N;NOM;PL	N;DEF;FEM;PL
