усвояване	الاستيعاب	усвояване	اِستِيعَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
близнаци	الجوزاء	близнак	جَوزَاء	N;INDF;MASC;PL	N;NOM;DEF;SG
близнаци	التوائم	близнак	تَوأَم	N;INDF;MASC;PL	N;NOM;DEF;PL
близнаци	توام	близнак	تَوَام	N;INDF;MASC;PL	
совалка	مكوك	совалка	مُكُوك	N;INDF;FEM;SG	
совалка	المكوك	совалка	مُكُوك	N;INDF;FEM;SG	N;NOM;DEF;SG
замъци	القلاع	замъкя	قَلَاع	N;INDF;MASC;PL	N;NOM;DEF;PL
тигър	تايجر	тигър	تايجر	N;INDF;MASC;SG	
тигър	النمر	тигър	نَمَر	N;INDF;MASC;SG	N;NOM;DEF;SG
тигър	نمر	тигър	نمر	N;INDF;MASC;SG	
видя	شاهد	видя-(се)	شَاهَد	V;PFV;IND;SG;3;PST;FIN;ACT	
видя	ترى	видя-(се)	رَأَى	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
имигранти	المهاجرين	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;DEF;PL
имигранти	المهاجرون	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;DEF;PL
имигранти	المهاجرين	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;DEF;PL
имигранти	المهاجرون	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;DEF;PL
имигранти	مهاجر	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;INDF;SG
имигранти	المهاجر	имигрант	مُهَاجِر	N;INDF;MASC;PL	N;NOM;DEF;SG
вкъщи	المنزل	вкъщи	مَنزِل	ADV	N;NOM;DEF;SG
вкъщи	الوطن	вкъщи	وَطَن	ADV	N;NOM;DEF;SG
вкъщи	منزل	вкъщи	مَنزِل	ADV	N;NOM;INDF;SG
вкъщи	البيت	вкъщи	بَيت	ADV	N;NOM;DEF;SG
нарушаване	التشويه	нарушаване	التشويه	N;INDF;NEUT;SG	N;NOM;DEF;SG
обсерватория	المرصد	обсерватор	مَرصَد	N;INDF;FEM;SG	N;NOM;DEF;SG
грама	غرام	грама	غَرَّام	N;DEF;MASC;SG	
виолета	فيوليت	виолет	فيوليت	N;INDF;FEM;SG	
механик	ميكانيكي	механик	مِيكَانِيكِي	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
механик	الميكانيكي	механик	مِيكَانِيكِي	N;INDF;MASC;SG	N;NOM;DEF;SG
младост	الشباب	младост	شَبّ	N;INDF;FEM;SG	N;NOM;DEF;PL
поддръжници	انصار	поддръжник	أَنصَار	N;INDF;MASC;PL	
изолация	العزل	изолация	عَزل	N;INDF;FEM;SG	N;NOM;DEF;SG
изолация	العزل	изолация	عَزل	N;INDF;FEM;SG	N;NOM;DEF;SG
изолация	العزلة	изолация	عُزلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
гробища	مقبرة	гробище	مُقبِر	N;INDF;NEUT;PL	N;NOM;INDF;SG
гробища	المقابر	гробище	مَقبَر	N;INDF;NEUT;PL	N;NOM;DEF;PL
гробища	المقبرة	гробище	مُقبِر	N;INDF;NEUT;PL	N;NOM;DEF;SG
унищожи	دمر	унищожа	دَمَّر	V;PFV;IMP;SG;2;FIN	V;PFV;MASC;SG;3;ACT
унищожи	تدمير	унищожа	تَدمِير	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
унищожи	تدمر	унищожа	دَمَّر	V;PFV;IMP;SG;2;FIN	
успее	انجح	успея	انجح	V;PFV;IND;SG;3;PST;FIN;ACT	
съвместни	مشتركة	съвместен	مُشتَرَك	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
момичетата	بنات	момиче	بِنَة	N;DEF;NEUT;PL	N;NOM;INDF;PL
момичетата	فتيات	момиче	فَتَاة	N;DEF;NEUT;PL	N;NOM;INDF;PL
момичетата	لبنات	момиче	لِبنَات	N;DEF;NEUT;PL	N;NOM;INDF;PL
заплашва	تهديد	заплашвам	تَهدِيد	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
придвижване	الحركة	придвижване	حَرَكَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
далас	دالاس	далас	دَالَاس	N;INDF;FEM;SG	
съставна	مركبة	съставен	مَركَبَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
съставна	مركب	съставен	مركب	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
съставна	الاجمالي	съставен	إِجمَالِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
мода	كوتور	мода	كُوتُور	N;INDF;FEM;SG	
мода	ازياء	мода	زِيّ	N;INDF;FEM;SG	
мода	الازياء	мода	زِيّ	N;INDF;FEM;SG	N;NOM;DEF;SG
мода	الموضة	мода	مُوضَة	N;INDF;FEM;SG	N;NOM;DEF;SG
пие	الشرب	пия	شُرب	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
пие	شرب	пия	شُرب	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
пие	تشرب	пия	تَشَرُّب	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;2;FIN;ACT
пие	مشروبات	пия	مَشرُوب	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
пие	المشروبات	пия	مَشرُوب	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
верде	فيردي	верде	فيردي	PROPN;INDF;MASC;SG	
смях	يضحك	смях	أَضحَك	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
смях	الضحك	смях	ضَحِك	N;INDF;MASC;SG	N;NOM;DEF;SG
смях	ضحك	смях	ضَحِك	N;INDF;MASC;SG	
смях	يضحك	смях	أَضحَك	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
смях	الضحك	смях	ضَحِك	N;INDF;MASC;SG	N;NOM;DEF;SG
смях	تضحك	смях	تَضَحَّك	N;INDF;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
смях	ضحك	смях	ضَحِك	N;INDF;MASC;SG	
смях	اضحك	смях	أَضحَض	N;INDF;MASC;SG	V;PFV;MASC;IMP;SG;ACT
компилация	التجميع	компилация	تَجمِيع	N;INDF;FEM;SG	N;NOM;DEF;SG
оттегляне	الانسحاب	оттегляне	اِنسِحَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
клане	المذبحة	клане	مَذبَحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
клане	المذبحة	клане	مَذبَحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
клане	المذبحة	клане	مَذبَحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
симпсън	سيمبسون	симпсън	سيمبسون	N;INDF;MASC;SG	
симпсън	سمبسون	симпсън	سمبسون	N;INDF;MASC;SG	
образователна	التعليمية	образователен	تَعلِيمِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
детектив	المحقق	детектив	مُحَقَّق	N;INDF;MASC;SG	N;NOM;DEF;SG
детектив	محقق	детектив	محقق	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
детектив	المخبر	детектив	مُخَبَّر	N;INDF;MASC;SG	N;NOM;DEF;SG
детектив	محققة	детектив	محققة	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
албанско	الباني	албански	بَانِي	ADV	
албанско	الالبانية	албански	إِلبَانِيّ	ADV	
албанско	البانيا	албански	أَلبَانِيَا	ADV	
албанско	الالباني	албански	إِلبَانِيّ	ADV	
албанско	البان	албански	بَان	ADV	
приключенията	مغامرات	приключение	مغامرات	N;DEF;NEUT;PL	N;NOM;INDF;PL
редове	الصفوف	ред	صَفّ	N;INDF;MASC;PL	N;NOM;DEF;PL
редове	السطور	ред	سُطُور	N;INDF;MASC;PL	N;NOM;DEF;PL
редове	الخطوط	ред	خَطّ	N;INDF;MASC;PL	N;NOM;DEF;PL
предимства	الفوائد	предимство	فَائِدَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
предимства	الاستحقاقات	предимство	اِستِحقَاق	N;INDF;NEUT;PL	N;NOM;DEF;PL
предимства	المنافع	предимство	مَنفَعَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
предимства	المزايا	предимство	مَزِيَّة	N;INDF;NEUT;PL	N;NOM;DEF;PL
римляни	الرومان	римляна	رُومَان	N;INDF;MASC;PL	N;NOM;DEF;SG
еоод	ltd	еоод	شَقّ	N;INDF;MASC;SG	
формати	الاشكال	формат	شَكل	N;INDF;FEM;PL	N;NOM;DEF;PL
отворено	مفتوح	отворя	مَفتُوح	ADV	ADJ;NOM;INDF;MASC;SG
отворено	مفتوحة	отворя	مَفتُوح	ADV	ADJ;ACC;INDF;FEM;SG
отворено	افتح	отворя	فَتَح	ADV	
отворено	فتح	отворя	فتح	ADV	
квалификации	التصنيفات	квалификация	تَصنِيفَة	N;INDF;FEM;PL	N;NOM;DEF;PL
квалификации	التقييمات	квалификация	تَقيِيم	N;INDF;FEM;PL	N;NOM;DEF;PL
квалификации	التصنيف	квалификация	تَصنِيف	N;INDF;FEM;PL	N;NOM;DEF;SG
квалификации	المؤهلات	квалификация	مُؤَهِّل	N;INDF;FEM;PL	N;NOM;DEF;PL
квалификации	مؤهلات	квалификация	مؤهلات	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;PL
квалификации	المؤهلات	квалификация	مُؤَهِّل	N;INDF;FEM;PL	N;NOM;DEF;PL
квалификации	مؤهل	квалификация	مُؤَهَّل	N;INDF;FEM;PL	N;NOM;INDF;SG
квалификации	المؤهل	квалификация	مُؤَهَّل	N;INDF;FEM;PL	N;NOM;DEF;SG
квалификации	التاهيل	квалификация	تَاهِيل	N;INDF;FEM;PL	N;NOM;DEF;SG
печалба	ارباح	печалба	رِبح	N;INDF;FEM;SG	N;NOM;INDF;PL
печалба	الربح	печалба	رِبح	N;INDF;FEM;SG	N;NOM;DEF;SG
печалба	الارباح	печалба	إِربَاح	N;INDF;FEM;SG	N;NOM;DEF;PL
печалба	ارباح	печалба	رِبح	N;INDF;FEM;SG	N;NOM;INDF;PL
печалба	الارباح	печалба	إِربَاح	N;INDF;FEM;SG	N;NOM;DEF;PL
одобрение	الموافقة	одобрение	مُوَافَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
демокрацията	ديمقراطية	демокрация	دِيمُقرَاطِيّ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
фиат	فيات	фиат	فِيَّة	N;INDF;MASC;SG	
блейк	بليك	блейк	بليك	N;INDF;MASC;SG	
блейк	بلايك	блейк	بِلَايك	N;INDF;MASC;SG	
еврейско	اليهودية	еврейски	يَهُودِيّ	ADV	ADJ;NOM;DEF;FEM;SG
еврейско	يهودية	еврейски	يَهُودِيّ	ADV	ADJ;NOM;INDF;FEM;SG
еврейско	يهودي	еврейски	يَهُودِيّ	ADV	ADJ;NOM;INDF;MASC;SG
антична	عتيق	античен	عتيق	ADJ;INDF;FEM;SG	
антична	العتيقة	античен	عِتِّيقَة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
антична	تحفة	античен	حَفَص	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
русо	روسو	русо	رُوسُو	N;INDF;NEUT;SG	
памук	قطن	памук	قُطن	N;INDF;MASC;SG	
памук	القطن	памук	قُطن	N;INDF;MASC;SG	N;NOM;DEF;SG
четвъртък	الخميس	четвъртък	خَمِيس	N;INDF;MASC;SG	N;ACC;DEF;SG
четвъртък	خميس	четвъртък	خميس	N;INDF;MASC;SG	
романтични	رومانسية	романтичен	رُومَانسِيَّة	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
романтични	رومنسي	романтичен	رُومنسِي	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
романтични	رومانسي	романтичен	رُومَانسِيّ	ADJ;INDF;PL	
батальона	كتيبة	батальон	كَتِيبَة	N;DEF;MASC;SG	N;NOM;INDF;SG
алгоритъм	خوارزمية	алгоритъм	خُورزَمِيّ	N;INDF;MASC;SG	
партньорство	الشراكة	партньорство	شِرَاكَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
партньорство	الشراكات	партньорство	شِرَاكَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
партньорство	شراكات	партньорство	شِرَاكَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
стрийт	ستريت	стрийт	سترِيت	N;INDF;MASC;SG	
стрийт	الشارع	стрийт	شَارِع	N;INDF;MASC;SG	N;NOM;DEF;SG
пето	الخامس	пети	خَامِس	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
пето	الخامسة	пети	خَامِس	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
пето	خامسا	пети	خَامِس	ADJ;INDF;NEUT;SG	
геология	الجيولوجيا	геология	الجيولوجيا	N;INDF;FEM;SG	
наема	ايجار	наем	إِيجَار	N;DEF;MASC;SG	N;NOM;INDF;SG
конфедерация	الاتحاد	конфедерация	اِتِّحَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
юнг	جونغ	юнг	جُونغ	PROPN;INDF;FEM;SG	
юнг	جونج	юнг	جونج	PROPN;INDF;FEM;SG	
юнг	جيونغ	юнг	جِيُونغ	PROPN;INDF;FEM;SG	
инвазия	الغزو	инвазия	غَزو	N;INDF;FEM;SG	N;NOM;DEF;SG
местообитания	الموائل	местообитания	مَائِل	N;INDF;NEUT;PL	N;NOM;DEF;PL
местообитания	الموائل	местообитания	مَائِل	N;INDF;NEUT;PL	N;NOM;DEF;PL
строител	البناء	строител	بِنَاء	N;INDF;MASC;SG	N;NOM;DEF;SG
глина	طين	глина	طين	N;INDF;FEM;SG	
глина	كلاي	глина	كَلَاي	N;INDF;FEM;SG	
чисти	نظيف	чистя	نظيف	ADJ;INDF;PL	
чисти	النظيفة	чистя	نَظِيف	ADJ;INDF;PL	N;NOM;DEF;SG
чисти	نظيفة	чистя	نَظِيف	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
климатични	المناخية	климатичен	مُنَاخِيّ	ADJ;INDF;PL	ADJ;NOM;DEF;FEM;SG
облаци	سحاب	облак	سَحَّاب	N;INDF;MASC;PL	N;NOM;INDF;SG
облаци	السحب	облак	سَحب	N;INDF;MASC;PL	N;NOM;DEF;SG
облаци	غيوم	облак	غِيَوم	N;INDF;MASC;PL	
облаци	الغيوم	облак	غُيُوم	N;INDF;MASC;PL	N;NOM;DEF;PL
облаци	سحب	облак	سَحب	N;INDF;MASC;PL	N;NOM;INDF;SG
облаци	السحاب	облак	سَحَّاب	N;INDF;MASC;PL	N;NOM;DEF;SG
облаци	سحاب	облак	سَحَّاب	N;INDF;MASC;PL	N;NOM;INDF;SG
облаци	غيمة	облак	غِيمَة	N;INDF;MASC;PL	N;NOM;INDF;SG
облаци	سحابة	облак	سِحَابَة	N;INDF;MASC;PL	N;NOM;INDF;SG
олтар	المذبح	олтар	مَذبَح	N;INDF;MASC;SG	N;NOM;DEF;SG
олтар	الضريح	олтар	ضَرِيح	N;INDF;MASC;SG	N;NOM;DEF;SG
биг	الكبير	биг	كَبِير	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
биг	كبيرة	биг	كَبِير	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
биг	كبيره	биг	كبيره	N;INDF;MASC;SG	
биг	كبير	биг	كَبِير	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
бригадата	لواء	бригада	لِوَاء	N;DEF;FEM;SG	N;NOM;INDF;SG
седма	سبع	седми	سَبعَة	ADJ;INDF;FEM;SG	NUM;NOM;INDF;FEM
седма	se	седми	إِشَّ	ADJ;INDF;FEM;SG	
седма	سبعة	седми	سَبعَة	ADJ;INDF;FEM;SG	NUM;NOM;INDF;MASC
седма	السبعة	седми	سَبعَة	ADJ;INDF;FEM;SG	NUM;NOM;DEF;MASC
седма	السابع	седми	سَابِع	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
седма	السابعة	седми	سَابِع	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
козината	الفرو	козина	فُرُوّ	N;DEF;FEM;SG	N;NOM;DEF;PL
козината	فرو	козина	فرو	N;DEF;FEM;SG	N;NOM;INDF;SG
козината	فراء	козина	فَرِيء	N;DEF;FEM;SG	N;NOM;INDF;SG
вале	فالي	вале	فالي	N;INDF;NEUT;SG	
вале	جاك	вале	جَاك	N;INDF;NEUT;SG	
свещена	المقدس	свещен	مُقَدَّس	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
свещена	المقدسة	свещен	مُقَدَّس	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
арменци	الارمن	арменец	أُرمُنّ	N;INDF;MASC;PL	
арменци	الارمن	арменец	أُرمُنّ	N;INDF;MASC;PL	
предложен	مقترحة	предложа	مُقتَرَح	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
предложен	رحت	предложа	رَحَت	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
предложен	مقترح	предложа	مُقتَرَح	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
предложен	عرضت	предложа	عَرَض	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
предложен	مقترحة	предложа	مُقتَرَح	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
предложен	مقترح	предложа	مُقتَرَح	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
предложен	المقترح	предложа	مُقتَرَح	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
лил	ليل	лил	لَيل	PROPN;INDF;MASC;SG	N;NOM;INDF;SG
торпеда	الطوربيدات	торпед	طُوربِيد	N;INDF;NEUT;PL	N;NOM;DEF;PL
панаир	المهرجان	панаир	مَهرَجَان	N;INDF;MASC;SG	N;NOM;DEF;SG
панаир	الكرنفال	панаир	كُرنفَال	N;INDF;MASC;SG	N;NOM;DEF;SG
панаир	عادل	панаир	عادل	N;INDF;MASC;SG	
панаир	عادلة	панаир	عَادِل	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
панаир	عدل	панаир	عدل	N;INDF;MASC;SG	
панаир	منصف	панаир	مَنصِف	N;INDF;MASC;SG	
мембрана	الغشاء	мембрана	غِشَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
конете	خيول	кон	خَيل	N;DEF;MASC;PL	N;NOM;INDF;PL
конете	خيل	кон	خَيل	N;DEF;MASC;PL	
конете	الخيل	кон	خَيل	N;DEF;MASC;PL	N;NOM;DEF;SG
травма	الاصابة	травма	إِصَابَة	N;INDF;FEM;SG	N;NOM;DEF;SG
травма	الصدمة	травма	صَدمَة	N;INDF;FEM;SG	N;NOM;DEF;SG
последствия	النتائج	последствие	نَتِيجَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
последствия	العواقب	последствие	عَاقِبَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
последствия	التبعات	последствие	تَبَعُّس	N;INDF;NEUT;PL	N;NOM;DEF;PL
намерението	نية	намерение	نِيَّة	N;DEF;NEUT;SG	N;NOM;INDF;SG
сабин	سابين	сабин	سابين	PROPN;INDF;MASC;SG	
университетите	جامعات	университет	جَامِعَة	N;DEF;MASC;PL	N;NOM;INDF;PL
смъртност	الوفيات	смъртност	وَفَاة	N;INDF;FEM;SG	N;NOM;DEF;PL
ленти	الاشرطة	лента	الاشرطة	N;INDF;FEM;PL	N;NOM;DEF;SG
ленти	تجريد	лента	تَجرِيد	N;INDF;FEM;PL	N;NOM;INDF;SG
рамки	الاطارات	рамка	إِطَار	N;INDF;FEM;PL	N;NOM;DEF;PL
рамки	الاطر	рамка	أَطَرّ	N;INDF;FEM;PL	N;NOM;DEF;PL
вратите	ابواب	врата	بَاب	N;DEF;FEM;PL	N;NOM;INDF;PL
кабо	العباءة	кабо	عِبَاءَة	PROPN;SG	N;NOM;DEF;SG
кабо	الراس	кабо	رَأس	PROPN;SG	N;NOM;DEF;SG
кабо	عباءة	кабо	عِبَاءَة	PROPN;SG	N;NOM;INDF;SG
кабо	كابو	кабо	كابو	PROPN;SG	
регулиране	التنظيم	регулиране	تَنظِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
регулиране	التكيف	регулиране	تَكَيُّف	N;INDF;NEUT;SG	N;NOM;DEF;SG
скъпи	الغالي	скъп	الغالي	ADJ;INDF;PL	
скъпи	عزيزي	скъп	عزيزي	ADJ;INDF;PL	
скъпи	عزيز	скъп	عزيز	ADJ;INDF;PL	
скъпи	عزيزتي	скъп	عزيزتي	ADJ;INDF;PL	
потомък	سليل	потомък	سليل	N;INDF;MASC;SG	
кавала	كافالا	кавал	كافالا	N;INDF;FEM;SG	
процесор	معالج	процесор	مَعلَج	N;INDF;MASC;SG	
процесор	المعالج	процесор	مَعلَج	N;INDF;MASC;SG	N;NOM;DEF;SG
трудни	صعب	труден	صَعب	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
трудни	صعبة	труден	صَعب	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
справедливост	العدل	справедливост	عَدل	N;INDF;FEM;SG	N;NOM;DEF;SG
справедливост	العدالة	справедливост	عَدَالَة	N;INDF;FEM;SG	N;NOM;DEF;SG
вар	لايم	вар	لايم	N;INDF;MASC;SG	
