modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
discusiones	gespräche	discusión	gespräch	N;FEM;PL	ADJ
discusiones	diskussionen	discusión	diskussion	N;FEM;PL	V;NFIN
discusiones	diskussionen	discusión	diskussion	N;FEM;PL	V;NFIN
discusiones	vorbringen	discusión	vorbringen	N;FEM;PL	V;NFIN
discusiones	argumenten	discusión	argument	N;FEM;PL	V;NFIN
discusiones	argumente	discusión	argument	N;FEM;PL	
stanley	stanley	stanley	stanley	PROPN	
panorama	panorama	panorama	panorama	N;MASC;SG	
panorama	panoramablick	panorama	panoramablick	N;MASC;SG	ADJ
realistas	realismus	realista	realismus	N;PL	PROPN
realistas	realistischen	realista	realistisch	N;PL	ADJ
realistas	realistisch	realista	realistisch	N;PL	ADJ
realistas	realistische	realista	realistisch	N;PL	ADJ;NOM;FEM;PL
realistas	realistischer	realista	realistisch	N;PL	ADJ
realistas	realist	realista	realist	N;PL	ADJ
rin	rin	rin	rin	N;MASC;SG	
rin	rheins	rin	rheins	N;MASC;SG	PROPN
rin	rhein	rin	rhein	N;MASC;SG	PROPN;NOM;SG
animada	animationen	animado	animation	ADJ;FEM;SG;V.PTCP	N;NOM;FEM;PL
animada	animiert	animado	animieren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
animada	belebten	animado	belebt	ADJ;FEM;SG;V.PTCP	ADJ;PL
animada	lebhafte	animado	lebhaft	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
nativa	einheimische	nativo	einheimisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
nativa	native	nativo	nativ	ADJ;FEM;SG	ADJ;NOM;FEM;PL
intensa	intensive	intenso	intensiv	ADJ;FEM;SG	ADJ;NOM;FEM;PL
duelo	trauern	duelo	trauern	N;MASC;SG	V;NFIN
duelo	trauernde	duelo	trauernd	N;MASC;SG	ADJ;NOM;FEM;SG
duelo	trauert	duelo	trauern	N;MASC;SG	V;IND;SG;3;PRS;FIN
duelo	trauer	duelo	trau	N;MASC;SG	ADJ
duelo	trauern	duelo	trauern	N;MASC;SG	V;NFIN
duelo	trauer	duelo	trau	N;MASC;SG	ADJ
legend	legenden	legend	legend	N	ADJ
legend	legende	legend	legend	N	ADJ;NOM;FEM;PL
legend	legend	legend	legend	N	ADJ
seattle	seattle	seattle	seattle	N;MASC;SG	PROPN;NOM;SG
rectangular	rechteck	rectangular	rechteck	ADJ;SG	
rectangular	rechteckige	rectangular	rechteckig	ADJ;SG	ADJ;NOM;FEM;PL
acústica	akustik	acústicar	akustik	ADJ;FEM;SG	PROPN
acústica	akustische	acústicar	akustisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
acústica	akustik	acústicar	akustik	ADJ;FEM;SG	PROPN
innovación	innovationen	innovación	innovation	N;FEM;SG	V;NFIN
innovación	innovation	innovación	innovation	N;FEM;SG	PROPN
hueso	knochen	hueso	knochen	N;MASC;SG	V;NFIN
hueso	bone	hueso	bin	N;MASC;SG	
administrativas	verwaltungs	administrativo	verwaltungs	ADJ;FEM;PL	PROPN;SG
donald	donald	donald	donald	N;SG	PROPN;NOM;MASC;SG
rincón	eck	rincón	eck	N;MASC;SG	
rincón	corner	rincón	corner	N;MASC;SG	
rincón	ecken	rincón	ecken	N;MASC;SG	
rincón	ecke	rincón	eck	N;MASC;SG	ADV
rincón	rincón	rincón	rincón	N;MASC;SG	PROPN;NOM;SG
jacob	jacob	jacob	jacob	PROPN	PROPN;NOM;SG
jacob	jakob	jacob	jakob	PROPN	PROPN;NOM;MASC;SG
jacob	jacobs	jacob	jacobs	PROPN	PROPN;NOM;MASC;SG
ordenador	informatik	ordenador	informatik	N;MASC;SG	PROPN
ordenador	computer	ordenador	computer	N;MASC;SG	ADJ
ordenador	rechner	ordenador	rechner	N;MASC;SG	
baño	körperpflege	baño	körperpfleg	N;MASC;SG	ADJ;NOM;FEM;PL
baño	wc	baño	wc	N;MASC;SG	
baño	toiletten	baño	toilent	N;MASC;SG	V;NFIN
baño	toilette	baño	toilenn	N;MASC;SG	PROPN;NOM;SG
baño	badezimmer	baño	badezimmer	N;MASC;SG	
baño	bad	baño	bad	N;MASC;SG	
baño	waschraum	baño	waschraum	N;MASC;SG	
baño	badezimmer	baño	badezimmer	N;MASC;SG	
baño	bad	baño	bad	N;MASC;SG	
baño	badewanne	baño	badewanne	N;MASC;SG	
baño	bäder	baño	bad	N;MASC;SG	ADJ
seguros	versicherung	seguro	versicherung	N;MASC;PL	N;NOM;FEM;SG
seguros	versicherungswesen	seguro	versicherungswesen	N;MASC;PL	ADJ
seguros	versicherung	seguro	versicherung	N;MASC;PL	N;NOM;FEM;SG
correr	running	correr	runneing	V;NFIN	
correr	run	correr	run	V;NFIN	PROPN
correr	lauf	correr	lauf	V;NFIN	ADV
correr	joggen	correr	joggen	V;NFIN	
hms	hms	hms	hms	N;MASC;SG	PROPN;NOM;MASC;SG
telecomunicaciones	telecom	telecomunicación	telecom	N;FEM;PL	PROPN;NOM;SG
telecomunicaciones	telekom	telecomunicación	telekom	N;FEM;PL	PROPN;NOM;SG
telecomunicaciones	telekommunikation	telecomunicación	telekommunikation	N;FEM;PL	PROPN
telecomunicaciones	telekommunikation	telecomunicación	telekommunikation	N;FEM;PL	PROPN
telecomunicaciones	fernmeldewesen	telecomunicación	fernmeldewesen	N;FEM;PL	ADJ;NOM
telecomunicaciones	telekommunikation	telecomunicación	telekommunikation	N;FEM;PL	PROPN
telecomunicaciones	fernmeldewesen	telecomunicación	fernmeldewesen	N;FEM;PL	ADJ;NOM
telecomunicaciones	nachrichtentechnik	telecomunicación	nachrichtentechnik	N;FEM;PL	ADJ
arequipa	arequipa	arequipa	arequipa	N;FEM;SG	PROPN;NOM;SG
iris	iris	iris	iris	N;MASC;SG	PROPN;NOM;FEM;SG
eventualmente	letztendlich	eventualmente	letztendlich	ADV	ADJ
maldonado	maldonado	maldonar	maldonado	N;MASC;SG	PROPN;NOM;SG
cantando	gesang	cantar	gesingen	V;V.MSDR	ADJ
examen	rezension	examen	rezension	N;MASC;SG	ADJ
examen	überprüfen	examen	überprüfen	N;MASC;SG	V;NFIN
examen	bewertung	examen	bewertung	N;MASC;SG	ADJ
examen	rückblick	examen	rückblick	N;MASC;SG	PROPN
examen	examen	examen	examen	N;MASC;SG	V;NFIN
examen	aufnahmeprüfung	examen	aufnahmeprüfung	N;MASC;SG	ADJ
depósitos	lager	depósito	lager	N;MASC;PL	ADJ
depósitos	lagern	depósito	lagern	N;MASC;PL	V;NFIN
depósitos	stauseen	depósito	stauseen	N;MASC;PL	V;NFIN
depósitos	behälter	depósito	behälter	N;MASC;PL	ADJ
depósitos	ablagerungen	depósito	ablagerung	N;MASC;PL	V
depósitos	einzahlungen	depósito	einzahlung	N;MASC;PL	V;NFIN
depósitos	einlagen	depósito	einlagen	N;MASC;PL	V;NFIN
depósitos	spareinlagen	depósito	spareinlagen	N;MASC;PL	V;NFIN
depósitos	ablagerung	depósito	ablagerung	N;MASC;PL	ADJ;NOM;SG
depósitos	kaution	depósito	kaution	N;MASC;PL	ADJ
depósitos	einlage	depósito	einlage	N;MASC;PL	N;SG
depósitos	einzahlung	depósito	einzahlung	N;MASC;PL	N;NOM;FEM;SG
ocasionalmente	gelegentliche	ocasionalmente	gelegentlich	ADV	ADJ;NOM;FEM;PL
ocasionalmente	gelegentlichen	ocasionalmente	gelegentlich	ADV	ADJ
ocasionalmente	gelegentlich	ocasionalmente	gelegentlich	ADV	ADJ
ocasionalmente	gelegentlich	ocasionalmente	gelegentlich	ADV	ADJ
invitada	gästezimmer	invitada	gästezimmer	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
invitada	gäste	invitada	gesen	ADJ;FEM;SG;V.PTCP	N;NOM;MASC;PL
invitada	gast	invitada	gast	ADJ;FEM;SG;V.PTCP	
invitada	eingeladene	invitada	eingeladen	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;PL
invitada	eingeladen	invitada	einladen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
gov	gov	gov	gov		
homer	homer	homer	homer	N;MASC;SG	ADJ
liverpool	liverpool	liverpool	liverpool	N;MASC;SG	PROPN
rap	rappen	rap	rappen	N;MASC;SG	
rap	rap	rap	rapen	N;MASC;SG	PROPN;NOM;SG
turistas	touristen	turista	tourist	N;PL	
turistas	touristische	turista	touristisch	N;PL	ADJ;NOM;FEM;PL
turistas	tourist	turista	tourist	N;PL	
turistas	touristen	turista	tourist	N;PL	
turistas	touristik	turista	touristik	N;PL	ADJ
turistas	tourismus	turista	tourismus	N;PL	ADV
darío	darius	darío	darius	N;MASC;SG	PROPN;NOM;MASC;SG
darío	darío	darío	darío	N;MASC;SG	PROPN;NOM;MASC;SG
imdb	imdb	imdb	imdb	N;FEM;SG	PROPN;NOM;SG
autobús	busbahnhof	autobús	busbahnhof	N;MASC;SG	ADJ
autobús	bus	autobús	bus	N;MASC;SG	
autobús	bushaltestelle	autobús	bushaltestelle	N;MASC;SG	ADJ;NOM;FEM;SG
autobús	buslinien	autobús	buslinien	N;MASC;SG	N;PL
autobús	busse	autobús	büssen	N;MASC;SG	
actuando	schauspielerei	actuar	schauspielerei	V;V.MSDR	ADJ
actuando	schauspiel	actuar	schauspiel	V;V.MSDR	
confusión	verwechslung	confusión	verwechslung	N;FEM;SG	ADJ
confusión	verwirren	confusión	verwirren	N;FEM;SG	V;NFIN
confusión	durcheinander	confusión	durcheinander	N;FEM;SG	ADV
confusión	verwirrung	confusión	verwirrung	N;FEM;SG	
lituania	litauisch	lituania	litauisch	N;FEM;SG	ADJ
lituania	litauischen	lituania	litauisch	N;FEM;SG	ADJ;PL
lituania	litauische	lituania	litauisch	N;FEM;SG	ADJ;NOM;FEM;PL
lituania	litauischer	lituania	litauisch	N;FEM;SG	ADJ
lituania	litauen	lituania	litauen	N;FEM;SG	PROPN;NOM
lituania	litauen	lituania	litauen	N;FEM;SG	PROPN;NOM
tendencias	trend	tendencia	trend	N;FEM;PL	ADJ
tendencias	tendenz	tendencia	tendenz	N;FEM;PL	ADJ
tendencias	trends	tendencia	trends	N;FEM;PL	PROPN
tendencias	tendenzen	tendencia	tendenzen	N;FEM;PL	V;NFIN
tendencias	entwicklungen	tendencia	entwicklung	N;FEM;PL	V;NFIN
tendencias	angesagt	tendencia	ansagen	N;FEM;PL	ADJ
secretos	geheimnisse	secreto	geheimnis	N;MASC;PL	ADJ;NOM;FEM;PL
secretos	geheimnis	secreto	geheimnis	N;MASC;PL	N;NOM;NEUT;SG
secretos	geheimnissen	secreto	geheimnis	N;MASC;PL	V;NFIN
secretos	geheim	secreto	geheim	N;MASC;PL	ADJ
secretos	geheimnis	secreto	geheimnis	N;MASC;PL	N;NOM;NEUT;SG
secretos	secret	secreto	secren	N;MASC;PL	PROPN;SG
secretos	geheimen	secreto	geheimen	N;MASC;PL	ADJ
secretos	heimlich	secreto	heimlich	N;MASC;PL	ADJ
tommy	tommy	tommy	tommy	PROPN	PROPN;NOM;MASC;SG
probabilidad	wahrscheinlichkeit	probabilidad	wahrscheinlichkeit	N;FEM;SG	ADJ
probabilidad	wahrscheinlichkeit	probabilidad	wahrscheinlichkeit	N;FEM;SG	ADJ
probabilidad	wahrscheinlichkeiten	probabilidad	wahrscheinlichkeiten	N;FEM;SG	N;NOM;FEM;PL
exhibición	ausstellen	exhibición	ausstellen	N;FEM;SG	V;NFIN
exhibición	messezentrum	exhibición	messezentrum	N;FEM;SG	ADJ
exhibición	ausstellungen	exhibición	ausstellingen	N;FEM;SG	N;NOM;FEM;PL
provinciales	provincial	provincial	provincial	ADJ;PL	PROPN;NOM;SG
provinciales	provinz	provincial	provinz	ADJ;PL	
amistoso	friendly	amistoso	friendly	ADJ;MASC;SG	
amistoso	freundschaftlichen	amistoso	freundschaftlich	ADJ;MASC;SG	ADJ;PL
amistoso	gütliche	amistoso	gütlich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
convenio	pakt	convenio	pakt	N;MASC;SG	PROPN
convenio	verpflichtung	convenio	verpflichtung	N;MASC;SG	V;IND;SG;3;PRS;FIN
convenio	bund	convenio	bund	N;MASC;SG	
convenio	vertrag	convenio	vertragen	N;MASC;SG	V;IND;SG;3;PST;FIN
convenio	abkommen	convenio	abkommen	N;MASC;SG	V;NFIN
convenio	übereinkommen	convenio	übereinkommen	N;MASC;SG	V;NFIN
convenio	konvent	convenio	konvent	N;MASC;SG	
convenio	konvention	convenio	konvention	N;MASC;SG	
elaborado	ausarbeiten	elaborado	ausarbeiten	ADJ;MASC;SG;V.PTCP	V;NFIN
elaborado	auszuarbeiten	elaborado	ausüarbeiten	ADJ;MASC;SG;V.PTCP	V;NFIN
elaborado	erarbeiten	elaborado	erarbeiten	ADJ;MASC;SG;V.PTCP	V;NFIN
elaborado	erarbeitet	elaborado	erarbeiten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
elaborado	ausgearbeitet	elaborado	ausarbeiten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
elaborado	hergestellt	elaborado	herstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
elaborado	gefertigt	elaborado	fertigen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
temprano	früh	temprano	früh	ADV	ADJ
temprano	anfang	temprano	anfang	ADV	N;ACC;MASC;SG
temprano	frühen	temprano	früh	ADV	ADJ
temprano	early	temprano	early	ADV	PROPN
temprano	früher	temprano	früher	ADV	ADJ
euphorbia	euphorbia	euphorbia	euphorbia	N;FEM;SG	PROPN;SG
direcciones	wegbeschreibung	dirección	wegbeschreibung	N;FEM;PL	ADJ
direcciones	anreise	dirección	anreis	N;FEM;PL	N;NOM;SG
direcciones	anfahrt	dirección	anfahren	N;FEM;PL	PROPN
direcciones	anschrift	dirección	anschreifen	N;FEM;PL	V;V.PTCP
direcciones	telefonnummern	dirección	telefonnummern	N;FEM;PL	V;NFIN
direcciones	adressen	dirección	adressen	N;FEM;PL	V;NFIN
direcciones	anschrift	dirección	anschreifen	N;FEM;PL	V;V.PTCP
direcciones	adresse	dirección	adresse	N;FEM;PL	N;NOM;FEM;SG
direcciones	ansprache	dirección	ansprechen	N;FEM;PL	N;NOM;FEM;SG
direcciones	adressen	dirección	adressen	N;FEM;PL	V;NFIN
soprano	sopran	soprano	sopran	N;FEM;SG	
now	nun	now	nun		ADV
now	now	now	now		PROPN
now	jetzt	now	jetzt		ADV
delitos	vergehen	delito	vergehen	N;MASC;PL	V;V.PTCP
delitos	straftaten	delito	straftat	N;MASC;PL	V;NFIN
delitos	verbrechen	delito	verbrechen	N;MASC;PL	V;NFIN
delitos	verstöße	delito	verstöße	N;MASC;PL	
delitos	straftaten	delito	straftat	N;MASC;PL	V;NFIN
delitos	vergehen	delito	vergehen	N;MASC;PL	V;V.PTCP
delitos	verbrechen	delito	verbrechen	N;MASC;PL	V;NFIN
delitos	straftat	delito	strafta	N;MASC;PL	PROPN
atletas	athleten	atleta	athlet	N;PL	V;IND;PL;3;PST;FIN
atletas	sportler	atleta	sportler	N;PL	
sonic	sonic	sonic	sonic	N;MASC;SG	PROPN;SG
sonic	schall	sonic	schall	N;MASC;SG	PROPN
espectro	gespenst	espectro	spensen	N;MASC;SG	
espectro	specter	espectro	specter	N;MASC;SG	PROPN;NOM;SG
espectro	wraith	espectro	wraith	N;MASC;SG	PROPN;NOM;SG
espectro	spektren	espectro	spektren	N;MASC;SG	V;NFIN
espectro	frequenzen	espectro	frequenz	N;MASC;SG	V;NFIN
espectro	spektrum	espectro	spektrum	N;MASC;SG	ADJ
espectro	gespenst	espectro	spensen	N;MASC;SG	
espectro	spectre	espectro	spectr	N;MASC;SG	PROPN
serio	ernst	serio	ernst	ADJ;MASC;SG	PROPN
serio	ernsthafte	serio	ernsthaft	ADJ;MASC;SG	ADJ;NOM;FEM;PL
conducción	fahren	conducción	fahren	N;FEM;SG	V;NFIN
conducción	autofahren	conducción	autofahren	N;FEM;SG	V;NFIN
gobernantes	herrscher	gobernante	herrscher	N;PL	
gobernantes	machthaber	gobernante	machthaber	N;PL	
capacidades	fertigkeiten	capacidad	fertigkeit	N;FEM;PL	V;NFIN
capacidades	fähigkeiten	capacidad	fähigkeit	N;FEM;PL	V;NFIN
capacidades	kapazität	capacidad	kapazität	N;FEM;PL	N;NOM;FEM;SG
capacidades	kapazitäten	capacidad	kapazität	N;FEM;PL	V;FIN
capacidades	leistungsmerkmale	capacidad	leistungsmerkmale	N;FEM;PL	ADJ;NOM;FEM;PL
capacidades	fähigkeiten	capacidad	fähigkeit	N;FEM;PL	V;NFIN
inteligente	intelligente	inteligente	intelligent	ADJ;SG	ADJ;NOM;FEM;PL
inteligente	smart	inteligente	smaren	ADJ;SG	PROPN
introducido	eingetragen	introducir	eintragen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
introducido	eingegeben	introducir	eingeben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
introducido	vorgestellt	introducir	vorstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
introducido	eingeführt	introducir	einführen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ficticio	fiktive	ficticio	fiktiv	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ficticio	fiktive	ficticio	fiktiv	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ficticio	fiktion	ficticio	fiktion	ADJ;MASC;SG	PROPN
manhattan	manhattan	manhattar	manhattan	N;MASC;SG	PROPN;NOM;SG
concursos	wettbewerben	concurso	wettbewerben	N;MASC;PL	V;NFIN
concursos	wettbewerb	concurso	wettbewerb	N;MASC;PL	ADV
partió	verstorbenen	partir	verstorben	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
cia	cia	cia	cia	N;SG	PROPN;NOM;MASC;SG
cia	cia	cia	cia	N;SG	PROPN;NOM;MASC;SG
abundantes	reichlich	abundante	reichlich	ADJ;PL	ADV
abundantes	reichlich	abundante	reichlich	ADJ;PL	ADV
dosis	dosen	dosis	dose	N;FEM	
dosis	dosierung	dosis	dosierung	N;FEM	
dosis	dosierung	dosis	dosierung	N;FEM	
dosis	dosis	dosis	dosis	N;FEM	
dosis	dosierung	dosis	dosierung	N;FEM	
dosis	dosis	dosis	dosis	N;FEM	
conocía	wussten	conocer	wissen	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PST;FIN
conocía	kannte	conocer	kennen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
conocía	wusste	conocer	wissen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
conocía	wußte	conocer	wissen	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PST;FIN
cubrir	cover	cubrir	cover	V;NFIN	PROPN
cubrir	umschlag	cubrir	umschlagen	V;NFIN	
cubrir	abdeckung	cubrir	abdeckung	V;NFIN	N;NOM;SG
cubrir	deckung	cubrir	deckung	V;NFIN	ADV
antártida	antarktis	antártida	antarktis	N;FEM;SG	PROPN
antártida	antarktis	antártida	antarktis	N;FEM;SG	PROPN
citas	notierungen	cita	notierung	N;FEM;PL	V;NFIN
citas	zitate	cita	zitat	N;FEM;PL	
citas	anführungszeichen	cita	anführungszeichen	N;FEM;PL	V;NFIN
citas	zitate	cita	zitat	N;FEM;PL	
citas	termine	cita	termin	N;FEM;PL	
citas	partnersuche	cita	partnersuche	N;FEM;PL	ADJ;NOM;FEM;SG
citas	verabredungen	cita	verabredungen	N;FEM;PL	V;NFIN
citas	ausgehen	cita	ausgehen	N;FEM;PL	V;NFIN
citas	dating	cita	dating	N;FEM;PL	
aprobada	genehmigte	aprobado	genehmigt	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
aprobada	genehmigt	aprobado	hehmigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
aprobada	zugelassen	aprobado	zulassen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
libreto	libretto	libreto	libretto	N;MASC;SG	PROPN;NOM;SG
filadelfia	philly	filadelfia	philly	N;FEM;SG	PROPN;SG
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	PROPN;NOM;MASC;SG
decidido	beschlossen	decidido	beschließen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
decidido	entschieden	decidido	entscheiden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
decidido	entschied	decidido	entscheiden	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
decidido	entschlossen	decidido	entschlossen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
decidido	bestimmt	decidido	bestimmen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
decidido	ermittelt	decidido	ermitteln	ADJ;MASC;SG;V.PTCP	V;V.PTCP
decidido	entschlossen	decidido	entschlossen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
baden	baden	bader	baden	N;MASC;SG	PROPN;NOM;SG
falso	false	falso	falsen	ADJ;MASC;SG	PROPN
falso	falsche	falso	falsch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
falso	gefälscht	falso	fälschen	ADJ;MASC;SG	V;V.PTCP
falso	fake	falso	faklen	ADJ;MASC;SG	
jesuitas	jesuiten	jesuita	jesuit	N;PL	
jesuitas	jesuiten	jesuita	jesuit	N;PL	
humedad	feuchtigkeit	humedad	Feuchtigkeit	N;FEM;SG	ADJ
humedad	feuchte	humedad	feucht	N;FEM;SG	ADJ;NOM;SG
humedad	feuchtigkeit	humedad	Feuchtigkeit	N;FEM;SG	ADJ
humedad	feuchte	humedad	feucht	N;FEM;SG	ADJ;NOM;SG
humedad	luftfeuchtigkeit	humedad	luftfeuchtigkeit	N;FEM;SG	ADJ
atracción	attraktion	atracción	attraktion	N;FEM;SG	ADJ
atracción	anziehung	atracción	anziehung	N;FEM;SG	
jurídico	juristische	jurídico	juristisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
jurídico	juristischen	jurídico	juristisch	ADJ;MASC;SG	ADJ;NOM;PL
jurídico	juristische	jurídico	juristisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
jurídico	rechtliche	jurídico	rechtlich	ADJ;MASC;SG	ADJ;NOM;FEM;PL
tabasco	tabasco	tabasco	tabasco	N;MASC;SG	PROPN;SG
formaciones	formationen	formación	formation	N;FEM;PL	V;NFIN
destruida	vernichteten	destruido	vernichten	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
destruida	zerstört	destruido	zerstören	ADJ;FEM;SG;V.PTCP	V;V.PTCP
destruida	vernichtet	destruido	vernichten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
testigo	zeuge	testigo	zeuge	N;MASC;SG	
testigo	zeugen	testigo	zeugen	N;MASC;SG	V;NFIN
testigo	zeugin	testigo	zeugin	N;MASC;SG	
testigo	bezeugen	testigo	bezeugen	N;MASC;SG	V;NFIN
afluente	nebenfluss	afluente	nebenflussen	N;MASC;SG	V;V.PTCP
afluente	zufluss	afluente	zuflussen	N;MASC;SG	V;IND;SG;FIN
seguida	gefolgt	seguido	folgen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
seguida	folgten	seguido	folgen	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
seguida	abonniert	seguido	abonnieren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
seguida	folgte	seguido	folgen	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
bros	bros	bros	bros	N;MASC;SG	PROPN
bros	brüder	bros	brüder	N;MASC;SG	N;NOM;MASC;PL
kilómetro	mile	kilómetro	mile	N;MASC;SG	PROPN;SG
kilómetro	meilen	kilómetro	meilen	N;MASC;SG	
kilómetro	kilometer	kilómetro	kilometer	N;MASC;SG	ADJ
bobby	bobby	bobby	bobby	PROPN	PROPN;NOM;MASC;SG
lugo	lugo	lugo	lugo	N;MASC;SG	PROPN;NOM;MASC;SG
reptiles	reptil	reptil	reptil	N;MASC;PL	ADJ
reptiles	reptilien	reptil	reptil	N;MASC;PL	
reptiles	reptilien	reptil	reptil	N;MASC;PL	
logo	logo	logo	logo	N;MASC;SG	ADJ
logo	logos	logo	logos	N;MASC;SG	ADJ
sustancia	stoff	sustancia	stoff	N;FEM;SG	
sustancia	substanz	sustancia	substanz	N;FEM;SG	
sustancia	wirkstoff	sustancia	wirkstoff	N;FEM;SG	
turística	touristische	turístico	touristisch	ADJ;FEM;SG	ADJ;NOM;FEM;PL
turística	tourist	turístico	tourist	ADJ;FEM;SG	
turística	touristen	turístico	tourist	ADJ;FEM;SG	
turística	tourismus	turístico	tourismus	ADJ;FEM;SG	ADV
holandés	niederländer	holandés	niederland	N;MASC;SG	
holandés	holländer	holandés	holländer	N;MASC;SG	
holandés	holländisch	holandés	holländisch	N;MASC;SG	ADJ
holandés	niederländisch	holandés	niederländisch	N;MASC;SG	ADJ
holandés	niederländischen	holandés	niederländisch	N;MASC;SG	ADJ;NOM;MASC;PL
holandés	niederländer	holandés	niederland	N;MASC;SG	
holandés	holländer	holandés	holländer	N;MASC;SG	
plus	zzgl	plus	zzgl	N	
plus	plus	plus	plus	N	
plus	zuzüglich	plus	zuzüglich	N	ADV
estocolmo	stockholm	estocolmo	stockholm	N;MASC;SG	PROPN
estocolmo	schweden	estocolmo	schweden	N;MASC;SG	PROPN
nasa	nasa	nasa	nasa	N;FEM;SG	PROPN;NOM;MASC;SG
masiva	massiven	masivo	massiv	ADJ;FEM;SG	ADJ;PL
masiva	massive	masivo	massiv	ADJ;FEM;SG	ADJ;NOM;FEM;PL
mercurio	mercury	mercurio	mercury	N;MASC;SG	PROPN;NOM;SG
mercurio	quecksilber	mercurio	quecksilber	N;MASC;SG	
mercurio	merkur	mercurio	merkuer	N;MASC;SG	
gilbert	gilbert	gilbert	gilbern	PROPN	PROPN
escobar	escobar	escobar	escobar	PROPN	ADJ
moléculas	molekülen	molécula	molekül	N;FEM;PL	V;NFIN
moléculas	moleküle	molécula	molekül	N;FEM;PL	
regulación	regelung	regulación	Regelung	N;FEM;SG	ADJ
regulación	regulieren	regulación	regulieren	N;FEM;SG	V;NFIN
regulación	rechtlichen	regulación	rechtlich	N;FEM;SG	ADJ
regulación	regulatorische	regulación	regulatorisch	N;FEM;SG	ADJ;NOM;FEM;PL
sargento	sarge	sargento	sargen	N;MASC;SG	
sargento	feldwebel	sargento	feldwebel	N;MASC;SG	ADJ
sargento	wachtmeister	sargento	wachtmeister	N;MASC;SG	ADJ
sargento	sergeant	sargento	sergeant	N;MASC;SG	PROPN
alturas	höhen	altura	höhen	N;FEM;PL	V;NFIN
alturas	höhe	altura	höch	N;FEM;PL	
alturas	heights	altura	heights	N;FEM;PL	PROPN
creencia	glaube	creencia	glauben	N;FEM;SG	
creencia	glauben	creencia	glauben	N;FEM;SG	V;NFIN
creencia	überzeugung	creencia	überzeugung	N;FEM;SG	ADV
aterrizaje	landen	aterrizaje	landen	N;MASC;SG	V;NFIN
aterrizaje	landungen	aterrizaje	landungen	N;MASC;SG	V;NFIN
aterrizaje	anlandung	aterrizaje	anlandung	N;MASC;SG	
campbell	campbell	campbell	campbell	N;SG	PROPN
danny	danny	danny	danny	N;MASC;SG	PROPN;NOM;MASC;SG
ventajas	nutzen	ventaja	nutzen	N;FEM;PL	V;NFIN
ventajas	vorteile	ventaja	vorteilen	N;FEM;PL	
ventajas	leistungen	ventaja	leistung	N;FEM;PL	V;PL
ventajas	vorteile	ventaja	vorteilen	N;FEM;PL	
ventajas	vorzüge	ventaja	vorzügen	N;FEM;PL	
ventajas	vorteile	ventaja	vorteilen	N;FEM;PL	
ventajas	vorteil	ventaja	vorteil	N;FEM;PL	ADV
abandona	aufgeben	abandonar	aufgeben	V;IND;SG;3;PRS;FIN	ADJ
martes	dienstag	martes	dienstag	N	ADV
martes	dienstags	martes	dienstags	N	ADV
