और	in	और	in		CONJ
तल	tla	तल	tla	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
तल	spodaj	तल	spodaj	N;NOM;MASC;SG;3	ADV
ऋण	dolga	ऋण	dolg	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
ऋण	dolg	ऋण	dolg	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
ऋण	posojila	ऋण	posojilo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
दास	das	दास	das	PROPN;NOM;MASC;SG;3	
त्वचा	koži	त्वचा	koža	N;NOM;FEM;SG;3	N;DAT;FEM;SG
त्वचा	kože	त्वचा	koža	N;NOM;FEM;SG;3	N;GEN;FEM;SG
त्वचा	kožo	त्वचा	koža	N;NOM;FEM;SG;3	N;ACC;FEM;SG
नोबेल	nobelovo	नोबेल	nobelov	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
नोबेल	nobel	नोबेल	nobeti	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अधिकारियों	oblasti	अधिकारी	oblast	N;ACC;MASC;PL;3	N;NOM;FEM;PL
अधिकारियों	častniki	अधिकारी	častnik	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अधिकारियों	policisti	अधिकारी	policist	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अधिकारियों	oficirji	अधिकारी	oficir	N;ACC;MASC;PL;3	N;NOM;MASC;PL
अधिकारियों	direktorji	अधिकारी	direktor	N;ACC;MASC;PL;3	N;NOM;MASC;PL
जटिल	kompleks	जटिल	kompleks	ADJ	N;NOM;MASC;SG
हमला	napadi	हमला	napad	N;NOM;MASC;SG;3	N;NOM;MASC;PL
आपूर्ति	zaloge	आपूर्ति	zaloga	N;NOM;FEM;SG;3	N;NOM;FEM;PL
आपूर्ति	potrebščine	आपूर्ति	potrebščina	N;NOM;FEM;SG;3	N;NOM;FEM;PL
दर्ज	zabeleži	दर्ज	zabelež	ADJ	V;PFV;IND;SG;3;PRS;FIN
हस्ताक्षर	podpisovanje	हस्ताक्षर	podpisovanje	N;NOM;MASC;PL;3	N;NOM;NEUT;SG
हस्ताक्षर	podpis	हस्ताक्षर	podpis	N;NOM;MASC;PL;3	N;NOM;MASC;SG
हस्ताक्षर	podpise	हस्ताक्षर	podpis	N;NOM;MASC;PL;3	N;ACC;MASC;PL
हस्ताक्षर	podpis	हस्ताक्षर	podpis	N;NOM;MASC;PL;3	N;NOM;MASC;SG
कानूनी	zakonito	कानूनी	zakonit	ADJ;NOM	ADV
कानूनी	zakonita	कानूनी	zakoniti	ADJ;NOM	V;PFV;IND;DU;3;PRS;FIN
कानूनी	legitimno	कानूनी	legitimen	ADJ;NOM	ADV
कानूनी	zakonito	कानूनी	zakonit	ADJ;NOM	ADV
टिप्पणी	opombe	टिप्पणी	opomba	N;NOM;FEM;SG;3	N;NOM;FEM;PL
टिप्पणी	zapiski	टिप्पणी	zapisk	N;NOM;FEM;SG;3	N;NOM;MASC;PL
टिप्पणी	komentarjev	टिप्पणी	komentar	N;NOM;FEM;SG;3	N;GEN;MASC;PL
टिप्पणी	komentarji	टिप्पणी	komentar	N;NOM;FEM;SG;3	N;NOM;MASC;PL
टिप्पणी	opombe	टिप्पणी	opomba	N;NOM;FEM;SG;3	N;NOM;FEM;PL
टिप्पणी	pripombe	टिप्पणी	pripomba	N;NOM;FEM;SG;3	N;NOM;FEM;PL
डे	dey	डे	dey	N;NOM;MASC;SG;3	
स्मृति	smriti	स्मृति	smriti	N;NOM;FEM;SG;3	V;IPFV;NFIN
स्मृति	spomini	स्मृति	spomin	N;NOM;FEM;SG;3	N;NOM;MASC;PL
वेद	veda	वेद	veda		N;NOM;FEM;SG
राजनैतिक	politični	राजनैतिक	političen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
राजनैतिक	politično	राजनैतिक	političen	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
राजनैतिक	politična	राजनैतिक	političen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
तीव्र	hitri	तीव्र	hiter		ADJ;NOM;DEF;MASC;SG
तीव्र	hiter	तीव्र	hiter		ADJ;NOM;INDF;MASC;SG
तीव्र	hitra	तीव्र	hiter		ADJ;NOM;FEM;SG
तीव्र	hitro	तीव्र	hitro		ADV
तीव्र	tropske	तीव्र	tropski		ADJ;NOM;FEM;PL
तीव्र	tropski	तीव्र	tropski		ADJ;NOM;MASC;SG
तीव्र	tropskih	तीव्र	tropski		ADJ;GEN;MASC;PL
तीव्र	intenzivno	तीव्र	intenzivno		ADV
तीव्र	napeto	तीव्र	napeto		ADJ;NOM;NEUT;SG;V.PTCP
तीव्र	intenzivna	तीव्र	intenziven		ADJ;NOM;FEM;SG
हाइड्रोजन	vodika	हाइड्रोजन	vodika	N;NOM;MASC;SG;3	N;GEN;MASC;SG
यूनानी	grški	यूनानी	grški	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
यूनानी	grško	यूनानी	grški	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
यूनानी	grk	यूनानी	grk	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
यूनानी	grška	यूनानी	grški	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
यूनानी	grčija	यूनानी	grčija	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
जॉर्ज	george	जॉर्ज	george	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
स्वर्ण	zlat	स्वर्ण	zlat		N;NOM;MASC;SG
स्वर्ण	zlato	स्वर्ण	zlat		ADJ;NOM;NEUT;SG
स्वर्ण	zlate	स्वर्ण	zlat		ADJ;NOM;FEM;PL
स्वर्ण	zlati	स्वर्ण	zlat		ADJ;NOM;DEF;MASC;SG
स्वर्ण	zlata	स्वर्ण	zlat		ADJ;NOM;FEM;SG
ठोस	trdna	ठोस	trden	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
ठोस	trdni	ठोस	trden	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
ठोस	trdne	ठोस	trden	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
ठोस	trden	ठोस	trden	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
ठोस	trdno	ठोस	trdno	PROPN;NOM;MASC;SG;3	ADV
सभ्यता	civilizacijo	सभ्यता	civilizacija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
सभ्यता	civilizacije	सभ्यता	civilizacija	N;NOM;FEM;SG;3	N;NOM;FEM;PL
विदेश	tujino	विदेश	tujina	N;NOM;MASC;SG;3	N;ACC;FEM;SG
विदेश	tujini	विदेश	tujina	N;NOM;MASC;SG;3	N;DAT;FEM;SG
विदेश	tuje	विदेश	tuj	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
विदेश	tuja	विदेश	tuj	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
विदेश	tuji	विदेश	tuj	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
दवा	medicino	दवा	medicina	N;NOM;FEM;SG;3	N;ACC;FEM;SG
ऋषि	modrec	ऋषि	modrece	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ऋषि	sage	ऋषि	saga	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
शेयर	delnice	शेयर	delnica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
शेयर	deleži	शेयर	delež	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सौर	sončna	सौर	sončen	N;NOM;MASC	ADJ;NOM;FEM;SG
सौर	sončni	सौर	sončen	N;NOM;MASC	ADJ;NOM;MASC;SG
सौर	sončne	सौर	sončen	N;NOM;MASC	ADJ;NOM;FEM;PL
सौर	sončno	सौर	sončno	N;NOM;MASC	ADJ;NOM;NEUT;SG
पंथ	creed	पंथ	creed	N;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
एशियाई	azijske	एशियाई	azijski	PROPN;NOM;SG;3	ADJ;NOM;FEM;PL
एशियाई	azijskih	एशियाई	azijski	PROPN;NOM;SG;3	ADJ;GEN;MASC;PL
एशियाई	azijski	एशियाई	azijski	PROPN;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
सफेद	bel	सफेद	bel		N;NOM;MASC;SG
सफेद	bela	सफेद	bel		ADJ;NOM;FEM;SG
सफेद	belo	सफेद	bel		ADV
सफेद	beli	सफेद	bel		ADJ;NOM;DEF;MASC;SG
सफेद	bele	सफेद	bel		ADJ;NOM;FEM;PL
वैकल्पिक	alternative	वैकल्पिक	alternativa	ADJ;NOM	N;NOM;FEM;PL
वैकल्पिक	alternativa	वैकल्पिक	alternativa	ADJ;NOM	N;NOM;FEM;SG
वैकल्पिक	neobvezno	वैकल्पिक	neobvezno	ADJ;NOM	ADV
हार	ogrlico	हार	ogrlica	N;NOM;FEM;SG;3	N;ACC;FEM;SG
हार	verižico	हार	verižica	N;NOM;FEM;SG;3	N;ACC;FEM;SG
हार	porazi	हार	poraz	N;NOM;FEM;SG;3	N;NOM;MASC;PL
समाधान	rešitve	समाधान	rešitev	N;NOM;MASC;SG;3	N;NOM;FEM;PL
समाधान	raztopine	समाधान	raztopina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जोड़ा	par	जोड़	par	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
हिमालय	himalaya	हिमालय	himalay	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
हिमालय	himalajo	हिमालय	himalaja	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
राजमार्ग	avtoceste	राजमार्ग	avtocesta	N;NOM;MASC;SG;3	N;NOM;FEM;PL
राजमार्ग	avtocesto	राजमार्ग	avtocesto	N;NOM;MASC;SG;3	N;ACC;FEM;SG
पेड़	jelka	पेड़	jelka	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
पेड़	dreves	पेड़	drevo	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
पेड़	drevesa	पेड़	drevo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कैरियर	kariere	कैरियर	kariera	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कैरियर	kariero	कैरियर	kariera	N;NOM;MASC;SG;3	N;ACC;FEM;SG
कैरियर	prevoznika	कैरियर	prevoznik	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
कैरियर	kariere	कैरियर	kariera	N;NOM;MASC;SG;3	N;NOM;FEM;PL
इंच	palcev	इंच	palec	N;NOM;MASC;SG;3	N;GEN;MASC;PL
इंच	centimetrov	इंच	centimeter	N;NOM;MASC;SG;3	N;GEN;MASC;PL
डिजिटल	digitalnega	डिजिटल	digitalen	N;NOM	ADJ;GEN;NEUT;SG
डिजिटल	digitalna	डिजिटल	digitalen	N;NOM	ADJ;NOM;FEM;SG
डिजिटल	digitalno	डिजिटल	digitalen	N;NOM	ADJ;NOM;NEUT;SG
डिजिटल	digitalni	डिजिटल	digitalen	N;NOM	ADJ;NOM;MASC;SG
डिजिटल	digitalne	डिजिटल	digitalen	N;NOM	ADJ;NOM;FEM;PL
श्रेष्ठ	nadrejeni	श्रेष्ठ	nadrejen	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;PL;V.PTCP
निगम	korporacijo	निगम	korporacija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
शराब	alkohola	शराब	alkohol	N;NOM;FEM;SG;3	N;GEN;MASC;SG
शराब	vina	शराब	vino	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
पौधे	rastlin	पौधा	rastlina	N;NOM;MASC;PL;3	N;GEN;FEM;PL
पौधे	rastlina	पौधा	rastlina	N;NOM;MASC;PL;3	N;NOM;FEM;SG
पौधे	obrat	पौधा	obrat	N;NOM;MASC;PL;3	N;NOM;MASC;SG
जमीन	zemljišča	जमीन	zemljišče	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
जमीन	zemljo	जमीन	zemlja	N;NOM;FEM;SG;3	N;ACC;FEM;SG
जमीन	tla	जमीन	tla	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
जमीन	tleh	जमीन	tla	N;NOM;FEM;SG;3	N;ESS;NEUT;PL
खाने	jejo	खा	jesti	V;MASC;SG;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
हाथों	roke	हाथ	roka	V;MASC;SBJV;PL;FIN;ACT	N;NOM;FEM;PL
बाज़ार	tržnice	बाज़ार	tržnica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बाज़ार	trgi	बाज़ार	trg	N;NOM;MASC;SG;3	N;NOM;MASC;PL
बाज़ार	tržišča	बाज़ार	tržišče	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
आदमी	moški	आदमी	moški	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किरदार	liki	किरदार	lik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किरदार	znaki	किरदार	znak	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किरदार	znakov	किरदार	znak	N;NOM;MASC;SG;3	N;GEN;MASC;PL
नुकसान	izgube	नुकसान	izguba	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आकर्षित	pritegniti	आकर्षित	pritegniti	ADJ	V;PFV;NFIN
आकर्षित	pritegnili	आकर्षित	pritegniti	ADJ	V;PFV;MASC;PL;V.PTCP
आकर्षित	privabiti	आकर्षित	privabiti	ADJ	V;PFV;NFIN
रस	sokovi	रस	sokov	N;NOM;MASC;SG;3	N;NOM;MASC;PL
रस	sokove	रस	sok	N;NOM;MASC;SG;3	N;ACC;MASC;PL
रस	sokov	रस	sok	N;NOM;MASC;SG;3	N;GEN;MASC;PL
रस	soka	रस	sok	N;NOM;MASC;SG;3	N;GEN;MASC;SG
ऑनलाइन	spletna	ऑनलाइन	spleten	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
सेट	nastavi	सेट	nastaviti	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;PRS;FIN
सेट	določa	सेट	določati	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
सेट	kompleti	सेट	komplet	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सेट	nizi	सेट	nizeti	N;NOM;MASC;SG;3	N;NOM;MASC;PL
भेद	skrivna	भेद	skriven	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
भेद	skrivno	भेद	skrivno	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
फोन	telefoni	फोन	telefon	N;NOM;MASC;SG;3	N;NOM;MASC;PL
फोन	telefone	फोन	telefon	N;NOM;MASC;SG;3	N;ACC;MASC;PL
मनोविज्ञान	psihologijo	मनोविज्ञान	psihologija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
शक्तिशाली	močan	शक्तिशाली	močen	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
शक्तिशाली	močni	शक्तिशाली	močen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
शक्तिशाली	močno	शक्तिशाली	močno	N;NOM;MASC;SG;3	ADV
शक्तिशाली	mogočna	शक्तिशाली	mogočen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
शक्तिशाली	močna	शक्तिशाली	močen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अवार्ड	nagrado	अवार्ड	nagrada	N;NOM;MASC;SG;3	N;ACC;FEM;SG
कौन	ki	कौन	ki	PRO	CONJ
चिह्न	simbol	चिह्न	simbol		N;NOM;MASC;SG
चिह्न	simboli	चिह्न	simbol		N;NOM;MASC;PL
चिह्न	simbole	चिह्न	simbol		N;ACC;MASC;PL
चिह्न	podpišite	चिह्न	podpisati		V;PFV;IMP;PL;2;FIN
चिह्न	znak	चिह्न	znak		N;NOM;MASC;SG
चिह्न	ikona	चिह्न	ikona		N;NOM;FEM;SG
जोड़	dodajanje	जोड़	dodajanje	V;SG;FIN;ACT	N;NOM;NEUT;SG
आरोप	pristojbine	आरोप	pristojbina	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आरोप	dajatve	आरोप	dajatev	N;NOM;MASC;SG;3	N;NOM;FEM;PL
आरोप	obtožbe	आरोप	obtožba	N;NOM;MASC;SG;3	N;NOM;FEM;PL
उड़ान	let	उडान	leto	N;NOM;FEM;SG;3	N;GEN;NEUT;PL
महासागर	oceani	महासागर	ocean	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
महासागर	oceanov	महासागर	ocean	PROPN;NOM;MASC;SG;3	N;GEN;MASC;PL
महासागर	oceane	महासागर	ocean	PROPN;NOM;MASC;SG;3	N;ACC;MASC;PL
महासागर	ocean	महासागर	ocean	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
माल	bogastva	माल	bogastvo	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
एयर	zračno	एयर	zračen	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
एयर	zračna	एयर	zračen	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
महसूस	občuti	महसूस	občutiti	ADJ	V;PFV;IND;SG;3;PRS;FIN
अध्याय	poglavja	अध्याय	poglavje	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
कराया	oklepna	करा	oklepen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
दान	podarja	दान	podarjati	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;PRS;FIN
दान	podaril	दान	podariti	N;NOM;MASC;SG;3	V;PFV;MASC;SG;V.PTCP
दान	donacijo	दान	donacija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दान	donacij	दान	donacija	N;NOM;MASC;SG;3	N;GEN;FEM;PL
दान	prispevki	दान	prispevek	N;NOM;MASC;SG;3	N;NOM;MASC;PL
दान	donacije	दान	donacija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
दान	dobrodelna	दान	dobrodelen	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
अनुपात	preliv	अनुपात	preliv		N;NOM;MASC;SG
अनुपात	naklon	अनुपात	naklon		N;NOM;MASC;SG
अनुपात	naklonih	अनुपात	naklon		N;GEN;MASC;PL
अनुपात	razmerje	अनुपात	razmerje		N;NOM;NEUT;SG
कक्षा	učilnici	कक्षा	učilnica	N;NOM;FEM;SG;3	N;DAT;FEM;SG
स्नातक	diplomiral	स्नातक	diplomirati	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP
स्नातक	diplomirala	स्नातक	diplomirati	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP
स्नातक	samski	स्नातक	samski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
स्नातक	maturo	स्नातक	matura	N;NOM;MASC;SG;3	N;ACC;FEM;SG
स्नातक	diplomiral	स्नातक	diplomirati	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP
इंजीनियरिंग	inženiringa	इंजीनियरिंग	inženiringa	N;NOM;FEM;SG;3	N;ACC;MASC;SG
मूर्ति	kipe	मूर्ति	kipa	N;NOM;FEM;SG;3	N;ACC;MASC;PL
मूर्ति	kipi	मूर्ति	kipa	N;NOM;FEM;SG;3	N;NOM;MASC;PL
मराठी	marathi	मराठी	marathi	PROPN;NOM;MASC;SG;3	V;IPFV;NFIN
माइकल	mihael	माइकल	mihati	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
माइकल	michael	माइकल	michael	PROPN;NOM;MASC;SG;3	
इलाज	zdravljenja	इलाज	zdravljenje	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
अभ्यास	vaje	अभ्यास	vaja	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अभ्यास	prakse	अभ्यास	praksa	N;NOM;MASC;SG;3	N;NOM;FEM;PL
शाही	kraljevi	शाही	kraljev	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
शाही	kraljevsko	शाही	kraljevski	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
शाही	royal	शाही	royal	PROPN;NOM;MASC;SG;3	V;MASC;SG;V.PTCP
शाही	kraljevo	शाही	kraljev	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
पाकिस्तानी	pakistanski	पाकिस्तानी	pakistanski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
ब्लैक	črno	ब्लैक	črn		ADJ;NOM;NEUT;SG
ब्लैक	črne	ब्लैक	črn		ADJ;NOM;FEM;PL
ब्लैक	črn	ब्लैक	črn		ADJ;NOM;INDF;MASC;SG
ब्लैक	črni	ब्लैक	črn		ADJ;NOM;MASC;SG
ब्लैक	črna	ब्लैक	črn		ADJ;NOM;FEM;SG
भेजा	poslan	भेज	poslan	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
भेजा	poslana	भेज	poslan	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG;V.PTCP
भेजा	poslani	भेज	poslan	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL;V.PTCP
भेजा	poslano	भेज	poslan	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
भेजा	poslane	भेज	poslan	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL;V.PTCP
संसाधन	vire	संसाधन	vir	N;NOM;MASC;SG;3	N;ACC;MASC;PL
संसाधन	sredstva	संसाधन	sredstvo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
संसाधन	viri	संसाधन	vir	N;NOM;MASC;SG;3	N;NOM;MASC;PL
जीन	gene	जीन	gen	N;NOM;MASC;SG;3	N;NOM;MASC;PL
मजबूत	močno	मजबूत	močno	ADJ	ADV
प्रोग्राम	programe	प्रोग्राम	program	N;NOM;MASC;SG;3	N;ACC;MASC;PL
प्रोग्राम	programi	प्रोग्राम	program	N;NOM;MASC;SG;3	N;NOM;MASC;PL
मिश्रित	mešani	मिश्रित	mešan		ADJ;NOM;MASC;SG;V.PTCP
मिश्रित	mešana	मिश्रित	mešan		ADJ;NOM;FEM;SG;V.PTCP
मिश्रित	mešane	मिश्रित	mešan		ADJ;NOM;FEM;PL;V.PTCP
मिश्रित	mešano	मिश्रित	mešan		ADJ;NOM;NEUT;SG;V.PTCP
मिश्रित	mešalec	मिश्रित	mešalec		N;NOM;MASC;SG
निरंतर	neprekinjen	निरन्तर	neprekinjen	ADV	ADJ;NOM;INDF;MASC;SG
निरंतर	konstanta	निरन्तर	konstant	ADV	N;NOM;FEM;SG
पदक	medaljo	पदक	medalja	N;NOM;MASC;SG;3	N;ACC;FEM;SG
व्यंजन	soglasnikov	व्यंजन	soglasnik	N;NOM;MASC;SG;3	N;GEN;MASC;PL
परिस्थितियों	situacij	परिस्थिति	situacija	N;ACC;FEM;PL;3	N;GEN;FEM;PL
परिस्थितियों	situacije	परिस्थिति	situacija	N;ACC;FEM;PL;3	N;NOM;FEM;PL
जमा	polog	जमा	polog	V;FIN;ACT	N;NOM;MASC;SG
जमा	depozit	जमा	depozit	V;FIN;ACT	N;NOM;MASC;SG
जमा	vloge	जमा	vloga	V;FIN;ACT	N;NOM;FEM;PL
जमा	vlog	जमा	vloga	V;FIN;ACT	N;GEN;FEM;PL
स्त्री	žensko	स्त्री	ženska	N;NOM;FEM;SG;3	N;ACC;FEM;SG
स्त्री	ženski	स्त्री	ženski	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
स्त्री	žensko	स्त्री	ženska	N;NOM;FEM;SG;3	N;ACC;FEM;SG
चित्रण	narisal	चित्रण	narisati	N;NOM;MASC;SG;3	V;PFV;MASC;SG;V.PTCP
यातायात	prometni	यातायात	prometen	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
यातायात	prevozno	यातायात	prevozen	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सूक्ष्म	prefinjeno	सूक्ष्म	prefinjen		ADJ;NOM;NEUT;SG;V.PTCP
सूक्ष्म	mikro	सूक्ष्म	mikro		N;NOM;MASC;SG
हेनरी	gašper	हे	gašper	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
हेनरी	henry	हे	henry	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
डाला	vnesene	डाल	vnesen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;PL
डाला	vneseni	डाल	vnesen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;PL
समीक्षा	pregledi	समीक्षा	pregled	N;NOM;FEM;SG;3	N;NOM;MASC;PL
कर्मचारियों	zaposleni	कर्मचारी	zaposlen	N;ACC;MASC;PL;3	ADJ;NOM;MASC;PL;V.PTCP
कर्मचारियों	zaposlene	कर्मचारी	zaposlen	N;ACC;MASC;PL;3	ADJ;NOM;FEM;PL;V.PTCP
कर्मचारियों	uslužbenci	कर्मचारी	uslužbenec	N;ACC;MASC;PL;3	N;NOM;MASC;PL
हमले	napade	हमला	napad	N;NOM;MASC;PL;3	N;ACC;MASC;SG
हमले	napad	हमला	napad	N;NOM;MASC;PL;3	N;NOM;MASC;SG
अक्षर	pisma	अक्षर	pismo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
अक्षर	črke	अक्षर	črka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
अक्षर	pisem	अक्षर	pisem	N;NOM;MASC;SG;3	N;GEN;FEM;PL
अक्षर	liki	अक्षर	lik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
अक्षर	znaki	अक्षर	znak	N;NOM;MASC;SG;3	N;NOM;MASC;PL
अक्षर	znakov	अक्षर	znak	N;NOM;MASC;SG;3	N;GEN;MASC;PL
कारक	faktorji	कारक	faktor	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कारक	dejavniki	कारक	dejavnik	N;NOM;MASC;SG;3	N;NOM;MASC;PL
किंगडम	kraljestvo	किंगडम	kraljestvo	PROPN;NOM;MASC;SG;3	N;NOM;NEUT;SG
किंगडम	kraljevina	किंगडम	kraljevina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
हिन्द	inda	हिन्द	inda	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बीज	semenski	बीज	semenski	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
बीज	semena	बीज	seme	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बीज	semen	बीज	seme	N;NOM;MASC;SG;3	N;GEN;NEUT;PL
बीज	semena	बीज	seme	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
जल्दी	zgodnje	जल्दी	zgodnji	ADV	ADJ;NOM;NEUT;SG
जल्दी	zgodnja	जल्दी	zgodnja	ADV	ADJ;NOM;FEM;SG
जल्दी	zgodnji	जल्दी	zgodnji	ADV	ADJ;NOM;DEF;MASC;SG
यंत्र	inštrumenti	यंत्र	inštrument	N;NOM;MASC;SG;3	N;NOM;MASC;PL
