категорія	kategorien	категорія	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
відкриття	entdeckungen	відкриття	entdeckingen	N;INAN;NOM;NEUT;SG	V;NFIN
відкриття	entdeckungsreise	відкриття	entdeckungsreise	N;INAN;NOM;NEUT;SG	;SG
відкриття	discovery	відкриття	discovery	N;INAN;NOM;NEUT;SG	
відкриття	öffnungszeiten	відкриття	öffnungszeit	N;INAN;NOM;NEUT;SG	V;NFIN
відкриття	öffnung	відкриття	öffnung	N;INAN;NOM;NEUT;SG	ADJ;SG
відкриття	eröffnung	відкриття	Eröffnung	N;INAN;NOM;NEUT;SG	
відкриття	öffnen	відкриття	öffnen	N;INAN;NOM;NEUT;SG	V;NFIN
рок	roc	рок	roc	N;INAN;NOM;MASC;SG	
рок	rockmusik	рок	rockmusik	N;INAN;NOM;MASC;SG	ADJ
рок	rock	рок	rock	N;INAN;NOM;MASC;SG	
рок	gestein	рок	gestein	N;INAN;NOM;MASC;SG	
рок	felsen	рок	felsen	N;INAN;NOM;MASC;SG	V;NFIN
шлях	pfad	шлях	pfad	N;INAN;NOM;MASC;SG	
шлях	weg	шлях	weg	N;INAN;NOM;MASC;SG	ADV
шлях	path	шлях	path	N;INAN;NOM;MASC;SG	
шлях	weise	шлях	weis	N;INAN;NOM;MASC;SG	ADJ
шлях	weg	шлях	weg	N;INAN;NOM;MASC;SG	ADV
шлях	way	шлях	wey	N;INAN;NOM;MASC;SG	
фото	foto	фото	foto		
фото	fotoalbum	фото	fotoalbum		ADJ
фото	bild	фото	bild		
фото	bildergalerie	фото	bildergalerie		ADJ
фото	bilder	фото	Bild		N;NOM;NEUT;PL
фото	fotografien	фото	fotografien		
фото	fotos	фото	fotos		
організація	organisation	організація	organisation	N;INAN;NOM;FEM;SG	
організація	organisation	організація	organisation	N;INAN;NOM;FEM;SG	
поверхні	splines	поверхня	splin	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
поверхні	fläche	поверхня	fläche	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
поверхні	oberfläche	поверхня	oberfläch	N;INAN;NOM;FEM;PL	ADJ
поверхні	oberflächen	поверхня	oberfläch	N;INAN;NOM;FEM;PL	V;NFIN
називають	genannten	називати	genannt	V;IPFV;IND;PL;3;PRS;FIN	V;IND;PL;3;PST;FIN
називають	verwies	називати	verweisen	V;IPFV;IND;PL;3;PRS;FIN	V;IND;SG;3;PST;FIN
планети	planeten	планета	planen	N;INAN;NOM;FEM;PL	V;IND;PL;3;FIN
фон	fon	фон	fon		
фон	fonds	фон	fonds		
міністр	cdu	міністр	cdu	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
міністр	minister	міністр	minister	N;ANIM;NOM;MASC;SG	
міністр	ministerin	міністр	ministerin	N;ANIM;NOM;MASC;SG	
відповідає	erwiderte	відповідати	erwidert	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
відповідає	antwortete	відповідати	antworten	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
відповідає	übereinstimmungen	відповідати	übereinstimmung	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
відповідає	spiele	відповідати	spiel	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
відповідає	treffer	відповідати	treffer	V;IPFV;IND;SG;3;PRS;FIN	
журнал	protokoll	журнал	protokoll	N;INAN;NOM;MASC;SG	ADJ
журнал	anmelden	журнал	anmelden	N;INAN;NOM;MASC;SG	V;NFIN
журнал	log	журнал	liegen	N;INAN;NOM;MASC;SG	
журнал	einloggen	журнал	einloggen	N;INAN;NOM;MASC;SG	V;NFIN
журнал	fachzeitschrift	журнал	fachzeitschrift	N;INAN;NOM;MASC;SG	ADJ
журнал	zeitschrift	журнал	zeitschrefen	N;INAN;NOM;MASC;SG	ADJ
журнал	tagebuch	журнал	tagebuch	N;INAN;NOM;MASC;SG	ADJ
журнал	magazin	журнал	magazin	N;INAN;NOM;MASC;SG	ADJ
журнал	zeitschriften	журнал	zeitschreifen	N;INAN;NOM;MASC;SG	V;NFIN
журнал	zeitschrift	журнал	zeitschrefen	N;INAN;NOM;MASC;SG	ADJ
журнал	heft	журнал	hefen	N;INAN;NOM;MASC;SG	
журнал	vergangenheit	журнал	vergangenheit	N;INAN;NOM;MASC;SG	ADJ
журнал	werdegang	журнал	werdegang	N;INAN;NOM;MASC;SG	
журнал	geschichte	журнал	geschicht	N;INAN;NOM;MASC;SG	
особа	person	особа	person	N;ANIM;NOM;FEM;SG	
особа	partner	особа	partner	N;ANIM;NOM;FEM;SG	ADJ
особа	affiliate	особа	affiliat	N;ANIM;NOM;FEM;SG	
особа	selbstverständnis	особа	selbstverständnis	N;ANIM;NOM;FEM;SG	ADJ
особа	identitäten	особа	identität	N;ANIM;NOM;FEM;SG	N;PL
особа	identität	особа	identität	N;ANIM;NOM;FEM;SG	
будівлі	bauwesen	будівля	bauwesen	N;INAN;NOM;FEM;PL	
будівлі	baugewerbe	будівля	baugewerbe	N;INAN;NOM;FEM;PL	
будівлі	bauen	будівля	bauen	N;INAN;NOM;FEM;PL	V;NFIN
будівлі	gebäude	будівля	gebäude	N;INAN;NOM;FEM;PL	ADJ
будівлі	gebäuden	будівля	gebäuden	N;INAN;NOM;FEM;PL	V;NFIN
будівлі	bauwerke	будівля	bauwerk	N;INAN;NOM;FEM;PL	
будівлі	gebäude	будівля	gebäude	N;INAN;NOM;FEM;PL	ADJ
храм	heiligtum	храм	heiligtum	N;INAN;NOM;MASC;SG	PROPN
храм	schrein	храм	schrein	N;INAN;NOM;MASC;SG	
храм	tempels	храм	tempels	N;INAN;NOM;MASC;SG	
храм	tempel	храм	tempel	N;INAN;NOM;MASC;SG	
дмитро	dmitri	дмитро	dmitri	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
дмитро	dmytro	дмитро	dmytro	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
практично	virtuell	практично	virtuell	ADV	ADJ
практично	praktisch	практично	praktisch	ADV	ADJ
практично	praktisch	практично	praktisch	ADV	ADJ
таблиця	tisch	таблиця	tischen	N;INAN;NOM;FEM;SG	ADJ
операції	betrieb	операція	betreiben	N;INAN;NOM;FEM;PL	V;IND;SG;3;PST;FIN
операції	operationen	операція	operation	N;INAN;NOM;FEM;PL	V;NFIN
операції	geschäft	операція	schäfen	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
операції	buchung	операція	buchung	N;INAN;NOM;FEM;PL	N;FEM;SG
операції	transaktion	операція	transaktion	N;INAN;NOM;FEM;PL	ADJ
операції	transaktionen	операція	transaktionen	N;INAN;NOM;FEM;PL	V;NFIN
операції	buchungen	операція	buchingen	N;INAN;NOM;FEM;PL	V;NFIN
операції	transaktionen	операція	transaktionen	N;INAN;NOM;FEM;PL	V;NFIN
віці	alter	вік	alt	ADV	ADJ
віці	vici	вік	vici	ADV	PROPN;NOM;SG
музичні	musikalisches	музичний	musikalisch	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
музичні	musical	музичний	musical	ADJ;NOM;PL	
модель	vorbild	модель	vorbild	N;INAN;NOM;FEM;SG	ADJ
модель	model	модель	model	N;INAN;NOM;FEM;SG	
модель	modell	модель	modell	N;INAN;NOM;FEM;SG	ADJ
джерел	quellen	джерело	quell	N;INAN;GEN;NEUT;PL	V;NFIN
джерел	informationsquellen	джерело	informationsquell	N;INAN;GEN;NEUT;PL	V;NFIN
джерел	datenquellen	джерело	datenquell	N;INAN;GEN;NEUT;PL	V
джерел	entstehungsgeschichte	джерело	entstehungsgeschichte	N;INAN;GEN;NEUT;PL	ADJ;NOM;FEM;SG
джерел	ursprünge	джерело	ursprüngen	N;INAN;GEN;NEUT;PL	ADJ
джерел	ursprung	джерело	ursprung	N;INAN;GEN;NEUT;PL	ADV
джерел	herkunft	джерело	herkunft	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
факультет	fakultäten	факультет	fakultät	N;INAN;NOM;MASC;SG	N;PL
факультет	fachbereich	факультет	fachbereich	N;INAN;NOM;MASC;SG	
факультет	dozenten	факультет	dozent	N;INAN;NOM;MASC;SG	N;NOM;PL
керівництвом	vorgesetzten	керівництво	vorgesetzt	N;INAN;INS;NEUT;SG	V;IND;PL;3;FIN
керівництвом	vorgesetzter	керівництво	vorgesetzter	N;INAN;INS;NEUT;SG	ADJ
керівництвом	vorgesetzte	керівництво	vorgesetzt	N;INAN;INS;NEUT;SG	ADJ;NOM;FEM;SG
заклади	niederlassungen	заклад	niederlassingen	N;INAN;NOM;MASC;PL	V;NFIN
заклади	büro	заклад	büro	N;INAN;NOM;MASC;PL	
заклади	büroräume	заклад	büroräum	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
заклади	büros	заклад	büros	N;INAN;NOM;MASC;PL	
серія	reihe	серія	reih	N;INAN;NOM;FEM;SG	;SG
серія	zeitreihen	серія	zeitreihen	N;INAN;NOM;FEM;SG	V;NFIN
серія	baureihe	серія	baureihe	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
серія	reihen	серія	reih	N;INAN;NOM;FEM;SG	V;NFIN
риби	fisch	риба	fisch	N;ANIM;NOM;FEM;PL	
риби	fische	риба	fischen	N;ANIM;NOM;FEM;PL	
риби	meeresfrüchte	риба	meeresfrücht	N;ANIM;NOM;FEM;PL	
риби	fischen	риба	fischen	N;ANIM;NOM;FEM;PL	V;NFIN
риби	fisch	риба	fisch	N;ANIM;NOM;FEM;PL	
риби	fische	риба	fischen	N;ANIM;NOM;FEM;PL	
поки	till	поки	till	ADV	PROPN;SG
поки	während	поки	während	ADV	CONJ
поки	wiedersehen	поки	wiedersehen	ADV	V;NFIN
поки	bye	поки	bye	ADV	
поки	tschüss	поки	tschüssen	ADV	
поки	bis	поки	bis	ADV	ADP
останні	neuste	останній	neu	ADJ;NOM;PL	
останні	letzte	останній	letzt	ADJ;NOM;PL	ADJ;NOM;FEM;SG
спосіб	weise	спосіб	weis	N;INAN;NOM;MASC;SG	ADJ
спосіб	weg	спосіб	weg	N;INAN;NOM;MASC;SG	ADV
спосіб	way	спосіб	wey	N;INAN;NOM;MASC;SG	
мережі	vernetzung	мережа	vernetzung	N;INAN;NOM;FEM;PL	N;FEM;SG
мережі	netzwerk	мережа	netzwerk	N;INAN;NOM;FEM;PL	PROPN
мережі	netzwerken	мережа	netzwerken	N;INAN;NOM;FEM;PL	V;NFIN
мережі	netzwerke	мережа	netzwerk	N;INAN;NOM;FEM;PL	
мережі	netzwerk	мережа	netzwerk	N;INAN;NOM;FEM;PL	PROPN
мережі	netze	мережа	netz	N;INAN;NOM;FEM;PL	
мережі	netzwerke	мережа	netzwerk	N;INAN;NOM;FEM;PL	
мережі	netzwerken	мережа	netzwerken	N;INAN;NOM;FEM;PL	V;NFIN
мережі	netzwerk	мережа	netzwerk	N;INAN;NOM;FEM;PL	PROPN
мережі	streckennetz	мережа	streckennetz	N;INAN;NOM;FEM;PL	ADJ
мережі	netzwerke	мережа	netzwerk	N;INAN;NOM;FEM;PL	
мережі	netz	мережа	netz	N;INAN;NOM;FEM;PL	
союз	union	союз	union	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
союз	gewerkschaft	союз	gewerkschaft	N;INAN;NOM;MASC;SG	ADJ
союз	sojus	союз	sojus	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
головою	vorsitzende	голова	vorsitzend	N;INAN;INS;FEM;SG	ADJ;NOM;FEM;SG
головою	vorstandsvorsitzender	голова	vorstandsvorsitzender	N;INAN;INS;FEM;SG	ADJ
головою	präsident	голова	präsident	N;INAN;INS;FEM;SG	ADJ
головою	vorsitzender	голова	vorsitzend	N;INAN;INS;FEM;SG	ADJ
функції	funktion	функція	Funktion	N;INAN;NOM;FEM;PL	N;SG
функції	funktion	функція	Funktion	N;INAN;NOM;FEM;PL	N;SG
функції	funktionen	функція	funktionen	N;INAN;NOM;FEM;PL	V;NFIN
функції	funktionsumfang	функція	funktionsumfang	N;INAN;NOM;FEM;PL	ADJ
зробити	make	зробити	maken	V;PFV;NFIN	PROPN
визначення	definition	визначення	definition	N;INAN;NOM;NEUT;SG	ADJ
визначення	begriffsbestimmungen	визначення	begriffsbestimmung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
визначення	begriffsbestimmung	визначення	begriffsbestimmung	N;INAN;NOM;NEUT;SG	ADJ
визначення	definitionen	визначення	definition	N;INAN;NOM;NEUT;SG	V;NFIN
визначення	definition	визначення	definition	N;INAN;NOM;NEUT;SG	ADJ
визначення	begriffsbestimmungen	визначення	begriffsbestimmung	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
визначення	begriffsbestimmung	визначення	begriffsbestimmung	N;INAN;NOM;NEUT;SG	ADJ
визначення	definitionen	визначення	definition	N;INAN;NOM;NEUT;SG	V;NFIN
визначення	definition	визначення	definition	N;INAN;NOM;NEUT;SG	ADJ
визначення	festlegen	визначення	festlegen	N;INAN;NOM;NEUT;SG	V;NFIN
визначення	definieren	визначення	definieren	N;INAN;NOM;NEUT;SG	V;NFIN
тренер	trainer	тренер	Trainer	N;ANIM;NOM;MASC;SG	ADJ
тренер	kutsche	тренер	kutschen	N;ANIM;NOM;MASC;SG	
тренер	coach	тренер	coach	N;ANIM;NOM;MASC;SG	PROPN
військовий	militärische	військовий	militärisch	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
військовий	militärischen	військовий	militärisch	ADJ;NOM;MASC;SG	ADJ;ACC;SG
поновлення	fortsetzen	поновлення	fortsetzen	N;INAN;NOM;NEUT;SG	V;NFIN
поновлення	wiederaufnahme	поновлення	wiederaufnahme	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
сіл	dorf	сіль	dorf	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
сіл	dörfer	сіль	dörfern	N;INAN;GEN;FEM;PL	
сіл	ortschaften	сіль	ortschaften	N;INAN;GEN;FEM;PL	ADJ
сіл	versiegeln	сіль	versiegeln	N;INAN;GEN;FEM;PL	V;NFIN
сіл	dichtungen	сіль	dichtung	N;INAN;GEN;FEM;PL	V;NFIN
сіл	dichtung	сіль	dichtung	N;INAN;GEN;FEM;PL	
сіл	siegel	сіль	siegel	N;INAN;GEN;FEM;PL	
сіл	gütesiegel	сіль	gütesiegel	N;INAN;GEN;FEM;PL	ADJ;NOM
кожен	jedes	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;NEUT;SG
кожен	jeder	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
кожен	jeden	кожний	jed	DET;NOM;MASC;SG	PRO;ACC;INDF;MASC;SG
кожен	jede	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;FEM;SG
кожен	jedes	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;NEUT;SG
кожен	jeder	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
кожен	jedem	кожний	jed	DET;NOM;MASC;SG	PRO;DAT;INDF;MASC;SG
кожен	jeden	кожний	jed	DET;NOM;MASC;SG	PRO;ACC;INDF;MASC;SG
кожен	jede	кожний	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;FEM;SG
кубок	copa	кубок	copa	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
кубок	coupé	кубок	coupé	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
кубок	coupe	кубок	coupe	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
кубок	becher	кубок	becher	N;INAN;NOM;MASC;SG	
кубок	kelch	кубок	kelch	N;INAN;NOM;MASC;SG	
кубок	tasse	кубок	tassen	N;INAN;NOM;MASC;SG	
кубок	cup	кубок	cup	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
поширення	teilen	поширення	teilen	N;INAN;NOM;NEUT;SG	V;NFIN
поширення	sharing	поширення	sharing	N;INAN;NOM;NEUT;SG	
поширення	teile	поширення	teilen	N;INAN;NOM;NEUT;SG	ADV
поширення	teilen	поширення	teilen	N;INAN;NOM;NEUT;SG	V;NFIN
поширення	share	поширення	shar	N;INAN;NOM;NEUT;SG	
поширення	anteil	поширення	anteil	N;INAN;NOM;NEUT;SG	ADV
поширення	aktie	поширення	aktie	N;INAN;NOM;NEUT;SG	PROPN
поширення	anteile	поширення	anteilen	N;INAN;NOM;NEUT;SG	ADJ
поширення	aktien	поширення	akteinen	N;INAN;NOM;NEUT;SG	
поширення	verteilen	поширення	verteilen	N;INAN;NOM;NEUT;SG	V;NFIN
поширення	spread	поширення	spread	N;INAN;NOM;NEUT;SG	PROPN;SG
поширення	aussaat	поширення	ausseat	N;INAN;NOM;NEUT;SG	
нижче	unterhalb	нижче	unterhalb	ADV;CMPR	ADP
параметр	parametern	параметр	parametern	N;INAN;NOM;MASC;SG	V;NFIN
параметр	parameter	параметр	paramet	N;INAN;NOM;MASC;SG	ADJ
параметр	möglichkeit	параметр	möglichkeit	N;INAN;NOM;MASC;SG	ADJ
параметр	wahlmöglichkeit	параметр	wahlmöglichkeit	N;INAN;NOM;MASC;SG	ADJ
параметр	option	параметр	option	N;INAN;NOM;MASC;SG	
швидкість	geschwindigkeit	швидкість	geschwindigkeit	N;INAN;NOM;FEM;SG	ADJ
швидкість	satz	швидкість	satz	N;INAN;NOM;FEM;SG	
швидкість	steuersatz	швидкість	steuersatz	N;INAN;NOM;FEM;SG	ADJ
швидкість	geschwindigkeit	швидкість	geschwindigkeit	N;INAN;NOM;FEM;SG	ADJ
швидкість	drehzahl	швидкість	drehzahl	N;INAN;NOM;FEM;SG	ADJ
швидкість	schnelligkeit	швидкість	schnelligkeit	N;INAN;NOM;FEM;SG	ADJ
швидкість	speed	швидкість	speed	N;INAN;NOM;FEM;SG	
васильович	wassiljewitsch	васильовичнути	wassiljewitsch	PROPN;ANIM;NOM;MASC;SG	ADJ
незважаючи	dennoch	незважаючи	dennoch	V;IPFV;PRS;V.CVB	ADV
незважаючи	trotzdem	незважаючи	trotzdem	V;IPFV;PRS;V.CVB	ADV
незважаючи	gleichwohl	незважаючи	gleichwohl	V;IPFV;PRS;V.CVB	ADV
незважаючи	nichtsdestotrotz	незважаючи	nichtsdestotrotz	V;IPFV;PRS;V.CVB	ADV
незважаючи	trotz	незважаючи	trotz	V;IPFV;PRS;V.CVB	ADP
статистика	statistiken	статистикий	statistik	N;INAN;NOM;FEM;SG	V;NFIN
статистика	statistik	статистикий	statistik	N;INAN;NOM;FEM;SG	PROPN
статистика	statistiken	статистикий	statistik	N;INAN;NOM;FEM;SG	V;NFIN
статистика	statistik	статистикий	statistik	N;INAN;NOM;FEM;SG	PROPN
статистика	statistiken	статистикий	statistik	N;INAN;NOM;FEM;SG	V;NFIN
статистика	einsichten	статистикий	einsicht	N;INAN;NOM;FEM;SG	V;NFIN
статистика	einblicke	статистикий	einblick	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
статистика	einblick	статистикий	einblick	N;INAN;NOM;FEM;SG	PROPN
статистика	erkenntnisse	статистикий	erkenntnis	N;INAN;NOM;FEM;SG	V;IND;SG;3;FIN
залізниці	bahnen	залізниця	bahnen	N;INAN;NOM;FEM;PL	V;NFIN
залізниці	eisenbahn	залізниця	eisenbehnen	N;INAN;NOM;FEM;PL	
залізниці	eisenbahnverkehr	залізниця	eisenbahnverkehr	N;INAN;NOM;FEM;PL	ADJ
гори	berge	гора	bergen	N;INAN;NOM;FEM;PL	
гори	bergwelt	гора	bergwelen	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
верхня	oberen	верхній	ober	N;INAN;NOM;FEM;SG	ADJ;NOM;PL
верхня	oberer	верхній	ober	N;INAN;NOM;FEM;SG	ADJ
верхня	obere	верхній	ober	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
верхня	upper	верхній	upper	N;INAN;NOM;FEM;SG	
радянські	sowjet	радянський	sowjet	ADJ;NOM;PL	PROPN
радянські	sowjetunion	радянський	sowjetunion	ADJ;NOM;PL	PROPN;NOM;SG
радянські	sowjetischen	радянський	sowjetisch	ADJ;NOM;PL	ADJ;NOM;MASC;SG
мені	manny	я	manny	PRO;ANIM;DAT;SG;1	PROPN;NOM;SG
знак	zeichen	знак	zeichen	N;INAN;NOM;MASC;SG	V;NFIN
знак	unterschreiben	знак	unterschreiben	N;INAN;NOM;MASC;SG	V;NFIN
знак	unterzeichnen	знак	unterzeichnen	N;INAN;NOM;MASC;SG	V;NFIN
охорони	wärter	охорона	wärt	N;INAN;GEN;FEM;SG	
охорони	wächter	охорона	wacht	N;INAN;GEN;FEM;SG	ADJ
охорони	wachen	охорона	wachen	N;INAN;GEN;FEM;SG	V;NFIN
охорони	bewachung	охорона	bewachung	N;INAN;GEN;FEM;SG	
охорони	konservierung	охорона	konservierung	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
охорони	naturschutz	охорона	naturschutz	N;INAN;GEN;FEM;SG	ADJ
охорони	umweltschutz	охорона	umweltschutz	N;INAN;GEN;FEM;SG	ADJ
військові	militärischen	військовий	militärisch	ADJ;NOM;PL	ADJ;ACC;SG
корпус	corpus	корпус	corpus	N;INAN;NOM;MASC;SG	
корпус	corps	корпус	corps	N;INAN;NOM;MASC;SG	
корпус	korps	корпус	korps	N;INAN;NOM;MASC;SG	
боротьби	kämpfen	боротьба	kämpfen	N;INAN;GEN;FEM;PL	V;NFIN
боротьби	kampf	боротьба	kampfen	N;INAN;GEN;FEM;PL	N;SG
боротьби	tilgung	боротьба	tilgung	N;INAN;GEN;FEM;PL	N;SG
боротьби	ausrottung	боротьба	ausrottung	N;INAN;GEN;FEM;PL	N;FEM;SG
боротьби	beseitigung	боротьба	Beseitigung	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG
колишній	ehemaligen	колишній	ehemalig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
колишній	ehemalige	колишній	ehemalig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
колишній	frühere	колишній	früh	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
завдання	job	завдання	jeben	N;INAN;NOM;NEUT;SG	
завдання	aufgabenbereich	завдання	aufgabenbereich	N;INAN;NOM;NEUT;SG	ADJ
завдання	aufgaben	завдання	aufgeben	N;INAN;NOM;NEUT;SG	V;NFIN
завдання	jobs	завдання	jobs	N;INAN;NOM;NEUT;SG	
завдання	arbeitsplätze	завдання	arbeitsplatz	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
відміну	entgegengesetzt	відміна	entgegensetzen	N;INAN;ACC;FEM;SG	ADJ;V.PTCP
відміну	gegenteil	відміна	Gegenteil	N;INAN;ACC;FEM;SG	ADV
