leonor	eleonora	leonor	eleonor	N;FEM;SG	PROPN;NOM;FEM;SG;POS
delegado	pověřený	delegado	pověřený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
amadores	amatérský	amadores	amatérský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
amadores	amatérské	amadores	amatérský	N;MASC;PL	ADJ;NOM;NEUT;PL;POS
amadores	amatér	amadores	amatér	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
protecção	ochranný	protecção	ochranný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
protecção	ochranná	protecção	ochranný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
jogado	hrála	jogar	hrát	V;MASC;SG;V.PTCP	V;POS;PST;V.PTCP;ACT
jogado	hráli	jogar	hrát	V;MASC;SG;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
transferida	převedeny	transferir	převedený	V;FEM;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
transferida	přeložen	transferir	přeložený	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
transferida	převedené	transferir	převedený	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
pérez	perez	pérez	perez	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
pérez	pérez	pérez	pérez	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
next	další	next	další	N;MASC;SG	ADJ;NOM;MASC;SG;POS
next	dále	next	dále	N;MASC;SG	ADV
leves	lehké	leve	lehký	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
montevidéu	montevideo	montevidér	montevideo	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
margaret	margaret	margaret	margareta	N;FEM;SG	PROPN;NOM;FEM;SG;POS
standard	standardní	standard	standardní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
adolf	adolf	adolf	adolf	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
seattle	seattle	seattle	seattle	N;MASC;SG	PROPN;NOM;MASC;SG;POS
seattle	seattlu	seattle	seattlum	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
aaron	aaron	aaron	aaron	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
preparado	připraven	preparar	připravený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
preparado	připravena	preparar	připravený	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
preparado	připraveno	preparar	připravený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
preparado	připravené	preparar	připravený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
preparado	připraveno	preparar	připravený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
chamando	volání	chamar	volání	V;V.MSDR	N;NOM;NEUT;SG;POS
servido	podávaný	servido	podávaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
servido	podávaná	servido	podávaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
servido	podávané	servido	podávaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS
bass	bass	bass	bass	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
bass	basy	bass	basa	N;MASC;SG	N;NOM;FEM;PL;POS
receitas	příjem	receita	příjem	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
receitas	příjem	receita	příjem	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
pioneiros	pioneer	pioneiro	pioneer	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
complexa	komplex	complexo	komplex	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
formações	školení	formação	školení	N;FEM;PL	N;NOM;NEUT;SG;POS
formações	formace	formação	formace	N;FEM;PL	N;NOM;FEM;SG;POS
exportação	exportovat	exportação	exportovat	N;FEM;SG	V;IPFV;POS;NFIN
incluídos	zahrnut	incluir	zahrnutý	V;MASC;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
incluídos	zahrnuty	incluir	zahrnutý	V;MASC;PL;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
incluídos	včetně	incluir	včetně	V;MASC;PL;V.PTCP	ADP;GEN
incluídos	zahrnuto	incluir	zahrnutý	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
incluídos	zahrnuté	incluir	zahrnutý	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
simpson	simpsonová	simpson	simpsonový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
simpson	simpson	simpson	simpson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
forever	navždy	forever	navždy	N;MASC;SG	ADV
forever	navěky	forever	navěky	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
duff	duff	duff	duff	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
restauro	obnovit	restauro	obnovit	N;MASC;SG	V;PFV;POS;NFIN
frederick	frederick	frederick	frederick	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
milan	milan	milan	milan	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
milan	milán	milan	milán	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ocupando	okupační	ocupar	okupační	V;V.MSDR	ADJ;NOM;MASC;SG;POS
temporariamente	dočasné	temporariamente	dočasný	ADV	ADJ;NOM;NEUT;SG;POS
temporariamente	dočasná	temporariamente	dočasný	ADV	ADJ;NOM;FEM;SG;POS
temporariamente	dočasný	temporariamente	dočasný	ADV	ADJ;INAN;NOM;MASC;SG;POS
avançado	pokročilý	avançar	pokročilý	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
avançado	vyspělá	avançar	vyspělý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
avançado	pokročilé	avançar	pokročilý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
avançado	pokročilá	avançar	pokročilý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
incluídas	zahrnut	incluir	zahrnutý	V;FEM;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
incluídas	zahrnuty	incluir	zahrnutý	V;FEM;PL;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
incluídas	včetně	incluir	včetně	V;FEM;PL;V.PTCP	ADP;GEN
incluídas	zahrnuto	incluir	zahrnutý	V;FEM;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
incluídas	zahrnuté	incluir	zahrnutý	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
joinville	joinville	joinville	joinville	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
islândia	island	islândia	island	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
saindo	odchod	sair	odchod	V;V.MSDR	N;INAN;NOM;MASC;SG;POS
saindo	odchodu	sair	odchod	V;V.MSDR	N;INAN;GEN;MASC;SG;POS
haiti	haiti	haitir	hait	N;MASC;SG	PROPN;NEUT;POS
mágica	magic	mágico	magic	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
mágica	čáry	mágico	čára	N;FEM;SG	N;NOM;FEM;PL;POS
mágica	kouzelné	mágico	kouzelný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
mágica	kouzelná	mágico	kouzelný	N;FEM;SG	ADJ;NOM;FEM;SG;POS
mágica	magický	mágico	magický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
mágica	kouzelný	mágico	kouzelný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
mágica	magické	mágico	magický	N;FEM;SG	ADJ;NOM;MASC;PL;POS
mágica	kouzelné	mágico	kouzelný	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
oitavas	oktáv	oitavo	oktáv	N;FEM;PL	N;NOM;MASC;SG;POS
seul	soulu	seul	soul	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
seul	soul	seul	soul	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
dever	povinnosti	dever	povinnost	N;MASC;SG	N;NOM;FEM;PL;POS
stade	stade	stade	stát	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
pimenta	pepper	pimenta	pepper	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
adicionado	přidáno	adicionar	přidaný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
adicionado	přidána	adicionar	přidaný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
adicionado	přidané	adicionar	přidaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
adicionado	přidán	adicionar	přidaný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
adicionado	přidány	adicionar	přidaný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
discovery	discovery	discovery	discovery	N;MASC;SG	PROPN;FEM;POS
lutando	boj	lutar	boj	V;V.MSDR	N;INAN;NOM;MASC;SG;POS
lutando	boje	lutar	boj	V;V.MSDR	N;INAN;NOM;MASC;PL;POS
alpha	alpha	alpha	alpha	N;MASC;SG	PROPN;NOM;MASC;SG;POS
alpha	alfa	alpha	alfa	N;MASC;SG	PROPN;NOM;FEM;SG;POS
chelsea	chelsea	chelsea	chelsea	N;MASC;SG	PROPN;FEM;POS
hero	hero	hero	hero	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
uniformes	uniforma	uniforme	uniforma	N;MASC;PL	N;NOM;FEM;SG;POS
uniformes	uniformu	uniforme	uniforma	N;MASC;PL	N;ACC;FEM;SG;POS
junção	sloučit	junção	sloučit	N;FEM;SG	V;PFV;POS;NFIN
norueguês	norské	norueguês	norský	N;MASC;SG	ADJ;NOM;MASC;PL;POS
norueguês	norský	norueguês	norský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
teen	teen	teen	teen	N;MASC;SG	PROPN;NOM;MASC;SG;POS
compacto	kompaktní	compacto	kompaktní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
hermann	hermann	hermann	hermann	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sérvio	srbské	sérvio	srbský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
dilma	rousseffová	dilma	rousseffový	N;FEM;SG	ADJ;NOM;FEM;SG;POS
vendida	prodané	vender	prodaný	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
vendida	prodán	vender	prodaný	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
vendida	prodáno	vender	prodaný	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
claudia	claudia	claudia	claudium	N;FEM;SG	PROPN;NOM;FEM;SG;POS
tendências	trend	tendência	trend	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
tendências	tendence	tendência	tendence	N;FEM;PL	N;NOM;FEM;SG;POS
bang	bang	bang	banga	N;MASC;SG	PROPN;NOM;MASC;SG;POS
tomadas	přijata	tomar	přijatý	V;FEM;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
tomadas	přijatá	tomar	přijatý	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
relativo	příbuzná	relativo	příbuzná	ADJ;MASC;SG	N;NOM;FEM;SG;POS
relativo	relativně	relativo	relativně	ADJ;MASC;SG	ADV;POS
relativo	příbuzný	relativo	příbuzný	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG;POS
planície	prosté	planície	prostý	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
planície	prostá	planície	prostý	N;FEM;SG	ADJ;NOM;FEM;SG;POS
planície	prostý	planície	prostý	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
planície	roviny	planície	rovina	N;FEM;SG	N;NOM;FEM;PL;POS
planície	pláně	planície	pláň	N;FEM;SG	N;NOM;FEM;PL;POS
pilares	sloup	pilar	sloup	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
pilares	pilíř	pilar	pilíř	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
chuck	chuck	chuck	chuck	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
canhões	dělo	canhão	dít	N;MASC;PL	V;NEUT;SG;POS;PST;V.PTCP;ACT
canhões	kanón	canhão	kanón	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
canhões	děla	canhão	dělo	N;MASC;PL	N;NOM;FEM;SG;POS
canhões	děla	canhão	dělo	N;MASC;PL	N;NOM;FEM;SG;POS
voar	moucha	voar	moucha	V;NFIN	N;NOM;FEM;SG;POS
voar	leť	voar	leť	V;NFIN	INTJ
voar	létání	voar	létání	V;NFIN	N;NOM;NEUT;SG;POS
voar	létající	voar	létající	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
voar	lítání	voar	lítání	V;NFIN	N;NOM;NEUT;SG;POS
empire	empire	empire	empire	N;MASC;SG	PROPN;MASC;SG;POS
dieta	dietní	dieta	dietní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
mercury	mercury	mercury	mercura	N;MASC;SG	N;NOM;FEM;PL;POS
logística	logistiky	logístico	logistika	N;FEM;SG	N;NOM;FEM;PL;POS
logística	logistické	logístico	logistický	N;FEM;SG	ADJ;NOM;MASC;SG;POS
bósnia	bosenské	bósnia	bosenský	N;FEM;SG	ADJ;NOM;MASC;PL;POS
bósnia	bosně	bósnia	bosna	N;FEM;SG	PROPN;DAT;FEM;SG;POS
bósnia	bosna	bósnia	bosna	N;FEM;SG	PROPN;NOM;FEM;SG;POS
garantiu	zajištěno	garantir	zajištěný	V;IND;SG;3;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
atrair	přilákání	atrair	přilákání	V;NFIN	N;NOM;NEUT;SG;POS
ataca	útoky	atacar	útok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL;POS
subir	stoupání	subir	stoupání	V;NFIN	N;NOM;NEUT;SG;POS
operacionais	operační	operacional	operační	N;MASC;PL	ADJ;NOM;MASC;SG;POS
operacionais	operativní	operacional	operativní	N;MASC;PL	ADJ;NOM;MASC;SG;POS
operacionais	provozní	operacional	provozní	N;MASC;PL	ADJ;NOM;MASC;SG;POS
piedade	skoda	piedade	skoda	N;FEM;SG	PROPN;NOM;FEM;SG;POS
mortais	smrtelný	mortal	smrtelný	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
mortais	smrtelník	mortal	smrtelník	N;MASC;PL	N;ANIM;NOM;MASC;SG;POS
mortais	smrtelné	mortal	smrtelný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS
mortais	smrtelná	mortal	smrtelný	N;MASC;PL	ADJ;NOM;FEM;SG;POS
lituânia	litevské	lituânia	litevský	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
lituânia	lotyšsko	lituânia	lotyšský	N;FEM;SG	PROPN;NOM;NEUT;SG;POS
lituânia	litva	lituânia	litva	N;FEM;SG	PROPN;NOM;FEM;SG;POS
apaixonado	vášnivá	apaixonar	vášnivý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
apaixonado	vášnivé	apaixonar	vášnivý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
apaixonado	vášnivý	apaixonar	vášnivý	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
romântica	romantika	romântico	romantik	ADJ;FEM;SG	N;NOM;FEM;SG;POS
romântica	romantik	romântico	romantik	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG;POS
terço	růženec	terço	růženec	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
substituto	nahradit	substituto	nahradit	N;MASC;SG	V;PFV;POS;NFIN
substituto	náhradní	substituto	náhradní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
palatinado	falcko	palatinar	falcko	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
holland	holandsko	holland	holandský	N;MASC;SG	ADJ;POS
escura	dark	escuro	dark	ADJ;FEM;SG	N;INAN;NOM;MASC;SG;POS
escura	temné	escuro	temný	ADJ;FEM;SG	ADJ;NOM;MASC;PL;POS
escura	tmavě	escuro	tmavě	ADJ;FEM;SG	ADV;POS
simone	simone	simone	simone	N;FEM;SG	PROPN;NOM;FEM;SG;POS
elena	elena	elenar	elena	N;FEM;SG	PROPN;NOM;FEM;SG;POS
competência	kompetence	competência	kompetence	N;FEM;SG	N;NOM;FEM;PL;POS
competência	kompetence	competência	kompetence	N;FEM;SG	N;NOM;FEM;PL;POS
talentos	talent	talento	talent	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
talentos	nadání	talento	nadání	N;MASC;PL	N;NOM;NEUT;SG;POS
talentos	talentu	talento	talent	N;MASC;PL	N;INAN;GEN;MASC;SG;POS
talentos	talent	talento	talent	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
talentos	nadání	talento	nadání	N;MASC;PL	N;NOM;NEUT;SG;POS
grey	šedá	grey	šedý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
grey	grey	grey	grey	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
grey	šedé	grey	šedý	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
grey	greyová	grey	greyový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
grey	šedý	grey	šedý	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
grey	šedivý	grey	šedivý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
igor	igor	igor	igor	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
noel	noel	noel	noel	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
boêmia	bohemia	boêmia	bohemie	N;FEM;SG	PROPN;FEM;POS
boêmia	čechy	boêmia	čechy	N;FEM;SG	PROPN;ANIM;NOM;MASC;PL;POS
boêmia	čech	boêmia	Čechy	N;FEM;SG	PROPN;NOM;FEM;PL;POS
bizantina	byzantský	bizantina	byzantský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
cúpula	dome	cúpula	dome	N;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
cruzamento	křižovatky	cruzamento	křižovatka	N;MASC;SG	N;NOM;FEM;PL;POS
sono	ospalá	sono	ospalý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
sono	spi	sono	sp	N;MASC;SG	PROPN;FEM;SG;POS
sono	spát	sono	spát	N;MASC;SG	V;POS;NFIN
spears	spears	spear	spears	N;MASC;SG	PROPN;FEM;SG;POS
hughes	hughes	hughe	hughes	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
sts	sts	ste	stssísko	N;MASC;SG	PROPN;FEM;POS
algodão	bavlny	algodão	bavlna	N;MASC;SG	N;NOM;FEM;PL;POS
algodão	bavlněné	algodão	bavlněný	N;MASC;SG	ADJ;NOM;MASC;SG;POS
obtida	získaná	obter	získaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
obtida	získáno	obter	získaný	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
obtida	získané	obter	získaný	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
obtida	získána	obter	získaný	V;FEM;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
obtida	získán	obter	získaný	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
sets	nastavuje	set	nastavovat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
duro	těžce	duro	těžce	ADJ;MASC;SG	ADV;POS
duro	tvrdě	duro	tvrdě	ADJ;MASC;SG	ADV
subtropical	subtropické	subtropical	subtropický	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
alabama	alabamě	alabama	alabamě	N;MASC;SG	PROPN;DAT;FEM;SG;POS
desenvolvidas	rozvinutých	desenvolver	rozvinutý	V;FEM;PL;V.PTCP	ADJ;GEN;MASC;PL;POS
desenvolvidas	rozvinuté	desenvolver	rozvinutý	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
desenvolvidas	vyvinutá	desenvolver	vyvinutý	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
desenvolvidas	vyvinut	desenvolver	vyvinutý	V;FEM;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
desenvolvidas	vyvinuté	desenvolver	vyvinutý	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;PL;POS
desenvolvidas	vyvinutý	desenvolver	vyvinutý	V;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
parlamentares	parlamentní	parlamentar	parlamentní	N;MASC;PL	ADJ;NOM;MASC;SG;POS
lucro	zisky	lucro	zisk	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
cama	postele	cama	postel	N;FEM;SG	N;NOM;FEM;PL;POS
nona	nono	nona	nono	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
nona	devátý	nona	devátý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
nona	devátá	nona	devátý	N;FEM;SG	ADJ;NOM;FEM;SG
nona	deváté	nona	devátý	N;FEM;SG	ADJ;NOM;MASC;SG
beat	porazit	beat	porazit	N;MASC;SG	V;PFV;POS;NFIN
betty	betty	betty	betta	N;FEM;SG	PROPN;FEM;SG;POS
neerlandês	nizozemský	neerlandês	nizozemský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
neerlandês	dutch	neerlandês	dut	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
estrangeira	zahraniční	estrangeiro	zahraniční	N;FEM;SG	ADJ;NOM;MASC;SG;POS
estrangeira	cizí	estrangeiro	cizí	N;FEM;SG	ADJ;NOM;MASC;SG;POS
sri	srí	sri	srůj	N;MASC;SG	PROPN;NOM;MASC;SG;POS
abel	abel	abel	abel	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
provisório	prozatímní	provisório	prozatímní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
provisório	prozatímního	provisório	prozatímní	N;MASC;SG	ADJ;ANIM;GEN;MASC;SG;POS
provisório	prozatímní	provisório	prozatímní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
provisório	provizorní	provisório	provizorní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
condes	počítá	conde	počítat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
htm	htm	hôm	hen	N;MASC;SG	PROPN;MASC;POS
derrotados	poražen	derrotar	poražený	V;MASC;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
derrotados	poražený	derrotar	poražený	V;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
derrotados	poraženi	derrotar	poražený	V;MASC;PL;V.PTCP	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
cameron	cameron	cameron	cameron	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
cameron	cameronová	cameron	cameronový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
treinar	vlakem	treinar	vlak	V;NFIN	N;INAN;INS;MASC;SG;POS
treinar	vláček	treinar	vláček	V;NFIN	N;INAN;NOM;MASC;SG;POS
treinar	vlak	treinar	vlak	V;NFIN	N;INAN;NOM;MASC;SG;POS
treinar	vlaku	treinar	vlak	V;NFIN	N;INAN;GEN;MASC;SG;POS
aurélio	aurelio	aurélio	aurelio	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
inscrições	registrace	inscrição	registrace	N;FEM;PL	N;NOM;FEM;SG;POS
inscrições	registrace	inscrição	registrace	N;FEM;PL	N;NOM;FEM;SG;POS
inscrições	zápis	inscrição	zápis	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
inscrições	registraci	inscrição	registrace	N;FEM;PL	N;ACC;FEM;SG;POS
most	nejvíc	most	hodně	N;MASC;SG	ADV;RL;POS
most	nejvíce	most	hodně	N;MASC;SG	ADV;RL;POS
alejandro	alejandro	alejandro	alejandro	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
cerveja	pivní	cerveja	pivní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
bravo	statečná	bravo	statečný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
bravo	statečné	bravo	statečný	N;MASC;SG	ADJ;NOM;MASC;PL;POS
bravo	statečný	bravo	statečný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
italia	italia	italiar	italia	N;FEM;SG	PROPN;NOM;FEM;SG;POS
pes	esp	pes	esp	N;MASC;SG	PROPN;NOM;MASC;SG;POS
wisconsin	wisconsinu	wisconsin	wisconsin	N;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
guadalajara	guadalajara	guadalajar	guadalajar	N;MASC;SG	PROPN;NOM;FEM;SG;POS
campina	louky	campina	louka	N;FEM;SG	N;NOM;FEM;PL;POS
adotada	přijato	adotar	přijatý	V;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
adotada	přijata	adotar	přijatý	V;FEM;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
adotada	přijat	adotar	přijatý	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
adotada	přijatá	adotar	přijatý	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
dadas	dáno	dar	daný	V;FEM;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
dadas	dána	dar	daný	V;FEM;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
friends	přátelé	friend	přítel	N;MASC;SG	N;ANIM;NOM;MASC;PL;POS
friends	přátel	friend	přítel	N;MASC;SG	N;ANIM;GEN;MASC;PL;POS
friends	kamarádi	friend	kamarád	N;MASC;SG	N;ANIM;NOM;MASC;PL;POS
friends	přátele	friend	přítel	N;MASC;SG	N;ANIM;ACC;MASC;PL;POS
friends	přáteli	friend	přítel	N;MASC;SG	N;ANIM;INS;MASC;PL;POS
traição	zrady	traição	zrada	N;FEM;SG	N;NOM;FEM;PL;POS
traição	zrady	traição	zrada	N;FEM;SG	N;NOM;FEM;PL;POS
apagado	vymazán	apagar	vymazaný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
apagado	vymazány	apagar	vymazaný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
vigário	faráři	vigário	farář	N;MASC;SG	N;ANIM;NOM;MASC;PL;POS
adquirida	získané	adquirir	získaný	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
adquirida	získaná	adquirir	získaný	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
adquirida	získán	adquirir	získaný	V;FEM;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
adquirida	získány	adquirir	získaný	V;FEM;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
adquirida	získána	adquirir	získaný	V;FEM;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
poderosos	mocná	poderoso	mocný	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
poderosos	mocný	poderoso	mocný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
fictício	fiktivní	fictício	fiktivní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
fictício	fiktivní	fictício	fiktivní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
exposto	vystaveno	expor	vystavený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
