apg	apg	apg	apg		N;INDF;MASC;SG
połączony	conectata	połączyć	conectata	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
kraina	terenuri	kraina	teren	N;NOM;FEM;SG	N;INDF;FEM;PL
kraina	pamant	kraina	pamant	N;NOM;FEM;SG	
szeregi	randurile	szereg	rand	N;ACC;MASC;SG	N;DEF;FEM;PL
szeregi	serie	szereg	serie	N;ACC;MASC;SG	N;INDF;FEM;SG
szeregi	serii	szereg	serie	N;ACC;MASC;SG	N;INDF;FEM;PL
szeregi	seria	szereg	serie	N;ACC;MASC;SG	N;DEF;FEM;SG
potrzebny	nevoie	potrzebny	nevoie	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
potrzebny	nevoie	potrzebny	nevoie	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
mig	mig	mig	mig		N;INDF;MASC;SG
oryginalna	originala	oryginalny	original	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
oryginalna	originale	oryginalny	original	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
oryginalna	originala	oryginalny	original	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
kanały	canalele	kanał	canalel	N;NOM;MASC;PL	N;DEF;FEM;PL
kanały	canal	kanał	canal	N;NOM;MASC;PL	N;INDF;MASC;SG
kanały	canalul	kanał	canal	N;NOM;MASC;PL	N;DEF;MASC;SG
kanały	channel	kanał	channel	N;NOM;MASC;PL	N;INDF;MASC;SG
konklawe	conclav	konklawy	conclav	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
boczny	lateral	boczny	lateral	ADJ;NOM;MASC;SG	ADV
boczny	laterala	boczny	lateral	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
zoo	zoo	zoo	zoo		N;INDF;MASC;SG
pokryta	acoperita	pokryć	acoperit	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
pokryta	acoperite	pokryć	acoperit	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
turner	turner	turner	turner		PROPN
ambasady	ambasade	ambasada	ambasad	N;GEN;FEM;SG	N;INDF;FEM;PL
ambasady	ambasadei	ambasada	ambasadă	N;GEN;FEM;SG	N;DEF;FEM;SG
ambasady	ambasada	ambasada	ambasadă	N;GEN;FEM;SG	N;DEF;FEM;SG
ambasady	ambasada	ambasada	ambasadă	N;GEN;FEM;SG	N;DEF;FEM;SG
jefferson	jefferson	jefferson	jefferson	PROPN;NOM;MASC;SG	PROPN
spartak	spartak	spartak	spartak		PROPN
partner	partenere	partner	partenere	N;NOM;MASC;SG	ADJ;INDF;FEM;PL
partner	partenera	partner	parteneră	N;NOM;MASC;SG	N;DEF;FEM;SG
partner	partenerul	partner	partener	N;NOM;MASC;SG	N;DEF;MASC;SG
partner	afiliat	partner	afilia	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
transmisji	transmitere	transmisja	transmitere	N;GEN;FEM;SG	N;INDF;FEM;SG
transmisji	transmisie	transmisja	transmisie	N;GEN;FEM;SG	N;INDF;FEM;SG
transmisji	transmiterea	transmisja	transmitere	N;GEN;FEM;SG	N;DEF;FEM;SG
transmisji	transmisiune	transmisja	transmisiune	N;GEN;FEM;SG	N;INDF;FEM;SG
transmisji	difuzat	transmisja	difuza	N;GEN;FEM;SG	ADJ;INDF;MASC;SG
transmisji	transmisie	transmisja	transmisie	N;GEN;FEM;SG	N;INDF;FEM;SG
transmisji	transmisiune	transmisja	transmisiune	N;GEN;FEM;SG	N;INDF;FEM;SG
transmisji	difuzare	transmisja	difuzare	N;GEN;FEM;SG	N;INDF;FEM;SG
teodora	teodora	teodor	teodora		N;DEF;FEM;SG
teodora	theodora	teodor	theodora		N;DEF;FEM;SG
właściciele	proprietarii	właściciel	proprietar	N;NOM;MASC;PL	N;DEF;MASC;PL
właściciele	proprietarilor	właściciel	proprietar	N;NOM;MASC;PL	N;DEF;MASC;PL
albrecht	albrecht	albrecht	albrecht	PROPN;NOM;MASC;SG	PROPN
kolonie	colonii	kolonie	colonie	N;NOM;FEM;SG	N;INDF;FEM;PL
kolonie	coloniile	kolonie	colonie	N;NOM;FEM;SG	N;DEF;FEM;PL
joão	joão	joão	joão	PROPN;NOM;MASC;SG	PROPN
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	PROPN
wygrana	castiga	wygrać	castiga	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
wygrana	victorie	wygrać	victorie	N;NOM;FEM;SG	N;INDF;FEM;SG
wygrana	castiga	wygrać	castiga	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
wygrana	castigatoare	wygrać	castigatoare	N;NOM;FEM;SG	ADJ;INDF;FEM
regulamin	regulamentul	regulamin	regulament	N;ACC;MASC;SG	N;DEF;MASC;SG
regulamin	reglementare	regulamin	reglementare	N;ACC;MASC;SG	N;INDF;FEM;SG
regulamin	reglementarea	regulamin	reglementare	N;ACC;MASC;SG	N;DEF;FEM;SG
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	PROPN
flotylli	flotilei	flotylla	flotilă	N;GEN;FEM;SG	N;DEF;FEM;SG
wenecja	venetia	wenecja	venetia	N;NOM;FEM;SG	N;DEF;FEM;SG
wenecja	venetia	wenecja	venetia	N;NOM;FEM;SG	N;DEF;FEM;SG
wenecja	venetia	wenecja	venetia	N;NOM;FEM;SG	N;DEF;FEM;SG
idee	ideile	idee	idee	N;NOM;MASC;PL	N;DEF;FEM;PL
wynalazca	inventatorul	wynalazca	inventator	N;NOM;MASC;SG	N;DEF;MASC;SG
bei	bei	być	bea		V;IND;SG;2;PRS;FIN
skarb	pretios	skarb	pretios	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
skarb	pretios	skarb	pretios	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
skarb	pretioase	skarb	pretios	N;ACC;MASC;SG	ADJ;INDF;FEM;PL
skarb	comoara	skarb	comoară	N;ACC;MASC;SG	N;DEF;FEM;SG
skarb	comoara	skarb	comoară	N;ACC;MASC;SG	N;DEF;FEM;SG
skarb	comori	skarb	comori	N;ACC;MASC;SG	N;INDF;FEM;PL
ogrody	gradinile	ogród	gradină	N;NOM;MASC;PL	N;DEF;FEM;PL
ogrody	gardens	ogród	gardens	N;NOM;MASC;PL	N;INDF;MASC;SG
prokurator	procurorul	prokurator	procuror	N;NOM;MASC;SG	N;DEF;MASC;SG
pamiętnik	jurnalul	pamiętnik	jurnal	N;ACC;MASC;SG	N;DEF;MASC;SG
pamiętnik	jurnalul	pamiętnik	jurnal	N;ACC;MASC;SG	N;DEF;MASC;SG
stawu	balta	staw	baltă	N;GEN;MASC;SG	N;DEF;FEM;SG
stawu	iazul	staw	iaz	N;GEN;MASC;SG	N;DEF;MASC;SG
przewodnictwem	presedintia	przewodnictwo	presedintie	N;INS;NEUT;SG	N;DEF;FEM;SG
prawdopodobne	probabila	prawdopodobny	probabil	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
procedury	procedurile	procedura	procedură	N;ACC;FEM;PL	N;DEF;FEM;PL
procedury	procedura	procedura	procedură	N;ACC;FEM;PL	N;DEF;FEM;SG
procedury	procedura	procedura	procedură	N;ACC;FEM;PL	N;DEF;FEM;SG
disco	discoteca	disco	discotecă		N;DEF;FEM;SG
disco	discoteca	disco	discotecă		N;DEF;FEM;SG
disco	disco	disco	disco		N;INDF;MASC;SG
sumę	sum	suma	sum	N;ACC;FEM;SG	
sumę	suma	suma	sumă	N;ACC;FEM;SG	N;DEF;FEM;SG
sumę	suma	suma	sumă	N;ACC;FEM;SG	N;DEF;FEM;SG
uczestniczyło	participat	uczestniczyć	participa	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
prawny	juridice	prawny	juridic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
prawny	legale	prawny	legal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
prawny	legala	prawny	legală	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
cząsteczki	particulele	cząsteczka	particulă	N;NOM;FEM;PL	N;DEF;FEM;PL
cząsteczki	moleculele	cząsteczka	moleculă	N;NOM;FEM;PL	N;DEF;FEM;PL
cząsteczki	particula	cząsteczka	particulă	N;NOM;FEM;PL	N;DEF;FEM;SG
cząsteczki	particula	cząsteczka	particulă	N;NOM;FEM;PL	N;DEF;FEM;SG
fair	echitabil	fair	echitabil		ADJ;INDF;MASC;SG
fair	fair	fair	fair		N;INDF;MASC;SG
fair	corect	fair	corect		ADV
czysto	clar	czysto	clar		ADV
czysto	limpede	czysto	limpede		ADV
urzędy	birourile	urząd	birou	N;NOM;MASC;PL	N;DEF;FEM;PL
plemiona	triburile	plemię	trib	N;NOM;NEUT;SG	N;DEF;FEM;PL
plemiona	triburi	plemię	trib	N;NOM;NEUT;SG	N;INDF;FEM;PL
nadzwyczajny	extraordinara	nadzwyczajny	extraordinar	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
nadzwyczajny	extraordinar	nadzwyczajny	extraordinar	ADJ;NOM;MASC;SG	ADV
nadzwyczajny	extraordinara	nadzwyczajny	extraordinar	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
nadzwyczajny	extraordinare	nadzwyczajny	extraordinar	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
linda	linda	linda	lindă	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
musical	muzical	musical	muzical	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
zawodowo	profesional	zawodowo	profesional	ADV	ADJ;INDF;MASC;SG
virginia	virginia	virginia	virginie		N;DEF;FEM;SG
mistrzowie	masterat	mistrz	masterat	N;NOM;MASC;PL	N;INDF;MASC;SG
mistrzowie	masters	mistrz	masters	N;NOM;MASC;PL	N;INDF;MASC;SG
mistrzowie	stapani	mistrz	stapan	N;NOM;MASC;PL	
mistrzowie	stapanii	mistrz	stapan	N;NOM;MASC;PL	N;DEF;MASC;PL
mistrzowie	campionii	mistrz	campion	N;NOM;MASC;PL	N;DEF;MASC;PL
mistrzowie	campionilor	mistrz	campion	N;NOM;MASC;PL	N;DEF;MASC;PL
drewno	lemnul	drewno	lemn	N;NOM;NEUT;SG	N;DEF;MASC;SG
drewno	wood	drewno	wood	N;NOM;NEUT;SG	PROPN
drewno	lemne	drewno	lemn	N;NOM;NEUT;SG	N;INDF;FEM;PL
drewno	cherestea	drewno	chereste	N;NOM;NEUT;SG	N;DEF;FEM;SG
salvador	salvador	salvador	salvador	PROPN;NOM;MASC;SG	PROPN
dąbrówka	dąbrówka	dąbrówka	dąbrówka	N;NOM;FEM;SG	
islam	islamul	islam	islam	N;NOM;MASC;SG	N;DEF;MASC;SG
islam	islamului	islam	islam	N;NOM;MASC;SG	N;DEF;MASC;SG
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	PROPN
prasa	presa	prasa	presă	N;NOM;FEM;SG	N;DEF;FEM;SG
prasa	apasa	prasa	apasa	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
prasa	apasati	prasa	apasa	N;NOM;FEM;SG	V;IND;SG;2;FIN
prasa	apasa	prasa	apasa	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
łańcuch	string	łańcuch	stringe	N;NOM;MASC;SG	
łańcuch	sir	łańcuch	sir	N;NOM;MASC;SG	
łańcuch	lantul	łańcuch	lant	N;NOM;MASC;SG	N;DEF;MASC;SG
grubość	grosimea	grubość	grosime	N;NOM;FEM;SG	N;DEF;FEM;SG
grubość	grosime	grubość	grosime	N;NOM;FEM;SG	N;INDF;FEM;SG
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	PROPN
kapitał	capitala	kapitał	capitală	N;ACC;MASC;SG	N;DEF;FEM;SG
kapitał	capitala	kapitał	capitală	N;ACC;MASC;SG	N;DEF;FEM;SG
monica	monica	monica	monică	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;DEF;FEM;SG
galaktyki	galaxiile	galaktyk	galaxie	N;ACC;FEM;PL	N;DEF;FEM;PL
galaktyki	galaxie	galaktyk	galaxie	N;ACC;FEM;PL	N;INDF;FEM;SG
galaktyki	galaxia	galaktyk	galaxia	N;ACC;FEM;PL	N;DEF;FEM;SG
galaktyki	galaxy	galaktyk	galaxy	N;ACC;FEM;PL	N;INDF;MASC;SG
aktualny	curentul	aktualny	curent	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
aktualny	curent	aktualny	curent	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
aktualny	curentului	aktualny	curent	ADJ;NOM;MASC;SG	N;DEF;MASC;SG
aktualny	actuala	aktualny	actual	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
kontrola	controleaza	kontrola	controlează	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
kontrola	controlul	kontrola	control	N;NOM;FEM;SG	N;DEF;MASC;SG
kontrola	auditul	kontrola	audit	N;NOM;FEM;SG	N;DEF;MASC;SG
kontrola	inspectia	kontrola	inspectie	N;NOM;FEM;SG	N;DEF;FEM;SG
kontrola	inspectie	kontrola	inspectie	N;NOM;FEM;SG	N;INDF;FEM;SG
mieszane	amestecate	mieszany	amestecat	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
mieszane	mixta	mieszany	mixta	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
typowo	tipic	typowo	tipic		ADV
typowo	tipice	typowo	tipic		ADJ;INDF;FEM;PL
warunek	stare	warunek	stare	N;ACC;MASC;SG	N;INDF;FEM;SG
warunek	conditia	warunek	conditie	N;ACC;MASC;SG	N;DEF;FEM;SG
warunek	conditie	warunek	conditie	N;ACC;MASC;SG	N;INDF;FEM;SG
zawieszenia	suspendare	zawiesić	suspendare	N;NOM;NEUT;SG	N;INDF;FEM;SG
zawieszenia	suspendarea	zawiesić	suspendare	N;NOM;NEUT;SG	N;DEF;FEM;SG
zawieszenia	suspensie	zawiesić	suspensie	N;NOM;NEUT;SG	N;INDF;FEM;SG
zawieszenia	suspensia	zawiesić	suspensie	N;NOM;NEUT;SG	N;DEF;FEM;SG
zawieszenia	suspendari	zawiesić	suspendar	N;NOM;NEUT;SG	N;INDF;FEM;PL
naftowej	bruta	naftowy	bruta	ADJ;GEN;FEM;SG	ADJ;DEF;FEM;SG
koleje	ferate	kolej	ferată	N;NOM;FEM;SG	N;INDF;FEM;PL
regina	regina	regina	regină	N;NOM;FEM;SG	N;DEF;FEM;SG
działka	intriga	działko	intriga	N;NOM;FEM;SG	N;DEF;FEM;SG
działka	intriga	działko	intriga	N;NOM;FEM;SG	N;DEF;FEM;SG
rozwiązany	rezolvata	rozwiązać	rezolvat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
rozwiązany	rezolvate	rozwiązać	rezolva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
rozwiązany	rezolvate	rozwiązać	rezolva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
znaczny	substantiale	znaczny	substantial	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
znaczny	semnificative	znaczny	semnificativ	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
znaczny	semnificativa	znaczny	semnificativ	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
znaczny	semnificativ	znaczny	semnificativ	ADJ;NOM;MASC;SG	ADV
floryda	florida	floryd	florida		N;DEF;FEM;SG
księżnej	ducesa	księżny	ducesa	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
księżnej	ducesa	księżny	ducesa	ADJ;GEN;FEM;SG	N;DEF;FEM;SG
geograficzny	geografice	geograficzny	geografic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
geograficzny	geografica	geograficzny	geografică	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
geograficzny	geografice	geograficzny	geografic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
geograficzny	geografica	geograficzny	geografică	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
autobus	autobuzul	autobus	autobuz	N;NOM;MASC;SG	N;DEF;MASC;SG
właścicielami	proprietarii	właściciel	proprietar	N;INS;MASC;PL	N;DEF;MASC;PL
właścicielami	proprietarilor	właściciel	proprietar	N;INS;MASC;PL	N;DEF;MASC;PL
wewnętrzny	interna	wewnętrzny	interna	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
wewnętrzny	interne	wewnętrzny	intern	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
wewnętrzny	interior	wewnętrzny	interior	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
wewnętrzny	interioara	wewnętrzny	interior	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
jeana	jean	jeany	jean		PROPN
sex	sexul	sex	sex		N;DEF;MASC;SG
sex	sex	sex	sex		N;INDF;MASC;SG
samców	masculii	samc	mascul		N;DEF;MASC;PL
samców	masculi	samc	mascul		ADJ;INDF;MASC;PL
zbrodnie	infractiuni	zbrodnie	infractiune	N;NOM;FEM;SG	N;INDF;FEM;PL
zbrodnie	delicte	zbrodnie	delict	N;NOM;FEM;SG	N;INDF;FEM;PL
zbrodnie	infractiuni	zbrodnie	infractiune	N;NOM;FEM;SG	N;INDF;FEM;PL
zbrodnie	crime	zbrodnie	crimă	N;NOM;FEM;SG	N;INDF;FEM;PL
zbrodnie	crima	zbrodnie	crimă	N;NOM;FEM;SG	N;DEF;FEM;SG
zbrodnie	crima	zbrodnie	crimă	N;NOM;FEM;SG	N;DEF;FEM;SG
zbrodnie	criminalitate	zbrodnie	criminalitate	N;NOM;FEM;SG	N;INDF;FEM;SG
filharmonii	filarmonicii	filharmonia	filarmonic	N;GEN;MASC;SG	N;DEF;MASC;PL
bycie	fiind	bycie	fi		V;V.MSDR
dar	cadoul	dar	cadou	N;NOM;MASC;SG	N;DEF;MASC;SG
row	randul	row	rand		N;DEF;MASC;SG
row	row	row	row		N;INDF;MASC;SG
wewnętrzna	interna	wewnętrzny	interna	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
wewnętrzna	interne	wewnętrzny	intern	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
wewnętrzna	interior	wewnętrzny	interior	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
wewnętrzna	interioara	wewnętrzny	interior	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
podróże	calatorie	podróż	calatorie	N;ACC;FEM;PL	N;INDF;FEM;SG
podróże	calatorind	podróż	calatori	N;ACC;FEM;PL	V;V.MSDR
podróże	calatorind	podróż	calatori	N;ACC;FEM;PL	V;V.MSDR
podróże	calatoresc	podróż	calatori	N;ACC;FEM;PL	V;IND;PL;3;PRS;FIN
pokrywy	acopera	pokrywy	acopera	N;ACC;FEM;PL	V;IND;SG;3;IPFV;FIN
lewandowski	lewandowski	lewandowski	lewandowski	ADJ;NOM;MASC;SG	PROPN
przekazano	inaintat	przekazać	inainta	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;MASC;SG
przekazano	delegate	przekazać	delega	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;FEM;PL
przekazano	delegat	przekazać	delega	V;PFV;IND;0;PST;FIN;ACT	ADJ;INDF;MASC;SG
umieszczenie	plasare	umieszczenie	plasare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
umieszczenie	plasarea	umieszczenie	plasare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
umieszczenie	plasarea	umieszczenie	plasare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
umieszczenie	punerea	umieszczenie	punere	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
kapłan	popa	kapłan	popă	N;NOM;MASC;SG	PROPN
kapłan	preotul	kapłan	preot	N;NOM;MASC;SG	N;DEF;MASC;SG
aglomeracji	aglomerare	aglomeracja	aglomerare	N;GEN;FEM;SG	N;INDF;FEM;SG
pokrewne	legate	pokrewny	legat		ADJ;INDF;FEM;PL
artystyczna	artistice	artystyczny	artistic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
artystyczna	artistica	artystyczny	artistică	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
orlando	orlando	orlando	orlando	N;NOM;NEUT;SG	PROPN
opinia	parere	opinia	parere	N;NOM;FEM;SG	
opinia	parere	opinia	parere	N;NOM;FEM;SG	
opinia	opinie	opinia	opinie	N;NOM;FEM;SG	N;INDF;FEM;SG
alessandro	alessandro	alessandro	alessandro	PROPN;NOM;MASC;SG	PROPN
pogoń	urmarire	pogonić	urmarire		N;INDF;FEM;SG
pogoń	chase	pogonić	chasă		PROPN
bycia	fiind	być	fi		V;V.MSDR
postawy	atitudinea	postawa	atitudine	N;GEN;FEM;SG	N;DEF;FEM;SG
postawy	atitudine	postawa	atitudine	N;GEN;FEM;SG	N;INDF;FEM;SG
postawy	atitudini	postawa	atitudine	N;GEN;FEM;SG	N;INDF;FEM;PL
postawy	postura	postawa	postură	N;GEN;FEM;SG	N;DEF;FEM;SG
postawy	postura	postawa	postură	N;GEN;FEM;SG	N;DEF;FEM;SG
kasy	banii	kasa	ban	N;ACC;FEM;SG	N;DEF;MASC;PL
kasy	bani	kasa	ban	N;ACC;FEM;SG	N;INDF;MASC;PL
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	PROPN
studenci	elevii	student	elev	N;NOM;MASC;PL	N;DEF;MASC;PL
studenci	studenta	student	studenta	N;NOM;MASC;PL	N;DEF;FEM;SG
studenci	eleva	student	elevă	N;NOM;MASC;PL	N;DEF;FEM;SG
studenci	elev	student	elev	N;NOM;MASC;PL	N;INDF;MASC;SG
studenci	student	student	student	N;NOM;MASC;PL	N;INDF;MASC;SG
duszy	sufletul	dusza	suflet	N;GEN;FEM;SG	N;DEF;MASC;SG
przeznaczeniem	destinul	przeznaczenie	destin	N;INS;NEUT;SG	N;DEF;MASC;SG
finały	finala	finały	finală	N;NOM;MASC;PL	N;DEF;FEM;SG
obywatel	cetatean	obywatel	cetatean	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
obywatel	cetatean	obywatel	cetatean	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
irlandia	irlanda	irlandia	irlanda	N;NOM;FEM;SG	PROPN
irlandia	irlandei	irlandia	irlandă	N;NOM;FEM;SG	PROPN;DEF;FEM;SG
osobno	separat	osobno	separat	ADV	ADJ;INDF;MASC;SG
zeszyt	caiet	zeszyt	caiet	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
zeszyt	notebook	zeszyt	notebook	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
act	actul	act	act		N;DEF;MASC;SG
act	actioneaza	act	actiona		V;IND;SG;3;IPFV;FIN
act	act	act	act		N;INDF;MASC;SG
nationale	nationale	nationale	national		ADJ;INDF;FEM;PL
skała	piatra	skała	piatră	N;NOM;FEM;SG	N;DEF;FEM;SG
skała	piatra	skała	piatră	N;NOM;FEM;SG	N;DEF;FEM;SG
skała	stanca	skała	stancă	N;NOM;FEM;SG	N;DEF;FEM;SG
skała	stanca	skała	stancă	N;NOM;FEM;SG	N;DEF;FEM;SG
ponownego	reaparitie	ponowny	reaparitie	ADJ;ACC;MASC;SG	N;INDF;FEM;SG
leonarda	leonard	leonard	leonard		N;INDF;MASC;SG
łaski	mercy	łaska	mercy	N;ACC;FEM;SG	
łaski	mila	łaska	milă	N;ACC;FEM;SG	N;DEF;FEM;SG
łaski	mila	łaska	milă	N;ACC;FEM;SG	N;DEF;FEM;SG
łaski	harul	łaska	har	N;ACC;FEM;SG	N;DEF;MASC;SG
łaski	grace	łaska	grac	N;ACC;FEM;SG	PROPN
łaski	gratie	łaska	gratie	N;ACC;FEM;SG	N;INDF;FEM;SG
wykorzystane	utilizate	wykorzystać	utilizat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
wykorzystane	folosite	wykorzystać	folosit	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
wykorzystane	folosita	wykorzystać	folosit	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wykorzystane	utilizata	wykorzystać	utiliza	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wykorzystane	exploatata	wykorzystać	exploatat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
wykorzystane	exploatate	wykorzystać	exploata	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zamieszkania	locuire	zamieszkanie	locuire	N;GEN;NEUT;SG	N;INDF;FEM;SG
nina	nina	nina	nină	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
zachowań	comportamentele	zachowanie	comportament	N;GEN;NEUT;PL	N;DEF;FEM;PL
montana	montana	montany	montan		N;DEF;FEM;SG
hansen	hansen	hansen	hansen		PROPN
parametr	parametrul	parametr	parametru	N;NOM;MASC;SG	N;DEF;MASC;SG
narciarstwo	ski	narciarstwo	ski	N;NOM;NEUT;SG	
eyes	ochii	eyes	ochi		N;DEF;MASC;PL
eyes	ochi	eyes	ochi		N;INDF;MASC
terytoriów	teritoriile	terytoria	teritoriu	N;GEN;NEUT;PL	N;DEF;FEM;PL
ochotników	voluntarii	ochotnik	voluntar	N;ACC;MASC;PL	N;DEF;MASC;PL
pojęć	conceptele	pojęć	concept	N;GEN;NEUT;PL	N;DEF;FEM;PL
circle	cercul	circle	cerc		N;DEF;MASC;SG
circle	circle	circle	circlu		N;INDF;MASC;SG
circle	cerc	circle	cerc		N;INDF;MASC;SG
otoczone	inconjurata	otoczyć	inconjurat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
auf	auf	auf	auf		N;INDF;MASC;SG
uruchomienie	lansare	uruchomienie	lansare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
uruchomienie	lanseaza	uruchomienie	lansează	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;IPFV;FIN
uruchomienie	lansarea	uruchomienie	lansare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
uruchomienie	mobilizare	uruchomienie	mobilizare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
uruchomienie	mobilizarea	uruchomienie	mobilizare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
uruchomienie	lansare	uruchomienie	lansare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;FEM;SG
uruchomienie	lansarea	uruchomienie	lansare	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
imdb	imdb	imdb	imdb		N;INDF;MASC;SG
gilles	gilles	gilles	gilles	N;NOM;MASC;SG	PROPN
diana	diana	diana	diană	N;NOM;FEM;SG	N;DEF;FEM;SG
senat	senatul	senat	senat		N;DEF;MASC;SG
senat	senat	senat	sena		N;INDF;MASC;SG
senat	senatului	senat	senat		N;DEF;MASC;SG
zaproszenie	invita	zaprosić	invita	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;IPFV;FIN
zaproszenie	invita	zaprosić	invita	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;IPFV;FIN
