černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
original	αρχικός	originať	αρχικός	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
ekvivalent	ισοδύναμα	ekvivalent	ισοδύναμα	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
ekvivalent	ισοδύναμη	ekvivalent	ισοδύναμη	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
ekvivalent	ισοδύναμος	ekvivalent	ισοδύναμος	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
formáte	μορφη	format	μορφη	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
formáte	μορφή	format	μορφή	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
formáte	μορφότυπο	format	μορφότυπο	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
kapitánom	κυβερνήτη	kapitán	κυβερνήτης	N;ANIM;INS;MASC;SG	N;ACC;MASC;SG
kapitánom	καπετάνιος	kapitán	καπετάνιος	N;ANIM;INS;MASC;SG	ADJ;NOM;MASC;SG
belo	μπέλο	belo	μπέλος	PROPN;ANIM;NOM;MASC;SG	
šľachtic	ευγενής	šľachtic	ευγενής	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
bejzbal	μπέιζμπολ	bejzbať	μπέιζμπολ	N;INAN;NOM;MASC;SG	
križovatky	τομή	križovatka	τομή	N;NOM;FEM;PL	N;NOM;FEM;SG
križovatky	διασταύρωση	križovatka	διασταύρωση	N;NOM;FEM;PL	N;ACC;FEM;SG
križovatky	διασταύρωση	križovatka	διασταύρωση	N;NOM;FEM;PL	N;ACC;FEM;SG
križovatky	σταυροδρόμι	križovatka	σταυροδρόμι	N;NOM;FEM;PL	N;NOM;NEUT;SG
hollywood	χόλιγουντ	hollywood	χόλιγουντ	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;PL
hollywood	χόλλυγουντ	hollywood	χόλλυγουντ	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
hollywood	hollywood	hollywood	hollywood	PROPN;ANIM;NOM;MASC;SG	
hollywood	χόλυγουντ	hollywood	χόλυγουντ	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
vegas	vegas	vegas	vegas	PROPN;ANIM;NOM;MASC;SG	
vegas	βέγκας	vegas	βέγκας	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
rekonštrukcie	ανακαίνιση	rekonštrukcia	ανακαίνιση	N;NOM;FEM;PL	N;NOM;FEM;SG
rekonštrukcie	ανακατασκευή	rekonštrukcia	ανακατασκευή	N;NOM;FEM;PL	N;NOM;FEM;SG
rekonštrukcie	ανασυγκρότηση	rekonštrukcia	ανασυγκρότηση	N;NOM;FEM;PL	N;ACC;FEM;SG
rekonštrukcie	ανοικοδόμηση	rekonštrukcia	ανοικοδόμηση	N;NOM;FEM;PL	N;ACC;FEM;SG
ken	ken	ken	ken	PROPN;ANIM;NOM;MASC;SG	
ken	κεν	ken	κεν	PROPN;ANIM;NOM;MASC;SG	
žiadal	ισχυρίστηκε	žiadať	ισχυρίζομαι	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
viacej	περισσότερο	viaci	πολύ	NUM;NOM;NEUT;SG	ADV;CMPR
viacej	περισσότεροι	viaci	πολύς	NUM;NOM;NEUT;SG	ADJ;NOM;CMPR;MASC;PL
viacej	πιο	viaci	πιο	NUM;NOM;NEUT;SG	ADV
viacej	περισσότερες	viaci	πολύς	NUM;NOM;NEUT;SG	ADJ;NOM;CMPR;FEM;PL
viacej	περισσότερα	viaci	πολύς	NUM;NOM;NEUT;SG	ADJ;NOM;CMPR;NEUT;PL
schneider	σνάιντερ	schneider	σνάιντερ	PROPN;ANIM;NOM;MASC;SG	
collins	collins	collins	collins	PROPN;ANIM;NOM;MASC;SG	
collins	κόλλινς	collins	κόλλινς	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
collins	κόλινς	collins	κόλινς	PROPN;ANIM;NOM;MASC;SG	
vysielač	πομπό	vysielač	πομπός	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
chýbajú	λείπει	chýbať	λείπω	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
chýbajú	αγνοούμενος	chýbať	αγνοούμενος	V;IPFV;IND;PL;3;POS;PRS;FIN	ADJ;NOM;MASC;SG
chýbajú	αγνοείται	chýbať	αγνοώ	V;IPFV;IND;PL;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
alba	alba	alba	alba	PROPN;NOM;FEM;SG	
sledovanie	εντοπισμού	sledovanie	εντοπισμός	N;NOM;NEUT;SG	N;GEN;MASC;SG
sledovanie	παρακολούθησης	sledovanie	παρακολούθηση	N;NOM;NEUT;SG	N;GEN;FEM;SG
sledovanie	παρακολούθηση	sledovanie	παρακολούθηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
sledovanie	παρακολούθηση	sledovanie	παρακολούθηση	N;NOM;NEUT;SG	N;ACC;FEM;SG
sledovanie	follow	sledovanie	follow	N;NOM;NEUT;SG	
sledovanie	ακολούθησε	sledovanie	ακολουθώ	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
sledovanie	ακολουθήστε	sledovanie	ακολουθώ	N;NOM;NEUT;SG	V;PFV;IND;PL;2;FIN;PASS
sledovanie	ακολουθείστε	sledovanie	ακολουθώ	N;NOM;NEUT;SG	V;IPFV;IND;PL;2;FIN;ACT
bohatstvo	περιουσία	bohatstvo	περιουσία	N;NOM;NEUT;SG	N;ACC;FEM;SG
bohatstvo	τύχη	bohatstvo	τύχη	N;NOM;NEUT;SG	N;ACC;FEM;SG
bohatstvo	πλούτη	bohatstvo	πλούτος	N;NOM;NEUT;SG	N;NOM;NEUT;PL
bohatstvo	πλούτος	bohatstvo	πλούτος	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
bohatstvo	πλούτο	bohatstvo	πλούτος	N;NOM;NEUT;SG	N;ACC;MASC;SG
bohatstvo	πλούτη	bohatstvo	πλούτος	N;NOM;NEUT;SG	N;NOM;NEUT;PL
titulok	τίτλος	titulok	τίτλος	N;INAN;NOM;MASC;SG	NUM;NOM;MASC;SG
ovocie	καρπός	ovocie	καρπός	N;NOM;FEM;PL	N;NOM;MASC;SG
ovocie	φρούτο	ovocie	φρούτος	N;NOM;FEM;PL	N;NOM;NEUT;SG
proste	απλα	prost	απλά	PART	ADV
proste	απλά	prost	απλά	PART	ADV
proste	απλώς	prost	απλά	PART	ADV
označiť	ετικέτα	označiť	ετικέτα	V;PFV;POS;NFIN	N;NOM;FEM;SG
označiť	ταγκ	označiť	ταγκ	V;PFV;POS;NFIN	N
označiť	tag	označiť	tag	V;PFV;POS;NFIN	
označiť	μαρκ	označiť	μαρκ	V;PFV;POS;NFIN	
označiť	μάρκ	označiť	μάρκ	V;PFV;POS;NFIN	
označiť	mark	označiť	mark	V;PFV;POS;NFIN	
videli	εντοπίστηκε	vidieť	εντοπίζω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
videli	δει	vidieť	βλέπω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FIN;ACT
videli	εθεάθη	vidieť	εθεάθω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
videli	είδα	vidieť	είδα	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;1;PST;FIN;ACT
videli	είδε	vidieť	βλέπω	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
videli	πριόνι	vidieť	πριόνι	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	N;NOM;NEUT;SG
náboženská	θρησκευτικά	náboženský	θρησκευτικά	ADJ;NOM;FEM;SG	ADV
náboženská	θρησκευτικές	náboženský	θρησκευτικός	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
morgan	morgan	morgan	morgan	PROPN;ANIM;NOM;MASC;SG	
morgan	μόργκαν	morgan	μόργκαν	PROPN;ANIM;NOM;MASC;SG	
albánska	αλβανός	albánsky	αλβανός	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
albánska	αλβανοί	albánsky	αλβανός	N;NOM;FEM;SG	PROPN;NOM;MASC;PL
albánska	αλβανική	albánsky	αλβανικός	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
albánska	αλβανικά	albánsky	αλβανικά	N;NOM;FEM;SG	ADV
albánska	αλβανία	albánsky	αλβανία	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
navrhnutá	σχεδιασμένη	navrhnutý	σχεδιάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
navrhnutá	σχεδιασμένα	navrhnutý	σχεδιασμένα	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
navrhnutá	σχεδιασμένος	navrhnutý	σχεδιασμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
navrhnutá	σχεδιασμένο	navrhnutý	σχεδιάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
navrhnutá	σχεδιάστηκε	navrhnutý	σχεδιάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
letel	πέταξε	letieť	πετώ	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
zásob	απογραφή	zásob	απογραφή	N;GEN;FEM;PL	N;NOM;FEM;SG
zásob	απογραφές	zásob	απογραφή	N;GEN;FEM;PL	N;NOM;FEM;PL
zásob	απόθεμα	zásob	απόθεμα	N;GEN;FEM;PL	N;NOM;NEUT;SG
zásob	στοκ	zásob	στοκ	N;GEN;FEM;PL	
hole	οπή	hole	οπή	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
hole	τρύπα	hole	τρύπα	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
dateformat	dateformat	dateformat	dateformat	N;NOM;FEM;SG	
brothers	αδέλφια	brothers	αδέρφι	N;NOM;MASC;SG	N;NOM;NEUT;PL
brothers	αδέρφια	brothers	αδέρφι	N;NOM;MASC;SG	N;NOM;NEUT;PL
brothers	αδελφοί	brothers	αδελφός	N;NOM;MASC;SG	N;NOM;MASC;PL
monika	monika	monika	monika	N;NOM;FEM;SG	
monika	μόνικα	monika	μόνικα	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
ovplyvnená	επηρεάστηκαν	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ovplyvnená	επηρεάσει	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;FIN;ACT
ovplyvnená	επηρεάζεται	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ovplyvnená	επηρεάστηκε	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ovplyvnená	επηρεάστηκαν	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ovplyvnená	επηρεάζεται	ovplyvnený	επηρεάζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ovplyvnená	επηρέασε	ovplyvnený	επηρίαζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
heineken	heineken	heineken	heineken	N;INAN;NOM;MASC;SG	
presnosť	ακρίβεια	presnosť	ακρίβεια	N;NOM;FEM;SG	N;ACC;FEM;SG
presnosť	ακριβείας	presnosť	ακριβεία	N;NOM;FEM;SG	N;GEN;FEM;SG
presnosť	ακρίβεια	presnosť	ακρίβεια	N;NOM;FEM;SG	N;ACC;FEM;SG
presnosť	ορθότητα	presnosť	ορθότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
jam	μαρμελάδα	jam	μαρμελάδα	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
komplexné	σύνθετη	komplexný	σύνθετος	ADJ;NOM;NEUT;SG	ADV
komplexné	συγκρότημα	komplexný	συγκρότημα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
komplexné	σύνθετα	komplexný	σύνθετος	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
uložená	αποθηκευμένα	uložený	αποθηκεύω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
uložená	αποθηκεύτηκε	uložený	αποθηκώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
uložená	σώθηκε	uložený	σώνω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
uložená	έσωσε	uložený	σώνω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
uložená	αποθηκευμένες	uložený	αποθηκεύω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
turecký	τουρκικά	turecký	τουρκικός	ADJ;ANIM;NOM;MASC;SG	ADV
turecký	τούρκος	turecký	τούρκος	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
zemetrasenie	σεισμούς	zemetrasenie	σεισμός	N;NOM;NEUT;SG	N;ACC;MASC;PL
zemetrasenie	σεισμοί	zemetrasenie	σεισμός	N;NOM;NEUT;SG	N;NOM;MASC;PL
pochopiť	κατανόηση	pochopiť	κατανόηση	V;PFV;POS;NFIN	N;ACC;FEM;SG
zväzkov	δέσμες	zväzok	δέσμα	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
efekty	εφέ	efekt	εφέ	N;INAN;NOM;MASC;PL	
zeppelin	zeppelin	zeppelin	zeppelin	PROPN;ANIM;NOM;MASC;SG	
myslel	σκέψη	myslieť	σκέψη	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;FEM;SG
myslel	σκέψης	myslieť	σκέψη	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;GEN;FEM;SG
myslel	σκέψη	myslieť	σκέψη	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;FEM;SG
his	σσε	his	σσε		N
obmedzená	limited	obmedzený	limited	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
obmedzená	περιορισμένη	obmedzený	περιορίζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obmedzená	περιορισμένα	obmedzený	περιορίζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV
obmedzená	περιορισμένο	obmedzený	περιορίζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
obmedzená	περιορισμένος	obmedzený	περιορισμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obmedzená	περιορισμένη	obmedzený	περιορίζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
obmedzená	περιορισμένος	obmedzený	περιορισμένος	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
obmedzená	περιορισμένο	obmedzený	περιορίζω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
beck	μπεκ	beck	μπεκ	PROPN;ANIM;NOM;MASC;SG	
obchody	business	obchod	business	N;INAN;NOM;MASC;PL	
realizácia	υλοποίηση	realizácia	υλοποίηση	N;NOM;FEM;SG	N;ACC;FEM;SG
realizácia	πραγματοποίηση	realizácia	πραγματοποίηση	N;NOM;FEM;SG	N;ACC;FEM;SG
realizácia	συνειδητοποίηση	realizácia	συνειδητοποίηση	N;NOM;FEM;SG	N;ACC;FEM;SG
realizácia	εκτέλεση	realizácia	εκτέλεση	N;NOM;FEM;SG	N;ACC;FEM;SG
zachrániť	αποθήκευση	zachrániť	αποθήκευση	V;PFV;POS;NFIN	N;NOM;FEM;SG
zachrániť	save	zachrániť	save	V;PFV;POS;NFIN	
zachrániť	σώσε	zachrániť	σώσε	V;PFV;POS;NFIN	N
zachrániť	διάσωση	zachrániť	διάσωση	V;PFV;POS;NFIN	N;ACC;FEM;SG
zachrániť	διάσωσης	zachrániť	διάσωση	V;PFV;POS;NFIN	N;GEN;FEM;SG
pohrebu	κηδεία	pohreba	κηδεία	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
dosiahne	επιτυγχάνει	dosiahnuť	επιτυγχάνω	V;PFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
apoštolov	απόστολοι	apoštol	απόστολος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
houston	χιούστον	houston	χιούστος	PROPN;ANIM;NOM;MASC;SG	
slabé	αδύναμος	slabý	αδύναμος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
slabé	αδύναμοι	slabý	αδύναμος	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
hercegovina	ερζεγοβίνη	hercegovina	ερζεγοβίνος	N;NOM;FEM;SG	PROPN;ACC;FEM;SG
pearl	περλ	pearl	περλ	PROPN;ANIM;NOM;MASC;SG	
pearl	μαργαριτάρι	pearl	μαργαριτάρι	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
priemerne	μέσος	priemerne	μέσος	ADV	N;NOM;MASC;SG
priemerne	μέση	priemerne	μέσο	ADV	N;NOM;FEM;SG
alignbars	alignbars	alignbars	alignbars	N;ANIM;NOM;MASC;SG	
presadiť	επιβολή	presadiť	επιβολή	V;PFV;POS;NFIN	N;NOM;FEM;SG
kolesá	τροχών	koleso	τροχή	N;NOM;NEUT;PL	N;GEN;FEM;PL
kolesá	τροχούς	koleso	τροχός	N;NOM;NEUT;PL	N;ACC;MASC;PL
mississippi	μισισιπή	mississippi	μισισιπή	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
zajatcov	αιχμάλωτοι	zajatec	αιχμάλωτος	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
zajatcov	αιχμαλώτους	zajatec	αιχμάλωτος	N;ANIM;ACC;MASC;PL	ADJ;ACC;MASC;PL
zajatcov	αιχμάλωτοι	zajatec	αιχμάλωτος	N;ANIM;ACC;MASC;PL	ADJ;NOM;MASC;PL
zajatcov	κρατούμενοι	zajatec	κρατούμενος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
zajatcov	φυλακισμένοι	zajatec	φυλακίζω	N;ANIM;ACC;MASC;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
blog	blog	blog	blog	N;INAN;NOM;MASC;SG	
samec	αρσενικό	samec	αρσενικός	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
samec	αρσενικά	samec	αρσενικά	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;PL
ramená	ώμους	rameno	ώμος	N;NOM;NEUT;PL	N;ACC;MASC;PL
ramená	όπλων	rameno	όπλο	N;NOM;NEUT;PL	N;GEN;NEUT;PL
western	δυτικά	western	δυτικά	N;INAN;NOM;MASC;SG	ADV
western	γουέστερν	western	γουέστερν	N;INAN;NOM;MASC;SG	
western	δυτική	western	δυτικός	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
western	western	western	western	N;INAN;NOM;MASC;SG	
špecifický	ειδικές	špecifický	ειδικός	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
špecifický	συγκεκριμένα	špecifický	συγκεκριμένα	ADJ;INAN;NOM;MASC;SG	ADV
trvalé	μόνιμες	trvalý	μόνιμος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
trvalé	μόνιμα	trvalý	μόνιμα	ADJ;NOM;NEUT;SG	ADV
gilbert	γκίλμπερτ	gilbert	γκίλμπερτ	PROPN;ANIM;NOM;MASC;SG	
double	διπλή	doubľať	διπλός	N;INAN;NOM;MASC;SG	NUM;NOM;FEM;SG
double	διπλό	doubľať	διπλός	N;INAN;NOM;MASC;SG	NUM;NOM;NEUT;SG
double	διπλά	doubľať	διπλός	N;INAN;NOM;MASC;SG	NUM;NOM;NEUT;PL
double	διπλός	doubľať	διπλός	N;INAN;NOM;MASC;SG	DET;NOM;DEF;MASC;SG
dakota	ντακότα	dakota	ντακότα	N;NOM;FEM;SG	
očí	μάτια	oko	μάτι	N;GEN;NEUT;PL	N;NOM;NEUT;PL
očí	ματια	oko	ματι	N;GEN;NEUT;PL	N;NOM;NEUT;PL
vrstvu	στρώση	vrstva	στρώση	N;ACC;FEM;SG	N;NOM;FEM;SG
vrstvu	στιβάδα	vrstva	στιβάδα	N;ACC;FEM;SG	N;NOM;FEM;SG
vrstvu	στρώμα	vrstva	στρώμα	N;ACC;FEM;SG	N;NOM;NEUT;SG
baker	baker	baker	baker	PROPN;ANIM;NOM;MASC;SG	
baker	μπέικερ	baker	μπέικερ	PROPN;ANIM;NOM;MASC;SG	
utiekol	δραπέτης	utiecť	δραπέτης	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;NOM;MASC;SG
mini	μίνι	minú	μίνι	N;INAN;NOM;MASC;SG	NUM;NOM;NEUT;SG
mini	mini	minú	mini	N;INAN;NOM;MASC;SG	
pracovníci	εργαζομένων	pracovník	εργαζόμενος	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
kolumbii	κολομβίας	kolumbí	κολομβία	N;DAT;FEM;SG	N;GEN;FEM;SG
kolumbii	κολομβία	kolumbí	κολομβία	N;DAT;FEM;SG	PROPN;ACC;FEM;SG
zoskupenia	συστοιχία	zoskupenie	συστοιχία	N;NOM;NEUT;PL	N;ACC;FEM;SG
zoskupenia	σύμπλεγμα	zoskupenie	σύμπλεγμα	N;NOM;NEUT;PL	N;NOM;NEUT;SG
zoskupenia	σμήνος	zoskupenie	σμήνος	N;NOM;NEUT;PL	N;NOM;NEUT;SG
zoskupenia	διασποράς	zoskupenie	διασπορά	N;NOM;NEUT;PL	N;GEN;FEM;SG
zoskupenia	ομαδοποίηση	zoskupenie	ομαδοποίηση	N;NOM;NEUT;PL	N;NOM;FEM;SG
ovplyvnené	επηρεάστηκαν	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ovplyvnené	επηρεάσει	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;FIN;ACT
ovplyvnené	επηρεάζεται	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ovplyvnené	επηρεάστηκε	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ovplyvnené	επηρεάστηκαν	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ovplyvnené	επηρεάζεται	ovplyvnený	επηρεάζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
ovplyvnené	επηρέασε	ovplyvnený	επηρίαζω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
kansas	κάνσας	kansas	κάνσας	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG
ľudská	ανθρώπινα	ľudský	ανθρώπινος	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;PL
ľudská	άνθρωπος	ľudský	άνθρωπος	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
ľudská	ανθρωπίνων	ľudský	ανθρώπινος	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;PL
šťastný	ευτυχισμένη	šťastný	ευτυχίζω	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
šťastný	ευτυχισμένος	šťastný	ευτυχισμένος	ADJ;ANIM;NOM;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
konfliktov	συγκρούσεις	konflikt	σύγκρουση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
trek	τρεκ	trek	τρεκ	PROPN;ANIM;NOM;MASC;SG	
breh	σορ	breh	σορ	N;INAN;NOM;MASC;SG	
breh	ακτη	breh	ακτός	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
mladí	νεαρός	mladý	νεαρός	ADJ;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
mladí	νέος	mladý	νέος	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
povinný	υποχρεωτικά	povinný	υποχρεωτικά	ADJ;ANIM;NOM;MASC;SG	ADV
povinný	υποχρεωτικές	povinný	υποχρεωτικός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
povinný	υποχρεωτικά	povinný	υποχρεωτικά	ADJ;ANIM;NOM;MASC;SG	ADV
povinný	υποχρεωτικές	povinný	υποχρεωτικός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
graz	γκρατς	graz	γκρα	PROPN;ANIM;NOM;MASC;SG	
krásne	πανέμορφη	krásne	πανέμορφος	ADV	N;NOM;FEM;SG
krásne	όμορφη	krásne	όμορφος	ADV	ADJ;NOM;FEM;SG
krásne	υπέροχη	krásne	υπέροχος	ADV	N;NOM;FEM;SG
krásne	υπέροχο	krásne	υπέροχος	ADV	N;NOM;NEUT;SG
známky	βαθμούς	známka	βαθμός	N;NOM;FEM;PL	N;ACC;MASC;PL
predal	πωλείται	predať	πωλώ	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
predal	πωλούνται	predať	πωλώ	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
obor	γιγάντια	obor	γιγάντια	N;ANIM;NOM;MASC;SG	ADV
obor	γίγαντα	obor	γίγαντα	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
obor	γιγαντιαίο	obor	γιγαντιαίος	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
predpokladu	εικασία	predpoklad	εικασία	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
predpokladu	παραδοχή	predpoklad	παραδοχή	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
prezidentských	προεδρική	prezidentský	προεδρικός	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
prezidentských	προεδρικό	prezidentský	προεδρικός	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
