מהות	esencie	מהות	esencia	N;FEM;SG	N;NOM;FEM;PL
העקרונות	zásadami	העקרונות	zásada	PROPN	N;INS;FEM;PL
מינימלי	minimálny	מינימלי	minimálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
מינימלי	minimálne	מינימלי	minimálne	N;MASC;SG	ADV
מינימלי	minimálna	מינימלי	minimálny	N;MASC;SG	ADJ;NOM;FEM;SG
בודדות	opustená	בודד	opustený	ADJ;FEM;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
בודדות	opustený	בודד	opustený	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
בודדות	osamelá	בודד	osamelý	ADJ;FEM;PL	ADJ;NOM;FEM;SG
בודדות	osamelo	בודד	osamieť	ADJ;FEM;PL	ADV
בודדות	osamelý	בודד	osamelý	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
אונו	ono	און	ja	PROPN	N;NOM;NEUT;SG
אונו	uno	און	uno	PROPN	
חימום	horúčavy	חימום	horúčava	N;MASC;SG	N;NOM;FEM;PL
חימום	vykurovacie	חימום	vykurovacie	N;MASC;SG	ADJ;NOM;NEUT;PL
מוכנה	pripravení	מוכן	pripravený	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
וינסנט	vincent	וינסנט	vincent	PROPN	N;ANIM;NOM;MASC;SG
המאמינים	veriacich	המאמין	veriaci	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
יפים	krásna	יפה	krásny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
יפים	krásny	יפה	krásny	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
יפים	krasne	יפה	krasne	ADJ;MASC;PL	
יפים	krásne	יפה	krásne	ADJ;MASC;PL	ADV
קיצונית	extrémny	קיצוני	extrémny	ADV	ADJ;ANIM;NOM;MASC;SG
קיצונית	extrémna	קיצוני	extrémny	ADV	ADJ;NOM;FEM;SG
זוגי	dvojice	זוג	dvojica		N;NOM;FEM;PL
זוגי	páry	זוג	pára		N;INAN;NOM;MASC;PL
זוגי	párov	זוג	pár		N;INAN;GEN;MASC;PL
זוגי	dvojité	זוג	dvojitý		ADJ;NOM;NEUT;SG
רוקח	lekárnik	רוקח	lekárnik	PROPN	N;ANIM;NOM;MASC;SG
רוקח	lekárnika	רוקח	lekárnik	PROPN	N;ANIM;ACC;MASC;SG
צאצאים	potomok	צאצאי	potomok	N;MASC;PL	N;ANIM;NOM;MASC;SG
צאצאים	potomstvo	צאצאי	potomstvo	N;MASC;PL	N;NOM;NEUT;SG
צאצאים	potomka	צאצאי	potomka	N;MASC;PL	N;ANIM;ACC;MASC;SG
מאלו	malo	מאלו	mať		V;IPFV;NEUT;SG;POS;PST;V.PTCP
אישורים	schvaľovanie	אישורים	schvaľovanie	N;MASC;PL	N;NOM;NEUT;SG
אישורים	schválení	אישורים	schválenie	N;MASC;PL	N;NOM;NEUT;SG
אישורים	potvrdení	אישורים	potvrdenie	N;MASC;PL	N;NOM;NEUT;SG
אישורים	povoľuje	אישורים	povoľovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
מקדוניה	macedónsko	מקדוניה	macedónsko	PROPN	ADV
תוקן	opravené	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
תוקן	opravená	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
תוקן	stanovené	תוקן	stanovený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
תוקן	opravené	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
תוקן	opravený	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
תוקן	opravené	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
תוקן	opravená	תוקן	opravený	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מתיישבים	kolonistov	התיישב	kolonista	V;MASC;PL;V.PTCP	N;ANIM;GEN;MASC;PL
מתיישבים	osadníkov	התיישב	osadník	V;MASC;PL;V.PTCP	N;ANIM;ACC;MASC;PL
רויאל	kráľovská	רויאל	kráľovský	PROPN	ADJ;NOM;FEM;SG
רויאל	royal	רויאל	royať	PROPN	PROPN;ANIM;NOM;MASC;SG
רויאל	kráľovský	רויאל	kráľovský	PROPN	ADJ;ANIM;NOM;MASC;SG
רויאל	kráľovské	רויאל	kráľovský	PROPN	ADJ;NOM;NEUT;SG
נחיתה	pristátia	נחיתה	pristátiť	N;FEM;SG	N;NOM;NEUT;PL
נחיתה	pristáť	נחיתה	pristáť	N;FEM;SG	V;PFV;POS;NFIN
גלם	surový	גלם	surový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
גלם	surové	גלם	surový	N;MASC;SG	ADJ;NOM;NEUT;SG
גלם	raw	גלם	raw	N;MASC;SG	
יצרני	produktívne	יצרן	produktívne	PROPN	ADV
יצרני	výrobcovia	יצרן	výrobec	PROPN	N;ANIM;NOM;MASC;PL
יצרני	výrobcov	יצרן	výrobec	PROPN	N;INAN;GEN;MASC;PL
יוזמה	iniciatívy	יוזמה	iniciatíva	N;FEM;SG	N;NOM;FEM;PL
אבטחה	bezpečnosti	אבטחה	bezpečnosť	N;FEM;SG	N;NOM;FEM;PL
מתכנן	plánovanie	תכנן	plánovanie	V;MASC;SG;V.PTCP;ACT	N;NOM;NEUT;SG
מתכנן	plánovač	תכנן	plánovač	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
נתקלו	narazil	נתקל	naraziť	V;PL;3;PST;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
נשאו	prepravovaných	נשא	prepravovaný	V;PL;3;PST	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
נשאו	niesol	נשא	niesť	V;PL;3;PST	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
הגה	kormidla	הגה	kormidnúť	V;MASC;SG;3;PST;ACT	N;NOM;NEUT;PL
הגה	kormidlo	הגה	kormidlo	V;MASC;SG;3;PST;ACT	N;NOM;NEUT;SG
מרשימה	pôsobivé	מרשים	pôsobivý	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
מרשימה	pôsobivý	מרשים	pôsobivý	V;FEM;SG;V.PTCP;ACT	ADJ;INAN;NOM;MASC;SG
זכריה	zachariáš	זכריה	zachariať	PROPN	V;PFV;IND;SG;2;POS;PRS;FIN
מתוכנן	plánované	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	naplánovaný	תוכנן	naplánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
מתוכנן	plánovaný	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
מתוכנן	naplánované	תוכנן	naplánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	plánovaná	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מתוכנן	plánované	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	plánuje	תוכנן	plánovať	V;MASC;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PRS;FIN
מתוכנן	plánovaný	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
מתוכנן	naplánovaná	תוכנן	naplánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מתוכנן	plánovaná	תוכנן	plánovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מתוכנן	projektované	תוכנן	projektovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	navrhnuté	תוכנן	navrhnutý	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	konštruované	תוכנן	konštruovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
מתוכנן	navrhnutá	תוכנן	navrhnutý	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
מתוכנן	navrhnutý	תוכנן	navrhnutý	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
הוחלפו	nahradený	הוחלף	nahradený	V;PL;3;PST;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
הוחלפו	nahradená	הוחלף	nahradený	V;PL;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
הוחלפו	vymenené	הוחלף	vymenený	V;PL;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הוחלפו	nahradené	הוחלף	nahradený	V;PL;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נדירה	vzácne	נדיר	vzácne	ADJ;FEM;SG	ADV
תחליף	nahradenie	החליף	nahradenie	V;FEM;SG;3;FUT;ACT	N;NOM;NEUT;SG
טרומן	truman	טרומן	truman	PROPN	N;ANIM;NOM;MASC;SG
אינסוף	nekonečný	אינסוף	nekonečný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
אינסוף	nekonečné	אינסוף	konečný	N;MASC;SG	ADJ;NOM;NEUT;SG
אינסוף	nekonečná	אינסוף	konečný	N;MASC;SG	ADJ;NOM;FEM;SG
אינסוף	nekonečnej	אינסוף	konečný	N;MASC;SG	ADJ;GEN;FEM;SG
אינסוף	nekonečne	אינסוף	nekonečne	N;MASC;SG	ADV
אינסוף	nekonečna	אינסוף	nekonečno	N;MASC;SG	ADV
שוד	lúpeže	שוד	lúpež	N;MASC;SG	N;NOM;FEM;PL
יוהנס	johannes	הוהנס	johannes	PROPN	PROPN;ANIM;NOM;MASC;SG
שליטי	vládcovia	שליטי	vládca	PROPN	N;ANIM;NOM;MASC;PL
זן	zen	זן	zen		N;INAN;NOM;MASC;SG
זן	druhov	זן	druh		N;INAN;GEN;MASC;PL
זן	druh	זן	druh		N;INAN;NOM;MASC;SG
זן	druhy	זן	druh		N;INAN;NOM;MASC;PL
הריין	porýnie	הריין	porýnie	PROPN	N;NOM;NEUT;SG
הידרו	vodná	הידר	vodný	PROPN	ADJ;NOM;FEM;SG
הידרו	hydro	הידר	hydro	PROPN	PROPN;ANIM;NOM;MASC;SG
המציא	vymyslený	המציא	vymyslený	V;MASC;SG;3;PST;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
שנאה	neznášal	שנאה	znášať	N;FEM;SG	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
שנאה	nenávidel	שנאה	nenávidieť	N;FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
שנאה	nenávidela	שנאה	nenávidieť	N;FEM;SG	V;IPFV;FEM;SG;NEG;PST;V.PTCP
שנאה	nenávidieť	שנאה	nenávidieť	N;FEM;SG	V;IPFV;POS;NFIN
שנאה	nenávidím	שנאה	nenávidieť	N;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
שנאה	neznášam	שנאה	znášať	N;FEM;SG	V;IPFV;IND;SG;1;NEG;PRS;FIN
אפריקאי	africký	אפריקאי	africký	PROPN	ADJ;ANIM;NOM;MASC;SG
אפריקאי	afrického	אפריקאי	africký	PROPN	ADJ;ANIM;GEN;MASC;SG
אפריקאי	africké	אפריקאי	africký	PROPN	ADJ;NOM;NEUT;SG
אפריקאי	africká	אפריקאי	africký	PROPN	ADJ;NOM;FEM;SG
אפריקאי	afrických	אפריקאי	africký	PROPN	ADJ;ANIM;GEN;MASC;PL
פרדי	freddie	פרדי	freddia	PROPN	PROPN;ANIM;NOM;MASC;SG
פרדי	freddy	פרדי	fredda	PROPN	N;NOM;FEM;PL
סחורות	tovaru	סחורה	tovar	N;FEM;PL	N;INAN;GEN;MASC;SG
סחורות	tovar	סחורה	tovar	N;FEM;PL	N;INAN;NOM;MASC;SG
טלסקופ	teleskop	טלסקופ	teleskop	PROPN	N;INAN;NOM;MASC;SG
טלסקופ	ďalekohľad	טלסקופ	ďalekohľad	PROPN	N;INAN;NOM;MASC;SG
קרניים	lúče	קרן	lúč	N;FEM;DU	N;INAN;NOM;MASC;PL
קרניים	rohov	קרן	roh	N;FEM;DU	N;INAN;GEN;MASC;PL
קרניים	rohy	קרן	roh	N;FEM;DU	N;INAN;NOM;MASC;PL
עומס	nabiť	עומס	nabiť	N;MASC;SG	V;PFV;POS;NFIN
עומס	načítať	עומס	načítať	N;MASC;SG	V;PFV;POS;NFIN
המחוקקת	legislatívna	המחוקק	legislatívny	N;FEM;SG	ADJ;NOM;FEM;SG
המחוקקת	legislatívne	המחוקק	legislatívny	N;FEM;SG	ADJ;NOM;NEUT;PL
מסכימים	suhlasim	הסכים	suhlas	V;MASC;PL;V.PTCP;ACT	INTJ
מסכימים	súhlasím	הסכים	súhlasiť	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
אדיר	pecka	אדיר	pecko		N;NOM;FEM;SG
אדיר	super	אדיר	super		INTJ
אדיר	úžasné	אדיר	úžasný		ADJ;NOM;NEUT;SG
אדיר	paráda	אדיר	paráda		N;NOM;FEM;SG
האר	har	האר	har	PROPN	
נספו	zahynul	נספה	zahynúť	V;PL;3;PST;MID	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
נספו	zahynulo	נספה	zahynúť	V;PL;3;PST;MID	V;PFV;NEUT;SG;POS;PST;V.PTCP
טומי	tommyho	טומי	tomey	PROPN	N;ANIM;ACC;MASC;SG
טומי	tommy	טומי	tom	PROPN	PROPN;ANIM;NOM;MASC;SG
אום	umm	אום	umm	PROPN	PROPN;ANIM;NOM;MASC;SG
עותק	skopírovať	עותק	skopírovať	N;MASC;SG	V;POS;NFIN
עותק	kopírovať	עותק	kopírovať	N;MASC;SG	V;IPFV;POS;NFIN
קיסרי	cisársky	קיסרי	cisársky	PROPN	ADJ;ANIM;NOM;MASC;SG
קיסרי	imperial	קיסרי	imperiať	PROPN	N;ANIM;NOM;MASC;SG
תקפה	platné	תקפה	platný	N;FEM;SG	ADJ;NOM;NEUT;SG
תקפה	platná	תקפה	platný	N;FEM;SG	ADJ;NOM;FEM;SG
תקפה	platný	תקפה	platný	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
גופה	telesná	גופה	telesný	N;FEM;SG	ADJ;NOM;FEM;SG
גופה	mŕtvoly	גופה	mŕtvol	N;FEM;SG	N;NOM;FEM;PL
אוהדי	fans	אוהד	fans	N;PSSD;MASC;PL	INTJ
פיוטר	piotr	פיוטר	piotr	PROPN	PROPN;ANIM;NOM;MASC;SG
משקה	piť	משקה	piť	N;MASC;SG	V;IPFV;POS;NFIN
משקה	vypiť	משקה	vypiť	N;MASC;SG	V;PFV;POS;NFIN
עממי	ľudové	עממי	ľudový		ADJ;NOM;NEUT;SG
עממי	folk	עממי	folk		N;INAN;NOM;MASC;SG
ואחריו	nasledovala	ואחריו	nasledovať		V;IPFV;FEM;SG;POS;PST;V.PTCP
ואחריו	sledovaní	ואחריו	sledovanie		N;NOM;NEUT;PL
ואחריו	nasledovalo	ואחריו	nasledovať		V;IPFV;NEUT;SG;POS;PST;V.PTCP
ואחריו	sledované	ואחריו	sledovaný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ואחריו	nasledovali	ואחריו	nasledovať		V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
ואחריו	sledoval	ואחריו	sledovať		V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
תהילה	sláva	תהילה	slávať	PROPN	N;NOM;FEM;SG
תהילה	slávu	תהילה	sláva	PROPN	N;ACC;FEM;SG
תהילה	fame	תהילה	fam	PROPN	
תהילה	sláva	תהילה	slávať	PROPN	N;NOM;FEM;SG
תהילה	slávu	תהילה	sláva	PROPN	N;ACC;FEM;SG
אחורה	chrbát	אחורה	chrbát	ADV	N;INAN;NOM;MASC;SG
אחורה	back	אחורה	back	ADV	PROPN;ANIM;VOC;MASC;SG
סיפק	poskytnuté	סיפק	poskytnutý	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
סיפק	poskytnutá	סיפק	poskytnutý	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
סיפק	poskytované	סיפק	poskytovaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
סיפק	dodáva	סיפק	dodávať	V;MASC;SG;3;PST;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
סיפק	dodávané	סיפק	dodávaný	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
סיפק	dodávajú	סיפק	dodávať	V;MASC;SG;3;PST;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
בתודה	vďačne	בתודה	vďačne	PROPN	ADV
משלים	dopĺňať	משל	dopĺňať	N;MASC;SG	V;IPFV;POS;NFIN
משלים	doplniť	משל	doplniť	N;MASC;SG	V;PFV;POS;NFIN
משלים	dokončí	משל	dokončiť	N;MASC;SG	V;PFV;IND;SG;3;POS;PRS;FIN
משלים	absolvoval	משל	absolvovať	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
משלים	doplnkový	משל	doplnkový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
משלים	doplnková	משל	doplnkový	N;MASC;SG	ADJ;NOM;FEM;SG
משלים	doplňujúce	משל	doplňujúci	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
משלים	doplnkové	משל	doplnkový	N;MASC;SG	ADJ;NOM;NEUT;SG
אחרונים	posledným	אחרון	posledný	ADJ;MASC;PL	ADJ;INS;NEUT;SG
אחרונים	posledný	אחרון	posledný	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
אחרונים	naposledy	אחרון	naposledy	ADJ;MASC;PL	ADV
אחרונים	posledná	אחרון	posledný	ADJ;MASC;PL	N;NOM;FEM;SG
אחרונים	posledné	אחרון	posledný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרונים	najnovšie	אחרון	mový	ADJ;MASC;PL	ADV;RL
אחרונים	posledné	אחרון	posledný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרונים	nedávny	אחרון	nedávny	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
אחרונים	nedávne	אחרון	nedávne	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אחרונים	nedávna	אחרון	nedávny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
הדנובה	dunajská	הדנובה	dunajský	PROPN	ADJ;NOM;FEM;SG
הדנובה	dunajskej	הדנובה	dunajský	PROPN	ADJ;GEN;FEM;SG
הדנובה	dunaji	הדנובה	dunaj	PROPN	N;INAN;NOM;MASC;SG
הדנובה	dunaj	הדנובה	dunaj	PROPN	N;INAN;NOM;MASC;SG
הדנובה	dunaja	הדנובה	dunaj	PROPN	N;INAN;GEN;MASC;SG
דרשה	požadoval	דרשה	požadovať	N;FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
ראשונית	predbežné	None	predbežný	ADV	ADJ;NOM;NEUT;SG
ראשונית	predbežná	None	predbežný	ADV	ADJ;NOM;FEM;SG
ראשונית	predbežný	None	predbežný	ADV	ADJ;INAN;NOM;MASC;SG
ארנון	arnon	ארנון	arnon	PROPN	PROPN;ANIM;NOM;MASC;SG
ספנסר	spencer	ספנסר	spencer	PROPN	PROPN;ANIM;NOM;MASC;SG
נור	nur	נור	nur	PROPN	PROPN;ANIM;NOM;MASC;SG
נור	noor	נור	noor	PROPN	PROPN;ANIM;NOM;MASC;SG
דנים	dánskych	דן	dánsky	N;MASC;PL	ADJ;GEN;MASC;PL
דנים	dánske	דן	dánsky	N;MASC;PL	ADJ;NOM;NEUT;SG
דנים	dánska	דן	dánsky	N;MASC;PL	ADJ;NOM;FEM;SG
דנים	dánsky	דן	dánsky	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
דנים	denim	דן	dieňa	N;MASC;PL	N;NOM;FEM;SG
בוגרת	dospelý	בוגר	dospelý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
בוגרת	dospelých	בוגר	dospelý	N;FEM;SG	N;ANIM;GEN;MASC;PL
בוגרת	dospelé	בוגר	dospelý	N;FEM;SG	ADJ;NOM;NEUT;SG
בוגרת	dospelí	בוגר	dospeliť	N;FEM;SG	ADJ;ANIM;NOM;MASC;PL
בוגרת	zrelé	בוגר	zrelý	N;FEM;SG	ADJ;NOM;NEUT;SG
בוגרת	dospelé	בוגר	dospelý	N;FEM;SG	ADJ;NOM;NEUT;SG
אחיינו	synovca	אחיין	synovca	PROPN	N;ANIM;ACC;MASC;SG
אחיינו	synovec	אחיין	synovec	PROPN	N;ANIM;NOM;MASC;SG
שייכות	patriace	שייכות	patriaci	N;FEM;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
שייכות	patriaci	שייכות	patriaci	N;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
שייכות	patriacich	שייכות	patriaci	N;FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
שייכות	patria	שייכות	patriť	N;FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
שייכות	patriť	שייכות	patriť	N;FEM;SG	V;IPFV;POS;NFIN
טכנולוגית	technologicky	טכנולוגיה	technologicky	N;FEM;SG	ADV
טכנולוגית	technologické	טכנולוגיה	technologický	N;FEM;SG	ADJ;NOM;NEUT;SG
הגלריה	galéria	הגלריה	galéria	PROPN	N;NOM;FEM;SG
הגלריה	galériu	הגלריה	galérium	PROPN	N;ACC;FEM;SG
הגלריה	galérie	הגלריה	galéria	PROPN	N;NOM;FEM;PL
פאן	pana	פאן	pana		PROPN;ANIM;NOM;MASC;SG
פאן	pan	פאן	pan		PROPN;ANIM;NOM;MASC;SG
עונשין	trest	עונש	trest	N;MASC;PL	N;INAN;NOM;MASC;SG
עונשין	pokuta	עונש	pokut	N;MASC;PL	N;NOM;FEM;SG
עונשין	sankcia	עונש	sankcia	N;MASC;PL	N;NOM;FEM;SG
עונשין	treste	עונש	trest	N;MASC;PL	N;INAN;NOM;MASC;SG
קון	con	קון	con	PROPN	
קני	kenny	קני	kenny		PROPN;ANIM;NOM;MASC;SG
סעיפים	počíta	סעיף	počítať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
הפער	medzeru	הפער	medzer		N;ACC;FEM;SG
הפער	medzera	הפער	medzer		N;NOM;FEM;SG
שהתגלה	objavili	שהגלל	objaviť	V;MASC;SG;3;PST	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
שהתגלה	objavené	שהגלל	objavený	V;MASC;SG;3;PST	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
להביס	prehru	הביס	prehra	V;NFIN;ACT	N;ACC;FEM;SG
להביס	porážka	הביס	porážka	V;NFIN;ACT	N;NOM;FEM;SG
להביס	prehra	הביס	prehra	V;NFIN;ACT	N;NOM;FEM;SG
להביס	porážku	הביס	porážka	V;NFIN;ACT	N;ACC;FEM;SG
אנטוניוס	antonius	אנטוניוס	antonius	PROPN	N;ANIM;NOM;MASC;SG
חוט	drôty	חוט	drôt	N;MASC;SG	N;NOM;FEM;PL
חוט	nite	חוט	niť	N;MASC;SG	N;NOM;FEM;PL
בלוך	bloch	בלוך	byť	PROPN	PROPN;ANIM;NOM;MASC;SG
הרישיון	licenčné	הרישיון	licenčný	N;MASC;SG	ADJ;NOM;NEUT;SG
דשא	tráva	דשא	tráva		N;NOM;FEM;SG
דשא	tráve	דשא	tráva		N;DAT;FEM;SG
דשא	trávu	דשא	tráva		N;ACC;FEM;SG
דשא	trávy	דשא	tráva		N;NOM;FEM;PL
טונות	tony	טונה	ton	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
טונות	ton	טונה	ton	N;FEM;PL	N;INAN;NOM;MASC;SG
התמקד	zamerané	התמקד	zameraný	V;MASC;SG;3;PST	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
התמקד	cielené	התמקד	cielený	V;MASC;SG;3;PST	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
התמקד	zameraný	התמקד	zameraný	V;MASC;SG;3;PST	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
התמקד	sústredený	התמקד	sústredený	V;MASC;SG;3;PST	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מעצב	dizajnér	מעצב	dizajnér		ADJ;ANIM;NOM;MASC;SG
סטטיסטיקה	štatistiky	סטטיסטיקה	štatistika	N;FEM;SG	N;NOM;FEM;PL
סטטיסטיקה	štatistiky	סטטיסטיקה	štatistika	N;FEM;SG	N;NOM;FEM;PL
מבצעית	prevádzkové	מבצעי	prevádzkový	ADV	ADJ;NOM;NEUT;SG
מבצעית	prevádzková	מבצעי	prevádzkový	ADV	ADJ;NOM;FEM;SG
מבצעית	operačný	מבצעי	operačný	ADV	ADJ;INAN;NOM;MASC;SG
חתך	rez	חתך	rez		N;INAN;NOM;MASC;SG
חתך	strih	חתך	strih		N;INAN;NOM;MASC;SG
חתך	rez	חתך	rez		N;INAN;NOM;MASC;SG
דטרויט	detroitu	דטרויט	detrojt	PROPN	N;INAN;GEN;MASC;SG
דטרויט	detroite	דטרויט	detroite	PROPN	N;INAN;NOM;MASC;SG
הקוונטים	kvantová	הקוונט	kvantový	N;MASC;PL	ADJ;NOM;FEM;SG
חשיפת	vystavovať	חשיפה	vystavovať	N;FEM;SG	V;IPFV;POS;NFIN
דיגיטלי	digitálny	דיגיטלי	digitálny	PROPN	ADJ;ANIM;NOM;MASC;SG
דיגיטלי	digitálna	דיגיטלי	digitálny	PROPN	ADJ;NOM;FEM;SG
דיגיטלי	digitálne	דיגיטלי	digitálne	PROPN	ADJ;NOM;NEUT;SG
אסטרטגית	strategické	אסטרטגי	strategický	ADV	ADJ;NOM;NEUT;SG
אסטרטגית	strategický	אסטרטגי	strategický	ADV	ADJ;INAN;NOM;MASC;SG
אסטרטגית	strategická	אסטרטגי	strategický	ADV	ADJ;NOM;FEM;SG
תצפיות	pozorovanie	תצפית	pozorovanie	N;FEM;PL	N;NOM;NEUT;SG
עוזרת	pomáhať	עוזר	pomáhať	ADJ;FEM;SG	V;IPFV;POS;NFIN
עוזרת	asistenta	עוזר	asistent	ADJ;FEM;SG	N;ANIM;ACC;MASC;SG
עוזרת	asistent	עוזר	asistent	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
עוזרת	asistentka	עוזר	asistentka	ADJ;FEM;SG	N;NOM;FEM;SG
התנדב	dobrovoľne	התנדב	dobrovoľne	V;MASC;SG;3;PST	ADV
הוקי	hokej	הוקי	hoký	PROPN	N;INAN;NOM;MASC;SG
בפנים	dovnútra	בפנים	dovnútra		ADV
