το	os	ο	o	DET;NOM;DEF;NEUT;SG	PRO;ACC;MASC;PL;3
κλασική	clássicos	κλασικός	clássico	ADJ;NOM;FEM;SG	N;MASC;PL
κλασική	classic	κλασικός	classic	ADJ;NOM;FEM;SG	N;MASC;SG
κλασική	clássico	κλασικός	clássico	ADJ;NOM;FEM;SG	N;MASC;SG
διπλό	duplicar	διπλός	duplicar	NUM;NOM;NEUT;SG	V;NFIN
διπλό	dupla	διπλός	dupla	NUM;NOM;NEUT;SG	N;FEM;SG
διπλό	duplo	διπλός	duplo	NUM;NOM;NEUT;SG	N;MASC;SG
διπλό	dobro	διπλός	dobro	NUM;NOM;NEUT;SG	N;MASC;SG
προεδρικές	presidenciais	προεδρικός	presidencial	ADJ;NOM;FEM;PL	N;MASC;PL
προεδρικές	presidencial	προεδρικός	presidencial	ADJ;NOM;FEM;PL	N;MASC;SG
μηχανική	mecânicos	μηχανικός	mecânico	ADJ;NOM;FEM;SG	N;MASC;PL
μηχανική	mecânica	μηχανικός	mecânico	ADJ;NOM;FEM;SG	N;FEM;SG
μηχανική	engenharia	μηχανικός	engenharia	ADJ;NOM;FEM;SG	N;FEM;SG
απώλεια	perdas	απώλεια	perda	N;ACC;FEM;SG	N;FEM;PL
υπέστη	sofreram	υφίσταμαι	sofrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
υπέστη	sofria	υφίσταμαι	sofrer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;IPFV;FIN
καν	cã	καν	cã	ADV	N;MASC;SG
καν	khan	καν	khan	ADV	N;MASC;SG
ψήφους	votação	ψήφος	votação	N;NOM;FEM;PL	N;FEM;SG
ψήφους	vota	ψήφος	vota	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
κυριακή	domingos	κυριακή	domingo	N;ACC;FEM;SG	N;MASC;PL
ανθρώπινη	humanas	ανθρώπινος	humano	ADJ;NOM;FEM;SG	N;FEM;PL
ανθρώπινη	human	ανθρώπινος	human	ADJ;NOM;FEM;SG	N;MASC;SG
πωλήσεις	sales	πώληση	sale	N;NOM;FEM;PL	N;MASC;SG
ηλείας	elis	ηλεία	elis	PROPN;GEN;FEM;SG	N;FEM;SG
αιγάλεω	egaleo	αιγάλλω	egaleo	ADV	N;MASC;SG
φιναλίστ	finalista	φιναλίστ	finalista		N;MASC;SG
φιναλίστ	finalistas	φιναλίστ	finalista		N;MASC;PL
σωστά	certo	σωστά	certo	ADV	ADJ;MASC;SG
σωστά	direito	σωστά	direito	ADV	N;MASC;SG
σωστά	direita	σωστά	direita	ADV	N;FEM;SG
σωστά	corrija	σωστά	corrija	ADV	V;SBJV;SG;3;PRS;FIN
σωστά	correcta	σωστά	correcto	ADV	ADJ;FEM;SG
σωστά	correto	σωστά	correto	ADV	ADJ;MASC;SG
σωστά	corrigir	σωστά	corrigir	ADV	V;NFIN
άνοιξε	abre	ανοίγω	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
άνοιξε	abra	ανοίγω	abrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
άνοιξε	open	ανοίγω	open	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
κάποτε	once	κάποτε	once	ADV	N;MASC;SG
εμπορικό	mall	εμπορικός	mall	ADJ;NOM;NEUT;SG	N;MASC;SG
εμπορικό	shopping	εμπορικός	shopping	ADJ;NOM;NEUT;SG	N;MASC;SG
γιουγκοσλαβίας	jugoslávia	γιουγκοσλαβία	jugoslávia	PROPN;GEN;FEM;SG	N;FEM;SG
γιουγκοσλαβίας	iugoslávia	γιουγκοσλαβία	iugoslávia	PROPN;GEN;FEM;SG	N;FEM;SG
σοβαρά	sério	σοβαρά	sério	ADV	ADJ;MASC;SG
αφαίρεση	removendo	αφαίρεση	remover	N;ACC;FEM;SG	V;V.MSDR
αφαίρεση	remover	αφαίρεση	remover	N;ACC;FEM;SG	V;NFIN
αφαίρεση	remova	αφαίρεση	removo	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
αφαίρεση	remover	αφαίρεση	remover	N;ACC;FEM;SG	V;NFIN
αφαίρεση	eliminar	αφαίρεση	eliminar	N;ACC;FEM;SG	V;NFIN
προσωρινά	temporários	προσωρινά	temporário	ADV	N;MASC;PL
προσωρινά	temporário	προσωρινά	temporário	ADV	ADJ;MASC;SG
προσωρινά	temporária	προσωρινά	temporário	ADV	ADJ;FEM;SG
προσωρινά	temporárias	προσωρινά	temporário	ADV	ADJ;FEM;PL
προσωρινά	provisório	προσωρινά	provisório	ADV	N;MASC;SG
προσωρινά	provisórias	προσωρινά	provisório	ADV	ADJ;FEM;PL
προσωρινά	provisória	προσωρινά	provisório	ADV	N;FEM;SG
προσωρινά	provisórios	προσωρινά	provisório	ADV	N;MASC;PL
κερδίζει	vitórias	κερδίζω	vitória	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
άγνωστο	desconhecida	άγνωστος	desconhecer	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
άγνωστο	desconhecidos	άγνωστος	desconhecer	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
άγνωστο	desconhecidas	άγνωστος	desconhecer	ADJ;NOM;NEUT;SG	V;FEM;PL;V.PTCP
άγνωστο	desconhecido	άγνωστος	desconhecer	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
ρουμανία	roménia	ρουμανία	roménia	PROPN;ACC;FEM;SG	N;FEM;SG
ρουμανία	romênia	ρουμανία	romênia	PROPN;ACC;FEM;SG	N;FEM;SG
συνάντηση	conheçam	συνάντηση	conhecer	N;ACC;FEM;SG	V;SBJV;PL;3;PRS;FIN
συνάντηση	conheça	συνάντηση	conhecer	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
συνάντηση	conhecer	συνάντηση	conhecer	N;ACC;FEM;SG	V;NFIN
λουδοβίκος	luiz	λουδοβίκος	luiz	N;NOM;MASC;SG	PROPN;MASC;SG
μιχάλης	michalis	μιχάλη	michali	PROPN;NOM;MASC;SG	N;MASC;SG
ανακάλυψε	descobriram	ανακαλύπτω	descobrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
ανακάλυψε	descoberta	ανακαλύπτω	descoberta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
ανακάλυψε	descobertos	ανακαλύπτω	descobrir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
πολωνίας	polônia	πολωνία	polônia	PROPN;GEN;FEM;SG	N;FEM;SG
πολωνίας	polónia	πολωνία	polónia	PROPN;GEN;FEM;SG	N;FEM;SG
μαδρίτης	madrid	μαδρίτης	madrid	PROPN;GEN;FEM;SG	N;MASC;SG
μαδρίτης	madri	μαδρίτης	madri	PROPN;GEN;FEM;SG	N;MASC;SG
παρόν	presentes	παρόν	presente	N;NOM;NEUT;SG	ADJ;MASC;PL
παρόν	presente	παρόν	presente	N;NOM;NEUT;SG	ADJ;MASC;SG
πρακτικά	prática	πρακτικά	prática	ADV	N;FEM;SG
πρακτικά	práticos	πρακτικά	prático	ADV	ADJ;MASC;PL
πρακτικά	prático	πρακτικά	prático	ADV	ADJ;MASC;SG
σημαντικός	importantes	σημαντικός	importante	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ενεργό	ativo	ενεργός	ativo	N;NOM;NEUT;SG	ADJ;MASC;SG
ενεργό	activo	ενεργός	activo	N;NOM;NEUT;SG	ADJ;MASC;SG
ενεργό	ativa	ενεργός	ativo	N;NOM;NEUT;SG	ADJ;FEM;SG
ενεργό	activa	ενεργός	activo	N;NOM;NEUT;SG	ADJ;FEM;SG
ενεργό	ativos	ενεργός	ativo	N;NOM;NEUT;SG	N;MASC;PL
προβολή	exibir	προβολή	exibir	N;NOM;FEM;SG	V;NFIN
προβολή	ver	προβολή	ver	N;NOM;FEM;SG	V;NFIN
προβολή	visualizar	προβολή	visualizar	N;NOM;FEM;SG	V;NFIN
συνελήφθη	presos	συνελήφος	preso	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;PL
βορειοδυτικά	noroeste	βορειοδυτικά	noroeste	ADV	N;MASC;SG
άντζελες	angeles	άντζελος	angele	PROPN;NOM;FEM;PL	N;MASC;PL
μαύρη	preta	μαύρος	preto	ADJ;NOM;FEM;SG	N;FEM;SG
μαύρη	black	μαύρος	black	ADJ;NOM;FEM;SG	N;MASC;SG
μαύρη	preto	μαύρος	preto	ADJ;NOM;FEM;SG	N;MASC;SG
μαύρη	pretas	μαύρος	preto	ADJ;NOM;FEM;SG	N;FEM;PL
στήλη	colunas	στήλλω	coluna	N;ACC;FEM;SG	N;FEM;PL
νόμισμα	moedas	νόμισμα	moeda	N;NOM;NEUT;SG	N;FEM;PL
αξιωματικός	agente	αξιωματικός	agente	ADJ;NOM;MASC;SG	N;MASC;SG
αξιωματικός	policial	αξιωματικός	policial	ADJ;NOM;MASC;SG	N;MASC;SG
δημιουργώντας	criação	δημιουργώ	criação	V;IPFV;V.CVB;ACT	N;FEM;SG
στόλου	frotas	στόλος	frota	N;GEN;MASC;SG	N;FEM;PL
καταστράφηκε	destruídos	καταστρέφω	destruir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
καταστράφηκε	arrasaram	καταστρέφω	arrasar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
καταστράφηκε	arruinados	καταστρέφω	arruinar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
καθαρά	limpo	καθερά	limpo	ADV	ADJ;MASC;SG
καθαρά	clear	καθερά	clear	ADV	N;MASC;SG
καθαρά	limpar	καθερά	limpar	ADV	V;NFIN
καθαρά	limpo	καθερά	limpo	ADV	ADJ;MASC;SG
καθαρά	limpe	καθερά	limpe	ADV	V;SBJV;SG;3;PRS;FIN
καθαρά	limpar	καθερά	limpar	ADV	V;NFIN
καθαρά	limpa	καθερά	limpa	ADV	ADJ;FEM;SG
καθαρά	net	καθερά	net	ADV	N;FEM;SG
καθαρά	líquido	καθερά	líquido	ADV	ADJ;MASC;SG
καθαρά	líquidos	καθερά	líquido	ADV	N;MASC;PL
καθαρά	rede	καθερά	rede	ADV	N;FEM;SG
ολοκλήρωση	completa	ολοκλήρωση	completo	N;ACC;FEM;SG	ADJ;FEM;SG
ολοκλήρωση	completos	ολοκλήρωση	completo	N;ACC;FEM;SG	ADJ;MASC;PL
ολοκλήρωση	complete	ολοκλήρωση	completer	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
τέταρτο	quarta	τέταρτος	quarto	NUM;NOM;NEUT;SG	ADJ;FEM;SG
έδειξε	mostrei	δείχνω	mostrar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
έδειξε	mostraram	δείχνω	mostrar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
παρουσιάστηκε	apresentadas	παρουσιάζω	apresentar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
παρουσιάστηκε	apresentados	παρουσιάζω	apresentar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ιταλοί	italianos	ιταλός	italiano	PROPN;NOM;MASC;PL	N;MASC;PL
ανεξάρτητη	independent	ανεξάρτητος	independent	ADJ;NOM;FEM;SG	N;MASC;SG
ανεξάρτητη	independentes	ανεξάρτητος	independente	ADJ;NOM;FEM;SG	N;MASC;PL
εργαστήριο	laboratórios	εργαστήριο	laboratório	N;NOM;NEUT;SG	N;MASC;PL
αντικατέστησε	substituídos	αντικαθιστώ	substituir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
αντικατέστησε	substitui	αντικαθιστώ	substituir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
αντικατέστησε	substitua	αντικαθιστώ	substituar	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
αντικατέστησε	substituição	αντικαθιστώ	substituição	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
δείγμα	amostras	δείγμα	amostra	N;NOM;NEUT;SG	N;FEM;PL
δείγμα	espécimes	δείγμα	espécime	N;NOM;NEUT;SG	N;MASC;PL
δημιουργήθηκαν	criada	δημιουργώ	criar	V;PFV;IND;PL;3;PST;FIN;PASS	V;FEM;SG;V.PTCP
δημιουργήθηκαν	criado	δημιουργώ	criar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
δημιουργήθηκαν	criou	δημιουργώ	criar	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
πληροφορία	informações	πληροφορία	informação	N;ACC;FEM;SG	N;FEM;PL
πορτογαλία	portugal	πορτογαλία	portugal	PROPN;ACC;FEM;SG	N;MASC;SG
ιστορικοί	historiadores	ιστορικός	historiador	ADJ;NOM;MASC;PL	N;MASC;PL
παραμονή	ficar	παραμονή	ficar	N;ACC;FEM;SG	V;NFIN
παραμονή	fica	παραμονή	ficar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
παραμονή	fique	παραμονή	ficar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
εμμανουήλ	emanuel	εμμανουήλ	emanuel	PROPN;NOM;MASC;SG	N;MASC;SG
εμμανουήλ	emmanuel	εμμανουήλ	emmanuel	PROPN;NOM;MASC;SG	N;MASC;SG
ελάχιστα	minima	λίγο	pequeno	ADV;CMPR	N;FEM;SG
ελάχιστα	mínimos	λίγο	mínimo	ADV;CMPR	N;MASC;PL
ελάχιστα	mínimos	λίγο	mínimo	ADV;CMPR	N;MASC;PL
ελάχιστα	mínimo	λίγο	pequeno	ADV;CMPR	N;MASC;SG
ελάχιστα	mínima	λίγο	pequeno	ADV;CMPR	N;FEM;SG
ελάχιστα	minimo	λίγο	minimo	ADV;CMPR	N;MASC;SG
ελάχιστα	mínimo	λίγο	pequeno	ADV;CMPR	N;MASC;SG
ελάχιστα	mínimos	λίγο	mínimo	ADV;CMPR	N;MASC;PL
ελάχιστα	mínima	λίγο	pequeno	ADV;CMPR	N;FEM;SG
απαιτείται	obrigatório	απαιτώ	obrigatório	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
απαιτείται	necessária	απαιτώ	necessário	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG
απαιτείται	necessário	απαιτώ	necessário	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG
νομικά	jurídica	νομικά	jurídico	ADV	N;FEM;SG
νομικά	jurídico	νομικά	jurídico	ADV	ADJ;MASC;SG
νομικά	legal	νομικά	legal	ADV	ADJ;MASC;SG
νομικά	legais	νομικά	legal	ADV	ADJ;MASC;PL
ιαπωνίας	japao	ιαπωνία	japao	PROPN;GEN;FEM;SG	N;MASC;SG
ιαπωνίας	japão	ιαπωνία	japão	PROPN;GEN;FEM;SG	N;MASC;SG
άρτας	arta	άρτα	arta	PROPN;GEN;FEM;SG	N;FEM;SG
δημήτρη	dmitri	δημήτρης	dmitri	PROPN;ACC;MASC;SG	N;MASC;SG
δημήτρη	dimitri	δημήτρης	dimitrir	PROPN;ACC;MASC;SG	N;MASC;SG
δημήτρη	dimitris	δημήτρης	dimitris	PROPN;ACC;MASC;SG	N;MASC;SG
πολέμους	wars	πόλεμος	war	N;ACC;MASC;PL	N;MASC;SG
υπογραφή	assinar	υπογραφή	assinar	N;ACC;FEM;SG	V;NFIN
υπογραφή	assinando	υπογραφή	assinar	N;ACC;FEM;SG	V;V.MSDR
υπογραφή	assinado	υπογραφή	assinar	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
υπογραφή	assinados	υπογραφή	assinar	N;ACC;FEM;SG	V;MASC;PL;V.PTCP
υπογραφή	assinou	υπογραφή	assinar	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
υπογραφή	assinada	υπογραφή	assinar	N;ACC;FEM;SG	V;FEM;SG;V.PTCP
αναγέννηση	renascentista	αναγέννηση	renascentista	N;ACC;FEM;SG	ADJ;MASC;SG
αναγέννηση	renascer	αναγέννηση	renascer	N;ACC;FEM;SG	V;NFIN
σταμάτησε	pararam	σταματώ	parar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
σταμάτησε	parei	σταματώ	parar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
προηγούμενο	precedentes	προηγούμενος	precedente	ADJ;NOM;NEUT;SG	N;MASC;PL
προηγούμενο	precedente	προηγούμενος	precedente	ADJ;NOM;NEUT;SG	N;MASC;SG
προηγούμενο	anteriores	προηγούμενος	anterior	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μέσος	médio	μέσος	médio	N;NOM;MASC;SG	ADJ;MASC;SG
ιράκ	iraque	ιράκ	iraque		N;MASC;SG
διάλυση	desmantelar	διάλυση	desmantelar	N;NOM;FEM;SG	V;NFIN
μηχανικός	mecânico	μηχανικός	mecânico	ADJ;NOM;MASC;SG	N;MASC;SG
μηχανικός	mecânica	μηχανικός	mecânico	ADJ;NOM;MASC;SG	N;FEM;SG
μηχανικός	engenheira	μηχανικός	engenheira	ADJ;NOM;MASC;SG	N;FEM;SG
μηχανικός	engenheiro	μηχανικός	engenheiro	ADJ;NOM;MASC;SG	N;MASC;SG
οπτικά	visual	οπτικός	visual	ADV	ADJ;MASC;SG
οπτικά	visuais	οπτικός	visual	ADV	N;MASC;PL
οπτικά	óptica	οπτικός	óptica	ADV	N;FEM;SG
οπτικά	óptico	οπτικός	óptico	ADV	N;MASC;SG
οπτικά	ópticos	οπτικός	óptico	ADV	N;MASC;PL
οπτικά	ótica	οπτικός	ótico	ADV	N;FEM;SG
απαιτεί	exigente	απαιτώ	exigente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
απαιτεί	exigentes	απαιτώ	exigente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
γάμος	bodas	γάμος	boda	N;NOM;MASC;SG	N;FEM;PL
μηχανή	maquinas	μηχανή	maquina	N;NOM;FEM;SG	N;FEM;PL
βραζιλίας	brasileiros	βραζιλία	brasileiro	PROPN;GEN;FEM;SG	N;MASC;PL
βραζιλίας	brasileiras	βραζιλία	brasileira	PROPN;GEN;FEM;SG	N;FEM;PL
βραζιλίας	brasileiro	βραζιλία	brasileiro	PROPN;GEN;FEM;SG	N;MASC;SG
βραζιλίας	brasileira	βραζιλία	brasileira	PROPN;GEN;FEM;SG	N;FEM;SG
ειδικές	específica	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ειδικές	especifico	ειδικός	especifico	ADJ;NOM;FEM;PL	N;MASC;SG
ειδικές	específico	ειδικός	específico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
πότε	when	πότε	when	ADV	N;MASC;SG
εγχώρια	doméstica	εγχώριο	doméstico	N;NOM;NEUT;PL	N;FEM;SG
εγχώρια	doméstico	εγχώριο	doméstico	N;NOM;NEUT;PL	ADJ;MASC;SG
εγχώρια	interno	εγχώριο	interno	N;NOM;NEUT;PL	ADJ;MASC;SG
ισπανική	castelhano	ισπανικός	castelhano	ADJ;NOM;FEM;SG	N;MASC;SG
ισπανική	espanhola	ισπανικός	espanhola	ADJ;NOM;FEM;SG	N;FEM;SG
ισπανική	espanhóis	ισπανικός	espanhol	ADJ;NOM;FEM;SG	N;MASC;PL
ισπανική	espanhol	ισπανικός	espanhol	ADJ;NOM;FEM;SG	N;MASC;SG
βασιλεία	reinar	βασίλεια	reinar	N;ACC;FEM;SG	V;NFIN
όπερα	opera	όπερα	operar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
όπερα	óperas	όπερα	óperas	N;NOM;FEM;SG	N;FEM;PL
λεπτομέρειες	detalhe	λεπτομέρεια	detalhe	N;NOM;FEM;PL	N;MASC;SG
λεπτομέρειες	pormenor	λεπτομέρεια	pormenor	N;NOM;FEM;PL	N;MASC;SG
νήσοι	ilhas	νήσος	ilha		N;FEM;PL
όψη	ver	όψο	ver	N;NOM;FEM;SG	V;NFIN
όψη	visualizar	όψο	visualizar	N;NOM;FEM;SG	V;NFIN
ευθύνη	passivo	ευθύνη	passivo	N;ACC;FEM;SG	ADJ;MASC;SG
εργάζεται	obras	εργάζομαι	obra	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
εργάζεται	trabalhos	εργάζομαι	trabalho	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
εργάζεται	works	εργάζομαι	work	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;SG
δίδαξε	ensina	διδάζω	ensina	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
δίδαξε	ensine	διδάζω	ensine	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
δίδαξε	ensinei	διδάζω	ensinir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
δίδαξε	ensinados	διδάζω	ensinar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
μα	mas	μα	mas	ADV	CONJ
οδηγήσει	chumbo	οδηγώ	chumbo	V;PFV;NFIN;ACT	N;MASC;SG
οδηγήσει	lead	οδηγώ	lead	V;PFV;NFIN;ACT	N;MASC;SG
εγκατάσταση	instala	εγκατάσταση	instalar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
εγκατάσταση	instalar	εγκατάσταση	instalar	N;NOM;FEM;SG	V;NFIN
εγκατάσταση	instale	εγκατάσταση	instalar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
νόημα	significando	νόημα	significar	N;NOM;NEUT;SG	V;V.MSDR
ψηφοφορία	vote	ψηφοφορία	vote	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
ψηφοφορία	votem	ψηφοφορία	votar	N;NOM;FEM;SG	V;SBJV;PL;3;PRS;FIN
ψηφοφορία	votar	ψηφοφορία	votar	N;NOM;FEM;SG	V;NFIN
ψηφοφορία	votando	ψηφοφορία	votar	N;NOM;FEM;SG	V;V.MSDR
ψηφοφορία	votações	ψηφοφορία	votação	N;NOM;FEM;SG	N;FEM;PL
ψηφοφορία	votar	ψηφοφορία	votar	N;NOM;FEM;SG	V;NFIN
βρετανός	britânicos	βρετανός	britânico	ADJ;NOM;MASC;SG	N;MASC;PL
βρετανός	british	βρετανός	british	ADJ;NOM;MASC;SG	N;MASC;SG
απεικόνιση	exibir	απεικόνιση	exibir	N;NOM;FEM;SG	V;NFIN
απεικόνιση	ilustrações	απεικόνιση	ilustração	N;NOM;FEM;SG	N;FEM;PL
κέρκυρα	corfu	κέρκυρα	corfu	PROPN;ACC;FEM;SG	N;MASC;PL
εκτίμηση	estimar	εκτίμηση	estimar	N;ACC;FEM;SG	V;NFIN
σχετικό	parente	σχετικός	parente	ADJ;NOM;NEUT;SG	N;MASC;SG
σχετικό	relativa	σχετικός	relativo	ADJ;NOM;NEUT;SG	N;FEM;SG
σχετικό	pertinentes	σχετικός	pertinente	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σχετικό	relevantes	σχετικός	relevante	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σχετικό	relacionados	σχετικός	relacionar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
σχετικό	relacionada	σχετικός	relacionar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
σχετικό	relacionadas	σχετικός	relacionar	ADJ;NOM;NEUT;SG	V;FEM;PL;V.PTCP
σχετικό	relacionado	σχετικός	relacionar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
κατέχει	porões	κατέχω	porão	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
τέχνες	arts	τέχνα	art	N;NOM;FEM;PL	N;MASC;SG
παντρεμένος	casada	παντρεμένος	casado	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;FEM;SG
παντρεμένος	casado	παντρεμένος	casado	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;MASC;SG
παντρεμένος	casados	παντρεμένος	casado	V;PFV;NOM;MASC;SG;V.PTCP;PASS	N;MASC;PL
τελετή	cerimónias	τελετός	cerimónia	N;ACC;FEM;SG	N;FEM;PL
κόμης	conte	κόμη	conte	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
αθανάσιος	athanasios	αθανάσιος	athanasio	ADJ;NOM;MASC;SG	N;MASC;PL
παρουσιάζεται	apresentadas	παρουσιάζω	apresentar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
παρουσιάζεται	apresentados	παρουσιάζω	apresentar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
καθιερώθηκε	introduzidas	καθιερώνω	introduzir	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
καθιερώθηκε	introduzidos	καθιερώνω	introduzir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
συγκέντρωση	reunindo	συγκέντρωση	reunir	N;ACC;FEM;SG	V;V.MSDR
ασθενείς	doentes	ασθενής	doente	ADJ;NOM;MASC;PL	N;MASC;PL
ασθενείς	pacientes	ασθενής	paciente	ADJ;NOM;MASC;PL	N;MASC;PL
νέοι	jovens	νέος	jovem	ADJ;NOM;MASC;PL	N;MASC;PL
νέοι	juventude	νέος	juventude	ADJ;NOM;MASC;PL	N;FEM;SG
κοινά	públicos	κοινός	público	ADV	N;MASC;PL
απόπειρα	tentada	απόπειρα	tentar	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
λεπτό	fina	λεπτό	fino	N;NOM;NEUT;SG	ADJ;FEM;SG
λεπτό	finos	λεπτό	fino	N;NOM;NEUT;SG	N;MASC;PL
λεπτό	magro	λεπτό	magro	N;NOM;NEUT;SG	ADJ;MASC;SG
λεπτό	fino	λεπτό	fino	N;NOM;NEUT;SG	ADJ;MASC;SG
παράγοντας	factor	παράγοντας	factor	V;IPFV;V.CVB;ACT	N;MASC;SG
παράγοντας	fator	παράγοντας	fator	V;IPFV;V.CVB;ACT	N;MASC;SG
βρίσκει	achados	βρίσκω	achado	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
αθηναίοι	atenienses	αθηναίος	atenienses	PROPN;NOM;MASC;PL	N;MASC;PL
άνοιγμα	abre	άνοιγμα	abrir	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
άνοιγμα	aberto	άνοιγμα	abrir	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
άνοιγμα	abra	άνοιγμα	abrir	N;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
άνοιγμα	abrir	άνοιγμα	abrir	N;NOM;NEUT;SG	V;NFIN
άνοιγμα	aberta	άνοιγμα	abrir	N;NOM;NEUT;SG	V;FEM;SG;V.PTCP
άνοιγμα	abrindo	άνοιγμα	abrir	N;NOM;NEUT;SG	V;V.MSDR
χαρακτηριστική	característicos	χαρακτηριστικός	característico	ADJ;NOM;FEM;SG	ADJ;MASC;PL
χαρακτηριστική	característica	χαρακτηριστικός	característica	ADJ;NOM;FEM;SG	N;FEM;SG
ιρλανδία	irlanda	ιρλανδία	irlanda	PROPN;ACC;FEM;SG	N;FEM;SG
δεκάδες	dezenas	δεκάδα	dezena	NUM;NOM;FEM;PL	DET;MASC;PL
δεκάδες	dúzias	δεκάδα	dúzia	NUM;NOM;FEM;PL	N;FEM;PL
