है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
रिलीज़	שחרר	रिलीज़	שחרר	N;NOM;MASC;SG;3	PROPN
रिलीज़	שחררו	रिलीज़	שחרר	N;NOM;MASC;SG;3	V;PL;3;PST;ACT
रिलीज़	משחרר	रिलीज़	משחרר	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
शांति	שלום	शान्ति	שלום	N;NOM;FEM;SG;3	PROPN
शांति	השלום	शान्ति	השלום	N;NOM;FEM;SG;3	
शांति	שלווה	शान्ति	שלווה	N;NOM;FEM;SG;3	
वितरण	משלוחים	वितरण	משלוח	N;NOM;MASC;SG;3	N;MASC;PL
आय	הכנסות	आय	הכנסה	N;NOM;FEM;SG;3	N;FEM;PL
आय	רווחים	आय	רווח	N;NOM;FEM;SG;3	N;MASC;PL
रन	ריצות	रन	ריצה	N;NOM;MASC;SG;3	N;FEM;PL
फाइनल	סופית	फाइनल	סופית	N;NOM;MASC;SG;3	ADV
फाइनल	סופי	फाइनल	סופי	N;NOM;MASC;SG;3	
फाइनल	סופיות	फाइनल	סופיות	N;NOM;MASC;SG;3	N;FEM;PL
दैनिक	יומית	दैनिक	יומי	N;NOM;MASC;SG;3	ADV
दैनिक	יומי	दैनिक	יומי	N;NOM;MASC;SG;3	PROPN
दैनिक	דיילי	दैनिक	דיילי	N;NOM;MASC;SG;3	PROPN
न्याय	הצדק	न्याय	הצדק	N;NOM;MASC;SG;3	
फूल	פרחים	फूल	פרח	N;NOM;MASC;SG;3	N;MASC;PL
फूल	פרח	फूल	פרח	N;NOM;MASC;SG;3	PROPN
प्राप्ति	חפש	प्राप्ति	חפש	N;NOM;FEM;SG;3	
प्रसार	התפשט	प्रसार	התפשט	N;NOM;MASC;SG;3	V;MASC;SG;3;PST
प्रसार	להפיץ	प्रसार	הפיץ	N;NOM;MASC;SG;3	V;NFIN;ACT
दिल	הלב	दिल	הלב	N;NOM;MASC;SG;3	
दिल	לב	दिल	לב	N;NOM;MASC;SG;3	PROPN
दिल	לבבות	दिल	לב	N;NOM;MASC;SG;3	
सुंदर	יפה	सुन्दर	יפה	ADJ	
सुंदर	חתיך	सुन्दर	חתיך	ADJ	
यानि	אמצעים	यानि	אמצעי	CONJ	N;MASC;PL
यानि	אמצעי	यानि	אמצע	CONJ	N;MASC;SG
हाउस	הבית	हाउस	הבית	N;NOM;MASC;SG;3	ADV
हाउस	האוס	हाउस	האוס	N;NOM;MASC;SG;3	PROPN
अफ़्रीका	אפריקה	अफेरीका	אפריקה	PROPN;NOM;MASC;SG;3	PROPN
इच्छा	חשק	इच्छा	חשק	N;NOM;FEM;SG;3	
इच्छा	תשוקות	इच्छा	תשוקה	N;NOM;FEM;SG;3	N;FEM;PL
खंड	מקטע	खंड	מקטע	N;NOM;MASC;SG;3	
खंड	בלוק	खंड	בלוק	N;NOM;MASC;SG;3	PROPN
खंड	חסום	खंड	חסום	N;NOM;MASC;SG;3	ADJ;MASC;SG
खंड	לחסום	खंड	חסם	N;NOM;MASC;SG;3	V;NFIN;ACT
मिश्रण	לערבב	मिश्रण	עירבב	N;NOM;MASC;SG;3	V;NFIN;ACT
मिश्रण	מערבבים	मिश्रण	מערבב	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;ACT
मिश्रण	ערבב	मिश्रण	ערבב	N;NOM;MASC;SG;3	PROPN
मिश्रण	מיקס	मिश्रण	מיקס	N;NOM;MASC;SG;3	
समर्पित	מסור	समर्पित	מסור	ADJ	
समर्पित	הקדיש	समर्पित	הקדיש	ADJ	V;MASC;SG;3;PST;ACT
समर्पित	מוקדש	समर्पित	הוקדש	ADJ	V;MASC;SG;V.PTCP;PASS
समर्पित	מסורה	समर्पित	מסורה	ADJ	N;FEM;SG
पहुंच	גישה	पहुंच	גישה	V;ACT	N;FEM;SG
स्मारक	אנדרטאות	स्मारक	אנדרטאות	N;NOM;MASC;SG;3	N;FEM;PL
स्मारक	האנדרטה	स्मारक	האנדרטה	N;NOM;MASC;SG;3	PROPN
व्यास	קוטר	व्यास	קוטר		N;MASC;SG
प्यार	באהבה	प्यार	באהבה	N;NOM;MASC;SG;3	PROPN
प्यार	אוהב	प्यार	אהב	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
प्यार	אוהבת	प्यार	אהב	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
प्यार	אהובה	प्यार	אהובה	N;NOM;MASC;SG;3	PROPN
प्यार	לאהוב	प्यार	אהב	N;NOM;MASC;SG;3	V;NFIN;ACT
प्यार	אוהב	प्यार	אהב	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
प्यार	אוהבת	प्यार	אהב	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
लखनऊ	לאקנאו	लखनऊ	לאקנאו	PROPN;NOM;MASC;SG;3	PROPN
आत्मा	הנשמה	आत्मा	הנשמה	N;NOM;FEM;SG;3	
आत्मा	ספיריט	आत्मा	ספיריט	N;NOM;FEM;SG;3	PROPN
पक्षी	ציפור	पक्षी	ציפור	N;NOM;MASC;SG;3	PROPN
पक्षी	בירד	पक्षी	בירד	N;NOM;MASC;SG;3	PROPN
निवासी	תושבים	निवासी	תושב	N;NOM;MASC;SG;3	N;MASC;PL
निवासी	תושבת	निवासी	תושבת	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
निवासी	מתמחה	निवासी	התמחה	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP
निवासी	מתמחים	निवासी	התמחה	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP
निवासी	תושבים	निवासी	תושב	N;NOM;MASC;SG;3	N;MASC;PL
डेविड	דויד	डेविड	דויד	PROPN;NOM;MASC;SG;3	PROPN
डेविड	דיוויד	डेविड	דיוויד	PROPN;NOM;MASC;SG;3	PROPN
डेविड	דיויד	डेविड	דיויד	PROPN;NOM;MASC;SG;3	PROPN
डेविड	דייוויד	डेविड	דייוויד	PROPN;NOM;MASC;SG;3	PROPN
डेविड	דוד	डेविड	דוד	PROPN;NOM;MASC;SG;3	PROPN
डेविड	דייויד	डेविड	דייויד	PROPN;NOM;MASC;SG;3	PROPN
कह	אמור	कह	אמור	V;FIN;ACT	ADJ;MASC;SG
कह	תגידי	कह	תגיד	V;FIN;ACT	PROPN
खास	ספיישל	खास	ספיישל	ADJ;NOM	PROPN
जलवायु	האקלים	जलवायु	האקלים	N;NOM;FEM;SG;3	N;MASC;PL
बांग्लादेश	בנגלדש	बांग्लादेश	בנגלדש	PROPN;NOM;MASC;SG;3	PROPN
तय	תוקן	तय	תוקן	ADJ	V;MASC;SG;3;PST;PASS
धारावाहिक	סדרתי	धारावाहिक	סדרתי	N;NOM;MASC;SG;3	ADJ;MASC;SG
धारावाहिक	סידורי	धारावाहिक	סידורי	N;NOM;MASC;SG;3	N;MASC;PL
धारावाहिक	פרקים	धारावाहिक	פרק	N;NOM;MASC;SG;3	N;MASC;PL
तारे	סטאר	तारा	סטאר	N;NOM;MASC;SG;3	PROPN
तारे	כוכבים	तारा	כוכב	N;NOM;MASC;SG;3	N;MASC;PL
बनाना	ביצוע	बना	ביצוע	V;MASC;NFIN;ACT	N;MASC;SG
पौराणिक	מיתולוגי	पौराणिक	מיתולוגי	PROPN;NOM;SG;3	N;MASC;SG
बाकी	שארית	बाकी	שארית	ADJ	ADV
बाकी	לנוח	बाकी	נח	ADJ	V;NFIN;ACT
बाकी	השאר	बाकी	השאר	ADJ	
बाकी	מנוחה	बाकी	מנוחה	ADJ	N;FEM;SG
बाकी	נוחי	बाकी	נוחי	ADJ	PROPN
बाकी	תנוח	बाकी	תנוח	ADJ	PROPN
बाकी	נותר	बाकी	נותר	ADJ	V;MASC;SG;V.PTCP;MID
बाकी	נותרה	बाकी	נותר	ADJ	V;FEM;SG;3;PST;MID
बाकी	נותרו	बाकी	נותר	ADJ	V;PL;3;PST;MID
बाकी	שנותרו	बाकी	שנותר	ADJ	
संत	קדושים	संत	קדוש	N;NOM;MASC;SG;3	N;MASC;PL
संत	קדוש	संत	קדוש	N;NOM;MASC;SG;3	
संत	הקדוש	संत	הקדוש	N;NOM;MASC;SG;3	PROPN
संत	קדושה	संत	קדוש	N;NOM;MASC;SG;3	PROPN
उपग्रह	לוויין	उपग्रह	None	N;NOM;MASC;SG;3	PROPN
उपग्रह	לווין	उपग्रह	לווין	N;NOM;MASC;SG;3	PROPN
तुर्की	הודו	तुर्की	הודו	PROPN;NOM;MASC;SG;3	PROPN
तुर्की	טורקיה	तुर्की	טורקיה	PROPN;NOM;MASC;SG;3	PROPN
तुर्की	טורקית	तुर्की	תורכי	PROPN;NOM;MASC;SG;3	PROPN
तुर्की	טורקי	तुर्की	תורכי	PROPN;NOM;MASC;SG;3	PROPN
संस्कार	טקסים	संस्कार	טקס	N;NOM;MASC;SG;3	N;MASC;PL
संस्कार	טקסים	संस्कार	טקס	N;NOM;MASC;SG;3	N;MASC;PL
शंकर	שנקר	शंकर	שנקר	PROPN;NOM;MASC;SG;3	PROPN
बीमारी	מחלות	बीमारी	מחלה	N;NOM;FEM;SG;3	N;FEM;PL
बीमारी	חולי	बीमारी	חולי	N;NOM;FEM;SG;3	PROPN
वार्षिक	שנתי	वार्षिक	שנתי	PROPN;NOM;MASC;SG;3	PROPN
वार्षिक	שנתית	वार्षिक	שנתי	PROPN;NOM;MASC;SG;3	ADV
वार्षिक	השנתי	वार्षिक	השנתי	PROPN;NOM;MASC;SG;3	V;SG;1;PST;ACT
वार्षिक	שנתי	वार्षिक	שנתי	PROPN;NOM;MASC;SG;3	PROPN
वार्षिक	שנתית	वार्षिक	שנתי	PROPN;NOM;MASC;SG;3	ADV
परिसर	מורכבים	परिसर	מורכב	N;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;PASS
परिसर	מורכב	परिसर	מורכב	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;PASS
परिसर	מורכבת	परिसर	הורכב	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;PASS
परिसर	מתחם	परिसर	מתחם	N;NOM;MASC;SG;3	PROPN
परिसर	תסביך	परिसर	תסביך	N;NOM;MASC;SG;3	PROPN
अधिकतम	מקסימום	अधिकतम	מקסימום	ADJ	N;MASC;SG
अधिकतम	מקס	अधिकतम	המקס	ADJ	PROPN
अधिकतम	מרבי	अधिकतम	מרבי	ADJ	
अधिकतम	מקסימום	अधिकतम	מקסימום	ADJ	N;MASC;SG
अधिकतम	המקסימום	अधिकतम	המקסימום	ADJ	PROPN
अधिकतम	למקסם	अधिकतम	למקסם	ADJ	V;NFIN;ACT
अधिकतम	הגדל	अधिकतम	הגדל	ADJ	
वैश्विक	גלובל	वैश्विक	גלובל	N;NOM;MASC;SG;3	PROPN
वैश्विक	גלובלי	वैश्विक	גלובלי	N;NOM;MASC;SG;3	PROPN
तभी	בלבד	तभी	בלבד	PRO;NOM	ADV
तभी	רק	तभी	רק	PRO;NOM	ADV
अनिवार्य	חובה	अनिवार्य	חובה		N;FEM;SG
अनिवार्य	חיוניים	अनिवार्य	חיוני		ADJ;MASC;PL
अनिवार्य	חובה	अनिवार्य	חובה		N;FEM;SG
अनिवार्य	הכרחי	अनिवार्य	הכרחי		ADJ;MASC;SG
अनिवार्य	חיוניות	अनिवार्य	חיוניות		N;FEM;SG
अनिवार्य	חיונית	अनिवार्य	חיוני		ADJ;FEM;SG
अनिवार्य	חיוני	अनिवार्य	חיוני		ADJ;MASC;SG
हरियाणा	הריאנה	हरियाणा	הריאנה	PROPN;NOM;MASC;SG;3	PROPN
तारा	להרעיב	तारा	הרעיב	PROPN;NOM;MASC;SG;3	V;NFIN;ACT
तारा	כוכב	तारा	כוכב	PROPN;NOM;MASC;SG;3	N;MASC;SG
तारा	כוכבת	तारा	כוכב	PROPN;NOM;MASC;SG;3	N;FEM;SG
तारा	סטאר	तारा	סטאר	PROPN;NOM;MASC;SG;3	PROPN
द्वार	הדלת	द्वार	הדלה	N;NOM;MASC;SG;3	PROPN
द्वार	דלתות	द्वार	דלת	N;NOM;MASC;SG;3	N;FEM;PL
आनंद	תהנה	आनंद	תהנה	PROPN;NOM;MASC;SG;3	V;FEM;SG;3;FUT;MID
आनंद	תהנו	आनंद	הנו	PROPN;NOM;MASC;SG;3	PROPN
आनंद	אנאנד	आनंद	אנאנד	PROPN;NOM;MASC;SG;3	PROPN
आनंद	אננדה	आनंद	אננדה	PROPN;NOM;MASC;SG;3	
रे	ריי	रे	ריי	PROPN;NOM;MASC;SG;3	PROPN
स्थायी	קבועה	स्थायी	קבוע	PROPN;NOM;SG;3	ADJ;FEM;SG
स्थायी	קבוע	स्थायी	קבוע	PROPN;NOM;SG;3	ADJ;MASC;SG
स्थायी	מתמשך	स्थायी	התמשך	PROPN;NOM;SG;3	V;MASC;SG;V.PTCP
लकड़ी	מעץ	लकडी	מעץ	N;NOM;FEM;SG;3	
लकड़ी	ווד	लकडी	ווד	N;NOM;FEM;SG;3	PROPN
गोल	רנד	गोल	רנד	N;NOM;MASC;SG;3	
गोल	ראנד	गोल	ראנד	N;NOM;MASC;SG;3	PROPN
गोल	יעד	गोल	יעד	N;NOM;MASC;SG;3	
गोल	גול	गोल	גול	N;NOM;MASC;SG;3	PROPN
गोल	עגול	गोल	עגול	N;NOM;MASC;SG;3	
तल	תחתון	तल	תחתון	N;NOM;MASC;SG;3	ADJ;MASC;SG
पू	קקי	पू	קקי	PROPN;NOM;MASC;SG;3	
ऋण	חובי	ऋण	חובי	N;NOM;MASC;SG;3	PROPN
ऋण	הלוואות	ऋण	הלוואה	N;NOM;MASC;SG;3	N;FEM;PL
ऋण	מינוס	ऋण	מינוס	N;NOM;MASC;SG;3	
दास	דאס	दास	דאס	PROPN;NOM;MASC;SG;3	PROPN
नंबर	המספר	नंबर	המספר	N;NOM;MASC;SG;3	PROPN
त्वचा	העור	त्वचा	העור	N;NOM;FEM;SG;3	
नोबेल	נובל	नोबेल	נובל	PROPN;NOM;MASC;SG;3	N;MASC;SG
अधिकारियों	מנהלים	अधिकारी	ניהל	N;ACC;MASC;PL;3	V;MASC;PL;V.PTCP;ACT
जटिल	לפרט	जटिल	פירט	ADJ	V;NFIN;ACT
जटिल	מורכבים	जटिल	מורכב	ADJ	V;MASC;PL;V.PTCP;PASS
जटिल	מורכב	जटिल	מורכב	ADJ	V;MASC;SG;V.PTCP;PASS
जटिल	מורכבת	जटिल	הורכב	ADJ	V;FEM;SG;V.PTCP;PASS
जटिल	מתחם	जटिल	מתחם	ADJ	PROPN
जटिल	תסביך	जटिल	תסביך	ADJ	PROPN
जटिल	מורכב	जटिल	מורכב	ADJ	V;MASC;SG;V.PTCP;PASS
दर्ज	הוקלט	दर्ज	הוקלט	ADJ	V;MASC;SG;3;PST;PASS
दर्ज	הקליט	दर्ज	הקליט	ADJ	V;MASC;SG;3;PST;ACT
दर्ज	מוקלט	दर्ज	מוקלט	ADJ	V;MASC;SG;V.PTCP;PASS
हस्ताक्षर	חותם	हस्ताक्षर	חתם	N;NOM;MASC;PL;3	N;MASC;SG
हस्ताक्षर	חתימה	हस्ताक्षर	חתימה	N;NOM;MASC;PL;3	N;FEM;SG
हस्ताक्षर	החתימה	हस्ताक्षर	החתים	N;NOM;MASC;PL;3	V;FEM;SG;3;PST;ACT
हस्ताक्षर	חתימה	हस्ताक्षर	חתימה	N;NOM;MASC;PL;3	N;FEM;SG
कानूनी	חוקית	कानूनी	חוקי	ADJ;NOM	ADV
कानूनी	חוקיות	कानूनी	חוקיות	ADJ;NOM	N;FEM;SG
टिप्पणी	הערה	टिप्पणी	הערה	N;NOM;FEM;SG;3	ADV
टिप्पणी	פתקים	टिप्पणी	פתק	N;NOM;FEM;SG;3	N;MASC;PL
टिप्पणी	רשימות	टिप्पणी	רשימה	N;NOM;FEM;SG;3	N;FEM;PL
टिप्पणी	הערות	टिप्पणी	הערה	N;NOM;FEM;SG;3	N;FEM;PL
टिप्पणी	תווים	टिप्पणी	תווים	N;NOM;FEM;SG;3	N;MASC;PL
टिप्पणी	התגובות	टिप्पणी	התגובות	N;NOM;FEM;SG;3	N;FEM;PL
टिप्पणी	תגובות	टिप्पणी	תגובה	N;NOM;FEM;SG;3	N;FEM;PL
टिप्पणी	הערות	टिप्पणी	הערה	N;NOM;FEM;SG;3	N;FEM;PL
डे	דיי	डे	די	N;NOM;MASC;SG;3	
स्मृति	הזיכרון	स्मृति	הזיכרון	N;NOM;FEM;SG;3	PROPN
स्मृति	זכרון	स्मृति	זיכרון	N;NOM;FEM;SG;3	PROPN
राजनैतिक	פוליטיות	राजनैतिक	פוליטי	N;NOM;MASC;SG;3	ADJ;FEM;PL
राजनैतिक	פוליטית	राजनैतिक	פוליטי	N;NOM;MASC;SG;3	ADV
तीव्र	נחרצות	तीव्र	נחרצות		N;FEM;SG
तीव्र	טרופית	तीव्र	טרופי		ADV
तीव्र	טרופי	तीव्र	טרוף		PROPN
तीव्र	אינטנסיבי	तीव्र	אינטנסיבי		ADJ;MASC
सम्बन्धित	המתאימות	संबन्धित	המתאימות	ADJ	N;FEM;PL
सम्बन्धित	קשורות	संबन्धित	קשר	ADJ	V;FEM;PL;V.PTCP;ACT
सम्बन्धित	קשור	संबन्धित	קשר	ADJ	V;MASC;SG;V.PTCP;ACT
सम्बन्धित	קשורה	संबन्धित	קשר	ADJ	V;FEM;SG;V.PTCP;ACT
सम्बन्धित	קשורים	संबन्धित	קשר	ADJ	V;MASC;PL;V.PTCP;ACT
हाइड्रोजन	מימן	हाइड्रोजन	מימן	N;NOM;MASC;SG;3	PROPN
यूनानी	יוונים	यूनानी	יוון	PROPN;NOM;MASC;SG;3	N;MASC;PL
यूनानी	יווני	यूनानी	יווני	PROPN;NOM;MASC;SG;3	PROPN
यूनानी	יוונית	यूनानी	יוונית	PROPN;NOM;MASC;SG;3	PROPN
यूनानी	יוון	यूनानी	יוון	PROPN;NOM;MASC;SG;3	PROPN
डीवीडी	dvd	डीवीडी	dvd	N;NOM;MASC;SG;3	
स्वर्ण	זהב	स्वर्ण	זהב		N;MASC;SG
स्वर्ण	גולד	स्वर्ण	גולד		PROPN
ठोस	מוצק	ठोस	הוצק	PROPN;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;PASS
ठोस	מוצקה	ठोस	הוצק	PROPN;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;PASS
ठोस	מוחשית	ठोस	מוחשי	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
ठोस	מוחשי	ठोस	מוחשי	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
मशीन	המכונה	मशीन	המכון	N;NOM;FEM;SG;3	
मशीन	מכונה	मशीन	כונה	N;NOM;FEM;SG;3	V;MASC;SG;V.PTCP;PASS
विदेश	זר	विदेश	זר	N;NOM;MASC;SG;3	ADJ;MASC;SG
विदेश	זרה	विदेश	זרה	N;NOM;MASC;SG;3	
विदेश	זרות	विदेश	זרות	N;NOM;MASC;SG;3	
दवा	תרופות	दवा	תרופה	N;NOM;FEM;SG;3	N;FEM;PL
ऋषि	רישי	ऋषि	רישי	PROPN;NOM;MASC;SG;3	PROPN
ऋषि	מרווה	ऋषि	מרווה	PROPN;NOM;MASC;SG;3	PROPN
शेयर	שיתופים	शेयर	שיתוף	N;NOM;MASC;SG;3	N;MASC;PL
शेयर	מניות	शेयर	מנייה	N;NOM;MASC;SG;3	N;FEM;PL
गर्म	הוט	गर्म	הוט	ADJ;NOM	
गर्म	חם	गर्म	חם	ADJ;NOM	
गर्म	חמה	गर्म	חם	ADJ;NOM	PROPN
गर्म	שווה	गर्म	שווה	ADJ;NOM	PROPN
सौर	שמש	सौर	שמש	N;NOM;MASC	
पंथ	קריד	पंथ	קריד	N;NOM;MASC;SG;3	PROPN
एशियाई	אסייתית	एशियाई	אסייתי	PROPN;NOM;SG;3	ADV
एशियाई	אסייתי	एशियाई	אסייתי	PROPN;NOM;SG;3	PROPN
एशियाई	אסיאתית	एशियाई	אסיאתי	PROPN;NOM;SG;3	PROPN
एशियाई	אסיה	एशियाई	אסיה	PROPN;NOM;SG;3	PROPN
एशियाई	אסיאתי	एशियाई	אסיאתי	PROPN;NOM;SG;3	PROPN
पति	בעלי	पति	בעל	N;NOM;MASC;SG;3	N;PSSD;MASC;PL
पति	הבעל	पति	הבעל	N;NOM;MASC;SG;3	
वैकल्पिक	אלטרנטיבית	वैकल्पिक	אלטרנטיבי	ADJ;NOM	ADV
वैकल्पिक	אלטרנטיבי	वैकल्पिक	אלטרנטיבי	ADJ;NOM	PROPN
वैकल्पिक	חלופה	वैकल्पिक	חלופה	ADJ;NOM	N;FEM;SG
वैकल्पिक	האלטרנטיבי	वैकल्पिक	האלטרנטיבי	ADJ;NOM	PROPN
वैकल्पिक	אלטרנטיבה	वैकल्पिक	אלטרנטיבה	ADJ;NOM	N;FEM;SG
वैकल्पिक	אלטרנטיבי	वैकल्पिक	אלטרנטיבי	ADJ;NOM	PROPN
वैकल्पिक	חלופית	वैकल्पिक	חלופי	ADJ;NOM	ADV
हार	התבוסה	हार	התבוסה	N;NOM;FEM;SG;3	V;FEM;SG;3;PST
हार	להביס	हार	הביס	N;NOM;FEM;SG;3	V;NFIN;ACT
समाधान	פיתרון	समाधान	פיתרון	N;NOM;MASC;SG;3	PROPN
समाधान	הפתרון	समाधान	הפתרון	N;NOM;MASC;SG;3	PROPN
