loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
đỉnh	horný	đỉnh	horný	N	ADJ;ANIM;NOM;MASC;SG
đỉnh	top	đỉnh	top	N	PROPN;ANIM;NOM;MASC;SG
đỉnh	horná	đỉnh	horný	N	ADJ;NOM;FEM;SG
ngăn	zamedzenie	ngăn	zamedzenie	V	N;NOM;NEUT;SG
bão	búrlivý	bão	búrlivý	N	ADJ;ANIM;NOM;MASC;SG
bão	storm	bão	storý	N	PROPN;ANIM;NOM;MASC;SG
sur	sur	sur	sur	NUM	
bày	obrazovka	bày	obrazovka	V	N;NOM;FEM;SG
bày	obrazovky	bày	obrazovka	V	N;NOM;FEM;PL
bày	screen	bày	screen	V	
bày	obrazovku	bày	obrazovka	V	N;ACC;FEM;SG
voi	slony	voi	slon		N;INAN;NOM;MASC;PL
voi	slonov	voi	slon		N;INAN;GEN;MASC;PL
voi	slon	voi	slon		N;ANIM;NOM;MASC;SG
voi	slona	voi	slona		N;ANIM;NOM;MASC;SG
nghĩ	myslenia	nghĩ	myslenie	V	N;NOM;NEUT;PL
nghĩ	premýšľanie	nghĩ	premýšľanie	V	N;NOM;NEUT;SG
nghĩ	myslenie	nghĩ	myslenie	V	N;NOM;NEUT;SG
nghĩ	myšlienka	nghĩ	myšlienka	V	N;NOM;FEM;SG
nghĩ	myslis	nghĩ	myslis	V	INTJ
nghĩ	myslite	nghĩ	myslieť	V	INTJ
nguy	nebezpečie	nguy	nebezpečie	V	N;NOM;NEUT;SG
nguy	nebezpečenstvo	nguy	nebezpečenstvo	V	N;NOM;NEUT;SG
quyển	notebook	quyển	notebook		N;INAN;NOM;MASC;SG
quyển	zošit	quyển	zošit		N;INAN;NOM;MASC;SG
quyển	zápisník	quyển	zápisník		N;INAN;NOM;MASC;SG
sắt	železný	sắt	železný	N	ADJ;ANIM;NOM;MASC;SG
sắt	železné	sắt	železný	N	ADJ;NOM;NEUT;SG
sắt	iron	sắt	iron	N	PROPN;ANIM;NOM;MASC;SG
thác	rapids	thác	rapids	N	PROPN;ANIM;NOM;MASC;SG
thác	opustené	thác	opustený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
thác	opustenej	thác	opustený	N	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
thác	opustený	thác	opustený	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
thác	opustená	thác	opustený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
thác	vzdal	thác	vzdať	N	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
thác	vzdali	thác	vzdať	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
thác	odovzdané	thác	odovzdaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
thác	padá	thác	padať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
thác	pripadne	thác	pripadnúť	N	
thác	spadne	thác	spadnúť	N	V;PFV;IND;SG;3;POS;PRS;FIN
thác	falls	thác	falls	N	PROPN;ANIM;NOM;MASC;SG
tường	wall	tường	wall	N	
sung	sung	sung	sunga	V	NUM
sung	modul	sung	moduť	V	N;INAN;NOM;MASC;SG
game	game	game	gama	N	
thiến	vykastrovaný	thiến	vykastrovaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gửi	zasielanie	gửi	zasielanie	V	N;NOM;NEUT;SG
gửi	odosielanie	gửi	odosielanie	V	N;NOM;NEUT;SG
gửi	posielanie	gửi	posielanie	V	N;NOM;NEUT;SG
gửi	predloženie	gửi	predloženie	V	N;NOM;NEUT;SG
gửi	predkladanie	gửi	predkladanie	V	N;NOM;NEUT;SG
gửi	podanie	gửi	podanie	V	N;NOM;NEUT;SG
ngầm	implicitné	ngầm	implicitný	N	ADJ;NOM;NEUT;SG
thụ	energií	thụ	energia	V	N;GEN;FEM;PL
thụ	nadmerné	thụ	nadmerný	V	ADJ;NOM;NEUT;SG
thụ	prebytok	thụ	prebytok	V	N;INAN;NOM;MASC;SG
thụ	nadbytok	thụ	nadbytok	V	N;INAN;NOM;MASC;SG
cựu	bývalý	cựu	bývalý	N	ADJ;ANIM;NOM;MASC;SG
cựu	bývalí	cựu	bývalý	N	ADJ;ANIM;NOM;MASC;PL
cựu	bývalá	cựu	bývalý	N	ADJ;NOM;FEM;SG
cựu	bývalé	cựu	bývalý	N	ADJ;NOM;NEUT;SG
com	com	com	co	N	INTJ
nhớ	slečna	nhớ	slečna	V	N;NOM;FEM;SG
nhớ	miss	nhớ	miss	V	
nhớ	pamätaj	nhớ	pamätať	V	INTJ
thoát	výstup	thoát	výstup	V	N;INAN;NOM;MASC;SG
thoát	východ	thoát	východ	V	N;INAN;NOM;MASC;SG
thoát	východov	thoát	východ	V	N;INAN;GEN;MASC;PL
thoát	východy	thoát	východ	V	N;INAN;NOM;MASC;PL
thoát	únik	thoát	únik	V	N;INAN;NOM;MASC;SG
thoát	útek	thoát	útek	V	N;INAN;NOM;MASC;SG
tùy	zalezi	tùy	zalez	PART	
tùy	záleží	tùy	záležať	PART	V;IPFV;IND;SG;3;POS;PRS;FIN
vạn	pôvod	vạn	pôvod	ADJ	N;INAN;NOM;MASC;SG
lượt	otočiť	lượt	otočiť		V;PFV;POS;NFIN
lượt	výjazd	lượt	výjazd		N;INAN;NOM;MASC;SG
lượt	výlet	lượt	výlet		N;INAN;NOM;MASC;SG
lượt	trip	lượt	trip		PROPN;ANIM;NOM;MASC;SG
tan	tan	tan	tan	V	PROPN;NOM;FEM;SG
vuông	námestie	vuông	námestie	ADJ	N;NOM;NEUT;SG
vuông	štvorec	vuông	štvorec	ADJ	N;INAN;NOM;MASC;SG
vuông	square	vuông	squar	ADJ	N;NOM;MASC;SG
wiki	wiki	wiki	wikia	N	
nửa	polovice	nửa	polovica	NUM	N;NOM;FEM;PL
nửa	polovica	nửa	polovica	NUM	N;NOM;FEM;SG
nửa	polka	nửa	polka	NUM	N;NOM;FEM;SG
nửa	polovicu	nửa	polovica	NUM	N;ACC;FEM;SG
đan	shan	đan	shan		N;ANIM;NOM;MASC;SG
đan	pletenie	đan	pletenie		N;NOM;NEUT;SG
đan	výborná	đan	výborný		ADJ;NOM;FEM;SG
đan	vynikajúca	đan	vynikajúci		ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
đan	vynikajúce	đan	vynikajúci		ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
united	united	united	united	N	PROPN;ANIM;NOM;MASC;SG
united	zjednotená	united	zjednotený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
united	spojené	united	spojený	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hung	hung	hung	hung	N	PROPN;ANIM;NOM;MASC;SG
hung	maďarská	hung	maďarský	N	ADJ;NOM;FEM;SG
hung	maďarský	hung	maďarský	N	ADJ;ANIM;NOM;MASC;SG
hung	maďarské	hung	maďarský	N	ADJ;NOM;NEUT;SG
ngụy	wei	ngụy	wei	V	PROPN;ANIM;NOM;MASC;SG
sài	sai	sài	sai	N	PROPN;ANIM;NOM;MASC;SG
sài	chai	sài	chai	N	PROPN;ANIM;NOM;MASC;SG
phan	knut	phan	knut		PROPN;ANIM;NOM;MASC;SG
thẳng	rovno	thẳng	rovno	ADJ	ADV
thẳng	priamo	thẳng	priamo	ADJ	ADV
vịnh	bay	vịnh	bay	N	PROPN;ANIM;NOM;MASC;SG
illinois	illinois	illinois	illinois	N	PROPN;ANIM;NOM;MASC;SG
tiện	sústruh	tiện	sústruh	ADJ	N;INAN;NOM;MASC;SG
bậc	spodný	bậc	spodný	N	ADJ;ANIM;NOM;MASC;SG
bậc	dolný	bậc	dolný	N	ADJ;INAN;NOM;MASC;SG
ngược	opačne	ngược	opačne	V	ADV
ngược	odzadu	ngược	odzadu	V	ADV
ngược	dozadu	ngược	dozadu	V	ADV
ngược	vzad	ngược	vzad	V	N;INAN;NOM;MASC;SG
ngược	spätne	ngược	spätnúť	V	ADV
ngược	reverznej	ngược	reverzný	V	ADJ;GEN;FEM;SG
ngược	spätný	ngược	spätný	V	ADJ;ANIM;NOM;MASC;SG
ngược	opačne	ngược	opačne	V	ADV
ngược	oproti	ngược	oproti	V	ADP;DAT
ngược	opak	ngược	opak	V	N;INAN;NOM;MASC;SG
ngược	opačné	ngược	opačný	V	ADJ;NOM;NEUT;SG
london	londýn	london	londýn		PROPN;ANIM;NOM;MASC;SG
london	london	london	london		PROPN;ANIM;NOM;MASC;SG
london	londýne	london	londýn		ADV
điền	tian	điền	tian	V	N;NOM;FEM;SG
gắn	bláznov	gắn	blázon	V	N;ANIM;ACC;MASC;PL
gắn	monštrá	gắn	monštrý	V	N;NOM;FEM;PL
sáu	six	sáu	six	NUM	
tặng	darček	tặng	darček	V	N;INAN;NOM;MASC;SG
tặng	dar	tặng	dar	V	N;INAN;NOM;MASC;SG
tắc	tik	tắc	tik	V	N;INAN;NOM;MASC;SG
dọc	vertikálne	dọc	vertikálne	N	ADJ;NOM;NEUT;SG
dọc	vertikálna	dọc	vertikálny	N	ADJ;NOM;FEM;SG
dọc	vertikálne	dọc	vertikálne	N	ADJ;NOM;NEUT;SG
dọc	vertikálny	dọc	vertikálny	N	ADJ;INAN;NOM;MASC;SG
rgb	rgb	rgb	rgba	N	
dạy	výučba	dạy	výučba	V	N;NOM;FEM;SG
dạy	učenie	dạy	učenie	V	N;NOM;NEUT;SG
dạy	vyučovanie	dạy	vyučovanie	V	N;NOM;NEUT;SG
dạy	uč	dạy	uč	V	
sớm	skoro	sớm	skoro	ADJ	PART
sớm	skor	sớm	skor	ADJ	INTJ
sớm	skorej	sớm	skorý	ADJ	N;NOM;FEM;SG
sớm	čoskoro	sớm	čoskoro	ADJ	ADV
sớm	onedlho	sớm	onedlho	ADJ	ADV
mười	desiatej	mười	desiaty	NUM	ADJ;GEN;FEM;SG
săn	lovia	săn	lovieť	N	V;IPFV;IND;PL;3;POS;PRS;FIN
săn	loviť	săn	loviť	N	V;IPFV;POS;NFIN
săn	hunt	săn	hunt	N	PROPN;ANIM;NOM;MASC;SG
săn	loviť	săn	loviť	N	V;IPFV;POS;NFIN
săn	love	săn	lov	N	
hungary	maďarská	hungary	maďarský	N	ADJ;NOM;FEM;SG
hungary	maďarský	hungary	maďarský	N	ADJ;ANIM;NOM;MASC;SG
hungary	maďarské	hungary	maďarský	N	ADJ;NOM;NEUT;SG
tắt	vypnuté	tắt	vypnutý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tắt	zakázať	tắt	zakázať		V;PFV;POS;NFIN
tắt	vypnúť	tắt	vypnúť		V;PFV;POS;NFIN
tắt	off	tắt	off		INTJ
tắt	voľno	tắt	voľno		N;NOM;NEUT;SG
tắt	vypnuté	tắt	vypnutý		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tắt	pozastaviť	tắt	pozastaviť		V;PFV;POS;NFIN
tắt	vypnúť	tắt	vypnúť		V;PFV;POS;NFIN
tắt	nemý	tắt	nemý		N;ANIM;NOM;MASC;SG
chấm	bodky	chấm	bodka	V	N;NOM;FEM;PL
chấm	dot	chấm	dot	V	
chấm	bodka	chấm	bodka	V	N;NOM;FEM;SG
chấm	bod	chấm	bod	V	N;INAN;NOM;MASC;SG
gòn	gon	gòn	gon	N	PROPN;ANIM;NOM;MASC;SG
tĩnh	statický	tĩnh	statický	N	ADJ;INAN;NOM;MASC;SG
tĩnh	statická	tĩnh	statický	N	ADJ;NOM;FEM;SG
tĩnh	statické	tĩnh	statický	N	ADJ;NOM;NEUT;SG
tri	tri	tri	tri		NUM;INAN;NOM;MASC;PL
tri	troj	tri	troj		N;GEN;FEM;PL
tri	prorok	tri	prorok		N;ANIM;NOM;MASC;SG
tri	proroka	tri	proroka		N;ANIM;ACC;MASC;SG
trích	kópia	trích	kópia	V	N;NOM;FEM;SG
body	telesná	body	telesný		ADJ;NOM;FEM;SG
body	tele	body	telo		N;NOM;NEUT;SG
body	orgán	body	orgán		N;INAN;NOM;MASC;SG
body	telo	body	telo		N;NOM;NEUT;SG
cẩm	volať	cẩm	volať	N	V;IPFV;POS;NFIN
cẩm	zavolať	cẩm	zavolať	N	V;PFV;POS;NFIN
cẩm	volajte	cẩm	volať	N	V;IPFV;IMP;PL;2;POS;FIN
cẩm	hovor	cẩm	hovor	N	ADV
hài	humorné	hài	humorný	N	ADJ;NOM;NEUT;SG
hài	vtipné	hài	vtipný	N	ADJ;NOM;NEUT;SG
hài	smiešne	hài	smiešne	N	ADV
hài	zábavné	hài	zábavný	N	ADJ;NOM;NEUT;SG
trồng	výsadbu	trồng	výsadba	V	N;ACC;FEM;SG
trồng	pestovanie	trồng	pestovanie	V	N;NOM;NEUT;SG
trồng	rastliny	trồng	rastlina	V	N;NOM;FEM;PL
trồng	závod	trồng	závod	V	N;INAN;NOM;MASC;SG
trồng	rastlina	trồng	rastlina	V	N;NOM;FEM;SG
trồng	rastlín	trồng	rastlina	V	N;GEN;FEM;PL
increment	prírastok	increment	prírastok	V	N;INAN;NOM;MASC;SG
ngang	horizontálne	ngang	horizontálne	ADJ	ADV
ngang	horizontálne	ngang	horizontálne	ADJ	ADV
nhẹ	zľahka	nhẹ	zľahka		ADV
nhẹ	mierne	nhẹ	mierne		ADV
nhẹ	mierny	nhẹ	mierny		ADJ;INAN;NOM;MASC;SG
nhẹ	mierna	nhẹ	mierny		ADJ;NOM;FEM;SG
nhẹ	ľahko	nhẹ	ľahko		ADV
nhẹ	ľahké	nhẹ	ľahký		ADJ;NOM;NEUT;SG
nhẹ	easy	nhẹ	eas		N;INAN;NOM;MASC;SG
nhẹ	jednoduché	nhẹ	jednoduchý		ADJ;NOM;NEUT;SG
nhẹ	ľahkých	nhẹ	ľahký		ADJ;GEN;MASC;PL
nhẹ	ľahká	nhẹ	ľahký		ADJ;NOM;FEM;SG
nhẹ	chudý	nhẹ	chudý		ADJ;ANIM;NOM;MASC;SG
lightgrey	lightgrey	lightgrey	lightgra		N;NOM;FEM;SG
đáp	land	đáp	land	V	
đáp	pozemok	đáp	pozemok	V	N;INAN;NOM;MASC;SG
đáp	pôdy	đáp	pôda	V	N;NOM;FEM;PL
đáp	pozemky	đáp	pozemok	V	N;INAN;NOM;MASC;PL
đáp	pôda	đáp	pôda	V	N;NOM;FEM;SG
khô	suchá	khô	sucho	V	N;NOM;FEM;SG
khô	suché	khô	suchý	V	ADJ;NOM;NEUT;SG
khô	suchý	khô	suchý	V	ADJ;ANIM;NOM;MASC;SG
ném	hod	ném	hod	V	
gridcolor	gridcolor	gridcolor	gridcolor		N;ANIM;NOM;MASC;SG
xúc	urážky	xúc	urážka	V	N;NOM;FEM;PL
xúc	urážka	xúc	urážka	V	N;NOM;FEM;SG
xúc	urážku	xúc	urážka	V	N;ACC;FEM;SG
rơi	pripadne	rơi	pripadnúť	V	
rơi	vodopády	rơi	vodopáda	V	N;NOM;FEM;PL
rơi	falls	rơi	falls	V	PROPN;ANIM;NOM;MASC;SG
rơi	pád	rơi	pád	V	N;INAN;NOM;MASC;SG
rơi	jeseň	rơi	jeseň	V	N;NOM;FEM;SG
kém	zlá	kém	zlo	ADJ	N;NOM;FEM;SG
kém	bad	kém	bad	ADJ	PROPN;ANIM;NOM;MASC;SG
kém	blbo	kém	blbo	ADJ	ADV
kém	slabo	kém	slabo	ADJ	ADV
huyền	epic	huyền	epic	N	PROPN;ANIM;NOM;MASC;SG
tổn	traumu	tổn	triaum	V	N;ACC;FEM;SG
tổn	úraz	tổn	úraz	V	N;INAN;NOM;MASC;SG
tổn	trauma	tổn	trauma	V	N;NOM;FEM;SG
darkgrey	darkgrey	darkgrey	darkgrey		N;NOM;FEM;SG
sfondo	sfondo	sfondo	sfondo		PROPN;ANIM;NOM;MASC;SG
mời	pozvánka	mời	pozvánka	V	N;NOM;FEM;SG
mời	pozvaný	mời	pozvaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
mời	pozvaní	mời	pozvať	V	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
mời	pozvaná	mời	pozvať	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
mời	pozvánka	mời	pozvánka	V	N;NOM;FEM;SG
mời	pozvanie	mời	pozvanie	V	N;NOM;NEUT;SG
mời	pozvania	mời	pozvanie	V	N;NOM;NEUT;PL
mời	pozvánky	mời	pozvánok	V	N;NOM;FEM;PL
chinh	krížová	chinh	krížový		ADJ;NOM;FEM;SG
chinh	cross	chinh	cross		PROPN;ANIM;NOM;MASC;SG
chinh	kríž	chinh	kríž		N;INAN;NOM;MASC;SG
chinh	krížové	chinh	krížový		ADJ;NOM;NEUT;SG
simon	šimon	simon	šimon		N;ANIM;NOM;MASC;SG
simon	simon	simon	simon		PROPN;ANIM;NOM;MASC;SG
simon	simona	simon	simon		PROPN;NOM;FEM;SG
hoà	holandská	hoà	holandský		ADJ;NOM;FEM;SG
hoà	holandské	hoà	holandský		ADJ;NOM;NEUT;SG
hoà	holandskej	hoà	holandský		ADJ;GEN;FEM;SG
hoà	holandský	hoà	holandský		ADJ;ANIM;NOM;MASC;SG
pennsylvania	pennsylvania	pennsylvania	pennsylvanie		N;NOM;NEUT;PL
trinh	trinh	trinh	trinh	N	PROPN;ANIM;NOM;MASC;SG
trinh	panic	trinh	panic	N	PROPN;ANIM;NOM;MASC;SG
thiệt	real	thiệt	real	PART	N;INAN;NOM;MASC;SG
thiệt	reálny	thiệt	reálny	PART	ADJ;INAN;NOM;MASC;SG
thiệt	skutočné	thiệt	skutočný	PART	ADJ;NOM;NEUT;SG
thiệt	skutočná	thiệt	skutočný	PART	ADJ;NOM;FEM;SG
thiệt	reálne	thiệt	reálne	PART	ADV
lang	lang	lang	lang	N	PROPN;ANIM;NOM;MASC;SG
lang	hall	lang	hall	N	PROPN;ANIM;NOM;MASC;SG
lào	lao	lào	lao	N	PROPN;ANIM;NOM;MASC;SG
chữa	liek	chữa	liek	V	N;INAN;NOM;MASC;SG
chữa	konzervovanie	chữa	konzervovanie	V	N;NOM;NEUT;SG
chợ	trhová	chợ	trhový	N	ADJ;NOM;FEM;SG
lỗi	nesprávna	lỗi	správny	N	ADJ;NOM;FEM;SG
lỗi	zle	lỗi	zle	N	ADV
lỗi	nesprávne	lỗi	nesprávny	N	ADV
lỗi	nesprávny	lỗi	nesprávny	N	ADJ;INAN;NOM;MASC;SG
background	pozadie	background	pozadie		N;NOM;NEUT;SG
background	minulosť	background	minulosť		N;NOM;FEM;SG
background	pozadí	background	pozadie		N;NOM;NEUT;SG
background	pozadia	background	pozadie		N;NOM;NEUT;PL
lôi	lei	lôi	lei	V	
lôi	ťahanie	lôi	ťahanie	V	N;NOM;NEUT;SG
ngọt	sladkosť	ngọt	sladkosť	ADJ	N;NOM;FEM;SG
ngọt	pivovar	ngọt	pivovar	ADJ	N;INAN;NOM;MASC;SG
thăm	návšteva	thăm	návšteva	V	N;NOM;FEM;SG
thăm	návštevy	thăm	návšteva	V	N;NOM;FEM;PL
thăm	návštevu	thăm	návšteva	V	N;ACC;FEM;SG
bảy	siedmych	bảy	siedmy	NUM	ADJ;ANIM;GEN;MASC;PL
bảy	seven	bảy	seven	NUM	PROPN;NOM;FEM;SG
huân	lord	huân	lord	N	PROPN;ANIM;NOM;MASC;SG
huân	pane	huân	pán	N	PROPN;ANIM;VOC;MASC;SG
sóc	veverička	sóc	veverička	V	N;NOM;FEM;SG
chặn	bloky	chặn	blok	V	N;INAN;NOM;MASC;PL
chặn	blokov	chặn	blok	V	N;INAN;GEN;MASC;PL
chặn	blokovania	chặn	blokovanie	V	N;NOM;NEUT;PL
chặn	zablokovanie	chặn	zablokovanie	V	N;NOM;NEUT;SG
chặn	blokovanie	chặn	blokovanie	V	N;NOM;NEUT;SG
chặn	blok	chặn	blok	V	N;INAN;NOM;MASC;SG
chặn	blokovanie	chặn	blokovanie	V	N;NOM;NEUT;SG
chặn	zablokovanie	chặn	zablokovanie	V	N;NOM;NEUT;SG
chặn	bloku	chặn	blok	V	N;INAN;GEN;MASC;SG
thôi	zrušiť	thôi	zrušiť	PART	V;PFV;POS;NFIN
ống	dotýkať	ống	dotýkať	N	V;IPFV;POS;NFIN
ống	dotknúť	ống	dotknúť	N	V;PFV;POS;NFIN
phước	požehnaná	phước	požehnaný	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
phước	požehnaní	phước	požehnanie	N	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
phước	požehnaný	phước	požehnaný	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
gió	veterné	gió	veterný	N	ADJ;NOM;NEUT;SG
gió	veterná	gió	veterný	N	ADJ;NOM;FEM;SG
trống	bubon	trống	bubon	V	N;INAN;NOM;MASC;SG
trống	bicie	trống	bicia	V	N;NOM;MASC;SG
trống	bubna	trống	bubna	V	N;NOM;NEUT;SG
trống	prázdny	trống	prázdny	V	ADJ;INAN;NOM;MASC;SG
trống	prázdne	trống	prázdny	V	ADJ;NOM;NEUT;SG
trống	prázdna	trống	prázdno	V	N;NOM;FEM;SG
trống	bicie	trống	bicia	V	N;NOM;MASC;SG
trống	bubny	trống	bubny	V	N;NOM;FEM;PL
trống	prázdna	trống	prázdno	V	N;NOM;FEM;SG
trống	prázdne	trống	prázdny	V	ADJ;NOM;NEUT;SG
trống	prázdny	trống	prázdny	V	ADJ;INAN;NOM;MASC;SG
indonesia	indonézskych	indonesia	indonézsky	N	ADJ;GEN;MASC;PL
jpl	jpl	jpl	jpl		PROPN;ANIM;NOM;MASC;SG
nhánh	branch	nhánh	brana	N	PROPN;ANIM;NOM;MASC;SG
nhiễm	infikovaných	nhiễm	infikovaný	V	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
nhiễm	infikované	nhiễm	infikovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đuổi	padáka	đuổi	padák	V	N;ANIM;ACC;MASC;SG
đuổi	vyhodený	đuổi	vyhodený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
đuổi	chase	đuổi	chas	V	PROPN;ANIM;NOM;MASC;SG
mưa	prší	mưa	pršať	N	V;IPFV;IND;SG;3;POS;PRS;FIN
mưa	rain	mưa	rain	N	PROPN;ANIM;NOM;MASC;SG
bách	vážne	bách	vážne	N	ADV
bách	závažné	bách	závažný	N	ADJ;NOM;NEUT;SG
bách	závažná	bách	závažný	N	ADJ;NOM;FEM;SG
bách	vážny	bách	vážny	N	ADJ;ANIM;NOM;MASC;SG
bách	vážna	bách	vážna	N	ADJ;NOM;FEM;SG
png	png	png	png	N	
hút	dym	hút	dym	V	N;INAN;NOM;MASC;SG
hút	dymu	hút	dym	V	N;INAN;GEN;MASC;SG
william	william	william	willia		N;ANIM;NOM;MASC;SG
william	viliam	william	vila		N;ANIM;NOM;MASC;SG
george	george	george	georga		PROPN;ANIM;NOM;MASC;SG
air	ovzdušie	air	ovzdušie		N;NOM;NEUT;SG
air	vzduchu	air	vzduch		N;INAN;GEN;MASC;SG
air	ovzdušia	air	ovzdušie		N;NOM;NEUT;PL
air	vzduch	air	vzduch		N;INAN;NOM;MASC;SG
air	air	air	air		PROPN;ANIM;NOM;MASC;SG
cam	oranžová	cam	oranžový	N	ADJ;NOM;FEM;SG
cam	oranžový	cam	oranžový	N	ADJ;ANIM;NOM;MASC;SG
cam	oranžové	cam	oranžový	N	ADJ;NOM;NEUT;SG
cam	cam	cam	cam	N	PROPN;ANIM;NOM;MASC;SG
họp	stretnutia	họp	stretnutie	V	N;NOM;NEUT;PL
họp	stretko	họp	stretko	V	N;NOM;NEUT;SG
họp	schôdza	họp	schôdza	V	N;NOM;FEM;SG
họp	zasadnutie	họp	zasadnutie	V	N;NOM;NEUT;SG
họp	stretnutie	họp	stretnutie	V	N;NOM;NEUT;SG
usd	päťdesiat	usd	päťdesiat	N	NUM;NOM;NEUT;SG
may	mája	may	máj	ADJ	N;INAN;GEN;MASC;SG
may	môže	may	môcť	ADJ	V;IPFV;IND;SG;3;POS;PRS;FIN
may	máj	may	mať	ADJ	INTJ
may	šiť	may	šiť	ADJ	V;IPFV;POS;NFIN
may	šitie	may	šitie	ADJ	N;NOM;NEUT;SG
may	štastie	may	štastie	ADJ	N;NOM;NEUT;SG
may	lucky	may	lucky	ADJ	N;NOM;FEM;PL
may	šťastie	may	šťastie	ADJ	N;NOM;NEUT;SG
chép	kópia	chép	kópia	V	N;NOM;FEM;SG
kia	kia	kia	kia	PROPN	
kia	tam	kia	tam	PROPN	ADV
robert	robert	robert	robert		PROPN;ANIM;NOM;MASC;SG
robert	róbert	robert	róbert		N;ANIM;NOM;MASC;SG
đinh	ding	đinh	ding	N	
david	dávid	david	dávid		N;ANIM;NOM;MASC;SG
david	david	david	david		PROPN;ANIM;NOM;MASC;SG
iowa	iowa	iowa	iowa	N	PROPN;ANIM;NOM;MASC;SG
ohio	ohio	ohio	ohio	N	PROPN;ANIM;NOM;MASC;SG
dặm	miles	dặm	miles	N	PROPN;ANIM;NOM;MASC;SG
hoang	wild	hoang	wild	ADJ	PROPN;ANIM;NOM;MASC;SG
hoang	voľne	hoang	voľne	ADJ	ADV
pop	pop	pop	pop	N	
đâu	kde	đâu	kde	PROPN	ADV
đâu	kam	đâu	kam	PROPN	ADV
sắp	skoro	sắp	skoro		PART
sắp	takmer	sắp	takmer		PART
sắp	čoskoro	sắp	čoskoro		ADV
sắp	onedlho	sắp	onedlho		ADV
sắp	nadchádzajúce	sắp	nadchádzajúci		ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
cân	závažie	cân	závažie	V	N;NOM;FEM;PL
cân	hmotnosti	cân	hmotnosť	V	N;NOM;FEM;PL
cân	hmotnosť	cân	hmotnosť	V	N;NOM;FEM;SG
cân	váha	cân	váha	V	N;NOM;FEM;SG
hiếu	pohostinnosť	hiếu	pohostinnosť		N;NOM;FEM;SG
trăm	stoviek	trăm	stovka	NUM	N;GEN;FEM;PL
trăm	hundred	trăm	hundred	NUM	
trăm	stovka	trăm	stovka	NUM	N;NOM;FEM;SG
tận	terminál	tận	terminál	ADP	N;INAN;NOM;MASC;SG
tận	terminálu	tận	terminál	ADP	N;INAN;GEN;MASC;SG
mong	mong	mong	mong	V	PROPN;ANIM;NOM;MASC;SG
mong	nádej	mong	nádej	V	N;NOM;FEM;SG
rối	problémy	rối	problém	V	N;INAN;NOM;MASC;PL
rối	problemy	rối	problem	V	N;INAN;NOM;MASC;PL
rối	bábku	rối	bábka	V	N;ACC;FEM;SG
rối	bábka	rối	bábka	V	N;NOM;FEM;SG
texas	texas	texas	texas	N	PROPN;ANIM;NOM;MASC;SG
minnesota	minnesote	minnesota	minnesot	N	PROPN;ANIM;NOM;MASC;SG
góc	uhla	góc	uhnúť	N	V;PFV;FEM;SG;POS;PST;V.PTCP
james	james	james	james	N	PROPN;ANIM;NOM;MASC;SG
james	jakub	james	jakub	N	PROPN;ANIM;NOM;MASC;SG
thẩm	shen	thẩm	shen	N	PROPN;ANIM;NOM;MASC;SG
phu	phu	phu	phu	N	PROPN;ANIM;NOM;MASC;SG
nghỉ	dovolenka	nghỉ	dovolenka	V	N;NOM;FEM;SG
nghỉ	prázdniny	nghỉ	prázdniny	V	N;NOM;FEM;PL
nghỉ	dovolenky	nghỉ	dovolenka	V	N;NOM;FEM;PL
nghỉ	dovolenku	nghỉ	dovolenka	V	N;ACC;FEM;SG
nghỉ	odpočinok	nghỉ	odpočinok	V	N;INAN;NOM;MASC;SG
nghỉ	oddych	nghỉ	oddych	V	N;INAN;NOM;MASC;SG
nghỉ	zvyšok	nghỉ	zvyšok	V	N;INAN;NOM;MASC;SG
