نيبال	nepalu	نيبال	nepal		PROPN;NOM;MASC;SG
تروي	troy	رَوَى	troy	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN;NOM;MASC;SG
تروي	troi	رَوَى	troić	V;IPFV;FEM;IND;SG;3;FIN;ACT	
طلعت	talat	طَلَع	talat	V;PFV;FEM;SG;3;ACT	
ميغيل	miguela	مِيغِيل	miguel		N;ACC;MASC;SG
ميغيل	miguel	مِيغِيل	miguel		PROPN;NOM;MASC;SG
المتقدم	zaliczki	مُتَقَدِّم	zaliczka	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;PL
المتقدم	zaawansowanych	مُتَقَدِّم	zaawansowany	ADJ;NOM;DEF;MASC;SG	ADJ;GEN;MASC;PL
لوحظ	obserwowany	لَاحَظ	obserwować	V;PFV;MASC;SG;3;PASS	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
لوحظ	obserwowanych	لَاحَظ	obserwować	V;PFV;MASC;SG;3;PASS	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
لوحظ	obserwowane	لَاحَظ	obserwować	V;PFV;MASC;SG;3;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
لوحظ	obserwowana	لَاحَظ	obserwować	V;PFV;MASC;SG;3;PASS	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
لوحظ	zauważył	لَاحَظ	zauważyć	V;PFV;MASC;SG;3;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
لوحظ	zauważyć	لَاحَظ	zauważyć	V;PFV;MASC;SG;3;PASS	V;PFV;NFIN;ACT
لوحظ	odnotowane	لَاحَظ	odnotować	V;PFV;MASC;SG;3;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
لوحظ	odnotowano	لَاحَظ	odnotować	V;PFV;MASC;SG;3;PASS	V;PFV;IND;0;PST;FIN;ACT
لوحظ	stwierdzone	لَاحَظ	stwierdzić	V;PFV;MASC;SG;3;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
عداد	metr	عِدَاد	metr	N;NOM;INDF;SG	
عداد	metrów	عِدَاد	metr	N;NOM;INDF;SG	N;GEN;MASC;PL
يسمع	usłyszeć	سَمِع	usłyszeć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
موجه	reżyseria	مُوَجَّه	reżyser	ADJ;NOM;INDF;MASC;SG	
موجه	wektor	مُوَجَّه	wektor	ADJ;NOM;INDF;MASC;SG	
بطن	brzucha	بَطن	brzuch		N;GEN;MASC;SG
بطن	brzuch	بَطن	brzuch		N;NOM;MASC;SG
بطن	brzucha	بَطن	brzuch		N;GEN;MASC;SG
بطن	brzuch	بَطن	brzuch		N;NOM;MASC;SG
السعر	ceny	سِعر	cena	N;NOM;DEF;SG	N;NOM;FEM;PL
السعر	price	سِعر	prica	N;NOM;DEF;SG	
السعر	cena	سِعر	cena	N;NOM;DEF;SG	
المهرة	wykwalifikowanych	مُهرَة	wykwalikowikować	N;NOM;DEF;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
المهرة	wykwalifikowany	مُهرَة	wykwalikowikować	N;NOM;DEF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
تصفية	filtry	تَصفِيَة	filtr	N;NOM;INDF;SG	N;NOM;MASC;PL
تصفية	likwidację	تَصفِيَة	likwidacja	N;NOM;INDF;SG	N;ACC;FEM;SG
تصفية	likwidacji	تَصفِيَة	likwidacja	N;NOM;INDF;SG	N;GEN;FEM;SG
التذاكر	bilety	تَذَاكُر	bilet	N;NOM;DEF;SG	N;NOM;MASC;PL
التذاكر	mandat	تَذَاكُر	mandat	N;NOM;DEF;SG	N;ACC;MASC;SG
الكتيبة	batalionu	الكتيبة	batalion	N;NOM;DEF;SG	N;GEN;MASC;SG
المشاهير	sława	مَشهُور	sława	N;NOM;DEF;PL	N;NOM;FEM;SG
المشاهير	sławna	مَشهُور	sławna	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
المشاهير	gwiazda	مَشهُور	gwiazda	N;NOM;DEF;PL	N;NOM;FEM;SG
المشاهير	sławy	مَشهُور	sława	N;NOM;DEF;PL	
المشاهير	gwiazdy	مَشهُور	gwiazda	N;NOM;DEF;PL	N;ACC;FEM;PL
التفتيش	inspekcje	تَفتِيش	inspekcja	N;NOM;DEF;SG	N;NOM;FEM;PL
التفتيش	inspekcji	تَفتِيش	inspekcja	N;NOM;DEF;SG	N;GEN;FEM;SG
المعتاد	zazwyczaj	مُعتَاد	zazwyczaj	ADJ;NOM;DEF;MASC;SG	
المعتاد	zwykle	مُعتَاد	zwykle	ADJ;NOM;DEF;MASC;SG	
سوار	bransoletka	سُوَار	bransoletka		N;NOM;FEM;SG
سوار	bransoletki	سُوَار	bransoletka		N;ACC;FEM;PL
تكشف	ujawnić	كَشَف	ujawnić	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
نيلسون	nelson	نيلسون	nelson		V;IPFV;IND;SG;PRS;FIN;ACT
المحاولات	próby	مُحَاوَلَة	próba	N;NOM;DEF;PL	
الزنك	cynku	الزنك	cynek	N;NOM;DEF;SG	N;GEN;MASC;SG
استيعاب	absorpcji	اِستِيعَاب	absorpiej	N;NOM;INDF;SG	N;GEN;FEM;SG
استيعاب	asymilacji	اِستِيعَاب	asymilacja	N;NOM;INDF;SG	N;DAT;FEM;SG
سحر	magiczne	سِحر	magiczny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سحر	czary	سِحر	czar	N;NOM;INDF;SG	N;NOM;MASC;PL
سحر	magic	سِحر	magica	N;NOM;INDF;SG	
سحر	magii	سِحر	magaia	N;NOM;INDF;SG	N;GEN;FEM;SG
تنشيط	aktywacji	تَنشِيط	aktywacja	N;NOM;INDF;SG	N;GEN;FEM;SG
تنشيط	aktywować	تَنشِيط	aktywować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
الورقة	arkusze	وَرَقَة	arkusz	N;NOM;DEF;SG	N;NOM;MASC;PL
لوثر	luther	لوثر	luther		N;NOM;MASC;SG
شطرنج	szachy	شطرنج	szachy		
متجر	zakupy	مَتجَر	zakup		N;NOM;MASC;PL
متجر	sklep	مَتجَر	sklep		N;NOM;MASC;SG
متجر	sklepie	مَتجَر	sklep		N;DAT;MASC;SG
متجر	sklep	مَتجَر	sklep		N;NOM;MASC;SG
متجر	store	مَتجَر	stór		
التنس	tenis	تَنسّ	tenis		N;NOM;MASC;SG
المتطلبات	wymagania	مُتَطَلَّبَات	wymagać	N;NOM;DEF;PL	N;NOM;NEUT;SG
المتطلبات	wymogi	مُتَطَلَّبَات	wymoga	N;NOM;DEF;PL	
النسر	orła	النسر	orzeł	N;NOM;DEF;SG	
النسر	eagle	النسر	eagle	N;NOM;DEF;SG	
فرعي	zależnej	فَرعِيّ	zależny	ADJ;NOM;INDF;MASC;SG	ADJ;GEN;FEM;SG
فرعي	sub	فَرعِيّ	sub	ADJ;NOM;INDF;MASC;SG	
استئصال	zwalczania	اِستِئصَال	zwalczać	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
الموالية	lojalistów	مُوَالِيَة	lojalista	N;NOM;DEF;SG	N;ACC;MASC;PL
مهددة	groził	مُهَدَّد	grozić	ADJ;NOM;INDF;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
جوني	johny	جُونِيّ	johny		
جوني	johnny	جُونِيّ	johnny		N;NOM;MASC;SG
ضفدع	ropucha	ضفدع	ropuch		N;NOM;FEM;SG
ضفدع	żaba	ضفدع	żaba		N;NOM;FEM;SG
ضفدع	żaby	ضفدع	żaby		
جزئية	częściowo	جُزئِيّ	częściowo	ADJ;NOM;INDF;FEM;SG	ADV
المتطوعين	chętnych	مُتَطَوِّع	chętny	ADJ;NOM;DEF;MASC;PL	N;GEN;MASC;PL
المتطوعين	ochotnicy	مُتَطَوِّع	ochotnik	ADJ;NOM;DEF;MASC;PL	N;NOM;MASC;PL
المتطوعين	wolontariuszy	مُتَطَوِّع	wolontariusz	ADJ;NOM;DEF;MASC;PL	N;GEN;MASC;PL
المتطوعين	ochotników	مُتَطَوِّع	ochotnik	ADJ;NOM;DEF;MASC;PL	N;ACC;MASC;PL
المشاركون	uczestników	مُشَارِك	uczestnik	N;NOM;DEF;PL	N;ACC;MASC;PL
المشاركون	uczestnikom	مُشَارِك	uczestnik	N;NOM;DEF;PL	N;DAT;MASC;PL
اجتماعات	zebrania	اِجتِمَاع	zebraniać	N;NOM;INDF;PL	N;NOM;NEUT;SG
اجتماعات	spotkań	اِجتِمَاع	spotkanie	N;NOM;INDF;PL	N;GEN;NEUT;PL
اجتماعات	posiedzenia	اِجتِمَاع	posiedzenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
تذكارية	okolicznościowych	تَذكَارِيّ	okolicznościowy	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
فضيلة	cnoty	فَضِيلَة	cnota	N;NOM;INDF;SG	N;ACC;FEM;SG
فضيلة	cnotę	فَضِيلَة	cnota	N;NOM;INDF;SG	N;ACC;FEM;SG
التغلب	przezwyciężenia	تَغَلُّب	przezwyciężenie	N;NOM;DEF;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
التغلب	pokonać	تَغَلُّب	pokonać	N;NOM;DEF;SG	V;PFV;NFIN;ACT
منهجية	metodyki	مُنهَجِيّ	metodyka	N;NOM;INDF;SG	N;GEN;FEM;SG
منهجية	metodologii	مُنهَجِيّ	metodologia	N;NOM;INDF;SG	N;GEN;FEM;SG
منهجية	systematyczny	مُنهَجِيّ	systematyczny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
منهجية	systematycznie	مُنهَجِيّ	systematycznie	N;NOM;INDF;SG	ADV
منهجية	systematyczne	مُنهَجِيّ	systematyczny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
منهجية	metodyczny	مُنهَجِيّ	metodyczny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
المعادلات	równanie	مُعَادِلَة	równać	N;NOM;DEF;PL	N;NOM;NEUT;SG
المعادلات	równania	مُعَادِلَة	równać	N;NOM;DEF;PL	N;NOM;NEUT;SG
البلطيق	bałtyckiego	بُلط	bałtycki		ADJ;ACC;MASC;SG
تحفيز	stymulować	تحفيز	stymulować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
تحفيز	pobudzić	تحفيز	pobudzić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
السويسرية	szwajcarski	سُوِيسرِيَّة	szwajcarski	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
السويسرية	szwajcarską	سُوِيسرِيَّة	szwajcarski	N;NOM;DEF;SG	ADJ;ACC;FEM;SG
زائد	plus	زَائِد	plus	ADJ;NOM;INDF;MASC;SG	
زائد	dodatkowo	زَائِد	dodatkowo	ADJ;NOM;INDF;MASC;SG	ADV
خشب	wood	خشب	wood	N;NOM;INDF;SG	
خشب	drewna	خشب	drewna	N;NOM;INDF;SG	
خشب	drewna	خشب	drewna	N;NOM;INDF;SG	
تشييد	budowa	تَشيِيد	budowa	N;NOM;INDF;SG	
المساحات	przestrzenie	مَسَّاحَة	przestrzenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
المساحات	wycieraczki	مَسَّاحَة	wycieraczka	N;NOM;DEF;PL	N;NOM;FEM;SG
ضيقة	ciasno	ضيقة	ciasno	ADJ;NOM;INDF;FEM;SG	ADV
ضيقة	mocno	ضيقة	mocno	ADJ;NOM;INDF;FEM;SG	ADV
الحوت	wieloryba	حُوت	wieloryb	N;NOM;DEF;SG	N;ACC;MASC;SG
ياسمين	jasmine	ياسمين	jasmin	N;ACC;INDF;DU	
مفتي	mufti	مفتي	mufta		N;NOM;MASC;SG
لوبيز	lópez	لوبيز	lópez		PROPN;NOM;MASC;SG
لوبيز	lopez	لوبيز	lopez		
ادعى	twierdził	اِدَّعَى	twierdzić	V;PFV;MASC;SG;3;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ادعى	twierdziło	اِدَّعَى	twierdzić	V;PFV;MASC;SG;3;ACT	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
ادعى	twierdziły	اِدَّعَى	twierdzić	V;PFV;MASC;SG;3;ACT	V;IPFV;FEM;IND;PL;PST;FIN;ACT
ادعى	twierdziła	اِدَّعَى	twierdzić	V;PFV;MASC;SG;3;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
المساء	wieczorem	مَسَاء	wieczór	N;NOM;DEF;SG	N;INS;MASC;SG
المساء	wieczorny	مَسَاء	wieczorny	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
بسام	bassam	بسام	bassać		V;IPFV;IND;SG;1;PRS;FIN;ACT
جوليا	julii	جوليا	julia		V;IPFV;IND;SG;3;PRS;FIN;ACT
جوليا	julia	جوليا	julia		PROPN;NOM;FEM;SG
الكل	wszystkie	كُلّ	wszystek		DET;NOM;MASC;PL
الكل	wszystko	كُلّ	wszystko		PRO;NOM;NEUT;SG
الكل	all	كُلّ	all		
الكل	wszyscy	كُلّ	wszyscy		PRO;NOM;MASC;PL
المعاملة	transakcje	مُعَامَلَة	transakcja	N;NOM;DEF;SG	N;NOM;FEM;PL
المعاملة	transakcji	مُعَامَلَة	transakcja	N;NOM;DEF;SG	N;GEN;FEM;SG
المعاملة	obróbka	مُعَامَلَة	obróbka	N;NOM;DEF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
شريان	tętnicy	شِريَان	tętnik	N;NOM;INDF;SG	N;GEN;FEM;SG
المتغير	zmienna	مُتَغَيِّر	zmienny	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المتغير	zmiennej	مُتَغَيِّر	zmienny	N;NOM;DEF;SG	ADJ;GEN;FEM;SG
المتغير	zmienne	مُتَغَيِّر	zmienny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المتغير	zmienny	مُتَغَيِّر	zmienny	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
شارلوت	charlotte	شَارَل	charlotty		V;IPFV;IND;SG;PRS;FIN;ACT
ديانا	diana	دِيَانَا	diana		N;NOM;FEM;SG
منتزه	parki	منتزه	park		N;NOM;MASC;PL
منتزه	parka	منتزه	parka		
منتزه	park	منتزه	park		N;NOM;MASC;SG
حمادة	hamada	حمادة	hamada		
الوفاء	spełniające	وَفَاء	spełniać	N;NOM;DEF;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
الوفاء	spełnić	وَفَاء	spełnić	N;NOM;DEF;SG	V;PFV;NFIN;ACT
الوفاء	wierności	وَفَاء	wierność	N;NOM;DEF;SG	N;GEN;FEM;SG
الوفاء	spełnienia	وَفَاء	spełnić	N;NOM;DEF;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
تسهيل	ułatwień	تَسهِيل	ułatwienie	N;NOM;INDF;SG	N;GEN;NEUT;PL
تسهيل	ułatwić	تَسهِيل	ułatwić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تسهيل	ułatwia	تَسهِيل	ułatwiać	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تسهيل	ułatwiają	تَسهِيل	ułatwiać	N;NOM;INDF;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
انتقد	krytykować	اِنتَقَد	krytykować	V;PFV;MASC;SG;3;ACT	V;IPFV;NFIN;ACT
الاحتفالات	uroczystości	اِحتِفَال	uroczystość	N;NOM;DEF;PL	N;GEN;FEM;SG
فرعون	faraon	فرعون	faraon		N;NOM;MASC;SG
فرعون	faraona	فرعون	faraon		
شكر	dzieki	شَكَر	dziek		
شكر	dziękujemy	شَكَر	dziękować		V;IPFV;IND;PL;1;PRS;FIN;ACT
شكر	dzięki	شَكَر	dzięki		ADP
تلقائيا	automat	تِلقَائِيّ	automat	ADJ;ACC;INDF;MASC;SG	N;NOM;MASC;SG
تلقائيا	automatycznie	تِلقَائِيّ	automatycznie	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	automatyczne	تِلقَائِيّ	automatyczny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
تلقائيا	automatyczny	تِلقَائِيّ	automatyczny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;MASC;SG
تلقائيا	automatyczna	تِلقَائِيّ	automatyczny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
تلقائيا	automatycznie	تِلقَائِيّ	automatycznie	ADJ;ACC;INDF;MASC;SG	ADV
زائر	odwiedziny	زَائِر	odwiedzina		N;NOM;FEM;SG
زائر	odwiedzający	زَائِر	odwiedzać		ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
زائر	gość	زَائِر	gość		V;IPFV;IND;SG;PST;FIN;ACT
معتمد	akredytowanych	معتمد	akredytować	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
معتمد	certyfikat	معتمد	certyfikat	ADJ;NOM;INDF;MASC;SG	N;ACC;MASC;SG
معتمد	kwalifikowanego	معتمد	kwalifokować	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;ACC;MASC;SG;POS;V.PTCP;PASS
الكوارث	katastrofy	كَارِثَة	katastrofa	N;NOM;DEF;PL	N;GEN;FEM;SG
الكوارث	klęsk	كَارِثَة	klęsk	N;NOM;DEF;PL	N;GEN;FEM;PL
الكوارث	katastrof	كَارِثَة	katastrofa	N;NOM;DEF;PL	N;GEN;FEM;PL
الكوارث	katastrofy	كَارِثَة	katastrofa	N;NOM;DEF;PL	N;GEN;FEM;SG
الكوارث	katastrofa	كَارِثَة	katastrofa	N;NOM;DEF;PL	N;NOM;FEM;SG
الكوارث	klęska	كَارِثَة	klęski	N;NOM;DEF;PL	N;NOM;FEM;SG
ميديا	medea	مِيدِيَا	meden		N;NOM;FEM;SG
تلسكوب	teleskop	تَلَسكُوب	teleskop		N;NOM;MASC;SG
التنقل	mobilności	تَنَقُّل	mobilność	N;NOM;DEF;SG	N;GEN;FEM;SG
سمعة	reputacji	سُمعَة	reputacja	N;NOM;INDF;SG	N;GEN;FEM;SG
سمعة	reputację	سُمعَة	reputacja	N;NOM;INDF;SG	N;ACC;FEM;SG
هانز	hans	هانز	hans		PROPN;NOM;MASC;SG
هانز	hansa	هانز	hansa		
جسيم	cząsteczki	جَسِيم	cząsteczka	N;NOM;INDF;SG	N;NOM;FEM;PL
جسيم	cząstki	جَسِيم	cząstka	N;NOM;INDF;SG	N;NOM;FEM;PL
جسيم	cząstek	جَسِيم	cząstka	N;NOM;INDF;SG	N;GEN;FEM;PL
حنا	hanny	حنا	hanny		
حنا	hanna	حنا	hanna		PROPN;NOM;FEM;SG
فدان	akrów	فَدَّان	akrów	N;NOM;INDF;SG	N;GEN;MASC;PL
فدان	acre	فَدَّان	acry	N;NOM;INDF;SG	
تامر	tamer	تَامر	tamer		
الاعلى	top	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	
الاعلى	szczyt	أَعلَى	szczyt	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
الاعلى	góra	أَعلَى	góra	ADJ;NOM;DEF;MASC;SG	
الاعلى	wyżej	أَعلَى	wysoko	ADJ;NOM;DEF;MASC;SG	ADV;CMPR
تفقد	sprawdź	فَقَد	sprawdzić	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
تفقد	zaznacz	فَقَد	zaznaczyć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
تفقد	sprawdzanie	فَقَد	sprawdzać	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
امبراطورية	imperium	امبراطورية	imperium	N;NOM;INDF;SG	
امبراطورية	empire	امبراطورية	empir	N;NOM;INDF;SG	
تلبية	poznać	تَلبِيَة	poznać	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تلبية	poznaj	تَلبِيَة	poznawać	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN;ACT
بخار	opary	بخار	opar	N;NOM;INDF;SG	
بخار	parowa	بخار	parowy	N;NOM;INDF;SG	
بخار	pary	بخار	para	N;NOM;INDF;SG	
بخار	para	بخار	para	N;NOM;INDF;SG	
الاصابة	szkody	إِصَابَة	szkoda	N;NOM;DEF;SG	
الاصابة	urazy	إِصَابَة	uraz	N;NOM;DEF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
الاصابة	obrażenia	إِصَابَة	obrażenie	N;NOM;DEF;SG	N;NOM;NEUT;PL
العلمانية	świeckich	عِلمَانِيَّة	świecki	N;NOM;DEF;SG	ADJ;GEN;MASC;PL
دائري	okrągły	دَائِرِيّ	okrągnąć	ADJ;NOM;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
دائري	okrągł	دَائِرِيّ	okrągnąć	ADJ;NOM;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
التدقيق	sprawdzamy	تَدقِيق	sprawdzać	N;NOM;DEF;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
التدقيق	sprawdzam	تَدقِيق	sprawdzać	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
الاراضي	terytoriów	أَرض	terytoria	N;NOM;DEF;PL	N;GEN;NEUT;PL
الاراضي	kraina	أَرض	kraina	N;NOM;DEF;PL	N;NOM;FEM;SG
الاراضي	land	أَرض	land	N;NOM;DEF;PL	
الاراضي	ląd	أَرض	ląd	N;NOM;DEF;PL	N;NOM;MASC;SG
الاراضي	ziemia	أَرض	ziemia	N;NOM;DEF;PL	N;NOM;FEM;SG
المكسيكي	meksykanie	مَكسِيكِيّ	meksykanin	N;NOM;DEF;SG	N;NOM;MASC;PL
المكسيكي	meksykańskie	مَكسِيكِيّ	meksykański	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المكسيكي	meksykański	مَكسِيكِيّ	meksykański	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
المكسيكي	meksykańska	مَكسِيكِيّ	meksykański	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
العينات	próbek	عِينَة	próbek	N;NOM;DEF;PL	N;GEN;FEM;PL
العينات	próbki	عِينَة	próbki	N;NOM;DEF;PL	N;ACC;FEM;SG
عادات	przyzwyczajenia	عَادَة	przyzwyczajenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
مدرعة	opancerzony	مُدَرَّع	opancerzyć	N;NOM;INDF;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
مدرعة	opancerzone	مُدَرَّع	opancerzyć	N;NOM;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مطلوب	chciał	مَطلُوب	chcieć	ADJ;NOM;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
مطلوب	poszukiwani	مَطلُوب	poszukiwać	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
جدوى	wykonalności	جَدوَى	wykonalność	N;NOM;INDF;SG	N;ACC;FEM;SG
هارت	hart	هَار	hart		
الحبشة	abisynii	حَبشَة	abisynia	N;NOM;DEF;SG	
التزلج	narty	تَزَلُّج	narta	N;NOM;DEF;SG	
الكمال	idealna	كَمَال	idealny	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الكمال	idealne	كَمَال	idealny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الكمال	idealnie	كَمَال	idealnie	N;NOM;DEF;SG	ADV
الكمال	idealny	كَمَال	idealny	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الكمال	doskonałości	كَمَال	doskonałość	N;NOM;DEF;SG	N;GEN;FEM;SG
الكمال	perfekcji	كَمَال	perfekcja	N;NOM;DEF;SG	
الجسور	mostów	جِسر	most	N;NOM;DEF;PL	N;GEN;MASC;PL
اللاهوت	teologii	لَاهُوت	teologia	N;NOM;DEF;SG	N;GEN;FEM;SG
مهن	zawodów	مهن	zawody	N;NOM;INDF;PL	N;GEN;NEUT;PL
مهن	kariera	مهن	kariera	N;NOM;INDF;PL	N;NOM;FEM;SG
مهن	kariery	مهن	kariera	N;NOM;INDF;PL	N;GEN;FEM;SG
مهن	zawodów	مهن	zawody	N;NOM;INDF;PL	N;GEN;NEUT;PL
بيتش	plaża	بيتش	plaża		
بيتش	peach	بيتش	peach		
مترجمة	przetłumaczone	مُتَرَجِّم	przetłumaczyć	N;NOM;INDF;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
مترجمة	tłumacz	مُتَرَجِّم	tłumacz	N;NOM;INDF;SG	V;IPFV;IND;SG;PST;FIN;ACT
مترجمة	tłumacza	مُتَرَجِّم	tłumacz	N;NOM;INDF;SG	
الجين	genu	جِين	gen	N;NOM;DEF;SG	N;GEN;MASC;SG
الجين	gene	جِين	gen	N;NOM;DEF;SG	PROPN;NOM;MASC;SG
الجين	gen	جِين	gen	N;NOM;DEF;SG	
الجين	geny	جِين	gena	N;NOM;DEF;SG	N;NOM;MASC;PL
الوصل	łączące	وَصَل	łączyć	N;NOM;DEF;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
الوالدين	rodzicami	الدالدين	rodzic	N;NOM;DEF;PL	N;INS;MASC;PL
الوالدين	rodziców	الدالدين	rodzic	N;NOM;DEF;PL	N;ACC;MASC;PL
وعاء	statku	وَعَاءَ	statek	N;NOM;INDF;SG	N;GEN;MASC;SG
وعاء	miski	وَعَاءَ	misko	N;NOM;INDF;SG	N;ACC;FEM;PL
وعاء	bowl	وَعَاءَ	bowl	N;NOM;INDF;SG	
ميرزا	mirza	ميرزا	mirza		PROPN;NOM;MASC;SG
المفصل	szczegółowy	مُفَصَّل	szczegółowy	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
المفصل	szczegółowe	مُفَصَّل	szczegółowy	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
جيبوتي	dżibuti	جِيبُوتِي	dżibuta		PROPN;NOM;MASC;SG
فاكهة	owoce	فاكهة	owoc	N;NOM;INDF;SG	N;NOM;MASC;PL
فاكهة	owoców	فاكهة	owóc	N;NOM;INDF;SG	N;GEN;MASC;PL
عتبة	próg	عِتبَة	próg		N;NOM;MASC;SG
نولان	nolan	نولان	nolanin		N;NOM;MASC;SG
موراي	moray	موراي	moray		
موراي	murray	موراي	murray		PROPN;NOM;MASC;SG
ارتداء	noszenia	اِرتِدَاء	nosienie	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
ارتداء	załóż	اِرتِدَاء	założyć	N;NOM;INDF;SG	V;PFV;IMP;SG;2;FIN;ACT
ارتداء	nosić	اِرتِدَاء	nosić	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
نادية	nadia	نَادِي	nadiać		PROPN;NOM;FEM;SG
تكامل	integralną	تَكَامُل	integralny	N;NOM;INDF;SG	ADJ;ACC;FEM;SG
تكامل	integracji	تَكَامُل	integracja	N;NOM;INDF;SG	N;GEN;FEM;SG
تكامل	integrację	تَكَامُل	integracja	N;NOM;INDF;SG	N;ACC;FEM;SG
المنفذ	portu	مَنفَذ	port	N;NOM;DEF;SG	N;GEN;MASC;SG
المنفذ	port	مَنفَذ	port	N;NOM;DEF;SG	
معتدل	umiarkowanego	مُعتَدِل	umiarkować	ADJ;NOM;INDF;MASC;SG	ADJ;ACC;MASC;SG
معتدل	umiarkowanie	مُعتَدِل	umiarkowanie	ADJ;NOM;INDF;MASC;SG	ADV
