din	no	din	no	ADP;ACC	
pace	mieru	pace	miers	N;INDF;FEM;SG	N;ACC;MASC
pace	miera	pace	miers	N;INDF;FEM;SG	N;NOM;MASC
societatea	sabiedrība	societate	sabiedrība	N;DEF;FEM;SG	N;NOM;FEM;SG
formula	formula	formulă	formulis	N;DEF;FEM;SG	N;NOM;MASC;SG
formula	formulas	formulă	formula	N;DEF;FEM;SG	N;NOM;FEM;PL
formula	formula	formulă	formulis	N;DEF;FEM;SG	N;NOM;MASC;SG
formula	formulas	formulă	formula	N;DEF;FEM;SG	N;NOM;FEM;PL
meci	atbilst	meci	atbilst	N;INDF;MASC;SG	V;IMP;2;POS;FIN;ACT
meci	sakrīt	meci	sakrist	N;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
contra	contra	contra	contrs		
contra	skaitītājs	contra	skaitītājs		N;NOM;MASC;SG
contra	skaitītāja	contra	skaitītāja		N;NOM;MASC;SG
contra	pret	contra	pret		ADP
aparitia	parādīšanās	aparitie	parādīšanās	N;DEF;FEM;SG	N;NOM;FEM;SG
aparitia	izšķilšanās	aparitie	izšķilšanās	N;DEF;FEM;SG	N;NOM;FEM;SG
suedia	zviedrija	suedia	zviedrija	PROPN	PROPN;NOM;FEM;SG
locuitorii	rezidenti	locuitor	rezidents	N;DEF;MASC;PL	N;NOM;MASC;PL
locuitorii	iedzīvotāji	locuitor	iedzīvotājs	N;DEF;MASC;PL	N;NOM;MASC;PL
printesa	princeses	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;PL
printesa	princese	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	princesei	printesă	princese	N;DEF;FEM;SG	N;DAT;FEM;SG
printesa	princeses	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;PL
printesa	princese	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	princesei	printesă	princese	N;DEF;FEM;SG	N;DAT;FEM;SG
printesa	princeses	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;PL
printesa	princese	printesă	princese	N;DEF;FEM;SG	N;NOM;FEM;SG
printesa	princesei	printesă	princese	N;DEF;FEM;SG	N;DAT;FEM;SG
comunitatea	kopienu	comunitate	kopiena	N;DEF;FEM;SG	N;ACC;MASC;SG
comunitatea	kopienas	comunitate	kopiena	N;DEF;FEM;SG	N;NOM;FEM;PL
comunitatea	kopiena	comunitate	kopiena	N;DEF;FEM;SG	N;NOM;FEM;SG
cap	galvas	cap	galva	N;INDF;MASC;SG	N;NOM;FEM;PL
cap	cap	cap	cap	N;INDF;MASC;SG	
cap	klp	cap	klp	N;INDF;MASC;SG	PROPN
colaborare	sadarbība	colaborare	sadarbība	N;INDF;FEM;SG	N;NOM;FEM;SG
jocurile	spēles	joc	spēle	N;DEF;FEM;PL	N;NOM;FEM;PL
personal	personiska	personal	personiska	ADV	ADJ;NOM;FEM;SG
personal	personīgie	personal	personīgs	ADV	ADJ;NOM;MASC;PL
personal	personīgais	personal	personīgs	ADV	ADJ;NOM;MASC;SG
personal	personīgā	personal	personīga	ADV	ADJ;NOM;FEM;SG
personal	personīga	personal	personīga	ADV	ADJ;NOM;FEM;SG
personal	personāls	personal	personāls	ADV	N;NOM;MASC;SG
personal	personāls	personal	personāls	ADV	N;NOM;MASC;SG
personal	darbinieki	personal	darbinieks	ADV	N;NOM;MASC;PL
cine	kas	cine	kas	PRO;3	PRO;NOM
cine	pvo	cine	pvo	PRO;3	PROPN
cine	kurš	cine	kurš	PRO;3	PRO;NOM;MASC;SG
star	star	star	star		
star	zvaigzne	star	zvaigzne		N;NOM;FEM;SG
inferioara	zemākā	inferiora	zema	ADJ;DEF;FEM;SG	ADJ;NOM;CMPR;FEM;SG
inferioara	apakšējā	inferiora	apakšēja	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
inferioara	zemāka	inferiora	zema	ADJ;DEF;FEM;SG	ADJ;NOM;CMPR;FEM;SG
inferioara	zemākas	inferiora	zema	ADJ;DEF;FEM;SG	ADJ;NOM;CMPR;FEM;PL
inferioara	zemāks	inferiora	zems	ADJ;DEF;FEM;SG	ADJ;NOM;CMPR;MASC;SG
inferioara	sliktāki	inferiora	slikts	ADJ;DEF;FEM;SG	ADJ;NOM;CMPR;MASC;PL
marie	marijas	marie	marija	N;INDF;FEM;SG	N;NOM;FEM;PL
marie	marie	marie	mars	N;INDF;FEM;SG	
marie	marija	marie	marija	N;INDF;FEM;SG	N;NOM;FEM;SG
muzical	mūzikas	muzical	mūzika	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
muzical	muzikāls	muzical	muzikāls	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
organizat	organizētas	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
organizat	organizētā	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
organizat	organizēti	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
organizat	organizēto	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
organizat	organizēta	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
organizat	organizēts	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
organizat	organizēti	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
organizat	organizēta	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
organizat	organizēts	organiza	organizēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
literar	literatūras	literar	literatūra	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
situl	vietne	sit	vietne	N;DEF;MASC;SG	N;NOM;FEM;SG
situl	vieta	sit	vieta	N;DEF;MASC;SG	N;NOM;FEM;SG
publicata	publicēts	publicat	publicēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
publicata	publicēta	publicat	publicēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
atac	uzbrukt	atac	uzbrukt	N;INDF;MASC;SG	V;POS;NFIN
copil	mazā	copil	maza	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
discuri	uzskaite	disc	uzskaite	N;INDF;FEM;PL	N;NOM;FEM;SG
port	ostas	port	osta	N;INDF;MASC;SG	N;NOM;FEM;PL
scrise	rakstisks	scrie	rakstisks	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;SG
scrise	rakstveida	scrie	rakstveida	V;IND;SG;3;PST;FIN	
scrise	rakstiska	scrie	rakstiska	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG
clubul	klubā	club	klubs	N;DEF;MASC;SG	N;ESS;MASC;SG
clubul	club	club	clubt	N;DEF;MASC;SG	
clubul	klubs	club	klubs	N;DEF;MASC;SG	N;NOM;MASC;SG
clubul	kluba	club	klubs	N;DEF;MASC;SG	N;NOM;MASC;SG
romi	romu	rom	roma	N;INDF;MASC;PL	N;ACC;FEM;SG
infanterie	kājnieku	infanterie	kājnieks	N;INDF;FEM;SG	N;ACC;MASC;SG
pierre	pierre	pierre	pierre	PROPN	
considerata	uzskatīja	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
considerata	uzskatīts	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
considerata	apsvērta	considerat	apsvērt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
considerata	uzskatīta	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
considerata	uzskatīja	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;PST;FIN;ACT
considerata	uzskatīts	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
considerata	apsvērta	considerat	apsvērt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
considerata	uzskatīta	considerat	uzskatīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
xvi	xvi	xvi	xvi		PROPN
cineva	kāds	cineva	kāds	PRO;SG;3	PRO;NOM;MASC;SG
cineva	kādam	cineva	kāds	PRO;SG;3	PRO;DAT;MASC;SG
olimpice	olympic	olimpic	olympic	ADJ;INDF;FEM;PL	
olimpice	olimpiskā	olimpic	olimpiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
olimpice	olimpiskajā	olimpic	olimpiska	ADJ;INDF;FEM;PL	ADJ;ESS;FEM;SG
olimpice	olimpiskais	olimpic	olimpisks	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
europei	eiropa	europă	eiropa	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
europei	europe	europă	europe	PROPN;DEF;FEM;SG	
voce	balsi	voce	balss	N;INDF;FEM;SG	N;ACC;FEM;SG
voce	balss	voce	balss	N;INDF;FEM;SG	N;NOM;FEM;SG
libera	bezmaksas	liber	bezmaksa	N;DEF;FEM;SG	N;NOM;FEM;PL
libera	brīva	liber	brīva	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
libera	free	liber	free	N;DEF;FEM;SG	
libera	brīvs	liber	brīvs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
greu	smags	greu	smags	ADV	ADJ;NOM;MASC;SG
greu	smagas	greu	smaga	ADV	ADJ;NOM;FEM;PL
greu	smaga	greu	smaga	ADV	ADJ;NOM;FEM;SG
greu	smagais	greu	smags	ADV	ADJ;NOM;MASC;SG
greu	smago	greu	smags	ADV	ADJ;ACC;MASC;SG
greu	cieto	greu	cietot	ADV	ADJ;ACC;MASC;SG
greu	cietās	greu	cieta	ADV	ADJ;NOM;FEM;PL
greu	cietais	greu	ciets	ADV	ADJ;NOM;MASC;SG
greu	grūta	greu	grūta	ADV	ADJ;NOM;FEM;SG
crescut	audzēti	crescut	audzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
crescut	auguši	crescut	augt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
crescut	audzē	crescut	audzēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
crescut	audzētas	crescut	audzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
crescut	izvirzīja	crescut	izvirzīt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
rezolutie	rezolūcija	rezolutie	rezolūcija	N;INDF;FEM;SG	N;NOM;FEM;SG
rezolutie	izšķirtspēja	rezolutie	izšķirtīpēja	N;INDF;FEM;SG	N;NOM;FEM;SG
proiectul	projekta	proiect	projekts	N;DEF;MASC;SG	N;GEN;MASC;SG
proiectul	projekts	proiect	projekts	N;DEF;MASC;SG	N;NOM;MASC;SG
olanda	nīderlande	olanda	nīderlande	PROPN	PROPN;NOM;FEM;SG
olanda	nīderlandē	olanda	nīderlande	PROPN	PROPN;ESS;FEM;SG
olanda	holland	olanda	holland	PROPN	
olanda	holande	olanda	holande	PROPN	N;NOM;FEM;SG
henry	henrijs	henry	henrijs	PROPN	PROPN;NOM;MASC;SG
finala	galīgais	finală	galīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
finala	galīgo	finală	galīgs	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
finala	gala	finală	gals	N;DEF;FEM;SG	N;NOM;MASC;SG
finala	galīgā	finală	galīga	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
finala	galīgais	finală	galīgs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
finala	galīgo	finală	galīgs	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
finala	gala	finală	gals	N;DEF;FEM;SG	N;NOM;MASC;SG
finala	galīgā	finală	galīga	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
israel	izraēla	israel	izraēlīt	PROPN	PROPN;NOM;FEM;SG
intrarea	ieraksts	intrare	ieraksts	N;DEF;FEM;SG	N;NOM;MASC;SG
intrarea	ieeja	intrare	ieeja	N;DEF;FEM;SG	N;NOM;FEM;SG
vara	vasarai	vară	vasara	N;DEF;FEM;SG	N;DAT;FEM;SG
vara	vasara	vară	vasara	N;DEF;FEM;SG	N;NOM;FEM;SG
vara	vasarā	vară	vasara	N;DEF;FEM;SG	N;ESS;FEM;SG
vara	vasarai	vară	vasara	N;DEF;FEM;SG	N;DAT;FEM;SG
vara	vasara	vară	vasara	N;DEF;FEM;SG	N;NOM;FEM;SG
vara	vasarā	vară	vasara	N;DEF;FEM;SG	N;ESS;FEM;SG
versiunea	redakcija	versiune	redakcija	N;DEF;FEM;SG	N;NOM;FEM;SG
versiunea	versija	versiune	versija	N;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	esamība	prezent	esamība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtni	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;ACC;FEM;SG
prezenta	esība	prezent	esība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtne	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	pašreizējais	prezent	pašreizējs	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
prezenta	klāt	prezent	klāt	ADJ;DEF;FEM;SG	ADV
prezenta	tagadni	prezent	tagadne	ADJ;DEF;FEM;SG	N;ACC;FEM;SG
prezenta	piedalīšanās	prezent	piedalīšanās	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	dalība	prezent	dalība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	apmeklējums	prezent	apmeklējums	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
prezenta	esamība	prezent	esamība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtni	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;ACC;FEM;SG
prezenta	esība	prezent	esība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtne	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	esamība	prezent	esamība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtni	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;ACC;FEM;SG
prezenta	esība	prezent	esība	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
prezenta	klātbūtne	prezent	klātbūtne	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
vladimir	vladimirs	vladimir	vladimirs	PROPN	PROPN;NOM;MASC;SG
vladimir	vladimir	vladimir	vladimir	PROPN	
neagra	melnā	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
neagra	melni	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
neagra	melna	negru	melna	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
neagra	melnas	negru	melna	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
neagra	melns	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
neagra	melnā	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
neagra	melni	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
neagra	melna	negru	melna	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
neagra	melnas	negru	melna	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
neagra	melns	negru	melns	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
uefa	uefa	uefa	uefa	PROPN	PROPN
popular	tautas	popular	tauta	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
existenta	esamība	existent	esamība	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	pastāvēšana	existent	pastāvēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	esība	existent	esība	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	esamība	existent	esamība	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	pastāvēšana	existent	pastāvēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	esība	existent	esība	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	esošie	existent	būt	N;DEF;FEM;SG	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
existenta	esošo	existent	būt	N;DEF;FEM;SG	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS
existenta	esošā	existent	būt	N;DEF;FEM;SG	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
existenta	esošās	existent	būt	N;DEF;FEM;SG	V;IPFV;NOM;DEF;FEM;PL;PRS;V.PTCP;PASS
existenta	esamība	existent	esamība	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	pastāvēšana	existent	pastāvēšana	N;DEF;FEM;SG	N;NOM;FEM;SG
existenta	esība	existent	esība	N;DEF;FEM;SG	N;NOM;FEM;SG
justificare	attaisnojums	justificare	attaisnojums	N;INDF;FEM;SG	N;NOM;MASC;SG
justificare	pamatojums	justificare	pamatojums	N;INDF;FEM;SG	N;NOM;MASC;SG
papa	pāvests	papă	pāvests		N;NOM;MASC;SG
papa	pāvests	papă	pāvests		N;NOM;MASC;SG
altfel	savādāk	altfel	savādi	ADV	ADV;CMPR
cernigau	čerņigova	cerniga	čerņigot	V;IND;PL;3;IPFV;FIN	N;GEN;MASC;SG
sport	sport	sport	sport	N;INDF;MASC;SG	
ministrul	ministre	ministru	ministre	N;DEF;MASC;SG	N;NOM;FEM;SG
ministrul	ministrs	ministru	ministrs	N;DEF;MASC;SG	N;NOM;MASC;SG
ministrul	ministra	ministru	ministrs	N;DEF;MASC;SG	N;GEN;MASC;SG
poloniei	polija	polonie	polija	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG
poloniei	polijas	polonie	polija	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG
poloniei	polijā	polonie	polija	PROPN;DEF;FEM;SG	PROPN;ESS;FEM;SG
cresterea	pieaugums	crestere	pieaugums	N;DEF;FEM;SG	N;NOM;MASC;SG
cresterea	augšana	crestere	augšana	N;DEF;FEM;SG	N;NOM;FEM;SG
cresterea	izaugsme	crestere	izaugsme	N;DEF;FEM;SG	N;NOM;FEM;SG
cresterea	pieaugums	crestere	pieaugums	N;DEF;FEM;SG	N;NOM;MASC;SG
cresterea	augšana	crestere	augšana	N;DEF;FEM;SG	N;NOM;FEM;SG
cresterea	izaugsme	crestere	izaugsme	N;DEF;FEM;SG	N;NOM;FEM;SG
studiat	pētīta	studiat	pētīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
studiat	pētīts	studiat	pētīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
studiat	pētītas	studiat	pētīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
plasa	neto	plasa	netas	N;DEF;FEM;SG	
plasa	net	plasa	net	N;DEF;FEM;SG	
plasa	neto	plasa	netas	N;DEF;FEM;SG	
plasa	net	plasa	net	N;DEF;FEM;SG	
mutat	pārcelts	muta	pārcelt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
mutat	pārcelta	muta	pārcelt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
mutat	pārcelti	muta	pārcelt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
mutat	pārvietots	muta	pārvietot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
scrisa	rakstisks	scrisa	rakstisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
scrisa	rakstveida	scrisa	rakstveida	ADJ;DEF;FEM;SG	
scrisa	uzrakstīts	scrisa	uzrakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
scrisa	rakstiska	scrisa	rakstiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
scrisa	rakstisks	scrisa	rakstisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
scrisa	rakstveida	scrisa	rakstveida	ADJ;DEF;FEM;SG	
scrisa	uzrakstīts	scrisa	uzrakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
scrisa	rakstiska	scrisa	rakstiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
noastre	mūsu	meu	mēs	DET;FEM;PL;1	PRO;GEN;PL;1
generale	vispārējā	general	vispārējs	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
generale	vispārējais	general	vispārējs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
generale	vispārīgi	general	vispārīgi	ADJ;INDF;FEM;PL	ADV
generale	vispārēji	general	vispārējs	ADJ;INDF;FEM;PL	ADV
filip	philip	filip	philip	PROPN	
filip	filips	filip	filips	PROPN	PROPN;NOM;MASC;SG
filip	filip	filip	filipt	PROPN	
zece	ten	zece	ten	NUM;PL	
insulele	salas	insulă	sala	N;DEF;FEM;PL	N;NOM;FEM;PL
insulele	salām	insulă	sala	N;DEF;FEM;PL	N;DAT;FEM;PL
park	park	park	park	N;INDF;MASC;SG	
bgcolor	bgcolor	bgcolor	bgcolor		N
gradul	grādu	grad	grāds	N;DEF;MASC;SG	N;ACC;MASC;SG
gradul	grāds	grad	grāds	N;DEF;MASC;SG	N;NOM;MASC;SG
autorul	autors	autor	autors	N;DEF;MASC;SG	N;NOM;MASC;SG
autorul	autore	autor	autore	N;DEF;MASC;SG	N;NOM;FEM;SG
ora	ora	oră	ora	N;DEF;FEM;SG	
ora	stunda	oră	stunda	N;DEF;FEM;SG	N;NOM;FEM;SG
ora	stundu	oră	stunda	N;DEF;FEM;SG	N;ACC;FEM;SG
ora	laiks	oră	laiks	N;DEF;FEM;SG	N;NOM;MASC;SG
ora	laika	oră	laiks	N;DEF;FEM;SG	N;GEN;MASC;SG
ora	stunda	oră	stunda	N;DEF;FEM;SG	N;NOM;FEM;SG
ora	stundu	oră	stunda	N;DEF;FEM;SG	N;ACC;FEM;SG
posibil	iespējams	posibil	iespējams	ADV	ADJ;NOM;MASC;SG
posibil	iespējamie	posibil	iespējams	ADV	ADJ;NOM;MASC;PL
posibil	iespējams	posibil	iespējams	ADV	ADJ;NOM;MASC;SG
posibil	iespējamā	posibil	iespējama	ADV	ADJ;NOM;FEM;SG
posibil	iespējama	posibil	iespējama	ADV	ADJ;NOM;FEM;SG
onoare	gods	onoare	gods	N;INDF;FEM;SG	N;NOM;MASC;SG
onoare	goda	onoare	gods	N;INDF;FEM;SG	N;NOM;MASC;SG
onoare	godība	onoare	godība	N;INDF;FEM;SG	N;NOM;FEM;SG
onoare	gods	onoare	gods	N;INDF;FEM;SG	N;NOM;MASC;SG
mii	tūkstotis	mie	tūkstot	NUM;INDF;FEM;PL	NUM;NOM;MASC;SG
sumi	sumu	sumă	sums	PROPN	N;ACC;MASC;SG
sumi	sumi	sumă	sums	PROPN	N;NOM;MASC;SG
joaca	atskaņot	joacă	atskaņot	N;DEF;FEM;SG	V;POS;NFIN
joaca	play	joacă	play	N;DEF;FEM;SG	
joaca	spēlē	joacă	spēlēt	N;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
joaca	spēlēt	joacă	spēlēt	N;DEF;FEM;SG	V;POS;NFIN
joaca	atskaņot	joacă	atskaņot	N;DEF;FEM;SG	V;POS;NFIN
joaca	play	joacă	play	N;DEF;FEM;SG	
joaca	spēlē	joacă	spēlēt	N;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
joaca	spēlēt	joacă	spēlēt	N;DEF;FEM;SG	V;POS;NFIN
tom	toms	tom	toms	PROPN	PROPN;NOM;MASC;SG
tom	tom	tom	tas	PROPN	
continuare	turpinājums	continuare	turpinājums	N;INDF;FEM;SG	N;NOM;MASC;SG
continuare	turpināšana	continuare	turpināšana	N;INDF;FEM;SG	N;NOM;FEM;SG
moarte	nāve	moarte	nāve	N;INDF;FEM;SG	N;NOM;FEM;SG
moarte	nāves	moarte	nāve	N;INDF;FEM;SG	N;NOM;FEM;SG
vremea	laikapstākļi	vreme	laikapstāklis	N;DEF;FEM;SG	N;NOM;MASC;PL
vremea	laika	vreme	laiks	N;DEF;FEM;SG	N;GEN;MASC;SG
monumentul	piemineklis	monument	piemineklis	N;DEF;MASC;SG	N;NOM;MASC;SG
monumentul	pieminekļa	monument	piemineklis	N;DEF;MASC;SG	N;GEN;MASC;SG
sustinut	atbalstīti	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sustinut	atbalstīta	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sustinut	atbalstītie	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sustinut	atbalstīts	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
sustinut	atbalstīti	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sustinut	atbalstīta	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sustinut	atbalstītie	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sustinut	atbalstīts	sustinut	atbalstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
alegerile	vēlēšanās	alegere	vēlēšanās	N;DEF;FEM;PL	N;NOM;FEM;SG
alegerile	vēlēšanas	alegere	vēlēšanas	N;DEF;FEM;PL	N;NOM;FEM;PL
linie	līnija	linie	līnija	N;INDF;FEM;SG	N;NOM;FEM;SG
lunga	ilgi	lung	ilgi	ADJ;DEF;FEM;SG	ADV
lunga	garais	lung	garais	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
lunga	gara	lung	garš	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
lunga	garas	lung	gara	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
lunga	garš	lung	garš	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
productie	ražošana	productie	ražošana	N;INDF;FEM;SG	N;NOM;FEM;SG
productie	produkcija	productie	produkcija	N;INDF;FEM;SG	N;NOM;FEM;SG
productie	ražošana	productie	ražošana	N;INDF;FEM;SG	N;NOM;FEM;SG
productie	produkcija	productie	produkcija	N;INDF;FEM;SG	N;NOM;FEM;SG
urban	urban	urban	urban	ADJ;INDF;MASC;SG	
urban	pilsētu	urban	pilsēta	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
urban	pilsētas	urban	pilsēta	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
strada	iela	stradă	iela	N;DEF;FEM;SG	N;NOM;FEM;SG
strada	iela	stradă	iela	N;DEF;FEM;SG	N;NOM;FEM;SG
