der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
versuch	experiência	versuchen	experiência	V;IND;SG;3;FIN	N;FEM;SG
versuch	experimento	versuchen	experimento	V;IND;SG;3;FIN	N;MASC;SG
versuch	experiências	versuchen	experiência	V;IND;SG;3;FIN	N;FEM;PL
versuch	tentativa	versuchen	tentativa	V;IND;SG;3;FIN	N;FEM;SG
folgten	seguido	folgen	seguir	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
folgten	seguida	folgen	seguida	V;IND;PL;3;PST;FIN	N;FEM;SG
folgten	seguiu	folgen	seguir	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
pfalz	pfalz	pfalz	pfalz	PROPN;NOM;NEUT;SG	N;MASC;SG
pfalz	palatinado	pfalz	palatinar	PROPN;NOM;NEUT;SG	N;MASC;SG
beziehungen	relacionamento	beziehungen	relacionamento	N;NOM;FEM;PL	N;MASC;SG
beziehungen	relação	beziehungen	relação	N;NOM;FEM;PL	N;FEM;SG
rhein	reno	rhein	reno	PROPN;NOM;SG	N;MASC;SG
rhein	rhein	rhein	rhein	PROPN;NOM;SG	N;MASC;SG
bewegung	moção	bewegung	moção		N;FEM;SG
bewegung	motion	bewegung	motion		N;MASC;SG
bewegung	movimento	bewegung	movimento		N;MASC;SG
bewegung	mover	bewegung	mover		V;NFIN
bewegung	exercicio	bewegung	exercicio		N;MASC;SG
bewegung	exercício	bewegung	exercício		N;MASC;SG
bewegung	exercícios	bewegung	exercício		N;MASC;PL
bewegung	movimentação	bewegung	movimentação		N;FEM;SG
bewegung	movimentos	bewegung	movimento		N;MASC;PL
bewegung	movimento	bewegung	movimento		N;MASC;SG
erfüllt	met	erfüllen	met	V;V.PTCP	N;MASC;SG
südlichen	sulistas	südlich	sulista	ADJ;ACC;MASC;SG	N;MASC;PL
südlichen	sul	südlich	sul	ADJ;ACC;MASC;SG	N;MASC;SG
südlichen	southern	südlich	southern	ADJ;ACC;MASC;SG	N;MASC;SG
opfer	baixas	opfer	baixa	ADJ	N;FEM;PL
opfer	sacrificio	opfer	sacrificio	ADJ	N;MASC;SG
opfer	sacrifícios	opfer	sacrifício	ADJ	N;MASC;PL
opfer	sacrifício	opfer	sacrifício	ADJ	N;MASC;SG
opfer	vitimas	opfer	vitima	ADJ	N;FEM;PL
opfer	vítimas	opfer	vítima	ADJ	N;FEM;PL
opfer	casualidade	opfer	casualidade	ADJ	N;FEM;SG
opfer	vitima	opfer	vitima	ADJ	N;FEM;SG
opfer	vítima	opfer	vítima	ADJ	N;FEM;SG
bayerischen	baviera	bayerisch	baviera	ADJ	N;FEM;SG
bayerischen	bávaro	bayerisch	bávaro	ADJ	N;MASC;SG
erde	earth	erde	earth		N;MASC;SG
erde	terra	erde	terra		N;FEM;SG
erde	solo	erde	solo		N;MASC;SG
erde	solos	erde	solo		N;MASC;PL
technik	tecnologias	technik	tecnologia	N;SG	N;FEM;PL
bestimmten	certas	bestimmen	certo	V;PL;FIN	PRO;FEM;PL
roten	vermelhos	rot	vermelho	ADJ;NOM;PL	N;MASC;PL
roten	vermelhas	rot	vermelho	ADJ;NOM;PL	N;FEM;PL
roten	vermelha	rot	vermelho	ADJ;NOM;PL	N;FEM;SG
roten	vermelho	rot	vermelho	ADJ;NOM;PL	N;MASC;SG
roten	vermelhos	rot	vermelho	ADJ;NOM;PL	N;MASC;PL
roten	red	rot	red	ADJ;NOM;PL	N;MASC;SG
typ	type	typ	type		N;MASC;SG
typ	digite	typ	digitir		V;SBJV;SG;3;PRS;FIN
typ	tipo	typ	tipo		N;MASC;SG
italienischen	italiana	italienisch	italiana	ADJ;NOM;MASC;PL	N;FEM;SG
italienischen	italianos	italienisch	italiano	ADJ;NOM;MASC;PL	N;MASC;PL
italienischen	italiano	italienisch	italiano	ADJ;NOM;MASC;PL	N;MASC;SG
united	unidas	united	unida		N;FEM;PL
united	unida	united	unida		V;FEM;SG;V.PTCP
united	united	united	united		N;MASC;SG
united	unidos	united	unido		N;MASC;PL
technische	técnicos	technisch	técnico	ADJ;NOM;FEM;PL	N;MASC;PL
technische	técnico	technisch	técnico	ADJ;NOM;FEM;PL	N;MASC;SG
technische	técnica	technisch	técnica	ADJ;NOM;FEM;PL	N;FEM;SG
technischen	técnicos	technisch	técnico	ADJ;SG	N;MASC;PL
technischen	técnico	technisch	técnico	ADJ;SG	N;MASC;SG
technischen	técnica	technisch	técnica	ADJ;SG	N;FEM;SG
mag	curtidas	mögen	curtida	V;IND;SG;3;PRS;FIN	N;FEM;PL
mag	curte	mögen	curte	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mag	gosta	mögen	gostar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mag	likes	mögen	like	V;IND;SG;3;PRS;FIN	N;MASC;PL
mag	gostos	mögen	gosto	V;IND;SG;3;PRS;FIN	N;MASC;PL
mag	mag	mögen	mag	V;IND;SG;3;PRS;FIN	N;MASC;SG
keiner	nenhum	kein	nenhum	PRO;NOM;INDF;MASC;SG;NEG	DET;MASC;SG
keiner	nenhuma	kein	nenhum	PRO;NOM;INDF;MASC;SG;NEG	DET;FEM;SG
keiner	ninguém	kein	ninguém	PRO;NOM;INDF;MASC;SG;NEG	PRO;MASC;SG
keiner	ninguem	kein	ninguem	PRO;NOM;INDF;MASC;SG;NEG	N;MASC;PL
open	abre	open	abrir		V;IND;SG;3;PRS;FIN
open	aberto	open	abrir		V;MASC;SG;V.PTCP
open	abra	open	abrir		V;SBJV;SG;3;PRS;FIN
open	abrir	open	abrir		V;NFIN
open	aberta	open	abrir		V;FEM;SG;V.PTCP
open	open	open	open		N;MASC;SG
mainz	mainz	mainz	mainz	PROPN;NOM;NEUT;SG	N;MASC;SG
wenigen	poucas	wenig	pouco	ADJ;ACC;INDF;PL	PRO;FEM;PL
wenigen	poucos	wenig	pouco	ADJ;ACC;INDF;PL	PRO;MASC;PL
boden	pisos	boden	piso	ADV	N;MASC;PL
boden	andares	boden	andar	ADV	N;MASC;PL
boden	pavimentos	boden	pavimento	ADV	N;MASC;PL
boden	solo	boden	solo	ADV	N;MASC;SG
boden	solos	boden	solo	ADV	N;MASC;PL
boden	ground	boden	ground	ADV	N;MASC;SG
boden	terreno	boden	terreno	ADV	N;MASC;SG
boden	boden	boden	boden	ADV	N;MASC;SG
boden	chão	boden	chão	ADV	N;MASC;SG
boden	pavimento	boden	pavimento	ADV	N;MASC;SG
boden	piso	boden	piso	ADV	N;MASC;SG
boden	andar	boden	andar	ADV	V;NFIN
söhne	sons	sohnen	som		N;MASC;PL
söhne	filhos	sohnen	filho		N;MASC;PL
grand	grandioso	grand	grandioso		ADJ;MASC;SG
grand	grand	grand	grand		N;MASC;SG
grundlage	foundation	grundlage	foundation	ADJ;NOM;SG	N;MASC;SG
grundlage	fundações	grundlage	fundação	ADJ;NOM;SG	N;FEM;PL
grundlage	fundação	grundlage	fundação	ADJ;NOM;SG	N;FEM;SG
grundlage	alicerce	grundlage	alicerce	ADJ;NOM;SG	N;MASC;SG
grundlage	base	grundlage	base	ADJ;NOM;SG	N;FEM;SG
grundlage	base	grundlage	base	ADJ;NOM;SG	N;FEM;SG
siedlung	liquidação	siedlung	liquidação	ADJ	N;FEM;SG
siedlung	povoamento	siedlung	povoamento	ADJ	N;MASC;SG
siedlung	assentamento	siedlung	assentamento	ADJ	N;MASC;SG
radio	radio	radio	radio		N;MASC;SG
radio	rádio	radio	rádio		N;MASC;SG
entdeckt	visto	entdecken	ver	V;V.PTCP	PROPN;MASC;SG;V.PTCP
entdeckt	descoberta	entdecken	descoberta	V;V.PTCP	N;FEM;SG
bernhard	bernard	bernhard	bernard	PROPN;NOM;MASC;SG	N;MASC;SG
bernhard	bernardo	bernhard	bernardo	PROPN;NOM;MASC;SG	N;MASC;SG
bernhard	bernhard	bernhard	bernhard	PROPN;NOM;MASC;SG	N;MASC;SG
bernhard	bernardo	bernhard	bernardo	PROPN;NOM;MASC;SG	N;MASC;SG
vorschlag	proposta	vorschlagen	proposta	ADV	N;FEM;SG
vorschlag	proposta	vorschlagen	proposta	ADV	N;FEM;SG
vorschlag	proposição	vorschlagen	proposição	ADV	N;FEM;SG
vorschlag	sugestão	vorschlagen	sugestão	ADV	N;FEM;SG
erzbischof	arcebispo	erzbischof	None	ADJ	N;MASC;SG
halt	segure	halt	segure	ADV	V;SBJV;SG;3;PRS;FIN
halt	hold	halt	hold	ADV	N;MASC;SG
halt	segurar	halt	segurar	ADV	V;NFIN
halt	segura	halt	seguro	ADV	ADJ;FEM;SG
ungarn	hungria	ungarn	hungria	PROPN;NOM;SG	N;FEM;SG
ungarn	budapeste	ungarn	budapeste	PROPN;NOM;SG	N;MASC;SG
historiker	historiador	historik	historiador	ADJ	N;MASC;SG
historiker	historiadores	historik	historiador	ADJ	N;MASC;PL
verbreitet	difundido	verbreiten	difundir	ADJ;V.PTCP	V;MASC;SG;V.PTCP
verbreitet	difundida	verbreiten	difundir	ADJ;V.PTCP	V;FEM;SG;V.PTCP
verbreitet	generalizada	verbreiten	generalizado	ADJ;V.PTCP	V;FEM;SG;V.PTCP
verbreitet	disseminada	verbreiten	disseminar	ADJ;V.PTCP	V;FEM;SG;V.PTCP
verbreitet	divulgados	verbreiten	divulgar	ADJ;V.PTCP	V;MASC;PL;V.PTCP
verbreitet	barrar	verbreiten	barrar	ADJ;V.PTCP	V;NFIN
verbreitet	diferenciais	verbreiten	diferencial	ADJ;V.PTCP	N;MASC;PL
preußischen	prussiano	preußisch	prussiano	ADJ;NOM;PL	N;MASC;SG
preußischen	prussiana	preußisch	prussiano	ADJ;NOM;PL	N;FEM;SG
bezug	referência	bezugen	referência	V;IND;SG;3;PST;FIN	N;FEM;SG
bezug	referencia	bezugen	referenciar	V;IND;SG;3;PST;FIN	N;FEM;SG
heimat	pátrias	heimat	pátria	N;FEM;SG	N;FEM;PL
pierre	pierre	pier	pierre	PROPN;NOM;SG	N;MASC;SG
software	software	software	software		N;MASC;SG
rock	saia	rock	saia		N;FEM;SG
rock	rochedo	rock	rochedo		N;MASC;SG
rock	rocha	rock	rocha		N;FEM;SG
rock	pedra	rock	pedra		N;FEM;SG
rock	rock	rock	rock		N;MASC;SG
bester	bester	gut	bester	ADJ	N;MASC;SG
entsprechenden	correspondendo	entsprechend	corresponder	ADJ	V;V.MSDR
aufstieg	ascensão	aufsteigen	ascensão	V;IND;SG;3;PST;FIN	N;FEM;SG
aufstieg	subida	aufsteigen	subida	V;IND;SG;3;PST;FIN	N;FEM;SG
aufstieg	sobe	aufsteigen	subir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
aufstieg	rise	aufsteigen	rise	V;IND;SG;3;PST;FIN	N;MASC;SG
aufstieg	subida	aufsteigen	subida	V;IND;SG;3;PST;FIN	N;FEM;SG
aufstieg	ascensão	aufsteigen	ascensão	V;IND;SG;3;PST;FIN	N;FEM;SG
aufstieg	subida	aufsteigen	subida	V;IND;SG;3;PST;FIN	N;FEM;SG
aufstieg	ascensão	aufsteigen	ascensão	V;IND;SG;3;PST;FIN	N;FEM;SG
verwaltung	administrações	verwaltung	administração	ADJ	N;FEM;PL
verwaltung	gerência	verwaltung	gerência	ADJ	N;FEM;SG
verwaltung	gestão	verwaltung	gestão	ADJ	N;FEM;SG
verwaltung	gerenciamento	verwaltung	gerenciamento	ADJ	N;MASC;SG
verwaltung	administração	verwaltung	administração	ADJ	N;FEM;SG
lebten	viveu	leben	viver	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
lebten	vivi	leben	viver	V;IND;PL;3;PST;FIN	V;IND;SG;1;PST;FIN
lebten	morava	leben	morar	V;IND;PL;3;PST;FIN	V;IND;SG;3;IPFV;FIN
lebten	vivia	leben	viver	V;IND;PL;3;PST;FIN	V;IND;SG;3;IPFV;FIN
lebten	vivido	leben	viver	V;IND;PL;3;PST;FIN	V;MASC;SG;V.PTCP
wiki	wiki	wiki	wiki		N;MASC;SG
bank	banco	bank	banco		N;MASC;SG
bank	bank	bank	bank		N;MASC;SG
bank	banco	bank	banco		N;MASC;SG
bank	bancada	bank	bancada		N;FEM;SG
rein	puramente	rein	puramente	ADJ	ADV
rein	rédea	rein	rédea	ADJ	N;FEM;SG
rein	pure	rein	por	ADJ	N;MASC;SG
herbst	autumn	herbst	autumn	ADV	N;MASC;SG
herbst	outono	herbst	outono	ADV	N;MASC;SG
herbst	herbst	herbst	herbst	ADV	N;MASC;SG
herbst	fall	herbst	fall	ADV	N;MASC;SG
herbst	outono	herbst	outono	ADV	N;MASC;SG
herbst	queda	herbst	queda	ADV	N;FEM;SG
schulen	escolas	schallen	escola	V;NFIN	N;FEM;PL
schulen	escola	schallen	escola	V;NFIN	N;FEM;SG
schulen	colégios	schallen	colégio	V;NFIN	N;MASC;PL
schulen	faculdades	schallen	faculdade	V;NFIN	N;FEM;PL
königreich	reino	königreich	reino	ADJ	N;MASC;SG
königreich	kingdom	königreich	kingdom	ADJ	N;MASC;SG
allgemeine	allgemeine	allgemein	allgemeine	ADJ;NOM;FEM;PL	N;MASC;SG
allgemeine	generalidades	allgemein	generalidade	ADJ;NOM;FEM;PL	N;MASC;PL
allgemeine	gerais	allgemein	geral	ADJ;NOM;FEM;PL	N;MASC;PL
allgemeine	geral	allgemein	geral	ADJ;NOM;FEM;PL	N;MASC;SG
allgemeine	general	allgemein	general	ADJ;NOM;FEM;PL	N;MASC;SG
grafen	condes	graf	conde		N;MASC;PL
grafen	contagens	graf	contagem		N;FEM;PL
ebene	tier	eben	tier		N;MASC;SG
ebene	escalão	eben	escalão		N;MASC;SG
ebene	planícies	eben	planície		N;FEM;PL
ebene	planície	eben	planície		N;FEM;SG
ebene	camada	eben	camada		N;FEM;SG
ebene	nivel	eben	nivel		N;MASC;SG
ebene	nível	eben	nível		N;MASC;SG
ebene	level	eben	level		N;MASC;SG
seitdem	since	seitdem	since	ADV	N;MASC;SG
seitdem	desde	seitdem	desde	ADV	ADP
schmidt	schmidt	schmeden	schmidt	PROPN	PROPN;MASC;SG
schmidt	silva	schmeden	silva	PROPN	N;MASC;SG
schmidt	smith	schmeden	smith	PROPN	N;MASC;SG
gehörten	pertencia	gehören	pertencer	V;IND;PL;3;PST;FIN	V;IND;SG;3;IPFV;FIN
gehörten	pertencesse	gehören	pertencer	V;IND;PL;3;PST;FIN	V;SBJV;SG;3;IPFV;FIN
gehörten	pertenceu	gehören	pertencer	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
gehörten	pertenciam	gehören	pertencer	V;IND;PL;3;PST;FIN	V;IND;PL;3;IPFV;FIN
weiteres	mais	weit	mais	ADJ;NOM;NEUT;SG	ADV
weiteres	more	weit	more	ADJ;NOM;NEUT;SG	N;MASC;SG
bundesstaat	estaduais	bundesstaat	estadual	ADJ	N;MASC;PL
bundesstaat	state	bundesstaat	state	ADJ	N;MASC;SG
bundesstaat	estado	bundesstaat	estado	ADJ	N;MASC;SG
essen	alimentação	essen	alimentação	V;NFIN	N;FEM;SG
essen	alimentos	essen	alimento	V;NFIN	N;MASC;PL
essen	alimento	essen	alimento	V;NFIN	N;MASC;SG
essen	comida	essen	comida	V;NFIN	N;FEM;SG
essen	essen	essen	essen	V;NFIN	N;MASC;SG
essen	coma	essen	coma	V;NFIN	N;MASC;SG
essen	restaurantes	essen	restaurante	V;NFIN	N;MASC;PL
göttingen	göttingen	göttingen	göttingen	PROPN;NOM	N;MASC;SG
richter	juíz	richter	juíz	ADJ	N;MASC;SG
richter	juíza	richter	juíza	ADJ	N;FEM;SG
richter	juiz	richter	juiz	ADJ	N;MASC;SG
richter	julgar	richter	julgar	ADJ	V;NFIN
richter	juízes	richter	juíz	ADJ	N;MASC;PL
richter	juizes	richter	juiz	ADJ	N;MASC;PL
richter	richter	richter	richter	ADJ	N;FEM;SG
ausstellung	exposições	ausstellingen	exposição	N;NOM;FEM;SG	N;FEM;PL
kirchen	igreja	Kirche	igreja	N;PL	N;FEM;SG
lösung	resolvendo	lösung	resolver	N;NOM;FEM;SG	V;V.MSDR
tiere	fauna	tier	fauna	N;NOM;NEUT;PL	N;FEM;SG
tiere	wildlife	tier	wildlife	N;NOM;NEUT;PL	N;MASC;SG
tiere	gado	tier	gado	N;NOM;NEUT;PL	N;MASC;SG
tiere	pecuária	tier	pecuário	N;NOM;NEUT;PL	N;FEM;SG
rheinland	rheinland	rheinland	rheinland	PROPN;SG	N;FEM;SG
rheinland	renânia	rheinland	renânia	PROPN;SG	N;FEM;SG
werbung	anunciar	werbung	anunciar	N;NOM;FEM;SG	V;NFIN
werbung	publicitar	werbung	publicitar	N;NOM;FEM;SG	V;NFIN
werbung	comerciais	werbung	comercial	N;NOM;FEM;SG	N;MASC;PL
werbung	propagandas	werbung	propaganda	N;NOM;FEM;SG	N;FEM;PL
fehlen	ausente	fehlen	ausente	V;NFIN	ADJ;MASC;SG
fehlen	ausentes	fehlen	ausente	V;NFIN	ADJ;MASC;PL
fehlen	ausência	fehlen	ausência	V;NFIN	N;FEM;SG
fehlen	carência	fehlen	carência	V;NFIN	N;FEM;SG
fehlen	falta	fehlen	falta	V;NFIN	N;FEM;SG
fehlen	ausente	fehlen	ausente	V;NFIN	ADJ;MASC;SG
fehlen	falta	fehlen	falta	V;NFIN	N;FEM;SG
wissenschaftliche	científico	wissenschaftlich	científico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
wissenschaftliche	científica	wissenschaftlich	científico	ADJ;NOM;FEM;PL	N;FEM;SG
unterschied	distinção	unterscheiden	distinção	V;IND;SG;3;PST;FIN	N;FEM;SG
unterschied	diferenca	unterscheiden	diferenca	V;IND;SG;3;PST;FIN	N;FEM;SG
unterschied	diferença	unterscheiden	diferença	V;IND;SG;3;PST;FIN	N;FEM;SG
unterschied	diferenças	unterscheiden	diferença	V;IND;SG;3;PST;FIN	N;FEM;PL
familien	familias	familien	familia	V;IND;PL;3;FIN	N;FEM;PL
familien	famílias	familien	família	V;IND;PL;3;FIN	N;FEM;PL
familien	família	familien	família	V;IND;PL;3;FIN	N;FEM;SG
familien	familia	familien	familia	V;IND;PL;3;FIN	N;FEM;SG
offensichtlich	aparentemente	offensichtlich	aparentemente	ADJ	ADV
offensichtlich	obvio	offensichtlich	obvio	ADJ	ADV
offensichtlich	evidentemente	offensichtlich	evidentemente	ADJ	ADV
offensichtlich	obviamente	offensichtlich	obviamente	ADJ	ADV
objekte	objeto	objeken	objeto	N;NOM;NEUT;PL	N;MASC;SG
objekte	objecto	objeken	objecto	N;NOM;NEUT;PL	N;MASC;SG
anteil	proporção	anteil	proporção	ADV	N;FEM;SG
anteil	proporções	anteil	proporção	ADV	N;FEM;PL
anteil	porcentagem	anteil	porcentagem	ADV	N;FEM;SG
anteil	percentual	anteil	percentual	ADV	N;MASC;SG
anteil	percentagem	anteil	percentagem	ADV	N;FEM;SG
anteil	compartilhem	anteil	compartilher	ADV	V;SBJV;PL;3;PRS;FIN
anteil	compartilhar	anteil	compartilhar	ADV	V;NFIN
anteil	partilhar	anteil	partilhar	ADV	V;NFIN
anteil	partilha	anteil	partilha	ADV	N;FEM;SG
anteil	compartilhamento	anteil	compartilhamento	ADV	N;MASC;SG
anteil	compartilhe	anteil	compartilhe	ADV	V;SBJV;SG;3;PRS;FIN
anteil	fracção	anteil	fracção	ADV	N;FEM;SG
anteil	fração	anteil	fração	ADV	N;FEM;SG
nürnberg	nürnberg	nürnberg	nórnberg	PROPN;NOM;SG	N;MASC;SG
nürnberg	nuremberga	nürnberg	nuremberga	PROPN;NOM;SG	N;MASC;SG
nürnberg	nuremberg	nürnberg	nuremberg	PROPN;NOM;SG	N;MASC;SG
blick	relance	blick	relance	ADV	N;MASC;SG
blick	olhar	blick	olhar	ADV	N;MASC;SG
blick	vista	blick	vista	ADV	N;FEM;SG
blick	ver	blick	ver	ADV	V;NFIN
blick	visualizar	blick	visualizar	ADV	V;NFIN
herr	herr	herr	herr	N;NOM;MASC;SG	PROPN;MASC;SG
englische	ingles	englisch	ingle	ADJ;NOM;FEM;PL	N;MASC;SG
englische	inglês	englisch	inglês	ADJ;NOM;FEM;PL	N;MASC;SG
silber	prateado	silber	pratear		V;MASC;SG;V.PTCP
silber	silver	silber	silver		N;MASC;SG
silber	prata	silber	prata		N;FEM;SG
silber	talheres	silber	talher		N;MASC;PL
hintergrund	antecedentes	hintergrund	antecedentes	ADJ	N;MASC;PL
hintergrund	fundo	hintergrund	fundo	ADJ	N;MASC;SG
französisch	french	französisch	french	ADJ	N;MASC;SG
französisch	franceses	französisch	francês	ADJ	N;MASC;PL
französisch	francês	französisch	francês	ADJ	N;MASC;SG
theorie	teorias	theorie	teoria	PROPN	N;FEM;PL
theorie	teoria	theorie	teoria	PROPN	N;FEM;SG
theorie	teorias	theorie	teoria	PROPN	N;FEM;PL
air	ar	air	ar	PROPN;NOM;MASC;SG	N;MASC;SG
air	air	air	air	PROPN;NOM;MASC;SG	N;MASC;SG
jährlich	anualmente	jährlich	anualmente	ADJ	ADV
jährlich	anualmente	jährlich	anualmente	ADJ	ADV
jährlich	anuais	jährlich	anual	ADJ	N;MASC;PL
erweitert	advanced	erweitern	advanced	V;V.PTCP	N;MASC;SG
unterstützt	suportes	unterstützen	suporte	V;V.PTCP	N;MASC;PL
unterstützt	apoios	unterstützen	apoio	V;V.PTCP	N;MASC;PL
produziert	fabrica	produzieren	fabricar	V;V.PTCP	N;FEM;SG
wuchs	cresceram	wachsen	crescer	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
wuchs	crescia	wachsen	crescer	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
allgemein	genéricos	allgemein	genérico	ADJ	N;MASC;PL
allgemein	universal	allgemein	universal	ADJ	N;MASC;SG
allgemein	geralmente	allgemein	geralmente	ADJ	ADV
allgemein	common	allgemein	common	ADJ	N;MASC;SG
allgemein	generalidades	allgemein	generalidade	ADJ	N;MASC;PL
allgemein	gerais	allgemein	geral	ADJ	N;MASC;PL
allgemein	geral	allgemein	geral	ADJ	N;MASC;SG
allgemein	general	allgemein	general	ADJ	N;MASC;SG
verlauf	gradiente	verlaufen	gradiente	ADV	N;MASC;SG
verlauf	progressão	verlaufen	progressão	ADV	N;FEM;SG
sperre	fechadura	sperr	fechadura		N;FEM;SG
sperre	lock	sperr	lock		N;MASC;SG
sperre	trancar	sperr	trancar		V;NFIN
sperre	cadeado	sperr	cadeado		N;MASC;SG
sperre	barreira	sperr	barreira		N;FEM;SG
treffen	encontros	treffen	encontro	V;NFIN	N;MASC;PL
treffen	reuniões	treffen	reunião	V;NFIN	N;FEM;PL
treffen	encontro	treffen	encontro	V;NFIN	N;MASC;SG
treffen	reunião	treffen	reunião	V;NFIN	N;FEM;SG
arbeitet	obras	arbeiten	obra	V;IND;SG;3;PRS;FIN	N;FEM;PL
arbeitet	trabalhos	arbeiten	trabalho	V;IND;SG;3;PRS;FIN	N;MASC;PL
arbeitet	works	arbeiten	work	V;IND;SG;3;PRS;FIN	N;MASC;SG
nutzung	usar	nutzung	usar	N;NOM;FEM;SG	V;NFIN
nutzung	use	nutzung	usar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
nutzung	utilizar	nutzung	utilizar	N;NOM;FEM;SG	V;NFIN
nutzen	arnês	nutzen	arnês	V;NFIN	N;MASC;SG
nutzen	benefícios	nutzen	benefício	V;NFIN	N;MASC;PL
nutzen	prestações	nutzen	prestação	V;NFIN	N;FEM;PL
nutzen	vantagens	nutzen	vantagem	V;NFIN	N;FEM;PL
nutzen	utilidade	nutzen	utilidade	V;NFIN	N;FEM;SG
nutzen	utilidade	nutzen	utilidade	V;NFIN	N;FEM;SG
nutzen	utilitário	nutzen	utilitário	V;NFIN	N;MASC;SG
architekt	arquitecto	architekt	arquitecto	ADJ	N;MASC;SG
architekt	arquiteto	architekt	arquiteto	ADJ	N;MASC;SG
architekt	arquiteta	architekt	arquiteta	ADJ	N;FEM;SG
architekt	arquitetos	architekt	arquiteto	ADJ	N;MASC;PL
architekt	arquitectos	architekt	arquitecto	ADJ	N;MASC;PL
architekt	arquitetos	architekt	arquiteto	ADJ	N;MASC;PL
jurist	jurista	jurist	jurista	ADJ	N;MASC;SG
fällt	quedas	fallen|fällen	queda	V;IND;SG;3;PRS;FIN	N;FEM;PL
fällt	cataratas	fallen|fällen	catarata	V;IND;SG;3;PRS;FIN	N;MASC;PL
fällt	falls	fallen|fällen	fall	V;IND;SG;3;PRS;FIN	N;MASC;SG
zählt	condes	zählen	conde	V;IND;SG;3;PRS;FIN	N;MASC;PL
zählt	contagens	zählen	contagem	V;IND;SG;3;PRS;FIN	N;FEM;PL
zählt	contagem	zählen	contagem	V;IND;SG;3;PRS;FIN	N;FEM;SG
hält	porões	halten	porão	V;IND;SG;3;PRS;FIN	N;MASC;PL
nördlichen	norte	nördlich	norte	ADJ;NOM;MASC;SG	N;MASC;SG
nördlichen	northern	nördlich	northern	ADJ;NOM;MASC;SG	N;MASC;SG
nordrhein	nordrhein	nordrhein	nordrhein	PROPN;NOM;NEUT;SG	N;MASC;SG
ortschaft	vila	ortschaft	vila	ADJ	N;FEM;SG
ortschaft	cidade	ortschaft	cidade	ADJ	N;FEM;SG
ortschaft	vila	ortschaft	vila	ADJ	N;FEM;SG
ortschaft	aldeia	ortschaft	aldeia	ADJ	N;FEM;SG
ortschaft	localidade	ortschaft	localidade	ADJ	N;FEM;SG
existiert	existem	existieren	existir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
existiert	existirem	existieren	existir	V;IND;SG;3;PRS;FIN	V;PL;3;NFIN
existiert	existiam	existieren	existir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;IPFV;FIN
existiert	existia	existieren	existir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
existiert	existiram	existieren	existir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;FIN
existiert	existiu	existieren	existir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
führung	guiada	führung	guiada	N;NOM;FEM;SG	V;FEM;SG;V.PTCP
führung	guiados	führung	guiar	N;NOM;FEM;SG	V;MASC;PL;V.PTCP
führung	guiado	führung	guiado	N;NOM;FEM;SG	V;MASC;SG;V.PTCP
führung	lideres	führung	lider	N;NOM;FEM;SG	N;MASC;PL
führung	dirigentes	führung	dirigente	N;NOM;FEM;SG	N;MASC;PL
führung	líderes	führung	líder	N;NOM;FEM;SG	N;MASC;PL
bestimmte	certas	bestimmt	certo	ADJ;NOM;FEM;PL	PRO;FEM;PL
ordnung	encomendar	ordnung	encomendar	N	V;NFIN
tragen	rolamento	tragen	rolamento	V;NFIN	N;MASC;SG
tragen	desgaste	tragen	desgastar	V;NFIN	N;MASC;SG
tragen	ursinho	tragen	ursinho	V;NFIN	N;MASC;SG
tragen	bear	tragen	bear	V;NFIN	N;MASC;SG
tragen	urso	tragen	urso	V;NFIN	N;MASC;SG
fällen	instâncias	fällen	instância	V;NFIN	N;FEM;PL
fällen	casos	fällen	caso	V;NFIN	N;MASC;PL
fällen	processos	fällen	processo	V;NFIN	N;MASC;PL
herbert	herbert	herbert	herbert		N;MASC;SG
star	starling	Star	starling	PROPN	N;MASC;SG
star	celebridade	Star	celebridade	PROPN	N;FEM;SG
star	celebridades	Star	celebridade	PROPN	N;FEM;PL
star	estrela	Star	estrela	PROPN	N;FEM;SG
star	star	Star	star	PROPN	N;MASC;SG
star	estrelas	Star	estrela	PROPN	N;FEM;PL
wichtigsten	main	wichtig	main	ADJ;PL	N;MASC;SG
wichtigsten	principal	wichtig	principal	ADJ;PL	ADJ;MASC;SG
