عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
موجه	vektora	مُوَجَّه	vektor	ADJ;NOM;INDF;MASC;SG	N;INAN;GEN;MASC;SG
موجه	vektor	مُوَجَّه	vektor	ADJ;NOM;INDF;MASC;SG	N;INAN;NOM;MASC;SG
بطن	brucho	بَطن	brucho		N;NOM;NEUT;SG
بطن	bruško	بَطن	bruško		N;NOM;NEUT;SG
بطن	brucho	بَطن	brucho		N;NOM;NEUT;SG
بطن	brucha	بَطن	brucho		N;NOM;NEUT;PL
السعر	price	سِعر	prica	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
السعر	cene	سِعر	cena	N;NOM;DEF;SG	N;DAT;FEM;SG
المهرة	kvalifikovaní	مُهرَة	kvalifikovanie	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
المهرة	kvalifikovaných	مُهرَة	kvalifikovaný	N;NOM;DEF;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
تصفية	filtrovať	تَصفِيَة	filtrovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تصفية	likvidácie	تَصفِيَة	likvidácia	N;NOM;INDF;SG	N;NOM;FEM;PL
التذاكر	vstupenky	تَذَاكُر	vstupenka	N;NOM;DEF;SG	N;NOM;FEM;PL
التذاكر	lístky	تَذَاكُر	lístok	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
التذاكر	letenky	تَذَاكُر	letenka	N;NOM;DEF;SG	N;NOM;FEM;PL
المشاهير	celebrita	مَشهُور	celebrita	N;NOM;DEF;PL	N;NOM;FEM;SG
التفتيش	inšpekciu	تَفتِيش	inšpekcia	N;NOM;DEF;SG	N;ACC;FEM;SG
التفتيش	inšpekcie	تَفتِيش	inšpekcia	N;NOM;DEF;SG	N;NOM;FEM;PL
المعتاد	zvyčajne	مُعتَاد	zvyčajne	ADJ;NOM;DEF;MASC;SG	ADV
سوار	náramok	سُوَار	náramok		N;INAN;NOM;MASC;SG
تكشف	prezradiť	كَشَف	prezradiť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
تكشف	odhaliť	كَشَف	odhaliť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
تكشف	prezradí	كَشَف	prezradiť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
تكشف	odhalí	كَشَف	odhaliť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
نيلسون	nelson	نيلسون	nelson		PROPN;ANIM;NOM;MASC;SG
المحاولات	pokusov	مُحَاوَلَة	pokus	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الزنك	zinočnatý	الزنك	zinočnatý	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG
الزنك	zinku	الزنك	zinka	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
استيعاب	absorpciu	اِستِيعَاب	absorpcia	N;NOM;INDF;SG	N;ACC;FEM;SG
استيعاب	absorpcie	اِستِيعَاب	absorpcia	N;NOM;INDF;SG	N;NOM;FEM;PL
استيعاب	asimilácie	اِستِيعَاب	asimilácia	N;NOM;INDF;SG	N;NOM;FEM;PL
سحر	magické	سِحر	magický	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سحر	magic	سِحر	magic	N;NOM;INDF;SG	PROPN;NOM;MASC;SG
سحر	čary	سِحر	čary	N;NOM;INDF;SG	N;NOM;FEM;PL
تنشيط	aktivácie	تَنشِيط	aktivácia	N;NOM;INDF;SG	N;NOM;FEM;PL
تنشيط	aktivovať	تَنشِيط	aktivovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
الورقة	papiera	وَرَقَة	papier	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الورقة	papierové	وَرَقَة	papierový	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الورقة	papierová	وَرَقَة	papierový	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
لوثر	luther	لوثر	luther		N;ANIM;NOM;MASC;SG
شطرنج	šach	شطرنج	šach		N;INAN;NOM;MASC;SG
شطرنج	šachu	شطرنج	šach		N;INAN;GEN;MASC;SG
متجر	shop	مَتجَر	shop		INTJ
متجر	nakupovať	مَتجَر	nakupovať		V;IPFV;POS;NFIN
متجر	obchod	مَتجَر	obchod		N;INAN;NOM;MASC;SG
متجر	predajňa	مَتجَر	predajňa		N;NOM;FEM;SG
متجر	predajňa	مَتجَر	predajňa		N;NOM;FEM;SG
متجر	uchovávať	مَتجَر	uchovávať		V;IPFV;POS;NFIN
متجر	skladovať	مَتجَر	skladovať		V;IPFV;POS;NFIN
متجر	obchod	مَتجَر	obchod		N;INAN;NOM;MASC;SG
التنس	tenis	تَنسّ	tenis		N;INAN;NOM;MASC;SG
النسر	sup	النسر	sup	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
فرعي	sub	فَرعِيّ	sub	ADJ;NOM;INDF;MASC;SG	
مهددة	vyhrážal	مُهَدَّد	vyhrážať	ADJ;NOM;INDF;FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
جوني	johny	جُونِيّ	johna		PROPN;ANIM;NOM;MASC;SG
جوني	johnny	جُونِيّ	johnny		PROPN;ANIM;NOM;MASC;SG
جوني	johnnyho	جُونِيّ	johnny		N;ANIM;GEN;MASC;SG
ضفدع	ropucha	ضفدع	ropuch		N;NOM;FEM;SG
ضفدع	žaba	ضفدع	žaba		N;NOM;FEM;SG
المتطوعين	dobrovoľníci	مُتَطَوِّع	dobrovoľník	ADJ;NOM;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
المتطوعين	dobrovoľník	مُتَطَوِّع	dobrovoľník	ADJ;NOM;DEF;MASC;PL	N;ANIM;NOM;MASC;SG
المتطوعين	dobrovoľníkov	مُتَطَوِّع	dobrovoľník	ADJ;NOM;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
المتطوعين	dobrovoľníkom	مُتَطَوِّع	dobrovoľník	ADJ;NOM;DEF;MASC;PL	N;ANIM;INS;MASC;PL
المشاركون	účastníkov	مُشَارِك	účastník	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
المشاركون	účastníkmi	مُشَارِك	účastník	N;NOM;DEF;PL	N;ANIM;INS;MASC;PL
التغلب	prekonávať	تَغَلُّب	prekonávať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
التغلب	prekonať	تَغَلُّب	prekonať	N;NOM;DEF;SG	V;PFV;POS;NFIN
منهجية	metodiky	مُنهَجِيّ	metodika	N;NOM;INDF;SG	N;NOM;FEM;PL
منهجية	systematické	مُنهَجِيّ	systematický	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
منهجية	systematicky	مُنهَجِيّ	systematicky	N;NOM;INDF;SG	ADV
منهجية	systematický	مُنهَجِيّ	systematický	N;NOM;INDF;SG	ADJ;INAN;NOM;MASC;SG
منهجية	metodické	مُنهَجِيّ	metodický	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
منهجية	metodický	مُنهَجِيّ	metodický	N;NOM;INDF;SG	ADJ;INAN;NOM;MASC;SG
البلطيق	baltského	بُلط	baltský		ADJ;GEN;NEUT;SG
البلطيق	baltské	بُلط	baltský		ADJ;NOM;NEUT;SG
تحفيز	podnietiť	تحفيز	podnietiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تحفيز	stimulovať	تحفيز	stimulovať	N;NOM;INDF;SG	V;POS;NFIN
السويسرية	švajčiarske	سُوِيسرِيَّة	švajčiarsky	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
السويسرية	švajčiarska	سُوِيسرِيَّة	švajčiarsky	N;NOM;DEF;SG	N;NOM;NEUT;PL
السويسرية	švajčiarsky	سُوِيسرِيَّة	švajčiarsky	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG
زائد	navyše	زَائِد	navyše	ADJ;NOM;INDF;MASC;SG	PART
زائد	plus	زَائِد	plus	ADJ;NOM;INDF;MASC;SG	
خشب	wood	خشب	wood	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
ضيقة	silno	ضيقة	silno	ADJ;NOM;INDF;FEM;SG	ADV
ضيقة	pevne	ضيقة	pevne	ADJ;NOM;INDF;FEM;SG	ADV
الحوت	ryby	حُوت	ryba	N;NOM;DEF;SG	N;NOM;FEM;PL
الحوت	veľryby	حُوت	veľryb	N;NOM;DEF;SG	N;NOM;FEM;PL
ياسمين	jasmine	ياسمين	jasmiňa	N;ACC;INDF;DU	N;NOM;FEM;SG
لوبيز	lopez	لوبيز	lopez		PROPN;NOM;FEM;SG
ادعى	tvrdilo	اِدَّعَى	tvrdiť	V;PFV;MASC;SG;3;ACT	V;IPFV;NEUT;SG;POS;PST;V.PTCP
ادعى	tvrdila	اِدَّعَى	tvrdiť	V;PFV;MASC;SG;3;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
ادعى	žiadal	اِدَّعَى	žiadať	V;PFV;MASC;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
المساء	večer	مَسَاء	večer	N;NOM;DEF;SG	ADV
المساء	večerný	مَسَاء	večerný	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
المساء	večerné	مَسَاء	večerný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المساء	večerná	مَسَاء	večerný	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
جوليا	julia	جوليا	julia		N;NOM;FEM;SG
جوليا	júlia	جوليا	júlia		N;NOM;FEM;SG
الكل	all	كُلّ	all		
الكل	vsetky	كُلّ	vsetok		N;NOM;FEM;PL
الكل	všetky	كُلّ	všetok		DET;INAN;NOM;MASC;PL
الكل	všetkých	كُلّ	všetok		DET;ANIM;ACC;MASC;PL
الكل	všetci	كُلّ	všetok		DET;ANIM;NOM;MASC;PL
الكل	všetko	كُلّ	všetok		DET;NOM;NEUT;SG
المعاملة	transakcie	مُعَامَلَة	transakcia	N;NOM;DEF;SG	N;NOM;FEM;PL
المعاملة	transakciu	مُعَامَلَة	transakcia	N;NOM;DEF;SG	N;ACC;FEM;SG
شريان	tepny	شِريَان	tepny	N;NOM;INDF;SG	N;NOM;FEM;PL
شريان	artérie	شِريَان	artéria	N;NOM;INDF;SG	N;NOM;NEUT;PL
شريان	tepnu	شِريَان	tepna	N;NOM;INDF;SG	N;ACC;FEM;SG
المتغير	premenná	مُتَغَيِّر	premenný	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المتغير	variabilné	مُتَغَيِّر	variabilný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المتغير	premenné	مُتَغَيِّر	premenný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
شارلوت	charlotte	شَارَل	charlotie		N;NOM;FEM;PL
ديانا	diana	دِيَانَا	diana		N;NOM;FEM;SG
منتزه	parku	منتزه	park		N;INAN;GEN;MASC;SG
منتزه	park	منتزه	park		N;INAN;NOM;MASC;SG
منتزه	parkovať	منتزه	parkovať		V;IPFV;POS;NFIN
حمادة	hamada	حمادة	hamada		N;NOM;FEM;SG
الوفاء	naplniť	وَفَاء	naplniť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الوفاء	splniť	وَفَاء	splniť	N;NOM;DEF;SG	V;PFV;POS;NFIN
تسهيل	uľahčenia	تَسهِيل	uľahčenie	N;NOM;INDF;SG	N;NOM;NEUT;PL
تسهيل	uľahčujú	تَسهِيل	uľahčovať	N;NOM;INDF;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
تسهيل	uľahčiť	تَسهِيل	uľahčiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
انتقد	kritizovali	اِنتَقَد	kritizovať	V;PFV;MASC;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
انتقد	kritizoval	اِنتَقَد	kritizovať	V;PFV;MASC;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
انتقد	kritizovať	اِنتَقَد	kritizovať	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
انتقد	kritizovali	اِنتَقَد	kritizovať	V;PFV;MASC;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
انتقد	kritizoval	اِنتَقَد	kritizovať	V;PFV;MASC;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
الاحتفالات	slávnosť	اِحتِفَال	slávnosť	N;NOM;DEF;PL	N;NOM;FEM;SG
الاحتفالات	osláv	اِحتِفَال	oslava	N;NOM;DEF;PL	N;GEN;FEM;PL
فرعون	faraón	فرعون	faraón		N;ANIM;NOM;MASC;SG
شكر	dakujem	شَكَر	dakovať		V;IPFV;IND;SG;1;POS;PRS;FIN
شكر	ďakujeme	شَكَر	ďakovať		V;IPFV;IND;PL;1;POS;PRS;FIN
شكر	diki	شَكَر	dikia		INTJ
شكر	dik	شَكَر	dik		INTJ
شكر	diky	شَكَر	dika		INTJ
شكر	vdaka	شَكَر	vdaka		N;INAN;NOM;MASC;SG
تلقائيا	automatický	تِلقَائِيّ	automatický	ADJ;ACC;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
تلقائيا	automatická	تِلقَائِيّ	automatický	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
تلقائيا	automatické	تِلقَائِيّ	automatický	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;NEUT;SG
تلقائيا	automaticky	تِلقَائِيّ	automaticky	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	automaticky	تِلقَائِيّ	automaticky	ADJ;ACC;INDF;MASC;SG	ADV
زائر	návštevník	زَائِر	návštevník		N;ANIM;NOM;MASC;SG
معتمد	akreditovaných	معتمد	akreditovaný	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
الكوارث	katastrof	كَارِثَة	katastrof	N;NOM;DEF;PL	N;GEN;FEM;PL
الكوارث	pohroma	كَارِثَة	pohroma	N;NOM;DEF;PL	N;NOM;FEM;SG
الكوارث	katastrofa	كَارِثَة	katastrofa	N;NOM;DEF;PL	N;NOM;FEM;SG
ميديا	medea	مِيدِيَا	medea		N;NOM;FEM;SG
تلسكوب	teleskop	تَلَسكُوب	teleskop		N;INAN;NOM;MASC;SG
تلسكوب	ďalekohľad	تَلَسكُوب	ďalekohľad		N;INAN;NOM;MASC;SG
التنقل	mobility	تَنَقُّل	mobility	N;NOM;DEF;SG	N;NOM;FEM;PL
التنقل	mobilitu	تَنَقُّل	mobilita	N;NOM;DEF;SG	N;ACC;FEM;SG
هانز	hans	هانز	hans		PROPN;ANIM;NOM;MASC;SG
جسيم	častíc	جَسِيم	častica	N;NOM;INDF;SG	N;GEN;FEM;PL
جسيم	častice	جَسِيم	častica	N;NOM;INDF;SG	N;NOM;FEM;PL
حنا	hanna	حنا	hanna		N;NOM;FEM;SG
فدان	akrov	فَدَّان	akrov	N;NOM;INDF;SG	N;INAN;GEN;MASC;PL
الاعلى	top	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
الاعلى	vrchol	أَعلَى	vrchol	ADJ;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
الاعلى	vrch	أَعلَى	vrch	ADJ;NOM;DEF;MASC;SG	N;INAN;NOM;MASC;SG
الاعلى	vyššie	أَعلَى	vysoko	ADJ;NOM;DEF;MASC;SG	ADV;CMPR
الاعلى	vyššiu	أَعلَى	vysoký	ADJ;NOM;DEF;MASC;SG	ADJ;ACC;CMPR;FEM;SG
الاعلى	vyssie	أَعلَى	vyssieť	ADJ;NOM;DEF;MASC;SG	INTJ
تفقد	skontrolujte	فَقَد	skontrolovať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
تفقد	kontrola	فَقَد	kontrola	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تفقد	skontrolovať	فَقَد	skontrolovať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
امبراطورية	ríše	امبراطورية	ríša	N;NOM;INDF;SG	N;NOM;FEM;PL
امبراطورية	empire	امبراطورية	empir	N;NOM;INDF;SG	
امبراطورية	ríši	امبراطورية	ríš	N;NOM;INDF;SG	N;DAT;FEM;SG
تلبية	stretnúť	تَلبِيَة	stretnúť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تلبية	spoznať	تَلبِيَة	spoznať	N;NOM;INDF;SG	V;PFV;POS;NFIN
بخار	vapor	بخار	vapor	N;NOM;INDF;SG	
بخار	paru	بخار	para	N;NOM;INDF;SG	N;ACC;FEM;SG
بخار	parné	بخار	parný	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
بخار	pary	بخار	para	N;NOM;INDF;SG	N;NOM;FEM;PL
الاصابة	ujmy	إِصَابَة	ujma	N;NOM;DEF;SG	N;NOM;FEM;PL
وضعية	predstavovať	وَضعِيَّة	predstavovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
وضعية	predstavujú	وَضعِيَّة	predstavovať	N;NOM;INDF;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
العلمانية	sekulárne	عِلمَانِيَّة	sekulárne	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
التدقيق	kontrolu	تَدقِيق	kontrola	N;NOM;DEF;SG	N;ACC;FEM;SG
التدقيق	kontrolujem	تَدقِيق	kontrolovať	N;NOM;DEF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
الاراضي	pristane	أَرض	pristať	N;NOM;DEF;PL	V;PFV;IND;SG;3;POS;PRS;FIN
الاراضي	land	أَرض	land	N;NOM;DEF;PL	
الاراضي	pozemok	أَرض	pozemok	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
الاراضي	pôda	أَرض	pôda	N;NOM;DEF;PL	N;NOM;FEM;SG
المكسيكي	mexické	مَكسِيكِيّ	mexický	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المكسيكي	mexický	مَكسِيكِيّ	mexický	N;NOM;DEF;SG	ADJ;ANIM;NOM;MASC;SG
مضاعفات	komplikácií	مُضَاعَفَات	komplikácia	N;NOM;INDF;PL	N;GEN;FEM;PL
العينات	vzoriek	عِينَة	vzorka	N;NOM;DEF;PL	N;GEN;FEM;PL
مدرعة	obrnené	مُدَرَّع	obrnený	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
مدرعة	pancierové	مُدَرَّع	pancierový	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
مطلوب	potreboval	مَطلُوب	potrebovať	ADJ;NOM;INDF;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
مطلوب	vyžaduje	مَطلُوب	vyžadovať	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
مطلوب	chcelo	مَطلُوب	chcieť	ADJ;NOM;INDF;MASC;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP
مطلوب	chcela	مَطلُوب	chcieť	ADJ;NOM;INDF;MASC;SG	V;IPFV;FEM;SG;POS;PST;V.PTCP
مطلوب	chcel	مَطلُوب	chcieť	ADJ;NOM;INDF;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
هارت	hart	هَار	hart		PROPN;ANIM;NOM;MASC;SG
التزلج	lyžovať	تَزَلُّج	lyžovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الكمال	perfektný	كَمَال	perfektný	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الكمال	perfektné	كَمَال	perfektný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الكمال	dokonalá	كَمَال	dokonalý	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الكمال	perfektne	كَمَال	perfektne	N;NOM;DEF;SG	ADV
الكمال	perfektná	كَمَال	perfektný	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الجسور	mostov	جِسر	most	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
مهن	povolaní	مهن	povolanie	N;NOM;INDF;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
مهن	kariéra	مهن	kariéra	N;NOM;INDF;PL	N;NOM;FEM;SG
مهن	povolaní	مهن	povolanie	N;NOM;INDF;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
بيتش	pláže	بيتش	pláž		N;NOM;FEM;PL
بيتش	pláž	بيتش	pláž		N;NOM;FEM;SG
بيتش	pláži	بيتش	plážiť		N;NOM;FEM;SG
بيتش	beach	بيتش	beach		PROPN;ANIM;NOM;MASC;SG
بيتش	broskyne	بيتش	broskyňa		N;NOM;FEM;PL
مترجمة	preložené	مُتَرَجِّم	preložený	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
مترجمة	preložil	مُتَرَجِّم	preložiť	N;NOM;INDF;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
مترجمة	preložený	مُتَرَجِّم	preložený	N;NOM;INDF;SG	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
الجين	gene	جِين	gena	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
الوصل	pripájam	وَصَل	pripájať	N;NOM;DEF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
الوصل	pripája	وَصَل	pripájať	N;NOM;DEF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
الوالدين	rodičmi	الدالدين	rodič	N;NOM;DEF;PL	N;ANIM;INS;MASC;PL
الوالدين	rodičov	الدالدين	rodič	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
الوالدين	rodičom	الدالدين	rodič	N;NOM;DEF;PL	N;ANIM;DAT;MASC;PL
وعاء	plavidla	وَعَاءَ	plavidlo	N;NOM;INDF;SG	N;NOM;NEUT;PL
وعاء	misku	وَعَاءَ	miska	N;NOM;INDF;SG	N;ACC;FEM;SG
ميرزا	mirza	ميرزا	mirz		N;ANIM;NOM;MASC;SG
يشهد	vypovedať	شَهِد	vypovedať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
المفصل	podrobne	مُفَصَّل	podrobne	N;NOM;DEF;SG	ADV
المفصل	detailné	مُفَصَّل	detailný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المفصل	podrobné	مُفَصَّل	podrobný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المفصل	podrobná	مُفَصَّل	podrobný	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المفصل	závesu	مُفَصَّل	záves	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
جيبوتي	džibuti	جِيبُوتِي	džibut		N;INAN;NOM;MASC;SG
فاكهة	ovocia	فاكهة	ovoc	N;NOM;INDF;SG	N;GEN;NEUT;SG
فاكهة	plody	فاكهة	plod	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
فاكهة	ovocie	فاكهة	ovocie	N;NOM;INDF;SG	N;NOM;FEM;PL
عتبة	prah	عِتبَة	prah		N;INAN;NOM;MASC;SG
عتبة	hranica	عِتبَة	hranica		N;NOM;FEM;SG
عتبة	prahu	عِتبَة	prah		N;INAN;GEN;MASC;SG
نولان	nolan	نولان	nolan		PROPN;ANIM;NOM;MASC;SG
موراي	moray	موراي	mora		N;NOM;FEM;SG
موراي	murray	موراي	murraa		N;NOM;FEM;SG
ارتداء	obliecť	اِرتِدَاء	obliecť	N;NOM;INDF;SG	V;PFV;POS;NFIN
ارتداء	nosiť	اِرتِدَاء	nosiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
نادية	nadia	نَادِي	nádia		PROPN;NOM;FEM;SG
تكامل	neoddeliteľnou	تَكَامُل	neoddeliteľný	N;NOM;INDF;SG	ADJ;INS;FEM;SG
تكامل	integráciu	تَكَامُل	integrácia	N;NOM;INDF;SG	N;ACC;FEM;SG
تكامل	integrácie	تَكَامُل	integrácia	N;NOM;INDF;SG	N;NOM;FEM;PL
المنفذ	prístavu	مَنفَذ	prístava	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
معتدل	stredne	مُعتَدِل	strednúť	ADJ;NOM;INDF;MASC;SG	ADV
عجز	invalidný	عَجز	invalidný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
عجز	deficitu	عَجز	deficita	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
رائدة	pionier	رَائِدَة	pionier	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
ديف	dave	دَيفَ	dav		N;INAN;NOM;MASC;SG
ديف	dava	دَيفَ	dava		INTJ
ديف	dev	دَيفَ	dev		N;INAN;NOM;MASC;SG
استعراض	preskúmať	اِستِعرَاض	preskúmať	N;NOM;INDF;SG	V;PFV;POS;NFIN
استعراض	skontrolovať	اِستِعرَاض	skontrolovať	N;NOM;INDF;SG	V;PFV;POS;NFIN
ذكريات	pamäte	ذكريات	pamäť	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;PL
ذكريات	spomienky	ذكريات	spomienka	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;PL
هوك	hook	هُوك	hook		PROPN;ANIM;NOM;MASC;SG
هوك	hák	هُوك	hák		N;INAN;NOM;MASC;SG
هوك	háčik	هُوك	háčik		N;INAN;NOM;MASC;SG
هوك	hawk	هُوك	hawk		PROPN;ANIM;NOM;MASC;SG
هوك	sokol	هُوك	sokol		N;ANIM;NOM;MASC;SG
هوك	jastrab	هُوك	jastrab		N;INAN;NOM;MASC;SG
الصمام	ventilu	صَمَام	ventila	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الزواحف	plaz	الزواحف	plaz	N;NOM;DEF;PL	PROPN;INAN;NOM;MASC;SG
صمام	ventilu	صمام	ventila	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
المثليين	gayov	مُثَلِّي	gay	N;NOM;DEF;PL	N;ANIM;ACC;MASC;PL
المثليين	lgbt	مُثَلِّي	lgbt	N;NOM;DEF;PL	N;NOM;FEM;SG
فضة	strieborný	فَضَّة	strieborný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
فضة	strieborná	فَضَّة	strieborný	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
السلف	predchodcu	سِلَف	predchodca	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
السلف	zálohy	سِلَف	záloh	N;NOM;DEF;SG	N;NOM;FEM;PL
عشوائية	náhodne	عَشوَائِيّ	náhodne	ADJ;NOM;INDF;FEM;SG	ADV
عشوائية	random	عَشوَائِيّ	randý	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
السعي	quest	سَعي	quest	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
السعي	usilujú	سَعي	usilovať	N;NOM;DEF;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
السعي	prenasledovania	سَعي	prenasledovanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
انتباه	pozor	اِنتِبَاه	pozor	N;NOM;INDF;SG	INTJ
فلو	flo	فِلو	flo		
الفئران	myší	فَئِير	myšať	N;NOM;DEF;DU	N;GEN;FEM;PL
الفئران	myši	فَئِير	myš	N;NOM;DEF;DU	N;VOC;FEM;SG
الفئران	myšiach	فَئِير	myšiť	N;NOM;DEF;DU	N;NOM;NEUT;PL
ارض	land	ارض	land		
ارض	pozemok	ارض	pozemok		N;INAN;NOM;MASC;SG
ارض	pôdy	ارض	pôda		N;NOM;FEM;PL
ارض	pozemky	ارض	pozemok		N;INAN;NOM;MASC;PL
