الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
خشب	ξυλείας	خشب	ξυλεία	N;NOM;INDF;SG	N;GEN;FEM;SG
تشييد	ναυπήγηση	تَشيِيد	ναυπήγηση	N;NOM;INDF;SG	N;ACC;FEM;SG
تشييد	κατασκευές	تَشيِيد	κατασκευή	N;NOM;INDF;SG	N;NOM;FEM;PL
المساحات	χώρους	مَسَّاحَة	χώρος	N;NOM;DEF;PL	N;ACC;MASC;PL
ضيقة	σφιχτά	ضيقة	σφιχτός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
الحوت	ιχθείς	حُوت	ιχθής	N;NOM;DEF;SG	ADJ;NOM;MASC;PL
ياسمين	γιασεμί	ياسمين	γιασώ	N;ACC;INDF;DU	N;NOM;FEM;SG
ياسمين	τζάσμιν	ياسمين	τζάσμιν	N;ACC;INDF;DU	
مفتي	μουφτής	مفتي	μουφτός		ADJ;NOM;MASC;SG
لوبيز	λόπεζ	لوبيز	λόπεζ		
لوبيز	lopez	لوبيز	lopez		
ادعى	ισχυρίστηκε	اِدَّعَى	ισχυρίζομαι	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
المساء	καλησπέρα	مَسَاء	καλησπέρα	N;NOM;DEF;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
المساء	βράδυ	مَسَاء	βράδυ	N;NOM;DEF;SG	N;ACC;NEUT;SG
جوليا	τζούλια	جوليا	τζούλιο		N;NOM;FEM;SG
جوليا	χούλια	جوليا	χούλιο		N;NOM;NEUT;PL
جوليا	julia	جوليا	julia		
الكل	ολα	كُلّ	όλος		ADV
الكل	όλοι	كُلّ	όλος		ADJ;NOM;MASC;PL
الكل	όλες	كُلّ	όλος		ADJ;NOM;FEM;PL
الكل	όλα	كُلّ	όλος		ADJ;NOM;NEUT;PL
شريان	αρτηρίας	شِريَان	αρτηρία	N;NOM;INDF;SG	N;GEN;FEM;SG
شارلوت	charlotte	شَارَل	charlotte		
شارلوت	σαρλότ	شَارَل	σαρλότ		
شارلوت	σάρλοτ	شَارَل	σάρλοτ		PROPN;NOM;FEM;SG
ديانا	ντιάνα	دِيَانَا	ντιάνα		PROPN;NOM;FEM;SG
ديانا	νταϊάνα	دِيَانَا	νταϊάνα		
منتزه	παρκ	منتزه	παρκ		
منتزه	park	منتزه	park		
منتزه	πάρκο	منتزه	πάρκο		N;NOM;NEUT;SG
الوفاء	εκπληρώσει	وَفَاء	εκπληρώνω	N;NOM;DEF;SG	V;PFV;IND;SG;3;FIN;ACT
الوفاء	εκπλήρωσε	وَفَاء	εκπληρώνω	N;NOM;DEF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
الوفاء	εκπλήρωση	وَفَاء	εκπλήρωση	N;NOM;DEF;SG	N;ACC;FEM;SG
تسهيل	διευκόλυνση	تَسهِيل	διευκόλυνση	N;NOM;INDF;SG	N;ACC;FEM;SG
تسهيل	διευκολύνοντας	تَسهِيل	διευκολύνω	N;NOM;INDF;SG	V;IPFV;V.CVB;ACT
تسهيل	διευκόλυνση	تَسهِيل	διευκόλυνση	N;NOM;INDF;SG	N;ACC;FEM;SG
تسهيل	διευκολύνει	تَسهِيل	διευκολύνω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تسهيل	διευκόλυνση	تَسهِيل	διευκόλυνση	N;NOM;INDF;SG	N;ACC;FEM;SG
فرعون	φαραώ	فرعون	φαραάνω		N;NOM;MASC;SG
يفسر	εξηγείται	فَسَّر	εξηγώ	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
شكر	ευχαριστούμε	شَكَر	ευχαριστώ		V;IPFV;IND;PL;1;PRS;FIN;ACT
شكر	ευχαριστίες	شَكَر	ευχαριστία		N;NOM;FEM;PL
شكر	ευχαριστω	شَكَر	ευχαριστω		V;IPFV;IND;SG;1;PRS;FIN;ACT
شكر	ευχαριστώ	شَكَر	ευχαριστώ		V;IPFV;IND;SG;1;PRS;FIN;ACT
تلقائيا	αυτόματο	تِلقَائِيّ	αύτομα	ADJ;ACC;INDF;MASC;SG	N;NOM;NEUT;SG
تلقائيا	αυτόματη	تِلقَائِيّ	αυτόματος	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
تلقائيا	αυτόματος	تِلقَائِيّ	αύτομα	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;MASC;SG
تلقائيا	αυτόματες	تِلقَائِيّ	αυτόματος	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;PL
تلقائيا	αυτόματα	تِلقَائِيّ	αυτόματα	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	αυτομάτως	تِلقَائِيّ	αυτομάτως	ADJ;ACC;INDF;MASC;SG	ADV
تلقائيا	αυτόματα	تِلقَائِيّ	αυτόματα	ADJ;ACC;INDF;MASC;SG	ADV
زائر	επισκέπτης	زَائِر	επισκέπτης		N;NOM;MASC;SG
زائر	επισκέπτη	زَائِر	επισκέπτης		N;ACC;MASC;SG
معتمد	διαπίστευση	معتمد	διαπίστευση	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
معتمد	πιστοποιημένο	معتمد	πιστοποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
معتمد	πιστοποιημένη	معتمد	πιστοποιώ	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
الكوارث	καταστροφή	كَارِثَة	καταστροφή	N;NOM;DEF;PL	N;ACC;FEM;SG
ميديا	μήδεια	مِيدِيَا	μήδεια		N;NOM;FEM;SG
تلسكوب	τηλεσκόπιο	تَلَسكُوب	τηλεσκόπιο		N;NOM;NEUT;SG
التنقل	κινητικότητα	تَنَقُّل	κινητικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
التنقل	κινητικότητας	تَنَقُّل	κινητικότητα	N;NOM;DEF;SG	N;GEN;FEM;SG
سمعة	φήμη	سُمعَة	φήμη	N;NOM;INDF;SG	N;ACC;FEM;SG
سمعة	υπόληψη	سُمعَة	υπόληψη	N;NOM;INDF;SG	N;ACC;FEM;SG
هانز	hans	هانز	hans		
هانز	χανς	هانز	χανς		
حنا	χάννα	حنا	χάννα		
حنا	χάνα	حنا	χάνας		
فدان	στρέμματα	فَدَّان	στρέμμα	N;NOM;INDF;SG	N;NOM;NEUT;PL
فدان	εκτάρια	فَدَّان	εκτάριο	N;NOM;INDF;SG	N;NOM;NEUT;PL
الاعلى	κορυφαία	أَعلَى	κορυφαία	ADJ;NOM;DEF;MASC;SG	ADV
الاعلى	τοπ	أَعلَى	τοπ	ADJ;NOM;DEF;MASC;SG	N
الاعلى	top	أَعلَى	top	ADJ;NOM;DEF;MASC;SG	
الاعلى	κορυφή	أَعلَى	κορυφή	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;SG
الاعلى	ψηλότερα	أَعلَى	ψηλά	ADJ;NOM;DEF;MASC;SG	ADV;CMPR
الاعلى	υψηλότερα	أَعلَى	ψηλά	ADJ;NOM;DEF;MASC;SG	ADV;CMPR
تفقد	ελέγξτε	فَقَد	ελέγω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
تفقد	επιταγή	فَقَد	επιταγή	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;ACC;FEM;SG
تفقد	έλεγχος	فَقَد	έλεγχος	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;MASC;SG
تفقد	check	فَقَد	check	V;IPFV;MASC;IND;SG;3;FIN;ACT	NUM
تفقد	τσεκ	فَقَد	τσεκ	V;IPFV;MASC;IND;SG;3;FIN;ACT	N
امبراطورية	empire	امبراطورية	empire	N;NOM;INDF;SG	
تلبية	συναντήσω	تَلبِيَة	συναντώ	N;NOM;INDF;SG	V;PFV;IND;SG;1;FIN;ACT
تلبية	συνάντηση	تَلبِيَة	συνάντηση	N;NOM;INDF;SG	N;ACC;FEM;SG
الاصابة	ζημία	إِصَابَة	ζημία	N;NOM;DEF;SG	N;ACC;FEM;SG
الاصابة	ζημίας	إِصَابَة	ζημία	N;NOM;DEF;SG	N;GEN;FEM;SG
الاصابة	κακώσεις	إِصَابَة	κάκωση	N;NOM;DEF;SG	N;NOM;FEM;PL
العلمانية	κοσμικό	عِلمَانِيَّة	κοσμικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
العلمانية	κοσμική	عِلمَانِيَّة	κοσμικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
دائري	κυκλικά	دَائِرِيّ	κυκλικός	ADJ;NOM;INDF;MASC;SG	ADV
الاراضي	land	أَرض	land	N;NOM;DEF;PL	
الاراضي	γη	أَرض	γη	N;NOM;DEF;PL	N;NOM;FEM;SG
الاراضي	στεριά	أَرض	στεριά	N;NOM;DEF;PL	N;NOM;FEM;SG
المكسيكي	μεξικάνικο	مَكسِيكِيّ	μεξικάνικος	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المكسيكي	μεξικάνος	مَكسِيكِيّ	μεξικάνος	N;NOM;DEF;SG	ADV
مدرعة	θωρακισμένο	مُدَرَّع	θωρακίζω	N;NOM;INDF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مدرعة	θωρακισμένο	مُدَرَّع	θωρακίζω	N;NOM;INDF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مطلوب	χρειαζόταν	مَطلُوب	χρειάζομαι	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;PASS
مطلوب	απαιτούμενη	مَطلُوب	απαιτούμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
مطلوب	απαιτούμενα	مَطلُوب	απαιτούμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
مطلوب	απαιτούμενος	مَطلُوب	απαιτούμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
مطلوب	απαιτείται	مَطلُوب	απαιτώ	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
مطلوب	απαιτούμενο	مَطلُوب	απαιτούμενος	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
مطلوب	καταζητείται	مَطلُوب	καταζητώ	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
مطلوب	ήθελε	مَطلُوب	θέλω	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
مطلوب	ηθελε	مَطلُوب	αθέρω	ADJ;NOM;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
جدوى	σκοπιμότητα	جَدوَى	σκοπιμότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
جدوى	σκοπιμότητας	جَدوَى	σκοπιμότητα	N;NOM;INDF;SG	N;GEN;FEM;SG
جدوى	εφικτό	جَدوَى	εφικτός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
هارت	χαρτ	هَار	χαρτ		
التزلج	σκι	تَزَلُّج	σκι	N;NOM;DEF;SG	
الكمال	τέλειος	كَمَال	τέλειος	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الكمال	τέλειο	كَمَال	τέλειο	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الكمال	τέλεια	كَمَال	τέλεια	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الكمال	τελειότητα	كَمَال	τελειότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
الجسور	γεφυρών	جِسر	γεφυρός	N;NOM;DEF;PL	N;GEN;FEM;PL
مهن	καριέρες	مهن	καριέρα	N;NOM;INDF;PL	N;VOC;FEM;PL
مهن	σταδιοδρομία	مهن	σταδιοδρομία	N;NOM;INDF;PL	N;NOM;FEM;SG
بيتش	παραλία	بيتش	παραλία		N;NOM;FEM;SG
بيتش	παραλια	بيتش	παράλια		N;NOM;FEM;SG
بيتش	πιτς	بيتش	πιτς		
بيتش	ροδάκινο	بيتش	ροδάκινος		N;NOM;NEUT;SG
مترجمة	μεταφραστεί	مُتَرَجِّم	μεταφράζω	N;NOM;INDF;SG	V;PFV;NFIN;PASS
مترجمة	μεταφραστή	مُتَرَجِّم	μεταφραστής	N;NOM;INDF;SG	N;ACC;MASC;SG
الجين	τζην	جِين	τζεν	N;NOM;DEF;SG	
الجين	gene	جِين	gene	N;NOM;DEF;SG	
وعاء	ποτ	وَعَاءَ	ποτ	N;NOM;INDF;SG	
وعاء	μπωλ	وَعَاءَ	μπωλ	N;NOM;INDF;SG	
وعاء	μπολ	وَعَاءَ	μπολ	N;NOM;INDF;SG	
ميرزا	μίρζα	ميرزا	μίρζω		N;NOM;NEUT;PL
يشهد	καταθέσει	شَهِد	καταθέτω	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
المفصل	λεπτομερείς	مُفَصَّل	λεπτομερής	N;NOM;DEF;SG	ADJ;NOM;FEM;PL
المفصل	λεπτομερές	مُفَصَّل	λεπτομερής	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المفصل	λεπτομερής	مُفَصَّل	λεπτομερής	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
المفصل	λεπτομερή	مُفَصَّل	λεπτομερής	N;NOM;DEF;SG	ADV
جيبوتي	τζιμπουτί	جِيبُوتِي	τζιμπουτί		PROPN;NOM;NEUT;SG
فاكهة	καρποί	فاكهة	καρπός	N;NOM;INDF;SG	N;NOM;MASC;PL
فاكهة	φρούτα	فاكهة	φρούτα	N;NOM;INDF;SG	N;NOM;NEUT;PL
عتبة	κατώφλι	عِتبَة	κατώφλι		N;NOM;NEUT;SG
نولان	νόλαν	نولان	νόλος		
موراي	μάρεϊ	موراي	μάρεϊ		
ارتداء	φορώντας	اِرتِدَاء	φορώ	N;NOM;INDF;SG	V;IPFV;V.CVB;ACT
ارتداء	φόρα	اِرتِدَاء	φόρα	N;NOM;INDF;SG	ADV
ارتداء	φόρεσε	اِرتِدَاء	φορώ	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;ACT
نادية	νάντια	نَادِي	νάντια		PROPN;NOM;FEM;SG
تكامل	συμπληρωματικότητα	تَكَامُل	συμπληρωματικότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
تكامل	ολοκλήρωση	تَكَامُل	ολοκλήρωση	N;NOM;INDF;SG	N;ACC;FEM;SG
تكامل	ένταξη	تَكَامُل	ένταξη	N;NOM;INDF;SG	N;ACC;FEM;SG
تكامل	ενσωμάτωση	تَكَامُل	ενσωμάτωση	N;NOM;INDF;SG	N;ACC;FEM;SG
تكامل	ενοποίηση	تَكَامُل	ενοποίηση	N;NOM;INDF;SG	N;ACC;FEM;SG
المنفذ	πορτ	مَنفَذ	πορτ	N;NOM;DEF;SG	
معتدل	μέτρια	مُعتَدِل	μέτρι	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
معتدل	μέτριο	مُعتَدِل	μέτριο	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
عجز	αναπηρίας	عَجز	αναπηρία	N;NOM;INDF;SG	N;GEN;FEM;SG
عجز	αναπηρία	عَجز	αναπηρία	N;NOM;INDF;SG	N;NOM;NEUT;PL
عجز	ανικανότητα	عَجز	ανικανότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
رفيع	λεπτό	رَفِيع	λεπτό	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
ديف	ντέιβ	دَيفَ	ντέιβ		
ديف	ντεβ	دَيفَ	ντεβ		N
استعراض	επανεξέταση	اِستِعرَاض	επανεξέταση	N;NOM;INDF;SG	N;ACC;FEM;SG
ذكريات	μνήμες	ذكريات	μνήμα	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;PL
ذكريات	αναμνήσεις	ذكريات	ανάμνηση	ADJ;NOM;INDF;FEM;PL	N;NOM;FEM;PL
هوك	γάντζο	هُوك	γάντζο		N;ACC;MASC;SG
هوك	αγκίστρι	هُوك	αγκίστρι		N;NOM;NEUT;SG
هوك	χουκ	هُوك	χουκ		
هوك	χωκ	هُوك	χωκ		N
هوك	γεράκι	هُوك	γεράκι		N;NOM;NEUT;SG
هوك	χοκ	هُوك	χοκ		
الزواحف	ερπετό	الزواحف	ερπετός	N;NOM;DEF;PL	N;NOM;NEUT;SG
المثليين	ομοφυλόφιλοι	مُثَلِّي	ομοφυλόφιλος	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
فضة	ασημί	فَضَّة	ασημί	N;NOM;INDF;SG	N;NOM;NEUT;PL
فضة	ασημένια	فَضَّة	ασημένιος	N;NOM;INDF;SG	ADV
فضة	σίλβερ	فَضَّة	σίλβερ	N;NOM;INDF;SG	
فضة	silver	فَضَّة	silver	N;NOM;INDF;SG	
السلف	προκατόχου	سِلَف	πρόκατοχος	N;NOM;DEF;SG	N;GEN;MASC;SG
عشوائية	τυχαία	عَشوَائِيّ	τυχαίος	ADJ;NOM;INDF;FEM;SG	ADV
السعي	καταδίωξη	سَعي	καταδίωξη	N;NOM;DEF;SG	N;ACC;FEM;SG
الخادم	υπηρέτη	خَادِم	υπηρίτος	N;NOM;DEF;SG	N;ACC;MASC;SG
الخادم	εξυπηρετητής	خَادِم	εξυπηρετητής	N;NOM;DEF;SG	N;GEN;FEM;SG
الخادم	server	خَادِم	server	N;NOM;DEF;SG	
انتباه	προσοχη	اِنتِبَاه	προσόχος	N;NOM;INDF;SG	
اعتراف	εξομολόγηση	اِعتِرَاف	εξομολόγηση	N;NOM;INDF;SG	N;ACC;FEM;SG
البولندي	πολωνικά	بُولَندِيّ	πολωνικός	ADJ;NOM;DEF;MASC;SG	ADV
البولندي	πολωνικές	بُولَندِيّ	πολωνικός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;PL
البولندي	πολωνοί	بُولَندِيّ	πολωνός	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;PL
الفئران	ποντίκια	فَئِير	ποντίκι	N;NOM;DEF;DU	N;NOM;NEUT;PL
ارض	ξηρά	ارض	ξηρά		N;NOM;NEUT;PL
ارض	land	ارض	land		
ارض	γη	ارض	γη		N;NOM;FEM;SG
ارض	στεριά	ارض	στεριά		N;NOM;FEM;SG
تصدير	εξαγωγές	تَصدِير	εξαγωγή	N;NOM;INDF;SG	N;NOM;FEM;PL
تصدير	εξαγωγής	تَصدِير	εξαγωγή	N;NOM;INDF;SG	N;GEN;FEM;SG
ناقل	αεροπλανοφόρο	نَاقِل	αεροπλανοφόρος	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ناقل	μεταφορέα	نَاقِل	μεταφορέας	N;NOM;INDF;SG	N;ACC;MASC;SG
ناقل	μεταφορέα	نَاقِل	μεταφορέας	N;NOM;INDF;SG	N;ACC;MASC;SG
اربعة	four	أَربَعَة	four	NUM;NOM;INDF;MASC	
اربعة	τεσσερα	أَربَعَة	τέσσερις	NUM;NOM;INDF;MASC	N;NOM;NEUT;PL
الفعال	αποτελεσματική	فَعَّال	αποτελεσματικός	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
الفعال	αποτελεσματικός	فَعَّال	αποτελεσματικός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
الفعال	αποτελεσματικό	فَعَّال	αποτελεσματικός	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الفعال	αποτελεσματικά	فَعَّال	αποτελεσματικά	N;NOM;DEF;SG	ADV
البنكرياس	πάγκρεας	بَنكَرِيس	πάγκρης		N;GEN;FEM;SG
البدائية	αρχέγονη	بِدَائِيّ	αρχέγωνος	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
تيودور	θίοντορ	تيودور	θίοντορ		
تيودور	τυδώρ	تيودور	τυδώρ		NUM
يعنى	έννοια	عَنَى	έννοια	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
يعنى	νόημα	عَنَى	νόημα	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;NEUT;SG
تضخم	πληθωρισμού	تَضَخَّم	πληθωρισμός	N;NOM;INDF;SG	N;GEN;MASC;SG
المحامي	δικηγόρο	مُحَامِي	δικηγόρος	N;NOM;DEF;SG	N;ACC;MASC;SG
الفعاليات	ηθοποιούς	الفعاليات	ηθοποιός	N;NOM;DEF;PL	N;ACC;MASC;PL
ضع	βάλτε	ضَعّ	βάλτε		V;IPFV;IND;PL;2;PRS;FIN;ACT
ضع	βάλε	ضَعّ	βάλε		V;IPFV;IND;SG;1;PRS;FIN;ACT
نوبة	κατάσχεση	نُوبَة	κατάσχεση	N;NOM;INDF;SG	N;ACC;FEM;SG
نصيحة	συμβουλές	نَصِيحَة	συμβουλής	N;NOM;INDF;SG	N;NOM;FEM;PL
كتل	μπλοκ	كتل	μπλοκ	N;NOM;INDF;PL	N;NOM;NEUT;SG
كتل	τετράγωνα	كتل	τετράγωνος	N;NOM;INDF;PL	ADV
منشور	post	مَنشُور	post	N;NOM;INDF;SG	
منشور	δημοσιεύθηκε	مَنشُور	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
منشور	δημοσιευθεί	مَنشُور	δημοσιεύω	N;NOM;INDF;SG	V;PFV;NFIN;PASS
منشور	δημοσιεύτηκε	مَنشُور	δημοσιεύω	N;NOM;INDF;SG	V;PFV;IND;SG;3;PST;FIN;PASS
منشور	δημοσιεύεται	مَنشُور	δημοσιεύω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
منشور	εκδίδεται	مَنشُور	εκδίδω	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
سنوي	ετησίως	سَنَوِيّ	ετήσιως	ADJ;NOM;INDF;MASC;SG	ADV
سنوي	ετήσιο	سَنَوِيّ	ετήσιος	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
سنوي	ετήσιες	سَنَوِيّ	ετήσιος	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;PL
سنوي	χιονισμένη	سَنَوِيّ	χιονίζω	ADJ;NOM;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
المؤمن	ασφαλισμένο	مُؤَمِّن	ασφαλισμένος	N;NOM;DEF;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
المؤمن	πιστός	مُؤَمِّن	πιστός	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
فاسو	φάσο	فاسو	φάσο		
انفصال	χωρισμό	اِنفِصَال	χωρισμός	N;NOM;INDF;SG	N;ACC;MASC;SG
انفصال	διαχωρισμού	اِنفِصَال	διαχωρισμός	N;NOM;INDF;SG	N;GEN;MASC;SG
المواهب	ταλέντο	مَوهِب	ταλέντος	N;NOM;DEF;PL	N;NOM;NEUT;SG
التقاعد	συνταξιοδότησης	تَقَاعُد	συνταξιοδότηση	N;NOM;DEF;SG	N;GEN;FEM;SG
التقاعد	συνταξιοδότηση	تَقَاعُد	συνταξιοδότηση	N;NOM;DEF;SG	N;ACC;FEM;SG
نايت	νέιτ	نايت	νέιτ		N
نايت	nate	نايت	nate		
استعداد	έτοιμο	اِستِعدَاد	έτοιμο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
استعداد	έτοιμη	اِستِعدَاد	έτοιμος	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
استعداد	έτοιμος	اِستِعدَاد	έτοιμος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
استعداد	έτοιμοι	اِستِعدَاد	έτοιμος	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
استعداد	προετοιμασμένος	اِستِعدَاد	προετοιμασμένος	N;NOM;INDF;SG	V;PFV;NOM;MASC;SG;V.PTCP;PASS
استعداد	προετοιμασμένη	اِستِعدَاد	προετοιμάζω	N;NOM;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
استعداد	παρασκευασμένα	اِستِعدَاد	παρασκευασμένος	N;NOM;INDF;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
المتمردين	επαναστάτης	مُتَمَرِّد	επαναστάτης	N;NOM;DEF;PL	N;NOM;MASC;SG
المتمردين	επαναστάτη	مُتَمَرِّد	επαναστάτης	N;NOM;DEF;PL	N;ACC;MASC;SG
كلهم	ολα	كلهم	όλος		ADV
كلهم	όλοι	كلهم	όλος		ADJ;NOM;MASC;PL
كلهم	όλες	كلهم	όλος		ADJ;NOM;FEM;PL
كلهم	όλα	كلهم	όλος		ADJ;NOM;NEUT;PL
المؤلفين	δημιουργοί	مُؤَلِّف	δημιουργός	ADJ;ACC;DEF;MASC;PL	N;NOM;MASC;PL
المؤلفين	συντάκτες	مُؤَلِّف	συντάκτης	ADJ;ACC;DEF;MASC;PL	N;NOM;MASC;PL
المؤلفين	συγγραφείς	مُؤَلِّف	σύγγραφη	ADJ;ACC;DEF;MASC;PL	N;NOM;MASC;PL
برو	πρου	برو	πρου		N
برو	pro	برو	pro		
برو	επαγγελματίας	برو	επαγγελματίας		N;NOM;FEM;SG
العناوين	τίτλους	عُنوَان	τίτλο	N;NOM;DEF;PL	NUM;NOM;MASC;PL
العناوين	τίτλοι	عُنوَان	τίτλος	N;NOM;DEF;PL	NUM;NOM;MASC;PL
بوركينا	μπουρκίνα	بُوركِينَا	μπουρκίνα		PROPN;NOM;FEM;SG
مادية	υλισμού	مَادِّيّ	υλισμός	ADJ;NOM;INDF;FEM;SG	N;GEN;MASC;SG
جزيء	μόριο	جُزيُو	μόριο		N;NOM;NEUT;SG
غامضة	μυστηριώδη	غَامِض	μυστηριώδη	ADJ;NOM;INDF;FEM;SG	ADV
المرجانية	κόραλ	مَرجَانِيّ	κόραλ	N;NOM;DEF;SG	
المرجانية	κοράλλια	مَرجَانِيّ	κοράλλι	N;NOM;DEF;SG	N;NOM;NEUT;PL
الاقتراع	δημοσκοπήσεων	اِقتِرَاع	δημοσκόπηση	N;NOM;DEF;SG	N;GEN;FEM;PL
سويفت	s	سويفت	s		
سويفت	σουίφτ	سويفت	σουίφτ		
العبور	διέλευση	عُبُور	διέλευση	N;NOM;DEF;SG	N;ACC;FEM;SG
العبور	διάβαση	عُبُور	διάβαση	N;NOM;DEF;SG	N;ACC;FEM;SG
العبور	διασχίζοντας	عُبُور	διασχίζω	N;NOM;DEF;SG	V;IPFV;V.CVB;ACT
العبور	διέλευση	عُبُور	διέλευση	N;NOM;DEF;SG	N;ACC;FEM;SG
زامبيا	ζάμπια	زَامبِيَا	ζάμπιο		PROPN;NOM;FEM;SG
ليبي	λίμπι	لِيبِيّ	λίμπι	ADJ;NOM;INDF;MASC;SG	N
داني	ντάνι	داني	ντάνι		
نمت	κοιμήθηκε	نَمّ	κοιμώ	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
