から	fra	から	fra	CONJ	ADV
ルート	ruten	ルート	ruten	PROPN	N;DEF;MASC+FEM;SG
ルート	rute	ルート	rute	PROPN	N;INDF;MASC+FEM;SG
ルート	rod	ルート	rod	PROPN	N;INDF;MASC+FEM;SG
ルート	roden	ルート	roden	PROPN	N;DEF;MASC+FEM;SG
ルート	root	ルート	root	PROPN	
到着	ankomsten	到着	ankomst	V	N;DEF;MASC+FEM;SG
到着	ankomst	到着	ankomst	V	N;INDF;MASC+FEM;SG
到着	ankomster	到着	ankomst	V	N;INDF;MASC+FEM;PL
トラ	tiger	トラ	tige	PROPN	N;INDF;MASC+FEM;SG
トラ	tigeren	トラ	tiger	PROPN	N;DEF;MASC+FEM;SG
平和	peace	平和	peace	ADJ	
平和	freden	平和	fred	ADJ	N;DEF;MASC+FEM;SG
平和	fred	平和	fred	ADJ	N;INDF;MASC+FEM;SG
注意	forsigtighed	注意	forsigtighed	V	N;INDF;MASC+FEM;SG
注意	opmærksomhed	注意	opmærksomhed	V	N;INDF;MASC+FEM;SG
ドラゴン	drager	ドラゴン	drage	PROPN	V;IND;PRS;FIN;ACT
ドラゴン	dragerne	ドラゴン	drager	PROPN	N;DEF;MASC+FEM;PL
ドラゴン	drage	ドラゴン	drage	PROPN	V;NFIN;ACT
ドラゴン	dragen	ドラゴン	drag	PROPN	N;DEF;MASC+FEM;SG
ドラゴン	dragon	ドラゴン	dragon	PROPN	
今日	idag	今日	idag	N	ADV
集合	sæt	集合	sætte	N	V;IMP
集合	indstillet	集合	indstille	N	V;INDF;SG;PST;V.PTCP
集合	sat	集合	sætte	N	V;INDF;SG;PST;V.PTCP
集合	indstiller	集合	indstille	N	V;IND;PRS;FIN;ACT
集合	sæt	集合	sætte	N	V;IMP
集合	sætter	集合	sætte	N	V;IND;PRS;FIN;ACT
回転	rotation	回転	rotation	V	N;INDF;MASC+FEM;SG
回転	rotation	回転	rotation	V	N;INDF;MASC+FEM;SG
回転	drejning	回転	drejning	V	N;INDF;MASC+FEM;SG
回転	omdrift	回転	omdrift	V	N;INDF;MASC+FEM;SG
青年	unge	青年	ung	N	ADJ;PL
姉妹	sisters	姉妹	sisters	N	
姉妹	sister	姉妹	siste	N	
小さな	small	小さな	small	ADJ	
小さな	småt	小さな	småt	ADJ	ADV
テン	ten	テン	ten	N	
テン	ti	テン	ti	N	NUM
秘密	hemmeligheder	秘密	hemmelighed		N;INDF;MASC+FEM;PL
秘密	hemmelige	秘密	hemmelig		ADJ;PL
秘密	hemmelig	秘密	hemmelig		ADJ;INDF;MASC+FEM;SG
秘密	secret	秘密	secret		
秘密	hemmelighed	秘密	hemmelighed		N;INDF;MASC+FEM;SG
秘密	hemmeligt	秘密	hemmelig		ADJ;INDF;NEUT;SG
秘密	hemmeligholdelse	秘密	hemmeligholdelse		N;INDF;MASC+FEM;SG
秘密	tavshedspligt	秘密	tavshedspligt		N;INDF;MASC+FEM;SG
秘密	hemmelighed	秘密	hemmelighed		N;INDF;MASC+FEM;SG
秘密	hemmelighedskræmmeri	秘密	hemmelighedskræmmeri		N;INDF;NEUT;PL
操作	transaktioner	操作	transaktion	V	N;INDF;MASC+FEM;PL
操作	operationer	操作	operation	V	N;INDF;MASC+FEM;PL
操作	betjening	操作	betjening	V	N;INDF;MASC+FEM;SG
操作	operation	操作	operation	V	N;INDF;MASC+FEM;SG
操作	drift	操作	drift	V	N;INDF;MASC+FEM;SG
操作	operationen	操作	operation	V	N;DEF;MASC+FEM;SG
残り	resterende	残り	resterende	N	V;PRS;V.PTCP
残り	tilbageværende	残り	tilbageværende	N	ADJ
一致	tændstikker	一致	tændstik	V	N;INDF;MASC+FEM;PL
一致	kampe	一致	kamp	V	N;INDF;MASC+FEM;PL
一致	match	一致	match	V	N;INDF;NEUT;SG
一致	match	一致	match	V	N;INDF;NEUT;SG
オーストリア	østrigske	オーストリア	østrigsk	PROPN	ADJ;PL
オーストリア	østriger	オーストリア	østrig	PROPN	N;INDF;MASC+FEM;SG
オーストリア	østrigsk	オーストリア	østrigsk	PROPN	ADJ;INDF;SG
オーストリア	østrig	オーストリア	østrig	PROPN	
山梨	yamanashi	山梨	yamanashi	PROPN	
イオン	ion	イオン	ion	N	
ジャック	jack	ジャック	jack	N	
ソロ	solo	ソロ	solo	N	
フィールド	fields	フィールド	fields	N	
諸島	øerne	諸島	øerne	PROPN	N;DEF;NEUT;PL
諸島	øer	諸島	øe	PROPN	N;INDF;NEUT;PL
休止	suspension	休止	suspension	V	N;INDF;MASC+FEM;SG
休止	suspendering	休止	suspendering	V	N;INDF;MASC+FEM;SG
休止	ophæng	休止	ophæng	V	N;INDF;NEUT;SG
休止	udsættelse	休止	udsættelse	V	N;INDF;MASC+FEM;SG
休止	pause	休止	pause	V	N;INDF;MASC+FEM;SG
高知	kochi	高知	kochi	PROPN	
メキシコ	mexicanske	メキシコ	mexicansk	PROPN	ADJ;PL
メキシコ	mexicansk	メキシコ	mexicansk	PROPN	ADJ;INDF;SG
メキシコ	mexicaner	メキシコ	mexicaner	PROPN	N;INDF;MASC+FEM;SG
メキシコ	mexico	メキシコ	mexico	PROPN	PROPN
フォード	ford	フォード	ford	PROPN	PROPN
レポート	anmelde	レポート	anmelde	N	V;NFIN;ACT
レポート	anmelde	レポート	anmelde	N	V;NFIN;ACT
市町村	kommun	市町村	kommun	N	
ブラ	bra	ブラ	bra	N	
地図	kort	地図	kort	V	ADJ;INDF;SG
地図	landkort	地図	landkort	V	N;INDF;NEUT;SG
地図	kort	地図	kort	V	ADJ;INDF;SG
地図	landkort	地図	landkort	V	N;INDF;NEUT;SG
ブリ	bri	ブリ	bri	N	
違反	krænkelse	違反	krænkelse	V	N;INDF;MASC+FEM;SG
違反	overtrædelse	違反	overtrædelse	V	N;INDF;MASC+FEM;SG
違反	overtrædelse	違反	overtrædelse	V	N;INDF;MASC+FEM;SG
違反	tilsidesættelse	違反	tilsidesættelse	V	N;INDF;MASC+FEM;SG
違反	krænkelser	違反	krænkelse	V	N;INDF;MASC+FEM;PL
衛星	satellitbaseret	衛星	satellitbaseret	N	V;INDF;SG;PST;V.PTCP
野村	nomura	野村	nomura	PROPN	
十分	nok	十分	nok	ADJ	ADV
改良	forbedringer	改良	forbedring	V	N;INDF;MASC+FEM;PL
ワイド	bred	ワイド	bred	N	ADJ;INDF;MASC+FEM;SG
ワイド	brede	ワイド	bred	N	ADJ;PL
ルイ	louis	ルイ	louis	PROPN	
ルイ	ludvig	ルイ	ludvig	PROPN	N;INDF;MASC+FEM;SG
ルイ	rui	ルイ	rui	PROPN	
ルイ	louie	ルイ	louie	PROPN	
曖昧	flertydig	曖昧	flertydig		ADJ;INDF;MASC+FEM;SG
曖昧	tvetydige	曖昧	tvetydig		ADJ;PL
曖昧	tvetydig	曖昧	tvetydig		ADJ;INDF;MASC+FEM;SG
曖昧	tvetydigt	曖昧	tvetygt		ADJ;INDF;NEUT;SG
曖昧	vage	曖昧	vage		ADJ;PL
曖昧	vag	曖昧	vag		ADJ;INDF;MASC+FEM;SG
曖昧	upræcist	曖昧	upræcist		ADJ;INDF;NEUT;SG
曖昧	uklarhed	曖昧	uklarhed		N;INDF;MASC+FEM;SG
曖昧	tvetydighed	曖昧	tvetydighed		N;INDF;MASC+FEM;SG
録音	optagelse	録音	optagelse	V	N;INDF;MASC+FEM;SG
録音	registrering	録音	registrering	V	N;INDF;MASC+FEM;SG
録音	indspilning	録音	indspilning	V	N;INDF;MASC+FEM;SG
サブ	sub	サブ	sub	N	
ニッポン	nippon	ニッポン	nippon	PROPN	
指名	udnævnelse	指名	udnævnelse	V	N;INDF;MASC+FEM;SG
冒険	eventyr	冒険	eventyr	V	N;INDF;NEUT;SG
冒険	eventyret	冒険	eventyr	V	N;DEF;NEUT;SG
冒険	oplevelser	冒険	oplevelse	V	N;INDF;MASC+FEM;PL
冒険	eventyr	冒険	eventyr	V	N;INDF;NEUT;SG
バイパス	omgå	バイパス	omgå	PROPN	V;NFIN;ACT
バイパス	bypass	バイパス	bypass	PROPN	
医師	doctor	医師	doctor	N	
インタビュー	interviewer	インタビュー	interviewe	N	V;IND;PRS;FIN;ACT
インタビュー	interviewer	インタビュー	interviewe	N	V;IND;PRS;FIN;ACT
インタビュー	interviewe	インタビュー	interviewe	N	V;NFIN;ACT
ワシントン	washington	ワシントン	washington	PROPN	N;INDF;MASC+FEM;SG
生命	life	生命	life	N	
執行	gennemførelse	執行	gennemførelse	V	N;INDF;MASC+FEM;SG
執行	fuldbyrdelse	執行	fuldbyrdelse	V	N;INDF;MASC+FEM;SG
執行	udførelse	執行	udførelse	V	N;INDF;MASC+FEM;SG
執行	henrettelse	執行	henrettelse	V	N;INDF;MASC+FEM;SG
危険	fare	危険	fare	ADJ	N;INDF;MASC+FEM;SG
危険	farer	危険	fare	ADJ	V;IND;PRS;FIN;ACT
健康	sundhed	健康	sundhed	ADJ	N;INDF;MASC+FEM;SG
健康	helbred	健康	helbred	ADJ	N;INDF;NEUT;SG
わか	waka	わか	waka		
対立	konflikten	対立	konflikt	V	N;DEF;MASC+FEM;SG
対立	konflikter	対立	konflikt	V	N;INDF;MASC+FEM;PL
対立	konflikt	対立	konflikt	V	N;INDF;MASC+FEM;SG
香川	kagawa	香川	kagawa	PROPN	
カン	kang	カン	kang	N	
工学	manipuleret	工学	manipulere	N	V;INDF;SG;PST;V.PTCP
工学	konstruerede	工学	konstruere	N	V;PL;PST;V.PTCP
タン	tan	タン	tan	N	
タン	solbrændt	タン	solbrændt	N	ADJ;INDF;SG
ベン	ben	ベン	ben	PROPN	N;INDF;NEUT;PL
専攻	major	専攻	major	N	
ドア	dør	ドア	dø	N	V;IND;PRS;FIN;ACT
ドン	don	ドン	don	N	
ダイレクト	direkte	ダイレクト	direkte	N	ADV
ゴール	goals	ゴール	goals	N	
金融	finansiere	金融	finansiere	N	V;NFIN;ACT
金融	finans	金融	finans	N	
スウェーデン	sveriges	スウェーデン	sverig	PROPN	N;GEN;INDF;MASC+FEM;PL
スウェーデン	sverige	スウェーデン	sverig	PROPN	ADJ;PL
ミス	savne	ミス	savne	N	V;NFIN;ACT
ミス	savner	ミス	savne	N	V;IND;PRS;FIN;ACT
ロバート	robert	ロバート	robert	PROPN	N;INDF;MASC+FEM;SG
金沢	kanazawa	金沢	kanazawa	PROPN	N;INDF;NEUT;SG
わら	sugerør	わら	sugerør		N;INDF;NEUT;SG
わら	halm	わら	halm		N;INDF;MASC+FEM;SG
わら	strå	わら	strå		N;INDF;NEUT;SG
佐賀	saga	佐賀	saga	PROPN	N;INDF;MASC+FEM;SG
実行	gennemførelse	実行	gennemførelse	V	N;INDF;MASC+FEM;SG
実行	fuldbyrdelse	実行	fuldbyrdelse	V	N;INDF;MASC+FEM;SG
実行	udførelse	実行	udførelse	V	N;INDF;MASC+FEM;SG
実行	henrettelse	実行	henrettelse	V	N;INDF;MASC+FEM;SG
始める	start	始める	start	V	N;INDF;MASC+FEM;SG
日記	tidende	日記	tidende	N	V;PRS;V.PTCP
有効	aktiveret	有効	aktivere	ADJ	N;DEF;NEUT;SG
フラン	franc	フラン	franc	PROPN	N;INDF;MASC+FEM;SG
フラン	francs	フラン	francs	PROPN	N;INDF;MASC+FEM;SG
フラン	fran	フラン	fran	PROPN	
鎌倉	kamakura	鎌倉	kamakura	PROPN	
サポート	understøttelse	サポート	understøttelse	V	N;INDF;MASC+FEM;SG
サポート	support	サポート	support	V	N;INDF;MASC+FEM;SG
サポート	støt	サポート	støt	V	N;INDF;NEUT;SG
サポート	støtte	サポート	støtte	V	N;INDF;MASC+FEM;SG
騎士	springer	騎士	springe	N	V;IND;PRS;FIN;ACT
音声	voice	音声	voice	N	
うた	uta	うた	uta	N	
トロ	toro	トロ	toro	PROPN	
学習	læring	学習	læring	V	N;INDF;MASC+FEM;SG
学習	lære	学習	lære	V	N;INDF;MASC+FEM;SG
学習	indlæring	学習	indlæring	V	N;INDF;MASC+FEM;SG
学習	lære	学習	lære	V	N;INDF;MASC+FEM;SG
スコア	score	スコア	score	N	V;NFIN;ACT
スコア	score	スコア	score	N	V;NFIN;ACT
スコア	scorer	スコア	score	N	V;IND;PRS;FIN;ACT
四国	shikoku	四国	shikoku	PROPN	
人生	life	人生	life	N	
大和	yamato	大和	yamato	PROPN	
コピー	kopiering	コピー	kopiering	V	N;INDF;MASC+FEM;SG
コピー	kopi	コピー	kopi	V	N;INDF;MASC+FEM;SG
コピー	kopier	コピー	kopie	V	N;INDF;MASC+FEM;PL
コピー	kopier	コピー	kopie	V	N;INDF;MASC+FEM;PL
コピー	eksemplarer	コピー	eksemplar	V	N;INDF;NEUT;PL
コピー	kopiering	コピー	kopiering	V	N;INDF;MASC+FEM;SG
中山	nakayama	中山	nakayama	PROPN	
希望	forhåbninger	希望	forhåbning	V	N;INDF;MASC+FEM;PL
希望	håb	希望	håb	V	N;INDF;NEUT;SG
希望	hope	希望	hope	V	
希望	håb	希望	håb	V	N;INDF;NEUT;SG
希望	håbet	希望	håb	V	N;DEF;NEUT;SG
三郎	saburo	三郎	saburo	PROPN	
マリア	maria	マリア	maria	PROPN	
ジェイ	jay	ジェイ	jay	PROPN	
マシン	machine	マシン	machine	N	
練習	øv	練習	øv	N	INTJ
練習	øver	練習	øve	N	V;IND;PRS;FIN;ACT
練習	øve	練習	øve	N	V;NFIN;ACT
練習	øvede	練習	øved	N	V;NFIN;ACT
再生	afspilning	再生	afspilning	V	N;INDF;MASC+FEM;SG
再生	rehabilitering	再生	rehabilitering	V	N;INDF;MASC+FEM;SG
再生	revalidering	再生	revalidering	V	N;INDF;MASC+FEM;SG
再生	genoptræning	再生	genoptræning	V	N;INDF;MASC+FEM;SG
再生	istandsættelse	再生	istandsættelse	V	N;INDF;MASC+FEM;SG
ウィン	wynn	ウィン	wynn	PROPN	
古い	old	古い	old	ADJ	
撤退	tilbagetog	撤退	tilbagetog	V	N;INDF;NEUT;SG
撤退	retræte	撤退	retræte	V	N;INDF;MASC+FEM;SG
撤退	inddragelse	撤退	inddragelse	V	N;INDF;MASC+FEM;SG
撤退	tilbagetrækning	撤退	tilbagetrækning	V	N;INDF;MASC+FEM;SG
撤退	udtræden	撤退	udtræden	V	N;INDF;MASC+FEM;SG
司令官	øverstbefalende	司令官	øverstbefalende	N	ADJ
天使	angel	天使	angel	N	
無料	fri	無料	fri	N	ADJ;INDF;MASC+FEM;SG
無料	frit	無料	frit	N	ADV
無料	free	無料	free	N	
無料	gratis	無料	gratis	N	ADV
ジャンプ	spring	ジャンプ	spring	N	
ジャンプ	hoppe	ジャンプ	hoppe	N	V;NFIN;ACT
ジャンプ	hop	ジャンプ	hop	N	V;IMP
ジャンプ	springe	ジャンプ	springe	N	V;NFIN;ACT
ジャンプ	springer	ジャンプ	springe	N	V;IND;PRS;FIN;ACT
ジャンプ	hopper	ジャンプ	hoppe	N	V;IND;PRS;FIN;ACT
ソウル	seoul	ソウル	seoul	PROPN	
ソウル	sjælen	ソウル	sjæle	PROPN	N;DEF;MASC+FEM;SG
ソウル	sjæl	ソウル	sjæl	PROPN	N;INDF;MASC+FEM;SG
ソウル	soul	ソウル	soul	PROPN	
滋賀	shiga	滋賀	shiga	PROPN	
期待	forventning	期待	forventning	V	N;INDF;MASC+FEM;SG
期待	forventninger	期待	forventning	V	N;INDF;MASC+FEM;PL
期待	forventning	期待	forventning	V	N;INDF;MASC+FEM;SG
期待	forventninger	期待	forventning	V	N;INDF;MASC+FEM;PL
期待	forventningerne	期待	forventning	V	N;DEF;MASC+FEM;PL
自転車	bike	自転車	bike	N	
困難	vanskelighed	困難	vanskelighed	ADJ	N;INDF;MASC+FEM;SG
困難	vanskeligheder	困難	vanskelighed	ADJ	N;INDF;MASC+FEM;PL
困難	sværhedsgrad	困難	sværhedsgrad	ADJ	N;INDF;MASC+FEM;SG
困難	vanskeligheder	困難	vanskelighed	ADJ	N;INDF;MASC+FEM;PL
モンスター	uhyre	モンスター	uhyre	N	ADV
供給	udlevering	供給	udlevering	V	N;INDF;MASC+FEM;SG
供給	levering	供給	levering	V	N;INDF;MASC+FEM;SG
供給	udbud	供給	udbud	V	N;INDF;NEUT;SG
供給	forsyning	供給	forsyning	V	N;INDF;MASC+FEM;SG
記憶	minde	記憶	minde	V	N;INDF;NEUT;SG
記憶	erindring	記憶	erindring	V	N;INDF;MASC+FEM;SG
記憶	hukommelse	記憶	hukommelse	V	N;INDF;MASC+FEM;SG
記憶	hukommelsen	記憶	hukommelse	V	N;DEF;MASC+FEM;SG
記憶	memory	記憶	memory	V	
フィルム	filme	フィルム	filme	N	V;NFIN;ACT
早稲田	waseda	早稲田	waseda	PROPN	
低い	lav	低い	lav	ADJ	V;IMP
低い	lave	低い	lave	ADJ	V;NFIN;ACT
低い	low	低い	low	ADJ	
まとめ	opsummering	まとめる	opsummering	V	N;INDF;MASC+FEM;SG
まとめ	sammenfatning	まとめる	sammenfatning	V	N;INDF;MASC+FEM;SG
まとめ	sammendrag	まとめる	sammendrag	V	N;INDF;NEUT;SG
まとめ	resumé	まとめる	resumé	V	N;INDF;MASC+FEM;SG
まとめ	resume	まとめる	resume	V	N;INDF;NEUT;SG
解決	beslutsomhed	解決	beslutsomhed	V	N;INDF;MASC+FEM;SG
ウェイ	way	ウェイ	way	N	
はい	ja	はく	ja	CONJ	INTJ
北京	beijing	北京	beijing	PROPN	
北京	peking	北京	peking	PROPN	
北京	peking	北京	peking	PROPN	
引用	citat	引用	citat	V	N;INDF;NEUT;SG
引用	citater	引用	citat	V	N;INDF;NEUT;PL
引用	citater	引用	citat	V	N;INDF;NEUT;PL
引用	henvisningerne	引用	henvisning	V	N;DEF;MASC+FEM;PL
引用	citat	引用	citat	V	N;INDF;NEUT;SG
トリ	tori	トリ	tori	PROPN	N;INDF;MASC+FEM;SG
原則	principper	原則	princip	V	N;INDF;MASC+FEM;PL
原則	principperne	原則	princip	V	N;DEF;MASC+FEM;PL
ラブ	elsker	ラブ	elske	N	V;IND;PRS;FIN;ACT
ラブ	vild	ラブ	vild	N	ADJ;INDF;MASC+FEM;SG
信頼	tillid	信頼	tillid	V	N;INDF;MASC+FEM;SG
信頼	tilliden	信頼	tillid	V	N;DEF;MASC+FEM;SG
信頼	selvtillid	信頼	selvtillid	V	N;INDF;MASC+FEM;SG
信頼	selvtilliden	信頼	selvtillid	V	N;DEF;MASC+FEM;SG
信頼	tillid	信頼	tillid	V	N;INDF;MASC+FEM;SG
信頼	stol	信頼	stol	V	N;INDF;MASC+FEM;SG
信頼	trust	信頼	trust	V	
信頼	stole	信頼	stol	V	N;INDF;MASC+FEM;PL
信頼	tillidsfuld	信頼	tillidsfuld	V	ADJ;INDF;MASC+FEM;SG
信頼	tillidsfulde	信頼	tillidsfuld	V	ADJ;PL
分析	analyser	分析	analyse	V	N;INDF;MASC+FEM;PL
分析	analyse	分析	analyse	V	N;INDF;MASC+FEM;SG
ベルリン	berlin	ベルリン	berlin	PROPN	
同時	samtidig	同時	samtidig	N	ADV
同時	samtidige	同時	samtidig	N	ADJ;PL
同時	samtidigt	同時	samtidigt	N	ADV
中野	nakano	中野	nakano	PROPN	
ルイス	lewis	ルイス	lewis	PROPN	
ルイス	louis	ルイス	louis	PROPN	
ルイス	ludvig	ルイス	ludvig	PROPN	N;INDF;MASC+FEM;SG
目標	goals	目標	goals	N	
計算	beregning	計算	beregning	V	N;INDF;MASC+FEM;SG
計算	udregning	計算	udregning	V	N;INDF;MASC+FEM;SG
計算	beregning	計算	beregning	V	N;INDF;MASC+FEM;SG
計算	udregning	計算	udregning	V	N;INDF;MASC+FEM;SG
計算	beregning	計算	beregning	V	N;INDF;MASC+FEM;SG
テスト	prøve	テスト	prøve	N	V;NFIN;ACT
テスト	tester	テスト	test	N	V;IND;PRS;FIN;ACT
意識	bevidstheden	意識	bevidsthed	V	N;DEF;MASC+FEM;SG
意識	bevidsthed	意識	bevidsthed	V	N;INDF;MASC+FEM;SG
意識	bevidst	意識	bevidst	V	ADJ;INDF;SG
意識	bevidste	意識	bevidst	V	ADJ;PL
意識	bevidsthed	意識	bevidsthed	V	N;INDF;MASC+FEM;SG
許可	tilladelse	許可	tilladelse	V	N;INDF;MASC+FEM;SG
許可	tilladelse	許可	tilladelse	V	N;INDF;MASC+FEM;SG
許可	tilladelser	許可	tilladelse	V	N;INDF;MASC+FEM;PL
回復	genopretning	回復	genopretning	V	N;INDF;MASC+FEM;SG
回復	inddrivelse	回復	inddrivelse	V	N;INDF;MASC+FEM;SG
回復	tilbagebetaling	回復	tilbagebetaling	V	N;INDF;MASC+FEM;SG
拡張	udvidelser	拡張	udvidelse	V	N;INDF;MASC+FEM;PL
拡張	forlængelser	拡張	forlængelse	V	N;INDF;MASC+FEM;PL
大きい	large	大きい	large	ADJ	
大きい	big	大きい	big	ADJ	
ハート	heart	ハート	heart	N	
ハート	hart	ハート	hart	N	
伊勢	ise	伊勢	ise	PROPN	
固定	fiksering	固定	fiksering	V	N;INDF;MASC+FEM;SG
固定	faste	固定	fast	V	ADJ;PL
固定	fast	固定	fast	V	ADV
マイケル	michael	マイケル	michael	PROPN	
寺院	temple	寺院	templ	N	
占領	besættelse	占領	besættelse	V	N;INDF;MASC+FEM;SG
占領	erhverv	占領	erhverv	V	N;INDF;NEUT;SG
占領	indflytning	占領	indflytning	V	N;INDF;MASC+FEM;SG
青春	unge	青春	ung	N	ADJ;PL
佐々木	sasaki	佐々木	sasaki	PROPN	
出現	fremkomst	出現	fremkomst	V	N;INDF;MASC+FEM;SG
出現	opståen	出現	opstå	V	N;DEF;MASC+FEM;SG
準備	klargøring	準備	klargøring	V	N;INDF;MASC+FEM;SG
準備	udarbejdelse	準備	udarbejdelse	V	N;INDF;MASC+FEM;SG
準備	forberedelse	準備	forberedelse	V	N;INDF;MASC+FEM;SG
準備	forberedelser	準備	forberedelse	V	N;INDF;MASC+FEM;PL
準備	tilberedning	準備	tilberedning	V	N;INDF;MASC+FEM;SG
準備	klargøring	準備	klargøring	V	N;INDF;MASC+FEM;SG
準備	forberedelse	準備	forberedelse	V	N;INDF;MASC+FEM;SG
スイス	schweiz	スイス	schweiz	PROPN	
スイス	schweiz	スイス	schweiz	PROPN	
スイス	schweizisk	スイス	schweizisk	PROPN	ADJ;INDF;SG
スイス	schweiziske	スイス	schweizisk	PROPN	ADJ;PL
除去	elimination	除去	elimination	V	
除去	afskaffelse	除去	afskaffelse	V	N;INDF;MASC+FEM;SG
除去	eliminering	除去	eliminering	V	N;INDF;MASC+FEM;SG
除去	fjernelse	除去	fjernelse	V	N;INDF;MASC+FEM;SG
除去	afhentning	除去	afhentning	V	N;INDF;MASC+FEM;SG
除去	fjernelse	除去	fjernelse	V	N;INDF;MASC+FEM;SG
形状	forme	形状	forme	N	V;IMP;ACT
崩壊	sammenbrud	崩壊	sammenbrud	V	N;INDF;NEUT;SG
崩壊	kollaps	崩壊	kollaps	V	N;INDF;NEUT;SG
崩壊	forfald	崩壊	forfald	V	N;INDF;NEUT;SG
最新	nyeste	最新	ny	N	ADJ;DEF;RL
最新	senest	最新	senest	N	ADV;RL
最新	seneste	最新	sen	N	ADJ;DEF;RL
キリスト	christian	キリスト	christian	N	
キリスト	kristen	キリスト	kristen	N	ADJ;INDF;MASC+FEM;SG
交渉	forhandlinger	交渉	forhandling	V	N;INDF;MASC+FEM;PL
交渉	forhandling	交渉	forhandling	V	N;INDF;MASC+FEM;SG
交渉	overenskomstforhandlinger	交渉	overenskomstforhandling	V	N;INDF;MASC+FEM;PL
交渉	forhandlinger	交渉	forhandling	V	N;INDF;MASC+FEM;PL
交渉	forhandlingerne	交渉	forhandling	V	N;DEF;MASC+FEM;PL
交渉	forhandling	交渉	forhandling	V	N;INDF;MASC+FEM;SG
普及	udbredelse	普及	udbredelse	V	N;INDF;MASC+FEM;SG
普及	formidling	普及	formidling	V	N;INDF;MASC+FEM;SG
普及	spredning	普及	spredning	V	N;INDF;MASC+FEM;SG
武田	takeda	武田	takeda	PROPN	
アナ	ana	アナ	ana	PROPN	
アナ	anna	アナ	anna	PROPN	
最近	nylige	最近	nylig	N	ADJ;PL
最近	seneste	最近	sen	N	ADJ;DEF;RL
最近	nyligt	最近	nyligt	N	ADV
最近	nyligt	最近	nyligt	N	ADV
無期	ubestemt	無期	ubestemt	N	ADJ;INDF;SG
整理	oprydning	整理	oprydning	V	N;INDF;MASC+FEM;SG
アウト	ud	アウト	ud	N	ADV
アウト	out	アウト	out	N	
アウト	ude	アウト	ude	N	ADV
付属	bundtet	付属	bundt	V	N;DEF;NEUT;SG
協定	enighed	協定	enighed	V	N;INDF;MASC+FEM;SG
協定	overenskomst	協定	overenskomst	V	N;INDF;MASC+FEM;SG
協定	aftale	協定	aftale	V	N;INDF;MASC+FEM;SG
協定	overenskomster	協定	overenskomster	V	N;INDF;MASC+FEM;PL
協定	aftaler	協定	aftale	V	N;INDF;MASC+FEM;PL
推定	formodning	推定	formodning	V	N;INDF;MASC+FEM;SG
推定	formodet	推定	formode	V	N;DEF;NEUT;SG
山崎	yamasaki	山崎	yamasaki	PROPN	
山崎	yamazaki	山崎	yamazaki	PROPN	
協議	høring	協議	høring	V	N;INDF;MASC+FEM;SG
協議	konsultationer	協議	konsultation	V	N;INDF;MASC+FEM;PL
協議	konsultation	協議	konsultation	V	N;INDF;MASC+FEM;SG
協議	samråd	協議	samråd	V	N;INDF;NEUT;SG
協議	høringer	協議	høring	V	N;INDF;MASC+FEM;PL
吸収	absorberende	吸収	absorbere	V	ADJ
吸収	absorption	吸収	absorption	V	N;INDF;MASC+FEM;SG
吸収	absorptionen	吸収	absorption	V	N;DEF;MASC+FEM;SG
ダウン	down	ダウン	down	PROPN	
ダウン	ned	ダウン	ned	PROPN	ADV
ダウン	nede	ダウン	nede	PROPN	ADV
前田	maeda	前田	maeda	PROPN	
処分	bortskaffelse	処分	bortskaffelse	V	N;INDF;MASC+FEM;SG
処分	bevilling	処分	bevilling	V	N;INDF;MASC+FEM;SG
処分	tilegnelse	処分	tilegnelse	V	N;INDF;MASC+FEM;SG
処分	disposition	処分	disposition	V	N;INDF;MASC+FEM;SG
ブック	book	ブック	book	N	V;IMP
高松	takamatsu	高松	takamatsu	PROPN	
ケイ	kay	ケイ	kay	PROPN	
ケイ	kei	ケイ	kei	PROPN	
中間	mellemliggende	中間	mellemliggende	N	ADJ
検証	verifikation	検証	verifikation	V	N;INDF;MASC+FEM;SG
検証	verificering	検証	verificering	V	N;INDF;MASC+FEM;SG
検証	validering	検証	validering	V	N;INDF;MASC+FEM;SG
上野	ueno	上野	ueno	PROPN	
認識	genkendelse	認識	genkendelse	V	N;INDF;MASC+FEM;SG
認識	anerkendelse	認識	anerkendelse	V	N;INDF;MASC+FEM;SG
認識	erkendelse	認識	erkendelse	V	N;INDF;MASC+FEM;SG
逮捕	arrest	逮捕	arrest	V	N;INDF;MASC+FEM;SG
逮捕	anholdelse	逮捕	anholdelse	V	N;INDF;MASC+FEM;SG
逮捕	arrestation	逮捕	arrestation	V	N;INDF;MASC+FEM;SG
逮捕	anholdelser	逮捕	anholdelse	V	N;INDF;MASC+FEM;PL
逮捕	arrestationer	逮捕	arrestation	V	N;INDF;MASC+FEM;PL
オフ	slukket	オフ	slikke		N;DEF;NEUT;SG
オフ	off	オフ	off		
キャラ	chara	キャラ	chara	PROPN	
キャラ	cara	キャラ	cara	PROPN	
バラ	steg	バラ	stige	N	V;IND;PST;FIN;ACT
松山	matsuyama	松山	matsuyama	PROPN	
拒否	tilbagegang	拒否	tilbagegang	V	N;INDF;MASC+FEM;SG
拒否	forfald	拒否	forfald	V	N;INDF;NEUT;SG
拒否	afslag	拒否	afslag	V	N;INDF;NEUT;SG
拒否	nægtelse	拒否	nægtelse	V	N;INDF;MASC+FEM;SG
