το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
πραγματικό	real	πραγματικός	real	ADJ;NOM;NEUT;SG	PROPN
πραγματικό	ril	πραγματικός	ril	ADJ;NOM;NEUT;SG	PROPN
πραγματικό	riil	πραγματικός	riil	ADJ;NOM;NEUT;SG	PROPN;SG
παραπομπές	referensi	παραπομπή	referensi	N;NOM;FEM;PL	N;SG
παραπομπές	rujukan	παραπομπή	rujukan	N;NOM;FEM;PL	N;SG
μικρές	small	μικρός	small	ADJ;NOM;FEM;PL	PROPN
μικρές	kecil	μικρός	kecil	ADJ;NOM;FEM;PL	ADJ;SG
πίνακας	melukis	πίνακα	menlukis	N;NOM;MASC;SG	V;SG;ACT
απάντηση	jawablah	απάντηση	jawab	N;ACC;FEM;SG	V;SG;ACT
απάντηση	menjawab	απάντηση	menjawab	N;ACC;FEM;SG	V;SG;ACT
απάντηση	balas	απάντηση	balas	N;ACC;FEM;SG	V;SG;ACT
απάντηση	reply	απάντηση	reply	N;ACC;FEM;SG	PROPN
παρόμοια	serupa	παρόμοιος	serupa	ADV	ADJ;SG
παρόμοια	mirip	παρόμοιος	mirip	ADV	ADJ;SG
απόλυτο	absolute	απόλυτος	absolute	ADJ;NOM;NEUT;SG	PROPN
περιλαμβάνονται	diikutsertakan	περιλαμβάνω	diikutsertakan	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;PASS
περιλαμβάνονται	mencakup	περιλαμβάνω	mencakup	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;ACT
αποκλειστικά	ekslusif	αποκλειστικά	ekslusif	ADV	ADJ;SG
αποκλειστικά	exclusive	αποκλειστικά	exclusive	ADV	PROPN
αποκλειστικά	eksklusif	αποκλειστικά	eksklusif	ADV	ADJ;SG
αποκλειστικά	eksklusif	αποκλειστικά	eksklusif	ADV	ADJ;SG
νότιο	southern	νότιος	southern	ADJ;NOM;NEUT;SG	PROPN
νότιο	selatan	νότιος	selatan	ADJ;NOM;NEUT;SG	N;SG
νότιο	selatan	νότιος	selatan	ADJ;NOM;NEUT;SG	N;SG
νότιο	south	νότιος	south	ADJ;NOM;NEUT;SG	PROPN
πολιτικές	kebijakan	πολιτική	kebijakan	N;NOM;FEM;PL	N;SG
ανήκουν	belong	ανήκω	belong	V;IPFV;IND;PL;3;PRS;FIN;ACT	PROPN
ανήκουν	milik	ανήκω	milik	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;SG;ACT
νόμος	law	νόμος	law	N;NOM;MASC;SG	PROPN
πράγματα	things	πράγμα	things	N;NOM;NEUT;PL	PROPN
πράγματα	hal	πράγμα	hal	N;NOM;NEUT;PL	N;SG
πράγματα	perkara	πράγμα	perkara	N;NOM;NEUT;PL	N;SG
πράγματα	hal	πράγμα	hal	N;NOM;NEUT;PL	N;SG
πράγματα	barang	πράγμα	barang	N;NOM;NEUT;PL	N;SG
οποιαδήποτε	setiap	οποιοσδήποτε	setiap	PRO;NOM;FEM;SG;3	DET
οποιαδήποτε	sembarang	οποιοσδήποτε	sembarang	PRO;NOM;FEM;SG;3	N
οποιαδήποτε	any	οποιοσδήποτε	any	PRO;NOM;FEM;SG;3	PROPN
άννα	anna	άννος	anna	PROPN;NOM;FEM;SG	PROPN
απλώς	cuma	απλά	cuma	ADV	
ιαπωνία	jepang	ιαπωνία	jepang	PROPN;ACC;FEM;SG	PROPN;SG
ιαπωνία	japan	ιαπωνία	japan	PROPN;ACC;FEM;SG	PROPN
σειρές	deret	σειρός	deret	N;NOM;FEM;PL	N;SG
σειρές	series	σειρός	series	N;NOM;FEM;PL	PROPN
σειρές	seri	σειρός	seri	N;NOM;FEM;PL	N;SG
σειρές	baris	σειρός	baris	N;NOM;FEM;PL	N;SG
φον	fawn	φον	fawn	N	PROPN
φον	von	φον	von	N	PROPN
ολυμπιακό	olympic	ολυμπιακός	olympic		PROPN
ολυμπιακό	olimpiade	ολυμπιακός	olimpiade		N;SG
εμφανίστηκε	muncul	εμφανίζω	muncul	V;PFV;IND;SG;3;PST;FIN;PASS	V;SG;ACT
δολάρια	dollars	δολάριο	dollars	N;NOM;NEUT;PL	PROPN
δολάρια	dollar	δολάριο	dollar	N;NOM;NEUT;PL	PROPN
δολάρια	dolar	δολάριο	dolar	N;NOM;NEUT;PL	N;SG
τρόπος	way	τρόπος	way	N;NOM;MASC;SG	PROPN
κεντρικό	central	κεντρικός	central	ADJ;NOM;NEUT;SG	PROPN
κεντρικό	tengah	κεντρικός	tengah	ADJ;NOM;NEUT;SG	PROPN;SG
κεντρικό	pusat	κεντρικός	pusat	ADJ;NOM;NEUT;SG	N;SG
κεντρικό	sentral	κεντρικός	sentral	ADJ;NOM;NEUT;SG	N;SG
κεντρικό	upt	κεντρικός	upt	ADJ;NOM;NEUT;SG	PROPN
ακαδημίας	academy	ακαδημία	academy	N;GEN;FEM;SG	PROPN
φύση	nature	φύση	nature	N;NOM;FEM;SG	PROPN
ναι	ya	ναι	ya	ADV	PART
ναι	yes	ναι	yes	ADV	PROPN
ναι	iya	ναι	iya	ADV	PART
ναι	ya	ναι	ya	ADV	PART
ναι	yeah	ναι	yeah	ADV	PROPN
όργανα	instrumen	όργανο	instrumen	N;NOM;NEUT;PL	N;SG
όργανα	institusi	όργανο	institusi	N;NOM;NEUT;PL	N;SG
όργανα	lembaga	όργανο	lembaga	N;NOM;NEUT;PL	N;SG
τιμές	harga	τιμή	harga	N;NOM;FEM;PL	N;SG
τιμές	nilai	τιμή	nilai	N;NOM;FEM;PL	N;SG
βασίλισσα	ratu	βασίλισσα	ratu	N;NOM;FEM;SG	PROPN;SG
βασίλισσα	queen	βασίλισσα	queen	N;NOM;FEM;SG	PROPN
κόμματα	koma	κόμμα	koma	N;NOM;NEUT;PL	PROPN
κόμματα	pesta	κόμμα	pesta	N;NOM;NEUT;PL	N;SG
κόμματα	pihak	κόμμα	pihak	N;NOM;NEUT;PL	N;SG
χαρακτήρες	aksara	χαρακτήρας	aksara	N;NOM;FEM;PL	N;SG
χαρακτήρες	karakter	χαρακτήρας	karakter	N;NOM;FEM;PL	N;SG
πολιτικό	politisi	πολιτικός	politisi	ADJ;NOM;NEUT;SG	N;SG
πολιτικό	politikus	πολιτικός	politikus	ADJ;NOM;NEUT;SG	N;SG
πολιτικό	politik	πολιτικός	politik	ADJ;NOM;NEUT;SG	N;SG
χημική	kimiawi	χημικός	kimiawi	ADJ;NOM;FEM;SG	N;SG
χημική	kimia	χημικός	kimia	ADJ;NOM;FEM;SG	N;SG
βίντεο	vidio	βίντεο	vidio	N;NEUT;SG	PROPN;SG
βίντεο	videos	βίντεο	videos	N;NEUT;SG	PROPN
ασίας	asia	ασία	asia	PROPN;GEN;FEM;SG	PROPN;SG
ίδρυσε	didirikan	ιδρύω	didirikan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
παλιά	tua	παλιός	tua	ADV	ADJ;SG
παλιά	lama	παλιός	lama	ADV	ADJ;SG
παλιά	old	παλιός	old	ADV	PROPN
βρετανία	britania	βρετανία	britania	PROPN;ACC;FEM;SG	PROPN
στρατηγός	umum	στρατηγός	umum	N;NOM;MASC;SG	ADJ;SG
εξαιρετικά	amat	εξαιρετικά	amat	ADV	
οικονομικά	economics	οικονομικά	economics	ADV	PROPN
οικονομικά	ekonomi	οικονομικά	ekonomi	ADV	N;SG
ίδρυμα	foundation	ίδρυμα	foundation	N;NOM;NEUT;SG	PROPN
κάποιον	seseorang	κάποιος	seseorang	PRO;ACC;MASC;SG;3	N;SG
κάποιον	someone	κάποιος	someone	PRO;ACC;MASC;SG;3	PROPN
υπόλοιπα	istirahat	υπόλοιπος	istirahat	ADV	N;SG
υπόλοιπα	beristirahat	υπόλοιπος	beristirahat	ADV	V;SG;ACT
υπόλοιπα	saldo	υπόλοιπος	saldo	ADV	N;SG
πάπας	paus	πάπας	paus	N;NOM;MASC;SG	PROPN;SG
σχετική	relatif	σχετικός	relatif	ADJ;NOM;FEM;SG	ADV;SG
σχετική	relevan	σχετικός	relevan	ADJ;NOM;FEM;SG	N;SG
σχετική	berhubungan	σχετικός	berhubungan	ADJ;NOM;FEM;SG	V;SG;ACT
σχετική	berkaitan	σχετικός	berkaitan	ADJ;NOM;FEM;SG	V;SG;ACT
σχετική	terkait	σχετικός	terkait	ADJ;NOM;FEM;SG	V;SG;PASS
αρχιτεκτονική	architecture	αρχιτεκτονικός	architecture	ADJ;NOM;FEM;SG	PROPN
αρχιτεκτονική	arsitektur	αρχιτεκτονικός	arsitektur	ADJ;NOM;FEM;SG	N;SG
προπονητές	pelatih	προπονητής	penlatih	N;NOM;MASC;PL	N;SG
δραστηριότητα	aktivitas	δραστηριότητα	aktivitas	N;ACC;FEM;SG	PROPN;SG
τεχνική	teknik	τεχνικός	teknik	ADJ;NOM;FEM;SG	N;SG
διαμέρισμα	kempes	διαμέρισμα	kempes	N;NOM;NEUT;SG	
διαμέρισμα	flat	διαμέρισμα	flat	N;NOM;NEUT;SG	PROPN
διαμέρισμα	rata	διαμέρισμα	rata	N;NOM;NEUT;SG	ADJ;SG
γράμματα	ekor	γράμμα	ekor	N;NOM;NEUT;PL	N;SG
γράμματα	letters	γράμμα	letters	N;NOM;NEUT;PL	PROPN
γράμματα	huruf	γράμμα	huruf	N;NOM;NEUT;PL	N;SG
μακεδονία	makedonia	μακεδονία	makedonia	PROPN;ACC;FEM;SG	PROPN
ανδρέας	andreas	ανδρέα	andreas	PROPN;NOM;MASC;SG	PROPN
κάποιοι	some	κάποιος	some	PRO;NOM;MASC;PL;3	PROPN
κάποιοι	beberapa	κάποιος	beberapa	PRO;NOM;MASC;PL;3	DET
εθνικός	gimn	εθνικός	gimn	ADJ;NOM;MASC;SG	PROPN
εθνικός	national	εθνικός	national	ADJ;NOM;MASC;SG	PROPN
υόρκη	york	υόρκη	york	PROPN;NOM;FEM;SG	PROPN;SG
βασιλική	basilika	βασιλικός	basilika	ADJ;NOM;FEM;SG	PROPN
βασιλική	royal	βασιλικός	royal	ADJ;NOM;FEM;SG	PROPN
μνημείο	memorial	μνημείο	menporial	N;NOM;NEUT;SG	PROPN
τζέιμς	james	τζέιμα	james		PROPN
τζέιμς	yakobus	τζέιμα	yakobus		PROPN
μονάδες	satuan	μονάδα	satuan	N;NOM;FEM;PL	N;SG
μονάδες	unit	μονάδα	unit	N;NOM;FEM;PL	N;SG
είπε	said	λέγω	said	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
είπε	katanya	λέγω	kata	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
είπε	kata	λέγω	kata	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
γονείς	orangtua	γονέας	orangtua	N;NOM;MASC;PL	N;SG
δημοτική	kotamadya	δημοτικός	kotamadya	ADJ;NOM;FEM;SG	N;SG
δημοτική	municipal	δημοτικός	municipal	ADJ;NOM;FEM;SG	PROPN
μάχες	berkelahi	μάχη	berkelahi	N;NOM;FEM;PL	V;SG;ACT
μάχες	perkelahian	μάχη	perkelahian	N;NOM;FEM;PL	N;SG
μάχες	berjuang	μάχη	berjuang	N;NOM;FEM;PL	V;SG;ACT
μάχες	berkelahi	μάχη	berkelahi	N;NOM;FEM;PL	V;SG;ACT
μάχες	fighting	μάχη	fighting	N;NOM;FEM;PL	PROPN
μάχες	bertarung	μάχη	bertarung	N;NOM;FEM;PL	V;SG;ACT
μάχες	pertempuran	μάχη	pertempuran	N;NOM;FEM;PL	N;SG
πολιτικά	politik	πολιτικός	politik	ADV	N;SG
ρωμαϊκή	roman	ρωμαϊκός	roman	ADJ;NOM;FEM;SG	PROPN
ρωμαϊκή	romawi	ρωμαϊκός	romawi	ADJ;NOM;FEM;SG	PROPN;SG
λογική	logika	λογικός	logika	ADJ;NOM;FEM;SG	N;SG
βυζαντινή	bizantium	βυζαντινός	bizantium	ADJ;NOM;FEM;SG	PROPN
ερτ	ert	ερτ	ert	N	PROPN
αφρικής	afrika	αφρικός	afrika	ADJ;GEN;FEM;SG	N;SG
κριτήρια	kriteria	κριτήριο	kriteria	N;NOM;NEUT;PL	N;SG
ολυμπιακούς	olimpiade	ολυμπιακός	olimpiade	ADJ;ACC;MASC;PL	N;SG
μοναδικό	keunikan	μοναδικός	keunikan	ADJ;NOM;NEUT;SG	N;SG
μοναδικό	unique	μοναδικός	unique	ADJ;NOM;NEUT;SG	PROPN
δικαιωμάτων	hak	δικαίωμα	hak	N;GEN;NEUT;PL	N;SG
ακολούθησαν	diikuti	ακολουθώ	diikuti	V;PFV;IND;PL;3;PST;FIN;ACT	V;SG;PASS
εσωτερικών	interior	εσωτερικός	interior	N;GEN;FEM;PL	N;SG
όρια	batasi	όριο	batasi	N;NOM;NEUT;PL	V;SG;ACT
όρια	batas	όριο	batas	N;NOM;NEUT;PL	N;SG
όρια	membatasi	όριο	menbatasi	N;NOM;NEUT;PL	V;SG;ACT
όρια	limit	όριο	limit	N;NOM;NEUT;PL	PROPN
όρια	batas	όριο	batas	N;NOM;NEUT;PL	N;SG
φυσικό	alamiah	φυσικός	alamiah	ADJ;NOM;NEUT;SG	N
φυσικό	natural	φυσικός	natural	ADJ;NOM;NEUT;SG	N
αίγυπτο	mesir	αίγυπτος	mesir	PROPN;ACC;FEM;SG	PROPN;SG
τρέχουσα	current	τρέχων	current	ADJ;NOM;FEM;SG	PROPN
τρέχουσα	arus	τρέχων	arus	ADJ;NOM;FEM;SG	N;SG
τρέχουσα	skrg	τρέχων	skrg	ADJ;NOM;FEM;SG	PROPN
κώδικα	code	κώδικας	code	N	PROPN
δήλωσε	dideklarasikan	δηλώνω	dideklarasikan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ακαδημία	academy	ακαδημία	academy	N;NOM;FEM;SG	PROPN
πτώση	falling	πτώση	falling	N;ACC;FEM;SG	PROPN
πτώση	berjatuhan	πτώση	berjatuhan	N;ACC;FEM;SG	V;SG;ACT
πτώση	jatuh	πτώση	jatuh	N;ACC;FEM;SG	V;SG;ACT
πτώση	drop	πτώση	drop	N;ACC;FEM;SG	PROPN
πτώση	jatuhkan	πτώση	jatuhkan	N;ACC;FEM;SG	V;SG;ACT
πτώση	fall	πτώση	fall	N;ACC;FEM;SG	PROPN
πτώση	jatuh	πτώση	jatuh	N;ACC;FEM;SG	V;SG;ACT
ζαν	jean	ζαν	jean	PROPN;NOM;MASC;SG	PROPN
ζαν	jeanne	ζαν	jeanne	PROPN;NOM;MASC;SG	PROPN
κτίριο	building	κτίριο	building	N;NOM;NEUT;SG	PROPN
κτίριο	membangun	κτίριο	menbangun	N;NOM;NEUT;SG	V;SG;ACT
προσωπικό	personal	προσωπικό	personal	N;NOM;NEUT;SG	ADJ;SG
προσωπικό	pribadi	προσωπικό	pribadi	N;NOM;NEUT;SG	ADJ;SG
αυστραλία	australia	αυστραλία	australia	PROPN;ACC;FEM;SG	PROPN;SG
κίνα	tiongkok	κίνα	tiongkok	PROPN;ACC;FEM;SG	PROPN
κίνα	china	κίνα	china	PROPN;ACC;FEM;SG	PROPN
κίνα	jatim	κίνα	jatim	PROPN;ACC;FEM;SG	PROPN
κίνα	cina	κίνα	cina	PROPN;ACC;FEM;SG	PROPN;SG
επαρχίες	propinsi	επαρχία	propinsi	N;NOM;FEM;PL	N;SG
επαρχίες	provinsi	επαρχία	provinsi	N;NOM;FEM;PL	PROPN;SG
κοινωνική	social	κοινωνικός	social	ADJ;NOM;FEM;SG	PROPN
κοινωνική	sosial	κοινωνικός	sosial	ADJ;NOM;FEM;SG	N;SG
θητεία	tenure	θητεία	tenure	N;NOM;FEM;SG	PROPN
πολιτεία	state	πολιτεία	state	N;ACC;FEM;SG	PROPN
αεροδρόμιο	airport	αεροδρόμιο	airport	N;NOM;NEUT;SG	PROPN
αμερικανική	american	αμερικάνικος	american	ADJ;NOM;FEM;SG	PROPN
αμερικανική	amerika	αμερικάνικος	amerika	ADJ;NOM;FEM;SG	PROPN;SG
λειτουργίας	beroperasi	λειτουργία	beroperasi	N;GEN;FEM;SG	V;SG;ACT
νόμο	law	νόμος	law	N;ACC;MASC;SG	PROPN
ζώα	hewan	ζώο	hewan	N;NOM;NEUT;PL	N;SG
ζώα	animals	ζώο	animals	N;NOM;NEUT;PL	PROPN
ζώα	binatang	ζώο	binatang	N;NOM;NEUT;PL	N;SG
ζώα	peternakan	ζώο	peternakan	N;NOM;NEUT;PL	N;SG
ζώα	ternak	ζώο	ternak	N;NOM;NEUT;PL	N;SG
σενάριο	skenario	σενάριο	skenario	N;NOM;NEUT;SG	PROPN;SG
σενάριο	skenario	σενάριο	skenario	N;NOM;NEUT;SG	PROPN;SG
ενάντια	menentang	ενάντια	mententang	ADV	V;SG;ACT
ενάντια	melawan	ενάντια	menlawan	ADV	ADP;SG;ACT
ενάντια	against	ενάντια	against	ADV	PROPN
ενάντια	terhadap	ενάντια	terhadap	ADV	ADP
επαφή	kontak	επαφή	kontak	N;ACC;FEM;SG	PROPN;SG
επαφή	contact	επαφή	contact	N;ACC;FEM;SG	PROPN
μπλε	blue	μπλε	blue	N	PROPN
εργασίες	pekerjaan	εργασία	pekerjaan	N;NOM;FEM;PL	N;SG
εργασίες	kerja	εργασία	kerja	N;NOM;FEM;PL	N;SG
εργασίες	bekerja	εργασία	bekerja	N;NOM;FEM;PL	V;SG;ACT
εργασίες	pekerjaan	εργασία	pekerjaan	N;NOM;FEM;PL	N;SG
ολόκληρη	keseluruhan	ολόκληρος	keseluruhan	ADJ;NOM;FEM;SG	PRO
ολόκληρη	whole	ολόκληρος	whole	ADJ;NOM;FEM;SG	PROPN
δήμαρχος	walikota	δήμαρχος	walikota	N;NOM;MASC;SG	PROPN
δήμαρχος	mayor	δήμαρχος	mayor	N;NOM;MASC;SG	PROPN
κινδύνου	risiko	κίνδυνος	risiko	N;GEN;MASC;SG	PROPN;SG
κινδύνου	hazard	κίνδυνος	hazard	N;GEN;MASC;SG	PROPN
ρόμπερτ	robert	ρόμπερτ	robert		PROPN
σταδιακά	bertahap	σταδιακά	bertahap	ADV	V;SG;ACT
επίσημο	official	επίσημος	official	ADJ;NOM;NEUT;SG	PROPN
οικονομία	economics	οικονομία	economics	N;NOM;FEM;SG	PROPN
κρήτη	kreta	κρήτος	kreta	PROPN;ACC;FEM;SG	PROPN
πλήρη	full	πλήρης	full	ADJ;NOM;FEM;SG	PROPN
πλήρη	melengkapi	πλήρης	menlengkapi	ADJ;NOM;FEM;SG	V;SG;ACT
πλήρη	lengkapi	πλήρης	lengkapi	ADJ;NOM;FEM;SG	V;SG;ACT
πλήρη	selesaikan	πλήρης	selesaikan	ADJ;NOM;FEM;SG	V;SG;ACT
λεζάντα	caption	λεζάντα	caption	N;NOM;FEM;SG	PROPN
ανάγκη	membutuhkan	ανάγκη	menbutuhkan	N;ACC;FEM;SG	V;SG;ACT
ανάγκη	perlu	ανάγκη	perlu	N;ACC;FEM;SG	V;SG;ACT
ανάγκη	need	ανάγκη	need	N;ACC;FEM;SG	PROPN
ανάγκη	butuh	ανάγκη	butuh	N;ACC;FEM;SG	V;SG;ACT
προϊόντα	produk	προϊόν	produk	N;NOM;NEUT;PL	N;SG
σημειώσεις	catatan	σημείωση	catatan	N;NOM;FEM;PL	N;SG
σημειώσεις	notes	σημείωση	notes	N;NOM;FEM;PL	PROPN
καλλιτέχνες	penghibur	καλλιτέχνα	penhibur	N;NOM;MASC;PL	N;SG
καλλιτέχνες	seniman	καλλιτέχνα	seniman	N;NOM;MASC;PL	N;SG
καλλιτέχνες	artis	καλλιτέχνα	artis	N;NOM;MASC;PL	N;SG
ισχύει	valid	ισχύω	valid	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
ισχύει	sah	ισχύω	sah	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
ισχύει	terapkan	ισχύω	terapkan	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PASS
οδηγεί	prospek	οδηγώ	prospek	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
οδηγεί	lead	οδηγώ	lead	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
οδηγεί	terkemuka	οδηγώ	terkemuka	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG;PASS
οδηγεί	kandar	οδηγώ	kandar	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
οδηγεί	drive	οδηγώ	drive	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
ρώμης	rome	Ρώμη	rome	PROPN;GEN;FEM;SG	PROPN
ρώμης	romawi	Ρώμη	romawi	PROPN;GEN;FEM;SG	PROPN;SG
ρώμης	roma	Ρώμη	roma	PROPN;GEN;FEM;SG	PROPN
πλήθος	crowd	πλήθος	crowd	N;NOM;NEUT;SG	PROPN
ιερά	suci	ιερός	suci	ADV	ADJ;SG
ιερά	kudus	ιερός	kudus	ADV	PROPN;SG
ιερά	holy	ιερός	holy	ADV	PROPN
ιερά	suci	ιερός	suci	ADV	ADJ;SG
ιερά	sakral	ιερός	sakral	ADV	N
πόλεων	kota	πόλη	kota	N;GEN;FEM;PL	N;SG
αξία	bernilai	αξία	bernilai	N;ACC;FEM;SG	V;SG;ACT
μάζα	mass	μάζα	mass	N;NOM;FEM;SG	PROPN
φυσικής	fisika	φυσικός	fisika	ADJ;GEN;FEM;SG	N;SG
ειρήνη	damai	ειρήνη	damai	N;NOM;FEM;SG	ADJ;SG
ειρήνη	peace	ειρήνη	peace	N;NOM;FEM;SG	PROPN
προσπάθησε	coba	προσπαθώ	coba	V;PFV;IND;SG;3;PST;FIN;ACT	
προσπάθησε	cobalah	προσπαθώ	cobalah	V;PFV;IND;SG;3;PST;FIN;ACT	
φωνή	voice	φωνή	voice	N;ACC;FEM;SG	PROPN
φωνή	suara	φωνή	suara	N;ACC;FEM;SG	PROPN;SG
οικογένειες	keluarga	οικογένεια	keluarga	N;NOM;FEM;PL	N;SG
εντολή	komando	εντολή	komando	N;ACC;FEM;SG	PROPN;SG
γάλλοι	prancis	γάλλος	prancis	PROPN;NOM;MASC;PL	PROPN;SG
γάλλοι	perancis	γάλλος	perancis	PROPN;NOM;MASC;PL	PROPN;SG
γάμο	marriage	γάμος	marriage	N;NOM;NEUT;SG	PROPN
γάμο	wedding	γάμος	wedding	N;NOM;NEUT;SG	PROPN
αδελφός	bâ	αδελφός	bâ	N;NOM;MASC;SG	PROPN
αδελφός	brother	αδελφός	brother	N;NOM;MASC;SG	PROPN
ζήτησε	diminta	ζητώ	diminta	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ζήτησε	ditanyakan	ζητώ	ditanyakan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ζήτησε	ditanya	ζητώ	ditanya	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
επιρροή	pengaruhi	επιρροή	pengaruhi	N;ACC;FEM;SG	V;SG;ACT
επιρροή	memengaruhi	επιρροή	memengaruhi	N;ACC;FEM;SG	V
κατάκτηση	menaklukan	κατάκτηση	mentaklukan	N;ACC;FEM;SG	V;SG;ACT
κατάκτηση	taklukkan	κατάκτηση	taklukkan	N;ACC;FEM;SG	V;SG;ACT
κατάκτηση	menaklukkan	κατάκτηση	mentaklukkan	N;ACC;FEM;SG	V;SG;ACT
υπέγραψε	ditandatangani	υπογράφω	ditandatangani	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
υπέγραψε	signed	υπογράφω	signed	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
σοβιετική	soviet	σοβιετικός	soviet	ADJ;NOM;FEM;SG	PROPN
αντιδράσεις	reaksi	αντίδραση	reaksi	N;NOM;FEM;PL	N;SG
αντιδράσεις	tanggapan	αντίδραση	tanggapan	N;NOM;FEM;PL	N;SG
κερδίσει	win	κερδίζω	win	V;PFV;NFIN;ACT	PROPN
κερδίσει	menang	κερδίζω	menang	V;PFV;NFIN;ACT	;SG
παγκοσμίως	worldwide	παγκόσμια	worldwide	ADV	PROPN
παγκοσμίως	mendunia	παγκόσμια	mendunia	ADV	V;SG;ACT
μακριά	jauh	μακριά	jauh	ADV	ADJ;SG
μακριά	away	μακριά	away	ADV	PROPN
μακριά	menjauh	μακριά	menjauh	ADV	V;SG;ACT
βασικό	basic	βασικός	basic	ADJ;NOM;NEUT;SG	PROPN
προσπάθειες	upaya	προσπάθεια	upaya	N;NOM;FEM;PL	N;SG
προσπάθειες	upaya	προσπάθεια	upaya	N;NOM;FEM;PL	N;SG
κρίση	crisis	κρίση	crisis	N;NOM;FEM;SG	PROPN
περ	per	περ	per	N	ADP
πύλη	gate	πύλη	gate	N;NOM;FEM;SG	PROPN
πύλη	gateway	πύλη	gateway	N;NOM;FEM;SG	PROPN
ανακοίνωσε	diumumkan	ανακοινώνω	diumumkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ελ	elle	ελ	elle		PROPN
βαθμολογία	score	βαθμολογία	score	N;ACC;FEM;SG	PROPN
προκάλεσε	tertantang	προκαλώ	tertantang	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
προκάλεσε	ditantang	προκαλώ	ditantang	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
γεννημένος	born	γεννημένος	born	V;PFV;NOM;MASC;SG;V.PTCP;PASS	PROPN
γεννημένος	lahir	γεννημένος	lahir	V;PFV;NOM;MASC;SG;V.PTCP;PASS	V;SG;ACT
δραστηριότητες	kegiatan	δραστηριότητα	kegiatan	N;NOM;FEM;PL	N;SG
δραστηριότητες	aktifitas	δραστηριότητα	aktifitas	N;NOM;FEM;PL	N;SG
δραστηριότητες	aktivitas	δραστηριότητα	aktivitas	N;NOM;FEM;PL	PROPN;SG
χίτλερ	hitler	χίτλερ	hitler	PROPN;NOM;MASC;SG	N
περιέχουν	mengandung	περιέχω	menkandung	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
περιέχουν	berisi	περιέχω	berisi	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
ελευθερία	freedom	ελευθερία	freedom	N;NOM;FEM;SG	PROPN
ελευθερία	liberty	ελευθερία	liberty	N;NOM;FEM;SG	PROPN
ταξίδι	travel	ταξίδι	travel	N;NOM;NEUT;SG	PROPN
ταξίδι	journey	ταξίδι	journey	N;NOM;NEUT;SG	PROPN
ταξίδι	trip	ταξίδι	trip	N;NOM;NEUT;SG	PROPN
μοναδική	keunikan	μοναδικός	keunikan	ADJ;NOM;FEM;SG	N;SG
μοναδική	unique	μοναδικός	unique	ADJ;NOM;FEM;SG	PROPN
ακτή	shore	ακτός	shore	N;NOM;FEM;SG	PROPN
ακτή	coast	ακτός	coast	N;NOM;FEM;SG	PROPN
αρχαιότητα	kuno	αρχαιότητα	kuno	N;ACC;FEM;SG	ADJ;SG
ομοσπονδίας	federation	ομοσπονδία	federation	N;GEN;FEM;SG	PROPN
ιδιότητα	property	ιδιότητα	property	N;ACC;FEM;SG	PROPN
μελέτες	studi	μελέτα	studi	N;NOM;FEM;PL	N;SG
ήθελε	buronan	θέλω	buronan	V;IPFV;IND;SG;3;PST;FIN;ACT	N
ήθελε	diinginkan	θέλω	diinginkan	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ήθελε	dicari	θέλω	dicari	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
ήθελε	wanted	θέλω	wanted	V;IPFV;IND;SG;3;PST;FIN;ACT	PROPN
ντεμπούτο	debut	ντεμπούτο	debut		N;SG
