que	that	que	that	PRO;MASC;SG	PROPN
semelhante	похожие	semelhante	похожий	ADJ;MASC;SG	ADJ;NOM;PL
semelhante	аналогичные	semelhante	аналогичный	ADJ;MASC;SG	ADJ;NOM;PL
semelhante	схожие	semelhante	схожий	ADJ;MASC;SG	ADJ;NOM;PL
semelhante	похожие	semelhante	похожий	ADJ;MASC;SG	ADJ;NOM;PL
escrever	написание	escrever	написание	V;NFIN	N;INAN;NOM;NEUT;SG
conhecidos	известное	conhecido	известный	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
conhecidos	известный	conhecido	известный	ADJ;MASC;PL	ADJ;NOM;MASC;SG
conhecidos	известен	conhecido	известный	ADJ;MASC;PL	ADJ;MASC;SG
conhecidos	известная	conhecido	известный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
conhecidos	знакомые	conhecido	знакомый	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
conhecidos	знакомых	conhecido	знакомый	ADJ;MASC;PL	N;ANIM;GEN;MASC;PL
conhecidos	знакомство	conhecido	знакомство	ADJ;MASC;PL	N;INAN;NOM;NEUT;SG
conhecidos	знакомый	conhecido	знакомый	ADJ;MASC;PL	ADJ;NOM;MASC;SG
famoso	знаменитость	famoso	знаменитость	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
lee	ли	lee	ли	N;MASC;SG	PART
soldados	солдат	soldado	солдат	N;MASC;PL	N;ANIM;NOM;MASC;SG
quarta	среды	quarto	среда	ADJ;FEM;SG	N;INAN;GEN;FEM;SG
quarta	среда	quarto	среда	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
quarta	среду	quarto	среда	ADJ;FEM;SG	N;INAN;ACC;FEM;SG
continua	продолжаются	continuar	продолжаться	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;MID
continua	продолжаем	continuar	продолжать	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
soviética	советская	soviético	советский	N;FEM;SG	ADJ;NOM;FEM;SG
soviética	советского	soviético	советский	N;FEM;SG	ADJ;GEN;MASC;SG
soviética	советский	soviético	советский	N;FEM;SG	ADJ;NOM;MASC;SG
soviética	советские	soviético	советский	N;FEM;SG	ADJ;NOM;PL
estrelas	star	estrela	star	N;FEM;PL	PROPN
estrelas	звезда	estrela	звезда	N;FEM;PL	N;ANIM;NOM;FEM;SG
estrelas	стар	estrela	стар	N;FEM;PL	
disponível	доступные	disponível	доступный	ADJ;MASC;SG	ADJ;NOM;PL
disponível	доступны	disponível	доступный	ADJ;MASC;SG	ADJ;PL
disponível	доступен	disponível	доступный	ADJ;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
disponível	имеющихся	disponível	иметься	ADJ;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
desenvolvido	развитые	desenvolver	развить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
desenvolvido	развитых	desenvolver	развить	V;MASC;SG;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
programação	программирования	programação	программирование	N;FEM;SG	N;INAN;NOM;NEUT;PL
eleição	выборы	eleição	выборы	N;FEM;SG	N;INAN;NOM;MASC;PL
eleição	выборы	eleição	выборы	N;FEM;SG	N;INAN;NOM;MASC;PL
software	software	software	software	N;MASC;SG	PROPN
white	белые	white	белый	N;MASC;SG	ADJ;NOM;PL
white	white	white	white	N;MASC;SG	PROPN
white	белый	white	белый	N;MASC;SG	ADJ;NOM;MASC;SG
white	белое	white	белый	N;MASC;SG	ADJ;NOM;NEUT;SG
tradição	традиции	tradição	традиция	N;FEM;SG	N;INAN;NOM;FEM;PL
pequenos	маленькая	pequeno	маленький	ADJ;MASC;PL	ADJ;NOM;FEM;SG
pequenos	маленький	pequeno	маленький	ADJ;MASC;PL	ADJ;NOM;MASC;SG
grego	греческая	grego	греческий	N;MASC;SG	ADJ;NOM;FEM;SG
grego	греки	grego	грек	N;MASC;SG	N;ANIM;NOM;MASC;PL
grego	греков	grego	грек	N;MASC;SG	N;ANIM;GEN;MASC;PL
grego	греческий	grego	греческий	N;MASC;SG	ADJ;NOM;MASC;SG
flores	флорес	flor	флорес	N;FEM;PL	N;INAN;NOM;MASC;SG
star	star	star	star	N;MASC;SG	PROPN
star	стар	star	стар	N;MASC;SG	
encontrada	найдены	encontrar	найти	V;FEM;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
rios	риос	rio	риос	N;MASC;PL	PART
taxa	оцените	taxa	оценить	N;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
clara	клара	claro	клар	ADJ;FEM;SG	N;ANIM;NOM;FEM;SG
doença	болезни	doença	болезнь	N;FEM;SG	N;INAN;NOM;FEM;PL
doença	заболевания	doença	заболевание	N;FEM;SG	N;INAN;NOM;NEUT;PL
doença	болезни	doença	болезнь	N;FEM;SG	N;INAN;NOM;FEM;PL
doença	болезни	doença	болезнь	N;FEM;SG	N;INAN;NOM;FEM;PL
entrar	ввод	entrar	ввод	V;NFIN	N;INAN;NOM;MASC;SG
quinta	фермы	quinta	ферма	N;FEM;SG	N;INAN;NOM;FEM;PL
quinta	пятый	quinta	пятый	N;FEM;SG	ADJ;NOM;MASC;SG
quinta	пятой	quinta	пятый	N;FEM;SG	ADJ;INS;FEM;SG
quinta	пятая	quinta	пятый	N;FEM;SG	ADJ;NOM;FEM;SG
quinta	пятое	quinta	пятый	N;FEM;SG	ADJ;NOM;NEUT;SG
navio	судна	navio	судно	N;MASC;SG	N;INAN;NOM;NEUT;PL
nove	nine	nove	nine	NUM	PROPN
singles	разряд	single	разряд	N;MASC;PL	N;INAN;NOM;MASC;SG
águas	вода	água	вода	N;FEM;PL	N;INAN;NOM;FEM;SG
águas	воду	água	вода	N;FEM;PL	N;INAN;ACC;FEM;SG
suficiente	хватит	suficiente	хватить	ADJ;MASC;SG	V;PFV;IND;SG;3;FUT;FIN;ACT
humana	человек	humano	человек	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
humana	человека	humano	человек	ADJ;FEM;SG	N;ANIM;ACC;MASC;SG
piloto	экспериментальных	piloto	экспериментальный	N;MASC;SG	ADJ;GEN;PL
descrita	описаны	descrever	описать	V;FEM;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
descrita	описанные	descrever	описать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
meia	половины	meia	половина	N;FEM;SG	N;INAN;NOM;FEM;PL
meia	наполовину	meia	наполовину	N;FEM;SG	ADV
horizonte	skyline	horizonte	skyline	N;MASC;SG	PROPN
completo	полный	completo	полный	N;MASC;SG	ADJ;NOM;MASC;SG
completo	полная	completo	полный	N;MASC;SG	ADJ;NOM;FEM;SG
completo	завершить	completo	завершить	N;MASC;SG	V;PFV;NFIN;ACT
tentar	попытка	tentar	попытка	V;NFIN	N;INAN;NOM;FEM;SG
tentar	попытка	tentar	попытка	V;NFIN	N;INAN;NOM;FEM;SG
próxima	далее	próximo	далее	ADJ;FEM;SG	ADV
próxima	next	próximo	next	ADJ;FEM;SG	PROPN
vocais	вокал	vocal	вокал	N;MASC;PL	N;INAN;NOM;MASC;SG
vocais	голосовые	vocal	голосовой	N;MASC;PL	ADJ;NOM;PL
vocais	вокал	vocal	вокал	N;MASC;PL	N;INAN;NOM;MASC;SG
tropical	тропических	tropical	тропический	ADJ;MASC;SG	ADJ;GEN;PL
tropical	тропические	tropical	тропический	ADJ;MASC;SG	ADJ;NOM;PL
anunciou	объявили	anunciar	объявить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
anunciou	объявленные	anunciar	объявить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
corrida	гонки	corrida	гонка	N;FEM;SG	N;INAN;NOM;FEM;PL
corrida	расы	corrida	раса	N;FEM;SG	N;INAN;NOM;FEM;PL
corrida	гонки	corrida	гонка	N;FEM;SG	N;INAN;NOM;FEM;PL
corrida	racing	corrida	racing	N;FEM;SG	PROPN
corrida	скачки	corrida	скачок	N;FEM;SG	N;INAN;NOM;MASC;PL
sangue	blood	sangue	blood	N;MASC;SG	PROPN
lucas	люка	luca	люк	N;MASC;PL	N;INAN;GEN;MASC;SG
lucas	люк	luca	люк	N;MASC;PL	N;INAN;NOM;MASC;SG
lucas	лукас	luca	лукас	N;MASC;PL	N;ANIM;NOM;MASC;SG
lucas	люка	luca	люк	N;MASC;PL	N;INAN;GEN;MASC;SG
pena	жаль	pena	жаль	N;FEM;SG	ADV
pena	жалко	pena	жалко	N;FEM;SG	ADV
pena	стыдно	pena	стыдно	N;FEM;SG	ADV
image	изображения	image	изображение	N;MASC;SG	N;INAN;NOM;NEUT;PL
park	park	park	park	N;MASC;SG	PROPN
matemática	математики	matemática	математика	N;FEM;SG	N;ANIM;NOM;MASC;PL
universal	universal	universal	universal	N;MASC;SG	PROPN
universal	универсальные	universal	универсальный	N;MASC;SG	ADJ;NOM;PL
universal	универсальное	universal	универсальный	N;MASC;SG	ADJ;NOM;NEUT;SG
universal	универсальный	universal	универсальный	N;MASC;SG	ADJ;NOM;MASC;SG
universal	всеобщего	universal	всеобщий	N;MASC;SG	ADJ;GEN;MASC;SG
universal	универсальная	universal	универсальный	N;MASC;SG	ADJ;NOM;FEM;SG
les	лез	les	лезть	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
les	les	les	les	N;MASC;SG	PROPN
conquista	завоевания	conquista	завоевание	N;FEM;SG	N;INAN;NOM;NEUT;PL
conquista	завоевать	conquista	завоевать	N;FEM;SG	V;PFV;NFIN;ACT
conquista	достижения	conquista	достижение	N;FEM;SG	N;INAN;NOM;NEUT;PL
die	умри	dieer	умери	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
die	умереть	dieer	умереть	N;MASC;SG	V;PFV;NFIN;ACT
die	die	dieer	die	N;MASC;SG	
caixa	box	caixa	box	N;FEM;SG	PROPN
moderna	современный	moderno	современный	N;FEM;SG	ADJ;NOM;MASC;SG
moderna	современных	moderno	современный	N;FEM;SG	ADJ;GEN;PL
moderna	современная	moderno	современный	N;FEM;SG	ADJ;NOM;FEM;SG
moderna	современные	moderno	современный	N;FEM;SG	ADJ;NOM;PL
moderna	современное	moderno	современный	N;FEM;SG	ADJ;NOM;NEUT;SG
começaram	начато	começar	начать	V;IND;PL;3;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
começaram	начал	começar	начать	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
começaram	началось	começar	начаться	V;IND;PL;3;FIN	V;PFV;NEUT;IND;SG;PST;FIN;MID
começaram	началось	começar	начаться	V;IND;PL;3;FIN	V;PFV;NEUT;IND;SG;PST;FIN;MID
atlético	спортивный	atlético	спортивный	N;MASC;SG	ADJ;NOM;MASC;SG
atlético	спортивная	atlético	спортивный	N;MASC;SG	ADJ;NOM;FEM;SG
temperatura	температуры	temperatura	температура	N;FEM;SG	N;INAN;NOM;FEM;PL
publicação	post	publicação	post	N;FEM;SG	PROPN
publicação	опубликовать	publicação	опубликовать	N;FEM;SG	V;PFV;NFIN;ACT
quadro	рамки	quadro	рамка	N;MASC;SG	N;INAN;NOM;FEM;PL
transmissão	передачи	transmissão	передача	N;FEM;SG	N;INAN;NOM;FEM;PL
transmissão	трансляции	transmissão	трансляция	N;FEM;SG	N;INAN;NOM;FEM;PL
mínimo	минимальный	pequeno	минимальный	N;MASC;SG	ADJ;NOM;MASC;SG
mínimo	минимальное	pequeno	минимальный	N;MASC;SG	ADJ;NOM;NEUT;SG
mínimo	минимальная	pequeno	минимальный	N;MASC;SG	ADJ;NOM;FEM;SG
mínimo	минимальные	pequeno	минимальный	N;MASC;SG	ADJ;NOM;PL
mínimo	минимальный	pequeno	минимальный	N;MASC;SG	ADJ;NOM;MASC;SG
mínimo	минимальная	pequeno	минимальный	N;MASC;SG	ADJ;NOM;FEM;SG
mínimo	минимальным	pequeno	минимальный	N;MASC;SG	ADJ;INS;NEUT;SG
mínimo	минимальное	pequeno	минимальный	N;MASC;SG	ADJ;NOM;NEUT;SG
sequência	последовательности	sequência	последовательность	N;FEM;SG	N;INAN;NOM;FEM;PL
prémio	premium	prémio	premium	N;MASC;SG	PROPN
máximo	максимальный	máximo	максимальный	N;MASC;SG	ADJ;NOM;MASC;SG
máximo	максимальное	máximo	максимальный	N;MASC;SG	ADJ;NOM;NEUT;SG
máximo	максимальная	máximo	максимальный	N;MASC;SG	ADJ;NOM;FEM;SG
night	ночи	night	ночь	N;MASC;SG	N;INAN;NOM;FEM;PL
night	ночное	night	ночной	N;MASC;SG	ADJ;NOM;NEUT;SG
night	night	night	night	N;MASC;SG	PROPN
individual	индивидуальные	individual	индивидуальный	ADJ;MASC;SG	ADJ;NOM;PL
individual	отдельных	individual	отдельный	ADJ;MASC;SG	ADJ;GEN;PL
inverno	зимняя	inverno	зимний	N;MASC;SG	ADJ;NOM;FEM;SG
inverno	зимний	inverno	зимний	N;MASC;SG	ADJ;NOM;MASC;SG
inverno	зимние	inverno	зимний	N;MASC;SG	ADJ;NOM;PL
desenho	design	desenho	design	N;MASC;SG	PROPN
portal	врата	portal	врат	N;MASC;SG	N;INAN;NOM;MASC;PL
portal	ворота	portal	ворота	N;MASC;SG	N;INAN;NOM;NEUT;PL
can	может	can	мочь	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
can	могу	can	мочь	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
can	можно	can	можно	N;MASC;SG	ADV
can	can	can	can	N;MASC;SG	PROPN
ambas	оба	ambos	оба	DET;FEM;PL	NUM;NOM;MASC
ambas	обе	ambos	оба	DET;FEM;PL	NUM;NOM;FEM
exposição	expo	exposição	expo	N;FEM;SG	PROPN
exposição	выставки	exposição	выставка	N;FEM;SG	N;INAN;NOM;FEM;PL
exposição	воздействия	exposição	воздействие	N;FEM;SG	N;INAN;NOM;NEUT;PL
perda	потери	perda	потеря	N;FEM;SG	N;INAN;NOM;FEM;PL
pintura	краски	pintura	краска	N;FEM;SG	N;INAN;NOM;FEM;PL
pintura	рисовать	pintura	рисовать	N;FEM;SG	V;IPFV;NFIN;ACT
drama	драмы	drama	драма	N;MASC;SG	N;INAN;NOM;FEM;PL
criança	детский	criança	детский	N;FEM;SG	ADJ;NOM;MASC;SG
receber	получению	receber	получение	V;NFIN	N;INAN;DAT;NEUT;SG
receber	получение	receber	получение	V;NFIN	N;INAN;NOM;NEUT;SG
receber	получения	receber	получение	V;NFIN	N;INAN;GEN;NEUT;SG
apresentação	презентации	apresentação	презентация	N;FEM;SG	N;INAN;NOM;FEM;PL
linear	линейной	linear	линейный	N;MASC;SG	ADJ;INS;FEM;SG
comuns	commons	comum	commons	ADJ;MASC;PL	PROPN
bairros	округа	bairro	округ	N;MASC;PL	N;INAN;GEN;MASC;SG
mark	mark	mark	mark	N;MASC;SG	PROPN
mark	отметить	mark	отметить	N;MASC;SG	V;PFV;NFIN;ACT
prisão	арестовать	prisão	арестовывать	N;FEM;SG	V;PFV;NFIN;ACT
art	арт	art	арт	N;MASC;SG	ADV
art	art	art	art	N;MASC;SG	PROPN
igual	равная	igual	равный	N;MASC;SG	ADJ;NOM;FEM;SG
igual	равных	igual	равный	N;MASC;SG	ADJ;GEN;PL
igual	равный	igual	равный	N;MASC;SG	ADJ;NOM;MASC;SG
igual	равные	igual	равный	N;MASC;SG	ADJ;NOM;PL
igual	равное	igual	равный	N;MASC;SG	ADJ;NOM;NEUT;SG
igual	равен	igual	равный	N;MASC;SG	ADJ;MASC;SG
igual	равно	igual	равный	N;MASC;SG	ADJ;NEUT;SG
igual	равных	igual	равный	N;MASC;SG	ADJ;GEN;PL
derrota	поражения	derrota	поражение	N;FEM;SG	N;INAN;NOM;NEUT;PL
derrota	победить	derrota	победить	N;FEM;SG	V;PFV;NFIN;ACT
concurso	нежный	concurso	нежный	N;MASC;SG	ADJ;NOM;MASC;SG
concurso	нежная	concurso	нежный	N;MASC;SG	ADJ;NOM;FEM;SG
concurso	нежные	concurso	нежный	N;MASC;SG	ADJ;NOM;PL
concurso	соревнования	concurso	соревнование	N;MASC;SG	N;INAN;NOM;NEUT;PL
planta	растения	planta	растение	N;FEM;SG	N;INAN;NOM;NEUT;PL
planta	растений	planta	растение	N;FEM;SG	N;INAN;GEN;NEUT;PL
suíça	швейцарии	suíço	швейцария	N;FEM;SG	N;INAN;NOM;FEM;PL
suíça	швейцарский	suíço	швейцарский	N;FEM;SG	ADJ;NOM;MASC;SG
suíça	швейцарская	suíço	швейцарский	N;FEM;SG	ADJ;NOM;FEM;SG
suíça	швейцарии	suíço	швейцария	N;FEM;SG	N;INAN;NOM;FEM;PL
piano	фортепиано	piano	фортепиано	N;MASC;SG	ADV
renda	кружева	renda	кружев	N;FEM;SG	N;INAN;NOM;MASC;PL
renda	поступления	renda	поступление	N;FEM;SG	N;INAN;NOM;NEUT;PL
renda	доходы	renda	доход	N;FEM;SG	N;INAN;NOM;MASC;PL
construída	построенные	construir	строить	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
construída	построили	construir	строить	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
construída	построенные	construir	строить	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
construída	построены	construir	строить	V;FEM;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
segue	follow	seguir	follow	V;IND;SG;3;PRS;FIN	PROPN
ascensão	вознесения	ascensão	вознесение	N;FEM;SG	N;INAN;NOM;NEUT;PL
martins	martin	martin	martin	N;MASC;SG	PROPN
martins	мартинш	martin	мартинш	N;MASC;SG	
resto	отдохнуть	resto	отдохнуть	N;MASC;SG	V;PFV;NFIN;ACT
big	большая	big	большой	N;MASC;SG	ADJ;NOM;FEM;SG
big	big	big	big	N;MASC;SG	PROPN
big	большие	big	большой	N;MASC;SG	ADJ;NOM;PL
big	большой	big	большой	N;MASC;SG	ADJ;NOM;MASC;SG
big	биг	big	биг	N;MASC;SG	
gravado	гравировкой	gravar	гравировка	V;MASC;SG;V.PTCP	N;INAN;INS;FEM;SG
gravado	записали	gravar	записать	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
baixos	низко	baixo	низко	N;MASC;PL	ADV
baixos	низкий	baixo	низкий	N;MASC;PL	ADJ;NOM;MASC;SG
baixos	низкая	baixo	низкий	N;MASC;PL	ADJ;NOM;FEM;SG
baixos	низким	baixo	низкий	N;MASC;PL	ADJ;INS;NEUT;SG
baixos	низкое	baixo	низкий	N;MASC;PL	ADJ;NOM;NEUT;SG
júnior	младшие	júnior	младший	N;MASC;SG	ADJ;NOM;PL
júnior	младший	júnior	младший	N;MASC;SG	ADJ;NOM;MASC;SG
shows	показывает	show	показывать	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
iria	бы	ir	бы	V;COND;SG;3;FIN	PART;COND
aérea	воздушных	aéreo	воздушный	N;FEM;SG	ADJ;GEN;PL
aérea	воздушная	aéreo	воздушный	N;FEM;SG	ADJ;NOM;FEM;SG
escala	шкалы	escala	шкала	N;FEM;SG	N;INAN;NOM;FEM;PL
escala	масштабы	escala	масштаб	N;FEM;SG	N;INAN;NOM;MASC;PL
mato	мату	mato	мат	N;MASC;SG	
grau	степени	grau	степень	N;MASC;SG	N;INAN;NOM;FEM;PL
publicou	опубликованные	publicar	опубликовать	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
chega	хватит	chegar	хватить	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
chega	достаточно	chegar	достаточный	V;IND;SG;3;PRS;FIN	ADJ;NEUT;SG
mudar	перемены	mudar	перемена	V;NFIN	N;INAN;NOM;FEM;PL
mudar	изменение	mudar	изменение	V;NFIN	N;INAN;NOM;NEUT;SG
mudar	изменения	mudar	изменение	V;NFIN	N;INAN;NOM;NEUT;PL
billboard	billboard	billboard	billboard	N;MASC;SG	PROPN
complexo	комплекс	complexo	комплекс	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
complexo	сложные	complexo	сложный	ADJ;MASC;SG	ADJ;NOM;PL
complexo	сложных	complexo	сложный	ADJ;MASC;SG	ADJ;GEN;PL
arquitetura	архитектуры	arquitetura	архитектура	N;FEM;SG	N;INAN;NOM;FEM;PL
chave	ключевых	chave	ключевой	N;FEM;SG	ADJ;GEN;PL
vinte	twenty	vinte	twenty	NUM	PROPN
marcou	отметили	marcar	отметить	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
manutenção	сопровождающий	manutenção	сопровождать	N;FEM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
joaquim	жоаким	joaquim	жоакить	N;MASC;SG	ADJ;INS;MASC;SG
fusão	слияния	fusão	слияние	N;FEM;SG	N;INAN;NOM;NEUT;PL
fusão	объединить	fusão	объединить	N;FEM;SG	V;PFV;NFIN;ACT
fusão	fusion	fusão	fusion	N;FEM;SG	PROPN
out	out	out	out	N;MASC;SG	PROPN
gente	людей	gente	человек	N;FEM;SG	N;ANIM;GEN;MASC;PL
gente	люди	gente	человек	N;FEM;SG	N;ANIM;NOM;MASC;PL
mortos	мертвый	morto	мертвый	N;MASC;PL	ADJ;NOM;MASC;SG
