les	на	le	на	DET;DEF;PL	ADP;ACC
créée	створена	créer	створений	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
combat	battle	combat	battle	N;MASC;SG	
combat	бійцівський	combat	бійцівський	N;MASC;SG	ADJ;NOM;MASC;SG
combat	боротись	combat	боротися	N;MASC;SG	V;IPFV;NFIN
combat	бойовий	combat	бойовий	N;MASC;SG	ADJ;NOM;MASC;SG
combat	combat	combat	combat	N;MASC;SG	
combat	бойове	combat	бойовий	N;MASC;SG	ADJ;NOM;NEUT;SG
combat	fight	combat	fight	N;MASC;SG	
forces	силі	force	сила	N;FEM;PL	N;INAN;DAT;FEM;SG
royal	royal	royal	royal	ADJ;MASC;SG	
royal	рояль	royal	рояль	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
aucune	відсутнє	aucun	відсутній	DET;FEM;SG;NEG	ADJ;NOM;NEUT;SG
aucune	немає	aucun	немати	DET;FEM;SG;NEG	V;IPFV;IND;SG;3;NEG;PRS;FIN
aucune	жодних	aucun	жодний	DET;FEM;SG;NEG	DET;GEN;PL
aucune	відсутній	aucun	відсутній	DET;FEM;SG;NEG	ADJ;NOM;MASC;SG
russie	russie	russie	russie	PROPN	
russie	росії	russie	росія	PROPN	PROPN;INAN;GEN;FEM;SG
russie	росію	russie	росіти	PROPN	PROPN;INAN;ACC;FEM;SG
russie	росія	russie	росія	PROPN	PROPN;INAN;NOM;FEM;SG
nicolas	ніколя	nicola	ніколя	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nicolas	ніколас	nicola	ніколас	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
presse	натиснути	presse	натиснути	N;FEM;SG	V;PFV;NFIN
presse	прес	presse	пресовий	N;FEM;SG	
presse	press	presse	press	N;FEM;SG	
académie	академії	académie	академія	N;FEM;SG	N;INAN;NOM;FEM;PL
construit	будує	construire	будувати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
construit	збирає	construire	збирати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
construit	проведена	construire	проведений	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
construit	побудували	construire	побудувати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
entrée	вхід	entrer	вхід	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
entrée	запис	entrer	запис	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
revue	journal	revue	journal	N;FEM;SG	
revue	magazine	revue	magazine	N;FEM;SG	
revue	переглянути	revue	переглянути	N;FEM;SG	V;PFV;NFIN
jeunes	молодість	jeune	молодість	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
jeunes	юнацтва	jeune	юнацтво	ADJ;MASC;PL	N;INAN;NOM;NEUT;SG
jeunes	юність	jeune	юність	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
jeunes	молодь	jeune	молодь	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
jeunes	янг	jeune	янг	ADJ;MASC;PL	
jeunes	молода	jeune	молодий	ADJ;MASC;PL	ADJ;NOM;FEM;SG
jeunes	молодою	jeune	молодий	ADJ;MASC;PL	ADJ;INS;FEM;SG
jeunes	молодий	jeune	молодий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
jeunes	молодим	jeune	молодий	ADJ;MASC;PL	ADJ;INS;NEUT;SG
course	перегони	course	перегона	N;FEM;SG	N;INAN;NOM;MASC;PL
course	перегони	course	перегона	N;FEM;SG	N;INAN;NOM;MASC;PL
course	гонки	course	гонка	N;FEM;SG	N;INAN;NOM;FEM;PL
course	racing	course	racing	N;FEM;SG	
ceinture	пояси	ceinture	пояс	N;FEM;SG	N;INAN;NOM;MASC;PL
meilleure	better	meilleur	better	ADJ;FEM;SG	
meilleure	краще	meilleur	краще	ADJ;FEM;SG	ADV;CMPR
meilleure	кращі	meilleur	кращий	ADJ;FEM;SG	ADJ;NOM;RL;PL
meilleure	найкраще	meilleur	найкраще	ADJ;FEM;SG	ADV;RL
meilleure	найкращі	meilleur	найкращий	ADJ;FEM;SG	ADJ;NOM;RL;PL
tableau	таблиці	tableau	таблиця	N;MASC;SG	N;INAN;NOM;FEM;PL
heures	heures	heure	heures	N;FEM;PL	
maître	master	maître	master	N;MASC;SG	
marque	brand	marque	brand	N;FEM;SG	
marque	торговельних	marque	торговельний	N;FEM;SG	ADJ;ACC;PL
marque	кропивницький	marque	кропивницький	N;FEM;SG	ADJ;NOM;MASC;SG
single	окремі	single	окремий	N;MASC;SG	ADJ;NOM;PL
single	single	single	single	N;MASC;SG	
single	самотній	single	самотній	N;MASC;SG	ADJ;NOM;MASC;SG
intérieur	inside	intérieur	inside	N;MASC;SG	
intérieur	всередині	intérieur	всередині	N;MASC;SG	
toutefois	однак	toutefois	однак	ADV	CONJ
appelé	назвали	appeler	назвати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
appelé	називається	appeler	називатися	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
appelé	викликали	appeler	викликати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
locales	локальна	local	локальний	ADJ;FEM;PL	ADJ;NOM;FEM;SG
locales	локальний	local	локальний	ADJ;FEM;PL	ADJ;NOM;MASC;SG
locales	місцевий	local	місцевий	ADJ;FEM;PL	ADJ;NOM;MASC;SG
olympique	олімпіади	olympique	олімпіада	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
olympique	олімпійські	olympique	олімпійський	ADJ;MASC;SG	ADJ;NOM;PL
olympique	olympique	olympique	olympique	ADJ;MASC;SG	
bernard	бернард	bernard	бернард	PROPN	N;ANIM;NOM;MASC;SG
bernard	бернар	bernard	бернар	PROPN	PROPN;ANIM;NOM;FEM;SG
langues	мов	langue	мов	N;FEM;PL	CONJ
langues	мова	langue	мова	N;FEM;PL	N;INAN;NOM;FEM;SG
langues	мову	langue	мова	N;FEM;PL	N;INAN;ACC;FEM;SG
propre	власне	propre	власне	ADJ;MASC;SG	PART
propre	власні	propre	власний	ADJ;MASC;SG	ADJ;NOM;PL
propre	очистити	propre	очистити	ADJ;MASC;SG	V;PFV;NFIN
propre	прибрати	propre	прибрати	ADJ;MASC;SG	V;PFV;NFIN
propre	почистити	propre	почистити	ADJ;MASC;SG	V;PFV;NFIN
chine	chine	chine	chine	N;FEM;SG	
chine	china	chine	china	N;FEM;SG	
chine	китаї	chine	китай	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
chine	китаю	chine	китати	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
chine	китай	chine	китай	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
politiques	політики	politique	політика	ADJ;MASC;PL	N;INAN;NOM;FEM;PL
politiques	правила	politique	правило	ADJ;MASC;PL	N;INAN;NOM;NEUT;PL
politiques	правила	politique	правило	ADJ;MASC;PL	N;INAN;NOM;NEUT;PL
politiques	політики	politique	політика	ADJ;MASC;PL	N;INAN;NOM;FEM;PL
politiques	policy	politique	policy	ADJ;MASC;PL	
politiques	політика	politique	політика	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
politiques	політикою	politique	політика	ADJ;MASC;PL	N;INAN;INS;FEM;SG
politiques	політика	politique	політика	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
évolution	evolution	évolution	evolution	N;FEM;SG	
joueurs	гравця	joueur	гравець	N;MASC;PL	N;ANIM;ACC;MASC;SG
joueurs	програвач	joueur	програвач	N;MASC;PL	N;INAN;NOM;MASC;SG
joueurs	гравець	joueur	гравець	N;MASC;PL	N;ANIM;NOM;MASC;SG
lyon	ліон	lyon	ліон	PROPN	PROPN;INAN;NOM;MASC;SG
von	фон	von	фон	PROPN	
amérique	америка	amérique	америка	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
amérique	америки	amérique	америка	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
amérique	америка	amérique	америка	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
mal	неправильна	mal	неправильний	ADV	ADJ;NOM;FEM;SG
mal	неправильний	mal	неправильний	ADV	ADJ;NOM;MASC;SG
mal	bad	mal	bad	ADV	
mal	погана	mal	поганий	ADV	ADJ;NOM;FEM;SG
mal	погане	mal	поганий	ADV	ADJ;NOM;NEUT;SG
mal	mal	mal	mal	ADV	
mal	зла	mal	зло	ADV	N;INAN;NOM;NEUT;SG
mal	злом	mal	злом	ADV	N;INAN;INS;MASC;SG
mal	evil	mal	evil	ADV	
mal	зло	mal	зло	ADV	N;INAN;NOM;NEUT;SG
rock	кручі	rock	круч	N;MASC;SG	N;INAN;NOM;FEM;PL
rock	rock	rock	rock	N;MASC;SG	
abbaye	аббе	abbaye	аббе	N;FEM;SG	
nuit	nuit	nuit	nuit	N;FEM;SG	
nuit	ночі	nuit	ніч	N;FEM;SG	N;INAN;NOM;FEM;PL
principalement	головним	principalement	головний	ADV	ADJ;INS;NEUT;SG
principalement	основному	principalement	основний	ADV	ADJ;DAT;MASC;SG
prise	taken	prendre	taken	V;FEM;SG;PST;V.PTCP	
bretagne	бретань	bretagne	бретання	PROPN	PROPN;INAN;NOM;MASC;SG
bretagne	бріттані	bretagne	бріттань	PROPN	N;ANIM;NOM;MASC;PL
avaient	мали	avoir	мати	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
avaient	мав	avoir	мати	V;IND;PL;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN
clubs	жир	club	жир	N;MASC;PL	N;INAN;NOM;MASC;SG
générale	загальні	général	загальний	ADJ;FEM;SG	ADJ;NOM;PL
générale	генерал	général	генерал	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
voit	побачить	voir	побачити	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
scénario	сценарії	scénario	сценарія	N;MASC;SG	N;INAN;NOM;FEM;PL
chemin	дорожні	chemin	дорожній	N;MASC;SG	ADJ;NOM;PL
réalisation	реалізації	réalisation	реалізація	N;FEM;SG	N;INAN;NOM;FEM;PL
centrale	central	central	central	ADJ;FEM;SG	
avis	помічав	avis	помічати	N;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN
avis	помічати	avis	помічати	N;MASC;SG	V;IPFV;NFIN
avis	зауваження	avis	зауваження	N;MASC;SG	N;INAN;NOM;NEUT;PL
avis	помітити	avis	помітити	N;MASC;SG	V;PFV;NFIN
sociale	соціальні	social	соціальний	ADJ;FEM;SG	ADJ;NOM;PL
utilisation	використати	utilisation	використати	N;FEM;SG	V;PFV;NFIN
utilisation	використовувати	utilisation	використовувати	N;FEM;SG	V;IPFV;NFIN
allemande	німець	allemand	німець	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
allemande	герман	allemand	герман	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
palais	пале	palais	пале	N;MASC;SG	
composé	сполуки	composer	сполук	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;PL
situation	ситуації	situation	ситуація	N;FEM;SG	N;INAN;ACC;FEM;PL
court	short	court	short	ADJ;MASC;SG	
court	скорочено	court	скорочити	ADJ;MASC;SG	V;PFV;IND;0;FIN
court	короткі	court	короткий	ADJ;MASC;SG	ADJ;NOM;PL
vallée	валле	vallée	валла	N;FEM;SG	
anciens	стародавній	ancien	стародавний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
anciens	давній	ancien	давній	ADJ;MASC;PL	ADJ;NOM;MASC;SG
anciens	старе	ancien	старий	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
anciens	старим	ancien	старий	ADJ;MASC;PL	ADJ;INS;NEUT;SG
anciens	стара	ancien	старий	ADJ;MASC;PL	ADJ;NOM;FEM;SG
anciens	старий	ancien	старий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
cité	cité	citer	cité	V;MASC;SG;PST;V.PTCP	
basse	бас	bas	бас	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
basse	басс	bas	басс	ADJ;FEM;SG	
basse	low	bas	low	ADJ;FEM;SG	
pro	pro	pro	pro	N;MASC;SG	
pro	профі	pro	профа	N;MASC;SG	
pro	правозахисники	pro	правозахисник	N;MASC;SG	N;ANIM;NOM;MASC;PL
occasion	нагоди	occasion	нагода	N;FEM;SG	N;INAN;NOM;FEM;PL
total	усього	total	усе	N;MASC;SG	PRO;INAN;GEN;NEUT;SG
total	всього	total	все	N;MASC;SG	PRO;INAN;GEN;NEUT;SG
total	загалом	total	загалом	N;MASC;SG	ADV
total	загальна	total	загальний	N;MASC;SG	ADJ;NOM;FEM;SG
total	загальний	total	загальний	N;MASC;SG	ADJ;NOM;MASC;SG
chambre	спальню	chambre	спальня	N;FEM;SG	ADJ;ACC;FEM;SG
chambre	спальні	chambre	спальня	N;FEM;SG	ADJ;NOM;PL
nouveaux	нове	nouveau	новий	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
nouveaux	нова	nouveau	новий	ADJ;MASC;PL	ADJ;NOM;FEM;SG
nouveaux	новий	nouveau	новий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
nouveaux	створити	nouveau	створити	ADJ;MASC;PL	V;PFV;NFIN
savoir	знань	savoir	знання	V;NFIN	N;INAN;GEN;NEUT;PL
savoir	знання	savoir	знання	V;NFIN	N;INAN;NOM;NEUT;SG
savoir	know	savoir	know	V;NFIN	
savoir	знайома	savoir	знайомий	V;NFIN	ADJ;NOM;FEM;SG
originale	оригінал	original	оригінал	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
proche	закрити	proche	закрити	ADJ;MASC;SG	V;PFV;NFIN
proche	близько	proche	близько	ADJ;MASC;SG	ADV
proche	близькі	proche	близький	ADJ;MASC;SG	ADJ;NOM;PL
proche	закриття	proche	закриття	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
proche	поблизу	proche	поблизу	ADJ;MASC;SG	ADV
proche	поруч	proche	поруч	ADJ;MASC;SG	ADV
proche	поряд	proche	поряд	ADJ;MASC;SG	
proche	близько	proche	близько	ADJ;MASC;SG	ADV
proche	біля	proche	біля	ADJ;MASC;SG	ADP;GEN
proche	поблизу	proche	поблизу	ADJ;MASC;SG	ADV
proche	поруч	proche	поруч	ADJ;MASC;SG	ADV
main	головний	main	головний	N;FEM;SG	ADJ;NOM;MASC;SG
main	основне	main	основний	N;FEM;SG	ADJ;NOM;NEUT;SG
main	головна	main	головний	N;FEM;SG	ADJ;NOM;FEM;SG
main	головні	main	головний	N;FEM;SG	ADJ;NOM;PL
main	хенд	main	хенд	N;FEM;SG	
huit	huit	huit	huit	NUM	
assemblée	зборів	assemblée	збір	N;FEM;SG	N;INAN;GEN;MASC;PL
assemblée	збори	assemblée	збори	N;FEM;SG	N;INAN;NOM
populaire	популярні	populaire	популярний	ADJ;MASC;SG	ADJ;NOM;PL
populaire	актуальні	populaire	актуальний	ADJ;MASC;SG	ADJ;NOM;PL
populaire	популярні	populaire	популярний	ADJ;MASC;SG	ADJ;NOM;PL
populaire	тенденції	populaire	тенденція	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
critique	критика	critique	критика	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
critique	критики	critique	критика	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
critique	critique	critique	critique	ADJ;MASC;SG	
critique	критик	critique	критик	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
critique	критичні	critique	критичний	ADJ;MASC;SG	ADJ;NOM;PL
del	дель	del	дель	PROPN	
del	del	del	del	PROPN	
publication	дописі	publication	допис	N;FEM;SG	ADV
publication	опублікувати	publication	опублікувати	N;FEM;SG	V;PFV;NFIN
dieu	божі	dieu	божий	N;MASC;SG	ADJ;NOM;PL
dieu	боже	dieu	бог	N;MASC;SG	
dieu	богу	dieu	бог	N;MASC;SG	
uni	uni	uni	uni	V;MASC;SG;PST;V.PTCP	
japonais	японці	japonais	японець	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
japonais	японські	japonais	японський	ADJ;MASC;SG	ADJ;NOM;PL
australie	австралійська	australie	австралійський	PROPN	ADJ;NOM;FEM;SG
australie	австралійський	australie	австралійський	PROPN	ADJ;NOM;MASC;SG
australie	австралія	australie	австралія	PROPN	PROPN;INAN;NOM;FEM;SG
australie	australia	australie	australia	PROPN	
australie	австралії	australie	австралія	PROPN	PROPN;INAN;GEN;FEM;SG
concernant	стосовно	concerner	стосовно	V;PRS;V.PTCP	ADV
catholique	catholique	catholique	catholique	ADJ;MASC;SG	
https	https	https	https	N;MASC;SG	
accord	accord	accord	accord	N;MASC;SG	
accord	акорди	accord	акорда	N;MASC;SG	N;INAN;NOM;MASC;PL
campagne	кампанії	campagne	кампанія	N;FEM;SG	N;INAN;NOM;FEM;PL
rapidement	швидкі	rapidement	швидкий	ADV	ADJ;NOM;PL
rapidement	швидке	rapidement	швидке	ADV	ADJ;NOM;NEUT;SG
rapidement	швидка	rapidement	швидкий	ADV	ADJ;NOM;FEM;SG
rapidement	швидкий	rapidement	швидкий	ADV	ADJ;NOM;MASC;SG
rapidement	швидкі	rapidement	швидкий	ADV	ADJ;NOM;PL
rapidement	швидке	rapidement	швидке	ADV	ADJ;NOM;NEUT;SG
rapidement	швидка	rapidement	швидкий	ADV	ADJ;NOM;FEM;SG
rapidement	фаст	rapidement	фаст	ADV	
rapidement	швидкий	rapidement	швидкий	ADV	ADJ;NOM;MASC;SG
traduction	переклади	traduction	переклад	N;FEM;SG	N;INAN;NOM;MASC;PL
anne	анн	anne	анн	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
anne	анна	anne	анна	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
anne	енн	anne	енн	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
départ	відправлення	départ	відправлення	N;MASC;SG	N;INAN;NOM;NEUT;PL
montréal	торонто	montréal	торонто	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
bgcolor	bgcolor	bgcolor	bgcolor	PROPN	
importante	важливі	important	важливий	ADJ;FEM;SG	ADJ;NOM;PL
importante	важливо	important	важливо	ADJ;FEM;SG	ADV
choix	вибране	choix	вибраний	N;MASC;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
choix	варіанти	choix	варіант	N;MASC;SG	N;INAN;NOM;MASC;PL
choix	актуально	choix	актуально	N;MASC;SG	ADV
coup	застрелив	coup	застрелити	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
enfant	дитяче	enfant	дитячий	N;MASC;SG	ADJ;NOM;NEUT;SG
enfant	дитяча	enfant	дитячий	N;MASC;SG	ADJ;NOM;FEM;SG
enfant	діти	enfant	дитина	N;MASC;SG	N;ANIM;NOM;FEM;PL
enfant	дітьми	enfant	дитина	N;MASC;SG	N;ANIM;INS;FEM;PL
enfant	дітей	enfant	дитина	N;MASC;SG	N;ANIM;ACC;FEM;PL
information	відомості	information	відомість	N;FEM;SG	N;INAN;NOM;FEM;PL
mieux	краща	mieux	кращий	ADV	ADJ;NOM;RL;FEM;SG
mieux	better	mieux	better	ADV	
mieux	кращі	mieux	кращий	ADV	ADJ;NOM;RL;PL
maurice	маврикію	maurice	маврикія	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
maurice	моріс	maurice	моріс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
défense	оборони	défense	оборона	N;FEM;SG	N;INAN;NOM;FEM;PL
contrôle	контрольна	contrôle	контрольний	N;MASC;SG	ADJ;NOM;FEM;SG
noms	назва	nom	назва	N;MASC;PL	N;INAN;NOM;FEM;SG
produits	добуток	produire	добуток	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;SG
produits	продукт	produire	продукт	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;SG
produits	товар	produire	товар	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;SG
produits	продукція	produire	продукція	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;FEM;SG
produits	виріб	produire	виріб	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;SG
produits	вироби	produire	виріб	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;PL
produits	продукти	produire	продукт	V;MASC;PL;PST;V.PTCP	N;INAN;NOM;MASC;PL
fondation	foundation	fondation	foundation	N;FEM;SG	
fondation	бази	fondation	база	N;FEM;SG	N;INAN;NOM;FEM;PL
européenne	європейські	européen	європейський	ADJ;FEM;SG	ADJ;NOM;PL
troupes	поповнення	troupe	поповнення	N;FEM;PL	N;INAN;NOM;NEUT;SG
file	черги	file	черга	N;FEM;SG	N;INAN;NOM;FEM;PL
file	поставити	file	поставити	N;FEM;SG	V;PFV;NFIN
antoine	ентоні	antoine	ентоні	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antoine	антоні	antoine	антоні	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antoine	ентоні	antoine	ентоні	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
antoine	антуан	antoine	антуан	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
daniel	daniel	daniel	daniel	PROPN	
daniel	даніел	daniel	даніел	PROPN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	даніель	daniel	даніель	PROPN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	деніел	daniel	деніел	PROPN	PROPN;ANIM;NOM;MASC;SG
daniel	данило	daniel	данило	PROPN	V;PFV;NEUT;IND;SG;PST;FIN
cœur	основний	cœur	основний	N;MASC;SG	ADJ;NOM;MASC;SG
cœur	core	cœur	core	N;MASC;SG	
cœur	сердець	cœur	сердець	N;MASC;SG	N;INAN;GEN;FEM;PL
pris	зловили	prendre	зловити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
pris	взяли	prendre	взяти	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
pris	забрали	prendre	забрати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
pris	taken	prendre	taken	V;MASC;SG;PST;V.PTCP	
marine	вмс	marine	вмс	N;FEM;SG	
marine	морська	marine	морський	N;FEM;SG	ADJ;NOM;FEM;SG
bâtiment	будуємо	bâtiment	будувати	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
bâtiment	будівельні	bâtiment	будівельний	N;MASC;SG	ADJ;NOM;PL
bâtiment	будівлі	bâtiment	будівля	N;MASC;SG	N;INAN;NOM;FEM;PL
peter	петро	peter	петро	PROPN	PROPN;ANIM;NOM;MASC;SG
peter	пітер	peter	пітер	PROPN	PROPN;ANIM;NOM;MASC;SG
juste	просто	juste	просто	ADV	PART
der	дер	der	дер	PROPN	
seine	сен	seine	сен	N;FEM;SG	
amour	кохаю	amour	кохати	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
mont	маунт	mont	маунт	N;MASC;SG	
mont	монтувати	mont	монтувати	N;MASC;SG	V;IPFV;NFIN
mont	мон	mont	мон	N;MASC;SG	
statistiques	статистика	statistique	статистикий	N;FEM;PL	N;INAN;NOM;FEM;SG
statistiques	статистикою	statistique	статистика	N;FEM;PL	N;INAN;INS;FEM;SG
statistiques	статистику	statistique	статистика	N;FEM;PL	N;INAN;ACC;FEM;SG
