tennessee	tennessee	tennessee	tennesse	PROPN	PROPN;NOM;MASC;SG
executata	usmrtili	executat	usmrtiti	N;DEF;FEM;SG	V;PFV;MASC;PL;V.PTCP
executata	izvršena	executat	izvršen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
executata	usmrčen	executat	usmrčen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
musulmana	muslimani	musulmana	musliman	N;DEF;FEM;SG	N;NOM;MASC;PL
musulmana	musliman	musulmana	musliman	N;DEF;FEM;SG	N;NOM;MASC;SG
concret	konkretno	concret	konkretno	ADJ;INDF;MASC;SG	ADV
concret	konkretne	concret	konkreten	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
concret	beton	concret	beton	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
frumusete	lepote	frumuset	lepota	N;INDF;FEM;SG	N;NOM;FEM;PL
frumusete	lepoto	frumuset	lepota	N;INDF;FEM;SG	N;ACC;FEM;SG
frumusete	lepoti	frumuset	lepota	N;INDF;FEM;SG	N;DAT;FEM;SG
frumusete	lepotica	frumuset	lepotica	N;INDF;FEM;SG	N;NOM;FEM;SG
frumusete	lepota	frumuset	lepota	N;INDF;FEM;SG	N;NOM;FEM;SG
frumusete	lepote	frumuset	lepota	N;INDF;FEM;SG	N;NOM;FEM;PL
frumusete	lepoto	frumuset	lepota	N;INDF;FEM;SG	N;ACC;FEM;SG
frumusete	lepoti	frumuset	lepota	N;INDF;FEM;SG	N;DAT;FEM;SG
frumusete	lepotica	frumuset	lepotica	N;INDF;FEM;SG	N;NOM;FEM;SG
frumusete	lepota	frumuset	lepota	N;INDF;FEM;SG	N;NOM;FEM;SG
laboratorul	laboratorij	laborator	laboratorij	N;DEF;MASC;SG	N;NOM;MASC;SG
laboratorul	laboratorijsko	laborator	laboratorijsko	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
laboratorul	laboratorij	laborator	laboratorij	N;DEF;MASC;SG	N;NOM;MASC;SG
maini	roke	maini	roka		N;NOM;FEM;PL
batalionul	bataljon	batalion	bataljon	N;DEF;MASC;SG	N;NOM;MASC;SG
decorative	okrasni	decorativ	okrasen	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
constient	zavestno	constient	zavesten	ADJ;INDF;MASC;SG	ADV
constient	zavestno	constient	zavesten	ADJ;INDF;MASC;SG	ADV
sansa	chance	sansa	chanec	N;DEF;FEM;SG	
sansa	priložnost	sansa	priložnost	N;DEF;FEM;SG	N;NOM;FEM;SG
sansa	možnost	sansa	možnost	N;DEF;FEM;SG	N;NOM;FEM;SG
sansa	chance	sansa	chanec	N;DEF;FEM;SG	
sansa	priložnost	sansa	priložnost	N;DEF;FEM;SG	N;NOM;FEM;SG
sansa	možnost	sansa	možnost	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	avtoceste	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;PL
autostrada	avtocesto	autostradă	avtocesto	N;DEF;FEM;SG	N;ACC;FEM;SG
autostrada	avtocesta	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	avtocesto	autostradă	avtocesto	N;DEF;FEM;SG	N;ACC;FEM;SG
autostrada	avtocesta	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	avtoceste	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;PL
autostrada	avtocesto	autostradă	avtocesto	N;DEF;FEM;SG	N;ACC;FEM;SG
autostrada	avtocesta	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	avtocesto	autostradă	avtocesto	N;DEF;FEM;SG	N;ACC;FEM;SG
autostrada	avtocesta	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;SG
autostrada	avtocesto	autostradă	avtocesto	N;DEF;FEM;SG	N;ACC;FEM;SG
autostrada	avtocesta	autostradă	avtocesta	N;DEF;FEM;SG	N;NOM;FEM;SG
fabricatie	izdelava	fabricatie	izdelava	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricatie	proizvodnja	fabricatie	proizvodnja	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricatie	izdelava	fabricatie	izdelava	N;INDF;FEM;SG	N;NOM;FEM;SG
fabricatie	proizvodnja	fabricatie	proizvodnja	N;INDF;FEM;SG	N;NOM;FEM;SG
treimi	tretjini	treime	tretjina		N;NOM;FEM;SG
treimi	tretjine	treime	tretjina		N;NOM;FEM;PL
alegere	izbira	alegere	izbira	N;INDF;FEM;SG	N;NOM;FEM;SG
notre	notre	motru	notreti	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
mostenire	dediščina	mostenire	dediščina	N;INDF;FEM;SG	N;NOM;FEM;SG
mostenire	zapuščine	mostenire	zapuščina	N;INDF;FEM;SG	N;NOM;FEM;PL
mostenire	nasledstvo	mostenire	nasledstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
mostenire	zapuščino	mostenire	zapuščina	N;INDF;FEM;SG	N;ACC;FEM;SG
mostenire	zapuščina	mostenire	zapuščina	N;INDF;FEM;SG	N;NOM;FEM;SG
mostenire	dediščina	mostenire	dediščina	N;INDF;FEM;SG	N;NOM;FEM;SG
mostenire	nasledstvo	mostenire	nasledstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
mostenire	dediščino	mostenire	dediščina	N;INDF;FEM;SG	N;ACC;FEM;SG
mostenire	dediščina	mostenire	dediščina	N;INDF;FEM;SG	N;NOM;FEM;SG
mostenire	zapuščine	mostenire	zapuščina	N;INDF;FEM;SG	N;NOM;FEM;PL
mostenire	nasledstvo	mostenire	nasledstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
mostenire	zapuščino	mostenire	zapuščina	N;INDF;FEM;SG	N;ACC;FEM;SG
mostenire	zapuščina	mostenire	zapuščina	N;INDF;FEM;SG	N;NOM;FEM;SG
negocierile	pogajanja	negociere	pogajanje	N;DEF;FEM;PL	N;NOM;NEUT;PL
linda	linda	lindă	linda	N;DEF;FEM;SG	N;NOM;FEM;SG
linda	lindo	lindă	linda	N;DEF;FEM;SG	N;ACC;FEM;SG
split	narazen	split	narazen	N;INDF;MASC;SG	ADV
split	razdeli	split	razdeti	N;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
cascada	slap	cascada	slap	N;DEF;FEM;SG	N;NOM;MASC;SG
cascada	slap	cascada	slap	N;DEF;FEM;SG	N;NOM;MASC;SG
lev	lev	lev	lev	PROPN	N;NOM;MASC;SG
colin	colin	colin	colina	PROPN	PROPN;NOM;MASC;SG
legendele	legende	legendă	legenda	N;DEF;FEM;PL	N;NOM;FEM;PL
legendele	legend	legendă	legenda	N;DEF;FEM;PL	N;NOM;FEM;SG
masurile	ukrepi	mas	ukrep	N;DEF;FEM;PL	N;NOM;MASC;PL
gruparea	združevanje	grupare	združevanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
intentionat	namerno	intentiona	namerno	N;INDF;MASC;SG	ADV
intentionat	namenoma	intentiona	namenoma	N;INDF;MASC;SG	ADV
intentionat	namenoma	intentiona	namenoma	N;INDF;MASC;SG	ADV
intentionat	namerno	intentiona	namerno	N;INDF;MASC;SG	ADV
iulius	julius	iulius	julius	N;INDF;MASC;SG	
virusul	virus	virus	virus	N;DEF;MASC;SG	N;NOM;MASC;SG
virusul	virusa	virus	virus	N;DEF;MASC;SG	N;ACC;MASC;SG
virusul	virusi	virus	virus	N;DEF;MASC;SG	N;NOM;MASC;PL
tribul	pleme	trib	pleme	N;DEF;MASC;SG	N;NOM;NEUT;SG
petrolul	olje	petrol	olje	N;DEF;MASC;SG	N;NOM;NEUT;SG
petrolul	olja	petrol	olje	N;DEF;MASC;SG	N;NOM;NEUT;PL
petrolul	nafta	petrol	naft	N;DEF;MASC;SG	N;NOM;FEM;SG
egipteana	egipčanski	egiptean	egipčanski	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
implementarea	izvedba	implementare	izvedba	N;DEF;FEM;SG	N;NOM;FEM;SG
implementarea	izvajanje	implementare	izvajanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
implementarea	izvrševanje	implementare	izvrševanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
cuneo	cuneo	cunoo	cuneo	N;INDF;SG	PROPN;NOM;MASC;SG
jakob	jakob	jakob	jakob	PROPN	N;NOM;MASC;SG
organizatiile	organizacije	organizatie	organizacija	N;DEF;FEM;PL	N;NOM;FEM;PL
organizatiile	organizacij	organizatie	organizacija	N;DEF;FEM;PL	N;GEN;FEM;PL
masacrul	masaker	masacru	masaker	N;DEF;MASC;SG	N;NOM;MASC;SG
masacrul	pokol	masacru	pokol	N;DEF;MASC;SG	N;NOM;MASC;SG
patria	domovina	patrie	domovina	N;DEF;FEM;SG	N;NOM;FEM;SG
patria	domovino	patrie	domovina	N;DEF;FEM;SG	N;ACC;FEM;SG
patria	domovinska	patrie	domovinski	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
patria	domovina	patrie	domovina	N;DEF;FEM;SG	N;NOM;FEM;SG
patria	domovino	patrie	domovina	N;DEF;FEM;SG	N;ACC;FEM;SG
patria	domovina	patrie	domovina	N;DEF;FEM;SG	N;NOM;FEM;SG
hessa	hessen	hessa	hessen	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hessa	hess	hessa	hess	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
transferata	prenesen	transferat	prenesen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
transferata	premeščen	transferat	premeščen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
transferata	prenesenih	transferat	prenesen	N;DEF;FEM;SG	ADJ;GEN;MASC;PL
transferata	preneseno	transferat	preneseno	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
transferata	preneseni	transferat	prenesen	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
musulman	muslimani	musulman	musliman	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
musulman	musliman	musulman	musliman	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
negativa	negativen	negativa	negativen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
negativa	negativna	negativa	negativen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
negativa	negativno	negativa	negativen	ADJ;DEF;FEM;SG	ADV
negativa	negativni	negativa	negativen	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
orientales	orientales	orientales	orientales	ADV	N;NOM;MASC;SG
estimeaza	ocena	estimează	ocena	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
dezvaluit	razkriti	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;NFIN
dezvaluit	razkril	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
dezvaluit	razkril	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
dezvaluit	pokazala	dezvalui	pokazati	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
dezvaluit	razkrili	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;MASC;PL;V.PTCP
dezvaluit	razkrila	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
dezvaluit	razkril	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
dezvaluit	pokazala	dezvalui	pokazati	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
dezvaluit	razkrili	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;MASC;PL;V.PTCP
dezvaluit	razkrila	dezvalui	razkriti	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
maritim	pomorski	maritim	pomorski	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
maritim	pomorske	maritim	pomorski	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
nixon	nixon	nixon	nixon	PROPN	PROPN;NOM;MASC;SG
zborul	polet	zbor	polet	N;DEF;MASC;SG	N;NOM;MASC;SG
zborul	let	zbor	leto	N;DEF;MASC;SG	N;GEN;NEUT;PL
arcade	arcade	arcade	arcada	N;INDF;FEM;PL	N;NOM;MASC;SG
arcade	igralnica	arcade	igralnica	N;INDF;FEM;PL	N;NOM;FEM;SG
voluntar	prostovoljec	voluntar	prostovoljec	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
responsabilitatea	odgovornost	responsabilitate	odgovornost	N;DEF;FEM;SG	N;NOM;FEM;SG
ceh	češki	ceh	češki	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
elias	elias	elias	elias	PROPN	N;NOM;MASC;SG
stanca	skalo	stancă	skala	N;DEF;FEM;SG	N;ACC;FEM;SG
stanca	rock	stancă	rock	N;DEF;FEM;SG	N;NOM;MASC;SG
stanca	kamen	stancă	kamen	N;DEF;FEM;SG	N;NOM;MASC;SG
stanca	skala	stancă	skala	N;DEF;FEM;SG	N;NOM;FEM;SG
stanca	skalo	stancă	skala	N;DEF;FEM;SG	N;ACC;FEM;SG
stanca	rock	stancă	rock	N;DEF;FEM;SG	N;NOM;MASC;SG
stanca	kamen	stancă	kamen	N;DEF;FEM;SG	N;NOM;MASC;SG
stanca	skala	stancă	skala	N;DEF;FEM;SG	N;NOM;FEM;SG
sfert	četrt	sfert	četrt	N;INDF;MASC;SG	
violente	nasilen	violent	nasilen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
violente	nasilna	violent	nasilen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
violente	nasilno	violent	nasilen	ADJ;INDF;FEM;PL	ADV
succesive	zaporedna	succesiv	zaporeden	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
succesive	zaporedni	succesiv	zaporeden	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
esec	neuspešno	esec	neuspešen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
esec	spodletelo	esec	spodleteti	N;INDF;MASC;SG	V;PFV;NEUT;SG;V.PTCP
esec	neuspešen	esec	neuspešen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
anatomie	anatomijo	anatomie	anatomija	N;INDF;FEM;SG	N;ACC;FEM;SG
varna	varna	varnă	varen	PROPN	ADJ;NOM;FEM;SG
varna	varni	varnă	varen	PROPN	ADJ;NOM;MASC;PL
confirma	potrditev	confirma	potrditev	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
confirma	potrdi	confirma	potrd	V;IND;SG;3;IPFV;FIN	V;PFV;IND;SG;3;PRS;FIN
confirma	potrditev	confirma	potrditev	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
confirma	potrdi	confirma	potrd	V;IND;SG;3;IPFV;FIN	V;PFV;IND;SG;3;PRS;FIN
houston	houston	houston	houston	PROPN	PROPN;NOM;MASC;SG
yeung	yeung	yeung	yeung		N;NOM;MASC;SG
eficienta	učinkoviti	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
eficienta	učinkovita	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
eficienta	učinkovit	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
eficienta	učinkovito	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
eficienta	učinkoviti	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
eficienta	učinkovita	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
eficienta	učinkovit	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
eficienta	učinkovito	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
eficienta	izkoristek	eficient	izkoristek	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
eficienta	učinkovitost	eficient	učinkovitost	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
eficienta	izkoristek	eficient	izkoristek	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
eficienta	učinkovitost	eficient	učinkovitost	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
eficienta	učinkoviti	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
eficienta	učinkovita	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
eficienta	učinkovit	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
eficienta	učinkovito	eficient	učinkovit	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
eficienta	izkoristek	eficient	izkoristek	ADJ;DEF;FEM;SG	N;NOM;MASC;SG
eficienta	učinkovitost	eficient	učinkovitost	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
proiectare	zasnova	proiectare	zasnova	N;INDF;FEM;SG	N;NOM;FEM;SG
proiectare	oblikovanje	proiectare	oblikovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
proiectare	dizajn	proiectare	dizajno	N;INDF;FEM;SG	N;NOM;MASC;SG
violenta	nasilje	violentă	nasilje	N;DEF;FEM;SG	N;NOM;NEUT;SG
violenta	nasilen	violentă	nasilen	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
violenta	nasilna	violentă	nasilen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
violenta	nasilne	violentă	nasilen	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
violenta	nasilni	violentă	nasilen	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
violenta	nasilno	violentă	nasilen	N;DEF;FEM;SG	ADV
violenta	nasilje	violentă	nasilje	N;DEF;FEM;SG	N;NOM;NEUT;SG
violenta	nasilje	violentă	nasilje	N;DEF;FEM;SG	N;NOM;NEUT;SG
eleanor	eleanor	eleanor	eleanor	PROPN	N;NOM;FEM;SG
oferta	ponudba	ofertă	ponudba	N;DEF;FEM;SG	N;NOM;FEM;SG
oferta	ponudbo	ofertă	ponudba	N;DEF;FEM;SG	N;ACC;FEM;SG
oferta	ponudba	ofertă	ponudba	N;DEF;FEM;SG	N;NOM;FEM;SG
oferta	ponudbo	ofertă	ponudba	N;DEF;FEM;SG	N;ACC;FEM;SG
favorabile	ugodni	favorabil	ugoden	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
favorabile	ugodno	favorabil	ugoden	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
favorabile	ugoden	favorabil	ugoden	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
favorabile	ugodno	favorabil	ugoden	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
castro	castra	castro	castra	PROPN	N;NOM;MASC;SG
castro	castro	castro	castro	PROPN	N;NOM;MASC;SG
geologice	geološko	geologic	geološki	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
geologice	geološka	geologic	geološki	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
geologice	geološko	geologic	geološki	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
flavius	flavij	flaviu	flavij	PROPN	N;NOM;MASC;SG
koch	koch	koch	koch	PROPN	PROPN;NOM;MASC;SG
israeliene	izraelsko	israelian	izraelski	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
israeliene	izraelska	israelian	izraelski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
israeliene	izraelski	israelian	izraelski	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
furtuna	nevihta	furtună	nevihta	N;DEF;FEM;SG	N;NOM;FEM;SG
furtuna	vihar	furtună	vihar	N;DEF;FEM;SG	N;NOM;MASC;SG
furtuna	nevihta	furtună	nevihta	N;DEF;FEM;SG	N;NOM;FEM;SG
furtuna	storm	furtună	storm	N;DEF;FEM;SG	
furtuna	neurje	furtună	neurje	N;DEF;FEM;SG	N;NOM;NEUT;SG
furtuna	vihar	furtună	vihar	N;DEF;FEM;SG	N;NOM;MASC;SG
furtuna	nevihta	furtună	nevihta	N;DEF;FEM;SG	N;NOM;FEM;SG
furtuna	storm	furtună	storm	N;DEF;FEM;SG	
furtuna	neurje	furtună	neurje	N;DEF;FEM;SG	N;NOM;NEUT;SG
ken	ken	ken	ken	PROPN	PROPN;NOM;MASC;SG
remarcabil	izjemno	remarcabil	izjemno	ADJ;INDF;MASC;SG	ADV
biologice	biološko	biologic	biološki	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
biologice	biološka	biologic	biološki	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
stiut	vedel	sti	vedeti	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
stiut	vedela	sti	vedeti	ADJ;INDF;MASC;SG	V;IPFV;FEM;SG;V.PTCP
regulate	redno	regulat	redno	ADJ;INDF;FEM;PL	ADV
regulate	redni	regulat	reden	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
regulate	redna	regulat	reden	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
lusignan	lusignana	lusignan	lusignana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rwanda	ruandi	rwanda	ruanda	PROPN	N;NOM;FEM;SG
ciudat	čuden	ciudat	čuden	ADV	ADJ;NOM;INDF;MASC;SG
ciudat	čudno	ciudat	čuden	ADV	ADJ;NOM;NEUT;SG
ciudat	nenavadno	ciudat	nenavaden	ADV	ADJ;NOM;NEUT;SG
ciudat	čuden	ciudat	čuden	ADV	ADJ;NOM;INDF;MASC;SG
ciudat	čudno	ciudat	čuden	ADV	ADJ;NOM;NEUT;SG
ciudat	čudno	ciudat	čuden	ADV	ADJ;NOM;NEUT;SG
ciudat	čuden	ciudat	čuden	ADV	ADJ;NOM;INDF;MASC;SG
ciudat	nenavadna	ciudat	nenavaden	ADV	ADJ;NOM;FEM;SG
ciudat	nenavadno	ciudat	nenavaden	ADV	ADJ;NOM;NEUT;SG
productions	produkcije	productions	produkcija	N;INDF;MASC;SG	N;NOM;FEM;PL
natiune	narod	natiune	narod	N;INDF;FEM;SG	N;NOM;MASC;SG
natiune	narod	natiune	narod	N;INDF;FEM;SG	N;NOM;MASC;SG
mal	mal	mal	malo	N;INDF;MASC;SG	
tower	stolp	tower	stolp	PROPN	N;NOM;MASC;SG
tower	tower	tower	tower	PROPN	
prada	plen	pradă	plen	N;DEF;FEM;SG	N;NOM;MASC;SG
prada	plen	pradă	plen	N;DEF;FEM;SG	N;NOM;MASC;SG
prada	prada	pradă	pradi	N;DEF;FEM;SG	
artista	umetnik	artista	umetnik	N;DEF;FEM;SG	N;NOM;MASC;SG
artista	izvajalec	artista	izvajalec	N;DEF;FEM;SG	N;NOM;MASC;SG
artista	umetnica	artista	umetnica	N;DEF;FEM;SG	N;NOM;FEM;SG
artista	umetnik	artista	umetnik	N;DEF;FEM;SG	N;NOM;MASC;SG
artista	izvajalec	artista	izvajalec	N;DEF;FEM;SG	N;NOM;MASC;SG
artista	umetnica	artista	umetnica	N;DEF;FEM;SG	N;NOM;FEM;SG
marci	marks	marcă	marks	N;INDF;FEM;PL	N;NOM;MASC;SG
marci	marci	marcă	marec	N;INDF;FEM;PL	N;NOM;MASC;SG
ordinele	naročila	ordin	naročiti	N;DEF;FEM;PL	V;PFV;FEM;SG;V.PTCP
ordinele	ukazi	ordin	ukaz	N;DEF;FEM;PL	N;NOM;MASC;PL
ordinele	ukaz	ordin	ukaz	N;DEF;FEM;PL	N;NOM;MASC;SG
explicatii	obrazložitev	explicat	obrazložitev	N;INDF;FEM;PL	N;NOM;FEM;SG
explicatii	obrazložitev	explicat	obrazložitev	N;INDF;FEM;PL	N;NOM;FEM;SG
valabil	veljavni	valabil	veljaven	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
monroe	monroe	monroe	moner	PROPN	N;NOM;MASC;SG
ondřejov	ondřejov	ondřejov	ondej		N;GEN;MASC;PL
facultate	univerza	facultate	univerza	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	fakulteta	facultate	fakulteta	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	kolidž	facultate	kolidž	N;INDF;FEM;SG	N;NOM;MASC;SG
facultate	fakulteta	facultate	fakulteta	N;INDF;FEM;SG	N;NOM;FEM;SG
facultate	fakultete	facultate	fakulteta	N;INDF;FEM;SG	N;NOM;FEM;PL
neptun	neptun	neptun	neptun	PROPN	N;NOM;MASC;SG
apache	apači	apache	apača	N;INDF;MASC;SG	N;NOM;MASC;PL
rezistat	upirala	rezista	upirati	ADJ;INDF;MASC;SG	V;IPFV;FEM;SG;V.PTCP
rezistat	upiral	rezista	upirati	ADJ;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
rome	rimu	romă	rim	N;INDF;MASC;SG	PROPN;DAT;MASC;SG
rome	rim	romă	rim	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
teologice	teološka	teologic	teološki	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
monarhiei	monarhija	monarhie	monarhija	N;DEF;FEM;SG	N;NOM;FEM;SG
negocieri	pogajanje	negociere	pogajanje	N;INDF;FEM;PL	N;NOM;NEUT;SG
raf	raf	raf	rafa	PROPN	PROPN;NOM;MASC;SG
ierarhia	hierarhije	ierarhie	hierarhija	N;DEF;FEM;SG	N;NOM;FEM;PL
ierarhia	hierarhijo	ierarhie	hierarhija	N;DEF;FEM;SG	N;ACC;FEM;SG
saraci	bogi	sarac	biti		ADJ;NOM;DEF;MASC;SG
saraci	ubogi	sarac	ubog		ADJ;NOM;MASC;PL
saraci	revni	sarac	reven		ADJ;NOM;MASC;PL
saraci	uboga	sarac	ubog		ADJ;NOM;FEM;SG
regulamentul	pravilnik	regulament	pravilnik	N;DEF;MASC;SG	N;NOM;MASC;SG
regulamentul	uredba	regulament	uredba	N;DEF;MASC;SG	N;NOM;FEM;SG
regulamentul	predpis	regulament	predpis	N;DEF;MASC;SG	N;NOM;MASC;SG
regulamentul	ureditev	regulament	ureditev	N;DEF;MASC;SG	N;NOM;FEM;SG
randy	randy	randy	randy	PROPN	N;NOM;MASC;SG
bibliografice	bibliografska	bibliografic	bibliografski	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
provocate	izzval	provocat	izzvati	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;V.PTCP
administratorii	upravitelji	administrator	upravitelj	N;DEF;MASC;PL	N;NOM;MASC;PL
administratorii	administratorji	administrator	administrator	N;DEF;MASC;PL	N;NOM;MASC;PL
administratorii	skrbniki	administrator	skrbnik	N;DEF;MASC;PL	N;NOM;MASC;PL
colorate	barvne	colorat	barven	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
colorate	obarvana	colorat	obarvan	N;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
versiunile	različice	versiune	različica	N;DEF;FEM;PL	N;NOM;FEM;PL
seven	seven	seven	seven	N;INDF;MASC;SG	
seven	sedem	seven	sedem	N;INDF;MASC;SG	NUM;NOM;PL
luftwaffe	luftwaffe	luftwaffă	luftwaff	PROPN	N;NOM;MASC;SG
dorita	želeno	dorita	želen		ADJ;NOM;NEUT;SG;V.PTCP
dorita	iskani	dorita	iskan		ADJ;NOM;DEF;MASC;SG;V.PTCP
dorita	iskana	dorita	iskan		ADJ;NOM;FEM;SG;V.PTCP
dorita	želeno	dorita	želen		ADJ;NOM;NEUT;SG;V.PTCP
pasarea	ptica	pasare	ptica	N;DEF;FEM;SG	N;NOM;FEM;SG
pasarea	ptiček	pasare	ptiček	N;DEF;FEM;SG	N;NOM;MASC;SG
