月	قمر	月	قَمَر	N	
變化	تغيرات	變化	تَغَيُّر	V	N;NOM;INDF;PL
變化	تغييرات	變化	تَغيِير	V	N;NOM;INDF;PL
變化	التغييرات	變化	تَغيِير	V	N;NOM;DEF;PL
變化	التغيرات	變化	تَغَيُّر	V	N;NOM;DEF;PL
舞台	ارينا	舞台	ارينا	N	
實際	الفعلية	實際	فِعلِيّ	N	ADJ;NOM;DEF;FEM;SG
實際	فعلية	實際	فِعلِيّ	N	ADJ;NOM;INDF;FEM;SG
實際	الفعلي	實際	فِعلِيّ	N	ADJ;NOM;DEF;MASC;SG
延伸	تمدد	延伸	تَمَدُّد	V	N;NOM;INDF;SG
延伸	مدد	延伸	مُدَّة	V	N;NOM;INDF;SG
延伸	امتداد	延伸	اِمتِدَاد	V	N;NOM;INDF;SG
延伸	مدد	延伸	مُدَّة	V	N;NOM;INDF;SG
延伸	تمديد	延伸	تَمدِيد	V	N;NOM;INDF;SG
延伸	امتداد	延伸	اِمتِدَاد	V	N;NOM;INDF;SG
延伸	التمديد	延伸	تَمدِيد	V	N;NOM;DEF;SG
廠	نبتة	廠	نَبَات	N	
廠	ازرع	廠	أَزرَع	N	
推	ادفع	推	أَدفَع		V;MASC;IMP;SG;FIN
推	دفع	推	دَفَع		V;PFV;MASC;SG;3;ACT
羽	ريشة	羽	ريشة	N	
羽	ريش	羽	ريش	N	
收費	التهم	收費	اِلتَهَم	N	
巷	زقاق	巷	زِقَاق	N	
翔	شيانغ	翔	شيانغ	PROPN	
翔	شانج	翔	شانج	PROPN	
突破	كسر	突破	كَسر	V	N;NOM;INDF;SG
人生	lif	人生	قَثحَة	N	
回應	الاستجابة	回應	اِستِجَابَة	V	N;NOM;DEF;SG
通用	شائعة	通用	شَائِعَة	N	ADJ;NOM;INDF;FEM;SG
通用	شائع	通用	شَائِع	N	ADJ;NOM;INDF;MASC;SG
修正	التعديل	修正	تَعدِيل	V	N;NOM;DEF;SG
修正	تعديلات	修正	تَعدِيل	V	N;NOM;INDF;PL
修正	التعديلات	修正	تَعدِيل	V	N;NOM;DEF;PL
天文	الفلكية	天文	فَلَكِيّ	N	
天文	فلكي	天文	فَلَكِيّ	N	ADJ;NOM;INDF;MASC;SG
天文	فلك	天文	فٰلِكَ	N	
原創	الاصلي	原創	أَصلِيّ	N	ADJ;NOM;DEF;MASC;SG
原創	اصلي	原創	أَصلِيّ	N	
原創	الاصلية	原創	أَصلِيّ	N	ADJ;NOM;DEF;FEM;SG
原創	الاصل	原創	أَصل	N	
原創	اصلية	原創	أَصلِيّ	N	ADJ;NOM;INDF;FEM;SG
地鐵	مترو	地鐵	مترو	N	
地鐵	ميترو	地鐵	ميترو	N	
瓜	ميلون	瓜	ميلون	N	
花園	جنات	花園	جِنَة	N	
玄	زوان	玄	زُوَان	PROPN	
實驗	تجريبية	實驗	تَجرِيبِيّ	N	ADJ;NOM;INDF;FEM;SG
實驗	تجريبي	實驗	تجريبي	N	ADJ;NOM;INDF;MASC;SG
課程	منهج	課程	منهج	N	
估計	المقدرة	估計	مُقَدِّر	V	N;NOM;DEF;SG
估計	تقديرات	估計	تَقدِير	V	N;NOM;INDF;PL
估計	التقديرات	估計	تَقدِير	V	N;NOM;DEF;PL
估計	تقديرات	估計	تَقدِير	V	N;NOM;INDF;PL
估計	التقديرات	估計	تَقدِير	V	N;NOM;DEF;PL
估計	التقدير	估計	تَقدِير	V	N;NOM;DEF;SG
估計	تقدير	估計	تَقدِير	V	N;NOM;INDF;SG
估計	التقدير	估計	تَقدِير	V	N;NOM;DEF;SG
估計	تقدير	估計	تَقدِير	V	N;NOM;INDF;SG
箱	مربع	箱	مُرَبَّع	N	ADJ;NOM;INDF;MASC;SG
箱	بوكس	箱	بوكس	N	
規劃	التخطيط	規劃	تَخطِيط	V	N;NOM;DEF;SG
規劃	تخطيط	規劃	تَخطِيط	V	N;NOM;INDF;SG
伏	فولت	伏	فَوَّل	PROPN	N;NOM;INDF;SG
柴	تشاي	柴	تشاي	N	
尤其	وخاصة	尤其	وخاصة	ADV	N;NOM;INDF;SG
尤其	خاصة	尤其	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
尤其	خصوصا	尤其	خُصُوص	ADV	N;ACC;INDF;SG
尤其	بالاخص	尤其	بالاخص	ADV	
津	tsu	津	خِقم	PROPN	
津	تسو	津	تسو	PROPN	
十字	كروس	十字	كروس	N	
信仰	فيث	信仰	فَيثُ	N	
信仰	ايمان	信仰	إِيمَان	N	
信仰	معتقدات	信仰	مُعتَقَد	N	ADJ;NOM;INDF;FEM;PL
反應	تتفاعل	反應	تَفَاعَل	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
卒	رهن	卒	رَهن	N	
本地	محليا	本地	مَحَلِّيّ	N	ADJ;ACC;INDF;MASC;SG
本地	محلي	本地	مَحَلِّيّ	N	ADJ;NOM;INDF;MASC;SG
本地	محلية	本地	مَحَلِّيّ	N	ADJ;NOM;INDF;FEM;SG
本地	المحلية	本地	مَحَلِّيّ	N	ADJ;NOM;DEF;FEM;SG
本地	محليا	本地	مَحَلِّيّ	N	ADJ;ACC;INDF;MASC;SG
本地	المحلي	本地	مَحَلِّيّ	N	ADJ;NOM;DEF;MASC;SG
案件	كايس	案件	كَايس	N	
銷售	بيع	銷售	بَيع	V	N;NOM;INDF;SG
銷售	البيع	銷售	بَيع	V	N;NOM;DEF;SG
銷售	المبيعات	銷售	مَبِيعَات	V	N;NOM;DEF;PL
銷售	مبيعات	銷售	مَبِيعَات	V	N;NOM;INDF;PL
銷售	البيع	銷售	بَيع	V	N;NOM;DEF;SG
銷售	بيع	銷售	بَيع	V	N;NOM;INDF;SG
銷售	البيع	銷售	بَيع	V	N;NOM;DEF;SG
銷售	تخفيضات	銷售	تَخفِيض	V	N;NOM;INDF;PL
小	مشتاق	小	مُشتَاق	PART	
多	المتعددة	多	مُتَعَدِّد	NUM	ADJ;NOM;DEF;FEM;SG
多	تعدد	多	عَدَّد	NUM	N;NOM;INDF;SG
多	متعدد	多	مُتَعَدِّد	NUM	ADJ;NOM;INDF;MASC;SG
多	متعددة	多	مُتَعَدِّد	NUM	ADJ;NOM;INDF;FEM;SG
靖	جينغ	靖	جينغ	PROPN	
波斯	الفارسي	波斯	فَارِسِيّ	PROPN	
波斯	الفارسية	波斯	فَارِسِيّ	PROPN	
退休	تقاعد	退休	تَقَاعُد	V	N;NOM;INDF;SG
退休	التقاعد	退休	تَقَاعُد	V	N;NOM;DEF;SG
退休	متقاعد	退休	مُتَقَاعِد	V	ADJ;NOM;INDF;MASC;SG
退休	تقاعد	退休	تَقَاعُد	V	N;NOM;INDF;SG
退休	المتقاعدين	退休	مُتَقَاعِد	V	N;NOM;DEF;PL
冬季	وينتر	冬季	وينتر	N	
冬季	ونتر	冬季	ونتر	N	
捷運	v	捷運	!	N	
捷運	مترو	捷運	مترو	N	
捷運	ميترو	捷運	ميترو	N	
棋	الشطرنج	棋	شَطرَنج	PROPN	N;NOM;DEF;SG
棋	شطرنج	棋	شطرنج	PROPN	
久	لونغ	久	لُونغ	N	
久	الطويل	久	طَوِيل	N	
久	طويلا	久	طَوِيل	N	ADJ;ACC;INDF;MASC;SG
久	طويلة	久	طَوِيل	N	ADJ;NOM;INDF;FEM;SG
久	طويل	久	طَوِيل	N	ADJ;NOM;INDF;MASC;SG
機器	الة	機器	آلَة	N	
機器	ماكنة	機器	مَاكِن	N	
疾病	داء	疾病	دَاء	N	
逮捕	القبض	逮捕	قَبض	V	N;NOM;DEF;SG
逮捕	التوقيف	逮捕	تَوقِيف	V	N;NOM;DEF;SG
逮捕	الاعتقال	逮捕	اِعتِقَال	V	N;NOM;DEF;SG
逮捕	توقيف	逮捕	تَوقِيف	V	N;NOM;INDF;SG
逮捕	اعتقال	逮捕	اِعتِقَال	V	N;NOM;INDF;SG
逮捕	الاعتقالات	逮捕	اِعتِقَال	V	N;NOM;DEF;PL
逮捕	اعتقالات	逮捕	اِعتِقَال	V	N;NOM;INDF;PL
英里	ميل	英里	مِيل	N	
英里	مايلز	英里	مايلز	N	
心理	نفسية	心理	نَفسِيّ	N	ADJ;NOM;INDF;FEM;SG
心理	النفسية	心理	النفسية	N	
心理	عقلية	心理	عقلية	N	ADJ;NOM;INDF;FEM;SG
生成	توليد	生成	تَولِيد	V	N;NOM;INDF;SG
生成	توليد	生成	تَولِيد	V	N;NOM;INDF;SG
失敗	فشل	失敗	فَشَل		N;NOM;INDF;SG
失敗	تفشل	失敗	شَشَل		V;IPFV;FEM;IND;SG;3;FIN;ACT
失敗	فشل	失敗	فَشَل		N;NOM;INDF;SG
失敗	فشلت	失敗	فَشِل		V;PFV;FEM;SG;3;ACT
失敗	فشل	失敗	فَشَل		N;NOM;INDF;SG
失敗	الفشل	失敗	فَشَل		N;NOM;DEF;SG
捷克	التشيك	捷克	تشِيكِيّ	PROPN	N;NOM;DEF;PL
捷克	التشيكية	捷克	التشيكية	PROPN	
數位	رقمية	數位	رَقَمِيّ	N	ADJ;NOM;INDF;FEM;SG
數位	رقمي	數位	رَقَمِيّ	N	ADJ;NOM;INDF;MASC;SG
馬來西亞	ماليزيا	馬來西亞	مَالِيزِيَا	PROPN	
投降	استسلام	投降	اِستِسلَام	V	N;NOM;INDF;SG
投降	الاستسلام	投降	اِستِسلَام	V	N;NOM;DEF;SG
蕾	ري	蕾	رَيّ	PROPN	
郎	لانغ	郎	لانغ	N	
郎	لانج	郎	لانج	N	
四	ابريل	四	أَبرِيل	NUM	N;GEN;INDF;SG
四	نيسان	四	نِيسَان	NUM	N;NOM;INDF;SG
條件	مشروط	條件	مَشرُوط	N	ADJ;NOM;INDF;MASC;SG
條件	مشروطة	條件	مَشرُوط	N	ADJ;NOM;INDF;FEM;SG
蘇格蘭	اسكتلندا	蘇格蘭	إِسكُتلَندَا	PROPN	
印尼	اندونيسيا	印尼	إِندُونِيسِيَا	PROPN	
印尼	الاندونيسية	印尼	إِندُونِيسِيّ	PROPN	N;NOM;DEF;SG
印尼	الاندونيسي	印尼	إِندُونِيسِيّ	PROPN	N;NOM;DEF;SG
下降	انخفاض	下降	اِنخِفَاض	V	N;NOM;INDF;SG
下降	انحدار	下降	اِنحِدَار	V	N;NOM;INDF;SG
下降	الانحدار	下降	اِنحِدَار	V	N;NOM;DEF;SG
下降	قطرة	下降	قِطرَة	V	N;NOM;INDF;SG
下降	اسقاط	下降	إِسقَاط	V	N;NOM;INDF;SG
名單	قائمه	名單	قائمه	N	
隊長	الكابتن	隊長	الكابتن	N	
隊長	كابتن	隊長	كابتن	N	
創建	انشاء	創建	إِنشَاء	V	N;NOM;INDF;SG
創建	انشئ	創建	أَنشَأ	V	
創建	انشاء	創建	إِنشَاء	V	N;NOM;INDF;SG
創建	الانشاء	創建	إِنشَاء	V	N;NOM;DEF;SG
創建	الخلق	創建	خَلق	V	N;NOM;DEF;SG
牙	سن	牙	سن	N	
吃	الاكل	吃	أَكل	V	N;NOM;DEF;SG
吃	اكل	吃	أَكل	V	
吃	اكل	吃	أَكل	V	
吃	كلي	吃	كُلِّيّ	V	N;NOM;INDF;SG
吃	كل	吃	كُلّ	V	N;NOM;INDF;SG
可	موثوق	可	مَوثُوق	V	ADJ;NOM;INDF;MASC;SG
可	موثوقة	可	مَوثُوق	V	ADJ;NOM;INDF;FEM;SG
強烈	قوى	強烈	قُوَّة	ADJ	N;NOM;INDF;PL
芝加哥	شيكاغو	芝加哥	شِيكَاغُو	PROPN	
芝加哥	شيكاجو	芝加哥	شِيكَاجُو	PROPN	
華	الصينيون	華	صِينِيّ	PROPN	ADJ;NOM;DEF;MASC;PL
華	صيني	華	صِينِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
華	الصينية	華	صِينِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
華	صينية	華	صِينِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
繼承	خلافة	繼承	خِلَافَة	V	N;NOM;INDF;SG
繼承	الخلافة	繼承	خِلَافَة	V	N;NOM;DEF;SG
繼承	الميراث	繼承	مِيرَاث	V	N;NOM;DEF;SG
繼承	الارث	繼承	أَرث	V	N;NOM;DEF;SG
繼承	ارث	繼承	أَرث	V	
繼承	الوراثة	繼承	وَرَاثَة	V	N;NOM;DEF;SG
繼承	ميراث	繼承	مِيرَاث	V	N;NOM;INDF;SG
平面	مسطح	平面	مَسطَح	N	ADJ;NOM;INDF;MASC;SG
平面	مسطحة	平面	مسطحة	N	ADJ;NOM;INDF;FEM;SG
依然	لسه	依然	لسه	ADV	
化學	كيميائية	化學	كِيمِيَائَة	N	ADJ;NOM;INDF;FEM;SG
化學	كيميائي	化學	كِيمِيَائِيّ	N	ADJ;NOM;INDF;MASC;SG
化學	كيمياء	化學	كِيمِيَاء	N	
化學	الكيمياء	化學	كِيمِيَاء	N	
乾	جافة	乾	جَافّ	N	ADJ;NOM;INDF;FEM;SG
蔣	شيانغ	蔣	شيانغ	PROPN	
房屋	هاوس	房屋	هاوس	N	
基金	اسس	基金	أَسَاس	N	V;PFV;MASC;SG;3;ACT
經紀	سماسرة	經紀	سماسرة	N	
五十	fifty	五十	fifty	NUM	
刻	منقوش	刻	مَنقُوش	N	
刻	نحت	刻	نَحَا	N	V;PFV;FEM;SG;3;ACT
合約	عقد	合約	عَقَد	N	V;PFV;MASC;SG;3;ACT
證明	برهان	證明	بُرهَان	V	
證明	دليل	證明	دَلِيل	V	N;NOM;INDF;SG
證明	اثبات	證明	إِثبَات	V	N;NOM;INDF;SG
證明	البرهان	證明	بَرهَان	V	N;NOM;DEF;SG
佔領	احتلال	佔領	اِحتِلَال	V	N;NOM;INDF;SG
佔領	احتلال	佔領	اِحتِلَال	V	N;NOM;INDF;SG
佔領	الاحتلال	佔領	اِحتِلَال	V	N;NOM;DEF;SG
佔領	المهنة	佔領	مُهَنِّئ	V	N;NOM;DEF;SG
領導	القيادات	領導	قِيَادَة	V	N;NOM;DEF;PL
領導	الزعامة	領導	زَعَامَة	V	N;NOM;DEF;SG
領導	قيادة	領導	قِيَادَة	V	N;NOM;INDF;SG
領導	القيادة	領導	قِيَادَة	V	N;NOM;DEF;SG
蓮	اللوتس	蓮	اَلَّوتس	PROPN	N;NOM;DEF;SG
蓮	لوتس	蓮	لُوتس	PROPN	
幸福	يسعد	幸福	سَعِد	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
幸福	سعيده	幸福	سعيده	N	PRO;NOM;FEM;SG;3
幸福	هابي	幸福	هابي	N	
幸福	سعيد	幸福	سعيد	N	
幸福	سعيدة	幸福	سَعِيد	N	ADJ;NOM;INDF;FEM;SG
靜	جينغ	靜	جينغ	N	
弟弟	اخي	弟弟	اخي	N	
弟弟	اخ	弟弟	إِخ	N	
弟弟	الاخ	弟弟	الاخ	N	
貝爾	بيل	貝爾	بِيل	PROPN	
貝爾	الجرس	貝爾	جَرَس	PROPN	N;NOM;DEF;SG
貝爾	جرس	貝爾	جَرَس	PROPN	N;NOM;INDF;SG
城堡	كاسل	城堡	كَاسِل	N	
奧運	الاولمبية	奧運	أُولِمبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
奧運	الاولمبية	奧運	أُولِمبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
歡迎	نرحب	歡迎	نرحب	V	
泰國	تايلند	泰國	تايلند	PROPN	
泰國	تايلاند	泰國	تَايلَاند	PROPN	
凌	لينغ	凌	لينغ	PROPN	
凌	لينج	凌	لينج	PROPN	
凌	رام	凌	رَام	PROPN	
凌	كبش	凌	كَبَش	PROPN	
吻	قبله	吻	قبله	N	PRO;NOM;MASC;SG;3
火山	بركان	火山	بركان	N	
火山	البركانية	火山	بُركَانِيّ	N	
廟	تمبل	廟	مَبَّل	N	
阿拉伯	العرب	阿拉伯	عَرَب	PROPN	N;NOM;DEF;SG
阿拉伯	العربية	阿拉伯	عَرَبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
阿拉伯	العربي	阿拉伯	عَرَبِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
阿拉伯	عربي	阿拉伯	عَرَبِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
阿拉伯	عرب	阿拉伯	عرب	PROPN	
腳	قدم	腳	قَدَّم	N	V;PFV;MASC;SG;3;ACT
腳	قدم	腳	قَدَّم	N	V;PFV;MASC;SG;3;ACT
生存	نجاة	生存	نجاة	V	N;NOM;INDF;SG
生存	البقاء	生存	بَقَاء	V	N;NOM;DEF;SG
生存	بقاء	生存	بَقَاء	V	N;NOM;INDF;SG
生存	النجاة	生存	النجاة	V	N;NOM;DEF;SG
棒	عظيم	棒	عظيم	N	ADJ;NOM;INDF;MASC;SG
棒	عظيمة	棒	عَظِيمَة	N	ADJ;NOM;INDF;FEM;SG
棒	العظيم	棒	عَظِيم	N	ADJ;NOM;DEF;MASC;SG
基	قائم	基	قَائِم	V	ADJ;NOM;INDF;MASC;SG
女孩	بنت	女孩	بَنَى	N	V;PFV;FEM;SG;3;ACT
年輕	شاب	年輕	شَابّ	ADJ	N;NOM;INDF;SG
年輕	صغار	年輕	صَغِير	ADJ	N;NOM;INDF;PL
早上	صباحك	早上	صباحك	N	
評論	التعليق	評論	تَعلِيق	V	N;NOM;DEF;SG
評論	تعليق	評論	تَعلِيق	V	N;NOM;INDF;SG
評論	تعليقات	評論	تَعلِيق	V	N;NOM;INDF;PL
評論	التعليقات	評論	تَعلِيق	V	N;NOM;DEF;PL
放棄	تجاهل	放棄	تَجَاهُل	V	N;NOM;INDF;SG
承認	الاعتراف	承認	اِعتِرَاف	V	N;NOM;DEF;SG
年齡	اعمار	年齡	اعمار	N	
年齡	الاعمار	年齡	الاعمار	N	
汀	تينغ	汀	تينغ	PROPN	
汀	تينج	汀	تينج	PROPN	
汀	تنج	汀	نَجّ	PROPN	V;IPFV;FEM;IND;SG;3;FIN;ACT
更	تعديل	更	تَعدِيل	ADV	N;NOM;INDF;SG
更	تعدل	更	عَدَّل	ADV	V;IPFV;FEM;IND;SG;3;FIN;ACT
更	تغيرات	更	تَغَيُّر	ADV	N;NOM;INDF;PL
更	تغييرات	更	تَغيِير	ADV	N;NOM;INDF;PL
更	التغييرات	更	تَغيِير	ADV	N;NOM;DEF;PL
更	التغيرات	更	تَغَيُّر	ADV	N;NOM;DEF;PL
更	التغير	更	تَغَيُّر	ADV	N;NOM;DEF;SG
更	تغيير	更	تَغيِير	ADV	N;NOM;INDF;SG
更	التغيير	更	تَغيِير	ADV	N;NOM;DEF;SG
更	غير	更	غَير	ADV	N;ACC;PSSD;SG
更	تغير	更	تَغَيُّر	ADV	N;NOM;INDF;SG
派遣	ايفاد	派遣	إِيفَاد	V	N;NOM;INDF;SG
泥	طين	泥	طين	N	
泥	طين	泥	طين	N	
泥	كلاي	泥	كَلَاي	N	
研究	التخرج	研究	تَخَرُّج	V	N;NOM;DEF;SG
研究	خريج	研究	خَرِيج	V	N;NOM;INDF;SG
訪問	زور	訪問	زور	V	
訪問	الزيارة	訪問	زِيَارَة	V	N;NOM;DEF;SG
訪問	زيارة	訪問	زِيَارَة	V	N;NOM;INDF;SG
訪問	زيارات	訪問	زِيَارَة	V	N;NOM;INDF;PL
訪問	الزيارات	訪問	زِيَارَة	V	N;NOM;DEF;PL
儘管	بالرغم	儘管	بِ	ADP	N;NOM;DEF;SG
伊拉克	العراق	伊拉克	عِرَاق	PROPN	N;NOM;DEF;SG
伊拉克	عراق	伊拉克	عِرَاق	PROPN	N;NOM;INDF;SG
奧林匹克	الاولمبية	奧林匹克	أُولِمبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
最低	ادنى	最低	أَدنَى	ADJ	
衛星	سواتل	衛星	سُوَاتِل	N	
衛星	ساتل	衛星	سَاتِل	N	
純	خالص	純	خالص		
純	نقي	純	نَقي		N;NOM;INDF;SG
純	نقية	純	نَقِيَّة		ADJ;NOM;INDF;FEM;SG
正面	ايجابي	正面	إِيجَابِيّ	N	ADJ;NOM;INDF;MASC;SG
正面	الايجابي	正面	إِيجَابِيّ	N	ADJ;NOM;DEF;MASC;SG
正面	ايجابية	正面	إِيجَابِيّ	N	ADJ;NOM;INDF;FEM;SG
正面	الايجابية	正面	إِيجَابِيّ	N	ADJ;NOM;DEF;FEM;SG
愛情	احب	愛情	احب	N	
粗	الخام	粗	خَام	PART	ADJ;NOM;DEF;MASC;SG
粗	خشن	粗	خَشن	PART	N;NOM;INDF;SG
蟹	كراب	蟹	كَرَاب	N	
放送	بث	放送	بَثّ	V	N;NOM;INDF;SG
放送	الاذاعة	放送	إِذَاعَة	V	N;NOM;DEF;SG
放送	البث	放送	بَثّ	V	N;NOM;DEF;SG
理想	المثالي	理想	مِثَالِي	N	ADJ;NOM;DEF;MASC;SG
理想	ديال	理想	ديال	N	
桃	خوخ	桃	خوخ	N	
桃	بيتش	桃	بيتش	N	
忽略	التجاهل	忽略	تَجَاهُل	V	N;NOM;DEF;SG
忽略	تجاهل	忽略	تَجَاهُل	V	N;NOM;INDF;SG
忽略	تجاهل	忽略	تَجَاهُل	V	N;NOM;INDF;SG
忽略	الاهمال	忽略	الاهمال	V	N;NOM;DEF;SG
忽略	اهمال	忽略	اهمال	V	N;NOM;INDF;SG
農業	زراعية	農業	زِرَاعِيّ	N	ADJ;NOM;INDF;FEM;SG
活	تعيش	活	عَاش	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
活	يعيش	活	عَاش	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
活	مباشر	活	مُبَاشِر	N	ADJ;NOM;INDF;MASC;SG
活	عيش	活	عَيش	N	
活	عش	活	عَشّ	N	
舞蹈	قص	舞蹈	قَصّ	N	
舞蹈	يرقص	舞蹈	رَقَّص	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
舞蹈	ترقص	舞蹈	رَقَّص	N	
民主	الديمقراطيين	民主	دِيمُقرَاطِيّ	N	ADJ;NOM;DEF;MASC;PL
誠	ماكوتو	誠	ماكوتو	N	
丸	مارو	丸	مارو	N	
丸	حبوب	丸	حَبّ	N	
衝突	صدام	衝突	صدام	N	
衝突	تنازع	衝突	نَازَع	N	V;PFV;MASC;SG;3;ACT
湖泊	ليك	湖泊	لَيك	N	
湖泊	لايك	湖泊	لَايك	N	
確認	كد	確認	كَدّ	V	
確認	تاكيد	確認	تَأكِيد	V	N;NOM;INDF;SG
確認	التاكيد	確認	التاكيد	V	N;NOM;DEF;SG
確認	تاكيد	確認	تَأكِيد	V	N;NOM;INDF;SG
確認	التاكيد	確認	التاكيد	V	N;NOM;DEF;SG
簡	جاين	簡	جاين	PROPN	
簡	جين	簡	جين	PROPN	
調整	تعديلات	調整	تَعدِيل	V	N;NOM;INDF;PL
調整	التسويات	調整	تَسوِيَة	V	N;NOM;DEF;PL
調整	التعديلات	調整	تَعدِيل	V	N;NOM;DEF;PL
調整	التكيف	調整	تَكَيُّف	V	N;NOM;DEF;SG
調整	ضبط	調整	ضَبط	V	N;NOM;INDF;SG
崖	كليف	崖	كليف	N	
編劇	السيناريو	編劇	السيناريو	N	
編劇	كاتبة	編劇	كَاتِب	N	ADJ;NOM;INDF;FEM;SG
冷	البرد	冷	بُرد		N;NOM;DEF;SG
冷	بارد	冷	بَارِد		
冷	الباردة	冷	بَارِد		N;NOM;DEF;SG
冷	باردة	冷	بَارِد		ADJ;NOM;INDF;FEM;SG
冷	برد	冷	برد		
最新	الاحدث	最新	أَحدَث	ADV	N;NOM;DEF;SG
最新	احدث	最新	أَحدَث	ADV	
最新	الاحدث	最新	أَحدَث	ADV	N;NOM;DEF;SG
接收	استلام	接收	اِستِلَام	V	N;NOM;INDF;SG
接收	تلقي	接收	تلقي	V	
接收	الاستلام	接收	اِستِلَام	V	N;NOM;DEF;SG
接收	استلام	接收	اِستِلَام	V	N;NOM;INDF;SG
接收	تلقي	接收	تلقي	V	
接收	استقبال	接收	اِستِقبَال	V	N;NOM;INDF;SG
接收	الاستقبال	接收	اِستِقبَال	V	N;NOM;DEF;SG
常見	شائعة	常見	شَائِعَة	V	ADJ;NOM;INDF;FEM;SG
常見	شائع	常見	شَائِع	V	ADJ;NOM;INDF;MASC;SG
愛爾蘭	الايرلندية	愛爾蘭	إِيرلَندِيّ	PROPN	
愛爾蘭	ايرلندا	愛爾蘭	إِيرلَندَا	PROPN	
第九	تاسعا	第九	تَاسِع	NUM	ADJ;ACC;INDF;MASC;SG
第九	التاسع	第九	تَاسِع	NUM	ADJ;NOM;DEF;MASC;SG
第九	التاسعة	第九	تَاسِع	NUM	ADJ;NOM;DEF;FEM;SG
通知	الاشعار	通知	شَعَر	V	N;NOM;DEF;PL
通知	اشعار	通知	شَعر	V	N;NOM;INDF;PL
通知	الاشعار	通知	شَعَر	V	N;NOM;DEF;PL
通知	اخطار	通知	اخطار	V	N;NOM;INDF;SG
通知	الاخطار	通知	خَطَر	V	N;NOM;DEF;SG
通知	اشعار	通知	شَعر	V	N;NOM;INDF;PL
鼓	طبل	鼓	طَبلَ	N	
鼓	براميل	鼓	بَرمِيل	N	
裝甲	درعا	裝甲	دَرَّع	N	
裝甲	درع	裝甲	دَرع	N	
裝甲	درع	裝甲	دَرع	N	
惡	شر	惡	شَرّ	N	
拉丁	اللاتينية	拉丁	اللاتينية	PROPN	
拉丁	لاتينية	拉丁	لاتينية	PROPN	ADJ;NOM;INDF;FEM;SG
邵	شو	邵	شو	PROPN	
政治	السياسيون	政治	سِيَاسِيّ	N	ADJ;NOM;DEF;MASC;PL
政治	سياسية	政治	سِيَاسِيّ	N	ADJ;NOM;INDF;FEM;SG
政治	سياسي	政治	سِيَاسِيّ	N	ADJ;NOM;INDF;MASC;SG
政治	السياسي	政治	سِيَاسِيّ	N	ADJ;NOM;DEF;MASC;SG
上升	ارتفاع	上升	اِرتِفَاع	V	N;NOM;INDF;SG
丈夫	زوجي	丈夫	زَوجِيّ	N	
布朗	اسمر	布朗	أَسمَر	PROPN	
布朗	البني	布朗	بَنِّيّ	PROPN	N;NOM;DEF;SG
布朗	بنية	布朗	بِنيَة	PROPN	N;NOM;INDF;SG
布朗	براون	布朗	براون	PROPN	
重要	الاهمية	重要	أَهَمِّيَّة	ADJ	N;NOM;DEF;SG
重要	اهمية	重要	أَهَمِّيَّة	ADJ	N;NOM;INDF;SG
黃金	ذهبي	黃金	ذهبي	N	ADJ;NOM;INDF;MASC;SG
黃金	الذهبي	黃金	ذَهَبِيّ	N	ADJ;NOM;DEF;MASC;SG
黃金	ذهبية	黃金	ذَهَبِيّ	N	ADJ;NOM;INDF;FEM;SG
黃金	ذهبي	黃金	ذهبي	N	ADJ;NOM;INDF;MASC;SG
黃金	جولد	黃金	جولد	N	
黃金	غولد	黃金	غُولِد	N	
黃金	ذهب	黃金	ذَهَب	N	V;PFV;MASC;SG;3;ACT
醫學	الطبي	醫學	طِبِّيّ	N	ADJ;NOM;DEF;MASC;SG
醫學	طبية	醫學	طِبِّيّ	N	ADJ;NOM;INDF;FEM;SG
醫學	الطبية	醫學	طِبِّيّ	N	ADJ;NOM;DEF;FEM;SG
到	وصول	到	وُصُول	V	N;NOM;INDF;SG
到	الوصول	到	وُصُول	V	N;NOM;DEF;SG
紅色	حمراء	紅色	أَحمَر	N	ADJ;NOM;INDF;FEM;SG
紅色	احمر	紅色	أَحمَر	N	
紅色	الاحمر	紅色	الاحمر	N	
成	المنجزات	成	مُنَجِّز	V	N;NOM;DEF;PL
成	انجازات	成	إِنجَاز	V	N;NOM;INDF;PL
成	الانجازات	成	الانجازات	V	N;NOM;DEF;PL
成	المنجزات	成	مُنَجِّز	V	N;NOM;DEF;PL
成	انجازات	成	إِنجَاز	V	N;NOM;INDF;PL
成	الانجازات	成	الانجازات	V	N;NOM;DEF;PL
成	الانجاز	成	إِنجَاز	V	N;NOM;DEF;SG
