procurar	für	procurar	für	V	ADP
sintes	spüren	sinte	spüren	N	V;NFIN
asentos	sitze	asento	sitzen	N	
asentos	sitzplätze	asento	sitzplatz	N	
fondos	fonds	fondo	fonds	N	
fondos	mittel	fondo	mittel	N	ADV
bicos	küssen	bico	küssen	N	V;NFIN
bicos	kuss	bico	küssen	N	PROPN;NOM;SG
bicos	bussi	bico	bussi	N	
bicos	küsse	bico	küssen	N	
soto	erdgeschoss	soto	erdschießen	PROPN	ADJ
soto	untergeschoss	soto	unterschießen	PROPN	ADJ
soto	keller	soto	kell	PROPN	
soto	weinkeller	soto	weinkell	PROPN	ADJ
soto	keller	soto	kell	PROPN	
príncipes	prinzen	príncipe	prinzen	N	
ocuparse	betreuung	ocuparsir	betreuung	PROPN	N;SG
ocuparse	pflege	ocuparsir	pfleg	PROPN	
ocuparse	care	ocuparsir	care	PROPN	PROPN;NOM;SG
ocuparse	nehmen	ocuparsir	nehmen	PROPN	V;NFIN
ocuparse	übernehmen	ocuparsir	übernehmen	PROPN	V;NFIN
ocuparse	nimm	ocuparsir	nehmen	PROPN	V;IND;SG;2;PRS;FIN
ocuparse	nehme	ocuparsir	nehmen	PROPN	V;IND;SG;3;PRS;FIN
eterna	ewig	eterno	ewig	N	
eterna	ewigen	eterno	ewig	N	ADJ;SG
eterna	ewige	eterno	ewig	N	ADJ;NOM;FEM;SG
eterna	ewiges	eterno	ewig	N	ADJ;NOM;NEUT;SG
eterna	ewiger	eterno	ewig	N	ADJ
elixido	gewählte	elixir	gewählt	V	ADJ;NOM;FEM;SG
elixido	gewählten	elixir	gewählt	V	ADJ;PL
elixido	gewählter	elixir	gewählter	V	ADJ
elixido	einen	elixir	ein	V	PRO;ACC;INDF;MASC;SG
elixido	eins	elixir	ein	V	
elixido	einer	elixir	ein	V	PRO;NOM;INDF;MASC;SG
elixido	eine	elixir	ein	V	DET;NOM;INDF;FEM;SG
elixido	ein	elixir	ein	V	ADV
fíxate	schau	fíxate	schau	PROPN	;SG
fíxate	schauen	fíxate	schauen	PROPN	V;NFIN
fíxate	guck	fíxate	guck	PROPN	;SG
fíxate	schaut	fíxate	schauen	PROPN	V;IND;SG;3;PRS;FIN
socialismo	sozialismus	socialismo	sozialismus	N	PROPN;NOM;SG
traio	bring	traio	breigen	V	PROPN
créame	glaube	créame	glauben	PROPN	
créame	glaubt	créame	glauben	PROPN	V;IND;SG;3;PRS;FIN
créame	glauben	créame	glauben	PROPN	V;NFIN
créame	glaub	créame	glaub	PROPN	
georgie	georgie	georgie	georgie	PROPN	PROPN;NOM;SG
dareille	geben	dareille	geben	ADV	V;NFIN
dareille	gebe	dareille	geben	ADV	V;SBJV;SG;3;PRS;FIN
dareille	give	dareille	giv	ADV	
dareille	gib	dareille	gib	ADV	V;IND;SG;2;PRS;FIN
dareille	schenken	dareille	schenken	ADV	V;NFIN
mantemento	unterhalt	mantemento	unterhalt	N	
mantemento	instandhaltung	mantemento	instandhaltung	N	ADJ
mantemento	pflege	mantemento	pfleg	N	
privilexios	rechte	privilexio	recht	N	ADJ;NOM;FEM;PL
privilexios	privilegien	privilexio	privilegien	N	ADJ
privilexios	vorrechte	privilexio	vorrecht	N	ADJ;NOM;SG
cansos	überdrüssig	canso	überdrüssig	N	ADJ
cansos	müde	canso	müden	N	ADJ
cansos	erschöpft	canso	erschöpfen	N	ADJ;V.PTCP
cansos	müdigkeit	canso	müdigkeit	N	ADJ
cansos	müden	canso	müden	N	V;NFIN
cansos	müde	canso	müden	N	ADJ
pases	zeit	pase	zeit	N	ADJ
pases	uhrzeit	pase	uhrzeit	N	ADJ
pases	zeiten	pase	zeiten	N	V;NFIN
pases	zeitraum	pase	zeitraum	N	ADV
pases	zeitpunkt	pase	zeitpunkt	N	ADJ
tirado	liegen	tirado	liegen	N	V;NFIN
tirado	lügen	tirado	lügen	N	V;NFIN
tirado	liegend	tirado	liegend	N	ADJ
pazo	schloss	pazo	schließen	N	V;SG
pazo	palais	pazo	palais	N	PROPN;NOM;SG
pazo	palast	pazo	palast	N	PROPN;SG
pazo	villa	pazo	villa	N	
pazo	landhaus	pazo	landhaus	N	
volvería	würden	volver	werden	V	V;SBJV;PL;3;PST;FIN
volvería	wäre	volver	sein	V	V;SBJV;SG;3;PST;FIN
volvería	hätte	volver	haben	V	V;SBJV;SG;3;PST;FIN
volvería	würde	volver	werden	V	V;SBJV;SG;3;PST;FIN
volvería	zurück	volver	zurück	V	ADV
volvería	wieder	volver	wieder	V	ADV
volvería	hinten	volver	hinten	V	ADV
volvería	rückseite	volver	rückseite	V	ADJ
volvería	wieder	volver	wieder	V	ADV
volvería	nochmal	volver	nochmal	V	
volvería	erneut	volver	erneut	V	ADJ
saes	ihr	saber	ihr	PROPN	PRO;NOM;MASC;SG
saes	dich	saber	du	PROPN	
saes	du	saber	du	PROPN	PRO;NOM;SG;2
saes	dir	saber	dur	PROPN	
saes	sie	saber	sie	PROPN	PRO;NOM;FEM;SG;3
saes	aus	saber	aus	PROPN	ADP
saes	ausgehen	saber	ausgehen	PROPN	V;NFIN
saes	draußen	saber	draußen	PROPN	ADV
saes	raus	saber	raus	PROPN	ADV
saes	out	saber	out	PROPN	PROPN
solitario	einsamer	solitario	einsam	N	ADJ
solitario	einsamen	solitario	einsam	N	ADJ
solitario	einsamkeit	solitario	einsamkeit	N	
solitario	einsam	solitario	einsam	N	ADJ
aturo	kann	aturo	können	V	V;IND;SG;3;PRS;FIN
aturo	können	aturo	können	V	V;IND;PL;3;PRS;FIN
aturo	can	aturo	can	V	
aturo	kannst	aturo	können	V	V;IND;SG;2;PRS;FIN
aturo	messestand	aturo	messestehen	V	ADV
aturo	ständer	aturo	stand	V	
direiche	sag	direiche	saugen	PROPN	
direiche	sagen	direiche	sagen	PROPN	V;NFIN
direiche	tell	direiche	tell	PROPN	
responsábeis	verantwortlich	responsábel	verantwortlich	N	ADJ
responsábeis	verantwortliche	responsábel	verantwortlich	N	ADJ;NOM;FEM;PL
responsábeis	verantwortlicher	responsábel	verantwortlicher	N	ADJ
responsábeis	für	responsábel	für	N	ADP
desexaría	wünsche	desexar	wünschen	V	;SG
desexaría	wunsch	desexar	wunsch	V	
plena	die	pleno	der	ADJ	DET;NOM;DEF;FEM;SG
plena	der	pleno	der	ADJ	DET;NOM;DEF;MASC;SG
plena	dem	pleno	der	ADJ	PRO;DAT;NEUT;SG
plena	den	pleno	der	ADJ	DET;ACC;DEF;MASC;SG
plena	das	pleno	der	ADJ	PRO;NOM;NEUT;SG
aparta	erhalten	apartir	erhalten	V	ADJ;V.PTCP
municións	munition	munición	Munition	N	
municións	munition	munición	Munition	N	
escocés	scotch	escocés	scotch	N	PROPN
escocés	whisky	escocés	whisky	N	
quite	ab	quite	ab	V	ADP
quite	off	quite	off	V	
louis	louis	loui	louis	PROPN	PROPN;NOM;MASC;SG
louis	ludwig	loui	ludwig	PROPN	PROPN;NOM;MASC;SG
recordas	merken	recorda	merken	N	V;NFIN
recordas	erinnern	recorda	erinnern	N	V;NFIN
miami	miami	miami	miami	PROPN	PROPN;NOM;MASC;SG
descansa	ruhe	descansa	ruhe	V	
descansa	übrige	descansa	übrig	V	ADJ;NOM;FEM;PL
descansa	rest	descansa	rest	V	
pedido	reihenfolge	peder	reihenfolge	N	ADJ;NOM;FEM;PL
stratton	stratton	stratton	stratton	PROPN	PROPN;NOM;SG
perdes	ihr	perde	ihr	V	PRO;NOM;MASC;SG
perdes	dich	perde	du	V	
perdes	du	perde	du	V	PRO;NOM;SG;2
perdes	dir	perde	dur	V	
perdes	sie	perde	sie	V	PRO;NOM;FEM;SG;3
falaron	sie	falar	sie	V	PRO;NOM;FEM;SG;3
zeke	zeke	zeke	zeken	PROPN	
detente	stopp	detente	stopp	PROPN	
detente	stop	detente	stopen	PROPN	PROPN
detente	anhalten	detente	anhalten	PROPN	V;NFIN
detente	stoppen	detente	stoppen	PROPN	V;NFIN
detente	aufhören	detente	aufhören	PROPN	V;NFIN
servirá	will	servir	wollen	V	V;IND;SG;3;PRS;FIN
servirá	werden	servir	werden	V	V;NFIN;PASS
servirá	wird	servir	werden	V	V;IND;SG;3;PRS;FIN;PASS
servirá	wille	servir	willen	V	
servirá	werde	servir	werden	V	V;SBJV;SG;3;PRS;FIN
amarelo	gelb	amarelo	gelb	N	ADJ
amarelo	gelben	amarelo	gelb	N	
wheeler	wheeler	wheeler	wheeler	PROPN	PROPN
fama	bekanntheit	facer	bekanntheit	N	ADJ
fama	berühmtheit	facer	berühmtheiten	N	ADJ
fama	ruhm	facer	rühmen	N	
fama	berühmt	facer	berühmt	N	ADJ
fama	fame	facer	fimmen	N	
canibalismo	kannibalismus	canibalismo	kannibalismus	N	ADV
duras	hard	duro	hard	ADJ	PROPN
aceno	gesten	aceno	gesten	N	
aceno	geste	aceno	gest	N	
estouche	ihr	estouche	ihr	PROPN	PRO;NOM;MASC;SG
estouche	dich	estouche	du	PROPN	
estouche	du	estouche	du	PROPN	PRO;NOM;SG;2
estouche	dir	estouche	dur	PROPN	
estouche	sie	estouche	sie	PROPN	PRO;NOM;FEM;SG;3
della	della	della	Della	PROPN	PROPN;NOM;SG
trucos	tricks	truco	tricks	N	PROPN
trucos	schmutzigen	truco	schmutzig	N	ADJ
trucos	dreckige	truco	dreckige	N	ADJ;NOM;FEM;PL
trucos	dreckig	truco	dreckig	N	ADJ
trucos	schmutzig	truco	schmutzig	N	ADJ
alumnado	schüler	alumnado	schüler	V	ADJ
alumnado	schülerinnen	alumnado	schülerin	V	ADJ;PL
alumnado	sind	alumnado	sein	V	V;IND;PL;3;PRS;FIN
alumnado	schüler	alumnado	schüler	V	ADJ
alumnado	schülerinnen	alumnado	schülerin	V	ADJ;PL
alumnado	studenten	alumnado	student	V	ADJ
alumnado	kursteilnehmer	alumnado	kursteilnehmer	V	ADJ
alumnado	studierende	alumnado	studierend	V	ADJ;NOM;FEM;PL
burgueses	bürgerlichen	burguese	bürgerlich	N	ADJ
burgueses	bürgerlich	burguese	bürgerlich	N	ADJ
burgueses	bürgerliche	burguese	bürgerlich	N	ADJ;NOM;FEM;PL
burgueses	bourgeois	burguese	bourgeois	N	PROPN;NOM;MASC;SG
vera	vera	verar	vera	N	PROPN;NOM;SG
tentativa	versuchte	tentativo	versuchen	N	V;IND;SG;3;PST;FIN
tentativa	versucht	tentativo	versuchen	N	V;V.PTCP
tentativa	versuchten	tentativo	versuchen	N	V;IND;PL;3;PST;FIN
tentativa	versuch	tentativo	versuchen	N	V;IND;SG;3;FIN
tentativa	versuchen	tentativo	versuchen	N	V;NFIN
bárbaros	barbaren	bárbaro	barbar	N	ADJ
bárbaros	wilden	bárbaro	wild	N	
bárbaros	wilde	bárbaro	wilden	N	
movédevos	bewegen	movédevo	bewegen	N	V;NFIN
movédevos	bewegung	movédevo	bewegung	N	
movédevos	verschieben	movédevo	verscheiben	N	V;NFIN
movédevos	bewegt	movédevo	bewegen	N	V;IND;SG;3;PRS;FIN
movédevos	move	movédevo	move	N	
stan	stan	stan	stan	V	PROPN;NOM;MASC;SG
stan	ihr	stan	ihr	V	PRO;NOM;MASC;SG
stan	dich	stan	du	V	
stan	du	stan	du	V	PRO;NOM;SG;2
stan	dir	stan	dur	V	
stan	sie	stan	sie	V	PRO;NOM;FEM;SG;3
west	west	west	west	PROPN	
west	westen	west	westen	PROPN	ADV
west	westliche	west	westlich	PROPN	ADJ;NOM;FEM;PL
bild	bild	bild	bild	PROPN	
marines	meeres	marine	meer	N	
dickie	dickie	dickie	dickie	PROPN	PROPN;NOM;SG
lucinda	lucinda	lucindar	lucinda	N	PROPN;NOM;MASC;SG
cóidate	nehmen	cóidate	nehmen	N	V;NFIN
cóidate	übernehmen	cóidate	übernehmen	N	V;NFIN
cóidate	nimm	cóidate	nehmen	N	V;IND;SG;2;PRS;FIN
cóidate	nehme	cóidate	nehmen	N	V;IND;SG;3;PRS;FIN
cóidate	pflege	cóidate	pfleg	N	
cóidate	care	cóidate	care	N	PROPN;NOM;SG
cóidate	selber	cóidate	selber	N	ADV
cóidate	selbst	cóidate	selbst	N	ADV
armenia	armenien	armenia	armenien	N	PROPN;NOM;SG
correde	run	correder	run	PROPN	PROPN
correde	lauf	correder	lauf	PROPN	ADV
correde	ausführen	correder	ausführen	PROPN	V;NFIN
correde	laufen	correder	laufen	PROPN	V;NFIN
turista	touristische	turista	touristisch	N	ADJ;NOM;FEM;PL
turista	tourist	turista	tourist	N	
turista	touristen	turista	tourist	N	
turista	touristik	turista	touristik	N	ADJ
turista	tourismus	turista	tourismus	N	ADV
mann	mann	mann	mann	PROPN	
kathy	kathy	kathy	kathy	PROPN	PROPN;NOM;FEM;SG
alicia	alice	alicia	alice	N	
magali	magali	magali	magali	PROPN	PROPN;NOM;FEM;SG
won	gewonnen	won	gewinnen	N	V;V.PTCP
won	won	won	won	N	
won	gewann	won	gewinnen	N	V;IND;SG;3;PST;FIN
won	gewonnene	won	gewonnen	N	ADJ;NOM;FEM;SG
heavy	heavy	heavy	heavy	PROPN	PROPN
heavy	schwerer	heavy	schwer	PROPN	ADJ
heavy	schwer	heavy	schwer	PROPN	ADJ
heavy	schweren	heavy	schwer	PROPN	ADJ;SG
heavy	schwere	heavy	schwer	PROPN	ADJ;NOM;FEM;PL
wey	wei	wey	wei	PROPN	
farhad	farhad	farhad	farhad	V	PROPN
cora	cora	cora	cora	PROPN	PROPN;NOM;MASC;SG
doutora	doctor	doutor	doctor	N	PROPN
doutora	markowski	doutor	markowski	N	ADV
conquistar	eroberung	conquistar	Eroberung	V	N;NOM;FEM;SG
procede	vom	proceder	vom	V	
procede	von	proceder	von	V	ADP
procede	ab	proceder	ab	V	ADP
procede	aus	proceder	aus	V	ADP
vise	säge	visir	sägen	V	
vise	schau	visir	schau	V	;SG
vise	see	visir	see	V	
altar	altar	altar	altar	N	ADV
refírome	mittlere	refírome	mittler	V	ADJ;NOM;FEM;PL
refírome	mittelwert	refírome	mittelwern	V	
refírome	gemein	refírome	gemein	V	ADJ
debates	gespräche	debate	gespräch	N	ADJ
debates	diskussionen	debate	diskussion	N	V;NFIN
debates	debatte	debate	debatt	N	ADJ;NOM;SG
debates	aussprache	debate	aussprechen	N	
debates	verhandlungen	debate	verhandlingen	N	V
debates	diskussionen	debate	diskussion	N	V;NFIN
debates	debatten	debate	debatt	N	V;NFIN
redes	netzen	rede	netzen	N	V;NFIN
redes	netze	rede	netz	N	
redes	netz	rede	netz	N	
redes	netzwerk	rede	netzwerk	N	PROPN
redes	netze	rede	netz	N	
redes	netzwerke	rede	netzwerk	N	
redes	netzwerken	rede	netzwerken	N	V;NFIN
investigadores	wissenschaftler	investigador	wissenschaftl	N	ADJ
investigadores	forscher	investigador	forsch	N	ADJ
utilidade	benutzen	utilidade	benutzen	N	V;NFIN
utilidade	verwenden	utilidade	verwenden	N	V;NFIN
utilidade	gebrauch	utilidade	gebrauch	N	ADJ
utilidade	nutzen	utilidade	nutzen	N	V;NFIN
utilidade	hilfsprogramm	utilidade	hilfsprogramm	N	ADJ
diapositiva	folie	diapositivo	folie	N	
diapositiva	schieben	diapositivo	schieben	N	V;NFIN
diapositiva	rutsche	diapositivo	rutschen	N	PROPN;NOM;SG
trampas	fallen	trampa	fallen	N	V;NFIN
soben	dass	sober	dass	V	CONJ
soben	das	sober	der	V	PRO;NOM;NEUT;SG
vense	sind	vense	sein	PROPN	V;IND;PL;3;PRS;FIN
cometeu	engagiert	cometar	engagiert	V	ADJ;V.PTCP
cometeu	made	cometar	made	V	PROPN;SG
favoritos	lieblings	favorito	lieblings	N	
favoritos	favoriten	favorito	favorit	N	V;NFIN
favoritos	favorit	favorito	favorit	N	ADJ
favoritos	favoriten	favorito	favorit	N	V;NFIN
comparten	teile	compartir	teilen	V	ADV
comparten	share	compartir	shar	V	
comparten	anteil	compartir	anteil	V	ADV
volvía	zurück	volvía	zurück	V	ADV
volvía	wieder	volvía	wieder	V	ADV
volvía	hinten	volvía	hinten	V	ADV
volvía	rückseite	volvía	rückseite	V	ADJ
musical	musical	musical	musical	ADJ	
musical	musik	musical	musik	ADJ	N;NOM;FEM;SG
funcionamento	wie	funcionamento	wie	N	ADP
funcionamento	inwiefern	funcionamento	inwiefern	N	ADV
funcionamento	woher	funcionamento	woher	N	ADV
detector	detektor	detector	detektor	N	PROPN
illado	isoliert	illar	isolieren	V	ADJ;V.PTCP
illado	dass	illar	dass	V	CONJ
illado	das	illar	der	V	PRO;NOM;NEUT;SG
fundamental	grundlegenden	fundamental	grundlegend	ADJ	V;FIN
xuízos	rechtsprechung	xuízo	rechtsprechung	N	ADJ
xuízos	entscheidungen	xuízo	entscheidung	N	V;NFIN
xuízos	urteile	xuízo	urteil	N	PROPN
xuízos	studien	xuízo	studien	N	V;NFIN
causas	verursachen	causa	verursachen	N	V;NFIN
causas	gründe	causa	gründen	N	
causas	ursachen	causa	ursechen	N	V;NFIN
causas	ursache	causa	ursache	N	
causas	verursacht	causa	verursachen	N	V;V.PTCP
bate	beats	bate	beats	V	
substituír	ersetzung	substituír	Ersetzung	V	N;NOM;FEM;SG
substituír	ersatz	substituír	ersatzen	V	
substituír	stellvertreter	substituír	stellvertreter	V	ADJ
substituír	ersatz	substituír	ersatzen	V	
substituír	für	substituír	für	V	ADP
debuxo	zeichnen	debuxo	zeichnen	N	V;NFIN
rostros	gesicht	rostro	sechen	N	V;V.PTCP
rostros	gesichtern	rostro	gesicht	N	ADJ
rostros	gesichter	rostro	gesicht	N	ADJ
rostros	streben	rostro	streben	N	V;NFIN
rostros	strebe	rostro	streben	N	V;SBJV;SG;3;PRS;FIN
rostros	gesicht	rostro	sechen	N	V;V.PTCP
rostros	angesicht	rostro	ansechen	N	
rostros	streb	rostro	streben	N	
rostros	face	rostro	face	N	PROPN
aula	raum	aula	raum	N	ADV
aula	hotelzimmer	aula	hotelzimmer	N	
aula	klasse	aula	klasse	N	ADJ
aula	baureihe	aula	baureihe	N	ADJ;NOM;FEM;SG
manipulación	manipulieren	manipulación	manipulieren	N	V;NFIN
sentirse	feel	sentirse	feel	N	ADJ
sentirse	fühlen	sentirse	fühlen	N	V;NFIN
sentirse	fühle	sentirse	fühlen	N	V;IND;SG;3;PRS;FIN
sentirse	spüren	sentirse	spüren	N	V;NFIN
campá	klingel	campá	klingel	N	
campá	bell	campá	bell	N	PROPN;NOM;MASC;SG
saíde	holen	saíde	holen	PROPN	V;NFIN
saíde	erhalte	saíde	erhalten	PROPN	V;SG;FIN
saíde	erhalten	saíde	erhalten	PROPN	ADJ;V.PTCP
saíde	bekommen	saíde	bekommen	PROPN	V;NFIN
saíde	bekomme	saíde	bekommen	PROPN	V;IND;SG;3;PRS;FIN
saíde	aus	saíde	aus	PROPN	ADP
saíde	ausgehen	saíde	ausgehen	PROPN	V;NFIN
saíde	draußen	saíde	draußen	PROPN	ADV
saíde	raus	saíde	raus	PROPN	ADV
saíde	out	saíde	out	PROPN	PROPN
corrupción	bestechung	corrupción	Bestechung	N	ADJ
corrupción	korruption	corrupción	korruption	N	
entras	komme	entra	kommen	PROPN	V;IND;SG;3;PRS;FIN
entras	come	entra	come	PROPN	PROPN
entras	kommt	entra	kommen	PROPN	V;IND;SG;3;PRS;FIN
entras	komm	entra	komm	PROPN	V;IND;SG;2;PRS;FIN
entras	kommen	entra	kommen	PROPN	V;NFIN
elo	dass	elo	dass	PROPN	CONJ
elo	das	elo	der	PROPN	PRO;NOM;NEUT;SG
preguntarnos	ask	preguntarno	ask	N	
preguntarnos	frag	preguntarno	frag	N	
preguntarnos	fragen	preguntarno	fragen	N	V;NFIN
entrando	eingabe	entrar	eingabe	V	N;FEM;SG
corvos	krähen	corvo	kräh	N	
corvos	raben	corvo	raben	N	
prestar	bezahlung	prestar	Bezahlung	V	N;SG
prestar	pay	prestar	pay	V	PROPN;NOM;SG
poñamos	let	poñar	let	V	PROPN
herdanza	kulturerbe	herdanza	kulturerbe	N	ADJ
herdanza	denkmalschutz	herdanza	denkmalschutz	N	ADJ
herdanza	welterbe	herdanza	welterbe	N	
herdanza	kulturgut	herdanza	kulturgut	N	PROPN
herdanza	erbschaft	herdanza	erbschaffen	N	ADJ
herdanza	nachlass	herdanza	nachlass	N	
herdanza	erben	herdanza	erben	N	
defecto	default	defecto	default	N	ADJ
defecto	vorgabe	defecto	vorgeben	N	
defecto	standard	defecto	standard	N	ADV
eléctrica	macht	eléctrico	machen	ADJ	V;IND;SG;3;PRS;FIN
eléctrica	leistung	eléctrico	leistung	ADJ	N;NOM;FEM;SG
eléctrica	stromversorgung	eléctrico	stromversorgung	ADJ	N;NOM;FEM;SG
eléctrica	kraft	eléctrico	krafen	ADJ	
eléctrica	energie	eléctrico	energie	ADJ	
interiores	inner	interior	inner	ADJ	
interiores	interieur	interior	interieur	ADJ	PROPN
traxes	osten	traxe	osten	N	ADV
traxes	osteuropa	traxe	osteuropa	N	ADJ
traxes	östlichen	traxe	östlich	N	ADJ;ACC;MASC;SG
traxes	östliche	traxe	östlich	N	ADJ;NOM;FEM;PL
traxes	kleider	traxe	kleider	N	ADJ
limitado	limited	limitado	limited	ADJ	PROPN;NOM;SG
ancián	alten	ancián	alt	N	ADJ;NOM;MASC;PL
ancián	alte	ancián	alt	N	ADJ;NOM;FEM;PL
ancián	altstadt	ancián	altstadt	N	ADJ
ancián	alter	ancián	alt	N	ADJ
ancián	alt	ancián	alt	N	ADJ
ancián	mann	ancián	mann	N	
ancián	man	ancián	man	N	PRO;NOM;INDF;SG
infección	infektionen	infección	infektion	N	
infección	infektion	infección	infektion	N	
radicais	radikalen	radical	radikal	N	ADJ
radicais	radikaler	radical	radikal	N	ADJ
radicais	radikale	radical	radikal	N	ADJ;NOM;FEM;PL
radicais	radikal	radical	radikal	N	ADJ
radicais	radikalen	radical	radikal	N	ADJ
radicais	radikaler	radical	radikal	N	ADJ
radicais	radikale	radical	radikal	N	ADJ;NOM;FEM;PL
recente	kürzlich	recente	kürzlich	ADJ	ADV
italianos	italiener	italiano	italiener	ADJ	
italianos	italiener	italiano	italiener	ADJ	
xeracións	generationen	xeración	generation	N	
xeracións	jahrgänge	xeración	jahrgänge	N	
barreira	absperrung	barreira	absperrung	N	ADJ
barreira	hürde	barreira	herden	N	ADJ;NOM;SG
barreira	sperre	barreira	sperr	N	
barreira	barriere	barreira	barrieren	N	ADJ;NOM;FEM;SG
barreira	hindernis	barreira	hindernis	N	
ouviu	ihr	ouviu	ihr	V	PRO;NOM;MASC;SG
ouviu	dich	ouviu	du	V	
ouviu	du	ouviu	du	V	PRO;NOM;SG;2
ouviu	dir	ouviu	dur	V	
ouviu	sie	ouviu	sie	V	PRO;NOM;FEM;SG;3
jamie	jamie	jamie	jamie	PROPN	PROPN;NOM;SG
ido	gegangen	ido	gehen	ADV	V;V.PTCP
ido	verschwunden	ido	verschwinden	ADV	V;V.PTCP
arruinar	ruine	arruinar	ruin	V	N;NOM;SG
arruinar	ruin	arruinar	ruin	V	N
toquei	angefasst	toquei	anfassen	PROPN	V;V.PTCP
toquei	gerührt	toquei	rühren	PROPN	V;V.PTCP
toquei	berühren	toquei	berühren	PROPN	V;NFIN
toquei	berührte	toquei	berührt	PROPN	V;IND;SG;3;PST;FIN
toquei	berührt	toquei	berühren	PROPN	V;V.PTCP
toquei	touch	toquei	touch	PROPN	
toquei	berührung	toquei	berührung	PROPN	ADJ
toquei	anfassen	toquei	anfassen	PROPN	V;NFIN
toquei	berühren	toquei	berühren	PROPN	V;NFIN
concertos	konzert	concerto	konzert	N	ADJ
concertos	konzerte	concerto	konzern	N	
concertos	konzerten	concerto	konzern	N	V;FIN
pecho	close	pecho	close	PROPN	
pecho	nahe	pecho	nahe	PROPN	
pecho	schließen	pecho	schließen	PROPN	V;NFIN
pecho	nah	pecho	nah	PROPN	ADJ
pecho	nähe	pecho	nähe	PROPN	N;NOM;FEM;SG
virus	virus	virus	virus	N	
pulmóns	lunge	pulmón	lunge	N	
pulmóns	lungen	pulmón	lang	N	V;NFIN
extremadamente	extrem	extremadamente	extrem	ADV	ADJ
extremadamente	außerordentlich	extremadamente	außerordentlich	ADV	ADJ
fármacos	medikamenten	fármaco	medikament	N	ADJ;PL
fármacos	drogen	fármaco	drogen	N	
microbios	mikroben	microbio	mikroben	N	
prácticas	praktiken	práctica	praktik	N	V;NFIN
prácticas	praktisches	práctica	praktisch	N	ADJ;NOM;NEUT;SG
prácticas	praktischer	práctica	praktisch	N	ADJ
prácticas	praktische	práctica	praktisch	N	ADJ;NOM;FEM;PL
prácticas	praktisch	práctica	praktisch	N	ADJ
estudios	studios	estudio	studios	N	PROPN
axuden	hilfe	axudar	helfen	V	N;NOM;FEM;SG
axuden	help	axudar	help	V	PROPN
hackers	hacker	hacker	hacker	PROPN	
arrecifes	coral	arrecife	coral	N	PROPN
arrecifes	korallen	arrecife	korallen	N	V;NFIN
arrecifes	riffe	arrecife	riffen	N	
éramos	wurden	éramo	werden	V	V;IND;PL;3;PST;FIN;PASS
éramos	waren	éramo	sein	V	V;IND;PL;3;PST;FIN
ondas	welle	onda	wellen	N	
ondas	wellen	onda	wellen	N	
acabará	end	acabar	end	V	
acabará	ende	acabar	ende	V	N;ACC;NEUT;SG
acabará	will	acabar	wollen	V	V;IND;SG;3;PRS;FIN
acabará	werden	acabar	werden	V	V;NFIN;PASS
acabará	wird	acabar	werden	V	V;IND;SG;3;PRS;FIN;PASS
acabará	wille	acabar	willen	V	
acabará	werde	acabar	werden	V	V;SBJV;SG;3;PRS;FIN
ártico	arktis	ártico	arktis	ADJ	PROPN
ártico	arctic	ártico	arctic	ADJ	PROPN
mortas	dead	morto	dead	N	PROPN;NOM;SG
mortas	tote	morto	tot	N	
mortas	tot	morto	tot	N	ADJ
mortas	toten	morto	toten	N	V;PL;FIN
egoísta	egoistisch	egoísta	egoistisch	N	ADJ
crecín	wuchs	crecín	wachsen	PROPN	V;IND;SG;3;PST;FIN
crecín	angehoben	crecín	anheben	PROPN	V;V.PTCP
crecín	großgezogen	crecín	großziehen	PROPN	V;V.PTCP
crecín	erhöht	crecín	erhöhen	PROPN	V;V.PTCP
crecín	aufgezogen	crecín	aufziehen	PROPN	V;V.PTCP
crecín	aufgewachsen	crecín	aufwachsen	PROPN	V;V.PTCP
crecín	angesprochen	crecín	ansprechen	PROPN	V;V.PTCP
camiñas	walking	camiña	walking	N	
camiñas	spaziergänge	camiña	spaziergänge	N	ADJ;NOM;SG
camiñas	spazieren	camiña	spazieren	N	V;NFIN
camiñas	wanderungen	camiña	wanderung	N	V;NFIN
camiñas	wandern	camiña	wandern	N	V;NFIN
camiñas	ihr	camiña	ihr	N	PRO;NOM;MASC;SG
camiñas	dich	camiña	du	N	
camiñas	du	camiña	du	N	PRO;NOM;SG;2
camiñas	dir	camiña	dur	N	
camiñas	sie	camiña	sie	N	PRO;NOM;FEM;SG;3
camiñas	gehen	camiña	gehen	N	V;NFIN
camiñas	spazieren	camiña	spazieren	N	V;NFIN
camiñas	fußweg	camiña	faßweg	N	
claridade	eindeutig	claridade	eindeutig	N	ADJ
claridade	klar	claridade	klar	N	ADJ
claridade	deutlich	claridade	deutlich	N	ADJ
rescate	rettungs	rescate	rettungs	N	
rescate	retten	rescate	retten	N	V;NFIN
rescate	lösegeld	rescate	lösegeld	N	ADJ
xerar	generierung	xerar	generierung	V	ADJ
racismo	rassismus	racismo	rassismus	N	ADV
esposo	gatte	esposo	gaten	N	
esposo	ehemann	esposo	ehemann	N	
esposo	mann	esposo	mann	N	
disposta	willens	disposta	willens	V	
disposta	bereit	disposta	bereit	V	ADJ
disposta	willig	disposta	willig	V	ADJ
disposta	gewillt	disposta	willen	V	ADJ
disposta	ready	disposta	ready	V	PROPN
disposta	bereit	disposta	bereit	V	ADJ
disposta	fertig	disposta	fertig	V	ADJ
