que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
ligação	посилання	ligação	посилання	N;FEM;SG	N;INAN;NOM;NEUT;PL
ligação	link	ligação	link	N;FEM;SG	
angeles	анджелесі	angele	анджелесь	N;MASC;PL	PROPN;INAN;NOM;MASC;SG
angeles	анджелес	angele	анджелес	N;MASC;PL	
resposta	відповісти	resposta	відповісти	N;FEM;SG	V;PFV;NFIN
comandante	commander	comandante	commander	N;MASC;SG	
edifício	будуємо	edifício	будувати	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
edifício	будівельні	edifício	будівельний	N;MASC;SG	ADJ;NOM;PL
edifício	будівлі	edifício	будівля	N;MASC;SG	N;INAN;NOM;FEM;PL
pedra	stone	pedra	stone	N;FEM;SG	
pedra	стоун	pedra	стоуна	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
pedra	кручі	pedra	круч	N;FEM;SG	N;INAN;NOM;FEM;PL
pedra	rock	pedra	rock	N;FEM;SG	
planeta	planet	planeta	planet	N;MASC;SG	
comprimento	довжини	comprimento	довжина	N;MASC;SG	N;INAN;NOM;FEM;PL
índia	індійська	índia	індійський	N;FEM;SG	ADJ;NOM;FEM;SG
índia	індійський	índia	індійський	N;FEM;SG	ADJ;NOM;MASC;SG
índia	індію	índia	індія	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
índia	індія	índia	індія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
índia	індії	índia	індія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
jovens	молодість	jovem	молодість	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	юнацтва	jovem	юнацтво	N;MASC;PL	N;INAN;NOM;NEUT;SG
jovens	юність	jovem	юність	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	молодь	jovem	молодь	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	янг	jovem	янг	N;MASC;PL	
jovens	молода	jovem	молодий	N;MASC;PL	ADJ;NOM;FEM;SG
jovens	молоді	jovem	молодий	N;MASC;PL	ADJ;NOM;PL
jovens	молодою	jovem	молодий	N;MASC;PL	ADJ;INS;FEM;SG
jovens	молодий	jovem	молодий	N;MASC;PL	ADJ;NOM;MASC;SG
jovens	молодим	jovem	молодий	N;MASC;PL	ADJ;INS;NEUT;SG
leão	лев	leão	лев	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leão	лео	leão	лео	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
leão	лев	leão	лев	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
projetos	designs	projeto	designs	N;MASC;PL	
nordeste	східного	nordeste	східний	N;MASC;SG	ADJ;GEN;MASC;SG
tentativa	спробувала	tentativa	спробувати	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
tentativa	спробував	tentativa	спробувати	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
tentativa	намагатися	tentativa	намагатися	N;FEM;SG	V;IPFV;NFIN
sei	know	saber	know	V;IND;SG;1;PRS;FIN	
sei	знайома	saber	знайомий	V;IND;SG;1;PRS;FIN	ADJ;NOM;FEM;SG
totalmente	повноцінного	totalmente	повноцінний	ADV	ADJ;GEN;MASC;SG
certo	права	certo	право	ADJ;MASC;SG	N;INAN;NOM;NEUT;PL
certo	право	certo	право	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
certo	праворуч	certo	праворуч	ADJ;MASC;SG	ADV
avenida	avenue	avenida	avenue	N;FEM;SG	
augusto	аугусто	augusto	аугусто	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
augusto	серпні	augusto	серпень	N;MASC;SG	ADV
augusto	август	augusto	август	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
formado	змістовні	formar	змістовний	V;MASC;SG;V.PTCP	ADJ;NOM;PL
formado	здобули	formar	здобути	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
formado	сформована	formar	сформований	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
russo	російська	russo	російський	N;MASC;SG	ADJ;NOM;FEM;SG
russo	російською	russo	російський	N;MASC;SG	ADJ;INS;FEM;SG
russo	російську	russo	російський	N;MASC;SG	ADJ;ACC;FEM;SG
russo	московсько	russo	московський	N;MASC;SG	ADV
russo	російсько	russo	російський	N;MASC;SG	ADV
veja	див	ver	див.	V;SBJV;SG;3;PRS;FIN	
veja	бачите	ver	бачити	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN
veja	бачу	ver	бачити	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
anteriores	попереднє	anterior	попередній	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
anteriores	попередній	anterior	попередній	ADJ;MASC;PL	ADJ;NOM;MASC;SG
anteriores	попередня	anterior	попередній	ADJ;MASC;PL	ADJ;NOM;FEM;SG
torre	торре	torre	торре	N;FEM;SG	
torre	tower	torre	tower	N;FEM;SG	
dela	її	dela	вона	N;MASC;SG	PRO;ACC;FEM;SG;3
dela	her	dela	her	N;MASC;SG	
dela	нею	dela	вона	N;MASC;SG	PRO;INS;FEM;SG;3
dela	її	dela	вона	N;MASC;SG	PRO;ACC;FEM;SG;3
dela	їй	dela	вона	N;MASC;SG	PRO;DAT;FEM;SG;3
pós	дописі	pós	допис	N;MASC;SG	ADV
pós	опублікувати	pós	опублікувати	N;MASC;SG	V;PFV;NFIN
pós	порошків	pós	порошок	N;MASC;SG	N;INAN;GEN;MASC;PL
alexandre	александр	alexandre	александр	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alexandre	олександр	alexandre	олександр	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alexandre	александер	alexandre	александер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
musicais	музична	musical	музичний	N;MASC;PL	ADJ;NOM;FEM;SG
musicais	музичний	musical	музичний	N;MASC;PL	ADJ;NOM;MASC;SG
musicais	мюзикл	musical	мюзикл	N;MASC;PL	N;INAN;NOM;MASC;SG
musicais	музичні	musical	музичний	N;MASC;PL	ADJ;NOM;PL
feira	справедливо	feira	справедливо	N;FEM;SG	ADV
feira	справедлива	feira	справедливий	N;FEM;SG	ADJ;NOM;FEM;SG
feira	справедливий	feira	справедливий	N;FEM;SG	ADJ;NOM;MASC;SG
rodada	повернуте	rodada	повернутий	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
rodada	круглий	rodada	круглий	N;FEM;SG	ADJ;NOM;MASC;SG
rodada	round	rodada	round	N;FEM;SG	
chegar	прихід	chegar	прихід	V;NFIN	N;INAN;NOM;MASC;SG
chegar	приїзд	chegar	приїзд	V;NFIN	N;INAN;NOM;MASC;SG
chegar	прибуття	chegar	прибуття	V;NFIN	N;INAN;NOM;NEUT;SG
times	таймс	time	таймс	N;MASC;PL	N;INAN;NOM;MASC;SG
times	час	time	час	N;MASC;PL	N;INAN;NOM;MASC;SG
times	times	time	times	N;MASC;PL	
marinha	вмс	marinho	вмс	N;FEM;SG	
marinha	морська	marinho	морський	N;FEM;SG	ADJ;NOM;FEM;SG
composto	композитний	compor	композитний	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
composto	складене	compor	складений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
composto	сполуки	compor	сполук	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;PL
princesa	princess	princesa	princess	N;FEM;SG	
partidas	збігається	partida	збігатися	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
partidas	відповідає	partida	відповідати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
simplesmente	просто	simplesmente	просто	ADV	PART
ribeiro	рібейро	ribeiro	рібейро	N;MASC;SG	
ribeiro	брук	ribeiro	брук	N;MASC;SG	
don	дон	don	дон	PROPN;MASC;SG	
mão	хенд	mão	хенд	N;FEM;SG	
www	www	www	www	N;MASC;SG	
antigos	стародавній	antigo	стародавний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
antigos	давній	antigo	давній	ADJ;MASC;PL	ADJ;NOM;MASC;SG
viagem	подорожувати	viagem	подорожувати	N;FEM;SG	V;IPFV;NFIN
viagem	подорожі	viagem	подорож	N;FEM;SG	N;INAN;NOM;FEM;PL
viagem	подорожі	viagem	подорож	N;FEM;SG	N;INAN;NOM;FEM;PL
sousa	соуза	sousa	соуза	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
construído	побудували	construir	побудувати	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
construído	проведена	construir	проведений	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
esquerda	ліворуч	esquerda	ліворуч	N;FEM;SG	ADV
esquerda	лівий	esquerda	лівий	N;FEM;SG	ADJ;NOM;MASC;SG
esquerda	зліва	esquerda	злів	N;FEM;SG	ADV
leandro	леандро	leandro	леандро	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
martin	мартін	martin	мартін	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
castro	кастро	castro	кастро	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
seção	секції	seção	секція	N;FEM;SG	N;INAN;NOM;FEM;PL
europeia	європейський	europeu	європейський	N;FEM;SG	ADJ;NOM;MASC;SG
europeia	європейські	europeu	європейський	N;FEM;SG	ADJ;NOM;PL
europeia	європейська	europeu	європейський	N;FEM;SG	ADJ;NOM;FEM;SG
golos	цілі	golo	цілий	N;MASC;PL	ADJ;NOM;PL
ricardo	річард	ricardo	річард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ricardo	рікардо	ricardo	рікардо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tradicional	традиційними	tradicional	традиційний	ADJ;MASC;SG	ADJ;INS;PL
tradicional	традиційні	tradicional	традиційний	ADJ;MASC;SG	ADJ;NOM;PL
ffffff	ffffff	ffffff	ffffff	N;MASC;SG	
american	американський	american	американський	N;MASC;SG	ADJ;NOM;MASC;SG
american	американські	american	американський	N;MASC;SG	ADJ;NOM;PL
american	американська	american	американський	N;MASC;SG	ADJ;NOM;FEM;SG
american	американської	american	американський	N;MASC;SG	ADJ;GEN;FEM;SG
colégio	внз	colégio	внз	N;MASC;SG	
belo	гарно	belo	гарно	N;MASC;SG	ADV
línguas	мов	língua	мов	N;FEM;PL	CONJ
reis	рейс	rei	рейс	N;MASC;PL	N;INAN;NOM;MASC;SG
reis	reis	rei	reis	N;MASC;PL	
colspan	colspan	colspan	colspan	N;MASC;SG	
visão	зір	visão	зір	N;FEM;SG	N;INAN;NOM;FEM;PL
visão	vision	visão	vision	N;FEM;SG	
especiais	особливий	especial	особливий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
especiais	спеціальний	especial	спеціальний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
especiais	особливе	especial	особливий	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
especiais	особлива	especial	особливий	ADJ;MASC;PL	ADJ;NOM;FEM;SG
cores	колір	cor	колір	N;FEM;PL	N;INAN;NOM;MASC;SG
cores	кольорова	cor	кольоровий	N;FEM;PL	ADJ;NOM;FEM;SG
cores	колір	cor	колір	N;FEM;PL	N;INAN;NOM;MASC;SG
cores	кольорова	cor	кольоровий	N;FEM;PL	ADJ;NOM;FEM;SG
guilherme	вільям	guilherme	вільям	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
guilherme	вільгельм	guilherme	вільгельм	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ajudar	допомогу	ajudar	допомога	V;NFIN	N;INAN;ACC;FEM;SG
ajudar	допомога	ajudar	допомога	V;NFIN	N;INAN;NOM;FEM;SG
ajudar	довідка	ajudar	довідка	V;NFIN	N;INAN;NOM;FEM;SG
ajudar	допомогу	ajudar	допомога	V;NFIN	N;INAN;ACC;FEM;SG
humano	людина	humano	людина	ADJ;MASC;SG	N;ANIM;NOM;FEM;SG
dinheiro	гроші	dinheiro	гроші	N;MASC;SG	N;INAN;NOM
dinheiro	грошовий	dinheiro	грошовий	N;MASC;SG	ADJ;NOM;MASC;SG
dinheiro	готівки	dinheiro	готівка	N;MASC;SG	N;INAN;NOM;FEM;PL
imprensa	натиснути	imprensa	натиснути	N;FEM;SG	V;PFV;NFIN
imprensa	прес	imprensa	пресовий	N;FEM;SG	
imprensa	press	imprensa	press	N;FEM;SG	
dvd	dvd	dvd	dvd	N;MASC;SG	
tour	гастролі	tour	гастроль	N;MASC;SG	N;INAN;NOM;MASC;PL
tour	tour	tour	tour	N;MASC;SG	
finais	фінал	final	фінал	N;MASC;PL	N;INAN;NOM;MASC;SG
finais	остаточний	final	остаточний	N;MASC;PL	ADJ;NOM;MASC;SG
finais	final	final	final	N;MASC;PL	
porta	двері	porta	двері	N;FEM;SG	N;INAN;NOM
porta	порта	porta	порт	N;FEM;SG	
lugares	сидіння	lugar	сидіння	N;MASC;PL	N;INAN;NOM;NEUT;SG
relacionados	схожі	relacionar	схожий	V;MASC;PL;V.PTCP	ADJ;NOM;PL
marco	марко	marco	марко	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
superfície	поверхні	superfície	поверхня	N;FEM;SG	N;INAN;NOM;FEM;PL
ações	поширення	ação	поширення	N;FEM;PL	N;INAN;NOM;NEUT;SG
comentário	коментувати	comentário	коментувати	N;MASC;SG	V;IPFV;NFIN
comentário	прокоментувати	comentário	прокоментувати	N;MASC;SG	V;IPFV;NFIN
comentário	commentary	comentário	commentary	N;MASC;SG	
comentário	коментарях	comentário	коментар	N;MASC;SG	N;INAN;ESS;MASC;PL
comentário	коментарів	comentário	коментар	N;MASC;SG	N;INAN;GEN;MASC;PL
comentário	коментарі	comentário	коментар	N;MASC;SG	N;INAN;NOM;MASC;PL
medida	вимірюється	medida	вимірюватися	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
medida	міра	medida	міра	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
branca	білий	branco	білий	N;FEM;SG	ADJ;NOM;MASC;SG
branca	біла	branco	білий	N;FEM;SG	ADJ;NOM;FEM;SG
branca	біле	branco	білий	N;FEM;SG	ADJ;NOM;NEUT;SG
branca	білі	branco	білий	N;FEM;SG	ADJ;NOM;PL
branca	вайт	branco	вайт	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
jack	джек	jack	джек	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
national	національна	national	національний	N;MASC;SG	ADJ;NOM;FEM;SG
national	націонал	national	націонал	N;MASC;SG	
national	національне	national	національний	N;MASC;SG	ADJ;NOM;NEUT;SG
national	національний	national	національний	N;MASC;SG	ADJ;NOM;MASC;SG
national	національні	national	національний	N;MASC;SG	ADJ;NOM;PL
oriental	східних	oriental	східний	ADJ;MASC;SG	ADJ;GEN;PL
oriental	східні	oriental	східний	ADJ;MASC;SG	ADJ;NOM;PL
decidiu	вирішили	decidir	вирішити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
auto	автоматичні	auto	автоматичний	N;MASC;SG	ADJ;NOM;PL
auto	автоматичний	auto	автоматичний	N;MASC;SG	ADJ;NOM;MASC;SG
auto	автоматично	auto	автоматично	N;MASC;SG	ADV
auto	власна	auto	власний	N;MASC;SG	ADJ;NOM;FEM;SG
auto	власний	auto	власний	N;MASC;SG	ADJ;NOM;MASC;SG
biblioteca	бібліотеки	biblioteca	бібліотека	N;FEM;SG	N;INAN;NOM;FEM;PL
medicina	ліки	medicina	ліки	N;FEM;SG	N;INAN;NOM
medicina	медичних	medicina	медичний	N;FEM;SG	ADJ;GEN;PL
medicina	медичний	medicina	медичний	N;FEM;SG	ADJ;NOM;MASC;SG
medicina	medical	medicina	medical	N;FEM;SG	
medicina	медична	medicina	медичний	N;FEM;SG	ADJ;NOM;FEM;SG
medicina	медичні	medicina	медичний	N;FEM;SG	ADJ;NOM;PL
precisa	need	precisar	need	V;IND;SG;3;PRS;FIN	
precisa	треба	precisar	треба	V;IND;SG;3;PRS;FIN	ADV
precisa	потрібно	precisar	потрібно	V;IND;SG;3;PRS;FIN	ADV
precisa	потреби	precisar	потреба	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
precisa	потреба	precisar	потреба	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
precisa	потреб	precisar	потреб	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
precisa	потреби	precisar	потреба	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
propriedade	володів	propriedade	володіти	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN
propriedade	властивості	propriedade	властивість	N;FEM;SG	N;INAN;NOM;FEM;PL
propriedade	власники	propriedade	власник	N;FEM;SG	N;ANIM;NOM;MASC;PL
europeu	європейський	europeu	європейський	N;MASC;SG	ADJ;NOM;MASC;SG
europeu	європейські	europeu	європейський	N;MASC;SG	ADJ;NOM;PL
europeu	європейська	europeu	європейський	N;MASC;SG	ADJ;NOM;FEM;SG
google	google	google	google	N;MASC;SG	
google	гаджети	google	гаджет	N;MASC;SG	N;INAN;NOM;MASC;PL
perdeu	втрачений	perder	втрачений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
perdeu	lost	perder	lost	V;IND;SG;3;PST;FIN	
aberto	відкрита	abrir	відкритий	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
aberto	відкриті	abrir	відкритий	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
aberto	відкритий	abrir	відкритий	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
aberto	відкрили	abrir	відкрити	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
aberto	відкриті	abrir	відкритий	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
falar	розмова	falar	розмова	V;NFIN	N;INAN;NOM;FEM;SG
falar	talk	falar	talk	V;NFIN	
falar	speak	falar	speak	V;NFIN	
alemã	німецька	alemã	німецький	N;FEM;SG	ADJ;NOM;FEM;SG
alemã	герман	alemã	герман	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
alemã	німецькою	alemã	німецький	N;FEM;SG	ADJ;INS;FEM;SG
alemã	німецький	alemã	німецький	N;FEM;SG	ADJ;NOM;MASC;SG
max	макс	max	макс	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
japonês	японська	japonês	японський	N;MASC;SG	ADJ;NOM;FEM;SG
japonês	японський	japonês	японський	N;MASC;SG	ADJ;NOM;MASC;SG
japonês	японці	japonês	японець	N;MASC;SG	N;ANIM;NOM;MASC;PL
japonês	японські	japonês	японський	N;MASC;SG	ADJ;NOM;PL
geração	generation	geração	generation	N;FEM;SG	
necessidade	need	necessidade	need	N;FEM;SG	
necessidade	треба	necessidade	треба	N;FEM;SG	ADV
necessidade	потрібно	necessidade	потрібно	N;FEM;SG	ADV
necessidade	потреби	necessidade	потреба	N;FEM;SG	N;INAN;NOM;FEM;PL
fortaleza	fort	fortaleza	fort	N;FEM;SG	
internacionais	міжнародний	internacional	міжнародний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
internacionais	міжнародна	internacional	міжнародний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
internacionais	інтернаціонал	internacional	інтернаціонал	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
internacionais	міжнародне	internacional	міжнародний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
romana	романа	romano	роман	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
áustria	австрійська	áustria	австрійський	N;FEM;SG	ADJ;NOM;FEM;SG
áustria	австрійський	áustria	австрійський	N;FEM;SG	ADJ;NOM;MASC;SG
áustria	австрія	áustria	австрія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
áustria	австрії	áustria	австрія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
incluem	включення	incluir	включення	V;IND;PL;3;PRS;FIN	N;INAN;NOM;NEUT;SG
descoberta	виявив	descoberta	виявити	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
descoberta	виявили	descoberta	виявити	N;FEM;SG	V;PFV;IND;PL;PST;FIN
descoberta	відкрив	descoberta	відкрити	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
rowspan	rowspan	rowspan	rowspan	N;MASC;SG	
svg	svg	svg	svg	N;MASC;SG	
participar	участь	participar	участь	V;NFIN	N;INAN;ACC;FEM;SG
participar	приєднання	participar	приєднання	V;NFIN	N;INAN;NOM;NEUT;SG
participar	участь	participar	участь	V;NFIN	N;INAN;ACC;FEM;SG
botânico	ботанічний	botânico	ботанічний	N;MASC;SG	ADJ;NOM;MASC;SG
nacionais	національна	nacional	національний	N;MASC;PL	ADJ;NOM;FEM;SG
nacionais	націонал	nacional	націонал	N;MASC;PL	
nacionais	національне	nacional	національний	N;MASC;PL	ADJ;NOM;NEUT;SG
nacionais	національний	nacional	національний	N;MASC;PL	ADJ;NOM;MASC;SG
nacionais	національні	nacional	національний	N;MASC;PL	ADJ;NOM;PL
mata	вбити	matar	вбити	N;FEM;SG	V;PFV;NFIN
mata	kill	matar	kill	N;FEM;SG	
mata	вбиває	matar	вбивати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
mata	mata	matar	mata	N;FEM;SG	
imperial	імператорський	imperial	імператорський	N;MASC;SG	ADJ;NOM;MASC;SG
imperial	імперський	imperial	імперський	N;MASC;SG	ADJ;NOM;MASC;SG
imperial	imperial	imperial	imperial	N;MASC;SG	
negro	чорні	negro	чорний	ADJ;MASC;SG	ADJ;NOM;PL
negro	негр	negro	негр	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
trilha	доріжки	trilha	доріжка	N;FEM;SG	N;INAN;NOM;FEM;PL
trilha	стежити	trilha	стежити	N;FEM;SG	V;IPFV;NFIN
trilha	сліди	trilha	слід	N;FEM;SG	N;INAN;NOM;MASC;PL
