die	do	die	do	DET;DEF	PROPN
fokus	centrarse	fokus	centrarse	V;PRS	PROPN
fokus	foco	fokus	foco	V;PRS	N
been	óso	been	óso		N
reëls	as	reël	o	N;PL	DET
reëls	de	reël	de	N;PL	ADP
verduidelik	explicarllo	verduidelik	explicarllo	V;PRS	N
jacques	jacques	jacque	jacque		N
gevaar	perigo	gevaar	perigo		N
kroon	coroa	kroon	coroa		N
ingestel	curarse	instel	curarse	V;PST;V.PTCP	PROPN
finland	finlandia	finland	finlandia		PROPN
mee	con	mee	con		ADP
mee	coa	mee	coar		V
mee	co	mee	co		PROPN
altesaam	para	altesaam	para	DET	ADP
altesaam	por	altesaam	por	DET	ADP
presies	exactamente	presies	exactamente		ADV
presies	mesmo	presies	mesmo		DET
presies	o	presies	o		DET
presies	exacto	presies	exacto		N
presies	exacta	presies	exactar		ADJ
presies	mesmas	presies	mesmo		DET
presies	exactamente	presies	exactamente		ADV
presies	mesma	presies	mesmo		DET
carl	carl	carl	carl	PROPN;SG	PROPN
vallei	da	vallei	da	N;SG	V
vallei	valley	vallei	valley	N;SG	PROPN
hede	presentar	hede	presentar	N;PL	V
hede	actual	hede	actual	N;PL	ADJ
hede	presente	hede	presente	N;PL	ADJ
hede	presentes	hede	presente	N;PL	ADJ
nader	a	nader	o	V;PRS	DET
nader	mais	nader	mais	V;PRS	CONJ
nader	máis	nader	máis	V;PRS	ADV
nader	preto	nader	preto	V;PRS	ADV
nader	achéguense	nader	achéguense	V;PRS	ADV
oom	tonton	oom	tontor	N;SG	PROPN
klank	son	klank	ser	N;SG	V
klank	de	klank	de	N;SG	ADP
klank	parece	klank	parecer	N;SG	V
ondersteuning	apoiar	ondersteuning	apoiar	N;SG	V
ondersteuning	de	ondersteuning	de	N;SG	ADP
oprigting	construír	oprigting	construír	N;SG	V
biblioteek	biblioteca	biblioteek	biblioteca	V;PRS	N
suksesvolle	éxito	suksesvol	éxito	ADJ;NOM	N
eet	comer	eet	comer	N;SG	V
eet	comendo	eet	comer	N;SG	V
eet	coma	eet	coma	N;SG	CONJ
eet	a	eet	o	N;SG	DET
straat	street	straat	street	N;SG	PROPN
christiaan	christian	christiaan	christian		V
christiaan	cristiáns	christiaan	cristián		N
suiwer	puro	suiwer	puro		N
suiwer	pura	suiwer	puro		N
suiwer	puros	suiwer	puro		N
getoon	se	toon	se	V;PST;V.PTCP	CONJ
sesde	seis	sesde	seis	ADJ;NOM	N
sesde	6	sesde	6	ADJ;NOM	NUM
getref	éxito	tref	éxito	V;PST;V.PTCP	N
washington	washington	washington	washington		PROPN
washington	dc	washington	dc		PROPN
kat	ao	kat	ao	N;SG	PROPN
ere	honor	ere	honor	ADP	N
ere	honra	ere	honra	ADP	N
ere	señoría	ere	señor	ADP	N
ere	súa	ere	seu	ADP	DET
stroom	comer	stroom	comer	N;SG	V
stroom	alimentar	stroom	alimentar	N;SG	V
stroom	poderán	stroom	poder	N;SG	V
stroom	de	stroom	de	N;SG	ADP
stroom	manter	stroom	manter	N;SG	V
rig	directa	rig	directo	V;PRS	ADJ
vry	libre	vry	libre		ADJ
vry	libres	vry	libre		ADJ
vry	balde	vry	balde		N
arabies	árabe	arabies	árabar	PROPN;SG	N
wette	as	wet	o	N;PL	DET
deelstate	unidos	deelstaat	unir	N;PL	V
deelstate	ee	deelstaat	ee	N;PL	PROPN
deelstate	uu	deelstaat	uu	N;PL	PROPN
deelstate	eua	deelstaat	eua	N;PL	PROPN
boer	jack	boer	jack		PROPN
boer	janek	boer	janek		N
onderrig	a	onderrig	o	N;SG	DET
harry	harry	harry	harry	V;PRS	PROPN
gees	o	gees	o	N;SG	DET
gees	déixate	gees	déixate	N;SG	V
toets	proba	toets	proba	V;PRS	N
toets	exame	toets	exame	V;PRS	N
toets	probas	toets	proba	V;PRS	N
toets	de	toets	de	V;PRS	ADP
toets	test	toets	test	V;PRS	N
toets	exames	toets	exame	V;PRS	N
toets	probas	toets	proba	V;PRS	N
kontak	contacto	kontak	contacto	V;PRS	N
kontak	en	kontak	en	V;PRS	ADP
kontak	con	kontak	con	V;PRS	ADP
vriende	os	vriend	o	N;PL	DET
union	unión	union	unión		N
union	sindicato	union	sindicato		N
union	sindicalista	union	sindicalista		N
union	sindical	union	sindical		N
union	do	union	do		PROPN
jack	jack	jack	jack		PROPN
jack	janek	jack	janek		N
tsaar	tsar	tsaar	tsar		N
aanvalle	ataca	aanval	ataca	N;PL	V
televisie	televisión	televisie	televisión		N
televisie	tele	televisie	telar		N
dadelik	inmediato	dadelik	inmediato	ADV	ADJ
dadelik	de	dadelik	de	ADV	ADP
dadelik	contado	dadelik	contado	ADV	ADJ
omring	rodeados	omring	rodear		V
wiskunde	matemática	wiskunde	matemático	N;SG	ADJ
wiskunde	as	wiskunde	o	N;SG	DET
onderteken	sinal	onderteken	sinal	V;PRS	N
sending	misión	sending	misión		N
american	estadounidense	american	estadounidense		ADJ
american	americanos	american	americano		N
american	americana	american	americano		ADJ
american	americano	american	americano		ADJ
nelson	nelson	nelson	nelson	PROPN;SG	PROPN
marie	mariechen	marie	mariechen		PROPN
marie	marie	marie	marie		N
wysig	edit	wysig	edit	V;PRS	PROPN
wysig	cambio	wysig	cambio	V;PRS	N
kanaal	canal	kanaal	canal	N;SG	PROPN
vergelyk	comparar	vergelyk	comparar		V
vergelyk	comparamos	vergelyk	comparar		V
maksimum	max	maksimum	max		PROPN
gehoor	público	gehoor	público	N;SG	ADJ
gehoor	que	gehoor	que	N;SG	PRO
gehoor	oído	gehoor	oír	N;SG	V
gehoor	escoita	gehoor	escoita	N;SG	V
gehoor	escoito	gehoor	escoito	N;SG	V
planne	os	plan	o	N;PL	DET
gedwing	obrigado	dwing	obrigar		V
gedwing	a	dwing	o		DET
gedwing	forzado	dwing	forzar		V
gedwing	todo	dwing	todo		DET
gedwing	obrigoume	dwing	obrigoume		V
gedwing	recrutado	dwing	recrutar		V
werklikheid	a	werklikheid	o	N;SG	DET
naaste	máis	naby	máis	ADJ;NOM;RL	ADV
karl	karl	karl	karl		PROPN
programme	para	program	para	N;PL	ADP
programme	demostra	program	demostrar	N;PL	V
tipies	normalmente	tipies	normal		ADV
strand	beach	strand	beach	N;SG	PROPN
chili	chile	chili	chile		PROPN
gebruiker	de	gebruiker	de	N;SG	ADP
voedsel	alimentaria	voedsel	alimentario	N;SG	ADJ
ngc	ratos	ngc	rato		N
ngc	démoslles	ngc	démoslle		N
brits	a	brits	o		DET
brits	británico	brits	británico		ADJ
brits	británica	brits	británico		ADJ
brits	británicos	brits	británico		ADJ
brits	británicas	brits	británico		ADJ
brits	inglesa	brits	inglesa		ADJ
lodewyk	luis	lodewyk	luis		PROPN
lodewyk	louis	lodewyk	loui		PROPN
stap	un	stap	un	N;SG	DET
leiers	liderado	leier	liderado	N;PL	V
leiers	os	leier	o	N;PL	DET
angeles	ángeles	angele	ángele		N
angeles	angeles	angele	angel		N
angeles	ánxeles	angele	ánxele		N
jonger	novos	jonk	novo	ADV;CMPR	ADJ
jonger	nova	jonk	novo	ADV;CMPR	ADJ
jonger	novo	jonk	novo	ADV;CMPR	ADJ
toestande	as	toestande	o	N;PL	DET
redelik	xusto	redelik	xusto		ADV
redelik	feira	redelik	feira		N
bal	bola	bal	bola	V;PRS	N
bal	bóla	bal	bóla	V;PRS	N
bal	pelota	bal	pelota	V;PRS	N
bal	balón	bal	balón	V;PRS	N
aparte	separar	apart	separar	PRO	V
gemeenskappe	as	gemeenskap	o	N;PL	DET
sing	canta	sing	canta	V;PRS	N
sing	canta	sing	canta	V;PRS	N
sing	que	sing	que	V;PRS	PRO
uitgebreide	a	uitbrei	o	ADJ;NOM	DET
miskien	se	miskien	se		CONJ
miskien	cadra	miskien	cadra		ADV
miskien	quizais	miskien	quizais		ADV
miskien	pode	miskien	poder		V
miskien	talvez	miskien	talvez		ADV
rekord	de	rekord	de	N;SG	ADP
rekord	gravar	rekord	gravar	N;SG	V
suksesvol	éxito	suksesvol	éxito		N
suksesvol	exitosos	suksesvol	exitoso		ADJ
suksesvol	éxito	suksesvol	éxito		N
suksesvol	con	suksesvol	con		ADP
suksesvol	éxito	suksesvol	éxito		N
oekraïne	ucrania	oekrain	ucrania		PROPN
otto	otto	otto	otto		N
bedoel	que	bedoel	que	V;PRS	PRO
bedoel	para	bedoel	para	V;PRS	ADP
bedoel	de	bedoel	de	V;PRS	ADP
begrip	entender	begrip	entender	N;SG	V
begrip	comprender	begrip	comprender	N;SG	V
innocentius	inocente	innocentius	inocente		ADJ
innocentius	inocentes	innocentius	inocente		ADJ
more	mañá	môre	mañá		ADV
more	mañá	môre	mañá		ADV
more	bo	môre	bo		ADJ
more	día	môre	día		N
more	pola	môre	pola		N
more	días	môre	día		N
more	bos	môre	bo		N
pryse	os	pryse	o	N;PL	DET
beëindig	fin	beëindig	fin	V;PRS	N
beëindig	final	beëindig	final	V;PRS	N
als	todo	als	todo		DET
als	todos	als	todo		DET
als	todas	als	todo		DET
hoogs	do	hoog	do		PROPN
hoogs	enriba	hoog	enriba		ADV
hoogs	20	hoog	20		NUM
hoogs	cima	hoog	cima		N
hoogs	superior	hoog	superior		ADJ
hang	a	hang	o	V;PRS	DET
nabygeleë	preto	nabylee	preto		ADV
tradisioneel	tradicional	tradisioneel	tradicional	ADV	ADJ
tradisioneel	tradicionais	tradisioneel	tradicional	ADV	ADJ
gedrag	seu	gedrag	seu	N;SG	DET
dankie	grazas	dankie	graza	PRO;NOM;SG;3	N
dankie	moitas	dankie	moito	PRO;NOM;SG;3	DET
coastal	costeiras	coastal	costeiro		N
coastal	costeira	coastal	costeiro		ADJ
coastal	costa	coastal	costa		N
inval	redadas	inval	redar	N;SG	V
breek	o	breek	o	V;PRS	DET
chicago	chicago	chicago	chicago	PROPN;SG	PROPN
kamer	cuarto	kamer	cuarto	N;SG	ADJ
verwag	se	verwag	se	V;PRS	CONJ
verwag	que	verwag	que	V;PRS	PRO
verwoes	os	verwoes	o	V;PRS	DET
verwoes	destruílo	verwoes	destruílo	V;PRS	PROPN
verwoes	seguros	verwoes	seguro	V;PRS	N
eiers	os	eiers	o	N;PL	DET
stephen	stephen	stephen	stepher		PROPN
verwerp	a	verwerp	o	V;PRS	DET
verwerp	diferenza	verwerp	diferenza	V;PRS	N
verwerp	contrario	verwerp	contrario	V;PRS	N
verwerp	ó	verwerp	ó	V;PRS	DET
digitale	dixitais	digitaal	dixital	ADJ;NOM	N
bloed	sangue	bloed	sangue		N
bloed	o	bloed	o		DET
finale	derradeira	finaal	derradeiro	N;SG	ADJ
finale	último	finaal	último	N;SG	ADJ
finale	axuntémonos	finaal	axuntémonos	N;SG	V
finale	todos	finaal	todo	N;SG	DET
finale	definitivo	finaal	definitivo	N;SG	ADJ
gratis	libre	gratis	libre	PRO;NOM	ADJ
gratis	libres	gratis	libre	PRO;NOM	ADJ
gratis	balde	gratis	balde	PRO;NOM	N
heer	king	heer	king		PROPN
heer	rei	heer	rei		PROPN
heer	o	heer	o		DET
heer	xurxo	heer	xurxo		N
onlangs	pouco	onlangs	pouco		ADV
onlangs	recentemente	onlangs	recente		ADV
onlangs	ultimamente	onlangs	ultimamente		ADV
onlangs	hai	onlangs	haber		V
grys	gris	grys	gris	ADV	PROPN
grys	gris	grys	gris	ADV	PROPN
grys	é	grys	ser	ADV	V
grey	gris	grey	gris	PROPN;SG	PROPN
grey	é	grey	ser	PROPN;SG	V
anne	anne	anne	anne		PROPN
kongo	congo	kongo	congo	PROPN;SG	PROPN
hotel	hotel	hotel	hotel	N;SG	PROPN
besonderhede	roubada	besonderheid	roubada	N;PL	V
bar	pola	bar	pola		N
bar	de	bar	de		ADP
bar	taberna	bar	taberno		N
bar	bar	bar	bar		N
gelaat	esquerda	gelaat	esquerda	V;PST;V.PTCP	N
deursnee	diámetro	deursnee	diámetro		N
road	estrada	road	estrada		N
road	camiño	road	camiño		N
hill	outeiro	hill	outeiro	PROPN;SG	N
hill	hill	hill	hill	PROPN;SG	PROPN
hill	outeiros	hill	outeiro	PROPN;SG	N
hill	924	hill	924	PROPN;SG	NUM
apartheid	apartheid	apartheid	apartheid	N;SG	PROPN
onthou	lembras	onthou	lembra	V;PRS	N
toekomstige	futuro	toekomstig	futuro	ADJ;NOM	N
goedere	o	goed	o	N;PL	DET
goedere	ben	goed	ben	N;PL	ADV
reël	norma	reël	norma	V;PRS	N
reël	regra	reël	regra	V;PRS	N
reël	reglamento	reël	reglamento	V;PRS	PROPN
ervaar	experiencia	ervaar	experiencia	V;PRS	N
jacob	xacob	jacob	xacob	PROPN;SG	V
aand	serán	aand	ser	N;SG	V
hanteer	mango	hanteer	mango	V;PRS	N
hanteer	diso	hanteer	diso	V;PRS	PRO
teenwoordig	presentar	teenwoordig	presentar		V
teenwoordig	actual	teenwoordig	actual		ADJ
teenwoordig	presente	teenwoordig	presente		ADJ
teenwoordig	presentes	teenwoordig	presente		ADJ
teenwoordig	agasallo	teenwoordig	agasallo		N
walter	walter	walter	walter		PROPN
direkteur	director	direkteur	director	N;SG	ADJ
direkteur	de	direkteur	de	N;SG	ADP
opvoeding	a	opvoeding	o	N;SG	DET
sigbaar	visible	sigbaar	visible		ADJ
sigbaar	visibles	sigbaar	visible		ADJ
muur	parede	muur	parede	V;PRS	N
muur	muro	muur	muro	V;PRS	N
werklik	verdade	werklik	verdade	PART	N
werklik	realmente	werklik	real	PART	ADV
werklik	global	werklik	global	PART	ADJ
werklik	de	werklik	de	PART	ADP
plat	plano	plat	plano		N
band	banda	band	banda	V;PRS	N
gewys	mostrei	wys	mostrar	V;PST;V.PTCP	PROPN
gewys	que	wys	que	V;PST;V.PTCP	PRO
gewys	espectáculo	wys	espectáculo	V;PST;V.PTCP	N
praktyk	unha	praktyk	un	N;SG	DET
praktyk	practicar	praktyk	practicar	N;SG	V
praktyk	exercen	praktyk	exercer	N;SG	V
wapens	as	wapens	o	N;PL	DET
saterdag	sábado	saterdag	sábado		N
definisie	definición	definisie	definición		N
definisie	de	definisie	de		ADP
moord	un	moord	un	N;SG	DET
oorblywende	para	oorbly	para	ADJ;NOM	ADP
toer	xira	toer	xira		N
maatskappye	as	maatskappy	o	N;PL	DET
mening	que	mening	que	N;SG	PRO
mening	a	mening	o	N;SG	DET
arm	brazo	arm	brazo		N
rhodes	rhodes	rhode	rhode	PROPN;SG	PROPN
hoort	pertence	hoort	pertencer		V
hoort	pertencen	hoort	pertencer		V
beperkte	limitado	beperk	limitado		ADJ
beperkte	limitada	beperk	limitado		ADJ
sjinees	os	sjinees	o		DET
sjinees	chineses	sjinees	chinés		N
sjinees	chinés	sjinees	chinés		N
sjinees	chinesas	sjinees	chinés		ADJ
sjinees	chinesa	sjinees	chinés		ADJ
joe	joe	joe	joe		PROPN
waarom	por	waarom	por	PRO	ADP
vinnige	velocidade	vinnig	velocidade	ADJ;NOM	N
hugo	hugo	hugo	hugo		PROPN
kode	code	kode	coder	N;SG	PROPN
spesifiek	específicas	spesifiek	específico		ADJ
spesifiek	específica	spesifiek	específico		ADJ
spesifiek	específico	spesifiek	específico		ADJ
spesifiek	concreto	spesifiek	concreto		ADJ
spesifiek	específicos	spesifiek	específico		ADJ
spesifiek	en	spesifiek	en		ADP
spesifiek	particular	spesifiek	particular		N
spesifiek	concreto	spesifiek	concreto		ADJ
santa	santa	santa	santo		N
bottom	fondo	bottom	fondo		N
bottom	final	bottom	final		N
bottom	do	bottom	do		PROPN
bottom	inferior	bottom	inferior		ADJ
bottom	abaixo	bottom	abaixo		ADV
bottom	todo	bottom	todo		DET
onmiddellik	inmediatamente	onmiddellik	inmediatamente		ADV
onmiddellik	inmediato	onmiddellik	inmediato		ADJ
onmiddellik	axiña	onmiddellik	axiña		ADV
onmiddellik	de	onmiddellik	de		ADP
onmiddellik	contado	onmiddellik	contado		ADJ
hollandse	dutch	hollands	dutch	DET;DEF	PROPN
simon	simon	simon	ser		PROPN
don	non	don	non		PART
arthur	arthur	arthur	arthur		PROPN
eduard	eduardo	eduard	eduardo		N
eduard	edward	eduard	edward		PROPN
giovanni	giovanni	giovanni	giovannivi		PROPN
prente	as	prent	o	N;PL	DET
prente	as	prent	o	N;PL	DET
aangekom	á	aankom	á	V;PST;V.PTCP	N
aangekom	a	aankom	o	V;PST;V.PTCP	DET
vlieg	e	vlieg	e		CONJ
vlieg	pilotar	vlieg	pilotar		V
vlieg	voar	vlieg	voar		V
vlieg	voan	vlieg	voar		V
vlieg	voarei	vlieg	voar		V
vlieg	voe	vlieg	voar		PROPN
vlieg	voo	vlieg	voo		N
honderd	centos	honderd	cento		N
honderd	cento	honderd	cento		N
honderd	300	honderd	300		NUM
honderd	de	honderd	de		ADP
honderd	cen	honderd	cen		N
honderd	100	honderd	100		NUM
skuld	lle	skuld	lle	N;SG	PRO
skuld	debo	skuld	deber	N;SG	V
skuld	debe	skuld	deber	N;SG	V
skuld	debémosche	skuld	debémosche	N;SG	V
skuld	a	skuld	o	N;SG	DET
skuld	debes	skuld	deber	N;SG	V
gereelde	regularmente	gereeld	regular	ADJ;NOM	ADV
gereelde	de	gereeld	de	ADJ;NOM	ADP
gereelde	taxis	gereeld	taxis	ADJ;NOM	N
gereelde	regular	gereeld	regular	ADJ;NOM	V
werkers	os	werker	o	N;PL	DET
wenner	gaña	wenner	gaña	N;SG	V
wind	vento	wind	vento	V;PRS	N
wind	do	wind	do	V;PRS	PROPN
wind	corda	wind	corda	V;PRS	N
wind	chupo	wind	chupo	V;PRS	PROPN
projekte	os	projek	o	N;PL	DET
wladimir	vladimir	wladimir	vladimir		V
christene	christian	christene	christian	N;PL	V
rang	última	rang	último	N;SG	ADJ
presiese	exacto	presies	exacto	ADJ;NOM	N
presiese	exacto	presies	exacto	ADJ;NOM	N
presiese	mesmas	presies	mesmo	ADJ;NOM	DET
presiese	exactamente	presies	exactamente	ADJ;NOM	ADV
presiese	mesma	presies	mesmo	ADJ;NOM	DET
rock	de	rock	de	N;SG	ADP
kommentaar	funcionar	kommentaar	funcionar	N;SG	V
kommentaar	a	kommentaar	o	N;SG	DET
kommentaar	comentar	kommentaar	comentar	N;SG	V
kommentaar	de	kommentaar	de	N;SG	ADP
kommentaar	comando	kommentaar	comar	N;SG	V
deesdae	ultimamente	deesdae	ultimamente		ADV
hoor	que	hoor	que	V;PRS	PRO
may	poden	may	poder		V
may	pode	may	poder		V
may	maio	may	maio		N
may	que	may	que		PRO
may	podo	may	podar		V
scott	scott	scott	scott		PROPN
mary	mary	mary	mary		PROPN
mary	maría	mary	maría		N
alternatiewe	alternativa	alternatief	alternativa	ADJ;NOM	N
vleis	a	vleis	o	N;SG	DET
kere	times	kere	time	N;PL	PROPN
stuart	stuart	stuart	stuart		V
stuart	estuardo	stuart	estuardo		N
golden	de	golden	de		ADP
golden	ouro	golden	ouro		N
duisend	miles	duisend	mil		N
duisend	milleiros	duisend	milleiro		N
duisend	mil	duisend	mil		N
duisend	de	duisend	de		ADP
duisend	millar	duisend	millar		N
boodskap	mensaxe	boodskap	mensaxe	V;PRS	N
georgië	georgia	georgië	georgia		PROPN
waterstof	de	waterstof	de	N;SG	ADP
beginsel	principio	beginsel	principio		N
eugene	eugene	eugene	eugener		PROPN
apple	mazá	app	mazá		N
apple	apple	app	apple		PROPN
apple	asadas	app	asada		N
apple	mazás	app	mazás		N
ernstig	serio	ernstig	serio	V;PRS	N
ernstig	seria	ernstig	seria	V;PRS	ADJ
ernstig	en	ernstig	en	V;PRS	ADP
ernstig	grave	ernstig	grave	V;PRS	ADJ
mede	compañeiros	mede	compañeiro		N
mede	compañeiro	mede	compañeiro		N
mede	teus	mede	teus		DET
mede	tipo	mede	tipo		N
mede	amigo	mede	amigo		N
mede	colega	mede	colego		N
beer	oso	baie	oso		N
beer	osiño	baie	osiño		N
mandela	mandela	mandela	mandela	PROPN;SG	PROPN
reën	chuvia	reën	chuvia	V;PRS	N
reën	choiva	reën	choiva	V;PRS	N
reën	nos	reën	nos	V;PRS	PRO
reën	con	reën	con	V;PRS	ADP
reën	outras	reën	outro	V;PRS	DET
reën	razas	reën	raza	V;PRS	N
reën	a	reën	o	V;PRS	DET
hitte	calefacción	hitte	calefacción	V;PRS	N
hitte	calor	hitte	calor	V;PRS	N
hitte	o	hitte	o	V;PRS	DET
gedig	poema	gedig	poema	V;PRS	N
lente	primavera	lente	primavera		N
lente	a	lente	o		DET
kamp	campo	kamp	campo	V;PRS	N
kamp	campamento	kamp	campamento	V;PRS	N
kamp	acampamento	kamp	acampamento	V;PRS	N
kamp	do	kamp	do	V;PRS	PROPN
kamp	campamento	kamp	campamento	V;PRS	N
eenvoudig	simples	eenvoudig	simple	ADV	ADJ
eenvoudig	simple	eenvoudig	simple	ADV	ADJ
eenvoudig	sinxelo	eenvoudig	sinxelo	ADV	ADJ
eenvoudig	sinxela	eenvoudig	sinxela	ADV	ADJ
eenvoudig	que	eenvoudig	que	ADV	PRO
eenvoudig	sen	eenvoudig	sen	ADV	ADP
eenvoudig	chaira	eenvoudig	chaira	ADV	N
eenvoudig	costa	eenvoudig	costa	ADV	N
eenvoudig	plano	eenvoudig	plano	ADV	N
eenvoudig	claro	eenvoudig	claro	ADV	ADJ
eenvoudig	tenra	eenvoudig	tenra	ADV	N
metaal	de	metaal	de	N;SG	ADP
geheime	os	geheim	o	V;PST;V.PTCP	DET
geheime	segredos	geheim	segrir	V;PST;V.PTCP	N
geheime	segredo	geheim	segredo	V;PST;V.PTCP	N
geheime	secreto	geheim	secreto	V;PST;V.PTCP	N
geheime	secreta	geheim	secreta	V;PST;V.PTCP	N
gemiddeld	de	gemiddeld	de	N;SG	ADP
gemiddeld	estadounidense	gemiddeld	estadounidense	N;SG	ADJ
gehelp	a	help	o	V;PST;V.PTCP	DET
gehelp	axuda	help	axuda	V;PST;V.PTCP	N
gehelp	axudounos	help	axudounos	V;PST;V.PTCP	N
gehelp	útil	help	útil	V;PST;V.PTCP	ADJ
gehelp	axuda	help	axuda	V;PST;V.PTCP	N
wilde	salvaxe	wild	salvaxe	ADJ;NOM	N
wilde	salvaxes	wild	salvaxe	ADJ;NOM	N
pools	polaca	pools	polacar		ADJ
francisco	francisco	francisco	francisco		N
weerstand	a	weerstand	o	N;SG	DET
kleinste	máis	kleins	máis		ADV
gebruike	usa	gebruik	usar	N;PL	V
publieke	público	publiek	público	N;PL	ADJ
publieke	pública	publiek	público	N;PL	ADJ
publieke	públicos	publiek	público	N;PL	ADJ
publieke	públicas	publiek	público	N;PL	ADJ
vrydag	venres	vrydag	venre	PROPN;SG	N
slawe	escravos	slaaf	escravo		N
force	forza	force	forza		N
force	a	force	o		DET
force	policía	force	policía		N
force	exército	force	exército		N
county	do	county	do		PROPN
county	condado	county	condado		N
county	o	county	o		DET
county	nado	county	nacer		V
teenwoordigheid	diante	teenwoordigheid	diante	N;SG	ADV
teenwoordigheid	a	teenwoordigheid	o	N;SG	DET
bedrag	enorme	bedrag	enorme	N;SG	ADJ
gesamentlike	antro	gesamentlik	antro	ADJ;NOM	N
groeiende	de	groei	de	ADJ;NOM	ADP
groeiende	medrando	groei	medrar	ADJ;NOM	V
groeiende	medrar	groei	medrar	ADJ;NOM	V
groeiende	crecemento	groei	crecemento	ADJ;NOM	N
groeiende	crecendo	groei	crecer	ADJ;NOM	V
groeiende	medra	groei	medra	ADJ;NOM	N
metodes	os	metode	o	N;PL	DET
waarheid	a	waarheid	o	N;SG	DET
row	fila	row	fila		N
idees	as	idees	o	N;SG	DET
steve	steve	steve	stavar		PROPN
mure	as	muur	o	N;PL	DET
geëindig	ao	geëindig	ao	V;PST;V.PTCP	PROPN
maniere	de	manier	de	N;PL	ADP
geweld	a	geweld	o	N;SG	DET
slaag	éxito	slaag	éxito	V;PRS	N
tydelik	temporal	tydelik	temporal	CONJ	ADJ
wetgewing	a	wetgewing	o	N;SG	DET
afhanklik	dependentes	afhanklik	dependente	ADV	ADJ
afhanklik	depende	afhanklik	depender	ADV	V
grade	16	graad	16	N;PL	NUM
vrees	medo	vrees	medo	V;PRS	N
juan	juan	juan	juan		PROPN
habitat	do	habitat	do	N;PL	PROPN
vloeistof	líquido	vloeistof	líquido		N
vloeistof	líquida	vloeistof	líquida		ADJ
niemand	ninguén	niemand	ninguén	PRO	ADV
niemand	non	niemand	non	PRO	PART
niemand	a	niemand	o	PRO	DET
kenia	kenia	kenia	kenia	PROPN;SG	PROPN
skuif	diapositiva	skuif	diapositivo	V;PRS	N
lied	cantar	lied	cantar	N;SG	V
lied	canto	lied	canto	N;SG	PRO
families	as	families	o	N;PL	DET
xiv	xiv	xiv	xiv		N
italiaans	italiano	italiaans	italiano		ADJ
italiaans	italiana	italiaans	italiana		ADJ
italiaans	italianos	italiaans	italiano		ADJ
weerspieël	o	weerspieël	o	V;PRS	DET
weerspieël	espello	weerspieël	espello	V;PRS	N
figuur	figura	figuur	figurar	N;SG	V
figuur	que	figuur	que	N;SG	PRO
figuur	descubrir	figuur	descubrir	N;SG	V
figuur	pensar	figuur	pensar	N;SG	V
tom	tom	tom	tom		PROPN
ongelukkig	desgrazadamente	ongelukkig	desgrazadamente		ADV
ongelukkig	por	ongelukkig	por		ADP
ongelukkig	desgraza	ongelukkig	desgraza		N
ongelukkig	desafortunadamente	ongelukkig	desafortunadamente		ADV
lady	señora	lady	señor		N
lady	dama	lady	dama		N
lady	muller	lady	muller		N
lady	nai	lady	nai		N
toneel	escena	toneel	escenar	V;PRS	N
toneel	escea	toneel	escear	V;PRS	N
carter	carter	carter	carter		PROPN
carter	carburadores	carter	carburador		N
latyns	latín	latyns	latín		N
sewende	sete	seef	sete	DET;DEF	N
sewende	7	seef	7	DET;DEF	NUM
aankoms	chega	aankoms	chegar	N;SG	V
nuus	novas	nuus	novo	N;SG	ADJ
gestaak	de	staak	de	V;PST;V.PTCP	ADP
hoekom	por	hoekom	por	PRO	ADP
verdediging	da	verdediging	da	N;SG	V
sodra	cando	sodra	cando	CONJ	PRO
sodra	unha	sodra	un	CONJ	DET
sodra	vez	sodra	vez	CONJ	N
gedagte	importa	dag	importar	N;PL	V
ontsnap	fuxida	ontsnap	fuxida	V;PRS	N
ontsnap	fugarse	ontsnap	fugarsir	V;PRS	N
ontsnap	fuga	ontsnap	fugar	V;PRS	N
elders	outra	elders	outro	PRO	DET
normale	normais	normaal	normal	ADJ;NOM	N
stories	as	stories	o	N;PL	DET
glas	de	glas	de	N;SG	ADP
stalin	stalin	stalin	stalin	V;PRS	PROPN
bernard	bernard	bernard	bernard		V
individuele	persoa	individueel	persoa	ADJ;NOM	N
individuele	cada	individueel	cada	ADJ;NOM	DET
individuele	individuo	individueel	individuo	ADJ;NOM	N
individuele	tipo	individueel	tipo	ADJ;NOM	N
owerheid	autoridade	owerheid	autoridade		N
dun	no	dun	no		V
lewens	vive	lewe	vivir	N;PL	V
impak	un	impak	un	N;SG	DET
impak	mellora	impak	mellorar	N;SG	V
homo	homo	homo	homo		PROPN
komedie	a	komedie	o	N;SG	DET
optree	a	optree	o	V;PRS	DET
bay	baía	bay	baía		N
gewapende	armados	gewaap	armar	ADJ;NOM	N
gewapende	armado	gewaap	armar	ADJ;NOM	N
gewapende	armada	gewaap	armada	ADJ;NOM	N
gewapende	armadas	gewaap	armado	ADJ;NOM	N
komplekse	complexa	kompleks	complexo	N;PL	ADJ
star	estrela	star	estrela		N
star	star	star	star		V
dekade	década	dekade	década		N
russe	os	russe	o	N;PL	DET
half	media	half	media		N
half	metade	half	metade		N
half	medio	half	medio		N
half	a	half	o		DET
diegene	eses	diegene	ese	PRO	DET
diegene	esas	diegene	ese	PRO	DET
diegene	os	diegene	o	PRO	DET
onderwysers	os	onderwyser	o	N;PL	DET
encyclopedia	enciclopedia	encyclopedia	enciclopedia		N
tel	conde	tel	conder	V;PRS	PROPN
