que	那	que	那	PRO	DET
riba	以上	riba	以上	ADV	DET
riba	頂	riba	頂	ADV	N
riba	top	riba	top	ADV	
riba	頂端	riba	頂端	ADV	N
riba	熱門	riba	熱門	ADV	N
riba	最高	riba	最高	ADV	ADJ
terei	威爾	terei	威爾	V	PROPN
tiveches	你	tiveches	你	V	PRO;2
canso	累	canso	累	ADV	V
canso	累	canso	累	ADV	N
comandante	指揮	comandante	指揮	N	V
comandante	主要	comandante	主要	N	ADV
comandante	主修	comandante	主修	N	V
coidar	護理	coidar	護理	V	N
coidar	關心	coidar	關心	V	N
coidar	後	coidar	後	V	ADV
coidar	之後	coidar	之後	V	N
visión	視	visión	視	N	V
visión	視	visión	視	N	V
visión	檢視	visión	檢視	N	V
visión	瀏覽	visión	瀏覽	N	V
popular	流行	popular	流行	N	V
popular	受	popular	受	N	V
xeración	一	xeración	一	N	NUM
city	城市	city	城市	PROPN	N
city	市	city	市	PROPN	N
city	城	city	城	PROPN	N
vivimos	活	vivir	活	V	N
vivimos	live	vivir	live	V	
dobre	兩	dobre	兩	N	NUM
dobre	雙	dobre	雙	N	NUM
dobre	雙	dobre	雙	N	NUM
dobre	雙	dobre	雙	N	NUM
dobre	加	dobre	加	N	V
defensa	防衛	defensa	防衛	N	V
defensa	防衛	defensa	防衛	N	V
sinal	簽字	sinal	簽字	N	V
sinal	簽	sinal	簽	N	V
zapatos	你	zapato	你	N	PRO;2
abofé	課程	abofé	課程	ADV	N
cear	晚飯	cear	晚飯	V	N
cear	晚餐	cear	晚餐	V	N
cear	晚餐	cear	晚餐	V	N
baixar	往下	baixar	往下	V	N
baixar	向	baixar	向	V	ADP
baixar	關	baixar	關	V	PROPN
vestido	禮服	vestido	禮服	V	N
vestido	裙	vestido	裙	V	N
vestido	裙子	vestido	裙子	V	N
vestido	禮服	vestido	禮服	V	N
xuízo	判斷	xuízo	判斷	N	V
xuízo	判斷	xuízo	判斷	N	V
falou	你	falar	你	V	PRO;2
falou	關於	falar	關於	V	ADP
falou	口語	falar	口語	V	N
vermella	red	vermello	red	N	
mudar	更	mudar	更	V	ADV
física	物理	físico	物理	ADJ	N
física	物理	físico	物理	ADJ	N
física	物理	físico	物理	ADJ	N
querería	讚	querer	讚	V	
querería	就	querer	就	V	ADV
querería	像	querer	像	V	ADP
querería	想要	querer	想要	V	
felices	高興	felice	高興	N	ADV
felices	happy	felice	happy	N	
resistencia	抵抗	resistencia	抵抗	N	V
resistencia	抵制	resistencia	抵制	N	V
david	大衛	david	大衛	PROPN	PROPN
david	david	david	david	PROPN	
pantalóns	你	pantalón	你	N	PRO;2
entendido	你	entender	你	V	PRO;2
entendido	那	entender	那	V	DET
entendido	集合	entender	集合	V	N
vés	你	vés	你	V	PRO;2
millas	萬里	milla	萬里	N	PROPN
millas	miles	milla	miles	N	
millas	來	milla	來	N	V
millas	從	milla	從	N	ADP
díxenche	你	díxenche	你	N	PRO;2
ho	人	ho	人	PROPN	N
ho	男人	ho	男人	PROPN	N
ho	man	ho	man	PROPN	
fergus	fergus	fergus	fergus	PROPN	
pensan	思維	pensar	思維	V	N
pensan	思考	pensar	思考	V	N
pensan	人	pensar	人	V	N
pensan	人們	pensar	人	V	N;PL
pensan	人民	pensar	人民	V	N
pensan	她們	pensar	她	V	PRO;PL;3
pensan	他們	pensar	他	V	PRO;PL;3
pensan	它們	pensar	它	V	PRO;PL;3
pensan	關於	pensar	關於	V	ADP
perigoso	危險	perigoso	危險	ADJ	N
compaixón	同	compaixón	同	N	DET
compaixón	可惜	compaixón	可惜	N	ADV
compaixón	憐憫	compaixón	憐憫	N	
correr	跑	correr	跑	V	ADP
mando	控制	mando	控制	N	V
mando	控制	mando	控制	N	V
mando	命令	mando	命令	N	V
mando	指揮	mando	指揮	N	V
mando	充電	mando	充電	N	V
contrario	對	contrario	對	N	ADP
contrario	否則	contrario	否則	N	ADP
oeste	西方	oeste	西方	N	PROPN
abrir	開	abrir	開	V	
alén	超越	alén	超越	ADV	V
alén	來	alén	來	ADV	V
alén	從	alén	從	ADV	ADP
solar	太陽	solar	太陽	V	N
solar	太陽	solar	太陽	V	N
solar	系統	solar	系統	V	N
xudeus	猶太	xudeu	猶太	N	PROPN
xudeus	猶太	xudeu	猶太	N	PROPN
xudeus	這	xudeu	這	N	PRO
xudeus	這	xudeu	這	N	DET
xudeus	猶太	xudeu	猶太	N	PROPN
xudeus	猶太	xudeu	猶太	N	PROPN
xudeus	猶太	xudeu	猶太	N	PROPN
recuperar	背	recuperar	背	V	
recuperar	回	recuperar	回	V	PROPN
cativo	嬰兒	cativo	嬰兒	ADJ	N
cativo	baby	cativo	baby	ADJ	PROPN
cativo	寶貝	cativo	寶貝	ADJ	N
cativo	寶寶	cativo	寶寶	ADJ	N
cativo	小孩	cativo	小孩	ADJ	N
cativo	boy	cativo	boy	ADJ	
cativo	男孩	cativo	男孩	ADJ	N
cativo	小	cativo	小	ADJ	PART
cativo	兒童	cativo	兒童	ADJ	N
cativo	孩子	cativo	孩子	ADJ	N
cativo	小型	cativo	小型	ADJ	N
cativo	小	cativo	小	ADJ	PART
serve	角	servir	角	V	N
serve	點	servir	點	V	N
deixei	左側	deixar	左側	V	N
deixei	左	deixar	左	V	N
deixei	左翼	deixar	左翼	V	N
deixei	左邊	deixar	左邊	V	N
johnny	johnny	johnny	johnny	PROPN	
perna	leg	perna	leg	N	
perna	你	perna	你	N	PRO;2
uso	利用	uso	利用	N	V
uso	使用	uso	使用	N	V
uso	抗	uso	抗	N	V
ides	你	ide	你	V	PRO;2
amosar	show	amosar	show	V	
parecen	她們	parecer	她	V	PRO;PL;3
parecen	他們	parecer	他	V	PRO;PL;3
parecen	它們	parecer	它	V	PRO;PL;3
parecen	讚	parecer	讚	V	
parecen	就	parecer	就	V	ADV
parecen	像	parecer	像	V	ADP
compañeiro	交配	compañeiro	交配	N	V
compañeiro	合伙	compañeiro	合伙	N	V
compañeiro	同	compañeiro	同	N	DET
fuxir	跑	fuxir	跑	V	ADP
fuxir	越獄	fuxir	越獄	V	N
debido	因為	deber	因為	V	ADP
contacto	接觸	contacto	接觸	N	V
contacto	聯絡	contacto	聯絡	N	V
contacto	touch	contacto	touch	N	
contacto	摸	contacto	摸	N	V
contacto	觸碰	contacto	觸碰	N	V
contacto	觸	contacto	觸	N	V
contacto	觸動	contacto	觸動	N	V
xuño	六	xuño	六	N	NUM
xuño	六	xuño	六	N	NUM
xuño	來	xuño	來	N	V
xuño	從	xuño	從	N	ADP
le	讀	le	讀	PROPN	V
le	讀取	le	讀取	PROPN	V
le	閱讀	le	閱讀	PROPN	N
srta	miss	srta	miss	N	
srta	小	srta	小	N	PART
déixeme	讓	déixeme	讓	PROPN	V;CAUS
déixeme	休假	déixeme	休假	PROPN	V
déixeme	離開	déixeme	離開	PROPN	V
gústache	你	gústache	你	V	PRO;2
gústache	讚	gústache	讚	V	
gústache	就	gústache	就	V	ADV
gústache	像	gústache	像	V	ADP
copa	喝	copa	喝	N	V
copa	喝酒	copa	喝酒	N	V
perdeu	他	perder	他	V	PRO;3
clases	上學	clase	上學	N	V
laboratorio	實驗	laboratorio	實驗	N	V
laboratorio	實驗	laboratorio	實驗	N	V
laboratorio	化驗	laboratorio	化驗	N	V
global	全球	global	全球	ADJ	N
necesitamos	需求	necesitar	需求	V	N
agardando	等	agardar	等	V	N
agardando	等	agardar	等	V	N
deixe	左側	deixar	左側	V	N
deixe	左	deixar	左	V	N
deixe	左翼	deixar	左翼	V	N
deixe	左邊	deixar	左邊	V	N
saída	退出	saída	退出	N	V
saída	出境	saída	出境	N	V
saída	出局	saída	出局	N	V
completo	飽	completo	飽	ADJ	N
completo	完整	completo	完整	ADJ	N
completo	滿	completo	滿	ADJ	PROPN
completo	完全	completo	完全	ADJ	ADV
completo	完整	completo	完整	ADJ	N
completo	完成	completo	完成	ADJ	V
biblia	聖經	biblia	聖經	N	PROPN
mentira	謊言	mentira	謊言	ADJ	N
mentira	謊言	mentira	謊言	ADJ	N
chaman	電話	chamar	電話	V	N
chaman	通話	chamar	通話	V	N
chaman	她們	chamar	她	V	PRO;PL;3
chaman	他們	chamar	他	V	PRO;PL;3
chaman	它們	chamar	它	V	PRO;PL;3
chaman	名字	chamar	名字	V	N
chaman	名稱	chamar	名稱	V	N
chaman	姓名	chamar	姓名	V	N
axente	代理	axente	代理	N	V
axente	代理	axente	代理	N	V
axente	代理	axente	代理	N	V
oficiais	官員	oficial	官員	ADJ	N
volvo	背	volvo	背	V	
volvo	回	volvo	回	V	PROPN
volvo	再次	volvo	再次	V	ADV
maldita	你	maldita	你	N	PRO;2
deixes	唐	deixar	唐	V	PROPN
deixes	don	deixar	don	V	
sindicato	辛迪加	sindicato	辛迪加	N	PROPN
escoite	聽	escoitar	聽	V	ADP
escoite	嘿	escoitar	嘿	V	
visto	裙	ver	裙	V	N
visto	裙子	ver	裙子	V	N
visto	禮服	ver	禮服	V	N
visto	鋸	ver	鋸	V	N
visto	鋸子	ver	鋸子	V	N
pasando	時光	pasar	時光	V	N
pasando	時間	pasar	時間	V	N
apoio	支援	apoio	支援	N	V
porén	雖然	porén	雖然	ADV	ADP
práctica	練習	práctica	練習	N	V
correo	mail	correo	mail	N	
correo	email	correo	email	N	
correo	張	correo	張	N	PROPN
correo	post	correo	post	N	
correo	辦公	correo	辦公	N	V
correo	辦公	correo	辦公	N	V
correo	辦事	correo	辦事	N	V
correo	辦事	correo	辦事	N	V
modelo	示	modelo	示	N	V
propiedade	所有	propiedade	所有	N	DET
propiedade	擁有	propiedade	擁有	N	V
dea	你	dar	你	V	PRO;2
millón	百萬	millón	百萬	N	NUM
canta	如何	canta	如何	N	
canta	許多	canta	許多	N	NUM
bacterias	那	bacteria	那	N	DET
vacacións	holiday	vacación	holiday	N	
vacacións	度假	vacación	度假	N	V
vacacións	度假	vacación	度假	N	V
vacacións	渡假	vacación	渡假	N	V
vacacións	度假	vacación	度假	N	V
nelson	nelson	nelson	nelson	PROPN	
servir	你	servir	你	V	PRO;2
perda	輸	perda	輸	N	V
perda	失	perda	失	N	V
perda	輸	perda	輸	N	V
perda	輸	perda	輸	N	V
perda	遺失	perda	遺失	N	V
perda	迷失	perda	迷失	N	V
perda	廢	perda	廢	N	V
perda	浪費	perda	浪費	N	V
perda	滅失	perda	滅失	N	V
perda	喪失	perda	喪失	N	V
parvadas	傻	parvar	傻	ADJ	
parvadas	垃圾	parvar	垃圾	ADJ	N
parvadas	蠢	parvar	蠢	ADJ	N
parvadas	笨	parvar	笨	ADJ	PART
parvadas	愚蠢	parvar	愚蠢	ADJ	N
parvadas	傻	parvar	傻	ADJ	
quixera	想要	querer	想要	V	
quixera	讚	querer	讚	V	
quixera	就	querer	就	V	ADV
quixera	像	querer	像	V	ADP
fogo	火焰	fogo	火焰	N	PROPN
fogo	拍攝	fogo	拍攝	N	V
fogo	拍	fogo	拍	N	V
fica	你	ficar	你	V	PRO;2
serás	你	ser	你	V	PRO;2
serás	威爾	ser	威爾	V	PROPN
querías	你	quería	你	N	PRO;2
querías	通緝	quería	通緝	N	V
querías	想要	quería	想要	N	
cadro	畫畫	cadro	畫畫	N	V
salvo	安全	salvo	安全	ADP	N
salvo	平安	salvo	平安	ADP	PROPN
salvo	除	salvo	除	ADP	V
salvo	除	salvo	除	ADP	V
salvo	除外	salvo	除外	ADP	N
obrigado	你	obrigar	你	V	PRO;2
obrigado	強迫	obrigar	強迫	V	
comunicación	溝通	comunicación	溝通	N	V
estraña	奇怪	estraña	奇怪	ADJ	N
estraña	搞笑	estraña	搞笑	ADJ	N
estraña	好笑	estraña	好笑	ADJ	N
estraña	怪	estraña	怪	ADJ	N
quedan	左側	quedar	左側	V	N
quedan	左	quedar	左	V	N
quedan	左翼	quedar	左翼	V	N
quedan	左邊	quedar	左邊	V	N
quedan	仍然	quedar	仍然	V	ADV
quedan	依然	quedar	依然	V	ADV
precisas	你	preciso	你	ADJ	PRO;2
precisas	需求	preciso	需求	ADJ	N
precisas	需要	preciso	需要	ADJ	V
caeu	往下	caeu	往下	V	N
caeu	向	caeu	向	V	ADP
caeu	她	caeu	她	V	PRO;3
dean	那	dar	那	V	DET
dean	小便	dar	小便	V	N
dean	尿	dar	尿	V	N
dean	關	dar	關	V	PROPN
querían	她們	querer	她	V	PRO;PL;3
querían	他們	querer	他	V	PRO;PL;3
querían	它們	querer	它	V	PRO;PL;3
querían	想要	querer	想要	V	
arranxar	你	arranxar	你	V	PRO;2
inocente	人	inocente	人	ADJ	N
inocente	男人	inocente	男人	ADJ	N
inocente	man	inocente	man	ADJ	
cristo	基督	cristo	基督	N	PROPN
mesmas	相同	mesmo	相同	DET	ADJ
estilo	style	estilo	style	N	
malia	儘管	malia	儘管	CONJ	ADP
malia	雖然	malia	雖然	CONJ	ADP
malia	雖然	malia	雖然	CONJ	ADP
malia	甚至	malia	甚至	CONJ	ADV
incríbel	驚人	incríbel	驚人	ADJ	N
incríbel	這	incríbel	這	ADJ	PRO
incríbel	這	incríbel	這	ADJ	DET
aceptar	你	aceptar	你	V	PRO;2
necesidade	需要	necesidade	需要	N	V
tiveron	她們	ter	她	V	PRO;PL;3
tiveron	他們	ter	他	V	PRO;PL;3
tiveron	它們	ter	它	V	PRO;PL;3
vira	鋸	vir	鋸	V	N
vira	鋸子	vir	鋸子	V	N
vira	從	vir	從	V	ADP
vira	從	vir	從	V	ADP
vira	從來	vir	從來	V	ADV
vira	以前	vir	以前	V	N
vira	前	vir	前	V	N
vira	之前	vir	之前	V	N
razóns	為何	razón	為何	N	
razóns	為	razón	為	N	ADP
razóns	為	razón	為	N	ADP
levaba	她	levar	她	V	PRO;3
tantas	許多	tanto	許多	DET	NUM
esto	這	esto	這	PROPN	PRO
esto	這	esto	這	PROPN	DET
esto	見	esto	見	PROPN	V
bebés	年輕	bebés	年輕	N	ADJ
bebés	young	bebés	young	N	
bebés	baby	bebés	baby	N	PROPN
bebés	其	bebés	其	N	PRO;3
puxo	集	poñer	集	V	N
debaixo	下方	debaixo	下方	ADV	N
debaixo	以下	debaixo	以下	ADV	DET
debaixo	水底	debaixo	水底	ADV	N
debaixo	水下	debaixo	水下	ADV	N
debaixo	水中	debaixo	水中	ADV	N
inimigos	仇人	inimigo	仇人	ADJ	N
inimigos	將	inimigo	將	ADJ	V;CAUS
inimigos	威爾	inimigo	威爾	ADJ	PROPN
inimigos	敵軍	inimigo	敵軍	ADJ	N
inimigos	敵方	inimigo	敵方	ADJ	N
inimigos	敵	inimigo	敵	ADJ	N
inimigos	敵人	inimigo	敵人	ADJ	N
abril	四	abril	四	N	NUM
abril	四	abril	四	N	NUM
estrela	star	estrela	star	N	
trinta	thirty	trinta	thirty	NUM	
leve	你	leve	你	ADJ	PRO;2
leve	獲取	leve	獲取	ADJ	V
leve	獲得	leve	獲得	ADJ	V
leve	得到	leve	得到	ADJ	V
leve	帶	leve	帶	ADJ	V
leve	首頁	leve	首頁	ADJ	
leve	家	leve	家	ADJ	N
leve	home	leve	home	ADJ	
leve	住家	leve	住家	ADJ	N
cabelo	毛	cabelo	毛	N	PROPN
california	加利福尼亞	california	加利福尼亞	N	PROPN
california	加州	california	加州	N	PROPN
velaquí	這裡	velaquí	這裡	V	PRO
velaquí	這	velaquí	這	V	PRO
velaquí	這	velaquí	這	V	DET
velaquí	而且	velaquí	而且	V	ADV
velaquí	和	velaquí	和	V	ADP
velaquí	還	velaquí	還	V	ADV
doutra	有	doutrar	有	N	V
doutra	其他	doutrar	其他	N	DET
doutra	否則	doutrar	否則	N	ADP
doutra	來	doutrar	來	N	V
doutra	從	doutrar	從	N	ADP
doutra	更好	doutrar	更好	N	ADJ
perante	以前	perante	以前	ADJ	N
perante	前	perante	前	ADJ	N
perante	之前	perante	之前	ADJ	N
perante	站立	perante	站立	ADJ	V
perante	站	perante	站	ADJ	N
perante	站	perante	站	ADJ	V
perante	前面	perante	前面	ADJ	N
perante	陣線	perante	陣線	ADJ	N
político	政治	político	政治	ADJ	N
político	政客	político	政客	ADJ	N
político	政治	político	政治	ADJ	N
aprendín	學	aprender	學	V	N
deron	她們	dar	她	V	PRO;PL;3
deron	他們	dar	他	V	PRO;PL;3
deron	它們	dar	它	V	PRO;PL;3
útil	實用	útil	實用	ADJ	N
útil	有	útil	有	ADJ	V
útil	利用	útil	利用	ADJ	V
útil	使用	útil	使用	ADJ	V
viron	你	ver	你	V	PRO;2
viron	她們	ver	她	V	PRO;PL;3
viron	他們	ver	他	V	PRO;PL;3
viron	它們	ver	它	V	PRO;PL;3
viron	鋸	ver	鋸	V	N
viron	鋸子	ver	鋸子	V	N
empezar	再次	empezar	再次	V	ADV
empezar	首先	empezar	首先	V	
empezar	第一	empezar	第一	V	NUM
empezar	全部	empezar	全部	V	DET
empezar	所有	empezar	所有	V	DET
empezar	all	empezar	all	V	
xogos	games	xogo	games	N	
xogos	game	xogo	game	N	
xogos	博弈	xogo	博弈	N	V
pescozo	圍繞	pescozo	圍繞	N	V
pescozo	圍繞	pescozo	圍繞	N	V
escoller	挑	escoller	挑	V	
escoller	選	escoller	選	V	N
escoller	你	escoller	你	V	PRO;2
escoller	你	escoller	你	V	PRO;2
combate	作戰	combate	作戰	N	V
combate	打	combate	打	N	V
importancia	重要	importancia	重要	N	ADJ
importancia	重要	importancia	重要	N	ADJ
importancia	重要	importancia	重要	N	ADJ
importancia	任何	importancia	任何	N	DET
eleccións	選舉	elección	選舉	N	V
eleccións	選舉	elección	選舉	N	V
debeu	必須	deber	必須	V	V
debeu	你	deber	你	V	PRO;2
debeu	應	deber	應	V	V
debeu	她	deber	她	V	PRO;3
metro	三	metro	三	N	NUM
metro	三	metro	三	N	NUM
metro	metro	metro	metro	N	
escribiu	寫作	escribiu	寫作	V	N
beira	岸上	beira	岸上	N	
beira	一	beira	一	N	NUM
beira	近	beira	近	N	
beira	靠近	beira	靠近	N	V
beira	江	beira	江	N	PROPN
mataron	她們	matar	她	V	PRO;PL;3
mataron	他們	matar	他	V	PRO;PL;3
mataron	它們	matar	它	V	PRO;PL;3
verás	你	verás	你	V	PRO;2
verás	威爾	verás	威爾	V	PROPN
daisy	菊花	daisy	菊花	ADJ	N
daisy	daisy	daisy	daisy	ADJ	
pido	問	pedir	問	V	
grave	重度	grave	重度	ADJ	N
grave	非常	grave	非常	ADJ	ADV
grave	認真	grave	認真	ADJ	N
grave	墳	grave	墳	ADJ	N
grave	墓	grave	墓	ADJ	N
grave	墳	grave	墳	ADJ	N
grave	壞	grave	壞	ADJ	N
resultados	獲取	resultado	獲取	N	V
resultados	獲得	resultado	獲得	N	V
resultados	得到	resultado	得到	N	V
mirando	手錶	mirar	手錶	V	N
setembro	九	setembro	九	N	NUM
setembro	九	setembro	九	N	NUM
nestes	這些	neste	這些	PROPN	DET
primeiras	首先	primeiro	首先	ADJ	
primeiras	第一	primeiro	第一	ADJ	NUM
primeiras	非常	primeiro	非常	ADJ	ADV
primeiras	提早	primeiro	提早	ADJ	V
primeiras	及	primeiro	及	ADJ	ADV
primeiras	早期	primeiro	早期	ADJ	N
primeiras	提前	primeiro	提前	ADJ	V
decidín	頭腦	decidir	頭腦	V	N
decidín	心靈	decidir	心靈	V	N
motivo	為何	motivo	為何	N	
motivo	為	motivo	為	N	ADP
motivo	為	motivo	為	N	ADP
cren	她們	cren	她	V	PRO;PL;3
cren	他們	cren	他	V	PRO;PL;3
cren	它們	cren	它	V	PRO;PL;3
cren	你	cren	你	V	PRO;2
cren	誰	cren	誰	V	PRO
dito	你	dicir	你	V	PRO;2
dito	那	dicir	那	V	DET
emprego	使用	emprego	使用	N	V
carón	下	carón	下	N	DET
carón	關閉	carón	關閉	N	V
carón	近	carón	近	N	
carón	靠近	carón	靠近	N	V
carón	一	carón	一	N	NUM
chegue	威爾	chegar	威爾	V	PROPN
chegue	右	chegar	右	V	N
malas	壞	mal	壞	ADJ	N
malas	那	mal	那	ADJ	DET
malas	惡	mal	惡	ADJ	N
malas	邪惡	mal	邪惡	ADJ	N
tamaño	big	tamaño	big	N	
tamaño	大	tamaño	大	N	PART
sacrificio	屠	sacrificio	屠	N	PROPN
sacrificio	屠	sacrificio	屠	N	PROPN
prefiro	讚	preferir	讚	V	
prefiro	就	preferir	就	V	ADV
prefiro	像	preferir	像	V	ADP
roma	羅馬	roma	羅馬	PROPN	PROPN
luns	週	lun	週	PROPN	N
luns	星期	lun	星期	PROPN	N
chamas	你	chamar	你	N	PRO;2
chamas	致電	chamar	致電	N	V
chamas	打電	chamar	打電	N	V
chamas	呼叫	chamar	呼叫	N	V
chamas	火焰	chamar	火焰	N	PROPN
branca	white	branco	white	ADJ	
branca	白	branco	白	ADJ	N
branca	白色	branco	白色	ADJ	N
branca	女人	branco	女人	ADJ	N
branca	女	branco	女	ADJ	N
branca	女子	branco	女子	ADJ	N
von	von	von	von	PROPN	
berlín	柏林	berlín	柏林	PROPN	PROPN
berlín	berlin	berlín	berlin	PROPN	
matthew	matthew	matthew	matthew	PROPN	
resulta	那	resultar	那	V	DET
falei	關於	falel	關於	V	ADP
falei	口語	falel	口語	V	N
correndo	跑	correr	跑	V	ADP
correndo	周圍	correr	周圍	V	N
correndo	比賽	correr	比賽	V	N
correndo	賽	correr	賽	V	N
correndo	種族	correr	種族	V	N
correndo	競賽	correr	競賽	V	N
correndo	她們	correr	她	V	PRO;PL;3
correndo	他們	correr	他	V	PRO;PL;3
correndo	它們	correr	它	V	PRO;PL;3
meirande	大	meirande	大	ADJ	PART
meirande	大多	meirande	大多	ADJ	ADV
meirande	大	meirande	大	ADJ	ADV
neuronas	生成	neurona	生成	N	V
sede	渴	sede	渴	N	V
sede	渴	sede	渴	N	V
sede	霍爾	sede	霍爾	N	PROPN
sede	hall	sede	hall	N	
sede	渴	sede	渴	N	V
teñan	她們	ter	她	V	PRO;PL;3
teñan	他們	ter	他	V	PRO;PL;3
teñan	它們	ter	它	V	PRO;PL;3
teñan	其他	ter	其他	V	DET
cambios	變更	cambio	變更	N	V
cambios	變動	cambio	變動	N	V
cambios	變化	cambio	變化	N	V
cambios	更	cambio	更	N	ADV
cambios	改變	cambio	改變	N	V
cambios	更	cambio	更	N	ADV
cambios	變更	cambio	變更	N	V
cambios	變	cambio	變	N	V
cambios	改變	cambio	改變	N	V
sentimentos	感受	sentimento	感受	N	V
sentimentos	感受	sentimento	感受	N	V
sentimentos	感受	sentimento	感受	N	V
presenza	存在	presenza	存在	N	V
altura	高	altura	高	N	PROPN
altura	三	altura	三	N	NUM
altura	簡短	altura	簡短	N	ADJ
altura	短	altura	短	N	PART
outubro	十月	outubro	十月	N	
outubro	十	outubro	十	N	NUM
y	而且	y	而且	N	ADV
y	和	y	和	N	ADP
y	還	y	還	N	ADV
inmediatamente	右	inmediatamente	右	ADV	N
inmediatamente	一	inmediatamente	一	ADV	NUM
inmediatamente	一旦	inmediatamente	一旦	ADV	ADP
estupendo	那	estuper	那	V	DET
estupendo	棒	estuper	棒	V	N
estupendo	偉大	estuper	偉大	V	ADJ
estupendo	很好	estuper	很好	V	ADJ
estupendo	尼斯	estuper	尼斯	V	PROPN
americana	美式	americano	美式	ADJ	N
gas	天然	gas	天然	N	ADJ
preparado	全部	preparado	全部	N	DET
preparado	所有	preparado	所有	N	DET
preparado	all	preparado	all	N	
preparado	設	preparado	設	N	V
preparado	設定	preparado	設定	N	V
trato	交易	trato	交易	N	V
acabo	只	acabo	只	V	ADV
acabo	只要	acabo	只要	V	ADP
bomba	關	bomba	關	N	PROPN
bomba	關閉	bomba	關閉	N	V
camarada	交配	camarar	交配	N	V
autobús	背	autobús	背	N	
autobús	回	autobús	回	N	PROPN
segues	仍然	seguir	仍然	V	ADV
segues	依然	seguir	依然	V	ADV
segues	你	seguir	你	V	PRO;2
marche	休假	marche	休假	N	V
marche	離開	marche	離開	N	V
marche	你	marche	你	N	PRO;2
marche	獲取	marche	獲取	N	V
marche	獲得	marche	獲得	N	V
marche	得到	marche	得到	N	V
marche	出局	marche	出局	N	V
deica	久	deica	久	ADV	N
deica	長	deica	長	ADV	PART
deica	見	deica	見	ADV	V
deica	拜拜	deica	拜拜	ADV	V
deica	拜	deica	拜	ADV	PROPN
imaxinación	想象力	imaxinación	想象力	N	PROPN
imaxinación	想像	imaxinación	想像	N	V
facedes	你	facede	你	V	PRO;2
apareceu	show	aparecer	show	V	
golpe	一	golpe	一	N	NUM
golpe	一旦	golpe	一旦	N	ADP
golpe	吹	golpe	吹	N	
oír	興趣	oír	興趣	V	N
oír	感	oír	感	V	N
oír	聽力	oír	聽力	V	N
oír	聽覺	oír	聽覺	V	N
plano	平	plano	平	N	
plano	計劃	plano	計劃	N	V
necesita	需求	necesitar	需求	V	N
necesita	需求	necesitar	需求	V	N
necesita	你	necesitar	你	V	PRO;2
necesita	她	necesitar	她	V	PRO;3
naturalmente	課程	natural	課程	ADV	N
naturalmente	自然	natural	自然	ADV	N
voltas	圍繞	volta	圍繞	N	V
voltas	圍繞	volta	圍繞	N	V
voltas	背	volta	背	N	
voltas	回	volta	回	N	PROPN
voltas	圓	volta	圓	N	
parecer	讚	parecer	讚	V	
parecer	就	parecer	就	V	ADV
parecer	像	parecer	像	V	ADP
parecer	聲音	parecer	聲音	V	N
parecer	音效	parecer	音效	V	N
parecer	你	parecer	你	V	PRO;2
xullo	七	xullo	七	N	NUM
xullo	七	xullo	七	N	NUM
carga	充電	carga	充電	N	V
carga	負擔	carga	負擔	N	V
carga	裝載	carga	裝載	N	V
carga	負荷	carga	負荷	N	V
chegan	她們	chegar	她	V	PRO;PL;3
chegan	他們	chegar	他	V	PRO;PL;3
chegan	它們	chegar	它	V	PRO;PL;3
salvaxe	野	salvaxe	野	N	PROPN
salvaxe	野生	salvaxe	野生	N	ADJ
limpo	清潔	limpo	清潔	ADJ	V
voda	結婚	vodo	結婚	N	V
caza	狩獵	caza	狩獵	N	V
caza	打獵	caza	打獵	N	V
caza	hunt	caza	hunt	N	
caza	狩獵	caza	狩獵	N	V
caza	捕鯨	caza	捕鯨	N	V
cen	hundred	cen	hundred	N	
cen	百	cen	百	N	PROPN
cen	一	cen	一	N	NUM
cen	one	cen	one	N	
cen	一	cen	一	N	NUM
ósos	bones	óso	bones	N	
george	喬治	george	喬治	PROPN	PROPN
george	george	george	george	PROPN	
poidan	威爾	poder	威爾	V	PROPN
poidan	她們	poder	她	V	PRO;PL;3
poidan	他們	poder	他	V	PRO;PL;3
poidan	它們	poder	它	V	PRO;PL;3
soamente	只有	soamente	只有	ADV	ADP
soamente	只要	soamente	只要	ADV	ADP
charla	聊	charlar	聊	N	V
charla	講	charlar	講	N	V
