heller	heller	hell	heller	ADJ	N;NOM;SG
genua	genova	genua	genov	PROPN;NOM;SG	N;NOM;SG
cook	cook	cook	cook	PROPN;NOM;SG	N;NOM;SG
cook	kokk	cook	kokk	PROPN;NOM;SG	N;NOM;SG
juristen	advokaat	juristen	advokaat	N;NOM;PL	N;NOM;SG
juristen	jurist	juristen	jurist	N;NOM;PL	N;NOM;SG
rum	rumm	rum	rumm		N;NOM;SG
rum	rummi	rum	rumm		N;PRT;SG
preisgeld	auhinna	preisgeld	au_hind		N;GEN;SG
preisgeld	auhind	preisgeld	au_hind		N;NOM;SG
preisgeld	auhinnaks	preisgeld	au_hind		N;TRANS;SG
sekunde	sekundid	sekunde	sekund		N;NOM;PL
sekunde	sekundit	sekunde	sekund		N;PRT;SG
sekunde	teine	sekunde	teine		PRO;NOM;SG
sekunde	teiseks	sekunde	teiseks		ADV
sekunde	sec	sekunde	sec		N;NOM;SG
sekunde	sek	sekunde	sek		NUM
warren	warren	warr	warren		N;NOM;SG
nigeria	nigeeria	nigeria	nigeeria	PROPN;NOM;NEUT;SG	N;NOM;SG
nigeria	nigeeria	nigeria	nigeeria	PROPN;NOM;NEUT;SG	N;NOM;SG
fuhren	sõitsin	fahren	sõitma	V;IND;PL;3;PST;FIN	V;IND;SG;1;IPFV;FIN;ACT
fuhren	sõitis	fahren	sõitma	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN;ACT
orient	orient	orient	orient		N;NOM;SG
benötigen	vaja	benötigen	vaja	V;NFIN	ADV
benötigen	vajadus	benötigen	vajadus	V;NFIN	N;NOM;SG
gespeichert	päästetud	speichern	päästma	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gültige	kehtiv	gültig	kehtiv	ADJ;NOM;FEM;PL	ADJ;NOM;SG
gültige	kehtib	gültig	kehtima	ADJ;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
bezirke	piirkonnad	bezirken	piirkond		N;NOM;PL
bezirke	maakondades	bezirken	maakond		N;IN+ESS;PL
paare	paaride	paaren	paar		NUM;NOM;SG
paare	paarid	paaren	paar		N;NOM;PL
paare	paar	paaren	paar		NUM;NOM;SG
paare	paari	paaren	paar		NUM;NOM;SG
paare	paari	paaren	paar		NUM;NOM;SG
paare	paaris	paaren	paar		NUM;IN+ESS;SG
paare	paaride	paaren	paar		NUM;NOM;SG
paare	paarid	paaren	paar		N;NOM;PL
blood	veri	blood	veri	PROPN	N;NOM;SG
blood	vere	blood	veri	PROPN	N;NOM;SG
mathematische	matemaatiline	mathematisch	matemaatiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
mathematische	matemaatika	mathematisch	matemaatika	ADJ;NOM;FEM;PL	N;NOM;SG
mathematische	matemaatika	mathematisch	matemaatika	ADJ;NOM;FEM;PL	N;NOM;SG
gefasst	tabatud	fassen	tabatud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
set	komplekti	set	komplekt		N;PRT;SG
set	komplekt	set	komplekt		N;NOM;SG
set	määra	set	määr		N;PRT;SG
set	seadis	set	seadma		V;IND;SG;3;PST;FIN;ACT
störung	häired	störung	häire	N;FEM;SG	N;NOM;PL
rekonstruktion	ülesehitamise	rekonstruktion	üles_ehitamine	N;NOM;FEM;SG	N;GEN;SG
administratoren	admin	administratoren	admin	N;NOM;PL	N;NOM;SG
administratoren	administraatori	administratoren	administraator	N;NOM;PL	N;PRT;SG
administratoren	administraator	administratoren	administraator	N;NOM;PL	N;NOM;SG
administratoren	administraatoritele	administratoren	administraator	N;NOM;PL	N;AT+ALL;PL
administratoren	haldur	administratoren	haldur	N;NOM;PL	N;NOM;SG
administratoren	administraator	administratoren	administraator	N;NOM;PL	N;NOM;SG
gelernt	õpitud	lernen	õpitud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gelernt	õpitud	lernen	õpitud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
gefüllt	täidisega	füllen	täidis	V;V.PTCP	N;COM;SG
auslegung	tõlgenduste	auslegung	tõlgendus	ADV	N;GEN;PL
auslegung	tõlgendus	auslegung	tõlgendus	ADV	N;NOM;SG
auslegung	tõlgendamine	auslegung	tõlgendamine	ADV	N;NOM;SG
auslegung	tõlgendamine	auslegung	tõlgendamine	ADV	N;NOM;SG
haushalt	kodumajapidamises	haushalt	kodu_maja_pidamine		N;IN+ESS;SG
haushalt	leibkonna	haushalt	leibkond		N;NOM;SG
haushalt	eelarve	haushalt	eel_arve		N;NOM;SG
haushalt	koristaja	haushalt	korista=ja		N;NOM;SG
marschall	marshall	marschall	marshall	ADJ	N;NOM;SG
marschall	marshalli	marschall	marshall	ADJ	N;NOM;SG
marschall	marssal	marschall	marss	ADJ	N;NOM;SG
prediger	jutlustaja	prediger	jutlustaja	ADJ	N;NOM;SG
schöner	nice	schön	nice	ADJ	N;NOM;SG
kaspar	kaspar	kaspar	kaspar	PROPN;NOM;MASC;SG	N;NOM;SG
kaspar	caspar	kaspar	caspar	PROPN;NOM;MASC;SG	N;NOM;SG
ecken	nurgad	ecken	nurk		N;NOM;PL
ecken	servad	ecken	serv		N;NOM;PL
ecken	nurk	ecken	nurk		N;NOM;SG
ecken	nurka	ecken	nurk		N;IN+ALL;LGSPEC1;SG
speichern	salvestamine	speichern	salvestamine	V;NFIN	N;NOM;SG
speichern	päästmine	speichern	päästmine	V;NFIN	N;NOM;SG
speichern	salvestamine	speichern	salvestamine	V;NFIN	N;NOM;SG
speichern	säästmine	speichern	säästmine	V;NFIN	N;NOM;SG
speichern	pood	speichern	pood	V;NFIN	N;NOM;SG
speichern	poodi	speichern	pood	V;NFIN	N;IN+ALL;LGSPEC1;SG
schuss	lask	schassen	lask	ADJ	N;NOM;SG
schuss	tulistas	schassen	tulistama	ADJ	V;IND;SG;3;PST;FIN;ACT
freundlich	lahkelt	freundlich	lahkelt	ADJ	ADV
freundlich	lahkesti	freundlich	lahkesti	ADJ	ADV
gehäuse	eluaseme	gehäus	elu_ase		N;GEN;SG
gehäuse	kestad	gehäus	kestma		N;NOM;PL
zylinder	silindri	zylinder	silinder		N;GEN;SG
zylinder	ballooni	zylinder	balloon		N;PRT;SG
zylinder	silindrid	zylinder	silinder		N;NOM;PL
zylinder	tünn	zylinder	tünn		N;NOM;SG
wähler	valijaskonna	wählern	valijaskond		N;NOM;SG
wähler	hääletaja	wählern	hääletaja		N;NOM;SG
wähler	valija	wählern	valija		N;NOM;SG
wähler	valijad	wählern	valija		N;NOM;PL
reduzieren	vähendamine	reduzieren	vähendamine	V;NFIN	N;NOM;SG
populär	populaarsus	populär	populaarsus	ADJ	N;NOM;SG
gewinnung	kaevandamine	gewinnung	kaevanda=mine	ADJ	N;NOM;SG
gewinnung	ekstraheerimisel	gewinnung	ekstraheeri=mine	ADJ	N;AT+ESS
;SG
fotografien	fotode	fotografien	foto		N;GEN;PL
fotografien	fotod	fotografien	foto		N;NOM;PL
fotografien	fotode	fotografien	foto		N;GEN;PL
fotografien	fotod	fotografien	foto		N;NOM;PL
fotografien	photography	fotografien	photography		N;NOM;SG
fotografien	fotograafia	fotografien	fotograafia		N;NOM;SG
fotografien	foto	fotografien	foto		N;NOM;SG
zuständige	pädev	zuständig	pädev	ADJ;NOM;FEM;PL	ADJ;NOM;SG
nachteil	tagastamise	nachteil	tagastamine		N;GEN;SG
gramm	gramm	gramm	gramm		N;NOM;SG
gramm	grammi	gramm	gramm		N;PRT;SG
gramm	memm	gramm	memm		N;NOM;SG
gramm	grammi	gramm	gramm		N;PRT;SG
abgekürzt	lühendatud	abkürzen	lühendama	V;V.PTCP	ADJ;PST;V.PTCP;PASS
begleitung	kaasas	begleitung	kaasas	N;NOM;FEM;SG	ADV
genres	žanr	gen	žanr	N;NOM;NEUT;PL	N;NOM;SG
konkurrenten	rivaalid	konkurrent	rivaal	ADJ	N;NOM;PL
konkurrenten	konkurendid	konkurrent	konkurent	ADJ	N;NOM;PL
konkurrenten	konkurente	konkurrent	konkurent	ADJ	N;PRT;PL
konkurrenten	konkurentide	konkurrent	konkurent	ADJ	N;GEN;PL
konkurrenten	konkurent	konkurrent	konkurent	ADJ	N;NOM;SG
konkurrenten	konkurendi	konkurrent	konkurent	ADJ	N;GEN;SG
wiederholte	korduv	wiederholt	korduv	V;IND;SG;3;PST;FIN	ADJ;NOM;SG;PRS;V.PTCP;ACT
chancen	võimalus	chancen	võimalus	V;NFIN	N;NOM;SG
chancen	võimaluse	chancen	võimalus	V;NFIN	N;GEN;SG
chancen	võimalused	chancen	võimalus	V;NFIN	N;NOM;PL
gastgeber	peremees	gastgeber	pere_mees	ADJ	N;NOM;SG
gastgeber	võõrustaja	gastgeber	võõrustaja	ADJ	N;NOM;SG
gastgeber	saatejuht	gastgeber	saate_juht	ADJ	N;NOM;SG
gastgeber	korraldas	gastgeber	korraldama	ADJ	V;IND;SG;3;PST;FIN;ACT
kämpfer	võitlejad	kämpfer	võitleja	ADJ	N;NOM;PL
kämpfer	sõdalased	kämpfer	sõdalane	ADJ	N;NOM;PL
kämpfer	hävitajad	kämpfer	hävitaja	ADJ	N;NOM;PL
kämpfer	võitlejad	kämpfer	võitleja	ADJ	N;NOM;PL
kämpfer	võitleja	kämpfer	võitleja	ADJ	N;NOM;SG
kämpfer	sõdalane	kämpfer	sõdalane	ADJ	N;NOM;SG
blumen	lilli	blum	lill	V;NFIN	N;PRT;PL
blumen	lilled	blum	lill	V;NFIN	N;NOM;PL
blumen	lill	blum	lill	V;NFIN	N;NOM;SG
blumen	õis	blum	õis	V;NFIN	N;NOM;SG
blumen	lilleke	blum	lilleke	V;NFIN	N;NOM;SG
wünschen	soov	wünschen	soov	V;NFIN	N;NOM;SG
wünschen	soovi	wünschen	soov	V;NFIN	N;PRT;SG
wünschen	soove	wünschen	soov	V;NFIN	N;PRT;PL
venus	veenus	venus	veeng	PROPN;NOM;SG	N;NOM;SG
schema	skeem	schema	skeem		N;NOM;SG
schema	kava	schema	kava		N;NOM;SG
schema	skeem	schema	skeem		N;NOM;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	N;NOM;SG
split	pooleks	split	pool	PROPN	NUM;TRANS;SG
unruhen	rahutused	unruh	rahutus	V;NFIN	N;NOM;PL
unruhen	rahutused	unruh	rahutus	V;NFIN	N;NOM;PL
unruhen	mäss	unruh	mäss	V;NFIN	N;NOM;SG
unruhen	mässu	unruh	mäss	V;NFIN	N;NOM;SG
rosen	rosen	rosen	rosen	N;NOM;PL	N;NOM;SG
rosen	rose	rosen	rose	N;NOM;PL	N;NOM;SG
rosen	roos	rosen	roos	N;NOM;PL	N;NOM;SG
rosen	roosi	rosen	roos	N;NOM;PL	N;NOM;SG
keith	keith	keith	keith	PROPN;NOM;SG	N;NOM;SG
statistische	statistika	statistisch	statistika	ADJ;NOM;FEM;PL	N;NOM;SG
statistische	statistiline	statistisch	statistiline	ADJ;NOM;FEM;PL	ADJ;NOM;SG
statistische	statistika	statistisch	statistika	ADJ;NOM;FEM;PL	N;NOM;SG
renommierten	prestiižne	renommiert	prestiižne	V;IND;PL;3;PST;FIN	ADJ;NOM;SG
tante	tädi	tanen	tädi		N;NOM;SG
tante	tädi	tanen	tädi		N;NOM;SG
einstellungen	värbamine	einstellingen	värbamine	V;NFIN	N;NOM;SG
einstellungen	suhtumist	einstellingen	suhtumine	V;NFIN	N;PRT;SG
einstellungen	soodustused	einstellingen	soodustus	V;NFIN	N;NOM;PL
einstellungen	eelistused	einstellingen	eelistus	V;NFIN	N;NOM;PL
einstellungen	seadistused	einstellingen	seadistus	V;NFIN	N;NOM;PL
erwiesen	tõestas	erweisen	tõestama		V;IND;SG;3;PST;FIN;ACT
erwiesen	tõestasid	erweisen	tõestama		V;IND;PL;3;PST;FIN;ACT
selbständig	self	selbständig	self	ADJ	N;NOM;SG
selbständig	sõltumatult	selbständig	sõltumatult	ADJ	ADV
selbständig	iseseisvalt	selbständig	ise_seisvalt	ADJ	ADV
wohn	elamu	wohn	elamu	;SG	N;NOM;SG
hudson	hudsoni	hudson	hudso	PROPN;NOM;MASC;SG	N;NOM;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	N;NOM;SG
sorte	sort	sorten	sort		N;NOM;SG
sorte	sordi	sorten	sort		N;GEN;SG
jüngsten	noorim	jung	noorim	ADJ;PL	ADJ;NOM;RL;SG
jüngsten	hiljutine	jung	hiljutine	ADJ;PL	ADJ;NOM;SG
diktatur	diktatuuri	diktatur	dikta_tuur		N;PRT;SG
diktatur	diktatuur	diktatur	diktatuur		N;NOM;SG
lehrerin	instruktor	lehrerin	instruktor	ADJ	N;NOM;SG
lehrerin	juhendaja	lehrerin	juhendaja	ADJ	N;NOM;SG
lehrerin	kooliõpetaja	lehrerin	kooli_õpetaja	ADJ	N;NOM;SG
lehrerin	õpetaja	lehrerin	õpetaja	ADJ	N;NOM;SG
finanzen	rahaline	finanzen	rahaline		ADJ;NOM;SG
finanzen	finants	finanzen	finants		N;NOM;SG
finanzen	rahalised	finanzen	rahaline		ADJ;NOM;PL
finanzen	rahastada	finanzen	rahastama		V;NFIN
finanzen	rahandus	finanzen	rahandus		N;NOM;SG
finanzen	rahandus	finanzen	rahandus		N;NOM;SG
vorgänge	protsessid	vorgängen	protsess		N;NOM;PL
jungfrau	neitsi	jungfrau	neitsi	PROPN;SG	N;NOM;SG
jungfrau	neitsi	jungfrau	neitsi	PROPN;SG	N;NOM;SG
jungfrau	neiu	jungfrau	neiu	PROPN;SG	N;NOM;SG
marsch	marsh	marsch	marsh	ADJ	N;NOM;SG
marsch	märts	marsch	märts	ADJ	N;NOM;SG
fresken	fresko	fresken	fresko	N;NOM;PL	N;NOM;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	N;NOM;SG
brooklyn	brooklyni	brooklyn	brooklyn	PROPN	N;NOM;SG
tel	tel	tel	tel		N
herder	herder	herder	herder		N;NOM;SG
doppelte	topelt	doppelt	topelt	ADJ;NOM;FEM;PL	ADV
doppelte	klooni	doppelt	kloon	ADJ;NOM;FEM;PL	N;PRT;SG
doppelte	kahene	doppelt	kahene	ADJ;NOM;FEM;PL	N;NOM;SG
heine	heine	hein	heine		N;NOM;SG
teilchen	osakesed	teilch	osake		N;NOM;PL
teilchen	osakeste	teilch	osake		N;GEN;PL
teilchen	osakesed	teilch	osake		N;NOM;PL
teilchen	osake	teilch	osake		N;NOM;SG
kong	kong	kong	kong	PROPN;NOM;MASC;SG	N;NOM;SG
achtung	lugupidamine	achtung	lugu_pidamine		N;NOM;SG
achtung	austus	achtung	austus		N;NOM;SG
achtung	tähelepanu	achtung	tähele_panu		N;PRT;SG
achtung	hoiatus	achtung	hoiatus		N;NOM;SG
spendete	annetatud	spenden	anneta=tud	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
salon	salong	salon	salong	PROPN;SG	N;NOM;SG
salon	salongis	salon	salong	PROPN;SG	N;IN+ESS;SG
buddhismus	budism	buddhismus	budism	PROPN	N;NOM;SG
sauer	sauer	sauer	sauer	ADJ	N;NOM;SG
zufall	võimalus	zufall	võimalus		N;NOM;SG
zufall	chance	zufall	chance		N;NOM;SG
zufall	suvaline	zufall	suvaline		ADJ;NOM;SG
zufall	juhuslik	zufall	juhuslik		ADJ;NOM;SG
zufall	avarii	zufall	avarii		N;NOM;SG
zufall	õnnetus	zufall	õnnetus		N;NOM;SG
zufall	kokkusattumus	zufall	kokkusattumus		N;NOM;SG
jay	jay	jays	jay	PROPN;NOM;MASC;SG	N;NOM;SG
suite	sviiti	suite	sviit		N;PRT;SG
massive	massiivne	massiv	massiivne	ADJ;NOM;FEM;PL	ADJ;NOM;SG
kommend	tulekul	kommend	tulek	ADJ	N;AT+ESS
;SG
kommend	tulemas	kommend	tulema	ADJ	V;IN+ESS;V.CVB;ACT
kommend	tuleb	kommend	tulema	ADJ	V;IND;SG;3;PRS;FIN;ACT
salz	soola	salz	sool		N;PRT;SG
salz	sool	salz	sool		N;NOM;SG
monaco	monaco	monaco	monaco	PROPN;NOM;SG	N;NOM;SG
guillaume	guillaume	guillaume	guillaum	PROPN;NOM;SG	N;PRT;PL
export	eksport	export	eksport		N;NOM;SG
export	ekspordi	export	eksport		N;GEN;SG
export	eksporditakse	export	eksportima		V;IND;PRS;FIN;PASS
export	eksportivate	export	eksporti=v		ADJ;GEN;PL;PRS;V.PTCP;ACT
kollege	kolleeg	kolleg	kolleeg		N;NOM;SG
kollege	kolleegi	kolleg	kolleeg		N;PRT;SG
future	tulevikku	futur	tulevik	PROPN	N;PRT;SG
future	tulevik	futur	tulevik	PROPN	N;NOM;SG
kommende	eelseisva	kommend	eel_seisev	ADJ;NOM;FEM;PL	ADJ;GEN;SG;PRS;V.PTCP;ACT
kommende	tulevaste	kommend	tulevane	ADJ;NOM;FEM;PL	ADJ;GEN;PL
helen	helen	helen	helen	PROPN;NOM;SG	N;NOM;SG
bretagne	brittany	bretagne	brittany	PROPN;NOM;FEM;SG	N;NOM;SG
söhnen	pojad	söhnen	poeg	V;NFIN	N;NOM;PL
railroad	raudtee	railroad	raud_tee	PROPN;NOM;SG	N;NOM;SG
entfernte	kauge	entfernen	kauge	V;IND;SG;3;PST;FIN	ADJ;NOM;SG
entfernte	eemaldatud	entfernen	eemaldama	V;IND;SG;3;PST;FIN	ADJ;PST;V.PTCP;PASS
entfernte	pult	entfernen	pult	V;IND;SG;3;PST;FIN	N;NOM;SG
volumen	ruumala	volum	ruum_ala	V;NFIN	N;NOM;SG
volumen	maht	volum	maht	V;NFIN	N;NOM;SG
volumen	helitugevus	volum	helitugevus	V;NFIN	N;NOM;SG
volumen	köide	volum	köis	V;NFIN	N;NOM;SG
volumen	mahud	volum	maht	V;NFIN	N;NOM;PL
volumen	maht	volum	maht	V;NFIN	N;NOM;SG
betreten	sisenemine	betreten	sisenemine	V;NFIN	N;NOM;SG
betreten	sisestamine	betreten	sisestamine	V;NFIN	N;NOM;SG
betreten	sisene	betreten	sisene	V;NFIN	N;NOM;SG
betreten	enter	betreten	enter	V;NFIN	N;NOM;SG
normandie	normandie	normandie	normand	PROPN;NOM;SG	N;NOM;SG
normandie	normandia	normandie	normandia	PROPN;NOM;SG	N;NOM;SG
larry	larry	larry	larry	PROPN;NOM;SG	N;NOM;SG
ghana	ghana	ghana	ghana	PROPN;NOM;MASC;SG	ADJ
himmelfahrt	ülestõus	himmelfahren	üles_tõus	ADJ	N;NOM;SG
yale	yale	yale	yale	PROPN;NOM;SG	N;NOM;SG
administrativ	halduslikult	administrativ	halduslikult	ADJ	ADV
regierungen	valitsus	regierung	valitsus	V;NFIN	N;NOM;SG
besserung	täiustamine	besserung	täiustamine	ADJ	N;NOM;SG
besserung	paranemine	besserung	paranemine	ADJ	N;NOM;SG
besserung	parandamine	besserung	parandamine	ADJ	N;NOM;SG
wilden	wild	wild	wild		N;NOM;SG
wilden	metsik	wild	metsik		N;NOM;SG
wilden	metslased	wild	metslane		N;NOM;PL
wilden	wilden	wild	wilden		V;IND;SG;1;PRS;FIN;ACT
wilden	metslane	wild	metslane		N;NOM;SG
deep	sügav	deep	sügav		ADJ;NOM;SG
deep	deep	deep	deep		N;NOM;SG
deep	sügavale	deep	sügavale		ADV
manhattan	manhattanil	manhattan	manhattan	PROPN;NOM;SG	N;AT+ESS
;SG
manhattan	manhattan	manhattan	manhattama	PROPN;NOM;SG	N;NOM;SG
manhattan	manhattani	manhattan	manhatan	PROPN;NOM;SG	N;SG
talsperre	tamm	talsperre	tamm	PROPN;NOM;SG	N;NOM;SG
talsperre	veehoidla	talsperre	vee_hoidla	PROPN;NOM;SG	N;NOM;SG
volleyball	võrkpall	volleyball	võrk_pall		N;NOM;SG
sortiert	sorteerimine	sortieren	sorteerimine	ADJ;V.PTCP	N;NOM;SG
sortiert	sorditud	sortieren	sordima	ADJ;V.PTCP	V;PST;V.PTCP;PASS
urlaub	puhkus	urlaub	puhkus	ADV	N;NOM;SG
urlaub	pühal	urlaub	püha	ADV	N;AT+ESS
;SG
urlaub	puhkus	urlaub	puhkus	ADV	N;NOM;SG
urlaub	pühi	urlaub	pühkima	ADV	N;PRT;SG
urlaub	pühad	urlaub	püha	ADV	ADJ;NOM;PL
neffe	vennapoeg	neffen	venna_poeg	ADJ	N;NOM;SG
neffe	õepoeg	neffen	õepoeg	ADJ	N;NOM;SG
plural	mitmuses	plural	mitmus	ADJ	N;IN+ESS;SG
baptiste	baptiste	baptiste	baptiste	PROPN;NOM;SG	N;NOM;PL
julie	julie	julie	juli	PROPN;NOM;FEM;SG	N;NOM;SG
inspiriert	inspireeritud	inspirieren	inspireeritud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
inspiriert	inspire	inspirieren	inspir	V;V.PTCP	N;NOM;SG
rafael	rafael	rafael	rafael	PROPN;NOM;SG	N;NOM;SG
metro	metroo	metro	metroo	PROPN	N;NOM;SG
metro	metro	metro	metro	PROPN	N;NOM;SG
regina	regina	Regina	regi	PROPN;NOM;FEM;SG	N;NOM;SG
feind	vaenlane	feind	vaenlane		N;NOM;SG
feind	vaenlane	feind	vaenlane		N;NOM;SG
feind	vaenlased	feind	vaenlane		N;NOM;PL
schriftliche	kirjutatud	schriftlich	kirjutama	ADJ;NOM;FEM;PL	V;PST;V.PTCP;PASS
schriftliche	kirjalik	schriftlich	kirjalik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
schriftliche	kirjutanud	schriftlich	kirjutama	ADJ;NOM;FEM;PL	V;PST;V.PTCP;ACT
klage	tegevus	klage	tegevus	ADJ	N;NOM;SG
klage	võte	klage	võte	ADJ	N;NOM;SG
klage	toiming	klage	toiming	ADJ	N;NOM;SG
klage	kaebus	klage	kaebus	ADJ	N;NOM;SG
fortschritt	edusammud	fortschreiten	edu_samm	PROPN	N;NOM;PL
fortschritt	edasiminek	fortschreiten	edasi_minek	PROPN	N;NOM;SG
fortschritt	progress	fortschreiten	progress	PROPN	N;NOM;SG
fortschritt	edenemine	fortschreiten	edenemine	PROPN	N;NOM;SG
teich	tiigi	teich	tiik		N;PRT;SG
teich	tiik	teich	tiik		N;NOM;SG
teich	tiiki	teich	tiik		N;PRT;SG
teich	tiigid	teich	tiik		N;NOM;PL
endgültige	lõplik	endgültig	lõplik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
track	pala	track	pala		N;NOM;SG
track	raja	track	rada		N;NOM;SG
track	rada	track	rada		N;PRT;SG
track	rööbastee	track	rööbas_tee		N;NOM;SG
dachau	dachau	dachau	dachau		N;NOM;SG
sms	sms	sms	sms		N;NOM;SG
anatomie	anatoomia	anatomie	anatoomia		N;NOM;SG
strauss	kimp	strauss	kimp	PROPN;NOM;MASC;SG	N;NOM;SG
strauss	strauss	strauss	strauss	PROPN;NOM;MASC;SG	N;NOM;SG
leere	tühjus	leer	tühjus		N;NOM;SG
leere	tühjus	leer	tühjus		N;NOM;SG
leere	tühi	leer	tühi		ADJ;NOM;SG
leere	tühjad	leer	tühi		ADJ;NOM;PL
leere	tühi	leer	tühi		ADJ;NOM;SG
raketen	rakett	raket	rakett	N;PL	N;NOM;SG
steuer	tüüri	steuer	tüür		N;NOM;SG
steuer	maks	steuer	maks		N;NOM;SG
steuer	maksud	steuer	maks		N;NOM;PL
bull	pulli	bull	pull		N;PRT;SG
bull	pull	bull	pull		N;NOM;SG
bull	bull	bull	bull		N;NOM;SG
bull	härg	bull	härg		N;NOM;SG
irene	irene	iren	irene	PROPN;NOM;FEM;SG	N;NOM;SG
aussterben	väljasurnud	aussterben	välja_surnud	V;NFIN	ADJ;PST;V.PTCP;ACT
aussterben	väljasuremise	aussterben	välja_suremine	V;NFIN	N;GEN;SG
aussprache	hääldus	aussprechen	hääldus		N;NOM;SG
aussprache	arutelu	aussprechen	arutelu		N;NOM;SG
aussprache	debatt	aussprechen	debatt		N;NOM;SG
aussprache	arutelud	aussprechen	arutema		N;NOM;PL
perry	perry	perry	perry	PROPN;NOM;MASC;SG	N;NOM;SG
aufgeben	hüljata	aufgeben	hüljama	ADJ	V;NFIN
aufgeben	välju	aufgeben	väli	ADJ	V;IMP;PL;2;PRS;FIN;ACT
aufgeben	alistu	aufgeben	alistu	ADJ	V;IMP;SG;2;PRS;FIN;ACT
aufgeben	loobumine	aufgeben	loobumine	ADJ	N;NOM;SG
aufgeben	hülgamine	aufgeben	hülgamine	ADJ	N;NOM;SG
aufgeben	loobumine	aufgeben	loobumine	ADJ	N;NOM;SG
synthese	sünteesi	synthese	süntees	N;NOM;FEM;SG	N;PRT;SG
montag	esmaspäeval	montag	esmas_päev	ADV	N;AT+ESS
;SG
montag	esmaspäev	montag	esmas_päev	ADV	N;NOM;SG
kurve	kõver	kurv	kõver	ADJ	N;NOM;SG
goldener	golden	golden	golden	ADJ	N;NOM;SG
rettung	päästa	rettung	päästma	N;FEM;SG	V;NFIN
rettung	pääste	rettung	pääste	N;FEM;SG	N;NOM;PL
fotografiert	pildistatud	fotografieren	pildista=tud	V;V.PTCP	ADJ;PST;V.PTCP;PASS
ems	ems	ems	ems		N
empfänger	vastuvõtjate	empfänger	vastu_võtja	ADJ	N;GEN;PL
empfänger	saaja	empfänger	saaja	ADJ	N;NOM;SG
empfänger	vastuvõtja	empfänger	vastu_võtja	ADJ	N;NOM;SG
empfänger	saaja	empfänger	saaja	ADJ	N;NOM;SG
iucn	iucn	iucn	iucn	ADJ	N;NOM;SG
kaiserliche	keiserlik	kaiserlich	keiserlik	ADJ;NOM;FEM;PL	ADJ;NOM;SG
konsequent	järjekindlalt	konsequent	järje_kindlalt	ADJ	ADV
konsequent	järjepidevalt	konsequent	järje_pidevalt	ADJ	ADV
konsequent	järjepidev	konsequent	järje_pidev	ADJ	N;NOM;SG
konsequent	järjekindel	konsequent	järje_kinne	ADJ	N;NOM;SG
erläuterung	seletus	Erläuterung	seletus	ADJ;SG	N;NOM;SG
erläuterung	selgitus	Erläuterung	selgitus	ADJ;SG	N;NOM;SG
erläuterung	selgitused	Erläuterung	selgitus	ADJ;SG	N;NOM;PL
edith	edith	edith	edith	PROPN;NOM;FEM;SG	N;NOM;SG
edith	édith	edith	édith	PROPN;NOM;FEM;SG	N;NOM;SG
gewerkschaften	ametiühingud	gewerkschaft	ameti_ühing	ADJ;PL	N;NOM;PL
gewerkschaften	liidud	gewerkschaft	liit	ADJ;PL	N;NOM;PL
tokyo	tokyo	tokyo	tokyo	PROPN;NOM;MASC;SG	N;NOM;SG
beton	betoonist	beton	betoon		N;IN+ABL;SG
beton	konkreetseid	beton	konkreetne		ADJ;PRT;PL
beton	betooni	beton	betoon		N;PRT;SG
santo	santo	santo	santo	PROPN	N;NOM;SG
playoffs	play	playoffs	play	PROPN	N;NOM;SG
holen	tõmbamine	holen	tõmbamine	V;NFIN	N;NOM;SG
holen	tõmbamine	holen	tõmbamine	V;NFIN	N;NOM;SG
jünger	jüngrid	jung	jünger	ADJ	N;NOM;PL
gotische	gooti	gotisch	gootma	ADJ;NOM;FEM;PL	N;NOM;SG
südwestlichen	edela	südwestlich	edela	ADJ;NOM;PL	N;NOM;SG
bois	bois	bois	bois	PROPN;SG	N;NOM;SG
glücklich	õnnelikult	glücklich	õnnelikult	ADJ	ADV
glücklich	vedas	glücklich	vedama	ADJ	V;IND;SG;3;PST;FIN;ACT
glücklich	lucky	glücklich	lucky	ADJ	N;NOM;SG
glücklich	õnneseen	glücklich	õnneseen	ADJ	N;NOM;SG
glücklich	veab	glücklich	vedama	ADJ	V;IND;SG;3;PRS;FIN;ACT
demokraten	demokraat	demokraten	demokraat	N;NOM;PL	N;NOM;SG
anbieten	pakkumine	anbieten	pakkumine	V;NFIN	N;NOM;SG
rakete	raketid	raken	rakett	ADJ;NOM;SG	N;NOM;PL
rakete	rakette	raken	rakett	ADJ;NOM;SG	N;PRT;PL
