категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
споруди	strukturális	споруда	strukturális	N;INAN;NOM;FEM;PL	N;NOM;SG
збереження	megmenteni	збереження	megment	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
нове	újdonság	новий	újdonság	ADJ;NOM;NEUT;SG	N;NOM;SG
контроль	vezérlő	контроль	vezérlő	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
контроль	ellenőrzési	контроль	ellenőrzési	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
землю	talaj	земля	talaj	N;INAN;ACC;FEM;SG	N;NOM;SG
наступний	következő	наступний	következő	ADJ;NOM;MASC;SG	
польща	lengyelország	польща	lengyelország	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
сильно	erősen	сильно	erős	ADV	ADJ;FRML;SG
сильно	mélyreható	сильно	mélyreható	ADV	
сильно	sok	сильно	sok	ADV	
сильно	sokat	сильно	sok	ADV	
фільмів	filmek	фільм	film	N;INAN;GEN;MASC;PL	N;NOM;PL
фільмів	filmeket	фільм	film	N;INAN;GEN;MASC;PL	N;ACC;PL
покоління	nemzedékek	покоління	nemzedék	N;INAN;NOM;NEUT;SG	N;NOM;PL
покоління	generációk	покоління	generáció	N;INAN;NOM;NEUT;SG	N;NOM;PL
самі	egyedül	сам	egyedül	DET;NOM;PL;REFL	
контракт	szerződéssel	контракт	szerződés	N;INAN;NOM;MASC;SG	N;INS;SG
контракт	szerződés	контракт	szerződés	N;INAN;NOM;MASC;SG	
допомогу	segít	допомога	segít	N;INAN;ACC;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
допомогу	segítségnyújtás	допомога	segítségnyújtás	N;INAN;ACC;FEM;SG	N;NOM;SG
допомогу	segíteni	допомога	segít	N;INAN;ACC;FEM;SG	V;NFIN;ACT
допомогу	segítség	допомога	segítség	N;INAN;ACC;FEM;SG	N;NOM;SG
автомобілів	bérlet	автомобіл	bérlet	N;INAN;GEN;MASC;PL	N;NOM;SG
автомобілів	bérelt	автомобіл	bérel	N;INAN;GEN;MASC;PL	
вам	lefegyverezte	ви	lefegyverez	PRO;ANIM;DAT;PL;2	
адміністрації	adminisztráció	адміністрація	adminisztráció	N;INAN;NOM;FEM;PL	N;NOM;SG
адміністрації	közigazgatás	адміністрація	közigazgatás	N;INAN;NOM;FEM;PL	N;NOM;SG
адміністрації	ügyintézés	адміністрація	ügyintézés	N;INAN;NOM;FEM;PL	N;NOM;SG
адміністрації	igazgatás	адміністрація	igazgatás	N;INAN;NOM;FEM;PL	N;NOM;SG
ймовірно	valószínű	ймовірно	valószínű	ADV	
ймовірно	valószínűleg	ймовірно	valószínűleg	ADV	
гора	hegyen	гора	hegy	N;INAN;NOM;FEM;SG	N;ON+ESS;SG
гора	hegyi	гора	hegyi	N;INAN;NOM;FEM;SG	
гора	hegyek	гора	hegy	N;INAN;NOM;FEM;SG	N;NOM;PL
гора	mons	гора	mons	N;INAN;NOM;FEM;SG	
гора	gora	гора	gora	N;INAN;NOM;FEM;SG	
допомоги	támogatás	допомога	támogatás	N;INAN;GEN;FEM;SG	N;NOM;SG
допомоги	segély	допомога	segély	N;INAN;GEN;FEM;SG	N;NOM;SG
допомоги	támogatások	допомога	támogatás	N;INAN;GEN;FEM;SG	N;NOM;PL
допомоги	segítségnyújtás	допомога	segítségnyújtás	N;INAN;GEN;FEM;SG	N;NOM;SG
усього	teljes	усе	teljes	PRO;INAN;GEN;NEUT;SG	
усього	összesen	усе	összesen	PRO;INAN;GEN;NEUT;SG	
шоу	shaw	шоу	shaw	N;INAN;NOM;NEUT;SG	
шоу	mutasd	шоу	mutasd	N;INAN;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
шоу	show	шоу	show	N;INAN;NOM;NEUT;SG	
край	edge	край	edge	N;INAN;NOM;MASC;SG	
край	kray	край	kray	N;INAN;NOM;MASC;SG	
підприємств	vállalatok	підприємство	vállalat	N;INAN;GEN;NEUT;PL	N;NOM;PL
підприємств	vállalkozások	підприємство	vállalkozás	N;INAN;GEN;NEUT;PL	N;NOM;PL
діє	cselekmények	діяти	cselekmény	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
діє	aktusok	діяти	aktus	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
роберт	robert	роберт	rober	PROPN;ANIM;NOM;MASC;SG	
роберт	róbert	роберт	róber	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
політик	politikusok	політик	politikus	N;ANIM;NOM;MASC;SG	N;NOM;PL
радіо	rádiós	радіо	rádiós	N;INAN;NOM;NEUT;SG	
радіо	radio	радіо	radio	N;INAN;NOM;NEUT;SG	
змагання	versengés	змагання	versengés	N;INAN;NOM;NEUT;PL	N;NOM;SG
змагання	konkurencia	змагання	konkurencia	N;INAN;NOM;NEUT;PL	N;NOM;SG
змагання	verseny	змагання	verseny	N;INAN;NOM;NEUT;PL	N;NOM;SG
олімпійські	olimpiai	олімпійський	olimpiai	ADJ;NOM;PL	ADJ;NOM;SG
лютому	februárban	лютий	február	N;INAN;DAT;MASC;SG	N;IN+ESS;SG
лютому	februári	лютий	februári	N;INAN;DAT;MASC;SG	ADJ;NOM;SG
лютому	február	лютий	február	N;INAN;DAT;MASC;SG	N;NOM;SG
відсутність	hiány	відсутність	hiány	N;INAN;NOM;FEM;SG	
відсутність	hiányában	відсутність	hiány	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
суд	court	суд	cour	N;INAN;NOM;MASC;SG	
населених	lakott	населений	lakott	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
міститься	tartalmazta	міститися	tartalmaz	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
міститься	tartalmazott	міститися	tartalmazott	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
міститься	tartalmaznak	міститися	tartalmaz	V;IPFV;IND;SG;3;PRS;FIN	V;INDF;IND;PL;3;PRS;FIN;ACT
довідник	referencia	довідник	referencia	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
найбільших	legnagyobb	найбільший	nagy	ADJ;GEN;RL;PL	ADJ;NOM;RL;SG
автомобільний	autóipari	автомобільний	autóipari	ADJ;NOM;MASC;SG	N;NOM;SG
автомобільний	autóipar	автомобільний	autóipar	ADJ;NOM;MASC;SG	N;NOM;SG
автомобільний	gépjármű	автомобільний	gépjármű	ADJ;NOM;MASC;SG	N;NOM;SG
письменників	írók	письменник	író	N;ANIM;ACC;MASC;PL	N;NOM;PL
працюють	munkahelyi	працювати	munkahelyi	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;SG
працюють	munka	працювати	munka	V;IPFV;IND;PL;3;PRS;FIN	N;NOM;SG
північна	észak	північний	észak	ADJ;NOM;FEM;SG	
північна	északi	північний	északi	ADJ;NOM;FEM;SG	
північна	északra	північний	észak	ADJ;NOM;FEM;SG	N;ON+ALL;SG
північна	észak	північний	észak	ADJ;NOM;FEM;SG	
північна	északi	північний	északi	ADJ;NOM;FEM;SG	
факти	tényállás	факт	tényállás	N;INAN;NOM;MASC;PL	N;NOM;SG
дерева	fákon	дерево	fakon	N;INAN;NOM;NEUT;PL	N;ON+ESS;SG
дерева	fák	дерево	fák	N;INAN;NOM;NEUT;PL	
дерева	fákat	дерево	faka	N;INAN;NOM;NEUT;PL	N;ACC;SG
обидва	mindkettő	обидва	mindkettő	NUM;NOM;MASC	
обидва	mindketten	обидва	mindkett	NUM;NOM;MASC	
випадках	ügyek	випадок	ügy	N;INAN;ESS;MASC;PL	N;NOM;PL
випадках	esetekben	випадок	eset	N;INAN;ESS;MASC;PL	N;IN+ESS;PL
випадках	esetek	випадок	eset	N;INAN;ESS;MASC;PL	N;NOM;PL
верхній	felső	верхній	felső	ADJ;NOM;MASC;SG	
верхній	felül	верхній	felül	ADJ;NOM;MASC;SG	
верхній	top	верхній	top	ADJ;NOM;MASC;SG	
верхній	csúcs	верхній	csúcs	ADJ;NOM;MASC;SG	
верхній	felső	верхній	felső	ADJ;NOM;MASC;SG	
верхній	legfelső	верхній	legfelső	ADJ;NOM;MASC;SG	
млрд	milliárd	млрд	milliárd	INTJ	NUM;NOM;SG
млрд	egymilliárd	млрд	egymilliárd	INTJ	
студії	studio	студія	studio	N;INAN;NOM;FEM;PL	
студії	stúdió	студія	stúdió	N;INAN;NOM;FEM;PL	N;NOM;SG
дати	dátumok	дати	dátum	V;PFV;NFIN	N;NOM;PL
дати	időpontok	дати	időpont	V;PFV;NFIN	N;NOM;PL
гравця	lejátszó	гравець	lejátszó	N;ANIM;ACC;MASC;SG	N;NOM;SG
гравця	játékos	гравець	játékos	N;ANIM;ACC;MASC;SG	N;NOM;SG
властивості	ingatlan	властивість	ingatlan	N;INAN;NOM;FEM;PL	N;NOM;SG
властивості	tulajdon	властивість	tulajdon	N;INAN;NOM;FEM;PL	
властивості	tulajdonság	властивість	tulajdonság	N;INAN;NOM;FEM;PL	N;NOM;SG
властивості	tulajdonság	властивість	tulajdonság	N;INAN;NOM;FEM;PL	N;NOM;SG
колишні	korábbi	колишній	korábbi	ADJ;NOM;PL	ADJ;NOM;CMPR;SG
борис	boris	борис	boris	PROPN;ANIM;NOM;MASC;SG	
борис	borisz	борис	borisz	PROPN;ANIM;NOM;MASC;SG	
лінія	line	лінія	line	N;INAN;NOM;FEM;SG	
лінія	sor	лінія	sor	N;INAN;NOM;FEM;SG	
південна	dél	південний	dél	ADJ;NOM;FEM;SG	
південна	déli	південний	déli	ADJ;NOM;FEM;SG	
південна	dél	південний	dél	ADJ;NOM;FEM;SG	
південна	délre	південний	délre	ADJ;NOM;FEM;SG	ADV
південна	déli	південний	déli	ADJ;NOM;FEM;SG	
російською	orosz	російський	orosz	ADJ;INS;FEM;SG	
російською	oroszul	російський	orosz	ADJ;INS;FEM;SG	
російською	oroszország	російський	oroszország	ADJ;INS;FEM;SG	N;NOM;SG
граф	graf	граф	graf	N;ANIM;NOM;MASC;SG	
мапа	térkép	мапа	térkép	N;INAN;NOM;FEM;SG	
мапа	térképet	мапа	térkép	N;INAN;NOM;FEM;SG	N;ACC;SG
поховані	eltemetve	похований	eltemetve	ADJ;PFV;NOM;PL;V.PTCP;PASS	N;NOM;SG
писати	írással	писати	írás	V;IPFV;NFIN	N;INS;SG
писати	írás	писати	írás	V;IPFV;NFIN	N;NOM;SG
писати	írása	писати	írás	V;IPFV;NFIN	N;NOM;SG
донецька	doneck	донецький	donec	ADJ;NOM;FEM;SG	N;NOM;SG
велике	nagyok	великий	nagy	ADJ;NOM;NEUT;SG	N;NOM;PL
позначення	megjelölés	позначення	megjelölés	N;INAN;NOM;NEUT;SG	
позначення	megjelölés	позначення	megjelölés	N;INAN;NOM;NEUT;SG	
позначення	megjelölés	позначення	megjelölés	N;INAN;NOM;NEUT;SG	
засоби	szerszám	засіб	szerszám	N;INAN;NOM;MASC;PL	N;NOM;SG
засоби	árut	засіб	árut	N;INAN;NOM;MASC;PL	N;ACC;SG
засоби	áru	засіб	áru	N;INAN;NOM;MASC;PL	N;NOM;SG
думка	vélemény	думка	vélemény	N;INAN;NOM;FEM;SG	
думка	véleményt	думка	vélemény	N;INAN;NOM;FEM;SG	N;ACC;SG
думка	vélemények	думка	vélemény	N;INAN;NOM;FEM;SG	N;NOM;PL
сотні	száz	сотня	száz	N;INAN;NOM;FEM;PL	NUM;NOM;SG
лікування	kezelésre	лікування	kezelés	N;INAN;NOM;NEUT;SG	N;ON+ALL;SG
місяць	hold	місяць	hold	N;INAN;NOM;MASC;SG	
місяць	holdon	місяць	hold	N;INAN;NOM;MASC;SG	
місяць	holdat	місяць	holdat	N;INAN;NOM;MASC;SG	N;ACC;SG
місяць	moon	місяць	moon	N;INAN;NOM;MASC;SG	
училище	iskolában	училище	iskolában	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
училище	suli	училище	suli	N;INAN;NOM;NEUT;SG	
штаб	alkalmazottak	штаб	alkalmazott	N;INAN;NOM;MASC;SG	N;NOM;PL
штаб	munkatársak	штаб	munkatárs	N;INAN;NOM;MASC;SG	N;NOM;PL
зони	felgyorsult	зона	felgyorsul	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
зони	gyorsított	зона	gyorsított	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
спільно	közösen	спільно	közös	ADV	ADJ;FRML;SG
робить	ivó	робити	ivó	V;IPFV;IND;SG;3;PRS;FIN	
збори	közgyűlés	збори	közgyűlés	N;INAN;NOM	N;NOM;SG
збори	gyűlés	збори	gyűlés	N;INAN;NOM	N;NOM;SG
збори	szerelvény	збори	szerelvény	N;INAN;NOM	N;NOM;SG
шість	hat	шість	hat	NUM;NOM	
максим	maximus	максим	maximus	PROPN;ANIM;NOM;MASC;SG	
максим	maxim	максим	maxim	PROPN;ANIM;NOM;MASC;SG	
максим	maxime	максим	maxime	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
любов	szeretettel	любов	szeretet	N;INAN;NOM;FEM;SG	N;INS;SG
любов	love	любов	love	N;INAN;NOM;FEM;SG	
господарство	gazdaságos	господарство	gazdaságos	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
середини	közép	середина	közép	N;INAN;NOM;FEM;PL	
китаю	porcelán	китати	porcela	PROPN;INAN;ACC;FEM;SG	N;NOM;SG
китаю	kína	китати	kína	PROPN;INAN;ACC;FEM;SG	PROPN;NOM;SG
китаю	china	китати	china	PROPN;INAN;ACC;FEM;SG	
збільшення	növekszik	збільшення	növekszik	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
збільшення	növekvő	збільшення	növekvő	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
золотий	golden	золотий	golden	ADJ;NOM;MASC;SG	
золотий	arany	золотий	arany	ADJ;NOM;MASC;SG	
бас	bass	бас	bass	PROPN;ANIM;NOM;MASC;SG	
бас	basszus	бас	basszus	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
маса	tömeges	маса	tömeges	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
казахстану	kazah	казахстан	kazah	PROPN;INAN;GEN;MASC	
казахстану	kazahsztán	казахстан	kaza+hsz	PROPN;INAN;GEN;MASC	
сама	egyedül	сам	egyedül	DET;NOM;FEM;SG;REFL	
ресурси	erőforrás	ресурс	erőforrás	N;INAN;NOM;MASC;PL	
ресурси	forrás	ресурс	forrás	N;INAN;NOM;MASC;PL	N;NOM;SG
ресурси	erőforrás	ресурс	erőforrás	N;INAN;NOM;MASC;PL	
торгівлі	kereskedés	торгівля	kereskedés	N;INAN;ACC;FEM;PL	N;NOM;SG
торгівлі	csere	торгівля	csere	N;INAN;ACC;FEM;PL	N;NOM;SG
торгівлі	kereskedelem	торгівля	kereskedelem	N;INAN;ACC;FEM;PL	N;NOM;SG
торгівлі	kereskedelmi	торгівля	kereskedelmi	N;INAN;ACC;FEM;PL	ADJ;NOM;SG
конференції	konferencia	конференція	konferencia	N;INAN;NOM;FEM;PL	N;NOM;SG
конференції	konferencián	конференція	konferencia	N;INAN;NOM;FEM;PL	N;ON+ESS;SG
море	mare	море	mare	N;INAN;NOM;NEUT;SG	
море	tengeren	море	tenger	N;INAN;NOM;NEUT;SG	
море	tengeri	море	tengeri	N;INAN;NOM;NEUT;SG	
учнів	gyakornokok	учень	gyakornok	N;ANIM;ACC;MASC;PL	N;NOM;PL
учнів	tanulók	учень	tanuló	N;ANIM;ACC;MASC;PL	N;NOM;PL
узбережжя	part	узбережжя	part	N;INAN;NOM;NEUT;SG	
галактика	galaxy	галактик	galaxy	N;INAN;NOM;FEM;SG	
мітка	címke	мітка	cím	N;INAN;NOM;FEM;SG	
мітка	megjelölés	мітка	megjelölés	N;INAN;NOM;FEM;SG	
мітка	címke	мітка	cím	N;INAN;NOM;FEM;SG	
попередні	előző	попередній	előző	ADJ;NOM;PL	
попередні	korábbi	попередній	korábbi	ADJ;NOM;PL	ADJ;NOM;CMPR;SG
кожна	mindegyik	кожний	mindegyik	DET;NOM;FEM;SG	
жан	jean	жан	jean	PROPN;ANIM;NOM;MASC;SG	
рима	rímel	рима	rímel	PROPN;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
рима	rím	рима	rím	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
рима	rima	рима	rima	PROPN;INAN;NOM;MASC;SG	
голосів	szavazatok	голос	szavazat	N;INAN;GEN;MASC;PL	N;NOM;PL
голосів	szavazat	голос	szavazat	N;INAN;GEN;MASC;PL	
годин	órákban	година	óra	N;INAN;GEN;FEM;PL	N;IN+ESS;PL
годин	óra	година	óra	N;INAN;GEN;FEM;PL	N;NOM;SG
годин	órák	година	óra	N;INAN;GEN;FEM;PL	N;NOM;PL
нато	nato	нато	nato	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
відділ	megye	відділ	megye	N;INAN;NOM;MASC;SG	
навчальні	tanít	навчальний	tanít	ADJ;NOM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
навчальні	tanítani	навчальний	tanít	ADJ;NOM;PL	V;NFIN;ACT
навчальні	tanítás	навчальний	tanítás	ADJ;NOM;PL	
імператор	császár	імператор	császár	N;ANIM;NOM;MASC;SG	
форм	formák	форма	forma	N;INAN;GEN;FEM;PL	N;NOM;PL
форм	nyomtatvány	форма	nyomtatvány	N;INAN;GEN;FEM;PL	N;NOM;SG
форм	formák	форма	forma	N;INAN;GEN;FEM;PL	N;NOM;PL
політ	repülési	політ	repülési	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
земля	földterületek	земля	földterület	N;INAN;NOM;FEM;SG	N;NOM;PL
земля	talajban	земля	talaj	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
асоціації	társulás	асоціація	társulás	N;INAN;NOM;FEM;PL	N;NOM;SG
асоціації	társulási	асоціація	társulási	N;INAN;NOM;FEM;PL	N;NOM;SG
асоціації	szövetség	асоціація	szövetség	N;INAN;NOM;FEM;PL	N;NOM;SG
асоціації	egyesület	асоціація	egyesület	N;INAN;NOM;FEM;PL	N;NOM;SG
дім	otthon	дім	otthon	N;INAN;NOM;MASC;SG	
дім	itthon	дім	itthon	N;INAN;NOM;MASC;SG	
дім	haza	дім	haza	N;INAN;NOM;MASC;SG	
символ	szimbólum	символ	szimbólum	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
аналіз	elemzések	аналіз	elemzés	N;INAN;NOM;MASC;SG	N;NOM;PL
аналіз	elemzések	аналіз	elemzés	N;INAN;NOM;MASC;SG	N;NOM;PL
пол	paul	поле	paul		
пол	pál	поле	pál		
пол	pol	поле	pol		
одеса	odessa	одеса	odess	PROPN;INAN;NOM;FEM;SG	
навчальних	oktatási	навчальний	oktatási	ADJ;ACC;PL	ADJ;NOM;SG
потужність	kapacitások	потужність	kapacitás	N;INAN;NOM;FEM;SG	N;NOM;PL
зростання	emelkedő	зростання	emelkedő	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
повідомлення	üzenetet	повідомлення	üzenet	N;INAN;NOM;NEUT;SG	N;ACC;SG
повідомлення	üzenetek	повідомлення	üzenet	N;INAN;NOM;NEUT;SG	N;NOM;PL
повідомлення	üzeneteket	повідомлення	üzenet	N;INAN;NOM;NEUT;SG	N;ACC;PL
структури	struktúra	структура	struktúra	N;INAN;NOM;FEM;PL	N;NOM;SG
структури	szerkezet	структура	szerkezet	N;INAN;NOM;FEM;PL	N;NOM;SG
структури	felépítés	структура	felépítés	N;INAN;NOM;FEM;PL	N;NOM;SG
структури	építmény	структура	építmény	N;INAN;NOM;FEM;PL	N;NOM;SG
інше	más	інший	más	DET;NOM;NEUT;SG	PRO;NOM;SG;3
інше	különböző	інший	különböző	DET;NOM;NEUT;SG	
інше	eltérő	інший	eltérő	DET;NOM;NEUT;SG	ADJ;NOM;SG
інше	egyéb	інший	egyéb	DET;NOM;NEUT;SG	
інше	más	інший	más	DET;NOM;NEUT;SG	PRO;NOM;SG;3
громадян	állampolgárok	громадянин	állampolgár	N;ANIM;ACC;MASC;PL	N;NOM;PL
громадян	polgárok	громадянин	polgár	N;ANIM;ACC;MASC;PL	N;NOM;PL
встановлення	telepíteni	встановлення	telepít	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
причому	ítélet	причому	ítélet	ADV	N;NOM;SG
вартість	költségek	вартість	költség	N;INAN;NOM;FEM;SG	N;NOM;PL
автомобіль	autóval	автомобіль	autó	N;INAN;NOM;MASC;SG	N;INS;SG
автомобіль	kocsival	автомобіль	kocsi	N;INAN;NOM;MASC;SG	
автомобіль	járművel	автомобіль	jármű	N;INAN;NOM;MASC;SG	N;INS;SG
автомобіль	járművek	автомобіль	jármű	N;INAN;NOM;MASC;SG	N;NOM;PL
полі	poli	поле	poli	N;INAN;NOM;NEUT;SG	
полі	poli	поле	poli	N;INAN;NOM;NEUT;SG	
корабель	hajóval	корабель	hajó	N;INAN;NOM;MASC;SG	N;INS;SG
корабель	hajón	корабель	hajó	N;INAN;NOM;MASC;SG	
технологій	technológiák	технологія	technológia	N;INAN;GEN;FEM;PL	N;NOM;PL
населеного	lakott	населений	lakott	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
громад	közösségek	громада	közösség	N;INAN;GEN;FEM;PL	N;NOM;PL
