stregone	ساحر.	stregone	ساحر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sessualità	جنسیت	sessualità	جنسیت	N;FEM	PROPN;NOM;MASC;SG;3
sessualità	جنسی	sessualità	جنسی	N;FEM	ADJ
sessualità	شہوانی.	sessualità	شہوانی.	N;FEM	PROPN;NOM;MASC;SG;3
scream	چیخ	scream	چیخ	N;MASC	V;ACT
scream	پکار	scream	پکار	N;MASC	V;SG;ACT
scream	چلّانا	scream	چلّانا	N;MASC	V;MASC;SG;NFIN;ACT
scream	چیخنا	scream	چیخنا	N;MASC	V;MASC;SG;V.PTCP;ACT
woo	(	woo	(	N	
crane	کرین	crana	کرین	N;MASC	
medium	گماشتہ.	medium	گماشتہ.	N	PROPN;NOM;MASC;SG;3
medium	ترسیل.	medium	ترسیل.	N	PROPN;NOM;MASC;SG;3
medium	درمیانی	medium	درمیانی	N	ADJ
medium	عامل.	medium	عامل.	N	
medium	وسطی	medium	وسطی	N	PROPN;NOM;MASC;SG;3
medium	گماشتہ.	medium	گماشتہ.	N	PROPN;NOM;MASC;SG;3
medium	ترسیل.	medium	ترسیل.	N	PROPN;NOM;MASC;SG;3
medium	درمیانی	medium	درمیانی	N	ADJ
medium	عامل.	medium	عامل.	N	
medium	وسیلہ	medium	وسیلہ	N	PROPN;NOM;MASC;SG;3
medium	وسطی	medium	وسطی	N	PROPN;NOM;MASC;SG;3
clown	بدّھو	clown	بدّھو	N;MASC	PROPN;NOM;MASC;SG;3
clown	دیہاتی	clown	دیہاتی	N;MASC	ADJ
clown	گنوار.	clown	گنوار.	N;MASC	PROPN;NOM;MASC;SG;3
salvaguardia	تحفظ.	salvaguardia	تحفظ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
volutamente	بالعمد	voluto	بالعمد	ADV	PROPN;NOM;MASC;SG;3
volutamente	بالعمد	voluto	بالعمد	ADV	PROPN;NOM;MASC;SG;3
gradevole	دماغ	gradevole	دماغ	ADJ;SG	N;NOM;MASC;SG;3
uniformi	(	uniforme	(	N;MASC;PL	
uniformi	وردی.	uniforme	وردی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
uniformi	یکساں	uniforme	یکساں	N;MASC;PL	ADJ
tuta	لائق	tuta	لائق	N;FEM;SG	ADJ
tuta	(	tuta	(	N;FEM;SG	
tuta	ڈھالنا	tuta	ڈھال	N;FEM;SG	V;MASC;SG;NFIN;ACT
custodito	محتاط	custodito	محتاط	V;MASC;SG;PST;V.PTCP	ADJ
vene	لکڑی	venire	لکڑی	N;FEM;PL	N;NOM;MASC;SG;3
vene	رجحان	venire	رجحان	N;FEM;PL	N;NOM;MASC;SG;3
scarsità	(	scarsità	(	N;FEM	
scarsità	توڑا	scarsità	توڑا	N;FEM	V;PFV;MASC;SG;V.PTCP;ACT
scarsità	(	scarsità	(	N;FEM	
preservare	سلامت	preservare	سلامت	V;NFIN	PROPN;NOM;MASC;SG;3
preservare	درست	preservare	درست	V;NFIN	ADJ
rene	گُردہ.	rena	گُردہ.	N;MASC	PROPN;NOM;MASC;SG;3
oca	بدّھو	oca	بدّھو	N;FEM;SG	PROPN;NOM;MASC;SG;3
reciproca	متلازم	reciproco	متلازم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
reciproca	معکوس	reciproco	معکوس	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
reciproca	متلازم	reciproco	متلازم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
reciproca	معکوس	reciproco	معکوس	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
povere	کچا	povero	کچا	ADJ;FEM;PL	N;NOM;MASC;SG;3
povere	مفلس	povero	مفلس	ADJ;FEM;PL	N;NOM;MASC;SG;3
povere	کچا	povero	کچا	ADJ;FEM;PL	N;NOM;MASC;SG;3
povere	مفلس	povero	مفلس	ADJ;FEM;PL	N;NOM;MASC;SG;3
prosperità	کامیابی.	prosperità	کامیابی.	N;FEM	PROPN;NOM;MASC;SG;3
prosperità	خوشحالی	prosperità	خوشحالی	N;FEM	ADJ
prosperità	کامیابی.	prosperità	کامیابی.	N;FEM	PROPN;NOM;MASC;SG;3
prosperità	خوشحالی	prosperità	خوشحالی	N;FEM	ADJ
prosperità	فراخی	prosperità	فراخی	N;FEM	ADJ
suggerire	کیفیت	suggerire	کیفیت	V;NFIN	N;NOM;FEM;SG;3
suggerire	منصوبہ	suggerire	منصوبہ	V;NFIN	N;NOM;MASC;SG;3
ripartizione	سقوط	ripartizione	سقوط	N;FEM;SG	PROPN;NOM;MASC;SG;3
ripartizione	بگڑنا	ripartizione	بگڑ	N;FEM;SG	V;NFIN
fisiologia	فعلیات	fisiologia	فعلی	N;FEM;SG	N;NOM;MASC;PL;3
genetico	ابتدا	genetico	ابتدا	ADJ;MASC;SG	N;NOM;MASC;SG;3
gore	کلی.	gora	کلی.	N	
alloggio	سمجھوتہ	alloggio	سمجھوتہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
alloggio	رواداری.	alloggio	رواداری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
alloggio	(	alloggio	(	N;MASC;SG	
mongoli	منگولی.	mongolo	منگولی.	N;MASC;PL	PROPN;NOM;MASC;SG;3
ciurma	جتھا	ciurma	جتھا	N;FEM;SG	
igiene	ستھرا.	igiene	ستھرا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
aborto	ٹھٹھری	aborto	ٹھٹھری	N;MASC;SG	PROPN;NOM;FEM;SG;3
aborto	سوکھی	aborto	سوکھی	N;MASC;SG	PROPN;NOM;MASC;SG;3
revival	احیا.	revival	احیا.	N;MASC	PROPN;NOM;MASC;SG;3
revival	احیا.	revival	احیا.	N;MASC	PROPN;NOM;MASC;SG;3
congressi	اجتماع	congresso	اجتماع	N;MASC;PL	N;NOM;MASC;SG;3
congressi	جلسہ.	congresso	جلسہ.	N;MASC;PL	
fondatrice	موسّس	fondatore	موسّس	N;FEM;SG	PROPN;NOM;MASC;SG;3
fondatrice	ڈھلیا	fondatore	ڈھلیا	N;FEM;SG	PROPN;NOM;MASC;SG;3
fondatrice	ڈھینا.	fondatore	ڈھینا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
fondatrice	موسّس	fondatore	موسّس	N;FEM;SG	PROPN;NOM;MASC;SG;3
fondatrice	ڈھلیا	fondatore	ڈھلیا	N;FEM;SG	PROPN;NOM;MASC;SG;3
fondatrice	بانی	fondatore	بانی	N;FEM;SG	ADJ
fondatrice	ڈھینا.	fondatore	ڈھینا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
hale	تندرست	hala	تندرست	N;MASC	
stay	دم.	stay	دم.	N	PROPN;NOM;MASC;SG;3
stay	at	stay	at	N	
stay	تحدید.	stay	تحدید.	N	PROPN;NOM;MASC;SG;3
stay	in	stay	in	N	
stay	for	stay	for	N	
stay	روک	stay	روک	N	V;ACT
stay	(	stay	(	N	
molla	زقند.	molla	زقند.	N;FEM;SG	PROPN;NOM;MASC;SG;3
molla	لوچ.	molla	لوچ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
molla	زقند.	molla	زقند.	N;FEM;SG	PROPN;NOM;MASC;SG;3
molla	لوچ.	molla	لوچ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
joker	نفر.	joker	نفر.	N;MASC	PROPN;NOM;MASC;SG;3
strike	پانا	strike	پانا	N;MASC	V;SG;NFIN;ACT
strike	(	strike	(	N;MASC	
strike	سوجھنا-	strike	سوجھنا	N;MASC	PROPN;NOM;MASC;SG;3
strike	ٹکرانا	strike	ٹکرانا	N;MASC	V;MASC;SG;NFIN;ACT
caldi	(	caldo	(	ADJ;MASC;PL	
caldi	تاؤ	caldo	تاؤ	ADJ;MASC;PL	
caldi	ادماتا.	caldo	ادمات	ADJ;MASC;PL	V;IPFV;MASC;SG;V.PTCP;ACT
caldi	عمل	caldo	عمل	ADJ;MASC;PL	N;NOM;MASC;SG;3
caldi	سخت-	caldo	سخت-	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
caldi	(	caldo	(	ADJ;MASC;PL	
caldi	تاؤ	caldo	تاؤ	ADJ;MASC;PL	
caldi	ادماتا.	caldo	ادمات	ADJ;MASC;PL	V;IPFV;MASC;SG;V.PTCP;ACT
caldi	عمل	caldo	عمل	ADJ;MASC;PL	N;NOM;MASC;SG;3
caldi	سخت-	caldo	سخت-	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
insetto	جوش.	insetto	جوش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
insetto	پتنگا.	insetto	پتنگا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
insetto	چیٹک	insetto	چیٹک	N;MASC;SG	PROPN;NOM;MASC;SG;3
singolarmente	تنہا.	singolarmente	تنہا.	ADV	
assolo	تنہا.	assolo	تنہا.	N;MASC;SG	
scuse	صفائی	scuso	صفائی	N;FEM;PL	N;NOM;MASC;SG;3
scuse	وضاحت.	scuso	وضاحت.	N;FEM;PL	ADJ
scuse	معذرت	scuso	معذرت	N;FEM;PL	N;NOM;MASC;SG;3
scuse	صفائی	scuso	صفائی	N;FEM;PL	N;NOM;MASC;SG;3
scuse	وضاحت.	scuso	وضاحت.	N;FEM;PL	ADJ
wilder	بھٹکانا	wilder	بھٹکا	N;MASC;SG	V;MASC;SG;NFIN;ACT
rapid	فوری	rapid	فوری	N;MASC	ADJ
rapid	تیز	rapid	تیز	N;MASC	ADJ
rapid	تیز.	rapid	تیز.	N;MASC	
trinity	تگڈّم	trinity	تگڈّم	N;MASC	PROPN;NOM;MASC;SG;3
monopolio	اجارہ.	monopolio	اجارہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sconvolto	فکر	sconvolgere	فکر	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG;3
sconvolto	پریشانی	sconvolgere	پریشانی	V;MASC;SG;PST;V.PTCP	ADJ
sconvolto	خرابی	sconvolgere	خرابی	V;MASC;SG;PST;V.PTCP	ADJ
sconvolto	خراب	sconvolgere	خراب	V;MASC;SG;PST;V.PTCP	ADJ
sconvolto	بگاڑ.	sconvolgere	بگاڑ.	V;MASC;SG;PST;V.PTCP	
marxista	مارکسی	marxista	مارکسی	N;SG	ADJ
divine	خداوندی	divina	خداوندی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
divine	مقدس	divina	مقدس	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
divine	الُوہی	divina	الُوہی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
divine	وجدان	divina	وجدان	ADJ;FEM;PL	N;NOM;MASC;SG;3
divine	قیاس	divina	قیاس	ADJ;FEM;PL	N;NOM;MASC;SG;3
divine	طباع	divina	طباع	ADJ;FEM;PL	
divine	خدایانہ	divina	خدایانہ	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
sete	تشنگی.	seta	تشنگی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sete	ہوس.	seta	ہوس.	N;FEM;SG	
sete	پیاس	seta	پیاس	N;FEM;SG	V;SG;ACT
sete	تشنگی.	seta	تشنگی.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sete	ہوس.	seta	ہوس.	N;FEM;SG	
sete	تشنہ.	seta	تشنہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sete	سوکھا	seta	سوکھ	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
sete	تشنہ.	seta	تشنہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sete	پیاسا	seta	پیاسا	N;FEM;SG	PROPN;NOM;MASC;SG;3
sete	سوکھا	seta	سوکھ	N;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
tenera	معذرت	tenere	معذرت	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	گداز	tenere	گداز	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	خیال	tenere	خیال	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	بودا	tenere	بودا	ADJ;FEM;SG	
tenera	ٹینڈر	tenere	ٹینڈر	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	پیشکش	tenere	پیشکش	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	رکھوالا	tenere	رکھ	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
tenera	کچّی	tenere	کچیی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tenera	کمزور.	tenere	کمزور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tenera	نگراں.	tenere	نگراں.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tenera	معذرت	tenere	معذرت	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	گداز	tenere	گداز	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	خیال	tenere	خیال	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	بودا	tenere	بودا	ADJ;FEM;SG	
tenera	ٹینڈر	tenere	ٹینڈر	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	پیشکش	tenere	پیشکش	ADJ;FEM;SG	N;NOM;MASC;SG;3
tenera	رکھوالا	tenere	رکھ	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
tenera	کچّی	tenere	کچیی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tenera	کمزور.	tenere	کمزور.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tenera	نگراں.	tenere	نگراں.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
fondazioni	سطح	fondazione	سطح	N;FEM;PL	N;NOM;MASC;SG;3
fondazioni	زمین.	fondazione	زمین.	N;FEM;PL	PROPN;NOM;MASC;SG;3
disegnare	جاذبیت	disegnare	جاذبیت	V;NFIN	PROPN;NOM;MASC;SG;3
disegnare	سمانا	disegnare	سمانا	V;NFIN	
disegnare	تننا.	disegnare	تننا.	V;NFIN	
disegnare	حافظے	disegnare	حافظہ	V;NFIN	N;NOM;MASC;SG;3
disegnare	لبھانا	disegnare	لبھانا	V;NFIN	PROPN;NOM;MASC;SG;3
disegnare	(	disegnare	(	V;NFIN	
aspettando	انتظار.	aspettare	انتظار.	V;V.MSDR	N;NOM;MASC;SG;3
circonferenza	محیط	circonferenza	محیط	N;FEM;SG	ADJ
circonferenza	گھیرنا.	circonferenza	گھیرنا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
colorati	رنگین	colorato	رنگین	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
colorati	رنگدار	colorato	رنگدار	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
colorati	رنگدار	colorato	رنگدار	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
colorati	رنگین	colorato	رنگین	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
sting	لوٹنا	sting	لوٹ	N;MASC	V;NFIN;ACT
sting	کھٹک.	sting	کھٹک.	N;MASC	
sting	چبھن	sting	چبھن	N;MASC	
sting	ڈنک	sting	ڈنک	N;MASC	
sting	خلش	sting	خلش	N;MASC	PROPN;NOM;MASC;SG;3
sting	کانٹا.	sting	کانٹا.	N;MASC	PROPN;NOM;MASC;SG;3
guasto	بگاڑ.	guasto	بگاڑ.	N;MASC;SG	
guasto	لغزش.	guasto	لغزش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
guasto	غلطی	guasto	غلطی	N;MASC;SG	
guasto	خامی	guasto	خامی	N;MASC;SG	ADJ
guasto	خطا	guasto	خطا	N;MASC;SG	PROPN;NOM;MASC;SG;3
guasto	لغزش.	guasto	لغزش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
guasto	غلطی	guasto	غلطی	N;MASC;SG	
attrito	خراشیدگی.	attrito	خراشیدگی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
attrito	فرکی	attrito	فرکی	N;MASC;SG	PROPN;NOM;MASC;SG;3
attrito	گھسائی	attrito	گھسائی	N;MASC;SG	PROPN;NOM;MASC;SG;3
attrito	فرک.	attrito	فرک.	N;MASC;SG	
attrito	رگڑائی	attrito	رگڑائی	N;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
attrito	مالش.	attrito	مالش.	N;MASC;SG	PROPN;NOM;MASC;SG;3
attrito	ٹکرائو	attrito	ٹکرائو	N;MASC;SG	V;SG;V.PTCP;ACT
attrito	اختلاف.	attrito	اختلاف.	N;MASC;SG	ADJ
identici	بعینہٖ	identico	بعینہٖ	ADJ;MASC;PL	N
compatibili	(	compatibile	(	ADJ;PL	
sleep	نیند.	sleep	نیند.	N;MASC	PROPN;NOM;MASC;SG;3
sleep	نیند.	sleep	نیند.	N;MASC	PROPN;NOM;MASC;SG;3
sleep	آرام	sleep	آرام	N;MASC	ADJ
strand	واماندہ	strand	واماندہ	N;MASC	PROPN;NOM;MASC;SG;3
strand	نادار	strand	نادار	N;MASC	ADJ
fune	down	funa	down	N;FEM;SG	PROPN;NOM;MASC;SG;3
fune	جکڑنا.	funa	جکڑنا.	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
fune	لہاس	funa	لہاس	N;FEM;SG	
fune	(	funa	(	N;FEM;SG	
fune	(	funa	(	N;FEM;SG	
fune	down	funa	down	N;FEM;SG	PROPN;NOM;MASC;SG;3
fune	جکڑنا.	funa	جکڑنا.	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
fune	لہاس	funa	لہاس	N;FEM;SG	
fune	(	funa	(	N;FEM;SG	
fune	(	funa	(	N;FEM;SG	
fune	ریسمان	funa	ریسمان	N;FEM;SG	PROPN;NOM;MASC;SG;3
scarto	ویرانہ	scarto	ویرانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
scarto	بیکار	scarto	بیکار	N;MASC;SG	
scarto	پھکنا.	scarto	پھکنا.	N;MASC;SG	
scarto	ناکارہ	scarto	ناکارہ	N;MASC;SG	ADJ
scarto	بیابان.	scarto	بیابان.	N;MASC;SG	PROPN;NOM;MASC;SG;3
scarto	بربادی.	scarto	بربادی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
scarto	گھلاؤ	scarto	گھلاؤ	N;MASC;SG	
scarto	فرسودگی	scarto	فرسودگی	N;MASC;SG	ADJ
triplice	تین	triplice	تین	ADJ;SG	NUM
triplice	تگنا.	triplice	تگنا.	ADJ;SG	PROPN;NOM;MASC;SG;3
triplice	تگڈّم.	triplice	تگڈّم.	ADJ;SG	PROPN;NOM;MASC;SG;3
analitica	تجزیہ	analitico	تجزیہ	ADJ;FEM;SG	N;NOM;MASC;SG;3
analitica	تجزیاتی-	analitico	تجزیاتی-	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
venditore	بائع	venditore	بائع	N;MASC;SG	
misurata	متوازن	misurare	متوازن	V;FEM;SG;PST;V.PTCP	ADJ
misurata	زبان	misurare	زبان	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG;3
misurata	الفاظ	misurare	لفظ	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;PL;3
sedimenti	تلچھٹ	sedimento	تلچھٹ	N;MASC;PL	N;NOM;MASC;SG;3
sedimenti	دُرد	sedimento	دُرد	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimenti	پختہ	sedimento	پختہ	N;MASC;PL	ADJ
sedimenti	پرانا	sedimento	پرانا	N;MASC;PL	ADJ;NOM;MASC;SG
sedimenti	محکم	sedimento	محکم	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimenti	تلچھٹ	sedimento	تلچھٹ	N;MASC;PL	N;NOM;MASC;SG;3
sedimenti	دُرد	sedimento	دُرد	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimenti	پختہ	sedimento	پختہ	N;MASC;PL	ADJ
sedimenti	پرانا	sedimento	پرانا	N;MASC;PL	ADJ;NOM;MASC;SG
sedimenti	محکم	sedimento	محکم	N;MASC;PL	PROPN;NOM;MASC;SG;3
sedimenti	گاد	sedimento	گاد	N;MASC;PL	
sedimenti	رُسوب	sedimento	رُسوب	N;MASC;PL	PROPN;NOM;MASC;SG;3
limone	ڈھیلا	limone	ڈھیلا	N;MASC;SG	PROPN;NOM;MASC;SG;3
limone	بودا	limone	بودا	N;MASC;SG	
idraulico	پلمبر.	idraulico	پلمبر.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
idraulico	آبی	idraulico	آبی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
toy	مثل	toy	مثل	N	
toy	نمونہ	toy	نمونہ	N	ADJ
roccioso	ڈگمگاتا	roccioso	ڈگمگا	ADJ;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
carni	طعام.	carno	طعام.	N;FEM;PL	PROPN;NOM;MASC;SG;3
carni	گری	carno	گری	N;FEM;PL	N;NOM;MASC;SG;3
carni	ماوا	carno	ماوا	N;FEM;PL	
carni	انڈے	carno	انڈے	N;FEM;PL	N;NOM;MASC;SG;3
carni	پھل	carno	پھل	N;FEM;PL	N;NOM;MASC;SG;3
carni	میوے	carno	میوے	N;FEM;PL	
passivo	مجہول	passivo	مجہول	ADJ;MASC;SG	N;NOM;MASC;SG;3
batterio	جرثومہ	batterio	جرثومہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
diva	مشہور	diva	مشہور	N;FEM;SG	ADJ
oscure	تاریک.	oscuro	تاریک.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
oscure	دُھندلا	oscuro	دُھندلا	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
nudi	تبصرے	nudo	تبصرا	ADJ;MASC;PL	N;NOM;MASC;SG;3
nudi	کھلا	nudo	کھل	ADJ;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
nudi	مبرّا.	nudo	مبرّا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	پتّیوں	nudo	پتلی	ADJ;MASC;PL	N;ACC;MASC;PL;3
nudi	(	nudo	(	ADJ;MASC;PL	
nudi	آشکارا	nudo	آشکارا	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	بالوں	nudo	بال	ADJ;MASC;PL	N;ACC;MASC;PL;3
nudi	کھلا.	nudo	کھلا.	ADJ;MASC;PL	
nudi	عریاں.	nudo	عریاںؤ	ADJ;MASC;PL	V;MASC;PL;FIN;ACT
nudi	تبصرے	nudo	تبصرا	ADJ;MASC;PL	N;NOM;MASC;SG;3
nudi	کھلا	nudo	کھل	ADJ;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
nudi	مبرّا.	nudo	مبرّا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	پتّیوں	nudo	پتلی	ADJ;MASC;PL	N;ACC;MASC;PL;3
nudi	ننگا	nudo	ننگا	ADJ;MASC;PL	N;NOM;MASC;SG;3
nudi	(	nudo	(	ADJ;MASC;PL	
nudi	آشکارا	nudo	آشکارا	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	بالوں	nudo	بال	ADJ;MASC;PL	N;ACC;MASC;PL;3
nudi	کھلا.	nudo	کھلا.	ADJ;MASC;PL	
nudi	عریاں.	nudo	عریاںؤ	ADJ;MASC;PL	V;MASC;PL;FIN;ACT
nudi	عور.	nudo	عور.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	عور.	nudo	عور.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
nudi	ننگا	nudo	ننگا	ADJ;MASC;PL	N;NOM;MASC;SG;3
creativa	مخترع	creativo	مخترع	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
creativa	موجد	creativo	موجد	ADJ;FEM;SG	N;NOM;MASC;SG;3
creativa	خلاّق.	creativo	خلاّق.	ADJ;FEM;SG	
daisy	مثالی.	daisy	مثالی.	N	PROPN;NOM;MASC;SG;3
daisy	منتخب	daisy	منتخب	N	ADJ
bevande	مشروب	bevanda	مشروب	N;FEM;PL	N;NOM;MASC;SG;3
insuccesso	برپا	insuccesso	برپا	N;MASC;SG	V;V.PTCP;ACT
insuccesso	منعقد	insuccesso	منعقد	N;MASC;SG	ADJ
insuccesso	دیوالہ	insuccesso	دیوالہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	سقوط	insuccesso	سقوط	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	خرابی	insuccesso	خرابی	N;MASC;SG	ADJ
insuccesso	بربادی.	insuccesso	بربادی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	بگاڑ	insuccesso	بگاڑ	N;MASC;SG	V;ACT
insuccesso	برپا	insuccesso	برپا	N;MASC;SG	V;V.PTCP;ACT
insuccesso	منعقد	insuccesso	منعقد	N;MASC;SG	ADJ
insuccesso	دیوالہ	insuccesso	دیوالہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	سقوط	insuccesso	سقوط	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	خرابی	insuccesso	خرابی	N;MASC;SG	ADJ
insuccesso	بربادی.	insuccesso	بربادی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	بگاڑ	insuccesso	بگاڑ	N;MASC;SG	V;ACT
insuccesso	ناکامیاب.	insuccesso	ناکامیاب.	N;MASC;SG	PROPN;NOM;MASC;SG;3
insuccesso	ناکام	insuccesso	ناکام	N;MASC;SG	ADJ
insuccesso	ناکامیاب.	insuccesso	ناکامیاب.	N;MASC;SG	PROPN;NOM;MASC;SG;3
barbiere	تراشنا	barbiera	تراشنا	N;MASC;SG	
barbiere	کاٹنا	barbiera	کاٹنا	N;MASC;SG	V;MASC;SG;NFIN;ACT
barbiere	تراشنا	barbiera	تراشنا	N;MASC;SG	
barbiere	کاٹنا	barbiera	کاٹنا	N;MASC;SG	V;MASC;SG;NFIN;ACT
barbiere	حجّام	barbiera	حجّام	N;MASC;SG	PROPN;NOM;MASC;SG;3
installare	بٹھانا.	installare	بٹھاناؤ	V;NFIN	PROPN;NOM;MASC;SG;3
residuo	تلچھٹ.	residuo	تلچھٹ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
residuo	بقیہ.	residuo	بقیہ.	ADJ;MASC;SG	
residuo	حاصل	residuo	حاصل	ADJ;MASC;SG	N;NOM;MASC;SG;3
residuo	بقیہ	residuo	بقیہ	ADJ;MASC;SG	
raggruppate	خوشوں	raggruppare	خوشہ	V;FEM;PL;PST;V.PTCP	N;ACC;MASC;PL;3
ascensore	off	ascensore	off	N;MASC;SG	
ascensore	(	ascensore	(	N;MASC;SG	
ascensore	اٹھنے	ascensore	اٹھ	N;MASC;SG	V;NFIN;ACT
ascensore	ابھرنے	ascensore	ابھر	N;MASC;SG	V;NFIN
ascensore	موافق	ascensore	موافق	N;MASC;SG	ADJ
ascensore	ابھرنا	ascensore	ابھر	N;MASC;SG	V;MASC;SG;NFIN;ACT
ascensore	دنبال	ascensore	دنبال	N;MASC;SG	PROPN;NOM;MASC;SG;3
ape	چمپانزی	ape	چمپانزی	N;FEM;SG	PROPN;NOM;MASC;SG;3
genitore	جدّاعلیٰ.	genitore	جدّاعلیٰ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
genitore	پُرکھا	genitore	پُرکھا	N;MASC;SG	PROPN;NOM;MASC;SG;3
genitore	بانی	genitore	بانی	N;MASC;SG	ADJ
genitore	اصل	genitore	اصل	N;MASC;SG	ADJ
barbaro	ناشائستہ	barbaro	ناشائستہ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
barbaro	اُجڈ	barbaro	وجج	ADJ;MASC;SG	
audace	گستاخ.	audace	گستاخ.	ADJ;SG	PROPN;NOM;MASC;SG;3
audace	نڈر	audace	نڈر	ADJ;SG	PROPN;NOM;MASC;SG;3
audace	جلی	audace	جلی	ADJ;SG	
audace	بہادر.	audace	بہادر.	ADJ;SG	PROPN;NOM;MASC;SG;3
