der	на	der	на	DET;NOM;DEF;MASC;SG	ADP
studium	проучвания	studium	проучване	N;NOM;NEUT;SG	N;INDF;NEUT;PL
ausbildung	тренировки	ausbildung	тренировка	N;FEM;SG	N;INDF;FEM;PL
park	парк	park	парк	PROPN;NOM;SG	N;INDF;MASC;SG
park	park	park	park	PROPN;NOM;SG	ADJ
george	джордж	george	джордж	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wappen	палто	wappen	палто		N;INDF;NEUT;SG
wappen	палтото	wappen	палто		N;DEF;NEUT;SG
wappen	герб	wappen	герб		N;INDF;MASC;SG
wappen	емблема	wappen	емблем		N;INDF;FEM;SG
wappen	ръце	wappen	ръка		N;INDF;FEM;PL
wappen	оръжия	wappen	оръжие		N;INDF;NEUT;PL
wappen	оръжие	wappen	оръжие		N;INDF;NEUT;SG
wappen	герб	wappen	герб		N;INDF;MASC;SG
zürich	цюрих	zürich	цюрих	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zürich	цюрих	zürich	цюрих	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
bahn	влака	bahnen	влак		N;DEF;MASC;SG
bahn	влакът	bahnen	влак		N;DEF;MASC;SG
bahn	влак	bahnen	влак		N;INDF;MASC;SG
bahn	железница	bahnen	железница		N;INDF;FEM;SG
bahn	железници	bahnen	железница		N;INDF;FEM;PL
bahn	железница	bahnen	железница		N;INDF;FEM;SG
bahn	железопътен	bahnen	железопътен		ADJ;INDF;MASC;SG
komponist	композитор	komponist	композитор	ADJ	N;INDF;MASC;SG
mindestens	минимален	mindestens	минимален	ADV	ADJ;INDF;MASC;SG
mindestens	минимална	mindestens	минимален	ADV	ADJ;INDF;FEM;SG
mindestens	минимум	mindestens	минимум	ADV	N;INDF;MASC;SG
award	възлагане	award	възлагане	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
award	награда	award	награда	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
zahl	опашки	zahl	опашка	N;NOM;FEM;SG	N;INDF;FEM;PL
internationale	международно	international	международно	ADJ;NOM;FEM;PL	ADV
internationale	международен	international	международен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
internationale	интернешънъл	international	интернешънъл	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
internationale	международна	international	международен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
zusätzlich	допълнително	zusätzlich	допълнително	ADJ	ADV
zusätzlich	допълнително	zusätzlich	допълнително	ADJ	ADV
dresden	дрезден	dresden	дрезден	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
schreiben	писмо	schreiben	писмо	V;NFIN	N;INDF;NEUT;SG
schreiben	буква	schreiben	буква	V;NFIN	N;INDF;FEM;SG
schreiben	писане	schreiben	писане	V;NFIN	N;INDF;NEUT;SG
rudolf	рудолф	rudolf	рудолф	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
rudolf	рудолф	rudolf	рудолф	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
tatsächlich	наистина	tatsächlich	наистина	ADJ	ADV
tatsächlich	всъщност	tatsächlich	всъщност	ADJ	ADV
firma	твърда	firma	твърд	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
firma	твърдо	firma	твърдо	N;NOM;FEM;SG	ADV
firma	твърд	firma	твърд	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
firma	company	firma	company	N;NOM;FEM;SG	NUM;INDF;PL
nahe	затваряне	nahe	затваряне		N;INDF;NEUT;SG
nahe	близко	nahe	близък		ADV
nahe	близо	nahe	близо		ADV
nahe	близки	nahe	близък		ADJ;INDF;PL
nahe	близко	nahe	близък		ADV
nahe	близо	nahe	близо		ADV
nahe	nahe	nahe	nahe		N;INDF;MASC;SG
nahe	наблизо	nahe	наблизо		ADV
league	лигата	league	лига	PROPN;SG	N;DEF;FEM;SG
league	лига	league	лига	PROPN;SG	N;INDF;FEM;SG
tore	гейтс	tor	гейтс	N;NOM;NEUT;PL	N;INDF;MASC;SG
politischen	политическа	politisch	политически	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
politischen	политически	politisch	политически	ADJ;NOM;MASC;PL	ADV
politischen	политическо	politisch	политически	ADJ;NOM;MASC;PL	ADV
wahl	изборите	wahl	избор		N;DEF;MASC;PL
wahl	избори	wahl	избор		N;INDF;MASC;PL
wahl	избор	wahl	избор		N;INDF;MASC;SG
darf	май	dürfen	май	V;IND;SG;3;PRS;FIN	PROPN;INDF;MASC;SG
männer	мъжки	männer	мъжки	N;NOM;MASC;PL	ADJ;INDF;PL
männer	men	männer	men	N;NOM;MASC;PL	N;INDF;MASC;SG
männer	мъжко	männer	мъжко	N;NOM;MASC;PL	ADV
männer	мъжки	männer	мъжки	N;NOM;MASC;PL	ADJ;INDF;PL
männer	мъж	männer	мъж	N;NOM;MASC;PL	N;INDF;MASC;SG
männer	мъжкар	männer	мъжкар	N;NOM;MASC;PL	N;INDF;MASC;SG
männer	мъжка	männer	мъжка	N;NOM;MASC;PL	N;INDF;FEM;SG
männer	менс	männer	менс	N;NOM;MASC;PL	N;INDF;MASC;SG
schauspielerin	актриса	schauspielerin	актриса	ADJ	N;INDF;FEM;SG
schauspielerin	актриси	schauspielerin	актриса	ADJ	N;INDF;FEM;PL
schauspielerin	актрисата	schauspielerin	актриса	ADJ	N;DEF;FEM;SG
wiener	виенски	wiener	виенски		ADJ;INDF;MASC;SG
wiener	кренвирш	wiener	кренвирш		N;INDF;NEUT;SG
hannover	хановер	hannover	хановер	PROPN;NOM;NEUT;SG	N;INDF;MASC;PL
hannover	hannover	hannover	hannover	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
hannover	нюпорт	hannover	нюпорт	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
werde	уил	werden	ухл	V;SBJV;SG;3;PRS;FIN	PROPN;INDF;MASC;SG
gründung	основи	gründung	основа	ADJ	N;INDF;FEM;PL
gründung	фондация	gründung	фондация	ADJ	N;INDF;FEM;SG
gründung	основа	gründung	основа	ADJ	N;INDF;FEM;SG
gründung	създаване	gründung	създаване	ADJ	N;INDF;NEUT;SG
gründung	създаването	gründung	създаване	ADJ	N;DEF;NEUT;SG
gründung	основаването	gründung	основаване	ADJ	N;DEF;NEUT;SG
gründung	образуване	gründung	образуване	ADJ	N;INDF;NEUT;SG
gründung	формиране	gründung	формиране	ADJ	N;INDF;NEUT;SG
gründung	формация	gründung	формация	ADJ	N;INDF;FEM;SG
gründung	учреждение	gründung	учреждение	ADJ	N;INDF;NEUT;SG
gründung	установяване	gründung	установяване	ADJ	N;INDF;NEUT;SG
dar	дар	dar	дар	ADV	N;INDF;MASC;SG
zeitung	вестник	zeitung	вестник		N;INDF;MASC;SG
zeitung	вестници	zeitung	вестник		N;INDF;MASC;PL
zeitung	вестниците	zeitung	вестник		N;DEF;MASC;PL
zeitung	вестници	zeitung	вестник		N;INDF;MASC;PL
zeitung	хартия	zeitung	хартия		N;INDF;FEM;SG
zeitung	цайтунг	zeitung	цайтунг		N;INDF;MASC;SG
schlacht	сражения	schlacht	сражение	N;NOM;FEM;SG	N;INDF;NEUT;PL
schlacht	битки	schlacht	битка	N;NOM;FEM;SG	N;INDF;FEM;PL
schlacht	битките	schlacht	битка	N;NOM;FEM;SG	N;DEF;FEM;PL
richtig	истина	richtig	истина	ADV	N;INDF;FEM;SG
richtig	верни	richtig	верен	ADV	ADJ;INDF;PL
akademie	akademie	akademie	akademie	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
gehen	разходка	gehen	разходка	V;NFIN	N;INDF;FEM;SG
gehen	пеша	gehen	пеша	V;NFIN	ADV
division	участък	division	участък		N;INDF;MASC;SG
division	разделение	division	разделение		N;INDF;NEUT;SG
division	дивизия	division	дивизия		N;INDF;FEM;SG
division	деление	division	деление		N;INDF;NEUT;SG
olympischen	олимпик	olympisch	олимпик	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
olympischen	олимпийски	olympisch	олимпийски	ADJ;NOM;MASC;PL	PROPN;INDF;MASC;SG
olympischen	олимпиадата	olympisch	олимпиада	ADJ;NOM;MASC;PL	N;DEF;FEM;SG
olympischen	олимпиада	olympisch	олимпиада	ADJ;NOM;MASC;PL	N;INDF;FEM;SG
stil	стилове	stil	стил	ADJ	N;INDF;MASC;PL
stil	стайлс	stil	стайлс	ADJ	N;INDF;MASC;SG
stil	стил	stil	стил	ADJ	N;INDF;MASC;SG
deine	твой	dein	твой	PRO;NOM;MASC;SG	DET;INDF;MASC;SG;1
deine	твоя	dein	твоя	PRO;NOM;MASC;SG	DET;DEF;FEM;SG;2
deine	твоята	dein	твой	PRO;NOM;MASC;SG	DET;DEF;FEM;SG;1
deine	вашият	dein	ваш	PRO;NOM;MASC;SG	DET;DEF;MASC;SG;2
deine	твоят	dein	тоя	PRO;NOM;MASC;SG	DET;DEF;MASC;SG;1
deine	твоя	dein	твоя	PRO;NOM;MASC;SG	DET;DEF;FEM;SG;2
deine	твоята	dein	твой	PRO;NOM;MASC;SG	DET;DEF;FEM;SG;1
charles	чарлз	charles	чарлз	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
charles	чарлс	charles	чарлс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
charles	шарл	charles	шарл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
funktion	функции	Funktion	функция	N;SG	N;INDF;FEM;PL
funktion	функции	Funktion	функция	N;SG	N;INDF;FEM;PL
wahrscheinlich	вероятно	wahrscheinlich	вероятно	ADJ	ADV
erreichen	достигане	erreichen	достигане	V;NFIN	N;INDF;NEUT;SG
erreichen	постигане	erreichen	постигане	V;NFIN	N;INDF;NEUT;SG
erreichen	достигането	erreichen	достигане	V;NFIN	N;DEF;NEUT;SG
erreichen	достигане	erreichen	достигане	V;NFIN	N;INDF;NEUT;SG
till	тил	till	тил	PROPN;SG	N;INDF;MASC;SG
herzog	херцог	herziehen	херцог	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
herzog	дук	herziehen	дук	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
herzog	дюк	herziehen	дюк	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zentrum	zentrum	zentrum	zentrum	PROPN;NOM;SG	N;INDF;MASC;SG
zentrum	център	zentrum	център	PROPN;NOM;SG	N;INDF;MASC;SG
zentrum	център	zentrum	център	PROPN;NOM;SG	N;INDF;MASC;SG
jede	всяка	jed	всеки	PRO;NOM;INDF;FEM;SG	DET;FEM;SG
jede	всеки	jed	всеки	PRO;NOM;INDF;FEM;SG	PRO;NOM;MASC;SG
jede	всяко	jed	всеки	PRO;NOM;INDF;FEM;SG	PRO;NOM;NEUT;SG
jede	всяка	jed	всеки	PRO;NOM;INDF;FEM;SG	DET;FEM;SG
jede	всеки	jed	всеки	PRO;NOM;INDF;FEM;SG	PRO;NOM;MASC;SG
dagegen	срещу	dagegen	срещу	ADV	ADP
dagegen	против	dagegen	против	ADV	ADP
liebe	мила	lieb	мил	PROPN;NOM;SG	ADJ;INDF;FEM;SG
liebe	скъпи	lieb	скъп	PROPN;NOM;SG	ADJ;INDF;PL
liebe	скъпа	lieb	скъп	PROPN;NOM;SG	ADJ;INDF;FEM;SG
liebe	обич	lieb	обич	PROPN;NOM;SG	N;INDF;FEM;SG
liebe	любов	lieb	любов	PROPN;NOM;SG	N;INDF;FEM;SG
liebe	любовта	lieb	любов	PROPN;NOM;SG	N;DEF;FEM;SG
liebe	обичам	lieb	обичам	PROPN;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
rom	рим	rom	рим	PROPN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
rom	ром	rom	ром	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
ihres	нейните	ihr	мой	DET;GEN;MASC;SG	DET;DEF;PL;3
ihres	нейни	ihr	мой	DET;GEN;MASC;SG	DET;INDF;PL;3
umfasst	корици	umfassen	корица	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
umfasst	капаци	umfassen	капак	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
umfasst	включват	umfassen	включвам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
nachfolger	наследници	nachfolg	наследник	ADJ	N;INDF;MASC;PL
nachfolger	наследник	nachfolg	наследник	ADJ	N;INDF;MASC;SG
wenige	няколко	wenig	няколко	ADJ;NOM;INDF;PL	PRO;INDF
wenige	малцина	wenig	малцина	ADJ;NOM;INDF;PL	NUM;ANIM;INDF;PL
grenze	лимит	grenze	лимит	ADJ	N;INDF;MASC;SG
grenze	граница	grenze	граница	ADJ	N;INDF;FEM;SG
grenze	ограничаване	grenze	ограничаване	ADJ	N;INDF;NEUT;SG
grenze	ограничение	grenze	ограничение	ADJ	N;INDF;NEUT;SG
grenze	граница	grenze	граница	ADJ	N;INDF;FEM;SG
grenze	границата	grenze	граница	ADJ	N;DEF;FEM;SG
grenze	граница	grenze	граница	ADJ	N;INDF;FEM;SG
grenze	граница	grenze	граница	ADJ	N;INDF;FEM;SG
nächsten	следващо	nah	следвам	ADJ;PL	ADV
nächsten	следващ	nah	следвам	ADJ;PL	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
nächsten	следваща	nah	следвам	ADJ;PL	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
truppen	войски	truppen	войска	V;NFIN	N;INDF;FEM;PL
truppen	военнослужещи	truppen	военнослужещ	V;NFIN	N;INDF;MASC;PL
truppen	войска	truppen	войска	V;NFIN	N;INDF;FEM;SG
truppen	войници	truppen	войник	V;NFIN	N;INDF;MASC;PL
mitarbeiter	работник	Mitarbeiter	работник	ADJ	N;INDF;MASC;SG
mitarbeiter	служител	Mitarbeiter	служител	ADJ	N;INDF;MASC;SG
mitarbeiter	служителка	Mitarbeiter	служителка	ADJ	N;INDF;FEM;SG
mitarbeiter	служителите	Mitarbeiter	служител	ADJ	N;DEF;MASC;PL
mitarbeiter	служители	Mitarbeiter	служител	ADJ	N;INDF;MASC;PL
mitarbeiter	асоциирани	Mitarbeiter	асоциирам	ADJ	V;PFV;INDF;PL;V.PTCP;PASS
mitarbeiter	сътрудници	Mitarbeiter	сътрудник	ADJ	N;INDF;MASC;PL
mitarbeiter	съдружници	Mitarbeiter	съдружник	ADJ	N;INDF;MASC;PL
mitarbeiter	сътрудници	Mitarbeiter	сътрудник	ADJ	N;INDF;MASC;PL
mitarbeiter	персонал	Mitarbeiter	персонал	ADJ	N;INDF;MASC;SG
mitarbeiter	персоналът	Mitarbeiter	персонал	ADJ	N;DEF;MASC;SG
mitarbeiter	служители	Mitarbeiter	служител	ADJ	N;INDF;MASC;PL
britischen	британско	britisch	британски	ADJ;NOM;MASC;PL	ADV
britischen	британци	britisch	британец	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
britischen	британска	britisch	британски	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
britischen	британец	britisch	британец	ADJ;NOM;MASC;PL	N;INDF;MASC;SG
britischen	британски	britisch	британски	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
werner	вернер	wern	вернер	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
verwendung	използвайте	verwendung	използвам	N;SG	V;IPFV;IMP;PL;2;FIN
verwendung	употреби	verwendung	употребя	N;SG	V;PFV;IMP;SG;2;FIN
verwendung	използва	verwendung	използвам	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sieg	победи	seigen	победа	N;NOM;SG	N;INDF;FEM;PL
sieg	печеля	seigen	печеля	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sieg	спечели	seigen	спечеля	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
sieg	печелиш	seigen	печеля	N;NOM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
veröffentlichte	освободени	veröffentlichen	освободя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
veröffentlichte	непубликувани	veröffentlichen	непубликувам	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
veröffentlichte	публикувани	veröffentlichen	публикувам	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
entwickelt	развит	entwickeln	развит-(се)	V;V.PTCP	ADJ;INDF;MASC;SG
entwickelt	развитите	entwickeln	развия-(се)	V;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
china	порцелан	china	порцелам	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
china	китай	china	китай	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
china	чайна	china	чаен	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
hohe	висок	hoch	висок	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
hohe	висока	hoch	висок	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
hohe	високо	hoch	високо	ADJ;NOM;FEM;PL	ADV
hohe	hohe	hoch	hohe	ADJ;NOM;FEM;PL	PROPN;INDF;MASC;SG
falls	фолс	falls	фолс	CONJ	N;INDF;MASC;SG
falls	пада	falls	падам-(се)	CONJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
leicht	лесно	leicht	лесно	ADJ	ADV
leicht	светло	leicht	светло	ADJ	ADV
leicht	светлина	leicht	светлина	ADJ	N;INDF;FEM;SG
leicht	светлината	leicht	светлина	ADJ	N;DEF;FEM;SG
leicht	леко	leicht	леко	ADJ	ADV
leicht	лесно	leicht	лесно	ADJ	ADV
verbunden	асоциирани	verbinden	асоциирам	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
verbunden	свързани	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
verbunden	свързан	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verbunden	прикрепени	verbinden	прикрепя	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
verbunden	прикрепен	verbinden	прикрепя	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verbunden	прикрепена	verbinden	прикрепя	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verbunden	свързани	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
verbunden	свързан	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verbunden	свързано	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
verbunden	свързана	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verbunden	свързани	verbinden	свържа	ADJ;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
bald	плешив	bald	плешив	ADV	ADJ;INDF;MASC;SG
bald	плешиви	bald	плешив	ADV	ADJ;INDF;PL
autoren	писатели	autor	писател		N;INDF;MASC;PL
autoren	писателите	autor	писател		N;DEF;MASC;PL
autoren	сценаристи	autor	сценарист		N;INDF;MASC;PL
autoren	автор	autor	автор		N;INDF;MASC;SG
autoren	авторите	autor	автор		N;DEF;MASC;PL
autoren	автори	autor	автор		N;INDF;MASC;PL
all	всички	all	всеки	ADV	PRO;NOM;PL
all	всичко	all	всеки	ADV	PRO;NOM;NEUT;SG
tiefe	дълбини	tief	дълбина		N;INDF;FEM;PL
tiefe	дълбините	tief	дълбина		N;DEF;FEM;PL
tiefe	дълбочина	tief	дълбочина		N;INDF;FEM;SG
tiefe	дълбока	tief	дълбок		ADJ;INDF;FEM;SG
tiefe	дълбок	tief	дълбок		ADJ;INDF;MASC;SG
tiefe	дълбоки	tief	дълбок		ADJ;INDF;PL
tiefe	дълбоко	tief	дълбоко		ADV
press	преса	press	преса	PROPN	N;INDF;FEM;SG
press	натиснете	press	натисна	PROPN	V;PFV;IMP;PL;2;FIN
press	натисни	press	натисен	PROPN	V;PFV;IMP;SG;2;FIN
press	пресата	press	преса	PROPN	N;DEF;FEM;SG
gattung	род	gattung	род	ADJ	N;INDF;MASC;SG
gattung	видове	gattung	вид	ADJ	N;INDF;MASC;PL
gattung	вид	gattung	вид	ADJ	N;INDF;MASC;SG
allein	сама	allein	сама	ADV	ADJ;INDF;FEM;SG
allein	сам	allein	сам	ADV	N;INDF;MASC;SG
allein	соло	allein	соло	ADV	N;INDF;MASC;SG
bürgermeister	кмете	bürgermeister	кило	ADJ	N;INDF;MASC;SG
bürgermeister	кмет	bürgermeister	кмет	ADJ	N;INDF;MASC;SG
bürgermeister	кметове	bürgermeister	кмет	ADJ	N;INDF;MASC;PL
polen	полша	polen	полша		PROPN;INDF;FEM;SG
polen	поляците	polen	поляка		N;DEF;MASC;PL
polen	поляци	polen	поляка		N;INDF;MASC;PL
polen	стълбове	polen	стълб		N;INDF;MASC;PL
nord	северно	nord	северно	ADJ	ADV
nord	север	nord	север	ADJ	N;INDF;MASC;SG
nord	nord	nord	nor	ADJ	PROPN;INDF;MASC;SG
bestehen	съществуването	bestehen	съществуване	V;NFIN	N;DEF;NEUT;SG
bestehen	съществуване	bestehen	съществуване	V;NFIN	N;INDF;NEUT;SG
zuletzt	последен	zuletzt	последен	ADV	ADJ;INDF;MASC;SG
zuletzt	последни	zuletzt	последен	ADV	ADJ;INDF;PL
zuletzt	последна	zuletzt	последен	ADV	ADJ;INDF;FEM;SG
verheiratet	женени	verheiraten	женя-(се)	ADJ;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
verheiratet	женена	verheiraten	женя-(се)	ADJ;V.PTCP	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
verheiratet	омъжена	verheiraten	омъжя	ADJ;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verheiratet	женен	verheiraten	женен	ADJ;V.PTCP	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
entwickelte	развит	entwickeln	развит-(се)	V;IND;SG;3;PST;FIN	ADJ;INDF;MASC;SG
entwickelte	разработени	entwickeln	разработя-(се)	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;V.PTCP;PASS
entwickelte	развитите	entwickeln	развия-(се)	V;IND;SG;3;PST;FIN	ADJ;PFV;DEF;PL;V.PTCP;PASS
entwickelte	еволюира	entwickeln	еволюирам	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
entwickelte	еволюирали	entwickeln	еволюирам	V;IND;SG;3;PST;FIN	V;PFV;INDF;PL;PST;V.PTCP;ACT
produktion	продукция	produktion	продукция		N;INDF;FEM;SG
produktion	изход	produktion	изход		N;INDF;MASC;SG
produktion	продукция	produktion	продукция		N;INDF;FEM;SG
produktion	производство	produktion	производство		N;INDF;NEUT;SG
produktion	постановки	produktion	постановка		N;INDF;FEM;PL
