sandstein	arenisca	sandstein	arenisca		N;FEM;SG
alkohol	alcohol	alkohol	alcohol		N;MASC;SG
alkohol	alcoholes	alkohol	alcohol		N;MASC;PL
alkohol	alcohol	alkohol	alcohol		N;MASC;SG
alkohol	licores	alkohol	licor		N;MASC;PL
alkohol	licor	alkohol	licor		N;MASC;SG
gene	gene	gen	gene		N
gene	gen	gen	gen		N;MASC;SG
gene	genes	gen	gen		N;MASC;PL
gene	genes	gen	gen		N;MASC;PL
rechnen	aritmética	rechnen	aritmético	V;NFIN	ADJ;FEM;SG
rechnen	mates	rechnen	mate	V;NFIN	N;MASC;PL
rechnen	matemáticas	rechnen	matemático	V;NFIN	N;FEM;PL
rechnen	matemática	rechnen	matemático	V;NFIN	ADJ;FEM;SG
silva	silva	silva	silva	PROPN	N;MASC;SG
bemerkenswert	notablemente	bemerkenswert	notablemente	ADJ	ADV
bemerkenswert	extraordinariamente	bemerkenswert	extraordinariamente	ADJ	ADV
menschheit	humanidad	menschheit	humanidad		N;FEM;SG
ehre	honor	ehr	honor		N;MASC;SG
ehre	honra	ehr	honra		N;FEM;SG
ehre	honor	ehr	honor		N;MASC;SG
ehre	honra	ehr	honra		N;FEM;SG
ehre	glory	ehr	glory		N;SG
ehre	gloria	ehr	gloria		N;FEM;SG
öffentlicher	público	öffentlich	público	ADJ	N;MASC;SG
toll	peaje	toll	peaje	ADJ	N;MASC;SG
toll	peajes	toll	peaje	ADJ	N;MASC;PL
christ	cristiano	christ	cristiano	PROPN	ADJ;MASC;SG
christ	christian	christ	christiar	PROPN	PROPN
christ	cristianos	christ	cristiano	PROPN	N;MASC;PL
christ	cristiana	christ	cristiano	PROPN	ADJ;FEM;SG
christ	cristian	christ	cristiar	PROPN	PROPN
christ	cristián	christ	cristián	PROPN	N;MASC;SG
christ	cristo	christ	cristo	PROPN	N;MASC;SG
vorwort	preámbulo	vorworen	preámbulo		N;MASC;SG
vorwort	prefacio	vorworen	prefacio		N;MASC;SG
vorwort	prólogo	vorworen	prólogo		N;MASC;SG
vorwort	prefacio	vorworen	prefacio		N;MASC;SG
vorwort	prólogo	vorworen	prólogo		N;MASC;SG
vergrößert	ampliada	vergrößern	ampliado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
vergrößert	ampliados	vergrößern	ampliado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vergrößert	ampliado	vergrößern	ampliar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
tropischen	trópico	tropisch	trópico	ADJ	N;MASC;SG
miami	miami	miami	miami	PROPN;NOM;MASC;SG	PROPN
shanghai	shanghai	shanghai	shanghai	PROPN;NOM;MASC;SG	N;MASC;SG
shanghai	shangai	shanghai	shangai	PROPN;NOM;MASC;SG	N;MASC;SG
shanghai	shanghái	shanghai	shanghái	PROPN;NOM;MASC;SG	N;MASC;PL
mexico	méjico	mexico	méjico	PROPN;NOM;SG	N;MASC;SG
mexico	méxico	mexico	méxico	PROPN;NOM;SG	N;MASC;SG
mexico	mexico	mexico	mexico	PROPN;NOM;SG	
bischofs	alfil	bischofs	alfil		N;MASC;SG
bischofs	bishop	bischofs	bishop		N;MASC;SG
bischofs	obispo	bischofs	obispo		N;MASC;SG
vertretung	representados	vertretung	representado	N;FEM;SG	ADJ;MASC;PL;V.PTCP
vertretung	representaciones	vertretung	representación	N;FEM;SG	N;FEM;PL
vertretung	rep	vertretung	rep	N;FEM;SG	
vertretung	representativas	vertretung	representativo	N;FEM;SG	ADJ;FEM;PL
vertretung	representativos	vertretung	representativo	N;FEM;SG	ADJ;MASC;PL
vertretung	representativa	vertretung	representativo	N;FEM;SG	ADJ;FEM;SG
vertretung	representativo	vertretung	representativo	N;FEM;SG	ADJ;MASC;SG
fauna	fauna	fauna	fauna		N;FEM;SG
fauna	fauna	fauna	fauna		N;FEM;SG
protokoll	actas	protokoll	acta	ADJ	N;FEM;PL
protokoll	minutos	protokoll	minuto	ADJ	N;MASC;PL
protokoll	transcripciones	protokoll	transcripción	ADJ	N;FEM;PL
protokoll	transcripción	protokoll	transcripción	ADJ	N;FEM;SG
protokoll	protocolos	protokoll	protocolo	ADJ	N;MASC;PL
protokoll	protocolo	protokoll	protocolo	ADJ	N;MASC;SG
protokoll	troncos	protokoll	tronco	ADJ	N;MASC;PL
protokoll	tronco	protokoll	tronco	ADJ	N;MASC;SG
protokoll	bitácora	protokoll	bitácora	ADJ	N;FEM;SG
protokoll	troncos	protokoll	tronco	ADJ	N;MASC;PL
protokoll	registros	protokoll	registro	ADJ	N;MASC;PL
athleten	deportista	athlet	deportista	V;IND;PL;3;PST;FIN	N;SG
athleten	atleta	athlet	atleta	V;IND;PL;3;PST;FIN	N;SG
athleten	deportistas	athlet	deportista	V;IND;PL;3;PST;FIN	N;PL
athleten	atletas	athlet	atleta	V;IND;PL;3;PST;FIN	N;PL
lahn	lahn	lahn	lahn	PROPN;NOM;SG	N;MASC;SG
teilnehmern	participantes	teilnehmern	participante	V;NFIN	N;PL
teilnehmern	asistentes	teilnehmern	asistente	V;NFIN	N;PL
baker	panadero	bak	panadero	PROPN	N;MASC;SG
baker	baker	bak	baker	PROPN	PROPN
ethnischen	étnico	ethnisch	étnico	ADJ;PL	ADJ;MASC;SG
ethnischen	etnias	ethnisch	etnia	ADJ;PL	N;FEM;PL
ethnischen	étnica	ethnisch	étnico	ADJ;PL	ADJ;FEM;SG
ethnischen	etnia	ethnisch	etnia	ADJ;PL	N;FEM;SG
copa	copa	copa	copa	PROPN;NOM;SG	N;FEM;SG
konzipiert	concebidos	konzipieren	concebido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
konzipiert	concebida	konzipieren	concebido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
konzipiert	concebido	konzipieren	concebido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
konzipiert	diseñadas	konzipieren	diseñado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
konzipiert	diseñada	konzipieren	diseñado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
konzipiert	diseñado	konzipieren	diseñado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
konzipiert	diseñados	konzipieren	diseñado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
breiter	wide	breit	wide	ADJ	N
breiter	ancho	breit	ancho	ADJ	N;MASC;SG
udo	udo	udo	udo	PROPN;NOM;MASC;SG	N;SG
steuerung	control	steuerung	control	ADJ	N;MASC;SG
steuerung	controlar	steuerung	controlar	ADJ	V;NFIN
steuerung	controlador	steuerung	controlador	ADJ	N;MASC;SG
steuerung	controlando	steuerung	controlar	ADJ	V;V.MSDR
steuerung	controlador	steuerung	controlador	ADJ	N;MASC;SG
steuerung	controlar	steuerung	controlar	ADJ	V;NFIN
steuerung	gobernanza	steuerung	gobernanza	ADJ	N;FEM;SG
steuerung	gobernación	steuerung	gobernación	ADJ	N;FEM;SG
steuerung	gobierno	steuerung	gobierno	ADJ	N;MASC;SG
steuerung	gobernabilidad	steuerung	gobernabilidad	ADJ	N;FEM;SG
steuerung	mandos	steuerung	mando	ADJ	N;MASC;PL
steuerung	controles	steuerung	control	ADJ	N;MASC;PL
steuerung	controla	steuerung	controlar	ADJ	V;IND;SG;3;PRS;FIN
vortrag	hablar	vortragen	hablar	N;SG	V;NFIN
vortrag	habla	vortragen	hablar	N;SG	V;IND;SG;3;PRS;FIN
vortrag	hable	vortragen	hablar	N;SG	V;IMP;SG;3;FIN
prinzipien	principios	prinzip	principio	V;NFIN	N;MASC;PL
comedy	comedia	comedy	comedia	PROPN	N;FEM;SG
basketballspieler	básquetbol	basketballspieler	básquetbol	ADJ	N;MASC;SG
basketballspieler	baloncesto	basketballspieler	baloncesto	ADJ	N;MASC;SG
subsp	subsp	subsp	subsp		N
hansen	hansen	hansen	hansar	PROPN;NOM;SG	PROPN
catherine	caterina	catherine	caterina	PROPN;NOM;SG	N;FEM;SG
catherine	catalina	catherine	catalina	PROPN;NOM;SG	N;FEM;SG
catherine	catherine	catherine	catherine	PROPN;NOM;SG	N;FEM;SG
philologe	filólogo	philologe	filólogo	ADJ	N;MASC;SG
aufteilung	asignación	aufteilung	asignación	ADJ;SG	N;FEM;SG
aufteilung	desglose	aufteilung	desglose	ADJ;SG	N;MASC;SG
aufteilung	reparto	aufteilung	reparto	ADJ;SG	N;MASC;SG
aufteilung	distribución	aufteilung	distribución	ADJ;SG	N;FEM;SG
aufteilung	fraccionamiento	aufteilung	fraccionamiento	ADJ;SG	N;MASC;SG
böhmischen	bohemia	böhmisch	bohemio	ADJ;NOM;PL	N;FEM;SG
erwachsene	crecido	erwachsen	crecido	ADJ;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
erwachsene	adultos	erwachsen	adulto	ADJ;NOM;FEM;PL	N;MASC;PL
erwachsene	adulto	erwachsen	adulto	ADJ;NOM;FEM;PL	ADJ;MASC;SG
erwachsene	adulta	erwachsen	adultar	ADJ;NOM;FEM;PL	ADJ;FEM;SG
erwachsene	adultos	erwachsen	adulto	ADJ;NOM;FEM;PL	N;MASC;PL
werfen	reparto	werfen	reparto	V;NFIN	N;MASC;SG
werfen	elenco	werfen	elenco	V;NFIN	N;MASC;SG
erfunden	inventada	erfinden	inventado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
erfunden	inventado	erfinden	inventado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
erfunden	invento	erfinden	invento	V;V.PTCP	N;MASC;SG
mexikanischen	mexicana	mexikanisch	mexicano	ADJ;NOM;MASC;PL	ADJ;FEM;SG
mexikanischen	mexicanos	mexikanisch	mexicano	ADJ;NOM;MASC;PL	N;MASC;PL
mexikanischen	mexicano	mexikanisch	mexicano	ADJ;NOM;MASC;PL	N;MASC;SG
philosophen	filósofos	philosophen	filósofo		N;MASC;PL
philosophen	filósofo	philosophen	filósofo		N;MASC;SG
frag	preguntar	frag	preguntar		V;NFIN
frag	pregunte	frag	pregunte		V;SBJV;SG;3;FIN
frag	pregunta	frag	pregunta		N;FEM;SG
frag	pregunten	frag	preguntar		V;IMP;PL;3;FIN
ehrenmitglied	honorarios	ehrenmitglied	honorario	ADJ	N;MASC;PL
dicke	espeso	dick	espeso	N;NOM;FEM;PL	ADJ;MASC;SG
dicke	gruesa	dick	grueso	N;NOM;FEM;PL	ADJ;FEM;SG
dicke	espesa	dick	espeso	N;NOM;FEM;PL	ADJ;FEM;SG
dicke	grueso	dick	grueso	N;NOM;FEM;PL	ADJ;MASC;SG
dicke	gruesos	dick	grueso	N;NOM;FEM;PL	ADJ;MASC;PL
dicke	espesor	dick	espesor	N;NOM;FEM;PL	N;MASC;SG
dicke	grosor	dick	grosor	N;NOM;FEM;PL	N;MASC;SG
bodensee	bodensee	bodensee	bodensee	PROPN;NOM;NEUT;SG	N;MASC;SG
irischen	irlanda	irisch	irlanda		N;FEM;SG
irischen	irlandeses	irisch	irlandés		N;MASC;PL
irischen	irish	irisch	irish		N
irischen	irlandesa	irisch	irlandés		ADJ;FEM;SG
irischen	irlandés	irisch	irlandés		N;MASC;SG
han	han	han	haber		V;IND;PL;3;PRS;FIN
wettbewerbe	concurso	wettbewerb	concurso	N;NOM;PL	N;MASC;SG
wettbewerbe	certamen	wettbewerb	certamen	N;NOM;PL	N;MASC;SG
rowohlt	rowohlt	rowohlt	rowohlt	PROPN	PROPN
heiraten	casarse	heiraten	casarse	V;NFIN	
heiraten	casamiento	heiraten	casamiento	V;NFIN	N;MASC;SG
heiraten	matrimonio	heiraten	matrimonio	V;NFIN	N;MASC;SG
heiraten	matrimonios	heiraten	matrimonio	V;NFIN	N;MASC;PL
heiraten	matrimonial	heiraten	matrimonial	V;NFIN	ADJ;SG
heiraten	boda	heiraten	boda	V;NFIN	N;FEM;SG
heiraten	bodas	heiraten	boda	V;NFIN	N;FEM;PL
heiraten	casamiento	heiraten	casamiento	V;NFIN	N;MASC;SG
murray	murray	murray	murray	PROPN;NOM;SG	PROPN
archäologe	arqueólogo	archäologe	arqueólogo		N;MASC;SG
austin	austin	austin	austin	PROPN;NOM;MASC;SG	PROPN
zelle	cell	zellen	cell		N
zelle	celda	zellen	celda		N;FEM;SG
zelle	celular	zellen	celular		ADJ;SG
zelle	célula	zellen	célula		N;FEM;SG
zelle	células	zellen	célula		N;FEM;PL
zelle	celdas	zellen	celda		N;FEM;PL
wälder	maderas	wald	madera		N;FEM;PL
wälder	bosque	wald	bosque		N;MASC;SG
wälder	woods	wald	woods		N
wälder	bosques	wald	bosque		N;MASC;PL
wälder	bosques	wald	bosque		N;MASC;PL
wälder	selva	wald	selva		N;FEM;SG
wälder	bosque	wald	bosque		N;MASC;SG
wälder	bosque	wald	bosque		N;MASC;SG
wälder	forestales	wald	forestal		ADJ;PL
wälder	forestal	wald	forestal		ADJ;SG
wälder	selva	wald	selva		N;FEM;SG
wälder	bosques	wald	bosque		N;MASC;PL
schließung	cierre	schließung	cierre	ADJ	N;MASC;SG
schließung	clausura	schließung	clausura	ADJ	N;FEM;SG
schließung	cierre	schließung	cierre	ADJ	N;MASC;SG
schließung	clausura	schließung	clausura	ADJ	N;FEM;SG
schließung	cerrando	schließung	cerrar	ADJ	V;V.MSDR
schließung	cerrar	schließung	cerrar	ADJ	V;NFIN
hierher	aca	hierher	acair	ADV	INTJ
hierher	aqui	hierher	aqui	ADV	INTJ
maßnahme	action	maßnahmen	action	ADJ	N;SG
maßnahme	acción	maßnahmen	acción	ADJ	N;FEM;SG
maßnahme	accion	maßnahmen	accionar	ADJ	N;FEM;SG
maßnahme	mide	maßnahmen	medir	ADJ	V;IND;SG;3;PRS;FIN
maßnahme	medida	maßnahmen	medida	ADJ	N;FEM;SG
maßnahme	medir	maßnahmen	medir	ADJ	V;NFIN
chief	jefa	chief	jefa	PROPN	N;FEM;SG
chief	chief	chief	chief	PROPN	PROPN
chief	jefe	chief	jefe	PROPN	N;MASC;SG
echo	echo	echo	echo		V;IND;SG;1;PRS;FIN
grundlegende	fundamentos	grundlegend	fundamento	ADJ;NOM;FEM;PL	N;MASC;PL
grundlegende	básico	grundlegend	básico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
grundlegende	fundamental	grundlegend	fundamental	ADJ;NOM;FEM;PL	ADJ;SG
grundlegende	básica	grundlegend	básico	ADJ;NOM;FEM;PL	ADJ;FEM;SG
grundlegende	basic	grundlegend	basic	ADJ;NOM;FEM;PL	N;SG
grundlegende	básico	grundlegend	básico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
rüdiger	rüdiger	rüdiger	rüdiger	ADJ	N;SG
geschmack	degustar	geschmack	degustar	ADJ	V;NFIN
geschmack	sabor	geschmack	sabor	ADJ	N;MASC;SG
geschmack	gusto	geschmack	gusto	ADJ	N;MASC;SG
geschmack	gustos	geschmack	gusto	ADJ	N;MASC;PL
geschmack	sabor	geschmack	sabor	ADJ	N;MASC;SG
geschmack	sabor	geschmack	sabor	ADJ	N;MASC;SG
geschmack	gustos	geschmack	gusto	ADJ	N;MASC;PL
porto	estampillas	porto	estampilla	PROPN;SG	N;FEM;PL
porto	franqueo	porto	franqueo	PROPN;SG	N;MASC;SG
porto	porto	porto	porto	PROPN;SG	N;MASC;SG
porto	oporto	porto	oporto	PROPN;SG	N;MASC;SG
porto	oporto	porto	oporto	PROPN;SG	N;MASC;SG
konzentration	concentraciones	konzentration	concentración	ADJ	N;FEM;PL
konzentration	concentración	konzentration	concentración	ADJ	N;FEM;SG
interviews	entrevistas	interviews	entrevista		N;FEM;PL
ansprüche	siniestros	ansprechen	siniestro		N;MASC;PL
ansprüche	reclamos	ansprechen	reclamo		N;MASC;PL
ansprüche	reclamaciones	ansprechen	reclamación		N;FEM;PL
wiedervereinigung	reunir	wiedervereinigung	reunir	ADJ	V;NFIN
wiedervereinigung	reunificación	wiedervereinigung	reunificación	ADJ	N;FEM;SG
wiedervereinigung	reunión	wiedervereinigung	reunión	ADJ	N;FEM;SG
wiedervereinigung	reunion	wiedervereinigung	reunion	ADJ	N;FEM;SG
wiedervereinigung	reencuentro	wiedervereinigung	reencuentro	ADJ	N;MASC;SG
kabel	cables	kabel	cable		N;MASC;PL
kabel	telegrama	kabel	telegrama		N;MASC;SG
kabel	cables	kabel	cable		N;MASC;PL
kabel	cable	kabel	cable		N;MASC;SG
berner	berna	bern	berna		N;FEM;SG
berner	berneses	bern	bernes		N;MASC;PL
berner	berner	bern	berner		N;SG
berner	berna	bern	berna		N;FEM;SG
konzentrierte	concentrado	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
konzentrierte	concentrada	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
konzentrierte	concentradas	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
konzentrierte	concentrados	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
konzentrierte	concentrado	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
konzentrierte	enfocado	konzentrieren	enfocado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
konzentrierte	enfocada	konzentrieren	enfocado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
konzentrierte	centrado	konzentrieren	centrado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
konzentrierte	concentrados	konzentrieren	concentrado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
keramik	cerámica	keramik	cerámica		N;FEM;SG
keramik	cerámicas	keramik	cerámico		N;FEM;PL
keramik	cerámica	keramik	cerámica		N;FEM;SG
keramik	cerámicas	keramik	cerámico		N;FEM;PL
keramik	cerámica	keramik	cerámica		N;FEM;SG
keramik	cerámicas	keramik	cerámico		N;FEM;PL
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;MASC;SG	N;MASC;SG
monika	monica	monika	monica	PROPN;NOM;FEM;SG	N;FEM;SG
monika	mónica	monika	mónico	PROPN;NOM;FEM;SG	N;FEM;SG
monika	monika	monika	monika	PROPN;NOM;FEM;SG	N;FEM;SG
flensburg	flensburg	flensburg	flensburg	PROPN;NOM	N;MASC;SG
pakistan	pakistán	pakistan	pakistán	PROPN;NOM;MASC;SG	N;MASC;SG
grant	subvención	granen	subvención	PROPN;NOM;SG	N;FEM;SG
grant	subsidio	granen	subsidio	PROPN;NOM;SG	N;MASC;SG
grant	grant	granen	grant	PROPN;NOM;SG	PROPN
angemeldet	notificada	anmelden	notificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
angemeldet	notificado	anmelden	notificar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angemeldet	notificados	anmelden	notificado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
angemeldet	registrado	anmelden	registrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angemeldet	presentado	anmelden	presentado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
angemeldet	archivado	anmelden	archivar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
brasilianischen	brasileño	brasilianisch	brasileño	ADJ;NOM;MASC;PL	N;MASC;SG
brasilianischen	brasileños	brasilianisch	brasileño	ADJ;NOM;MASC;PL	N;MASC;PL
brasilianischen	brasilero	brasilianisch	brasilero	ADJ;NOM;MASC;PL	ADJ;MASC;SG
brasilianischen	brasileña	brasilianisch	brasileño	ADJ;NOM;MASC;PL	ADJ;FEM;SG
löwe	león	löwe	león		N;MASC;SG
löwe	lions	löwe	lion		N;MASC;PL
löwe	leones	löwe	león		N;MASC;PL
löwe	león	löwe	león		N;MASC;SG
löwe	leo	löwe	leo		V;IND;SG;3;PRS;FIN
pädagogik	pedagogía	pädagogik	pedagogía		N;FEM;SG
melodie	melody	melodie	melody		N;SG
melodie	melodía	melodie	melodía		N;FEM;SG
melodie	afinar	melodie	afinar		V;NFIN
melodie	melodía	melodie	melodía		N;FEM;SG
melodie	sintonizar	melodie	sintonizar		V;NFIN
canadian	canadiense	canadian	canadiense	PROPN	N;SG
canadian	canadienses	canadian	canadiense	PROPN	N;PL
beratung	consejos	beratung	consejo	N;NOM;FEM;SG	N;MASC;PL
beratung	consultiva	beratung	consultiva	N;NOM;FEM;SG	ADJ;FEM;SG
bäumen	arboles	bäumen	arbol		N;MASC;PL
bäumen	árboles	bäumen	árbol		N;MASC;PL
boeing	boeing	boeing	boeing	PROPN;NOM;SG	N;MASC;SG
externe	externa	extern	externo		ADJ;FEM;SG
externe	externo	extern	externo		ADJ;MASC;SG
externe	externos	extern	externo		ADJ;MASC;PL
externe	exterior	extern	exterior		ADJ;SG
prinzen	príncipes	prinzen	príncipe		N;MASC;PL
prinzen	principe	prinzen	principe		N;MASC;SG
prinzen	prince	prinzen	prince		N
prinzen	príncipe	prinzen	príncipe		N;MASC;SG
mängel	deficiencias	mängeln	deficiencia	ADJ	N;FEM;PL
mängel	carencias	mängeln	carencia	ADJ	N;FEM;PL
mängel	deficiencias	mängeln	deficiencia	ADJ	N;FEM;PL
mängel	debilidades	mängeln	debilidad	ADJ	N;FEM;PL
mängel	deficiencias	mängeln	deficiencia	ADJ	N;FEM;PL
mängel	defectos	mängeln	defecto	ADJ	N;MASC;PL
mängel	fallas	mängeln	falla	ADJ	N;FEM;PL
mängel	defectos	mängeln	defecto	ADJ	N;MASC;PL
medal	medalla	medal	medalla	PROPN	N;FEM;SG
medal	medallas	medal	medalla	PROPN	N;FEM;PL
portrait	retrato	portrait	retrato	ADJ	N;MASC;SG
challenge	impugnación	challeng	impugnación		N;FEM;SG
challenge	challenge	challeng	challenge		N;SG
challenge	reto	challeng	reto		N;MASC;SG
challenge	desafio	challeng	desafio		N;MASC;SG
challenge	desafío	challeng	desafío		N;MASC;SG
werten	valores	werten	valor	V;NFIN	N;MASC;PL
elektronischen	electronic	elektronisch	electronic	ADJ	N;MASC;SG
fachzeitschrift	diario	fachzeitschrift	diario	ADJ	N;MASC;SG
fachzeitschrift	journal	fachzeitschrift	journal	ADJ	N;SG
fachzeitschrift	revista	fachzeitschrift	revista	ADJ	N;FEM;SG
salvador	salvador	salvador	salvador	PROPN	N;MASC;SG
saarland	sarre	saarland	sarre	PROPN	N;MASC;SG
saarland	sarre	saarland	sarre	PROPN	N;MASC;SG
dakota	dakota	dakota	dakota	PROPN;NOM;MASC;SG	N;MASC;SG
untergang	desdichado	untergehen	desdichado	N	ADJ;MASC;SG;V.PTCP
dutzend	docenas	dutzend	docena	ADJ	N;FEM;PL
dutzend	decenas	dutzend	decena	ADJ	N;FEM;PL
dutzend	docenas	dutzend	docena	ADJ	N;FEM;PL
dutzend	docena	dutzend	docena	ADJ	N;FEM;SG
egon	egon	egon	egon	PROPN;NOM;MASC;SG	PROPN
utrecht	utrecht	utrecht	utrecht	PROPN	PROPN
control	control	control	control	PROPN	N;MASC;SG
control	controlar	control	controlar	PROPN	V;NFIN
südwest	sudoeste	südwest	sudoeste	PROPN	N;MASC;SG
südwest	suroeste	südwest	suroeste	PROPN	N;MASC;SG
südwest	sudoeste	südwest	sudoeste	PROPN	N;MASC;SG
südwest	suroeste	südwest	suroeste	PROPN	N;MASC;SG
vorwürfe	alegaciones	vorwürfen	alegación	ADJ	N;FEM;PL
vorwürfe	denuncias	vorwürfen	denuncia	ADJ	N;FEM;PL
vorwürfe	acusaciones	vorwürfen	acusación	ADJ	N;FEM;PL
vorwürfe	alegatos	vorwürfen	alegato	ADJ	N;MASC;PL
vorwürfe	acusaciones	vorwürfen	acusación	ADJ	N;FEM;PL
tiger	tiger	tiger	tiger	ADJ	N;SG
tiger	tigres	tiger	tigre	ADJ	N;MASC;PL
tiger	tigre	tiger	tigre	ADJ	N;MASC;SG
tiger	tigres	tiger	tigre	ADJ	N;MASC;PL
päpstlichen	papal	päpstlich	papal	ADJ;NOM;MASC;PL	ADJ;SG
päpstlichen	pontificia	päpstlich	pontificia	ADJ;NOM;MASC;PL	N;FEM;SG
finanziell	financieramente	finanziell	financieramente	ADJ	ADV
finanziell	económicamente	finanziell	económicamente	ADJ	ADV
finanziell	finanzas	finanziell	finanzas	ADJ	N;FEM;PL
beamter	funcionario	beamt	funcionario	ADJ	N;MASC;SG
beamter	official	beamt	official	ADJ	N
beamter	funcionaria	beamt	funcionaria	ADJ	N;FEM;SG
beamter	funcionarios	beamt	funcionario	ADJ	N;MASC;PL
tiroler	tirol	tiroler	tirol	PROPN	N;MASC;SG
tiroler	tirolés	tiroler	tirolés	PROPN	N;MASC;SG
allgemeines	generalidades	allgemein	generalidad	ADJ;NOM;NEUT;SG	N;FEM;PL
allgemeines	generales	allgemein	general	ADJ;NOM;NEUT;SG	N;MASC;PL
allgemeines	general	allgemein	general	ADJ;NOM;NEUT;SG	N;SG
lichtenberg	lichtenberg	lichtenberg	lichtenberg	PROPN;NOM;SG	N;MASC;SG
wang	wang	wang	wang	PROPN;NOM;MASC;SG	PROPN
liverpool	liverpool	liverpool	liverpool	PROPN	N;MASC;SG
liverpool	madrid	liverpool	madrid	PROPN	N;MASC;SG
ringer	luchadores	ring	luchador	ADJ	N;MASC;PL
ringer	ringer	ring	ringer	ADJ	N;SG
ringer	wrestling	ring	wrestling	ADJ	N
ringer	lucha	ring	lucha	ADJ	N;FEM;SG
ringer	luchador	ring	luchador	ADJ	N;MASC;SG
identifiziert	identificado	identifizieren	identificado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
identifiziert	identificadas	identifizieren	identificado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
identifiziert	identificada	identifizieren	identificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
identifiziert	identificados	identifizieren	identificado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
behauptungen	siniestros	behauptehen	siniestro	V;NFIN	N;MASC;PL
behauptungen	reclamos	behauptehen	reclamo	V;NFIN	N;MASC;PL
behauptungen	reclamaciones	behauptehen	reclamación	V;NFIN	N;FEM;PL
behauptungen	alegación	behauptehen	alegación	V;NFIN	N;FEM;SG
behauptungen	alegaciones	behauptehen	alegación	V;NFIN	N;FEM;PL
behauptungen	denuncias	behauptehen	denuncia	V;NFIN	N;FEM;PL
behauptungen	acusaciones	behauptehen	acusación	V;NFIN	N;FEM;PL
behauptungen	alegatos	behauptehen	alegato	V;NFIN	N;MASC;PL
behauptungen	afirmaciones	behauptehen	afirmación	V;NFIN	N;FEM;PL
gerecht	feria	rechen	feria	ADJ	N;FEM;SG
gerecht	justo	rechen	justo	ADJ	ADV
roll	rollo	roll	rollo	PROPN	N;MASC;SG
roll	roll	roll	roll	PROPN	N;MASC;SG
broadway	broadway	broadway	broadway	PROPN	N;FEM;SG
zerstörte	destruidas	zerstört	destruido	ADJ;NOM;FEM;SG	ADJ;FEM;PL;V.PTCP
zerstörte	destruidos	zerstört	destruido	ADJ;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
zerstörte	destruyó	zerstört	destruir	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
materie	materia	materie	materia	PROPN	N;FEM;SG
jason	jasón	jason	jasón	PROPN;NOM;MASC;SG	N;MASC;SG
jason	jason	jason	jason	PROPN;NOM;MASC;SG	PROPN
alaska	alaska	alaska	alaska	PROPN;NOM;MASC;SG	N;FEM;SG
lies	leído	lesen	leer		ADJ;MASC;SG;V.PTCP
lies	lea	lesen	leer		V;IMP;SG;3;FIN
lies	leer	lesen	leer		V;NFIN
lies	lectura	lesen	lectura		N;FEM;SG
soul	alma	soul	alma	PROPN;SG	N;FEM;SG
soul	soul	soul	soul	PROPN;SG	N;SG
schaut	mirad	schauen	mirad	V;IND;SG;3;PRS;FIN	INTJ
schaut	mire	schauen	mirar	V;IND;SG;3;PRS;FIN	V;IMP;SG;3;FIN
