les	la	le	el	DET;DEF;PL	DET;DEF;FEM;SG
arrêt	stop	arrêt	stop	N;MASC;SG	
mari	mari	mari	marar	N;MASC;SG	
pouvait	podria	pouvoir	poder	V;IND;SG;3;IPFV;FIN	V;COND;SG;3;FIN
hall	hall	hall	hall	N;MASC;SG	
jones	jones	jone	jo	N;MASC;SG	
marin	marin	marin	marin	N;MASC;SG	
marin	marín	marin	marín	N;MASC;SG	
marin	mariner	marin	mariner	N;MASC;SG	ADJ;MASC;SG
fontaine	fontaine	fontaine	fontaine	N;FEM;SG	
roland	roland	roland	roland	PROPN	
printemps	primavera	printemps	primavera	N;MASC;SG	
printemps	printemps	printemps	printemps	N;MASC;SG	
prêtre	prêtre	prêtre	prêtre	N;MASC;SG	PROPN
étoiles	estel	étoile	estel	N;FEM;PL	
étoiles	estrella	étoile	estrella	N;FEM;PL	N;FEM;SG
chris	chris	chris	chri	PROPN	PROPN
gabriel	gabriel	gabriel	gabriel	N;MASC;SG	
élevé	high	élevé	high	ADJ;MASC;SG	N;SG
élevé	elevades	élevé	elevat	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
xixe	xixe	xixe	xixe	N;MASC;SG	
xixe	dinovena	xixe	dinovè	N;MASC;SG	ADJ;FEM;SG
noël	noël	noël	noël	PROPN	PROPN
noël	nadal	noël	Nadal	PROPN	
enquête	survey	enquête	survey	N;FEM;SG	PROPN
trouvé	trobat	trouver	trobar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
anomalie	anormal	anomalie	anormal	N;FEM;SG	ADJ;SG
ign	ign	ign	ign	PROPN	
beau	beau	beau	beau	ADJ;MASC;SG	
beau	guapo	beau	guapo	ADJ;MASC;SG	
villa	villa	villa	villa	N;FEM;SG	V;IND;SG;3;PRS;FIN
lecture	llegit	lecture	llegit	N;FEM;SG	ADJ;MASC;SG;V.PTCP
lecture	llegir	lecture	llegir	N;FEM;SG	V;NFIN
lecture	llegint	lecture	llegir	N;FEM;SG	V;V.MSDR
lecture	lectura	lecture	lectura	N;FEM;SG	V;IND;SG;3;PRS;FIN
montage	muntar	montage	muntar	N;MASC;SG	V;NFIN
dollars	dòlar	dollar	dòlar	N;MASC;PL	N;MASC;SG
professionnelle	professionals	professionnel	professional	ADJ;FEM;SG	N;PL
masculin	mascle	masculin	mascle	ADJ;MASC;SG	
branche	sucursal	branche	sucursal	N;FEM;SG	
branche	branca	branche	branca	N;FEM;SG	
batterie	bateries	batterie	bateria	N;FEM;SG	N;FEM;PL
batterie	piles	batterie	pila	N;FEM;SG	
batterie	tambors	batterie	tambor	N;FEM;SG	N;MASC;PL
pointe	punta	pointe	punta	N;FEM;SG	
pointe	propina	pointe	propinar	N;FEM;SG	V;IND;SG;3;PRS;FIN
pointe	pointe	pointe	pointe	N;FEM;SG	
thèse	tesis	thèse	tesi	N;FEM;SG	N;FEM;PL
amateur	amateur	amateur	amateur	N;MASC;SG	
amateur	aficionat	amateur	aficionat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ascendant	ascendent	ascendant	ascendent	V;PRS;V.PTCP	ADJ;SG
caroline	caroline	caroline	caroline	N;FEM;SG	
clair	neteja	clair	neteja	ADJ;MASC;SG	N;FEM;SG
clair	clars	clair	clar	ADJ;MASC;SG	ADJ;MASC;PL
clair	clair	clair	clair	ADJ;MASC;SG	PROPN
test	prova	test	prova	N;MASC;SG	V;IND;SG;3;PRS;FIN
test	provant	test	provant	N;MASC;SG	V;V.MSDR
test	proves	test	prova	N;MASC;SG	N;FEM;PL
west	oest	west	oest	PROPN	
venir	vine	venir	vine	V;NFIN	
venir	arribant	venir	arribar	V;NFIN	V;V.MSDR
laisser	excedència	laisser	excedència	V;NFIN	N;FEM;SG
gilles	giles	gille	gila	PROPN	
gilles	gilles	gille	gilla	PROPN	PROPN
vin	vin	vin	vin	N;MASC;SG	
vin	vi	vin	vi	N;MASC;SG	
vivant	viure	vivre	viure	V;PRS;V.PTCP	
vivant	live	vivre	live	V;PRS;V.PTCP	
ajouter	afegir	ajouter	afegir	V;NFIN	V;NFIN
rencontres	trobades	rencontre	trobat	N;FEM;PL	ADJ;FEM;PL;V.PTCP
rencontres	datació	rencontre	datació	N;FEM;PL	N;FEM;SG
demander	ask	demander	ask	V;NFIN	PROPN
demander	requeriment	demander	requeriment	V;NFIN	N;MASC;SG
demander	petició	demander	petició	V;NFIN	N;FEM;SG
israël	israel	israël	israel	N;MASC;SG	ADJ;SG
tué	matat	tuer	matar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
généraux	general	général	general	ADJ;MASC;PL	ADJ;SG
présenté	presentat	présenter	presentat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
présenté	presentada	présenter	presentat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
présenté	presentat	présenter	presentat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
présenté	presentats	présenter	presentat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
png	png	png	png	N;MASC;SG	
mike	mike	mike	mike	PROPN	PROPN
revanche	revenja	revanche	revenja	N;FEM;SG	V;IND;SG;3;PRS;FIN
revanche	revanche	revanche	revanche	N;FEM;SG	
recueil	recollida	recueil	recollit	N;MASC;SG	ADJ;FEM;SG;V.PTCP
recueil	recueil	recueil	recueil	N;MASC;SG	
napoléon	napoléon	napoléon	napoléon	N;MASC;SG	
napoléon	napoleó	napoléon	napoleó	N;MASC;SG	
endroit	place	endroit	place	N;MASC;SG	
bob	bob	bob	bob	N;MASC;SG	PROPN
océan	ocean	océan	ocear	N;MASC;SG	
idées	ideas	idée	idea	N;FEM;PL	
combats	lluitant	combat	lluitar	N;MASC;PL	V;V.MSDR
corée	corea	corée	corea	PROPN	
corée	korea	corée	korea	PROPN	PROPN
tokyo	tòquio	tokyo	tòquio	N;MASC;SG	
tokyo	tokyo	tokyo	tokyo	N;MASC;SG	
finales	finals	finale	final	ADJ;FEM;PL	N;MASC;PL
bus	bus	bus	bus	N;MASC;SG	
bus	autobusos	bus	autobús	N;MASC;SG	N;MASC;PL
certaine	certes	certain	cert	ADJ;FEM;SG	ADJ;FEM;PL
certaine	determinats	certain	determinat	ADJ;FEM;SG	ADJ;MASC;PL;V.PTCP
comprendre	entendre	comprendre	entendre	V;NFIN	V;NFIN
comprendre	enteniment	comprendre	enteniment	V;NFIN	N;MASC;SG
comprendre	comprensió	comprendre	comprensió	V;NFIN	N;FEM;SG
comprendre	entesa	comprendre	entesa	V;NFIN	N;FEM;SG
vivre	viure	vivre	viure	V;NFIN	
vivre	live	vivre	live	V;NFIN	
edward	edward	edward	edward	N;MASC;SG	
edward	eduard	edward	eduard	N;MASC;SG	
ordres	ordres	ordre	ordre	N;MASC;PL	
arme	arma	arme	arma	N;FEM;SG	V;IND;SG;3;PRS;FIN
arme	arma	arme	arma	N;FEM;SG	V;IND;SG;3;PRS;FIN
williams	williams	william	williams	PROPN	ADJ;MASC;PL
expédition	pujades	expédition	pujada	N;FEM;SG	N;FEM;PL
tchèque	txeca	tchèque	txec	N;MASC;SG	ADJ;FEM;SG
tchèque	txec	tchèque	txec	N;MASC;SG	ADJ;MASC;SG
google	google	google	google	N;MASC;SG	
européens	european	européen	europeun	ADJ;MASC;PL	ADJ;SG
tribunal	cort	tribunal	cort	N;MASC;SG	
tribunal	jutjat	tribunal	jutjat	N;MASC;SG	ADJ;MASC;SG;V.PTCP
règle	governant	règle	governar	N;FEM;SG	V;V.MSDR
walter	walter	walter	walter	PROPN	PROPN
euros	euro	euro	euro	N;MASC;PL	N;MASC;SG
eugène	eugène	eugène	eugène	PROPN	
eugène	eugeni	eugène	eugenir	PROPN	
avions	aeronau	avion	aeronau	N;MASC;PL	V;IND;SG;3;PRS;FIN
dvd	dvd	DVD	dvd	N;MASC;SG	
mesures	mesura	mesure	mesura	N;FEM;PL	N;FEM;SG
mesures	mesurament	mesure	mesurament	N;FEM;PL	N;MASC;SG
définition	definint	définition	definir	N;FEM;SG	V;V.MSDR
danemark	dinamarca	danemark	dinamarca	N;MASC;SG	
administrateur	admin	administrateur	admar	N;MASC;SG	
travailler	treball	travailler	treball	V;NFIN	N;MASC;SG
travailler	treballant	travailler	treballar	V;NFIN	V;V.MSDR
mouvements	moviment	mouvement	moviment	N;MASC;PL	N;MASC;SG
princesse	princess	princesse	princess	N;FEM;SG	
volonté	will	volonté	will	N;FEM;SG	PROPN
germain	germain	germain	germar	PROPN	
oiseaux	oiseaux	oiseau	oiseauxx	N;MASC;PL	
oiseaux	aus	oiseau	au	N;MASC;PL	
oiseaux	ocell	oiseau	ocell	N;MASC;PL	N;MASC;SG
homonymie	desambiguació	homonymie	desambiguació	ADJ;FEM;SG	N;FEM;SG
disponible	disponibles	disponible	disponible	ADJ;MASC;SG	ADJ;PL
luxembourg	luxemburg	luxembourg	luxemburg	N;MASC;SG	
manche	màniga	manche	màniga	N;FEM;SG	
monte	monte	monter	monte	V;IND;SG;3;PRS;FIN	
fil	fil	fil	fil	N;MASC;SG	
discours	discursos	discours	discurs	N;MASC;SG	N;MASC;PL
bill	bill	bill	bill	PROPN	PROPN
finaliste	finalista	finaliste	finalista	N;MASC;SG	ADJ;SG
humaine	humans	humain	humà	ADJ;FEM;SG	ADJ;MASC;PL
échange	permuta	échange	permutar	N;MASC;SG	V;IND;SG;3;PRS;FIN
nationales	national	national	national	ADJ;FEM;PL	ADJ;SG
nationales	nacional	national	nacional	ADJ;FEM;PL	ADJ;SG
usa	usa	usa	usar	PROPN	V;IND;SG;3;PRS;FIN
riche	rich	riche	rich	ADJ;MASC;SG	PROPN
riche	rics	riche	ric	ADJ;MASC;SG	ADJ;MASC;PL
complète	plens	complet	ple	ADJ;FEM;SG	ADJ;MASC;PL
néo	neo	néo	neo	PROPN	
langage	llengua	langage	llengua	N;MASC;SG	V;IND;SG;3;PRS;FIN
feuilles	fulla	feuille	fulla	N;FEM;PL	N;FEM;SG
maréchal	mariscal	maréchal	mariscal	N;MASC;SG	
maréchal	maréchal	maréchal	maréchal	N;MASC;SG	PROPN
répondre	resposta	répondre	resposta	V;NFIN	N;FEM;SG
spectacle	mostra	spectacle	mostrar	N;MASC;SG	V;IND;SG;3;PRS;FIN
moulin	almàssera	moulin	almàssera	N;MASC;SG	ADJ;FEM;SG
moulin	mill	moulin	mill	N;MASC;SG	PROPN
déclare	declari	déclarer	declarar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
débat	debats	débat	debat	N;MASC;SG	N;MASC;PL
mayotte	mayotte	mayotte	mayotte	ADJ;FEM;SG	
rendu	dictat	rendre	dictat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rendu	representació	rendre	representació	V;MASC;SG;PST;V.PTCP	N;FEM;SG
rendu	renderització	rendre	renderització	V;MASC;SG;PST;V.PTCP	N;FEM;SG
rendu	renderitzat	rendre	renderitzar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rendu	representació	rendre	representació	V;MASC;SG;PST;V.PTCP	N;FEM;SG
rendu	rendu	rendre	rendu	V;MASC;SG;PST;V.PTCP	
champagne	champagne	champagne	champagne	N;MASC;SG	
disparu	desaparegut	disparaître	desaparegut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
disparu	desaparegut	disparaître	desaparegut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
disparu	falta	disparaître	faltar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
disparu	desapareguda	disparaître	desaparegut	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
biens	propietat	bien	propietat	N;MASC;PL	N;FEM;SG
rouges	rouges	rouge	rouge	ADJ;MASC;PL	
rouges	roig	rouge	roig	ADJ;MASC;PL	ADJ;MASC;SG
rouges	vermell	rouge	vermell	ADJ;MASC;PL	ADJ;MASC;SG
rouges	red	rouge	red	ADJ;MASC;PL	
poésie	poésie	poésie	poésie	N;FEM;SG	
ouverte	oberta	ouvrir	obert	V;FEM;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ouverte	oberts	ouvrir	obert	V;FEM;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ouverte	open	ouvrir	open	V;FEM;SG;PST;V.PTCP	
ouverte	obre	ouvrir	obrir	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
ouverte	obert	ouvrir	obert	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
choisi	triat	choisir	triat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
choisi	triats	choisir	triat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
choisi	elegit	choisir	elegit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
choisi	escollida	choisir	escollida	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tar	tar	tar	tar	N;MASC;SG	
montagnes	muntanya	montagne	muntanya	N;FEM;PL	N;FEM;SG
louise	louise	louise	louise	N;FEM;SG	
harry	harry	harry	harry	PROPN	
claire	clare	clair	clare	ADJ;FEM;SG	
claire	claire	clair	claire	ADJ;FEM;SG	
dirigé	dirigit	diriger	dirigit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
dirigé	dirigida	diriger	dirigit	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
carlos	carlos	carlos	carlo	PROPN	PROPN
anna	anna	anna	anna	PROPN	
jésus	jesús	jésus	jesús	N;MASC;SG	
adjoint	adjunt	adjoint	adjunt	N;MASC;SG	
adjoint	ajudant	adjoint	ajudar	N;MASC;SG	V;V.MSDR
steve	steve	steve	steve	PROPN	PROPN
actif	actius	actif	actiu	ADJ;MASC;SG	N;MASC;PL
fonctionnement	funcionament	fonctionnement	funcionament	N;MASC;SG	
rennes	rennes	renne	renna	PROPN	
rennes	rens	renne	rens	PROPN	N;MASC;PL
rennes	ren	renne	ren	PROPN	
exception	excepcions	exception	excepció	N;FEM;SG	N;FEM;PL
extrême	extrem	extrême	extrem	ADJ;MASC;SG	
extrême	extreme	extrême	extreme	ADJ;MASC;SG	N;SG
populations	població	population	població	N;FEM;PL	N;FEM;SG
venise	venècia	venise	venècia	PROPN	ADJ;FEM;SG
associé	soci	associer	soci	V;MASC;SG;PST;V.PTCP	N;MASC;SG
associé	associat	associer	associat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tunisie	tunísia	tunisie	tunísia	N;FEM;SG	ADJ;FEM;SG
tunisie	tunisie	tunisie	tunisie	N;FEM;SG	PROPN
élus	elegits	élire	elegit	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
élus	electes	élire	electe	V;MASC;PL;PST;V.PTCP	N;PL
lancer	lancer	lancer	lancer	V;NFIN	PROPN
lancer	pitch	lancer	pitch	V;NFIN	N
lancer	llançament	lancer	llançament	V;NFIN	N;MASC;SG
tiers	tercera	tiers	tercer	N;MASC;SG	ADJ;FEM;SG
tiers	tercer	tiers	tercer	N;MASC;SG	ADJ;MASC;SG
commande	ordre	commande	ordre	N;FEM;SG	
commande	comandament	commande	comandament	N;FEM;SG	
commande	orde	commande	orde	N;FEM;SG	
commande	ordre	commande	ordre	N;FEM;SG	
porté	portat	porter	portar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
porté	gastats	porter	gastat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
quelle	quins	quel	quin	DET;FEM;SG	PRO;MASC;PL
quelle	quina	quel	quin	DET;FEM;SG	PRO;FEM;SG
quelle	quin	quel	quin	DET;FEM;SG	PRO;MASC;SG
quelle	què	quel	què	DET;FEM;SG	PRO;SG
tony	tony	tony	tony	PROPN	
standard	estàndard	standard	estàndard	N;MASC;SG	
porter	porter	porter	porter	V;NFIN	N;MASC;SG
reconnaissance	reconnaissance	reconnaissance	reconnaissance	N;FEM;SG	ADJ;MASC;SG
metal	metal	metal	metal	N;MASC;SG	ADJ;SG
boston	boston	boston	bostó	PROPN	PROPN
liés	relacionat	lier	relacionat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
liés	relacionada	lier	relacionat	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
liés	relacionats	lier	relacionat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
liés	enllaçat	lier	enllaçar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
eric	eric	eric	eric	PROPN	
pose	planteja	pose	plantejar	N;FEM;SG	V;IND;SG;3;PRS;FIN
pose	suposen	pose	suposar	N;FEM;SG	V;IND;PL;3;PRS;FIN
pose	plantejant	pose	plantejar	N;FEM;SG	V;V.MSDR
pose	postures	pose	postura	N;FEM;SG	N;FEM;PL
orange	orange	orange	orange	N;FEM;SG	
orange	taronja	orange	taronja	N;FEM;SG	
adam	adam	adam	adam	PROPN	
fleurs	flor	fleur	flor	N;FEM;PL	
dessins	dissenya	dessin	dissenyar	N;MASC;PL	V;IND;SG;3;PRS;FIN
monsieur	mister	Monsieur	mister	N;MASC;SG	
côtes	litoral	côte	litoral	N;FEM;PL	N;MASC;SG
côtes	costella	côte	costella	N;FEM;PL	N;FEM;SG
amateurs	aficionats	amateur	aficionat	N;MASC;PL	ADJ;MASC;PL;V.PTCP
amateurs	amateur	amateur	amateur	N;MASC;PL	
amateurs	aficionat	amateur	aficionat	N;MASC;PL	ADJ;MASC;SG;V.PTCP
turquie	turquia	turquie	turquia	PROPN	ADJ;FEM;SG
gagne	victòries	gagner	victòria	V;IND;SG;3;PRS;FIN	N;FEM;PL
officiers	oficials	officier	oficial	N;MASC;PL	ADJ;PL
origines	origen	origine	origen	N;FEM;PL	N;MASC;SG
indépendant	independents	indépendant	independent	ADJ;MASC;SG	ADJ;PL
indépendant	freelance	indépendant	freelance	ADJ;MASC;SG	
nef	nef	nef	nef	N;FEM;SG	
blason	blason	blason	blason	N;MASC;SG	
émile	emile	émile	emile	N;MASC;SG	PROPN
émile	emil	émile	emil	N;MASC;SG	PROPN
émile	émile	émile	émile	N;MASC;SG	PROPN
écrits	escrits	écrit	escrit	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
écrits	escrit	écrit	escrit	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
marquis	marquès	marquis	marquès	N;MASC;SG	
marquis	marquis	marquis	marqui	N;MASC;SG	
commercial	mercantils	commercial	mercantil	ADJ;MASC;SG	ADJ;PL
commercial	comercials	commercial	comercial	ADJ;MASC;SG	ADJ;PL
bat	bat	battre	bat	V;IND;SG;3;PRS;FIN	
bat	batecs	battre	batec	V;IND;SG;3;PRS;FIN	N;MASC;PL
césar	cèsar	césar	cèsar	N;MASC;SG	
césar	césar	césar	césar	N;MASC;SG	
mille	mille	mille	mille	NUM	PROPN
direct	directe	direct	directe	ADJ;MASC;SG	
direct	direct	direct	direct	ADJ;MASC;SG	PROPN
direct	directes	direct	directe	ADJ;MASC;SG	ADJ;PL
attaquant	atacant	attaquant	atacar	N;MASC;SG	V;V.MSDR
mini	mini	mini	mini	N;MASC;SG	
privé	privats	privé	privat	ADJ;MASC;SG	ADJ;MASC;PL
appareil	càmera	appareil	càmera	N;MASC;SG	
considère	consideri	considérer	considerar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
commons	commons	commons	commó	N;MASC;SG	
complet	plens	complet	ple	ADJ;MASC;SG	ADJ;MASC;PL
florence	florence	florence	florence	N;FEM;SG	ADJ;FEM;SG
florence	florència	florence	florència	N;FEM;SG	
paroles	lletra	parole	lletra	N;FEM;PL	N;FEM;SG
envoyé	enviats	envoyer	enviat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
envoyé	enviat	envoyer	enviat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tôt	primerenc	tôt	primerenc	ADV	ADJ;MASC;SG
humain	humans	humain	humà	ADJ;MASC;SG	ADJ;MASC;PL
info	info	info	info	N;MASC;SG	
signé	signat	signer	signat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
signé	firmat	signer	firmat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
russes	rus	russe	rus	ADJ;MASC;PL	ADJ;MASC;SG
sélections	selecció	sélection	selecció	N;FEM;PL	N;FEM;SG
pascal	pascal	pascal	pascal	PROPN	
maillot	jersey	maillot	jersey	N;MASC;SG	PROPN
dispute	litigi	dispute	litigi	N;FEM;SG	
dispute	disputa	dispute	disputar	N;FEM;SG	V;IND;SG;3;PRS;FIN
lune	lluna	lune	lluna	N;FEM;SG	
vois	veure	vois	veure	V;IND;SG;2;PRS;FIN	
championne	champion	champion	champion	N;FEM;SG	
développer	desenvolupant	développer	desenvolupar	V;NFIN	V;V.MSDR
interieur	inside	interieur	inside	ADJ;MASC;SG	
interieur	endins	interieur	endins	ADJ;MASC;SG	
interieur	dins	interieur	dins	ADJ;MASC;SG	
amiral	almirall	amiral	almirall	N;MASC;SG	
francs	franc	franc	franc	N;MASC;PL	
francs	francs	franc	franc	N;MASC;PL	
corse	cors	corse	cor	PROPN	
corse	còrsega	corse	còrsega	PROPN	
mario	mario	mario	mario	PROPN	PROPN
prises	pres	prendre	prendre	V;FEM;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
prises	captures	prendre	captura	V;FEM;PL;PST;V.PTCP	N;FEM;PL
cup	tassa	cup	tassa	PROPN	N;FEM;SG
cup	cup	cup	cup	PROPN	N;FEM;SG
marguerite	margaret	marguerite	margaret	N;FEM;SG	
marguerite	daisy	marguerite	daisy	N;FEM;SG	
mathématiques	matemàtica	mathématique	matemàtic	N;FEM;PL	N;FEM;SG
mathématiques	matemàtica	mathématique	matemàtic	N;FEM;PL	N;FEM;SG
mathématiques	mates	mathématique	mata	N;FEM;PL	
mathématiques	matemàtica	mathématique	matemàtic	N;FEM;PL	N;FEM;SG
brown	marró	brown	marró	PROPN	
brown	brown	brown	brown	PROPN	PROPN
solo	solo	solo	solo	ADJ;MASC;SG	
montpellier	montpeller	montpellier	montpeller	PROPN	
morte	morte	mourir	morte	V;FEM;SG;PST;V.PTCP	
morte	morí	mourir	morí	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
morte	morts	mourir	mort	V;FEM;SG;PST;V.PTCP	N;MASC;PL
morte	dead	mourir	dead	V;FEM;SG;PST;V.PTCP	PROPN
serge	serge	serge	serge	PROPN	PROPN
rouen	rouen	rouen	roure	PROPN	
partage	compartir	partage	compartir	N;MASC;SG	V;NFIN
partage	comparteix	partage	compartir	N;MASC;SG	V;IND;SG;3;PRS;FIN
partage	participacions	partage	participació	N;MASC;SG	N;FEM;PL
partage	compartint	partage	compartir	N;MASC;SG	V;V.MSDR
changer	canviant	changer	canviar	V;NFIN	V;V.MSDR
changer	canvi	changer	canvi	V;NFIN	
interne	internament	interne	internament	ADJ;MASC;SG	ADV
interne	becari	interne	becari	ADJ;MASC;SG	
peux	can	pouvoir	can	V;IND;SG;1;PRS;FIN	
hans	hans	hans	haver	PROPN	PROPN
maximum	max	maximum	max	ADJ;MASC;SG	PROPN
toi	tu	soi	tu	PRO;SG;2	PRO;SG;1
thierry	robert	thierry	robert	PROPN	
thierry	thierry	thierry	thierry	PROPN	
avais	havien	avoir	haver	V;IND;SG;1;IPFV;FIN	V;IND;PL;3;IPFV;FIN
saône	saône	saône	saône	N;FEM;SG	
ère	ère	ère	ère	N;FEM;SG	
présidence	cadira	présidence	cadira	N;FEM;SG	
demeure	restes	demeure	resta	N;FEM;SG	N;FEM;PL
alexander	alexandre	alexander	alexandre	PROPN	
alexander	alexander	alexander	alexander	PROPN	
miss	miss	miss	miss	N;FEM;SG	PROPN
metz	metz	metz	metz	PROPN	
forêts	forestal	forêt	forestal	N;FEM;PL	ADJ;SG
forêts	bosc	forêt	bosc	N;FEM;PL	N;MASC;SG
céleste	celeste	céleste	celeste	N;MASC;SG	
céleste	céleste	céleste	céleste	N;MASC;SG	
céleste	celestial	céleste	celestial	N;MASC;SG	ADJ;SG
grade	rang	grade	rang	N;MASC;SG	
impériale	imperial	impérial	imperial	ADJ;FEM;SG	
sam	sam	sam	saver	N;MASC;SG	
modifier	modifica	modifier	modificar	V;NFIN	
modifier	canvi	modifier	canvi	V;NFIN	
poursuit	continua	poursuivre	continuar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dehors	out	dehors	out	ADV	
servir	servint	servir	servir	V;NFIN	
servir	complint	servir	complir	V;NFIN	V;V.MSDR
servir	ració	servir	ració	V;NFIN	N;FEM;SG
protéger	protegint	protéger	protegir	V;NFIN	V;V.MSDR
pacifique	pacifique	pacifique	pacifique	ADJ;MASC;SG	PROPN
pacifique	pacific	pacifique	pacific	ADJ;MASC;SG	
madame	dama	Monsieur	dama	N;FEM;SG	ADJ;FEM;SG
madame	madame	Monsieur	madame	N;FEM;SG	
grecque	grecque	grec	grecque	ADJ;FEM;SG	
sébastien	sebastian	sébastien	sebastiar	N;MASC;SG	
sébastien	sebastián	sébastien	sebastiáo	N;MASC;SG	
sébastien	sébastien	sébastien	sébastir	N;MASC;SG	
œil	ull	œil	ull	N;MASC;SG	
diplôme	diplomat	diplôme	diplomar	N;MASC;SG	
lié	relacionat	lier	relacionat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
lié	relacionada	lier	relacionat	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
lié	relacionats	lier	relacionat	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
lié	enllaçat	lier	enllaçar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
karl	karl	karl	karl	N;MASC;SG	PROPN
chevaux	cavall	cheval	cavall	N;MASC;PL	
partis	marxat	partir	marxar	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
partis	anat	partir	anar	V;MASC;PL;PST;V.PTCP	
climat	weather	climat	weather	N;MASC;SG	
automne	tardor	automne	tardor	N;MASC;SG	
secondaire	secundaria	secondaire	secundar	ADJ;MASC;SG	V;COND;SG;3;FIN
trains	entrena	train	entrenar	N;MASC;PL	V;IND;SG;3;PRS;FIN
grenoble	grenoble	grenoble	grenoble	ADJ;MASC;SG	
animal	pet	animal	pet	N;MASC;SG	
animal	mascota	animal	mascota	N;MASC;SG	V;IND;SG;3;PRS;FIN
roumanie	romania	roumanie	romania	N;FEM;SG	ADJ;FEM;SG
appelés	cridat	appeler	cridat	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
semi	semi	semi	semi	N;MASC;SG	
reconnu	reconeguts	reconnaître	reconegut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
reconnu	reconegut	reconnaître	reconegut	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
rues	carrer	rue	carrer	N;FEM;PL	N;MASC;SG
garonne	garona	garonne	garona	N;FEM;SG	ADJ;SG
considérée	considerades	considérer	considerat	V;FEM;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
considérée	considerat	considérer	considerat	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
proposé	suggerit	proposer	suggerir	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
proposé	suggerits	proposer	suggerit	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
