par	glede	par	glede		ADV
celta	zgrajeno	celt	zgrajen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
celta	zgrajen	celt	zgrajen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
celta	zgrajeni	celt	zgrajen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
celta	zgrajena	celt	zgrajen	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
kreisais	levica	kreiss	levica	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
kreisais	levo	kreiss	levo	ADJ;NOM;MASC;SG	ADV
lietus	dežja	lietus	dež	N;NOM;MASC;SG	N;GEN;MASC;SG
lietus	rain	lietus	rain	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
heinrihs	heinrich	heinrihs	heinrich	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
senās	starodavni	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
senās	starodavnih	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
senās	starodavna	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
senās	starodavno	sena	starodaven	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
mazuļi	mladiča	mazulis	mladič	N;NOM;MASC;PL	N;ACC;MASC;SG
ādas	usnje	āda	usnji	N;NOM;FEM;PL	
ādas	kožnih	āda	kožen	N;NOM;FEM;PL	ADJ;GEN;MASC;PL
ādas	koža	āda	koža	N;NOM;FEM;PL	N;NOM;FEM;SG
ādas	koži	āda	koža	N;NOM;FEM;PL	N;DAT;FEM;SG
ādas	kože	āda	koža	N;NOM;FEM;PL	N;GEN;FEM;SG
ādas	kožo	āda	koža	N;NOM;FEM;PL	N;ACC;FEM;SG
ķermenis	telesa	ķermenis	telo	N;NOM;MASC;SG	N;NOM;NEUT;PL
kods	kodo	kods	koda	N;NOM;MASC;SG	N;ACC;FEM;SG
enerģija	energijo	enerģija	energija	N;NOM;FEM;SG	N;ACC;FEM;SG
enerģija	energije	enerģija	energija	N;NOM;FEM;SG	N;NOM;FEM;PL
pēdējās	zadnji	pēdējā	zadnji	ADJ;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
pēdējās	nazadnje	pēdējā	nazadnje	ADJ;NOM;FEM;PL	ADV
pēdējās	poslednje	pēdējā	poslednji	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pēdējās	zadnja	pēdējā	zadnji	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
panākumus	uspehov	panākums	uspeh	N;ACC;MASC;PL	N;GEN;MASC;PL
panākumus	uspeh	panākums	uspeh	N;ACC;MASC;PL	N;NOM;MASC;SG
panākumus	uspešnost	panākums	uspešnost	N;ACC;MASC;PL	N;NOM;FEM;SG
ļāva	omogočen	ļaut	omogočen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
ļāva	omogočeno	ļaut	omogočen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
eduards	eduard	eduards	eduard	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
atkārtoti	ponavljajoče	atkārtoti	ponavljajoč	ADV	ADJ;NOM;FEM;PL;V.PTCP
atkārtoti	večkrat	atkārtoti	večkrat	ADV	ADV;CMPR
jurists	odvetnika	jurists	odvetnik	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
dzimšanas	rojstva	dzimšana	rojstvo	N;NOM;FEM;SG	N;NOM;NEUT;PL
uzstādīts	vgrajena	uzstādīt	vgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
uzstādīts	nameščeni	uzstādīt	nameščen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
uzstādīts	vgrajeni	uzstādīt	vgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
uzstādīts	nameščena	uzstādīt	nameščen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
uzstādīts	nameščen	uzstādīt	nameščen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
uzstādīts	vgrajen	uzstādīt	vgrajen	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
parīzes	paris	parīze	paris	N;NOM;FEM;PL	
parīzes	pariz	parīze	pariz	N;NOM;FEM;PL	N;NOM;MASC;SG
parīzes	pariški	parīze	pariški	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
augstāko	najvišjo	augsta	visok	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;RL;NEUT;SG
augstāko	najvišje	augsta	visok	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;RL;NEUT;SG
augstāko	najvišji	augsta	visok	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
augstāko	najvišja	augsta	visok	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;RL;FEM;SG
cieta	trdna	ciest	trden	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG
cieta	trdni	ciest	trden	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL
cieta	trdne	ciest	trden	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;PL
cieta	trden	ciest	trden	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
cieta	trdno	ciest	trdno	V;FH;IND;3;POS;PST;FIN;ACT	ADV
cieta	togo	ciest	tog	V;FH;IND;3;POS;PST;FIN;ACT	ADV
cieta	toge	ciest	tog	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;PL
cieta	toga	ciest	tog	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG
salām	otočje	sala	otočje	N;DAT;FEM;PL	N;NOM;NEUT;SG
salām	otoki	sala	otok	N;DAT;FEM;PL	N;NOM;MASC;PL
salām	otoke	sala	otok	N;DAT;FEM;PL	N;ACC;MASC;PL
nezināms	neznan	nezināt	neznan	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
nezināms	neznani	nezināt	neznan	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
nezināms	neznano	nezināt	neznan	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
nezināms	neznana	nezināt	neznan	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
apbalvots	odlikovan	apbalvot	odlikovan	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
kustība	premiki	kustība	premik	N;NOM;FEM;SG	N;NOM;MASC;PL
kustība	gibanja	kustība	gibanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
galvaspilsētu	prestolnicah	galvaspilsēta	prestolnica	N;ACC;FEM;SG	N;ESS;FEM;PL
kapos	grobov	kaps	grob	N;ESS;MASC;PL	N;GEN;MASC;PL
kapos	graves	kaps	graves	N;ESS;MASC;PL	N;NOM;MASC;SG
kapos	grobove	kaps	grob	N;ESS;MASC;PL	N;ACC;MASC;PL
satversmes	ustavne	satversme	ustaven	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
satversmes	ustavno	satversme	ustaven	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
satversmes	ustavna	satversme	ustaven	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
gāzes	bencin	gāze	bencin	N;NOM;FEM;PL	N;NOM;MASC;SG
gāzes	gas	gāze	gas	N;NOM;FEM;PL	N;NOM;MASC;SG
gāzes	plin	gāze	plin	N;NOM;FEM;PL	N;NOM;MASC;SG
gāzes	plinov	gāze	plin	N;NOM;FEM;PL	N;GEN;MASC;PL
izraēlas	izraelske	izraēla	izraelski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;PL
izraēlas	izraelsko	izraēla	izraelski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
izraēlas	izraelska	izraēla	izraelski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
izraēlas	izraelski	izraēla	izraelski	PROPN;NOM;FEM;SG	ADJ;NOM;MASC;SG
pašas	ista	pati	isti	PRO;NOM;FEM;PL	DET;NOM;FEM;SG
pašas	enaka	pati	enak	PRO;NOM;FEM;PL	DET;NOM;FEM;SG
pašas	enako	pati	enako	PRO;NOM;FEM;PL	ADV
pašas	isto	pati	isti	PRO;NOM;FEM;PL	DET;NOM;NEUT;SG
neviens	nihče	neviens	nihče	PRO;NOM;MASC;SG	PRO;NOM;MASC;SG
pašvaldības	občin	pašvaldība	občina	N;NOM;FEM;PL	N;GEN;FEM;PL
dažiem	nekatere	dažs	nekateri	PRO;DAT;MASC;PL	DET;NOM;FEM;PL
dažiem	nekaterim	dažs	nekateri	PRO;DAT;MASC;PL	DET;DAT;MASC;PL
dažiem	nekateri	dažs	nekateri	PRO;DAT;MASC;PL	DET;NOM;MASC;PL
dažiem	nekaj	dažs	nekaj	PRO;DAT;MASC;PL	PRO;ACC;NEUT;SG
dažiem	neki	dažs	nek	PRO;DAT;MASC;PL	DET;NOM;MASC;SG
unesco	unesco	uneska	unesco	PROPN	N;NOM;MASC;SG
oto	otto	oto	otto	PROPN	PROPN;NOM;MASC;SG
baznīcā	cerkev	baznīca	cerkev	N;ESS;FEM;SG	N;NOM;FEM;SG
ilga	trajal	ilgs	trajati	N;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP
ilga	trajala	ilgs	trajati	N;NOM;FEM;SG	V;IPFV;FEM;SG;V.PTCP
dievs	boga	dievs	bog	N;NOM;MASC;SG	N;ACC;MASC;SG
satiksmes	prometni	satiksme	prometen	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
literatūrā	literaturo	literatūra	literatura	N;ESS;FEM;SG	N;ACC;FEM;SG
literatūrā	književnost	literatūra	književnost	N;ESS;FEM;SG	N;NOM;FEM;SG
literatūrā	literatura	literatūra	literatura	N;ESS;FEM;SG	N;NOM;FEM;SG
pamata	osnovno	pamats	osnoven	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
pamata	osnovni	pamats	osnoven	N;NOM;MASC;SG	ADJ;NOM;MASC;PL
dzīvniekiem	živali	dzīvnieks	žival	N;DAT;MASC;PL	N;NOM;FEM;PL
tāds	takšne	tāds	takšen	PRO;NOM;MASC;SG	DET;NOM;FEM;PL
tāds	takšna	tāds	takšen	PRO;NOM;MASC;SG	DET;NOM;FEM;SG
tāds	take	tāds	tak	PRO;NOM;MASC;SG	DET;NOM;FEM;PL
karavīru	vojaki	karavīrs	vojak	N;ACC;MASC;SG	N;NOM;MASC;PL
attīstība	evolucijo	attīstība	evolucija	N;NOM;FEM;SG	N;ACC;FEM;SG
attīstība	dogajanja	attīstība	dogajanje	N;NOM;FEM;SG	N;NOM;NEUT;PL
sts	sts	sts	sts	PROPN	PROPN;NOM;MASC;SG
vispirms	prva	vispirms	prvi	ADV	ADJ;NOM;FEM;SG
vispirms	prvo	vispirms	prvi	ADV	ADJ;ACC;NEUT;SG
vispirms	prvi	vispirms	prvi	ADV	ADJ;NOM;MASC;PL
iepriekšējā	predhodno	iepriekšējs	predhodno	ADJ;NOM;FEM;SG	ADV
parka	parkiraj	parks	parkiraj	N;GEN;MASC;SG	N;NOM;MASC;SG
parka	park	parks	park	N;GEN;MASC;SG	N;NOM;MASC;SG
klases	pouk	klase	pouk	N;NOM;FEM;PL	N;NOM;MASC;SG
veidnes	predloge	veidne	predlog	N;NOM;FEM;PL	N;ACC;MASC;PL
veidnes	plesni	veidne	plesen	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
ford	ford	ford	ford		N;NOM;MASC;SG
meitas	hčera	meita	hčera	N;NOM;FEM;PL	N;NOM;FEM;SG
meitas	hčerki	meita	hčerka	N;NOM;FEM;PL	N;NOM;FEM;DU
spārnu	wing	spārns	wing	N;ACC;MASC;SG	
spārnu	krilo	spārns	krilo	N;ACC;MASC;SG	N;NOM;NEUT;SG
profesionāls	profesionalno	profesionāls	profesionalen	ADJ;NOM;MASC;SG	ADV
profesionāls	strokovno	profesionāls	strokovno	ADJ;NOM;MASC;SG	ADV
profesionāls	poklicne	profesionāls	poklicen	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
platums	širine	platums	širina	N;NOM;MASC;SG	N;NOM;FEM;PL
platums	širino	platums	širina	N;NOM;MASC;SG	N;ACC;FEM;SG
arena	arena	arena	arena		N;NOM;MASC;SG
arena	areni	arena	arena		N;NOM;FEM;SG
arena	areno	arena	arena		N;ACC;FEM;SG
vairums	večini	vairums	večina	N;NOM;MASC;SG	N;DAT;FEM;SG
vairums	največ	vairums	največ	N;NOM;MASC;SG	DET
vairums	najbolj	vairums	najbolj	N;NOM;MASC;SG	ADV;RL
sasniedzot	doseganje	sasniegt	doseganje	V;V.CVB	N;NOM;NEUT;SG
statistika	statistike	statistika	statistika	N;NOM;FEM;SG	N;NOM;FEM;PL
statistika	statistiko	statistika	statistika	N;NOM;FEM;SG	N;ACC;FEM;SG
statistika	statistiko	statistika	statistika	N;NOM;FEM;SG	N;ACC;FEM;SG
programmu	program	programma	program	N;ACC;FEM;SG	N;NOM;MASC;SG
programmu	program	programma	program	N;ACC;FEM;SG	N;NOM;MASC;SG
skaņu	zvok	skaņa	zvok	N;ACC;FEM;SG	N;NOM;MASC;SG
skaņu	zvoka	skaņa	zvok	N;ACC;FEM;SG	N;GEN;MASC;SG
zāle	trave	zāle	trava	N;NOM;FEM;SG	N;NOM;FEM;PL
zāle	travo	zāle	trava	N;NOM;FEM;SG	N;ACC;FEM;SG
amats	funkcijo	amats	funkcija	N;NOM;MASC;SG	N;ACC;FEM;SG
amats	objavi	amats	objava	N;NOM;MASC;SG	N;DAT;FEM;SG
amats	objavo	amats	objava	N;NOM;MASC;SG	N;ACC;FEM;SG
georgs	georg	georgs	georg	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
februāra	februar	februāris	februar	N;GEN;MASC;SG	N;NOM;MASC;SG
februāra	feb	februāris	feb	N;GEN;MASC;SG	
sergejs	sergej	sergejs	sergej	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
sergejs	sergej	sergejs	sergej	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
japāna	japonska	japāna	japonski	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
japāna	japonsko	japāna	japonski	PROPN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
valters	walterja	valters	walter	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
valters	walter	valters	walter	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
krastu	shore	krasts	shora	N;ACC;MASC;SG	
krastu	obala	krasts	obala	N;ACC;MASC;SG	N;NOM;FEM;SG
paralēli	vzporedni	paralēli	vzporeden	ADV	ADJ;NOM;MASC;SG
paralēli	vzporedna	paralēli	vzporeden	ADV	ADJ;NOM;FEM;SG
balta	bel	balta	bel	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
balta	belo	balta	bel	ADJ;NOM;FEM;SG	ADV
balta	bele	balta	bel	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
pašreizējais	tok	pašreizējs	tok	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
pašreizējais	prisotni	pašreizējs	prisoten	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
pašreizējais	sedanjost	pašreizējs	sedanjost	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
vienlaikus	sočasne	vienlaikus	sočasen	ADV	ADJ;NOM;FEM;PL
vienlaikus	hkratno	vienlaikus	hkraten	ADV	ADJ;NOM;NEUT;SG
biedru	mate	biedrs	mati	N;ACC;MASC;SG	
žurnālists	novinarja	žurnālists	novinar	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
masas	mas	masa	masa	N;NOM;FEM;PL	
masas	maso	masa	masa	N;NOM;FEM;PL	N;ACC;FEM;SG
masas	mass	masa	mass	N;NOM;FEM;PL	N;NOM;MASC;SG
masas	masa	masa	mas	N;NOM;FEM;PL	N;NOM;FEM;SG
standarta	standardna	standarts	standarden	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
standarta	standardno	standarts	standardno	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
standarta	standard	standarts	standard	N;GEN;MASC;SG	N;NOM;MASC;SG
praktiski	praktične	praktiski	praktičen	ADV	ADJ;NOM;FEM;PL
praktiski	praktičen	praktiski	praktičen	ADV	ADJ;NOM;INDF;MASC;SG
praktiski	praktična	praktiski	praktičen	ADV	ADJ;NOM;FEM;SG
neliels	rahle	neliels	rahle	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
neliels	rahlo	neliels	rahlo	ADJ;NOM;MASC;SG	ADV
marks	označi	marks	označiti	PROPN;NOM;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
marks	mark	marks	marka	PROPN;NOM;MASC;SG	N;GEN;FEM;PL
marks	marc	marks	marca	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
pasludināja	razglašene	pasludināt	razglašen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
pasludināja	razglašena	pasludināt	razglašen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
pasludināja	razglašen	pasludināt	razglašen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
augstu	visoka	augstu	visok	ADV	ADJ;NOM;FEM;SG
uzmanību	pozor	uzmanība	pozor	N;ACC;FEM;SG	
uzmanību	pozornost	uzmanība	pozornost	N;ACC;FEM;SG	N;NOM;FEM;SG
iekārtas	opremo	iekārta	oprema	N;NOM;FEM;PL	N;ACC;FEM;SG
iekārtas	oprema	iekārta	oprema	N;NOM;FEM;PL	N;NOM;FEM;SG
mākslinieku	umetniki	mākslinieks	umetnik	N;ACC;MASC;SG	N;NOM;MASC;PL
ēriks	eric	ēriks	eric	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ēriks	erik	ēriks	erik	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ēriks	erik	ēriks	erik	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
somijā	finska	somija	finski	PROPN;ESS;FEM;SG	ADJ;NOM;FEM;SG
ģitāra	kitare	ģitāra	kitara	N;NOM;FEM;SG	N;NOM;FEM;PL
ģitāra	kitaro	ģitāra	kitara	N;NOM;FEM;SG	N;ACC;FEM;SG
pols	paul	pols	pauti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pols	pavel	pols	paveti	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
music	glasba	musicēt	glasba		N;NOM;FEM;SG
music	muzika	musicēt	muzik		N;NOM;FEM;SG
music	glasbo	musicēt	glasba		N;ACC;FEM;SG
dienām	dnevi	diena	dan	N;DAT;FEM;PL	N;NOM;MASC;PL
dienām	dni	diena	dan	N;DAT;FEM;PL	N;ACC;MASC;PL
dienām	dneve	diena	dan	N;DAT;FEM;PL	N;ACC;MASC;PL
veiksmīgi	uspešen	veiksmīgi	uspešen	ADV	ADJ;NOM;INDF;MASC;SG
veiksmīgi	uspešni	veiksmīgi	uspešen	ADV	ADJ;NOM;MASC;PL
veiksmīgi	uspešna	veiksmīgi	uspešen	ADV	ADJ;NOM;FEM;SG
veiksmīgi	uspehov	veiksmīgi	uspeh	ADV	N;GEN;MASC;PL
veiksmīgi	uspeh	veiksmīgi	uspeh	ADV	N;NOM;MASC;SG
veiksmīgi	uspešnost	veiksmīgi	uspešnost	ADV	N;NOM;FEM;SG
fakultātes	fakultet	fakultāte	fakulteta	N;NOM;FEM;PL	N;GEN;FEM;PL
fakultātes	fakulteta	fakultāte	fakulteta	N;NOM;FEM;PL	N;NOM;FEM;SG
priekšā	fronta	priekšā	fronta	ADV	N;NOM;FEM;SG
priekšā	spredaj	priekšā	spredaj	ADV	N;NOM;MASC;SG
augstākais	zgornje	augsts	zgornji	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;PL
augstākais	zgornja	augsts	zgornji	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;FEM;SG
augstākais	najvišjo	augsts	visok	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;NEUT;SG
augstākais	najvišje	augsts	visok	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;NEUT;SG
augstākais	najvišji	augsts	visok	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
augstākais	najvišja	augsts	visok	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;RL;FEM;SG
lācis	medo	lākt	meda	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
lācis	medvedka	lākt	medvedek	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;ACC;MASC;SG
lācis	medvedje	lākt	medvedje	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;MASC;PL
lācis	medved	lākt	medved	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
lācis	medvedek	lākt	medvedek	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
operas	opera	opera	opera	N;NOM;FEM;PL	N;NOM;FEM;SG
operas	operi	opera	opera	N;NOM;FEM;PL	N;DAT;FEM;SG
operas	opere	opera	oprati	N;NOM;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
operas	opero	opera	opera	N;NOM;FEM;PL	N;ACC;FEM;SG
papildu	dodatna	papildu	dodaten	N	ADJ;NOM;FEM;SG
papildu	dodatno	papildu	dodatno	N	ADV
papildu	dodatni	papildu	dodaten	N	ADJ;NOM;DEF;MASC;SG
papildu	dodatno	papildu	dodatno	N	ADV
papildu	dodaten	papildu	dodaten	N	ADJ;NOM;INDF;MASC;SG
papildu	ekstra	papildu	ekstra	N	
papildu	extra	papildu	extra	N	
papildu	dopolnilni	papildu	dopolnilen	N	ADJ;NOM;MASC;SG
tilta	most	tilts	most	N;GEN;MASC;SG	N;NOM;MASC;SG
tilta	bridge	tilts	bridg	N;GEN;MASC;SG	N;NOM;MASC;SG
apstiprināja	potrjen	apstiprināt	potrjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
apstiprināja	potrjeno	apstiprināt	potrjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
apstiprināja	potrjeni	apstiprināt	potrjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
apstiprināja	potrjena	apstiprināt	potrjen	V;FH;IND;3;POS;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
rezerves	rezervno	rezerve	rezerven	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
rezerves	rezervne	rezerve	rezerven	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
rezerves	rezerva	rezerve	rezerva	N;NOM;FEM;PL	N;NOM;FEM;SG
rezerves	rezervo	rezerve	rezerva	N;NOM;FEM;PL	N;ACC;FEM;SG
runā	govorjenje	runāt	govorjenje	V;FH;IND;2;POS;PRS;FIN;ACT	N;NOM;NEUT;SG
runā	govor	runāt	govor	V;FH;IND;2;POS;PRS;FIN;ACT	N;NOM;MASC;SG
runā	govori	runāt	govoriti	V;FH;IND;2;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
runā	spregovori	runāt	spregovor	V;FH;IND;2;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
dolāru	dolarja	dolārs	dolar	N;ACC;MASC;SG	N;NOM;MASC;SG
dolāru	dolar	dolārs	dolar	N;ACC;MASC;SG	N;NOM;MASC;SG
kvalifikācijas	kvalifikacij	kvalifikācija	kvalifikacija	N;NOM;FEM;PL	N;GEN;FEM;PL
kvalifikācijas	usposobljenost	kvalifikācija	usposobljenost	N;NOM;FEM;PL	N;NOM;FEM;SG
kvalifikācijas	usposobljenost	kvalifikācija	usposobljenost	N;NOM;FEM;PL	N;NOM;FEM;SG
procesā	proces	process	proces	N;ESS;MASC;SG	N;NOM;MASC;SG
procesā	postopek	process	postopek	N;ESS;MASC;SG	N;NOM;MASC;SG
esošo	obstoječa	būt	obstoječ	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
esošo	obstoječo	būt	obstoječ	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
esošo	obstoječe	būt	obstoječ	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
esošo	obstoječi	būt	obstoječ	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
žurnāla	dnevnik	žurnāls	dnevnik	N;GEN;MASC;SG	N;NOM;MASC;SG
žurnāla	log	žurnāls	log	N;GEN;MASC;SG	N;NOM;MASC;SG
žurnāla	deblo	žurnāls	deblo	N;GEN;MASC;SG	N;NOM;NEUT;SG
skatuves	uf	skatuve	uf	N;NOM;FEM;PL	
skatuves	scena	skatuve	scena	N;NOM;FEM;PL	N;NOM;FEM;SG
skatuves	prizor	skatuve	prizor	N;NOM;FEM;PL	N;NOM;MASC;SG
skatuves	prizorišče	skatuve	prizorišče	N;NOM;FEM;PL	N;NOM;NEUT;SG
skatuves	sceno	skatuve	scena	N;NOM;FEM;PL	N;ACC;FEM;SG
deivids	david	deivids	david	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
nespēja	nezmožnost	nespēt	nezmožnost	V;FH;IND;3;NEG;PST;FIN;ACT	N;NOM;FEM;SG
kustību	premiki	kustība	premik	N;ACC;FEM;SG	N;NOM;MASC;PL
kustību	gibanja	kustība	gibanje	N;ACC;FEM;SG	N;NOM;NEUT;PL
kustību	premikanje	kustība	premikanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
kustību	gibanje	kustība	gibanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
portugāles	portugalski	portugāle	portugalski	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
portugāles	portugalsko	portugāle	portugalski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
portugāles	portugalska	portugāle	portugalski	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
sērija	serijo	sērija	serija	N;NOM;FEM;SG	N;ACC;FEM;SG
sērija	serije	sērija	serija	N;NOM;FEM;SG	N;NOM;FEM;PL
sērija	serije	sērija	serija	N;NOM;FEM;SG	N;NOM;FEM;PL
slavas	slava	slava	slava	N;NOM;FEM;PL	N;NOM;FEM;SG
slavas	slavo	slava	slava	N;NOM;FEM;PL	N;ACC;FEM;SG
kristus	kristus	krists	kristus	N;ACC;MASC;SG	N;NOM;MASC;SG
atsevišķu	ločena	atsevišķs	ločen	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
