lokalizacji	местоположения	lokalizacja	местоположение	N;GEN;FEM;SG	N;INDF;NEUT;PL
zarejestrowany	регистрирани	zarejestrować	регистрирам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zarejestrowany	записани	zarejestrować	запиша-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zarejestrowany	записано	zarejestrować	запиша-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zarejestrowany	записан	zarejestrować	запиша-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zarejestrowany	записана	zarejestrować	запиша-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
child	дете	child	дете		N;INDF;NEUT;SG
podejścia	подходи	podejść	подход	N;GEN;NEUT;SG	N;INDF;MASC;PL
okładki	прикритие	okładka	прикритие	N;ACC;FEM;PL	N;INDF;NEUT;SG
okładki	корица	okładka	корица	N;ACC;FEM;PL	N;INDF;FEM;SG
okładki	покритие	okładka	покритие	N;ACC;FEM;PL	N;INDF;NEUT;SG
okładki	покриване	okładka	покриване	N;ACC;FEM;PL	N;INDF;NEUT;SG
okładki	обхваща	okładka	обхващам	N;ACC;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
volley	залп	volley	залп		N;INDF;MASC;SG
url	url	urla	url		N;INDF;MASC;SG
url	адрес	urla	адрес		N;INDF;MASC;SG
rzymian	римляни	rzymianin	римляна		N;INDF;MASC;PL
rzymian	римляните	rzymianin	римлян		N;DEF;MASC;PL
zaproszony	поканени	zaprosić	поканя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zaproszony	поканена	zaprosić	поканя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zaproszony	поканен	zaprosić	поканя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zbiorowe	колективни	zbiorowy	колективен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
zbiorowe	колектив	zbiorowy	колектив	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
zbiorowe	колективно	zbiorowy	колективен	ADJ;NOM;NEUT;SG	ADV
reprezentujący	представляващи	reprezentować	представлявам	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
wież	тауърс	wież	тауърс	N;GEN;FEM;PL	N;INDF;MASC;SG
ostro	грубо	ostro	грубо		ADV
ostro	груба	ostro	груб		ADJ;INDF;FEM;SG
ostro	груб	ostro	груб		ADJ;INDF;MASC;SG
ostro	груби	ostro	груб		ADJ;INDF;PL
kość	кости	kość	кост	N;NOM;FEM;SG	N;INDF;FEM;PL
sucha	суха	suchy	сух		ADJ;INDF;FEM;SG
sucha	сухи	suchy	сух		ADJ;INDF;PL
sucha	сухо	suchy	сухо		ADV
sucha	сух	suchy	сух		ADJ;INDF;MASC;SG
lokomotywy	локомотив	lokomotywa	локомотив	N;ACC;FEM;PL	N;INDF;MASC;SG
zagrzeb	загреб	zagrzeb	загреб	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
księżniczki	принцеси	księżniczka	принцеса	N;GEN;FEM;SG	N;INDF;MASC;PL
księżniczki	принцесите	księżniczka	принцеса	N;GEN;FEM;SG	N;DEF;MASC;PL
techniczna	технически	techniczny	технически	ADJ;NOM;FEM;SG	ADV
techniczna	техническо	techniczny	технически	ADJ;NOM;FEM;SG	ADV
miles	майлс	miles	майлс		PROPN;INDF;MASC;SG
miles	мили	miles	мил		ADJ;INDF;PL
miles	километри	miles	километър		N;INDF;MASC;PL
mongolii	монголия	mongolia	монголия		PROPN;INDF;FEM;SG
utrata	губиш	utratać	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
utrata	губя	utratać	губя-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
utrata	загуба	utratać	загуба	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
utrata	загуби	utratać	загуба	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
utrata	загубата	utratać	загуба	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
weber	уебър	weber	уебър		PROPN;INDF;MASC;SG
zatwierdzony	одобрено	zatwierdzić	одобря	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zatwierdzony	одобрен	zatwierdzić	одобря	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zatwierdzony	одобрени	zatwierdzić	одобря	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zatwierdzony	одобрена	zatwierdzić	одобря	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
michelle	мишел	michelle	мишел	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
baden	баден	baden	баден		PROPN;INDF;MASC;SG
przestępstwa	престъпления	przestępstwo	престъпление	N;NOM;NEUT;SG	N;INDF;NEUT;PL
przestępstwa	престъпления	przestępstwo	престъпление	N;NOM;NEUT;SG	N;INDF;NEUT;PL
przestępstwa	престъпления	przestępstwo	престъпление	N;NOM;NEUT;SG	N;INDF;NEUT;PL
alma	алма	alma	алма		N;INDF;FEM;SG
ostre	остро	ostry	остро		ADV
ostre	шарп	ostry	шарп		PROPN;INDF;MASC;SG
ostre	остър	ostry	остър		N;INDF;MASC;SG
ostre	остра	ostry	остър		N;INDF;FEM;SG
ostre	остри	ostry	остър		ADJ;INDF;PL
ostre	пикантна	ostry	пикантен		ADJ;INDF;FEM;SG
ostre	пикантен	ostry	пикантен		ADJ;INDF;MASC;SG
ostre	люто	ostry	люто		ADV
ostre	остро	ostry	остро		ADV
ostre	остър	ostry	остър		N;INDF;MASC;SG
ostre	остра	ostry	остър		N;INDF;FEM;SG
luftwaffe	луфтвафе	luftwaffe	луфтва		N;INDF;NEUT;SG
podgatunki	подвид	podgatunka	подвид	N;NOM;MASC;PL	N;INDF;MASC;SG
software	софтуер	softwary	софтуер		N;INDF;MASC;SG
zatopiony	потънал	zatopić	потъна	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
zatopiony	потъна	zatopić	потъна	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zatopiony	потопен	zatopić	потопя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zatopiony	потопени	zatopić	потопя-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zatopiony	потънал	zatopić	потъна	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
zatopiony	потънала	zatopić	потъна	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
zatopiony	потънали	zatopić	потъна	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;PST;V.PTCP;ACT
giorgio	джорджо	giorgio	джорджо		PROPN;INDF;MASC;SG
alejandro	алехандро	alejandro	алехандро	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
sandra	сандра	sandra	сандра	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
wallace	уолас	wallace	уолас		N;INDF;MASC;SG
wallace	уолъс	wallace	уолъс		PROPN;INDF;MASC;SG
wellington	уелингтън	wellington	уелингтън		N;INDF;MASC;SG
regionalny	регионално	regionalny	регионален	ADJ;NOM;MASC;SG	ADV
regionalny	регионални	regionalny	регионален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
następna	следващо	następny	следвам		ADV
następna	следващ	następny	следвам		ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
następna	следваща	następny	следвам		ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
strategii	стратегии	strategia	стратегия	N;GEN;FEM;SG	N;INDF;FEM;PL
świeckich	светска	świecki	светски	ADJ;GEN;MASC;PL	ADJ;INDF;FEM;SG
świeckich	светски	świecki	светски	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
emmy	еми	emmy	еми	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;INDF;MASC;SG
satelitarne	спътник	satelitarny	спътник	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
satelitarne	сателитно	satelitarny	сателитен	ADJ;NOM;NEUT;SG	ADV
satelitarne	сателит	satelitarny	сателит	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
zabawy	забавно	zabawa	забавно	N;ACC;FEM;SG	ADV
zabawy	весело	zabawa	весело	N;ACC;FEM;SG	ADV
zabawy	забавна	zabawa	забавна	N;ACC;FEM;SG	ADJ;INDF;FEM;SG
zabawy	забавен	zabawa	забавен	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
nico	нико	nico	никой		PROPN;INDF;MASC;SG
lucie	люси	luto	люс	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
regionalna	регионално	regionalny	регионален	ADJ;NOM;FEM;SG	ADV
regionalna	регионални	regionalny	регионален	ADJ;NOM;FEM;SG	ADJ;INDF;PL
opisano	описани	opisać	опиша	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
opisano	описано	opisać	опиша	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
opisano	описана	opisać	опиша	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
opisano	описан	opisać	опиша	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tajne	секретно	tajny	секретен		ADV
tajne	тайна	tajny	тайна		N;INDF;FEM;SG
tajne	таен	tajny	таен		N;INDF;MASC;SG
tajne	тайната	tajny	тайна		N;DEF;FEM;SG
tajne	тайно	tajny	тайно		ADV
tajne	поверително	tajny	поверителен		ADV
tajne	секретно	tajny	секретен		ADV
tajne	класифициран	tajny	класифицирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
tajne	класифицирани	tajny	класифицирам		V;PFV;INDF;PL;V.PTCP;PASS
tajne	класифицирана	tajny	класифицирам		V;PFV;INDF;FEM;SG;V.PTCP;PASS
julius	юлий	julius	юлий	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
julius	джулиъс	julius	джулиъс	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ciepło	горещина	ciepło	горещина		N;INDF;FEM;SG
ciepło	жега	ciepło	жега		N;INDF;FEM;SG
ciepło	топлина	ciepło	топлина		N;INDF;FEM;SG
ciepło	топло	ciepło	топло		ADV
ciepło	топла	ciepło	топъл		ADJ;INDF;FEM;SG
ciepło	топъл	ciepło	топъл		ADJ;INDF;MASC;SG
ciepło	топли	ciepło	топъл		ADJ;INDF;PL
ciepło	топлина	ciepło	топлина		N;INDF;FEM;SG
rozwiązać	решителност	rozwiązać	решителност	V;PFV;NFIN;ACT	N;INDF;FEM;SG
rozwiązać	разрешаване	rozwiązać	разрешаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
rozwiązać	решаване	rozwiązać	решаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
rozwiązać	разрешаване	rozwiązać	разрешаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
rozwiązać	решаване	rozwiązać	решаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
wycofanie	тегления	wycofać	тегления	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;INDF;NEUT;PL
gość	посетител	gość	посетител	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	гай	gość	гай	V;IPFV;IND;SG;PST;FIN;ACT	PROPN;INDF;MASC;SG
gość	гост	gość	гост	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
gość	гостенка	gość	гостенка	V;IPFV;IND;SG;PST;FIN;ACT	N;INDF;FEM;SG
fale	вълната	fala	вълна	N;NOM;FEM;PL	N;DEF;FEM;SG
fale	вълна	fala	вълна	N;NOM;FEM;PL	N;INDF;FEM;SG
dochodów	приход	dochód	приход	N;GEN;MASC;PL	N;INDF;MASC;SG
dochodów	доход	dochód	доход	N;GEN;MASC;PL	N;INDF;MASC;SG
szerokiej	широки	szeroki	широк	ADJ;GEN;FEM;SG	ADJ;INDF;PL
koszalin	кошалин	koszalin	кошалин		N;INDF;MASC;SG
podyplomowe	следдипломни	podyplomowy	следдипломен	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
matematyka	математически	matematyka	математически	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
matematyka	математическа	matematyka	математически	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
wbc	wbc	wbiąć	wbc		PROPN;INDF;FEM;SG
rydze	рига	ryda	рига		PROPN;INDF;MASC;SG
poznaje	разпознае	poznawać	разпозная-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
wiarę	фейт	wiara	фейт	N;ACC;FEM;SG	PROPN;INDF;MASC;SG
kostki	глезен	kostka	глезен		ADJ;INDF;MASC;SG
kostki	глезена	kostka	глеза		ADJ;INDF;FEM;SG
kostki	глезените	kostka	глеза		ADJ;DEF;PL
kostki	глезени	kostka	глеза		ADJ;INDF;PL
kostki	кубчета	kostka	кубче		N;INDF;NEUT;PL
rozbudowa	продължение	rozbudowy	продължение		N;INDF;NEUT;SG
rozbudowa	удължаване	rozbudowy	удължаване		N;INDF;NEUT;SG
rozbudowa	разширение	rozbudowy	разширение		N;INDF;NEUT;SG
rozbudowa	разрастване	rozbudowy	разрастване		N;INDF;NEUT;SG
rozbudowa	разширяване	rozbudowy	разширяване		N;INDF;NEUT;SG
rozbudowa	разширение	rozbudowy	разширение		N;INDF;NEUT;SG
przeprowadzona	проведен	przeprowadzić	проведа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przeprowadzona	проведени	przeprowadzić	проведа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
przeprowadzona	проведена	przeprowadzić	проведа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
przeprowadzona	проведено	przeprowadzić	проведа	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nowoczesne	модерно	nowoczesny	модерно	ADJ;NOM;NEUT;SG	ADV
nowoczesne	модерни	nowoczesny	модерен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
nowoczesne	съвременно	nowoczesny	съвременно	ADJ;NOM;NEUT;SG	ADV
emily	емили	emil	емил	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;FEM;SG
ostateczny	финал	ostateczny	финал	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
ostateczny	окончателно	ostateczny	окончателно	ADJ;NOM;MASC;SG	ADV
ostateczny	окончателни	ostateczny	окончателен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
ostateczny	окончателно	ostateczny	окончателно	ADJ;NOM;MASC;SG	ADV
fin	фин	fina	фин		ADJ;INDF;MASC;SG
fin	перка	fina	перка		N;INDF;FEM;SG
clinton	клинтън	clinton	клинтън	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
eduard	едуард	eduard	едуард	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
biskupstwa	епископии	biskupstwo	епископия	N;GEN;NEUT;SG	N;INDF;FEM;PL
karpaty	карпатите	karpata	карпат		N;DEF;MASC;PL
koch	кох	koch	кох	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
rzadkie	рядко	rzadki	рядко	ADJ;NOM;NEUT;SG	ADV
rzadkie	редки	rzadki	редка	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
rzadkie	рядкост	rzadki	рядкост	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
syntezy	синтез	syntez	синтез		N;INDF;MASC;SG
bellona	белона	bellon	белон		N;INDF;FEM;SG
przemysłowy	индустриални	przemysłowy	индустриален	ADJ;NOM;MASC;SG	ADJ;INDF;PL
przemysłowy	промишлени	przemysłowy	промишлен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
uderzył	удари	uderzyć	удар	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;PL
uderzył	хит	uderzyć	хит	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
audi	ауди	audia	ауди		N;INDF;NEUT;SG
nsdap	нсдап	nsdapyp	нсдап	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
oskarżenia	обвинение	oskarżenie	обвинение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
rejs	круз	rejs	круз	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
arabii	арабия	arabia	арабия	PROPN;GEN;FEM;SG	PROPN;INDF;FEM;SG
panie	лорд	pan	лорд		N;INDF;MASC;SG
panie	дами	pan	дама		N;INDF;FEM;PL
panie	дамски	pan	дамски		ADJ;INDF;SG
kong	конг	kong	конг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
tradycję	традиции	tradycja	традиция	N;ACC;FEM;SG	N;INDF;FEM;PL
cali	кали	cala	кала		N;INDF;FEM;SG
cali	сантиметри	cala	сантиметър		N;INDF;MASC;PL
cali	инча	cala	инча		N;INDF;MASC;SG
cali	см	cala	сантиметър		N;INDF;MASC;SG
edgar	едгар	edgar	едгар	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
twoja	твоят	twój	тоя	DET;NOM;FEM;SG;2	DET;DEF;MASC;SG;1
twoja	твоята	twój	твой	DET;NOM;FEM;SG;2	DET;DEF;FEM;SG;1
twoja	твой	twój	твой	DET;NOM;FEM;SG;2	DET;INDF;MASC;SG;1
twoja	твоята	twój	твой	DET;NOM;FEM;SG;2	DET;DEF;FEM;SG;1
jensen	дженсън	jensen	дженсън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
fia	фиа	fia	фиа		N;INDF;MASC;SG
przegrana	победен	przegrać	победя	N;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przegrana	губи	przegrać	губя-(се)	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
przegrana	губиш	przegrać	губя-(се)	N;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
przegrana	губя	przegrać	губя-(се)	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
potomków	потомство	potomek	потомство	N;ACC;MASC;PL	N;INDF;NEUT;SG
england	англия	england	англия		PROPN;INDF;FEM;SG
dee	ди	dee	ди		PROPN
dee	дий	dee	дий		PROPN;INDF;MASC;SG
sprzeczne	противоречиви	sprzeczny	противоречив		ADJ;INDF;PL
sprzeczne	противоречиви	sprzeczny	противоречив		ADJ;INDF;PL
renata	рената	renata	рена	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
zasadnicza	фундаментално	zasadniczy	фундаментално	ADJ;NOM;FEM;SG	ADV
rheinland	rheinland	rheinland	rheinland		N;INDF;MASC;SG
podkategorii	подкатегории	podkategoria	подкатегорий	N;GEN;FEM;SG	N;INDF;FEM;PL
zniszczyć	унищожаване	zniszczyć	унищожаване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
traktuje	лакомства	traktować	лакомство	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;PL
traktuje	почерпка	traktować	почерпка	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
missisipi	мисисипи	missisipa	мисисипя		N;INDF;MASC;PL
powodując	причинявайки	powodować	причинявам	V;IPFV;PRS;V.CVB;ACT	ADV
powodując	причиняване	powodować	причиняване	V;IPFV;PRS;V.CVB;ACT	N;INDF;NEUT;SG
historycznie	исторически	historycznie	исторически	ADV	ADJ;INDF;MASC;SG
christine	кристин	christiny	кристин	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
stężenia	концентрациите	stężyć	концентрация	N;NOM;NEUT;SG	N;DEF;FEM;PL
stężenia	концентрации	stężyć	концентрация	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyjaśnienie	обяснения	wyjaśnić	обясня-(се)	N;NOM;NEUT;SG	N;INDF;NEUT;PL
wyjaśnienie	разяснения	wyjaśnić	разяснение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
wyjaśnienie	разяснения	wyjaśnić	разяснение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
polo	поло	polo	поло		N;INDF;NEUT;SG
czynne	активно	czynny	активно	ADJ;NOM;NEUT;SG	ADV
czynne	активни	czynny	активен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
odbiór	над	odbiór	над	N;NOM;MASC;SG	ADP
odbiór	получаващи	odbiór	получавам	N;NOM;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
represji	репресии	represja	репресия	N;GEN;FEM;SG	N;INDF;FEM;PL
ashley	ашли	ashley	ашли	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
obywatele	гражданин	obywatele	гражданин	N;NOM;MASC;PL	N;INDF;MASC;SG
ekspozycji	експозиции	ekspozycja	експозиция	N;GEN;FEM;SG	N;INDF;FEM;PL
mięsa	меса	mięso	месо	N;GEN;NEUT;SG	N;INDF;NEUT;PL
mechaniczne	механично	mechaniczny	механично	ADJ;NOM;NEUT;SG	ADV
mechaniczne	механични	mechaniczny	механичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
nbc	nbc	nbc	nbc		PROPN;INDF;MASC;SG
wasilij	василий	wasilać	василие	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
mauzoleum	мавзолей	mauzoleum	мавзолей		N;INDF;MASC;SG
butler	бътлър	butler	бътлър		PROPN;INDF;MASC;SG
butler	иконом	butler	иконом		N;INDF;MASC;SG
zlewni	водосборния	zlewnić	водосборен		ADJ;DEF;MASC;SG
obserwuje	наблюдаване	obserwować	наблюдаване	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
obserwuje	гледане	obserwować	гледане	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
obserwuje	гледам	obserwować	гледам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
tunezji	тунис	tunezja	тунис	PROPN;GEN;FEM;SG	N;INDF;MASC;SG
samuela	самюъл	samuel	самюъл	N;GEN;MASC;SG	PROPN;INDF;MASC;SG
samuela	самуел	samuel	самуел	N;GEN;MASC;SG	PROPN;INDF;MASC;SG
samuela	самюел	samuel	самюел	N;GEN;MASC;SG	PROPN;INDF;MASC;SG
paliwo	горива	paliwo	гориво	N;NOM;NEUT;SG	N;INDF;NEUT;PL
ren	рен	ren	рен		PROPN;INDF;MASC;SG
ren	рейн	ren	рейн		N;INDF;MASC;SG
grey	сив	grać	сив		PROPN;INDF;MASC;SG
grey	сиво	grać	сиво		ADV
grey	сива	grać	сив		ADJ;INDF;FEM;SG
grey	сиви	grać	сив		ADJ;INDF;PL
grey	грей	grać	грей		PROPN;INDF;MASC;SG
tokyo	токио	tokyo	токио		PROPN;INDF;MASC;SG
kolumbia	колумбия	kolumbia	колумбия	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;FEM;SG
kolumbia	колумбия	kolumbia	колумбия	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;FEM;SG
cameron	камерън	cameron	камерън	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
piw	бирите	piw	бира		N;DEF;FEM;PL
piw	бири	piw	бира		N;INDF;FEM;PL
germain	жермен	germain	жермен		PROPN;INDF;MASC;SG
glenn	глен	glenny	глен	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
treningi	обучение	trening	обучение	N;NOM;MASC;PL	N;INDF;NEUT;SG
treningi	тренировка	trening	тренировка	N;NOM;MASC;PL	N;INDF;FEM;SG
leeds	лийдс	leeds	лийдс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарон	aaron	аарон	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	арон	aaron	арон	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарън	aaron	аарън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
aaron	арън	aaron	арън	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
operacyjnych	оперативно	operacyjny	оперативно	ADJ;GEN;MASC;PL	ADV
operacyjnych	оперативен	operacyjny	оперативен	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
operacyjnych	оперативна	operacyjny	оперативен	ADJ;GEN;MASC;PL	ADJ;INDF;FEM;SG
council	съветът	council	съвет		N;DEF;MASC;SG
council	съвет	council	съвет		N;INDF;MASC;SG
council	съвета	council	съвет		N;DEF;MASC;SG
camp	лагер	campa	лагер		N;INDF;MASC;SG
fabio	фабио	fabio	фабио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
fabio	фабио	fabio	фабио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ręczny	преносимо	ręczny	преносимо	ADJ;NOM;MASC;SG	ADV
komiksów	комикс	komiks	комикс	N;GEN;MASC;PL	N;INDF;MASC;SG
mann	ман	mann	ман	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zwykły	редовно	zwykły	редовно	ADJ;NOM;MASC;SG	ADV
zwykły	редовни	zwykły	редовен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
zwykły	обикновени	zwykły	обикновен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
misje	мисията	misja	мисия	N;NOM;FEM;PL	N;DEF;FEM;SG
misje	мисия	misja	мисия	N;NOM;FEM;PL	N;INDF;FEM;SG
demokratów	демократ	demokrat	демократ	N;ACC;MASC;PL	N;INDF;MASC;SG
pokonany	бит	pokonać	бия-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
pokonany	пребита	pokonać	пребитам	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
pokonany	пребит	pokonać	пребит	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
pokonany	бита	pokonać	бия-(се)	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;INDF;NEUT;PL
pokonany	победена	pokonać	победя	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
