enkel	простые	enkel	простой	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
said	сказал	said	сказать		V;PFV;MASC;IND;SG;PST;FIN;ACT
living	живущие	living	жить	N;INDF;MASC+FEM;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
living	живые	living	живой	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
living	живое	living	живой	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
nissan	nissan	nissan	nissan	N;INDF;MASC+FEM;SG	PROPN
relativ	родственник	relativ	родственник	ADV	N;ANIM;NOM;MASC;SG
relativ	относительной	relativ	относительный	ADV	ADJ;INS;FEM;SG
relativ	относительное	relativ	относительный	ADV	ADJ;NOM;NEUT;SG
relativ	относительные	relativ	относительный	ADV	ADJ;NOM;PL
relativ	относительный	relativ	относительный	ADV	ADJ;NOM;MASC;SG
relativ	относительная	relativ	относительный	ADV	ADJ;NOM;FEM;SG
klippe	клифф	klippe	клифф	V;NFIN;ACT	N;INAN;NOM;MASC;SG
klippe	скала	klippe	скала	V;NFIN;ACT	N;INAN;NOM;FEM;SG
klippe	камень	klippe	камень	V;NFIN;ACT	N;INAN;NOM;MASC;SG
klippe	рок	klippe	рок	V;NFIN;ACT	N;INAN;NOM;MASC;SG
klippe	rock	klippe	rock	V;NFIN;ACT	PROPN
powell	пауэлл	powell	пауэлл		N;ANIM;NOM;MASC;SG
nba	нба	nba	неб		N;INAN;NOM;MASC;SG
rovers	rover	rove	rover	N;GEN;INDF;MASC+FEM;PL	PROPN
foster	фостер	foste	фостер	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
foster	плод	foste	плод	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
hedenske	язычник	hedensk	язычник	ADJ;PL	N;ANIM;NOM;MASC;SG
hedenske	язычники	hedensk	язычник	ADJ;PL	N;ANIM;NOM;MASC;PL
stød	потрясений	stød	потрясение	N;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
stød	потрясения	stød	потрясение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
gravid	беременные	gravid	беременный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
overføre	загрузка	overføre	загрузка	V;NFIN;ACT	N;INAN;NOM;FEM;SG
overføre	загрузка	overføre	загрузка	V;NFIN;ACT	N;INAN;NOM;FEM;SG
kraftigere	крепче	kraftigere	крепкий	ADV;CMPR	ADJ;CMPR
kraftigere	сильней	kraftigere	сильный	ADV;CMPR	ADJ;CMPR
kraftigere	сильнее	kraftigere	сильный	ADV;CMPR	ADJ;CMPR
kasakhstan	казахстан	kasakhstan	казахстан		N;INAN;NOM;MASC;SG
memphis	мемфис	memphis	мемфис		N;INAN;NOM;MASC;SG
porten	врата	port	врат	N;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
porten	ворота	port	ворота	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
propaganda	пропаганды	propaganda	пропаганда	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
garde	гард	gard	гарда	N;INDF;MASC+FEM;SG	
cherokee	чероки	cherokee	черок		N;ANIM;NOM;MASC;PL
unik	уникальные	unik	уникальный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
nevada	невада	nevada	невада		N;INAN;NOM;MASC;SG
professionelt	professional	professionelt	professional	ADJ;INDF;NEUT;SG	PROPN
professionelt	профессионал	professionelt	профессионал	ADJ;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
professionelt	профессионально	professionelt	профессионально	ADJ;INDF;NEUT;SG	ADV
sandt	true	sinde	true	ADJ;INDF;NEUT;SG	PROPN
sandt	правда	sinde	правда	ADJ;INDF;NEUT;SG	ADV
dækning	обложки	dækning	обложка	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
dækning	покрытия	dækning	покрытие	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
idræt	sport	idræt	sport	N;INDF;NEUT;SG	PROPN
lovet	обещали	love	обещать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN;ACT
moralske	моральная	moralsk	моральный	ADJ;PL	ADJ;NOM;FEM;SG
moralske	мораль	moralsk	мораль	ADJ;PL	N;INAN;NOM;FEM;SG
moralske	моральный	moralsk	моральный	ADJ;PL	ADJ;NOM;MASC;SG
bohr	бор	bohr	бор		N;INAN;NOM;MASC;SG
antoine	антуан	antoin	антуан		N;ANIM;NOM;MASC;SG
gallien	галлии	gallien	галлий	PROPN	N;INAN;NOM;FEM;PL
mazda	mazda	mazda	mazda		PROPN
jam	джем	jam	джем		N;INAN;NOM;MASC;SG
jam	jam	jam	jam		PROPN
nathan	нейтан	nathan	нейтан		N;ANIM;NOM;MASC;SG
nathan	натан	nathan	натана		N;ANIM;NOM;MASC;SG
ulovligt	незаконными	ulovlig	незаконный	ADJ;INDF;NEUT;SG	ADJ;INS;PL
virgin	девственница	virgin	девственница		N;ANIM;NOM;FEM;SG
virgin	виргинских	virgin	виргинский		ADJ;GEN;PL
virgin	дева	virgin	дева		N;ANIM;NOM;FEM;SG
panama	панаме	panama	панам	PROPN	N;INAN;NOM;MASC;SG
panama	панама	panama	панама	PROPN	N;INAN;NOM;FEM;SG
della	делла	della	делла		N;INAN;NOM;FEM;SG
byder	торгов	byde	торги	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;PL
byder	торги	byde	торги	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
lehmann	леманн	lehmann	леманн	N;INDF;MASC+FEM;SG	
appel	призывы	appel	призыв	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
appel	апелляции	appel	апелляция	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
appel	апелляций	appel	апелляция	N;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
appel	обжаловать	appel	обжаловать	N;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
australiens	австралия	australie	австралия	N;GEN;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
australiens	австралии	australie	австралия	N;GEN;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
merlin	мерлин	merlin	мерлин		N;ANIM;NOM;MASC;SG
skærm	отображения	skærm	отображение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
evigt	вечное	evigt	вечный	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
evigt	вечный	evigt	вечный	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
evigt	вечная	evigt	вечный	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
evigt	вечной	evigt	вечный	N;INDF;NEUT;SG	ADJ;INS;FEM;SG
savnede	пропустил	savne	пропустить	V;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
savnede	пропустила	savne	пропустить	V;PL;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
savnede	промахнулся	savne	промахнуться	V;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;MID
savnede	отсутствует	savne	отсутствовать	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
rumænske	румынии	rumænsk	румыния	ADJ;PL	N;INAN;NOM;FEM;PL
animal	животное	animal	животное		N;ANIM;NOM;NEUT;SG
java	java	java	java	N;INDF;MASC+FEM;SG	PROPN
fortiden	прошедшее	fortid	пройти	N;DEF;MASC+FEM;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;ACT
fortiden	прошлые	fortid	прошлый	N;DEF;MASC+FEM;SG	ADJ;NOM;PL
nutidige	современный	nutidig	современный	ADJ;PL	ADJ;NOM;MASC;SG
nutidige	современная	nutidig	современный	ADJ;PL	ADJ;NOM;FEM;SG
nutidige	современное	nutidig	современный	ADJ;PL	ADJ;NOM;NEUT;SG
hardcore	жесть	hardcore	жесть		N;INAN;NOM;FEM;SG
vildt	wild	vildt	wild	ADJ;INDF;NEUT;SG	
vildt	дикие	vildt	дикий	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
vildt	game	vildt	game	ADJ;INDF;NEUT;SG	PROPN
vildt	игра	vildt	игра	ADJ;INDF;NEUT;SG	N;INAN;NOM;FEM;SG
vildt	сумасшествие	vildt	сумасшествие	ADJ;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
vildt	безумие	vildt	безумие	ADJ;INDF;NEUT;SG	N;INAN;NOM;NEUT;SG
vildt	безумно	vildt	безумно	ADJ;INDF;NEUT;SG	ADV
indgreb	вмешательства	indgreb	вмешательство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
indgreb	помехи	indgreb	помехи	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
indgreb	интервенции	indgreb	интервенция	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
indgreb	вмешательства	indgreb	вмешательство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
brænder	ожог	brænde	ожог	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
brænder	бёрнс	brænde	бёрнс	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
brænder	ожоги	brænde	ожог	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
brænder	бернс	brænde	бернс	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG
brænder	горелка	brænde	горелок	V;IND;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
brænder	сжигание	brænde	сжигание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
konsekvent	последовательно	konsekvent	последовательно	ADJ;INDF;NEUT;SG	ADV
konsekvent	последовательно	konsekvent	последовательно	ADJ;INDF;NEUT;SG	ADV
reddede	сохранена	redde	сохранить	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;PST;V.PTCP;PASS
reddede	сохранен	redde	сохранный	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;PST;V.PTCP;PASS
reddede	сохранено	redde	сохранить	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
reddede	сохранены	redde	сохранить	V;IND;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
glass	стакан	glass	стакан		N;INAN;NOM;MASC;SG
glass	стекло	glass	стекло		N;INAN;NOM;NEUT;SG
glass	бокал	glass	бокал		N;INAN;NOM;MASC;SG
glass	стекла	glass	стекло		N;INAN;NOM;NEUT;PL
sekundære	среднее	sekundær	средний	ADJ;PL	ADJ;NOM;NEUT;SG
serbisk	сербы	serbisk	серб	ADJ;INDF;SG	N;ANIM;NOM;MASC;PL
serbisk	сербов	serbisk	серб	ADJ;INDF;SG	N;ANIM;GEN;MASC;PL
serbisk	сербии	serbisk	сербия	ADJ;INDF;SG	N;INAN;NOM;FEM;PL
serbisk	сербские	serbisk	сербский	ADJ;INDF;SG	ADJ;NOM;PL
zeus	зевс	zeus	зевс		N;ANIM;NOM;MASC;SG
vitamin	витамины	vitamin	витамин	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
letter	латышей	lette	латыш	V;IND;PRS;FIN;ACT	N;ANIM;GEN;MASC;PL
blokeret	заблокированы	blokere	блокировать	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
hoppe	прыжок	hoppe	прыжок	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hoppe	маре	hoppe	маре	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hoppe	прыжок	hoppe	прыжок	V;NFIN;ACT	N;INAN;NOM;MASC;SG
hoppe	прыжки	hoppe	прыжок	V;NFIN;ACT	N;INAN;NOM;MASC;PL
hoppe	bounce	hoppe	bounce	V;NFIN;ACT	PROPN
nashville	нэшвилл	nashville	нэшвилл		N;INAN;NOM;MASC;SG
rasende	ярости	rasende	ярость	ADJ	N;INAN;NOM;FEM;PL
edwards	эдвардс	edwards	эдвардс		N;ANIM;NOM;MASC;SG
bær	ягоды	bære	ягода	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
bær	берри	bære	брарь	N;INDF;MASC+FEM;SG	PART
pagasts	приход	pagasts	приход	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
pagasts	волость	pagasts	волость	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;SG
omgivelserne	окружение	omgivelse	окружение	N;DEF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
blande	mix	blande	mix	V;NFIN;ACT	PROPN
blande	микс	blande	микс	V;NFIN;ACT	N;INAN;NOM;MASC;SG
blande	смешивания	blande	смешивание	V;NFIN;ACT	N;INAN;NOM;NEUT;PL
redskab	gear	redskab	gear	N;INDF;NEUT;SG	PROPN
prominente	видное	prominent	видный	ADJ;PL	ADJ;NOM;NEUT;SG
vellykket	успешные	vellykket	успешный	ADJ;INDF;SG	ADJ;NOM;PL
vellykket	успешно	vellykket	успешно	ADJ;INDF;SG	ADV
vellykket	успешно	vellykket	успешно	ADJ;INDF;SG	ADV
forfølgelse	преследования	forfølgelse	преследование	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
forfølgelse	преследую	forfølgelse	преследовать	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
flyselskab	авиакомпании	flyselskab	авиакомпания	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
flyselskab	авиалинии	flyselskab	авиалиния	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
borte	ушёл	borte	уйти	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
borte	ушли	borte	уйти	ADV	V;PFV;IND;PL;PST;FIN;ACT
borte	ушла	borte	уйти	ADV	V;PFV;FEM;IND;SG;PST;FIN;ACT
borte	ушел	borte	уйти	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
psykologisk	психологической	psykologisk	психологический	ADV	ADJ;INS;FEM;SG
psykologisk	психологическое	psykologisk	психологический	ADV	ADJ;NOM;NEUT;SG
psykologisk	психологический	psykologisk	психологический	ADV	ADJ;NOM;MASC;SG
psykologisk	психологические	psykologisk	психологический	ADV	ADJ;NOM;PL
psykologisk	психологическая	psykologisk	психологический	ADV	ADJ;NOM;FEM;SG
stjålet	украли	stjæle	красть	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
stjålet	украденные	stjæle	украстить	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
stjålet	украдены	stjæle	красть	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
stjålet	угнали	stjæle	угнать	V;INDF;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
variable	переменная	variable	переменный	ADJ;PL	ADJ;NOM;FEM;SG
variable	переменной	variable	переменный	ADJ;PL	ADJ;INS;FEM;SG
gejstlige	духовенства	gejstlig	духовенство	ADJ;PL	N;INAN;NOM;NEUT;PL
flying	полёт	flying	полет		N;INAN;NOM;MASC;SG
flying	полет	flying	полет		N;INAN;NOM;MASC;SG
flying	летать	flying	летать		V;IPFV;NFIN;ACT
bradley	брэдли	bradley	бредля		N;ANIM;NOM;MASC;SG
woods	лесу	woods	лес		N;INAN;DAT;MASC;SG
woods	вудс	woods	вудс		N;ANIM;NOM;MASC;SG
woods	лес	woods	лес		N;INAN;NOM;MASC;SG
indian	индийская	indian	индийский	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
indian	индийский	indian	индийский	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ligheder	сходство	lighed	сходство	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
ligheder	сходство	lighed	сходство	N;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
toulouse	тулузе	toulous	тулуз		N;INAN;DAT;MASC;SG
økologisk	экологическое	økologisk	экологический	ADV	ADJ;NOM;NEUT;SG
økologisk	экологический	økologisk	экологический	ADV	ADJ;NOM;MASC;SG
økologisk	экологическая	økologisk	экологический	ADV	ADJ;NOM;FEM;SG
økologisk	экологических	økologisk	экологический	ADV	ADJ;GEN;PL
økologisk	экологические	økologisk	экологический	ADV	ADJ;NOM;PL
økologisk	органические	økologisk	органический	ADV	ADJ;NOM;PL
økologisk	органических	økologisk	органический	ADV	ADJ;GEN;PL
økologisk	органический	økologisk	органический	ADV	ADJ;NOM;MASC;SG
defensive	оборонительные	defensive	оборонительный	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
underholdning	развлечения	underholdning	развлечение	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
underholdning	entertainment	underholdning	entertainment	N;INDF;MASC+FEM;SG	PROPN
parentes	скобках	parente	скобка	V;NFIN;PASS	N;INAN;ESS;FEM;PL
parentes	скобки	parente	скобка	V;NFIN;PASS	N;INAN;NOM;FEM;PL
parentes	скобки	parente	скобка	V;NFIN;PASS	N;INAN;NOM;FEM;PL
parentes	скобках	parente	скобка	V;NFIN;PASS	N;INAN;ESS;FEM;PL
granater	гранат	granat	граната	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
usædvanlige	необычный	usædvanlig	необычный	ADJ;PL	ADJ;NOM;MASC;SG
usædvanlige	необычная	usædvanlig	необычный	ADJ;PL	ADJ;NOM;FEM;SG
usædvanlige	необычное	usædvanlig	необычный	ADJ;PL	ADJ;NOM;NEUT;SG
usædvanlige	необычно	usædvanlig	необычно	ADJ;PL	ADJ;NEUT;SG
iført	ношение	iføre	ношение	V;INDF;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
neutralt	нейтралитет	neutralt	нейтралитет	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG
igor	игорь	igor	игорь		N;ANIM;NOM;MASC;SG
kollektiv	коммуна	kollektiv	коммуна	ADJ;INDF;SG	N;INAN;NOM;FEM;SG
kollektiv	коммуне	kollektiv	коммун	ADJ;INDF;SG	N;INAN;DAT;FEM;SG
kollektiv	коллектив	kollektiv	коллектив	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
kollektiv	коллективных	kollektiv	коллективный	ADJ;INDF;SG	ADJ;GEN;PL
kollektiv	коллективные	kollektiv	коллективный	ADJ;INDF;SG	ADJ;NOM;PL
egnede	подходящих	egne	подходить	V;PL;PST;V.PTCP	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
egnede	подходящий	egne	подходить	V;PL;PST;V.PTCP	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
egnede	подходящее	egne	подходящий	V;PL;PST;V.PTCP	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
egnede	подходит	egne	подходить	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
egnede	подходящие	egne	подходить	V;PL;PST;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
zero	ноль	zero	нуль		N;INAN;NOM;MASC;SG
zero	зеро	zero	зеро		
zero	нулевой	zero	нулевой		ADJ;NOM;MASC;SG
bløde	мягкий	blød	мягкий	ADJ;PL	ADJ;NOM;MASC;SG
bløde	нежная	blød	нежный	ADJ;PL	ADJ;NOM;FEM;SG
bløde	мягкая	blød	мягкий	ADJ;PL	ADJ;NOM;FEM;SG
bløde	мягкое	blød	мягкий	ADJ;PL	ADJ;NOM;NEUT;SG
bløde	кровотечение	blød	кровотечение	ADJ;PL	N;INAN;NOM;NEUT;SG
sprint	sprint	sprinte	sprint		PROPN
beregning	расчеты	beregning	расчет	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
beregning	вычисления	beregning	вычисление	N;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
posthumt	посмертно	posthumt	посмертно	N;INDF;MASC+FEM;SG	ADV
roms	рим	roms	рим	PROPN;GEN	N;INAN;NOM;MASC;SG
håret	волосы	hår	волос	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
håret	волос	hår	волос	N;DEF;NEUT;SG	N;INAN;GEN;FEM;PL
standarden	стандартные	standard	стандартный	N;DEF;MASC+FEM;SG	ADJ;NOM;PL
standarden	стандартная	standard	стандартный	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
standarden	стандартный	standard	стандартный	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
standarden	standard	standard	standard	N;DEF;MASC+FEM;SG	PROPN
stavet	пишется	stav	писать	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
formuleret	сформулированные	formulere	формулировать	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
formuleret	сформулированы	formulere	формулировать	V;INDF;SG;PST;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
specifik	конкретных	specifik	конкретный	ADJ;INDF;MASC+FEM;SG	ADJ;GEN;PL
specifik	конкретные	specifik	конкретный	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
kenny	кенни	kenny	кення		N;ANIM;NOM;MASC;SG
reden	гнезда	red	гнездо	N;DEF;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
pleje	заботливый	pleje	заботливый	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
carbon	углерода	carbon	углерод		N;INAN;GEN;MASC;SG
carbon	углерод	carbon	углерод		N;INAN;NOM;MASC;SG
værktøjer	сервис	værktøj	сервис	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
velkendt	знакомы	velkendt	знакомый	ADJ;INDF;SG	ADJ;PL
velkendt	знакомые	velkendt	знакомый	ADJ;INDF;SG	N;ANIM;NOM;MASC;PL
velkendt	знакомая	velkendt	знакомая	ADJ;INDF;SG	N;ANIM;NOM;FEM;SG
persien	персии	persi	персия	N;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
overvældende	подавляющего	overvældende	подавляющий	ADJ	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;ACT
lover	обещания	love	обещание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
lover	обещание	love	обещание	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
lover	перспективный	love	перспективный	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG
lover	перспективных	love	перспективный	V;IND;PRS;FIN;ACT	ADJ;GEN;PL
lover	перспективные	love	перспективный	V;IND;PRS;FIN;ACT	ADJ;NOM;PL
seng	кровати	seng	кровать	N;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
rover	rover	rove	rover	N;INDF;MASC+FEM;SG	PROPN
variabel	переменная	variabel	переменный	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
variabel	переменные	variabel	переменная	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
variabel	переменной	variabel	переменный	N;INDF;MASC+FEM;SG	ADJ;INS;FEM;SG
