और	og	और	og		CONJ
क्लब	klubbene	क्लब	klubbe	N;NOM;MASC;SG;3	N;DEF;FEM;PL
क्लब	køller	क्लब	kølle	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सर्वाधिक	most	सर्वाधिक	most	ADJ;NOM	N;INDF;FEM;SG
अरब	arabia	अरब	arabia	PROPN;NOM;MASC;SG;3	PROPN
अरब	arabiske	अरब	arabisk	PROPN;NOM;MASC;SG;3	ADJ;PL
अरब	araber	अरब	araber	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अरब	billion	अरब	billion	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
अरब	milliarder	अरब	milliard	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
अरब	milliard	अरब	milliard	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अरब	mrd	अरब	mrd	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
चरण	stadier	चरण	stadium	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चरण	trinnene	चरण	trinne	N;NOM;MASC;SG;3	N;DEF;FEM;PL
विरोध	protestere	विरोध	protestere	N;NOM;MASC;SG;3	V;NFIN
विरोध	konflikter	विरोध	konflikter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ज्ञात	kjente	ज्ञात	kjent		ADJ;PL
ज्ञात	kjent	ज्ञात	kjent		ADJ;INDF;NEUT;SG
अंतर	forskjell	अंतर	forskjell		N;INDF;MASC;SG
अंतर	gap	अंतर	gap		N;INDF;NEUT;SG
अनुभव	erfaringer	अनुभव	erfaring	N;NOM;MASC;SG;3	N;INDF;FEM;PL
निर्धारित	besluttsom	निर्धारित	besluttsom	ADJ;NOM	N;INDF;MASC;SG
कैलेंडर	kalender	कैलेंडर	kalende	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सीमित	begrense	सीमित	begrense	ADJ	N;INDF;MASC;SG
सीमित	limited	सीमित	limited	ADJ	N;INDF;MASC;SG
सीमित	begrenset	सीमित	begrens	ADJ	N;DEF;NEUT;SG
काव्य	poetisk	काव्य	poetisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
छोटा	small	छोटा	small	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
छोटा	små	छोटा	liten	ADJ;NOM;MASC;SG	ADJ;PL
छोटा	lille	छोटा	lilje	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
छोटा	kort	छोटा	kort	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
छोटा	short	छोटा	shor	ADJ;NOM;MASC;SG	N;INDF;SG
छोटा	korte	छोटा	kort	ADJ;NOM;MASC;SG	ADJ;PL
छोटा	tiny	छोटा	tiny	ADJ;NOM;MASC;SG	N
छोटा	bittelite	छोटा	bittelite	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
छोटा	bitteliten	छोटा	bitteliten	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
छोटा	bitte	छोटा	bitte	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
संपादन	redigere	संपादन	redigere	N;NOM;MASC;SG;3	V;NFIN
संपादन	rediger	संपादन	redig	N;NOM;MASC;SG;3	N;INDF;MASC;PL
संपादन	redigerer	संपादन	redigere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
संपादन	endringer	संपादन	endring	N;NOM;MASC;SG;3	N;INDF;FEM;PL
संपादन	redigeringer	संपादन	redigeringer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
संपादन	redigerer	संपादन	redigere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
संपादन	redigere	संपादन	redigere	N;NOM;MASC;SG;3	V;NFIN
संपादन	redaktører	संपादन	redaktør	N;NOM;MASC;SG;3	N;INDF;MASC;PL
औसत	gjennomsnittlige	औसत	gjennomsnittlig	N;NOM;MASC;SG;3	ADJ;PL
औसत	middelmådig	औसत	middelmådig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
औसत	middelmådige	औसत	middelmådig	N;NOM;MASC;SG;3	ADJ;PL
औसत	mener	औसत	mener	N;NOM;MASC;SG;3	V;IND;PRS;FIN
औसत	meiner	औसत	meine	N;NOM;MASC;SG;3	V;IND;PRS;FIN
अफ्रीका	afrika	अफ्रीका	afrika	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
विश्वास	trø	विश्वास	trø	N;NOM;MASC;SG;3	V;IMP;FIN
रक्षा	beskytte	रक्षा	beskytte	N;NOM;FEM;SG;3	V;NFIN
रक्षा	ivareta	रक्षा	ivareta	N;NOM;FEM;SG;3	V;NFIN
जर्मन	tysk	जर्मन	tysk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विपरीत	revers	विपरीत	revers		N;INDF;MASC;SG
विपरीत	omvendt	विपरीत	omvendt		ADJ;INDF;NEUT;SG
विपरीत	motsatte	विपरीत	motsatte		ADJ;PL
विपरीत	motsatt	विपरीत	motsatt		ADJ;INDF;NEUT;SG
खुद	seg	खुद	seg	PRO;NOM	PRO;ACC;SG
खुद	myself	खुद	myself	PRO;NOM	N;INDF;MASC;SG
खुद	own	खुद	own	PRO;NOM	N
खुद	eget	खुद	eget	PRO;NOM	N;INDF;NEUT;SG
खुद	eie	खुद	ein	PRO;NOM	N;INDF;MASC;SG
खुद	egen	खुद	eigen	PRO;NOM	N;INDF;MASC;SG
निर्माता	produsentene	निर्माता	produsente	N;NOM;MASC;SG;3	N;DEF;FEM;PL
निर्माता	skaper	निर्माता	skape	N;NOM;MASC;SG;3	V;IND;PRS;FIN
विद्युत	elektrisk	विद्युत	elektrisk	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG
निर्भर	kontingent	निर्भर	kontingent	ADJ	N;INDF;MASC;SG
आसपास	nærheten	आसपास	nærhet	ADV;NOM;MASC;SG;3	
अधिनियम	handle	अधिनियम	handle	N;NOM;MASC;SG;3	V;NFIN
लिखे	skrive	लिख	skrive	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
लिखे	skriving	लिख	skriving	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;FEM;SG
रूस	russlands	रूस	russlands	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रूस	russland	रूस	russland	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विजय	vijay	विजय	vijay	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विजय	seier	विजय	seie	PROPN;NOM;MASC;SG;3	V;IND;PRS;FIN
विजय	seieren	विजय	seier	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
विजय	victory	विजय	victory	PROPN;NOM;MASC;SG;3	N
बस	berre	बस	berre	N;NOM;FEM;SG;3	ADV
बस	akkurat	बस	akkurat	N;NOM;FEM;SG;3	ADV
बस	bare	बस	bare	N;NOM;FEM;SG;3	ADV
बस	nettopp	बस	nettopp	N;NOM;FEM;SG;3	ADV
महाराष्ट्र	maharashtra	महाराष्ट्र	maharashtre	PROPN;NOM;MASC;SG;3	N;INDF;SG
महिलाओं	ladies	महिला	ladias	N;ACC;FEM;PL;3	N;INDF;MASC;SG
महिलाओं	hunner	महिला	hunner	N;ACC;FEM;PL;3	N;INDF;MASC;SG
महिलाओं	kvinnfolk	महिला	kvinnfolk	N;ACC;FEM;PL;3	N;INDF;NEUT;SG
हमारे	vår	हम	vår	PRO;MASC;PL;1	PRO;MASC;SG
हमारे	vårt	हम	vår	PRO;MASC;PL;1	PRO;NEUT;SG
फ्रांस	frankrike	फ्रांस	frankrike	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
फ्रांस	france	फ्रांस	france	PROPN;NOM;MASC;SG;3	N
प्रेम	elsker	प्रेम	elsker	N;NOM;MASC;SG;3	N;INDF;FEM;PL
इंजन	motorene	इंजन	motore	N;NOM;MASC;SG;3	N;DEF;FEM;PL
अंतरराष्ट्रीय	international	अंतरराष्ट्रीय	international	PROPN;NOM;SG;3	N;INDF;NEUT;SG
अंतरराष्ट्रीय	internasjonalt	अंतरराष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
अंतरराष्ट्रीय	internasjonale	अंतरराष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;PL
अंतरराष्ट्रीय	internasjonal	अंतरराष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;INDF;SG
कृष्णा	krishna	कृष्णा	krishn	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
कृष्ण	krishna	कृष्ण	krishn	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
डॉलर	dollar	डॉलर	dollar	N;NOM;MASC;SG;3	N;INDF;MASC;PL
डॉलर	dollar	डॉलर	dollar	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बच्चे	kids	बच्चा	kids	N;NOM;MASC;PL;3	N;INDF;MASC;SG
बच्चे	kidsa	बच्चा	kidse	N;NOM;MASC;PL;3	N;INDF;MASC;SG
बच्चे	unger	बच्चा	unger	N;NOM;MASC;PL;3	N;INDF;MASC;SG
बच्चे	barnet	बच्चा	barn	N;NOM;MASC;PL;3	N;DEF;NEUT;SG
पर्याप्त	nok	पर्याप्त	nok	CONJ	ADV
पर्याप्त	tilstrekkelig	पर्याप्त	tilstrekkelig	CONJ	ADJ;INDF;NEUT;SG
मसीह	kristus	मसीह	kristus	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मसीह	christ	मसीह	christ	PROPN;NOM;MASC;SG;3	N
पूजा	tilber	पूजा	tilbe	N;NOM;FEM;SG;3	V;IND;PRS;FIN
पूजा	tilbe	पूजा	tilbe	N;NOM;FEM;SG;3	V;NFIN
भारी	heavy	भारी	heavy	ADJ;NOM	N;INDF;MASC;SG
इंडिया	india	इंडिया	india	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
कप	cupen	कप	cup	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
कप	kopp	कप	kopp	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कप	beger	कप	bege	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
कप	cup	कप	cup	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
कपूर	kapur	कपूर	kapur	PROPN;NOM;SG;3	N;INDF;MASC;SG
कपूर	kapoor	कपूर	kapoor	PROPN;NOM;SG;3	N;INDF;MASC;SG
अत्यंत	enorm	अत्यन्त	enorm	CONJ	ADJ;INDF;SG
अत्यंत	enorme	अत्यन्त	enorm	CONJ	ADJ;PL
अत्यंत	svært	अत्यन्त	svær	CONJ	ADJ;INDF;NEUT;SG
अत्यंत	ekstremt	अत्यन्त	ekstrem	CONJ	ADJ;INDF;NEUT;SG
उचित	fair	उचित	fair	ADJ;NOM	N;INDF;MASC;SG
उचित	passende	उचित	passende	ADJ;NOM	N;INDF;MASC;SG
सड़क	street	सड़क	stre	N;NOM;FEM;SG;3	PROPN
विदेशी	utenlandske	विदेशी	utenlandsk	N;NOM;MASC;SG;3	ADJ;PL
विदेशी	utenlandsk	विदेशी	utenlandsk	N;NOM;MASC;SG;3	ADJ;INDF;SG
कोशिश	prøv	कोशिश	prøve	N;NOM;FEM;SG;3	V;IMP;FIN
कोशिश	prøve	कोशिश	prøve	N;NOM;FEM;SG;3	V;NFIN
सूत्र	formula	सूत्र	formule	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सूत्र	formel	सूत्र	formel	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सूत्र	sutra	सूत्र	sutre	N;NOM;MASC;PL;3	N;INDF;MASC;SG
जीव	skapninger	जीव	skapninger	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जीव	vesener	जीव	vesen	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जीव	skapningene	जीव	skapning	N;NOM;MASC;SG;3	N;DEF;MASC;PL
डिग्री	grader	डिग्री	grad	N;NOM;FEM;SG;3	N;INDF;FEM;PL
यद्यपि	skjønt	यद्यपि	skjøne		ADJ;INDF;NEUT;SG;V.PTCP
यद्यपि	though	यद्यपि	though		N
ना	naa	ना	naa		N;INDF;MASC;SG
स्वामी	owner	स्वामी	oæne	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
स्वामी	eier	स्वामी	eine	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
स्वामी	swami	स्वामी	swami	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्वामी	eiere	स्वामी	eiere	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
सिर्फ	berre	सिर्फ	berre	PART	ADV
सिर्फ	only	सिर्फ	only	PART	
सिर्फ	bare	सिर्फ	bare	PART	ADV
सिर्फ	kun	सिर्फ	kun	PART	N;INDF;NEUT;SG
सिर्फ	berre	सिर्फ	berre	PART	ADV
सिर्फ	akkurat	सिर्फ	akkurat	PART	ADV
सिर्फ	bare	सिर्फ	bare	PART	ADV
सिर्फ	nettopp	सिर्फ	nettopp	PART	ADV
सिर्फ	just	सिर्फ	just	PART	N;INDF;MASC;SG
कश्मीर	kashmir	कश्मीर	kashmir	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पिछले	tidligere	पिछला	tidligere	ADJ;ACC;MASC;PL	N;INDF;FEM;SG
पिछले	førre	पिछला	førre	ADJ;ACC;MASC;PL	DET;DEF
आयु	aldersgrupper	आयु	aldersgruppe	N;NOM;FEM;SG;3	N;INDF;FEM;PL
आयु	aldre	आयु	aldre	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
प्रचार	kampanjer	प्रचार	kampanjer	N;NOM;MASC;SG;3	N;INDF;MASC;PL
प्रचार	fremme	प्रचार	fremme	N;NOM;MASC;SG;3	V;NFIN
प्रचार	promoterer	प्रचार	promotere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
प्रचार	promotere	प्रचार	promotere	N;NOM;MASC;SG;3	V;NFIN
फ़रवरी	februar	फ़रवरी	februar	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
फ़रवरी	feb	फ़रवरी	feb	PROPN;NOM;FEM;SG;3	N
कंप्यूटर	datamaskiner	कंप्यूटर	datamaskin	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मंत्री	ministrene	मंत्री	ministere	N;NOM;MASC;SG;3	N;DEF;FEM;PL
तत्व	elementer	तत्व	elementer	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
दस	tier	दस	tie	NUM	N;INDF;MASC;SG
दस	ten	दस	ten	NUM	N
आगरा	agra	आगरा	agre	PROPN;NOM;MASC;SG;3	PROPN
भौतिक	fysikalsk	भौतिक	fysikalsk		ADJ;INDF;NEUT;SG
भौतिक	fysisk	भौतिक	fysisk		ADJ;INDF;NEUT;SG
जिन	jin	जो	jin	DET;ACC;PL;3	NUM;PL
जिन	gin	जो	gin	DET;ACC;PL;3	N;INDF;MASC;SG
आपको	du	आप	du	PRO;SG;2;FORM	PRO;HUM;NOM;SG;2
आपको	deg	आप	du	PRO;SG;2;FORM	PRO;HUM;ACC;SG;2
वी	wii	वी	wii		N
राय	oppfatning	राय	oppfatning	PROPN;NOM;SG;3	N;INDF;FEM;SG
राय	mening	राय	mening	PROPN;NOM;SG;3	N;INDF;FEM;SG
राय	rai	राय	rai	PROPN;NOM;SG;3	N;INDF;MASC;SG
राय	meninger	राय	mening	PROPN;NOM;SG;3	N;INDF;FEM;PL
राय	meningene	राय	mening	PROPN;NOM;SG;3	N;DEF;FEM;PL
राय	roy	राय	roy	PROPN;NOM;SG;3	N;INDF;MASC;SG
कनाडा	canada	कनाडा	canad	PROPN;NOM;MASC;SG;3	N
विश्लेषण	analyser	विश्लेषण	analyse	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लक्ष्य	målene	लक्ष्य	mål	N;NOM;MASC;SG;3	N;DEF;FEM;PL
लक्ष्य	målene	लक्ष्य	mål	N;NOM;MASC;SG;3	N;DEF;FEM;PL
तमिल	tamil	तमिल	tamil	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अधिकतर	mest	अधिकतर	mykje	N;NOM;MASC;SG;3	ADJ;INDF;RL
मीडिया	media	मीडिया	medium	N;NOM;MASC;SG;3	N;DEF;NEUT;PL
मीडिया	mediefiler	मीडिया	mediefile	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जूलियन	julian	जूलियन	julian	ADJ	N;INDF;MASC;SG
पार्क	parkene	पार्क	park	N;NOM;MASC;SG;3	N;DEF;FEM;PL
तट	havna	तट	havne	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
अधिकारी	offisielt	अधिकारी	offisiell	N;NOM;MASC;PL;3	ADJ;INDF;NEUT;SG
अधिकारी	offisiell	अधिकारी	offisiell	N;NOM;MASC;PL;3	ADJ;INDF;SG
अधिकारी	offisielle	अधिकारी	offisiell	N;NOM;MASC;PL;3	ADJ;PL
अधिकारी	offiser	अधिकारी	offiser	N;NOM;MASC;PL;3	N;INDF;MASC;SG
अधिकारी	konstabel	अधिकारी	konstabel	N;NOM;MASC;PL;3	N;INDF;MASC;SG
अधिकारी	offiserer	अधिकारी	offisere	N;NOM;MASC;PL;3	V;IND;PRS;FIN
अधिकारी	konstabler	अधिकारी	konstable	N;NOM;MASC;PL;3	N;INDF;MASC;SG
सितम्बर	september	सितंबर	september	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सितम्बर	sept	सितंबर	sept	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
सितम्बर	sep	सितंबर	sep	PROPN;NOM;MASC;SG;3	N
सप्ताह	ukene	सप्ताह	ukene	N;NOM;MASC;SG;3	N;DEF;FEM;PL
निकट	snarlig	निकट	snarlig	ADV;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
निकट	overhengende	निकट	overhengende	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
निकट	forestående	निकट	forestående	ADV;NOM;MASC;SG;3	N;INDF;FEM;SG
निकट	nært	निकट	nær	ADV;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
निकट	near	निकट	near	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
निकट	nær	निकट	nær	ADV;NOM;MASC;SG;3	ADJ;INDF;SG
क्रम	bestille	क्रम	bestille	N;NOM;MASC;SG;3	V;NFIN
भवन	bygninger	भवन	bygninger	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मिली	funnet	मिल	finne	V;PFV;FEM;SG;V.PTCP;ACT	N;DEF;NEUT;SG
मिली	funne	मिल	finne	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
मिली	henta	मिल	hente	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
मिली	got	मिल	got	V;PFV;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
शायद	kansje	शायद	kansje	ADV	N;INDF;MASC;SG
शायद	trolig	शायद	trolig	ADV	ADJ;INDF;NEUT;SG
शायद	sikkert	शायद	sikker	ADV	ADJ;INDF;NEUT;SG
शायद	antakelig	शायद	antakelig	ADV	N;INDF;MASC;SG
शायद	antagelig	शायद	antagelig	ADV	ADJ;INDF;NEUT;SG
देख	see	देख	see	V;ACT	N;INDF;SG
देख	se	देख	se	V;ACT	
लिंक	koblinger	लिंक	koblinger	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लिंक	linker	लिंक	linker	N;NOM;MASC;SG;3	N;INDF;MASC;PL
लिंक	lenker	लिंक	lank	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पाँच	five	पाँच	five	NUM	N
लक्षण	symptomer	लक्षण	symptom	N;NOM;MASC;SG;3	N;INDF;NEUT;PL
गंगा	ganga	गंगा	gå	PROPN;NOM;FEM;SG;3	N;DEF;NEUT;SG
गंगा	ganges	गंगा	ganges	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
महीने	måneder	महीना	måned	N;NOM;MASC;SG;3	N;INDF;MASC;PL
शर्मा	sharma	शर्मा	sharme	PROPN;NOM;SG;3	N
सुरक्षित	beskyttet	सुरक्षित	beskytt	ADJ	N;DEF;NEUT;SG
सुरक्षित	beskyttes	सुरक्षित	beskyttes	ADJ	N;INDF;MASC;SG
सुरक्षित	safe	सुरक्षित	safe	ADJ	N;INDF;NEUT;SG
सुरक्षित	reservert	सुरक्षित	reservert	ADJ	N;INDF;MASC;SG
सुरक्षित	sikre	सुरक्षित	sikre	ADJ	N;INDF;FEM;SG
सुरक्षित	sikret	सुरक्षित	sikre	ADJ	N;DEF;NEUT;SG
लगातार	kontinuerlig	लगातार	kontinuerlig	ADV	N;INDF;MASC;SG
लगातार	fortløpende	लगातार	fortløpende	ADV	N;INDF;MASC;SG
लगातार	sammenhengende	लगातार	sammenhengende	ADV	N;INDF;MASC;SG
लगातार	kontinuerlig	लगातार	kontinuerlig	ADV	N;INDF;MASC;SG
लगातार	påfølgende	लगातार	påfølgende	ADV	N;INDF;MASC;SG
लगातार	etterfølgende	लगातार	etterfølgende	ADV	N;INDF;MASC;SG
अत्यधिक	tyngre	अत्यधिक	tung		ADJ;CMPR
अत्यधिक	svært	अत्यधिक	svær		ADJ;INDF;NEUT;SG
अत्यधिक	ekstremt	अत्यधिक	ekstrem		ADJ;INDF;NEUT;SG
अत्यधिक	svært	अत्यधिक	svær		ADJ;INDF;NEUT;SG
बेहतर	flinkere	बेहतर	flinkere	ADJ	V;IMP;NFIN
बेहतर	better	बेहतर	better	ADJ	N;INDF;MASC;SG
बेहतर	bedre	बेहतर	bedre	ADJ	N;INDF;NEUT;SG
एल्बम	albumene	एल्बम	albume	N;NOM;MASC;SG;3	N;DEF;FEM;PL
योग	sum	योग	sum		N;INDF;MASC;SG
योग	summen	योग	sum		N;DEF;MASC;SG
योग	yoga	योग	yog		N;INDF;FEM;SG
गुजरात	gujrat	गुजरात	gujrat	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गुजरात	gujarat	गुजरात	gujarat	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
नेता	leder	नेता	leder	N;NOM;MASC;PL;3	
नेता	ledere	नेता	ledere	N;NOM;MASC;PL;3	N;INDF;MASC;SG
अवसर	muligheter	अवसर	muligheter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंक	punkter	अंक	punkter	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंक	scorer	अंक	score	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अंक	skårer	अंक	skåre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंक	poengsummer	अंक	poengsummer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रसाद	prasad	प्रसाद	prasad	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
स्पेन	spania	स्पेन	spanie	PROPN;NOM;MASC;SG;3	PROPN
गांधी	gandhi	गांधी	gandhi	PROPN;NOM;SG;3	N;INDF;MASC;SG
हमेशा	always	हमेशा	always	ADV	N
हमेशा	bestandig	हमेशा	bestandig	ADV	ADJ;INDF;NEUT;SG
हमेशा	altid	हमेशा	altid	ADV	N;INDF;MASC;SG
जोखिम	risikere	जोखिम	risikere	N;NOM;MASC;SG;3	V;NFIN
शाखा	greiner	शाखा	grein	N;NOM;FEM;SG;3	N;INDF;FEM;PL
इत्यादि	etc	इत्यादि	etc.		ADV
इत्यादि	osv	इत्यादि	osv.		ADV
प्रतीक	symboler	प्रतीक	symbol	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रतीक	ikonene	प्रतीक	ikone	N;NOM;MASC;SG;3	N;DEF;FEM;PL
संदर्भ	refererer	संदर्भ	referere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
संदर्भ	dommer	संदर्भ	dommer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आयोजन	organiserer	आयोजन	organisere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
आयोजन	organisere	आयोजन	organisere	N;NOM;MASC;SG;3	V;NFIN
करीब	tettere	करीब	tettere	PART	N;INDF;FEM;SG
करीब	nærmere	करीब	nærmere	PART	V;IMP;NFIN
करीब	nære	करीब	nær	PART	ADJ;PL
करीब	lukk	करीब	lukk	PART	N;INDF;NEUT;SG
करीब	lukke	करीब	lukke	PART	N;INDF;FEM;SG
करीब	nær	करीब	nær	PART	ADJ;INDF;SG
करीब	close	करीब	close	PART	N
चक्र	sykluser	चक्र	syklus	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्राथमिक	primære	प्राथमिक	primær	N;NOM	ADJ;PL
प्राथमिक	foreløpig	प्राथमिक	foreløpig	N;NOM	ADJ;INDF;NEUT;SG
प्राथमिक	foreløpige	प्राथमिक	foreløpig	N;NOM	ADJ;PL
गुण	attributt	गुण	attributt	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
गुण	eiendommer	गुण	eiendom	N;NOM;MASC;SG;3	N;INDF;MASC;PL
ग्रह	planetene	ग्रह	planet	N;NOM;MASC;SG;3	N;DEF;FEM;PL
ग्रह	planeter	ग्रह	planet	N;NOM;MASC;SG;3	N;INDF;MASC;PL
महल	festninger	महल	festninger	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सिद्ध	påvist	सिद्ध	påvise		ADJ;INDF;NEUT;SG;V.PTCP
