през	דרך	през	דרך	ADP	
долината	ואלי	долина	ואלי	N;DEF;FEM;SG	PROPN
долината	העמק	долина	העמק	N;DEF;FEM;SG	
принцеса	הנסיכה	принцеса	הנסיכה	N;INDF;FEM;SG	V;FEM;SG;3;PST;ACT
принцеса	נסיכה	принцеса	נסיכה	N;INDF;FEM;SG	PROPN
илия	איליה	илия	איליה	PROPN;INDF;MASC;SG	PROPN
илия	אליהו	илия	אליהו	PROPN;INDF;MASC;SG	PROPN
илия	איליה	илия	איליה	PROPN;INDF;MASC;SG	PROPN
илия	אלייה	илия	אלייה	PROPN;INDF;MASC;SG	PROPN
дете	קיד	дете	קיד	N;INDF;NEUT;SG	PROPN
защо	למה	защо	למה	PRO	ADV
защо	מדוע	защо	מדוע	PRO	ADV
аржентина	ארגנטינה	аржентина	ארגנטינה	N;INDF;FEM;SG	PROPN
аржентина	ארגנטינה	аржентина	ארגנטינה	N;INDF;FEM;SG	PROPN
аржентина	ארגנטינאי	аржентина	ארגנטינאי	N;INDF;FEM;SG	PROPN
отделни	נפרד	отделен	נפרד	ADJ;INDF;PL	ADJ;MASC;SG
отделни	בנפרד	отделен	בנפרד	ADJ;INDF;PL	PROPN
отделни	נפרדים	отделен	נפרד	ADJ;INDF;PL	V;MASC;PL;V.PTCP;MID
годините	שנה	година	שנה	N;DEF;FEM;PL	N;FEM;SG
гол	יעד	гол	יעד	N;INDF;MASC;SG	
гол	גול	гол	גול	N;INDF;MASC;SG	PROPN
зад	מאחור	зад	מאחור	ADP	
взема	לוקח	взема	לקח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
закон	החוק	закон	החוק	N;INDF;MASC;SG	
закон	משפטים	закон	משפט	N;INDF;MASC;SG	N;MASC;PL
мартин	מרטן	мартин	מרטן	PROPN;INDF;MASC;SG	PROPN
мартин	מרטין	мартин	מרטין	PROPN;INDF;MASC;SG	PROPN
наречен	נקרא	нарека-(се)	נקרא	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
полуостров	פנינסולה	полуостров	פנינסולה	N;INDF;MASC;SG	PROPN
константинопол	קונסטנטינופול	константинопол	קונסטנטינופול	N;INDF;MASC;SG	PROPN
френска	צרפתי	френски	צרפתי	ADJ;INDF;FEM;SG	PROPN
френска	צרפתית	френски	צרפתית	ADJ;INDF;FEM;SG	PROPN
френска	צרפתים	френски	צרפתי	ADJ;INDF;FEM;SG	N;MASC;PL
турнир	הטורניר	турнир	הטורניר	N;INDF;MASC;SG	PROPN
международни	international	международен	קגקגק	ADJ;INDF;PL	PROPN
международни	בינלאומית	международен	בינלאומית	ADJ;INDF;PL	PROPN
международни	בינלאומי	международен	בינלאומי	ADJ;INDF;PL	PROPN
международни	הבינלאומי	международен	הבינלאומי	ADJ;INDF;PL	PROPN
броя	סופרת	броя-(се)	סופר	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
броя	ספירה	броя-(се)	ספירה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
съюза	האיחוד	съюз	האיחוד	N;DEF;MASC;SG	PROPN
подобни	דומה	подобен	דומה	ADJ;INDF;PL	
подобни	דומים	подобен	דומה	ADJ;INDF;PL	N;MASC;PL
нейната	שלה	мой	של	DET;DEF;FEM;SG;3	
последно	אחרונה	последно	אחרון	ADV	ADJ;FEM;SG
последно	אחרונות	последно	אחרון	ADV	N;FEM;PL
последно	האחרון	последно	האחרון	ADV	PROPN
последно	אחרונים	последно	אחרון	ADV	ADJ;MASC;PL
последно	אחרון	последно	אחרון	ADV	ADJ;MASC;SG
положение	הסטטוס	положение	הסטטוס	N;INDF;NEUT;SG	PROPN
положение	סטטוס	положение	סטטוס	N;INDF;NEUT;SG	
лесно	בקלות	лесно	בקלה	ADV	
лесно	בקלות	лесно	בקלה	ADV	
лесно	קל	лесно	קל	ADV	ADJ;MASC;SG
лесно	קלות	лесно	קל	ADV	
твърди	תביעות	твърдя	תביעה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
твърди	טענות	твърдя	טענה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
твърди	טוען	твърдя	טען	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
стойност	הערך	стойност	הערך	N;INDF;FEM;SG	
управлява	ריצות	управлявам	ריצה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
кратко	קצר	кратко	קצר	ADV	ADJ;MASC;SG
кратко	קיצור	кратко	קיצור	ADV	N;MASC;SG
кратко	קצר	кратко	קצר	ADV	ADJ;MASC;SG
кратко	תקציר	кратко	תקציר	ADV	
игра	המשחק	игра	המשחק	N;INDF;FEM;SG	PROPN
игра	שחק	игра	שחק	N;INDF;FEM;SG	
игра	נגן	игра	נגן	N;INDF;FEM;SG	
игра	שחקי	игра	שחק	N;INDF;FEM;SG	PROPN
свързва	מתחבר	свързвам-(се)	התחבר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
локомотив	קטר	локомотив	קטר	N;INDF;MASC;SG	PROPN
блок	בלוק	блок	בלוק	N;INDF;MASC;SG	PROPN
блок	חסום	блок	חסום	N;INDF;MASC;SG	ADJ;MASC;SG
блок	לחסום	блок	חסם	N;INDF;MASC;SG	V;NFIN;ACT
средна	מדיום	среден	מדיום	ADJ;INDF;FEM;SG	N;MASC;SG
средна	מדיה	среден	מדיה	ADJ;INDF;FEM;SG	N;MASC;SG
подобно	דומות	подобно	דומה	ADV	ADJ;FEM;PL
подобно	דומה	подобно	דומה	ADV	
подобно	דומים	подобно	דומה	ADV	N;MASC;PL
къща	הבית	къща	הבית	N;INDF;FEM;SG	ADV
къща	האוס	къща	האוס	N;INDF;FEM;SG	PROPN
поддържа	תומך	поддържам	תמך	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
поддържа	תומכת	поддържам	תמך	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
обучение	אימונים	обучение	אימון	N;INDF;NEUT;SG	N;MASC;PL
канал	תעלת	канал	תעלת	N;INDF;MASC;SG	PROPN
канал	ערוץ	канал	ערוץ	N;INDF;MASC;SG	
наука	מדע	наука	מדע	N;INDF;FEM;SG	
наука	מדעים	наука	מדע	N;INDF;FEM;SG	N;MASC;PL
факултет	סגל	факултет	סגל	N;INDF;MASC;SG	PROPN
факултет	הפקולטה	факултет	הפקולטה	N;INDF;MASC;SG	PROPN
основен	בסיסיים	основен	בסיסי	ADJ;INDF;MASC;SG	ADJ;MASC;PL
основен	בסיסית	основен	בסיסי	ADJ;INDF;MASC;SG	ADV
основен	בסיסיות	основен	בסיסי	ADJ;INDF;MASC;SG	ADJ;FEM;PL
пари	כסף	пара	כסף	N;INDF;FEM;PL	N;MASC;SG
том	טום	том	טום	PROPN;INDF;MASC;SG	PROPN
том	תום	том	תום	PROPN;INDF;MASC;SG	PROPN
рота	רוטה	рота	רטה	N;INDF;FEM;SG	PROPN
такава	כזאת	такъв	כזאת	DET;FEM;SG	
такава	כזה	такъв	כזה	DET;FEM;SG	
такава	כזו	такъв	כזו	DET;FEM;SG	
такава	כאלה	такъв	כאלה	DET;FEM;SG	PROPN
относно	אודות	относно	אודות	ADP	
бан	האיסור	бан	האיסור	PROPN;INDF;MASC;SG	PROPN
бан	איסור	бан	איסור	PROPN;INDF;MASC;SG	N;MASC;SG
бан	באן	бан	באן	PROPN;INDF;MASC;SG	PROPN
изтриване	למחוק	изтриване	מחק	N;INDF;NEUT;SG	V;NFIN;ACT
изтриване	מחק	изтриване	מחק	N;INDF;NEUT;SG	
научни	מדעי	научен	מדע	ADJ;INDF;PL	PROPN
композитор	מלחין	композитор	מלחין	N;INDF;MASC;SG	PROPN
композитор	המלחין	композитор	המלחין	N;INDF;MASC;SG	PROPN
йордан	ירדן	йордан	ירדן	PROPN;INDF;MASC;SG	PROPN
космос	קוסמוס	космос	קוסמוס	N;INDF;MASC;SG	PROPN
определени	מוגדר	определя-(се)	הוגדר	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
определени	נקבע	определя-(се)	נקבע	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;3;PST;MID
определени	שנקבע	определя-(се)	שנקבע	V;PFV;INDF;PL;V.PTCP;PASS	
определени	נחוש	определя-(се)	נחוש	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
манастира	מנזר	манастирам	מנזר	N;DEF;MASC;SG	PROPN
рано	ארלי	рано	ארלי	ADV	PROPN
рано	תחילת	рано	תחילה	ADV	N;PSSD;FEM;SG
скопие	סקופיה	скопие	סקופיה	PROPN;INDF;NEUT;SG	PROPN
икономически	כלכלית	икономически	כלכלי	ADJ;INDF;MASC;SG	ADV
икономически	כלכלית	икономически	כלכלי	ADJ;INDF;MASC;SG	ADV
португалия	פורטוגל	португалия	פורטוגל	PROPN;INDF;FEM;SG	PROPN
дейвид	דויד	дейвид	דויד	PROPN;INDF;MASC;SG	PROPN
дейвид	דיוויד	дейвид	דיוויד	PROPN;INDF;MASC;SG	PROPN
дейвид	דיויד	дейвид	דיויד	PROPN;INDF;MASC;SG	PROPN
дейвид	דייוויד	дейвид	דייוויד	PROPN;INDF;MASC;SG	PROPN
дейвид	דוד	дейвид	דוד	PROPN;INDF;MASC;SG	PROPN
дейвид	דייויד	дейвид	דייויד	PROPN;INDF;MASC;SG	PROPN
градски	עירונית	градски	עירוני	ADJ;INDF;MASC;SG	ADV
градски	עירוני	градски	עירוני	ADJ;INDF;MASC;SG	PROPN
национално	לאומי	национален	לאומי	ADV	PROPN
счита	מחשיב	считам-(се)	מחשיב	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
кръст	קרוס	кръст	קרוס	N;INDF;MASC;SG	PROPN
комплекс	מורכבים	комплекс	מורכב	N;INDF;MASC;SG	V;MASC;PL;V.PTCP;PASS
комплекс	מורכב	комплекс	מורכב	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;PASS
комплекс	מורכבת	комплекс	הורכב	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;PASS
комплекс	מתחם	комплекс	מתחם	N;INDF;MASC;SG	PROPN
комплекс	תסביך	комплекс	תסביך	N;INDF;MASC;SG	PROPN
дунав	הדנובה	дунав	הדנובה	PROPN;INDF;MASC;SG	PROPN
предишна	הקודמת	предишен	הקודם	ADJ;INDF;FEM;SG	N;FEM;SG
предишна	הקודם	предишен	הקודם	ADJ;INDF;FEM;SG	PROPN
предишна	קודמים	предишен	קדם	ADJ;INDF;FEM;SG	V;MASC;PL;V.PTCP;ACT
издадена	הוציא	издам-(се)	הוציא	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
съвета	המועצה	съвет	המועצה	N;DEF;MASC;SG	PROPN
христов	חריסטוב	христов	חריסטוב	PROPN;INDF;MASC;SG	
полета	פילדס	поле	פילדס	N;INDF;NEUT;PL	PROPN
полета	טיסה	поле	טיסה	N;INDF;NEUT;PL	N;FEM;SG
гори	שורף	гора	שורף	N;INDF;FEM;PL	V;MASC;SG;V.PTCP;ACT
гори	ברנס	гора	ברנס	N;INDF;FEM;PL	PROPN
гори	לשרוף	гора	שרף	N;INDF;FEM;PL	V;NFIN;ACT
гори	כוויה	гора	כוויה	N;INDF;FEM;PL	N;FEM;SG
гори	שורף	гора	שורף	N;INDF;FEM;PL	V;MASC;SG;V.PTCP;ACT
гори	שריפת	гора	שריפה	N;INDF;FEM;PL	N;FEM;SG
гори	בוער	гора	בער	N;INDF;FEM;PL	PROPN
гори	בוערת	гора	בער	N;INDF;FEM;PL	V;FEM;SG;V.PTCP;ACT
майкъл	מיכאל	майкъл	מיכאל	PROPN;INDF;MASC;SG	PROPN
майкъл	מייקל	майкъл	מייקל	PROPN;INDF;MASC;SG	PROPN
индонезия	אינדונזיה	индонезия	אינדונזיה	N;INDF;FEM;SG	PROPN
съоръжения	מתקני	съоръжение	מתקן	N;INDF;NEUT;PL	N;PSSD;MASC;PL
построен	בנויה	построя-(се)	בנה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
построен	נבנתה	построя-(се)	נבנה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;3;PST;MID
построен	נבנה	построя-(се)	נבנה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;3;PST;MID
построен	בנה	построя-(се)	בנה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
построен	בנוי	построя-(се)	בנה	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
рядко	סלדום	рядко	סלדום	ADV	
рядко	נדירים	рядко	נדיר	ADV	ADJ;MASC;PL
рядко	נדירה	рядко	נדיר	ADV	ADJ;FEM;SG
рядко	נא	рядко	None	ADV	
рядко	נדיר	рядко	נדיר	ADV	
петко	פטקו	петко	פטק	PROPN;INDF;MASC;SG	PROPN
петко	פיבר	петко	פיבר	PROPN;INDF;MASC;SG	PROPN
петко	חמישייה	петко	חמישייה	PROPN;INDF;MASC;SG	N;FEM;SG
търговски	מסחרית	търговски	מסחרי	ADJ;INDF;MASC;SG	ADV
търговски	פרסומת	търговски	פרסומת	ADJ;INDF;MASC;SG	N;FEM;SG
комисия	עמלות	комисия	עמלה	N;INDF;FEM;SG	N;FEM;PL
комисия	הוועדה	комисия	הוועד	N;INDF;FEM;SG	PROPN
комисия	הוועד	комисия	הוועד	N;INDF;FEM;SG	
планински	ההר	планински	ההר	ADJ;INDF;MASC;SG	
планински	הר	планински	הר	ADJ;INDF;MASC;SG	PROPN
тяхната	שלהם	наш	של	DET;DEF;FEM;SG;3	
тяхната	שלהם	наш	של	DET;DEF;FEM;SG;3	
християни	נוצרים	християнин	נוצר	N;INDF;MASC;PL	V;MASC;PL;V.PTCP;MID
учени	מלומדים	учен	מלומדים	N;INDF;MASC;PL	PROPN
израел	ישראל	израел	ישראל	PROPN;INDF;MASC;SG	PROPN
корея	קוריאה	корей	קוריאה	PROPN;INDF;FEM;SG	PROPN
чета	קראי	чета	קראי	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
чета	קרא	чета	קרא	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;SG;3;PST;ACT
чета	קריאה	чета	קריאה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
чета	קוראת	чета	קרא	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
чета	קורא	чета	קורא	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
чета	קריאה	чета	קריאה	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
изпълнение	ביצועי	изпълнение	ביצוע	N;INDF;NEUT;SG	N;MASC;PL
изпълнение	ביצועים	изпълнение	ביצוע	N;INDF;NEUT;SG	N;MASC;PL
изпълнение	הביצועים	изпълнение	הביצוע	N;INDF;NEUT;SG	N;MASC;PL
минава	עובר	минавам-(се)	עבר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
предполага	מציע	предполагам	הציע	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
предполага	מרמז	предполагам	מרמז	V;IPFV;IND;SG;3;PRS;FIN;ACT	
официална	רישמי	официален	רישמי	ADJ;INDF;FEM;SG	PROPN
мир	שלום	мир	שלום	N;INDF;MASC;SG	PROPN
мир	השלום	мир	השלום	N;INDF;MASC;SG	
мир	שלווה	мир	שלווה	N;INDF;MASC;SG	
певица	זמרת	певица	זמרת	N;INDF;FEM;SG	PROPN
певица	זמר	певица	זמר	N;INDF;FEM;SG	PROPN
описва	מתאר	описвам	תיאר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
описва	מתארת	описвам	התארת	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
описва	מתאר	описвам	תיאר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
продуцент	מפיקה	продуцент	הפיק	N;INDF;MASC;SG	V;FEM;SG;V.PTCP;ACT
принц	נסיך	принц	נסיך	N;INDF;MASC;SG	PROPN
принц	פרינס	принц	פרינס	N;INDF;MASC;SG	PROPN
принц	הנסיך	принц	הנסיך	N;INDF;MASC;SG	PROPN
стена	חומה	стена	חומה	N;INDF;FEM;SG	PROPN
стена	הכותל	стена	הכותל	N;INDF;FEM;SG	ADV
стена	הקיר	стена	הקיר	N;INDF;FEM;SG	PROPN
загуби	אובדן	загуба	אובדן	N;INDF;FEM;PL	N;MASC;SG
загуби	הפסד	загуба	הפסד	N;INDF;FEM;PL	N;MASC;SG
загуби	אבידה	загуба	אבידה	N;INDF;FEM;PL	N;FEM;SG
загуби	אבדה	загуба	אבדה	N;INDF;FEM;PL	N;FEM;SG
загуби	אבודה	загуба	אבודה	N;INDF;FEM;PL	N;FEM;SG
загуби	אבד	загуба	אבד	N;INDF;FEM;PL	V;MASC;SG;3;PST
загуби	אבוד	загуба	אבוד	N;INDF;FEM;PL	
дълбочина	עומק	дълбочина	עומק	N;INDF;FEM;SG	
мадрид	מדריד	мадрид	מדריד	PROPN;INDF;MASC;SG	PROPN
фронт	קדמי	фронт	קדם	N;INDF;MASC;SG	PROPN
фронт	החזית	фронт	החזית	N;INDF;MASC;SG	ADV
фронт	לחזית	фронт	לחזית	N;INDF;MASC;SG	ADV
изследване	סקר	изследване	סקר	N;INDF;NEUT;SG	
изследване	למידה	изследване	למידה	N;INDF;NEUT;SG	PROPN
изследване	חקר	изследване	חקר	N;INDF;NEUT;SG	
употреба	להשתמש	употреба	השתמש	N;INDF;FEM;SG	V;NFIN
употреба	השתמש	употреба	השתמש	N;INDF;FEM;SG	V;MASC;SG;3;PST
благоевград	בלגואבגרד	благоевград	בלגואגרד	PROPN;INDF;MASC;SG	PROPN
национални	לאומי	национален	לאומי	ADJ;INDF;PL	PROPN
национални	לאומית	национален	לאומי	ADJ;INDF;PL	ADV
продукти	המוצר	продукт	המוצר	N;INDF;MASC;PL	N;MASC;SG
продукти	מוצר	продукт	מוצר	N;INDF;MASC;PL	N;MASC;SG
кой	מי	кой	מי	PRO;NOM;MASC;SG	ADV
стари	ישנה	стар	ישן	ADJ;INDF;PL	ADJ;FEM;SG
стари	זקן	стар	זקן	ADJ;INDF;PL	
стари	ישן	стар	ישן	ADJ;INDF;PL	PROPN
стари	זקנה	стар	זקן	ADJ;INDF;PL	N;FEM;SG
тема	הנושא	тема	הנושא	N;INDF;FEM;SG	
албания	אלבניה	албания	אלבניה	N;INDF;FEM;SG	PROPN
изкуството	ארט	изкуство	ארט	N;DEF;NEUT;SG	PROPN
добро	טוב	добър	טוב	ADV	ADJ;MASC;SG
добро	יופי	добър	יופי	ADV	PROPN
подкрепа	תומך	подкрепа	תמך	N;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
подкрепа	תומכת	подкрепа	תמך	N;INDF;FEM;SG	V;FEM;SG;V.PTCP;ACT
подкрепа	תומך	подкрепа	תמך	N;INDF;FEM;SG	V;MASC;SG;V.PTCP;ACT
подкрепа	התמיכה	подкрепа	התמיך	N;INDF;FEM;SG	V;FEM;SG;3;PST;ACT
активно	פעיל	активно	פעיל	ADV	N;MASC;SG
активно	פעילה	активно	פעיל	ADV	ADJ;FEM;SG
активно	פעילים	активно	פעיל	ADV	N;MASC;PL
реките	ריברס	река	ריברס	N;DEF;FEM;PL	PROPN
видео	וידאו	видео	וידאו	N;INDF;NEUT;SG	PROPN
успешно	מוצלח	успешно	מוצלח	ADV	ADJ;MASC;SG
успешно	מוצלחים	успешно	מוצלח	ADV	ADJ;MASC;PL
успешно	מוצלחת	успешно	הוצלח	ADV	ADJ;FEM;SG
успешно	מצליחה	успешно	הצליח	ADV	V;FEM;SG;V.PTCP;ACT
успешно	מצליח	успешно	הצליח	ADV	V;MASC;SG;V.PTCP;ACT
тяло	הגוף	тяло	הגוף	N;INDF;NEUT;SG	
метъл	מטאל	метъл	מטאל	N;INDF;MASC;SG	PROPN
метъл	מתכות	метъл	מתכת	N;INDF;MASC;SG	N;FEM;PL
коста	קוסטה	коста	קוסטה	N;INDF;FEM;SG	PROPN
операция	המבצע	операция	המבצע	N;INDF;FEM;SG	PROPN
изпраща	שולחת	изпращам	שלח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
