から	no	から	no	CONJ	
拒否	atteikums	拒否	atteikums	V	N;NOM;MASC;SG
ゴールデン	golden	ゴールデン	golden	N	
興行	mūziķe	興行	mūziķe	V	N;NOM;FEM;SG
興行	sniegums	興行	sniegums	V	N;NOM;MASC;SG
興行	veiktspēja	興行	veiktspēja	V	N;NOM;FEM;SG
スケート	slidām	スケート	slida	N	ADV
解除	atcelšana	解除	atcelšana	V	N;NOM;FEM;SG
解除	anulēšana	解除	anulēšana	V	N;NOM;FEM;SG
ルス	luz	ルス	luz	PROPN	
ソビエト	padomju	ソビエト	padome	PROPN	N;GEN;FEM;PL
中島	nakadžima	中島	nakadzims	PROPN	N;GEN;MASC;SG
フランク	frenks	フランク	frenks	PROPN	PROPN;NOM;MASC;SG
ハンガリー	ungārija	ハンガリー	ungārija	PROPN	N;NOM;FEM;SG
ホワイト	balti	ホワイト	balts	N	ADJ;NOM;MASC;PL
ホワイト	balta	ホワイト	balta	N	ADJ;NOM;FEM;SG
ホワイト	balts	ホワイト	balts	N	ADJ;NOM;MASC;SG
ホワイト	baltais	ホワイト	balts	N	ADJ;NOM;MASC;SG
ホワイト	baltā	ホワイト	balts	N	ADJ;NOM;FEM;SG
中華人民共和国	ķtr	中華人民共和国	ķtr	PROPN	PROPN
ミックス	jaukti	ミックス	jaukt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ミックス	jauktie	ミックス	jaukt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ミックス	jaukts	ミックス	jaukt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ミックス	sajaukts	ミックス	sajaukt	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ミックス	jaukta	ミックス	jaukt	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ミックス	samaisa	ミックス	samaisa	N	V;FH;IND;3;POS;PRS;FIN;ACT
ミックス	mix	ミックス	mikt	N	
質問	jautājums	質問	jautājums	V	N;NOM;MASC;SG
質問	jautājumu	質問	jautājums	V	N;ACC;MASC;SG
質問	jautājumi	質問	jautājums	V	N;NOM;MASC;PL
閉鎖	slēgšanas	閉鎖	slēgšana	V	N;NOM;FEM;PL
閉鎖	slēgšanu	閉鎖	slēgšana	V	N;ACC;FEM;SG
閉鎖	aizvēršana	閉鎖	aizvēršana	V	N;NOM;FEM;SG
閉鎖	slēgšana	閉鎖	slēgšana	V	N;NOM;FEM;SG
ギリシャ	grieķijā	ギリシャ	grieķija	PROPN	N;ESS;FEM;SG
ギリシャ	grieķija	ギリシャ	grieķija	PROPN	N;NOM;FEM;SG
ライフ	life	ライフ	life	N	
否定	noliegšana	否定	noliegšana	V	N;NOM;FEM;SG
否定	noliegums	否定	noliegums	V	N;NOM;MASC;SG
広場	kvadrātveida	広場	kvadrātveida	N	
ビッグ	liels	ビッグ	liels	N	ADJ;NOM;MASC;SG
ビッグ	lielais	ビッグ	liels	N	ADJ;NOM;MASC;SG
ビッグ	lieli	ビッグ	liels	N	ADJ;NOM;MASC;PL
ビッグ	liela	ビッグ	liela	N	ADJ;NOM;FEM;SG
ビッグ	lielā	ビッグ	liels	N	ADJ;NOM;FEM;SG
ヤング	jauni	ヤング	jauns	N	ADJ;NOM;MASC;PL
ヘンリー	henrijs	ヘンリー	henrijs	PROPN	PROPN;NOM;MASC;SG
爆発	sprādziens	爆発	sprādziens	V	N;NOM;MASC;SG
売上	noiets	売上	noiet	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
モスクワ	maskava	モスクワ	maskava	PROPN	PROPN;NOM;FEM;SG
モスクワ	maskavas	モスクワ	maskava	PROPN	PROPN;NOM;FEM;SG
モスクワ	maskavā	モスクワ	maskava	PROPN	PROPN;ESS;FEM;SG
重	pārklājas	重	pārklāties	N	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
さくら	sakura	さくら	sakurt	PROPN	PROPN;NOM;FEM;SG
裁判	izmēģinājums	裁判	izmēģinājums	V	N;NOM;MASC;SG
裁判	pētījums	裁判	pētījums	V	N;NOM;MASC;SG
裁判	prāva	裁判	praut	V	N;NOM;FEM;SG
裁判	pētījumā	裁判	pētījums	V	N;ESS;MASC;SG
巨人	giganti	巨人	gigants	PROPN	N;NOM;MASC;PL
巨人	milzu	巨人	milzu	PROPN	N
エース	ake	エース	ake	PROPN	
エース	ace	エース	ace	PROPN	
アクセス	pieeja	アクセス	pieeja	V	N;NOM;FEM;SG
アクセス	piekļuve	アクセス	piekļuve	V	N;NOM;FEM;SG
アクセス	pieejas	アクセス	pieeja	V	N;NOM;FEM
安定	stabilitāte	安定	stabilitāte	V	N;NOM;FEM;SG
安定	stabilitāti	安定	stabilitāte	V	N;ACC;FEM;SG
安定	stabila	安定	stabila	V	ADJ;NOM;FEM;SG
安定	stabils	安定	stabils	V	ADJ;NOM;MASC;SG
安定	stabilas	安定	stabila	V	ADJ;NOM;FEM;PL
安定	stabili	安定	stabilis	V	ADV
安定	stabilu	安定	stabila	V	ADJ;ACC;MASC;SG
調整	korekcijas	調整	korekcija	V	N;NOM;FEM;PL
調整	pielāgojumi	調整	pielāgojums	V	N;NOM;MASC;PL
調整	pielāgojumus	調整	pielāgojums	V	N;ACC;MASC;PL
調整	pielāgojums	調整	pielāgojums	V	N;NOM;MASC;SG
調整	regulēšana	調整	regulēšana	V	N;NOM;FEM;SG
調整	korekcija	調整	korekcija	V	N;NOM;FEM;SG
調整	koriģēšana	調整	koriģēšana	V	N;NOM;FEM;SG
調整	pielāgošana	調整	pielāgošana	V	N;NOM;FEM;SG
調整	koordinācija	調整	koordinācija	V	N;NOM;FEM;SG
調整	saskaņošana	調整	saskaņošana	V	N;NOM;FEM;SG
調整	koordinēšana	調整	koordinēšana	V	N;NOM;FEM;SG
不足	deficīts	不足	deficīts	V	N;NOM;MASC;SG
不足	trūkums	不足	trūkums	V	N;NOM;MASC;SG
不足	iztrūkums	不足	iztrūkums	V	N;NOM;MASC;SG
解釈	interpretācijas	解釈	interpretācija	V	N;NOM;FEM;PL
解釈	interpretācijas	解釈	interpretācija	V	N;NOM;FEM;PL
解釈	interpretāciju	解釈	interpretācija	V	N;ACC;FEM;SG
解釈	interpretācijā	解釈	interpretācija	V	N;ESS;FEM;SG
解釈	interpretācija	解釈	interpretācija	V	N;NOM;FEM;SG
買収	pārņemšanas	買収	pārņemšana	V	N;NOM;FEM;PL
買収	pārņemšana	買収	pārņemšana	V	N;NOM;FEM;SG
買収	iegāde	買収	iegāde	V	N;NOM;FEM;SG
買収	iegūšana	買収	iegūšana	V	N;NOM;FEM;SG
買収	iegādi	買収	iegāde	V	N;ACC;FEM;SG
募集	darbā	募集	darbs	V	N;ESS;MASC;SG
プレイ	play	プレイ	play	V	
日曜日	svētdien	日曜日	svētdien	N	ADV
日曜日	sunday	日曜日	sunday	N	
注目	uzmanību	注目	uzmanība	V	N;ACC;FEM;SG
注目	uzmanība	注目	uzmanība	V	N;NOM;FEM;SG
注目	uzmanības	注目	uzmanība	V	N;NOM;FEM;PL
国王	king	国王	king	N	
分布	sadalījums	分布	sadalījums	V	N;NOM;MASC;SG
分布	sadale	分布	sadale	V	N;NOM;FEM;SG
分布	izplatība	分布	izplatība	V	N;NOM;FEM;SG
分布	izplatīšanās	分布	izplatīšanās	V	N;NOM;FEM;SG
分布	sadales	分布	sadale	V	N;NOM;FEM;PL
分布	izplatīšana	分布	izplatīšana	V	N;NOM;FEM;SG
太田	ota	太田	ota	PROPN	N;NOM;FEM;SG
パス	padod	パス	padot	N	V;IMP;SG;2;POS;FIN;ACT
ファイナル	galīgais	ファイナル	galīgs	PROPN	ADJ;NOM;MASC;SG
ファイナル	galīgo	ファイナル	galīgs	PROPN	ADJ;ACC;MASC;SG
ファイナル	gala	ファイナル	gals	PROPN	N;NOM;MASC;SG
ファイナル	galīgā	ファイナル	galīga	PROPN	ADJ;NOM;FEM;SG
コモ	komo	コモ	komo	PROPN	
ポルトガル	portugālē	ポルトガル	portugāle	PROPN	N;ESS;MASC;SG
ポルトガル	portugāle	ポルトガル	portugāle	PROPN	N;NOM;FEM;SG
ゆき	juki	ゆき	jukis	PROPN	
ライセンス	licencēts	ライセンス	licencēts	N	ADJ;NOM;MASC;SG
ライセンス	licencēta	ライセンス	licencēta	N	ADJ;NOM;FEM;SG
メール	pasts	メール	pasts	N	
クリア	skaidra	クリア	skaidrs	N	ADJ;NOM;FEM;SG
クリア	skaidri	クリア	skaidri	N	ADV
クリア	skaidrs	クリア	skaidrs	N	ADJ;NOM;MASC;SG
クリア	dzidrs	クリア	dzidrs	N	ADJ;NOM;MASC;SG
実績	sasniegtais	実績	sasniegt	N	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
アリ	skudra	アリ	skudra		PROPN;NOM;FEM;SG
アリ	skudru	アリ	skudra		N;ACC;MASC;SG
アリ	ali	アリ	alī		PROPN
繰り返し	atkārtota	繰り返し	atkārtot	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
繰り返し	atkārtots	繰り返し	atkārtot	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
繰り返し	atkārtot	繰り返し	atkārtot	ADV	V;POS;NFIN
繰り返し	atkārtots	繰り返し	atkārtot	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
繰り返し	atkārto	繰り返し	atkārtot	ADV	V;FH;IND;3;POS;PRS;FIN;ACT
繰り返し	atkārtošanās	繰り返し	atkārtošanās	ADV	N;NOM;FEM;SG
繰り返し	atkārtošana	繰り返し	atkārtošana	ADV	N;NOM;FEM;SG
繰り返し	atkārtošanos	繰り返し	atkārtošanās	ADV	N;ACC;FEM;SG
新規	jaunums	新規	jaunums	ADJ	N;NOM;MASC;SG
閲覧	pārlūkošanas	閲覧	pārlūkošana	V	N;NOM;FEM;PL
土曜日	sestdien	土曜日	sestdien	N	ADV
トヨタ	toyota	トヨタ	tofot	PROPN	
ヤン	jan	ヤン	jan	PROPN	
ヤン	jans	ヤン	jans	PROPN	PROPN;NOM;MASC;SG
上昇	celšanās	上昇	celšanās	V	N;NOM;FEM;SG
規制	regulēšana	規制	regulēšana	V	N;NOM;FEM;SG
規制	regula	規制	regulis	V	N;NOM;FEM;SG
規制	regulējums	規制	regulējums	V	N;NOM;MASC;SG
オペラ	opera	オペラ	opera	PROPN	N;NOM;FEM;SG
オペラ	operas	オペラ	opera	PROPN	N;NOM;FEM;PL
カイ	kai	カイ	kas	PROPN	
みんな	ikviens	みんな	ikviens	ADV	PRO;NOM;MASC;SG
みんな	visi	みんな	viss	ADV	PRO;NOM;MASC;PL
みんな	visiem	みんな	viss	ADV	PRO;DAT;MASC;PL
みんな	džeki	みんな	džeks	ADV	N;NOM;MASC;PL
みんな	puiši	みんな	puiši	ADV	N;NOM;MASC;PL
みんな	veči	みんな	vecs	ADV	N;NOM;MASC;PL
ディレクター	direktora	ディレクター	direktors	PROPN	N;GEN;MASC;SG
ディレクター	direktors	ディレクター	direktors	PROPN	N;NOM;MASC;SG
ディレクター	direktore	ディレクター	direktore	PROPN	N;NOM;FEM;SG
ディレクター	režisors	ディレクター	režisors	PROPN	N;NOM;MASC;SG
女王	queen	女王	queen	N	
木曜	ceturtdien	木曜	ceturtdien	N	ADV
修了	pabeigšana	修了	pabeigšana	V	N;NOM;FEM;SG
修了	pabeigšanas	修了	pabeigšana	V	N;NOM;FEM;SG
合成	sintētisks	合成	sintētisks	V	ADJ;NOM;MASC;SG
合成	sintētiskais	合成	sintētisks	V	ADJ;NOM;MASC;SG
合成	sintētiski	合成	sintētiski	V	ADV
合成	sintētisko	合成	sintētiska	V	ADJ;ACC;MASC;SG
合成	sintētiska	合成	sintētiska	V	ADJ;NOM;FEM;SG
合成	sintētiskie	合成	sintētisks	V	ADJ;NOM;MASC;PL
合成	sastāvs	合成	sastāvs	V	N;NOM;MASC;SG
合成	sintēze	合成	sintēze	V	N;NOM;FEM;SG
合成	sintēzi	合成	sintēze	V	N;ACC;FEM;SG
ミン	min	ミン	minēt	PROPN	N
島根	simanes	島根	simane	PROPN	N;NOM;FEM;PL
上海	šanhajas	上海	šanha	PROPN	ADJ;NOM;FEM;PL
侵攻	iebrukums	侵攻	iebrukums	V	N;NOM;MASC;SG
侵攻	iebrukumiem	侵攻	iebrukums	V	N;DAT;MASC;PL
人類	cilvēcei	人類	cilvēce	N	
証明	pierādījumu	証明	pierādījums	V	N;ACC;MASC;SG
証明	pierādījumi	証明	pierādījums	V	N;NOM;MASC;PL
証明	pierādījums	証明	pierādījums	V	N;NOM;MASC;SG
ジェームズ	džeimss	ジェームズ	džeimss	PROPN	N;NOM;MASC;SG
ジェームズ	džeims	ジェームズ	džeims	PROPN	N;NOM;MASC;SG
社員	nodarbinātie	社員	nodarbināt	N	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
村上	murakami	村上	murakamis	PROPN	N;NOM;MASC;PL
エア	gaiss	エア	gaiss	PROPN	N;NOM;MASC;SG
アイルランド	īrija	アイルランド	īrija	PROPN	N;NOM;FEM;SG
アイルランド	īrijā	アイルランド	īrija	PROPN	N;ESS;FEM;SG
強制	obligāta	強制	obligāta		ADJ;NOM;FEM;SG
強制	obligāts	強制	obligāt		ADJ;NOM;MASC;SG
強制	obligāti	強制	obligāti		ADV
ロス	ros	ロス	rast	N	
ロス	rosa	ロス	rosa	N	PROPN;NOM;FEM;SG
ロス	ross	ロス	ross	N	
ボン	bonnas	ボン	bonna	PROPN	PROPN;NOM;FEM;SG
サウンド	izklausās	サウンド	izklausīties	N	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
サウンド	skan	サウンド	skanēt	N	V;FH;IND;3;POS;PRS;FIN;ACT
ベトナム	vjetnama	ベトナム	vjetnams	PROPN	PROPN;NOM;FEM;SG
衝突	sadursme	衝突	sadursme	V	N;NOM;FEM;SG
衝突	sadursmes	衝突	sadursme	V	N;NOM;FEM;PL
ローカル	lokāli	ローカル	lokālis	ADJ	ADV
ローカル	vietēji	ローカル	vietēji	ADJ	ADV
体験	pieredze	体験	pieredze	V	N;NOM;FEM;SG
体験	pieredzes	体験	pieredze	V	N;NOM;FEM;PL
アメリカン	american	アメリカン	american	N	PROPN;NOM;FEM;SG
アメリカン	amerikas	アメリカン	amerika	N	PROPN;NOM;FEM;PL
スタン	stens	スタン	stens	PROPN	PROPN
解放	atbrīvošanas	解放	atbrīvošana	V	N;NOM;FEM;SG
解放	atbrīvošana	解放	atbrīvošana	V	N;NOM;FEM;SG
解放	atbrīvošanās	解放	atbrīvošanās	V	N;NOM;FEM;SG
リード	svinu	リード	svins	N	V;FH;IND;SG;1;POS;PRS;FIN;ACT
ゴルフ	golf	ゴルフ	golf	N	
坂本	sakamoto	坂本	sakamot	PROPN	V;PFV;DEF;MASC;PL;PST;V.PTCP
組み合わせ	kombinācijas	組み合わせる	kombinācija	V	N;NOM;FEM;PL
組み合わせ	kombinācija	組み合わせる	kombinācija	V	N;NOM;FEM;SG
組み合わせ	apvienojums	組み合わせる	apvienojums	V	N;NOM;MASC;SG
スリー	trim	スリー	trīs	PROPN	NUM;DAT;MASC;PL
スリー	trīs	スリー	trīs	PROPN	NUM;NOM;MASC;PL
エジプト	ēģipte	エジプト	ēģipte	PROPN	N;NOM;FEM;SG
プレミアム	piemaksas	プレミアム	piemaksa		N;NOM;FEM;PL
プレミアム	piemaksa	プレミアム	piemakstēt		N;NOM;FEM;SG
プレミアム	prēmija	プレミアム	prēmija		N;NOM;FEM;SG
将来	nākotnes	将来	nākotne		N;NOM;FEM;PL
将来	nākotne	将来	nākotne		N;NOM;FEM;SG
将来	nākotnē	将来	nākotne		N;ESS;FEM;SG
将来	nākotni	将来	Nākotne		N;ACC;FEM;SG
推薦	ieteikumu	推薦	ieteikums	V	N;ACC;MASC;SG
推薦	ieteikums	推薦	ieteikums	V	N;NOM;MASC;SG
類似	analogas	類似	analoga	V	ADJ;NOM;FEM;PL
類似	analogi	類似	analogs	V	N;NOM;MASC;PL
類似	analoga	類似	analogs	V	ADJ;NOM;FEM;SG
スカ	ska	スカ	ska	PROPN	PROPN
百万	miljons	百万	miljons	NUM	N;NOM;MASC;SG
百万	miljoni	百万	miljons	NUM	N;NOM;MASC;PL
訪問	viesos	訪問	viesis	V	N;ESS;MASC;PL
訪問	ciemos	訪問	ciems	V	N;ESS;MASC;PL
訪問	apmeklējuma	訪問	apmeklējums	V	N;GEN;MASC;SG
訪問	vizīte	訪問	vizīte	V	N;NOM;FEM;SG
訪問	apmeklējums	訪問	apmeklējums	V	N;NOM;MASC;SG
訪問	apmeklējumi	訪問	apmeklējums	V	N;NOM;MASC;PL
訪問	vizītes	訪問	vizīte	V	N;NOM;FEM;PL
合格	tuvo	合格	tuvot	V	ADJ;ACC;MASC;SG
フランス	francijas	フランス	francija	PROPN	PROPN;NOM;FEM;SG
フランス	franču	フランス	francis	PROPN	N;GEN;MASC;PL
パイロット	pilotam	パイロット	pilots	N	V;PFV;DAT;INDF;MASC;SG;PST;V.PTCP
パイロット	pilota	パイロット	pilots	N	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
パイロット	pilots	パイロット	pilots	N	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
トルコ	turciju	トルコ	turcija	PROPN	PROPN;ACC;FEM;SG
トルコ	turcijā	トルコ	turcija	PROPN	PROPN;ESS;FEM;SG
トルコ	tītara	トルコ	tītars	PROPN	N;GEN;MASC;SG
トルコ	turcija	トルコ	turcija	PROPN	PROPN;NOM;FEM;SG
トルコ	turcijas	トルコ	turcija	PROPN	PROPN;NOM;FEM;SG
ウクライナ	ukraina	ウクライナ	ukrainīt	PROPN	PROPN;NOM;FEM;SG
続き	turpinājums	続く	turpinājums	V	N;NOM;MASC;SG
続き	turpināšana	続く	turpināšana	V	N;NOM;FEM;SG
続き	turpinājums	続く	turpinājums	V	N;NOM;MASC;SG
シカゴ	čikāgas	シカゴ	čikāga	PROPN	PROPN;NOM;FEM;SG
敗北	sakāvi	敗北	sakāve	V	N;ACC;FEM;SG
クラシック	klasiskais	クラシック	klasisks	N	ADJ;NOM;MASC;SG
クラシック	klasisko	クラシック	klasiska	N	ADJ;ACC;MASC;SG
クラシック	klasiskā	クラシック	klasiska	N	ADJ;NOM;FEM;SG
クラシック	klasisks	クラシック	klasisks	N	ADJ;NOM;MASC;SG
クラシック	klasiska	クラシック	klasiska	N	ADJ;NOM;FEM;SG
クラシック	klasisks	クラシック	klasisks	N	ADJ;NOM;MASC;SG
スカイ	sky	スカイ	sky	N	
ドリーム	sapņot	ドリーム	sapņot	N	V;POS;NFIN
ソニー	sony	ソニー	sony	PROPN	PROPN
古典	klasiskais	古典	klasisks	N	ADJ;NOM;MASC;SG
古典	klasisko	古典	klasiska	N	ADJ;ACC;MASC;SG
古典	klasiskā	古典	klasiska	N	ADJ;NOM;FEM;SG
古典	klasisks	古典	klasisks	N	ADJ;NOM;MASC;SG
古典	klasiska	古典	klasiska	N	ADJ;NOM;FEM;SG
古典	klasisks	古典	klasisks	N	ADJ;NOM;MASC;SG
大人	pieaugušo	大人	pieaugt	N	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
大人	pieaugušie	大人	pieaugušais	N	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
大人	pieauguši	大人	pieaugt	N	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
大人	pieaugušais	大人	pieaugt	N	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
大人	pieaugušajiem	大人	pieaugušais	N	V;PFV;DAT;DEF;MASC;PL;PST;V.PTCP
大人	pieaugušiem	大人	pieaugt	N	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
大人	pieaugušie	大人	pieaugušais	N	V;PFV;NOM;DEF;MASC;PL;PST;V.PTCP
移住	emigrācijas	移住	emigrācija	V	N;NOM;FEM;PL
どこ	kur	どこ	kur	PRO	ADV
どこ	ja	どこ	ja	PRO	CONJ
挿入	ievietošana	挿入	ievietošana	V	N;NOM;FEM;SG
挿入	ievietošanas	挿入	ievietošana	V	N;NOM;FEM;SG
マッチ	atbilst	マッチ	atbilst	N	V;IMP;2;POS;FIN;ACT
マッチ	atbilst	マッチ	atbilst	N	V;IMP;2;POS;FIN;ACT
マッチ	sakrīt	マッチ	sakrist	N	V;FH;IND;3;POS;PRS;FIN;ACT
快速	ātra	快速	ātra	N	ADJ;NOM;FEM;SG
快速	ātrs	快速	ātrs	N	ADJ;NOM;MASC;SG
快速	straujš	快速	straujš	N	ADJ;NOM;MASC;SG
譲渡	pārvietošana	譲渡	pārvietošana	V	N;NOM;FEM;SG
譲渡	nodošana	譲渡	nodošana	V	N;NOM;FEM;SG
譲渡	nodošanas	譲渡	nodošana	V	N;NOM;FEM;PL
譲渡	pārsūtīšana	譲渡	pārsūtīšana	V	N;NOM;FEM;SG
譲渡	piešķiršana	譲渡	piešķiršana	V	N;NOM;FEM;SG
南海	nankai	南海	nanka	PROPN	N;DAT;FEM;SG
ピン	tapa	ピン	tapt	N	V;FH;IND;3;POS;PST;FIN;ACT
ピン	pin	ピン	pin	N	
セイ	pateikt	セイ	pateikt	PROPN	V;POS;NFIN
セイ	saki	セイ	sacīt	PROPN	INTJ
セイ	teikt	セイ	teikt	PROPN	V;POS;NFIN
投資	ieguldīt	投資	ieguldīt	N	V;POS;NFIN
ミステリー	noslēpumainā	ミステリー	noslēpumains	N	ADJ;NOM;FEM;SG
小川	strauts	小川	strauts	PROPN	N;NOM;MASC;SG
大宮	omiya	大宮	omiya	PROPN	N;NOM;MASC;SG
経過	progress	経過	progress	V	N;NOM;MASC;SG
疑問	jautājums	疑問	jautājums	ADJ	N;NOM;MASC;SG
疑問	jautājumu	疑問	jautājums	ADJ	N;ACC;MASC;SG
恋人	mīļie	恋人	mīļs	N	ADJ;NOM;MASC;PL
恋人	mīļa	恋人	mīļa	N	ADJ;NOM;FEM;SG
恋人	mīļākais	恋人	mīļš	N	ADJ;NOM;CMPR;MASC;SG
ノース	ziemeļi	ノース	ziemelis	PROPN	N;NOM;MASC;PL
ノース	ziemeļos	ノース	ziemelis	PROPN	N;ESS;MASC;PL
ノース	ziemeļu	ノース	ziemelis	PROPN	N;GEN;MASC;PL
ロング	ilgi	ロング	ilgi	N	ADV
ロング	garais	ロング	garais	N	ADJ;NOM;MASC;SG
ロング	gara	ロング	garš	N	ADJ;NOM;FEM;SG
ロング	garas	ロング	gara	N	ADJ;NOM;FEM;PL
ロング	garš	ロング	garš	N	ADJ;NOM;MASC;SG
ナショナル	nacionālais	ナショナル	nacionāls	PROPN	ADJ;NOM;MASC;SG
日立	hitachi	日立	hitachi	PROPN	N
水曜	trešdien	水曜	trešdien	N	ADV
テキサス	teksasas	テキサス	teksasa	PROPN	PROPN;NOM;FEM;SG
消費	patēriņš	消費	patēriņš	V	N;NOM;MASC;SG
不可能	neiespējams	不可能	neiespējams	ADJ	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
不可能	neiespējami	不可能	neiespējami	ADJ	ADV
ジャズ	jazz	ジャズ	jazz	N	
抵抗	pretošanās	抵抗	pretošanās	V	N;NOM;FEM;SG
抵抗	rezistence	抵抗	rezistence	V	N;NOM;FEM;SG
抵抗	izturība	抵抗	izturība	V	N;NOM;FEM;SG
抵抗	pretestība	抵抗	pretestība	V	N;NOM;FEM;SG
リチャード	rihards	リチャード	rihards	PROPN	PROPN;NOM;MASC;SG
リチャード	ričards	リチャード	ričards	PROPN	PROPN;NOM;MASC;SG
日産	nissan	日産	nissan	PROPN	
離脱	atsaukšana	離脱	atsaukšana	V	N;NOM;FEM;SG
離脱	atsaukšanu	離脱	atsaukšana	V	N;ACC;FEM;SG
離脱	izstāšanās	離脱	izstāšanās	V	N;NOM;FEM;SG
離脱	anulēšana	離脱	anulēšana	V	N;NOM;FEM;SG
プラス	plus	プラス	plus	N	
相互	abpusēja	相互	abpusēja	N	ADJ;NOM;FEM;SG
相互	savstarpēja	相互	savstarpēja	N	ADJ;NOM;FEM;SG
相互	savstarpēju	相互	savstarpēja	N	ADJ;ACC;MASC;SG
リック	riks	リック	rikt	PROPN	PROPN;NOM;MASC;SG
ジム	džims	ジム	džims	N	PROPN;NOM;MASC;SG
オンライン	tiešsaistes	オンライン	tiešsaiste	N	ADJ;NOM;FEM;PL
オンライン	tiešsaistē	オンライン	tiešsaiste	N	ADJ;MASC;SG
オンライン	online	オンライン	online	N	
脱退	atsaukšana	脱退	atsaukšana	V	N;NOM;FEM;SG
脱退	atsaukšanu	脱退	atsaukšana	V	N;ACC;FEM;SG
脱退	izstāšanās	脱退	izstāšanās	V	N;NOM;FEM;SG
脱退	anulēšana	脱退	anulēšana	V	N;NOM;FEM;SG
記号	parakstīt	記号	parakstīt	N	V;POS;NFIN
変換	transformācija	変換	transformācija	V	N;NOM;FEM;SG
変換	pārveidošanās	変換	pārveidošanās	V	N;NOM;FEM;SG
変換	pārveidošana	変換	pārveidošana	V	N;NOM;FEM;SG
変換	transformācijas	変換	transformācija	V	N;NOM;FEM;PL
変換	pārveide	変換	pārveide	V	N;NOM;FEM;SG
変換	pārvērtības	変換	pārvērtība	V	N;NOM;FEM;PL
変換	pārveidošana	変換	pārveidošana	V	N;NOM;FEM;SG
変換	pārvēršana	変換	pārvēršana	V	N;NOM;FEM;SG
変換	konversija	変換	konversija	V	N;NOM;FEM;SG
変換	konvertēšana	変換	konvertēšana	V	N;NOM;FEM;SG
オーバー	pār	オーバー	pār		ADP
資産	aktīvs	資産	aktīvs	N	ADJ;NOM;MASC;SG
資産	aktīva	資産	aktīva	N	ADJ;NOM;FEM;SG
資産	aktīvi	資産	aktīvi	N	ADV
マリ	mari	マリ	mars	PROPN	PROPN;NOM;MASC;SG
マリ	mali	マリ	mals	PROPN	
ジン	dzjiņ	ジン	dzjiņ	PROPN	
ジン	džins	ジン	džins	PROPN	N;NOM;MASC;SG
小田	oda	小田	oda	PROPN	N;NOM;FEM;SG
小田	alb	小田	alb	PROPN	
ダブル	dubulta	ダブル	dubult	N	ADJ;NOM;FEM;SG
ダブル	dubultā	ダブル	dubults	N	ADJ;NOM;FEM;SG
入力	ievade	入力	ievade	V	N;NOM;FEM;SG
入力	ievades	入力	ievade	V	N;NOM;FEM;PL
入力	ieejas	入力	ieeja	V	N;NOM;FEM;PL
公表	paziņojums	公表	paziņojums	V	N;NOM;MASC;SG
公表	publicēšana	公表	publicēšana	V	N;NOM;FEM;SG
公表	publikācija	公表	publikācija	V	N;NOM;FEM;SG
公表	publicēšanas	公表	publicēšana	V	N;NOM;FEM;PL
任意	brīvprātīgs	任意	brīvprātīgs	N	ADJ;NOM;MASC;SG
任意	brīvprātīga	任意	brīvprātīga	N	ADJ;NOM;FEM;SG
任意	brīvprātīgais	任意	brīvprātīgs	N	ADJ;NOM;MASC;SG
任意	brīvprātīgi	任意	brīvprātīgi	N	ADV
任意	patvaļīgas	任意	patvaļīga	N	ADJ;NOM;FEM;PL
任意	patvaļīgi	任意	patvaļīgi	N	ADV
黄金	golden	黄金	golden	N	
短い	īsi	短い	īsi	ADJ	ADV
ハム	šķiņķi	ハム	šķiņķis	PROPN	N;ACC;MASC;SG
ハム	šķiņķi	ハム	šķiņķis	PROPN	N;ACC;MASC;SG
発達	attīstība	発達	attīstība	V	N;NOM;FEM;SG
発達	izstrāde	発達	izstrāde	V	N;NOM;FEM;SG
発達	attīstīšana	発達	attīstīšana	V	N;NOM;FEM;SG
スポンサー	sponsorēja	スポンサー	sponsorēt	N	V;FH;IND;3;POS;PST;FIN;ACT
ドイツ語	vācijas	ドイツ語	vācija	N	PROPN;NOM;FEM;SG
メトロ	metro	メトロ	metrs	PROPN	N
ピーター	pīters	ピーター	pīters	PROPN	N;NOM;MASC;SG
