של	shel	של	shel	PART;GEN	N;MASC;SG
מורכב	complexo	מורכב	complexo	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מורכב	complexos	מורכב	complexo	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
מורכב	complexa	מורכב	complexo	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
מורכב	complicados	מורכב	complicar	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
מורכב	complicadas	מורכב	complicado	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
מורכב	complicou	מורכב	complicar	V;MASC;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
קיסר	imperador	קיסר	imperador	PROPN	N;MASC;SG
קיסר	imperadores	קיסר	imperador	PROPN	N;MASC;PL
קיסר	caesar	קיסר	caesar	PROPN	N;MASC;SG
קיסר	cesar	קיסר	cesar	PROPN	N;MASC;SG
קיסר	césar	קיסר	césar	PROPN	N;MASC;SG
מרץ	march	מרץ	march	PROPN	N;MASC;SG
מרץ	marchar	מרץ	marchar	PROPN	V;NFIN
מרץ	marcha	מרץ	marcha	PROPN	N;FEM;SG
מרץ	março	מרץ	março	PROPN	N;MASC;SG
פרש	aposentado	פרש	aposentar	PROPN	V;MASC;SG;V.PTCP
פרש	reformado	פרש	reformado	PROPN	V;MASC;SG;V.PTCP
פרש	reformados	פרש	reformar	PROPN	V;MASC;PL;V.PTCP
פרש	aposentados	פרש	aposentado	PROPN	N;MASC;PL
משמעותית	significativo	משמעותי	significativo	ADV	ADJ;MASC;SG
משמעותית	significativa	משמעותי	significativo	ADV	ADJ;FEM;SG
משמעותית	significativas	משמעותי	significativo	ADV	ADJ;FEM;PL
משמעותית	significativos	משמעותי	significativo	ADV	ADJ;MASC;PL
משמעותית	significativo	משמעותי	significativo	ADV	ADJ;MASC;SG
משמעותית	significativa	משמעותי	significativo	ADV	ADJ;FEM;SG
משמעותית	significante	משמעותי	significante	ADV	ADJ;MASC;SG
משמעותית	significativas	משמעותי	significativo	ADV	ADJ;FEM;PL
קבלת	recebendo	קבלה	receber	N;FEM;SG	V;V.MSDR
קבלת	receber	קבלה	receber	N;FEM;SG	V;NFIN
קבלת	aceitar	קבלה	aceitar	N;FEM;SG	V;NFIN
קבלת	aceitando	קבלה	aceitar	N;FEM;SG	V;V.MSDR
איתן	eitan	איתן	eitan	PROPN	N;FEM;SG
איתן	ethan	איתן	ethan	PROPN	N;MASC;SG
אמצעי	medidas	אמצע	medida	N;MASC;SG	N;FEM;PL
אמצעי	meios	אמצע	meio	N;MASC;SG	N;MASC;PL
אמצעי	significa	אמצע	significar	N;MASC;SG	V;IND;SG;3;PRS;FIN
קילומטרים	miles	קילומטר	mile	N;MASC;PL	N;MASC;SG
ראוי	merecemos	ראוי	merecer	ADJ;MASC;SG	V;IND;PL;1;PRS;FIN
ראוי	merecer	ראוי	merecer	ADJ;MASC;SG	V;NFIN
ראוי	merece	ראוי	merecer	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
ראוי	merecem	ראוי	merecer	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
ראוי	mereço	ראוי	mereço	ADJ;MASC;SG	V;IND;SG;1;PRS;FIN
ראוי	apropriada	ראוי	apropriar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
ראוי	adequados	ראוי	adequado	ADJ;MASC;SG	ADJ;MASC;PL
ראוי	apropriados	ראוי	apropriado	ADJ;MASC;SG	V;MASC;PL;V.PTCP
ראוי	apropriado	ראוי	apropriar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
ראוי	dignos	ראוי	digno	ADJ;MASC;SG	ADJ;MASC;PL
ראוי	merecedores	ראוי	merecedor	ADJ;MASC;SG	ADJ;MASC;PL
ביצוע	realizando	ביצוע	realizar	N;MASC;SG	V;V.MSDR
ביצוע	executar	ביצוע	executar	N;MASC;SG	V;NFIN
ביצוע	execute	ביצוע	executar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
ביצוע	executem	ביצוע	executar	N;MASC;SG	V;SBJV;PL;3;PRS;FIN
ביצוע	fazendo	ביצוע	fazer	N;MASC;SG	V;V.MSDR
גנרל	generalidades	גנרל	generalidade	N;MASC;SG	N;MASC;PL
גנרל	gerais	גנרל	geral	N;MASC;SG	N;MASC;PL
הביא	trouxeram	הביא	trouxer	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
ניצח	won	ניצח	won	V;MASC;SG;3;PST;ACT	N;MASC;SG
לואיס	lewis	לואיס	lewl	PROPN	N;MASC;SG
לואיס	luiz	לואיס	luiz	PROPN	PROPN;MASC;SG
לואיס	luis	לואיס	lui	PROPN	N;MASC;SG
לואיס	luís	לואיס	luís	PROPN	N;MASC;SG
לואיס	louis	לואיס	loul	PROPN	N;MASC;SG
סיבה	cause	סיבה	cause	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
נחל	creek	נחל	creek		N;MASC;SG
נחל	riacho	נחל	riacho		N;MASC;SG
נחל	fluxo	נחל	fluxo		N;MASC;SG
נחל	stream	נחל	strear		N;MASC;SG
נחל	nahal	נחל	nahal		N;MASC;SG
ידועה	conhecida	ידע	conhecido	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
ידועה	conhecido	ידע	conhecido	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
ידועה	conhecidas	ידע	conhecido	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;PL
ידועה	conhecidos	ידע	conhecido	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
ספק	fornecedores	ספק	fornecedor	N;MASC;SG	N;MASC;PL
ספק	duvido	ספק	duvido	N;MASC;SG	V;IND;SG;1;PRS;FIN
ספק	dúvidas	ספק	dúvida	N;MASC;SG	N;FEM;PL
ספק	duvidas	ספק	duvida	N;MASC;SG	N;FEM;PL
פרט	detalhe	פרט	detalhe		N;MASC;SG
פרט	detalhes	פרט	detalhe		N;MASC;PL
פרט	pormenor	פרט	pormenor		N;MASC;SG
המספר	número	המספר	número	PROPN	N;MASC;SG
המספר	numero	המספר	numero	PROPN	N;MASC;SG
הרביעית	quarta	הרביעית	quarto	ADV	ADJ;FEM;SG
סנט	cêntimo	סנאט	cêntimo	PROPN	N;MASC;SG
סנט	cent	סנאט	cent	PROPN	N;MASC;SG
סנט	cêntimos	סנאט	cêntimo	PROPN	N;MASC;PL
נושאים	sujeitos	נושא	sujeitar	N;MASC;PL	V;MASC;PL;V.PTCP
תמיכה	apoios	תמיכה	apoio	N;FEM;SG	N;MASC;PL
תמיכה	apoiado	תמיכה	apoiar	N;FEM;SG	V;MASC;SG;V.PTCP
תמיכה	suportados	תמיכה	suportar	N;FEM;SG	V;MASC;PL;V.PTCP
תמיכה	suportadas	תמיכה	suportar	N;FEM;SG	V;FEM;PL;V.PTCP
תמיכה	suportada	תמיכה	suportar	N;FEM;SG	V;FEM;SG;V.PTCP
תמיכה	suportado	תמיכה	suportar	N;FEM;SG	V;MASC;SG;V.PTCP
רומניה	romeno	רומניה	romeno	PROPN	N;MASC;SG
רומניה	romenos	רומניה	romeno	PROPN	N;MASC;PL
רומניה	romena	רומניה	romeno	PROPN	N;FEM;SG
רומניה	roménia	רומניה	roménia	PROPN	N;FEM;SG
רומניה	romênia	רומניה	romênia	PROPN	N;FEM;SG
זהה	idênticas	זהה	idêntico		ADJ;FEM;PL
זהה	idêntica	זהה	idêntico		ADJ;FEM;SG
זהה	idêntico	זהה	idêntico		ADJ;MASC;SG
זהה	idênticos	זהה	idêntico		ADJ;MASC;PL
זהה	identifique	זהה	identifiqar		V;SBJV;SG;3;PRS;FIN
זהה	identificar	זהה	identificar		V;NFIN
זהה	identifica	זהה	identificar		V;IND;SG;3;PRS;FIN
כתבי	escreve	כתב	escrever	N;PSSD;MASC;PL	V;IND;SG;3;PRS;FIN
כתבי	escreva	כתב	escrever	N;PSSD;MASC;PL	V;SBJV;SG;3;PRS;FIN
כתבי	escrever	כתב	escrever	N;PSSD;MASC;PL	V;NFIN
גדוד	regimento	גדוד	regimento	PROPN	N;MASC;SG
גדוד	batalhão	גדוד	batalhão	PROPN	N;MASC;SG
אמור	dizer	אמור	dizer	ADJ;MASC;SG	V;NFIN
אמור	say	אמור	say	ADJ;MASC;SG	N;MASC;SG
אמור	digam	אמור	dizer	ADJ;MASC;SG	V;SBJV;PL;3;PRS;FIN
אמור	diga	אמור	dizer	ADJ;MASC;SG	V;SBJV;SG;3;PRS;FIN
אמור	diz	אמור	dizer	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
אמור	deveria	אמור	dever	ADJ;MASC;SG	V;COND;SG;3;FIN
אמור	devia	אמור	dever	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
אמור	deve	אמור	dever	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
אמור	deveriam	אמור	dever	ADJ;MASC;SG	V;COND;PL;3;FIN
אלון	alon	אלון	alon	PROPN	N;MASC;SG
אלון	carvalho	אלון	carvalho	PROPN	N;MASC;SG
אלון	carvalhos	אלון	carvalho	PROPN	N;MASC;PL
אלון	oak	אלון	oak	PROPN	N;MASC;SG
מדע	ciências	מדע	ciência		N;FEM;PL
מדע	ciência	מדע	ciência		N;FEM;SG
הסביבה	ambiente	הסביב	ambiente	V;FEM;SG;3;PST;ACT	N;MASC;SG
אפריל	april	אפריל	april	PROPN	N;FEM;SG
אפריל	abril	אפריל	abril	PROPN	N;MASC;SG
חום	marrom	חום	marror		N;MASC;SG
חום	brown	חום	brown		N;MASC;SG
חום	castanhos	חום	castanho		N;MASC;PL
חום	castanhas	חום	castanha		N;FEM;PL
חום	castanha	חום	castanha		N;FEM;SG
חום	castanho	חום	castanho		N;MASC;SG
חום	heat	חום	heat		N;MASC;SG
חום	calor	חום	calor		N;MASC;SG
חום	febre	חום	febre		N;FEM;SG
חום	cordialidade	חום	cordialidade		N;FEM;SG
חום	calor	חום	calor		N;MASC;SG
בטוח	seguros	None	seguro		N;MASC;PL
בטוח	cofre	None	cofrer		N;MASC;SG
בטוח	seguro	None	seguro		N;MASC;SG
בטוח	segura	None	seguro		ADJ;FEM;SG
בטוח	claro	None	claro		ADV
מעורב	mista	מעורב	misturar	ADJ;MASC;SG	V;FEM;SG;V.PTCP
מעורב	misturados	מעורב	misturar	ADJ;MASC;SG	V;MASC;PL;V.PTCP
מעורב	misturado	מעורב	misturar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מעורב	misto	מעורב	misto	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מעורב	implicado	מעורב	implicar	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מעורב	envolvida	מעורב	envolver	ADJ;MASC;SG	V;FEM;SG;V.PTCP
מעורב	envolvido	מעורב	envolver	ADJ;MASC;SG	V;MASC;SG;V.PTCP
מעורב	envolvidos	מעורב	envolver	ADJ;MASC;SG	V;MASC;PL;V.PTCP
וידאו	vídeo	וידאו	vídeo	PROPN	N;MASC;SG
וידאו	video	וידאו	video	PROPN	N;MASC;SG
חוזר	repetindo	חזר	repetir	PROPN	V;V.MSDR
חוזר	repita	חזר	repetir	PROPN	V;SBJV;SG;3;PRS;FIN
חוזר	repete	חזר	repetir	PROPN	V;IND;SG;3;PRS;FIN
חוזר	repito	חזר	repito	PROPN	V;IND;SG;1;PRS;FIN
חוזר	repetir	חזר	repetir	PROPN	V;NFIN
חוזר	repetição	חזר	repetição	PROPN	N;FEM;SG
נפוץ	comum	נפוץ	comum	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG
נפוץ	frequentes	נפוץ	frequente	V;MASC;SG;V.PTCP;MID	ADJ;MASC;PL
נפוץ	common	נפוץ	common	V;MASC;SG;V.PTCP;MID	N;MASC;SG
נפוץ	frequente	נפוץ	frequente	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG
יאיר	yair	יאיר	yair	PROPN	N;MASC;SG
יוסי	yossi	יוסי	yossir	PROPN	N;MASC;SG
לעמוד	stand	עמד	stand	V;NFIN;ACT	N;MASC;SG
נהוג	habitual	נהג	habitual	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
יסוד	elementos	יסוד	elemento	N;MASC;SG	N;MASC;PL
מתחיל	começa	התחיל	começar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מתחיל	inicia	התחיל	iniciar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מתחיל	começa	התחיל	começar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
היצירה	criação	היצירה	criação	ADV	N;FEM;SG
ואחרים	outros	ואחר	outro	PROPN	PRO;MASC;PL
ואחרים	outras	ואחר	outro	PROPN	PRO;FEM;PL
צעירים	young	צעיר	young	N;MASC;PL	N;MASC;SG
צעירים	jovem	צעיר	jovem	N;MASC;PL	ADJ;MASC;SG
שיתוף	partilhar	שיתוף	partilhar	N;MASC;SG	V;NFIN
שיתוף	compartilhando	שיתוף	compartilhar	N;MASC;SG	V;V.MSDR
שיתוף	compartilhar	שיתוף	compartilhar	N;MASC;SG	V;NFIN
שיתוף	compartilhem	שיתוף	compartilher	N;MASC;SG	V;SBJV;PL;3;PRS;FIN
שיתוף	compartilhar	שיתוף	compartilhar	N;MASC;SG	V;NFIN
שיתוף	partilhar	שיתוף	partilhar	N;MASC;SG	V;NFIN
שיתוף	compartilhe	שיתוף	compartilhe	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
מגדל	torre	מגדל	torre	PROPN	N;FEM;SG
מגדל	tower	מגדל	tower	PROPN	N;MASC;SG
הונגריה	hungria	הונגריה	hungria	PROPN	N;FEM;SG
מסכים	concordou	הסכים	concordar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
מסכים	concorda	הסכים	concordar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מסכים	concordam	הסכים	concordar	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
מסכים	concordo	הסכים	concordo	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
הסיבה	razão	הסיב	razão	V;FEM;SG;3;PST;ACT	N;FEM;SG
הסיבה	motivo	הסיב	motivo	V;FEM;SG;3;PST;ACT	N;MASC;SG
שש	six	שש	six	NUM;FEM;SG	N;MASC;SG
אריאל	ariel	אריאל	ariel	PROPN	N;FEM;SG
פרשת	aposentado	פרשה	aposentar	N;FEM;SG	V;MASC;SG;V.PTCP
פרשת	reformado	פרשה	reformado	N;FEM;SG	V;MASC;SG;V.PTCP
פרשת	reformados	פרשה	reformar	N;FEM;SG	V;MASC;PL;V.PTCP
פרשת	aposentados	פרשה	aposentado	N;FEM;SG	N;MASC;PL
בולטים	proeminente	בלט	proeminente	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG
בולטים	proeminentes	בלט	proeminente	V;MASC;PL;V.PTCP;ACT	ADJ;MASC;PL
מכיל	contém	הכיל	conter	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
תוכן	conteúdos	תוכן	conteúdo	N;MASC;SG	N;MASC;PL
תוכן	conteúdos	תוכן	conteúdo	N;MASC;SG	N;MASC;PL
אורח	visitantes	אורח	visitante	N;MASC;SG	N;PL
אורח	convidado	אורח	convidar	N;MASC;SG	V;MASC;SG;V.PTCP
אורח	convidados	אורח	convidado	N;MASC;SG	N;MASC;PL
אורח	convidada	אורח	convidar	N;MASC;SG	V;FEM;SG;V.PTCP
קטנות	small	קטן	small	ADJ;FEM;PL	N;MASC;SG
קטנות	pequeno	קטן	pequeno	ADJ;FEM;PL	ADJ;MASC;SG
קטנות	pequena	קטן	pequeno	ADJ;FEM;PL	ADJ;FEM;SG
בריטים	britânico	בריטי	britânico	N;MASC;PL	ADJ;MASC;SG
בריטים	british	בריטי	british	N;MASC;PL	N;MASC;SG
פרנק	frank	פרנק	frank	PROPN	N;MASC;SG
מקבל	aceita	קיבל	aceitar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מקבל	recebimento	קיבל	recebimento	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
האגודה	associação	האגודה	associação	PROPN	N;FEM;SG
האגודה	association	האגודה	association	PROPN	N;MASC;SG
אליהו	eliyahu	אליהו	eliyahu	PROPN	N;MASC;SG
אליהו	elijah	אליהו	elijah	PROPN	N;MASC;SG
אליהו	elias	אליהו	elia	PROPN	N;MASC;SG
פרסום	postar	פרסום	postar	N;MASC;SG	V;NFIN
פרסום	publicar	פרסום	publicar	N;MASC;SG	V;NFIN
פרסום	publicar	פרסום	publicar	N;MASC;SG	V;NFIN
פרסום	postando	פרסום	postar	N;MASC;SG	V;V.MSDR
פרסום	postar	פרסום	postar	N;MASC;SG	V;NFIN
פרסום	publicando	פרסום	publicar	N;MASC;SG	V;V.MSDR
פרסום	publicar	פרסום	publicar	N;MASC;SG	V;NFIN
פרסום	publicando	פרסום	publicar	N;MASC;SG	V;V.MSDR
מופיעה	aparece	הופיע	aparecer	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
פעל	agia	פעל	agiar	V;MASC;SG;3;PST;ACT	V;IND;SG;3;IPFV;FIN
פעל	agi	פעל	agi	V;MASC;SG;3;PST;ACT	N;MASC;SG
דצמבר	dezembro	דצמבר	dezembro	PROPN	N;MASC;SG
אהבה	amo	אהבה	amo	N;FEM;SG	V;IND;SG;1;PRS;FIN
השישי	sexto	השישי	sexto	PROPN	ADJ;MASC;SG
השישי	sexta	השישי	sexta	PROPN	N;FEM;SG
עסקים	negócio	עסק	negócio	N;MASC;PL	N;MASC;SG
אדוארד	eduardo	אדוארד	eduardo	PROPN	N;MASC;SG
אדוארד	edward	אדוארד	edward	PROPN	N;MASC;SG
אוסקר	oscar	אוסקר	oscar	PROPN	N;MASC;SG
אוסקר	óscar	אוסקר	óscar	PROPN	N;MASC;SG
לשיר	sing	השיר	sing		N;MASC;SG
לשיר	cante	השיר	cante		V;SBJV;SG;3;PRS;FIN
לשיר	cantem	השיר	canter		V;SBJV;PL;3;PRS;FIN
לשיר	cantar	השיר	cantar		V;NFIN
לשיר	canta	השיר	canta		V;IND;SG;3;PRS;FIN
הפרלמנט	parlamento	הפרלמנט	parlamento	PROPN	N;MASC;SG
מדוע	porque	מדוע	porque	ADV	CONJ
סיני	sinai	סיני	sinai	PROPN	N;MASC;SG
סיני	chineses	סיני	chinês	PROPN	N;MASC;PL
סיני	chinesa	סיני	chinês	PROPN	N;FEM;SG
סיני	chinês	סיני	chinês	PROPN	N;MASC;SG
שותף	associada	שותף	associar	N;MASC;SG	V;FEM;SG;V.PTCP
שותף	associado	שותף	associar	N;MASC;SG	V;MASC;SG;V.PTCP
שותף	associados	שותף	associado	N;MASC;SG	V;MASC;PL;V.PTCP
שותף	associar	שותף	associar	N;MASC;SG	V;NFIN
השחור	preta	השחור	preto		N;FEM;SG
השחור	black	השחור	black		N;MASC;SG
השחור	preto	השחור	preto		N;MASC;SG
השחור	negro	השחור	negro		ADJ;MASC;SG
השחור	pretas	השחור	preto		N;FEM;PL
אנרגיה	energias	אנרגיה	energia	N;FEM;SG	N;FEM;PL
צרפתי	french	צרפתי	french	PROPN	N;MASC;SG
צרפתי	franceses	צרפתי	francês	PROPN	N;MASC;PL
צרפתי	francês	צרפתי	francês	PROPN	N;MASC;SG
שלישית	terceira	None	terceiro	ADV	ADJ;FEM;SG
שלישית	terço	None	terço	ADV	ADJ;MASC;SG
שלישית	terceiro	None	terceiro	ADV	ADJ;MASC;SG
הרשות	autoridade	הרשה	autoridade	N;FEM;PL	N;FEM;SG
קיימות	sustentabilidade	קיים	sustentabilidade	ADJ;FEM;PL	N;FEM;SG
קיימות	existem	קיים	existir	ADJ;FEM;PL	V;IND;PL;3;PRS;FIN
קיימות	existir	קיים	existir	ADJ;FEM;PL	V;NFIN
קיימות	existirem	קיים	existir	ADJ;FEM;PL	V;PL;3;NFIN
קיימות	existindo	קיים	existir	ADJ;FEM;PL	V;V.MSDR
קיימות	existente	קיים	existente	ADJ;FEM;PL	ADJ;MASC;SG
פיקוד	comandar	פיקוד	comandar	N;MASC;SG	V;NFIN
מרטין	martín	מרטין	martín	PROPN	N;MASC;SG
מרטין	martins	מרטין	martin	PROPN	N;MASC;SG
מרטין	martinho	מרטין	martinho	PROPN	N;MASC;SG
מרטין	martin	מרטין	martin	PROPN	N;MASC;SG
יכולות	habilidades	יכול	habilidade	ADJ;FEM;PL	N;FEM;PL
יכולות	capacidades	יכול	capacidade	ADJ;FEM;PL	N;FEM;PL
יכולות	capacidades	יכול	capacidade	ADJ;FEM;PL	N;FEM;PL
מדבר	falando	מדבר	falar	N;MASC;SG	V;V.MSDR
מדבר	conversando	מדבר	conversar	N;MASC;SG	V;V.MSDR
מדבר	desertos	מדבר	deserto	N;MASC;SG	N;MASC;PL
מדבר	falando	מדבר	falar	N;MASC;SG	V;V.MSDR
אמריקאית	americano	אמריקני	americano	ADV	N;MASC;SG
אמריקאית	americanos	אמריקני	americano	ADV	N;MASC;PL
אמריקאית	american	אמריקני	american	ADV	N;MASC;SG
אמריקאית	americana	אמריקני	americana	ADV	N;FEM;SG
יין	yin	יין	yin		N;MASC;SG
יין	vinho	יין	vinho		N;MASC;SG
יין	vinhos	יין	vinho		N;MASC;PL
חייב	mosto	חייב	mosto	ADJ;MASC;SG	N;MASC;SG
חייב	deve	חייב	dever	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
חייב	must	חייב	must	ADJ;MASC;SG	N;MASC;SG
אהרן	aaron	אהרן	aaron	PROPN	N;MASC;SG
אהרן	aarão	אהרן	aarão	PROPN	INTJ
אהרן	aharon	אהרן	aharon	PROPN	N;MASC;SG
מגוון	variedade	מגוון	variedade		N;FEM;SG
מגוון	variety	מגוון	variety		N;MASC;SG
מוסקבה	moscou	מוסקבה	moscar	PROPN	N;MASC;SG
מוסקבה	moscovo	מוסקבה	moscovo	PROPN	N;MASC;SG
הולנד	holanda	הולנד	holandar	PROPN	N;FEM;SG
הולנד	holanda	הולנד	holandar	PROPN	N;FEM;SG
הולנד	holland	הולנד	holland	PROPN	N;MASC;SG
הרוח	vento	הרוח	vento		N;MASC;SG
הרוח	wind	הרוח	wind		N;MASC;SG
עוזי	uzi	עוזי	uzi	PROPN	N;MASC;SG
מתאים	encaixa	התאים	encaixa	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מתאים	adequado	התאים	adequado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאים	adequados	התאים	adequado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאים	apropriados	התאים	apropriado	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP
מתאים	adequado	התאים	adequado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאים	adequados	התאים	adequado	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאים	adequada	התאים	adequado	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
ברזיל	brazil	ברזיל	brazil	PROPN	N;MASC;SG
ברזיל	brasil	ברזיל	brasil	PROPN	N;MASC;SG
אישית	personal	אישית	personal	ADV	N;MASC;SG
אישית	pessoal	אישית	pessoal	ADV	N;MASC;SG
אישית	pessoais	אישית	pessoal	ADV	ADJ;MASC;PL
הארי	henrique	הארי	henrique	PROPN	N;MASC;SG
הארי	harry	הארי	harry	PROPN	N;MASC;SG
מבוסס	baseados	None	basear	V;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP
ניהול	gerir	ניהול	gerir	N;MASC;SG	V;NFIN
ניהול	gerir	ניהול	gerir	N;MASC;SG	V;NFIN
ניהול	gerenciar	ניהול	gerenciar	N;MASC;SG	V;NFIN
המהפכה	revolution	המהפכה	revolution	PROPN	N;MASC;SG
המהפכה	revolução	המהפכה	revolução	PROPN	N;FEM;SG
עודד	oded	עודד	oded	PROPN	N;MASC;SG
עודד	encorajou	עודד	encorajar	PROPN	V;IND;SG;3;PST;FIN
עודד	incentivados	עודד	incentivar	PROPN	V;MASC;PL;V.PTCP
עודד	encorajados	עודד	encorajar	PROPN	V;MASC;PL;V.PTCP
עודד	incentivado	עודד	incentivar	PROPN	V;MASC;SG;V.PTCP
עודד	encorajada	עודד	encorajar	PROPN	V;FEM;SG;V.PTCP
עודד	encorajado	עודד	encorajar	PROPN	V;MASC;SG;V.PTCP
יצר	criadas	יצר	criar	N;MASC;SG	V;FEM;PL;V.PTCP
יצר	criada	יצר	criar	N;MASC;SG	V;FEM;SG;V.PTCP
יצר	criado	יצר	criar	N;MASC;SG	V;MASC;SG;V.PTCP
יצר	criados	יצר	criar	N;MASC;SG	V;MASC;PL;V.PTCP
יצר	criou	יצר	criar	N;MASC;SG	V;IND;SG;3;PST;FIN
שישה	six	שישה	six	NUM;MASC;SG	N;MASC;SG
קצרה	curto	קצר	curto	ADV	ADJ;MASC;SG
קצרה	short	קצר	short	ADV	N;MASC;SG
קצרה	curtas	קצר	curto	ADV	ADJ;FEM;PL
קצרה	curta	קצר	curto	ADV	ADJ;FEM;SG
נשוי	casou	נשוי	casar		V;IND;SG;3;PST;FIN
נשוי	casada	נשוי	casado		N;FEM;SG
נשוי	casado	נשוי	casado		N;MASC;SG
נשוי	casados	נשוי	casado		N;MASC;PL
קליפורניה	califórnia	קליפורניה	califórnia	PROPN	N;FEM;SG
קליפורניה	california	קליפורניה	california	PROPN	N;FEM;SG
משתנה	variável	השתנה	variável	V;MASC;SG;V.PTCP	ADJ;MASC;SG
משתנה	variáveis	השתנה	variável	V;MASC;SG;V.PTCP	N;MASC;PL
משתנה	mudanças	השתנה	mudança	V;MASC;SG;V.PTCP	N;FEM;PL
משתנה	alterações	השתנה	alteração	V;MASC;SG;V.PTCP	N;FEM;PL
משתנה	modificações	השתנה	modificação	V;MASC;SG;V.PTCP	N;FEM;PL
איזה	qual	איזה	qual		PRO;MASC;SG
נשאר	estadias	נשאר	estadia	V;MASC;SG;3;PST;MID	N;FEM;PL
נשאר	fiquei	נשאר	ficar	V;MASC;SG;3;PST;MID	V;IND;SG;1;PST;FIN
נשאר	ficaram	נשאר	ficar	V;MASC;SG;3;PST;MID	V;IND;PL;3;FIN
ציור	pintar	ציור	pintar	N;MASC;SG	V;NFIN
ציור	pintando	ציור	pintar	N;MASC;SG	V;V.MSDR
ציור	desenhar	ציור	desenhar	N;MASC;SG	V;NFIN
ציור	desenhando	ציור	desenhar	N;MASC;SG	V;V.MSDR
צריכה	need	צריך	need	ADJ;FEM;SG	N;MASC;SG
צריכה	precisa	צריך	precisar	ADJ;FEM;SG	V;IND;SG;3;PRS;FIN
צריכה	necessidade	צריך	necessidade	ADJ;FEM;SG	N;FEM;SG
נמוכה	baixa	נמוך	baixa	ADJ;FEM;SG	N;FEM;SG
נמוכה	baixos	נמוך	baixo	ADJ;FEM;SG	N;MASC;PL
נמוכה	low	נמוך	low	ADJ;FEM;SG	N;MASC;SG
נמוכה	baixo	נמוך	baixo	ADJ;FEM;SG	ADV
ברוך	abençoado	ברוך	abençoar	PROPN	V;MASC;SG;V.PTCP
ברוך	abençoados	ברוך	abençoar	PROPN	V;MASC;PL;V.PTCP
ברוך	blessed	ברוך	blessed	PROPN	N;MASC;SG
ברוך	abençoada	ברוך	abençoar	PROPN	V;FEM;SG;V.PTCP
ברוך	baruch	ברוך	baruch	PROPN	N;MASC;SG
קומיקס	quadrinhos	קומיקס	quadrinho	PROPN	N;MASC;PL
קומיקס	comics	קומיקס	comics	PROPN	N;MASC;SG
קומיקס	gibis	קומיקס	gibil	PROPN	N;MASC;PL
קומיקס	quadrinhos	קומיקס	quadrinho	PROPN	N;MASC;PL
קומיקס	comic	קומיקס	comic	PROPN	N;MASC;SG
