категорія	kategorii	категорія	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
довгий	długi	довгий	długi	ADJ;NOM;MASC;SG	
довгий	długo	довгий	długo	ADJ;NOM;MASC;SG	ADV
довгий	long	довгий	long	ADJ;NOM;MASC;SG	
драми	drama	драма	drama	N;INAN;NOM;FEM;PL	
драми	dramat	драма	dramat	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
польоту	latające	політ	latać	N;INAN;GEN;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
польоту	pływające	політ	pływać	N;INAN;GEN;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
польоту	latający	політ	latać	N;INAN;GEN;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
польоту	latanie	політ	latan	N;INAN;GEN;MASC;SG	
польоту	lot	політ	lot	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
змі	nośnik	змо	nośnik	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
змі	media	змо	medium	PROPN;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
змі	mediów	змо	medień	PROPN;INAN;NOM;MASC;SG	N;GEN;MASC;PL
змі	nośniki	змо	nośnik	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;PL
богородиці	dziewica	богородика	dziewica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
богородиці	dziewicze	богородика	dziewicz	N;INAN;NOM;FEM;PL	
споруд	przemieszczenie	споруда	przemieszczenie	N;INAN;GEN;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
споруд	przenoszenie	споруда	przenosić	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG;POS;V.MSDR
споруд	przeprowadzki	споруда	przeprowadzki	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
споруд	przeniesienie	споруда	przeniesienie	N;INAN;GEN;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
слави	sława	слава	sława	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
слави	sławę	слава	sława	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
слави	sławy	слава	sława	N;INAN;NOM;FEM;PL	
перетворення	transformacje	перетворення	transformacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
перетворення	konwersji	перетворення	konwersja	N;INAN;NOM;NEUT;SG	
перетворення	zamiana	перетворення	zamiana	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
перетворення	konwersja	перетворення	konwersja	N;INAN;NOM;NEUT;SG	
перетворення	konwersje	перетворення	konwersja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
перетворення	konwersja	перетворення	konwersja	N;INAN;NOM;NEUT;SG	
перетворення	przemiany	перетворення	przemiać	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
перетворення	transformacji	перетворення	transformacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
реалізації	realizacji	реалізація	realizacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
реалізації	realizacja	реалізація	realizacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
реалізації	wdrożenie	реалізація	wdrożyć	N;INAN;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
реалізації	wykonanie	реалізація	wykonać	N;INAN;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
реалізації	wdrażanie	реалізація	wdrażać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
реалізації	wykonawczych	реалізація	wykonawczy	N;INAN;NOM;FEM;PL	ADJ;GEN;MASC;PL
реалізації	realizacja	реалізація	realizacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
реалізації	realizacji	реалізація	realizacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
реалізації	wykonanie	реалізація	wykonać	N;INAN;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
боротьбі	walka	боротьба	walka	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
боротьбі	walki	боротьба	walka	N;INAN;DAT;FEM;SG	N;ACC;FEM;SG
газ	gazu	газ	gaz	N;INAN;NOM;MASC;SG	
костел	kościoła	костел	kościół	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
костел	church	костел	chury	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
героїв	bohaterami	герой	bohater	N;ANIM;ACC;MASC;PL	N;INS;MASC;PL
героїв	bohaterowie	герой	bohater	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
жили	mieszkał	жити	mieszkać	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
жили	żyła	жити	żyć	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
жили	żył	жити	żyć	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
жили	żył	жити	żyć	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
залізнична	kolej	залізничний	kolej	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
альпи	alpy	альпа	alpy	N;INAN;NOM;FEM;PL	V;IPFV;IND;PL;PRS;FIN;ACT
альпи	alpes	альпа	alpes	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
жінка	kobiety	жінка	kobieta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
жінка	damskie	жінка	damski	N;ANIM;NOM;FEM;SG	ADJ;NOM;NEUT;SG
жінка	kobiety	жінка	kobieta	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
дійсно	naprawdę	дійсно	naprawdę	ADV	PART
португалії	portugalia	португалія	portugalia	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
назад	wstecz	назад	wstecz	ADV	
назад	wstecz	назад	wstecz	ADV	
назад	back	назад	back	ADV	
назад	wstecz	назад	wstecz	ADV	
назад	powrót	назад	powrót	ADV	
хвороби	choroba	хвороба	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
хвороби	choroby	хвороба	choroba	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
хвороби	choroba	хвороба	choroba	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
хвороби	choroby	хвороба	choroba	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
процеси	procesów	процес	proces	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
наступних	nadchodzący	наступний	nadchodzący	ADJ;GEN;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
наступних	nadchodzące	наступний	nadchodzić	ADJ;GEN;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
угоди	okazja	угода	okazja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
анна	anne	анна	anny	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
анна	anna	анна	anna	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
анна	ania	анна	ania	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
анна	anna	анна	anna	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
анна	ania	анна	ania	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
англійська	anglik	англійський	anglik	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
увійшов	wprowadzone	увійти	wprowadzić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
увійшов	wpisane	увійти	wpisać	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
увійшов	wprowadzony	увійти	wprowadzić	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
надзвичайно	nadzwyczajne	надзвичайно	nadzwyczajny	ADV	ADJ;NOM;NEUT;SG
надзвичайно	niezwykłe	надзвичайно	niezwykłe	ADV	ADJ;NOM;NEUT;SG
мужність	męskości	мужність	męskość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
мужність	odwagi	мужність	odwaga	N;INAN;NOM;FEM;SG	
мужність	odwagę	мужність	odwaga	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
молдови	mołdawii	молдова	mołdawia	PROPN;INAN;NOM;FEM;SG	N;GEN;FEM;SG
молдови	mołdawii	молдова	mołdawia	PROPN;INAN;NOM;FEM;SG	N;GEN;FEM;SG
молдови	mołdawia	молдова	mołdawiać	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG
спроби	próby	спроба	próba	N;INAN;NOM;FEM;PL	
причиною	przyczyna	причина	przyczynać	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
солдат	żołnierzu	солдат	żołnierz	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
відкрита	otwórz	відкритий	otwórzyć	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;IMP;SG;2;FIN;ACT
повний	full	повний	full	ADJ;NOM;MASC;SG	
повний	pełen	повний	pełen	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
повний	pełne	повний	pełny	ADJ;NOM;MASC;SG	
кошти	koszty	кошти	koszt	N;INAN;NOM	N;NOM;MASC;PL
випуску	zwolnienie	випуск	zwolnienie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;V.MSDR
випуску	uwolnienie	випуск	uwolnić	N;INAN;GEN;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
написання	pisać	написання	pisać	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
ситуації	sytuacje	ситуація	sytuacja	N;INAN;ACC;FEM;PL	N;NOM;FEM;PL
ситуації	sytuacji	ситуація	sytuacja	N;INAN;ACC;FEM;PL	N;DAT;FEM;SG
ситуації	sytuacja	ситуація	sytuacja	N;INAN;ACC;FEM;PL	N;NOM;FEM;SG
основою	baza	основа	baza	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
основою	podstawa	основа	podstawa	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
основою	base	основа	bas	N;INAN;INS;FEM;SG	
основою	bazy	основа	baza	N;INAN;INS;FEM;SG	N;GEN;FEM;SG
особисто	osobiscie	особисто	osobiscie	ADV	
родин	rodziny	родина	rodzina	N;INAN;ACC;FEM;PL	N;NOM;FEM;PL
родин	rodzin	родина	rodzina	N;INAN;ACC;FEM;PL	
надалі	jeszcze	надалі	jeszcze	ADV	PART
факт	fakt	факт	fakt	N;INAN;NOM;MASC;SG	
народ	ludziska	народ	ludzisko	N;INAN;NOM;MASC;SG	
народ	kochani	народ	kochany	N;INAN;NOM;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
народ	ludzi	народ	człowiek	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
народ	osoby	народ	osoba	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
народ	people	народ	peopło	N;INAN;NOM;MASC;SG	
народ	ludzie	народ	człowiek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
герої	bohaterami	герой	bohater	N;ANIM;NOM;MASC;PL	N;INS;MASC;PL
герої	bohaterów	герой	bohater	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
збірка	kolekcji	збірка	kolekcja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
прі	prix	про	prix		
долина	doliny	долина	dolina	N;INAN;NOM;FEM;SG	
долина	valley	долина	valley	N;INAN;NOM;FEM;SG	
долина	dolina	долина	dolinać	N;INAN;NOM;FEM;SG	
долина	dolinie	долина	dolin	N;INAN;NOM;FEM;SG	
леонід	leonidas	леонід	leonidas	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
леонід	leonid	леонід	leonid	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
спостереження	monitorowania	спостереження	monitorować	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
спостереження	uwagi	спостереження	uwaga	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
спостереження	spostrzeżenia	спостереження	spostrzeżenie	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
спостереження	obserwacje	спостереження	obserwacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
спостереження	obserwuję	спостереження	obserwować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
спостереження	obserwuje	спостереження	obserwować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
спостереження	obserwacji	спостереження	obserwacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
спостереження	obserwację	спостереження	obserwacja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
спостереження	obserwacje	спостереження	obserwacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
введення	pisać	введення	pisać	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
сторінок	stron	сторінка	strona	N;INAN;GEN;FEM;PL	
сторінок	strony	сторінка	strona	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
санта	mikołaj	санта	mikołaj	PROPN;ANIM;NOM;FEM;SG	N;NOM;MASC;SG
остання	ostatnio	останній	ostatnio	ADJ;NOM;FEM;SG	ADV
остання	last	останній	last	ADJ;NOM;FEM;SG	
остання	ostatnia	останній	ostatni	ADJ;NOM;FEM;SG	
остання	najnowsze	останній	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
остання	najnowszy	останній	nowy	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;MASC;SG
гравців	zawodnicy	гравець	zawodnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
гравців	gracze	гравець	gracz	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
найбільший	największym	найбільший	duży	ADJ;NOM;CMPR;MASC;SG	ADJ;INS;CMPR;MASC;SG
найбільший	najwięksi	найбільший	wielki	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;PL
морі	mori	море	moria	N;INAN;NOM;NEUT;SG	
зміст	treść	зміст	treść	N;INAN;NOM;MASC;SG	
зміст	treści	зміст	treść	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
зміст	toc	зміст	toc	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
зміст	treść	зміст	treść	N;INAN;NOM;MASC;SG	
зміст	zawartości	зміст	zawartość	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
зберігання	posiadania	зберігання	posiadać	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
високий	wysoka	високий	wysoki	ADJ;NOM;MASC;SG	
високий	wysokie	високий	wysoki	ADJ;NOM;MASC;SG	V;PFV;IND;SG;FIN;ACT
високий	high	високий	high	ADJ;NOM;MASC;SG	
високий	wysoki	високий	wysoki	ADJ;NOM;MASC;SG	
високий	wysoko	високий	wysoko	ADJ;NOM;MASC;SG	ADV
високий	wysoka	високий	wysoki	ADJ;NOM;MASC;SG	
високий	wysoki	високий	wysoki	ADJ;NOM;MASC;SG	
високий	wysokie	високий	wysoki	ADJ;NOM;MASC;SG	V;PFV;IND;SG;FIN;ACT
обробки	przetwarzania	обробка	przetwarzać	N;INAN;NOM;FEM;PL	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
обробки	przetwarzanie	обробка	przetwarzać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
обробки	przetwórstwo	обробка	przetwórstwo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
обробки	obróbka	обробка	obróbka	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
використовували	rozmieszczone	використовувати	rozmieszczyć	V;IPFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
силами	uprawnienia	сила	uprawnić	N;INAN;INS;FEM;PL	N;NOM;NEUT;PL
силами	moce	сила	moc	N;INAN;INS;FEM;PL	N;NOM;FEM;PL
силами	uprawnień	сила	uprawnienie	N;INAN;INS;FEM;PL	N;GEN;NEUT;PL
силами	powers	сила	powers	N;INAN;INS;FEM;PL	
силами	kompetencje	сила	kompetencja	N;INAN;INS;FEM;PL	N;NOM;FEM;PL
польські	polskie	польський	polski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
польські	polski	польський	polski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
вірменії	armenii	вірменія	armenia	PROPN;INAN;GEN;FEM;SG	PROPN;GEN;FEM;SG
архів	zarchiwizowane	архів	zarchiwizować	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
архів	archiwa	архів	archiwa	N;INAN;NOM;MASC;SG	
банк	banku	банк	bank	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
банк	bankowe	банк	bankowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
стіни	ścian	стіна	ściana	N;INAN;NOM;FEM;PL	
стіни	ściany	стіна	ściana	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
виникає	wystąpi	виникати	wystąpić	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
світло	light	світло	light	N;INAN;NOM;NEUT;SG	
світло	lekka	світло	lekki	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
світло	lekki	світло	lekki	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
популярність	popularności	популярність	popularność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
попередній	poprzednia	попередній	poprzedniać	ADJ;NOM;MASC;SG	
попередній	poprzednie	попередній	poprzednie	ADJ;NOM;MASC;SG	
естонії	estonii	естонія	estonia	PROPN;INAN;NOM;FEM;SG	
естонії	estonia	естонія	estonia	PROPN;INAN;NOM;FEM;SG	
літаки	samolotów	літаки	samolot	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
літаки	płaszczyzny	літаки	płaszczyzna	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
грузії	gruzja	грузія	gruzja	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG
грузії	georgia	грузія	georgia	PROPN;INAN;GEN;FEM;SG	
виграв	wygrane	виграти	wygrany	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG
виграв	won	виграти	won	V;PFV;MASC;IND;SG;PST;FIN	
дорівнює	równe	дорівнювати	równy	V;IPFV;IND;SG;3;PRS;FIN	
дорівнює	równy	дорівнювати	równy	V;IPFV;IND;SG;3;PRS;FIN	
дорівнює	równi	дорівнювати	równić	V;IPFV;IND;SG;3;PRS;FIN	
будучи	bycie	бути	bycie	V;IPFV;PRS;V.CVB	
будучи	bycia	бути	być	V;IPFV;PRS;V.CVB	
авторів	autorów	автор	autor	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
пише	napisze	писати	napisać	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
авіації	lotnictwa	авіація	lotnictwo	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
авіації	lotnictwo	авіація	lotnictwo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
федір	fiodor	федір	fiodor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
федір	fiodor	федір	fiodor	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
телебачення	tv	телебачення	TV	N;INAN;NOM;NEUT;SG	
телебачення	telewizji	телебачення	telewizja	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG
найкращі	najlepsza	найкращий	dobry	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;FEM;SG
найкращі	najlepszy	найкращий	dobry	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;MASC;SG
найкращі	najlepiej	найкращий	dobrze	ADJ;NOM;RL;PL	ADV;RL
найкращі	best	найкращий	best	ADJ;NOM;RL;PL	
найкращі	najlepsze	найкращий	dobry	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;NEUT;SG
японія	japonii	японія	japonia	PROPN;INAN;NOM;FEM;SG	
японія	japonia	японія	japonie	PROPN;INAN;NOM;FEM;SG	
зміна	zmodyfikować	зміна	zmodyfikować	N;INAN;NOM;FEM;SG	V;PFV;NFIN;ACT
зміна	zmiany	зміна	zmiana	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
зміна	zmienić	зміна	zmienić	N;INAN;NOM;FEM;SG	V;PFV;NFIN;ACT
зміна	zmień	зміна	zmień	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
хтось	ktokolwiek	хтось	ktokolwiek	PRO;ANIM;NOM	PRO;NOM;MASC;SG
хтось	każdy	хтось	każdy	PRO;ANIM;NOM	DET;NOM;MASC;SG
залишки	pozostaje	залишки	pozostawać	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
залишки	resztki	залишки	resztka	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
збірник	kompilacji	збірник	kompilacja	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
бригада	brygady	бригада	brygada	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
риб	ryby	риба	ryba	N;ANIM;ACC;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
риб	ryba	риба	ryba	N;ANIM;ACC;FEM;PL	N;NOM;FEM;SG
риб	ryb	риба	ryb	N;ANIM;ACC;FEM;PL	
риб	rybka	риба	rybka	N;ANIM;ACC;FEM;PL	N;NOM;FEM;SG
підписав	podpisany	підписати	podpisać	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
підписав	podpisana	підписати	podpisać	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
підписав	podpisane	підписати	podpisać	V;PFV;MASC;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
випадків	sprawy	випадок	sprawa	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
випадків	przypadki	випадок	przypadek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
автори	autorów	автор	autor	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
тетяна	tatiana	тетяний	tatian	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
тетяна	tatjana	тетяний	tatjan	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
технічні	techniczne	технічний	techniczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
технічні	techniczny	технічний	techniczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
технічні	techniczna	технічний	techniczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
характеру	zobowiązania	характер	zobowiązanie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
характеру	zaangażowanie	характер	zaangażowanie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
характеру	zobowiązanie	характер	zobowiązanie	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
метал	metale	метал	metal	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
метал	metalowe	метал	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
метал	metalowy	метал	metalowy	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
ситуація	sytuacje	ситуація	sytuacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
ситуація	sytuacji	ситуація	sytuacja	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
будівель	budynki	будівля	budynek	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
музичний	musical	музичний	musical	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
стоїть	stałego	стояти	stały	V;IPFV;IND;SG;3;PRS;FIN	ADJ;ACC;MASC;SG
стоїть	stały	стояти	stać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;PL;PST;FIN;ACT
стоїть	stojący	стояти	stać	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
стоїть	stoiska	стояти	stoisko	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
середнього	średnio	середній	średnio	ADJ;GEN;MASC;SG	
середнього	średnie	середній	średnie	ADJ;GEN;MASC;SG	
середнього	średni	середній	średnia	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
середнього	przeciętny	середній	przeciętny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
середнього	średnia	середній	średnia	ADJ;GEN;MASC;SG	N;NOM;FEM;SG
зустрічі	posiedzenie	зустріч	posiedzenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
зустрічі	zebranie	зустріч	zebranie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
зустрічі	spotkanie	зустріч	spotkanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
зустрічі	zebrania	зустріч	zebraniać	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
зустрічі	spotkań	зустріч	spotkanie	N;INAN;NOM;FEM;PL	N;GEN;NEUT;PL
зустрічі	posiedzenia	зустріч	posiedzenie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
могила	grobie	могила	grób	N;INAN;NOM;FEM;SG	N;DAT;MASC;SG
могила	nagrobek	могила	nagrobek	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
могила	grób	могила	grób	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
могила	grobie	могила	grób	N;INAN;NOM;FEM;SG	N;DAT;MASC;SG
могила	grób	могила	grób	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
могила	grobu	могила	grób	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
малий	małych	малий	mały	ADJ;NOM;MASC;SG	N;GEN;MASC;PL
малий	mał	малий	mała	ADJ;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
малий	mała	малий	mały	ADJ;NOM;MASC;SG	
