que	dat	que	dat	CONJ	PRO;3
directo	rechtdoor	directo	rechtdoor	ADJ;MASC;SG	N;MASC+FEM;SG
directo	straight	directo	straight	ADJ;MASC;SG	N;MASC+FEM;SG
usado	gebruikt	usado	gebruiken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
usado	gebruikte	usado	gebruiken	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
usado	gedragen	usado	dragen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
usado	versleten	usado	verslijten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
presidencia	presidentiële	presidencia	presidentiel	N;FEM;SG	ADJ
presidencia	presidentieel	presidencia	presidentieel	N;FEM;SG	ADJ
contrario	tegenovergesteld	contrario	tegenovergesteld	ADJ;MASC;SG	V;V.PTCP
contrario	tegenovergestelde	contrario	tegenoverstellen	ADJ;MASC;SG	V;V.PTCP
contrario	tegenover	contrario	tegenover	ADJ;MASC;SG	ADP
totalmente	volledig	totalmente	volledig	ADV	ADJ
totalmente	volledig	totalmente	volledig	ADV	ADJ
totalmente	compleet	totalmente	compleet	ADV	ADJ
oficialmente	officieel	oficialmente	officieel	ADV	ADJ
volver	terug	volver	terug	V;NFIN	ADV
volver	rug	volver	rug	V;NFIN	N;MASC+FEM;SG
volver	back	volver	back	V;NFIN	N;MASC+FEM;SG
botánico	botanische	botánico	botanisch	N;MASC;SG	ADJ
cuarta	fourth	cuarto	fourth	ADJ;FEM;SG	
par	raps	par	raps	N;MASC;SG	N;PL
viejo	viejo	viejo	viejo	ADJ;MASC;SG	N;MASC+FEM;SG
especiales	specials	especial	specials	ADJ;PL	N;PL
especiales	special	especial	special	ADJ;PL	N;MASC+FEM;SG
nueve	nine	nueve	nine	NUM;PL	N;MASC+FEM;SG
bosque	bossen	bosque	bossen	N;MASC;SG	N;PL
bosque	houtsoorten	bosque	houtsoort	N;MASC;SG	N;PL
bosque	bossen	bosque	bossen	N;MASC;SG	N;PL
bosque	bossen	bosque	bossen	N;MASC;SG	N;PL
ganado	verdiend	ganado	verdienen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ganado	verdiende	ganado	verdienen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
ganado	gewonnen	ganado	winnen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
ganado	won	ganado	winnen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
ganado	vee	ganado	vee	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
ganado	veestapel	ganado	veestapel	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
ganado	runderen	ganado	rund	ADJ;MASC;SG;V.PTCP	N;PL
ganado	vee	ganado	vee	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
ganado	rundvee	ganado	rundvee	ADJ;MASC;SG;V.PTCP	N;NEUT;SG
carga	laad	carga	laad	N;FEM;SG	V;SG;PRS;FIN
carga	laden	carga	laden	N;FEM;SG	V;NFIN
carga	inladen	carga	inlad	N;FEM;SG	V;NFIN
carga	laden	carga	laden	N;FEM;SG	V;NFIN
carga	uploaden	carga	upload	N;FEM;SG	V;NFIN
carga	opladen	carga	opladen	N;FEM;SG	V;NFIN
carga	laadt	carga	laden	N;FEM;SG	V;SG;PRS;FIN
carga	lasten	carga	last	N;FEM;SG	N;PL
letra	teksten	letra	tekst	N;FEM;SG	N;PL
necesidad	need	necesidad	need	N;FEM;SG	
necesidad	nodig	necesidad	nodig	N;FEM;SG	ADJ
dejar	verlof	dejar	verlof	V;NFIN	N;NEUT;SG
registro	inschrijven	registro	inschrijven	N;MASC;SG	V;NFIN
registro	registreren	registro	registreren	N;MASC;SG	V;NFIN
registro	inschrijven	registro	inschrijven	N;MASC;SG	V;NFIN
regreso	retour	regreso	retour	N;MASC;SG	ADJ
regreso	return	regreso	return	N;MASC;SG	
regreso	terugkeren	regreso	terugkeren	N;MASC;SG	V;NFIN
regreso	terug	regreso	terug	N;MASC;SG	ADV
duración	duur	duración	duur	N;FEM;SG	ADJ
complejo	complex	complejo	complex	ADJ;MASC;SG	N;NEUT;SG
acto	handelen	acto	handelen	N;MASC;SG	V;NFIN
life	life	life	life	N	
indica	indica	indicar	indica	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
voto	stemmen	voto	stem	N;MASC;SG	N;PL
arquitecto	architecten	arquitecto	architect	N;MASC;SG	N;PL
perdió	kwijt	perder	kwijt	V;IND;SG;3;PST;FIN	ADJ
perdió	lost	perder	lost	V;IND;SG;3;PST;FIN	V;SG;PRS;FIN
rango	rangschikken	rango	rangschik	N;MASC;SG	V;NFIN
arriba	top	arriba	top	ADV	N;MASC+FEM;SG
arriba	bovenste	arriba	boven	ADV	ADJ;RL
arriba	bovenkant	arriba	bovenkant	ADV	N;MASC+FEM;SG
arriba	hierboven	arriba	hierboven	ADV	N;PL
arriba	boven	arriba	boven	ADV	ADP
arriba	boven	arriba	boven	ADV	ADP
latina	latijn	latino	latijn	ADJ;FEM;SG	N;NEUT;SG
latina	latina	latino	latina	ADJ;FEM;SG	N;MASC+FEM;SG
conseguir	get	conseguir	get	V;NFIN	
femenino	vrouw	femenino	vrouw	ADJ;MASC;SG	N;MASC+FEM;SG
femenino	vrouwtje	femenino	vrouwtje	ADJ;MASC;SG	N;NEUT;SG
femenino	vrouwen	femenino	vrouw	ADJ;MASC;SG	N;PL
vive	vive	vivir	vive	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
vive	live	vivir	live	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
vive	leven	vivir	leven	V;IND;SG;3;PRS;FIN	N;NEUT;SG
vive	levens	vivir	levens	V;IND;SG;3;PRS;FIN	N;PL
cosa	thing	cosa	thing	N;FEM;SG	
derrota	nederlagen	derrota	nederlaag	N;FEM;SG	N;PL
derrota	verslaan	derrota	verslaan	N;FEM;SG	V;NFIN
vii	vii	vii	vii		PROPN;MASC+FEM;SG
sola	sola	solo	sola	ADJ;FEM;SG	N;MASC+FEM;SG
sola	alone	solo	alone	ADJ;FEM;SG	
sola	alleen	solo	alleen	ADJ;FEM;SG	ADV
basada	gebaseerd	basado	baseren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
césar	caesar	césar	caesar	PROPN	PRO;NOM;3
césar	cesar	césar	cesar	PROPN	N;MASC+FEM;SG
césar	césar	césar	césar	PROPN	N;MASC+FEM;SG
castellano	castiliaans	castellano	castiliaans	N;MASC;SG	ADJ
castellano	spaanse	castellano	Spaans	N;MASC;SG	ADJ
castellano	spaans	castellano	spaans	N;MASC;SG	ADJ
urbano	urban	urbano	urban	ADJ;MASC;SG	N;MASC+FEM;SG
forman	forman	formar	forman	V;IND;PL;3;PRS;FIN	N;MASC+FEM;SG
leyes	wet	ley	wet	N;FEM;PL	N;MASC+FEM;SG
entrevista	interviewen	entrevista	interviewen	N;FEM;SG	V;NFIN
arco	buigen	arco	buigen	N;MASC;SG	V;NFIN
arco	buig	arco	buig	N;MASC;SG	V;SG;PRS;FIN
justo	justo	justo	justo	ADV	N;MASC+FEM;SG
justo	eerlijke	justo	eerlijk	ADV	ADJ
justo	redelijk	justo	redelijk	ADV	ADJ
justo	fair	justo	fair	ADV	ADJ
justo	eerlijk	justo	eerlijk	ADV	ADJ
socialista	socialistisch	socialista	socialistisch	N;SG	ADJ
socialista	socialistische	socialista	socialistisch	N;SG	ADJ
one	one	one	oon	N	
one	één	one	één	N	NUM
one	een	one	een	N	DET;INDF
conocidos	gekend	conocido	kennen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
conocidos	gekende	conocido	kenen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
conocidos	kennissen	conocido	kennis	ADJ;MASC;PL;V.PTCP	N;PL
conocidos	bekenden	conocido	bekend	ADJ;MASC;PL;V.PTCP	N;PL
conocidos	kennismaking	conocido	kennismaking	ADJ;MASC;PL;V.PTCP	N;MASC+FEM;SG
conocidos	kennis	conocido	kennis	ADJ;MASC;PL;V.PTCP	N;MASC+FEM;SG
super	super	super	super		ADJ
listas	ready	lista	ready	N;FEM;PL	
listas	gereed	lista	gereed	N;FEM;PL	ADJ
listas	klaar	lista	klaar	N;FEM;PL	ADJ
sebastián	sebastian	sebastián	sebastian	PROPN	N;MASC+FEM;SG
sebastián	sebastiaan	sebastián	sebastiaan	PROPN	N;MASC+FEM;SG
sebastián	sebastián	sebastián	sebastián	PROPN	N;MASC+FEM;SG
diputado	plaatsvervangend	diputado	plaatsvervangend	N;MASC;SG	V;V.PTCP
continuó	vervolg	continuar	vervolg	V;IND;SG;3;PST;FIN	N;NEUT;SG
busca	pieper	buscar	piep	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
vasco	basken	vasco	basken	N;MASC;SG	N;PL
vasco	baskische	vasco	baskisch	N;MASC;SG	ADJ
vasco	baskisch	vasco	baskisch	N;MASC;SG	ADJ
reforma	hervormingen	reforma	hervorming	N;FEM;SG	N;PL
reforma	hervormen	reforma	hervormen	N;FEM;SG	V;NFIN
carreras	loopt	carrera	lopen	N;FEM;PL	V;SG;PRS;FIN
carreras	racing	carrera	racing	N;FEM;PL	N;MASC+FEM;SG
carreras	racen	carrera	racen	N;FEM;PL	V;NFIN
carreras	carrière	carrera	carrière	N;FEM;PL	N;MASC+FEM;SG
carreras	loopbaan	carrera	loopbaan	N;FEM;PL	N;MASC+FEM;SG
single	alleenstaande	single	alleenstaande	N;MASC;SG	V;V.PTCP
single	alleenstaand	single	alleenstaand	N;MASC;SG	ADJ
diferente	anders	diferente	anders	ADJ;SG	ADV
park	parkeren	park	parkeren	PROPN	V;NFIN
park	park	park	park	PROPN	N;NEUT;SG
romana	roman	romano	roman	ADJ;FEM;SG	N;MASC+FEM;SG
romana	romana	romano	romana	ADJ;FEM;SG	N;MASC+FEM;SG
barrios	barrios	barrio	barrios	N;MASC;PL	N;MASC+FEM;SG
barrios	sloppenwijk	barrio	sloppenwijk	N;MASC;PL	N;MASC+FEM;SG
barrios	achterbuurt	barrio	achterbuurt	N;MASC;PL	N;MASC+FEM;SG
barrios	sloppenwijk	barrio	sloppenwijk	N;MASC;PL	N;MASC+FEM;SG
cree	cree	creer	cree	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
ofrece	aanbiedingen	ofrecer	aanbieding	V;IND;SG;3;PRS;FIN	N;PL
navarra	navarra	navarra	navarra	ADJ;FEM;SG	N;MASC+FEM;SG
navarra	navarra	navarra	navarra	ADJ;FEM;SG	N;MASC+FEM;SG
ancho	wide	ancho	wide	N;MASC;SG	
ancho	wijd	ancho	wijden	N;MASC;SG	ADJ
ancho	breed	ancho	breed	N;MASC;SG	ADJ
grabación	opnemen	grabación	opnemen	N;FEM;SG	V;NFIN
universal	universal	universal	universal	ADJ;SG	N;MASC+FEM;SG
completa	voltooid	completo	voltooien	ADJ;FEM;SG	V;V.PTCP
completa	invullen	completo	invullen	ADJ;FEM;SG	V;NFIN
producido	produceerde	producido	produceren	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
producido	geproduceerd	producido	produceren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
producido	geproduceerde	producido	produceren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
negra	black	negro	black	ADJ;FEM;SG	
trabajadores	werkenden	trabajador	werken	N;MASC;PL	V;V.PTCP
mas	mas	mas	mas	ADV	N;MASC+FEM;SG
mas	more	mas	more	ADV	
mas	meer	mas	veel	ADV	PRO
movimientos	beweegt	movimiento	bewegen	N;MASC;PL	V;SG;PRS;FIN
movimientos	verplaatsing	movimiento	verplaatsing	N;MASC;PL	N;MASC+FEM;SG
movimientos	beweging	movimiento	beweging	N;MASC;PL	N;MASC+FEM;SG
océano	oceanen	océano	oceaan	N;MASC;SG	N;PL
promedio	gemiddelde	promedio	gemiddeld	N;MASC;SG	ADJ
promedio	gemiddeld	promedio	gemiddeld	N;MASC;SG	ADJ
árabe	arabisch	árabe	arabisch	N;SG	ADJ
árabe	arabische	árabe	arabisch	N;SG	ADJ
árabe	arabisch	árabe	arabisch	N;SG	ADJ
famoso	beroemdheid	famoso	beroemdheid	ADJ;MASC;SG	N;MASC+FEM;SG
famoso	beroemdheden	famoso	beroemdheid	ADJ;MASC;SG	N;PL
famoso	celebrity	famoso	celebrity	ADJ;MASC;SG	N;MASC+FEM;SG
famoso	bekendheid	famoso	bekendheid	ADJ;MASC;SG	N;MASC+FEM;SG
interpretación	tolken	interpretación	tolk	N;FEM;SG	N;PL
compuesta	gecomponeerd	compuesto	componeren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
compuesta	samengesteld	compuesto	samenstellen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	gepubliceerd	publicado	publiceren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	verschenen	publicado	verschijnen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	gepubliceerde	publicado	publiceren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	uitgegeven	publicado	uitgeven	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	gepost	publicado	posten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	geplaatste	publicado	plaatsen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
publicada	geplaatst	publicado	plaatsen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
respectivamente	respectievelijk	respectivamente	respectievelijk	ADV	ADJ
periódico	periodiek	periódico	periodiek	N;MASC;SG	ADJ
periódico	kranten	periódico	krant	N;MASC;SG	N;PL
noticias	nieuws	noticia	nieuws	N;FEM;PL	ADJ
miss	missen	miss	missen	N;FEM;SG	V;NFIN
normalmente	gewoonlijk	normalmente	gewoonlijk	ADV	ADJ
normalmente	typisch	normalmente	typisch	ADV	ADJ
normalmente	gewoonlijk	normalmente	gewoonlijk	ADV	ADJ
normalmente	normaal	normalmente	normaal	ADV	ADJ
unió	united	unir	united	V;IND;SG;3;PST;FIN	N;NEUT;SG
clásico	klassieker	clásico	klassieker	ADJ;MASC;SG	N;MASC+FEM;SG
clásico	classic	clásico	classic	ADJ;MASC;SG	N;MASC+FEM;SG
desarrollado	ontwikkelden	desarrollado	ontwikkelen	ADJ;MASC;SG;V.PTCP	V;PL;PST;FIN
desarrollado	ontwikkelde	desarrollado	ontwikkelen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
desarrollado	ontwikkeld	desarrollado	ontwikkelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	aangeduide	designado	aanduiden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	aangeduid	designado	aanduiden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	aangewezen	designado	aanwijzen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	aangesteld	designado	aanstellen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	benoemde	designado	benoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
designado	benoemd	designado	benoemen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
activo	active	activo	active	ADJ;MASC;SG	N;MASC+FEM;SG
activo	activa	activo	activa	ADJ;MASC;SG	N;PL
activo	aanwinst	activo	aanwinst	ADJ;MASC;SG	N;MASC+FEM;SG
activo	asset	activo	asset	ADJ;MASC;SG	N;MASC+FEM;SG
irlanda	ierse	irlanda	iers	N;FEM;SG	ADJ
irlanda	ieren	irlanda	ieren	N;FEM;SG	N;PL
irlanda	iers	irlanda	iers	N;FEM;SG	ADJ
irlanda	ierland	irlanda	ierland	N;FEM;SG	PROPN;NEUT;SG
detrás	achter	detrás	achter	ADV	ADP
llegando	coming	llegar	coming	V;V.MSDR	N;MASC+FEM;SG
xii	xii	xii	xii		NUM
aspecto	uiterlijk	aspecto	uiterlijk	N;MASC;SG	ADJ
aspecto	looks	aspecto	look	N;MASC;SG	N;PL
aspecto	lijkt	aspecto	lijken	N;MASC;SG	V;SG;PRS;FIN
solicita	verzoeken	solicitar	verzoek	V;IND;SG;3;PRS;FIN	N;PL
presión	druk	presión	druk	N;FEM;SG	ADJ
conciertos	concert	concierto	concert	N;MASC;PL	N;NEUT;SG
federico	friedrich	federico	friedrich	ADJ;MASC;SG	N;MASC+FEM;SG
federico	frederic	federico	frederic	ADJ;MASC;SG	N;MASC+FEM;SG
federico	frédéric	federico	frédéric	ADJ;MASC;SG	N;MASC+FEM;SG
federico	frederik	federico	frederik	ADJ;MASC;SG	N;MASC+FEM;SG
federico	frederick	federico	frederick	ADJ;MASC;SG	N;MASC+FEM;SG
federico	federico	federico	federico	ADJ;MASC;SG	N;MASC+FEM;SG
competencia	concurrenten	competencia	concurrent	N;FEM;SG	N;PL
galería	galerijen	galería	galerij	N;FEM;SG	N;PL
galería	galeries	galería	galerie	N;FEM;SG	N;PL
humana	mens	humano	mens	ADJ;FEM;SG	N;MASC+FEM;SG
cambiar	wijziging	cambiar	wijziging	V;NFIN	N;MASC+FEM;SG
cambiar	verandering	cambiar	verandering	V;NFIN	N;MASC+FEM;SG
cambiar	veranderingen	cambiar	verandering	V;NFIN	N;PL
nelson	nelson	nelson	nelson	PROPN	N;MASC+FEM;SG
verdad	waar	verdad	waar	N;FEM;SG	ADV
verdad	true	verdad	true	N;FEM;SG	
verdad	klopt	verdad	kloppen	N;FEM;SG	V;SG;PRS;FIN
verdad	truth	verdad	truth	N;FEM;SG	
joaquín	joaquin	joaquín	joaquin	PROPN	N;MASC+FEM;SG
joaquín	joaquín	joaquín	joaquín	PROPN	N;MASC+FEM;SG
joaquín	joachim	joaquín	joachim	PROPN	N;MASC+FEM;SG
juventud	jongeren	juventud	jong	N;FEM;SG	ADJ;CMPR
avión	vliegtuigen	avión	vliegtuig	N;MASC;SG	N;PL
avión	luchtvaartuigen	avión	luchtvaartuig	N;MASC;SG	N;PL
estadounidenses	amerikaan	estadounidense	amerikaan	N;PL	N;MASC+FEM;SG
masa	mass	masa	mass	N;FEM;SG	
bosques	bosbouw	bosque	bosbouw	N;MASC;PL	N;MASC+FEM;SG
bosques	bos	bosque	bos	N;MASC;PL	N;NEUT;SG
bosques	woud	bosque	wouden	N;MASC;PL	N;NEUT;SG
bosques	bos	bosque	bos	N;MASC;PL	N;NEUT;SG
egipto	egyptisch	egipto	egyptisch	N;MASC;SG	ADJ
egipto	egyptische	egipto	egyptisch	N;MASC;SG	ADJ
intento	poging	intentar	poging	V;IND;SG;1;PRS;FIN	N;MASC+FEM;SG
intento	poging	intentar	poging	V;IND;SG;1;PRS;FIN	N;MASC+FEM;SG
muerto	dead	muerto	dead	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
públicas	publiek	público	publiek	ADJ;FEM;PL	N;NEUT;SG
live	leef	live	leven	N	V;SG;PRS;FIN
árboles	boom	árbol	boom	N;MASC;PL	N;MASC+FEM;SG
árboles	boomstructuur	árbol	boomstructuur	N;MASC;PL	N;MASC+FEM;SG
comienzo	start	comienzo	starten	N;MASC;SG	V;SG;PRS;FIN
comienzo	starten	comienzo	starten	N;MASC;SG	V;NFIN
comienzo	beginnen	comienzo	beginnen	N;MASC;SG	V;NFIN
judíos	joodse	judío	joods	N;MASC;PL	ADJ
judíos	jood	judío	jood	N;MASC;PL	N;MASC+FEM;SG
judíos	joods	judío	joods	N;MASC;PL	ADJ
ejecutivo	uitvoerende	ejecutivo	uitvoeren	N;MASC;SG	V;V.PTCP
ejecutivo	uitvoerend	ejecutivo	uitvoeren	N;MASC;SG	V;V.PTCP
portugués	portugese	portugués	portugees	N;MASC;SG	ADJ
portugués	portugees	portugués	portugees	N;MASC;SG	ADJ
portugués	portugezen	portugués	portugees	N;MASC;SG	N;PL
bélgica	belgie	bélgico	belgie	N;FEM;SG	PROPN;NEUT;SG
bélgica	belgië	bélgico	belgiën	N;FEM;SG	PROPN;NEUT;SG
bélgica	belgisch	bélgico	belgisch	N;FEM;SG	ADJ
bélgica	belgische	bélgico	belgisch	N;FEM;SG	ADJ
órdenes	bevelen	orden	bevelen	N;FEM;PL	V;NFIN
torneos	toernooi	torneo	toernooi	N;MASC;PL	N;NEUT;SG
torneos	tournament	torneo	tournament	N;MASC;PL	N;MASC+FEM;SG
torneos	tornooi	torneo	tornooi	N;MASC;PL	N;NEUT;SG
corto	short	corto	short	ADJ;MASC;SG	N;MASC+FEM;SG
chileno	chileense	chileno	chileens	N;MASC;SG	ADJ
populares	populaire	popular	populair	N;PL	ADJ
populares	populair	popular	populair	N;PL	ADJ
clara	clare	claro	clare	ADJ;FEM;SG	N;MASC+FEM;SG
clara	clara	claro	clara	ADJ;FEM;SG	N;MASC+FEM;SG
tampoco	noch	tampoco	noch	ADV	CONJ
tampoco	noch	tampoco	noch	ADV	CONJ
búsqueda	zoeken	búsqueda	zoeken	N;FEM;SG	V;NFIN
búsqueda	doorzoeken	búsqueda	doorzoeken	N;FEM;SG	V;NFIN
búsqueda	zoek	búsqueda	zoek	N;FEM;SG	ADJ
sello	stamp	sello	stamp	N;MASC;SG	ADJ
sello	verzegelen	sello	verzegelen	N;MASC;SG	V;NFIN
revistas	tijdschrift	revista	tijdschrift	N;FEM;PL	N;NEUT;SG
revistas	magazine	revista	magazine	N;FEM;PL	N;NEUT;SG
investigaciones	onderzoeken	investigación	onderzoeken	N;FEM;PL	V;NFIN
investigaciones	onderzoeken	investigación	onderzoeken	N;FEM;PL	V;NFIN
investigaciones	onderzoek	investigación	onderzoek	N;FEM;PL	N;NEUT;SG
investigaciones	research	investigación	research	N;FEM;PL	N;MASC+FEM;SG
álvarez	álvarez	álvarez	álvarez	PROPN	PROPN;MASC+FEM;SG
álvarez	álvarez	álvarez	álvarez	PROPN	PROPN;MASC+FEM;SG
álvarez	alvarez	álvarez	alvarez	PROPN	N;MASC+FEM;SG
mark	markeren	mark	markeren	PROPN	V;NFIN
mark	merkteken	mark	merkteken	PROPN	N;NEUT;SG
mark	markeer	mark	markeren	PROPN	N;MASC+FEM;SG
mark	mark	mark	mark	PROPN	N;MASC+FEM;SG
comerciales	reclames	comercial	reclame	ADJ;PL	N;PL
titulado	getiteld	titulado	titelen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
indígenas	inheems	indígena	inheems	N;PL	ADJ
indígenas	inheemse	indígena	inheems	N;PL	ADJ
nuestro	onze	nuestro	ons	DET;MASC;SG;1	PRO;1
nuestro	ons	nuestro	ons	DET;MASC;SG;1	PRO;ACC;1
nuestro	onze	nuestro	ons	DET;MASC;SG;1	PRO;1
latín	latijnse	latín	Latijns	N;MASC;SG	ADJ
latín	latijns	latín	latijn	N;MASC;SG	ADJ
global	global	global	global	ADJ;SG	N;MASC+FEM;SG
escala	schalen	escala	schaal	N;FEM;SG	N;PL
bueno	lekker	buen	lekker	INTJ	ADJ
bueno	goed	buen	goed	INTJ	ADJ
bueno	nou	buen	nou	INTJ	ADV
bueno	wel	buen	wel	INTJ	ADV
muertos	dood	muerto	dood	N;MASC;PL	ADJ
muertos	doods	muerto	doods	N;MASC;PL	ADJ
muertos	dead	muerto	dead	N;MASC;PL	N;MASC+FEM;SG
bogotá	bogotá	bogotá	bogote	PROPN	N;MASC+FEM;SG
bogotá	bogota	bogotá	bogota	PROPN	N;MASC+FEM;SG
bogotá	bogota	bogotá	bogota	PROPN	N;MASC+FEM;SG
reales	real	real	real	ADJ;PL	N;MASC+FEM;SG
reales	royal	real	royal	ADJ;PL	N;MASC+FEM;SG
pierre	pierre	perre	pierre	PROPN	N;MASC+FEM;SG
marcos	marcos	marco	marcos	N;MASC;PL	N;MASC+FEM;SG
marcos	markeren	marco	markeren	N;MASC;PL	V;NFIN
marcos	merkteken	marco	merkteken	N;MASC;PL	N;NEUT;SG
marcos	markeer	marco	markeren	N;MASC;PL	N;MASC+FEM;SG
marcos	mark	marco	mark	N;MASC;PL	N;MASC+FEM;SG
vivir	living	vivir	living	V;NFIN	N;MASC+FEM;SG
vivir	live	vivir	live	V;NFIN	N;MASC+FEM;SG
vivir	leven	vivir	leven	V;NFIN	N;NEUT;SG
die	sterven	die	sterven	PROPN	V;NFIN
die	sterf	die	sterf	PROPN	V;SG;PRS;FIN
united	verenigde	united	verenigen	N;SG	V;V.PTCP
united	verenigd	united	verenigen	N;SG	V;V.PTCP
gabriel	gabriel	gabriel	gabriel	PROPN	N;MASC+FEM;SG
gabriel	gabriël	gabriel	gabriël	PROPN	N;MASC+FEM;SG
votación	stemmen	votación	stem	N;FEM;SG	N;PL
votación	stemmen	votación	stem	N;FEM;SG	N;PL
caída	dalend	caída	dalen	N;FEM;SG	V;V.PTCP
caída	vallende	caída	vallen	N;FEM;SG	V;V.PTCP
caída	vallen	caída	vallen	N;FEM;SG	V;NFIN
caída	vallend	caída	vallen	N;FEM;SG	V;V.PTCP
caída	crashen	caída	crashe	N;FEM;SG	V;NFIN
caída	vallen	caída	vallen	N;FEM;SG	V;NFIN
sonora	sonora	sonoro	sonora	ADJ;FEM;SG	N;MASC+FEM;SG
únicamente	enkel	únicamente	enkel	ADV	PRO
límite	beperken	límite	beperken	N;MASC;SG	V;NFIN
límite	limieten	límite	limiet	N;MASC;SG	N;PL
entrar	enter	entrar	enter	V;NFIN	N;NEUT;SG
noruega	noors	noruego	noors	N;FEM;SG	ADJ
noruega	noorse	noruego	noors	N;FEM;SG	ADJ
noruega	noorwegen	noruego	noorwegen	N;FEM;SG	PROPN;NEUT;SG
canales	kanaal	canal	kanaal	N;MASC;PL	N;NEUT;SG
data	gegevens	datar	gegeven	N;FEM;SG	N;PL
regular	regelmatige	regular	regelmatig	V;NFIN	ADJ
regular	regulier	regular	regulier	V;NFIN	ADJ
regular	reguliere	regular	regulier	V;NFIN	ADJ
regular	regelmatig	regular	regelmatig	V;NFIN	ADJ
promoción	promotionele	promoción	promotioneel	N;FEM;SG	ADJ
promoción	promoten	promoción	promoot	N;FEM;SG	V;NFIN
salir	exit	salir	exit	V;NFIN	N;MASC+FEM;SG
salir	uitgang	salir	uitgang	V;NFIN	N;MASC+FEM;SG
bellas	bellas	bello	bellas	N;FEM;PL	N;MASC+FEM;SG
caracas	caracas	caraca	caracas	N;FEM;PL	N;MASC+FEM;SG
accidente	crashen	accidente	crashe	N;MASC;SG	V;NFIN
accidente	ongevallen	accidente	ongeval	N;MASC;SG	N;PL
accidente	ongelukken	accidente	ongeluk	N;MASC;SG	N;PL
críticas	kritiek	crítica	kritiek	N;FEM;PL	N;MASC+FEM;SG
críticas	kritiek	crítica	kritiek	N;FEM;PL	N;MASC+FEM;SG
bajas	gewonden	baja	gewond	N;FEM;PL	ADJ
bajas	laag	baja	laag	N;FEM;PL	ADJ
bajas	low	baja	low	N;FEM;PL	N;MASC+FEM;SG
bajas	lage	baja	laag	N;FEM;PL	ADJ
aviones	vliegtuig	avión	vliegtuig	N;MASC;PL	N;NEUT;SG
aviones	luchtvaartuig	avión	luchtvaartuig	N;MASC;PL	N;NEUT;SG
conquista	veroveringen	conquista	verovering	N;FEM;SG	N;PL
conquista	veroveren	conquista	veroveren	N;FEM;SG	V;NFIN
conquista	overwinnen	conquista	overwinnen	N;FEM;SG	V;NFIN
alemanes	duits	alemán	duits	N;MASC;PL	ADJ
alemanes	duitse	alemán	duits	N;MASC;PL	ADJ
laguna	meer	laguna	veel	N;FEM;SG	PRO
pérdida	verliezen	pérdida	verliezen	N;FEM;SG	V;NFIN
retiro	terugtrekken	retiro	terugtrekken	N;MASC;SG	V;NFIN
retiro	terugtrekken	retiro	terugtrekken	N;MASC;SG	V;NFIN
jaime	james	jaime	jame	PROPN	N;PL
jaime	jacobus	jaime	jacobus	PROPN	N;MASC+FEM;SG
jaime	jamie	jaime	jamie	PROPN	N;MASC+FEM;SG
jaime	jimmy	jaime	jimmy	PROPN	N;MASC+FEM;SG
jaime	jaime	jaime	jaime	PROPN	N;MASC+FEM;SG
